ward,precinct,total,Mark Hosty (McCain),Mark Hosty (McCain) Percent,Nadja Lalvani (McCain),Nadja Lalvani (McCain) Percent,Thomas C. Cronin (Romney),Thomas C. Cronin (Romney) Percent,Eloise Gerson (Romney),Eloise Gerson (Romney) Percent,William L. Demas (Paul),William L. Demas (Paul) Percent,Will Hayes (Paul),Will Hayes (Paul) Percent,Carol Smith Donovan (Thompson),Carol Smith Donovan (Thompson) Percent,Paul M. Sengpiehl (Thompson),Paul M. Sengpiehl (Thompson) Percent,Clark Pellett (Giuliani),Clark Pellett (Giuliani) Percent,Noella Chung (Huckabee),Noella Chung (Huckabee) Percent,precinct_id
37,21,3,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37021
37,22,4,1,25.0,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,25.0,37022
37,23,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37023
37,24,6,0,0.0,0,0.0,1,16.67,2,33.33,1,16.67,1,16.67,0,0.0,0,0.0,1,16.67,0,0.0,37024
37,25,8,1,12.5,2,25.0,0,0.0,0,0.0,0,0.0,2,25.0,1,12.5,0,0.0,0,0.0,1,12.5,37025
37,26,3,1,33.33,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37026
37,27,5,0,0.0,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,40.0,37027
37,28,3,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,37028
37,29,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37029
37,30,2,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37030
37,31,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37031
37,32,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,37032
37,33,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37033
37,34,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37034
37,35,7,0,0.0,0,0.0,4,57.14,3,42.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37035
37,36,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37036
37,37,2,0,0.0,0,0.0,1,50.0,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37037
37,38,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,37038
37,40,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,37040
37,41,5,1,20.0,1,20.0,0,0.0,0,0.0,0,0.0,1,20.0,1,20.0,1,20.0,0,0.0,0,0.0,37041
37,42,22,3,13.64,1,4.55,3,13.64,2,9.09,0,0.0,1,4.55,3,13.64,1,4.55,1,4.55,3,13.64,37042
37,43,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,50.0,37043
42,1,124,41,33.06,36,29.03,18,14.52,18,14.52,1,0.81,2,1.61,0,0.0,0,0.0,1,0.81,1,0.81,42001
42,2,68,22,32.35,22,32.35,5,7.35,5,7.35,2,2.94,3,4.41,0,0.0,0,0.0,1,1.47,3,4.41,42002
42,3,103,38,36.89,34,33.01,7,6.8,9,8.74,4,3.88,3,2.91,1,0.97,0,0.0,3,2.91,0,0.0,42003
42,4,106,35,33.02,32,30.19,7,6.6,11,10.38,3,2.83,3,2.83,0,0.0,1,0.94,3,2.83,2,1.89,42004
42,5,97,27,27.84,22,22.68,11,11.34,19,19.59,4,4.12,4,4.12,1,1.03,0,0.0,1,1.03,4,4.12,42005
42,6,161,53,32.92,50,31.06,24,14.91,21,13.04,3,1.86,2,1.24,2,1.24,0,0.0,0,0.0,3,1.86,42006
42,7,88,27,30.68,23,26.14,10,11.36,12,13.64,1,1.14,3,3.41,2,2.27,1,1.14,2,2.27,1,1.14,42007
42,8,137,45,32.85,39,28.47,19,13.87,23,16.79,1,0.73,3,2.19,0,0.0,0,0.0,0,0.0,2,1.46,42008
42,9,185,45,24.32,42,22.7,24,12.97,25,13.51,18,9.73,15,8.11,4,2.16,1,0.54,2,1.08,3,1.62,42009
42,10,69,22,31.88,23,33.33,7,10.14,7,10.14,2,2.9,2,2.9,0,0.0,0,0.0,0,0.0,2,2.9,42010
42,11,139,46,33.09,37,26.62,22,15.83,21,15.11,2,1.44,1,0.72,0,0.0,0,0.0,0,0.0,3,2.16,42011
42,12,88,21,23.86,21,23.86,16,18.18,16,18.18,4,4.55,4,4.55,0,0.0,0,0.0,1,1.14,2,2.27,42012
42,13,160,51,31.88,47,29.38,22,13.75,19,11.88,3,1.88,1,0.63,1,0.63,0,0.0,3,1.88,4,2.5,42013
42,14,109,33,30.28,31,28.44,14,12.84,14,12.84,5,4.59,4,3.67,2,1.83,1,0.92,0,0.0,2,1.83,42014
42,15,116,38,32.76,35,30.17,17,14.66,17,14.66,0,0.0,0,0.0,0,0.0,0,0.0,1,0.86,1,0.86,42015
42,16,58,22,37.93,22,37.93,4,6.9,5,8.62,1,1.72,2,3.45,0,0.0,0,0.0,1,1.72,0,0.0,42016
42,17,137,37,27.01,31,22.63,19,13.87,18,13.14,5,3.65,6,4.38,1,0.73,0,0.0,1,0.73,8,5.84,42017
42,18,122,38,31.15,33,27.05,15,12.3,14,11.48,6,4.92,5,4.1,0,0.0,1,0.82,1,0.82,4,3.28,42018
42,19,66,18,27.27,12,18.18,9,13.64,9,13.64,5,7.58,6,9.09,0,0.0,0,0.0,3,4.55,1,1.52,42019
42,20,71,13,18.31,13,18.31,13,18.31,12,16.9,5,7.04,5,7.04,1,1.41,2,2.82,0,0.0,3,4.23,42020
42,21,78,14,17.95,14,17.95,10,12.82,9,11.54,9,11.54,11,14.1,1,1.28,0,0.0,2,2.56,3,3.85,42021
42,22,85,19,22.35,18,21.18,16,18.82,14,16.47,3,3.53,3,3.53,0,0.0,1,1.18,2,2.35,3,3.53,42022
42,23,134,48,35.82,43,32.09,17,12.69,15,11.19,2,1.49,2,1.49,0,0.0,0,0.0,1,0.75,1,0.75,42023
42,24,110,34,30.91,36,32.73,15,13.64,13,11.82,3,2.73,1,0.91,0,0.0,0,0.0,1,0.91,2,1.82,42024
42,25,103,20,19.42,18,17.48,23,22.33,23,22.33,2,1.94,3,2.91,0,0.0,0,0.0,3,2.91,2,1.94,42025
42,26,54,12,22.22,10,18.52,11,20.37,12,22.22,0,0.0,0,0.0,1,1.85,1,1.85,2,3.7,2,3.7,42026
42,27,139,42,30.22,40,28.78,15,10.79,14,10.07,9,6.47,9,6.47,0,0.0,0,0.0,0,0.0,3,2.16,42027
42,28,105,27,25.71,24,22.86,20,19.05,21,20.0,2,1.9,1,0.95,2,1.9,0,0.0,0,0.0,3,2.86,42028
42,29,152,51,33.55,47,30.92,20,13.16,24,15.79,0,0.0,0,0.0,0,0.0,0,0.0,1,0.66,1,0.66,42029
42,30,69,22,31.88,16,23.19,8,11.59,9,13.04,3,4.35,3,4.35,0,0.0,0,0.0,2,2.9,2,2.9,42030
42,31,94,20,21.28,22,23.4,21,22.34,22,23.4,1,1.06,0,0.0,1,1.06,0,0.0,2,2.13,0,0.0,42031
42,32,83,18,21.69,15,18.07,16,19.28,14,16.87,6,7.23,5,6.02,0,0.0,1,1.2,1,1.2,3,3.61,42032
42,33,116,36,31.03,34,29.31,15,12.93,18,15.52,2,1.72,2,1.72,0,0.0,0,0.0,3,2.59,2,1.72,42033
42,34,90,26,28.89,23,25.56,13,14.44,13,14.44,3,3.33,4,4.44,0,0.0,0,0.0,2,2.22,1,1.11,42034
42,35,87,22,25.29,22,25.29,17,19.54,16,18.39,2,2.3,2,2.3,3,3.45,3,3.45,0,0.0,0,0.0,42035
42,36,92,31,33.7,29,31.52,10,10.87,10,10.87,3,3.26,2,2.17,0,0.0,0,0.0,1,1.09,1,1.09,42036
42,37,89,33,37.08,29,32.58,11,12.36,10,11.24,0,0.0,0,0.0,0,0.0,0,0.0,2,2.25,0,0.0,42037
42,38,94,28,29.79,26,27.66,14,14.89,19,20.21,1,1.06,1,1.06,0,0.0,0,0.0,0,0.0,2,2.13,42038
42,39,27,5,18.52,4,14.81,7,25.93,6,22.22,1,3.7,0,0.0,1,3.7,1,3.7,0,0.0,1,3.7,42039
42,40,96,33,34.38,30,31.25,13,13.54,12,12.5,3,3.13,1,1.04,1,1.04,0,0.0,0,0.0,0,0.0,42040
42,41,119,39,32.77,34,28.57,15,12.61,13,10.92,2,1.68,2,1.68,0,0.0,0,0.0,2,1.68,3,2.52,42041
42,42,68,22,32.35,20,29.41,8,11.76,10,14.71,1,1.47,2,2.94,1,1.47,1,1.47,1,1.47,0,0.0,42042
42,43,106,38,35.85,30,28.3,12,11.32,13,12.26,1,0.94,1,0.94,0,0.0,0,0.0,0,0.0,4,3.77,42043
42,44,142,37,26.06,32,22.54,21,14.79,19,13.38,7,4.93,5,3.52,2,1.41,0,0.0,2,1.41,6,4.23,42044
42,45,71,23,32.39,18,25.35,12,16.9,10,14.08,1,1.41,1,1.41,1,1.41,1,1.41,0,0.0,1,1.41,42045
42,46,82,21,25.61,21,25.61,9,10.98,6,7.32,7,8.54,6,7.32,1,1.22,2,2.44,1,1.22,4,4.88,42046
42,47,65,19,29.23,16,24.62,5,7.69,7,10.77,4,6.15,4,6.15,0,0.0,0,0.0,0,0.0,4,6.15,42047
42,48,109,31,28.44,30,27.52,16,14.68,19,17.43,4,3.67,4,3.67,2,1.83,0,0.0,0,0.0,0,0.0,42048
42,49,78,14,17.95,13,16.67,3,3.85,3,3.85,2,2.56,2,2.56,0,0.0,0,0.0,0,0.0,18,23.08,42049
42,50,101,39,38.61,33,32.67,12,11.88,13,12.87,0,0.0,0,0.0,0,0.0,0,0.0,2,1.98,0,0.0,42050
42,51,149,45,30.2,42,28.19,21,14.09,21,14.09,2,1.34,2,1.34,3,2.01,1,0.67,2,1.34,2,1.34,42051
42,52,60,20,33.33,18,30.0,7,11.67,5,8.33,2,3.33,2,3.33,0,0.0,0,0.0,0,0.0,1,1.67,42052
42,53,109,30,27.52,31,28.44,13,11.93,13,11.93,1,0.92,1,0.92,0,0.0,4,3.67,3,2.75,4,3.67,42053
42,54,98,36,36.73,33,33.67,8,8.16,8,8.16,4,4.08,5,5.1,0,0.0,0,0.0,0,0.0,1,1.02,42054
42,55,141,41,29.08,34,24.11,20,14.18,23,16.31,2,1.42,2,1.42,1,0.71,2,1.42,2,1.42,6,4.26,42055
42,56,151,45,29.8,40,26.49,28,18.54,23,15.23,2,1.32,2,1.32,0,0.0,0,0.0,3,1.99,2,1.32,42056
42,57,60,17,28.33,14,23.33,8,13.33,9,15.0,2,3.33,2,3.33,1,1.67,0,0.0,1,1.67,4,6.67,42057
42,58,114,20,17.54,20,17.54,20,17.54,20,17.54,6,5.26,6,5.26,2,1.75,1,0.88,3,2.63,6,5.26,42058
42,59,127,47,37.01,39,30.71,10,7.87,9,7.09,5,3.94,4,3.15,2,1.57,1,0.79,2,1.57,2,1.57,42059
42,60,45,11,24.44,11,24.44,5,11.11,4,8.89,1,2.22,1,2.22,1,2.22,0,0.0,2,4.44,2,4.44,42060
42,61,82,27,32.93,23,28.05,13,15.85,16,19.51,0,0.0,0,0.0,0,0.0,0,0.0,1,1.22,1,1.22,42061
42,62,70,23,32.86,23,32.86,8,11.43,8,11.43,1,1.43,1,1.43,0,0.0,3,4.29,0,0.0,0,0.0,42062
42,63,96,32,33.33,27,28.13,12,12.5,11,11.46,3,3.13,3,3.13,0,0.0,0,0.0,2,2.08,0,0.0,42063
42,64,24,9,37.5,4,16.67,2,8.33,5,20.83,1,4.17,1,4.17,1,4.17,1,4.17,0,0.0,0,0.0,42064
42,65,97,22,22.68,20,20.62,15,15.46,18,18.56,4,4.12,6,6.19,2,2.06,1,1.03,2,2.06,1,1.03,42065
42,66,103,30,29.13,27,26.21,12,11.65,14,13.59,8,7.77,7,6.8,0,0.0,0,0.0,0,0.0,1,0.97,42066
42,67,158,39,24.68,36,22.78,30,18.99,22,13.92,2,1.27,3,1.9,3,1.9,1,0.63,4,2.53,4,2.53,42067
42,68,127,41,32.28,39,30.71,12,9.45,11,8.66,6,4.72,6,4.72,1,0.79,0,0.0,2,1.57,3,2.36,42068
42,69,60,9,15.0,10,16.67,12,20.0,12,20.0,4,6.67,3,5.0,0,0.0,0,0.0,0,0.0,5,8.33,42069
43,1,87,33,37.93,29,33.33,6,6.9,5,5.75,1,1.15,1,1.15,0,0.0,0,0.0,0,0.0,5,5.75,43001
43,3,106,39,36.79,36,33.96,14,13.21,8,7.55,2,1.89,2,1.89,0,0.0,1,0.94,1,0.94,0,0.0,43003
43,4,119,39,32.77,35,29.41,13,10.92,15,12.61,5,4.2,4,3.36,1,0.84,0,0.0,1,0.84,2,1.68,43004
43,5,70,18,25.71,13,18.57,17,24.29,15,21.43,3,4.29,2,2.86,0,0.0,0,0.0,0,0.0,0,0.0,43005
43,9,104,31,29.81,24,23.08,16,15.38,12,11.54,5,4.81,5,4.81,0,0.0,0,0.0,0,0.0,4,3.85,43009
43,10,103,35,33.98,31,30.1,16,15.53,13,12.62,3,2.91,3,2.91,0,0.0,0,0.0,0,0.0,0,0.0,43010
43,11,73,23,31.51,17,23.29,13,17.81,11,15.07,2,2.74,2,2.74,0,0.0,0,0.0,0,0.0,1,1.37,43011
43,13,54,19,35.19,15,27.78,6,11.11,6,11.11,2,3.7,2,3.7,0,0.0,1,1.85,0,0.0,2,3.7,43013
43,15,67,21,31.34,18,26.87,12,17.91,9,13.43,2,2.99,2,2.99,0,0.0,0,0.0,0,0.0,2,2.99,43015
43,16,82,26,31.71,25,30.49,9,10.98,8,9.76,6,7.32,4,4.88,0,0.0,0,0.0,2,2.44,0,0.0,43016
43,18,133,31,23.31,28,21.05,30,22.56,28,21.05,3,2.26,3,2.26,1,0.75,1,0.75,3,2.26,0,0.0,43018
43,19,89,30,33.71,23,25.84,16,17.98,10,11.24,1,1.12,1,1.12,0,0.0,0,0.0,2,2.25,2,2.25,43019
43,23,49,16,32.65,13,26.53,4,8.16,3,6.12,3,6.12,4,8.16,0,0.0,0,0.0,1,2.04,1,2.04,43023
43,24,118,38,32.2,27,22.88,18,15.25,17,14.41,3,2.54,3,2.54,0,0.0,0,0.0,5,4.24,0,0.0,43024
43,25,43,17,39.53,15,34.88,4,9.3,2,4.65,1,2.33,1,2.33,0,0.0,0,0.0,0,0.0,2,4.65,43025
43,26,88,20,22.73,17,19.32,21,23.86,19,21.59,3,3.41,3,3.41,0,0.0,0,0.0,2,2.27,0,0.0,43026
43,28,152,39,25.66,38,25.0,33,21.71,24,15.79,3,1.97,2,1.32,0,0.0,0,0.0,2,1.32,3,1.97,43028
43,30,71,29,40.85,24,33.8,6,8.45,4,5.63,2,2.82,2,2.82,1,1.41,1,1.41,0,0.0,1,1.41,43030
43,35,115,29,25.22,27,23.48,20,17.39,17,14.78,4,3.48,6,5.22,0,0.0,0,0.0,2,1.74,2,1.74,43035
43,36,97,34,35.05,26,26.8,16,16.49,13,13.4,2,2.06,3,3.09,0,0.0,0,0.0,0,0.0,1,1.03,43036
43,37,75,21,28.0,18,24.0,15,20.0,12,16.0,2,2.67,2,2.67,0,0.0,0,0.0,0,0.0,2,2.67,43037
43,39,114,28,24.56,25,21.93,27,23.68,26,22.81,1,0.88,0,0.0,0,0.0,0,0.0,1,0.88,2,1.75,43039
43,40,50,13,26.0,11,22.0,8,16.0,8,16.0,3,6.0,2,4.0,1,2.0,1,2.0,1,2.0,1,2.0,43040
43,41,52,19,36.54,16,30.77,5,9.62,8,15.38,2,3.85,2,3.85,0,0.0,0,0.0,0,0.0,0,0.0,43041
43,42,91,31,34.07,32,35.16,7,7.69,6,6.59,1,1.1,1,1.1,2,2.2,1,1.1,2,2.2,1,1.1,43042
43,46,139,42,30.22,39,28.06,26,18.71,22,15.83,3,2.16,2,1.44,2,1.44,0,0.0,0,0.0,0,0.0,43046
43,47,96,38,39.58,35,36.46,9,9.38,8,8.33,0,0.0,2,2.08,0,0.0,0,0.0,2,2.08,0,0.0,43047
43,49,86,18,20.93,18,20.93,13,15.12,14,16.28,4,4.65,3,3.49,1,1.16,0,0.0,3,3.49,4,4.65,43049
43,51,64,17,26.56,17,26.56,8,12.5,6,9.38,2,3.13,2,3.13,1,1.56,0,0.0,0,0.0,6,9.38,43051
43,52,94,28,29.79,27,28.72,12,12.77,12,12.77,1,1.06,2,2.13,0,0.0,0,0.0,3,3.19,2,2.13,43052
43,54,70,14,20.0,12,17.14,9,12.86,8,11.43,8,11.43,6,8.57,1,1.43,0,0.0,0,0.0,4,5.71,43054
43,55,45,14,31.11,13,28.89,5,11.11,5,11.11,1,2.22,1,2.22,1,2.22,1,2.22,0,0.0,2,4.44,43055
