ward,precinct,total,Lauren Baker (Christie),Lauren Baker (Christie) Percent,Christopher M. Adams (Christie),Christopher M. Adams (Christie) Percent,Robert O'Malley (Christie),Robert O'Malley (Christie) Percent,Chris Cleveland (Cruz),Chris Cleveland (Cruz) Percent,Sean O'Leary (Cruz),Sean O'Leary (Cruz) Percent,James Strzalka (Cruz),James Strzalka (Cruz) Percent,John M. Dorgan (Bush),John M. Dorgan (Bush) Percent,Chris Nybo (Bush),Chris Nybo (Bush) Percent,R. Stratford Shields (Bush),R. Stratford Shields (Bush) Percent,Kathleen Goro (Trump),Kathleen Goro (Trump) Percent,Lori Gayne (Trump),Lori Gayne (Trump) Percent,Mark Fratella (Trump),Mark Fratella (Trump) Percent,Allen Carter (Fiorina),Allen Carter (Fiorina) Percent,Mary Carter (Fiorina),Mary Carter (Fiorina) Percent,Michael Golde (Fiorina),Michael Golde (Fiorina) Percent,Daniel J. Cronin (Kasich),Daniel J. Cronin (Kasich) Percent,Dale E. Kleber (Kasich),Dale E. Kleber (Kasich) Percent,Kayleen M. Carlson (Kasich),Kayleen M. Carlson (Kasich) Percent,Christopher Grozev (Rubio),Christopher Grozev (Rubio) Percent,A. Christine Svenson (Rubio),A. Christine Svenson (Rubio) Percent,Mark Cavers (Rubio),Mark Cavers (Rubio) Percent,Scott Davis (Paul),Scott Davis (Paul) Percent,James Babiarz (Paul),James Babiarz (Paul) Percent,Ruben Chaljub (Paul),Ruben Chaljub (Paul) Percent,Christian C. Schultz (Carson),Christian C. Schultz (Carson) Percent,Walter L. Crowley (Carson),Walter L. Crowley (Carson) Percent,Robert J. Mowry (Carson),Robert J. Mowry (Carson) Percent,precinct_id
38,28,330,2,0.61,2,0.61,3,0.91,25,7.58,26,7.88,31,9.39,4,1.21,1,0.3,1,0.3,57,17.27,54,16.36,55,16.67,0,0.0,0,0.0,0,0.0,12,3.64,10,3.03,9,2.73,8,2.42,7,2.12,9,2.73,2,0.61,6,1.82,2,0.61,2,0.61,1,0.3,1,0.3,38028
38,29,131,0,0.0,0,0.0,3,2.29,5,3.82,9,6.87,7,5.34,1,0.76,0,0.0,0,0.0,28,21.37,24,18.32,23,17.56,1,0.76,2,1.53,0,0.0,6,4.58,3,2.29,3,2.29,4,3.05,3,2.29,5,3.82,2,1.53,2,1.53,0,0.0,0,0.0,0,0.0,0,0.0,38029
38,30,221,1,0.45,2,0.9,8,3.62,19,8.6,18,8.14,17,7.69,1,0.45,0,0.0,0,0.0,39,17.65,37,16.74,46,20.81,0,0.0,0,0.0,3,1.36,4,1.81,2,0.9,2,0.9,8,3.62,3,1.36,8,3.62,0,0.0,0,0.0,0,0.0,1,0.45,1,0.45,1,0.45,38030
38,31,164,1,0.61,1,0.61,3,1.83,14,8.54,12,7.32,13,7.93,2,1.22,0,0.0,0,0.0,21,12.8,21,12.8,23,14.02,1,0.61,0,0.0,0,0.0,11,6.71,9,5.49,9,5.49,9,5.49,5,3.05,5,3.05,2,1.22,0,0.0,0,0.0,0,0.0,1,0.61,1,0.61,38031
38,32,209,1,0.48,2,0.96,4,1.91,15,7.18,12,5.74,13,6.22,1,0.48,2,0.96,1,0.48,39,18.66,35,16.75,41,19.62,1,0.48,1,0.48,0,0.0,6,2.87,6,2.87,8,3.83,6,2.87,4,1.91,6,2.87,2,0.96,0,0.0,0,0.0,0,0.0,3,1.44,0,0.0,38032
38,33,155,1,0.65,0,0.0,4,2.58,4,2.58,6,3.87,8,5.16,0,0.0,2,1.29,0,0.0,25,16.13,27,17.42,27,17.42,1,0.65,1,0.65,1,0.65,6,3.87,4,2.58,4,2.58,10,6.45,4,2.58,9,5.81,2,1.29,3,1.94,2,1.29,2,1.29,1,0.65,1,0.65,38033
38,34,164,1,0.61,2,1.22,1,0.61,12,7.32,15,9.15,12,7.32,2,1.22,0,0.0,0,0.0,21,12.8,24,14.63,28,17.07,1,0.61,0,0.0,0,0.0,10,6.1,7,4.27,7,4.27,3,1.83,1,0.61,3,1.83,1,0.61,5,3.05,0,0.0,1,0.61,4,2.44,3,1.83,38034
38,35,46,0,0.0,0,0.0,0,0.0,5,10.87,5,10.87,5,10.87,1,2.17,1,2.17,1,2.17,3,6.52,3,6.52,4,8.7,0,0.0,0,0.0,0,0.0,4,8.7,4,8.7,4,8.7,1,2.17,2,4.35,2,4.35,1,2.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38035
38,36,175,1,0.57,1,0.57,4,2.29,13,7.43,14,8.0,12,6.86,0,0.0,0,0.0,1,0.57,19,10.86,20,11.43,19,10.86,0,0.0,0,0.0,0,0.0,11,6.29,10,5.71,10,5.71,10,5.71,12,6.86,9,5.14,3,1.71,3,1.71,3,1.71,0,0.0,0,0.0,0,0.0,38036
38,37,174,1,0.57,1,0.57,0,0.0,10,5.75,10,5.75,13,7.47,1,0.57,1,0.57,2,1.15,29,16.67,31,17.82,32,18.39,1,0.57,0,0.0,1,0.57,4,2.3,3,1.72,4,2.3,9,5.17,6,3.45,10,5.75,0,0.0,1,0.57,1,0.57,1,0.57,1,0.57,1,0.57,38037
38,38,211,5,2.37,0,0.0,5,2.37,16,7.58,19,9.0,15,7.11,1,0.47,2,0.95,2,0.95,29,13.74,23,10.9,29,13.74,1,0.47,1,0.47,1,0.47,12,5.69,10,4.74,11,5.21,7,3.32,3,1.42,8,3.79,2,0.95,6,2.84,2,0.95,1,0.47,0,0.0,0,0.0,38038
38,39,210,4,1.9,2,0.95,3,1.43,21,10.0,25,11.9,23,10.95,0,0.0,0,0.0,0,0.0,22,10.48,25,11.9,25,11.9,1,0.48,1,0.48,0,0.0,9,4.29,8,3.81,8,3.81,8,3.81,7,3.33,10,4.76,2,0.95,3,1.43,3,1.43,0,0.0,0,0.0,0,0.0,38039
38,40,228,3,1.32,0,0.0,2,0.88,27,11.84,24,10.53,26,11.4,1,0.44,2,0.88,0,0.0,32,14.04,27,11.84,32,14.04,0,0.0,1,0.44,0,0.0,13,5.7,10,4.39,11,4.82,7,3.07,0,0.0,3,1.32,1,0.44,3,1.32,1,0.44,0,0.0,1,0.44,1,0.44,38040
39,1,262,0,0.0,0,0.0,2,0.76,18,6.87,22,8.4,17,6.49,1,0.38,0,0.0,1,0.38,29,11.07,29,11.07,29,11.07,0,0.0,0,0.0,0,0.0,27,10.31,25,9.54,26,9.92,13,4.96,10,3.82,12,4.58,0,0.0,0,0.0,0,0.0,0,0.0,1,0.38,0,0.0,39001
39,2,123,0,0.0,1,0.81,3,2.44,12,9.76,10,8.13,9,7.32,2,1.63,1,0.81,2,1.63,16,13.01,14,11.38,13,10.57,0,0.0,1,0.81,0,0.0,7,5.69,7,5.69,4,3.25,5,4.07,4,3.25,4,3.25,1,0.81,0,0.0,1,0.81,3,2.44,1,0.81,2,1.63,39002
39,3,214,0,0.0,0,0.0,5,2.34,20,9.35,23,10.75,21,9.81,1,0.47,1,0.47,1,0.47,21,9.81,24,11.21,22,10.28,0,0.0,0,0.0,1,0.47,18,8.41,16,7.48,16,7.48,6,2.8,4,1.87,7,3.27,1,0.47,3,1.4,1,0.47,0,0.0,0,0.0,2,0.93,39003
39,4,225,0,0.0,1,0.44,2,0.89,12,5.33,12,5.33,13,5.78,1,0.44,1,0.44,0,0.0,38,16.89,37,16.44,34,15.11,0,0.0,0,0.0,0,0.0,17,7.56,13,5.78,13,5.78,8,3.56,7,3.11,9,4.0,0,0.0,1,0.44,0,0.0,1,0.44,2,0.89,3,1.33,39004
39,5,192,0,0.0,0,0.0,5,2.6,22,11.46,24,12.5,22,11.46,2,1.04,3,1.56,2,1.04,17,8.85,14,7.29,17,8.85,1,0.52,2,1.04,2,1.04,11,5.73,11,5.73,8,4.17,8,4.17,8,4.17,8,4.17,1,0.52,0,0.0,1,0.52,1,0.52,0,0.0,2,1.04,39005
39,6,132,0,0.0,0,0.0,2,1.52,11,8.33,10,7.58,6,4.55,3,2.27,2,1.52,1,0.76,22,16.67,25,18.94,22,16.67,1,0.76,1,0.76,0,0.0,7,5.3,6,4.55,5,3.79,3,2.27,0,0.0,3,2.27,0,0.0,0,0.0,0,0.0,0,0.0,1,0.76,1,0.76,39006
39,7,106,2,1.89,1,0.94,3,2.83,12,11.32,12,11.32,12,11.32,2,1.89,1,0.94,2,1.89,11,10.38,12,11.32,12,11.32,1,0.94,0,0.0,0,0.0,4,3.77,4,3.77,4,3.77,2,1.89,3,2.83,3,2.83,1,0.94,1,0.94,1,0.94,0,0.0,0,0.0,0,0.0,39007
39,8,78,1,1.28,1,1.28,3,3.85,9,11.54,12,15.38,10,12.82,1,1.28,1,1.28,0,0.0,6,7.69,8,10.26,7,8.97,1,1.28,1,1.28,0,0.0,2,2.56,3,3.85,2,2.56,2,2.56,1,1.28,2,2.56,1,1.28,0,0.0,0,0.0,1,1.28,1,1.28,2,2.56,39008
39,9,141,2,1.42,1,0.71,4,2.84,8,5.67,10,7.09,8,5.67,6,4.26,2,1.42,2,1.42,20,14.18,15,10.64,17,12.06,1,0.71,1,0.71,0,0.0,4,2.84,6,4.26,5,3.55,9,6.38,8,5.67,8,5.67,1,0.71,1,0.71,1,0.71,0,0.0,1,0.71,0,0.0,39009
39,10,53,0,0.0,0,0.0,1,1.89,4,7.55,4,7.55,4,7.55,1,1.89,0,0.0,0,0.0,8,15.09,7,13.21,9,16.98,1,1.89,0,0.0,0,0.0,2,3.77,2,3.77,2,3.77,2,3.77,2,3.77,2,3.77,2,3.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39010
39,11,122,1,0.82,0,0.0,2,1.64,5,4.1,5,4.1,5,4.1,1,0.82,0,0.0,1,0.82,23,18.85,25,20.49,23,18.85,1,0.82,0,0.0,0,0.0,6,4.92,5,4.1,4,3.28,4,3.28,2,1.64,3,2.46,1,0.82,1,0.82,1,0.82,1,0.82,1,0.82,1,0.82,39011
39,12,74,0,0.0,0,0.0,0,0.0,7,9.46,6,8.11,7,9.46,1,1.35,1,1.35,0,0.0,8,10.81,6,8.11,5,6.76,1,1.35,1,1.35,0,0.0,7,9.46,5,6.76,5,6.76,5,6.76,3,4.05,5,6.76,0,0.0,0,0.0,0,0.0,0,0.0,1,1.35,0,0.0,39012
39,13,132,2,1.52,3,2.27,5,3.79,14,10.61,15,11.36,12,9.09,0,0.0,0,0.0,2,1.52,14,10.61,15,11.36,16,12.12,1,0.76,0,0.0,1,0.76,7,5.3,6,4.55,6,4.55,5,3.79,3,2.27,4,3.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.76,39013
39,14,160,0,0.0,0,0.0,5,3.13,9,5.63,9,5.63,7,4.38,0,0.0,0,0.0,0,0.0,25,15.63,26,16.25,30,18.75,2,1.25,1,0.63,0,0.0,10,6.25,8,5.0,9,5.63,5,3.13,4,2.5,5,3.13,0,0.0,2,1.25,1,0.63,0,0.0,0,0.0,2,1.25,39014
39,15,309,2,0.65,3,0.97,10,3.24,20,6.47,21,6.8,20,6.47,1,0.32,3,0.97,1,0.32,43,13.92,41,13.27,46,14.89,2,0.65,1,0.32,0,0.0,22,7.12,22,7.12,21,6.8,11,3.56,6,1.94,10,3.24,0,0.0,1,0.32,0,0.0,1,0.32,0,0.0,1,0.32,39015
39,16,155,1,0.65,0,0.0,2,1.29,13,8.39,18,11.61,14,9.03,2,1.29,2,1.29,2,1.29,16,10.32,18,11.61,16,10.32,3,1.94,2,1.29,0,0.0,6,3.87,5,3.23,3,1.94,8,5.16,6,3.87,12,7.74,0,0.0,1,0.65,0,0.0,3,1.94,1,0.65,1,0.65,39016
39,17,231,2,0.87,1,0.43,3,1.3,24,10.39,25,10.82,24,10.39,3,1.3,2,0.87,3,1.3,28,12.12,26,11.26,28,12.12,0,0.0,0,0.0,0,0.0,11,4.76,11,4.76,8,3.46,11,4.76,8,3.46,10,4.33,0,0.0,0,0.0,0,0.0,1,0.43,1,0.43,1,0.43,39017
39,18,143,2,1.4,2,1.4,2,1.4,14,9.79,17,11.89,14,9.79,0,0.0,0,0.0,0,0.0,16,11.19,17,11.89,15,10.49,0,0.0,1,0.7,0,0.0,7,4.9,7,4.9,6,4.2,7,4.9,6,4.2,7,4.9,0,0.0,1,0.7,0,0.0,0,0.0,1,0.7,1,0.7,39018
39,19,203,1,0.49,2,0.99,5,2.46,20,9.85,21,10.34,19,9.36,1,0.49,1,0.49,1,0.49,20,9.85,24,11.82,24,11.82,1,0.49,0,0.0,1,0.49,15,7.39,16,7.88,15,7.39,1,0.49,1,0.49,2,0.99,4,1.97,2,0.99,2,0.99,2,0.99,1,0.49,1,0.49,39019
39,20,329,0,0.0,0,0.0,2,0.61,27,8.21,35,10.64,31,9.42,3,0.91,2,0.61,2,0.61,49,14.89,50,15.2,54,16.41,1,0.3,2,0.61,1,0.3,16,4.86,14,4.26,12,3.65,7,2.13,5,1.52,5,1.52,1,0.3,4,1.22,2,0.61,1,0.3,2,0.61,1,0.3,39020
39,21,305,1,0.33,0,0.0,4,1.31,22,7.21,20,6.56,26,8.52,1,0.33,0,0.0,0,0.0,54,17.7,54,17.7,53,17.38,1,0.33,1,0.33,0,0.0,16,5.25,15,4.92,16,5.25,7,2.3,4,1.31,7,2.3,0,0.0,1,0.33,0,0.0,0,0.0,1,0.33,1,0.33,39021
39,22,122,0,0.0,0,0.0,3,2.46,15,12.3,15,12.3,13,10.66,0,0.0,0,0.0,1,0.82,14,11.48,13,10.66,13,10.66,0,0.0,0,0.0,0,0.0,9,7.38,8,6.56,9,7.38,3,2.46,2,1.64,2,1.64,0,0.0,0,0.0,0,0.0,1,0.82,1,0.82,0,0.0,39022
39,23,270,1,0.37,1,0.37,1,0.37,18,6.67,23,8.52,16,5.93,0,0.0,0,0.0,0,0.0,44,16.3,39,14.44,42,15.56,0,0.0,0,0.0,0,0.0,20,7.41,20,7.41,19,7.04,9,3.33,5,1.85,5,1.85,1,0.37,2,0.74,0,0.0,1,0.37,1,0.37,2,0.74,39023
39,24,365,0,0.0,0,0.0,4,1.1,26,7.12,27,7.4,28,7.67,3,0.82,3,0.82,2,0.55,65,17.81,64,17.53,65,17.81,0,0.0,0,0.0,0,0.0,18,4.93,18,4.93,17,4.66,8,2.19,5,1.37,8,2.19,1,0.27,2,0.55,1,0.27,0,0.0,0,0.0,0,0.0,39024
39,25,139,0,0.0,0,0.0,1,0.72,11,7.91,12,8.63,16,11.51,0,0.0,0,0.0,1,0.72,14,10.07,13,9.35,15,10.79,0,0.0,2,1.44,1,0.72,15,10.79,15,10.79,15,10.79,2,1.44,0,0.0,2,1.44,1,0.72,2,1.44,0,0.0,1,0.72,0,0.0,0,0.0,39025
39,26,173,0,0.0,1,0.58,5,2.89,8,4.62,11,6.36,8,4.62,0,0.0,0,0.0,1,0.58,32,18.5,27,15.61,28,16.18,2,1.16,0,0.0,0,0.0,9,5.2,7,4.05,9,5.2,6,3.47,7,4.05,7,4.05,0,0.0,0,0.0,0,0.0,1,0.58,2,1.16,2,1.16,39026
39,27,60,0,0.0,0,0.0,1,1.67,3,5.0,3,5.0,3,5.0,0,0.0,0,0.0,0,0.0,13,21.67,12,20.0,13,21.67,0,0.0,0,0.0,0,0.0,4,6.67,4,6.67,4,6.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39027
39,28,114,0,0.0,0,0.0,0,0.0,8,7.02,8,7.02,8,7.02,0,0.0,0,0.0,0,0.0,11,9.65,9,7.89,11,9.65,1,0.88,0,0.0,0,0.0,11,9.65,10,8.77,9,7.89,10,8.77,7,6.14,8,7.02,1,0.88,0,0.0,0,0.0,0,0.0,1,0.88,1,0.88,39028
39,29,31,0,0.0,0,0.0,2,6.45,3,9.68,4,12.9,4,12.9,0,0.0,0,0.0,0,0.0,4,12.9,2,6.45,3,9.68,0,0.0,0,0.0,0,0.0,2,6.45,1,3.23,1,3.23,1,3.23,2,6.45,2,6.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39029
39,30,145,1,0.69,0,0.0,0,0.0,13,8.97,15,10.34,14,9.66,1,0.69,0,0.0,0,0.0,15,10.34,14,9.66,14,9.66,0,0.0,1,0.69,0,0.0,7,4.83,10,6.9,7,4.83,8,5.52,7,4.83,8,5.52,0,0.0,0,0.0,0,0.0,2,1.38,4,2.76,4,2.76,39030
39,32,172,0,0.0,2,1.16,2,1.16,11,6.4,11,6.4,10,5.81,0,0.0,0,0.0,1,0.58,32,18.6,27,15.7,32,18.6,0,0.0,0,0.0,0,0.0,13,7.56,14,8.14,12,6.98,2,1.16,0,0.0,2,1.16,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.58,39032
39,33,150,3,2.0,0,0.0,2,1.33,15,10.0,15,10.0,13,8.67,0,0.0,0,0.0,0,0.0,18,12.0,15,10.0,17,11.33,0,0.0,1,0.67,0,0.0,9,6.0,8,5.33,9,6.0,7,4.67,6,4.0,6,4.0,0,0.0,0,0.0,1,0.67,2,1.33,1,0.67,2,1.33,39033
39,34,207,0,0.0,0,0.0,4,1.93,20,9.66,23,11.11,22,10.63,1,0.48,0,0.0,1,0.48,29,14.01,29,14.01,27,13.04,1,0.48,3,1.45,1,0.48,5,2.42,3,1.45,7,3.38,10,4.83,8,3.86,10,4.83,1,0.48,1,0.48,1,0.48,0,0.0,0,0.0,0,0.0,39034
39,35,165,0,0.0,1,0.61,0,0.0,10,6.06,10,6.06,9,5.45,1,0.61,1,0.61,1,0.61,24,14.55,24,14.55,23,13.94,0,0.0,0,0.0,0,0.0,13,7.88,13,7.88,10,6.06,6,3.64,6,3.64,7,4.24,0,0.0,0,0.0,0,0.0,2,1.21,2,1.21,2,1.21,39035
39,36,27,2,7.41,1,3.7,1,3.7,5,18.52,5,18.52,5,18.52,0,0.0,0,0.0,0,0.0,1,3.7,1,3.7,2,7.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.7,0,0.0,1,3.7,1,3.7,1,3.7,0,0.0,0,0.0,0,0.0,0,0.0,39036
39,37,226,1,0.44,1,0.44,3,1.33,26,11.5,24,10.62,22,9.73,2,0.88,2,0.88,1,0.44,19,8.41,18,7.96,20,8.85,0,0.0,1,0.44,0,0.0,19,8.41,19,8.41,21,9.29,10,4.42,9,3.98,8,3.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39037
39,38,141,1,0.71,0,0.0,4,2.84,9,6.38,8,5.67,11,7.8,1,0.71,0,0.0,0,0.0,19,13.48,20,14.18,19,13.48,2,1.42,0,0.0,0,0.0,14,9.93,11,7.8,13,9.22,4,2.84,2,1.42,3,2.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39038
39,39,104,1,0.96,2,1.92,3,2.88,6,5.77,8,7.69,7,6.73,1,0.96,0,0.0,0,0.0,17,16.35,16,15.38,15,14.42,0,0.0,0,0.0,0,0.0,3,2.88,2,1.92,3,2.88,7,6.73,6,5.77,6,5.77,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.96,39039
39,40,171,1,0.58,1,0.58,7,4.09,16,9.36,18,10.53,15,8.77,2,1.17,1,0.58,1,0.58,26,15.2,25,14.62,28,16.37,0,0.0,1,0.58,1,0.58,5,2.92,5,2.92,6,3.51,5,2.92,3,1.75,4,2.34,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39040
39,41,309,3,0.97,0,0.0,7,2.27,34,11.0,36,11.65,34,11.0,5,1.62,2,0.65,1,0.32,30,9.71,29,9.39,35,11.33,1,0.32,2,0.65,0,0.0,20,6.47,19,6.15,16,5.18,10,3.24,9,2.91,12,3.88,1,0.32,0,0.0,0,0.0,0,0.0,2,0.65,1,0.32,39041
39,42,253,0,0.0,0,0.0,5,1.98,9,3.56,11,4.35,9,3.56,0,0.0,1,0.4,0,0.0,37,14.62,39,15.42,39,15.42,1,0.4,1,0.4,1,0.4,22,8.7,20,7.91,22,8.7,10,3.95,10,3.95,10,3.95,2,0.79,1,0.4,1,0.4,1,0.4,1,0.4,0,0.0,39042
39,43,287,0,0.0,0,0.0,3,1.05,15,5.23,19,6.62,14,4.88,1,0.35,1,0.35,1,0.35,43,14.98,49,17.07,49,17.07,0,0.0,3,1.05,1,0.35,16,5.57,15,5.23,18,6.27,11,3.83,7,2.44,11,3.83,0,0.0,1,0.35,0,0.0,3,1.05,3,1.05,3,1.05,39043
39,44,227,3,1.32,2,0.88,4,1.76,24,10.57,27,11.89,23,10.13,1,0.44,1,0.44,1,0.44,30,13.22,28,12.33,31,13.66,0,0.0,2,0.88,0,0.0,9,3.96,8,3.52,9,3.96,6,2.64,4,1.76,6,2.64,0,0.0,0,0.0,0,0.0,2,0.88,4,1.76,2,0.88,39044
39,45,213,1,0.47,1,0.47,5,2.35,17,7.98,17,7.98,14,6.57,1,0.47,0,0.0,0,0.0,31,14.55,31,14.55,31,14.55,0,0.0,1,0.47,0,0.0,15,7.04,12,5.63,13,6.1,7,3.29,7,3.29,6,2.82,1,0.47,1,0.47,1,0.47,0,0.0,0,0.0,0,0.0,39045
40,1,110,1,0.91,0,0.0,3,2.73,8,7.27,8,7.27,7,6.36,0,0.0,0,0.0,1,0.91,16,14.55,15,13.64,19,17.27,0,0.0,2,1.82,1,0.91,5,4.55,5,4.55,4,3.64,4,3.64,4,3.64,5,4.55,0,0.0,0,0.0,0,0.0,0,0.0,2,1.82,0,0.0,40001
40,2,108,1,0.93,1,0.93,0,0.0,6,5.56,6,5.56,6,5.56,0,0.0,0,0.0,0,0.0,17,15.74,17,15.74,17,15.74,0,0.0,0,0.0,0,0.0,6,5.56,5,4.63,7,6.48,7,6.48,5,4.63,7,6.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40002
40,3,128,1,0.78,2,1.56,2,1.56,9,7.03,7,5.47,5,3.91,2,1.56,0,0.0,1,0.78,10,7.81,9,7.03,10,7.81,0,0.0,1,0.78,0,0.0,17,13.28,19,14.84,18,14.06,3,2.34,1,0.78,3,2.34,2,1.56,2,1.56,1,0.78,0,0.0,1,0.78,2,1.56,40003
40,5,147,1,0.68,0,0.0,2,1.36,9,6.12,9,6.12,8,5.44,1,0.68,3,2.04,3,2.04,13,8.84,7,4.76,11,7.48,1,0.68,0,0.0,1,0.68,20,13.61,18,12.24,15,10.2,7,4.76,6,4.08,7,4.76,1,0.68,0,0.0,0,0.0,2,1.36,1,0.68,1,0.68,40005
40,6,125,0,0.0,0,0.0,0,0.0,6,4.8,7,5.6,7,5.6,1,0.8,2,1.6,1,0.8,10,8.0,11,8.8,10,8.0,0,0.0,1,0.8,0,0.0,14,11.2,13,10.4,17,13.6,5,4.0,4,3.2,5,4.0,3,2.4,2,1.6,2,1.6,2,1.6,1,0.8,1,0.8,40006
40,7,139,4,2.88,0,0.0,0,0.0,15,10.79,16,11.51,12,8.63,0,0.0,0,0.0,0,0.0,6,4.32,8,5.76,6,4.32,2,1.44,2,1.44,0,0.0,14,10.07,18,12.95,17,12.23,5,3.6,5,3.6,5,3.6,2,1.44,0,0.0,0,0.0,0,0.0,1,0.72,1,0.72,40007
40,8,134,1,0.75,0,0.0,1,0.75,13,9.7,14,10.45,13,9.7,0,0.0,0,0.0,0,0.0,5,3.73,7,5.22,6,4.48,0,0.0,0,0.0,0,0.0,23,17.16,21,15.67,20,14.93,1,0.75,1,0.75,2,1.49,3,2.24,1,0.75,1,0.75,0,0.0,0,0.0,1,0.75,40008
40,10,48,2,4.17,0,0.0,0,0.0,7,14.58,6,12.5,7,14.58,3,6.25,0,0.0,0,0.0,7,14.58,4,8.33,4,8.33,1,2.08,0,0.0,0,0.0,1,2.08,0,0.0,0,0.0,0,0.0,2,4.17,1,2.08,1,2.08,0,0.0,0,0.0,0,0.0,1,2.08,1,2.08,40010
40,11,104,0,0.0,0,0.0,2,1.92,7,6.73,11,10.58,7,6.73,0,0.0,0,0.0,1,0.96,8,7.69,10,9.62,9,8.65,0,0.0,0,0.0,0,0.0,9,8.65,9,8.65,10,9.62,6,5.77,4,3.85,5,4.81,1,0.96,1,0.96,1,0.96,1,0.96,1,0.96,1,0.96,40011
40,12,123,2,1.63,0,0.0,1,0.81,4,3.25,5,4.07,4,3.25,0,0.0,0,0.0,1,0.81,8,6.5,8,6.5,8,6.5,0,0.0,1,0.81,1,0.81,17,13.82,16,13.01,17,13.82,9,7.32,8,6.5,9,7.32,2,1.63,1,0.81,1,0.81,0,0.0,0,0.0,0,0.0,40012
40,13,145,1,0.69,0,0.0,0,0.0,10,6.9,8,5.52,9,6.21,1,0.69,0,0.0,0,0.0,8,5.52,8,5.52,9,6.21,0,0.0,0,0.0,1,0.69,28,19.31,24,16.55,24,16.55,5,3.45,5,3.45,4,2.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40013
40,14,140,1,0.71,0,0.0,4,2.86,10,7.14,12,8.57,8,5.71,0,0.0,0,0.0,1,0.71,17,12.14,18,12.86,20,14.29,1,0.71,0,0.0,1,0.71,10,7.14,7,5.0,8,5.71,6,4.29,6,4.29,5,3.57,1,0.71,2,1.43,1,0.71,0,0.0,1,0.71,0,0.0,40014
40,15,131,0,0.0,1,0.76,0,0.0,14,10.69,14,10.69,14,10.69,3,2.29,3,2.29,1,0.76,10,7.63,12,9.16,12,9.16,0,0.0,1,0.76,0,0.0,9,6.87,9,6.87,8,6.11,3,2.29,5,3.82,7,5.34,1,0.76,1,0.76,1,0.76,0,0.0,1,0.76,1,0.76,40015
40,16,128,0,0.0,0,0.0,1,0.78,15,11.72,15,11.72,13,10.16,1,0.78,0,0.0,0,0.0,10,7.81,10,7.81,9,7.03,0,0.0,0,0.0,0,0.0,16,12.5,12,9.38,13,10.16,3,2.34,3,2.34,4,3.13,1,0.78,1,0.78,1,0.78,0,0.0,0,0.0,0,0.0,40016
40,17,109,1,0.92,0,0.0,1,0.92,11,10.09,10,9.17,11,10.09,0,0.0,0,0.0,0,0.0,16,14.68,17,15.6,15,13.76,0,0.0,0,0.0,0,0.0,5,4.59,6,5.5,6,5.5,1,0.92,3,2.75,1,0.92,2,1.83,1,0.92,1,0.92,0,0.0,0,0.0,1,0.92,40017
40,19,164,0,0.0,3,1.83,3,1.83,16,9.76,19,11.59,16,9.76,0,0.0,0,0.0,1,0.61,22,13.41,22,13.41,21,12.8,0,0.0,2,1.22,0,0.0,5,3.05,3,1.83,3,1.83,6,3.66,7,4.27,7,4.27,0,0.0,1,0.61,0,0.0,2,1.22,3,1.83,2,1.22,40019
40,20,150,1,0.67,2,1.33,4,2.67,9,6.0,7,4.67,8,5.33,0,0.0,2,1.33,1,0.67,22,14.67,19,12.67,17,11.33,0,0.0,1,0.67,0,0.0,12,8.0,9,6.0,10,6.67,7,4.67,5,3.33,6,4.0,2,1.33,2,1.33,2,1.33,0,0.0,1,0.67,1,0.67,40020
40,21,172,1,0.58,1,0.58,4,2.33,14,8.14,17,9.88,13,7.56,0,0.0,1,0.58,0,0.0,15,8.72,14,8.14,14,8.14,1,0.58,0,0.0,0,0.0,17,9.88,14,8.14,14,8.14,10,5.81,5,2.91,10,5.81,0,0.0,1,0.58,0,0.0,3,1.74,2,1.16,1,0.58,40021
40,23,161,2,1.24,0,0.0,0,0.0,11,6.83,13,8.07,13,8.07,2,1.24,0,0.0,1,0.62,12,7.45,14,8.7,13,8.07,1,0.62,1,0.62,1,0.62,20,12.42,21,13.04,21,13.04,3,1.86,3,1.86,3,1.86,1,0.62,2,1.24,1,0.62,1,0.62,1,0.62,0,0.0,40023
