ward,precinct,total,Stephen J. Balich (Cruz),Stephen J. Balich (Cruz) Percent,Jerry Randick (Cruz),Jerry Randick (Cruz) Percent,Nancy Ann Powell-Hayes (Cruz),Nancy Ann Powell-Hayes (Cruz) Percent,Thomas Beller (Christie),Thomas Beller (Christie) Percent,Patrick Hackett (Christie),Patrick Hackett (Christie) Percent,Kathryn Meyer (Christie),Kathryn Meyer (Christie) Percent,John Lynch (Trump),John Lynch (Trump) Percent,Cynthia Schaffer (Trump),Cynthia Schaffer (Trump) Percent,Bob Anderson (Trump),Bob Anderson (Trump) Percent,Colleen Grant Schumann (Bush),Colleen Grant Schumann (Bush) Percent,Scott McPherson (Bush),Scott McPherson (Bush) Percent,Ian Brenson (Bush),Ian Brenson (Bush) Percent,Salvador ''Tony'' Godinez (Fiorina),Salvador ''Tony'' Godinez (Fiorina) Percent,Sharon Kubasak (Fiorina),Sharon Kubasak (Fiorina) Percent,Deborah ''Debbie'' Burzinski (Fiorina),Deborah ''Debbie'' Burzinski (Fiorina) Percent,Christine Radogno (Kasich),Christine Radogno (Kasich) Percent,Sean M. Morrison (Kasich),Sean M. Morrison (Kasich) Percent,Elizabeth Ann Gorman (Kasich),Elizabeth Ann Gorman (Kasich) Percent,John Pappas (Paul),John Pappas (Paul) Percent,Dan Mitchell (Paul),Dan Mitchell (Paul) Percent,Harry W. Oryhon (Carson),Harry W. Oryhon (Carson) Percent,Mark S. Zajac (Carson),Mark S. Zajac (Carson) Percent,Barbara F. Hoffman (Carson),Barbara F. Hoffman (Carson) Percent,Herb Schumann (Rubio),Herb Schumann (Rubio) Percent,George Yukich (Rubio),George Yukich (Rubio) Percent,precinct_id
20,15,26,3,11.54,3,11.54,3,11.54,0,0.0,0,0.0,0,0.0,3,11.54,3,11.54,3,11.54,1,3.85,0,0.0,0,0.0,0,0.0,1,3.85,0,0.0,0,0.0,0,0.0,0,0.0,1,3.85,0,0.0,0,0.0,1,3.85,1,3.85,1,3.85,1,3.85,20015
20,20,3,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,0,0.0,0,0.0,0,0.0,0,0.0,20020
22,1,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,33.33,1,33.33,22001
22,2,142,9,6.34,11,7.75,7,4.93,0,0.0,0,0.0,0,0.0,18,12.68,18,12.68,21,14.79,0,0.0,0,0.0,0,0.0,2,1.41,0,0.0,5,3.52,5,3.52,4,2.82,5,3.52,2,1.41,0,0.0,0,0.0,6,4.23,1,0.7,9,6.34,10,7.04,22002
22,8,133,8,6.02,6,4.51,4,3.01,1,0.75,0,0.0,2,1.5,23,17.29,22,16.54,23,17.29,0,0.0,1,0.75,1,0.75,1,0.75,2,1.5,1,0.75,8,6.02,8,6.02,4,3.01,1,0.75,1,0.75,0,0.0,1,0.75,1,0.75,5,3.76,2,1.5,22008
22,12,82,9,10.98,9,10.98,8,9.76,0,0.0,0,0.0,0,0.0,13,15.85,12,14.63,14,17.07,1,1.22,2,2.44,1,1.22,1,1.22,0,0.0,0,0.0,0,0.0,1,1.22,1,1.22,0,0.0,0,0.0,0,0.0,1,1.22,1,1.22,3,3.66,3,3.66,22012
22,23,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22023
23,1,148,9,6.08,11,7.43,9,6.08,1,0.68,0,0.0,0,0.0,29,19.59,32,21.62,26,17.57,2,1.35,0,0.0,0,0.0,0,0.0,1,0.68,1,0.68,6,4.05,4,2.7,2,1.35,2,1.35,0,0.0,2,1.35,3,2.03,0,0.0,3,2.03,3,2.03,23001
23,2,203,14,6.9,14,6.9,14,6.9,0,0.0,1,0.49,1,0.49,43,21.18,43,21.18,40,19.7,3,1.48,0,0.0,0,0.0,2,0.99,0,0.0,1,0.49,4,1.97,1,0.49,3,1.48,3,1.48,1,0.49,1,0.49,5,2.46,2,0.99,2,0.99,2,0.99,23002
23,3,272,13,4.78,15,5.51,11,4.04,2,0.74,2,0.74,4,1.47,59,21.69,52,19.12,54,19.85,2,0.74,2,0.74,2,0.74,0,0.0,2,0.74,4,1.47,4,1.47,5,1.84,4,1.47,3,1.1,1,0.37,3,1.1,2,0.74,1,0.37,8,2.94,8,2.94,23003
23,4,140,9,6.43,7,5.0,5,3.57,1,0.71,0,0.0,1,0.71,27,19.29,23,16.43,22,15.71,2,1.43,2,1.43,0,0.0,1,0.71,0,0.0,2,1.43,9,6.43,8,5.71,7,5.0,2,1.43,0,0.0,0,0.0,1,0.71,0,0.0,5,3.57,4,2.86,23004
23,5,50,5,10.0,7,14.0,4,8.0,0,0.0,0,0.0,0,0.0,9,18.0,7,14.0,7,14.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.0,0,0.0,1,2.0,0,0.0,0,0.0,1,2.0,1,2.0,0,0.0,2,4.0,2,4.0,23005
23,6,72,7,9.72,6,8.33,6,8.33,0,0.0,1,1.39,0,0.0,10,13.89,9,12.5,10,13.89,0,0.0,2,2.78,0,0.0,1,1.39,1,1.39,1,1.39,6,8.33,4,5.56,3,4.17,2,2.78,0,0.0,0,0.0,0,0.0,0,0.0,1,1.39,1,1.39,23006
23,7,78,11,14.1,8,10.26,6,7.69,0,0.0,0,0.0,0,0.0,12,15.38,10,12.82,10,12.82,0,0.0,0,0.0,0,0.0,1,1.28,0,0.0,0,0.0,3,3.85,1,1.28,1,1.28,3,3.85,4,5.13,0,0.0,0,0.0,0,0.0,2,2.56,3,3.85,23007
23,8,136,15,11.03,14,10.29,9,6.62,1,0.74,0,0.0,0,0.0,22,16.18,21,15.44,22,16.18,0,0.0,3,2.21,3,2.21,1,0.74,0,0.0,3,2.21,3,2.21,1,0.74,1,0.74,2,1.47,1,0.74,2,1.47,4,2.94,1,0.74,3,2.21,2,1.47,23008
23,9,9,0,0.0,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,2,22.22,2,22.22,2,22.22,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23009
23,10,55,5,9.09,3,5.45,4,7.27,0,0.0,0,0.0,0,0.0,9,16.36,8,14.55,8,14.55,0,0.0,1,1.82,0,0.0,0,0.0,0,0.0,2,3.64,1,1.82,1,1.82,0,0.0,1,1.82,0,0.0,1,1.82,1,1.82,0,0.0,3,5.45,3,5.45,23010
23,11,54,7,12.96,7,12.96,7,12.96,0,0.0,0,0.0,0,0.0,6,11.11,6,11.11,5,9.26,0,0.0,0,0.0,0,0.0,1,1.85,0,0.0,0,0.0,1,1.85,1,1.85,1,1.85,1,1.85,0,0.0,0,0.0,0,0.0,0,0.0,3,5.56,4,7.41,23011
23,12,242,13,5.37,12,4.96,11,4.55,0,0.0,1,0.41,1,0.41,54,22.31,55,22.73,51,21.07,1,0.41,0,0.0,1,0.41,0,0.0,1,0.41,4,1.65,6,2.48,5,2.07,4,1.65,0,0.0,0,0.0,1,0.41,1,0.41,1,0.41,6,2.48,7,2.89,23012
23,14,159,16,10.06,15,9.43,12,7.55,1,0.63,0,0.0,1,0.63,32,20.13,29,18.24,28,17.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,4.4,6,3.77,5,3.14,0,0.0,0,0.0,1,0.63,1,0.63,2,1.26,1,0.63,1,0.63,23014
23,15,75,8,10.67,8,10.67,6,8.0,0,0.0,0,0.0,0,0.0,10,13.33,11,14.67,11,14.67,1,1.33,4,5.33,1,1.33,3,4.0,0,0.0,0,0.0,1,1.33,1,1.33,1,1.33,1,1.33,1,1.33,0,0.0,0,0.0,2,2.67,2,2.67,2,2.67,23015
23,16,230,17,7.39,17,7.39,11,4.78,2,0.87,2,0.87,5,2.17,41,17.83,39,16.96,42,18.26,0,0.0,4,1.74,0,0.0,1,0.43,3,1.3,1,0.43,8,3.48,8,3.48,4,1.74,6,2.61,4,1.74,1,0.43,4,1.74,2,0.87,2,0.87,3,1.3,23016
23,17,24,3,12.5,3,12.5,3,12.5,0,0.0,0,0.0,0,0.0,4,16.67,4,16.67,4,16.67,0,0.0,0,0.0,0,0.0,1,4.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.17,0,0.0,23017
23,18,177,4,2.26,4,2.26,4,2.26,0,0.0,0,0.0,0,0.0,44,24.86,48,27.12,48,27.12,1,0.56,1,0.56,0,0.0,1,0.56,1,0.56,0,0.0,2,1.13,3,1.69,1,0.56,2,1.13,1,0.56,1,0.56,4,2.26,0,0.0,3,1.69,2,1.13,23018
23,19,59,3,5.08,4,6.78,4,6.78,1,1.69,0,0.0,2,3.39,9,15.25,8,13.56,9,15.25,1,1.69,0,0.0,0,0.0,1,1.69,0,0.0,0,0.0,3,5.08,1,1.69,1,1.69,2,3.39,2,3.39,1,1.69,1,1.69,1,1.69,2,3.39,1,1.69,23019
23,20,52,6,11.54,5,9.62,5,9.62,1,1.92,0,0.0,0,0.0,7,13.46,5,9.62,6,11.54,0,0.0,0,0.0,0,0.0,1,1.92,0,0.0,1,1.92,1,1.92,1,1.92,0,0.0,0,0.0,0,0.0,2,3.85,1,1.92,1,1.92,2,3.85,2,3.85,23020
23,21,242,21,8.68,16,6.61,14,5.79,0,0.0,0,0.0,1,0.41,43,17.77,46,19.01,43,17.77,1,0.41,0,0.0,0,0.0,1,0.41,1,0.41,3,1.24,9,3.72,5,2.07,7,2.89,1,0.41,0,0.0,0,0.0,3,1.24,2,0.83,8,3.31,9,3.72,23021
23,22,97,6,6.19,4,4.12,4,4.12,1,1.03,0,0.0,0,0.0,24,24.74,20,20.62,21,21.65,1,1.03,1,1.03,2,2.06,0,0.0,0,0.0,0,0.0,1,1.03,0,0.0,0,0.0,0,0.0,0,0.0,2,2.06,1,1.03,1,1.03,3,3.09,2,2.06,23022
23,23,183,5,2.73,4,2.19,4,2.19,2,1.09,0,0.0,1,0.55,39,21.31,35,19.13,38,20.77,1,0.55,1,0.55,0,0.0,6,3.28,0,0.0,1,0.55,5,2.73,3,1.64,4,2.19,4,2.19,3,1.64,1,0.55,3,1.64,0,0.0,10,5.46,6,3.28,23023
23,25,67,4,5.97,4,5.97,7,10.45,0,0.0,0,0.0,1,1.49,12,17.91,12,17.91,12,17.91,0,0.0,1,1.49,0,0.0,0,0.0,0,0.0,2,2.99,2,2.99,1,1.49,2,2.99,1,1.49,1,1.49,0,0.0,1,1.49,1,1.49,1,1.49,1,1.49,23025
23,26,83,7,8.43,8,9.64,6,7.23,0,0.0,0,0.0,0,0.0,13,15.66,14,16.87,12,14.46,0,0.0,0,0.0,0,0.0,1,1.2,1,1.2,1,1.2,1,1.2,1,1.2,1,1.2,4,4.82,2,2.41,0,0.0,1,1.2,0,0.0,4,4.82,4,4.82,23026
23,27,185,10,5.41,10,5.41,11,5.95,0,0.0,0,0.0,0,0.0,35,18.92,32,17.3,32,17.3,3,1.62,1,0.54,1,0.54,2,1.08,2,1.08,1,0.54,8,4.32,9,4.86,7,3.78,5,2.7,2,1.08,2,1.08,2,1.08,3,1.62,3,1.62,2,1.08,23027
23,28,215,18,8.37,15,6.98,12,5.58,1,0.47,0,0.0,1,0.47,37,17.21,42,19.53,34,15.81,1,0.47,4,1.86,2,0.93,2,0.93,2,0.93,2,0.93,6,2.79,3,1.4,4,1.86,4,1.86,2,0.93,0,0.0,3,1.4,2,0.93,6,2.79,6,2.79,23028
23,29,114,11,9.65,8,7.02,9,7.89,1,0.88,0,0.0,0,0.0,20,17.54,18,15.79,18,15.79,0,0.0,1,0.88,1,0.88,0,0.0,1,0.88,1,0.88,3,2.63,1,0.88,2,1.75,1,0.88,1,0.88,1,0.88,1,0.88,0,0.0,3,2.63,5,4.39,23029
23,30,47,4,8.51,4,8.51,8,17.02,0,0.0,0,0.0,0,0.0,8,17.02,6,12.77,6,12.77,0,0.0,0,0.0,1,2.13,4,8.51,1,2.13,0,0.0,2,4.26,2,4.26,1,2.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23030
23,31,37,7,18.92,7,18.92,7,18.92,0,0.0,0,0.0,1,2.7,5,13.51,4,10.81,3,8.11,0,0.0,1,2.7,0,0.0,1,2.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23031
23,32,84,8,9.52,9,10.71,6,7.14,0,0.0,0,0.0,1,1.19,10,11.9,11,13.1,11,13.1,0,0.0,0,0.0,0,0.0,3,3.57,0,0.0,0,0.0,3,3.57,4,4.76,3,3.57,1,1.19,0,0.0,0,0.0,0,0.0,0,0.0,5,5.95,5,5.95,23032
23,33,80,9,11.25,7,8.75,6,7.5,0,0.0,0,0.0,0,0.0,4,5.0,6,7.5,5,6.25,2,2.5,1,1.25,2,2.5,1,1.25,1,1.25,1,1.25,6,7.5,6,7.5,5,6.25,0,0.0,1,1.25,0,0.0,2,2.5,0,0.0,5,6.25,5,6.25,23033
23,34,17,0,0.0,0,0.0,1,5.88,0,0.0,0,0.0,0,0.0,4,23.53,3,17.65,3,17.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.88,1,5.88,1,5.88,2,11.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23034
23,35,160,16,10.0,13,8.13,9,5.63,1,0.63,0,0.0,1,0.63,28,17.5,30,18.75,24,15.0,0,0.0,0,0.0,1,0.63,2,1.25,1,0.63,3,1.88,4,2.5,5,3.13,2,1.25,2,1.25,0,0.0,0,0.0,3,1.88,3,1.88,4,2.5,4,2.5,23035
23,36,219,19,8.68,17,7.76,10,4.57,0,0.0,1,0.46,1,0.46,42,19.18,42,19.18,37,16.89,0,0.0,1,0.46,0,0.0,0,0.0,2,0.91,3,1.37,8,3.65,7,3.2,5,2.28,0,0.0,1,0.46,0,0.0,3,1.37,1,0.46,7,3.2,7,3.2,23036
23,37,221,16,7.24,17,7.69,12,5.43,0,0.0,0,0.0,0,0.0,36,16.29,33,14.93,32,14.48,0,0.0,1,0.45,1,0.45,2,0.9,2,0.9,1,0.45,8,3.62,8,3.62,3,1.36,5,2.26,0,0.0,4,1.81,3,1.36,5,2.26,11,4.98,10,4.52,23037
23,38,151,14,9.27,13,8.61,9,5.96,2,1.32,1,0.66,1,0.66,28,18.54,25,16.56,21,13.91,0,0.0,1,0.66,0,0.0,1,0.66,1,0.66,3,1.99,5,3.31,8,5.3,5,3.31,0,0.0,1,0.66,0,0.0,2,1.32,1,0.66,3,1.99,3,1.99,23038
23,39,18,3,16.67,3,16.67,2,11.11,1,5.56,0,0.0,1,5.56,2,11.11,1,5.56,1,5.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,11.11,1,5.56,0,0.0,1,5.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23039
