ward,precinct,total,Phyllis Demarco (Cruz),Phyllis Demarco (Cruz) Percent,Sara Marie Lamantia (Cruz),Sara Marie Lamantia (Cruz) Percent,Brad Messervey (Cruz),Brad Messervey (Cruz) Percent,James Ignatowski (Trump),James Ignatowski (Trump) Percent,Steve Bayne (Trump),Steve Bayne (Trump) Percent,Cathryn Biga (Trump),Cathryn Biga (Trump) Percent,Angelo ''Skip'' Saviano (Bush),Angelo ''Skip'' Saviano (Bush) Percent,Amy S. Findlay (Bush),Amy S. Findlay (Bush) Percent,Heather E. Way Kitzes (Christie),Heather E. Way Kitzes (Christie) Percent,Ashvin Lad (Christie),Ashvin Lad (Christie) Percent,Alexander Doberstein (Christie),Alexander Doberstein (Christie) Percent,Scott Newhall (Fiorina),Scott Newhall (Fiorina) Percent,Lucinda ''Cindy'' Burke (Fiorina),Lucinda ''Cindy'' Burke (Fiorina) Percent,Robert Bedell (Fiorina),Robert Bedell (Fiorina) Percent,Ryan P. McNicholas (Kasich),Ryan P. McNicholas (Kasich) Percent,Paul A. Laliberte (Kasich),Paul A. Laliberte (Kasich) Percent,Richard J. Veenstra (Kasich),Richard J. Veenstra (Kasich) Percent,Jonathon H. Luers (Carson),Jonathon H. Luers (Carson) Percent,Evan Jane Ellman (Carson),Evan Jane Ellman (Carson) Percent,Laura M. Urbik Kern (Carson),Laura M. Urbik Kern (Carson) Percent,Sophia Babiarz (Paul),Sophia Babiarz (Paul) Percent,Earon Shaw Rein (Paul),Earon Shaw Rein (Paul) Percent,Sean T. Noonan (Rubio),Sean T. Noonan (Rubio) Percent,Laura Mary Kotelman (Rubio),Laura Mary Kotelman (Rubio) Percent,William C. Beck (Rubio),William C. Beck (Rubio) Percent,precinct_id
38,40,222,25,11.26,26,11.71,25,11.26,30,13.51,31,13.96,31,13.96,1,0.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.45,10,4.5,12,5.41,10,4.5,2,0.9,1,0.45,1,0.45,1,0.45,2,0.9,4,1.8,3,1.35,6,2.7,38040
39,1,250,18,7.2,20,8.0,19,7.6,31,12.4,28,11.2,27,10.8,0,0.0,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,6.8,25,10.0,25,10.0,3,1.2,0,0.0,0,0.0,0,0.0,0,0.0,15,6.0,10,4.0,11,4.4,39001
39,2,120,10,8.33,9,7.5,10,8.33,15,12.5,16,13.33,14,11.67,1,0.83,1,0.83,1,0.83,1,0.83,0,0.0,0,0.0,0,0.0,1,0.83,5,4.17,5,4.17,5,4.17,3,2.5,2,1.67,2,1.67,1,0.83,0,0.0,5,4.17,5,4.17,6,5.0,39002
39,3,197,17,8.63,18,9.14,17,8.63,23,11.68,23,11.68,20,10.15,2,1.02,1,0.51,2,1.02,1,0.51,0,0.0,0,0.0,0,0.0,0,0.0,12,6.09,18,9.14,16,8.12,1,0.51,0,0.0,0,0.0,2,1.02,2,1.02,7,3.55,6,3.05,8,4.06,39003
39,4,221,13,5.88,11,4.98,10,4.52,39,17.65,38,17.19,37,16.74,1,0.45,2,0.9,0,0.0,1,0.45,0,0.0,0,0.0,0,0.0,0,0.0,10,4.52,16,7.24,13,5.88,4,1.81,3,1.36,2,0.9,1,0.45,0,0.0,8,3.62,6,2.71,6,2.71,39004
39,5,187,23,12.3,24,12.83,24,12.83,16,8.56,15,8.02,16,8.56,2,1.07,2,1.07,1,0.53,0,0.0,1,0.53,3,1.6,2,1.07,1,0.53,7,3.74,9,4.81,10,5.35,0,0.0,2,1.07,0,0.0,0,0.0,1,0.53,9,4.81,8,4.28,8,4.28,39005
39,6,123,12,9.76,11,8.94,9,7.32,22,17.89,25,20.33,21,17.07,1,0.81,1,0.81,0,0.0,0,0.0,1,0.81,0,0.0,0,0.0,0,0.0,3,2.44,4,3.25,5,4.07,0,0.0,0,0.0,1,0.81,0,0.0,0,0.0,2,1.63,2,1.63,2,1.63,39006
39,7,99,10,10.1,10,10.1,11,11.11,14,14.14,12,12.12,11,11.11,0,0.0,4,4.04,1,1.01,1,1.01,2,2.02,0,0.0,0,0.0,0,0.0,3,3.03,3,3.03,2,2.02,1,1.01,0,0.0,0,0.0,2,2.02,1,1.01,3,3.03,2,2.02,4,4.04,39007
39,8,81,9,11.11,9,11.11,9,11.11,10,12.35,10,12.35,9,11.11,1,1.23,0,0.0,0,0.0,1,1.23,0,0.0,2,2.47,1,1.23,1,1.23,0,0.0,3,3.7,2,2.47,2,2.47,2,2.47,1,1.23,0,0.0,0,0.0,3,3.7,2,2.47,4,4.94,39008
39,9,137,11,8.03,11,8.03,6,4.38,17,12.41,17,12.41,19,13.87,4,2.92,5,3.65,0,0.0,0,0.0,1,0.73,0,0.0,1,0.73,0,0.0,6,4.38,7,5.11,5,3.65,1,0.73,0,0.0,0,0.0,0,0.0,0,0.0,8,5.84,7,5.11,9,6.57,39009
39,10,48,4,8.33,5,10.42,4,8.33,9,18.75,6,12.5,7,14.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,4.17,2,4.17,2,4.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,4.17,2,4.17,3,6.25,39010
39,11,120,4,3.33,4,3.33,6,5.0,23,19.17,24,20.0,25,20.83,1,0.83,1,0.83,0,0.0,1,0.83,0,0.0,0,0.0,1,0.83,0,0.0,2,1.67,5,4.17,3,2.5,2,1.67,1,0.83,2,1.67,1,0.83,2,1.67,4,3.33,3,2.5,3,2.5,39011
39,12,71,6,8.45,4,5.63,5,7.04,6,8.45,6,8.45,6,8.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.41,0,0.0,1,1.41,6,8.45,5,7.04,6,8.45,2,2.82,1,1.41,1,1.41,0,0.0,0,0.0,5,7.04,5,7.04,5,7.04,39012
39,13,122,14,11.48,13,10.66,14,11.48,14,11.48,17,13.93,16,13.11,0,0.0,0,0.0,1,0.82,1,0.82,1,0.82,0,0.0,0,0.0,0,0.0,3,2.46,6,4.92,5,4.1,1,0.82,0,0.0,0,0.0,0,0.0,0,0.0,5,4.1,5,4.1,5,4.1,39013
39,14,155,7,4.52,8,5.16,7,4.52,29,18.71,29,18.71,27,17.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.29,0,0.0,6,3.87,8,5.16,9,5.81,1,0.65,0,0.0,0,0.0,0,0.0,1,0.65,7,4.52,6,3.87,8,5.16,39014
39,15,276,20,7.25,17,6.16,16,5.8,39,14.13,43,15.58,41,14.86,1,0.36,1,0.36,1,0.36,1,0.36,3,1.09,0,0.0,1,0.36,0,0.0,19,6.88,20,7.25,19,6.88,2,0.72,1,0.36,0,0.0,1,0.36,0,0.0,10,3.62,8,2.9,10,3.62,39015
39,16,153,17,11.11,15,9.8,14,9.15,16,10.46,17,11.11,19,12.42,1,0.65,3,1.96,1,0.65,0,0.0,0,0.0,1,0.65,1,0.65,0,0.0,5,3.27,5,3.27,3,1.96,2,1.31,2,1.31,1,0.65,1,0.65,1,0.65,10,6.54,6,3.92,9,5.88,39016
39,17,211,25,11.85,23,10.9,25,11.85,26,12.32,27,12.8,26,12.32,1,0.47,2,0.95,1,0.47,1,0.47,0,0.0,1,0.47,2,0.95,1,0.47,7,3.32,6,2.84,8,3.79,1,0.47,1,0.47,1,0.47,1,0.47,0,0.0,9,4.27,6,2.84,7,3.32,39017
39,18,143,20,13.99,17,11.89,16,11.19,15,10.49,16,11.19,17,11.89,1,0.7,1,0.7,0,0.0,1,0.7,0,0.0,1,0.7,0,0.0,0,0.0,3,2.1,7,4.9,6,4.2,1,0.7,2,1.4,0,0.0,0,0.0,1,0.7,6,4.2,4,2.8,7,4.9,39018
39,19,192,22,11.46,20,10.42,21,10.94,24,12.5,22,11.46,22,11.46,0,0.0,2,1.04,0,0.0,2,1.04,0,0.0,1,0.52,0,0.0,1,0.52,9,4.69,15,7.81,15,7.81,1,0.52,0,0.0,0,0.0,3,1.56,3,1.56,4,2.08,2,1.04,2,1.04,39019
39,20,316,30,9.49,29,9.18,28,8.86,47,14.87,52,16.46,46,14.56,3,0.95,4,1.27,0,0.0,1,0.32,1,0.32,1,0.32,2,0.63,2,0.63,10,3.16,16,5.06,17,5.38,1,0.32,0,0.0,0,0.0,6,1.9,2,0.63,7,2.22,3,0.95,5,1.58,39020
39,21,287,20,6.97,20,6.97,19,6.62,55,19.16,53,18.47,55,19.16,0,0.0,1,0.35,0,0.0,0,0.0,0,0.0,0,0.0,1,0.35,0,0.0,10,3.48,13,4.53,14,4.88,1,0.35,1,0.35,1,0.35,3,1.05,1,0.35,7,2.44,6,2.09,6,2.09,39021
39,22,113,11,9.73,15,13.27,14,12.39,13,11.5,13,11.5,14,12.39,1,0.88,2,1.77,0,0.0,1,0.88,0,0.0,0,0.0,0,0.0,0,0.0,4,3.54,7,6.19,7,6.19,1,0.88,1,0.88,0,0.0,0,0.0,0,0.0,3,2.65,2,1.77,2,1.77,39022
39,23,257,19,7.39,19,7.39,16,6.23,42,16.34,38,14.79,43,16.73,0,0.0,1,0.39,2,0.78,0,0.0,0,0.0,0,0.0,1,0.39,0,0.0,13,5.06,21,8.17,19,7.39,1,0.39,0,0.0,0,0.0,1,0.39,0,0.0,8,3.11,6,2.33,6,2.33,39023
39,24,350,25,7.14,27,7.71,26,7.43,64,18.29,67,19.14,55,15.71,3,0.86,1,0.29,0,0.0,0,0.0,0,0.0,2,0.57,2,0.57,1,0.29,15,4.29,18,5.14,17,4.86,0,0.0,0,0.0,0,0.0,4,1.14,2,0.57,8,2.29,4,1.14,6,1.71,39024
39,25,135,14,10.37,13,9.63,12,8.89,13,9.63,14,10.37,13,9.63,1,0.74,0,0.0,1,0.74,1,0.74,0,0.0,0,0.0,1,0.74,0,0.0,12,8.89,15,11.11,14,10.37,0,0.0,0,0.0,1,0.74,3,2.22,0,0.0,2,1.48,3,2.22,2,1.48,39025
39,26,180,10,5.56,10,5.56,8,4.44,29,16.11,33,18.33,26,14.44,1,0.56,3,1.67,1,0.56,2,1.11,1,0.56,1,0.56,2,1.11,0,0.0,9,5.0,10,5.56,8,4.44,2,1.11,1,0.56,1,0.56,0,0.0,0,0.0,7,3.89,7,3.89,8,4.44,39026
39,27,58,3,5.17,3,5.17,3,5.17,12,20.69,12,20.69,12,20.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,3.45,4,6.9,4,6.9,1,1.72,1,1.72,1,1.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39027
39,28,110,8,7.27,7,6.36,7,6.36,10,9.09,12,10.91,10,9.09,0,0.0,1,0.91,0,0.0,0,0.0,0,0.0,0,0.0,1,0.91,0,0.0,7,6.36,9,8.18,9,8.18,0,0.0,0,0.0,1,0.91,0,0.0,0,0.0,10,9.09,10,9.09,8,7.27,39028
39,29,30,4,13.33,3,10.0,2,6.67,2,6.67,3,10.0,3,10.0,0,0.0,1,3.33,0,0.0,0,0.0,1,3.33,0,0.0,0,0.0,0,0.0,2,6.67,2,6.67,1,3.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.33,3,10.0,2,6.67,39029
39,30,136,14,10.29,14,10.29,14,10.29,13,9.56,15,11.03,12,8.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.74,0,0.0,4,2.94,5,3.68,6,4.41,3,2.21,4,2.94,3,2.21,0,0.0,0,0.0,9,6.62,8,5.88,11,8.09,39030
39,32,150,6,4.0,7,4.67,8,5.33,26,17.33,29,19.33,27,18.0,0,0.0,2,1.33,1,0.67,0,0.0,1,0.67,0,0.0,0,0.0,0,0.0,9,6.0,13,8.67,13,8.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,2.0,1,0.67,2,1.33,39032
39,33,148,16,10.81,14,9.46,16,10.81,16,10.81,19,12.84,16,10.81,1,0.68,1,0.68,2,1.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,6.08,8,5.41,7,4.73,0,0.0,1,0.68,1,0.68,0,0.0,1,0.68,7,4.73,6,4.05,6,4.05,39033
39,34,204,20,9.8,22,10.78,19,9.31,30,14.71,31,15.2,29,14.22,1,0.49,2,0.98,0,0.0,0,0.0,0,0.0,1,0.49,1,0.49,1,0.49,4,1.96,4,1.96,6,2.94,0,0.0,0,0.0,0,0.0,1,0.49,1,0.49,11,5.39,10,4.9,9,4.41,39034
39,35,156,8,5.13,9,5.77,7,4.49,23,14.74,25,16.03,25,16.03,2,1.28,1,0.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,6.41,11,7.05,10,6.41,2,1.28,2,1.28,2,1.28,0,0.0,0,0.0,7,4.49,5,3.21,6,3.85,39035
39,36,28,5,17.86,5,17.86,6,21.43,2,7.14,2,7.14,1,3.57,0,0.0,0,0.0,0,0.0,1,3.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.57,0,0.0,0,0.0,0,0.0,0,0.0,1,3.57,0,0.0,2,7.14,1,3.57,1,3.57,39036
39,37,221,22,9.95,22,9.95,23,10.41,19,8.6,18,8.14,18,8.14,0,0.0,2,0.9,1,0.45,0,0.0,1,0.45,0,0.0,0,0.0,0,0.0,19,8.6,21,9.5,21,9.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,5.43,9,4.07,11,4.98,39037
39,38,124,11,8.87,8,6.45,8,6.45,19,15.32,20,16.13,19,15.32,0,0.0,0,0.0,0,0.0,1,0.81,0,0.0,1,0.81,0,0.0,0,0.0,7,5.65,11,8.87,11,8.87,1,0.81,0,0.0,0,0.0,0,0.0,0,0.0,3,2.42,1,0.81,3,2.42,39038
39,39,100,11,11.0,14,14.0,7,7.0,14,14.0,14,14.0,14,14.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,1,1.0,3,3.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,7,7.0,4,4.0,6,6.0,39039
39,40,159,15,9.43,19,11.95,14,8.81,24,15.09,25,15.72,26,16.35,2,1.26,2,1.26,0,0.0,0,0.0,0,0.0,1,0.63,0,0.0,2,1.26,6,3.77,5,3.14,5,3.14,0,0.0,1,0.63,0,0.0,0,0.0,0,0.0,3,1.89,3,1.89,5,3.14,39040
39,41,302,34,11.26,37,12.25,34,11.26,33,10.93,32,10.6,30,9.93,3,0.99,3,0.99,1,0.33,4,1.32,0,0.0,0,0.0,0,0.0,1,0.33,14,4.64,18,5.96,18,5.96,3,0.99,2,0.66,2,0.66,1,0.33,0,0.0,10,3.31,10,3.31,10,3.31,39041
39,42,246,12,4.88,10,4.07,11,4.47,42,17.07,39,15.85,37,15.04,1,0.41,2,0.81,0,0.0,1,0.41,0,0.0,1,0.41,2,0.81,1,0.41,17,6.91,19,7.72,19,7.72,0,0.0,0,0.0,1,0.41,1,0.41,1,0.41,10,4.07,9,3.66,9,3.66,39042
39,43,274,13,4.74,15,5.47,14,5.11,46,16.79,49,17.88,48,17.52,3,1.09,2,0.73,0,0.0,1,0.36,0,0.0,0,0.0,3,1.09,1,0.36,10,3.65,15,5.47,12,4.38,3,1.09,3,1.09,2,0.73,0,0.0,1,0.36,13,4.74,9,3.28,10,3.65,39043
39,44,218,24,11.01,23,10.55,27,12.39,30,13.76,32,14.68,32,14.68,1,0.46,2,0.92,1,0.46,0,0.0,1,0.46,0,0.0,1,0.46,1,0.46,6,2.75,9,4.13,9,4.13,1,0.46,0,0.0,0,0.0,0,0.0,0,0.0,7,3.21,3,1.38,7,3.21,39044
39,45,204,19,9.31,18,8.82,16,7.84,28,13.73,27,13.24,30,14.71,1,0.49,1,0.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,6.37,13,6.37,13,6.37,0,0.0,0,0.0,0,0.0,1,0.49,1,0.49,8,3.92,7,3.43,8,3.92,39045
40,1,102,7,6.86,8,7.84,9,8.82,17,16.67,16,15.69,14,13.73,0,0.0,2,1.96,1,0.98,0,0.0,1,0.98,0,0.0,1,0.98,0,0.0,3,2.94,4,3.92,4,3.92,3,2.94,0,0.0,0,0.0,0,0.0,0,0.0,4,3.92,4,3.92,4,3.92,40001
40,2,105,6,5.71,7,6.67,6,5.71,16,15.24,16,15.24,16,15.24,0,0.0,0,0.0,0,0.0,1,0.95,0,0.0,0,0.0,0,0.0,0,0.0,6,5.71,6,5.71,6,5.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,6.67,7,6.67,5,4.76,40002
40,3,120,8,6.67,7,5.83,6,5.0,11,9.17,11,9.17,9,7.5,0,0.0,1,0.83,1,0.83,1,0.83,1,0.83,2,1.67,1,0.83,0,0.0,12,10.0,15,12.5,17,14.17,1,0.83,0,0.0,0,0.0,2,1.67,2,1.67,5,4.17,2,1.67,4,3.33,40003
40,5,146,8,5.48,9,6.16,10,6.85,9,6.16,13,8.9,11,7.53,3,2.05,2,1.37,1,0.68,1,0.68,0,0.0,2,1.37,1,0.68,0,0.0,11,7.53,17,11.64,15,10.27,4,2.74,2,1.37,1,0.68,5,3.42,2,1.37,6,4.11,6,4.11,5,3.42,40005
40,6,119,7,5.88,8,6.72,8,6.72,9,7.56,11,9.24,9,7.56,1,0.84,1,0.84,1,0.84,1,0.84,1,0.84,0,0.0,1,0.84,0,0.0,12,10.08,15,12.61,14,11.76,1,0.84,1,0.84,0,0.0,0,0.0,1,0.84,5,4.2,5,4.2,6,5.04,40006
40,7,130,14,10.77,16,12.31,12,9.23,6,4.62,7,5.38,6,4.62,0,0.0,0,0.0,2,1.54,1,0.77,1,0.77,0,0.0,2,1.54,1,0.77,13,10.0,17,13.08,16,12.31,1,0.77,1,0.77,1,0.77,0,0.0,1,0.77,4,3.08,4,3.08,4,3.08,40007
40,8,134,13,9.7,13,9.7,14,10.45,6,4.48,6,4.48,6,4.48,0,0.0,1,0.75,0,0.0,1,0.75,0,0.0,1,0.75,0,0.0,0,0.0,20,14.93,21,15.67,23,17.16,2,1.49,0,0.0,1,0.75,2,1.49,1,0.75,1,0.75,1,0.75,1,0.75,40008
40,10,53,8,15.09,8,15.09,6,11.32,7,13.21,7,13.21,6,11.32,1,1.89,0,0.0,0,0.0,0,0.0,1,1.89,0,0.0,0,0.0,0,0.0,1,1.89,3,5.66,1,1.89,0,0.0,1,1.89,0,0.0,0,0.0,0,0.0,2,3.77,1,1.89,0,0.0,40010
40,11,102,7,6.86,8,7.84,7,6.86,8,7.84,11,10.78,10,9.8,1,0.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.96,0,0.0,8,7.84,9,8.82,8,7.84,1,0.98,1,0.98,0,0.0,2,1.96,1,0.98,6,5.88,6,5.88,6,5.88,40011
40,12,121,6,4.96,6,4.96,4,3.31,7,5.79,8,6.61,7,5.79,0,0.0,1,0.83,0,0.0,0,0.0,0,0.0,0,0.0,1,0.83,0,0.0,15,12.4,17,14.05,18,14.88,0,0.0,0,0.0,0,0.0,2,1.65,2,1.65,10,8.26,8,6.61,9,7.44,40012
40,13,134,9,6.72,9,6.72,8,5.97,9,6.72,7,5.22,8,5.97,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,14.93,25,18.66,25,18.66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,2.99,6,4.48,3,2.24,40013
40,14,132,8,6.06,10,7.58,9,6.82,21,15.91,17,12.88,20,15.15,0,0.0,1,0.76,1,0.76,1,0.76,0,0.0,0,0.0,0,0.0,0,0.0,5,3.79,7,5.3,8,6.06,1,0.76,0,0.0,1,0.76,2,1.52,1,0.76,6,4.55,6,4.55,5,3.79,40014
40,15,120,12,10.0,13,10.83,11,9.17,11,9.17,12,10.0,11,9.17,1,0.83,1,0.83,0,0.0,0,0.0,0,0.0,1,0.83,1,0.83,2,1.67,6,5.0,8,6.67,9,7.5,0,0.0,0,0.0,0,0.0,1,0.83,1,0.83,5,4.17,6,5.0,7,5.83,40015
40,16,128,15,11.72,14,10.94,15,11.72,9,7.03,11,8.59,10,7.81,0,0.0,1,0.78,0,0.0,0,0.0,0,0.0,1,0.78,0,0.0,0,0.0,13,10.16,15,11.72,12,9.38,0,0.0,0,0.0,0,0.0,1,0.78,1,0.78,4,3.13,3,2.34,3,2.34,40016
40,17,106,10,9.43,9,8.49,9,8.49,17,16.04,16,15.09,17,16.04,0,0.0,2,1.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,4.72,8,7.55,6,5.66,1,0.94,0,0.0,0,0.0,2,1.89,1,0.94,2,1.89,1,0.94,0,0.0,40017
40,19,155,19,12.26,17,10.97,16,10.32,22,14.19,22,14.19,20,12.9,1,0.65,0,0.0,1,0.65,0,0.0,1,0.65,0,0.0,1,0.65,0,0.0,2,1.29,3,1.94,4,2.58,3,1.94,3,1.94,1,0.65,0,0.0,1,0.65,6,3.87,6,3.87,6,3.87,40019
40,20,139,9,6.47,7,5.04,9,6.47,17,12.23,20,14.39,18,12.95,0,0.0,1,0.72,2,1.44,1,0.72,0,0.0,1,0.72,0,0.0,0,0.0,10,7.19,11,7.91,10,7.19,2,1.44,1,0.72,0,0.0,1,0.72,1,0.72,9,6.47,5,3.6,4,2.88,40020
40,21,172,18,10.47,18,10.47,15,8.72,12,6.98,14,8.14,17,9.88,0,0.0,0,0.0,1,0.58,1,0.58,1,0.58,1,0.58,0,0.0,0,0.0,14,8.14,18,10.47,17,9.88,1,0.58,1,0.58,1,0.58,0,0.0,0,0.0,10,5.81,5,2.91,7,4.07,40021
40,23,156,13,8.33,12,7.69,13,8.33,12,7.69,13,8.33,13,8.33,2,1.28,2,1.28,0,0.0,2,1.28,0,0.0,1,0.64,0,0.0,0,0.0,18,11.54,22,14.1,20,12.82,2,1.28,1,0.64,1,0.64,0,0.0,2,1.28,1,0.64,3,1.92,2,1.28,40023
40,24,114,15,13.16,17,14.91,16,14.04,12,10.53,10,8.77,10,8.77,1,0.88,3,2.63,0,0.0,0,0.0,2,1.75,0,0.0,0,0.0,0,0.0,3,2.63,5,4.39,3,2.63,0,0.0,0,0.0,0,0.0,1,0.88,0,0.0,4,3.51,4,3.51,4,3.51,40024
40,25,101,9,8.91,9,8.91,9,8.91,8,7.92,7,6.93,6,5.94,0,0.0,0,0.0,1,0.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,10.89,10,9.9,11,10.89,1,0.99,2,1.98,1,0.99,1,0.99,1,0.99,5,4.95,5,4.95,4,3.96,40025
40,29,182,14,7.69,13,7.14,13,7.14,24,13.19,27,14.84,25,13.74,2,1.1,2,1.1,1,0.55,0,0.0,0,0.0,3,1.65,0,0.0,2,1.1,10,5.49,11,6.04,9,4.95,2,1.1,0,0.0,0,0.0,2,1.1,0,0.0,7,3.85,6,3.3,8,4.4,40029
40,30,181,19,10.5,18,9.94,21,11.6,15,8.29,16,8.84,14,7.73,0,0.0,1,0.55,1,0.55,1,0.55,0,0.0,0,0.0,0,0.0,0,0.0,18,9.94,16,8.84,17,9.39,0,0.0,2,1.1,0,0.0,0,0.0,0,0.0,7,3.87,5,2.76,9,4.97,40030
40,31,9,0,0.0,0,0.0,0,0.0,2,22.22,2,22.22,2,22.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,11.11,1,11.11,1,11.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40031
40,32,119,2,1.68,4,3.36,3,2.52,18,15.13,19,15.97,18,15.13,1,0.84,1,0.84,0,0.0,1,0.84,0,0.0,0,0.0,0,0.0,0,0.0,12,10.08,19,15.97,18,15.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.68,40032
40,34,112,10,8.93,8,7.14,8,7.14,17,15.18,17,15.18,17,15.18,0,0.0,1,0.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,5.36,7,6.25,7,6.25,0,0.0,1,0.89,0,0.0,1,0.89,0,0.0,5,4.46,3,2.68,4,3.57,40034
40,38,156,13,8.33,16,10.26,12,7.69,13,8.33,15,9.62,14,8.97,2,1.28,1,0.64,1,0.64,1,0.64,0,0.0,0,0.0,0,0.0,0,0.0,9,5.77,13,8.33,14,8.97,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,7.69,10,6.41,10,6.41,40038
41,3,228,12,5.26,11,4.82,13,5.7,38,16.67,38,16.67,40,17.54,2,0.88,0,0.0,1,0.44,1,0.44,1,0.44,0,0.0,1,0.44,0,0.0,10,4.39,13,5.7,13,5.7,1,0.44,1,0.44,0,0.0,1,0.44,0,0.0,12,5.26,9,3.95,10,4.39,41003
41,6,312,24,7.69,24,7.69,20,6.41,43,13.78,44,14.1,44,14.1,0,0.0,1,0.32,0,0.0,0,0.0,0,0.0,0,0.0,2,0.64,1,0.32,24,7.69,25,8.01,25,8.01,2,0.64,1,0.32,1,0.32,1,0.32,0,0.0,13,4.17,7,2.24,8,2.56,41006
41,9,229,12,5.24,13,5.68,12,5.24,44,19.21,46,20.09,44,19.21,2,0.87,1,0.44,0,0.0,1,0.44,2,0.87,0,0.0,0,0.0,0,0.0,11,4.8,13,5.68,11,4.8,3,1.31,1,0.44,0,0.0,3,1.31,1,0.44,2,0.87,2,0.87,2,0.87,41009
41,11,67,5,7.46,4,5.97,5,7.46,13,19.4,13,19.4,11,16.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.49,0,0.0,4,5.97,3,4.48,4,5.97,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.49,2,2.99,1,1.49,41011
41,12,308,26,8.44,29,9.42,29,9.42,50,16.23,48,15.58,52,16.88,4,1.3,5,1.62,0,0.0,1,0.32,0,0.0,1,0.32,1,0.32,2,0.65,6,1.95,10,3.25,9,2.92,1,0.32,1,0.32,0,0.0,3,0.97,1,0.32,9,2.92,7,2.27,9,2.92,41012
41,14,356,24,6.74,24,6.74,25,7.02,43,12.08,41,11.52,45,12.64,1,0.28,2,0.56,1,0.28,1,0.28,0,0.0,1,0.28,3,0.84,1,0.28,29,8.15,39,10.96,36,10.11,0,0.0,0,0.0,0,0.0,4,1.12,3,0.84,15,4.21,7,1.97,11,3.09,41014
41,16,338,16,4.73,16,4.73,16,4.73,61,18.05,63,18.64,58,17.16,2,0.59,2,0.59,1,0.3,0,0.0,0,0.0,4,1.18,0,0.0,1,0.3,18,5.33,21,6.21,18,5.33,1,0.3,0,0.0,1,0.3,4,1.18,2,0.59,10,2.96,10,2.96,13,3.85,41016
41,17,331,33,9.97,28,8.46,27,8.16,39,11.78,40,12.08,42,12.69,3,0.91,1,0.3,0,0.0,2,0.6,0,0.0,1,0.3,1,0.3,0,0.0,28,8.46,32,9.67,32,9.67,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,7,2.11,7,2.11,5,1.51,41017
41,19,356,28,7.87,25,7.02,25,7.02,47,13.2,51,14.33,48,13.48,2,0.56,1,0.28,0,0.0,2,0.56,1,0.28,1,0.28,1,0.28,0,0.0,19,5.34,31,8.71,27,7.58,2,0.56,1,0.28,1,0.28,0,0.0,2,0.56,14,3.93,13,3.65,11,3.09,41019
41,21,280,16,5.71,17,6.07,16,5.71,47,16.79,47,16.79,42,15.0,1,0.36,4,1.43,0,0.0,2,0.71,0,0.0,2,0.71,1,0.36,1,0.36,12,4.29,18,6.43,17,6.07,5,1.79,3,1.07,2,0.71,1,0.36,1,0.36,10,3.57,4,1.43,8,2.86,41021
