ward,precinct,total,Jasmine Velasco Hauser (Cruz),Jasmine Velasco Hauser (Cruz) Percent,"Joel B. Streightiff, Jr. (Cruz)","Joel B. Streightiff, Jr. (Cruz) Percent",Shprintza Spak (Cruz),Shprintza Spak (Cruz) Percent,Sandra Hodel-Runtz (Christie),Sandra Hodel-Runtz (Christie) Percent,Mark Crane (Christie),Mark Crane (Christie) Percent,Joseph Tamraz (Christie),Joseph Tamraz (Christie) Percent,Nester Komolafe (Trump),Nester Komolafe (Trump) Percent,Gerald DeNotto (Trump),Gerald DeNotto (Trump) Percent,Frank Biga III (Trump),Frank Biga III (Trump) Percent,Daniel B. Peterson (Bush),Daniel B. Peterson (Bush) Percent,Adam M. Robinson (Bush),Adam M. Robinson (Bush) Percent,Mary Childers (Bush),Mary Childers (Bush) Percent,Joseph R. Hedrick (Santorum),Joseph R. Hedrick (Santorum) Percent,Angela M. Como (Santorum),Angela M. Como (Santorum) Percent,Steven Polit (Santorum),Steven Polit (Santorum) Percent,Carlos Ortega (Fiorina),Carlos Ortega (Fiorina) Percent,Suzanne Devane (Fiorina),Suzanne Devane (Fiorina) Percent,Diane Shapiro (Fiorina),Diane Shapiro (Fiorina) Percent,Thomas Schild (Carson),Thomas Schild (Carson) Percent,Vivian L. Davros (Carson),Vivian L. Davros (Carson) Percent,Jeffrey J. Ross (Carson),Jeffrey J. Ross (Carson) Percent,John C. Demler (Kasich),John C. Demler (Kasich) Percent,Carol A. Teschky (Kasich),Carol A. Teschky (Kasich) Percent,Gregory J. Lungmus (Kasich),Gregory J. Lungmus (Kasich) Percent,Alexander Paul Bisenius (Paul),Alexander Paul Bisenius (Paul) Percent,Josh Gasbarra (Paul),Josh Gasbarra (Paul) Percent,Char Foss-Eggemann (Rubio),Char Foss-Eggemann (Rubio) Percent,Douglas Gessner (Rubio),Douglas Gessner (Rubio) Percent,Christopher Provenzano (Rubio),Christopher Provenzano (Rubio) Percent,precinct_id
49,8,79,5,6.33,6,7.59,6,7.59,0,0.0,0,0.0,0,0.0,14,17.72,12,15.19,13,16.46,2,2.53,1,1.27,1,1.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,5.06,5,6.33,2,2.53,0,0.0,1,1.27,1,1.27,3,3.8,3,3.8,49008
49,9,137,10,7.3,11,8.03,10,7.3,0,0.0,0,0.0,1,0.73,11,8.03,11,8.03,10,7.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.73,1,0.73,1,0.73,1,0.73,1,0.73,12,8.76,18,13.14,7,5.11,1,0.73,1,0.73,9,6.57,10,7.3,10,7.3,49009
49,10,74,7,9.46,7,9.46,7,9.46,0,0.0,0,0.0,2,2.7,7,9.46,8,10.81,7,9.46,1,1.35,1,1.35,1,1.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.35,4,5.41,5,6.76,4,5.41,0,0.0,1,1.35,3,4.05,5,6.76,3,4.05,49010
49,11,70,5,7.14,8,11.43,5,7.14,0,0.0,0,0.0,0,0.0,4,5.71,5,7.14,3,4.29,0,0.0,0,0.0,0,0.0,1,1.43,1,1.43,1,1.43,1,1.43,0,0.0,0,0.0,1,1.43,0,0.0,1,1.43,8,11.43,5,7.14,4,5.71,1,1.43,0,0.0,4,5.71,6,8.57,6,8.57,49011
49,12,73,6,8.22,7,9.59,5,6.85,0,0.0,1,1.37,0,0.0,9,12.33,9,12.33,8,10.96,1,1.37,1,1.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.37,0,0.0,0,0.0,0,0.0,7,9.59,6,8.22,5,6.85,1,1.37,1,1.37,2,2.74,3,4.11,0,0.0,49012
49,13,125,13,10.4,16,12.8,15,12.0,0,0.0,0,0.0,0,0.0,10,8.0,11,8.8,10,8.0,1,0.8,0,0.0,2,1.6,0,0.0,0,0.0,0,0.0,1,0.8,0,0.0,1,0.8,1,0.8,0,0.0,0,0.0,9,7.2,9,7.2,6,4.8,0,0.0,1,0.8,6,4.8,7,5.6,6,4.8,49013
49,14,88,5,5.68,6,6.82,5,5.68,1,1.14,0,0.0,0,0.0,16,18.18,15,17.05,14,15.91,2,2.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.14,0,0.0,1,1.14,0,0.0,1,1.14,0,0.0,3,3.41,3,3.41,3,3.41,1,1.14,1,1.14,3,3.41,3,3.41,4,4.55,49014
49,15,58,4,6.9,3,5.17,4,6.9,0,0.0,1,1.72,0,0.0,7,12.07,7,12.07,6,10.34,1,1.72,1,1.72,1,1.72,0,0.0,0,0.0,2,3.45,0,0.0,0,0.0,0,0.0,1,1.72,0,0.0,1,1.72,4,6.9,2,3.45,2,3.45,1,1.72,0,0.0,2,3.45,6,10.34,2,3.45,49015
49,16,117,11,9.4,11,9.4,11,9.4,0,0.0,2,1.71,2,1.71,11,9.4,11,9.4,11,9.4,2,1.71,1,0.85,1,0.85,2,1.71,1,0.85,1,0.85,0,0.0,2,1.71,1,0.85,1,0.85,2,1.71,0,0.0,10,8.55,9,7.69,5,4.27,0,0.0,0,0.0,1,0.85,4,3.42,4,3.42,49016
49,17,78,4,5.13,4,5.13,4,5.13,1,1.28,1,1.28,2,2.56,13,16.67,11,14.1,11,14.1,3,3.85,2,2.56,0,0.0,2,2.56,1,1.28,0,0.0,1,1.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,5.13,4,5.13,3,3.85,0,0.0,0,0.0,2,2.56,3,3.85,2,2.56,49017
49,18,85,9,10.59,9,10.59,9,10.59,1,1.18,0,0.0,0,0.0,11,12.94,10,11.76,10,11.76,1,1.18,1,1.18,2,2.35,0,0.0,2,2.35,1,1.18,0,0.0,0,0.0,1,1.18,0,0.0,0,0.0,1,1.18,4,4.71,5,5.88,4,4.71,1,1.18,1,1.18,1,1.18,1,1.18,0,0.0,49018
49,19,56,3,5.36,4,7.14,4,7.14,0,0.0,1,1.79,0,0.0,3,5.36,2,3.57,2,3.57,2,3.57,1,1.79,1,1.79,0,0.0,1,1.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,12.5,7,12.5,6,10.71,0,0.0,0,0.0,4,7.14,4,7.14,4,7.14,49019
49,20,121,9,7.44,9,7.44,9,7.44,0,0.0,2,1.65,2,1.65,15,12.4,13,10.74,13,10.74,1,0.83,0,0.0,0,0.0,0,0.0,0,0.0,1,0.83,0,0.0,1,0.83,2,1.65,1,0.83,2,1.65,0,0.0,10,8.26,9,7.44,7,5.79,1,0.83,1,0.83,5,4.13,4,3.31,4,3.31,49020
49,21,55,8,14.55,7,12.73,8,14.55,1,1.82,0,0.0,1,1.82,3,5.45,3,5.45,4,7.27,1,1.82,0,0.0,1,1.82,1,1.82,0,0.0,0,0.0,1,1.82,0,0.0,1,1.82,1,1.82,0,0.0,2,3.64,4,7.27,3,5.45,3,5.45,1,1.82,0,0.0,0,0.0,0,0.0,1,1.82,49021
49,22,117,10,8.55,9,7.69,9,7.69,0,0.0,1,0.85,1,0.85,12,10.26,10,8.55,10,8.55,1,0.85,1,0.85,2,1.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.85,0,0.0,0,0.0,9,7.69,12,10.26,9,7.69,1,0.85,3,2.56,5,4.27,6,5.13,5,4.27,49022
49,23,79,7,8.86,6,7.59,7,8.86,0,0.0,1,1.27,0,0.0,5,6.33,4,5.06,5,6.33,3,3.8,2,2.53,1,1.27,2,2.53,1,1.27,0,0.0,1,1.27,0,0.0,1,1.27,0,0.0,0,0.0,0,0.0,7,8.86,7,8.86,4,5.06,2,2.53,2,2.53,4,5.06,4,5.06,3,3.8,49023
49,24,44,2,4.55,2,4.55,2,4.55,0,0.0,0,0.0,0,0.0,10,22.73,11,25.0,10,22.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,4.55,1,2.27,0,0.0,0,0.0,0,0.0,0,0.0,3,6.82,1,2.27,49024
49,25,132,9,6.82,7,5.3,9,6.82,1,0.76,0,0.0,0,0.0,11,8.33,11,8.33,12,9.09,1,0.76,1,0.76,1,0.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.76,1,0.76,15,11.36,16,12.12,15,11.36,0,0.0,1,0.76,5,3.79,10,7.58,5,3.79,49025
49,26,154,15,9.74,12,7.79,13,8.44,1,0.65,3,1.95,0,0.0,27,17.53,29,18.83,26,16.88,2,1.3,2,1.3,0,0.0,0,0.0,1,0.65,0,0.0,2,1.3,1,0.65,1,0.65,0,0.0,1,0.65,1,0.65,6,3.9,5,3.25,2,1.3,0,0.0,0,0.0,2,1.3,1,0.65,1,0.65,49026
49,27,87,6,6.9,6,6.9,7,8.05,0,0.0,4,4.6,0,0.0,10,11.49,10,11.49,10,11.49,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.15,2,2.3,0,0.0,1,1.15,0,0.0,0,0.0,0,0.0,7,8.05,5,5.75,4,4.6,0,0.0,0,0.0,4,4.6,6,6.9,4,4.6,49027
49,28,108,8,7.41,6,5.56,7,6.48,0,0.0,1,0.93,0,0.0,10,9.26,9,8.33,8,7.41,1,0.93,1,0.93,1,0.93,0,0.0,1,0.93,0,0.0,0,0.0,1,0.93,0,0.0,1,0.93,1,0.93,1,0.93,11,10.19,11,10.19,10,9.26,0,0.0,0,0.0,6,5.56,6,5.56,7,6.48,49028
49,29,99,9,9.09,12,12.12,11,11.11,1,1.01,0,0.0,0,0.0,7,7.07,9,9.09,6,6.06,2,2.02,1,1.01,1,1.01,1,1.01,1,1.01,1,1.01,0,0.0,1,1.01,1,1.01,2,2.02,1,1.01,2,2.02,5,5.05,8,8.08,3,3.03,0,0.0,0,0.0,3,3.03,7,7.07,4,4.04,49029
49,30,122,11,9.02,11,9.02,12,9.84,0,0.0,1,0.82,1,0.82,12,9.84,12,9.84,12,9.84,3,2.46,2,1.64,4,3.28,1,0.82,1,0.82,0,0.0,1,0.82,0,0.0,1,0.82,0,0.0,0,0.0,0,0.0,8,6.56,10,8.2,4,3.28,1,0.82,2,1.64,3,2.46,4,3.28,5,4.1,49030
49,31,94,8,8.51,10,10.64,10,10.64,0,0.0,0,0.0,0,0.0,11,11.7,11,11.7,11,11.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.06,1,1.06,0,0.0,0,0.0,9,9.57,9,9.57,9,9.57,0,0.0,0,0.0,1,1.06,2,2.13,1,1.06,49031
49,32,60,2,3.33,3,5.0,3,5.0,1,1.67,1,1.67,0,0.0,11,18.33,12,20.0,10,16.67,0,0.0,1,1.67,1,1.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,6.67,3,5.0,3,5.0,0,0.0,0,0.0,1,1.67,2,3.33,2,3.33,49032
49,33,50,4,8.0,5,10.0,5,10.0,0,0.0,1,2.0,0,0.0,4,8.0,5,10.0,4,8.0,1,2.0,2,4.0,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,8.0,4,8.0,4,8.0,0,0.0,1,2.0,1,2.0,1,2.0,3,6.0,49033
50,1,307,41,13.36,46,14.98,56,18.24,0,0.0,1,0.33,1,0.33,15,4.89,15,4.89,16,5.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.65,1,0.33,3,0.98,0,0.0,1,0.33,1,0.33,13,4.23,13,4.23,8,2.61,0,0.0,0,0.0,21,6.84,31,10.1,22,7.17,50001
50,2,173,29,16.76,30,17.34,32,18.5,0,0.0,0,0.0,1,0.58,16,9.25,15,8.67,14,8.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,4.05,6,3.47,6,3.47,0,0.0,0,0.0,5,2.89,6,3.47,5,2.89,50002
50,3,231,27,11.69,28,12.12,32,13.85,0,0.0,0,0.0,1,0.43,18,7.79,17,7.36,19,8.23,2,0.87,1,0.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.43,0,0.0,0,0.0,0,0.0,12,5.19,11,4.76,8,3.46,0,0.0,0,0.0,17,7.36,19,8.23,18,7.79,50003
50,4,199,13,6.53,14,7.04,16,8.04,2,1.01,3,1.51,2,1.01,26,13.07,24,12.06,25,12.56,2,1.01,0,0.0,2,1.01,0,0.0,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,2,1.01,2,1.01,1,0.5,9,4.52,9,4.52,4,2.01,1,0.5,2,1.01,11,5.53,14,7.04,13,6.53,50004
50,5,323,30,9.29,33,10.22,40,12.38,1,0.31,2,0.62,2,0.62,30,9.29,31,9.6,31,9.6,3,0.93,1,0.31,1,0.31,0,0.0,1,0.31,0,0.0,0,0.0,0,0.0,5,1.55,3,0.93,1,0.31,2,0.62,20,6.19,22,6.81,16,4.95,1,0.31,0,0.0,15,4.64,18,5.57,14,4.33,50005
50,6,167,14,8.38,17,10.18,21,12.57,3,1.8,2,1.2,1,0.6,13,7.78,15,8.98,14,8.38,2,1.2,2,1.2,2,1.2,0,0.0,2,1.2,0,0.0,1,0.6,0,0.0,1,0.6,0,0.0,1,0.6,1,0.6,8,4.79,9,5.39,6,3.59,1,0.6,0,0.0,7,4.19,13,7.78,11,6.59,50006
50,7,110,8,7.27,7,6.36,7,6.36,0,0.0,0,0.0,0,0.0,14,12.73,15,13.64,15,13.64,0,0.0,1,0.91,0,0.0,1,0.91,1,0.91,1,0.91,1,0.91,0,0.0,0,0.0,0,0.0,0,0.0,1,0.91,11,10.0,10,9.09,8,7.27,0,0.0,0,0.0,4,3.64,3,2.73,2,1.82,50007
50,8,71,4,5.63,4,5.63,5,7.04,0,0.0,0,0.0,1,1.41,11,15.49,12,16.9,10,14.08,2,2.82,0,0.0,1,1.41,0,0.0,1,1.41,0,0.0,1,1.41,0,0.0,0,0.0,1,1.41,1,1.41,1,1.41,2,2.82,2,2.82,2,2.82,0,0.0,1,1.41,3,4.23,3,4.23,3,4.23,50008
50,9,107,9,8.41,8,7.48,10,9.35,0,0.0,1,0.93,0,0.0,13,12.15,12,11.21,12,11.21,2,1.87,2,1.87,2,1.87,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.93,0,0.0,0,0.0,0,0.0,7,6.54,8,7.48,7,6.54,0,0.0,0,0.0,4,3.74,4,3.74,5,4.67,50009
50,10,235,27,11.49,28,11.91,30,12.77,2,0.85,2,0.85,4,1.7,18,7.66,21,8.94,20,8.51,2,0.85,2,0.85,5,2.13,0,0.0,0,0.0,0,0.0,0,0.0,2,0.85,0,0.0,0,0.0,3,1.28,1,0.43,7,2.98,8,3.4,5,2.13,0,0.0,1,0.43,15,6.38,16,6.81,16,6.81,50010
50,11,313,46,14.7,51,16.29,57,18.21,1,0.32,0,0.0,1,0.32,16,5.11,16,5.11,14,4.47,0,0.0,0,0.0,1,0.32,0,0.0,0,0.0,0,0.0,0,0.0,1,0.32,1,0.32,0,0.0,0,0.0,1,0.32,12,3.83,13,4.15,8,2.56,0,0.0,0,0.0,20,6.39,31,9.9,23,7.35,50011
50,12,123,19,15.45,21,17.07,20,16.26,1,0.81,1,0.81,1,0.81,11,8.94,11,8.94,9,7.32,1,0.81,1,0.81,1,0.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,4.88,7,5.69,4,3.25,0,0.0,0,0.0,3,2.44,4,3.25,2,1.63,50012
50,13,82,9,10.98,7,8.54,7,8.54,1,1.22,0,0.0,2,2.44,13,15.85,10,12.2,11,13.41,1,1.22,2,2.44,1,1.22,0,0.0,0,0.0,0,0.0,0,0.0,1,1.22,0,0.0,0,0.0,0,0.0,0,0.0,3,3.66,3,3.66,3,3.66,0,0.0,0,0.0,2,2.44,2,2.44,4,4.88,50013
50,14,122,14,11.48,14,11.48,15,12.3,0,0.0,1,0.82,0,0.0,15,12.3,14,11.48,11,9.02,1,0.82,2,1.64,0,0.0,0,0.0,0,0.0,0,0.0,1,0.82,0,0.0,1,0.82,0,0.0,0,0.0,0,0.0,4,3.28,4,3.28,4,3.28,0,0.0,1,0.82,6,4.92,7,5.74,7,5.74,50014
50,15,147,6,4.08,5,3.4,7,4.76,0,0.0,0,0.0,0,0.0,24,16.33,24,16.33,23,15.65,0,0.0,1,0.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.68,1,0.68,12,8.16,11,7.48,7,4.76,1,0.68,0,0.0,8,5.44,9,6.12,7,4.76,50015
50,16,95,8,8.42,8,8.42,7,7.37,1,1.05,1,1.05,1,1.05,14,14.74,14,14.74,15,15.79,1,1.05,1,1.05,0,0.0,0,0.0,0,0.0,1,1.05,0,0.0,1,1.05,0,0.0,0,0.0,1,1.05,0,0.0,3,3.16,3,3.16,1,1.05,0,0.0,0,0.0,4,4.21,5,5.26,5,5.26,50016
50,17,126,18,14.29,21,16.67,23,18.25,0,0.0,0,0.0,1,0.79,11,8.73,9,7.14,9,7.14,0,0.0,0,0.0,0,0.0,1,0.79,0,0.0,0,0.0,1,0.79,0,0.0,1,0.79,0,0.0,1,0.79,0,0.0,1,0.79,2,1.59,1,0.79,0,0.0,0,0.0,8,6.35,11,8.73,7,5.56,50017
50,18,78,6,7.69,6,7.69,10,12.82,0,0.0,1,1.28,0,0.0,5,6.41,5,6.41,5,6.41,1,1.28,1,1.28,1,1.28,1,1.28,0,0.0,0,0.0,1,1.28,0,0.0,3,3.85,0,0.0,0,0.0,0,0.0,8,10.26,8,10.26,5,6.41,0,0.0,0,0.0,4,5.13,4,5.13,3,3.85,50018
50,19,82,8,9.76,6,7.32,7,8.54,2,2.44,1,1.22,2,2.44,7,8.54,7,8.54,9,10.98,1,1.22,0,0.0,0,0.0,0,0.0,1,1.22,0,0.0,0,0.0,0,0.0,1,1.22,0,0.0,0,0.0,0,0.0,4,4.88,4,4.88,4,4.88,0,0.0,0,0.0,6,7.32,6,7.32,6,7.32,50019
50,20,133,14,10.53,12,9.02,15,11.28,1,0.75,1,0.75,0,0.0,16,12.03,17,12.78,14,10.53,2,1.5,2,1.5,2,1.5,0,0.0,0,0.0,2,1.5,0,0.0,0,0.0,0,0.0,1,0.75,1,0.75,0,0.0,3,2.26,4,3.01,2,1.5,0,0.0,0,0.0,7,5.26,9,6.77,8,6.02,50020
50,21,149,25,16.78,23,15.44,22,14.77,1,0.67,0,0.0,1,0.67,8,5.37,10,6.71,9,6.04,2,1.34,1,0.67,0,0.0,1,0.67,0,0.0,1,0.67,0,0.0,0,0.0,1,0.67,1,0.67,1,0.67,0,0.0,9,6.04,11,7.38,7,4.7,2,1.34,1,0.67,2,1.34,6,4.03,4,2.68,50021
50,22,175,16,9.14,19,10.86,22,12.57,0,0.0,1,0.57,2,1.14,19,10.86,23,13.14,19,10.86,2,1.14,3,1.71,1,0.57,0,0.0,0,0.0,0,0.0,1,0.57,0,0.0,3,1.71,1,0.57,2,1.14,0,0.0,6,3.43,7,4.0,4,2.29,0,0.0,0,0.0,5,2.86,11,6.29,8,4.57,50022
50,23,129,14,10.85,16,12.4,18,13.95,1,0.78,1,0.78,1,0.78,14,10.85,16,12.4,15,11.63,0,0.0,0,0.0,0,0.0,0,0.0,1,0.78,0,0.0,0,0.0,0,0.0,1,0.78,1,0.78,1,0.78,2,1.55,6,4.65,6,4.65,6,4.65,0,0.0,0,0.0,3,2.33,3,2.33,3,2.33,50023
50,25,214,17,7.94,25,11.68,24,11.21,0,0.0,1,0.47,0,0.0,25,11.68,26,12.15,21,9.81,1,0.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,4.67,10,4.67,5,2.34,0,0.0,0,0.0,12,5.61,21,9.81,16,7.48,50025
50,26,117,8,6.84,10,8.55,7,5.98,3,2.56,1,0.85,1,0.85,9,7.69,11,9.4,10,8.55,2,1.71,3,2.56,3,2.56,2,1.71,0,0.0,0,0.0,0,0.0,1,0.85,2,1.71,0,0.0,0,0.0,0,0.0,9,7.69,7,5.98,7,5.98,3,2.56,1,0.85,6,5.13,6,5.13,5,4.27,50026
50,27,91,12,13.19,13,14.29,13,14.29,0,0.0,1,1.1,0,0.0,6,6.59,9,9.89,7,7.69,0,0.0,2,2.2,0,0.0,0,0.0,0,0.0,1,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.2,2,2.2,2,2.2,0,0.0,0,0.0,7,7.69,7,7.69,7,7.69,50027
50,28,92,8,8.7,7,7.61,6,6.52,2,2.17,0,0.0,0,0.0,13,14.13,15,16.3,14,15.22,2,2.17,3,3.26,1,1.09,0,0.0,1,1.09,0,0.0,1,1.09,0,0.0,2,2.17,2,2.17,0,0.0,1,1.09,3,3.26,4,4.35,3,3.26,1,1.09,0,0.0,1,1.09,1,1.09,1,1.09,50028
50,29,67,4,5.97,6,8.96,5,7.46,0,0.0,1,1.49,1,1.49,5,7.46,5,7.46,4,5.97,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.49,0,0.0,1,1.49,2,2.99,2,2.99,1,1.49,5,7.46,4,5.97,3,4.48,1,1.49,1,1.49,4,5.97,4,5.97,7,10.45,50029
50,30,83,7,8.43,6,7.23,6,7.23,0,0.0,0,0.0,0,0.0,13,15.66,12,14.46,11,13.25,3,3.61,2,2.41,2,2.41,1,1.2,1,1.2,1,1.2,0,0.0,0,0.0,1,1.2,0,0.0,0,0.0,0,0.0,2,2.41,2,2.41,2,2.41,1,1.2,0,0.0,3,3.61,4,4.82,3,3.61,50030
50,31,64,3,4.69,2,3.13,3,4.69,0,0.0,0,0.0,1,1.56,12,18.75,14,21.88,13,20.31,1,1.56,0,0.0,0,0.0,0,0.0,1,1.56,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,3.13,3,4.69,1,1.56,1,1.56,0,0.0,2,3.13,3,4.69,2,3.13,50031
50,32,81,4,4.94,2,2.47,3,3.7,0,0.0,1,1.23,1,1.23,11,13.58,13,16.05,13,16.05,0,0.0,1,1.23,2,2.47,2,2.47,0,0.0,0,0.0,2,2.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,6.17,7,8.64,4,4.94,0,0.0,0,0.0,3,3.7,3,3.7,4,4.94,50032
50,33,289,29,10.03,33,11.42,41,14.19,0,0.0,1,0.35,0,0.0,23,7.96,24,8.3,23,7.96,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.38,0,0.0,0,0.0,1,0.35,17,5.88,18,6.23,9,3.11,0,0.0,1,0.35,19,6.57,27,9.34,19,6.57,50033
50,34,260,22,8.46,22,8.46,22,8.46,0,0.0,3,1.15,1,0.38,28,10.77,29,11.15,26,10.0,3,1.15,1,0.38,1,0.38,0,0.0,0,0.0,1,0.38,0,0.0,0,0.0,2,0.77,1,0.38,0,0.0,1,0.38,19,7.31,19,7.31,15,5.77,0,0.0,1,0.38,14,5.38,15,5.77,14,5.38,50034
50,35,118,10,8.47,11,9.32,10,8.47,0,0.0,0,0.0,0,0.0,16,13.56,15,12.71,14,11.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,4.24,5,4.24,4,3.39,0,0.0,0,0.0,9,7.63,10,8.47,9,7.63,50035
50,36,178,10,5.62,12,6.74,12,6.74,0,0.0,1,0.56,1,0.56,31,17.42,30,16.85,28,15.73,2,1.12,1,0.56,1,0.56,0,0.0,1,0.56,1,0.56,1,0.56,0,0.0,1,0.56,1,0.56,1,0.56,0,0.0,9,5.06,7,3.93,9,5.06,2,1.12,2,1.12,5,2.81,5,2.81,4,2.25,50036
50,37,149,13,8.72,9,6.04,9,6.04,0,0.0,0,0.0,1,0.67,21,14.09,21,14.09,20,13.42,2,1.34,1,0.67,1,0.67,0,0.0,0,0.0,1,0.67,2,1.34,0,0.0,1,0.67,0,0.0,2,1.34,1,0.67,5,3.36,5,3.36,4,2.68,1,0.67,1,0.67,8,5.37,9,6.04,11,7.38,50037
50,38,84,10,11.9,10,11.9,10,11.9,0,0.0,0,0.0,1,1.19,9,10.71,7,8.33,9,10.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.19,0,0.0,1,1.19,3,3.57,0,0.0,0,0.0,0,0.0,2,2.38,3,3.57,1,1.19,0,0.0,0,0.0,5,5.95,7,8.33,5,5.95,50038
50,39,162,15,9.26,17,10.49,17,10.49,0,0.0,1,0.62,1,0.62,19,11.73,21,12.96,19,11.73,0,0.0,0,0.0,1,0.62,1,0.62,0,0.0,0,0.0,1,0.62,0,0.0,0,0.0,1,0.62,1,0.62,1,0.62,8,4.94,8,4.94,7,4.32,0,0.0,1,0.62,6,3.7,9,5.56,7,4.32,50039
50,40,434,48,11.06,51,11.75,58,13.36,2,0.46,0,0.0,4,0.92,38,8.76,37,8.53,32,7.37,2,0.46,3,0.69,2,0.46,0,0.0,1,0.23,0,0.0,1,0.23,0,0.0,5,1.15,1,0.23,1,0.23,0,0.0,23,5.3,21,4.84,17,3.92,1,0.23,3,0.69,24,5.53,32,7.37,27,6.22,50040
