ward,precinct,total,LORI LIGHTFOOT,LORI LIGHTFOOT Percent,TONI PRECKWINKLE,TONI PRECKWINKLE Percent,precinct_id
32,36,308,268,87.01,40,12.99,32036
32,37,239,196,82.01,43,17.99,32037
32,38,251,198,78.88,53,21.12,32038
32,39,339,299,88.2,40,11.8,32039
32,40,339,272,80.24,67,19.76,32040
32,41,332,275,82.83,57,17.17,32041
32,42,240,202,84.17,38,15.83,32042
32,43,272,199,73.16,73,26.84,32043
33,1,352,228,64.77,124,35.23,33001
33,2,500,305,61.0,195,39.0,33002
33,3,490,360,73.47,130,26.53,33003
33,4,486,332,68.31,154,31.69,33004
33,5,316,252,79.75,64,20.25,33005
33,6,322,244,75.78,78,24.22,33006
33,7,386,263,68.13,123,31.87,33007
33,8,610,474,77.7,136,22.3,33008
33,9,448,362,80.8,86,19.2,33009
33,10,430,328,76.28,102,23.72,33010
33,11,446,326,73.09,120,26.91,33011
33,12,371,275,74.12,96,25.88,33012
33,13,352,232,65.91,120,34.09,33013
33,14,156,105,67.31,51,32.69,33014
33,15,347,250,72.05,97,27.95,33015
33,16,483,350,72.46,133,27.54,33016
33,17,413,306,74.09,107,25.91,33017
33,18,429,275,64.1,154,35.9,33018
33,19,404,299,74.01,105,25.99,33019
33,20,436,290,66.51,146,33.49,33020
33,21,390,260,66.67,130,33.33,33021
33,22,385,279,72.47,106,27.53,33022
33,23,428,316,73.83,112,26.17,33023
33,24,616,446,72.4,170,27.6,33024
33,25,469,363,77.4,106,22.6,33025
33,26,269,150,55.76,119,44.24,33026
33,27,394,275,69.8,119,30.2,33027
33,28,329,182,55.32,147,44.68,33028
34,1,270,188,69.63,82,30.37,34001
34,2,236,147,62.29,89,37.71,34002
34,3,230,162,70.43,68,29.57,34003
34,4,157,111,70.7,46,29.3,34004
34,5,226,165,73.01,61,26.99,34005
34,6,286,190,66.43,96,33.57,34006
34,7,315,218,69.21,97,30.79,34007
34,8,195,129,66.15,66,33.85,34008
34,9,169,119,70.41,50,29.59,34009
34,10,235,168,71.49,67,28.51,34010
34,11,176,117,66.48,59,33.52,34011
34,12,276,185,67.03,91,32.97,34012
34,13,242,169,69.83,73,30.17,34013
34,14,184,138,75.0,46,25.0,34014
34,15,181,128,70.72,53,29.28,34015
34,16,207,154,74.4,53,25.6,34016
34,17,311,224,72.03,87,27.97,34017
34,18,180,133,73.89,47,26.11,34018
34,19,264,174,65.91,90,34.09,34019
34,20,318,208,65.41,110,34.59,34020
34,21,325,220,67.69,105,32.31,34021
34,22,291,193,66.32,98,33.68,34022
34,23,184,122,66.3,62,33.7,34023
34,24,199,133,66.83,66,33.17,34024
34,25,357,227,63.59,130,36.41,34025
34,26,239,170,71.13,69,28.87,34026
34,27,211,142,67.3,69,32.7,34027
34,28,140,102,72.86,38,27.14,34028
34,29,191,139,72.77,52,27.23,34029
34,30,262,176,67.18,86,32.82,34030
34,31,202,124,61.39,78,38.61,34031
34,32,217,158,72.81,59,27.19,34032
34,33,180,122,67.78,58,32.22,34033
34,34,280,179,63.93,101,36.07,34034
34,35,270,193,71.48,77,28.52,34035
34,36,261,169,64.75,92,35.25,34036
34,37,146,105,71.92,41,28.08,34037
34,38,100,76,76.0,24,24.0,34038
34,39,165,119,72.12,46,27.88,34039
34,40,245,186,75.92,59,24.08,34040
34,41,146,104,71.23,42,28.77,34041
34,42,247,159,64.37,88,35.63,34042
34,43,239,159,66.53,80,33.47,34043
34,44,267,185,69.29,82,30.71,34044
34,45,274,200,72.99,74,27.01,34045
34,46,183,126,68.85,57,31.15,34046
34,47,226,162,71.68,64,28.32,34047
34,48,283,180,63.6,103,36.4,34048
34,49,243,166,68.31,77,31.69,34049
34,50,187,127,67.91,60,32.09,34050
34,51,285,203,71.23,82,28.77,34051
34,52,220,144,65.45,76,34.55,34052
34,53,151,107,70.86,44,29.14,34053
35,1,250,142,56.8,108,43.2,35001
35,2,373,275,73.73,98,26.27,35002
35,3,193,110,56.99,83,43.01,35003
35,4,245,167,68.16,78,31.84,35004
35,5,218,143,65.6,75,34.4,35005
35,6,198,114,57.58,84,42.42,35006
35,7,245,137,55.92,108,44.08,35007
35,8,241,138,57.26,103,42.74,35008
35,9,243,172,70.78,71,29.22,35009
35,10,338,210,62.13,128,37.87,35010
35,11,277,165,59.57,112,40.43,35011
35,12,120,80,66.67,40,33.33,35012
35,13,105,71,67.62,34,32.38,35013
35,14,164,119,72.56,45,27.44,35014
35,15,277,144,51.99,133,48.01,35015
35,16,102,78,76.47,24,23.53,35016
35,17,290,177,61.03,113,38.97,35017
35,18,136,95,69.85,41,30.15,35018
35,19,115,86,74.78,29,25.22,35019
35,20,212,151,71.23,61,28.77,35020
35,21,237,165,69.62,72,30.38,35021
35,22,281,180,64.06,101,35.94,35022
35,23,270,204,75.56,66,24.44,35023
35,24,239,185,77.41,54,22.59,35024
35,25,256,154,60.16,102,39.84,35025
35,26,230,169,73.48,61,26.52,35026
35,27,190,124,65.26,66,34.74,35027
35,28,268,203,75.75,65,24.25,35028
35,29,184,120,65.22,64,34.78,35029
35,30,192,146,76.04,46,23.96,35030
35,31,275,208,75.64,67,24.36,35031
36,1,197,166,84.26,31,15.74,36001
36,2,175,141,80.57,34,19.43,36002
36,3,177,135,76.27,42,23.73,36003
36,4,163,128,78.53,35,21.47,36004
36,5,143,109,76.22,34,23.78,36005
36,6,146,110,75.34,36,24.66,36006
36,7,302,261,86.42,41,13.58,36007
36,8,129,103,79.84,26,20.16,36008
36,9,117,94,80.34,23,19.66,36009
36,10,242,195,80.58,47,19.42,36010
36,11,119,95,79.83,24,20.17,36011
36,12,90,67,74.44,23,25.56,36012
36,13,117,87,74.36,30,25.64,36013
36,14,250,206,82.4,44,17.6,36014
36,15,218,185,84.86,33,15.14,36015
36,16,230,197,85.65,33,14.35,36016
36,17,275,235,85.45,40,14.55,36017
36,18,249,195,78.31,54,21.69,36018
36,19,209,177,84.69,32,15.31,36019
36,20,232,201,86.64,31,13.36,36020
36,21,141,111,78.72,30,21.28,36021
36,22,131,103,78.63,28,21.37,36022
36,23,138,113,81.88,25,18.12,36023
36,24,194,162,83.51,32,16.49,36024
36,25,139,110,79.14,29,20.86,36025
36,26,205,178,86.83,27,13.17,36026
36,27,196,160,81.63,36,18.37,36027
36,28,187,157,83.96,30,16.04,36028
36,29,257,218,84.82,39,15.18,36029
36,30,192,158,82.29,34,17.71,36030
37,1,190,111,58.42,79,41.58,37001
37,2,128,101,78.91,27,21.09,37002
37,3,133,101,75.94,32,24.06,37003
37,4,133,92,69.17,41,30.83,37004
37,5,246,187,76.02,59,23.98,37005
37,6,218,168,77.06,50,22.94,37006
37,7,149,121,81.21,28,18.79,37007
37,8,120,87,72.5,33,27.5,37008
37,9,210,156,74.29,54,25.71,37009
37,10,226,147,65.04,79,34.96,37010
37,11,133,94,70.68,39,29.32,37011
37,12,125,85,68.0,40,32.0,37012
37,13,136,88,64.71,48,35.29,37013
37,14,205,143,69.76,62,30.24,37014
37,15,239,167,69.87,72,30.13,37015
37,16,211,137,64.93,74,35.07,37016
37,17,170,136,80.0,34,20.0,37017
37,18,199,154,77.39,45,22.61,37018
37,19,127,97,76.38,30,23.62,37019
37,20,139,104,74.82,35,25.18,37020
37,21,172,129,75.0,43,25.0,37021
37,22,167,112,67.07,55,32.93,37022
37,23,207,159,76.81,48,23.19,37023
37,24,225,171,76.0,54,24.0,37024
37,25,189,146,77.25,43,22.75,37025
37,26,273,194,71.06,79,28.94,37026
37,27,213,136,63.85,77,36.15,37027
37,28,144,95,65.97,49,34.03,37028
37,29,208,156,75.0,52,25.0,37029
37,30,188,155,82.45,33,17.55,37030
37,31,205,132,64.39,73,35.61,37031
37,32,189,140,74.07,49,25.93,37032
37,33,234,165,70.51,69,29.49,37033
37,34,201,141,70.15,60,29.85,37034
37,35,244,183,75.0,61,25.0,37035
37,36,181,132,72.93,49,27.07,37036
37,37,249,181,72.69,68,27.31,37037
37,38,247,194,78.54,53,21.46,37038
37,39,190,138,72.63,52,27.37,37039
37,40,257,190,73.93,67,26.07,37040
37,41,199,161,80.9,38,19.1,37041
38,1,222,179,80.63,43,19.37,38001
38,2,337,301,89.32,36,10.68,38002
38,3,221,188,85.07,33,14.93,38003
38,4,242,203,83.88,39,16.12,38004
38,5,220,181,82.27,39,17.73,38005
38,6,213,182,85.45,31,14.55,38006
38,7,237,215,90.72,22,9.28,38007
38,8,220,168,76.36,52,23.64,38008
38,9,294,260,88.44,34,11.56,38009
38,10,196,173,88.27,23,11.73,38010
38,11,197,157,79.7,40,20.3,38011
38,12,240,218,90.83,22,9.17,38012
38,13,262,224,85.5,38,14.5,38013
38,14,266,221,83.08,45,16.92,38014
38,15,204,165,80.88,39,19.12,38015
38,16,280,240,85.71,40,14.29,38016
38,17,319,289,90.6,30,9.4,38017
38,18,272,245,90.07,27,9.93,38018
38,19,296,234,79.05,62,20.95,38019
38,20,257,233,90.66,24,9.34,38020
38,21,204,153,75.0,51,25.0,38021
38,22,260,224,86.15,36,13.85,38022
38,23,270,215,79.63,55,20.37,38023
38,24,261,228,87.36,33,12.64,38024
38,25,198,167,84.34,31,15.66,38025
38,26,247,203,82.19,44,17.81,38026
38,27,230,194,84.35,36,15.65,38027
38,28,313,280,89.46,33,10.54,38028
38,29,208,181,87.02,27,12.98,38029
38,30,240,199,82.92,41,17.08,38030
38,31,267,208,77.9,59,22.1,38031
38,32,209,173,82.78,36,17.22,38032
38,33,216,162,75.0,54,25.0,38033
38,34,268,204,76.12,64,23.88,38034
38,35,249,197,79.12,52,20.88,38035
38,36,218,175,80.28,43,19.72,38036
38,37,242,206,85.12,36,14.88,38037
38,38,235,206,87.66,29,12.34,38038
38,39,287,224,78.05,63,21.95,38039
38,40,248,206,83.06,42,16.94,38040
38,41,267,217,81.27,50,18.73,38041
39,1,338,285,84.32,53,15.68,39001
39,2,371,259,69.81,112,30.19,39002
39,3,335,272,81.19,63,18.81,39003
39,4,342,298,87.13,44,12.87,39004
39,5,300,236,78.67,64,21.33,39005
39,6,265,208,78.49,57,21.51,39006
39,7,289,222,76.82,67,23.18,39007
39,8,337,256,75.96,81,24.04,39008
39,9,286,211,73.78,75,26.22,39009
39,10,170,115,67.65,55,32.35,39010
39,11,290,239,82.41,51,17.59,39011
39,12,330,233,70.61,97,29.39,39012
39,13,222,163,73.42,59,26.58,39013
39,14,308,251,81.49,57,18.51,39014
39,15,355,312,87.89,43,12.11,39015
39,16,173,126,72.83,47,27.17,39016
39,17,361,291,80.61,70,19.39,39017
39,18,303,219,72.28,84,27.72,39018
39,19,331,258,77.95,73,22.05,39019
39,20,414,353,85.27,61,14.73,39020
39,21,290,251,86.55,39,13.45,39021
39,22,200,133,66.5,67,33.5,39022
39,23,361,326,90.3,35,9.7,39023
39,24,461,403,87.42,58,12.58,39024
39,25,180,123,68.33,57,31.67,39025
39,26,323,270,83.59,53,16.41,39026
39,27,63,52,82.54,11,17.46,39027
39,28,425,326,76.71,99,23.29,39028
39,29,126,84,66.67,42,33.33,39029
39,30,341,237,69.5,104,30.5,39030
39,31,254,182,71.65,72,28.35,39031
39,32,251,185,73.71,66,26.29,39032
39,33,354,241,68.08,113,31.92,39033
39,34,276,198,71.74,78,28.26,39034
39,35,306,222,72.55,84,27.45,39035
39,36,85,63,74.12,22,25.88,39036
39,37,350,279,79.71,71,20.29,39037
39,38,212,170,80.19,42,19.81,39038
39,39,227,186,81.94,41,18.06,39039
39,40,324,273,84.26,51,15.74,39040
39,41,389,325,83.55,64,16.45,39041
39,42,398,337,84.67,61,15.33,39042
39,43,352,302,85.8,50,14.2,39043
39,44,306,250,81.7,56,18.3,39044
39,45,347,298,85.88,49,14.12,39045
40,1,296,215,72.64,81,27.36,40001
40,2,318,243,76.42,75,23.58,40002
40,3,432,310,71.76,122,28.24,40003
40,4,222,158,71.17,64,28.83,40004
40,5,396,281,70.96,115,29.04,40005
40,6,432,289,66.9,143,33.1,40006
40,7,381,292,76.64,89,23.36,40007
40,8,460,319,69.35,141,30.65,40008
40,9,264,187,70.83,77,29.17,40009
40,10,281,215,76.51,66,23.49,40010
40,11,404,313,77.48,91,22.52,40011
40,12,297,235,79.12,62,20.88,40012
40,13,521,330,63.34,191,36.66,40013
40,14,234,178,76.07,56,23.93,40014
40,15,306,219,71.57,87,28.43,40015
40,16,508,360,70.87,148,29.13,40016
40,17,339,242,71.39,97,28.61,40017
40,18,209,144,68.9,65,31.1,40018
40,19,395,273,69.11,122,30.89,40019
40,20,303,215,70.96,88,29.04,40020
40,21,447,348,77.85,99,22.15,40021
40,22,383,308,80.42,75,19.58,40022
40,23,481,347,72.14,134,27.86,40023
40,24,259,157,60.62,102,39.38,40024
40,25,455,326,71.65,129,28.35,40025
40,26,383,282,73.63,101,26.37,40026
40,27,434,287,66.13,147,33.87,40027
40,28,384,244,63.54,140,36.46,40028
40,29,380,287,75.53,93,24.47,40029
40,30,408,288,70.59,120,29.41,40030
40,31,417,300,71.94,117,28.06,40031
40,32,439,315,71.75,124,28.25,40032
40,33,412,286,69.42,126,30.58,40033
40,34,279,203,72.76,76,27.24,40034
40,35,200,127,63.5,73,36.5,40035
40,36,357,274,76.75,83,23.25,40036
40,37,293,209,71.33,84,28.67,40037
40,38,421,285,67.7,136,32.3,40038
40,39,82,63,76.83,19,23.17,40039
41,1,274,251,91.61,23,8.39,41001
41,2,312,282,90.38,30,9.62,41002
41,3,319,274,85.89,45,14.11,41003
41,4,349,321,91.98,28,8.02,41004
41,5,323,285,88.24,38,11.76,41005
41,6,385,340,88.31,45,11.69,41006
41,7,351,311,88.6,40,11.4,41007
41,8,337,302,89.61,35,10.39,41008
41,9,300,254,84.67,46,15.33,41009
41,10,397,355,89.42,42,10.58,41010
41,11,340,301,88.53,39,11.47,41011
41,12,303,257,84.82,46,15.18,41012
41,13,381,323,84.78,58,15.22,41013
41,14,382,339,88.74,43,11.26,41014
41,15,419,376,89.74,43,10.26,41015
41,16,306,284,92.81,22,7.19,41016
41,17,329,271,82.37,58,17.63,41017
41,18,301,266,88.37,35,11.63,41018
41,19,363,322,88.71,41,11.29,41019
41,20,242,194,80.17,48,19.83,41020
41,21,360,302,83.89,58,16.11,41021
41,22,371,343,92.45,28,7.55,41022
41,23,299,252,84.28,47,15.72,41023
41,24,271,239,88.19,32,11.81,41024
41,25,122,103,84.43,19,15.57,41025
41,26,283,255,90.11,28,9.89,41026
41,27,181,147,81.22,34,18.78,41027
41,28,193,140,72.54,53,27.46,41028
41,29,132,101,76.52,31,23.48,41029
41,30,308,261,84.74,47,15.26,41030
41,31,427,328,76.81,99,23.19,41031
41,32,254,221,87.01,33,12.99,41032
41,33,296,259,87.5,37,12.5,41033
41,34,305,270,88.52,35,11.48,41034
41,35,415,393,94.7,22,5.3,41035
41,36,328,286,87.2,42,12.8,41036
41,37,356,310,87.08,46,12.92,41037
41,38,275,248,90.18,27,9.82,41038
41,39,351,305,86.89,46,13.11,41039
41,40,347,317,91.35,30,8.65,41040
41,41,349,316,90.54,33,9.46,41041
41,42,322,278,86.34,44,13.66,41042
41,43,336,297,88.39,39,11.61,41043
41,44,347,312,89.91,35,10.09,41044
41,45,271,237,87.45,34,12.55,41045
41,46,333,296,88.89,37,11.11,41046
41,47,337,302,89.61,35,10.39,41047
42,1,336,282,83.93,54,16.07,42001
42,2,251,218,86.85,33,13.15,42002
42,3,266,222,83.46,44,16.54,42003
42,4,457,388,84.9,69,15.1,42004
42,5,236,217,91.95,19,8.05,42005
42,6,426,344,80.75,82,19.25,42006
42,7,366,315,86.07,51,13.93,42007
42,8,323,257,79.57,66,20.43,42008
42,9,298,245,82.21,53,17.79,42009
42,10,332,278,83.73,54,16.27,42010
42,11,276,222,80.43,54,19.57,42011
42,12,308,264,85.71,44,14.29,42012
42,13,387,317,81.91,70,18.09,42013
42,14,280,240,85.71,40,14.29,42014
42,15,263,238,90.49,25,9.51,42015
42,16,300,250,83.33,50,16.67,42016
42,17,345,299,86.67,46,13.33,42017
42,18,212,182,85.85,30,14.15,42018
42,19,436,361,82.8,75,17.2,42019
42,20,253,228,90.12,25,9.88,42020
42,21,249,218,87.55,31,12.45,42021
42,22,146,136,93.15,10,6.85,42022
42,23,326,279,85.58,47,14.42,42023
42,24,348,303,87.07,45,12.93,42024
42,25,298,244,81.88,54,18.12,42025
42,26,365,296,81.1,69,18.9,42026
42,27,258,214,82.95,44,17.05,42027
42,28,403,337,83.62,66,16.38,42028
42,29,296,242,81.76,54,18.24,42029
42,30,367,316,86.1,51,13.9,42030
42,31,327,267,81.65,60,18.35,42031
42,32,269,239,88.85,30,11.15,42032
42,33,334,250,74.85,84,25.15,42033
42,34,319,272,85.27,47,14.73,42034
42,35,344,289,84.01,55,15.99,42035
42,36,356,307,86.24,49,13.76,42036
42,37,206,181,87.86,25,12.14,42037
42,38,276,240,86.96,36,13.04,42038
42,39,285,246,86.32,39,13.68,42039
42,40,340,270,79.41,70,20.59,42040
42,41,269,223,82.9,46,17.1,42041
42,42,415,350,84.34,65,15.66,42042
43,1,220,184,83.64,36,16.36,43001
43,2,355,295,83.1,60,16.9,43002
43,3,349,308,88.25,41,11.75,43003
43,4,302,256,84.77,46,15.23,43004
43,5,322,288,89.44,34,10.56,43005
43,6,205,176,85.85,29,14.15,43006
43,7,249,204,81.93,45,18.07,43007
43,8,251,204,81.27,47,18.73,43008
43,9,379,322,84.96,57,15.04,43009
43,10,447,389,87.02,58,12.98,43010
43,11,267,226,84.64,41,15.36,43011
43,12,222,181,81.53,41,18.47,43012
43,13,315,242,76.83,73,23.17,43013
43,14,449,404,89.98,45,10.02,43014
43,15,327,276,84.4,51,15.6,43015
43,16,303,256,84.49,47,15.51,43016
43,17,262,220,83.97,42,16.03,43017
43,18,397,330,83.12,67,16.88,43018
43,19,373,317,84.99,56,15.01,43019
43,20,382,327,85.6,55,14.4,43020
43,21,314,267,85.03,47,14.97,43021
43,22,206,170,82.52,36,17.48,43022
43,23,196,170,86.73,26,13.27,43023
43,24,272,217,79.78,55,20.22,43024
43,25,311,257,82.64,54,17.36,43025
43,26,298,246,82.55,52,17.45,43026
43,27,364,303,83.24,61,16.76,43027
43,28,402,329,81.84,73,18.16,43028
43,29,339,279,82.3,60,17.7,43029
43,30,336,286,85.12,50,14.88,43030
43,31,348,290,83.33,58,16.67,43031
43,32,331,264,79.76,67,20.24,43032
43,33,378,313,82.8,65,17.2,43033
43,34,269,220,81.78,49,18.22,43034
43,35,387,322,83.2,65,16.8,43035
43,36,130,103,79.23,27,20.77,43036
43,37,273,217,79.49,56,20.51,43037
43,38,323,277,85.76,46,14.24,43038
43,39,240,194,80.83,46,19.17,43039
43,40,203,152,74.88,51,25.12,43040
43,41,420,345,82.14,75,17.86,43041
43,42,282,230,81.56,52,18.44,43042
43,43,350,294,84.0,56,16.0,43043
43,44,306,252,82.35,54,17.65,43044
43,45,248,214,86.29,34,13.71,43045
43,46,163,140,85.89,23,14.11,43046
44,1,492,398,80.89,94,19.11,44001
44,2,348,293,84.2,55,15.8,44002
44,3,302,252,83.44,50,16.56,44003
44,4,317,261,82.33,56,17.67,44004
44,5,319,244,76.49,75,23.51,44005
44,6,398,294,73.87,104,26.13,44006
44,7,287,240,83.62,47,16.38,44007
44,8,407,320,78.62,87,21.38,44008
44,9,299,254,84.95,45,15.05,44009
44,10,275,232,84.36,43,15.64,44010
44,11,342,284,83.04,58,16.96,44011
44,12,356,292,82.02,64,17.98,44012
44,13,229,201,87.77,28,12.23,44013
44,14,260,205,78.85,55,21.15,44014
44,15,312,238,76.28,74,23.72,44015
44,16,348,286,82.18,62,17.82,44016
44,17,457,361,78.99,96,21.01,44017
44,18,259,204,78.76,55,21.24,44018
44,19,404,321,79.46,83,20.54,44019
44,20,243,198,81.48,45,18.52,44020
44,21,332,269,81.02,63,18.98,44021
44,22,400,327,81.75,73,18.25,44022
44,23,260,191,73.46,69,26.54,44023
44,24,300,243,81.0,57,19.0,44024
44,25,305,244,80.0,61,20.0,44025
44,26,367,296,80.65,71,19.35,44026
44,27,362,294,81.22,68,18.78,44027
44,28,248,193,77.82,55,22.18,44028
44,29,305,240,78.69,65,21.31,44029
44,30,370,296,80.0,74,20.0,44030
44,31,231,187,80.95,44,19.05,44031
44,32,356,271,76.12,85,23.88,44032
44,33,297,234,78.79,63,21.21,44033
44,34,383,320,83.55,63,16.45,44034
44,35,469,388,82.73,81,17.27,44035
44,36,312,251,80.45,61,19.55,44036
44,37,360,300,83.33,60,16.67,44037
44,38,262,224,85.5,38,14.5,44038
44,39,302,244,80.79,58,19.21,44039
44,40,304,244,80.26,60,19.74,44040
44,41,371,270,72.78,101,27.22,44041
45,1,230,168,73.04,62,26.96,45001
45,2,256,166,64.84,90,35.16,45002
45,3,261,205,78.54,56,21.46,45003
45,4,354,275,77.68,79,22.32,45004
45,5,321,267,83.18,54,16.82,45005
45,6,437,342,78.26,95,21.74,45006
45,7,396,322,81.31,74,18.69,45007
45,8,257,197,76.65,60,23.35,45008
45,9,255,204,80.0,51,20.0,45009
45,10,248,196,79.03,52,20.97,45010
45,11,174,145,83.33,29,16.67,45011
45,12,244,191,78.28,53,21.72,45012
45,13,249,206,82.73,43,17.27,45013
45,14,313,245,78.27,68,21.73,45014
45,15,353,254,71.95,99,28.05,45015
45,16,263,201,76.43,62,23.57,45016
45,17,296,230,77.7,66,22.3,45017
45,18,264,203,76.89,61,23.11,45018
45,19,117,90,76.92,27,23.08,45019
45,20,174,137,78.74,37,21.26,45020
45,21,263,218,82.89,45,17.11,45021
45,22,221,186,84.16,35,15.84,45022
45,23,247,209,84.62,38,15.38,45023
45,24,234,205,87.61,29,12.39,45024
45,25,179,150,83.8,29,16.2,45025
45,26,151,118,78.15,33,21.85,45026
45,27,257,219,85.21,38,14.79,45027
45,28,219,190,86.76,29,13.24,45028
45,29,175,142,81.14,33,18.86,45029
45,30,249,194,77.91,55,22.09,45030
45,31,208,164,78.85,44,21.15,45031
45,32,220,169,76.82,51,23.18,45032
45,33,198,161,81.31,37,18.69,45033
45,34,276,231,83.7,45,16.3,45034
45,35,349,286,81.95,63,18.05,45035
45,36,315,274,86.98,41,13.02,45036
45,37,262,207,79.01,55,20.99,45037
45,38,245,211,86.12,34,13.88,45038
45,39,260,212,81.54,48,18.46,45039
45,40,270,234,86.67,36,13.33,45040
45,41,269,236,87.73,33,12.27,45041
45,42,293,264,90.1,29,9.9,45042
45,43,306,272,88.89,34,11.11,45043
45,44,334,285,85.33,49,14.67,45044
45,45,201,187,93.03,14,6.97,45045
45,46,199,167,83.92,32,16.08,45046
45,47,209,196,93.78,13,6.22,45047
45,48,249,210,84.34,39,15.66,45048
46,1,330,221,66.97,109,33.03,46001
46,2,326,235,72.09,91,27.91,46002
46,3,454,356,78.41,98,21.59,46003
46,4,378,266,70.37,112,29.63,46004
46,5,347,263,75.79,84,24.21,46005
46,6,305,210,68.85,95,31.15,46006
46,7,444,341,76.8,103,23.2,46007
46,8,257,149,57.98,108,42.02,46008
46,9,391,286,73.15,105,26.85,46009
46,10,434,350,80.65,84,19.35,46010
46,11,306,211,68.95,95,31.05,46011
46,12,408,283,69.36,125,30.64,46012
46,13,318,264,83.02,54,16.98,46013
46,14,299,172,57.53,127,42.47,46014
46,15,328,252,76.83,76,23.17,46015
46,16,432,313,72.45,119,27.55,46016
46,17,421,326,77.43,95,22.57,46017
46,18,416,322,77.4,94,22.6,46018
46,19,303,237,78.22,66,21.78,46019
46,20,309,230,74.43,79,25.57,46020
46,21,232,154,66.38,78,33.62,46021
46,22,300,185,61.67,115,38.33,46022
46,23,290,202,69.66,88,30.34,46023
46,24,418,332,79.43,86,20.57,46024
46,25,389,276,70.95,113,29.05,46025
46,26,357,243,68.07,114,31.93,46026
46,27,449,327,72.83,122,27.17,46027
46,28,414,308,74.4,106,25.6,46028
46,29,319,237,74.29,82,25.71,46029
46,30,349,267,76.5,82,23.5,46030
46,31,323,233,72.14,90,27.86,46031
46,32,413,277,67.07,136,32.93,46032
46,33,408,333,81.62,75,18.38,46033
46,34,381,280,73.49,101,26.51,46034
46,35,380,264,69.47,116,30.53,46035
46,36,364,292,80.22,72,19.78,46036
46,37,282,178,63.12,104,36.88,46037
46,38,282,197,69.86,85,30.14,46038
46,39,340,265,77.94,75,22.06,46039
46,40,339,263,77.58,76,22.42,46040
47,1,214,172,80.37,42,19.63,47001
47,2,463,355,76.67,108,23.33,47002
47,3,470,385,81.91,85,18.09,47003
47,4,438,360,82.19,78,17.81,47004
47,5,393,267,67.94,126,32.06,47005
47,6,405,312,77.04,93,22.96,47006
47,7,320,252,78.75,68,21.25,47007
47,8,430,363,84.42,67,15.58,47008
47,9,323,261,80.8,62,19.2,47009
47,10,452,343,75.88,109,24.12,47010
47,11,336,283,84.23,53,15.77,47011
47,12,474,375,79.11,99,20.89,47012
47,13,374,248,66.31,126,33.69,47013
47,14,401,328,81.8,73,18.2,47014
47,15,432,259,59.95,173,40.05,47015
47,16,429,307,71.56,122,28.44,47016
47,17,395,314,79.49,81,20.51,47017
47,18,366,290,79.23,76,20.77,47018
47,19,479,324,67.64,155,32.36,47019
47,20,378,274,72.49,104,27.51,47020
47,21,381,258,67.72,123,32.28,47021
47,22,457,341,74.62,116,25.38,47022
47,23,456,284,62.28,172,37.72,47023
47,24,387,301,77.78,86,22.22,47024
47,25,430,317,73.72,113,26.28,47025
47,26,447,332,74.27,115,25.73,47026
47,27,338,251,74.26,87,25.74,47027
47,28,402,305,75.87,97,24.13,47028
47,29,409,325,79.46,84,20.54,47029
47,30,483,348,72.05,135,27.95,47030
47,31,364,259,71.15,105,28.85,47031
47,32,478,337,70.5,141,29.5,47032
47,33,354,282,79.66,72,20.34,47033
47,34,427,318,74.47,109,25.53,47034
47,35,437,352,80.55,85,19.45,47035
47,36,438,295,67.35,143,32.65,47036
47,37,418,302,72.25,116,27.75,47037
47,38,400,291,72.75,109,27.25,47038
47,39,416,319,76.68,97,23.32,47039
47,40,443,310,69.98,133,30.02,47040
47,41,420,313,74.52,107,25.48,47041
47,42,402,256,63.68,146,36.32,47042
47,43,378,300,79.37,78,20.63,47043
47,44,317,240,75.71,77,24.29,47044
47,45,387,291,75.19,96,24.81,47045
47,46,394,313,79.44,81,20.56,47046
47,47,449,363,80.85,86,19.15,47047
47,48,42,27,64.29,15,35.71,47048
48,1,343,252,73.47,91,26.53,48001
48,2,206,152,73.79,54,26.21,48002
48,3,341,242,70.97,99,29.03,48003
48,4,339,236,69.62,103,30.38,48004
48,5,264,180,68.18,84,31.82,48005
48,6,367,258,70.3,109,29.7,48006
48,7,337,262,77.74,75,22.26,48007
48,8,207,155,74.88,52,25.12,48008
48,9,227,171,75.33,56,24.67,48009
48,10,544,373,68.57,171,31.43,48010
48,11,344,249,72.38,95,27.62,48011
48,12,433,316,72.98,117,27.02,48012
48,13,462,344,74.46,118,25.54,48013
48,14,213,159,74.65,54,25.35,48014
48,15,187,142,75.94,45,24.06,48015
48,16,320,201,62.81,119,37.19,48016
48,17,327,239,73.09,88,26.91,48017
48,18,268,187,69.78,81,30.22,48018
48,19,271,196,72.32,75,27.68,48019
48,20,413,293,70.94,120,29.06,48020
48,21,422,285,67.54,137,32.46,48021
48,22,360,266,73.89,94,26.11,48022
48,23,408,289,70.83,119,29.17,48023
48,24,346,229,66.18,117,33.82,48024
48,25,377,265,70.29,112,29.71,48025
48,26,129,96,74.42,33,25.58,48026
48,27,298,196,65.77,102,34.23,48027
48,28,342,229,66.96,113,33.04,48028
48,29,264,177,67.05,87,32.95,48029
48,30,343,232,67.64,111,32.36,48030
48,31,352,236,67.05,116,32.95,48031
48,32,322,216,67.08,106,32.92,48032
48,33,246,186,75.61,60,24.39,48033
48,34,315,219,69.52,96,30.48,48034
48,35,239,163,68.2,76,31.8,48035
