ward,precinct,total,MELISSA CONYEARS-ERVIN,MELISSA CONYEARS-ERVIN Percent,AMEYA PAWAR,AMEYA PAWAR Percent,precinct_id
32,35,237,92,38.82,145,61.18,32035
32,36,278,112,40.29,166,59.71,32036
32,37,222,82,36.94,140,63.06,32037
32,38,223,84,37.67,139,62.33,32038
32,39,314,114,36.31,200,63.69,32039
32,40,318,96,30.19,222,69.81,32040
32,41,309,127,41.1,182,58.9,32041
32,42,224,58,25.89,166,74.11,32042
32,43,260,94,36.15,166,63.85,32043
33,1,334,111,33.23,223,66.77,33001
33,2,437,151,34.55,286,65.45,33002
33,3,469,154,32.84,315,67.16,33003
33,4,458,194,42.36,264,57.64,33004
33,5,295,122,41.36,173,58.64,33005
33,6,309,147,47.57,162,52.43,33006
33,7,369,153,41.46,216,58.54,33007
33,8,587,151,25.72,436,74.28,33008
33,9,421,173,41.09,248,58.91,33009
33,10,414,160,38.65,254,61.35,33010
33,11,424,179,42.22,245,57.78,33011
33,12,358,151,42.18,207,57.82,33012
33,13,346,150,43.35,196,56.65,33013
33,14,149,53,35.57,96,64.43,33014
33,15,335,139,41.49,196,58.51,33015
33,16,463,214,46.22,249,53.78,33016
33,17,390,187,47.95,203,52.05,33017
33,18,409,150,36.67,259,63.33,33018
33,19,390,174,44.62,216,55.38,33019
33,20,427,149,34.89,278,65.11,33020
33,21,371,112,30.19,259,69.81,33021
33,22,368,156,42.39,212,57.61,33022
33,23,411,123,29.93,288,70.07,33023
33,24,601,180,29.95,421,70.05,33024
33,25,452,168,37.17,284,62.83,33025
33,26,242,79,32.64,163,67.36,33026
33,27,374,138,36.9,236,63.1,33027
33,28,309,109,35.28,200,64.72,33028
34,1,267,236,88.39,31,11.61,34001
34,2,226,190,84.07,36,15.93,34002
34,3,223,202,90.58,21,9.42,34003
34,4,154,132,85.71,22,14.29,34004
34,5,219,196,89.5,23,10.5,34005
34,6,278,249,89.57,29,10.43,34006
34,7,302,266,88.08,36,11.92,34007
34,8,185,162,87.57,23,12.43,34008
34,9,165,150,90.91,15,9.09,34009
34,10,236,210,88.98,26,11.02,34010
34,11,171,148,86.55,23,13.45,34011
34,12,266,238,89.47,28,10.53,34012
34,13,236,201,85.17,35,14.83,34013
34,14,175,143,81.71,32,18.29,34014
34,15,180,160,88.89,20,11.11,34015
34,16,202,176,87.13,26,12.87,34016
34,17,298,265,88.93,33,11.07,34017
34,18,176,149,84.66,27,15.34,34018
34,19,257,236,91.83,21,8.17,34019
34,20,311,281,90.35,30,9.65,34020
34,21,312,283,90.71,29,9.29,34021
34,22,279,254,91.04,25,8.96,34022
34,23,182,164,90.11,18,9.89,34023
34,24,194,164,84.54,30,15.46,34024
34,25,344,308,89.53,36,10.47,34025
34,26,233,205,87.98,28,12.02,34026
34,27,207,180,86.96,27,13.04,34027
34,28,130,112,86.15,18,13.85,34028
34,29,187,159,85.03,28,14.97,34029
34,30,259,238,91.89,21,8.11,34030
34,31,197,166,84.26,31,15.74,34031
34,32,211,183,86.73,28,13.27,34032
34,33,176,157,89.2,19,10.8,34033
34,34,270,248,91.85,22,8.15,34034
34,35,263,235,89.35,28,10.65,34035
34,36,251,224,89.24,27,10.76,34036
34,37,135,122,90.37,13,9.63,34037
34,38,97,93,95.88,4,4.12,34038
34,39,159,147,92.45,12,7.55,34039
34,40,240,214,89.17,26,10.83,34040
34,41,143,128,89.51,15,10.49,34041
34,42,236,210,88.98,26,11.02,34042
34,43,235,221,94.04,14,5.96,34043
34,44,258,236,91.47,22,8.53,34044
34,45,274,246,89.78,28,10.22,34045
34,46,178,151,84.83,27,15.17,34046
34,47,219,188,85.84,31,14.16,34047
34,48,281,259,92.17,22,7.83,34048
34,49,237,211,89.03,26,10.97,34049
34,50,185,164,88.65,21,11.35,34050
34,51,272,238,87.5,34,12.5,34051
34,52,215,193,89.77,22,10.23,34052
34,53,148,128,86.49,20,13.51,34053
35,1,238,81,34.03,157,65.97,35001
35,2,352,127,36.08,225,63.92,35002
35,3,182,62,34.07,120,65.93,35003
35,4,236,94,39.83,142,60.17,35004
35,5,206,78,37.86,128,62.14,35005
35,6,187,70,37.43,117,62.57,35006
35,7,237,76,32.07,161,67.93,35007
35,8,233,104,44.64,129,55.36,35008
35,9,209,95,45.45,114,54.55,35009
35,10,309,104,33.66,205,66.34,35010
35,11,261,92,35.25,169,64.75,35011
35,12,114,77,67.54,37,32.46,35012
35,13,102,58,56.86,44,43.14,35013
35,14,155,75,48.39,80,51.61,35014
35,15,260,92,35.38,168,64.62,35015
35,16,94,50,53.19,44,46.81,35016
35,17,269,106,39.41,163,60.59,35017
35,18,132,72,54.55,60,45.45,35018
35,19,109,61,55.96,48,44.04,35019
35,20,205,78,38.05,127,61.95,35020
35,21,228,108,47.37,120,52.63,35021
35,22,269,110,40.89,159,59.11,35022
35,23,260,103,39.62,157,60.38,35023
35,24,225,106,47.11,119,52.89,35024
35,25,246,83,33.74,163,66.26,35025
35,26,221,101,45.7,120,54.3,35026
35,27,184,91,49.46,93,50.54,35027
35,28,257,89,34.63,168,65.37,35028
35,29,174,97,55.75,77,44.25,35029
35,30,190,89,46.84,101,53.16,35030
35,31,261,109,41.76,152,58.24,35031
36,1,189,119,62.96,70,37.04,36001
36,2,163,114,69.94,49,30.06,36002
36,3,173,116,67.05,57,32.95,36003
36,4,157,112,71.34,45,28.66,36004
36,5,138,100,72.46,38,27.54,36005
36,6,141,102,72.34,39,27.66,36006
36,7,285,179,62.81,106,37.19,36007
36,8,121,78,64.46,43,35.54,36008
36,9,116,88,75.86,28,24.14,36009
36,10,239,148,61.92,91,38.08,36010
36,11,116,72,62.07,44,37.93,36011
36,12,82,50,60.98,32,39.02,36012
36,13,113,74,65.49,39,34.51,36013
36,14,243,156,64.2,87,35.8,36014
36,15,207,131,63.29,76,36.71,36015
36,16,220,120,54.55,100,45.45,36016
36,17,267,173,64.79,94,35.21,36017
36,18,236,134,56.78,102,43.22,36018
36,19,203,141,69.46,62,30.54,36019
36,20,227,139,61.23,88,38.77,36020
36,21,135,94,69.63,41,30.37,36021
36,22,122,69,56.56,53,43.44,36022
36,23,129,91,70.54,38,29.46,36023
36,24,183,123,67.21,60,32.79,36024
36,25,132,104,78.79,28,21.21,36025
36,26,201,127,63.18,74,36.82,36026
36,27,182,124,68.13,58,31.87,36027
36,28,180,122,67.78,58,32.22,36028
36,29,246,156,63.41,90,36.59,36029
36,30,183,113,61.75,70,38.25,36030
37,1,183,140,76.5,43,23.5,37001
37,2,122,98,80.33,24,19.67,37002
37,3,134,122,91.04,12,8.96,37003
37,4,129,113,87.6,16,12.4,37004
37,5,237,215,90.72,22,9.28,37005
37,6,210,184,87.62,26,12.38,37006
37,7,142,122,85.92,20,14.08,37007
37,8,119,97,81.51,22,18.49,37008
37,9,207,181,87.44,26,12.56,37009
37,10,220,181,82.27,39,17.73,37010
37,11,123,111,90.24,12,9.76,37011
37,12,121,89,73.55,32,26.45,37012
37,13,130,115,88.46,15,11.54,37013
37,14,199,175,87.94,24,12.06,37014
37,15,227,199,87.67,28,12.33,37015
37,16,204,177,86.76,27,13.24,37016
37,17,166,149,89.76,17,10.24,37017
37,18,193,167,86.53,26,13.47,37018
37,19,123,110,89.43,13,10.57,37019
37,20,132,118,89.39,14,10.61,37020
37,21,163,144,88.34,19,11.66,37021
37,22,166,139,83.73,27,16.27,37022
37,23,198,175,88.38,23,11.62,37023
37,24,218,187,85.78,31,14.22,37024
37,25,185,162,87.57,23,12.43,37025
37,26,273,228,83.52,45,16.48,37026
37,27,202,177,87.62,25,12.38,37027
37,28,146,130,89.04,16,10.96,37028
37,29,206,179,86.89,27,13.11,37029
37,30,176,161,91.48,15,8.52,37030
37,31,197,168,85.28,29,14.72,37031
37,32,182,157,86.26,25,13.74,37032
37,33,223,204,91.48,19,8.52,37033
37,34,191,174,91.1,17,8.9,37034
37,35,236,212,89.83,24,10.17,37035
37,36,173,148,85.55,25,14.45,37036
37,37,242,202,83.47,40,16.53,37037
37,38,243,212,87.24,31,12.76,37038
37,39,179,155,86.59,24,13.41,37039
37,40,246,226,91.87,20,8.13,37040
37,41,194,167,86.08,27,13.92,37041
38,1,215,107,49.77,108,50.23,38001
38,2,314,223,71.02,91,28.98,38002
38,3,217,143,65.9,74,34.1,38003
38,4,236,135,57.2,101,42.8,38004
38,5,199,118,59.3,81,40.7,38005
38,6,204,125,61.27,79,38.73,38006
38,7,228,145,63.6,83,36.4,38007
38,8,209,118,56.46,91,43.54,38008
38,9,281,164,58.36,117,41.64,38009
38,10,190,99,52.11,91,47.89,38010
38,11,193,99,51.3,94,48.7,38011
38,12,221,132,59.73,89,40.27,38012
38,13,254,147,57.87,107,42.13,38013
38,14,259,152,58.69,107,41.31,38014
38,15,195,105,53.85,90,46.15,38015
38,16,263,145,55.13,118,44.87,38016
38,17,298,183,61.41,115,38.59,38017
38,18,254,152,59.84,102,40.16,38018
38,19,283,182,64.31,101,35.69,38019
38,20,248,158,63.71,90,36.29,38020
38,21,196,107,54.59,89,45.41,38021
38,22,252,139,55.16,113,44.84,38022
38,23,262,136,51.91,126,48.09,38023
38,24,244,143,58.61,101,41.39,38024
38,25,189,120,63.49,69,36.51,38025
38,26,247,131,53.04,116,46.96,38026
38,27,218,131,60.09,87,39.91,38027
38,28,299,202,67.56,97,32.44,38028
38,29,196,114,58.16,82,41.84,38029
38,30,223,139,62.33,84,37.67,38030
38,31,256,129,50.39,127,49.61,38031
38,32,199,98,49.25,101,50.75,38032
38,33,197,101,51.27,96,48.73,38033
38,34,257,137,53.31,120,46.69,38034
38,35,237,128,54.01,109,45.99,38035
38,36,209,109,52.15,100,47.85,38036
38,37,234,144,61.54,90,38.46,38037
38,38,219,144,65.75,75,34.25,38038
38,39,283,162,57.24,121,42.76,38039
38,40,239,128,53.56,111,46.44,38040
38,41,259,125,48.26,134,51.74,38041
39,1,325,145,44.62,180,55.38,39001
39,2,337,188,55.79,149,44.21,39002
39,3,320,122,38.13,198,61.88,39003
39,4,330,174,52.73,156,47.27,39004
39,5,292,139,47.6,153,52.4,39005
39,6,262,127,48.47,135,51.53,39006
39,7,276,131,47.46,145,52.54,39007
39,8,313,161,51.44,152,48.56,39008
39,9,265,133,50.19,132,49.81,39009
39,10,162,63,38.89,99,61.11,39010
39,11,288,147,51.04,141,48.96,39011
39,12,320,126,39.38,194,60.63,39012
39,13,211,107,50.71,104,49.29,39013
39,14,293,136,46.42,157,53.58,39014
39,15,336,186,55.36,150,44.64,39015
39,16,168,83,49.4,85,50.6,39016
39,17,347,146,42.07,201,57.93,39017
39,18,281,108,38.43,173,61.57,39018
39,19,318,143,44.97,175,55.03,39019
39,20,397,231,58.19,166,41.81,39020
39,21,282,155,54.96,127,45.04,39021
39,22,189,61,32.28,128,67.72,39022
39,23,350,193,55.14,157,44.86,39023
39,24,439,255,58.09,184,41.91,39024
39,25,175,87,49.71,88,50.29,39025
39,26,313,158,50.48,155,49.52,39026
39,27,59,22,37.29,37,62.71,39027
39,28,413,154,37.29,259,62.71,39028
39,29,122,48,39.34,74,60.66,39029
39,30,328,119,36.28,209,63.72,39030
39,31,244,113,46.31,131,53.69,39031
39,32,234,122,52.14,112,47.86,39032
39,33,328,140,42.68,188,57.32,39033
39,34,265,127,47.92,138,52.08,39034
39,35,286,109,38.11,177,61.89,39035
39,36,81,42,51.85,39,48.15,39036
39,37,334,145,43.41,189,56.59,39037
39,38,198,77,38.89,121,61.11,39038
39,39,208,111,53.37,97,46.63,39039
39,40,304,152,50.0,152,50.0,39040
39,41,365,189,51.78,176,48.22,39041
39,42,382,188,49.21,194,50.79,39042
39,43,330,176,53.33,154,46.67,39043
39,44,290,140,48.28,150,51.72,39044
39,45,323,170,52.63,153,47.37,39045
40,1,282,132,46.81,150,53.19,40001
40,2,303,133,43.89,170,56.11,40002
40,3,418,121,28.95,297,71.05,40003
40,4,214,99,46.26,115,53.74,40004
40,5,374,126,33.69,248,66.31,40005
40,6,418,93,22.25,325,77.75,40006
40,7,382,83,21.73,299,78.27,40007
40,8,450,114,25.33,336,74.67,40008
40,9,246,154,62.6,92,37.4,40009
40,10,272,125,45.96,147,54.04,40010
40,11,400,102,25.5,298,74.5,40011
40,12,291,89,30.58,202,69.42,40012
40,13,512,123,24.02,389,75.98,40013
40,14,234,111,47.44,123,52.56,40014
40,15,295,138,46.78,157,53.22,40015
40,16,496,114,22.98,382,77.02,40016
40,17,325,112,34.46,213,65.54,40017
40,18,198,107,54.04,91,45.96,40018
40,19,376,147,39.1,229,60.9,40019
40,20,288,128,44.44,160,55.56,40020
40,21,429,151,35.2,278,64.8,40021
40,22,363,135,37.19,228,62.81,40022
40,23,466,166,35.62,300,64.38,40023
40,24,245,113,46.12,132,53.88,40024
40,25,431,124,28.77,307,71.23,40025
40,26,361,109,30.19,252,69.81,40026
40,27,423,185,43.74,238,56.26,40027
40,28,361,144,39.89,217,60.11,40028
40,29,366,162,44.26,204,55.74,40029
40,30,387,166,42.89,221,57.11,40030
40,31,408,117,28.68,291,71.32,40031
40,32,414,136,32.85,278,67.15,40032
40,33,392,127,32.4,265,67.6,40033
40,34,261,124,47.51,137,52.49,40034
40,35,195,112,57.44,83,42.56,40035
40,36,342,143,41.81,199,58.19,40036
40,37,278,124,44.6,154,55.4,40037
40,38,411,112,27.25,299,72.75,40038
40,39,77,39,50.65,38,49.35,40039
41,1,270,182,67.41,88,32.59,41001
41,2,302,203,67.22,99,32.78,41002
41,3,304,177,58.22,127,41.78,41003
41,4,330,193,58.48,137,41.52,41004
41,5,308,178,57.79,130,42.21,41005
41,6,370,182,49.19,188,50.81,41006
41,7,332,184,55.42,148,44.58,41007
41,8,325,201,61.85,124,38.15,41008
41,9,283,150,53.0,133,47.0,41009
41,10,379,206,54.35,173,45.65,41010
41,11,319,200,62.7,119,37.3,41011
41,12,280,160,57.14,120,42.86,41012
41,13,362,215,59.39,147,40.61,41013
41,14,373,174,46.65,199,53.35,41014
41,15,393,211,53.69,182,46.31,41015
41,16,292,199,68.15,93,31.85,41016
41,17,309,176,56.96,133,43.04,41017
41,18,285,187,65.61,98,34.39,41018
41,19,353,187,52.97,166,47.03,41019
41,20,231,136,58.87,95,41.13,41020
41,21,341,215,63.05,126,36.95,41021
41,22,358,214,59.78,144,40.22,41022
41,23,283,190,67.14,93,32.86,41023
41,24,255,173,67.84,82,32.16,41024
41,25,121,68,56.2,53,43.8,41025
41,26,269,157,58.36,112,41.64,41026
41,27,164,108,65.85,56,34.15,41027
41,28,181,109,60.22,72,39.78,41028
41,29,128,85,66.41,43,33.59,41029
41,30,299,176,58.86,123,41.14,41030
41,31,403,259,64.27,144,35.73,41031
41,32,241,131,54.36,110,45.64,41032
41,33,272,179,65.81,93,34.19,41033
41,34,288,182,63.19,106,36.81,41034
41,35,389,243,62.47,146,37.53,41035
41,36,310,177,57.1,133,42.9,41036
41,37,345,209,60.58,136,39.42,41037
41,38,255,162,63.53,93,36.47,41038
41,39,337,171,50.74,166,49.26,41039
41,40,335,207,61.79,128,38.21,41040
41,41,324,228,70.37,96,29.63,41041
41,42,299,175,58.53,124,41.47,41042
41,43,326,194,59.51,132,40.49,41043
41,44,329,200,60.79,129,39.21,41044
41,45,257,152,59.14,105,40.86,41045
41,46,314,175,55.73,139,44.27,41046
41,47,320,158,49.38,162,50.63,41047
42,1,300,138,46.0,162,54.0,42001
42,2,224,105,46.88,119,53.13,42002
42,3,242,104,42.98,138,57.02,42003
42,4,406,185,45.57,221,54.43,42004
42,5,219,83,37.9,136,62.1,42005
42,6,392,187,47.7,205,52.3,42006
42,7,338,138,40.83,200,59.17,42007
42,8,289,131,45.33,158,54.67,42008
42,9,268,118,44.03,150,55.97,42009
42,10,303,126,41.58,177,58.42,42010
42,11,239,113,47.28,126,52.72,42011
42,12,286,131,45.8,155,54.2,42012
42,13,362,188,51.93,174,48.07,42013
42,14,252,106,42.06,146,57.94,42014
42,15,240,115,47.92,125,52.08,42015
42,16,271,119,43.91,152,56.09,42016
42,17,305,128,41.97,177,58.03,42017
42,18,189,72,38.1,117,61.9,42018
42,19,386,165,42.75,221,57.25,42019
42,20,231,108,46.75,123,53.25,42020
42,21,229,98,42.79,131,57.21,42021
42,22,126,64,50.79,62,49.21,42022
42,23,289,123,42.56,166,57.44,42023
42,24,300,133,44.33,167,55.67,42024
42,25,271,132,48.71,139,51.29,42025
42,26,326,143,43.87,183,56.13,42026
42,27,234,106,45.3,128,54.7,42027
42,28,372,205,55.11,167,44.89,42028
42,29,266,124,46.62,142,53.38,42029
42,30,327,136,41.59,191,58.41,42030
42,31,291,128,43.99,163,56.01,42031
42,32,230,111,48.26,119,51.74,42032
42,33,313,133,42.49,180,57.51,42033
42,34,287,135,47.04,152,52.96,42034
42,35,323,153,47.37,170,52.63,42035
42,36,315,144,45.71,171,54.29,42036
42,37,185,79,42.7,106,57.3,42037
42,38,250,102,40.8,148,59.2,42038
42,39,256,112,43.75,144,56.25,42039
42,40,312,158,50.64,154,49.36,42040
42,41,247,99,40.08,148,59.92,42041
42,42,381,142,37.27,239,62.73,42042
43,1,204,94,46.08,110,53.92,43001
43,2,321,108,33.64,213,66.36,43002
43,3,314,106,33.76,208,66.24,43003
43,4,275,107,38.91,168,61.09,43004
43,5,282,104,36.88,178,63.12,43005
43,6,191,81,42.41,110,57.59,43006
43,7,220,112,50.91,108,49.09,43007
43,8,224,91,40.63,133,59.38,43008
43,9,342,148,43.27,194,56.73,43009
43,10,392,136,34.69,256,65.31,43010
43,11,232,99,42.67,133,57.33,43011
43,12,194,83,42.78,111,57.22,43012
43,13,285,131,45.96,154,54.04,43013
43,14,410,119,29.02,291,70.98,43014
43,15,295,122,41.36,173,58.64,43015
43,16,275,95,34.55,180,65.45,43016
43,17,226,84,37.17,142,62.83,43017
43,18,366,135,36.89,231,63.11,43018
43,19,326,117,35.89,209,64.11,43019
43,20,359,108,30.08,251,69.92,43020
43,21,284,112,39.44,172,60.56,43021
43,22,182,56,30.77,126,69.23,43022
43,23,181,71,39.23,110,60.77,43023
43,24,246,103,41.87,143,58.13,43024
43,25,284,98,34.51,186,65.49,43025
43,26,265,99,37.36,166,62.64,43026
43,27,331,114,34.44,217,65.56,43027
43,28,367,137,37.33,230,62.67,43028
43,29,305,111,36.39,194,63.61,43029
43,30,303,105,34.65,198,65.35,43030
43,31,328,156,47.56,172,52.44,43031
43,32,289,106,36.68,183,63.32,43032
43,33,343,141,41.11,202,58.89,43033
43,34,233,96,41.2,137,58.8,43034
43,35,352,133,37.78,219,62.22,43035
43,36,121,49,40.5,72,59.5,43036
43,37,244,74,30.33,170,69.67,43037
43,38,287,111,38.68,176,61.32,43038
43,39,215,91,42.33,124,57.67,43039
43,40,186,77,41.4,109,58.6,43040
43,41,377,125,33.16,252,66.84,43041
43,42,264,107,40.53,157,59.47,43042
43,43,317,121,38.17,196,61.83,43043
43,44,280,92,32.86,188,67.14,43044
43,45,239,85,35.56,154,64.44,43045
43,46,149,47,31.54,102,68.46,43046
44,1,470,168,35.74,302,64.26,44001
44,2,330,97,29.39,233,70.61,44002
44,3,282,100,35.46,182,64.54,44003
44,4,292,115,39.38,177,60.62,44004
44,5,302,106,35.1,196,64.9,44005
44,6,370,112,30.27,258,69.73,44006
44,7,262,113,43.13,149,56.87,44007
44,8,378,135,35.71,243,64.29,44008
44,9,279,78,27.96,201,72.04,44009
44,10,245,61,24.9,184,75.1,44010
44,11,309,104,33.66,205,66.34,44011
44,12,334,126,37.72,208,62.28,44012
44,13,218,66,30.28,152,69.72,44013
44,14,241,77,31.95,164,68.05,44014
44,15,296,95,32.09,201,67.91,44015
44,16,318,86,27.04,232,72.96,44016
44,17,433,148,34.18,285,65.82,44017
44,18,243,79,32.51,164,67.49,44018
44,19,373,117,31.37,256,68.63,44019
44,20,235,62,26.38,173,73.62,44020
44,21,308,103,33.44,205,66.56,44021
44,22,376,127,33.78,249,66.22,44022
44,23,244,79,32.38,165,67.62,44023
44,24,279,87,31.18,192,68.82,44024
44,25,289,78,26.99,211,73.01,44025
44,26,341,118,34.6,223,65.4,44026
44,27,342,99,28.95,243,71.05,44027
44,28,231,70,30.3,161,69.7,44028
44,29,284,92,32.39,192,67.61,44029
44,30,347,101,29.11,246,70.89,44030
44,31,212,68,32.08,144,67.92,44031
44,32,338,99,29.29,239,70.71,44032
44,33,284,82,28.87,202,71.13,44033
44,34,362,145,40.06,217,59.94,44034
44,35,436,179,41.06,257,58.94,44035
44,36,289,68,23.53,221,76.47,44036
44,37,329,95,28.88,234,71.12,44037
44,38,240,87,36.25,153,63.75,44038
44,39,279,89,31.9,190,68.1,44039
44,40,277,94,33.94,183,66.06,44040
44,41,341,131,38.42,210,61.58,44041
45,1,220,80,36.36,140,63.64,45001
45,2,243,79,32.51,164,67.49,45002
45,3,253,102,40.32,151,59.68,45003
45,4,343,136,39.65,207,60.35,45004
45,5,309,132,42.72,177,57.28,45005
45,6,411,151,36.74,260,63.26,45006
45,7,387,164,42.38,223,57.62,45007
45,8,248,114,45.97,134,54.03,45008
45,9,248,132,53.23,116,46.77,45009
45,10,242,137,56.61,105,43.39,45010
45,11,166,88,53.01,78,46.99,45011
45,12,242,109,45.04,133,54.96,45012
45,13,243,106,43.62,137,56.38,45013
45,14,296,156,52.7,140,47.3,45014
45,15,347,172,49.57,175,50.43,45015
45,16,256,127,49.61,129,50.39,45016
45,17,283,128,45.23,155,54.77,45017
45,18,254,137,53.94,117,46.06,45018
45,19,111,65,58.56,46,41.44,45019
45,20,164,81,49.39,83,50.61,45020
45,21,253,137,54.15,116,45.85,45021
45,22,210,118,56.19,92,43.81,45022
45,23,236,135,57.2,101,42.8,45023
45,24,230,138,60.0,92,40.0,45024
45,25,171,92,53.8,79,46.2,45025
45,26,147,88,59.86,59,40.14,45026
45,27,250,149,59.6,101,40.4,45027
45,28,210,93,44.29,117,55.71,45028
45,29,167,97,58.08,70,41.92,45029
45,30,240,124,51.67,116,48.33,45030
45,31,201,103,51.24,98,48.76,45031
45,32,210,94,44.76,116,55.24,45032
45,33,187,88,47.06,99,52.94,45033
45,34,272,129,47.43,143,52.57,45034
45,35,336,183,54.46,153,45.54,45035
45,36,301,156,51.83,145,48.17,45036
45,37,255,129,50.59,126,49.41,45037
45,38,228,138,60.53,90,39.47,45038
45,39,250,136,54.4,114,45.6,45039
45,40,267,168,62.92,99,37.08,45040
45,41,258,162,62.79,96,37.21,45041
45,42,282,173,61.35,109,38.65,45042
45,43,284,187,65.85,97,34.15,45043
45,44,318,201,63.21,117,36.79,45044
45,45,187,117,62.57,70,37.43,45045
45,46,191,109,57.07,82,42.93,45046
45,47,195,126,64.62,69,35.38,45047
45,48,236,147,62.29,89,37.71,45048
46,1,314,130,41.4,184,58.6,46001
46,2,318,101,31.76,217,68.24,46002
46,3,434,161,37.1,273,62.9,46003
46,4,357,117,32.77,240,67.23,46004
46,5,332,96,28.92,236,71.08,46005
46,6,291,122,41.92,169,58.08,46006
46,7,412,189,45.87,223,54.13,46007
46,8,241,129,53.53,112,46.47,46008
46,9,371,126,33.96,245,66.04,46009
46,10,401,126,31.42,275,68.58,46010
46,11,293,132,45.05,161,54.95,46011
46,12,390,109,27.95,281,72.05,46012
46,13,298,86,28.86,212,71.14,46013
46,14,284,154,54.23,130,45.77,46014
46,15,308,120,38.96,188,61.04,46015
46,16,413,120,29.06,293,70.94,46016
46,17,401,157,39.15,244,60.85,46017
46,18,383,159,41.51,224,58.49,46018
46,19,283,138,48.76,145,51.24,46019
46,20,296,152,51.35,144,48.65,46020
46,21,222,88,39.64,134,60.36,46021
46,22,272,113,41.54,159,58.46,46022
46,23,281,110,39.15,171,60.85,46023
46,24,390,149,38.21,241,61.79,46024
46,25,376,138,36.7,238,63.3,46025
46,26,333,100,30.03,233,69.97,46026
46,27,427,156,36.53,271,63.47,46027
46,28,394,145,36.8,249,63.2,46028
46,29,301,119,39.53,182,60.47,46029
46,30,326,139,42.64,187,57.36,46030
46,31,295,103,34.92,192,65.08,46031
46,32,393,199,50.64,194,49.36,46032
46,33,391,152,38.87,239,61.13,46033
46,34,357,114,31.93,243,68.07,46034
46,35,364,163,44.78,201,55.22,46035
46,36,348,143,41.09,205,58.91,46036
46,37,255,87,34.12,168,65.88,46037
46,38,259,99,38.22,160,61.78,46038
46,39,314,122,38.85,192,61.15,46039
46,40,321,113,35.2,208,64.8,46040
47,1,210,45,21.43,165,78.57,47001
47,2,457,111,24.29,346,75.71,47002
47,3,463,137,29.59,326,70.41,47003
47,4,424,101,23.82,323,76.18,47004
47,5,392,90,22.96,302,77.04,47005
47,6,398,110,27.64,288,72.36,47006
47,7,316,81,25.63,235,74.37,47007
47,8,424,120,28.3,304,71.7,47008
47,9,313,69,22.04,244,77.96,47009
47,10,442,96,21.72,346,78.28,47010
47,11,317,78,24.61,239,75.39,47011
47,12,473,124,26.22,349,73.78,47012
47,13,364,80,21.98,284,78.02,47013
47,14,400,120,30.0,280,70.0,47014
47,15,418,95,22.73,323,77.27,47015
47,16,427,115,26.93,312,73.07,47016
47,17,389,115,29.56,274,70.44,47017
47,18,356,96,26.97,260,73.03,47018
47,19,469,98,20.9,371,79.1,47019
47,20,370,102,27.57,268,72.43,47020
47,21,382,62,16.23,320,83.77,47021
47,22,456,108,23.68,348,76.32,47022
47,23,441,101,22.9,340,77.1,47023
47,24,385,66,17.14,319,82.86,47024
47,25,425,88,20.71,337,79.29,47025
47,26,437,102,23.34,335,76.66,47026
47,27,334,62,18.56,272,81.44,47027
47,28,401,83,20.7,318,79.3,47028
47,29,403,89,22.08,314,77.92,47029
47,30,474,124,26.16,350,73.84,47030
47,31,361,82,22.71,279,77.29,47031
47,32,472,86,18.22,386,81.78,47032
47,33,350,74,21.14,276,78.86,47033
47,34,423,94,22.22,329,77.78,47034
47,35,430,106,24.65,324,75.35,47035
47,36,434,97,22.35,337,77.65,47036
47,37,406,105,25.86,301,74.14,47037
47,38,396,81,20.45,315,79.55,47038
47,39,411,93,22.63,318,77.37,47039
47,40,442,77,17.42,365,82.58,47040
47,41,417,81,19.42,336,80.58,47041
47,42,400,69,17.25,331,82.75,47042
47,43,375,79,21.07,296,78.93,47043
47,44,306,99,32.35,207,67.65,47044
47,45,388,69,17.78,319,82.22,47045
47,46,390,118,30.26,272,69.74,47046
47,47,443,101,22.8,342,77.2,47047
47,48,39,21,53.85,18,46.15,47048
48,1,326,110,33.74,216,66.26,48001
48,2,194,53,27.32,141,72.68,48002
48,3,316,132,41.77,184,58.23,48003
48,4,320,115,35.94,205,64.06,48004
48,5,247,99,40.08,148,59.92,48005
48,6,355,152,42.82,203,57.18,48006
48,7,317,89,28.08,228,71.92,48007
48,8,198,76,38.38,122,61.62,48008
48,9,219,109,49.77,110,50.23,48009
48,10,517,153,29.59,364,70.41,48010
48,11,329,87,26.44,242,73.56,48011
48,12,415,153,36.87,262,63.13,48012
48,13,438,195,44.52,243,55.48,48013
48,14,199,116,58.29,83,41.71,48014
48,15,176,71,40.34,105,59.66,48015
48,16,310,122,39.35,188,60.65,48016
48,17,311,144,46.3,167,53.7,48017
48,18,254,147,57.87,107,42.13,48018
48,19,258,94,36.43,164,63.57,48019
48,20,402,112,27.86,290,72.14,48020
48,21,391,191,48.85,200,51.15,48021
48,22,344,160,46.51,184,53.49,48022
48,23,377,155,41.11,222,58.89,48023
48,24,332,159,47.89,173,52.11,48024
48,25,356,102,28.65,254,71.35,48025
48,26,122,49,40.16,73,59.84,48026
48,27,279,130,46.59,149,53.41,48027
48,28,324,171,52.78,153,47.22,48028
48,29,241,135,56.02,106,43.98,48029
48,30,331,97,29.31,234,70.69,48030
48,31,338,141,41.72,197,58.28,48031
48,32,298,126,42.28,172,57.72,48032
48,33,231,108,46.75,123,53.25,48033
