ward,precinct,total,Mary Katherine Rochford,Mary Katherine Rochford Percent,Sebastian T. Patti,Sebastian T. Patti Percent,Kevin Rogers,Kevin Rogers Percent,William D. O'Neal,William D. O'Neal Percent,Anthony Lynn Burrell,Anthony Lynn Burrell Percent,precinct_id
14,27,169,48,28.4,62,36.69,13,7.69,38,22.49,8,4.73,14027
14,28,137,44,32.12,48,35.04,14,10.22,28,20.44,3,2.19,14028
14,29,151,25,16.56,76,50.33,16,10.6,22,14.57,12,7.95,14029
14,30,102,26,25.49,45,44.12,12,11.76,13,12.75,6,5.88,14030
14,31,111,88,79.28,5,4.5,7,6.31,8,7.21,3,2.7,14031
14,32,108,17,15.74,47,43.52,16,14.81,21,19.44,7,6.48,14032
14,33,97,13,13.4,56,57.73,8,8.25,19,19.59,1,1.03,14033
14,34,125,16,12.8,71,56.8,15,12.0,18,14.4,5,4.0,14034
14,35,106,28,26.42,45,42.45,11,10.38,13,12.26,9,8.49,14035
15,1,78,15,19.23,10,12.82,17,21.79,23,29.49,13,16.67,15001
15,2,59,24,40.68,3,5.08,16,27.12,10,16.95,6,10.17,15002
15,3,65,14,21.54,6,9.23,19,29.23,13,20.0,13,20.0,15003
15,4,70,11,15.71,6,8.57,14,20.0,24,34.29,15,21.43,15004
15,5,59,11,18.64,1,1.69,15,25.42,21,35.59,11,18.64,15005
15,6,73,14,19.18,11,15.07,14,19.18,24,32.88,10,13.7,15006
15,7,63,14,22.22,4,6.35,17,26.98,8,12.7,20,31.75,15007
15,8,91,23,25.27,8,8.79,25,27.47,22,24.18,13,14.29,15008
15,9,81,17,20.99,9,11.11,16,19.75,24,29.63,15,18.52,15009
15,10,67,24,35.82,11,16.42,12,17.91,13,19.4,7,10.45,15010
15,11,79,14,17.72,9,11.39,19,24.05,17,21.52,20,25.32,15011
15,12,51,9,17.65,5,9.8,18,35.29,13,25.49,6,11.76,15012
15,13,50,8,16.0,5,10.0,14,28.0,12,24.0,11,22.0,15013
15,14,94,28,29.79,11,11.7,18,19.15,25,26.6,12,12.77,15014
15,15,55,17,30.91,13,23.64,10,18.18,11,20.0,4,7.27,15015
15,16,68,21,30.88,12,17.65,12,17.65,18,26.47,5,7.35,15016
15,17,70,10,14.29,5,7.14,17,24.29,20,28.57,18,25.71,15017
15,18,44,11,25.0,7,15.91,9,20.45,12,27.27,5,11.36,15018
15,19,79,19,24.05,10,12.66,17,21.52,21,26.58,12,15.19,15019
15,20,53,10,18.87,3,5.66,14,26.42,13,24.53,13,24.53,15020
15,21,77,18,23.38,11,14.29,16,20.78,23,29.87,9,11.69,15021
15,22,93,24,25.81,8,8.6,18,19.35,22,23.66,21,22.58,15022
15,23,60,11,18.33,5,8.33,11,18.33,21,35.0,12,20.0,15023
15,24,65,11,16.92,8,12.31,15,23.08,19,29.23,12,18.46,15024
15,25,65,18,27.69,8,12.31,12,18.46,15,23.08,12,18.46,15025
15,26,80,25,31.25,3,3.75,26,32.5,16,20.0,10,12.5,15026
15,27,73,11,15.07,9,12.33,11,15.07,27,36.99,15,20.55,15027
15,28,93,31,33.33,20,21.51,11,11.83,23,24.73,8,8.6,15028
15,29,31,5,16.13,3,9.68,6,19.35,9,29.03,8,25.81,15029
15,30,69,8,11.59,6,8.7,12,17.39,28,40.58,15,21.74,15030
15,31,45,12,26.67,3,6.67,10,22.22,10,22.22,10,22.22,15031
15,32,79,25,31.65,14,17.72,9,11.39,15,18.99,16,20.25,15032
15,33,45,14,31.11,2,4.44,11,24.44,7,15.56,11,24.44,15033
15,34,55,10,18.18,6,10.91,12,21.82,19,34.55,8,14.55,15034
15,35,93,18,19.35,7,7.53,12,12.9,35,37.63,21,22.58,15035
15,36,63,13,20.63,10,15.87,15,23.81,13,20.63,12,19.05,15036
15,37,57,16,28.07,6,10.53,11,19.3,16,28.07,8,14.04,15037
15,38,63,13,20.63,8,12.7,16,25.4,20,31.75,6,9.52,15038
15,39,61,16,26.23,5,8.2,11,18.03,21,34.43,8,13.11,15039
15,40,61,17,27.87,6,9.84,18,29.51,9,14.75,11,18.03,15040
15,41,106,24,22.64,6,5.66,32,30.19,21,19.81,23,21.7,15041
15,42,50,8,16.0,2,4.0,10,20.0,20,40.0,10,20.0,15042
15,43,69,14,20.29,4,5.8,16,23.19,24,34.78,11,15.94,15043
15,44,96,20,20.83,16,16.67,21,21.88,24,25.0,15,15.63,15044
15,45,41,12,29.27,3,7.32,16,39.02,9,21.95,1,2.44,15045
15,46,42,9,21.43,7,16.67,4,9.52,13,30.95,9,21.43,15046
15,47,86,30,34.88,7,8.14,14,16.28,20,23.26,15,17.44,15047
15,48,55,14,25.45,7,12.73,7,12.73,17,30.91,10,18.18,15048
15,49,53,13,24.53,8,15.09,12,22.64,10,18.87,10,18.87,15049
15,50,73,18,24.66,3,4.11,16,21.92,22,30.14,14,19.18,15050
15,51,46,14,30.43,2,4.35,8,17.39,16,34.78,6,13.04,15051
15,52,59,9,15.25,5,8.47,11,18.64,17,28.81,17,28.81,15052
16,1,43,16,37.21,3,6.98,10,23.26,9,20.93,5,11.63,16001
16,2,62,14,22.58,13,20.97,14,22.58,13,20.97,8,12.9,16002
16,3,78,15,19.23,11,14.1,19,24.36,24,30.77,9,11.54,16003
16,4,54,15,27.78,5,9.26,13,24.07,10,18.52,11,20.37,16004
16,5,70,12,17.14,9,12.86,17,24.29,14,20.0,18,25.71,16005
16,6,36,14,38.89,2,5.56,10,27.78,6,16.67,4,11.11,16006
16,7,79,18,22.78,16,20.25,19,24.05,18,22.78,8,10.13,16007
16,8,67,17,25.37,7,10.45,16,23.88,11,16.42,16,23.88,16008
16,9,121,21,17.36,14,11.57,24,19.83,37,30.58,25,20.66,16009
16,10,109,30,27.52,18,16.51,17,15.6,25,22.94,19,17.43,16010
16,11,72,13,18.06,10,13.89,20,27.78,15,20.83,14,19.44,16011
16,12,42,10,23.81,5,11.9,11,26.19,8,19.05,8,19.05,16012
16,13,54,17,31.48,7,12.96,8,14.81,15,27.78,7,12.96,16013
16,14,65,17,26.15,7,10.77,9,13.85,18,27.69,14,21.54,16014
16,15,97,20,20.62,6,6.19,26,26.8,28,28.87,17,17.53,16015
16,16,74,16,21.62,3,4.05,13,17.57,23,31.08,19,25.68,16016
16,17,91,26,28.57,16,17.58,15,16.48,26,28.57,8,8.79,16017
16,18,82,13,15.85,14,17.07,15,18.29,20,24.39,20,24.39,16018
16,19,88,23,26.14,10,11.36,21,23.86,15,17.05,19,21.59,16019
16,20,70,14,20.0,10,14.29,15,21.43,17,24.29,14,20.0,16020
16,21,68,20,29.41,10,14.71,13,19.12,15,22.06,10,14.71,16021
16,22,81,25,30.86,5,6.17,17,20.99,18,22.22,16,19.75,16022
16,23,64,16,25.0,12,18.75,14,21.88,15,23.44,7,10.94,16023
16,24,41,10,24.39,4,9.76,11,26.83,7,17.07,9,21.95,16024
16,25,52,11,21.15,5,9.62,12,23.08,18,34.62,6,11.54,16025
16,26,75,18,24.0,7,9.33,18,24.0,18,24.0,14,18.67,16026
16,27,113,38,33.63,10,8.85,21,18.58,26,23.01,18,15.93,16027
16,28,87,13,14.94,4,4.6,27,31.03,28,32.18,15,17.24,16028
16,29,51,13,25.49,5,9.8,8,15.69,14,27.45,11,21.57,16029
16,30,59,16,27.12,8,13.56,13,22.03,18,30.51,4,6.78,16030
16,31,90,21,23.33,4,4.44,18,20.0,29,32.22,18,20.0,16031
16,32,70,21,30.0,10,14.29,12,17.14,22,31.43,5,7.14,16032
16,33,69,16,23.19,8,11.59,20,28.99,14,20.29,11,15.94,16033
16,34,53,6,11.32,4,7.55,12,22.64,22,41.51,9,16.98,16034
16,35,79,27,34.18,12,15.19,12,15.19,18,22.78,10,12.66,16035
16,36,66,8,12.12,17,25.76,13,19.7,16,24.24,12,18.18,16036
16,37,42,10,23.81,13,30.95,10,23.81,7,16.67,2,4.76,16037
16,38,52,10,19.23,5,9.62,11,21.15,12,23.08,14,26.92,16038
16,39,95,28,29.47,12,12.63,13,13.68,31,32.63,11,11.58,16039
16,40,79,15,18.99,5,6.33,19,24.05,23,29.11,17,21.52,16040
16,41,41,10,24.39,5,12.2,6,14.63,12,29.27,8,19.51,16041
16,42,46,19,41.3,12,26.09,6,13.04,5,10.87,4,8.7,16042
16,43,80,20,25.0,5,6.25,16,20.0,21,26.25,18,22.5,16043
16,44,65,15,23.08,7,10.77,14,21.54,18,27.69,11,16.92,16044
17,1,53,14,26.42,2,3.77,16,30.19,11,20.75,10,18.87,17001
17,2,95,25,26.32,13,13.68,20,21.05,22,23.16,15,15.79,17002
17,3,48,10,20.83,7,14.58,10,20.83,11,22.92,10,20.83,17003
17,4,141,21,14.89,15,10.64,39,27.66,37,26.24,29,20.57,17004
17,5,84,23,27.38,7,8.33,21,25.0,14,16.67,19,22.62,17005
17,6,65,11,16.92,4,6.15,14,21.54,24,36.92,12,18.46,17006
17,7,86,13,15.12,4,4.65,18,20.93,28,32.56,23,26.74,17007
17,8,77,18,23.38,12,15.58,17,22.08,22,28.57,8,10.39,17008
17,9,74,16,21.62,5,6.76,11,14.86,25,33.78,17,22.97,17009
17,10,102,21,20.59,4,3.92,35,34.31,24,23.53,18,17.65,17010
17,11,101,28,27.72,9,8.91,18,17.82,29,28.71,17,16.83,17011
17,12,163,35,21.47,14,8.59,34,20.86,49,30.06,31,19.02,17012
17,13,60,7,11.67,8,13.33,18,30.0,20,33.33,7,11.67,17013
17,14,77,16,20.78,5,6.49,16,20.78,29,37.66,11,14.29,17014
17,15,115,19,16.52,7,6.09,29,25.22,37,32.17,23,20.0,17015
17,16,66,15,22.73,6,9.09,17,25.76,20,30.3,8,12.12,17016
17,17,56,9,16.07,4,7.14,19,33.93,14,25.0,10,17.86,17017
17,18,119,34,28.57,2,1.68,22,18.49,38,31.93,23,19.33,17018
17,19,40,7,17.5,7,17.5,3,7.5,15,37.5,8,20.0,17019
17,20,77,23,29.87,5,6.49,12,15.58,19,24.68,18,23.38,17020
17,21,163,31,19.02,14,8.59,44,26.99,43,26.38,31,19.02,17021
17,22,102,25,24.51,10,9.8,21,20.59,18,17.65,28,27.45,17022
17,23,54,15,27.78,5,9.26,10,18.52,12,22.22,12,22.22,17023
17,24,107,32,29.91,3,2.8,26,24.3,32,29.91,14,13.08,17024
17,25,64,12,18.75,4,6.25,16,25.0,16,25.0,16,25.0,17025
17,26,122,28,22.95,9,7.38,30,24.59,24,19.67,31,25.41,17026
17,27,145,35,24.14,10,6.9,31,21.38,47,32.41,22,15.17,17027
17,28,85,15,17.65,8,9.41,19,22.35,22,25.88,21,24.71,17028
17,29,111,30,27.03,4,3.6,21,18.92,31,27.93,25,22.52,17029
17,30,122,34,27.87,14,11.48,24,19.67,28,22.95,22,18.03,17030
17,31,75,14,18.67,6,8.0,15,20.0,20,26.67,20,26.67,17031
17,32,94,18,19.15,10,10.64,18,19.15,27,28.72,21,22.34,17032
17,33,68,11,16.18,4,5.88,24,35.29,20,29.41,9,13.24,17033
17,34,79,24,30.38,6,7.59,18,22.78,20,25.32,11,13.92,17034
17,35,77,20,25.97,3,3.9,20,25.97,24,31.17,10,12.99,17035
17,36,53,12,22.64,1,1.89,14,26.42,15,28.3,11,20.75,17036
17,37,83,24,28.92,9,10.84,15,18.07,19,22.89,16,19.28,17037
17,38,88,21,23.86,5,5.68,24,27.27,23,26.14,15,17.05,17038
17,39,67,17,25.37,7,10.45,14,20.9,16,23.88,13,19.4,17039
17,40,70,23,32.86,5,7.14,8,11.43,18,25.71,16,22.86,17040
17,41,74,23,31.08,9,12.16,10,13.51,15,20.27,17,22.97,17041
17,42,66,12,18.18,10,15.15,18,27.27,15,22.73,11,16.67,17042
17,43,59,9,15.25,7,11.86,13,22.03,21,35.59,9,15.25,17043
17,44,52,18,34.62,3,5.77,13,25.0,8,15.38,10,19.23,17044
17,45,45,9,20.0,7,15.56,7,15.56,16,35.56,6,13.33,17045
17,46,87,23,26.44,11,12.64,13,14.94,21,24.14,19,21.84,17046
17,47,49,15,30.61,8,16.33,7,14.29,11,22.45,8,16.33,17047
17,48,101,22,21.78,5,4.95,23,22.77,29,28.71,22,21.78,17048
17,49,57,17,29.82,5,8.77,11,19.3,10,17.54,14,24.56,17049
17,50,73,16,21.92,6,8.22,14,19.18,17,23.29,20,27.4,17050
17,51,108,28,25.93,6,5.56,28,25.93,27,25.0,19,17.59,17051
17,52,119,21,17.65,12,10.08,27,22.69,30,25.21,29,24.37,17052
17,53,118,32,27.12,11,9.32,22,18.64,26,22.03,27,22.88,17053
17,54,132,27,20.45,13,9.85,33,25.0,43,32.58,16,12.12,17054
17,55,89,35,39.33,4,4.49,13,14.61,17,19.1,20,22.47,17055
17,56,93,22,23.66,7,7.53,21,22.58,18,19.35,25,26.88,17056
17,57,109,23,21.1,11,10.09,24,22.02,29,26.61,22,20.18,17057
17,58,81,17,20.99,8,9.88,15,18.52,25,30.86,16,19.75,17058
17,59,52,16,30.77,2,3.85,13,25.0,15,28.85,6,11.54,17059
17,60,131,37,28.24,9,6.87,30,22.9,46,35.11,9,6.87,17060
17,61,89,21,23.6,9,10.11,15,16.85,25,28.09,19,21.35,17061
17,62,62,19,30.65,8,12.9,9,14.52,16,25.81,10,16.13,17062
17,63,43,12,27.91,4,9.3,10,23.26,11,25.58,6,13.95,17063
17,64,62,14,22.58,5,8.06,16,25.81,18,29.03,9,14.52,17064
18,1,69,19,27.54,5,7.25,14,20.29,17,24.64,14,20.29,18001
18,2,126,33,26.19,5,3.97,35,27.78,32,25.4,21,16.67,18002
18,3,126,45,35.71,20,15.87,19,15.08,32,25.4,10,7.94,18003
18,4,169,37,21.89,12,7.1,41,24.26,46,27.22,33,19.53,18004
18,5,103,14,13.59,10,9.71,27,26.21,33,32.04,19,18.45,18005
18,6,122,34,27.87,27,22.13,19,15.57,30,24.59,12,9.84,18006
18,7,115,35,30.43,15,13.04,26,22.61,19,16.52,20,17.39,18007
18,8,66,18,27.27,19,28.79,11,16.67,8,12.12,10,15.15,18008
18,9,177,44,24.86,22,12.43,49,27.68,30,16.95,32,18.08,18009
18,10,249,46,18.47,50,20.08,57,22.89,48,19.28,48,19.28,18010
18,11,127,34,26.77,21,16.54,28,22.05,30,23.62,14,11.02,18011
18,12,197,31,15.74,22,11.17,53,26.9,54,27.41,37,18.78,18012
18,13,159,33,20.75,24,15.09,30,18.87,47,29.56,25,15.72,18013
18,14,176,31,17.61,10,5.68,41,23.3,57,32.39,37,21.02,18014
18,15,73,16,21.92,16,21.92,10,13.7,24,32.88,7,9.59,18015
18,16,151,39,25.83,15,9.93,40,26.49,36,23.84,21,13.91,18016
18,17,123,33,26.83,22,17.89,23,18.7,26,21.14,19,15.45,18017
18,18,163,29,17.79,14,8.59,35,21.47,45,27.61,40,24.54,18018
18,19,195,37,18.97,13,6.67,50,25.64,62,31.79,33,16.92,18019
18,20,129,23,17.83,7,5.43,24,18.6,47,36.43,28,21.71,18020
18,21,204,64,31.37,25,12.25,33,16.18,38,18.63,44,21.57,18021
18,22,182,27,14.84,17,9.34,39,21.43,60,32.97,39,21.43,18022
18,23,115,23,20.0,19,16.52,27,23.48,22,19.13,24,20.87,18023
18,24,192,28,14.58,15,7.81,48,25.0,67,34.9,34,17.71,18024
18,25,167,26,15.57,16,9.58,31,18.56,68,40.72,26,15.57,18025
18,26,136,27,19.85,25,18.38,21,15.44,34,25.0,29,21.32,18026
18,27,126,28,22.22,12,9.52,24,19.05,40,31.75,22,17.46,18027
18,28,142,62,43.66,19,13.38,20,14.08,33,23.24,8,5.63,18028
18,29,139,28,20.14,26,18.71,29,20.86,37,26.62,19,13.67,18029
18,30,116,25,21.55,14,12.07,24,20.69,30,25.86,23,19.83,18030
18,31,96,28,29.17,7,7.29,17,17.71,28,29.17,16,16.67,18031
18,32,213,47,22.07,22,10.33,52,24.41,53,24.88,39,18.31,18032
18,33,120,25,20.83,20,16.67,23,19.17,30,25.0,22,18.33,18033
18,34,252,49,19.44,42,16.67,57,22.62,62,24.6,42,16.67,18034
18,35,210,37,17.62,31,14.76,48,22.86,51,24.29,43,20.48,18035
18,36,107,34,31.78,6,5.61,17,15.89,32,29.91,18,16.82,18036
18,37,128,24,18.75,13,10.16,30,23.44,44,34.38,17,13.28,18037
18,38,156,42,26.92,16,10.26,39,25.0,34,21.79,25,16.03,18038
18,39,101,30,29.7,14,13.86,19,18.81,20,19.8,18,17.82,18039
18,40,193,46,23.83,18,9.33,42,21.76,50,25.91,37,19.17,18040
18,41,141,40,28.37,22,15.6,23,16.31,42,29.79,14,9.93,18041
18,42,82,20,24.39,14,17.07,13,15.85,24,29.27,11,13.41,18042
18,43,78,21,26.92,9,11.54,13,16.67,22,28.21,13,16.67,18043
18,44,82,17,20.73,10,12.2,18,21.95,21,25.61,16,19.51,18044
18,45,187,23,12.3,19,10.16,41,21.93,62,33.16,42,22.46,18045
18,46,146,23,15.75,11,7.53,34,23.29,46,31.51,32,21.92,18046
18,47,99,18,18.18,19,19.19,16,16.16,33,33.33,13,13.13,18047
18,48,82,24,29.27,15,18.29,12,14.63,24,29.27,7,8.54,18048
18,49,94,21,22.34,13,13.83,13,13.83,35,37.23,12,12.77,18049
18,50,121,28,23.14,12,9.92,27,22.31,32,26.45,22,18.18,18050
18,51,188,36,19.15,11,5.85,37,19.68,71,37.77,33,17.55,18051
18,52,170,33,19.41,11,6.47,48,28.24,43,25.29,35,20.59,18052
18,53,102,26,25.49,14,13.73,15,14.71,25,24.51,22,21.57,18053
18,54,146,28,19.18,22,15.07,38,26.03,29,19.86,29,19.86,18054
18,55,144,48,33.33,20,13.89,13,9.03,51,35.42,12,8.33,18055
18,56,85,21,24.71,9,10.59,20,23.53,24,28.24,11,12.94,18056
18,57,96,21,21.88,17,17.71,23,23.96,24,25.0,11,11.46,18057
18,58,100,29,29.0,5,5.0,21,21.0,25,25.0,20,20.0,18058
18,59,127,22,17.32,19,14.96,19,14.96,33,25.98,34,26.77,18059
18,60,155,39,25.16,12,7.74,25,16.13,54,34.84,25,16.13,18060
18,61,134,34,25.37,9,6.72,26,19.4,41,30.6,24,17.91,18061
18,62,97,30,30.93,14,14.43,14,14.43,25,25.77,14,14.43,18062
19,1,252,105,41.67,74,29.37,23,9.13,38,15.08,12,4.76,19001
19,2,200,61,30.5,43,21.5,34,17.0,34,17.0,28,14.0,19002
19,3,156,59,37.82,38,24.36,30,19.23,27,17.31,2,1.28,19003
19,4,202,55,27.23,91,45.05,18,8.91,33,16.34,5,2.48,19004
19,5,243,83,34.16,47,19.34,46,18.93,42,17.28,25,10.29,19005
19,6,180,61,33.89,48,26.67,20,11.11,47,26.11,4,2.22,19006
19,7,234,81,34.62,56,23.93,33,14.1,54,23.08,10,4.27,19007
19,8,143,40,27.97,27,18.88,16,11.19,55,38.46,5,3.5,19008
19,9,151,75,49.67,37,24.5,12,7.95,27,17.88,0,0.0,19009
19,10,314,128,40.76,64,20.38,35,11.15,61,19.43,26,8.28,19010
19,11,217,61,28.11,79,36.41,25,11.52,47,21.66,5,2.3,19011
19,12,167,49,29.34,54,32.34,16,9.58,41,24.55,7,4.19,19012
19,13,141,25,17.73,16,11.35,42,29.79,32,22.7,26,18.44,19013
19,14,118,47,39.83,29,24.58,17,14.41,24,20.34,1,0.85,19014
19,15,144,50,34.72,22,15.28,26,18.06,35,24.31,11,7.64,19015
19,16,239,66,27.62,90,37.66,20,8.37,58,24.27,5,2.09,19016
19,17,225,88,39.11,51,22.67,29,12.89,55,24.44,2,0.89,19017
19,18,272,121,44.49,65,23.9,37,13.6,39,14.34,10,3.68,19018
19,19,219,91,41.55,51,23.29,25,11.42,33,15.07,19,8.68,19019
19,20,199,65,32.66,20,10.05,42,21.11,46,23.12,26,13.07,19020
19,21,145,50,34.48,16,11.03,24,16.55,50,34.48,5,3.45,19021
19,22,237,106,44.73,44,18.57,36,15.19,30,12.66,21,8.86,19022
19,23,243,100,41.15,67,27.57,26,10.7,40,16.46,10,4.12,19023
19,24,182,57,31.32,60,32.97,21,11.54,38,20.88,6,3.3,19024
19,25,249,117,46.99,36,14.46,36,14.46,43,17.27,17,6.83,19025
19,26,245,127,51.84,46,18.78,26,10.61,43,17.55,3,1.22,19026
19,27,143,48,33.57,16,11.19,25,17.48,26,18.18,28,19.58,19027
19,28,223,51,22.87,28,12.56,51,22.87,56,25.11,37,16.59,19028
19,29,145,58,40.0,23,15.86,18,12.41,42,28.97,4,2.76,19029
19,30,177,57,32.2,50,28.25,20,11.3,44,24.86,6,3.39,19030
19,31,222,113,50.9,52,23.42,14,6.31,31,13.96,12,5.41,19031
19,32,220,73,33.18,59,26.82,34,15.45,47,21.36,7,3.18,19032
19,33,200,58,29.0,78,39.0,21,10.5,35,17.5,8,4.0,19033
19,34,251,103,41.04,69,27.49,22,8.76,54,21.51,3,1.2,19034
19,35,250,97,38.8,67,26.8,31,12.4,37,14.8,18,7.2,19035
19,36,233,81,34.76,20,8.58,46,19.74,52,22.32,34,14.59,19036
19,37,229,71,31.0,39,17.03,47,20.52,45,19.65,27,11.79,19037
19,38,212,67,31.6,21,9.91,34,16.04,55,25.94,35,16.51,19038
19,39,74,13,17.57,12,16.22,11,14.86,26,35.14,12,16.22,19039
19,40,204,83,40.69,38,18.63,28,13.73,40,19.61,15,7.35,19040
19,41,138,42,30.43,37,26.81,17,12.32,34,24.64,8,5.8,19041
19,42,212,79,37.26,22,10.38,42,19.81,44,20.75,25,11.79,19042
19,43,214,53,24.77,23,10.75,54,25.23,43,20.09,41,19.16,19043
19,44,177,53,29.94,50,28.25,19,10.73,49,27.68,6,3.39,19044
19,45,228,98,42.98,51,22.37,27,11.84,47,20.61,5,2.19,19045
19,46,281,106,37.72,83,29.54,36,12.81,51,18.15,5,1.78,19046
19,47,166,39,23.49,39,23.49,32,19.28,30,18.07,26,15.66,19047
19,48,148,30,20.27,10,6.76,42,28.38,33,22.3,33,22.3,19048
19,49,251,74,29.48,34,13.55,40,15.94,55,21.91,48,19.12,19049
19,50,181,33,18.23,20,11.05,44,24.31,48,26.52,36,19.89,19050
19,51,148,46,31.08,24,16.22,23,15.54,53,35.81,2,1.35,19051
19,52,140,42,30.0,29,20.71,21,15.0,42,30.0,6,4.29,19052
19,53,223,68,30.49,45,20.18,32,14.35,63,28.25,15,6.73,19053
19,54,120,35,29.17,25,20.83,19,15.83,34,28.33,7,5.83,19054
19,55,162,51,31.48,49,30.25,22,13.58,39,24.07,1,0.62,19055
19,56,245,97,39.59,47,19.18,39,15.92,42,17.14,20,8.16,19056
19,57,225,96,42.67,32,14.22,46,20.44,37,16.44,14,6.22,19057
19,58,203,60,29.56,59,29.06,28,13.79,49,24.14,7,3.45,19058
19,59,178,65,36.52,28,15.73,30,16.85,51,28.65,4,2.25,19059
19,60,149,40,26.85,18,12.08,31,20.81,32,21.48,28,18.79,19060
19,61,280,91,32.5,108,38.57,33,11.79,45,16.07,3,1.07,19061
19,62,207,62,29.95,67,32.37,24,11.59,40,19.32,14,6.76,19062
19,63,153,42,27.45,47,30.72,23,15.03,24,15.69,17,11.11,19063
19,64,209,74,35.41,50,23.92,24,11.48,41,19.62,20,9.57,19064
19,65,159,59,37.11,13,8.18,37,23.27,29,18.24,21,13.21,19065
19,66,161,34,21.12,13,8.07,40,24.84,35,21.74,39,24.22,19066
20,1,98,24,24.49,4,4.08,22,22.45,29,29.59,19,19.39,20001
20,2,78,16,20.51,9,11.54,14,17.95,28,35.9,11,14.1,20002
20,3,77,27,35.06,6,7.79,20,25.97,14,18.18,10,12.99,20003
20,4,73,18,24.66,19,26.03,10,13.7,21,28.77,5,6.85,20004
20,5,69,15,21.74,8,11.59,13,18.84,22,31.88,11,15.94,20005
20,6,133,22,16.54,12,9.02,31,23.31,43,32.33,25,18.8,20006
20,7,23,2,8.7,2,8.7,5,21.74,8,34.78,6,26.09,20007
20,8,43,16,37.21,8,18.6,7,16.28,11,25.58,1,2.33,20008
20,9,140,31,22.14,19,13.57,33,23.57,31,22.14,26,18.57,20009
20,10,68,15,22.06,5,7.35,12,17.65,21,30.88,15,22.06,20010
20,11,61,25,40.98,2,3.28,12,19.67,12,19.67,10,16.39,20011
20,12,58,15,25.86,4,6.9,12,20.69,16,27.59,11,18.97,20012
20,13,81,24,29.63,7,8.64,19,23.46,23,28.4,8,9.88,20013
20,14,125,35,28.0,13,10.4,29,23.2,27,21.6,21,16.8,20014
20,15,76,22,28.95,12,15.79,14,18.42,18,23.68,10,13.16,20015
20,16,143,33,23.08,23,16.08,19,13.29,29,20.28,39,27.27,20016
20,17,69,20,28.99,7,10.14,18,26.09,15,21.74,9,13.04,20017
20,18,66,12,18.18,6,9.09,15,22.73,14,21.21,19,28.79,20018
20,19,70,13,18.57,11,15.71,19,27.14,18,25.71,9,12.86,20019
20,20,41,8,19.51,8,19.51,5,12.2,7,17.07,13,31.71,20020
20,21,48,15,31.25,4,8.33,9,18.75,18,37.5,2,4.17,20021
20,22,144,32,22.22,10,6.94,27,18.75,39,27.08,36,25.0,20022
20,23,107,24,22.43,8,7.48,22,20.56,29,27.1,24,22.43,20023
20,24,94,19,20.21,11,11.7,22,23.4,25,26.6,17,18.09,20024
20,25,83,28,33.73,5,6.02,14,16.87,20,24.1,16,19.28,20025
20,26,111,26,23.42,11,9.91,28,25.23,21,18.92,25,22.52,20026
20,27,76,20,26.32,7,9.21,15,19.74,18,23.68,16,21.05,20027
20,28,98,22,22.45,9,9.18,26,26.53,27,27.55,14,14.29,20028
20,29,98,19,19.39,13,13.27,22,22.45,26,26.53,18,18.37,20029
20,30,94,19,20.21,14,14.89,25,26.6,19,20.21,17,18.09,20030
20,31,134,33,24.63,13,9.7,22,16.42,49,36.57,17,12.69,20031
20,32,65,18,27.69,7,10.77,15,23.08,15,23.08,10,15.38,20032
20,33,100,28,28.0,6,6.0,22,22.0,23,23.0,21,21.0,20033
20,34,147,53,36.05,18,12.24,22,14.97,24,16.33,30,20.41,20034
20,35,35,6,17.14,3,8.57,6,17.14,14,40.0,6,17.14,20035
20,36,87,25,28.74,3,3.45,18,20.69,24,27.59,17,19.54,20036
20,37,105,29,27.62,5,4.76,30,28.57,24,22.86,17,16.19,20037
20,38,23,3,13.04,3,13.04,4,17.39,7,30.43,6,26.09,20038
20,39,81,14,17.28,5,6.17,14,17.28,22,27.16,26,32.1,20039
20,40,74,20,27.03,6,8.11,13,17.57,21,28.38,14,18.92,20040
20,41,36,15,41.67,7,19.44,7,19.44,7,19.44,0,0.0,20041
20,42,87,19,21.84,5,5.75,21,24.14,25,28.74,17,19.54,20042
20,43,19,5,26.32,3,15.79,2,10.53,4,21.05,5,26.32,20043
20,44,139,29,20.86,26,18.71,32,23.02,32,23.02,20,14.39,20044
20,45,43,15,34.88,5,11.63,7,16.28,7,16.28,9,20.93,20045
20,46,83,28,33.73,5,6.02,23,27.71,15,18.07,12,14.46,20046
20,47,68,20,29.41,7,10.29,13,19.12,11,16.18,17,25.0,20047
20,48,42,13,30.95,5,11.9,4,9.52,13,30.95,7,16.67,20048
20,49,60,14,23.33,7,11.67,17,28.33,12,20.0,10,16.67,20049
20,50,36,9,25.0,2,5.56,5,13.89,10,27.78,10,27.78,20050
21,1,219,34,15.53,27,12.33,56,25.57,72,32.88,30,13.7,21001
21,2,121,27,22.31,7,5.79,33,27.27,30,24.79,24,19.83,21002
21,3,125,21,16.8,14,11.2,29,23.2,43,34.4,18,14.4,21003
21,4,132,16,12.12,17,12.88,30,22.73,46,34.85,23,17.42,21004
21,5,138,42,30.43,8,5.8,25,18.12,39,28.26,24,17.39,21005
21,6,102,26,25.49,12,11.76,24,23.53,25,24.51,15,14.71,21006
21,7,158,29,18.35,21,13.29,36,22.78,39,24.68,33,20.89,21007
21,8,154,42,27.27,11,7.14,33,21.43,36,23.38,32,20.78,21008
