ward,precinct,total,Arnette R. Hubbard,Arnette R. Hubbard Percent,Ellen L. Flannigan,Ellen L. Flannigan Percent,Jim Ryan,Jim Ryan Percent,James R. Epstein,James R. Epstein Percent,Kathleen G. Kennedy,Kathleen G. Kennedy Percent,precinct_id
14,28,136,5,3.68,16,11.76,36,26.47,47,34.56,32,23.53,14028
14,29,151,7,4.64,17,11.26,37,24.5,71,47.02,19,12.58,14029
14,30,107,7,6.54,8,7.48,27,25.23,46,42.99,19,17.76,14030
14,31,114,2,1.75,5,4.39,16,14.04,79,69.3,12,10.53,14031
14,32,108,6,5.56,13,12.04,25,23.15,44,40.74,20,18.52,14032
14,33,101,3,2.97,10,9.9,23,22.77,53,52.48,12,11.88,14033
14,34,129,5,3.88,12,9.3,20,15.5,70,54.26,22,17.05,14034
14,35,107,9,8.41,11,10.28,34,31.78,36,33.64,17,15.89,14035
15,1,83,14,16.87,13,15.66,25,30.12,12,14.46,19,22.89,15001
15,2,64,15,23.44,8,12.5,18,28.13,6,9.38,17,26.56,15002
15,3,67,26,38.81,11,16.42,11,16.42,11,16.42,8,11.94,15003
15,4,67,22,32.84,7,10.45,20,29.85,2,2.99,16,23.88,15004
15,5,61,25,40.98,7,11.48,16,26.23,5,8.2,8,13.11,15005
15,6,77,25,32.47,6,7.79,22,28.57,11,14.29,13,16.88,15006
15,7,72,18,25.0,12,16.67,18,25.0,9,12.5,15,20.83,15007
15,8,94,38,40.43,6,6.38,22,23.4,6,6.38,22,23.4,15008
15,9,80,26,32.5,6,7.5,23,28.75,6,7.5,19,23.75,15009
15,10,70,7,10.0,9,12.86,21,30.0,15,21.43,18,25.71,15010
15,11,79,28,35.44,9,11.39,16,20.25,8,10.13,18,22.78,15011
15,12,55,11,20.0,7,12.73,15,27.27,8,14.55,14,25.45,15012
15,13,54,10,18.52,5,9.26,11,20.37,10,18.52,18,33.33,15013
15,14,98,9,9.18,15,15.31,37,37.76,18,18.37,19,19.39,15014
15,15,56,15,26.79,6,10.71,11,19.64,6,10.71,18,32.14,15015
15,16,72,7,9.72,17,23.61,25,34.72,9,12.5,14,19.44,15016
15,17,76,26,34.21,7,9.21,23,30.26,6,7.89,14,18.42,15017
15,18,46,13,28.26,1,2.17,17,36.96,7,15.22,8,17.39,15018
15,19,83,24,28.92,6,7.23,23,27.71,11,13.25,19,22.89,15019
15,20,56,19,33.93,6,10.71,16,28.57,5,8.93,10,17.86,15020
15,21,80,32,40.0,9,11.25,16,20.0,7,8.75,16,20.0,15021
15,22,100,27,27.0,6,6.0,27,27.0,13,13.0,27,27.0,15022
15,23,61,20,32.79,8,13.11,14,22.95,7,11.48,12,19.67,15023
15,24,69,23,33.33,10,14.49,16,23.19,5,7.25,15,21.74,15024
15,25,64,12,18.75,11,17.19,20,31.25,9,14.06,12,18.75,15025
15,26,80,20,25.0,12,15.0,27,33.75,5,6.25,16,20.0,15026
15,27,73,24,32.88,10,13.7,12,16.44,8,10.96,19,26.03,15027
15,28,96,9,9.38,11,11.46,45,46.88,12,12.5,19,19.79,15028
15,29,30,6,20.0,1,3.33,8,26.67,5,16.67,10,33.33,15029
15,30,73,24,32.88,6,8.22,22,30.14,6,8.22,15,20.55,15030
15,31,48,22,45.83,5,10.42,10,20.83,3,6.25,8,16.67,15031
15,32,84,25,29.76,5,5.95,26,30.95,10,11.9,18,21.43,15032
15,33,46,13,28.26,5,10.87,11,23.91,4,8.7,13,28.26,15033
15,34,56,23,41.07,7,12.5,11,19.64,4,7.14,11,19.64,15034
15,35,98,31,31.63,7,7.14,29,29.59,8,8.16,23,23.47,15035
15,36,63,17,26.98,5,7.94,15,23.81,10,15.87,16,25.4,15036
15,37,60,26,43.33,6,10.0,8,13.33,11,18.33,9,15.0,15037
15,38,66,20,30.3,5,7.58,19,28.79,8,12.12,14,21.21,15038
15,39,64,19,29.69,3,4.69,16,25.0,12,18.75,14,21.88,15039
15,40,66,21,31.82,7,10.61,18,27.27,6,9.09,14,21.21,15040
15,41,109,26,23.85,15,13.76,26,23.85,10,9.17,32,29.36,15041
15,42,55,10,18.18,4,7.27,22,40.0,7,12.73,12,21.82,15042
15,43,72,20,27.78,8,11.11,19,26.39,10,13.89,15,20.83,15043
15,44,98,20,20.41,11,11.22,29,29.59,11,11.22,27,27.55,15044
15,45,43,6,13.95,6,13.95,15,34.88,4,9.3,12,27.91,15045
15,46,45,12,26.67,5,11.11,13,28.89,7,15.56,8,17.78,15046
15,47,87,26,29.89,8,9.2,31,35.63,8,9.2,14,16.09,15047
15,48,56,10,17.86,7,12.5,13,23.21,9,16.07,17,30.36,15048
15,49,54,12,22.22,9,16.67,12,22.22,5,9.26,16,29.63,15049
15,50,76,17,22.37,5,6.58,25,32.89,11,14.47,18,23.68,15050
15,51,49,12,24.49,5,10.2,13,26.53,8,16.33,11,22.45,15051
15,52,60,20,33.33,6,10.0,16,26.67,8,13.33,10,16.67,15052
16,1,45,14,31.11,5,11.11,14,31.11,3,6.67,9,20.0,16001
16,2,66,17,25.76,4,6.06,19,28.79,13,19.7,13,19.7,16002
16,3,80,29,36.25,6,7.5,17,21.25,13,16.25,15,18.75,16003
16,4,58,7,12.07,8,13.79,25,43.1,5,8.62,13,22.41,16004
16,5,73,24,32.88,8,10.96,14,19.18,11,15.07,16,21.92,16005
16,6,39,13,33.33,6,15.38,6,15.38,5,12.82,9,23.08,16006
16,7,76,13,17.11,9,11.84,17,22.37,16,21.05,21,27.63,16007
16,8,69,21,30.43,8,11.59,24,34.78,7,10.14,9,13.04,16008
16,9,127,36,28.35,14,11.02,27,21.26,9,7.09,41,32.28,16009
16,10,117,34,29.06,10,8.55,24,20.51,23,19.66,26,22.22,16010
16,11,75,12,16.0,9,12.0,31,41.33,9,12.0,14,18.67,16011
16,12,46,9,19.57,4,8.7,11,23.91,9,19.57,13,28.26,16012
16,13,60,12,20.0,5,8.33,14,23.33,5,8.33,24,40.0,16013
16,14,69,17,24.64,9,13.04,11,15.94,14,20.29,18,26.09,16014
16,15,99,27,27.27,10,10.1,20,20.2,14,14.14,28,28.28,16015
16,16,75,31,41.33,6,8.0,14,18.67,12,16.0,12,16.0,16016
16,17,93,15,16.13,8,8.6,25,26.88,18,19.35,27,29.03,16017
16,18,83,28,33.73,5,6.02,19,22.89,15,18.07,16,19.28,16018
16,19,93,31,33.33,8,8.6,20,21.51,14,15.05,20,21.51,16019
16,20,70,25,35.71,2,2.86,20,28.57,17,24.29,6,8.57,16020
16,21,68,6,8.82,10,14.71,22,32.35,11,16.18,19,27.94,16021
16,22,84,30,35.71,4,4.76,19,22.62,13,15.48,18,21.43,16022
16,23,68,9,13.24,7,10.29,19,27.94,13,19.12,20,29.41,16023
16,24,42,14,33.33,5,11.9,12,28.57,3,7.14,8,19.05,16024
16,25,57,22,38.6,7,12.28,10,17.54,4,7.02,14,24.56,16025
16,26,87,23,26.44,6,6.9,21,24.14,9,10.34,28,32.18,16026
16,27,117,39,33.33,8,6.84,28,23.93,14,11.97,28,23.93,16027
16,28,95,41,43.16,6,6.32,15,15.79,11,11.58,22,23.16,16028
16,29,54,13,24.07,7,12.96,13,24.07,8,14.81,13,24.07,16029
16,30,61,17,27.87,7,11.48,20,32.79,11,18.03,6,9.84,16030
16,31,102,36,35.29,5,4.9,22,21.57,16,15.69,23,22.55,16031
16,32,77,5,6.49,13,16.88,35,45.45,13,16.88,11,14.29,16032
16,33,70,13,18.57,7,10.0,22,31.43,11,15.71,17,24.29,16033
16,34,57,24,42.11,3,5.26,14,24.56,4,7.02,12,21.05,16034
16,35,77,11,14.29,11,14.29,30,38.96,12,15.58,13,16.88,16035
16,36,66,14,21.21,6,9.09,11,16.67,20,30.3,15,22.73,16036
16,37,43,19,44.19,3,6.98,9,20.93,6,13.95,6,13.95,16037
16,38,54,23,42.59,3,5.56,12,22.22,8,14.81,8,14.81,16038
16,39,104,9,8.65,19,18.27,36,34.62,17,16.35,23,22.12,16039
16,40,83,37,44.58,12,14.46,16,19.28,8,9.64,10,12.05,16040
16,41,44,12,27.27,5,11.36,14,31.82,7,15.91,6,13.64,16041
16,42,48,4,8.33,9,18.75,10,20.83,13,27.08,12,25.0,16042
16,43,87,33,37.93,6,6.9,18,20.69,12,13.79,18,20.69,16043
16,44,69,23,33.33,5,7.25,18,26.09,9,13.04,14,20.29,16044
17,1,57,16,28.07,5,8.77,16,28.07,6,10.53,14,24.56,17001
17,2,104,32,30.77,13,12.5,18,17.31,9,8.65,32,30.77,17002
17,3,51,19,37.25,4,7.84,15,29.41,3,5.88,10,19.61,17003
17,4,147,54,36.73,10,6.8,25,17.01,23,15.65,35,23.81,17004
17,5,92,45,48.91,12,13.04,16,17.39,7,7.61,12,13.04,17005
17,6,66,24,36.36,8,12.12,18,27.27,4,6.06,12,18.18,17006
17,7,90,33,36.67,10,11.11,18,20.0,6,6.67,23,25.56,17007
17,8,86,16,18.6,6,6.98,29,33.72,14,16.28,21,24.42,17008
17,9,74,27,36.49,4,5.41,13,17.57,9,12.16,21,28.38,17009
17,10,112,50,44.64,7,6.25,24,21.43,12,10.71,19,16.96,17010
17,11,102,31,30.39,7,6.86,17,16.67,15,14.71,32,31.37,17011
17,12,170,64,37.65,14,8.24,47,27.65,19,11.18,26,15.29,17012
17,13,61,23,37.7,4,6.56,18,29.51,5,8.2,11,18.03,17013
17,14,83,18,21.69,9,10.84,30,36.14,13,15.66,13,15.66,17014
17,15,116,36,31.03,8,6.9,41,35.34,9,7.76,22,18.97,17015
17,16,70,26,37.14,4,5.71,16,22.86,10,14.29,14,20.0,17016
17,17,57,23,40.35,2,3.51,14,24.56,7,12.28,11,19.3,17017
17,18,125,40,32.0,14,11.2,37,29.6,9,7.2,25,20.0,17018
17,19,42,9,21.43,6,14.29,14,33.33,5,11.9,8,19.05,17019
17,20,82,35,42.68,8,9.76,18,21.95,8,9.76,13,15.85,17020
17,21,166,73,43.98,14,8.43,28,16.87,19,11.45,32,19.28,17021
17,22,109,48,44.04,6,5.5,20,18.35,17,15.6,18,16.51,17022
17,23,55,16,29.09,7,12.73,12,21.82,3,5.45,17,30.91,17023
17,24,111,39,35.14,11,9.91,36,32.43,15,13.51,10,9.01,17024
17,25,68,28,41.18,7,10.29,14,20.59,5,7.35,14,20.59,17025
17,26,134,47,35.07,12,8.96,33,24.63,16,11.94,26,19.4,17026
17,27,154,40,25.97,18,11.69,36,23.38,25,16.23,35,22.73,17027
17,28,88,28,31.82,12,13.64,21,23.86,15,17.05,12,13.64,17028
17,29,117,55,47.01,13,11.11,21,17.95,16,13.68,12,10.26,17029
17,30,131,49,37.4,12,9.16,25,19.08,14,10.69,31,23.66,17030
17,31,86,34,39.53,8,9.3,20,23.26,6,6.98,18,20.93,17031
17,32,101,38,37.62,10,9.9,21,20.79,12,11.88,20,19.8,17032
17,33,79,38,48.1,2,2.53,20,25.32,4,5.06,15,18.99,17033
17,34,87,24,27.59,7,8.05,27,31.03,8,9.2,21,24.14,17034
17,35,81,33,40.74,4,4.94,19,23.46,9,11.11,16,19.75,17035
17,36,58,17,29.31,9,15.52,19,32.76,6,10.34,7,12.07,17036
17,37,82,33,40.24,6,7.32,16,19.51,10,12.2,17,20.73,17037
17,38,92,39,42.39,9,9.78,18,19.57,10,10.87,16,17.39,17038
17,39,79,24,30.38,5,6.33,22,27.85,13,16.46,15,18.99,17039
17,40,75,32,42.67,5,6.67,20,26.67,6,8.0,12,16.0,17040
17,41,77,30,38.96,8,10.39,22,28.57,1,1.3,16,20.78,17041
17,42,70,29,41.43,8,11.43,16,22.86,9,12.86,8,11.43,17042
17,43,61,16,26.23,3,4.92,21,34.43,12,19.67,9,14.75,17043
17,44,56,21,37.5,3,5.36,13,23.21,5,8.93,14,25.0,17044
17,45,45,15,33.33,4,8.89,9,20.0,9,20.0,8,17.78,17045
17,46,94,33,35.11,8,8.51,15,15.96,12,12.77,26,27.66,17046
17,47,49,12,24.49,5,10.2,15,30.61,5,10.2,12,24.49,17047
17,48,112,49,43.75,4,3.57,18,16.07,14,12.5,27,24.11,17048
17,49,62,16,25.81,6,9.68,24,38.71,6,9.68,10,16.13,17049
17,50,82,26,31.71,8,9.76,23,28.05,11,13.41,14,17.07,17050
17,51,114,38,33.33,15,13.16,27,23.68,8,7.02,26,22.81,17051
17,52,127,50,39.37,7,5.51,27,21.26,20,15.75,23,18.11,17052
17,53,124,52,41.94,6,4.84,29,23.39,11,8.87,26,20.97,17053
17,54,133,57,42.86,9,6.77,23,17.29,22,16.54,22,16.54,17054
17,55,90,30,33.33,7,7.78,17,18.89,7,7.78,29,32.22,17055
17,56,99,39,39.39,7,7.07,22,22.22,17,17.17,14,14.14,17056
17,57,114,41,35.96,11,9.65,24,21.05,11,9.65,27,23.68,17057
17,58,84,33,39.29,5,5.95,23,27.38,10,11.9,13,15.48,17058
17,59,56,23,41.07,3,5.36,15,26.79,9,16.07,6,10.71,17059
17,60,135,43,31.85,15,11.11,39,28.89,12,8.89,26,19.26,17060
17,61,90,19,21.11,10,11.11,24,26.67,15,16.67,22,24.44,17061
17,62,67,25,37.31,4,5.97,13,19.4,14,20.9,11,16.42,17062
17,63,48,20,41.67,3,6.25,9,18.75,6,12.5,10,20.83,17063
17,64,65,21,32.31,10,15.38,15,23.08,3,4.62,16,24.62,17064
18,1,66,16,24.24,9,13.64,16,24.24,8,12.12,17,25.76,18001
18,2,133,42,31.58,19,14.29,29,21.8,15,11.28,28,21.05,18002
18,3,133,12,9.02,18,13.53,47,35.34,29,21.8,27,20.3,18003
18,4,175,55,31.43,14,8.0,47,26.86,24,13.71,35,20.0,18004
18,5,104,23,22.12,8,7.69,38,36.54,16,15.38,19,18.27,18005
18,6,128,20,15.63,13,10.16,43,33.59,29,22.66,23,17.97,18006
18,7,125,29,23.2,10,8.0,35,28.0,18,14.4,33,26.4,18007
18,8,65,17,26.15,9,13.85,11,16.92,17,26.15,11,16.92,18008
18,9,184,56,30.43,10,5.43,42,22.83,32,17.39,44,23.91,18009
18,10,257,81,31.52,17,6.61,59,22.96,56,21.79,44,17.12,18010
18,11,134,23,17.16,17,12.69,41,30.6,26,19.4,27,20.15,18011
18,12,203,80,39.41,15,7.39,38,18.72,33,16.26,37,18.23,18012
18,13,160,50,31.25,13,8.13,34,21.25,34,21.25,29,18.13,18013
18,14,179,74,41.34,14,7.82,27,15.08,32,17.88,32,17.88,18014
18,15,77,9,11.69,14,18.18,25,32.47,13,16.88,16,20.78,18015
18,16,152,69,45.39,9,5.92,27,17.76,12,7.89,35,23.03,18016
18,17,128,28,21.88,10,7.81,31,24.22,29,22.66,30,23.44,18017
18,18,167,69,41.32,12,7.19,37,22.16,17,10.18,32,19.16,18018
18,19,205,84,40.98,18,8.78,35,17.07,31,15.12,37,18.05,18019
18,20,133,56,42.11,13,9.77,22,16.54,20,15.04,22,16.54,18020
18,21,221,74,33.48,15,6.79,53,23.98,36,16.29,43,19.46,18021
18,22,185,65,35.14,10,5.41,33,17.84,41,22.16,36,19.46,18022
18,23,123,44,35.77,10,8.13,26,21.14,18,14.63,25,20.33,18023
18,24,200,87,43.5,14,7.0,27,13.5,39,19.5,33,16.5,18024
18,25,177,74,41.81,12,6.78,30,16.95,30,16.95,31,17.51,18025
18,26,139,75,53.96,5,3.6,20,14.39,23,16.55,16,11.51,18026
18,27,131,37,28.24,11,8.4,27,20.61,30,22.9,26,19.85,18027
18,28,154,11,7.14,15,9.74,53,34.42,36,23.38,39,25.32,18028
18,29,137,28,20.44,14,10.22,33,24.09,30,21.9,32,23.36,18029
18,30,117,50,42.74,4,3.42,17,14.53,19,16.24,27,23.08,18030
18,31,101,30,29.7,4,3.96,19,18.81,18,17.82,30,29.7,18031
18,32,225,80,35.56,25,11.11,36,16.0,28,12.44,56,24.89,18032
18,33,125,43,34.4,12,9.6,25,20.0,20,16.0,25,20.0,18033
18,34,268,113,42.16,18,6.72,39,14.55,58,21.64,40,14.93,18034
18,35,219,66,30.14,14,6.39,38,17.35,55,25.11,46,21.0,18035
18,36,109,23,21.1,18,16.51,33,30.28,12,11.01,23,21.1,18036
18,37,133,50,37.59,19,14.29,19,14.29,18,13.53,27,20.3,18037
18,38,164,59,35.98,12,7.32,30,18.29,33,20.12,30,18.29,18038
18,39,106,24,22.64,10,9.43,25,23.58,21,19.81,26,24.53,18039
18,40,202,81,40.1,12,5.94,45,22.28,37,18.32,27,13.37,18040
18,41,149,23,15.44,18,12.08,39,26.17,43,28.86,26,17.45,18041
18,42,85,19,22.35,6,7.06,25,29.41,18,21.18,17,20.0,18042
18,43,79,15,18.99,12,15.19,19,24.05,16,20.25,17,21.52,18043
18,44,86,21,24.42,7,8.14,28,32.56,14,16.28,16,18.6,18044
18,45,196,75,38.27,12,6.12,31,15.82,46,23.47,32,16.33,18045
18,46,154,68,44.16,14,9.09,22,14.29,21,13.64,29,18.83,18046
18,47,104,18,17.31,5,4.81,27,25.96,29,27.88,25,24.04,18047
18,48,87,9,10.34,12,13.79,32,36.78,18,20.69,16,18.39,18048
18,49,95,41,43.16,9,9.47,12,12.63,18,18.95,15,15.79,18049
18,50,122,39,31.97,11,9.02,33,27.05,16,13.11,23,18.85,18050
18,51,190,82,43.16,16,8.42,33,17.37,27,14.21,32,16.84,18051
18,52,178,75,42.13,14,7.87,30,16.85,30,16.85,29,16.29,18052
18,53,106,43,40.57,4,3.77,15,14.15,22,20.75,22,20.75,18053
18,54,150,59,39.33,3,2.0,35,23.33,26,17.33,27,18.0,18054
18,55,151,10,6.62,17,11.26,43,28.48,48,31.79,33,21.85,18055
18,56,93,15,16.13,7,7.53,28,30.11,18,19.35,25,26.88,18056
18,57,100,23,23.0,9,9.0,28,28.0,24,24.0,16,16.0,18057
18,58,102,34,33.33,8,7.84,20,19.61,16,15.69,24,23.53,18058
18,59,131,47,35.88,14,10.69,30,22.9,17,12.98,23,17.56,18059
18,60,166,70,42.17,12,7.23,33,19.88,26,15.66,25,15.06,18060
18,61,145,43,29.66,19,13.1,25,17.24,27,18.62,31,21.38,18061
18,62,100,17,17.0,11,11.0,32,32.0,18,18.0,22,22.0,18062
19,1,261,58,22.22,12,4.6,91,34.87,45,17.24,55,21.07,19001
19,2,214,89,41.59,8,3.74,32,14.95,42,19.63,43,20.09,19002
19,3,161,30,18.63,13,8.07,69,42.86,30,18.63,19,11.8,19003
19,4,214,82,38.32,16,7.48,54,25.23,26,12.15,36,16.82,19004
19,5,264,89,33.71,12,4.55,55,20.83,47,17.8,61,23.11,19005
19,6,185,30,16.22,26,14.05,63,34.05,24,12.97,42,22.7,19006
19,7,255,41,16.08,30,11.76,81,31.76,37,14.51,66,25.88,19007
19,8,149,14,9.4,17,11.41,59,39.6,19,12.75,40,26.85,19008
19,9,162,31,19.14,17,10.49,58,35.8,24,14.81,32,19.75,19009
19,10,333,85,25.53,23,6.91,66,19.82,85,25.53,74,22.22,19010
19,11,220,66,30.0,24,10.91,56,25.45,43,19.55,31,14.09,19011
19,12,183,40,21.86,20,10.93,72,39.34,17,9.29,34,18.58,19012
19,13,151,68,45.03,9,5.96,27,17.88,20,13.25,27,17.88,19013
19,14,132,24,18.18,18,13.64,44,33.33,14,10.61,32,24.24,19014
19,15,149,18,12.08,17,11.41,62,41.61,24,16.11,28,18.79,19015
19,16,253,70,27.67,28,11.07,90,35.57,27,10.67,38,15.02,19016
19,17,240,41,17.08,27,11.25,81,33.75,39,16.25,52,21.67,19017
19,18,283,69,24.38,20,7.07,50,17.67,74,26.15,70,24.73,19018
19,19,231,63,27.27,29,12.55,40,17.32,47,20.35,52,22.51,19019
19,20,210,67,31.9,27,12.86,42,20.0,27,12.86,47,22.38,19020
19,21,150,9,6.0,18,12.0,62,41.33,17,11.33,44,29.33,19021
19,22,246,63,25.61,21,8.54,43,17.48,61,24.8,58,23.58,19022
19,23,262,53,20.23,21,8.02,82,31.3,35,13.36,71,27.1,19023
19,24,194,50,25.77,8,4.12,67,34.54,36,18.56,33,17.01,19024
19,25,262,50,19.08,17,6.49,50,19.08,76,29.01,69,26.34,19025
19,26,263,47,17.87,25,9.51,61,23.19,74,28.14,56,21.29,19026
19,27,151,59,39.07,8,5.3,18,11.92,27,17.88,39,25.83,19027
19,28,233,97,41.63,16,6.87,44,18.88,30,12.88,46,19.74,19028
19,29,153,22,14.38,16,10.46,64,41.83,15,9.8,36,23.53,19029
19,30,182,41,22.53,22,12.09,63,34.62,19,10.44,37,20.33,19030
19,31,227,37,16.3,22,9.69,46,20.26,60,26.43,62,27.31,19031
19,32,239,41,17.15,24,10.04,83,34.73,37,15.48,54,22.59,19032
19,33,209,63,30.14,13,6.22,73,34.93,23,11.0,37,17.7,19033
19,34,268,68,25.37,27,10.07,51,19.03,59,22.01,63,23.51,19034
19,35,253,82,32.41,19,7.51,49,19.37,60,23.72,43,17.0,19035
19,36,243,77,31.69,21,8.64,46,18.93,36,14.81,63,25.93,19036
19,37,233,69,29.61,23,9.87,36,15.45,39,16.74,66,28.33,19037
19,38,220,73,33.18,11,5.0,41,18.64,41,18.64,54,24.55,19038
19,39,77,31,40.26,6,7.79,18,23.38,7,9.09,15,19.48,19039
19,40,225,40,17.78,26,11.56,57,25.33,51,22.67,51,22.67,19040
19,41,155,28,18.06,15,9.68,57,36.77,17,10.97,38,24.52,19041
19,42,213,67,31.46,23,10.8,33,15.49,40,18.78,50,23.47,19042
19,43,227,87,38.33,6,2.64,46,20.26,40,17.62,48,21.15,19043
19,44,184,40,21.74,24,13.04,68,36.96,27,14.67,25,13.59,19044
19,45,246,36,14.63,22,8.94,90,36.59,38,15.45,60,24.39,19045
19,46,301,58,19.27,31,10.3,70,23.26,68,22.59,74,24.58,19046
19,47,167,70,41.92,10,5.99,29,17.37,17,10.18,41,24.55,19047
19,48,155,64,41.29,12,7.74,18,11.61,25,16.13,36,23.23,19048
19,49,260,117,45.0,9,3.46,41,15.77,31,11.92,62,23.85,19049
19,50,194,70,36.08,12,6.19,46,23.71,19,9.79,47,24.23,19050
19,51,162,17,10.49,24,14.81,71,43.83,24,14.81,26,16.05,19051
19,52,152,26,17.11,20,13.16,61,40.13,21,13.82,24,15.79,19052
19,53,239,41,17.15,29,12.13,68,28.45,32,13.39,69,28.87,19053
19,54,130,23,17.69,13,10.0,51,39.23,20,15.38,23,17.69,19054
19,55,169,37,21.89,17,10.06,60,35.5,19,11.24,36,21.3,19055
19,56,264,67,25.38,22,8.33,58,21.97,72,27.27,45,17.05,19056
19,57,241,42,17.43,23,9.54,62,25.73,42,17.43,72,29.88,19057
19,58,213,39,18.31,20,9.39,76,35.68,33,15.49,45,21.13,19058
19,59,186,20,10.75,20,10.75,70,37.63,28,15.05,48,25.81,19059
19,60,150,71,47.33,12,8.0,20,13.33,15,10.0,32,21.33,19060
19,61,299,93,31.1,18,6.02,75,25.08,48,16.05,65,21.74,19061
19,62,221,56,25.34,23,10.41,65,29.41,21,9.5,56,25.34,19062
19,63,159,75,47.17,15,9.43,25,15.72,9,5.66,35,22.01,19063
19,64,223,58,26.01,21,9.42,45,20.18,64,28.7,35,15.7,19064
19,65,167,40,23.95,18,10.78,38,22.75,21,12.57,50,29.94,19065
19,66,166,65,39.16,12,7.23,34,20.48,21,12.65,34,20.48,19066
20,1,109,48,44.04,6,5.5,22,20.18,10,9.17,23,21.1,20001
20,2,88,32,36.36,8,9.09,20,22.73,9,10.23,19,21.59,20002
20,3,82,31,37.8,6,7.32,13,15.85,11,13.41,21,25.61,20003
20,4,72,7,9.72,16,22.22,26,36.11,6,8.33,17,23.61,20004
20,5,74,29,39.19,4,5.41,14,18.92,14,18.92,13,17.57,20005
20,6,141,62,43.97,9,6.38,23,16.31,15,10.64,32,22.7,20006
20,7,24,4,16.67,2,8.33,9,37.5,1,4.17,8,33.33,20007
20,8,44,3,6.82,8,18.18,19,43.18,4,9.09,10,22.73,20008
20,9,151,62,41.06,8,5.3,31,20.53,20,13.25,30,19.87,20009
20,10,73,33,45.21,3,4.11,17,23.29,9,12.33,11,15.07,20010
20,11,63,16,25.4,8,12.7,16,25.4,5,7.94,18,28.57,20011
20,12,66,26,39.39,7,10.61,11,16.67,9,13.64,13,19.7,20012
20,13,90,24,26.67,10,11.11,27,30.0,10,11.11,19,21.11,20013
20,14,140,59,42.14,8,5.71,31,22.14,13,9.29,29,20.71,20014
20,15,75,7,9.33,10,13.33,29,38.67,7,9.33,22,29.33,20015
20,16,151,64,42.38,9,5.96,32,21.19,21,13.91,25,16.56,20016
20,17,74,20,27.03,6,8.11,23,31.08,6,8.11,19,25.68,20017
20,18,74,29,39.19,7,9.46,12,16.22,10,13.51,16,21.62,20018
20,19,73,17,23.29,4,5.48,23,31.51,14,19.18,15,20.55,20019
20,20,44,21,47.73,7,15.91,5,11.36,6,13.64,5,11.36,20020
20,21,51,5,9.8,9,17.65,22,43.14,5,9.8,10,19.61,20021
20,22,155,72,46.45,13,8.39,24,15.48,18,11.61,28,18.06,20022
20,23,112,39,34.82,11,9.82,21,18.75,13,11.61,28,25.0,20023
20,24,102,44,43.14,8,7.84,14,13.73,18,17.65,18,17.65,20024
20,25,87,31,35.63,6,6.9,20,22.99,8,9.2,22,25.29,20025
20,26,119,45,37.82,11,9.24,20,16.81,16,13.45,27,22.69,20026
20,27,77,24,31.17,8,10.39,13,16.88,7,9.09,25,32.47,20027
20,28,103,33,32.04,12,11.65,29,28.16,6,5.83,23,22.33,20028
20,29,105,53,50.48,12,11.43,14,13.33,12,11.43,14,13.33,20029
20,30,103,41,39.81,9,8.74,18,17.48,12,11.65,23,22.33,20030
20,31,138,39,28.26,15,10.87,36,26.09,18,13.04,30,21.74,20031
20,32,70,24,34.29,5,7.14,13,18.57,9,12.86,19,27.14,20032
20,33,104,37,35.58,7,6.73,21,20.19,18,17.31,21,20.19,20033
20,34,155,58,37.42,9,5.81,33,21.29,26,16.77,29,18.71,20034
20,35,38,10,26.32,5,13.16,12,31.58,2,5.26,9,23.68,20035
20,36,86,37,43.02,14,16.28,11,12.79,3,3.49,21,24.42,20036
20,37,112,44,39.29,9,8.04,23,20.54,14,12.5,22,19.64,20037
20,38,23,9,39.13,0,0.0,8,34.78,4,17.39,2,8.7,20038
20,39,92,32,34.78,9,9.78,27,29.35,10,10.87,14,15.22,20039
20,40,78,26,33.33,9,11.54,28,35.9,7,8.97,8,10.26,20040
20,41,40,5,12.5,8,20.0,12,30.0,2,5.0,13,32.5,20041
20,42,88,29,32.95,10,11.36,30,34.09,4,4.55,15,17.05,20042
20,43,16,4,25.0,0,0.0,5,31.25,1,6.25,6,37.5,20043
20,44,145,58,40.0,13,8.97,26,17.93,26,17.93,22,15.17,20044
20,45,44,11,25.0,3,6.82,9,20.45,7,15.91,14,31.82,20045
20,46,93,41,44.09,7,7.53,14,15.05,11,11.83,20,21.51,20046
20,47,73,32,43.84,3,4.11,19,26.03,6,8.22,13,17.81,20047
20,48,45,15,33.33,3,6.67,7,15.56,6,13.33,14,31.11,20048
20,49,61,28,45.9,6,9.84,10,16.39,6,9.84,11,18.03,20049
20,50,32,10,31.25,4,12.5,6,18.75,3,9.38,9,28.13,20050
21,1,229,108,47.16,13,5.68,37,16.16,29,12.66,42,18.34,21001
21,2,127,54,42.52,14,11.02,24,18.9,13,10.24,22,17.32,21002
21,3,130,51,39.23,8,6.15,24,18.46,18,13.85,29,22.31,21003
21,4,138,50,36.23,12,8.7,33,23.91,20,14.49,23,16.67,21004
21,5,143,59,41.26,2,1.4,26,18.18,11,7.69,45,31.47,21005
21,6,110,33,30.0,11,10.0,21,19.09,17,15.45,28,25.45,21006
21,7,161,77,47.83,9,5.59,23,14.29,24,14.91,28,17.39,21007
21,8,171,65,38.01,16,9.36,32,18.71,22,12.87,36,21.05,21008
21,9,158,64,40.51,8,5.06,34,21.52,12,7.59,40,25.32,21009
