ward,precinct,total,Robert Shaw,Robert Shaw Percent,Joseph Berrios,Joseph Berrios Percent,Raymond A. Figueroa,Raymond A. Figueroa Percent,precinct_id
20,25,89,69,77.53,18,20.22,2,2.25,20025
20,26,124,73,58.87,29,23.39,22,17.74,20026
20,27,88,64,72.73,17,19.32,7,7.95,20027
20,28,122,85,69.67,28,22.95,9,7.38,20028
20,29,109,76,69.72,21,19.27,12,11.01,20029
20,30,108,76,70.37,20,18.52,12,11.11,20030
20,31,147,98,66.67,41,27.89,8,5.44,20031
20,32,74,43,58.11,22,29.73,9,12.16,20032
20,33,118,80,67.8,17,14.41,21,17.8,20033
20,34,169,80,47.34,45,26.63,44,26.04,20034
20,35,37,32,86.49,3,8.11,2,5.41,20035
20,36,99,70,70.71,19,19.19,10,10.1,20036
20,37,121,82,67.77,29,23.97,10,8.26,20037
20,38,23,16,69.57,6,26.09,1,4.35,20038
20,39,95,65,68.42,17,17.89,13,13.68,20039
20,40,97,76,78.35,14,14.43,7,7.22,20040
20,41,38,8,21.05,17,44.74,13,34.21,20041
20,42,93,64,68.82,19,20.43,10,10.75,20042
20,43,25,20,80.0,4,16.0,1,4.0,20043
20,44,171,112,65.5,42,24.56,17,9.94,20044
20,45,49,32,65.31,10,20.41,7,14.29,20045
20,46,99,54,54.55,28,28.28,17,17.17,20046
20,47,82,54,65.85,17,20.73,11,13.41,20047
20,48,49,29,59.18,15,30.61,5,10.2,20048
20,49,73,51,69.86,17,23.29,5,6.85,20049
20,50,40,29,72.5,6,15.0,5,12.5,20050
21,1,255,154,60.39,72,28.24,29,11.37,21001
21,2,133,93,69.92,31,23.31,9,6.77,21002
21,3,138,96,69.57,33,23.91,9,6.52,21003
21,4,151,99,65.56,41,27.15,11,7.28,21004
21,5,154,103,66.88,37,24.03,14,9.09,21005
21,6,121,78,64.46,29,23.97,14,11.57,21006
21,7,174,127,72.99,32,18.39,15,8.62,21007
21,8,183,117,63.93,47,25.68,19,10.38,21008
21,9,173,118,68.21,43,24.86,12,6.94,21009
21,10,117,82,70.09,26,22.22,9,7.69,21010
21,11,150,102,68.0,34,22.67,14,9.33,21011
21,12,170,128,75.29,35,20.59,7,4.12,21012
21,13,79,55,69.62,19,24.05,5,6.33,21013
21,14,136,88,64.71,31,22.79,17,12.5,21014
21,15,128,91,71.09,28,21.88,9,7.03,21015
21,16,151,110,72.85,32,21.19,9,5.96,21016
21,17,155,109,70.32,34,21.94,12,7.74,21017
21,18,143,101,70.63,33,23.08,9,6.29,21018
21,19,135,90,66.67,37,27.41,8,5.93,21019
21,20,106,71,66.98,20,18.87,15,14.15,21020
21,21,180,127,70.56,34,18.89,19,10.56,21021
21,22,145,109,75.17,31,21.38,5,3.45,21022
21,23,136,100,73.53,24,17.65,12,8.82,21023
21,24,168,111,66.07,44,26.19,13,7.74,21024
21,25,143,109,76.22,28,19.58,6,4.2,21025
21,26,138,97,70.29,29,21.01,12,8.7,21026
21,27,180,112,62.22,48,26.67,20,11.11,21027
21,28,113,77,68.14,24,21.24,12,10.62,21028
21,29,71,47,66.2,18,25.35,6,8.45,21029
21,30,106,70,66.04,26,24.53,10,9.43,21030
21,31,193,133,68.91,43,22.28,17,8.81,21031
21,32,123,93,75.61,25,20.33,5,4.07,21032
21,33,157,109,69.43,33,21.02,15,9.55,21033
21,34,188,130,69.15,47,25.0,11,5.85,21034
21,35,76,49,64.47,15,19.74,12,15.79,21035
21,36,120,84,70.0,26,21.67,10,8.33,21036
21,37,136,86,63.24,38,27.94,12,8.82,21037
21,38,157,102,64.97,41,26.11,14,8.92,21038
21,39,122,87,71.31,25,20.49,10,8.2,21039
21,40,166,96,57.83,52,31.33,18,10.84,21040
21,41,112,82,73.21,23,20.54,7,6.25,21041
21,42,167,105,62.87,49,29.34,13,7.78,21042
21,43,136,96,70.59,29,21.32,11,8.09,21043
21,44,150,102,68.0,32,21.33,16,10.67,21044
21,45,153,108,70.59,36,23.53,9,5.88,21045
21,46,105,76,72.38,23,21.9,6,5.71,21046
21,47,218,153,70.18,53,24.31,12,5.5,21047
21,48,167,122,73.05,35,20.96,10,5.99,21048
21,49,199,137,68.84,41,20.6,21,10.55,21049
21,50,184,133,72.28,34,18.48,17,9.24,21050
21,51,179,107,59.78,60,33.52,12,6.7,21051
21,52,162,109,67.28,36,22.22,17,10.49,21052
21,53,133,100,75.19,25,18.8,8,6.02,21053
21,54,170,109,64.12,41,24.12,20,11.76,21054
21,55,144,99,68.75,35,24.31,10,6.94,21055
21,56,116,81,69.83,29,25.0,6,5.17,21056
21,57,127,86,67.72,31,24.41,10,7.87,21057
21,58,125,84,67.2,30,24.0,11,8.8,21058
21,59,182,121,66.48,48,26.37,13,7.14,21059
21,60,163,106,65.03,44,26.99,13,7.98,21060
21,61,174,111,63.79,41,23.56,22,12.64,21061
21,62,146,107,73.29,34,23.29,5,3.42,21062
21,63,143,89,62.24,38,26.57,16,11.19,21063
21,64,79,51,64.56,21,26.58,7,8.86,21064
21,65,252,146,57.94,83,32.94,23,9.13,21065
21,66,122,75,61.48,30,24.59,17,13.93,21066
21,67,151,101,66.89,35,23.18,15,9.93,21067
21,68,156,116,74.36,31,19.87,9,5.77,21068
21,69,123,81,65.85,28,22.76,14,11.38,21069
21,70,129,85,65.89,30,23.26,14,10.85,21070
21,71,133,81,60.9,38,28.57,14,10.53,21071
21,72,159,114,71.7,30,18.87,15,9.43,21072
21,73,148,104,70.27,28,18.92,16,10.81,21073
21,74,50,32,64.0,10,20.0,8,16.0,21074
22,1,76,10,13.16,32,42.11,34,44.74,22001
22,2,73,6,8.22,33,45.21,34,46.58,22002
22,3,144,6,4.17,67,46.53,71,49.31,22003
22,4,97,12,12.37,49,50.52,36,37.11,22004
22,5,125,8,6.4,49,39.2,68,54.4,22005
22,6,114,4,3.51,39,34.21,71,62.28,22006
22,7,119,64,53.78,33,27.73,22,18.49,22007
22,8,64,6,9.38,34,53.13,24,37.5,22008
22,9,105,12,11.43,41,39.05,52,49.52,22009
22,10,131,13,9.92,57,43.51,61,46.56,22010
22,11,96,3,3.13,48,50.0,45,46.88,22011
22,12,92,9,9.78,39,42.39,44,47.83,22012
22,13,139,16,11.51,57,41.01,66,47.48,22013
22,14,57,16,28.07,20,35.09,21,36.84,22014
22,15,65,10,15.38,25,38.46,30,46.15,22015
22,16,133,10,7.52,49,36.84,74,55.64,22016
22,17,128,15,11.72,50,39.06,63,49.22,22017
22,18,122,11,9.02,52,42.62,59,48.36,22018
22,19,62,43,69.35,13,20.97,6,9.68,22019
22,20,126,13,10.32,52,41.27,61,48.41,22020
22,21,113,73,64.6,23,20.35,17,15.04,22021
22,22,74,14,18.92,21,28.38,39,52.7,22022
22,23,139,15,10.79,49,35.25,75,53.96,22023
22,24,90,6,6.67,36,40.0,48,53.33,22024
22,25,101,4,3.96,41,40.59,56,55.45,22025
22,26,89,6,6.74,41,46.07,42,47.19,22026
22,27,146,8,5.48,60,41.1,78,53.42,22027
22,28,70,6,8.57,34,48.57,30,42.86,22028
22,29,66,5,7.58,32,48.48,29,43.94,22029
23,1,190,28,14.74,109,57.37,53,27.89,23001
23,2,241,36,14.94,160,66.39,45,18.67,23002
23,3,172,48,27.91,85,49.42,39,22.67,23003
23,4,171,40,23.39,89,52.05,42,24.56,23004
23,5,137,18,13.14,67,48.91,52,37.96,23005
23,6,188,37,19.68,115,61.17,36,19.15,23006
23,7,189,35,18.52,105,55.56,49,25.93,23007
23,8,160,30,18.75,92,57.5,38,23.75,23008
23,9,197,24,12.18,111,56.35,62,31.47,23009
23,10,262,30,11.45,178,67.94,54,20.61,23010
23,11,204,53,25.98,106,51.96,45,22.06,23011
23,12,172,30,17.44,101,58.72,41,23.84,23012
23,13,196,42,21.43,99,50.51,55,28.06,23013
23,14,150,31,20.67,77,51.33,42,28.0,23014
23,15,163,25,15.34,90,55.21,48,29.45,23015
23,16,207,43,20.77,122,58.94,42,20.29,23016
23,17,223,49,21.97,129,57.85,45,20.18,23017
23,18,131,20,15.27,70,53.44,41,31.3,23018
23,19,160,25,15.63,89,55.63,46,28.75,23019
23,20,164,24,14.63,94,57.32,46,28.05,23020
23,21,141,97,68.79,32,22.7,12,8.51,23021
23,22,165,35,21.21,87,52.73,43,26.06,23022
23,23,160,39,24.38,80,50.0,41,25.63,23023
23,24,109,16,14.68,55,50.46,38,34.86,23024
23,25,123,17,13.82,62,50.41,44,35.77,23025
23,26,180,37,20.56,89,49.44,54,30.0,23026
23,27,152,30,19.74,74,48.68,48,31.58,23027
23,28,205,56,27.32,108,52.68,41,20.0,23028
23,29,151,20,13.25,78,51.66,53,35.1,23029
23,30,151,23,15.23,91,60.26,37,24.5,23030
23,31,181,40,22.1,82,45.3,59,32.6,23031
23,32,210,52,24.76,106,50.48,52,24.76,23032
23,33,204,41,20.1,113,55.39,50,24.51,23033
23,34,132,32,24.24,59,44.7,41,31.06,23034
23,35,115,81,70.43,22,19.13,12,10.43,23035
23,36,225,40,17.78,148,65.78,37,16.44,23036
23,37,130,72,55.38,49,37.69,9,6.92,23037
23,38,146,41,28.08,80,54.79,25,17.12,23038
23,39,158,30,18.99,88,55.7,40,25.32,23039
23,40,172,31,18.02,100,58.14,41,23.84,23040
23,41,167,34,20.36,90,53.89,43,25.75,23041
23,42,155,29,18.71,86,55.48,40,25.81,23042
23,43,204,47,23.04,112,54.9,45,22.06,23043
23,44,193,30,15.54,119,61.66,44,22.8,23044
23,45,188,25,13.3,99,52.66,64,34.04,23045
23,46,166,40,24.1,90,54.22,36,21.69,23046
23,47,217,51,23.5,110,50.69,56,25.81,23047
23,48,151,29,19.21,88,58.28,34,22.52,23048
23,49,243,64,26.34,125,51.44,54,22.22,23049
23,50,131,14,10.69,77,58.78,40,30.53,23050
23,51,184,36,19.57,100,54.35,48,26.09,23051
23,52,222,38,17.12,134,60.36,50,22.52,23052
23,53,128,28,21.88,66,51.56,34,26.56,23053
23,54,216,40,18.52,118,54.63,58,26.85,23054
24,1,138,86,62.32,43,31.16,9,6.52,24001
24,2,70,56,80.0,11,15.71,3,4.29,24002
24,3,98,58,59.18,31,31.63,9,9.18,24003
24,4,103,81,78.64,20,19.42,2,1.94,24004
24,5,73,50,68.49,19,26.03,4,5.48,24005
24,6,130,77,59.23,34,26.15,19,14.62,24006
24,7,91,60,65.93,26,28.57,5,5.49,24007
24,8,79,45,56.96,27,34.18,7,8.86,24008
24,9,87,57,65.52,26,29.89,4,4.6,24009
24,10,96,61,63.54,27,28.13,8,8.33,24010
24,11,63,42,66.67,14,22.22,7,11.11,24011
24,12,77,52,67.53,20,25.97,5,6.49,24012
24,13,112,73,65.18,26,23.21,13,11.61,24013
24,14,120,86,71.67,27,22.5,7,5.83,24014
24,15,86,62,72.09,17,19.77,7,8.14,24015
24,16,68,57,83.82,7,10.29,4,5.88,24016
24,17,78,48,61.54,24,30.77,6,7.69,24017
24,18,67,43,64.18,11,16.42,13,19.4,24018
24,19,71,40,56.34,28,39.44,3,4.23,24019
24,20,104,69,66.35,28,26.92,7,6.73,24020
24,21,44,33,75.0,7,15.91,4,9.09,24021
24,22,103,64,62.14,27,26.21,12,11.65,24022
24,23,81,46,56.79,24,29.63,11,13.58,24023
24,24,58,40,68.97,11,18.97,7,12.07,24024
24,25,116,74,63.79,34,29.31,8,6.9,24025
24,26,95,65,68.42,19,20.0,11,11.58,24026
24,27,60,37,61.67,17,28.33,6,10.0,24027
24,28,132,92,69.7,31,23.48,9,6.82,24028
24,29,111,73,65.77,31,27.93,7,6.31,24029
24,30,77,42,54.55,22,28.57,13,16.88,24030
24,31,92,63,68.48,19,20.65,10,10.87,24031
24,32,86,57,66.28,23,26.74,6,6.98,24032
24,33,75,47,62.67,14,18.67,14,18.67,24033
24,34,117,80,68.38,23,19.66,14,11.97,24034
24,35,137,95,69.34,33,24.09,9,6.57,24035
24,36,86,57,66.28,19,22.09,10,11.63,24036
24,37,127,87,68.5,33,25.98,7,5.51,24037
24,38,127,83,65.35,33,25.98,11,8.66,24038
24,39,88,59,67.05,22,25.0,7,7.95,24039
24,40,144,95,65.97,37,25.69,12,8.33,24040
24,41,95,63,66.32,26,27.37,6,6.32,24041
24,42,72,48,66.67,21,29.17,3,4.17,24042
24,43,125,82,65.6,34,27.2,9,7.2,24043
24,44,170,83,48.82,48,28.24,39,22.94,24044
24,45,88,54,61.36,28,31.82,6,6.82,24045
24,46,123,87,70.73,21,17.07,15,12.2,24046
24,47,79,53,67.09,18,22.78,8,10.13,24047
24,48,55,38,69.09,15,27.27,2,3.64,24048
24,49,190,113,59.47,56,29.47,21,11.05,24049
24,50,161,98,60.87,45,27.95,18,11.18,24050
24,51,138,71,51.45,56,40.58,11,7.97,24051
24,52,84,51,60.71,29,34.52,4,4.76,24052
24,53,108,15,13.89,52,48.15,41,37.96,24053
24,54,118,76,64.41,32,27.12,10,8.47,24054
24,55,86,58,67.44,20,23.26,8,9.3,24055
24,56,135,91,67.41,33,24.44,11,8.15,24056
25,1,129,10,7.75,73,56.59,46,35.66,25001
25,2,171,16,9.36,91,53.22,64,37.43,25002
25,3,97,43,44.33,31,31.96,23,23.71,25003
25,4,143,20,13.99,63,44.06,60,41.96,25004
25,5,132,24,18.18,64,48.48,44,33.33,25005
25,6,77,10,12.99,40,51.95,27,35.06,25006
25,7,108,8,7.41,55,50.93,45,41.67,25007
25,8,135,14,10.37,67,49.63,54,40.0,25008
25,9,166,12,7.23,80,48.19,74,44.58,25009
25,10,68,20,29.41,22,32.35,26,38.24,25010
25,11,139,14,10.07,58,41.73,67,48.2,25011
25,12,106,12,11.32,48,45.28,46,43.4,25012
25,13,156,13,8.33,93,59.62,50,32.05,25013
25,14,79,17,21.52,45,56.96,17,21.52,25014
25,15,138,16,11.59,68,49.28,54,39.13,25015
25,16,111,19,17.12,70,63.06,22,19.82,25016
25,17,194,43,22.16,77,39.69,74,38.14,25017
25,18,154,44,28.57,84,54.55,26,16.88,25018
25,19,142,15,10.56,76,53.52,51,35.92,25019
25,20,149,15,10.07,78,52.35,56,37.58,25020
25,21,96,24,25.0,25,26.04,47,48.96,25021
25,22,64,4,6.25,31,48.44,29,45.31,25022
25,23,148,10,6.76,82,55.41,56,37.84,25023
25,24,165,14,8.48,84,50.91,67,40.61,25024
25,25,106,13,12.26,47,44.34,46,43.4,25025
25,26,79,11,13.92,29,36.71,39,49.37,25026
25,27,92,13,14.13,35,38.04,44,47.83,25027
25,28,171,25,14.62,67,39.18,79,46.2,25028
25,29,227,70,30.84,94,41.41,63,27.75,25029
25,30,137,11,8.03,64,46.72,62,45.26,25030
25,31,77,9,11.69,38,49.35,30,38.96,25031
26,1,54,8,14.81,22,40.74,24,44.44,26001
26,2,100,23,23.0,35,35.0,42,42.0,26002
26,3,70,9,12.86,30,42.86,31,44.29,26003
26,4,48,5,10.42,25,52.08,18,37.5,26004
26,5,110,18,16.36,56,50.91,36,32.73,26005
26,6,55,5,9.09,23,41.82,27,49.09,26006
26,7,45,6,13.33,20,44.44,19,42.22,26007
26,8,48,15,31.25,17,35.42,16,33.33,26008
26,9,38,4,10.53,22,57.89,12,31.58,26009
26,10,54,5,9.26,32,59.26,17,31.48,26010
26,11,73,7,9.59,30,41.1,36,49.32,26011
26,12,55,6,10.91,30,54.55,19,34.55,26012
26,13,80,10,12.5,26,32.5,44,55.0,26013
26,14,65,5,7.69,31,47.69,29,44.62,26014
26,15,67,5,7.46,35,52.24,27,40.3,26015
26,16,51,6,11.76,22,43.14,23,45.1,26016
26,17,45,7,15.56,15,33.33,23,51.11,26017
26,18,43,1,2.33,22,51.16,20,46.51,26018
26,19,141,14,9.93,43,30.5,84,59.57,26019
26,20,85,11,12.94,25,29.41,49,57.65,26020
26,21,65,13,20.0,18,27.69,34,52.31,26021
26,22,39,4,10.26,17,43.59,18,46.15,26022
26,23,54,7,12.96,23,42.59,24,44.44,26023
26,24,50,9,18.0,21,42.0,20,40.0,26024
26,25,39,6,15.38,17,43.59,16,41.03,26025
26,26,39,5,12.82,12,30.77,22,56.41,26026
26,27,89,8,8.99,43,48.31,38,42.7,26027
26,28,63,8,12.7,21,33.33,34,53.97,26028
26,29,64,9,14.06,29,45.31,26,40.63,26029
26,30,56,11,19.64,28,50.0,17,30.36,26030
26,31,81,9,11.11,38,46.91,34,41.98,26031
26,32,71,9,12.68,34,47.89,28,39.44,26032
26,33,27,4,14.81,11,40.74,12,44.44,26033
26,34,80,11,13.75,26,32.5,43,53.75,26034
26,35,84,18,21.43,35,41.67,31,36.9,26035
26,36,53,9,16.98,23,43.4,21,39.62,26036
26,37,43,5,11.63,25,58.14,13,30.23,26037
26,38,43,12,27.91,15,34.88,16,37.21,26038
26,39,59,11,18.64,19,32.2,29,49.15,26039
26,40,54,9,16.67,19,35.19,26,48.15,26040
26,41,90,3,3.33,38,42.22,49,54.44,26041
26,42,38,3,7.89,20,52.63,15,39.47,26042
26,43,63,10,15.87,31,49.21,22,34.92,26043
26,44,43,16,37.21,17,39.53,10,23.26,26044
26,45,81,11,13.58,30,37.04,40,49.38,26045
26,46,94,11,11.7,40,42.55,43,45.74,26046
26,47,31,2,6.45,10,32.26,19,61.29,26047
26,48,98,15,15.31,39,39.8,44,44.9,26048
26,49,52,10,19.23,20,38.46,22,42.31,26049
26,50,40,6,15.0,16,40.0,18,45.0,26050
26,51,86,8,9.3,28,32.56,50,58.14,26051
26,52,27,5,18.52,13,48.15,9,33.33,26052
26,53,39,4,10.26,20,51.28,15,38.46,26053
26,54,48,5,10.42,21,43.75,22,45.83,26054
26,55,65,6,9.23,32,49.23,27,41.54,26055
26,56,62,10,16.13,28,45.16,24,38.71,26056
26,57,63,5,7.94,36,57.14,22,34.92,26057
26,58,76,13,17.11,33,43.42,30,39.47,26058
26,59,65,9,13.85,26,40.0,30,46.15,26059
26,60,56,10,17.86,20,35.71,26,46.43,26060
26,61,40,3,7.5,27,67.5,10,25.0,26061
26,62,78,3,3.85,38,48.72,37,47.44,26062
26,63,27,6,22.22,10,37.04,11,40.74,26063
27,1,121,24,19.83,43,35.54,54,44.63,27001
27,2,78,36,46.15,31,39.74,11,14.1,27002
27,3,74,47,63.51,19,25.68,8,10.81,27003
27,4,62,15,24.19,32,51.61,15,24.19,27004
27,5,41,10,24.39,19,46.34,12,29.27,27005
27,6,33,15,45.45,14,42.42,4,12.12,27006
27,7,90,34,37.78,28,31.11,28,31.11,27007
27,8,98,56,57.14,35,35.71,7,7.14,27008
27,9,165,90,54.55,53,32.12,22,13.33,27009
27,10,199,102,51.26,71,35.68,26,13.07,27010
27,11,103,34,33.01,42,40.78,27,26.21,27011
27,12,116,41,35.34,40,34.48,35,30.17,27012
27,13,99,27,27.27,40,40.4,32,32.32,27013
27,14,123,82,66.67,32,26.02,9,7.32,27014
27,15,61,25,40.98,24,39.34,12,19.67,27015
27,16,24,9,37.5,8,33.33,7,29.17,27016
27,17,83,14,16.87,27,32.53,42,50.6,27017
27,18,74,14,18.92,29,39.19,31,41.89,27018
27,19,90,49,54.44,22,24.44,19,21.11,27019
27,20,94,44,46.81,41,43.62,9,9.57,27020
27,21,80,32,40.0,34,42.5,14,17.5,27021
27,22,97,45,46.39,43,44.33,9,9.28,27022
27,23,20,9,45.0,7,35.0,4,20.0,27023
27,24,73,34,46.58,30,41.1,9,12.33,27024
27,25,63,36,57.14,22,34.92,5,7.94,27025
27,26,119,74,62.18,33,27.73,12,10.08,27026
27,27,102,59,57.84,31,30.39,12,11.76,27027
27,28,123,52,42.28,41,33.33,30,24.39,27028
27,29,65,22,33.85,36,55.38,7,10.77,27029
27,30,46,19,41.3,22,47.83,5,10.87,27030
27,31,65,39,60.0,16,24.62,10,15.38,27031
27,32,128,32,25.0,50,39.06,46,35.94,27032
27,33,86,34,39.53,32,37.21,20,23.26,27033
27,34,92,51,55.43,33,35.87,8,8.7,27034
27,35,86,8,9.3,47,54.65,31,36.05,27035
27,36,126,55,43.65,55,43.65,16,12.7,27036
27,37,149,46,30.87,90,60.4,13,8.72,27037
27,38,63,3,4.76,33,52.38,27,42.86,27038
27,39,35,13,37.14,20,57.14,2,5.71,27039
27,40,78,29,37.18,44,56.41,5,6.41,27040
27,41,79,10,12.66,35,44.3,34,43.04,27041
27,42,59,6,10.17,28,47.46,25,42.37,27042
27,43,62,30,48.39,27,43.55,5,8.06,27043
27,44,84,46,54.76,23,27.38,15,17.86,27044
27,45,95,40,42.11,50,52.63,5,5.26,27045
27,46,98,21,21.43,64,65.31,13,13.27,27046
27,47,72,48,66.67,16,22.22,8,11.11,27047
27,48,133,75,56.39,33,24.81,25,18.8,27048
27,49,99,43,43.43,40,40.4,16,16.16,27049
27,50,103,19,18.45,45,43.69,39,37.86,27050
27,51,15,6,40.0,8,53.33,1,6.67,27051
27,52,72,40,55.56,17,23.61,15,20.83,27052
27,53,78,20,25.64,45,57.69,13,16.67,27053
27,54,92,11,11.96,41,44.57,40,43.48,27054
27,55,89,41,46.07,34,38.2,14,15.73,27055
27,56,51,8,15.69,26,50.98,17,33.33,27056
27,57,64,16,25.0,23,35.94,25,39.06,27057
27,58,30,8,26.67,9,30.0,13,43.33,27058
27,59,119,15,12.61,68,57.14,36,30.25,27059
28,1,90,59,65.56,18,20.0,13,14.44,28001
28,2,127,83,65.35,29,22.83,15,11.81,28002
28,3,71,47,66.2,18,25.35,6,8.45,28003
28,4,108,71,65.74,25,23.15,12,11.11,28004
28,5,67,37,55.22,18,26.87,12,17.91,28005
28,6,70,36,51.43,25,35.71,9,12.86,28006
28,7,85,62,72.94,16,18.82,7,8.24,28007
28,8,85,61,71.76,17,20.0,7,8.24,28008
28,9,80,49,61.25,18,22.5,13,16.25,28009
28,10,31,20,64.52,10,32.26,1,3.23,28010
28,11,68,43,63.24,15,22.06,10,14.71,28011
28,12,58,43,74.14,8,13.79,7,12.07,28012
28,13,35,24,68.57,6,17.14,5,14.29,28013
28,14,56,42,75.0,9,16.07,5,8.93,28014
28,15,89,57,64.04,25,28.09,7,7.87,28015
28,16,77,48,62.34,21,27.27,8,10.39,28016
28,17,89,58,65.17,17,19.1,14,15.73,28017
28,18,111,70,63.06,31,27.93,10,9.01,28018
28,19,107,71,66.36,18,16.82,18,16.82,28019
28,20,101,71,70.3,24,23.76,6,5.94,28020
28,21,119,78,65.55,33,27.73,8,6.72,28021
28,22,84,57,67.86,16,19.05,11,13.1,28022
28,23,80,52,65.0,21,26.25,7,8.75,28023
28,24,54,38,70.37,9,16.67,7,12.96,28024
28,25,71,46,64.79,19,26.76,6,8.45,28025
28,26,92,63,68.48,14,15.22,15,16.3,28026
28,27,104,80,76.92,17,16.35,7,6.73,28027
28,28,51,34,66.67,11,21.57,6,11.76,28028
28,29,96,10,10.42,53,55.21,33,34.38,28029
28,30,66,46,69.7,16,24.24,4,6.06,28030
28,31,81,60,74.07,16,19.75,5,6.17,28031
28,32,82,49,59.76,19,23.17,14,17.07,28032
28,33,120,83,69.17,18,15.0,19,15.83,28033
28,34,22,3,13.64,12,54.55,7,31.82,28034
28,35,75,41,54.67,23,30.67,11,14.67,28035
28,36,61,30,49.18,16,26.23,15,24.59,28036
28,37,160,123,76.88,27,16.88,10,6.25,28037
28,38,43,3,6.98,24,55.81,16,37.21,28038
28,39,89,66,74.16,17,19.1,6,6.74,28039
28,40,135,99,73.33,21,15.56,15,11.11,28040
28,41,84,48,57.14,23,27.38,13,15.48,28041
28,42,74,54,72.97,16,21.62,4,5.41,28042
28,43,138,91,65.94,29,21.01,18,13.04,28043
28,44,137,73,53.28,49,35.77,15,10.95,28044
28,45,91,63,69.23,17,18.68,11,12.09,28045
28,46,94,68,72.34,25,26.6,1,1.06,28046
28,47,117,67,57.26,39,33.33,11,9.4,28047
28,48,46,28,60.87,13,28.26,5,10.87,28048
28,49,45,27,60.0,10,22.22,8,17.78,28049
28,50,58,35,60.34,14,24.14,9,15.52,28050
28,51,91,65,71.43,17,18.68,9,9.89,28051
28,52,72,33,45.83,17,23.61,22,30.56,28052
28,53,58,13,22.41,22,37.93,23,39.66,28053
28,54,64,44,68.75,16,25.0,4,6.25,28054
28,55,77,47,61.04,17,22.08,13,16.88,28055
28,56,84,65,77.38,14,16.67,5,5.95,28056
28,57,104,61,58.65,25,24.04,18,17.31,28057
28,58,92,60,65.22,20,21.74,12,13.04,28058
28,59,80,63,78.75,10,12.5,7,8.75,28059
28,60,56,42,75.0,10,17.86,4,7.14,28060
28,61,57,22,38.6,19,33.33,16,28.07,28061
29,1,213,145,68.08,44,20.66,24,11.27,29001
29,2,76,10,13.16,45,59.21,21,27.63,29002
29,3,198,131,66.16,42,21.21,25,12.63,29003
29,4,150,101,67.33,23,15.33,26,17.33,29004
29,5,122,85,69.67,27,22.13,10,8.2,29005
29,6,59,11,18.64,29,49.15,19,32.2,29006
29,7,70,11,15.71,32,45.71,27,38.57,29007
29,8,89,58,65.17,22,24.72,9,10.11,29008
29,9,61,8,13.11,31,50.82,22,36.07,29009
29,10,62,11,17.74,33,53.23,18,29.03,29010
29,11,133,79,59.4,30,22.56,24,18.05,29011
29,12,178,103,57.87,44,24.72,31,17.42,29012
29,13,132,82,62.12,27,20.45,23,17.42,29013
29,14,163,99,60.74,33,20.25,31,19.02,29014
29,15,177,115,64.97,39,22.03,23,12.99,29015
29,16,203,164,80.79,19,9.36,20,9.85,29016
29,17,112,70,62.5,31,27.68,11,9.82,29017
29,18,160,101,63.13,38,23.75,21,13.13,29018
29,19,184,106,57.61,51,27.72,27,14.67,29019
29,20,152,112,73.68,20,13.16,20,13.16,29020
29,21,98,69,70.41,17,17.35,12,12.24,29021
29,22,101,54,53.47,28,27.72,19,18.81,29022
29,23,115,87,75.65,19,16.52,9,7.83,29023
29,24,75,11,14.67,30,40.0,34,45.33,29024
29,25,126,100,79.37,15,11.9,11,8.73,29025
29,26,100,57,57.0,18,18.0,25,25.0,29026
29,27,72,43,59.72,16,22.22,13,18.06,29027
29,28,159,111,69.81,31,19.5,17,10.69,29028
29,29,155,123,79.35,22,14.19,10,6.45,29029
29,30,60,12,20.0,29,48.33,19,31.67,29030
29,31,132,90,68.18,21,15.91,21,15.91,29031
29,32,63,7,11.11,26,41.27,30,47.62,29032
29,33,142,77,54.23,28,19.72,37,26.06,29033
29,34,86,40,46.51,27,31.4,19,22.09,29034
29,35,99,59,59.6,25,25.25,15,15.15,29035
29,36,165,113,68.48,34,20.61,18,10.91,29036
29,37,119,67,56.3,37,31.09,15,12.61,29037
29,38,134,104,77.61,20,14.93,10,7.46,29038
29,39,84,16,19.05,36,42.86,32,38.1,29039
29,40,178,125,70.22,33,18.54,20,11.24,29040
29,41,159,109,68.55,28,17.61,22,13.84,29041
29,42,150,95,63.33,33,22.0,22,14.67,29042
29,43,168,108,64.29,44,26.19,16,9.52,29043
29,44,124,79,63.71,33,26.61,12,9.68,29044
29,45,106,65,61.32,26,24.53,15,14.15,29045
29,46,117,74,63.25,33,28.21,10,8.55,29046
29,47,178,112,62.92,37,20.79,29,16.29,29047
29,48,111,71,63.96,28,25.23,12,10.81,29048
29,49,175,102,58.29,45,25.71,28,16.0,29049
30,1,114,14,12.28,57,50.0,43,37.72,30001
30,2,62,4,6.45,35,56.45,23,37.1,30002
30,3,120,26,21.67,42,35.0,52,43.33,30003
30,4,72,8,11.11,35,48.61,29,40.28,30004
30,5,38,6,15.79,14,36.84,18,47.37,30005
30,6,67,21,31.34,32,47.76,14,20.9,30006
30,7,67,6,8.96,31,46.27,30,44.78,30007
30,8,92,13,14.13,38,41.3,41,44.57,30008
30,9,105,16,15.24,70,66.67,19,18.1,30009
30,10,52,12,23.08,27,51.92,13,25.0,30010
30,11,46,3,6.52,34,73.91,9,19.57,30011
30,12,44,10,22.73,22,50.0,12,27.27,30012
30,13,64,12,18.75,22,34.38,30,46.88,30013
