ward,precinct,total,Arthur L. Turner,Arthur L. Turner Percent,Terry Link,Terry Link Percent,Rickey R. Hendon,Rickey R. Hendon Percent,Scott Lee Cohen,Scott Lee Cohen Percent,Thomas Michael Castillo,Thomas Michael Castillo Percent,Mike Boland,Mike Boland Percent,precinct_id
12,3,78,7,8.97,8,10.26,0,0.0,24,30.77,33,42.31,6,7.69,12003
12,4,55,6,10.91,3,5.45,2,3.64,20,36.36,20,36.36,4,7.27,12004
12,5,79,9,11.39,15,18.99,8,10.13,7,8.86,35,44.3,5,6.33,12005
12,6,95,12,12.63,5,5.26,8,8.42,20,21.05,40,42.11,10,10.53,12006
12,7,107,10,9.35,12,11.21,7,6.54,31,28.97,41,38.32,6,5.61,12007
12,8,144,15,10.42,24,16.67,11,7.64,45,31.25,39,27.08,10,6.94,12008
12,9,74,7,9.46,5,6.76,10,13.51,11,14.86,38,51.35,3,4.05,12009
12,10,85,23,27.06,2,2.35,4,4.71,21,24.71,30,35.29,5,5.88,12010
12,11,134,12,8.96,14,10.45,6,4.48,27,20.15,71,52.99,4,2.99,12011
12,12,53,0,0.0,7,13.21,3,5.66,16,30.19,22,41.51,5,9.43,12012
12,13,121,19,15.7,11,9.09,8,6.61,38,31.4,42,34.71,3,2.48,12013
12,14,102,9,8.82,11,10.78,8,7.84,22,21.57,44,43.14,8,7.84,12014
12,15,75,12,16.0,6,8.0,6,8.0,20,26.67,30,40.0,1,1.33,12015
12,16,85,14,16.47,6,7.06,7,8.24,13,15.29,42,49.41,3,3.53,12016
12,17,122,27,22.13,9,7.38,15,12.3,30,24.59,27,22.13,14,11.48,12017
12,18,80,11,13.75,8,10.0,11,13.75,15,18.75,33,41.25,2,2.5,12018
12,19,108,14,12.96,11,10.19,12,11.11,29,26.85,35,32.41,7,6.48,12019
12,20,82,6,7.32,2,2.44,7,8.54,36,43.9,28,34.15,3,3.66,12020
12,21,89,10,11.24,9,10.11,7,7.87,33,37.08,20,22.47,10,11.24,12021
12,22,85,9,10.59,7,8.24,8,9.41,20,23.53,35,41.18,6,7.06,12022
12,23,106,15,14.15,12,11.32,3,2.83,27,25.47,40,37.74,9,8.49,12023
12,24,114,12,10.53,5,4.39,7,6.14,31,27.19,50,43.86,9,7.89,12024
13,1,179,99,55.31,8,4.47,4,2.23,32,17.88,26,14.53,10,5.59,13001
13,2,127,74,58.27,3,2.36,6,4.72,12,9.45,27,21.26,5,3.94,13002
13,3,195,59,30.26,19,9.74,7,3.59,32,16.41,67,34.36,11,5.64,13003
13,4,218,39,17.89,17,7.8,5,2.29,76,34.86,55,25.23,26,11.93,13004
13,5,157,36,22.93,7,4.46,9,5.73,39,24.84,53,33.76,13,8.28,13005
13,6,131,39,29.77,5,3.82,6,4.58,30,22.9,33,25.19,18,13.74,13006
13,7,148,79,53.38,7,4.73,7,4.73,22,14.86,22,14.86,11,7.43,13007
13,8,172,64,37.21,13,7.56,3,1.74,43,25.0,27,15.7,22,12.79,13008
13,9,153,62,40.52,8,5.23,4,2.61,32,20.92,38,24.84,9,5.88,13009
13,10,138,63,45.65,9,6.52,5,3.62,24,17.39,20,14.49,17,12.32,13010
13,11,142,53,37.32,10,7.04,9,6.34,29,20.42,28,19.72,13,9.15,13011
13,12,126,40,31.75,4,3.17,4,3.17,36,28.57,32,25.4,10,7.94,13012
13,13,205,139,67.8,4,1.95,2,0.98,19,9.27,27,13.17,14,6.83,13013
13,14,129,28,21.71,10,7.75,8,6.2,36,27.91,34,26.36,13,10.08,13014
13,15,211,98,46.45,10,4.74,13,6.16,28,13.27,41,19.43,21,9.95,13015
13,16,210,108,51.43,7,3.33,9,4.29,33,15.71,47,22.38,6,2.86,13016
13,17,174,64,36.78,10,5.75,5,2.87,51,29.31,32,18.39,12,6.9,13017
13,18,153,48,31.37,12,7.84,6,3.92,30,19.61,39,25.49,18,11.76,13018
13,19,179,99,55.31,10,5.59,16,8.94,23,12.85,25,13.97,6,3.35,13019
13,20,164,52,31.71,10,6.1,9,5.49,31,18.9,53,32.32,9,5.49,13020
13,21,175,43,24.57,9,5.14,33,18.86,49,28.0,27,15.43,14,8.0,13021
13,22,116,26,22.41,8,6.9,6,5.17,29,25.0,31,26.72,16,13.79,13022
13,23,139,65,46.76,6,4.32,6,4.32,21,15.11,30,21.58,11,7.91,13023
13,24,144,75,52.08,2,1.39,5,3.47,30,20.83,20,13.89,12,8.33,13024
13,25,123,28,22.76,7,5.69,9,7.32,36,29.27,33,26.83,10,8.13,13025
13,26,163,98,60.12,2,1.23,7,4.29,25,15.34,20,12.27,11,6.75,13026
13,27,168,64,38.1,10,5.95,2,1.19,55,32.74,18,10.71,19,11.31,13027
13,28,107,32,29.91,5,4.67,4,3.74,23,21.5,31,28.97,12,11.21,13028
13,29,148,63,42.57,3,2.03,4,2.7,34,22.97,29,19.59,15,10.14,13029
13,30,210,113,53.81,7,3.33,4,1.9,28,13.33,48,22.86,10,4.76,13030
13,31,204,75,36.76,10,4.9,16,7.84,29,14.22,62,30.39,12,5.88,13031
13,32,147,51,34.69,9,6.12,45,30.61,23,15.65,16,10.88,3,2.04,13032
13,33,153,78,50.98,10,6.54,2,1.31,18,11.76,31,20.26,14,9.15,13033
13,34,234,163,69.66,4,1.71,3,1.28,20,8.55,37,15.81,7,2.99,13034
13,35,193,113,58.55,10,5.18,5,2.59,18,9.33,30,15.54,17,8.81,13035
13,36,88,20,22.73,8,9.09,7,7.95,24,27.27,23,26.14,6,6.82,13036
13,37,169,66,39.05,8,4.73,13,7.69,34,20.12,33,19.53,15,8.88,13037
13,38,146,58,39.73,10,6.85,2,1.37,33,22.6,26,17.81,17,11.64,13038
13,39,141,69,48.94,6,4.26,0,0.0,22,15.6,35,24.82,9,6.38,13039
13,40,182,79,43.41,9,4.95,4,2.2,33,18.13,44,24.18,13,7.14,13040
13,41,129,44,34.11,6,4.65,7,5.43,21,16.28,42,32.56,9,6.98,13041
13,42,173,76,43.93,8,4.62,12,6.94,37,21.39,26,15.03,14,8.09,13042
13,43,176,86,48.86,10,5.68,6,3.41,36,20.45,29,16.48,9,5.11,13043
13,44,180,110,61.11,4,2.22,7,3.89,15,8.33,37,20.56,7,3.89,13044
13,45,203,112,55.17,5,2.46,6,2.96,41,20.2,22,10.84,17,8.37,13045
13,46,144,41,28.47,5,3.47,5,3.47,45,31.25,38,26.39,10,6.94,13046
13,47,145,67,46.21,10,6.9,4,2.76,20,13.79,39,26.9,5,3.45,13047
14,1,89,40,44.94,8,8.99,5,5.62,13,14.61,19,21.35,4,4.49,14001
14,2,129,54,41.86,5,3.88,4,3.1,24,18.6,30,23.26,12,9.3,14002
14,3,175,67,38.29,15,8.57,14,8.0,26,14.86,36,20.57,17,9.71,14003
14,4,109,41,37.61,7,6.42,2,1.83,18,16.51,35,32.11,6,5.5,14004
14,5,182,92,50.55,5,2.75,6,3.3,17,9.34,56,30.77,6,3.3,14005
14,6,138,37,26.81,8,5.8,9,6.52,21,15.22,57,41.3,6,4.35,14006
14,7,122,56,45.9,3,2.46,5,4.1,19,15.57,27,22.13,12,9.84,14007
14,8,88,25,28.41,6,6.82,3,3.41,10,11.36,40,45.45,4,4.55,14008
14,9,177,75,42.37,10,5.65,12,6.78,25,14.12,47,26.55,8,4.52,14009
14,10,125,42,33.6,6,4.8,5,4.0,24,19.2,36,28.8,12,9.6,14010
14,11,120,65,54.17,7,5.83,3,2.5,11,9.17,27,22.5,7,5.83,14011
14,12,108,51,47.22,6,5.56,7,6.48,18,16.67,22,20.37,4,3.7,14012
14,13,196,99,50.51,9,4.59,3,1.53,27,13.78,40,20.41,18,9.18,14013
14,14,93,46,49.46,1,1.08,4,4.3,12,12.9,29,31.18,1,1.08,14014
14,15,157,89,56.69,10,6.37,5,3.18,16,10.19,27,17.2,10,6.37,14015
14,16,113,43,38.05,3,2.65,6,5.31,24,21.24,31,27.43,6,5.31,14016
14,17,113,45,39.82,5,4.42,4,3.54,17,15.04,40,35.4,2,1.77,14017
14,18,89,17,19.1,2,2.25,4,4.49,25,28.09,32,35.96,9,10.11,14018
14,19,160,69,43.13,12,7.5,8,5.0,17,10.63,46,28.75,8,5.0,14019
14,20,97,22,22.68,4,4.12,4,4.12,15,15.46,43,44.33,9,9.28,14020
14,21,142,75,52.82,4,2.82,4,2.82,16,11.27,39,27.46,4,2.82,14021
14,22,148,53,35.81,12,8.11,8,5.41,26,17.57,40,27.03,9,6.08,14022
14,23,123,32,26.02,8,6.5,10,8.13,18,14.63,45,36.59,10,8.13,14023
14,24,101,47,46.53,6,5.94,4,3.96,9,8.91,33,32.67,2,1.98,14024
14,25,149,52,34.9,8,5.37,13,8.72,35,23.49,29,19.46,12,8.05,14025
14,26,120,40,33.33,4,3.33,7,5.83,17,14.17,42,35.0,10,8.33,14026
14,27,179,68,37.99,11,6.15,6,3.35,43,24.02,36,20.11,15,8.38,14027
14,28,142,50,35.21,4,2.82,10,7.04,30,21.13,37,26.06,11,7.75,14028
14,29,157,76,48.41,12,7.64,4,2.55,19,12.1,37,23.57,9,5.73,14029
14,30,113,53,46.9,8,7.08,4,3.54,17,15.04,25,22.12,6,5.31,14030
14,31,115,75,65.22,4,3.48,6,5.22,7,6.09,21,18.26,2,1.74,14031
14,32,116,46,39.66,10,8.62,7,6.03,10,8.62,39,33.62,4,3.45,14032
14,33,107,55,51.4,5,4.67,0,0.0,14,13.08,23,21.5,10,9.35,14033
14,34,136,78,57.35,5,3.68,8,5.88,12,8.82,31,22.79,2,1.47,14034
14,35,108,34,31.48,9,8.33,2,1.85,18,16.67,40,37.04,5,4.63,14035
15,1,86,21,24.42,7,8.14,12,13.95,18,20.93,20,23.26,8,9.3,15001
15,2,71,11,15.49,8,11.27,31,43.66,14,19.72,3,4.23,4,5.63,15002
15,3,72,19,26.39,8,11.11,28,38.89,11,15.28,3,4.17,3,4.17,15003
15,4,75,15,20.0,5,6.67,31,41.33,8,10.67,10,13.33,6,8.0,15004
15,5,69,17,24.64,7,10.14,31,44.93,5,7.25,4,5.8,5,7.25,15005
15,6,84,22,26.19,12,14.29,22,26.19,12,14.29,14,16.67,2,2.38,15006
15,7,75,11,14.67,8,10.67,34,45.33,14,18.67,3,4.0,5,6.67,15007
15,8,113,31,27.43,9,7.96,45,39.82,17,15.04,6,5.31,5,4.42,15008
15,9,100,27,27.0,11,11.0,35,35.0,17,17.0,7,7.0,3,3.0,15009
15,10,77,13,16.88,5,6.49,7,9.09,6,7.79,43,55.84,3,3.9,15010
15,11,87,24,27.59,11,12.64,33,37.93,4,4.6,10,11.49,5,5.75,15011
15,12,54,13,24.07,5,9.26,24,44.44,6,11.11,4,7.41,2,3.7,15012
15,13,58,7,12.07,3,5.17,13,22.41,10,17.24,21,36.21,4,6.9,15013
15,14,104,13,12.5,10,9.62,5,4.81,17,16.35,49,47.12,10,9.62,15014
15,15,64,8,12.5,7,10.94,13,20.31,11,17.19,20,31.25,5,7.81,15015
15,16,74,15,20.27,3,4.05,3,4.05,14,18.92,37,50.0,2,2.7,15016
15,17,85,21,24.71,5,5.88,39,45.88,9,10.59,5,5.88,6,7.06,15017
15,18,55,17,30.91,4,7.27,17,30.91,11,20.0,4,7.27,2,3.64,15018
15,19,86,24,27.91,4,4.65,34,39.53,11,12.79,7,8.14,6,6.98,15019
15,20,60,19,31.67,2,3.33,15,25.0,12,20.0,6,10.0,6,10.0,15020
15,21,96,33,34.38,5,5.21,26,27.08,19,19.79,7,7.29,6,6.25,15021
15,22,111,21,18.92,1,0.9,42,37.84,24,21.62,19,17.12,4,3.6,15022
15,23,65,16,24.62,4,6.15,35,53.85,3,4.62,6,9.23,1,1.54,15023
15,24,73,20,27.4,7,9.59,23,31.51,11,15.07,8,10.96,4,5.48,15024
15,25,80,17,21.25,9,11.25,15,18.75,12,15.0,24,30.0,3,3.75,15025
15,26,85,20,23.53,5,5.88,34,40.0,12,14.12,11,12.94,3,3.53,15026
15,27,81,24,29.63,7,8.64,29,35.8,15,18.52,4,4.94,2,2.47,15027
15,28,106,14,13.21,9,8.49,12,11.32,20,18.87,44,41.51,7,6.6,15028
15,29,32,7,21.88,2,6.25,11,34.38,5,15.63,6,18.75,1,3.13,15029
15,30,76,20,26.32,8,10.53,29,38.16,12,15.79,3,3.95,4,5.26,15030
15,31,50,8,16.0,5,10.0,19,38.0,7,14.0,7,14.0,4,8.0,15031
15,32,89,21,23.6,7,7.87,18,20.22,16,17.98,26,29.21,1,1.12,15032
15,33,47,10,21.28,3,6.38,24,51.06,8,17.02,2,4.26,0,0.0,15033
15,34,57,13,22.81,3,5.26,25,43.86,10,17.54,6,10.53,0,0.0,15034
15,35,108,20,18.52,13,12.04,47,43.52,17,15.74,4,3.7,7,6.48,15035
15,36,65,16,24.62,5,7.69,25,38.46,11,16.92,7,10.77,1,1.54,15036
15,37,66,15,22.73,6,9.09,29,43.94,6,9.09,6,9.09,4,6.06,15037
15,38,67,15,22.39,4,5.97,22,32.84,14,20.9,12,17.91,0,0.0,15038
15,39,62,10,16.13,10,16.13,25,40.32,7,11.29,7,11.29,3,4.84,15039
15,40,72,20,27.78,6,8.33,27,37.5,9,12.5,4,5.56,6,8.33,15040
15,41,120,32,26.67,9,7.5,41,34.17,24,20.0,6,5.0,8,6.67,15041
15,42,56,10,17.86,3,5.36,24,42.86,9,16.07,6,10.71,4,7.14,15042
15,43,78,15,19.23,4,5.13,45,57.69,9,11.54,2,2.56,3,3.85,15043
15,44,98,21,21.43,5,5.1,21,21.43,19,19.39,30,30.61,2,2.04,15044
15,45,38,12,31.58,2,5.26,7,18.42,7,18.42,9,23.68,1,2.63,15045
15,46,49,11,22.45,2,4.08,28,57.14,4,8.16,3,6.12,1,2.04,15046
15,47,97,27,27.84,10,10.31,35,36.08,14,14.43,4,4.12,7,7.22,15047
15,48,58,15,25.86,2,3.45,18,31.03,11,18.97,7,12.07,5,8.62,15048
15,49,56,13,23.21,4,7.14,14,25.0,10,17.86,14,25.0,1,1.79,15049
15,50,78,13,16.67,7,8.97,36,46.15,10,12.82,8,10.26,4,5.13,15050
15,51,59,17,28.81,7,11.86,16,27.12,12,20.34,4,6.78,3,5.08,15051
15,52,63,11,17.46,5,7.94,26,41.27,9,14.29,6,9.52,6,9.52,15052
16,1,51,16,31.37,4,7.84,13,25.49,5,9.8,9,17.65,4,7.84,16001
16,2,62,9,14.52,3,4.84,27,43.55,13,20.97,7,11.29,3,4.84,16002
16,3,82,23,28.05,5,6.1,27,32.93,17,20.73,8,9.76,2,2.44,16003
16,4,58,6,10.34,7,12.07,13,22.41,5,8.62,20,34.48,7,12.07,16004
16,5,78,29,37.18,2,2.56,26,33.33,11,14.1,7,8.97,3,3.85,16005
16,6,44,8,18.18,4,9.09,13,29.55,11,25.0,6,13.64,2,4.55,16006
16,7,83,16,19.28,4,4.82,23,27.71,19,22.89,14,16.87,7,8.43,16007
16,8,72,21,29.17,5,6.94,15,20.83,15,20.83,13,18.06,3,4.17,16008
16,9,133,28,21.05,9,6.77,50,37.59,21,15.79,10,7.52,15,11.28,16009
16,10,126,23,18.25,5,3.97,43,34.13,32,25.4,21,16.67,2,1.59,16010
16,11,78,12,15.38,9,11.54,25,32.05,11,14.1,14,17.95,7,8.97,16011
16,12,45,10,22.22,3,6.67,19,42.22,7,15.56,3,6.67,3,6.67,16012
16,13,66,7,10.61,3,4.55,14,21.21,14,21.21,25,37.88,3,4.55,16013
16,14,73,13,17.81,5,6.85,28,38.36,17,23.29,9,12.33,1,1.37,16014
16,15,110,35,31.82,9,8.18,43,39.09,10,9.09,6,5.45,7,6.36,16015
16,16,83,24,28.92,3,3.61,30,36.14,17,20.48,5,6.02,4,4.82,16016
16,17,97,16,16.49,6,6.19,6,6.19,22,22.68,36,37.11,11,11.34,16017
16,18,89,22,24.72,5,5.62,34,38.2,17,19.1,7,7.87,4,4.49,16018
16,19,102,25,24.51,4,3.92,37,36.27,18,17.65,12,11.76,6,5.88,16019
16,20,67,15,22.39,3,4.48,22,32.84,20,29.85,5,7.46,2,2.99,16020
16,21,76,13,17.11,7,9.21,2,2.63,16,21.05,32,42.11,6,7.89,16021
16,22,82,14,17.07,4,4.88,34,41.46,21,25.61,4,4.88,5,6.1,16022
16,23,72,13,18.06,6,8.33,7,9.72,13,18.06,29,40.28,4,5.56,16023
16,24,47,11,23.4,3,6.38,17,36.17,5,10.64,6,12.77,5,10.64,16024
16,25,58,16,27.59,4,6.9,23,39.66,7,12.07,7,12.07,1,1.72,16025
16,26,99,30,30.3,4,4.04,37,37.37,14,14.14,10,10.1,4,4.04,16026
16,27,121,22,18.18,18,14.88,44,36.36,16,13.22,15,12.4,6,4.96,16027
16,28,109,26,23.85,3,2.75,48,44.04,17,15.6,7,6.42,8,7.34,16028
16,29,53,15,28.3,4,7.55,17,32.08,10,18.87,3,5.66,4,7.55,16029
16,30,66,11,16.67,7,10.61,25,37.88,16,24.24,5,7.58,2,3.03,16030
16,31,109,34,31.19,6,5.5,38,34.86,19,17.43,7,6.42,5,4.59,16031
16,32,75,12,16.0,9,12.0,4,5.33,9,12.0,33,44.0,8,10.67,16032
16,33,75,15,20.0,7,9.33,28,37.33,12,16.0,5,6.67,8,10.67,16033
16,34,64,20,31.25,7,10.94,18,28.13,8,12.5,4,6.25,7,10.94,16034
16,35,75,9,12.0,1,1.33,14,18.67,16,21.33,33,44.0,2,2.67,16035
16,36,74,14,18.92,4,5.41,23,31.08,25,33.78,3,4.05,5,6.76,16036
16,37,48,12,25.0,3,6.25,17,35.42,12,25.0,2,4.17,2,4.17,16037
16,38,56,7,12.5,4,7.14,28,50.0,12,21.43,1,1.79,4,7.14,16038
16,39,108,15,13.89,11,10.19,8,7.41,20,18.52,42,38.89,12,11.11,16039
16,40,98,28,28.57,8,8.16,34,34.69,18,18.37,8,8.16,2,2.04,16040
16,41,51,16,31.37,1,1.96,15,29.41,10,19.61,5,9.8,4,7.84,16041
16,42,48,10,20.83,2,4.17,8,16.67,8,16.67,17,35.42,3,6.25,16042
16,43,92,22,23.91,11,11.96,29,31.52,16,17.39,8,8.7,6,6.52,16043
16,44,68,13,19.12,5,7.35,22,32.35,10,14.71,13,19.12,5,7.35,16044
17,1,65,12,18.46,1,1.54,25,38.46,17,26.15,7,10.77,3,4.62,17001
17,2,109,28,25.69,5,4.59,47,43.12,16,14.68,9,8.26,4,3.67,17002
17,3,52,15,28.85,3,5.77,22,42.31,6,11.54,2,3.85,4,7.69,17003
17,4,153,39,25.49,6,3.92,59,38.56,34,22.22,7,4.58,8,5.23,17004
17,5,96,26,27.08,6,6.25,36,37.5,15,15.63,9,9.38,4,4.17,17005
17,6,84,28,33.33,3,3.57,36,42.86,13,15.48,3,3.57,1,1.19,17006
17,7,107,41,38.32,5,4.67,40,37.38,10,9.35,5,4.67,6,5.61,17007
17,8,83,16,19.28,7,8.43,32,38.55,19,22.89,6,7.23,3,3.61,17008
17,9,83,28,33.73,6,7.23,33,39.76,9,10.84,6,7.23,1,1.2,17009
17,10,117,45,38.46,5,4.27,51,43.59,5,4.27,7,5.98,4,3.42,17010
17,11,106,23,21.7,8,7.55,38,35.85,23,21.7,10,9.43,4,3.77,17011
17,12,193,48,24.87,19,9.84,74,38.34,31,16.06,14,7.25,7,3.63,17012
17,13,67,19,28.36,4,5.97,28,41.79,9,13.43,5,7.46,2,2.99,17013
17,14,91,28,30.77,2,2.2,32,35.16,18,19.78,8,8.79,3,3.3,17014
17,15,126,31,24.6,13,10.32,42,33.33,22,17.46,11,8.73,7,5.56,17015
17,16,78,32,41.03,7,8.97,23,29.49,11,14.1,4,5.13,1,1.28,17016
17,17,66,18,27.27,4,6.06,30,45.45,9,13.64,2,3.03,3,4.55,17017
17,18,134,26,19.4,5,3.73,57,42.54,25,18.66,10,7.46,11,8.21,17018
17,19,43,7,16.28,2,4.65,21,48.84,8,18.6,4,9.3,1,2.33,17019
17,20,93,25,26.88,6,6.45,40,43.01,13,13.98,7,7.53,2,2.15,17020
17,21,172,52,30.23,8,4.65,75,43.6,21,12.21,11,6.4,5,2.91,17021
17,22,120,35,29.17,5,4.17,51,42.5,16,13.33,7,5.83,6,5.0,17022
17,23,60,23,38.33,4,6.67,21,35.0,6,10.0,4,6.67,2,3.33,17023
17,24,104,28,26.92,7,6.73,41,39.42,22,21.15,4,3.85,2,1.92,17024
17,25,65,18,27.69,3,4.62,25,38.46,10,15.38,4,6.15,5,7.69,17025
17,26,144,34,23.61,14,9.72,59,40.97,15,10.42,15,10.42,7,4.86,17026
17,27,159,52,32.7,10,6.29,51,32.08,30,18.87,12,7.55,4,2.52,17027
17,28,95,25,26.32,10,10.53,35,36.84,14,14.74,8,8.42,3,3.16,17028
17,29,121,25,20.66,10,8.26,50,41.32,24,19.83,7,5.79,5,4.13,17029
17,30,138,41,29.71,9,6.52,54,39.13,22,15.94,8,5.8,4,2.9,17030
17,31,85,23,27.06,10,11.76,30,35.29,11,12.94,7,8.24,4,4.71,17031
17,32,107,29,27.1,6,5.61,43,40.19,18,16.82,8,7.48,3,2.8,17032
17,33,89,22,24.72,1,1.12,42,47.19,16,17.98,3,3.37,5,5.62,17033
17,34,88,24,27.27,6,6.82,32,36.36,15,17.05,8,9.09,3,3.41,17034
17,35,87,28,32.18,5,5.75,36,41.38,11,12.64,3,3.45,4,4.6,17035
17,36,66,21,31.82,3,4.55,21,31.82,11,16.67,6,9.09,4,6.06,17036
17,37,95,23,24.21,11,11.58,34,35.79,18,18.95,6,6.32,3,3.16,17037
17,38,91,18,19.78,9,9.89,39,42.86,17,18.68,4,4.4,4,4.4,17038
17,39,82,20,24.39,9,10.98,25,30.49,9,10.98,12,14.63,7,8.54,17039
17,40,81,19,23.46,9,11.11,32,39.51,16,19.75,3,3.7,2,2.47,17040
17,41,87,24,27.59,9,10.34,30,34.48,12,13.79,6,6.9,6,6.9,17041
17,42,75,23,30.67,4,5.33,30,40.0,11,14.67,4,5.33,3,4.0,17042
17,43,66,18,27.27,2,3.03,24,36.36,13,19.7,5,7.58,4,6.06,17043
17,44,72,28,38.89,4,5.56,26,36.11,9,12.5,3,4.17,2,2.78,17044
17,45,50,5,10.0,9,18.0,22,44.0,9,18.0,4,8.0,1,2.0,17045
17,46,100,32,32.0,5,5.0,40,40.0,17,17.0,4,4.0,2,2.0,17046
17,47,52,10,19.23,7,13.46,22,42.31,4,7.69,6,11.54,3,5.77,17047
17,48,116,28,24.14,6,5.17,51,43.97,21,18.1,5,4.31,5,4.31,17048
17,49,70,18,25.71,4,5.71,30,42.86,12,17.14,3,4.29,3,4.29,17049
17,50,89,22,24.72,11,12.36,33,37.08,15,16.85,6,6.74,2,2.25,17050
17,51,120,24,20.0,16,13.33,44,36.67,20,16.67,12,10.0,4,3.33,17051
17,52,150,34,22.67,4,2.67,67,44.67,31,20.67,6,4.0,8,5.33,17052
17,53,128,41,32.03,10,7.81,45,35.16,23,17.97,2,1.56,7,5.47,17053
17,54,138,30,21.74,14,10.14,61,44.2,19,13.77,10,7.25,4,2.9,17054
17,55,95,28,29.47,12,12.63,34,35.79,14,14.74,5,5.26,2,2.11,17055
17,56,109,30,27.52,5,4.59,55,50.46,10,9.17,6,5.5,3,2.75,17056
17,57,119,32,26.89,5,4.2,57,47.9,14,11.76,10,8.4,1,0.84,17057
17,58,87,21,24.14,7,8.05,36,41.38,13,14.94,7,8.05,3,3.45,17058
17,59,59,14,23.73,5,8.47,20,33.9,11,18.64,5,8.47,4,6.78,17059
17,60,149,36,24.16,6,4.03,62,41.61,22,14.77,16,10.74,7,4.7,17060
17,61,92,18,19.57,5,5.43,39,42.39,18,19.57,7,7.61,5,5.43,17061
17,62,70,22,31.43,3,4.29,30,42.86,8,11.43,4,5.71,3,4.29,17062
17,63,55,10,18.18,5,9.09,28,50.91,5,9.09,3,5.45,4,7.27,17063
17,64,69,11,15.94,7,10.14,27,39.13,12,17.39,7,10.14,5,7.25,17064
18,1,70,21,30.0,4,5.71,19,27.14,10,14.29,13,18.57,3,4.29,18001
18,2,145,43,29.66,14,9.66,45,31.03,21,14.48,15,10.34,7,4.83,18002
18,3,133,26,19.55,8,6.02,13,9.77,32,24.06,23,17.29,31,23.31,18003
18,4,184,41,22.28,12,6.52,73,39.67,32,17.39,19,10.33,7,3.8,18004
18,5,118,31,26.27,14,11.86,42,35.59,10,8.47,10,8.47,11,9.32,18005
18,6,138,41,29.71,5,3.62,19,13.77,41,29.71,19,13.77,13,9.42,18006
18,7,131,32,24.43,7,5.34,38,29.01,30,22.9,15,11.45,9,6.87,18007
18,8,67,33,49.25,8,11.94,19,28.36,3,4.48,2,2.99,2,2.99,18008
18,9,194,67,34.54,16,8.25,60,30.93,28,14.43,15,7.73,8,4.12,18009
18,10,264,85,32.2,11,4.17,103,39.02,39,14.77,18,6.82,8,3.03,18010
18,11,143,36,25.17,10,6.99,28,19.58,36,25.17,28,19.58,5,3.5,18011
18,12,207,68,32.85,11,5.31,81,39.13,26,12.56,13,6.28,8,3.86,18012
18,13,179,55,30.73,12,6.7,68,37.99,24,13.41,10,5.59,10,5.59,18013
18,14,193,77,39.9,12,6.22,61,31.61,20,10.36,13,6.74,10,5.18,18014
18,15,77,21,27.27,4,5.19,11,14.29,17,22.08,17,22.08,7,9.09,18015
18,16,176,49,27.84,9,5.11,81,46.02,22,12.5,11,6.25,4,2.27,18016
18,17,136,48,35.29,9,6.62,41,30.15,20,14.71,14,10.29,4,2.94,18017
18,18,178,47,26.4,16,8.99,72,40.45,21,11.8,6,3.37,16,8.99,18018
18,19,216,67,31.02,11,5.09,83,38.43,30,13.89,16,7.41,9,4.17,18019
18,20,148,45,30.41,6,4.05,60,40.54,16,10.81,9,6.08,12,8.11,18020
18,21,230,78,33.91,11,4.78,81,35.22,30,13.04,16,6.96,14,6.09,18021
18,22,195,78,40.0,7,3.59,83,42.56,13,6.67,9,4.62,5,2.56,18022
18,23,133,50,37.59,7,5.26,43,32.33,18,13.53,11,8.27,4,3.01,18023
18,24,198,66,33.33,7,3.54,75,37.88,28,14.14,16,8.08,6,3.03,18024
18,25,179,73,40.78,7,3.91,66,36.87,19,10.61,11,6.15,3,1.68,18025
18,26,145,48,33.1,9,6.21,66,45.52,7,4.83,11,7.59,4,2.76,18026
18,27,138,50,36.23,10,7.25,39,28.26,23,16.67,10,7.25,6,4.35,18027
18,28,156,31,19.87,14,8.97,10,6.41,37,23.72,34,21.79,30,19.23,18028
18,29,152,56,36.84,9,5.92,35,23.03,37,24.34,12,7.89,3,1.97,18029
18,30,116,32,27.59,13,11.21,46,39.66,11,9.48,10,8.62,4,3.45,18030
18,31,101,30,29.7,6,5.94,33,32.67,19,18.81,8,7.92,5,4.95,18031
18,32,233,64,27.47,13,5.58,85,36.48,41,17.6,22,9.44,8,3.43,18032
18,33,127,41,32.28,13,10.24,43,33.86,17,13.39,9,7.09,4,3.15,18033
18,34,265,94,35.47,16,6.04,88,33.21,36,13.58,19,7.17,12,4.53,18034
18,35,228,88,38.6,11,4.82,79,34.65,32,14.04,11,4.82,7,3.07,18035
18,36,120,26,21.67,11,9.17,30,25.0,26,21.67,17,14.17,10,8.33,18036
18,37,148,47,31.76,9,6.08,56,37.84,21,14.19,13,8.78,2,1.35,18037
18,38,169,48,28.4,12,7.1,73,43.2,21,12.43,10,5.92,5,2.96,18038
18,39,115,26,22.61,8,6.96,49,42.61,14,12.17,13,11.3,5,4.35,18039
18,40,210,72,34.29,18,8.57,95,45.24,17,8.1,3,1.43,5,2.38,18040
18,41,154,34,22.08,17,11.04,21,13.64,43,27.92,20,12.99,19,12.34,18041
18,42,85,25,29.41,5,5.88,25,29.41,17,20.0,10,11.76,3,3.53,18042
18,43,95,18,18.95,5,5.26,26,27.37,20,21.05,15,15.79,11,11.58,18043
