ward,precinct,total,William H. Hooks,William H. Hooks Percent,William Burnett Raines,William Burnett Raines Percent,precinct_id
26,29,49,16,32.65,14,28.57,26029
26,30,42,17,40.48,10,23.81,26030
26,31,56,24,42.86,19,33.93,26031
26,32,58,24,41.38,16,27.59,26032
26,33,21,10,47.62,6,28.57,26033
26,34,68,25,36.76,18,26.47,26034
26,35,73,35,47.95,21,28.77,26035
26,36,47,20,42.55,19,40.43,26036
26,37,35,9,25.71,12,34.29,26037
26,38,37,9,24.32,18,48.65,26038
26,39,46,17,36.96,15,32.61,26039
26,40,39,20,51.28,6,15.38,26040
26,41,65,21,32.31,25,38.46,26041
26,42,33,15,45.45,8,24.24,26042
26,43,56,18,32.14,20,35.71,26043
26,44,37,14,37.84,13,35.14,26044
26,45,65,26,40.0,15,23.08,26045
26,46,81,39,48.15,15,18.52,26046
26,47,26,8,30.77,6,23.08,26047
26,48,80,25,31.25,28,35.0,26048
26,49,36,10,27.78,17,47.22,26049
26,50,30,12,40.0,7,23.33,26050
26,51,54,23,42.59,13,24.07,26051
26,52,18,6,33.33,5,27.78,26052
26,53,26,17,65.38,4,15.38,26053
26,54,44,21,47.73,14,31.82,26054
26,55,53,25,47.17,9,16.98,26055
26,56,47,22,46.81,9,19.15,26056
26,57,52,20,38.46,18,34.62,26057
26,58,51,18,35.29,14,27.45,26058
26,59,46,14,30.43,19,41.3,26059
26,60,45,20,44.44,9,20.0,26060
26,61,31,16,51.61,6,19.35,26061
26,62,68,36,52.94,14,20.59,26062
26,63,19,9,47.37,1,5.26,26063
27,1,90,47,52.22,10,11.11,27001
27,2,66,26,39.39,28,42.42,27002
27,3,63,29,46.03,25,39.68,27003
27,4,53,30,56.6,16,30.19,27004
27,5,38,22,57.89,5,13.16,27005
27,6,26,14,53.85,8,30.77,27006
27,7,78,42,53.85,16,20.51,27007
27,8,87,38,43.68,37,42.53,27008
27,9,131,51,38.93,45,34.35,27009
27,10,179,69,38.55,73,40.78,27010
27,11,88,33,37.5,23,26.14,27011
27,12,100,41,41.0,26,26.0,27012
27,13,75,41,54.67,21,28.0,27013
27,14,99,43,43.43,43,43.43,27014
27,15,60,30,50.0,18,30.0,27015
27,16,16,6,37.5,4,25.0,27016
27,17,80,48,60.0,12,15.0,27017
27,18,59,34,57.63,9,15.25,27018
27,19,71,32,45.07,24,33.8,27019
27,20,78,34,43.59,23,29.49,27020
27,21,70,40,57.14,17,24.29,27021
27,22,76,31,40.79,38,50.0,27022
27,23,15,11,73.33,3,20.0,27023
27,24,66,46,69.7,10,15.15,27024
27,25,55,24,43.64,24,43.64,27025
27,26,97,34,35.05,50,51.55,27026
27,27,91,46,50.55,22,24.18,27027
27,28,115,60,52.17,28,24.35,27028
27,29,64,34,53.13,15,23.44,27029
27,30,43,26,60.47,13,30.23,27030
27,31,66,34,51.52,21,31.82,27031
27,32,102,44,43.14,34,33.33,27032
27,33,72,26,36.11,30,41.67,27033
27,34,76,41,53.95,25,32.89,27034
27,35,70,30,42.86,13,18.57,27035
27,36,110,57,51.82,32,29.09,27036
27,37,85,32,37.65,30,35.29,27037
27,38,49,22,44.9,10,20.41,27038
27,39,27,14,51.85,10,37.04,27039
27,40,75,53,70.67,16,21.33,27040
27,41,67,26,38.81,15,22.39,27041
27,42,48,29,60.42,6,12.5,27042
27,43,55,24,43.64,20,36.36,27043
27,44,79,42,53.16,25,31.65,27044
27,45,77,42,54.55,26,33.77,27045
27,46,87,64,73.56,15,17.24,27046
27,47,63,28,44.44,25,39.68,27047
27,48,123,50,40.65,53,43.09,27048
27,49,87,35,40.23,32,36.78,27049
27,50,90,39,43.33,25,27.78,27050
27,51,14,7,50.0,5,35.71,27051
27,52,68,31,45.59,26,38.24,27052
27,53,61,30,49.18,16,26.23,27053
27,54,76,40,52.63,13,17.11,27054
27,55,79,45,56.96,23,29.11,27055
27,56,46,20,43.48,7,15.22,27056
27,57,53,29,54.72,8,15.09,27057
27,58,26,20,76.92,3,11.54,27058
27,59,101,63,62.38,18,17.82,27059
28,1,84,42,50.0,25,29.76,28001
28,2,105,44,41.9,39,37.14,28002
28,3,63,30,47.62,22,34.92,28003
28,4,99,59,59.6,26,26.26,28004
28,5,65,26,40.0,27,41.54,28005
28,6,56,29,51.79,16,28.57,28006
28,7,70,35,50.0,20,28.57,28007
28,8,76,43,56.58,19,25.0,28008
28,9,76,41,53.95,21,27.63,28009
28,10,29,13,44.83,10,34.48,28010
28,11,65,35,53.85,22,33.85,28011
28,12,51,25,49.02,22,43.14,28012
28,13,31,21,67.74,7,22.58,28013
28,14,48,22,45.83,15,31.25,28014
28,15,78,41,52.56,24,30.77,28015
28,16,74,38,51.35,27,36.49,28016
28,17,78,39,50.0,26,33.33,28017
28,18,109,61,55.96,28,25.69,28018
28,19,99,55,55.56,28,28.28,28019
28,20,86,36,41.86,36,41.86,28020
28,21,108,48,44.44,42,38.89,28021
28,22,77,36,46.75,21,27.27,28022
28,23,69,38,55.07,16,23.19,28023
28,24,47,24,51.06,18,38.3,28024
28,25,66,40,60.61,16,24.24,28025
28,26,82,50,60.98,20,24.39,28026
28,27,96,41,42.71,34,35.42,28027
28,28,42,22,52.38,17,40.48,28028
28,29,82,35,42.68,20,24.39,28029
28,30,62,30,48.39,18,29.03,28030
28,31,62,37,59.68,17,27.42,28031
28,32,78,30,38.46,30,38.46,28032
28,33,115,57,49.57,41,35.65,28033
28,34,19,14,73.68,5,26.32,28034
28,35,63,28,44.44,21,33.33,28035
28,36,55,15,27.27,25,45.45,28036
28,37,122,63,51.64,45,36.89,28037
28,38,37,11,29.73,13,35.14,28038
28,39,78,35,44.87,24,30.77,28039
28,40,117,65,55.56,33,28.21,28040
28,41,74,34,45.95,28,37.84,28041
28,42,60,32,53.33,19,31.67,28042
28,43,124,70,56.45,37,29.84,28043
28,44,114,59,51.75,37,32.46,28044
28,45,79,41,51.9,22,27.85,28045
28,46,80,36,45.0,28,35.0,28046
28,47,80,32,40.0,33,41.25,28047
28,48,41,23,56.1,9,21.95,28048
28,49,40,22,55.0,9,22.5,28049
28,50,55,29,52.73,16,29.09,28050
28,51,89,39,43.82,30,33.71,28051
28,52,68,36,52.94,14,20.59,28052
28,53,55,28,50.91,16,29.09,28053
28,54,61,30,49.18,22,36.07,28054
28,55,77,35,45.45,23,29.87,28055
28,56,72,38,52.78,21,29.17,28056
28,57,91,47,51.65,24,26.37,28057
28,58,75,36,48.0,27,36.0,28058
28,59,69,47,68.12,12,17.39,28059
28,60,42,17,40.48,16,38.1,28060
28,61,46,14,30.43,12,26.09,28061
29,1,200,126,63.0,49,24.5,29001
29,2,60,25,41.67,15,25.0,29002
29,3,176,92,52.27,53,30.11,29003
29,4,139,72,51.8,44,31.65,29004
29,5,111,54,48.65,36,32.43,29005
29,6,46,24,52.17,11,23.91,29006
29,7,65,25,38.46,25,38.46,29007
29,8,75,48,64.0,16,21.33,29008
29,9,48,21,43.75,11,22.92,29009
29,10,55,25,45.45,13,23.64,29010
29,11,122,63,51.64,35,28.69,29011
29,12,161,84,52.17,41,25.47,29012
29,13,113,65,57.52,29,25.66,29013
29,14,144,88,61.11,33,22.92,29014
29,15,160,73,45.63,45,28.13,29015
29,16,194,141,72.68,33,17.01,29016
29,17,96,48,50.0,31,32.29,29017
29,18,147,70,47.62,45,30.61,29018
29,19,174,103,59.2,38,21.84,29019
29,20,131,77,58.78,42,32.06,29020
29,21,86,41,47.67,28,32.56,29021
29,22,91,38,41.76,31,34.07,29022
29,23,103,58,56.31,24,23.3,29023
29,24,63,22,34.92,18,28.57,29024
29,25,117,80,68.38,20,17.09,29025
29,26,95,58,61.05,21,22.11,29026
29,27,69,37,53.62,17,24.64,29027
29,28,133,51,38.35,54,40.6,29028
29,29,147,97,65.99,26,17.69,29029
29,30,48,13,27.08,17,35.42,29030
29,31,120,48,40.0,39,32.5,29031
29,32,55,20,36.36,14,25.45,29032
29,33,115,54,46.96,49,42.61,29033
29,34,80,22,27.5,32,40.0,29034
29,35,82,40,48.78,27,32.93,29035
29,36,140,68,48.57,53,37.86,29036
29,37,95,44,46.32,36,37.89,29037
29,38,119,51,42.86,41,34.45,29038
29,39,77,46,59.74,12,15.58,29039
29,40,167,89,53.29,53,31.74,29040
29,41,151,92,60.93,43,28.48,29041
29,42,131,71,54.2,33,25.19,29042
29,43,153,90,58.82,39,25.49,29043
29,44,111,54,48.65,37,33.33,29044
29,45,87,37,42.53,32,36.78,29045
29,46,109,49,44.95,31,28.44,29046
29,47,163,97,59.51,37,22.7,29047
29,48,101,40,39.6,35,34.65,29048
29,49,157,61,38.85,56,35.67,29049
30,1,96,45,46.88,19,19.79,30001
30,2,54,26,48.15,13,24.07,30002
30,3,108,57,52.78,16,14.81,30003
30,4,58,31,53.45,10,17.24,30004
30,5,31,12,38.71,7,22.58,30005
30,6,55,23,41.82,14,25.45,30006
30,7,55,22,40.0,7,12.73,30007
30,8,78,28,35.9,18,23.08,30008
30,9,85,39,45.88,23,27.06,30009
30,10,47,15,31.91,17,36.17,30010
30,11,35,12,34.29,12,34.29,30011
30,12,36,12,33.33,11,30.56,30012
30,13,57,27,47.37,14,24.56,30013
30,14,25,14,56.0,7,28.0,30014
30,15,125,51,40.8,21,16.8,30015
30,16,71,34,47.89,12,16.9,30016
30,17,45,15,33.33,11,24.44,30017
30,18,41,16,39.02,13,31.71,30018
30,19,39,18,46.15,8,20.51,30019
30,20,61,20,32.79,16,26.23,30020
30,21,57,16,28.07,19,33.33,30021
30,22,57,23,40.35,19,33.33,30022
30,23,63,24,38.1,24,38.1,30023
30,24,59,29,49.15,19,32.2,30024
30,25,33,14,42.42,9,27.27,30025
30,26,50,25,50.0,15,30.0,30026
30,27,84,35,41.67,24,28.57,30027
30,28,65,25,38.46,15,23.08,30028
30,29,38,21,55.26,7,18.42,30029
30,30,83,30,36.14,19,22.89,30030
30,31,42,21,50.0,11,26.19,30031
30,32,28,9,32.14,9,32.14,30032
30,33,50,24,48.0,16,32.0,30033
30,34,71,37,52.11,22,30.99,30034
30,35,66,30,45.45,13,19.7,30035
30,36,71,28,39.44,15,21.13,30036
30,37,51,20,39.22,6,11.76,30037
30,38,118,57,48.31,30,25.42,30038
30,39,68,26,38.24,22,32.35,30039
30,40,63,24,38.1,13,20.63,30040
30,41,56,19,33.93,15,26.79,30041
31,1,29,20,68.97,4,13.79,31001
31,2,45,15,33.33,14,31.11,31002
31,3,61,24,39.34,16,26.23,31003
31,4,61,28,45.9,16,26.23,31004
31,5,74,36,48.65,19,25.68,31005
31,6,44,14,31.82,14,31.82,31006
31,7,54,26,48.15,14,25.93,31007
31,8,40,23,57.5,4,10.0,31008
31,9,52,25,48.08,10,19.23,31009
31,10,12,5,41.67,4,33.33,31010
31,11,62,29,46.77,16,25.81,31011
31,12,62,24,38.71,14,22.58,31012
31,13,48,29,60.42,11,22.92,31013
31,14,53,26,49.06,13,24.53,31014
31,15,24,12,50.0,8,33.33,31015
31,16,36,9,25.0,14,38.89,31016
31,17,46,21,45.65,12,26.09,31017
31,18,50,23,46.0,12,24.0,31018
31,19,57,28,49.12,17,29.82,31019
31,20,45,19,42.22,13,28.89,31020
31,21,60,29,48.33,12,20.0,31021
31,22,54,23,42.59,15,27.78,31022
31,23,44,21,47.73,12,27.27,31023
31,24,58,25,43.1,15,25.86,31024
31,25,66,42,63.64,7,10.61,31025
31,26,42,17,40.48,9,21.43,31026
31,27,37,21,56.76,9,24.32,31027
31,28,63,31,49.21,13,20.63,31028
31,29,50,17,34.0,14,28.0,31029
31,30,98,58,59.18,18,18.37,31030
31,31,87,38,43.68,23,26.44,31031
31,32,83,31,37.35,25,30.12,31032
31,33,59,29,49.15,13,22.03,31033
31,34,31,5,16.13,11,35.48,31034
31,35,46,17,36.96,14,30.43,31035
31,36,66,38,57.58,11,16.67,31036
31,37,51,23,45.1,19,37.25,31037
31,38,35,18,51.43,8,22.86,31038
31,39,24,11,45.83,7,29.17,31039
31,40,33,15,45.45,12,36.36,31040
31,41,55,24,43.64,18,32.73,31041
31,42,81,34,41.98,25,30.86,31042
31,43,63,28,44.44,12,19.05,31043
31,44,35,23,65.71,5,14.29,31044
31,45,49,20,40.82,14,28.57,31045
31,46,66,34,51.52,10,15.15,31046
31,47,54,23,42.59,15,27.78,31047
31,48,46,19,41.3,12,26.09,31048
31,49,27,10,37.04,5,18.52,31049
31,50,53,29,54.72,12,22.64,31050
31,51,42,19,45.24,12,28.57,31051
32,1,98,47,47.96,13,13.27,32001
32,2,114,55,48.25,25,21.93,32002
32,3,69,32,46.38,18,26.09,32003
32,4,96,63,65.63,11,11.46,32004
32,5,60,32,53.33,14,23.33,32005
32,6,84,39,46.43,19,22.62,32006
32,7,54,31,57.41,7,12.96,32007
32,8,117,74,63.25,13,11.11,32008
32,9,144,96,66.67,10,6.94,32009
32,10,90,57,63.33,12,13.33,32010
32,11,84,43,51.19,11,13.1,32011
32,12,65,33,50.77,11,16.92,32012
32,13,35,19,54.29,4,11.43,32013
32,14,78,45,57.69,14,17.95,32014
32,15,62,35,56.45,10,16.13,32015
32,16,95,56,58.95,21,22.11,32016
32,17,92,49,53.26,18,19.57,32017
32,18,66,41,62.12,8,12.12,32018
32,19,98,46,46.94,20,20.41,32019
32,20,85,34,40.0,14,16.47,32020
32,21,73,37,50.68,12,16.44,32021
32,22,117,70,59.83,16,13.68,32022
32,23,101,53,52.48,19,18.81,32023
32,24,86,41,47.67,14,16.28,32024
32,25,76,42,55.26,13,17.11,32025
32,26,82,41,50.0,11,13.41,32026
32,27,87,47,54.02,12,13.79,32027
32,28,56,28,50.0,8,14.29,32028
32,29,91,57,62.64,11,12.09,32029
32,30,72,53,73.61,6,8.33,32030
32,31,116,66,56.9,20,17.24,32031
32,32,97,70,72.16,14,14.43,32032
32,33,68,34,50.0,15,22.06,32033
32,34,99,45,45.45,29,29.29,32034
32,35,117,58,49.57,31,26.5,32035
32,36,74,43,58.11,10,13.51,32036
32,37,84,38,45.24,17,20.24,32037
32,38,93,65,69.89,8,8.6,32038
32,39,78,48,61.54,8,10.26,32039
32,40,97,58,59.79,13,13.4,32040
32,41,101,44,43.56,25,24.75,32041
32,42,106,50,47.17,19,17.92,32042
32,43,102,63,61.76,9,8.82,32043
32,44,100,48,48.0,23,23.0,32044
32,45,90,40,44.44,16,17.78,32045
32,46,26,5,19.23,6,23.08,32046
32,47,95,53,55.79,15,15.79,32047
32,48,144,60,41.67,33,22.92,32048
32,49,53,33,62.26,6,11.32,32049
32,50,129,85,65.89,23,17.83,32050
32,51,102,68,66.67,12,11.76,32051
32,52,36,16,44.44,8,22.22,32052
33,1,127,61,48.03,37,29.13,33001
33,2,135,52,38.52,45,33.33,33002
33,3,124,55,44.35,28,22.58,33003
33,4,155,62,40.0,50,32.26,33004
33,5,108,42,38.89,26,24.07,33005
33,6,161,45,27.95,69,42.86,33006
33,7,202,118,58.42,24,11.88,33007
33,8,118,66,55.93,17,14.41,33008
33,9,130,53,40.77,40,30.77,33009
33,10,153,51,33.33,60,39.22,33010
33,11,121,47,38.84,38,31.4,33011
33,12,130,53,40.77,40,30.77,33012
33,13,148,40,27.03,62,41.89,33013
33,14,99,42,42.42,19,19.19,33014
33,15,124,53,42.74,31,25.0,33015
33,16,95,40,42.11,33,34.74,33016
33,17,159,59,37.11,37,23.27,33017
33,18,39,16,41.03,11,28.21,33018
33,19,117,44,37.61,28,23.93,33019
33,20,125,57,45.6,26,20.8,33020
33,21,140,53,37.86,33,23.57,33021
33,22,194,55,28.35,93,47.94,33022
33,23,115,47,40.87,28,24.35,33023
33,24,184,114,61.96,28,15.22,33024
33,25,169,46,27.22,49,28.99,33025
33,26,132,64,48.48,23,17.42,33026
33,27,92,40,43.48,25,27.17,33027
34,1,217,130,59.91,50,23.04,34001
34,2,155,81,52.26,52,33.55,34002
34,3,161,92,57.14,34,21.12,34003
34,4,155,104,67.1,27,17.42,34004
34,5,116,70,60.34,21,18.1,34005
34,6,107,78,72.9,13,12.15,34006
34,7,215,122,56.74,50,23.26,34007
34,8,142,90,63.38,27,19.01,34008
34,9,98,55,56.12,21,21.43,34009
34,10,157,91,57.96,40,25.48,34010
34,11,85,41,48.24,27,31.76,34011
34,12,176,113,64.2,27,15.34,34012
34,13,185,103,55.68,46,24.86,34013
34,14,116,55,47.41,32,27.59,34014
34,15,115,70,60.87,31,26.96,34015
34,16,78,43,55.13,17,21.79,34016
34,17,98,53,54.08,22,22.45,34017
34,18,84,53,63.1,18,21.43,34018
34,19,28,15,53.57,9,32.14,34019
34,20,263,176,66.92,48,18.25,34020
34,21,158,95,60.13,34,21.52,34021
34,22,200,125,62.5,41,20.5,34022
34,23,147,86,58.5,26,17.69,34023
34,24,137,92,67.15,28,20.44,34024
34,25,166,88,53.01,45,27.11,34025
34,26,81,50,61.73,17,20.99,34026
34,27,123,64,52.03,32,26.02,34027
34,28,95,62,65.26,16,16.84,34028
34,29,154,97,62.99,35,22.73,34029
34,30,213,141,66.2,42,19.72,34030
34,31,77,37,48.05,28,36.36,34031
34,32,122,80,65.57,26,21.31,34032
34,33,70,39,55.71,18,25.71,34033
34,34,202,132,65.35,40,19.8,34034
34,35,204,133,65.2,41,20.1,34035
34,36,183,120,65.57,31,16.94,34036
34,37,138,85,61.59,31,22.46,34037
34,38,110,63,57.27,29,26.36,34038
34,39,90,62,68.89,19,21.11,34039
34,40,170,99,58.24,30,17.65,34040
34,41,88,55,62.5,20,22.73,34041
34,42,204,134,65.69,41,20.1,34042
34,43,228,149,65.35,42,18.42,34043
34,44,212,136,64.15,45,21.23,34044
34,45,139,75,53.96,31,22.3,34045
34,46,135,87,64.44,29,21.48,34046
34,47,77,50,64.94,10,12.99,34047
34,48,215,131,60.93,42,19.53,34048
34,49,242,140,57.85,64,26.45,34049
34,50,158,82,51.9,39,24.68,34050
34,51,234,150,64.1,49,20.94,34051
34,52,105,72,68.57,22,20.95,34052
34,53,83,49,59.04,13,15.66,34053
34,54,111,65,58.56,25,22.52,34054
34,55,161,92,57.14,36,22.36,34055
34,56,67,38,56.72,18,26.87,34056
34,57,96,59,61.46,24,25.0,34057
34,58,185,110,59.46,36,19.46,34058
34,59,133,85,63.91,26,19.55,34059
34,60,173,92,53.18,46,26.59,34060
34,61,121,69,57.02,20,16.53,34061
35,1,106,46,43.4,22,20.75,35001
35,2,73,33,45.21,15,20.55,35002
35,3,61,26,42.62,13,21.31,35003
35,4,118,56,47.46,22,18.64,35004
35,5,87,40,45.98,14,16.09,35005
35,6,89,28,31.46,29,32.58,35006
35,7,88,56,63.64,10,11.36,35007
35,8,78,36,46.15,15,19.23,35008
35,9,78,30,38.46,14,17.95,35009
35,10,101,45,44.55,18,17.82,35010
35,11,69,31,44.93,14,20.29,35011
35,12,113,55,48.67,23,20.35,35012
35,13,24,11,45.83,3,12.5,35013
35,14,105,37,35.24,27,25.71,35014
35,15,89,39,43.82,17,19.1,35015
35,16,95,40,42.11,18,18.95,35016
35,17,88,37,42.05,19,21.59,35017
35,18,99,41,41.41,18,18.18,35018
35,19,79,41,51.9,18,22.78,35019
35,20,70,32,45.71,21,30.0,35020
35,21,85,38,44.71,26,30.59,35021
35,22,47,14,29.79,9,19.15,35022
35,23,59,24,40.68,10,16.95,35023
35,24,54,21,38.89,17,31.48,35024
35,25,90,38,42.22,18,20.0,35025
35,26,117,51,43.59,31,26.5,35026
35,27,115,57,49.57,21,18.26,35027
35,28,85,39,45.88,15,17.65,35028
35,29,107,55,51.4,22,20.56,35029
35,30,141,79,56.03,28,19.86,35030
35,31,39,20,51.28,4,10.26,35031
35,32,57,22,38.6,13,22.81,35032
35,33,84,39,46.43,24,28.57,35033
35,34,89,48,53.93,19,21.35,35034
35,35,111,44,39.64,33,29.73,35035
35,36,55,22,40.0,14,25.45,35036
36,1,96,29,30.21,47,48.96,36001
36,2,80,25,31.25,33,41.25,36002
36,3,216,58,26.85,115,53.24,36003
36,4,64,25,39.06,21,32.81,36004
36,5,70,27,38.57,28,40.0,36005
36,6,103,30,29.13,33,32.04,36006
36,7,76,29,38.16,25,32.89,36007
36,8,82,25,30.49,32,39.02,36008
36,9,92,31,33.7,30,32.61,36009
36,10,86,29,33.72,41,47.67,36010
36,11,143,30,20.98,62,43.36,36011
36,12,78,26,33.33,29,37.18,36012
36,13,162,56,34.57,58,35.8,36013
36,14,121,25,20.66,69,57.02,36014
36,15,89,27,30.34,42,47.19,36015
36,16,184,75,40.76,56,30.43,36016
36,17,80,35,43.75,21,26.25,36017
36,18,118,38,32.2,37,31.36,36018
36,19,113,25,22.12,62,54.87,36019
36,20,137,34,24.82,63,45.99,36020
36,21,183,59,32.24,66,36.07,36021
36,22,140,60,42.86,41,29.29,36022
36,23,77,23,29.87,37,48.05,36023
36,24,127,54,42.52,48,37.8,36024
36,25,80,35,43.75,19,23.75,36025
36,26,93,30,32.26,30,32.26,36026
36,27,62,24,38.71,18,29.03,36027
36,28,89,28,31.46,33,37.08,36028
36,29,75,24,32.0,24,32.0,36029
36,30,129,53,41.09,37,28.68,36030
36,31,133,39,29.32,57,42.86,36031
36,32,89,28,31.46,33,37.08,36032
36,33,91,27,29.67,33,36.26,36033
36,34,71,20,28.17,21,29.58,36034
36,35,114,31,27.19,55,48.25,36035
36,36,101,38,37.62,32,31.68,36036
36,37,65,31,47.69,22,33.85,36037
36,38,73,21,28.77,22,30.14,36038
36,39,90,22,24.44,43,47.78,36039
36,40,107,35,32.71,29,27.1,36040
36,41,78,37,47.44,14,17.95,36041
36,42,92,23,25.0,35,38.04,36042
36,43,84,34,40.48,20,23.81,36043
36,44,139,69,49.64,38,27.34,36044
36,45,119,33,27.73,47,39.5,36045
36,46,86,33,38.37,23,26.74,36046
36,47,86,30,34.88,35,40.7,36047
36,48,90,30,33.33,27,30.0,36048
36,49,131,48,36.64,39,29.77,36049
36,50,88,30,34.09,40,45.45,36050
36,51,97,28,28.87,46,47.42,36051
36,52,85,39,45.88,22,25.88,36052
36,53,77,29,37.66,29,37.66,36053
36,54,170,58,34.12,74,43.53,36054
36,55,163,65,39.88,54,33.13,36055
37,1,53,24,45.28,14,26.42,37001
37,2,93,35,37.63,35,37.63,37002
37,3,52,16,30.77,21,40.38,37003
37,4,120,47,39.17,52,43.33,37004
37,5,132,51,38.64,45,34.09,37005
37,6,122,64,52.46,40,32.79,37006
37,7,115,50,43.48,39,33.91,37007
37,8,73,30,41.1,23,31.51,37008
37,9,96,39,40.63,37,38.54,37009
37,10,112,48,42.86,36,32.14,37010
37,11,28,15,53.57,6,21.43,37011
37,12,62,31,50.0,17,27.42,37012
37,13,94,37,39.36,41,43.62,37013
37,14,150,68,45.33,60,40.0,37014
37,15,110,44,40.0,48,43.64,37015
37,16,104,53,50.96,31,29.81,37016
37,17,107,35,32.71,52,48.6,37017
37,18,132,51,38.64,53,40.15,37018
37,19,72,28,38.89,24,33.33,37019
37,20,82,33,40.24,27,32.93,37020
37,21,113,49,43.36,41,36.28,37021
37,22,65,30,46.15,18,27.69,37022
37,23,88,45,51.14,30,34.09,37023
37,24,104,38,36.54,43,41.35,37024
37,25,126,58,46.03,50,39.68,37025
37,26,138,72,52.17,44,31.88,37026
37,27,113,49,43.36,42,37.17,37027
37,28,96,41,42.71,35,36.46,37028
37,29,112,59,52.68,32,28.57,37029
37,30,54,25,46.3,15,27.78,37030
37,31,138,56,40.58,60,43.48,37031
37,32,111,55,49.55,26,23.42,37032
37,33,91,49,53.85,25,27.47,37033
37,34,106,46,43.4,43,40.57,37034
37,35,130,63,48.46,45,34.62,37035
37,36,122,45,36.89,54,44.26,37036
37,37,98,36,36.73,35,35.71,37037
37,38,104,49,47.12,39,37.5,37038
37,39,90,42,46.67,25,27.78,37039
37,40,115,59,51.3,35,30.43,37040
37,41,124,61,49.19,43,34.68,37041
37,42,58,19,32.76,23,39.66,37042
37,43,87,42,48.28,31,35.63,37043
38,1,114,44,38.6,31,27.19,38001
38,2,68,31,45.59,16,23.53,38002
38,3,59,19,32.2,18,30.51,38003
38,4,43,17,39.53,11,25.58,38004
38,5,167,69,41.32,30,17.96,38005
38,6,73,25,34.25,20,27.4,38006
38,7,99,56,56.57,7,7.07,38007
38,8,57,17,29.82,19,33.33,38008
38,9,90,47,52.22,11,12.22,38009
38,10,119,62,52.1,13,10.92,38010
38,11,70,32,45.71,13,18.57,38011
38,12,103,37,35.92,31,30.1,38012
38,13,79,35,44.3,12,15.19,38013
38,14,85,34,40.0,20,23.53,38014
38,15,71,30,42.25,11,15.49,38015
38,16,93,39,41.94,30,32.26,38016
38,17,81,31,38.27,21,25.93,38017
38,18,104,43,41.35,23,22.12,38018
38,19,112,46,41.07,31,27.68,38019
38,20,130,72,55.38,24,18.46,38020
38,21,80,34,42.5,19,23.75,38021
38,22,90,35,38.89,19,21.11,38022
38,23,82,33,40.24,18,21.95,38023
38,24,55,33,60.0,11,20.0,38024
38,25,100,47,47.0,26,26.0,38025
38,26,42,14,33.33,15,35.71,38026
38,27,56,20,35.71,10,17.86,38027
38,28,73,28,38.36,17,23.29,38028
38,29,79,38,48.1,13,16.46,38029
38,30,73,26,35.62,12,16.44,38030
38,31,97,47,48.45,20,20.62,38031
38,32,114,49,42.98,26,22.81,38032
38,33,69,25,36.23,16,23.19,38033
38,34,56,20,35.71,16,28.57,38034
38,35,100,48,48.0,21,21.0,38035
38,36,81,23,28.4,21,25.93,38036
38,37,83,32,38.55,22,26.51,38037
38,38,107,41,38.32,26,24.3,38038
38,39,74,35,47.3,19,25.68,38039
38,40,86,31,36.05,20,23.26,38040
38,41,136,74,54.41,24,17.65,38041
38,42,112,56,50.0,17,15.18,38042
38,43,93,42,45.16,16,17.2,38043
38,44,104,43,41.35,21,20.19,38044
38,45,95,37,38.95,27,28.42,38045
38,46,67,36,53.73,10,14.93,38046
38,47,76,41,53.95,13,17.11,38047
38,48,80,34,42.5,15,18.75,38048
38,49,83,37,44.58,20,24.1,38049
38,50,84,35,41.67,20,23.81,38050
38,51,56,19,33.93,13,23.21,38051
38,52,97,43,44.33,21,21.65,38052
38,53,28,11,39.29,7,25.0,38053
39,1,95,45,47.37,23,24.21,39001
39,2,133,57,42.86,24,18.05,39002
39,3,142,65,45.77,30,21.13,39003
39,4,88,49,55.68,18,20.45,39004
39,5,75,33,44.0,17,22.67,39005
39,6,91,33,36.26,29,31.87,39006
39,7,85,52,61.18,7,8.24,39007
39,8,104,66,63.46,9,8.65,39008
39,9,121,56,46.28,16,13.22,39009
39,10,86,32,37.21,19,22.09,39010
39,11,113,49,43.36,21,18.58,39011
39,12,80,40,50.0,17,21.25,39012
39,13,68,30,44.12,11,16.18,39013
39,14,110,46,41.82,24,21.82,39014
39,15,99,43,43.43,22,22.22,39015
39,16,76,33,43.42,19,25.0,39016
39,17,73,33,45.21,15,20.55,39017
39,18,98,54,55.1,13,13.27,39018
39,19,67,26,38.81,17,25.37,39019
39,20,89,39,43.82,20,22.47,39020
39,21,76,34,44.74,13,17.11,39021
39,22,87,50,57.47,16,18.39,39022
39,23,82,44,53.66,9,10.98,39023
39,24,97,51,52.58,18,18.56,39024
39,25,96,43,44.79,27,28.13,39025
39,26,96,46,47.92,22,22.92,39026
39,27,117,53,45.3,22,18.8,39027
39,28,122,62,50.82,18,14.75,39028
39,29,114,68,59.65,18,15.79,39029
39,30,51,18,35.29,15,29.41,39030
39,31,62,28,45.16,15,24.19,39031
39,32,75,50,66.67,9,12.0,39032
39,33,101,42,41.58,16,15.84,39033
39,34,116,32,27.59,32,27.59,39034
39,35,113,68,60.18,16,14.16,39035
39,36,94,50,53.19,22,23.4,39036
39,37,175,88,50.29,35,20.0,39037
39,38,121,73,60.33,14,11.57,39038
39,39,49,23,46.94,11,22.45,39039
39,40,69,27,39.13,19,27.54,39040
39,41,36,18,50.0,9,25.0,39041
