ward,precinct,total,Raymond W. Mitchell,Raymond W. Mitchell Percent,Bonnie Carol McGrath,Bonnie Carol McGrath Percent,Carl B. Boyd,Carl B. Boyd Percent,precinct_id
20,24,95,27,28.42,31,32.63,37,38.95,20024
20,25,82,23,28.05,25,30.49,34,41.46,20025
20,26,111,35,31.53,26,23.42,50,45.05,20026
20,27,74,27,36.49,15,20.27,32,43.24,20027
20,28,95,28,29.47,34,35.79,33,34.74,20028
20,29,99,29,29.29,24,24.24,46,46.46,20029
20,30,93,27,29.03,31,33.33,35,37.63,20030
20,31,128,35,27.34,38,29.69,55,42.97,20031
20,32,64,22,34.38,25,39.06,17,26.56,20032
20,33,98,31,31.63,25,25.51,42,42.86,20033
20,34,144,58,40.28,46,31.94,40,27.78,20034
20,35,33,11,33.33,11,33.33,11,33.33,20035
20,36,84,26,30.95,24,28.57,34,40.48,20036
20,37,103,36,34.95,27,26.21,40,38.83,20037
20,38,21,7,33.33,3,14.29,11,52.38,20038
20,39,80,28,35.0,21,26.25,31,38.75,20039
20,40,72,27,37.5,12,16.67,33,45.83,20040
20,41,37,17,45.95,15,40.54,5,13.51,20041
20,42,87,33,37.93,24,27.59,30,34.48,20042
20,43,17,5,29.41,5,29.41,7,41.18,20043
20,44,132,52,39.39,34,25.76,46,34.85,20044
20,45,42,14,33.33,12,28.57,16,38.1,20045
20,46,87,35,40.23,18,20.69,34,39.08,20046
20,47,71,22,30.99,25,35.21,24,33.8,20047
20,48,39,12,30.77,14,35.9,13,33.33,20048
20,49,59,24,40.68,12,20.34,23,38.98,20049
20,50,34,12,35.29,10,29.41,12,35.29,20050
21,1,218,62,28.44,47,21.56,109,50.0,21001
21,2,116,32,27.59,26,22.41,58,50.0,21002
21,3,123,35,28.46,29,23.58,59,47.97,21003
21,4,132,48,36.36,20,15.15,64,48.48,21004
21,5,144,37,25.69,28,19.44,79,54.86,21005
21,6,104,36,34.62,27,25.96,41,39.42,21006
21,7,158,44,27.85,34,21.52,80,50.63,21007
21,8,152,45,29.61,34,22.37,73,48.03,21008
21,9,151,38,25.17,39,25.83,74,49.01,21009
21,10,101,28,27.72,26,25.74,47,46.53,21010
21,11,131,40,30.53,29,22.14,62,47.33,21011
21,12,143,40,27.97,31,21.68,72,50.35,21012
21,13,62,18,29.03,20,32.26,24,38.71,21013
21,14,130,32,24.62,37,28.46,61,46.92,21014
21,15,107,27,25.23,26,24.3,54,50.47,21015
21,16,127,34,26.77,34,26.77,59,46.46,21016
21,17,135,35,25.93,43,31.85,57,42.22,21017
21,18,130,41,31.54,36,27.69,53,40.77,21018
21,19,123,35,28.46,34,27.64,54,43.9,21019
21,20,95,25,26.32,18,18.95,52,54.74,21020
21,21,155,41,26.45,35,22.58,79,50.97,21021
21,22,124,34,27.42,28,22.58,62,50.0,21022
21,23,119,34,28.57,20,16.81,65,54.62,21023
21,24,158,50,31.65,25,15.82,83,52.53,21024
21,25,132,37,28.03,17,12.88,78,59.09,21025
21,26,124,30,24.19,37,29.84,57,45.97,21026
21,27,161,45,27.95,41,25.47,75,46.58,21027
21,28,95,26,27.37,27,28.42,42,44.21,21028
21,29,61,23,37.7,18,29.51,20,32.79,21029
21,30,92,26,28.26,23,25.0,43,46.74,21030
21,31,169,43,25.44,43,25.44,83,49.11,21031
21,32,117,37,31.62,25,21.37,55,47.01,21032
21,33,141,39,27.66,26,18.44,76,53.9,21033
21,34,148,60,40.54,35,23.65,53,35.81,21034
21,35,69,25,36.23,17,24.64,27,39.13,21035
21,36,100,37,37.0,22,22.0,41,41.0,21036
21,37,118,27,22.88,29,24.58,62,52.54,21037
21,38,135,41,30.37,30,22.22,64,47.41,21038
21,39,111,25,22.52,29,26.13,57,51.35,21039
21,40,148,41,27.7,25,16.89,82,55.41,21040
21,41,100,32,32.0,20,20.0,48,48.0,21041
21,42,150,38,25.33,46,30.67,66,44.0,21042
21,43,121,29,23.97,32,26.45,60,49.59,21043
21,44,137,35,25.55,37,27.01,65,47.45,21044
21,45,132,47,35.61,21,15.91,64,48.48,21045
21,46,89,26,29.21,18,20.22,45,50.56,21046
21,47,188,58,30.85,34,18.09,96,51.06,21047
21,48,154,35,22.73,31,20.13,88,57.14,21048
21,49,178,54,30.34,46,25.84,78,43.82,21049
21,50,131,36,27.48,21,16.03,74,56.49,21050
21,51,157,40,25.48,40,25.48,77,49.04,21051
21,52,128,42,32.81,31,24.22,55,42.97,21052
21,53,113,32,28.32,26,23.01,55,48.67,21053
21,54,163,46,28.22,33,20.25,84,51.53,21054
21,55,129,32,24.81,34,26.36,63,48.84,21055
21,56,105,31,29.52,25,23.81,49,46.67,21056
21,57,106,42,39.62,20,18.87,44,41.51,21057
21,58,105,32,30.48,18,17.14,55,52.38,21058
21,59,157,50,31.85,34,21.66,73,46.5,21059
21,60,148,51,34.46,31,20.95,66,44.59,21060
21,61,143,49,34.27,40,27.97,54,37.76,21061
21,62,122,39,31.97,23,18.85,60,49.18,21062
21,63,124,24,19.35,29,23.39,71,57.26,21063
21,64,74,21,28.38,18,24.32,35,47.3,21064
21,65,224,62,27.68,46,20.54,116,51.79,21065
21,66,108,24,22.22,30,27.78,54,50.0,21066
21,67,120,49,40.83,31,25.83,40,33.33,21067
21,68,133,34,25.56,34,25.56,65,48.87,21068
21,69,106,32,30.19,23,21.7,51,48.11,21069
21,70,122,34,27.87,29,23.77,59,48.36,21070
21,71,117,38,32.48,27,23.08,52,44.44,21071
21,72,141,31,21.99,40,28.37,70,49.65,21072
21,73,128,32,25.0,38,29.69,58,45.31,21073
21,74,44,16,36.36,13,29.55,15,34.09,21074
22,1,70,29,41.43,25,35.71,16,22.86,22001
22,2,61,29,47.54,22,36.07,10,16.39,22002
22,3,121,57,47.11,44,36.36,20,16.53,22003
22,4,75,30,40.0,29,38.67,16,21.33,22004
22,5,109,60,55.05,32,29.36,17,15.6,22005
22,6,99,58,58.59,20,20.2,21,21.21,22006
22,7,98,40,40.82,20,20.41,38,38.78,22007
22,8,57,30,52.63,17,29.82,10,17.54,22008
22,9,94,51,54.26,29,30.85,14,14.89,22009
22,10,105,49,46.67,35,33.33,21,20.0,22010
22,11,78,38,48.72,26,33.33,14,17.95,22011
22,12,73,32,43.84,30,41.1,11,15.07,22012
22,13,115,53,46.09,40,34.78,22,19.13,22013
22,14,51,26,50.98,15,29.41,10,19.61,22014
22,15,60,29,48.33,26,43.33,5,8.33,22015
22,16,108,53,49.07,42,38.89,13,12.04,22016
22,17,114,47,41.23,38,33.33,29,25.44,22017
22,18,103,59,57.28,35,33.98,9,8.74,22018
22,19,53,21,39.62,16,30.19,16,30.19,22019
22,20,103,46,44.66,34,33.01,23,22.33,22020
22,21,100,46,46.0,18,18.0,36,36.0,22021
22,22,61,29,47.54,22,36.07,10,16.39,22022
22,23,121,59,48.76,43,35.54,19,15.7,22023
22,24,77,34,44.16,35,45.45,8,10.39,22024
22,25,84,49,58.33,26,30.95,9,10.71,22025
22,26,75,33,44.0,34,45.33,8,10.67,22026
22,27,119,65,54.62,41,34.45,13,10.92,22027
22,28,59,35,59.32,17,28.81,7,11.86,22028
22,29,54,27,50.0,20,37.04,7,12.96,22029
23,1,153,57,37.25,74,48.37,22,14.38,23001
23,2,200,70,35.0,104,52.0,26,13.0,23002
23,3,137,47,34.31,72,52.55,18,13.14,23003
23,4,146,56,38.36,71,48.63,19,13.01,23004
23,5,115,47,40.87,52,45.22,16,13.91,23005
23,6,160,68,42.5,65,40.63,27,16.88,23006
23,7,144,64,44.44,64,44.44,16,11.11,23007
23,8,131,68,51.91,42,32.06,21,16.03,23008
23,9,167,63,37.72,78,46.71,26,15.57,23009
23,10,183,60,32.79,95,51.91,28,15.3,23010
23,11,169,72,42.6,79,46.75,18,10.65,23011
23,12,155,76,49.03,59,38.06,20,12.9,23012
23,13,183,72,39.34,88,48.09,23,12.57,23013
23,14,121,48,39.67,53,43.8,20,16.53,23014
23,15,132,52,39.39,62,46.97,18,13.64,23015
23,16,171,74,43.27,77,45.03,20,11.7,23016
23,17,182,76,41.76,89,48.9,17,9.34,23017
23,18,107,50,46.73,45,42.06,12,11.21,23018
23,19,132,54,40.91,60,45.45,18,13.64,23019
23,20,136,53,38.97,67,49.26,16,11.76,23020
23,21,116,39,33.62,25,21.55,52,44.83,23021
23,22,148,58,39.19,73,49.32,17,11.49,23022
23,23,132,49,37.12,66,50.0,17,12.88,23023
23,24,101,38,37.62,40,39.6,23,22.77,23024
23,25,107,49,45.79,42,39.25,16,14.95,23025
23,26,150,56,37.33,78,52.0,16,10.67,23026
23,27,140,55,39.29,69,49.29,16,11.43,23027
23,28,165,68,41.21,77,46.67,20,12.12,23028
23,29,132,58,43.94,53,40.15,21,15.91,23029
23,30,136,59,43.38,63,46.32,14,10.29,23030
23,31,149,58,38.93,59,39.6,32,21.48,23031
23,32,178,78,43.82,75,42.13,25,14.04,23032
23,33,168,53,31.55,81,48.21,34,20.24,23033
23,34,107,42,39.25,43,40.19,22,20.56,23034
23,35,93,34,36.56,21,22.58,38,40.86,23035
23,36,190,77,40.53,90,47.37,23,12.11,23036
23,37,117,52,44.44,31,26.5,34,29.06,23037
23,38,126,44,34.92,68,53.97,14,11.11,23038
23,39,132,53,40.15,62,46.97,17,12.88,23039
23,40,141,57,40.43,68,48.23,16,11.35,23040
23,41,142,56,39.44,65,45.77,21,14.79,23041
23,42,132,50,37.88,65,49.24,17,12.88,23042
23,43,168,69,41.07,81,48.21,18,10.71,23043
23,44,166,73,43.98,81,48.8,12,7.23,23044
23,45,163,60,36.81,81,49.69,22,13.5,23045
23,46,140,46,32.86,78,55.71,16,11.43,23046
23,47,177,71,40.11,85,48.02,21,11.86,23047
23,48,126,55,43.65,52,41.27,19,15.08,23048
23,49,209,79,37.8,99,47.37,31,14.83,23049
23,50,110,46,41.82,46,41.82,18,16.36,23050
23,51,169,68,40.24,76,44.97,25,14.79,23051
23,52,189,79,41.8,87,46.03,23,12.17,23052
23,53,101,45,44.55,44,43.56,12,11.88,23053
23,54,179,75,41.9,82,45.81,22,12.29,23054
24,1,114,40,35.09,34,29.82,40,35.09,24001
24,2,56,17,30.36,17,30.36,22,39.29,24002
24,3,81,24,29.63,27,33.33,30,37.04,24003
24,4,91,37,40.66,23,25.27,31,34.07,24004
24,5,57,19,33.33,13,22.81,25,43.86,24005
24,6,106,39,36.79,21,19.81,46,43.4,24006
24,7,76,26,34.21,20,26.32,30,39.47,24007
24,8,72,19,26.39,23,31.94,30,41.67,24008
24,9,65,27,41.54,12,18.46,26,40.0,24009
24,10,80,28,35.0,19,23.75,33,41.25,24010
24,11,53,14,26.42,14,26.42,25,47.17,24011
24,12,65,18,27.69,26,40.0,21,32.31,24012
24,13,90,23,25.56,33,36.67,34,37.78,24013
24,14,104,25,24.04,25,24.04,54,51.92,24014
24,15,71,10,14.08,21,29.58,40,56.34,24015
24,16,59,15,25.42,13,22.03,31,52.54,24016
24,17,65,29,44.62,14,21.54,22,33.85,24017
24,18,61,20,32.79,17,27.87,24,39.34,24018
24,19,59,16,27.12,17,28.81,26,44.07,24019
24,20,94,38,40.43,29,30.85,27,28.72,24020
24,21,32,13,40.63,10,31.25,9,28.13,24021
24,22,87,33,37.93,24,27.59,30,34.48,24022
24,23,72,20,27.78,19,26.39,33,45.83,24023
24,24,50,14,28.0,17,34.0,19,38.0,24024
24,25,91,27,29.67,31,34.07,33,36.26,24025
24,26,80,30,37.5,23,28.75,27,33.75,24026
24,27,55,17,30.91,19,34.55,19,34.55,24027
24,28,111,38,34.23,31,27.93,42,37.84,24028
24,29,94,37,39.36,27,28.72,30,31.91,24029
24,30,66,21,31.82,12,18.18,33,50.0,24030
24,31,80,25,31.25,24,30.0,31,38.75,24031
24,32,75,24,32.0,20,26.67,31,41.33,24032
24,33,67,19,28.36,18,26.87,30,44.78,24033
24,34,108,32,29.63,24,22.22,52,48.15,24034
24,35,121,43,35.54,35,28.93,43,35.54,24035
24,36,68,21,30.88,19,27.94,28,41.18,24036
24,37,105,32,30.48,32,30.48,41,39.05,24037
24,38,108,40,37.04,26,24.07,42,38.89,24038
24,39,66,17,25.76,14,21.21,35,53.03,24039
24,40,126,47,37.3,27,21.43,52,41.27,24040
24,41,70,22,31.43,24,34.29,24,34.29,24041
24,42,54,22,40.74,18,33.33,14,25.93,24042
24,43,94,33,35.11,23,24.47,38,40.43,24043
24,44,138,42,30.43,50,36.23,46,33.33,24044
24,45,71,34,47.89,21,29.58,16,22.54,24045
24,46,113,40,35.4,32,28.32,41,36.28,24046
24,47,72,23,31.94,16,22.22,33,45.83,24047
24,48,51,18,35.29,16,31.37,17,33.33,24048
24,49,155,55,35.48,43,27.74,57,36.77,24049
24,50,131,47,35.88,36,27.48,48,36.64,24050
24,51,113,41,36.28,29,25.66,43,38.05,24051
24,52,71,28,39.44,19,26.76,24,33.8,24052
24,53,91,39,42.86,36,39.56,16,17.58,24053
24,54,98,26,26.53,29,29.59,43,43.88,24054
24,55,74,24,32.43,28,37.84,22,29.73,24055
24,56,123,41,33.33,31,25.2,51,41.46,24056
25,1,113,48,42.48,50,44.25,15,13.27,25001
25,2,129,52,40.31,58,44.96,19,14.73,25002
25,3,83,21,25.3,33,39.76,29,34.94,25003
25,4,118,51,43.22,42,35.59,25,21.19,25004
25,5,99,31,31.31,52,52.53,16,16.16,25005
25,6,61,24,39.34,25,40.98,12,19.67,25006
25,7,89,41,46.07,40,44.94,8,8.99,25007
25,8,109,51,46.79,43,39.45,15,13.76,25008
25,9,145,64,44.14,64,44.14,17,11.72,25009
25,10,54,21,38.89,22,40.74,11,20.37,25010
25,11,121,57,47.11,46,38.02,18,14.88,25011
25,12,90,31,34.44,48,53.33,11,12.22,25012
25,13,125,53,42.4,53,42.4,19,15.2,25013
25,14,52,26,50.0,22,42.31,4,7.69,25014
25,15,113,41,36.28,46,40.71,26,23.01,25015
25,16,51,24,47.06,16,31.37,11,21.57,25016
25,17,140,52,37.14,58,41.43,30,21.43,25017
25,18,102,40,39.22,40,39.22,22,21.57,25018
25,19,103,54,52.43,36,34.95,13,12.62,25019
25,20,124,53,42.74,52,41.94,19,15.32,25020
25,21,75,39,52.0,21,28.0,15,20.0,25021
25,22,53,22,41.51,21,39.62,10,18.87,25022
25,23,109,38,34.86,55,50.46,16,14.68,25023
25,24,132,55,41.67,53,40.15,24,18.18,25024
25,25,91,47,51.65,34,37.36,10,10.99,25025
25,26,66,26,39.39,30,45.45,10,15.15,25026
25,27,76,37,48.68,25,32.89,14,18.42,25027
25,28,143,74,51.75,55,38.46,14,9.79,25028
25,29,189,85,44.97,70,37.04,34,17.99,25029
25,30,106,47,44.34,43,40.57,16,15.09,25030
25,31,62,19,30.65,33,53.23,10,16.13,25031
26,1,41,21,51.22,14,34.15,6,14.63,26001
26,2,77,29,37.66,32,41.56,16,20.78,26002
26,3,55,20,36.36,23,41.82,12,21.82,26003
26,4,40,15,37.5,21,52.5,4,10.0,26004
26,5,85,32,37.65,34,40.0,19,22.35,26005
26,6,41,12,29.27,20,48.78,9,21.95,26006
26,7,34,16,47.06,15,44.12,3,8.82,26007
26,8,37,11,29.73,19,51.35,7,18.92,26008
26,9,25,7,28.0,11,44.0,7,28.0,26009
26,10,47,21,44.68,17,36.17,9,19.15,26010
26,11,61,25,40.98,28,45.9,8,13.11,26011
26,12,44,19,43.18,17,38.64,8,18.18,26012
26,13,72,28,38.89,35,48.61,9,12.5,26013
26,14,57,26,45.61,17,29.82,14,24.56,26014
26,15,55,25,45.45,21,38.18,9,16.36,26015
26,16,48,16,33.33,26,54.17,6,12.5,26016
26,17,37,14,37.84,20,54.05,3,8.11,26017
26,18,36,8,22.22,18,50.0,10,27.78,26018
26,19,113,61,53.98,35,30.97,17,15.04,26019
26,20,63,25,39.68,26,41.27,12,19.05,26020
26,21,49,21,42.86,18,36.73,10,20.41,26021
26,22,36,12,33.33,16,44.44,8,22.22,26022
26,23,40,15,37.5,19,47.5,6,15.0,26023
26,24,38,11,28.95,22,57.89,5,13.16,26024
26,25,32,8,25.0,18,56.25,6,18.75,26025
26,26,32,17,53.13,14,43.75,1,3.13,26026
26,27,61,25,40.98,20,32.79,16,26.23,26027
26,28,48,20,41.67,18,37.5,10,20.83,26028
26,29,50,16,32.0,19,38.0,15,30.0,26029
26,30,44,16,36.36,22,50.0,6,13.64,26030
26,31,55,30,54.55,17,30.91,8,14.55,26031
26,32,59,25,42.37,22,37.29,12,20.34,26032
26,33,22,8,36.36,10,45.45,4,18.18,26033
26,34,65,22,33.85,29,44.62,14,21.54,26034
26,35,72,40,55.56,19,26.39,13,18.06,26035
26,36,47,16,34.04,13,27.66,18,38.3,26036
26,37,36,11,30.56,21,58.33,4,11.11,26037
26,38,34,13,38.24,14,41.18,7,20.59,26038
26,39,43,13,30.23,21,48.84,9,20.93,26039
26,40,39,21,53.85,14,35.9,4,10.26,26040
26,41,62,28,45.16,19,30.65,15,24.19,26041
26,42,32,13,40.63,15,46.88,4,12.5,26042
26,43,56,20,35.71,27,48.21,9,16.07,26043
26,44,35,13,37.14,16,45.71,6,17.14,26044
26,45,68,23,33.82,23,33.82,22,32.35,26045
26,46,83,38,45.78,32,38.55,13,15.66,26046
26,47,26,10,38.46,8,30.77,8,30.77,26047
26,48,78,31,39.74,26,33.33,21,26.92,26048
26,49,34,11,32.35,12,35.29,11,32.35,26049
26,50,28,13,46.43,9,32.14,6,21.43,26050
26,51,50,20,40.0,21,42.0,9,18.0,26051
26,52,18,6,33.33,6,33.33,6,33.33,26052
26,53,28,16,57.14,12,42.86,0,0.0,26053
26,54,43,20,46.51,14,32.56,9,20.93,26054
26,55,51,24,47.06,20,39.22,7,13.73,26055
26,56,49,17,34.69,18,36.73,14,28.57,26056
26,57,55,21,38.18,23,41.82,11,20.0,26057
26,58,50,22,44.0,16,32.0,12,24.0,26058
26,59,45,16,35.56,16,35.56,13,28.89,26059
26,60,43,24,55.81,14,32.56,5,11.63,26060
26,61,30,13,43.33,11,36.67,6,20.0,26061
26,62,65,28,43.08,29,44.62,8,12.31,26062
26,63,21,7,33.33,8,38.1,6,28.57,26063
27,1,94,45,47.87,41,43.62,8,8.51,27001
27,2,65,28,43.08,14,21.54,23,35.38,27002
27,3,64,18,28.13,25,39.06,21,32.81,27003
27,4,46,14,30.43,18,39.13,14,30.43,27004
27,5,29,11,37.93,11,37.93,7,24.14,27005
27,6,23,10,43.48,4,17.39,9,39.13,27006
27,7,75,26,34.67,37,49.33,12,16.0,27007
27,8,79,30,37.97,20,25.32,29,36.71,27008
27,9,127,42,33.07,37,29.13,48,37.8,27009
27,10,169,54,31.95,57,33.73,58,34.32,27010
27,11,91,31,34.07,44,48.35,16,17.58,27011
27,12,99,35,35.35,45,45.45,19,19.19,27012
27,13,73,37,50.68,22,30.14,14,19.18,27013
27,14,96,38,39.58,28,29.17,30,31.25,27014
27,15,56,18,32.14,16,28.57,22,39.29,27015
27,16,14,7,50.0,5,35.71,2,14.29,27016
27,17,78,42,53.85,27,34.62,9,11.54,27017
27,18,59,30,50.85,22,37.29,7,11.86,27018
27,19,70,20,28.57,20,28.57,30,42.86,27019
27,20,67,15,22.39,22,32.84,30,44.78,27020
27,21,59,17,28.81,20,33.9,22,37.29,27021
27,22,70,30,42.86,15,21.43,25,35.71,27022
27,23,15,5,33.33,3,20.0,7,46.67,27023
27,24,58,23,39.66,16,27.59,19,32.76,27024
27,25,51,20,39.22,16,31.37,15,29.41,27025
27,26,96,35,36.46,34,35.42,27,28.13,27026
27,27,79,21,26.58,28,35.44,30,37.97,27027
27,28,107,49,45.79,29,27.1,29,27.1,27028
27,29,51,15,29.41,20,39.22,16,31.37,27029
27,30,36,14,38.89,13,36.11,9,25.0,27030
27,31,59,15,25.42,15,25.42,29,49.15,27031
27,32,96,42,43.75,41,42.71,13,13.54,27032
27,33,69,31,44.93,18,26.09,20,28.99,27033
27,34,69,28,40.58,18,26.09,23,33.33,27034
27,35,71,32,45.07,33,46.48,6,8.45,27035
27,36,103,27,26.21,38,36.89,38,36.89,27036
27,37,83,34,40.96,28,33.73,21,25.3,27037
27,38,46,22,47.83,19,41.3,5,10.87,27038
27,39,22,6,27.27,10,45.45,6,27.27,27039
27,40,57,25,43.86,16,28.07,16,28.07,27040
27,41,61,31,50.82,23,37.7,7,11.48,27041
27,42,50,30,60.0,18,36.0,2,4.0,27042
27,43,49,16,32.65,21,42.86,12,24.49,27043
27,44,73,24,32.88,19,26.03,30,41.1,27044
27,45,60,20,33.33,14,23.33,26,43.33,27045
27,46,72,29,40.28,19,26.39,24,33.33,27046
27,47,59,16,27.12,23,38.98,20,33.9,27047
27,48,116,38,32.76,37,31.9,41,35.34,27048
27,49,88,34,38.64,24,27.27,30,34.09,27049
27,50,88,40,45.45,34,38.64,14,15.91,27050
27,51,9,2,22.22,2,22.22,5,55.56,27051
27,52,61,16,26.23,21,34.43,24,39.34,27052
27,53,54,23,42.59,24,44.44,7,12.96,27053
27,54,76,37,48.68,29,38.16,10,13.16,27054
27,55,72,24,33.33,25,34.72,23,31.94,27055
27,56,47,21,44.68,19,40.43,7,14.89,27056
27,57,54,28,51.85,19,35.19,7,12.96,27057
27,58,22,10,45.45,9,40.91,3,13.64,27058
27,59,87,41,47.13,31,35.63,15,17.24,27059
28,1,80,22,27.5,25,31.25,33,41.25,28001
28,2,91,26,28.57,18,19.78,47,51.65,28002
28,3,65,16,24.62,18,27.69,31,47.69,28003
28,4,90,32,35.56,30,33.33,28,31.11,28004
28,5,66,18,27.27,22,33.33,26,39.39,28005
28,6,55,17,30.91,17,30.91,21,38.18,28006
28,7,68,21,30.88,17,25.0,30,44.12,28007
28,8,72,29,40.28,16,22.22,27,37.5,28008
28,9,65,20,30.77,9,13.85,36,55.38,28009
28,10,28,8,28.57,12,42.86,8,28.57,28010
28,11,60,19,31.67,19,31.67,22,36.67,28011
28,12,48,11,22.92,14,29.17,23,47.92,28012
28,13,29,11,37.93,7,24.14,11,37.93,28013
28,14,50,16,32.0,11,22.0,23,46.0,28014
28,15,76,28,36.84,22,28.95,26,34.21,28015
28,16,69,30,43.48,9,13.04,30,43.48,28016
28,17,71,20,28.17,19,26.76,32,45.07,28017
28,18,99,31,31.31,31,31.31,37,37.37,28018
28,19,97,36,37.11,25,25.77,36,37.11,28019
28,20,83,20,24.1,33,39.76,30,36.14,28020
28,21,102,31,30.39,25,24.51,46,45.1,28021
28,22,72,22,30.56,24,33.33,26,36.11,28022
28,23,66,20,30.3,18,27.27,28,42.42,28023
28,24,40,9,22.5,11,27.5,20,50.0,28024
28,25,59,13,22.03,22,37.29,24,40.68,28025
28,26,80,20,25.0,37,46.25,23,28.75,28026
28,27,90,23,25.56,34,37.78,33,36.67,28027
28,28,39,15,38.46,7,17.95,17,43.59,28028
28,29,81,30,37.04,38,46.91,13,16.05,28029
28,30,59,24,40.68,21,35.59,14,23.73,28030
28,31,55,19,34.55,14,25.45,22,40.0,28031
28,32,78,23,29.49,21,26.92,34,43.59,28032
28,33,105,32,30.48,30,28.57,43,40.95,28033
28,34,20,8,40.0,7,35.0,5,25.0,28034
28,35,62,25,40.32,14,22.58,23,37.1,28035
28,36,51,14,27.45,12,23.53,25,49.02,28036
28,37,113,45,39.82,30,26.55,38,33.63,28037
28,38,36,15,41.67,12,33.33,9,25.0,28038
28,39,78,26,33.33,20,25.64,32,41.03,28039
28,40,109,33,30.28,27,24.77,49,44.95,28040
28,41,68,21,30.88,23,33.82,24,35.29,28041
28,42,57,15,26.32,16,28.07,26,45.61,28042
28,43,114,40,35.09,38,33.33,36,31.58,28043
28,44,105,38,36.19,30,28.57,37,35.24,28044
28,45,70,14,20.0,23,32.86,33,47.14,28045
28,46,81,32,39.51,28,34.57,21,25.93,28046
28,47,83,32,38.55,19,22.89,32,38.55,28047
28,48,39,13,33.33,14,35.9,12,30.77,28048
28,49,38,6,15.79,14,36.84,18,47.37,28049
28,50,54,22,40.74,12,22.22,20,37.04,28050
28,51,78,26,33.33,13,16.67,39,50.0,28051
28,52,64,31,48.44,17,26.56,16,25.0,28052
28,53,52,24,46.15,17,32.69,11,21.15,28053
28,54,59,22,37.29,18,30.51,19,32.2,28054
28,55,75,22,29.33,25,33.33,28,37.33,28055
28,56,66,25,37.88,19,28.79,22,33.33,28056
28,57,89,27,30.34,26,29.21,36,40.45,28057
28,58,71,19,26.76,25,35.21,27,38.03,28058
28,59,71,27,38.03,10,14.08,34,47.89,28059
28,60,39,15,38.46,11,28.21,13,33.33,28060
28,61,43,20,46.51,15,34.88,8,18.6,28061
29,1,197,99,50.25,34,17.26,64,32.49,29001
29,2,59,29,49.15,21,35.59,9,15.25,29002
29,3,169,50,29.59,49,28.99,70,41.42,29003
29,4,134,42,31.34,36,26.87,56,41.79,29004
29,5,109,48,44.04,26,23.85,35,32.11,29005
29,6,47,20,42.55,18,38.3,9,19.15,29006
29,7,63,20,31.75,25,39.68,18,28.57,29007
29,8,77,29,37.66,12,15.58,36,46.75,29008
29,9,50,25,50.0,16,32.0,9,18.0,29009
29,10,57,31,54.39,16,28.07,10,17.54,29010
29,11,120,46,38.33,35,29.17,39,32.5,29011
29,12,159,71,44.65,34,21.38,54,33.96,29012
29,13,111,35,31.53,35,31.53,41,36.94,29013
29,14,135,36,26.67,24,17.78,75,55.56,29014
29,15,156,65,41.67,39,25.0,52,33.33,29015
29,16,196,131,66.84,23,11.73,42,21.43,29016
29,17,97,40,41.24,27,27.84,30,30.93,29017
29,18,144,56,38.89,35,24.31,53,36.81,29018
29,19,171,80,46.78,27,15.79,64,37.43,29019
29,20,129,71,55.04,18,13.95,40,31.01,29020
29,21,80,38,47.5,16,20.0,26,32.5,29021
29,22,89,39,43.82,27,30.34,23,25.84,29022
29,23,103,55,53.4,23,22.33,25,24.27,29023
29,24,64,24,37.5,27,42.19,13,20.31,29024
29,25,115,74,64.35,23,20.0,18,15.65,29025
29,26,94,26,27.66,21,22.34,47,50.0,29026
29,27,67,23,34.33,15,22.39,29,43.28,29027
29,28,132,50,37.88,32,24.24,50,37.88,29028
29,29,140,69,49.29,40,28.57,31,22.14,29029
29,30,49,20,40.82,21,42.86,8,16.33,29030
29,31,119,33,27.73,37,31.09,49,41.18,29031
29,32,54,22,40.74,22,40.74,10,18.52,29032
29,33,111,37,33.33,27,24.32,47,42.34,29033
29,34,78,18,23.08,36,46.15,24,30.77,29034
29,35,83,29,34.94,19,22.89,35,42.17,29035
29,36,137,58,42.34,37,27.01,42,30.66,29036
29,37,94,31,32.98,34,36.17,29,30.85,29037
29,38,115,38,33.04,36,31.3,41,35.65,29038
29,39,78,39,50.0,22,28.21,17,21.79,29039
29,40,162,79,48.77,34,20.99,49,30.25,29040
29,41,147,72,48.98,35,23.81,40,27.21,29041
29,42,127,47,37.01,39,30.71,41,32.28,29042
29,43,144,70,48.61,26,18.06,48,33.33,29043
29,44,102,33,32.35,29,28.43,40,39.22,29044
29,45,83,26,31.33,25,30.12,32,38.55,29045
29,46,102,31,30.39,33,32.35,38,37.25,29046
29,47,167,64,38.32,33,19.76,70,41.92,29047
29,48,97,32,32.99,33,34.02,32,32.99,29048
29,49,155,45,29.03,54,34.84,56,36.13,29049
30,1,94,42,44.68,43,45.74,9,9.57,30001
30,2,50,22,44.0,23,46.0,5,10.0,30002
30,3,107,49,45.79,43,40.19,15,14.02,30003
30,4,59,27,45.76,27,45.76,5,8.47,30004
30,5,29,8,27.59,11,37.93,10,34.48,30005
30,6,54,20,37.04,23,42.59,11,20.37,30006
30,7,55,26,47.27,21,38.18,8,14.55,30007
30,8,78,32,41.03,39,50.0,7,8.97,30008
30,9,85,47,55.29,24,28.24,14,16.47,30009
30,10,47,18,38.3,17,36.17,12,25.53,30010
30,11,36,18,50.0,15,41.67,3,8.33,30011
30,12,34,18,52.94,10,29.41,6,17.65,30012
