ward,precinct,total,Susan Kennedy Sullivan,Susan Kennedy Sullivan Percent,Linda J. Pauel,Linda J. Pauel Percent,Kevin J. Murphy,Kevin J. Murphy Percent,Ubi O'Neal,Ubi O'Neal Percent,precinct_id
17,27,140,47,33.57,31,22.14,40,28.57,22,15.71,17027
17,28,82,31,37.8,15,18.29,24,29.27,12,14.63,17028
17,29,111,42,37.84,16,14.41,33,29.73,20,18.02,17029
17,30,123,35,28.46,28,22.76,45,36.59,15,12.2,17030
17,31,75,25,33.33,9,12.0,24,32.0,17,22.67,17031
17,32,92,23,25.0,26,28.26,32,34.78,11,11.96,17032
17,33,64,21,32.81,6,9.38,24,37.5,13,20.31,17033
17,34,81,31,38.27,14,17.28,26,32.1,10,12.35,17034
17,35,77,22,28.57,21,27.27,16,20.78,18,23.38,17035
17,36,55,19,34.55,6,10.91,24,43.64,6,10.91,17036
17,37,78,25,32.05,24,30.77,13,16.67,16,20.51,17037
17,38,86,32,37.21,19,22.09,26,30.23,9,10.47,17038
17,39,71,23,32.39,11,15.49,28,39.44,9,12.68,17039
17,40,67,13,19.4,16,23.88,27,40.3,11,16.42,17040
17,41,70,24,34.29,20,28.57,17,24.29,9,12.86,17041
17,42,68,25,36.76,13,19.12,22,32.35,8,11.76,17042
17,43,56,20,35.71,18,32.14,15,26.79,3,5.36,17043
17,44,46,18,39.13,7,15.22,13,28.26,8,17.39,17044
17,45,45,15,33.33,10,22.22,13,28.89,7,15.56,17045
17,46,89,37,41.57,14,15.73,25,28.09,13,14.61,17046
17,47,49,13,26.53,16,32.65,14,28.57,6,12.24,17047
17,48,102,38,37.25,24,23.53,27,26.47,13,12.75,17048
17,49,58,16,27.59,18,31.03,14,24.14,10,17.24,17049
17,50,72,19,26.39,15,20.83,26,36.11,12,16.67,17050
17,51,107,33,30.84,16,14.95,45,42.06,13,12.15,17051
17,52,113,28,24.78,28,24.78,38,33.63,19,16.81,17052
17,53,115,45,39.13,20,17.39,38,33.04,12,10.43,17053
17,54,127,38,29.92,38,29.92,32,25.2,19,14.96,17054
17,55,87,27,31.03,20,22.99,25,28.74,15,17.24,17055
17,56,96,32,33.33,17,17.71,33,34.38,14,14.58,17056
17,57,107,41,38.32,13,12.15,44,41.12,9,8.41,17057
17,58,83,19,22.89,22,26.51,25,30.12,17,20.48,17058
17,59,52,20,38.46,6,11.54,15,28.85,11,21.15,17059
17,60,128,45,35.16,33,25.78,39,30.47,11,8.59,17060
17,61,86,27,31.4,15,17.44,28,32.56,16,18.6,17061
17,62,56,17,30.36,12,21.43,21,37.5,6,10.71,17062
17,63,42,10,23.81,8,19.05,22,52.38,2,4.76,17063
17,64,63,17,26.98,16,25.4,22,34.92,8,12.7,17064
18,1,69,27,39.13,13,18.84,23,33.33,6,8.7,18001
18,2,131,38,29.01,31,23.66,49,37.4,13,9.92,18002
18,3,127,42,33.07,29,22.83,51,40.16,5,3.94,18003
18,4,162,41,25.31,31,19.14,59,36.42,31,19.14,18004
18,5,101,25,24.75,21,20.79,39,38.61,16,15.84,18005
18,6,126,32,25.4,29,23.02,47,37.3,18,14.29,18006
18,7,115,42,36.52,14,12.17,43,37.39,16,13.91,18007
18,8,66,20,30.3,22,33.33,16,24.24,8,12.12,18008
18,9,173,48,27.75,37,21.39,54,31.21,34,19.65,18009
18,10,247,56,22.67,86,34.82,71,28.74,34,13.77,18010
18,11,121,29,23.97,23,19.01,52,42.98,17,14.05,18011
18,12,193,43,22.28,50,25.91,65,33.68,35,18.13,18012
18,13,155,42,27.1,45,29.03,48,30.97,20,12.9,18013
18,14,165,36,21.82,42,25.45,61,36.97,26,15.76,18014
18,15,73,22,30.14,25,34.25,19,26.03,7,9.59,18015
18,16,147,52,35.37,28,19.05,49,33.33,18,12.24,18016
18,17,118,26,22.03,46,38.98,35,29.66,11,9.32,18017
18,18,150,53,35.33,27,18.0,41,27.33,29,19.33,18018
18,19,190,58,30.53,38,20.0,70,36.84,24,12.63,18019
18,20,127,29,22.83,33,25.98,44,34.65,21,16.54,18020
18,21,212,56,26.42,61,28.77,66,31.13,29,13.68,18021
18,22,177,46,25.99,56,31.64,50,28.25,25,14.12,18022
18,23,113,33,29.2,28,24.78,34,30.09,18,15.93,18023
18,24,190,51,26.84,39,20.53,64,33.68,36,18.95,18024
18,25,167,40,23.95,52,31.14,49,29.34,26,15.57,18025
18,26,131,29,22.14,42,32.06,37,28.24,23,17.56,18026
18,27,120,33,27.5,28,23.33,43,35.83,16,13.33,18027
18,28,149,45,30.2,35,23.49,62,41.61,7,4.7,18028
18,29,139,34,24.46,33,23.74,60,43.17,12,8.63,18029
18,30,109,28,25.69,27,24.77,40,36.7,14,12.84,18030
18,31,100,32,32.0,22,22.0,31,31.0,15,15.0,18031
18,32,207,57,27.54,48,23.19,73,35.27,29,14.01,18032
18,33,123,35,28.46,21,17.07,45,36.59,22,17.89,18033
18,34,250,49,19.6,90,36.0,63,25.2,48,19.2,18034
18,35,206,60,29.13,53,25.73,72,34.95,21,10.19,18035
18,36,102,37,36.27,17,16.67,42,41.18,6,5.88,18036
18,37,132,33,25.0,34,25.76,49,37.12,16,12.12,18037
18,38,157,38,24.2,42,26.75,54,34.39,23,14.65,18038
18,39,103,27,26.21,38,36.89,32,31.07,6,5.83,18039
18,40,186,51,27.42,53,28.49,55,29.57,27,14.52,18040
18,41,143,45,31.47,30,20.98,63,44.06,5,3.5,18041
18,42,80,18,22.5,27,33.75,28,35.0,7,8.75,18042
18,43,76,18,23.68,21,27.63,26,34.21,11,14.47,18043
18,44,82,28,34.15,17,20.73,30,36.59,7,8.54,18044
18,45,181,38,20.99,64,35.36,54,29.83,25,13.81,18045
18,46,148,45,30.41,30,20.27,54,36.49,19,12.84,18046
18,47,93,19,20.43,39,41.94,28,30.11,7,7.53,18047
18,48,83,18,21.69,22,26.51,41,49.4,2,2.41,18048
18,49,92,22,23.91,26,28.26,35,38.04,9,9.78,18049
18,50,120,39,32.5,26,21.67,44,36.67,11,9.17,18050
18,51,186,52,27.96,56,30.11,50,26.88,28,15.05,18051
18,52,160,40,25.0,39,24.38,60,37.5,21,13.13,18052
18,53,101,23,22.77,31,30.69,29,28.71,18,17.82,18053
18,54,144,32,22.22,35,24.31,49,34.03,28,19.44,18054
18,55,147,37,25.17,41,27.89,65,44.22,4,2.72,18055
18,56,89,33,37.08,17,19.1,34,38.2,5,5.62,18056
18,57,94,20,21.28,24,25.53,40,42.55,10,10.64,18057
18,58,99,32,32.32,30,30.3,28,28.28,9,9.09,18058
18,59,123,46,37.4,21,17.07,45,36.59,11,8.94,18059
18,60,149,48,32.21,34,22.82,47,31.54,20,13.42,18060
18,61,133,40,30.08,34,25.56,53,39.85,6,4.51,18061
18,62,95,27,28.42,21,22.11,41,43.16,6,6.32,18062
19,1,266,48,18.05,23,8.65,191,71.8,4,1.5,19001
19,2,208,47,22.6,41,19.71,102,49.04,18,8.65,19002
19,3,166,28,16.87,22,13.25,112,67.47,4,2.41,19003
19,4,210,29,13.81,19,9.05,160,76.19,2,0.95,19004
19,5,240,54,22.5,55,22.92,97,40.42,34,14.17,19005
19,6,185,36,19.46,21,11.35,122,65.95,6,3.24,19006
19,7,253,43,17.0,25,9.88,183,72.33,2,0.79,19007
19,8,146,31,21.23,10,6.85,103,70.55,2,1.37,19008
19,9,152,34,22.37,19,12.5,98,64.47,1,0.66,19009
19,10,320,59,18.44,78,24.38,152,47.5,31,9.69,19010
19,11,231,31,13.42,26,11.26,171,74.03,3,1.3,19011
19,12,182,32,17.58,16,8.79,132,72.53,2,1.1,19012
19,13,139,44,31.65,25,17.99,39,28.06,31,22.3,19013
19,14,130,22,16.92,9,6.92,99,76.15,0,0.0,19014
19,15,155,35,22.58,20,12.9,98,63.23,2,1.29,19015
19,16,241,42,17.43,15,6.22,183,75.93,1,0.41,19016
19,17,246,35,14.23,25,10.16,179,72.76,7,2.85,19017
19,18,274,59,21.53,65,23.72,137,50.0,13,4.74,19018
19,19,220,46,20.91,48,21.82,111,50.45,15,6.82,19019
19,20,195,52,26.67,50,25.64,64,32.82,29,14.87,19020
19,21,155,35,22.58,15,9.68,101,65.16,4,2.58,19021
19,22,247,50,20.24,53,21.46,125,50.61,19,7.69,19022
19,23,270,50,18.52,33,12.22,182,67.41,5,1.85,19023
19,24,190,28,14.74,25,13.16,134,70.53,3,1.58,19024
19,25,259,51,19.69,52,20.08,137,52.9,19,7.34,19025
19,26,258,64,24.81,58,22.48,131,50.78,5,1.94,19026
19,27,138,43,31.16,43,31.16,33,23.91,19,13.77,19027
19,28,215,60,27.91,52,24.19,60,27.91,43,20.0,19028
19,29,146,28,19.18,16,10.96,99,67.81,3,2.05,19029
19,30,183,40,21.86,15,8.2,126,68.85,2,1.09,19030
19,31,244,45,18.44,63,25.82,128,52.46,8,3.28,19031
19,32,249,37,14.86,24,9.64,185,74.3,3,1.2,19032
19,33,213,28,13.15,27,12.68,155,72.77,3,1.41,19033
19,34,264,49,18.56,50,18.94,159,60.23,6,2.27,19034
19,35,247,40,16.19,48,19.43,143,57.89,16,6.48,19035
19,36,225,71,31.56,42,18.67,80,35.56,32,14.22,19036
19,37,222,55,24.77,48,21.62,92,41.44,27,12.16,19037
19,38,208,57,27.4,55,26.44,69,33.17,27,12.98,19038
19,39,74,25,33.78,10,13.51,34,45.95,5,6.76,19039
19,40,231,40,17.32,40,17.32,133,57.58,18,7.79,19040
19,41,155,27,17.42,19,12.26,107,69.03,2,1.29,19041
19,42,206,56,27.18,52,25.24,70,33.98,28,13.59,19042
19,43,209,57,27.27,38,18.18,66,31.58,48,22.97,19043
19,44,187,35,18.72,12,6.42,138,73.8,2,1.07,19044
19,45,237,38,16.03,26,10.97,168,70.89,5,2.11,19045
19,46,311,56,18.01,37,11.9,215,69.13,3,0.96,19046
19,47,168,39,23.21,22,13.1,90,53.57,17,10.12,19047
19,48,138,35,25.36,24,17.39,50,36.23,29,21.01,19048
19,49,251,61,24.3,53,21.12,86,34.26,51,20.32,19049
19,50,186,48,25.81,41,22.04,65,34.95,32,17.2,19050
19,51,158,41,25.95,15,9.49,101,63.92,1,0.63,19051
19,52,147,29,19.73,19,12.93,95,64.63,4,2.72,19052
19,53,237,57,24.05,18,7.59,157,66.24,5,2.11,19053
19,54,132,20,15.15,10,7.58,97,73.48,5,3.79,19054
19,55,163,35,21.47,19,11.66,106,65.03,3,1.84,19055
19,56,245,65,26.53,52,21.22,106,43.27,22,8.98,19056
19,57,225,57,25.33,53,23.56,97,43.11,18,8.0,19057
19,58,204,39,19.12,24,11.76,135,66.18,6,2.94,19058
19,59,179,36,20.11,24,13.41,116,64.8,3,1.68,19059
19,60,145,40,27.59,34,23.45,43,29.66,28,19.31,19060
19,61,306,40,13.07,35,11.44,227,74.18,4,1.31,19061
19,62,224,45,20.09,21,9.38,152,67.86,6,2.68,19062
19,63,153,28,18.3,31,20.26,71,46.41,23,15.03,19063
19,64,231,43,18.61,43,18.61,131,56.71,14,6.06,19064
19,65,166,36,21.69,26,15.66,88,53.01,16,9.64,19065
19,66,162,52,32.1,30,18.52,60,37.04,20,12.35,19066
20,1,102,30,29.41,19,18.63,36,35.29,17,16.67,20001
20,2,80,23,28.75,18,22.5,22,27.5,17,21.25,20002
20,3,76,23,30.26,19,25.0,22,28.95,12,15.79,20003
20,4,70,30,42.86,24,34.29,7,10.0,9,12.86,20004
20,5,68,25,36.76,15,22.06,19,27.94,9,13.24,20005
20,6,130,46,35.38,23,17.69,38,29.23,23,17.69,20006
20,7,21,7,33.33,5,23.81,5,23.81,4,19.05,20007
20,8,41,21,51.22,12,29.27,6,14.63,2,4.88,20008
20,9,141,36,25.53,35,24.82,42,29.79,28,19.86,20009
20,10,66,20,30.3,18,27.27,15,22.73,13,19.7,20010
20,11,61,27,44.26,13,21.31,17,27.87,4,6.56,20011
20,12,57,13,22.81,13,22.81,19,33.33,12,21.05,20012
20,13,85,22,25.88,18,21.18,26,30.59,19,22.35,20013
20,14,124,38,30.65,30,24.19,34,27.42,22,17.74,20014
20,15,71,32,45.07,23,32.39,11,15.49,5,7.04,20015
20,16,135,43,31.85,29,21.48,35,25.93,28,20.74,20016
20,17,68,20,29.41,16,23.53,24,35.29,8,11.76,20017
20,18,66,20,30.3,12,18.18,16,24.24,18,27.27,20018
20,19,67,23,34.33,15,22.39,19,28.36,10,14.93,20019
20,20,41,11,26.83,11,26.83,15,36.59,4,9.76,20020
20,21,49,18,36.73,13,26.53,11,22.45,7,14.29,20021
20,22,146,47,32.19,30,20.55,42,28.77,27,18.49,20022
20,23,107,30,28.04,22,20.56,27,25.23,28,26.17,20023
20,24,89,25,28.09,27,30.34,15,16.85,22,24.72,20024
20,25,84,26,30.95,19,22.62,28,33.33,11,13.1,20025
20,26,112,35,31.25,28,25.0,26,23.21,23,20.54,20026
20,27,76,25,32.89,13,17.11,24,31.58,14,18.42,20027
20,28,90,33,36.67,16,17.78,28,31.11,13,14.44,20028
20,29,96,27,28.13,25,26.04,28,29.17,16,16.67,20029
20,30,93,41,44.09,17,18.28,23,24.73,12,12.9,20030
20,31,129,43,33.33,25,19.38,41,31.78,20,15.5,20031
20,32,66,28,42.42,15,22.73,18,27.27,5,7.58,20032
20,33,99,42,42.42,20,20.2,21,21.21,16,16.16,20033
20,34,146,48,32.88,47,32.19,29,19.86,22,15.07,20034
20,35,33,6,18.18,3,9.09,22,66.67,2,6.06,20035
20,36,84,28,33.33,18,21.43,26,30.95,12,14.29,20036
20,37,103,32,31.07,19,18.45,34,33.01,18,17.48,20037
20,38,22,4,18.18,5,22.73,9,40.91,4,18.18,20038
20,39,78,20,25.64,15,19.23,27,34.62,16,20.51,20039
20,40,75,20,26.67,17,22.67,27,36.0,11,14.67,20040
20,41,36,16,44.44,8,22.22,6,16.67,6,16.67,20041
20,42,86,34,39.53,13,15.12,28,32.56,11,12.79,20042
20,43,19,8,42.11,5,26.32,6,31.58,0,0.0,20043
20,44,134,56,41.79,28,20.9,33,24.63,17,12.69,20044
20,45,40,17,42.5,6,15.0,9,22.5,8,20.0,20045
20,46,86,27,31.4,17,19.77,22,25.58,20,23.26,20046
20,47,66,20,30.3,16,24.24,19,28.79,11,16.67,20047
20,48,42,13,30.95,9,21.43,15,35.71,5,11.9,20048
20,49,56,15,26.79,12,21.43,19,33.93,10,17.86,20049
20,50,36,11,30.56,5,13.89,15,41.67,5,13.89,20050
21,1,209,45,21.53,61,29.19,63,30.14,40,19.14,21001
21,2,121,42,34.71,23,19.01,40,33.06,16,13.22,21002
21,3,122,34,27.87,29,23.77,41,33.61,18,14.75,21003
21,4,129,48,37.21,22,17.05,40,31.01,19,14.73,21004
21,5,145,52,35.86,27,18.62,44,30.34,22,15.17,21005
21,6,101,32,31.68,20,19.8,30,29.7,19,18.81,21006
21,7,157,41,26.11,42,26.75,50,31.85,24,15.29,21007
21,8,157,48,30.57,26,16.56,51,32.48,32,20.38,21008
21,9,152,43,28.29,36,23.68,50,32.89,23,15.13,21009
21,10,98,30,30.61,19,19.39,29,29.59,20,20.41,21010
21,11,133,38,28.57,36,27.07,38,28.57,21,15.79,21011
21,12,146,51,34.93,37,25.34,35,23.97,23,15.75,21012
21,13,61,19,31.15,12,19.67,20,32.79,10,16.39,21013
21,14,131,35,26.72,44,33.59,27,20.61,25,19.08,21014
21,15,107,43,40.19,15,14.02,32,29.91,17,15.89,21015
21,16,127,45,35.43,27,21.26,40,31.5,15,11.81,21016
21,17,132,33,25.0,32,24.24,50,37.88,17,12.88,21017
21,18,128,37,28.91,28,21.88,32,25.0,31,24.22,21018
21,19,126,52,41.27,31,24.6,28,22.22,15,11.9,21019
21,20,94,26,27.66,24,25.53,25,26.6,19,20.21,21020
21,21,152,40,26.32,37,24.34,45,29.61,30,19.74,21021
21,22,122,38,31.15,34,27.87,34,27.87,16,13.11,21022
21,23,116,35,30.17,38,32.76,22,18.97,21,18.1,21023
21,24,150,41,27.33,39,26.0,43,28.67,27,18.0,21024
21,25,130,32,24.62,46,35.38,27,20.77,25,19.23,21025
21,26,123,30,24.39,39,31.71,32,26.02,22,17.89,21026
21,27,157,45,28.66,40,25.48,45,28.66,27,17.2,21027
21,28,93,32,34.41,18,19.35,33,35.48,10,10.75,21028
21,29,63,24,38.1,13,20.63,18,28.57,8,12.7,21029
21,30,93,28,30.11,22,23.66,26,27.96,17,18.28,21030
21,31,163,52,31.9,47,28.83,31,19.02,33,20.25,21031
21,32,111,31,27.93,34,30.63,30,27.03,16,14.41,21032
21,33,133,36,27.07,27,20.3,40,30.08,30,22.56,21033
21,34,147,43,29.25,29,19.73,42,28.57,33,22.45,21034
21,35,68,20,29.41,13,19.12,26,38.24,9,13.24,21035
21,36,100,30,30.0,19,19.0,38,38.0,13,13.0,21036
21,37,114,35,30.7,38,33.33,26,22.81,15,13.16,21037
21,38,135,48,35.56,28,20.74,43,31.85,16,11.85,21038
21,39,110,33,30.0,25,22.73,30,27.27,22,20.0,21039
21,40,144,35,24.31,30,20.83,42,29.17,37,25.69,21040
21,41,95,28,29.47,20,21.05,30,31.58,17,17.89,21041
21,42,150,48,32.0,27,18.0,45,30.0,30,20.0,21042
21,43,121,40,33.06,29,23.97,38,31.4,14,11.57,21043
21,44,136,46,33.82,32,23.53,37,27.21,21,15.44,21044
21,45,127,37,29.13,34,26.77,35,27.56,21,16.54,21045
21,46,91,22,24.18,20,21.98,28,30.77,21,23.08,21046
21,47,184,59,32.07,38,20.65,44,23.91,43,23.37,21047
21,48,156,47,30.13,54,34.62,31,19.87,24,15.38,21048
21,49,173,53,30.64,43,24.86,47,27.17,30,17.34,21049
21,50,136,43,31.62,25,18.38,35,25.74,33,24.26,21050
21,51,156,49,31.41,41,26.28,46,29.49,20,12.82,21051
21,52,128,33,25.78,33,25.78,43,33.59,19,14.84,21052
21,53,113,30,26.55,27,23.89,33,29.2,23,20.35,21053
21,54,159,40,25.16,36,22.64,42,26.42,41,25.79,21054
21,55,124,33,26.61,32,25.81,35,28.23,24,19.35,21055
21,56,101,32,31.68,29,28.71,26,25.74,14,13.86,21056
21,57,110,23,20.91,32,29.09,31,28.18,24,21.82,21057
21,58,105,37,35.24,20,19.05,30,28.57,18,17.14,21058
21,59,156,47,30.13,31,19.87,47,30.13,31,19.87,21059
21,60,148,46,31.08,39,26.35,44,29.73,19,12.84,21060
21,61,143,46,32.17,33,23.08,43,30.07,21,14.69,21061
21,62,122,33,27.05,19,15.57,48,39.34,22,18.03,21062
21,63,122,32,26.23,25,20.49,41,33.61,24,19.67,21063
21,64,75,19,25.33,17,22.67,25,33.33,14,18.67,21064
21,65,229,60,26.2,62,27.07,54,23.58,53,23.14,21065
21,66,104,25,24.04,34,32.69,30,28.85,15,14.42,21066
21,67,125,40,32.0,29,23.2,39,31.2,17,13.6,21067
21,68,130,39,30.0,35,26.92,40,30.77,16,12.31,21068
21,69,99,22,22.22,20,20.2,33,33.33,24,24.24,21069
21,70,115,34,29.57,28,24.35,37,32.17,16,13.91,21070
21,71,117,32,27.35,26,22.22,41,35.04,18,15.38,21071
21,72,142,42,29.58,27,19.01,51,35.92,22,15.49,21072
21,73,126,43,34.13,26,20.63,34,26.98,23,18.25,21073
21,74,44,16,36.36,19,43.18,5,11.36,4,9.09,21074
22,1,75,37,49.33,19,25.33,11,14.67,8,10.67,22001
22,2,65,35,53.85,14,21.54,9,13.85,7,10.77,22002
22,3,125,72,57.6,28,22.4,17,13.6,8,6.4,22003
22,4,80,33,41.25,22,27.5,19,23.75,6,7.5,22004
22,5,112,51,45.54,31,27.68,24,21.43,6,5.36,22005
22,6,99,58,58.59,21,21.21,11,11.11,9,9.09,22006
22,7,98,44,44.9,18,18.37,29,29.59,7,7.14,22007
22,8,58,22,37.93,18,31.03,12,20.69,6,10.34,22008
22,9,97,51,52.58,18,18.56,16,16.49,12,12.37,22009
22,10,110,61,55.45,29,26.36,14,12.73,6,5.45,22010
22,11,84,50,59.52,23,27.38,8,9.52,3,3.57,22011
22,12,73,33,45.21,25,34.25,10,13.7,5,6.85,22012
22,13,118,63,53.39,34,28.81,13,11.02,8,6.78,22013
22,14,51,29,56.86,8,15.69,10,19.61,4,7.84,22014
22,15,62,36,58.06,10,16.13,13,20.97,3,4.84,22015
22,16,114,68,59.65,22,19.3,16,14.04,8,7.02,22016
22,17,114,54,47.37,26,22.81,22,19.3,12,10.53,22017
22,18,111,55,49.55,33,29.73,12,10.81,11,9.91,22018
22,19,54,19,35.19,14,25.93,16,29.63,5,9.26,22019
22,20,105,62,59.05,25,23.81,8,7.62,10,9.52,22020
22,21,102,50,49.02,17,16.67,22,21.57,13,12.75,22021
22,22,65,37,56.92,10,15.38,12,18.46,6,9.23,22022
22,23,125,70,56.0,23,18.4,21,16.8,11,8.8,22023
22,24,80,40,50.0,19,23.75,14,17.5,7,8.75,22024
22,25,88,48,54.55,19,21.59,13,14.77,8,9.09,22025
22,26,79,33,41.77,19,24.05,8,10.13,19,24.05,22026
22,27,122,71,58.2,23,18.85,20,16.39,8,6.56,22027
22,28,58,27,46.55,15,25.86,10,17.24,6,10.34,22028
22,29,59,30,50.85,12,20.34,12,20.34,5,8.47,22029
23,1,157,68,43.31,27,17.2,59,37.58,3,1.91,23001
23,2,204,65,31.86,38,18.63,90,44.12,11,5.39,23002
23,3,142,53,37.32,23,16.2,58,40.85,8,5.63,23003
23,4,148,58,39.19,25,16.89,58,39.19,7,4.73,23004
23,5,121,39,32.23,30,24.79,43,35.54,9,7.44,23005
23,6,162,75,46.3,29,17.9,45,27.78,13,8.02,23006
23,7,150,60,40.0,26,17.33,59,39.33,5,3.33,23007
23,8,135,54,40.0,31,22.96,48,35.56,2,1.48,23008
23,9,170,76,44.71,31,18.24,42,24.71,21,12.35,23009
23,10,186,80,43.01,33,17.74,56,30.11,17,9.14,23010
23,11,182,62,34.07,28,15.38,85,46.7,7,3.85,23011
23,12,161,46,28.57,40,24.84,72,44.72,3,1.86,23012
23,13,185,61,32.97,47,25.41,72,38.92,5,2.7,23013
23,14,122,49,40.16,26,21.31,44,36.07,3,2.46,23014
23,15,135,41,30.37,28,20.74,59,43.7,7,5.19,23015
23,16,184,59,32.07,33,17.93,86,46.74,6,3.26,23016
23,17,186,62,33.33,37,19.89,83,44.62,4,2.15,23017
23,18,109,38,34.86,28,25.69,41,37.61,2,1.83,23018
23,19,130,48,36.92,25,19.23,53,40.77,4,3.08,23019
23,20,143,59,41.26,19,13.29,63,44.06,2,1.4,23020
23,21,115,41,35.65,8,6.96,39,33.91,27,23.48,23021
23,22,153,47,30.72,39,25.49,63,41.18,4,2.61,23022
23,23,133,46,34.59,29,21.8,56,42.11,2,1.5,23023
23,24,102,33,32.35,23,22.55,36,35.29,10,9.8,23024
23,25,111,46,41.44,28,25.23,31,27.93,6,5.41,23025
23,26,155,51,32.9,29,18.71,68,43.87,7,4.52,23026
23,27,142,46,32.39,32,22.54,60,42.25,4,2.82,23027
23,28,168,71,42.26,25,14.88,66,39.29,6,3.57,23028
23,29,135,56,41.48,44,32.59,27,20.0,8,5.93,23029
23,30,140,54,38.57,30,21.43,53,37.86,3,2.14,23030
23,31,151,56,37.09,34,22.52,47,31.13,14,9.27,23031
23,32,183,73,39.89,38,20.77,60,32.79,12,6.56,23032
23,33,171,74,43.27,34,19.88,52,30.41,11,6.43,23033
23,34,112,42,37.5,25,22.32,40,35.71,5,4.46,23034
23,35,92,19,20.65,15,16.3,44,47.83,14,15.22,23035
23,36,194,81,41.75,37,19.07,74,38.14,2,1.03,23036
23,37,117,40,34.19,29,24.79,34,29.06,14,11.97,23037
23,38,128,59,46.09,18,14.06,47,36.72,4,3.13,23038
23,39,135,45,33.33,26,19.26,59,43.7,5,3.7,23039
23,40,138,48,34.78,16,11.59,66,47.83,8,5.8,23040
23,41,150,69,46.0,32,21.33,37,24.67,12,8.0,23041
23,42,133,43,32.33,28,21.05,60,45.11,2,1.5,23042
23,43,176,71,40.34,22,12.5,74,42.05,9,5.11,23043
23,44,173,56,32.37,38,21.97,77,44.51,2,1.16,23044
23,45,166,67,40.36,33,19.88,57,34.34,9,5.42,23045
23,46,145,54,37.24,23,15.86,64,44.14,4,2.76,23046
23,47,183,72,39.34,24,13.11,78,42.62,9,4.92,23047
23,48,130,41,31.54,31,23.85,49,37.69,9,6.92,23048
23,49,214,83,38.79,39,18.22,83,38.79,9,4.21,23049
23,50,114,54,47.37,27,23.68,28,24.56,5,4.39,23050
23,51,172,67,38.95,31,18.02,57,33.14,17,9.88,23051
23,52,195,66,33.85,47,24.1,74,37.95,8,4.1,23052
23,53,102,32,31.37,40,39.22,21,20.59,9,8.82,23053
23,54,187,61,32.62,51,27.27,69,36.9,6,3.21,23054
24,1,112,31,27.68,24,21.43,36,32.14,21,18.75,24001
24,2,57,26,45.61,11,19.3,16,28.07,4,7.02,24002
24,3,82,33,40.24,15,18.29,23,28.05,11,13.41,24003
24,4,94,27,28.72,15,15.96,38,40.43,14,14.89,24004
24,5,59,22,37.29,11,18.64,20,33.9,6,10.17,24005
24,6,103,39,37.86,22,21.36,27,26.21,15,14.56,24006
24,7,75,29,38.67,13,17.33,26,34.67,7,9.33,24007
24,8,71,20,28.17,20,28.17,22,30.99,9,12.68,24008
24,9,68,18,26.47,16,23.53,28,41.18,6,8.82,24009
24,10,81,26,32.1,20,24.69,24,29.63,11,13.58,24010
24,11,56,16,28.57,9,16.07,24,42.86,7,12.5,24011
24,12,63,27,42.86,12,19.05,15,23.81,9,14.29,24012
24,13,85,32,37.65,18,21.18,25,29.41,10,11.76,24013
24,14,101,24,23.76,34,33.66,32,31.68,11,10.89,24014
24,15,68,20,29.41,11,16.18,29,42.65,8,11.76,24015
24,16,58,23,39.66,16,27.59,14,24.14,5,8.62,24016
24,17,62,16,25.81,9,14.52,27,43.55,10,16.13,24017
24,18,58,21,36.21,11,18.97,21,36.21,5,8.62,24018
24,19,56,15,26.79,16,28.57,18,32.14,7,12.5,24019
24,20,94,38,40.43,20,21.28,25,26.6,11,11.7,24020
24,21,32,14,43.75,4,12.5,7,21.88,7,21.88,24021
24,22,85,30,35.29,22,25.88,18,21.18,15,17.65,24022
24,23,69,21,30.43,8,11.59,28,40.58,12,17.39,24023
24,24,49,16,32.65,12,24.49,14,28.57,7,14.29,24024
24,25,93,38,40.86,15,16.13,21,22.58,19,20.43,24025
24,26,80,29,36.25,17,21.25,23,28.75,11,13.75,24026
24,27,51,23,45.1,6,11.76,18,35.29,4,7.84,24027
24,28,110,35,31.82,23,20.91,38,34.55,14,12.73,24028
24,29,94,33,35.11,18,19.15,29,30.85,14,14.89,24029
24,30,67,24,35.82,14,20.9,20,29.85,9,13.43,24030
24,31,83,36,43.37,16,19.28,22,26.51,9,10.84,24031
24,32,75,26,34.67,16,21.33,18,24.0,15,20.0,24032
24,33,66,21,31.82,12,18.18,24,36.36,9,13.64,24033
24,34,106,31,29.25,25,23.58,33,31.13,17,16.04,24034
24,35,123,33,26.83,24,19.51,46,37.4,20,16.26,24035
24,36,64,23,35.94,13,20.31,21,32.81,7,10.94,24036
24,37,108,39,36.11,21,19.44,32,29.63,16,14.81,24037
24,38,110,33,30.0,26,23.64,34,30.91,17,15.45,24038
24,39,68,27,39.71,9,13.24,26,38.24,6,8.82,24039
24,40,125,32,25.6,32,25.6,39,31.2,22,17.6,24040
24,41,69,25,36.23,16,23.19,23,33.33,5,7.25,24041
24,42,56,26,46.43,12,21.43,11,19.64,7,12.5,24042
24,43,96,31,32.29,23,23.96,26,27.08,16,16.67,24043
24,44,138,57,41.3,32,23.19,31,22.46,18,13.04,24044
24,45,73,28,38.36,17,23.29,23,31.51,5,6.85,24045
24,46,113,37,32.74,39,34.51,27,23.89,10,8.85,24046
24,47,74,27,36.49,14,18.92,25,33.78,8,10.81,24047
