ward,precinct,total,Susan Kennedy Sullivan,Susan Kennedy Sullivan Percent,Linda J. Pauel,Linda J. Pauel Percent,Kevin J. Murphy,Kevin J. Murphy Percent,Ubi O'Neal,Ubi O'Neal Percent,precinct_id
49,32,74,21,28.38,35,47.3,10,13.51,8,10.81,49032
49,33,94,23,24.47,52,55.32,10,10.64,9,9.57,49033
49,34,99,40,40.4,36,36.36,19,19.19,4,4.04,49034
49,35,142,44,30.99,69,48.59,18,12.68,11,7.75,49035
49,36,164,38,23.17,85,51.83,25,15.24,16,9.76,49036
49,37,145,47,32.41,62,42.76,23,15.86,13,8.97,49037
49,38,70,27,38.57,25,35.71,8,11.43,10,14.29,49038
49,39,82,32,39.02,30,36.59,13,15.85,7,8.54,49039
49,40,88,33,37.5,38,43.18,11,12.5,6,6.82,49040
49,41,92,25,27.17,43,46.74,16,17.39,8,8.7,49041
49,42,104,33,31.73,48,46.15,13,12.5,10,9.62,49042
50,1,148,53,35.81,63,42.57,26,17.57,6,4.05,50001
50,2,123,50,40.65,45,36.59,22,17.89,6,4.88,50002
50,3,114,32,28.07,64,56.14,14,12.28,4,3.51,50003
50,4,106,26,24.53,57,53.77,16,15.09,7,6.6,50004
50,5,112,31,27.68,57,50.89,16,14.29,8,7.14,50005
50,6,91,27,29.67,44,48.35,14,15.38,6,6.59,50006
50,7,172,51,29.65,73,42.44,41,23.84,7,4.07,50007
50,8,69,19,27.54,25,36.23,20,28.99,5,7.25,50008
50,9,89,33,37.08,33,37.08,17,19.1,6,6.74,50009
50,10,71,28,39.44,30,42.25,9,12.68,4,5.63,50010
50,11,109,42,38.53,51,46.79,11,10.09,5,4.59,50011
50,12,110,38,34.55,49,44.55,19,17.27,4,3.64,50012
50,13,105,31,29.52,44,41.9,18,17.14,12,11.43,50013
50,14,76,21,27.63,38,50.0,13,17.11,4,5.26,50014
50,15,157,44,28.03,92,58.6,14,8.92,7,4.46,50015
50,16,66,28,42.42,31,46.97,4,6.06,3,4.55,50016
50,17,85,28,32.94,40,47.06,10,11.76,7,8.24,50017
50,18,91,29,31.87,40,43.96,7,7.69,15,16.48,50018
50,19,91,30,32.97,40,43.96,16,17.58,5,5.49,50019
50,20,92,28,30.43,43,46.74,16,17.39,5,5.43,50020
50,21,121,34,28.1,62,51.24,19,15.7,6,4.96,50021
50,22,77,23,29.87,30,38.96,14,18.18,10,12.99,50022
50,23,72,25,34.72,32,44.44,13,18.06,2,2.78,50023
50,24,81,34,41.98,22,27.16,18,22.22,7,8.64,50024
50,25,96,36,37.5,39,40.63,15,15.63,6,6.25,50025
50,26,54,22,40.74,18,33.33,10,18.52,4,7.41,50026
50,27,52,13,25.0,26,50.0,8,15.38,5,9.62,50027
50,28,94,39,41.49,25,26.6,23,24.47,7,7.45,50028
50,29,97,45,46.39,33,34.02,13,13.4,6,6.19,50029
50,30,101,30,29.7,57,56.44,11,10.89,3,2.97,50030
50,31,41,14,34.15,20,48.78,4,9.76,3,7.32,50031
50,32,86,26,30.23,31,36.05,16,18.6,13,15.12,50032
50,33,58,21,36.21,21,36.21,12,20.69,4,6.9,50033
50,34,82,40,48.78,14,17.07,22,26.83,6,7.32,50034
50,35,140,33,23.57,79,56.43,21,15.0,7,5.0,50035
50,36,118,38,32.2,56,47.46,20,16.95,4,3.39,50036
50,37,119,37,31.09,58,48.74,20,16.81,4,3.36,50037
50,38,94,31,32.98,46,48.94,14,14.89,3,3.19,50038
50,39,71,21,29.58,30,42.25,15,21.13,5,7.04,50039
50,40,102,37,36.27,40,39.22,23,22.55,2,1.96,50040
50,41,150,46,30.67,76,50.67,23,15.33,5,3.33,50041
50,42,136,47,34.56,69,50.74,15,11.03,5,3.68,50042
50,43,77,28,36.36,30,38.96,12,15.58,7,9.09,50043
50,44,76,20,26.32,30,39.47,21,27.63,5,6.58,50044
50,45,53,16,30.19,25,47.17,12,22.64,0,0.0,50045
