ward,precinct,total,Steve Kim,Steve Kim Percent,Lisa Madigan,Lisa Madigan Percent,Bill Malan,Bill Malan Percent,precinct_id
20,29,288,8,2.78,266,92.36,1,0.35,20029
20,30,232,4,1.72,222,95.69,2,0.86,20030
20,31,281,6,2.14,274,97.51,0,0.0,20031
20,32,175,4,2.29,167,95.43,1,0.57,20032
20,33,277,2,0.72,267,96.39,2,0.72,20033
20,34,410,12,2.93,381,92.93,5,1.22,20034
20,35,128,2,1.56,123,96.09,3,2.34,20035
20,36,202,4,1.98,194,96.04,0,0.0,20036
20,37,240,4,1.67,227,94.58,1,0.42,20037
20,38,46,1,2.17,42,91.3,1,2.17,20038
20,39,219,3,1.37,214,97.72,0,0.0,20039
20,40,187,3,1.6,180,96.26,1,0.53,20040
20,41,88,6,6.82,78,88.64,1,1.14,20041
20,42,198,3,1.52,187,94.44,0,0.0,20042
20,43,72,1,1.39,70,97.22,1,1.39,20043
20,44,271,5,1.85,263,97.05,2,0.74,20044
20,45,155,5,3.23,147,94.84,0,0.0,20045
20,46,205,0,0.0,200,97.56,1,0.49,20046
20,47,189,1,0.53,185,97.88,2,1.06,20047
20,48,91,1,1.1,88,96.7,0,0.0,20048
20,49,156,4,2.56,146,93.59,3,1.92,20049
20,50,126,1,0.79,123,97.62,0,0.0,20050
21,1,422,6,1.42,403,95.5,1,0.24,21001
21,2,288,3,1.04,280,97.22,2,0.69,21002
21,3,264,1,0.38,262,99.24,0,0.0,21003
21,4,294,1,0.34,286,97.28,2,0.68,21004
21,5,295,3,1.02,285,96.61,2,0.68,21005
21,6,260,2,0.77,250,96.15,2,0.77,21006
21,7,299,3,1.0,290,96.99,0,0.0,21007
21,8,317,0,0.0,311,98.11,1,0.32,21008
21,9,342,3,0.88,327,95.61,1,0.29,21009
21,10,235,4,1.7,227,96.6,1,0.43,21010
21,11,313,3,0.96,300,95.85,2,0.64,21011
21,12,310,3,0.97,297,95.81,3,0.97,21012
21,13,166,2,1.2,163,98.19,1,0.6,21013
21,14,276,1,0.36,270,97.83,0,0.0,21014
21,15,236,3,1.27,228,96.61,2,0.85,21015
21,16,270,4,1.48,259,95.93,1,0.37,21016
21,17,297,0,0.0,292,98.32,1,0.34,21017
21,18,255,3,1.18,247,96.86,1,0.39,21018
21,19,244,3,1.23,236,96.72,3,1.23,21019
21,20,182,2,1.1,174,95.6,1,0.55,21020
21,21,336,3,0.89,328,97.62,2,0.6,21021
21,22,261,5,1.92,251,96.17,2,0.77,21022
21,23,224,4,1.79,214,95.54,1,0.45,21023
21,24,319,1,0.31,315,98.75,1,0.31,21024
21,25,243,2,0.82,232,95.47,2,0.82,21025
21,26,232,5,2.16,221,95.26,2,0.86,21026
21,27,319,2,0.63,309,96.87,2,0.63,21027
21,28,225,1,0.44,220,97.78,0,0.0,21028
21,29,155,0,0.0,154,99.35,0,0.0,21029
21,30,207,0,0.0,199,96.14,2,0.97,21030
21,31,394,1,0.25,388,98.48,0,0.0,21031
21,32,268,2,0.75,262,97.76,0,0.0,21032
21,33,290,0,0.0,289,99.66,0,0.0,21033
21,34,347,0,0.0,343,98.85,1,0.29,21034
21,35,174,2,1.15,168,96.55,0,0.0,21035
21,36,248,5,2.02,234,94.35,1,0.4,21036
21,37,320,5,1.56,301,94.06,4,1.25,21037
21,38,289,1,0.35,286,98.96,0,0.0,21038
21,39,260,3,1.15,255,98.08,2,0.77,21039
21,40,255,0,0.0,251,98.43,0,0.0,21040
21,41,235,6,2.55,226,96.17,1,0.43,21041
21,42,296,2,0.68,290,97.97,2,0.68,21042
21,43,274,8,2.92,262,95.62,1,0.36,21043
21,44,291,3,1.03,272,93.47,5,1.72,21044
21,45,248,3,1.21,239,96.37,1,0.4,21045
21,46,236,2,0.85,230,97.46,0,0.0,21046
21,47,348,3,0.86,332,95.4,2,0.57,21047
21,48,321,3,0.93,312,97.2,1,0.31,21048
21,49,391,5,1.28,379,96.93,2,0.51,21049
21,50,288,2,0.69,280,97.22,3,1.04,21050
21,51,312,3,0.96,306,98.08,1,0.32,21051
21,52,297,4,1.35,286,96.3,1,0.34,21052
21,53,262,4,1.53,249,95.04,2,0.76,21053
21,54,260,7,2.69,246,94.62,0,0.0,21054
21,55,297,2,0.67,289,97.31,1,0.34,21055
21,56,240,3,1.25,231,96.25,2,0.83,21056
21,57,263,3,1.14,255,96.96,0,0.0,21057
21,58,220,2,0.91,213,96.82,1,0.45,21058
21,59,348,0,0.0,341,97.99,1,0.29,21059
21,60,296,5,1.69,283,95.61,3,1.01,21060
21,61,334,5,1.5,325,97.31,1,0.3,21061
21,62,308,6,1.95,291,94.48,2,0.65,21062
21,63,242,2,0.83,238,98.35,1,0.41,21063
21,64,168,2,1.19,161,95.83,1,0.6,21064
21,65,398,5,1.26,382,95.98,3,0.75,21065
21,66,230,2,0.87,222,96.52,3,1.3,21066
21,67,305,1,0.33,297,97.38,0,0.0,21067
21,68,311,3,0.96,304,97.75,0,0.0,21068
21,69,229,3,1.31,221,96.51,1,0.44,21069
21,70,239,1,0.42,231,96.65,1,0.42,21070
21,71,243,3,1.23,236,97.12,1,0.41,21071
21,72,302,3,0.99,287,95.03,3,0.99,21072
21,73,364,3,0.82,354,97.25,0,0.0,21073
21,74,104,2,1.92,99,95.19,1,0.96,21074
22,1,134,9,6.72,122,91.04,1,0.75,22001
22,2,122,8,6.56,110,90.16,1,0.82,22002
22,3,204,14,6.86,188,92.16,0,0.0,22003
22,4,161,10,6.21,143,88.82,2,1.24,22004
22,5,179,10,5.59,162,90.5,1,0.56,22005
22,6,148,6,4.05,134,90.54,3,2.03,22006
22,7,249,1,0.4,243,97.59,1,0.4,22007
22,8,130,6,4.62,120,92.31,0,0.0,22008
22,9,186,11,5.91,168,90.32,3,1.61,22009
22,10,179,7,3.91,164,91.62,4,2.23,22010
22,11,163,9,5.52,152,93.25,1,0.61,22011
22,12,137,12,8.76,123,89.78,1,0.73,22012
22,13,197,11,5.58,174,88.32,1,0.51,22013
22,14,114,8,7.02,101,88.6,0,0.0,22014
22,15,126,7,5.56,114,90.48,2,1.59,22015
22,16,202,14,6.93,178,88.12,1,0.5,22016
22,17,174,15,8.62,157,90.23,2,1.15,22017
22,18,185,8,4.32,167,90.27,2,1.08,22018
22,19,171,1,0.58,169,98.83,1,0.58,22019
22,20,180,11,6.11,163,90.56,5,2.78,22020
22,21,224,2,0.89,218,97.32,0,0.0,22021
22,22,151,8,5.3,138,91.39,3,1.99,22022
22,23,189,9,4.76,173,91.53,1,0.53,22023
22,24,117,2,1.71,111,94.87,1,0.85,22024
22,25,135,5,3.7,126,93.33,0,0.0,22025
22,26,140,8,5.71,119,85.0,2,1.43,22026
22,27,205,13,6.34,184,89.76,2,0.98,22027
22,28,110,7,6.36,96,87.27,3,2.73,22028
22,29,113,6,5.31,104,92.04,1,0.88,22029
23,1,302,69,22.85,220,72.85,3,0.99,23001
23,2,361,59,16.34,293,81.16,3,0.83,23002
23,3,303,80,26.4,214,70.63,3,0.99,23003
23,4,279,51,18.28,219,78.49,5,1.79,23004
23,5,229,21,9.17,198,86.46,4,1.75,23005
23,6,268,29,10.82,230,85.82,2,0.75,23006
23,7,287,55,19.16,223,77.7,3,1.05,23007
23,8,272,38,13.97,225,82.72,4,1.47,23008
23,9,282,32,11.35,245,86.88,0,0.0,23009
23,10,307,22,7.17,280,91.21,0,0.0,23010
23,11,337,64,18.99,261,77.45,4,1.19,23011
23,12,314,68,21.66,241,76.75,3,0.96,23012
23,13,353,67,18.98,275,77.9,3,0.85,23013
23,14,253,62,24.51,179,70.75,4,1.58,23014
23,15,305,67,21.97,232,76.07,2,0.66,23015
23,16,315,52,16.51,248,78.73,9,2.86,23016
23,17,350,60,17.14,284,81.14,4,1.14,23017
23,18,240,44,18.33,188,78.33,3,1.25,23018
23,19,266,55,20.68,203,76.32,0,0.0,23019
23,20,247,39,15.79,201,81.38,2,0.81,23020
23,21,330,4,1.21,320,96.97,3,0.91,23021
23,22,295,54,18.31,234,79.32,1,0.34,23022
23,23,269,42,15.61,221,82.16,0,0.0,23023
23,24,179,20,11.17,153,85.47,2,1.12,23024
23,25,198,20,10.1,170,85.86,3,1.52,23025
23,26,306,77,25.16,223,72.88,3,0.98,23026
23,27,265,44,16.6,218,82.26,0,0.0,23027
23,28,304,51,16.78,246,80.92,1,0.33,23028
23,29,215,14,6.51,196,91.16,1,0.47,23029
23,30,279,61,21.86,210,75.27,3,1.08,23030
23,31,257,26,10.12,221,85.99,5,1.95,23031
23,32,295,26,8.81,263,89.15,3,1.02,23032
23,33,310,39,12.58,265,85.48,3,0.97,23033
23,34,241,34,14.11,201,83.4,2,0.83,23034
23,35,206,0,0.0,205,99.51,1,0.49,23035
23,36,380,80,21.05,294,77.37,6,1.58,23036
23,37,188,1,0.53,184,97.87,0,0.0,23037
23,38,245,47,19.18,194,79.18,2,0.82,23038
23,39,266,44,16.54,216,81.2,1,0.38,23039
23,40,296,66,22.3,224,75.68,2,0.68,23040
23,41,267,36,13.48,222,83.15,6,2.25,23041
23,42,247,43,17.41,196,79.35,3,1.21,23042
23,43,355,80,22.54,263,74.08,4,1.13,23043
23,44,294,40,13.61,247,84.01,5,1.7,23044
23,45,343,66,19.24,267,77.84,5,1.46,23045
23,46,304,58,19.08,236,77.63,3,0.99,23046
23,47,355,82,23.1,260,73.24,6,1.69,23047
23,48,219,40,18.26,174,79.45,4,1.83,23048
23,49,371,59,15.9,297,80.05,6,1.62,23049
23,50,176,17,9.66,155,88.07,2,1.14,23050
23,51,221,29,13.12,186,84.16,4,1.81,23051
23,52,357,65,18.21,273,76.47,7,1.96,23052
23,53,173,18,10.4,151,87.28,0,0.0,23053
23,54,346,74,21.39,261,75.43,3,0.87,23054
24,1,316,5,1.58,307,97.15,2,0.63,24001
24,2,189,0,0.0,186,98.41,2,1.06,24002
24,3,203,1,0.49,195,96.06,3,1.48,24003
24,4,226,1,0.44,223,98.67,0,0.0,24004
24,5,225,3,1.33,216,96.0,0,0.0,24005
24,6,284,1,0.35,279,98.24,0,0.0,24006
24,7,196,2,1.02,191,97.45,2,1.02,24007
24,8,219,3,1.37,211,96.35,1,0.46,24008
24,9,231,9,3.9,218,94.37,1,0.43,24009
24,10,172,2,1.16,167,97.09,0,0.0,24010
24,11,154,1,0.65,152,98.7,0,0.0,24011
24,12,213,4,1.88,206,96.71,1,0.47,24012
24,13,201,4,1.99,196,97.51,0,0.0,24013
24,14,292,4,1.37,279,95.55,2,0.68,24014
24,15,194,3,1.55,186,95.88,3,1.55,24015
24,16,164,3,1.83,157,95.73,2,1.22,24016
24,17,204,0,0.0,199,97.55,2,0.98,24017
24,18,151,0,0.0,150,99.34,0,0.0,24018
24,19,151,1,0.66,146,96.69,1,0.66,24019
24,20,178,2,1.12,170,95.51,1,0.56,24020
24,21,148,3,2.03,139,93.92,2,1.35,24021
24,22,242,3,1.24,236,97.52,0,0.0,24022
24,23,165,1,0.61,161,97.58,0,0.0,24023
24,24,163,5,3.07,153,93.87,1,0.61,24024
24,25,286,0,0.0,283,98.95,1,0.35,24025
24,26,268,4,1.49,256,95.52,1,0.37,24026
24,27,120,4,3.33,112,93.33,2,1.67,24027
24,28,281,6,2.14,267,95.02,5,1.78,24028
24,29,270,4,1.48,265,98.15,0,0.0,24029
24,30,249,4,1.61,243,97.59,0,0.0,24030
24,31,218,2,0.92,212,97.25,0,0.0,24031
24,32,208,2,0.96,202,97.12,2,0.96,24032
24,33,172,0,0.0,171,99.42,0,0.0,24033
24,34,233,2,0.86,225,96.57,1,0.43,24034
24,35,320,2,0.63,314,98.13,1,0.31,24035
24,36,212,1,0.47,209,98.58,1,0.47,24036
24,37,231,5,2.16,221,95.67,3,1.3,24037
24,38,269,11,4.09,253,94.05,0,0.0,24038
24,39,214,2,0.93,206,96.26,0,0.0,24039
24,40,277,6,2.17,266,96.03,2,0.72,24040
24,41,216,4,1.85,209,96.76,1,0.46,24041
24,42,153,2,1.31,147,96.08,2,1.31,24042
24,43,282,11,3.9,267,94.68,1,0.35,24043
24,44,280,8,2.86,261,93.21,2,0.71,24044
24,45,196,2,1.02,192,97.96,0,0.0,24045
24,46,273,3,1.1,267,97.8,1,0.37,24046
24,47,181,1,0.55,178,98.34,0,0.0,24047
24,48,128,0,0.0,124,96.88,0,0.0,24048
24,49,411,2,0.49,402,97.81,2,0.49,24049
24,50,371,7,1.89,359,96.77,2,0.54,24050
24,51,337,5,1.48,328,97.33,1,0.3,24051
24,52,191,2,1.05,183,95.81,1,0.52,24052
24,53,178,6,3.37,164,92.13,0,0.0,24053
24,54,264,6,2.27,252,95.45,2,0.76,24054
24,55,228,1,0.44,220,96.49,2,0.88,24055
24,56,269,2,0.74,264,98.14,0,0.0,24056
25,1,244,16,6.56,222,90.98,2,0.82,25001
25,2,339,16,4.72,308,90.86,2,0.59,25002
25,3,326,36,11.04,284,87.12,0,0.0,25003
25,4,280,48,17.14,219,78.21,5,1.79,25004
25,5,235,25,10.64,202,85.96,2,0.85,25005
25,6,198,15,7.58,167,84.34,1,0.51,25006
25,7,241,18,7.47,205,85.06,3,1.24,25007
25,8,255,19,7.45,223,87.45,3,1.18,25008
25,9,339,24,7.08,293,86.43,5,1.47,25009
25,10,162,5,3.09,155,95.68,1,0.62,25010
25,11,293,23,7.85,250,85.32,8,2.73,25011
25,12,261,27,10.34,215,82.38,7,2.68,25012
25,13,269,7,2.6,243,90.33,4,1.49,25013
25,14,179,66,36.87,107,59.78,2,1.12,25014
25,15,247,27,10.93,200,80.97,3,1.21,25015
25,16,208,42,20.19,159,76.44,3,1.44,25016
25,17,400,34,8.5,340,85.0,4,1.0,25017
25,18,262,46,17.56,210,80.15,3,1.15,25018
25,19,296,9,3.04,270,91.22,5,1.69,25019
25,20,277,14,5.05,255,92.06,1,0.36,25020
25,21,186,39,20.97,143,76.88,1,0.54,25021
25,22,136,14,10.29,113,83.09,2,1.47,25022
25,23,321,14,4.36,285,88.79,5,1.56,25023
25,24,317,15,4.73,277,87.38,6,1.89,25024
25,25,265,44,16.6,203,76.6,7,2.64,25025
25,26,195,32,16.41,152,77.95,6,3.08,25026
25,27,241,44,18.26,189,78.42,4,1.66,25027
25,28,354,68,19.21,267,75.42,5,1.41,25028
25,29,677,106,15.66,539,79.62,7,1.03,25029
25,30,265,9,3.4,235,88.68,4,1.51,25030
25,31,159,18,11.32,128,80.5,1,0.63,25031
26,1,156,18,11.54,124,79.49,3,1.92,26001
26,2,185,8,4.32,169,91.35,2,1.08,26002
26,3,174,11,6.32,153,87.93,3,1.72,26003
26,4,138,4,2.9,120,86.96,2,1.45,26004
26,5,212,7,3.3,200,94.34,2,0.94,26005
26,6,117,6,5.13,108,92.31,2,1.71,26006
26,7,150,20,13.33,120,80.0,1,0.67,26007
26,8,160,10,6.25,138,86.25,4,2.5,26008
26,9,95,5,5.26,89,93.68,1,1.05,26009
26,10,126,6,4.76,117,92.86,1,0.79,26010
26,11,151,11,7.28,132,87.42,1,0.66,26011
26,12,98,5,5.1,90,91.84,0,0.0,26012
26,13,179,20,11.17,147,82.12,5,2.79,26013
26,14,105,8,7.62,95,90.48,0,0.0,26014
26,15,129,12,9.3,108,83.72,0,0.0,26015
26,16,104,2,1.92,98,94.23,0,0.0,26016
26,17,133,36,27.07,87,65.41,5,3.76,26017
26,18,98,3,3.06,90,91.84,0,0.0,26018
26,19,285,27,9.47,221,77.54,4,1.4,26019
26,20,195,17,8.72,162,83.08,7,3.59,26020
26,21,170,5,2.94,158,92.94,1,0.59,26021
26,22,128,10,7.81,107,83.59,3,2.34,26022
26,23,106,7,6.6,94,88.68,2,1.89,26023
26,24,139,7,5.04,121,87.05,0,0.0,26024
26,25,52,3,5.77,48,92.31,0,0.0,26025
26,26,105,6,5.71,91,86.67,2,1.9,26026
26,27,171,10,5.85,155,90.64,1,0.58,26027
26,28,135,12,8.89,117,86.67,1,0.74,26028
26,29,128,11,8.59,113,88.28,1,0.78,26029
26,30,134,13,9.7,116,86.57,1,0.75,26030
26,31,149,8,5.37,138,92.62,2,1.34,26031
26,32,189,35,18.52,146,77.25,0,0.0,26032
26,33,103,29,28.16,72,69.9,0,0.0,26033
26,34,202,11,5.45,174,86.14,3,1.49,26034
26,35,209,29,13.88,170,81.34,3,1.44,26035
26,36,129,10,7.75,115,89.15,0,0.0,26036
26,37,89,10,11.24,76,85.39,0,0.0,26037
26,38,142,15,10.56,120,84.51,2,1.41,26038
26,39,144,5,3.47,132,91.67,0,0.0,26039
26,40,104,5,4.81,90,86.54,3,2.88,26040
26,41,138,6,4.35,121,87.68,5,3.62,26041
26,42,151,7,4.64,127,84.11,5,3.31,26042
26,43,116,5,4.31,106,91.38,2,1.72,26043
26,44,87,4,4.6,78,89.66,0,0.0,26044
26,45,197,9,4.57,177,89.85,1,0.51,26045
26,46,261,41,15.71,206,78.93,4,1.53,26046
26,47,88,4,4.55,82,93.18,1,1.14,26047
26,48,188,8,4.26,167,88.83,2,1.06,26048
26,49,119,6,5.04,107,89.92,2,1.68,26049
26,50,99,12,12.12,82,82.83,2,2.02,26050
26,51,173,23,13.29,141,81.5,0,0.0,26051
26,52,69,2,2.9,59,85.51,2,2.9,26052
26,53,112,9,8.04,95,84.82,0,0.0,26053
26,54,116,11,9.48,102,87.93,3,2.59,26054
26,55,105,10,9.52,89,84.76,2,1.9,26055
26,56,132,9,6.82,111,84.09,0,0.0,26056
26,57,129,12,9.3,114,88.37,0,0.0,26057
26,58,102,4,3.92,90,88.24,2,1.96,26058
26,59,164,14,8.54,139,84.76,3,1.83,26059
26,60,129,9,6.98,108,83.72,2,1.55,26060
26,61,87,4,4.6,79,90.8,0,0.0,26061
26,62,198,16,8.08,170,85.86,2,1.01,26062
26,63,53,3,5.66,45,84.91,1,1.89,26063
27,1,529,152,28.73,352,66.54,9,1.7,27001
27,2,166,2,1.2,160,96.39,0,0.0,27002
27,3,177,0,0.0,170,96.05,1,0.56,27003
27,4,149,6,4.03,137,91.95,2,1.34,27004
27,5,164,38,23.17,122,74.39,1,0.61,27005
27,6,75,3,4.0,71,94.67,1,1.33,27006
27,7,376,79,21.01,281,74.73,6,1.6,27007
27,8,212,1,0.47,207,97.64,2,0.94,27008
27,9,318,24,7.55,288,90.57,1,0.31,27009
27,10,329,6,1.82,315,95.74,5,1.52,27010
27,11,281,55,19.57,207,73.67,4,1.42,27011
27,12,376,99,26.33,268,71.28,6,1.6,27012
27,13,255,29,11.37,196,76.86,9,3.53,27013
27,14,298,7,2.35,282,94.63,1,0.34,27014
27,15,128,8,6.25,119,92.97,1,0.78,27015
27,16,116,32,27.59,77,66.38,3,2.59,27016
27,17,368,93,25.27,263,71.47,6,1.63,27017
27,18,256,72,28.13,176,68.75,1,0.39,27018
27,19,210,8,3.81,201,95.71,1,0.48,27019
27,20,318,4,1.26,312,98.11,0,0.0,27020
27,21,188,7,3.72,177,94.15,1,0.53,27021
27,22,225,4,1.78,218,96.89,1,0.44,27022
27,23,40,2,5.0,37,92.5,0,0.0,27023
27,24,180,6,3.33,169,93.89,1,0.56,27024
27,25,132,3,2.27,124,93.94,0,0.0,27025
27,26,206,4,1.94,197,95.63,2,0.97,27026
27,27,263,14,5.32,241,91.63,1,0.38,27027
27,28,294,63,21.43,216,73.47,6,2.04,27028
27,29,168,2,1.19,164,97.62,0,0.0,27029
27,30,125,3,2.4,119,95.2,2,1.6,27030
27,31,162,1,0.62,154,95.06,1,0.62,27031
27,32,226,23,10.18,187,82.74,2,0.88,27032
27,33,214,16,7.48,190,88.79,0,0.0,27033
27,34,257,3,1.17,251,97.67,0,0.0,27034
27,35,235,27,11.49,193,82.13,2,0.85,27035
27,36,229,8,3.49,214,93.45,3,1.31,27036
27,37,283,13,4.59,264,93.29,0,0.0,27037
27,38,188,25,13.3,157,83.51,2,1.06,27038
27,39,110,5,4.55,103,93.64,0,0.0,27039
27,40,182,4,2.2,175,96.15,1,0.55,27040
27,41,291,43,14.78,231,79.38,7,2.41,27041
27,42,250,61,24.4,180,72.0,3,1.2,27042
27,43,74,4,5.41,66,89.19,2,2.7,27043
27,44,164,1,0.61,160,97.56,0,0.0,27044
27,45,177,2,1.13,170,96.05,2,1.13,27045
27,46,177,3,1.69,170,96.05,1,0.56,27046
27,47,177,0,0.0,174,98.31,1,0.56,27047
27,48,266,4,1.5,256,96.24,0,0.0,27048
27,49,216,6,2.78,207,95.83,0,0.0,27049
27,50,343,86,25.07,247,72.01,4,1.17,27050
27,51,36,1,2.78,34,94.44,0,0.0,27051
27,52,189,2,1.06,178,94.18,1,0.53,27052
27,53,208,20,9.62,179,86.06,4,1.92,27053
27,54,386,88,22.8,284,73.58,5,1.3,27054
27,55,178,2,1.12,175,98.31,0,0.0,27055
27,56,193,34,17.62,148,76.68,3,1.55,27056
27,57,195,38,19.49,150,76.92,3,1.54,27057
27,58,162,46,28.4,110,67.9,1,0.62,27058
27,59,269,25,9.29,226,84.01,5,1.86,27059
28,1,234,2,0.85,231,98.72,0,0.0,28001
28,2,276,2,0.72,265,96.01,1,0.36,28002
28,3,170,2,1.18,163,95.88,0,0.0,28003
28,4,234,1,0.43,230,98.29,1,0.43,28004
28,5,195,11,5.64,176,90.26,1,0.51,28005
28,6,144,0,0.0,143,99.31,0,0.0,28006
28,7,176,2,1.14,170,96.59,0,0.0,28007
28,8,198,2,1.01,194,97.98,0,0.0,28008
28,9,171,1,0.58,166,97.08,1,0.58,28009
28,10,56,0,0.0,55,98.21,0,0.0,28010
28,11,168,0,0.0,167,99.4,0,0.0,28011
28,12,148,1,0.68,145,97.97,1,0.68,28012
28,13,132,3,2.27,128,96.97,0,0.0,28013
28,14,133,2,1.5,127,95.49,0,0.0,28014
28,15,194,1,0.52,188,96.91,1,0.52,28015
28,16,185,3,1.62,178,96.22,0,0.0,28016
28,17,184,5,2.72,176,95.65,0,0.0,28017
28,18,270,7,2.59,257,95.19,0,0.0,28018
28,19,256,3,1.17,249,97.27,1,0.39,28019
28,20,240,3,1.25,232,96.67,1,0.42,28020
28,21,266,2,0.75,260,97.74,1,0.38,28021
28,22,192,1,0.52,187,97.4,0,0.0,28022
28,23,182,2,1.1,180,98.9,0,0.0,28023
28,24,151,3,1.99,140,92.72,1,0.66,28024
28,25,159,4,2.52,148,93.08,0,0.0,28025
28,26,179,2,1.12,175,97.77,0,0.0,28026
28,27,233,3,1.29,225,96.57,2,0.86,28027
28,28,127,1,0.79,124,97.64,0,0.0,28028
28,29,193,9,4.66,174,90.16,1,0.52,28029
28,30,168,2,1.19,163,97.02,1,0.6,28030
28,31,187,3,1.6,182,97.33,1,0.53,28031
28,32,207,6,2.9,200,96.62,0,0.0,28032
28,33,246,2,0.81,241,97.97,1,0.41,28033
28,34,62,3,4.84,56,90.32,1,1.61,28034
28,35,198,2,1.01,190,95.96,0,0.0,28035
28,36,181,1,0.55,177,97.79,0,0.0,28036
28,37,305,5,1.64,294,96.39,1,0.33,28037
28,38,93,4,4.3,85,91.4,2,2.15,28038
28,39,234,2,0.85,225,96.15,1,0.43,28039
28,40,283,3,1.06,273,96.47,0,0.0,28040
28,41,207,3,1.45,202,97.58,0,0.0,28041
28,42,159,1,0.63,157,98.74,0,0.0,28042
28,43,276,4,1.45,267,96.74,0,0.0,28043
28,44,279,4,1.43,272,97.49,0,0.0,28044
28,45,235,2,0.85,231,98.3,2,0.85,28045
28,46,190,0,0.0,187,98.42,0,0.0,28046
28,47,225,11,4.89,207,92.0,2,0.89,28047
28,48,122,2,1.64,118,96.72,1,0.82,28048
28,49,94,0,0.0,93,98.94,0,0.0,28049
28,50,130,2,1.54,123,94.62,3,2.31,28050
28,51,212,2,0.94,203,95.75,1,0.47,28051
28,52,176,7,3.98,166,94.32,1,0.57,28052
28,53,107,5,4.67,98,91.59,1,0.93,28053
28,54,162,4,2.47,155,95.68,2,1.23,28054
28,55,193,1,0.52,188,97.41,0,0.0,28055
28,56,193,4,2.07,182,94.3,3,1.55,28056
28,57,191,1,0.52,184,96.34,3,1.57,28057
28,58,239,8,3.35,227,94.98,2,0.84,28058
28,59,173,1,0.58,166,95.95,1,0.58,28059
28,60,156,5,3.21,147,94.23,1,0.64,28060
28,61,164,8,4.88,146,89.02,4,2.44,28061
29,1,398,3,0.75,390,97.99,0,0.0,29001
29,2,170,22,12.94,140,82.35,3,1.76,29002
29,3,362,3,0.83,351,96.96,1,0.28,29003
29,4,273,8,2.93,264,96.7,1,0.37,29004
29,5,244,1,0.41,240,98.36,0,0.0,29005
29,6,122,16,13.11,104,85.25,0,0.0,29006
29,7,138,20,14.49,117,84.78,1,0.72,29007
29,8,189,1,0.53,184,97.35,1,0.53,29008
29,9,183,40,21.86,140,76.5,3,1.64,29009
29,10,143,10,6.99,130,90.91,2,1.4,29010
29,11,307,5,1.63,293,95.44,4,1.3,29011
29,12,336,11,3.27,315,93.75,3,0.89,29012
29,13,301,4,1.33,291,96.68,1,0.33,29013
29,14,332,3,0.9,321,96.69,0,0.0,29014
29,15,323,3,0.93,316,97.83,2,0.62,29015
29,16,416,5,1.2,406,97.6,0,0.0,29016
29,17,263,2,0.76,258,98.1,1,0.38,29017
29,18,319,4,1.25,307,96.24,1,0.31,29018
29,19,380,5,1.32,365,96.05,4,1.05,29019
29,20,329,9,2.74,311,94.53,4,1.22,29020
29,21,269,3,1.12,260,96.65,0,0.0,29021
29,22,265,18,6.79,230,86.79,7,2.64,29022
29,23,255,1,0.39,247,96.86,1,0.39,29023
29,24,167,7,4.19,154,92.22,3,1.8,29024
29,25,316,4,1.27,310,98.1,1,0.32,29025
29,26,252,0,0.0,249,98.81,0,0.0,29026
29,27,245,1,0.41,235,95.92,3,1.22,29027
29,28,372,5,1.34,362,97.31,0,0.0,29028
29,29,363,7,1.93,349,96.14,1,0.28,29029
29,30,152,22,14.47,127,83.55,0,0.0,29030
29,31,263,2,0.76,257,97.72,2,0.76,29031
29,32,202,31,15.35,164,81.19,2,0.99,29032
29,33,260,2,0.77,251,96.54,1,0.38,29033
29,34,198,11,5.56,185,93.43,0,0.0,29034
29,35,245,3,1.22,239,97.55,0,0.0,29035
29,36,355,4,1.13,344,96.9,4,1.13,29036
29,37,277,3,1.08,272,98.19,1,0.36,29037
29,38,268,3,1.12,263,98.13,1,0.37,29038
29,39,186,15,8.06,168,90.32,1,0.54,29039
29,40,391,2,0.51,384,98.21,2,0.51,29040
29,41,337,3,0.89,328,97.33,1,0.3,29041
29,42,338,3,0.89,329,97.34,1,0.3,29042
29,43,326,4,1.23,317,97.24,1,0.31,29043
29,44,262,4,1.53,255,97.33,0,0.0,29044
29,45,253,4,1.58,244,96.44,1,0.4,29045
29,46,281,3,1.07,274,97.51,0,0.0,29046
29,47,350,11,3.14,330,94.29,0,0.0,29047
29,48,276,4,1.45,266,96.38,1,0.36,29048
29,49,371,5,1.35,358,96.5,2,0.54,29049
30,1,234,48,20.51,171,73.08,7,2.99,30001
30,2,154,27,17.53,122,79.22,1,0.65,30002
30,3,251,25,9.96,214,85.26,2,0.8,30003
30,4,173,17,9.83,147,84.97,3,1.73,30004
30,5,104,6,5.77,97,93.27,0,0.0,30005
30,6,146,24,16.44,120,82.19,1,0.68,30006
30,7,155,19,12.26,129,83.23,3,1.94,30007
30,8,218,36,16.51,171,78.44,6,2.75,30008
30,9,194,22,11.34,165,85.05,1,0.52,30009
30,10,164,18,10.98,138,84.15,3,1.83,30010
30,11,125,24,19.2,100,80.0,0,0.0,30011
30,12,134,17,12.69,112,83.58,2,1.49,30012
30,13,188,38,20.21,137,72.87,6,3.19,30013
30,14,65,11,16.92,51,78.46,2,3.08,30014
30,15,247,53,21.46,183,74.09,5,2.02,30015
30,16,215,37,17.21,167,77.67,0,0.0,30016
30,17,113,15,13.27,96,84.96,1,0.88,30017
