ward,precinct,total,Paul Chialdikas,Paul Chialdikas Percent,Jimmy Lee Tillman II,Jimmy Lee Tillman II Percent,Mariyana T. Spyropoulos,Mariyana T. Spyropoulos Percent,Barbara McGowan,Barbara McGowan Percent,Michael A. Alvarez,Michael A. Alvarez Percent,Diana Horton,Diana Horton Percent,John ''Jack'' Ailey,John ''Jack'' Ailey Percent,Nadine Bopp,Nadine Bopp Percent,precinct_id
5,30,707,55,7.78,30,4.24,185,26.17,151,21.36,146,20.65,52,7.36,33,4.67,55,7.78,05030
5,31,609,1,0.16,11,1.81,164,26.93,201,33.0,188,30.87,23,3.78,9,1.48,12,1.97,05031
5,32,1068,17,1.59,15,1.4,298,27.9,344,32.21,318,29.78,42,3.93,13,1.22,21,1.97,05032
5,33,404,1,0.25,6,1.49,113,27.97,152,37.62,125,30.94,5,1.24,1,0.25,1,0.25,05033
5,34,720,6,0.83,9,1.25,203,28.19,242,33.61,233,32.36,15,2.08,5,0.69,7,0.97,05034
5,35,572,32,5.59,14,2.45,155,27.1,152,26.57,156,27.27,28,4.9,11,1.92,24,4.2,05035
5,36,319,3,0.94,2,0.63,95,29.78,112,35.11,101,31.66,4,1.25,0,0.0,2,0.63,05036
5,37,581,24,4.13,5,0.86,155,26.68,141,24.27,135,23.24,42,7.23,29,4.99,50,8.61,05037
5,38,749,29,3.87,14,1.87,218,29.11,202,26.97,185,24.7,33,4.41,16,2.14,52,6.94,05038
5,39,1020,75,7.35,20,1.96,284,27.84,224,21.96,226,22.16,65,6.37,39,3.82,87,8.53,05039
5,40,655,6,0.92,4,0.61,187,28.55,219,33.44,202,30.84,18,2.75,8,1.22,11,1.68,05040
5,41,743,53,7.13,21,2.83,195,26.24,172,23.15,172,23.15,49,6.59,36,4.85,45,6.06,05041
5,42,633,10,1.58,13,2.05,164,25.91,227,35.86,193,30.49,13,2.05,6,0.95,7,1.11,05042
5,43,722,10,1.39,12,1.66,203,28.12,235,32.55,213,29.5,22,3.05,13,1.8,14,1.94,05043
5,44,707,8,1.13,14,1.98,196,27.72,249,35.22,207,29.28,15,2.12,9,1.27,9,1.27,05044
5,45,388,1,0.26,4,1.03,115,29.64,134,34.54,125,32.22,5,1.29,2,0.52,2,0.52,05045
5,46,669,31,4.63,17,2.54,174,26.01,170,25.41,154,23.02,51,7.62,28,4.19,44,6.58,05046
5,47,528,1,0.19,3,0.57,154,29.17,180,34.09,180,34.09,3,0.57,3,0.57,4,0.76,05047
5,48,455,13,2.86,12,2.64,112,24.62,118,25.93,117,25.71,34,7.47,24,5.27,25,5.49,05048
5,49,153,1,0.65,6,3.92,45,29.41,54,35.29,46,30.07,1,0.65,0,0.0,0,0.0,05049
5,50,483,1,0.21,4,0.83,139,28.78,158,32.71,166,34.37,6,1.24,3,0.62,6,1.24,05050
5,51,432,5,1.16,7,1.62,112,25.93,147,34.03,139,32.18,8,1.85,6,1.39,8,1.85,05051
5,52,43,2,4.65,1,2.33,10,23.26,10,23.26,12,27.91,3,6.98,1,2.33,4,9.3,05052
5,53,830,31,3.73,18,2.17,235,28.31,248,29.88,233,28.07,29,3.49,15,1.81,21,2.53,05053
5,54,955,8,0.84,21,2.2,260,27.23,333,34.87,282,29.53,25,2.62,14,1.47,12,1.26,05054
5,55,547,0,0.0,2,0.37,150,27.42,199,36.38,180,32.91,9,1.65,2,0.37,5,0.91,05055
6,1,869,6,0.69,16,1.84,256,29.46,279,32.11,265,30.49,21,2.42,16,1.84,10,1.15,06001
6,2,785,7,0.89,25,3.18,225,28.66,278,35.41,227,28.92,14,1.78,4,0.51,5,0.64,06002
6,3,774,6,0.78,11,1.42,219,28.29,258,33.33,252,32.56,13,1.68,7,0.9,8,1.03,06003
6,4,534,8,1.5,16,3.0,155,29.03,171,32.02,169,31.65,9,1.69,3,0.56,3,0.56,06004
6,5,330,1,0.3,0,0.0,103,31.21,110,33.33,107,32.42,4,1.21,3,0.91,2,0.61,06005
6,6,596,6,1.01,6,1.01,171,28.69,203,34.06,176,29.53,18,3.02,9,1.51,7,1.17,06006
6,7,627,3,0.48,12,1.91,174,27.75,206,32.85,200,31.9,20,3.19,6,0.96,6,0.96,06007
6,8,898,8,0.89,12,1.34,268,29.84,306,34.08,280,31.18,14,1.56,3,0.33,7,0.78,06008
6,9,656,6,0.91,9,1.37,199,30.34,215,32.77,201,30.64,18,2.74,5,0.76,3,0.46,06009
6,10,1028,4,0.39,11,1.07,311,30.25,348,33.85,326,31.71,13,1.26,7,0.68,8,0.78,06010
6,11,654,4,0.61,7,1.07,190,29.05,222,33.94,201,30.73,17,2.6,6,0.92,7,1.07,06011
6,12,652,1,0.15,2,0.31,206,31.6,217,33.28,217,33.28,4,0.61,4,0.61,1,0.15,06012
6,13,619,3,0.48,9,1.45,177,28.59,216,34.89,194,31.34,10,1.62,4,0.65,6,0.97,06013
6,14,633,1,0.16,12,1.9,183,28.91,211,33.33,200,31.6,14,2.21,6,0.95,6,0.95,06014
6,15,465,2,0.43,8,1.72,134,28.82,157,33.76,150,32.26,9,1.94,2,0.43,3,0.65,06015
6,16,778,4,0.51,10,1.29,219,28.15,273,35.09,245,31.49,16,2.06,5,0.64,6,0.77,06016
6,17,818,4,0.49,15,1.83,221,27.02,280,34.23,244,29.83,26,3.18,11,1.34,17,2.08,06017
6,18,421,0,0.0,5,1.19,128,30.4,140,33.25,139,33.02,6,1.43,2,0.48,1,0.24,06018
6,19,805,12,1.49,18,2.24,237,29.44,264,32.8,246,30.56,17,2.11,3,0.37,8,0.99,06019
6,20,695,2,0.29,4,0.58,205,29.5,234,33.67,233,33.53,14,2.01,3,0.43,0,0.0,06020
6,21,732,4,0.55,14,1.91,215,29.37,243,33.2,234,31.97,12,1.64,4,0.55,6,0.82,06021
6,22,701,4,0.57,9,1.28,211,30.1,226,32.24,226,32.24,13,1.85,7,1.0,5,0.71,06022
6,23,494,3,0.61,12,2.43,140,28.34,165,33.4,163,33.0,5,1.01,3,0.61,3,0.61,06023
6,24,619,3,0.48,17,2.75,169,27.3,211,34.09,195,31.5,11,1.78,3,0.48,10,1.62,06024
6,25,504,0,0.0,5,0.99,151,29.96,177,35.12,159,31.55,8,1.59,2,0.4,2,0.4,06025
6,26,753,6,0.8,10,1.33,227,30.15,254,33.73,240,31.87,11,1.46,3,0.4,2,0.27,06026
6,27,864,6,0.69,13,1.5,249,28.82,295,34.14,271,31.37,18,2.08,5,0.58,7,0.81,06027
6,28,1262,7,0.55,18,1.43,375,29.71,425,33.68,386,30.59,25,1.98,11,0.87,15,1.19,06028
6,29,865,7,0.81,12,1.39,252,29.13,292,33.76,264,30.52,20,2.31,8,0.92,10,1.16,06029
6,30,583,5,0.86,13,2.23,166,28.47,202,34.65,177,30.36,10,1.72,6,1.03,4,0.69,06030
6,31,835,2,0.24,12,1.44,251,30.06,285,34.13,252,30.18,20,2.4,5,0.6,8,0.96,06031
6,32,664,3,0.45,6,0.9,189,28.46,222,33.43,220,33.13,16,2.41,3,0.45,5,0.75,06032
6,33,843,3,0.36,12,1.42,247,29.3,288,34.16,267,31.67,14,1.66,6,0.71,6,0.71,06033
6,34,585,5,0.85,11,1.88,175,29.91,198,33.85,181,30.94,10,1.71,2,0.34,3,0.51,06034
6,35,640,3,0.47,11,1.72,185,28.91,218,34.06,196,30.63,13,2.03,7,1.09,7,1.09,06035
6,36,463,3,0.65,4,0.86,135,29.16,160,34.56,150,32.4,7,1.51,3,0.65,1,0.22,06036
6,37,841,5,0.59,17,2.02,237,28.18,284,33.77,254,30.2,25,2.97,5,0.59,14,1.66,06037
6,38,711,7,0.98,7,0.98,200,28.13,244,34.32,224,31.5,21,2.95,3,0.42,5,0.7,06038
6,39,567,5,0.88,11,1.94,164,28.92,201,35.45,171,30.16,5,0.88,5,0.88,5,0.88,06039
6,40,382,1,0.26,7,1.83,110,28.8,134,35.08,127,33.25,2,0.52,1,0.26,0,0.0,06040
6,41,764,9,1.18,14,1.83,218,28.53,264,34.55,219,28.66,22,2.88,6,0.79,12,1.57,06041
6,42,376,1,0.27,3,0.8,112,29.79,130,34.57,120,31.91,6,1.6,2,0.53,2,0.53,06042
6,43,707,5,0.71,11,1.56,203,28.71,234,33.1,223,31.54,16,2.26,7,0.99,8,1.13,06043
6,44,712,7,0.98,12,1.69,209,29.35,242,33.99,213,29.92,18,2.53,4,0.56,7,0.98,06044
6,45,528,8,1.52,16,3.03,154,29.17,171,32.39,164,31.06,7,1.33,3,0.57,5,0.95,06045
6,46,669,5,0.75,12,1.79,199,29.75,230,34.38,205,30.64,9,1.35,3,0.45,6,0.9,06046
6,47,664,6,0.9,13,1.96,185,27.86,235,35.39,194,29.22,19,2.86,4,0.6,8,1.2,06047
6,48,603,4,0.66,16,2.65,167,27.69,197,32.67,197,32.67,12,1.99,5,0.83,5,0.83,06048
6,49,698,8,1.15,15,2.15,200,28.65,238,34.1,222,31.81,11,1.58,2,0.29,2,0.29,06049
6,50,749,6,0.8,22,2.94,212,28.3,255,34.05,228,30.44,15,2.0,5,0.67,6,0.8,06050
6,51,445,2,0.45,8,1.8,115,25.84,167,37.53,138,31.01,12,2.7,2,0.45,1,0.22,06051
6,52,449,4,0.89,5,1.11,127,28.29,149,33.18,148,32.96,10,2.23,2,0.45,4,0.89,06052
6,53,619,5,0.81,12,1.94,175,28.27,205,33.12,199,32.15,12,1.94,7,1.13,4,0.65,06053
6,54,663,3,0.45,12,1.81,190,28.66,223,33.63,215,32.43,11,1.66,4,0.6,5,0.75,06054
6,55,585,7,1.2,16,2.74,160,27.35,194,33.16,186,31.79,15,2.56,1,0.17,6,1.03,06055
6,56,453,2,0.44,6,1.32,130,28.7,162,35.76,129,28.48,13,2.87,7,1.55,4,0.88,06056
6,57,331,3,0.91,4,1.21,88,26.59,118,35.65,105,31.72,8,2.42,4,1.21,1,0.3,06057
6,58,734,8,1.09,14,1.91,202,27.52,250,34.06,226,30.79,20,2.72,5,0.68,9,1.23,06058
6,59,703,3,0.43,6,0.85,214,30.44,242,34.42,218,31.01,11,1.56,5,0.71,4,0.57,06059
6,60,444,3,0.68,15,3.38,121,27.25,140,31.53,142,31.98,14,3.15,5,1.13,4,0.9,06060
6,61,386,2,0.52,7,1.81,113,29.27,129,33.42,124,32.12,5,1.3,1,0.26,5,1.3,06061
6,62,606,3,0.5,7,1.16,180,29.7,207,34.16,194,32.01,8,1.32,4,0.66,3,0.5,06062
6,63,578,3,0.52,4,0.69,166,28.72,209,36.16,181,31.31,8,1.38,3,0.52,4,0.69,06063
6,64,791,6,0.76,13,1.64,233,29.46,262,33.12,244,30.85,15,1.9,7,0.88,11,1.39,06064
7,1,1150,7,0.61,18,1.57,327,28.43,385,33.48,366,31.83,25,2.17,6,0.52,16,1.39,07001
7,2,689,3,0.44,11,1.6,197,28.59,241,34.98,215,31.2,12,1.74,5,0.73,5,0.73,07002
7,3,397,3,0.76,6,1.51,108,27.2,142,35.77,126,31.74,6,1.51,5,1.26,1,0.25,07003
7,4,511,7,1.37,10,1.96,137,26.81,154,30.14,160,31.31,20,3.91,12,2.35,11,2.15,07004
7,5,488,7,1.43,8,1.64,141,28.89,160,32.79,159,32.58,6,1.23,4,0.82,3,0.61,07005
7,6,471,3,0.64,3,0.64,137,29.09,163,34.61,150,31.85,5,1.06,6,1.27,4,0.85,07006
7,7,398,2,0.5,6,1.51,113,28.39,129,32.41,137,34.42,4,1.01,4,1.01,3,0.75,07007
7,8,179,2,1.12,1,0.56,54,30.17,62,34.64,58,32.4,2,1.12,0,0.0,0,0.0,07008
7,9,567,5,0.88,7,1.23,165,29.1,187,32.98,180,31.75,15,2.65,3,0.53,5,0.88,07009
7,10,419,3,0.72,8,1.91,119,28.4,134,31.98,138,32.94,7,1.67,4,0.95,6,1.43,07010
7,11,680,2,0.29,11,1.62,190,27.94,238,35.0,209,30.74,19,2.79,5,0.74,6,0.88,07011
7,12,470,4,0.85,5,1.06,139,29.57,163,34.68,142,30.21,7,1.49,5,1.06,5,1.06,07012
7,13,391,4,1.02,5,1.28,109,27.88,137,35.04,127,32.48,6,1.53,2,0.51,1,0.26,07013
7,14,686,11,1.6,12,1.75,188,27.41,221,32.22,216,31.49,17,2.48,11,1.6,10,1.46,07014
7,15,348,4,1.15,7,2.01,104,29.89,113,32.47,114,32.76,3,0.86,2,0.57,1,0.29,07015
7,16,421,2,0.48,8,1.9,123,29.22,138,32.78,134,31.83,10,2.38,1,0.24,5,1.19,07016
7,17,270,1,0.37,5,1.85,72,26.67,105,38.89,78,28.89,7,2.59,2,0.74,0,0.0,07017
7,18,414,3,0.72,8,1.93,120,28.99,134,32.37,132,31.88,8,1.93,4,0.97,5,1.21,07018
7,19,810,8,0.99,23,2.84,220,27.16,271,33.46,248,30.62,20,2.47,9,1.11,11,1.36,07019
7,20,247,2,0.81,3,1.21,73,29.55,85,34.41,81,32.79,0,0.0,1,0.4,2,0.81,07020
7,21,592,4,0.68,9,1.52,169,28.55,199,33.61,198,33.45,7,1.18,2,0.34,4,0.68,07021
7,22,435,4,0.92,7,1.61,125,28.74,147,33.79,137,31.49,7,1.61,3,0.69,5,1.15,07022
7,23,616,6,0.97,5,0.81,174,28.25,214,34.74,193,31.33,10,1.62,7,1.14,7,1.14,07023
7,24,541,1,0.18,12,2.22,160,29.57,183,33.83,163,30.13,14,2.59,4,0.74,4,0.74,07024
7,25,757,3,0.4,9,1.19,221,29.19,257,33.95,255,33.69,7,0.92,2,0.26,3,0.4,07025
7,26,693,5,0.72,10,1.44,192,27.71,238,34.34,226,32.61,9,1.3,7,1.01,6,0.87,07026
7,27,878,3,0.34,19,2.16,249,28.36,296,33.71,281,32.0,17,1.94,8,0.91,5,0.57,07027
7,28,630,3,0.48,10,1.59,184,29.21,221,35.08,199,31.59,10,1.59,3,0.48,0,0.0,07028
7,29,532,3,0.56,9,1.69,150,28.2,181,34.02,170,31.95,11,2.07,4,0.75,4,0.75,07029
7,30,677,5,0.74,13,1.92,195,28.8,240,35.45,204,30.13,12,1.77,7,1.03,1,0.15,07030
7,31,577,6,1.04,13,2.25,156,27.04,198,34.32,179,31.02,13,2.25,5,0.87,7,1.21,07031
7,32,421,12,2.85,6,1.43,122,28.98,138,32.78,128,30.4,9,2.14,3,0.71,3,0.71,07032
7,33,467,2,0.43,2,0.43,139,29.76,153,32.76,153,32.76,10,2.14,3,0.64,5,1.07,07033
7,34,582,0,0.0,1,0.17,172,29.55,205,35.22,190,32.65,6,1.03,2,0.34,6,1.03,07034
7,35,701,16,2.28,14,2.0,193,27.53,223,31.81,222,31.67,14,2.0,8,1.14,11,1.57,07035
7,36,644,6,0.93,7,1.09,188,29.19,223,34.63,196,30.43,13,2.02,5,0.78,6,0.93,07036
7,37,331,6,1.81,4,1.21,94,28.4,113,34.14,99,29.91,6,1.81,3,0.91,6,1.81,07037
7,38,464,3,0.65,8,1.72,130,28.02,153,32.97,149,32.11,11,2.37,7,1.51,3,0.65,07038
7,39,504,4,0.79,6,1.19,135,26.79,174,34.52,169,33.53,6,1.19,4,0.79,6,1.19,07039
7,40,702,12,1.71,10,1.42,207,29.49,240,34.19,206,29.34,13,1.85,7,1.0,7,1.0,07040
7,41,499,1,0.2,6,1.2,137,27.45,171,34.27,165,33.07,15,3.01,2,0.4,2,0.4,07041
7,42,886,7,0.79,13,1.47,259,29.23,297,33.52,288,32.51,13,1.47,4,0.45,5,0.56,07042
7,43,667,3,0.45,8,1.2,189,28.34,233,34.93,215,32.23,12,1.8,4,0.6,3,0.45,07043
7,44,861,15,1.74,18,2.09,232,26.95,287,33.33,265,30.78,20,2.32,13,1.51,11,1.28,07044
7,45,863,7,0.81,22,2.55,234,27.11,282,32.68,261,30.24,27,3.13,13,1.51,17,1.97,07045
7,46,297,4,1.35,4,1.35,95,31.99,87,29.29,99,33.33,3,1.01,3,1.01,2,0.67,07046
7,47,566,3,0.53,10,1.77,166,29.33,196,34.63,174,30.74,8,1.41,5,0.88,4,0.71,07047
7,48,516,2,0.39,5,0.97,155,30.04,182,35.27,162,31.4,4,0.78,4,0.78,2,0.39,07048
7,49,314,1,0.32,5,1.59,85,27.07,102,32.48,104,33.12,6,1.91,6,1.91,5,1.59,07049
7,50,426,4,0.94,8,1.88,111,26.06,149,34.98,130,30.52,13,3.05,7,1.64,4,0.94,07050
7,51,975,10,1.03,20,2.05,272,27.9,318,32.62,304,31.18,23,2.36,11,1.13,17,1.74,07051
7,52,461,7,1.52,1,0.22,135,29.28,159,34.49,142,30.8,7,1.52,5,1.08,5,1.08,07052
7,53,484,3,0.62,8,1.65,142,29.34,161,33.26,158,32.64,8,1.65,1,0.21,3,0.62,07053
7,54,255,7,2.75,5,1.96,70,27.45,80,31.37,84,32.94,5,1.96,1,0.39,3,1.18,07054
7,55,527,2,0.38,10,1.9,159,30.17,174,33.02,169,32.07,7,1.33,1,0.19,5,0.95,07055
7,56,552,4,0.72,11,1.99,157,28.44,183,33.15,174,31.52,14,2.54,2,0.36,7,1.27,07056
7,57,446,1,0.22,12,2.69,121,27.13,149,33.41,129,28.92,17,3.81,10,2.24,7,1.57,07057
7,58,702,4,0.57,9,1.28,200,28.49,245,34.9,222,31.62,13,1.85,4,0.57,5,0.71,07058
7,59,332,2,0.6,3,0.9,100,30.12,115,34.64,104,31.33,4,1.2,3,0.9,1,0.3,07059
7,60,401,0,0.0,3,0.75,116,28.93,134,33.42,132,32.92,9,2.24,3,0.75,4,1.0,07060
7,61,565,5,0.88,8,1.42,159,28.14,195,34.51,178,31.5,11,1.95,4,0.71,5,0.88,07061
8,1,738,3,0.41,14,1.9,218,29.54,252,34.15,218,29.54,16,2.17,8,1.08,9,1.22,08001
8,2,337,0,0.0,4,1.19,101,29.97,111,32.94,107,31.75,8,2.37,2,0.59,4,1.19,08002
8,3,897,5,0.56,17,1.9,260,28.99,304,33.89,279,31.1,22,2.45,4,0.45,6,0.67,08003
8,4,683,3,0.44,10,1.46,200,29.28,236,34.55,217,31.77,11,1.61,3,0.44,3,0.44,08004
8,5,798,8,1.0,21,2.63,222,27.82,276,34.59,238,29.82,19,2.38,7,0.88,7,0.88,08005
8,6,652,2,0.31,8,1.23,189,28.99,235,36.04,204,31.29,9,1.38,2,0.31,3,0.46,08006
8,7,571,5,0.88,3,0.53,159,27.85,210,36.78,180,31.52,8,1.4,1,0.18,5,0.88,08007
8,8,794,5,0.63,11,1.39,228,28.72,271,34.13,244,30.73,18,2.27,7,0.88,10,1.26,08008
8,9,891,9,1.01,10,1.12,259,29.07,304,34.12,275,30.86,22,2.47,4,0.45,8,0.9,08009
8,10,939,4,0.43,20,2.13,268,28.54,320,34.08,289,30.78,22,2.34,8,0.85,8,0.85,08010
8,11,636,2,0.31,8,1.26,185,29.09,220,34.59,200,31.45,9,1.42,7,1.1,5,0.79,08011
8,12,622,5,0.8,12,1.93,171,27.49,237,38.1,176,28.3,12,1.93,4,0.64,5,0.8,08012
8,13,515,2,0.39,11,2.14,141,27.38,188,36.5,161,31.26,9,1.75,0,0.0,3,0.58,08013
8,14,408,3,0.74,6,1.47,118,28.92,149,36.52,124,30.39,4,0.98,3,0.74,1,0.25,08014
8,15,491,2,0.41,3,0.61,143,29.12,178,36.25,149,30.35,8,1.63,3,0.61,5,1.02,08015
8,16,749,10,1.34,15,2.0,211,28.17,245,32.71,234,31.24,15,2.0,8,1.07,11,1.47,08016
8,17,593,3,0.51,9,1.52,175,29.51,202,34.06,186,31.37,10,1.69,5,0.84,3,0.51,08017
8,18,344,3,0.87,8,2.33,97,28.2,125,36.34,107,31.1,2,0.58,1,0.29,1,0.29,08018
8,19,843,5,0.59,14,1.66,241,28.59,278,32.98,266,31.55,19,2.25,9,1.07,11,1.3,08019
8,20,486,1,0.21,8,1.65,141,29.01,172,35.39,148,30.45,9,1.85,6,1.23,1,0.21,08020
8,21,520,2,0.38,13,2.5,151,29.04,185,35.58,157,30.19,6,1.15,3,0.58,3,0.58,08021
8,22,549,3,0.55,6,1.09,143,26.05,199,36.25,173,31.51,13,2.37,4,0.73,8,1.46,08022
8,23,538,2,0.37,9,1.67,154,28.62,186,34.57,176,32.71,5,0.93,2,0.37,4,0.74,08023
8,24,639,4,0.63,12,1.88,175,27.39,221,34.59,201,31.46,17,2.66,5,0.78,4,0.63,08024
8,25,645,5,0.78,12,1.86,188,29.15,227,35.19,199,30.85,7,1.09,3,0.47,4,0.62,08025
8,26,414,2,0.48,8,1.93,116,28.02,148,35.75,133,32.13,6,1.45,1,0.24,0,0.0,08026
8,27,729,3,0.41,15,2.06,203,27.85,252,34.57,219,30.04,16,2.19,11,1.51,10,1.37,08027
8,28,543,3,0.55,5,0.92,151,27.81,192,35.36,178,32.78,9,1.66,2,0.37,3,0.55,08028
8,29,670,1,0.15,7,1.04,193,28.81,250,37.31,197,29.4,11,1.64,4,0.6,7,1.04,08029
8,30,589,6,1.02,15,2.55,166,28.18,198,33.62,178,30.22,14,2.38,6,1.02,6,1.02,08030
8,31,413,1,0.24,10,2.42,107,25.91,163,39.47,106,25.67,12,2.91,6,1.45,8,1.94,08031
8,32,928,6,0.65,14,1.51,258,27.8,321,34.59,293,31.57,16,1.72,6,0.65,14,1.51,08032
8,33,588,1,0.17,4,0.68,178,30.27,210,35.71,187,31.8,5,0.85,2,0.34,1,0.17,08033
8,34,800,4,0.5,8,1.0,231,28.88,281,35.13,261,32.63,11,1.38,2,0.25,2,0.25,08034
8,35,767,4,0.52,11,1.43,217,28.29,265,34.55,234,30.51,20,2.61,9,1.17,7,0.91,08035
8,36,570,5,0.88,9,1.58,157,27.54,187,32.81,187,32.81,20,3.51,3,0.53,2,0.35,08036
8,37,734,2,0.27,5,0.68,218,29.7,242,32.97,239,32.56,12,1.63,7,0.95,9,1.23,08037
8,38,618,7,1.13,8,1.29,168,27.18,219,35.44,202,32.69,6,0.97,4,0.65,4,0.65,08038
8,39,727,0,0.0,5,0.69,219,30.12,250,34.39,234,32.19,13,1.79,3,0.41,3,0.41,08039
8,40,543,4,0.74,10,1.84,152,27.99,189,34.81,176,32.41,7,1.29,2,0.37,3,0.55,08040
8,41,482,4,0.83,4,0.83,131,27.18,169,35.06,152,31.54,10,2.07,5,1.04,7,1.45,08041
8,42,689,6,0.87,10,1.45,199,28.88,235,34.11,218,31.64,15,2.18,2,0.29,4,0.58,08042
8,43,466,5,1.07,6,1.29,140,30.04,162,34.76,138,29.61,8,1.72,5,1.07,2,0.43,08043
8,44,519,3,0.58,9,1.73,151,29.09,171,32.95,162,31.21,11,2.12,7,1.35,5,0.96,08044
8,45,511,4,0.78,7,1.37,134,26.22,180,35.23,170,33.27,4,0.78,4,0.78,8,1.57,08045
8,46,529,3,0.57,12,2.27,149,28.17,183,34.59,168,31.76,8,1.51,4,0.76,2,0.38,08046
8,47,664,4,0.6,5,0.75,200,30.12,227,34.19,210,31.63,7,1.05,6,0.9,5,0.75,08047
8,48,565,8,1.42,8,1.42,161,28.5,193,34.16,172,30.44,11,1.95,6,1.06,6,1.06,08048
8,49,819,2,0.24,10,1.22,220,26.86,309,37.73,248,30.28,15,1.83,7,0.85,8,0.98,08049
8,50,639,4,0.63,17,2.66,171,26.76,236,36.93,184,28.79,16,2.5,6,0.94,5,0.78,08050
8,51,844,5,0.59,9,1.07,242,28.67,287,34.0,257,30.45,23,2.73,8,0.95,13,1.54,08051
8,52,693,3,0.43,13,1.88,199,28.72,228,32.9,228,32.9,10,1.44,6,0.87,6,0.87,08052
8,53,715,6,0.84,11,1.54,194,27.13,247,34.55,220,30.77,20,2.8,6,0.84,11,1.54,08053
8,54,653,4,0.61,16,2.45,184,28.18,231,35.38,196,30.02,12,1.84,5,0.77,5,0.77,08054
8,55,581,1,0.17,11,1.89,158,27.19,211,36.32,182,31.33,9,1.55,5,0.86,4,0.69,08055
8,56,702,3,0.43,8,1.14,197,28.06,252,35.9,226,32.19,8,1.14,6,0.85,2,0.28,08056
8,57,577,4,0.69,8,1.39,170,29.46,206,35.7,181,31.37,6,1.04,0,0.0,2,0.35,08057
8,58,688,0,0.0,13,1.89,194,28.2,247,35.9,213,30.96,13,1.89,4,0.58,4,0.58,08058
8,59,373,2,0.54,7,1.88,108,28.95,123,32.98,126,33.78,3,0.8,4,1.07,0,0.0,08059
8,60,627,5,0.8,7,1.12,186,29.67,216,34.45,185,29.51,16,2.55,6,0.96,6,0.96,08060
8,61,468,2,0.43,11,2.35,133,28.42,158,33.76,143,30.56,11,2.35,4,0.85,6,1.28,08061
8,62,618,2,0.32,14,2.27,171,27.67,214,34.63,183,29.61,19,3.07,8,1.29,7,1.13,08062
8,63,744,5,0.67,16,2.15,210,28.23,253,34.01,232,31.18,19,2.55,3,0.4,6,0.81,08063
8,64,588,5,0.85,10,1.7,175,29.76,192,32.65,192,32.65,5,0.85,6,1.02,3,0.51,08064
8,65,452,3,0.66,12,2.65,122,26.99,153,33.85,149,32.96,7,1.55,4,0.88,2,0.44,08065
8,66,898,6,0.67,10,1.11,250,27.84,321,35.75,287,31.96,12,1.34,8,0.89,4,0.45,08066
8,67,443,1,0.23,6,1.35,123,27.77,164,37.02,137,30.93,6,1.35,4,0.9,2,0.45,08067
8,68,406,2,0.49,7,1.72,120,29.56,136,33.5,131,32.27,5,1.23,2,0.49,3,0.74,08068
8,69,366,4,1.09,10,2.73,97,26.5,127,34.7,116,31.69,8,2.19,3,0.82,1,0.27,08069
8,70,742,4,0.54,12,1.62,210,28.3,258,34.77,237,31.94,12,1.62,5,0.67,4,0.54,08070
9,1,756,3,0.4,9,1.19,226,29.89,258,34.13,237,31.35,14,1.85,7,0.93,2,0.26,09001
9,2,753,2,0.27,4,0.53,235,31.21,248,32.93,247,32.8,6,0.8,6,0.8,5,0.66,09002
9,3,239,0,0.0,2,0.84,70,29.29,85,35.56,78,32.64,2,0.84,2,0.84,0,0.0,09003
9,4,632,8,1.27,9,1.42,183,28.96,214,33.86,199,31.49,13,2.06,4,0.63,2,0.32,09004
9,5,791,5,0.63,14,1.77,223,28.19,263,33.25,256,32.36,16,2.02,6,0.76,8,1.01,09005
9,6,765,5,0.65,8,1.05,220,28.76,265,34.64,256,33.46,6,0.78,3,0.39,2,0.26,09006
9,7,546,3,0.55,9,1.65,158,28.94,187,34.25,167,30.59,11,2.01,6,1.1,5,0.92,09007
9,8,691,7,1.01,9,1.3,193,27.93,240,34.73,215,31.11,12,1.74,7,1.01,8,1.16,09008
9,9,796,5,0.63,12,1.51,220,27.64,268,33.67,270,33.92,10,1.26,6,0.75,5,0.63,09009
9,10,644,3,0.47,11,1.71,188,29.19,214,33.23,214,33.23,9,1.4,3,0.47,2,0.31,09010
9,11,454,0,0.0,5,1.1,135,29.74,159,35.02,142,31.28,6,1.32,4,0.88,3,0.66,09011
9,12,595,2,0.34,4,0.67,175,29.41,208,34.96,194,32.61,5,0.84,3,0.5,4,0.67,09012
9,13,786,2,0.25,9,1.15,231,29.39,266,33.84,254,32.32,14,1.78,6,0.76,4,0.51,09013
9,14,921,4,0.43,14,1.52,268,29.1,322,34.96,289,31.38,13,1.41,6,0.65,5,0.54,09014
9,15,564,0,0.0,11,1.95,157,27.84,204,36.17,173,30.67,9,1.6,4,0.71,6,1.06,09015
9,16,488,1,0.2,4,0.82,152,31.15,172,35.25,151,30.94,5,1.02,2,0.41,1,0.2,09016
9,17,622,2,0.32,5,0.8,189,30.39,207,33.28,207,33.28,7,1.13,3,0.48,2,0.32,09017
9,18,679,5,0.74,9,1.33,209,30.78,230,33.87,211,31.08,9,1.33,3,0.44,3,0.44,09018
9,19,675,5,0.74,7,1.04,199,29.48,229,33.93,214,31.7,10,1.48,7,1.04,4,0.59,09019
9,20,701,5,0.71,6,0.86,198,28.25,246,35.09,226,32.24,10,1.43,5,0.71,5,0.71,09020
