ward,precinct,total,Preston Jones Jr.,Preston Jones Jr. Percent,precinct_id
45,45,188,188,100.0,45045
45,46,204,204,100.0,45046
45,47,202,202,100.0,45047
45,48,231,231,100.0,45048
46,1,344,344,100.0,46001
46,2,433,433,100.0,46002
46,3,557,557,100.0,46003
46,4,454,454,100.0,46004
46,5,644,644,100.0,46005
46,6,407,407,100.0,46006
46,7,469,469,100.0,46007
46,8,319,319,100.0,46008
46,9,540,540,100.0,46009
46,10,778,778,100.0,46010
46,11,426,426,100.0,46011
46,12,538,538,100.0,46012
46,13,472,472,100.0,46013
46,14,433,433,100.0,46014
46,15,468,468,100.0,46015
46,16,566,566,100.0,46016
46,17,532,532,100.0,46017
46,18,537,537,100.0,46018
46,19,334,334,100.0,46019
46,20,370,370,100.0,46020
46,21,302,302,100.0,46021
46,22,359,359,100.0,46022
46,23,390,390,100.0,46023
46,24,570,570,100.0,46024
46,25,465,465,100.0,46025
46,26,549,549,100.0,46026
46,27,613,613,100.0,46027
46,28,448,448,100.0,46028
46,29,387,387,100.0,46029
46,30,505,505,100.0,46030
46,31,492,492,100.0,46031
46,32,465,465,100.0,46032
46,33,570,570,100.0,46033
46,34,575,575,100.0,46034
46,35,532,532,100.0,46035
46,36,463,463,100.0,46036
46,37,418,418,100.0,46037
46,38,527,527,100.0,46038
46,39,459,459,100.0,46039
46,40,394,394,100.0,46040
47,1,335,335,100.0,47001
47,2,444,444,100.0,47002
47,3,440,440,100.0,47003
47,4,523,523,100.0,47004
47,5,527,527,100.0,47005
47,6,595,595,100.0,47006
47,7,426,426,100.0,47007
47,8,471,471,100.0,47008
47,9,454,454,100.0,47009
47,10,643,643,100.0,47010
47,11,471,471,100.0,47011
47,12,504,504,100.0,47012
47,13,489,489,100.0,47013
47,14,435,435,100.0,47014
47,15,613,613,100.0,47015
47,16,467,467,100.0,47016
47,17,487,487,100.0,47017
47,18,449,449,100.0,47018
47,19,629,629,100.0,47019
47,20,482,482,100.0,47020
47,21,475,475,100.0,47021
47,22,483,483,100.0,47022
47,23,567,567,100.0,47023
47,24,511,511,100.0,47024
47,25,579,579,100.0,47025
47,26,668,668,100.0,47026
47,27,462,462,100.0,47027
47,28,454,454,100.0,47028
47,29,541,541,100.0,47029
47,30,616,616,100.0,47030
47,31,496,496,100.0,47031
47,32,627,627,100.0,47032
47,33,464,464,100.0,47033
47,34,518,518,100.0,47034
47,35,469,469,100.0,47035
47,36,588,588,100.0,47036
47,37,477,477,100.0,47037
47,38,475,475,100.0,47038
47,39,491,491,100.0,47039
47,40,488,488,100.0,47040
47,41,554,554,100.0,47041
47,42,521,521,100.0,47042
47,43,450,450,100.0,47043
47,44,455,455,100.0,47044
47,45,473,473,100.0,47045
47,46,455,455,100.0,47046
47,47,554,554,100.0,47047
47,48,33,33,100.0,47048
48,1,443,443,100.0,48001
48,2,210,210,100.0,48002
48,3,525,525,100.0,48003
48,4,452,452,100.0,48004
48,5,268,268,100.0,48005
48,6,587,587,100.0,48006
48,7,483,483,100.0,48007
48,8,243,243,100.0,48008
48,9,271,271,100.0,48009
48,10,704,704,100.0,48010
48,11,423,423,100.0,48011
48,12,582,582,100.0,48012
48,13,552,552,100.0,48013
48,14,219,219,100.0,48014
48,15,321,321,100.0,48015
48,16,491,491,100.0,48016
48,17,424,424,100.0,48017
48,18,317,317,100.0,48018
48,19,331,331,100.0,48019
48,20,555,555,100.0,48020
48,21,589,589,100.0,48021
48,22,401,401,100.0,48022
48,23,476,476,100.0,48023
48,24,493,493,100.0,48024
48,25,434,434,100.0,48025
48,26,217,217,100.0,48026
48,27,705,705,100.0,48027
48,28,453,453,100.0,48028
48,29,231,231,100.0,48029
48,30,426,426,100.0,48030
48,31,590,590,100.0,48031
48,32,507,507,100.0,48032
48,33,244,244,100.0,48033
48,34,412,412,100.0,48034
48,35,283,283,100.0,48035
48,36,258,258,100.0,48036
48,37,488,488,100.0,48037
48,38,469,469,100.0,48038
48,39,355,355,100.0,48039
48,40,434,434,100.0,48040
48,41,604,604,100.0,48041
48,42,578,578,100.0,48042
48,43,508,508,100.0,48043
48,44,612,612,100.0,48044
48,45,357,357,100.0,48045
48,46,308,308,100.0,48046
49,1,293,293,100.0,49001
49,2,330,330,100.0,49002
49,3,527,527,100.0,49003
49,4,570,570,100.0,49004
49,5,484,484,100.0,49005
49,6,446,446,100.0,49006
49,7,486,486,100.0,49007
49,8,352,352,100.0,49008
49,9,512,512,100.0,49009
49,10,452,452,100.0,49010
49,11,533,533,100.0,49011
49,12,658,658,100.0,49012
49,13,533,533,100.0,49013
49,14,384,384,100.0,49014
49,15,342,342,100.0,49015
49,16,463,463,100.0,49016
49,17,319,319,100.0,49017
49,18,641,641,100.0,49018
49,19,431,431,100.0,49019
49,20,707,707,100.0,49020
49,21,263,263,100.0,49021
49,22,450,450,100.0,49022
49,23,655,655,100.0,49023
49,24,402,402,100.0,49024
49,25,622,622,100.0,49025
49,26,518,518,100.0,49026
49,27,535,535,100.0,49027
49,28,643,643,100.0,49028
49,29,579,579,100.0,49029
49,30,538,538,100.0,49030
49,31,355,355,100.0,49031
49,32,478,478,100.0,49032
49,33,389,389,100.0,49033
50,1,236,236,100.0,50001
50,2,177,177,100.0,50002
50,3,227,227,100.0,50003
50,4,317,317,100.0,50004
50,5,165,165,100.0,50005
50,6,350,350,100.0,50006
50,7,376,376,100.0,50007
50,8,331,331,100.0,50008
50,9,280,280,100.0,50009
50,10,246,246,100.0,50010
50,11,133,133,100.0,50011
50,12,124,124,100.0,50012
50,13,371,371,100.0,50013
50,14,85,85,100.0,50014
50,15,376,376,100.0,50015
50,16,86,86,100.0,50016
50,17,287,287,100.0,50017
50,18,56,56,100.0,50018
50,19,197,197,100.0,50019
50,20,289,289,100.0,50020
50,21,273,273,100.0,50021
50,22,227,227,100.0,50022
50,23,179,179,100.0,50023
50,24,166,166,100.0,50024
50,25,220,220,100.0,50025
50,26,272,272,100.0,50026
50,27,78,78,100.0,50027
50,28,339,339,100.0,50028
50,29,286,286,100.0,50029
50,30,225,225,100.0,50030
50,31,432,432,100.0,50031
50,32,371,371,100.0,50032
50,33,187,187,100.0,50033
50,34,408,408,100.0,50034
50,35,425,425,100.0,50035
50,36,306,306,100.0,50036
50,37,351,351,100.0,50037
50,38,127,127,100.0,50038
50,39,174,174,100.0,50039
50,40,208,208,100.0,50040
