ward,precinct,total,Jesse White,Jesse White Percent,Jason Helland,Jason Helland Percent,Steve Dutner,Steve Dutner Percent,precinct_id
26,5,345,315,91.3,15,4.35,15,4.35,26005
26,6,326,301,92.33,18,5.52,7,2.15,26006
26,7,378,346,91.53,21,5.56,11,2.91,26007
26,8,197,172,87.31,16,8.12,9,4.57,26008
26,9,265,241,90.94,16,6.04,8,3.02,26009
26,10,321,298,92.83,12,3.74,11,3.43,26010
26,11,328,303,92.38,16,4.88,9,2.74,26011
26,12,411,373,90.75,21,5.11,17,4.14,26012
26,13,191,177,92.67,7,3.66,7,3.66,26013
26,14,278,252,90.65,10,3.6,16,5.76,26014
26,15,215,192,89.3,19,8.84,4,1.86,26015
26,16,197,182,92.39,12,6.09,3,1.52,26016
26,17,323,252,78.02,61,18.89,10,3.1,26017
26,18,275,249,90.55,17,6.18,9,3.27,26018
26,19,232,215,92.67,13,5.6,4,1.72,26019
26,20,329,292,88.75,21,6.38,16,4.86,26020
26,21,445,410,92.13,25,5.62,10,2.25,26021
26,22,181,169,93.37,7,3.87,5,2.76,26022
26,23,241,218,90.46,14,5.81,9,3.73,26023
26,24,298,272,91.28,18,6.04,8,2.68,26024
26,25,348,322,92.53,18,5.17,8,2.3,26025
26,26,261,237,90.8,14,5.36,10,3.83,26026
26,27,452,410,90.71,29,6.42,13,2.88,26027
26,28,549,480,87.43,54,9.84,15,2.73,26028
26,29,233,206,88.41,17,7.3,10,4.29,26029
26,30,288,271,94.1,10,3.47,7,2.43,26030
26,31,160,144,90.0,11,6.88,5,3.13,26031
26,32,446,391,87.67,34,7.62,21,4.71,26032
26,33,426,381,89.44,27,6.34,18,4.23,26033
26,34,473,439,92.81,20,4.23,14,2.96,26034
26,35,321,294,91.59,13,4.05,14,4.36,26035
26,36,383,333,86.95,33,8.62,17,4.44,26036
26,37,392,373,95.15,10,2.55,9,2.3,26037
26,38,164,151,92.07,11,6.71,2,1.22,26038
26,39,414,360,86.96,47,11.35,7,1.69,26039
26,40,255,237,92.94,11,4.31,7,2.75,26040
26,41,433,401,92.61,23,5.31,9,2.08,26041
26,42,304,284,93.42,12,3.95,8,2.63,26042
26,43,199,184,92.46,8,4.02,7,3.52,26043
26,44,220,200,90.91,16,7.27,4,1.82,26044
26,45,172,158,91.86,9,5.23,5,2.91,26045
26,46,271,216,79.7,44,16.24,11,4.06,26046
26,47,243,217,89.3,20,8.23,6,2.47,26047
26,48,355,309,87.04,27,7.61,19,5.35,26048
26,49,208,188,90.38,13,6.25,7,3.37,26049
27,1,928,764,82.33,125,13.47,39,4.2,27001
27,2,480,395,82.29,62,12.92,23,4.79,27002
27,3,251,236,94.02,7,2.79,8,3.19,27003
27,4,226,211,93.36,6,2.65,9,3.98,27004
27,5,326,311,95.4,11,3.37,4,1.23,27005
27,6,523,450,86.04,57,10.9,16,3.06,27006
27,7,635,558,87.87,50,7.87,27,4.25,27007
27,8,317,303,95.58,9,2.84,5,1.58,27008
27,9,240,193,80.42,43,17.92,4,1.67,27009
27,10,447,432,96.64,8,1.79,7,1.57,27010
27,11,618,503,81.39,91,14.72,24,3.88,27011
27,12,342,271,79.24,63,18.42,8,2.34,27012
27,13,584,546,93.49,26,4.45,12,2.05,27013
27,14,205,197,96.1,3,1.46,5,2.44,27014
27,15,219,213,97.26,3,1.37,3,1.37,27015
27,16,514,423,82.3,75,14.59,16,3.11,27016
27,17,409,382,93.4,17,4.16,10,2.44,27017
27,18,296,286,96.62,8,2.7,2,0.68,27018
27,19,208,194,93.27,8,3.85,6,2.88,27019
27,20,326,320,98.16,0,0.0,6,1.84,27020
27,21,477,397,83.23,68,14.26,12,2.52,27021
27,22,196,193,98.47,1,0.51,2,1.02,27022
27,23,293,289,98.63,2,0.68,2,0.68,27023
27,24,292,279,95.55,10,3.42,3,1.03,27024
27,25,381,357,93.7,18,4.72,6,1.57,27025
27,26,316,302,95.57,8,2.53,6,1.9,27026
27,27,504,464,92.06,26,5.16,14,2.78,27027
27,28,429,345,80.42,76,17.72,8,1.86,27028
27,29,268,254,94.78,6,2.24,8,2.99,27029
27,30,192,189,98.44,2,1.04,1,0.52,27030
27,31,320,309,96.56,8,2.5,3,0.94,27031
27,32,371,340,91.64,18,4.85,13,3.5,27032
27,33,485,407,83.92,57,11.75,21,4.33,27033
27,34,296,289,97.64,6,2.03,1,0.34,27034
27,35,527,442,83.87,71,13.47,14,2.66,27035
27,36,338,317,93.79,8,2.37,13,3.85,27036
27,37,552,459,83.15,74,13.41,19,3.44,27037
27,38,671,570,84.95,78,11.62,23,3.43,27038
27,39,295,280,94.92,7,2.37,8,2.71,27039
27,40,639,535,83.72,75,11.74,29,4.54,27040
27,41,351,345,98.29,4,1.14,2,0.57,27041
27,42,310,255,82.26,44,14.19,11,3.55,27042
27,43,271,256,94.46,10,3.69,5,1.85,27043
27,44,276,267,96.74,2,0.72,7,2.54,27044
27,45,989,793,80.18,161,16.28,35,3.54,27045
27,46,381,292,76.64,74,19.42,15,3.94,27046
27,47,297,277,93.27,12,4.04,8,2.69,27047
27,48,857,740,86.35,95,11.09,22,2.57,27048
27,49,292,284,97.26,4,1.37,4,1.37,27049
27,50,385,375,97.4,6,1.56,4,1.04,27050
28,1,236,228,96.61,4,1.69,4,1.69,28001
28,2,311,300,96.46,5,1.61,6,1.93,28002
28,3,276,271,98.19,5,1.81,0,0.0,28003
28,4,350,296,84.57,38,10.86,16,4.57,28004
28,5,231,216,93.51,9,3.9,6,2.6,28005
28,6,202,183,90.59,12,5.94,7,3.47,28006
28,7,318,313,98.43,3,0.94,2,0.63,28007
28,8,441,361,81.86,60,13.61,20,4.54,28008
28,9,326,322,98.77,1,0.31,3,0.92,28009
28,10,465,416,89.46,36,7.74,13,2.8,28010
28,11,699,634,90.7,38,5.44,27,3.86,28011
28,12,326,319,97.85,3,0.92,4,1.23,28012
28,13,382,374,97.91,6,1.57,2,0.52,28013
28,14,254,251,98.82,2,0.79,1,0.39,28014
28,15,75,71,94.67,3,4.0,1,1.33,28015
28,16,205,202,98.54,2,0.98,1,0.49,28016
28,17,284,279,98.24,2,0.7,3,1.06,28017
28,18,288,283,98.26,2,0.69,3,1.04,28018
28,19,300,271,90.33,19,6.33,10,3.33,28019
28,20,309,299,96.76,3,0.97,7,2.27,28020
28,21,275,266,96.73,3,1.09,6,2.18,28021
28,22,303,280,92.41,8,2.64,15,4.95,28022
28,23,377,371,98.41,6,1.59,0,0.0,28023
28,24,276,269,97.46,5,1.81,2,0.72,28024
28,25,450,441,98.0,7,1.56,2,0.44,28025
28,26,321,310,96.57,3,0.93,8,2.49,28026
28,27,383,305,79.63,69,18.02,9,2.35,28027
28,28,455,382,83.96,52,11.43,21,4.62,28028
28,29,172,166,96.51,4,2.33,2,1.16,28029
28,30,53,51,96.23,1,1.89,1,1.89,28030
28,31,434,417,96.08,9,2.07,8,1.84,28031
28,32,305,297,97.38,6,1.97,2,0.66,28032
28,33,346,335,96.82,4,1.16,7,2.02,28033
28,34,577,555,96.19,10,1.73,12,2.08,28034
28,35,386,376,97.41,1,0.26,9,2.33,28035
28,36,184,184,100.0,0,0.0,0,0.0,28036
28,37,414,406,98.07,5,1.21,3,0.72,28037
28,38,163,158,96.93,3,1.84,2,1.23,28038
28,39,241,235,97.51,4,1.66,2,0.83,28039
28,40,439,432,98.41,3,0.68,4,0.91,28040
28,41,241,235,97.51,3,1.24,3,1.24,28041
28,42,333,323,97.0,5,1.5,5,1.5,28042
28,43,399,392,98.25,0,0.0,7,1.75,28043
28,44,231,226,97.84,3,1.3,2,0.87,28044
28,45,457,384,84.03,56,12.25,17,3.72,28045
28,46,680,590,86.76,66,9.71,24,3.53,28046
29,1,543,484,89.13,43,7.92,16,2.95,29001
29,2,535,520,97.2,5,0.93,10,1.87,29002
29,3,437,429,98.17,2,0.46,6,1.37,29003
29,4,433,425,98.15,3,0.69,5,1.15,29004
29,5,348,335,96.26,8,2.3,5,1.44,29005
29,6,351,346,98.58,1,0.28,4,1.14,29006
29,7,423,394,93.14,24,5.67,5,1.18,29007
29,8,355,350,98.59,1,0.28,4,1.13,29008
29,9,476,419,88.03,46,9.66,11,2.31,29009
29,10,563,506,89.88,47,8.35,10,1.78,29010
29,11,241,239,99.17,2,0.83,0,0.0,29011
29,12,493,479,97.16,10,2.03,4,0.81,29012
29,13,441,421,95.46,12,2.72,8,1.81,29013
29,14,370,359,97.03,6,1.62,5,1.35,29014
29,15,472,458,97.03,8,1.69,6,1.27,29015
29,16,387,377,97.42,4,1.03,6,1.55,29016
29,17,363,349,96.14,4,1.1,10,2.75,29017
29,18,399,388,97.24,4,1.0,7,1.75,29018
29,19,412,402,97.57,5,1.21,5,1.21,29019
29,20,500,489,97.8,7,1.4,4,0.8,29020
29,21,512,499,97.46,5,0.98,8,1.56,29021
29,22,293,269,91.81,19,6.48,5,1.71,29022
29,23,474,410,86.5,52,10.97,12,2.53,29023
29,24,365,352,96.44,7,1.92,6,1.64,29024
29,25,485,476,98.14,6,1.24,3,0.62,29025
29,26,413,391,94.67,16,3.87,6,1.45,29026
29,27,370,365,98.65,2,0.54,3,0.81,29027
29,28,493,481,97.57,3,0.61,9,1.83,29028
29,29,387,299,77.26,71,18.35,17,4.39,29029
29,30,549,509,92.71,33,6.01,7,1.28,29030
29,31,426,320,75.12,98,23.0,8,1.88,29031
29,32,410,291,70.98,99,24.15,20,4.88,29032
29,33,310,297,95.81,7,2.26,6,1.94,29033
29,34,307,280,91.21,21,6.84,6,1.95,29034
29,35,300,293,97.67,3,1.0,4,1.33,29035
29,36,351,341,97.15,5,1.42,5,1.42,29036
29,37,405,390,96.3,5,1.23,10,2.47,29037
29,38,439,375,85.42,52,11.85,12,2.73,29038
29,39,399,333,83.46,52,13.03,14,3.51,29039
29,40,463,449,96.98,7,1.51,7,1.51,29040
29,41,323,318,98.45,4,1.24,1,0.31,29041
29,42,453,445,98.23,2,0.44,6,1.32,29042
29,43,517,477,92.26,27,5.22,13,2.51,29043
29,44,518,491,94.79,17,3.28,10,1.93,29044
30,1,489,414,84.66,61,12.47,14,2.86,30001
30,2,422,357,84.6,51,12.09,14,3.32,30002
30,3,361,316,87.53,29,8.03,16,4.43,30003
30,4,411,338,82.24,62,15.09,11,2.68,30004
30,5,304,271,89.14,27,8.88,6,1.97,30005
30,6,361,320,88.64,36,9.97,5,1.39,30006
30,7,458,387,84.5,56,12.23,15,3.28,30007
30,8,539,466,86.46,39,7.24,34,6.31,30008
30,9,348,284,81.61,56,16.09,8,2.3,30009
30,10,437,394,90.16,36,8.24,7,1.6,30010
30,11,388,353,90.98,25,6.44,10,2.58,30011
30,12,364,320,87.91,31,8.52,13,3.57,30012
30,13,419,362,86.4,51,12.17,6,1.43,30013
30,14,269,243,90.33,15,5.58,11,4.09,30014
30,15,425,355,83.53,46,10.82,24,5.65,30015
30,16,199,177,88.94,19,9.55,3,1.51,30016
30,17,408,352,86.27,41,10.05,15,3.68,30017
30,18,522,484,92.72,27,5.17,11,2.11,30018
30,19,377,332,88.06,30,7.96,15,3.98,30019
30,20,466,403,86.48,45,9.66,18,3.86,30020
30,21,326,275,84.36,38,11.66,13,3.99,30021
30,22,583,522,89.54,41,7.03,20,3.43,30022
30,23,470,414,88.09,41,8.72,15,3.19,30023
30,24,559,497,88.91,45,8.05,17,3.04,30024
30,25,609,541,88.83,52,8.54,16,2.63,30025
30,26,258,219,84.88,29,11.24,10,3.88,30026
30,27,289,249,86.16,37,12.8,3,1.04,30027
30,28,436,388,88.99,36,8.26,12,2.75,30028
30,29,234,208,88.89,22,9.4,4,1.71,30029
30,30,197,174,88.32,18,9.14,5,2.54,30030
30,31,282,231,81.91,39,13.83,12,4.26,30031
30,32,328,289,88.11,22,6.71,17,5.18,30032
31,1,258,235,91.09,16,6.2,7,2.71,31001
31,2,233,215,92.27,12,5.15,6,2.58,31002
31,3,240,206,85.83,27,11.25,7,2.92,31003
31,4,398,359,90.2,26,6.53,13,3.27,31004
31,5,302,264,87.42,26,8.61,12,3.97,31005
31,6,206,186,90.29,18,8.74,2,0.97,31006
31,7,440,410,93.18,12,2.73,18,4.09,31007
31,8,222,202,90.99,17,7.66,3,1.35,31008
31,9,266,231,86.84,24,9.02,11,4.14,31009
31,10,245,220,89.8,21,8.57,4,1.63,31010
31,11,226,195,86.28,25,11.06,6,2.65,31011
31,12,262,219,83.59,33,12.6,10,3.82,31012
31,13,277,258,93.14,10,3.61,9,3.25,31013
31,14,249,208,83.53,30,12.05,11,4.42,31014
31,15,254,222,87.4,25,9.84,7,2.76,31015
31,16,343,306,89.21,21,6.12,16,4.66,31016
31,17,263,223,84.79,33,12.55,7,2.66,31017
31,18,262,236,90.08,20,7.63,6,2.29,31018
31,19,251,221,88.05,21,8.37,9,3.59,31019
31,20,245,217,88.57,20,8.16,8,3.27,31020
31,21,265,238,89.81,16,6.04,11,4.15,31021
31,22,241,223,92.53,11,4.56,7,2.9,31022
31,23,286,251,87.76,23,8.04,12,4.2,31023
31,24,274,239,87.23,26,9.49,9,3.28,31024
31,25,264,235,89.02,23,8.71,6,2.27,31025
31,26,315,275,87.3,35,11.11,5,1.59,31026
31,27,314,278,88.54,32,10.19,4,1.27,31027
31,28,233,202,86.7,22,9.44,9,3.86,31028
31,29,294,259,88.1,24,8.16,11,3.74,31029
31,30,215,194,90.23,14,6.51,7,3.26,31030
31,31,236,200,84.75,27,11.44,9,3.81,31031
31,32,230,196,85.22,26,11.3,8,3.48,31032
31,33,236,197,83.47,33,13.98,6,2.54,31033
31,34,268,218,81.34,42,15.67,8,2.99,31034
31,35,307,277,90.23,23,7.49,7,2.28,31035
31,36,305,270,88.52,24,7.87,11,3.61,31036
31,37,277,243,87.73,19,6.86,15,5.42,31037
31,38,219,197,89.95,14,6.39,8,3.65,31038
31,39,316,289,91.46,15,4.75,12,3.8,31039
31,40,322,290,90.06,21,6.52,11,3.42,31040
31,41,244,212,86.89,26,10.66,6,2.46,31041
32,1,639,546,85.45,69,10.8,24,3.76,32001
32,2,625,523,83.68,77,12.32,25,4.0,32002
32,3,633,574,90.68,43,6.79,16,2.53,32003
32,4,549,470,85.61,56,10.2,23,4.19,32004
32,5,594,504,84.85,71,11.95,19,3.2,32005
32,6,687,612,89.08,51,7.42,24,3.49,32006
32,7,626,536,85.62,71,11.34,19,3.04,32007
32,8,722,586,81.16,116,16.07,20,2.77,32008
32,9,552,452,81.88,84,15.22,16,2.9,32009
32,10,615,475,77.24,112,18.21,28,4.55,32010
32,11,528,493,93.37,23,4.36,12,2.27,32011
32,12,430,397,92.33,22,5.12,11,2.56,32012
32,13,631,484,76.7,121,19.18,26,4.12,32013
32,14,599,539,89.98,38,6.34,22,3.67,32014
32,15,584,478,81.85,88,15.07,18,3.08,32015
32,16,600,516,86.0,63,10.5,21,3.5,32016
32,17,577,526,91.16,35,6.07,16,2.77,32017
32,18,547,428,78.24,108,19.74,11,2.01,32018
32,19,589,511,86.76,59,10.02,19,3.23,32019
32,20,564,523,92.73,23,4.08,18,3.19,32020
32,21,634,529,83.44,87,13.72,18,2.84,32021
32,22,737,663,89.96,46,6.24,28,3.8,32022
32,23,662,541,81.72,102,15.41,19,2.87,32023
32,24,462,355,76.84,89,19.26,18,3.9,32024
32,25,587,496,84.5,72,12.27,19,3.24,32025
32,26,648,589,90.9,40,6.17,19,2.93,32026
32,27,569,445,78.21,109,19.16,15,2.64,32027
32,28,589,535,90.83,33,5.6,21,3.57,32028
32,29,642,570,88.79,58,9.03,14,2.18,32029
32,30,610,484,79.34,99,16.23,27,4.43,32030
32,31,621,517,83.25,84,13.53,20,3.22,32031
32,32,654,546,83.49,81,12.39,27,4.13,32032
32,33,618,507,82.04,94,15.21,17,2.75,32033
32,34,652,568,87.12,57,8.74,27,4.14,32034
32,35,629,526,83.62,85,13.51,18,2.86,32035
32,36,647,540,83.46,87,13.45,20,3.09,32036
32,37,586,495,84.47,67,11.43,24,4.1,32037
32,38,549,458,83.42,65,11.84,26,4.74,32038
32,39,672,515,76.64,138,20.54,19,2.83,32039
32,40,653,550,84.23,80,12.25,23,3.52,32040
32,41,624,527,84.46,73,11.7,24,3.85,32041
32,42,538,435,80.86,81,15.06,22,4.09,32042
32,43,545,494,90.64,33,6.06,18,3.3,32043
33,1,545,494,90.64,35,6.42,16,2.94,33001
33,2,720,629,87.36,60,8.33,31,4.31,33002
33,3,770,688,89.35,50,6.49,32,4.16,33003
33,4,749,656,87.58,69,9.21,24,3.2,33004
33,5,519,453,87.28,42,8.09,24,4.62,33005
33,6,488,428,87.7,42,8.61,18,3.69,33006
33,7,627,567,90.43,39,6.22,21,3.35,33007
33,8,755,690,91.39,49,6.49,16,2.12,33008
33,9,624,527,84.46,72,11.54,25,4.01,33009
33,10,546,475,87.0,43,7.88,28,5.13,33010
33,11,621,548,88.24,59,9.5,14,2.25,33011
33,12,554,490,88.45,52,9.39,12,2.17,33012
33,13,558,496,88.89,44,7.89,18,3.23,33013
33,14,298,257,86.24,31,10.4,10,3.36,33014
33,15,548,495,90.33,38,6.93,15,2.74,33015
33,16,735,648,88.16,63,8.57,24,3.27,33016
33,17,628,546,86.94,58,9.24,24,3.82,33017
33,18,763,674,88.34,59,7.73,30,3.93,33018
33,19,642,559,87.07,64,9.97,19,2.96,33019
33,20,654,607,92.81,30,4.59,17,2.6,33020
33,21,585,521,89.06,42,7.18,22,3.76,33021
33,22,512,463,90.43,33,6.45,16,3.13,33022
33,23,608,547,89.97,40,6.58,21,3.45,33023
33,24,753,667,88.58,65,8.63,21,2.79,33024
33,25,694,603,86.89,63,9.08,28,4.03,33025
33,26,457,419,91.68,15,3.28,23,5.03,33026
33,27,633,560,88.47,59,9.32,14,2.21,33027
33,28,547,507,92.69,24,4.39,16,2.93,33028
34,1,419,412,98.33,2,0.48,5,1.19,34001
34,2,328,325,99.09,1,0.3,2,0.61,34002
34,3,398,392,98.49,4,1.01,2,0.5,34003
34,4,287,278,96.86,4,1.39,5,1.74,34004
34,5,342,335,97.95,3,0.88,4,1.17,34005
34,6,453,437,96.47,9,1.99,7,1.55,34006
34,7,439,427,97.27,6,1.37,6,1.37,34007
34,8,323,318,98.45,3,0.93,2,0.62,34008
34,9,265,259,97.74,3,1.13,3,1.13,34009
34,10,374,364,97.33,6,1.6,4,1.07,34010
34,11,334,323,96.71,4,1.2,7,2.1,34011
34,12,429,411,95.8,4,0.93,14,3.26,34012
34,13,382,367,96.07,8,2.09,7,1.83,34013
34,14,304,298,98.03,5,1.64,1,0.33,34014
34,15,346,341,98.55,3,0.87,2,0.58,34015
34,16,324,318,98.15,4,1.23,2,0.62,34016
34,17,501,494,98.6,4,0.8,3,0.6,34017
34,18,295,286,96.95,5,1.69,4,1.36,34018
34,19,426,415,97.42,7,1.64,4,0.94,34019
34,20,440,431,97.95,2,0.45,7,1.59,34020
34,21,460,450,97.83,6,1.3,4,0.87,34021
34,22,390,381,97.69,4,1.03,5,1.28,34022
34,23,311,305,98.07,2,0.64,4,1.29,34023
34,24,346,339,97.98,2,0.58,5,1.45,34024
34,25,585,575,98.29,3,0.51,7,1.2,34025
34,26,413,406,98.31,1,0.24,6,1.45,34026
34,27,326,322,98.77,4,1.23,0,0.0,34027
34,28,250,247,98.8,2,0.8,1,0.4,34028
34,29,307,297,96.74,3,0.98,7,2.28,34029
34,30,379,371,97.89,3,0.79,5,1.32,34030
34,31,329,318,96.66,3,0.91,8,2.43,34031
34,32,385,374,97.14,5,1.3,6,1.56,34032
34,33,317,302,95.27,7,2.21,8,2.52,34033
34,34,407,403,99.02,2,0.49,2,0.49,34034
34,35,424,406,95.75,7,1.65,11,2.59,34035
34,36,348,337,96.84,4,1.15,7,2.01,34036
34,37,228,225,98.68,2,0.88,1,0.44,34037
34,38,189,184,97.35,2,1.06,3,1.59,34038
34,39,268,258,96.27,4,1.49,6,2.24,34039
34,40,424,421,99.29,0,0.0,3,0.71,34040
34,41,236,231,97.88,1,0.42,4,1.69,34041
34,42,380,370,97.37,3,0.79,7,1.84,34042
34,43,356,346,97.19,4,1.12,6,1.69,34043
34,44,391,377,96.42,7,1.79,7,1.79,34044
34,45,418,410,98.09,1,0.24,7,1.67,34045
34,46,266,261,98.12,1,0.38,4,1.5,34046
34,47,370,365,98.65,2,0.54,3,0.81,34047
34,48,398,389,97.74,4,1.01,5,1.26,34048
34,49,364,354,97.25,6,1.65,4,1.1,34049
34,50,316,308,97.47,2,0.63,6,1.9,34050
34,51,405,396,97.78,4,0.99,5,1.23,34051
34,52,293,286,97.61,5,1.71,2,0.68,34052
34,53,241,237,98.34,0,0.0,4,1.66,34053
35,1,498,456,91.57,30,6.02,12,2.41,35001
35,2,556,495,89.03,48,8.63,13,2.34,35002
35,3,447,405,90.6,24,5.37,18,4.03,35003
35,4,471,409,86.84,43,9.13,19,4.03,35004
35,5,445,408,91.69,25,5.62,12,2.7,35005
35,6,455,416,91.43,25,5.49,14,3.08,35006
35,7,501,465,92.81,23,4.59,13,2.59,35007
35,8,519,473,91.14,26,5.01,20,3.85,35008
35,9,439,368,83.83,52,11.85,19,4.33,35009
35,10,634,585,92.27,29,4.57,20,3.15,35010
35,11,549,502,91.44,31,5.65,16,2.91,35011
35,12,317,281,88.64,21,6.62,15,4.73,35012
35,13,329,300,91.19,17,5.17,12,3.65,35013
35,14,332,298,89.76,23,6.93,11,3.31,35014
35,15,588,544,92.52,32,5.44,12,2.04,35015
35,16,266,251,94.36,5,1.88,10,3.76,35016
35,17,546,503,92.12,28,5.13,15,2.75,35017
35,18,311,289,92.93,15,4.82,7,2.25,35018
35,19,260,236,90.77,15,5.77,9,3.46,35019
35,20,424,379,89.39,34,8.02,11,2.59,35020
35,21,426,392,92.02,20,4.69,14,3.29,35021
35,22,588,535,90.99,28,4.76,25,4.25,35022
35,23,483,433,89.65,36,7.45,14,2.9,35023
35,24,437,384,87.87,34,7.78,19,4.35,35024
35,25,558,507,90.86,32,5.73,19,3.41,35025
35,26,418,359,85.89,45,10.77,14,3.35,35026
35,27,406,349,85.96,41,10.1,16,3.94,35027
35,28,471,420,89.17,33,7.01,18,3.82,35028
35,29,419,374,89.26,36,8.59,9,2.15,35029
35,30,461,406,88.07,42,9.11,13,2.82,35030
35,31,504,445,88.29,38,7.54,21,4.17,35031
36,1,366,314,85.79,37,10.11,15,4.1,36001
36,2,349,307,87.97,31,8.88,11,3.15,36002
36,3,337,300,89.02,25,7.42,12,3.56,36003
36,4,355,316,89.01,26,7.32,13,3.66,36004
36,5,346,311,89.88,23,6.65,12,3.47,36005
36,6,322,289,89.75,28,8.7,5,1.55,36006
36,7,481,365,75.88,100,20.79,16,3.33,36007
36,8,270,236,87.41,17,6.3,17,6.3,36008
36,9,342,296,86.55,37,10.82,9,2.63,36009
36,10,469,392,83.58,61,13.01,16,3.41,36010
36,11,269,238,88.48,20,7.43,11,4.09,36011
36,12,240,224,93.33,11,4.58,5,2.08,36012
36,13,258,238,92.25,13,5.04,7,2.71,36013
36,14,401,343,85.54,47,11.72,11,2.74,36014
36,15,411,334,81.27,57,13.87,20,4.87,36015
36,16,406,345,84.98,54,13.3,7,1.72,36016
36,17,452,386,85.4,57,12.61,9,1.99,36017
36,18,409,335,81.91,62,15.16,12,2.93,36018
36,19,437,394,90.16,37,8.47,6,1.37,36019
36,20,418,347,83.01,53,12.68,18,4.31,36020
36,21,302,270,89.4,21,6.95,11,3.64,36021
36,22,300,276,92.0,16,5.33,8,2.67,36022
36,23,323,286,88.54,33,10.22,4,1.24,36023
36,24,389,317,81.49,59,15.17,13,3.34,36024
36,25,372,333,89.52,32,8.6,7,1.88,36025
36,26,384,296,77.08,73,19.01,15,3.91,36026
36,27,389,328,84.32,50,12.85,11,2.83,36027
36,28,353,280,79.32,64,18.13,9,2.55,36028
36,29,415,345,83.13,54,13.01,16,3.86,36029
36,30,385,311,80.78,54,14.03,20,5.19,36030
37,1,249,236,94.78,9,3.61,4,1.61,37001
37,2,296,284,95.95,7,2.36,5,1.69,37002
37,3,270,263,97.41,4,1.48,3,1.11,37003
37,4,284,262,92.25,15,5.28,7,2.46,37004
37,5,386,376,97.41,5,1.3,5,1.3,37005
37,6,398,389,97.74,4,1.01,5,1.26,37006
37,7,266,259,97.37,6,2.26,1,0.38,37007
37,8,259,250,96.53,5,1.93,4,1.54,37008
37,9,377,371,98.41,2,0.53,4,1.06,37009
37,10,423,402,95.04,12,2.84,9,2.13,37010
37,11,249,241,96.79,5,2.01,3,1.2,37011
37,12,277,264,95.31,10,3.61,3,1.08,37012
37,13,261,257,98.47,0,0.0,4,1.53,37013
37,14,379,368,97.1,9,2.37,2,0.53,37014
37,15,364,350,96.15,2,0.55,12,3.3,37015
37,16,401,388,96.76,8,2.0,5,1.25,37016
37,17,290,281,96.9,3,1.03,6,2.07,37017
37,18,320,307,95.94,8,2.5,5,1.56,37018
37,19,254,245,96.46,4,1.57,5,1.97,37019
37,20,297,289,97.31,5,1.68,3,1.01,37020
37,21,336,315,93.75,15,4.46,6,1.79,37021
37,22,319,295,92.48,17,5.33,7,2.19,37022
37,23,332,327,98.49,3,0.9,2,0.6,37023
37,24,396,385,97.22,5,1.26,6,1.52,37024
37,25,318,308,96.86,4,1.26,6,1.89,37025
37,26,461,436,94.58,9,1.95,16,3.47,37026
37,27,328,317,96.65,5,1.52,6,1.83,37027
37,28,310,297,95.81,10,3.23,3,0.97,37028
37,29,325,314,96.62,7,2.15,4,1.23,37029
37,30,347,340,97.98,2,0.58,5,1.44,37030
37,31,366,349,95.36,6,1.64,11,3.01,37031
37,32,323,313,96.9,7,2.17,3,0.93,37032
37,33,378,366,96.83,8,2.12,4,1.06,37033
37,34,338,333,98.52,5,1.48,0,0.0,37034
37,35,371,362,97.57,3,0.81,6,1.62,37035
37,36,348,344,98.85,0,0.0,4,1.15,37036
37,37,394,382,96.95,6,1.52,6,1.52,37037
37,38,355,344,96.9,8,2.25,3,0.85,37038
37,39,341,323,94.72,10,2.93,8,2.35,37039
37,40,367,355,96.73,3,0.82,9,2.45,37040
37,41,359,340,94.71,14,3.9,5,1.39,37041
38,1,405,341,84.2,52,12.84,12,2.96,38001
38,2,473,309,65.33,153,32.35,11,2.33,38002
38,3,419,315,75.18,93,22.2,11,2.63,38003
38,4,404,304,75.25,90,22.28,10,2.48,38004
38,5,435,305,70.11,112,25.75,18,4.14,38005
38,6,417,306,73.38,103,24.7,8,1.92,38006
38,7,394,286,72.59,95,24.11,13,3.3,38007
38,8,391,295,75.45,85,21.74,11,2.81,38008
38,9,472,327,69.28,123,26.06,22,4.66,38009
38,10,345,271,78.55,61,17.68,13,3.77,38010
38,11,372,292,78.49,69,18.55,11,2.96,38011
38,12,429,277,64.57,143,33.33,9,2.1,38012
38,13,453,326,71.96,113,24.94,14,3.09,38013
38,14,457,353,77.24,88,19.26,16,3.5,38014
38,15,385,308,80.0,65,16.88,12,3.12,38015
38,16,410,311,75.85,89,21.71,10,2.44,38016
38,17,532,370,69.55,147,27.63,15,2.82,38017
38,18,477,348,72.96,114,23.9,15,3.14,38018
38,19,497,386,77.67,99,19.92,12,2.41,38019
38,20,445,310,69.66,116,26.07,19,4.27,38020
38,21,366,293,80.05,63,17.21,10,2.73,38021
38,22,421,344,81.71,65,15.44,12,2.85,38022
38,23,438,363,82.88,67,15.3,8,1.83,38023
38,24,463,333,71.92,117,25.27,13,2.81,38024
38,25,376,298,79.26,66,17.55,12,3.19,38025
38,26,445,345,77.53,90,20.22,10,2.25,38026
38,27,431,329,76.33,87,20.19,15,3.48,38027
38,28,515,354,68.74,147,28.54,14,2.72,38028
38,29,424,336,79.25,71,16.75,17,4.01,38029
38,30,421,321,76.25,88,20.9,12,2.85,38030
38,31,437,355,81.24,68,15.56,14,3.2,38031
38,32,431,338,78.42,82,19.03,11,2.55,38032
