ward,precinct,total,"Alfred M. Swanson, Jr.","Alfred M. Swanson, Jr. Percent",precinct_id
45,42,90,26,28.89,45042
45,43,64,21,32.81,45043
45,44,74,23,31.08,45044
45,45,21,8,38.1,45045
45,46,37,15,40.54,45046
45,47,46,15,32.61,45047
45,48,31,8,25.81,45048
46,1,77,31,40.26,46001
46,2,48,20,41.67,46002
46,3,77,33,42.86,46003
46,4,61,25,40.98,46004
46,5,27,12,44.44,46005
46,6,32,14,43.75,46006
46,7,118,41,34.75,46007
46,8,45,17,37.78,46008
46,9,43,14,32.56,46009
46,10,31,12,38.71,46010
46,11,56,17,30.36,46011
46,12,51,21,41.18,46012
46,13,45,19,42.22,46013
46,14,88,29,32.95,46014
46,15,43,18,41.86,46015
46,16,67,28,41.79,46016
46,17,76,27,35.53,46017
46,18,55,12,21.82,46018
46,19,66,31,46.97,46019
46,20,85,32,37.65,46020
46,21,22,12,54.55,46021
46,22,38,13,34.21,46022
46,23,58,19,32.76,46023
46,24,61,22,36.07,46024
46,25,41,17,41.46,46025
46,26,37,16,43.24,46026
46,27,49,16,32.65,46027
46,28,93,36,38.71,46028
46,29,63,24,38.1,46029
46,30,69,22,31.88,46030
46,31,41,22,53.66,46031
46,32,87,28,32.18,46032
46,33,69,31,44.93,46033
46,34,49,15,30.61,46034
46,35,66,22,33.33,46035
46,36,74,26,35.14,46036
46,37,67,32,47.76,46037
46,38,50,16,32.0,46038
46,39,38,11,28.95,46039
46,40,70,34,48.57,46040
47,1,24,10,41.67,47001
47,2,62,19,30.65,47002
47,3,109,35,32.11,47003
47,4,59,16,27.12,47004
47,5,45,14,31.11,47005
47,6,37,11,29.73,47006
47,7,35,9,25.71,47007
47,8,43,7,16.28,47008
47,9,26,11,42.31,47009
47,10,38,11,28.95,47010
47,11,31,10,32.26,47011
47,12,44,13,29.55,47012
47,13,44,18,40.91,47013
47,14,38,13,34.21,47014
47,15,58,21,36.21,47015
47,16,66,27,40.91,47016
47,17,57,14,24.56,47017
47,18,26,9,34.62,47018
47,19,60,30,50.0,47019
47,20,45,19,42.22,47020
47,21,51,13,25.49,47021
47,22,66,21,31.82,47022
47,23,61,17,27.87,47023
47,24,43,6,13.95,47024
47,25,36,7,19.44,47025
47,26,28,10,35.71,47026
47,27,40,11,27.5,47027
47,28,48,17,35.42,47028
47,29,57,18,31.58,47029
47,30,66,24,36.36,47030
47,31,57,15,26.32,47031
47,32,57,29,50.88,47032
47,33,38,11,28.95,47033
47,34,51,15,29.41,47034
47,35,43,13,30.23,47035
47,36,56,22,39.29,47036
47,37,42,9,21.43,47037
47,38,35,9,25.71,47038
47,39,54,18,33.33,47039
47,40,64,31,48.44,47040
47,41,54,26,48.15,47041
47,42,30,7,23.33,47042
47,43,43,14,32.56,47043
47,44,64,16,25.0,47044
47,45,58,23,39.66,47045
47,46,54,21,38.89,47046
47,47,47,14,29.79,47047
47,48,30,9,30.0,47048
48,1,40,18,45.0,48001
48,2,30,20,66.67,48002
48,3,77,24,31.17,48003
48,4,82,27,32.93,48004
48,5,91,33,36.26,48005
48,6,74,25,33.78,48006
48,7,49,13,26.53,48007
48,8,34,7,20.59,48008
48,9,53,28,52.83,48009
48,10,77,42,54.55,48010
48,11,58,20,34.48,48011
48,12,69,17,24.64,48012
48,13,91,35,38.46,48013
48,14,72,24,33.33,48014
48,15,52,22,42.31,48015
48,16,77,32,41.56,48016
48,17,76,27,35.53,48017
48,18,107,41,38.32,48018
48,19,38,9,23.68,48019
48,20,72,34,47.22,48020
48,21,110,37,33.64,48021
48,22,117,49,41.88,48022
48,23,107,48,44.86,48023
48,24,58,25,43.1,48024
48,25,71,22,30.99,48025
48,26,37,18,48.65,48026
48,27,48,21,43.75,48027
48,28,99,39,39.39,48028
48,29,103,41,39.81,48029
48,30,65,34,52.31,48030
48,31,79,32,40.51,48031
48,32,57,17,29.82,48032
48,33,87,31,35.63,48033
48,34,51,26,50.98,48034
48,35,78,19,24.36,48035
48,36,68,30,44.12,48036
48,37,38,19,50.0,48037
48,38,74,29,39.19,48038
48,39,69,22,31.88,48039
48,40,46,18,39.13,48040
48,41,53,25,47.17,48041
48,42,68,30,44.12,48042
48,43,76,34,44.74,48043
48,44,61,29,47.54,48044
48,45,45,15,33.33,48045
48,46,76,34,44.74,48046
49,1,68,22,32.35,49001
49,2,59,31,52.54,49002
49,3,95,50,52.63,49003
49,4,93,38,40.86,49004
49,5,135,66,48.89,49005
49,6,73,46,63.01,49006
49,7,60,26,43.33,49007
49,8,66,38,57.58,49008
49,9,90,45,50.0,49009
49,10,67,32,47.76,49010
49,11,105,60,57.14,49011
49,12,116,64,55.17,49012
49,13,105,44,41.9,49013
49,14,90,33,36.67,49014
49,15,51,20,39.22,49015
49,16,99,48,48.48,49016
49,17,133,52,39.1,49017
49,18,102,48,47.06,49018
49,19,70,31,44.29,49019
49,20,85,46,54.12,49020
49,21,67,36,53.73,49021
49,22,118,59,50.0,49022
49,23,72,32,44.44,49023
49,24,62,28,45.16,49024
49,25,97,47,48.45,49025
49,26,91,47,51.65,49026
49,27,67,35,52.24,49027
49,28,77,31,40.26,49028
49,29,104,51,49.04,49029
49,30,96,45,46.88,49030
49,31,78,33,42.31,49031
49,32,89,39,43.82,49032
49,33,77,32,41.56,49033
50,1,57,20,35.09,50001
50,2,37,13,35.14,50002
50,3,52,20,38.46,50003
50,4,69,28,40.58,50004
50,5,37,13,35.14,50005
50,6,83,35,42.17,50006
50,7,93,34,36.56,50007
50,8,47,22,46.81,50008
50,9,69,24,34.78,50009
50,10,35,14,40.0,50010
50,11,28,7,25.0,50011
50,12,44,12,27.27,50012
50,13,49,24,48.98,50013
50,14,30,8,26.67,50014
50,15,92,33,35.87,50015
50,16,37,11,29.73,50016
50,17,42,11,26.19,50017
50,18,26,1,3.85,50018
50,19,48,20,41.67,50019
50,20,60,21,35.0,50020
50,21,52,19,36.54,50021
50,22,28,13,46.43,50022
50,23,31,12,38.71,50023
50,24,44,17,38.64,50024
50,25,45,16,35.56,50025
50,26,60,21,35.0,50026
50,27,21,9,42.86,50027
50,28,97,31,31.96,50028
50,29,32,12,37.5,50029
50,30,34,15,44.12,50030
50,31,48,20,41.67,50031
50,32,38,23,60.53,50032
50,33,41,11,26.83,50033
50,34,93,29,31.18,50034
50,35,82,31,37.8,50035
50,36,64,26,40.63,50036
50,37,79,21,26.58,50037
50,38,55,24,43.64,50038
50,39,41,15,36.59,50039
50,40,42,13,30.95,50040
