ward,precinct,total,Tio Hardiman & Brunell Donald,Tio Hardiman & Brunell Donald Percent,Pat Quinn & Paul Vallas,Pat Quinn & Paul Vallas Percent,precinct_id
32,34,30,5,16.67,25,83.33,32034
32,35,35,3,8.57,32,91.43,32035
32,36,40,4,10.0,36,90.0,32036
32,37,28,5,17.86,23,82.14,32037
32,38,29,4,13.79,25,86.21,32038
32,39,42,3,7.14,39,92.86,32039
32,40,35,7,20.0,28,80.0,32040
32,41,41,9,21.95,32,78.05,32041
32,42,30,9,30.0,21,70.0,32042
32,43,98,13,13.27,85,86.73,32043
33,1,102,22,21.57,80,78.43,33001
33,2,64,13,20.31,51,79.69,33002
33,3,88,15,17.05,73,82.95,33003
33,4,104,22,21.15,82,78.85,33004
33,5,56,13,23.21,43,76.79,33005
33,6,120,26,21.67,94,78.33,33006
33,7,93,16,17.2,77,82.8,33007
33,8,87,8,9.2,79,90.8,33008
33,9,113,25,22.12,88,77.88,33009
33,10,72,18,25.0,54,75.0,33010
33,11,107,17,15.89,90,84.11,33011
33,12,130,29,22.31,101,77.69,33012
33,13,81,19,23.46,62,76.54,33013
33,14,47,9,19.15,38,80.85,33014
33,15,113,23,20.35,90,79.65,33015
33,16,158,43,27.22,115,72.78,33016
33,17,111,30,27.03,81,72.97,33017
33,18,78,17,21.79,61,78.21,33018
33,19,91,25,27.47,66,72.53,33019
33,20,108,32,29.63,76,70.37,33020
33,21,106,33,31.13,73,68.87,33021
33,22,170,41,24.12,129,75.88,33022
33,23,76,18,23.68,58,76.32,33023
33,24,116,15,12.93,101,87.07,33024
33,25,123,28,22.76,95,77.24,33025
33,26,68,14,20.59,54,79.41,33026
33,27,63,12,19.05,51,80.95,33027
33,28,90,11,12.22,79,87.78,33028
34,1,163,27,16.56,136,83.44,34001
34,2,163,18,11.04,145,88.96,34002
34,3,112,16,14.29,96,85.71,34003
34,4,83,13,15.66,70,84.34,34004
34,5,100,21,21.0,79,79.0,34005
34,6,159,30,18.87,129,81.13,34006
34,7,148,25,16.89,123,83.11,34007
34,8,90,24,26.67,66,73.33,34008
34,9,65,17,26.15,48,73.85,34009
34,10,154,39,25.32,115,74.68,34010
34,11,69,19,27.54,50,72.46,34011
34,12,126,26,20.63,100,79.37,34012
34,13,140,40,28.57,100,71.43,34013
34,14,83,20,24.1,63,75.9,34014
34,15,59,13,22.03,46,77.97,34015
34,16,80,26,32.5,54,67.5,34016
34,17,127,28,22.05,99,77.95,34017
34,18,79,14,17.72,65,82.28,34018
34,19,96,34,35.42,62,64.58,34019
34,20,177,33,18.64,144,81.36,34020
34,21,181,32,17.68,149,82.32,34021
34,22,126,29,23.02,97,76.98,34022
34,23,101,24,23.76,77,76.24,34023
34,24,97,21,21.65,76,78.35,34024
34,25,149,30,20.13,119,79.87,34025
34,26,113,27,23.89,86,76.11,34026
34,27,94,24,25.53,70,74.47,34027
34,28,66,13,19.7,53,80.3,34028
34,29,68,16,23.53,52,76.47,34029
34,30,140,25,17.86,115,82.14,34030
34,31,112,31,27.68,81,72.32,34031
34,32,107,32,29.91,75,70.09,34032
34,33,92,20,21.74,72,78.26,34033
34,34,136,20,14.71,116,85.29,34034
34,35,90,22,24.44,68,75.56,34035
34,36,142,30,21.13,112,78.87,34036
34,37,47,10,21.28,37,78.72,34037
34,38,66,15,22.73,51,77.27,34038
34,39,66,18,27.27,48,72.73,34039
34,40,129,26,20.16,103,79.84,34040
34,41,87,26,29.89,61,70.11,34041
34,42,133,19,14.29,114,85.71,34042
34,43,139,27,19.42,112,80.58,34043
34,44,131,21,16.03,110,83.97,34044
34,45,137,35,25.55,102,74.45,34045
34,46,103,13,12.62,90,87.38,34046
34,47,75,9,12.0,66,88.0,34047
34,48,147,23,15.65,124,84.35,34048
34,49,122,32,26.23,90,73.77,34049
34,50,91,22,24.18,69,75.82,34050
34,51,139,23,16.55,116,83.45,34051
34,52,133,15,11.28,118,88.72,34052
34,53,59,16,27.12,43,72.88,34053
35,1,70,9,12.86,61,87.14,35001
35,2,108,26,24.07,82,75.93,35002
35,3,58,14,24.14,44,75.86,35003
35,4,92,21,22.83,71,77.17,35004
35,5,59,18,30.51,41,69.49,35005
35,6,59,17,28.81,42,71.19,35006
35,7,58,15,25.86,43,74.14,35007
35,8,60,23,38.33,37,61.67,35008
35,9,73,20,27.4,53,72.6,35009
35,10,145,28,19.31,117,80.69,35010
35,11,78,15,19.23,63,80.77,35011
35,12,42,13,30.95,29,69.05,35012
35,13,54,9,16.67,45,83.33,35013
35,14,47,15,31.91,32,68.09,35014
35,15,112,28,25.0,84,75.0,35015
35,16,58,12,20.69,46,79.31,35016
35,17,105,24,22.86,81,77.14,35017
35,18,54,13,24.07,41,75.93,35018
35,19,44,12,27.27,32,72.73,35019
35,20,61,7,11.48,54,88.52,35020
35,21,61,11,18.03,50,81.97,35021
35,22,70,15,21.43,55,78.57,35022
35,23,101,21,20.79,80,79.21,35023
35,24,76,21,27.63,55,72.37,35024
35,25,114,20,17.54,94,82.46,35025
35,26,59,18,30.51,41,69.49,35026
35,27,69,20,28.99,49,71.01,35027
35,28,118,21,17.8,97,82.2,35028
35,29,42,3,7.14,39,92.86,35029
35,30,67,13,19.4,54,80.6,35030
35,31,83,23,27.71,60,72.29,35031
36,1,67,28,41.79,39,58.21,36001
36,2,43,15,34.88,28,65.12,36002
36,3,73,17,23.29,56,76.71,36003
36,4,57,11,19.3,46,80.7,36004
36,5,78,22,28.21,56,71.79,36005
36,6,47,8,17.02,39,82.98,36006
36,7,60,17,28.33,43,71.67,36007
36,8,53,9,16.98,44,83.02,36008
36,9,55,13,23.64,42,76.36,36009
36,10,76,20,26.32,56,73.68,36010
36,11,42,7,16.67,35,83.33,36011
36,12,34,5,14.71,29,85.29,36012
36,13,27,4,14.81,23,85.19,36013
36,14,111,35,31.53,76,68.47,36014
36,15,46,14,30.43,32,69.57,36015
36,16,135,40,29.63,95,70.37,36016
36,17,149,41,27.52,108,72.48,36017
36,18,104,26,25.0,78,75.0,36018
36,19,68,19,27.94,49,72.06,36019
36,20,110,34,30.91,76,69.09,36020
36,21,43,7,16.28,36,83.72,36021
36,22,30,3,10.0,27,90.0,36022
36,23,46,13,28.26,33,71.74,36023
36,24,60,20,33.33,40,66.67,36024
36,25,39,3,7.69,36,92.31,36025
36,26,54,15,27.78,39,72.22,36026
36,27,66,15,22.73,51,77.27,36027
36,28,67,21,31.34,46,68.66,36028
36,29,80,19,23.75,61,76.25,36029
36,30,57,14,24.56,43,75.44,36030
37,1,53,18,33.96,35,66.04,37001
37,2,57,11,19.3,46,80.7,37002
37,3,61,23,37.7,38,62.3,37003
37,4,78,26,33.33,52,66.67,37004
37,5,124,32,25.81,92,74.19,37005
37,6,121,32,26.45,89,73.55,37006
37,7,72,13,18.06,59,81.94,37007
37,8,70,19,27.14,51,72.86,37008
37,9,86,22,25.58,64,74.42,37009
37,10,100,25,25.0,75,75.0,37010
37,11,52,17,32.69,35,67.31,37011
37,12,41,13,31.71,28,68.29,37012
37,13,82,20,24.39,62,75.61,37013
37,14,95,37,38.95,58,61.05,37014
37,15,123,57,46.34,66,53.66,37015
37,16,107,26,24.3,81,75.7,37016
37,17,87,24,27.59,63,72.41,37017
37,18,121,32,26.45,89,73.55,37018
37,19,72,22,30.56,50,69.44,37019
37,20,71,24,33.8,47,66.2,37020
37,21,80,19,23.75,61,76.25,37021
37,22,72,15,20.83,57,79.17,37022
37,23,111,19,17.12,92,82.88,37023
37,24,92,21,22.83,71,77.17,37024
37,25,100,17,17.0,83,83.0,37025
37,26,119,34,28.57,85,71.43,37026
37,27,114,36,31.58,78,68.42,37027
37,28,81,22,27.16,59,72.84,37028
37,29,94,42,44.68,52,55.32,37029
37,30,97,22,22.68,75,77.32,37030
37,31,107,32,29.91,75,70.09,37031
37,32,106,25,23.58,81,76.42,37032
37,33,152,38,25.0,114,75.0,37033
37,34,94,29,30.85,65,69.15,37034
37,35,120,27,22.5,93,77.5,37035
37,36,91,21,23.08,70,76.92,37036
37,37,101,20,19.8,81,80.2,37037
37,38,115,27,23.48,88,76.52,37038
37,39,88,29,32.95,59,67.05,37039
37,40,134,30,22.39,104,77.61,37040
37,41,99,25,25.25,74,74.75,37041
38,1,48,11,22.92,37,77.08,38001
38,2,68,11,16.18,57,83.82,38002
38,3,37,11,29.73,26,70.27,38003
38,4,88,21,23.86,67,76.14,38004
38,5,70,17,24.29,53,75.71,38005
38,6,65,19,29.23,46,70.77,38006
38,7,79,19,24.05,60,75.95,38007
38,8,54,13,24.07,41,75.93,38008
38,9,79,16,20.25,63,79.75,38009
38,10,44,7,15.91,37,84.09,38010
38,11,57,13,22.81,44,77.19,38011
38,12,90,27,30.0,63,70.0,38012
38,13,76,24,31.58,52,68.42,38013
38,14,82,20,24.39,62,75.61,38014
38,15,37,8,21.62,29,78.38,38015
38,16,55,13,23.64,42,76.36,38016
38,17,79,28,35.44,51,64.56,38017
38,18,61,14,22.95,47,77.05,38018
38,19,74,18,24.32,56,75.68,38019
38,20,60,19,31.67,41,68.33,38020
38,21,36,6,16.67,30,83.33,38021
38,22,63,15,23.81,48,76.19,38022
38,23,153,49,32.03,104,67.97,38023
38,24,64,13,20.31,51,79.69,38024
38,25,46,14,30.43,32,69.57,38025
38,26,73,12,16.44,61,83.56,38026
38,27,55,12,21.82,43,78.18,38027
38,28,75,16,21.33,59,78.67,38028
38,29,54,14,25.93,40,74.07,38029
38,30,54,12,22.22,42,77.78,38030
38,31,68,16,23.53,52,76.47,38031
38,32,63,9,14.29,54,85.71,38032
38,33,73,17,23.29,56,76.71,38033
38,34,114,28,24.56,86,75.44,38034
38,35,118,23,19.49,95,80.51,38035
38,36,50,9,18.0,41,82.0,38036
38,37,62,15,24.19,47,75.81,38037
38,38,54,11,20.37,43,79.63,38038
38,39,100,22,22.0,78,78.0,38039
38,40,61,10,16.39,51,83.61,38040
38,41,85,14,16.47,71,83.53,38041
39,1,65,13,20.0,52,80.0,39001
39,2,106,24,22.64,82,77.36,39002
39,3,70,17,24.29,53,75.71,39003
39,4,72,15,20.83,57,79.17,39004
39,5,51,9,17.65,42,82.35,39005
39,6,53,13,24.53,40,75.47,39006
39,7,63,8,12.7,55,87.3,39007
39,8,84,12,14.29,72,85.71,39008
39,9,78,10,12.82,68,87.18,39009
39,10,25,7,28.0,18,72.0,39010
39,11,77,17,22.08,60,77.92,39011
39,12,68,16,23.53,52,76.47,39012
39,13,57,11,19.3,46,80.7,39013
39,14,41,5,12.2,36,87.8,39014
39,15,70,25,35.71,45,64.29,39015
39,16,39,8,20.51,31,79.49,39016
39,17,72,11,15.28,61,84.72,39017
39,18,53,9,16.98,44,83.02,39018
39,19,77,13,16.88,64,83.12,39019
39,20,83,20,24.1,63,75.9,39020
39,21,53,13,24.53,40,75.47,39021
39,22,37,7,18.92,30,81.08,39022
39,23,63,12,19.05,51,80.95,39023
39,24,81,11,13.58,70,86.42,39024
39,25,55,7,12.73,48,87.27,39025
39,26,60,11,18.33,49,81.67,39026
39,27,36,8,22.22,28,77.78,39027
39,28,123,20,16.26,103,83.74,39028
39,29,56,11,19.64,45,80.36,39029
39,30,65,17,26.15,48,73.85,39030
39,31,69,18,26.09,51,73.91,39031
39,32,78,15,19.23,63,80.77,39032
39,33,59,14,23.73,45,76.27,39033
39,34,90,21,23.33,69,76.67,39034
39,35,64,13,20.31,51,79.69,39035
39,36,37,7,18.92,30,81.08,39036
39,37,97,15,15.46,82,84.54,39037
39,38,43,3,6.98,40,93.02,39038
39,39,20,3,15.0,17,85.0,39039
39,40,57,10,17.54,47,82.46,39040
39,41,67,18,26.87,49,73.13,39041
39,42,103,22,21.36,81,78.64,39042
39,43,75,10,13.33,65,86.67,39043
39,44,55,11,20.0,44,80.0,39044
39,45,82,19,23.17,63,76.83,39045
40,1,47,11,23.4,36,76.6,40001
40,2,58,10,17.24,48,82.76,40002
40,3,50,6,12.0,44,88.0,40003
40,4,49,7,14.29,42,85.71,40004
40,5,88,12,13.64,76,86.36,40005
40,6,58,11,18.97,47,81.03,40006
40,7,84,13,15.48,71,84.52,40007
40,8,44,8,18.18,36,81.82,40008
40,9,83,20,24.1,63,75.9,40009
40,10,66,11,16.67,55,83.33,40010
40,11,100,11,11.0,89,89.0,40011
40,12,33,4,12.12,29,87.88,40012
40,13,56,4,7.14,52,92.86,40013
40,14,56,10,17.86,46,82.14,40014
40,15,61,7,11.48,54,88.52,40015
40,16,59,11,18.64,48,81.36,40016
40,17,64,8,12.5,56,87.5,40017
40,18,44,7,15.91,37,84.09,40018
40,19,100,14,14.0,86,86.0,40019
40,20,69,18,26.09,51,73.91,40020
40,21,53,10,18.87,43,81.13,40021
40,22,47,2,4.26,45,95.74,40022
40,23,85,17,20.0,68,80.0,40023
40,24,60,9,15.0,51,85.0,40024
40,25,68,11,16.18,57,83.82,40025
40,26,65,4,6.15,61,93.85,40026
40,27,97,24,24.74,73,75.26,40027
40,28,74,12,16.22,62,83.78,40028
40,29,102,13,12.75,89,87.25,40029
40,30,101,12,11.88,89,88.12,40030
40,31,60,11,18.33,49,81.67,40031
40,32,56,4,7.14,52,92.86,40032
40,33,53,5,9.43,48,90.57,40033
40,34,75,8,10.67,67,89.33,40034
40,35,58,14,24.14,44,75.86,40035
40,36,51,9,17.65,42,82.35,40036
40,37,71,7,9.86,64,90.14,40037
40,38,66,14,21.21,52,78.79,40038
40,39,16,4,25.0,12,75.0,40039
41,1,60,11,18.33,49,81.67,41001
41,2,99,15,15.15,84,84.85,41002
41,3,63,9,14.29,54,85.71,41003
41,4,96,13,13.54,83,86.46,41004
41,5,87,19,21.84,68,78.16,41005
41,6,89,21,23.6,68,76.4,41006
41,7,75,20,26.67,55,73.33,41007
41,8,60,18,30.0,42,70.0,41008
41,9,72,10,13.89,62,86.11,41009
41,10,82,12,14.63,70,85.37,41010
41,11,76,24,31.58,52,68.42,41011
41,12,86,15,17.44,71,82.56,41012
41,13,57,11,19.3,46,80.7,41013
41,14,79,15,18.99,64,81.01,41014
41,15,89,22,24.72,67,75.28,41015
41,16,87,20,22.99,67,77.01,41016
41,17,97,22,22.68,75,77.32,41017
41,18,51,8,15.69,43,84.31,41018
41,19,87,13,14.94,74,85.06,41019
41,20,99,25,25.25,74,74.75,41020
41,21,83,16,19.28,67,80.72,41021
41,22,85,18,21.18,67,78.82,41022
41,23,71,11,15.49,60,84.51,41023
41,24,68,13,19.12,55,80.88,41024
41,25,37,17,45.95,20,54.05,41025
41,26,83,21,25.3,62,74.7,41026
41,27,55,22,40.0,33,60.0,41027
41,28,57,13,22.81,44,77.19,41028
41,29,39,8,20.51,31,79.49,41029
41,30,71,10,14.08,61,85.92,41030
41,31,121,19,15.7,102,84.3,41031
41,32,61,12,19.67,49,80.33,41032
41,33,60,11,18.33,49,81.67,41033
41,34,72,13,18.06,59,81.94,41034
41,35,88,17,19.32,71,80.68,41035
41,36,63,13,20.63,50,79.37,41036
41,37,68,12,17.65,56,82.35,41037
41,38,59,12,20.34,47,79.66,41038
41,39,85,15,17.65,70,82.35,41039
41,40,78,19,24.36,59,75.64,41040
41,41,60,13,21.67,47,78.33,41041
41,42,66,11,16.67,55,83.33,41042
41,43,73,20,27.4,53,72.6,41043
41,44,78,19,24.36,59,75.64,41044
41,45,62,12,19.35,50,80.65,41045
41,46,109,16,14.68,93,85.32,41046
41,47,88,15,17.05,73,82.95,41047
42,1,94,9,9.57,85,90.43,42001
42,2,42,8,19.05,34,80.95,42002
42,3,34,5,14.71,29,85.29,42003
42,4,63,11,17.46,52,82.54,42004
42,5,22,3,13.64,19,86.36,42005
42,6,157,17,10.83,140,89.17,42006
42,7,68,7,10.29,61,89.71,42007
42,8,88,6,6.82,82,93.18,42008
42,9,58,8,13.79,50,86.21,42009
42,10,36,3,8.33,33,91.67,42010
42,11,73,10,13.7,63,86.3,42011
42,12,33,6,18.18,27,81.82,42012
42,13,132,19,14.39,113,85.61,42013
42,14,29,2,6.9,27,93.1,42014
42,15,16,1,6.25,15,93.75,42015
42,16,48,8,16.67,40,83.33,42016
42,17,34,5,14.71,29,85.29,42017
42,18,42,10,23.81,32,76.19,42018
42,19,68,7,10.29,61,89.71,42019
42,20,22,3,13.64,19,86.36,42020
42,21,24,4,16.67,20,83.33,42021
42,22,23,2,8.7,21,91.3,42022
42,23,24,7,29.17,17,70.83,42023
42,24,62,7,11.29,55,88.71,42024
42,25,57,12,21.05,45,78.95,42025
42,26,56,4,7.14,52,92.86,42026
42,27,52,4,7.69,48,92.31,42027
42,28,108,20,18.52,88,81.48,42028
42,29,34,4,11.76,30,88.24,42029
42,30,82,7,8.54,75,91.46,42030
42,31,47,3,6.38,44,93.62,42031
42,32,24,6,25.0,18,75.0,42032
42,33,39,7,17.95,32,82.05,42033
42,34,57,5,8.77,52,91.23,42034
42,35,98,13,13.27,85,86.73,42035
42,36,34,3,8.82,31,91.18,42036
42,37,14,0,0.0,14,100.0,42037
42,38,23,4,17.39,19,82.61,42038
42,39,29,5,17.24,24,82.76,42039
42,40,28,5,17.86,23,82.14,42040
42,41,36,5,13.89,31,86.11,42041
42,42,36,4,11.11,32,88.89,42042
43,1,39,7,17.95,32,82.05,43001
43,2,37,3,8.11,34,91.89,43002
43,3,39,5,12.82,34,87.18,43003
43,4,33,2,6.06,31,93.94,43004
43,5,35,3,8.57,32,91.43,43005
43,6,25,4,16.0,21,84.0,43006
43,7,73,15,20.55,58,79.45,43007
43,8,44,5,11.36,39,88.64,43008
43,9,79,9,11.39,70,88.61,43009
43,10,41,2,4.88,39,95.12,43010
43,11,39,5,12.82,34,87.18,43011
43,12,25,5,20.0,20,80.0,43012
43,13,82,16,19.51,66,80.49,43013
43,14,42,4,9.52,38,90.48,43014
43,15,49,3,6.12,46,93.88,43015
43,16,42,4,9.52,38,90.48,43016
43,17,34,5,14.71,29,85.29,43017
43,18,41,5,12.2,36,87.8,43018
43,19,49,4,8.16,45,91.84,43019
43,20,64,10,15.63,54,84.38,43020
43,21,49,5,10.2,44,89.8,43021
43,22,37,8,21.62,29,78.38,43022
43,23,31,4,12.9,27,87.1,43023
43,24,49,5,10.2,44,89.8,43024
43,25,71,8,11.27,63,88.73,43025
43,26,54,5,9.26,49,90.74,43026
43,27,48,14,29.17,34,70.83,43027
43,28,53,4,7.55,49,92.45,43028
43,29,49,11,22.45,38,77.55,43029
43,30,47,2,4.26,45,95.74,43030
43,31,85,16,18.82,69,81.18,43031
43,32,62,8,12.9,54,87.1,43032
43,33,77,11,14.29,66,85.71,43033
43,34,69,8,11.59,61,88.41,43034
43,35,91,14,15.38,77,84.62,43035
43,36,19,4,21.05,15,78.95,43036
43,37,38,4,10.53,34,89.47,43037
43,38,46,4,8.7,42,91.3,43038
43,39,39,5,12.82,34,87.18,43039
43,40,29,8,27.59,21,72.41,43040
43,41,76,2,2.63,74,97.37,43041
43,42,39,9,23.08,30,76.92,43042
43,43,64,7,10.94,57,89.06,43043
43,44,63,6,9.52,57,90.48,43044
43,45,42,4,9.52,38,90.48,43045
43,46,20,1,5.0,19,95.0,43046
44,1,97,6,6.19,91,93.81,44001
44,2,43,6,13.95,37,86.05,44002
44,3,78,12,15.38,66,84.62,44003
44,4,100,7,7.0,93,93.0,44004
44,5,49,6,12.24,43,87.76,44005
44,6,39,4,10.26,35,89.74,44006
44,7,58,9,15.52,49,84.48,44007
44,8,65,6,9.23,59,90.77,44008
44,9,22,3,13.64,19,86.36,44009
44,10,22,3,13.64,19,86.36,44010
44,11,40,6,15.0,34,85.0,44011
44,12,59,7,11.86,52,88.14,44012
44,13,15,3,20.0,12,80.0,44013
44,14,28,6,21.43,22,78.57,44014
44,15,55,6,10.91,49,89.09,44015
44,16,46,6,13.04,40,86.96,44016
44,17,76,12,15.79,64,84.21,44017
44,18,40,6,15.0,34,85.0,44018
44,19,60,9,15.0,51,85.0,44019
44,20,19,4,21.05,15,78.95,44020
44,21,33,4,12.12,29,87.88,44021
44,22,74,8,10.81,66,89.19,44022
44,23,30,4,13.33,26,86.67,44023
44,24,74,7,9.46,67,90.54,44024
44,25,29,2,6.9,27,93.1,44025
44,26,42,3,7.14,39,92.86,44026
44,27,48,4,8.33,44,91.67,44027
44,28,55,8,14.55,47,85.45,44028
44,29,36,5,13.89,31,86.11,44029
44,30,43,8,18.6,35,81.4,44030
44,31,32,5,15.63,27,84.38,44031
44,32,47,9,19.15,38,80.85,44032
44,33,40,3,7.5,37,92.5,44033
44,34,90,8,8.89,82,91.11,44034
44,35,108,9,8.33,99,91.67,44035
44,36,26,3,11.54,23,88.46,44036
44,37,62,6,9.68,56,90.32,44037
44,38,25,3,12.0,22,88.0,44038
44,39,24,3,12.5,21,87.5,44039
44,40,35,2,5.71,33,94.29,44040
44,41,75,10,13.33,65,86.67,44041
45,1,68,12,17.65,56,82.35,45001
45,2,93,17,18.28,76,81.72,45002
45,3,95,21,22.11,74,77.89,45003
45,4,122,21,17.21,101,82.79,45004
45,5,124,15,12.1,109,87.9,45005
45,6,130,24,18.46,106,81.54,45006
45,7,134,32,23.88,102,76.12,45007
45,8,109,29,26.61,80,73.39,45008
45,9,140,35,25.0,105,75.0,45009
45,10,127,28,22.05,99,77.95,45010
45,11,112,26,23.21,86,76.79,45011
45,12,79,15,18.99,64,81.01,45012
45,13,61,14,22.95,47,77.05,45013
45,14,90,19,21.11,71,78.89,45014
45,15,113,30,26.55,83,73.45,45015
45,16,69,14,20.29,55,79.71,45016
45,17,80,13,16.25,67,83.75,45017
45,18,78,18,23.08,60,76.92,45018
45,19,34,8,23.53,26,76.47,45019
45,20,48,11,22.92,37,77.08,45020
45,21,64,14,21.88,50,78.13,45021
45,22,71,13,18.31,58,81.69,45022
45,23,71,12,16.9,59,83.1,45023
45,24,55,15,27.27,40,72.73,45024
45,25,50,13,26.0,37,74.0,45025
45,26,41,7,17.07,34,82.93,45026
45,27,62,7,11.29,55,88.71,45027
45,28,44,11,25.0,33,75.0,45028
45,29,44,12,27.27,32,72.73,45029
45,30,54,12,22.22,42,77.78,45030
45,31,63,14,22.22,49,77.78,45031
45,32,50,11,22.0,39,78.0,45032
45,33,44,7,15.91,37,84.09,45033
45,34,65,16,24.62,49,75.38,45034
45,35,70,13,18.57,57,81.43,45035
45,36,81,20,24.69,61,75.31,45036
45,37,61,11,18.03,50,81.97,45037
45,38,45,11,24.44,34,75.56,45038
45,39,64,16,25.0,48,75.0,45039
45,40,61,17,27.87,44,72.13,45040
45,41,53,10,18.87,43,81.13,45041
45,42,90,27,30.0,63,70.0,45042
45,43,75,15,20.0,60,80.0,45043
45,44,82,17,20.73,65,79.27,45044
45,45,26,3,11.54,23,88.46,45045
45,46,40,6,15.0,34,85.0,45046
45,47,51,15,29.41,36,70.59,45047
45,48,34,9,26.47,25,73.53,45048
46,1,92,27,29.35,65,70.65,46001
46,2,61,13,21.31,48,78.69,46002
46,3,90,9,10.0,81,90.0,46003
46,4,67,8,11.94,59,88.06,46004
46,5,30,4,13.33,26,86.67,46005
46,6,44,11,25.0,33,75.0,46006
46,7,141,15,10.64,126,89.36,46007
46,8,48,7,14.58,41,85.42,46008
46,9,43,4,9.3,39,90.7,46009
46,10,33,6,18.18,27,81.82,46010
46,11,56,11,19.64,45,80.36,46011
46,12,61,12,19.67,49,80.33,46012
46,13,50,3,6.0,47,94.0,46013
46,14,110,27,24.55,83,75.45,46014
46,15,46,2,4.35,44,95.65,46015
46,16,72,11,15.28,61,84.72,46016
46,17,84,8,9.52,76,90.48,46017
46,18,64,13,20.31,51,79.69,46018
46,19,74,10,13.51,64,86.49,46019
46,20,96,21,21.88,75,78.13,46020
46,21,31,2,6.45,29,93.55,46021
46,22,59,15,25.42,44,74.58,46022
46,23,69,13,18.84,56,81.16,46023
46,24,67,1,1.49,66,98.51,46024
46,25,50,9,18.0,41,82.0,46025
46,26,42,5,11.9,37,88.1,46026
46,27,70,5,7.14,65,92.86,46027
46,28,106,7,6.6,99,93.4,46028
46,29,72,12,16.67,60,83.33,46029
46,30,78,12,15.38,66,84.62,46030
46,31,52,5,9.62,47,90.38,46031
46,32,91,21,23.08,70,76.92,46032
46,33,75,6,8.0,69,92.0,46033
46,34,61,9,14.75,52,85.25,46034
46,35,82,12,14.63,70,85.37,46035
46,36,84,12,14.29,72,85.71,46036
46,37,71,11,15.49,60,84.51,46037
46,38,59,10,16.95,49,83.05,46038
46,39,44,7,15.91,37,84.09,46039
46,40,80,9,11.25,71,88.75,46040
47,1,28,4,14.29,24,85.71,47001
47,2,76,9,11.84,67,88.16,47002
47,3,116,23,19.83,93,80.17,47003
47,4,64,12,18.75,52,81.25,47004
47,5,54,5,9.26,49,90.74,47005
47,6,44,10,22.73,34,77.27,47006
47,7,41,9,21.95,32,78.05,47007
47,8,51,12,23.53,39,76.47,47008
47,9,29,4,13.79,25,86.21,47009
47,10,44,6,13.64,38,86.36,47010
47,11,38,9,23.68,29,76.32,47011
47,12,48,7,14.58,41,85.42,47012
47,13,51,12,23.53,39,76.47,47013
47,14,40,4,10.0,36,90.0,47014
47,15,70,14,20.0,56,80.0,47015
47,16,68,5,7.35,63,92.65,47016
47,17,65,12,18.46,53,81.54,47017
47,18,33,2,6.06,31,93.94,47018
47,19,64,5,7.81,59,92.19,47019
47,20,53,6,11.32,47,88.68,47020
47,21,56,8,14.29,48,85.71,47021
47,22,75,11,14.67,64,85.33,47022
47,23,73,14,19.18,59,80.82,47023
47,24,52,6,11.54,46,88.46,47024
47,25,39,11,28.21,28,71.79,47025
47,26,31,5,16.13,26,83.87,47026
47,27,46,10,21.74,36,78.26,47027
47,28,55,10,18.18,45,81.82,47028
47,29,62,14,22.58,48,77.42,47029
47,30,71,21,29.58,50,70.42,47030
47,31,59,10,16.95,49,83.05,47031
47,32,61,7,11.48,54,88.52,47032
47,33,38,5,13.16,33,86.84,47033
47,34,63,9,14.29,54,85.71,47034
47,35,56,8,14.29,48,85.71,47035
47,36,57,9,15.79,48,84.21,47036
47,37,48,7,14.58,41,85.42,47037
47,38,40,5,12.5,35,87.5,47038
47,39,68,11,16.18,57,83.82,47039
47,40,70,8,11.43,62,88.57,47040
47,41,63,8,12.7,55,87.3,47041
47,42,41,4,9.76,37,90.24,47042
47,43,47,7,14.89,40,85.11,47043
47,44,74,13,17.57,61,82.43,47044
47,45,66,7,10.61,59,89.39,47045
47,46,57,14,24.56,43,75.44,47046
47,47,57,9,15.79,48,84.21,47047
47,48,37,9,24.32,28,75.68,47048
48,1,46,9,19.57,37,80.43,48001
48,2,32,4,12.5,28,87.5,48002
48,3,88,12,13.64,76,86.36,48003
48,4,103,15,14.56,88,85.44,48004
48,5,98,8,8.16,90,91.84,48005
48,6,83,14,16.87,69,83.13,48006
48,7,56,5,8.93,51,91.07,48007
48,8,37,4,10.81,33,89.19,48008
48,9,63,9,14.29,54,85.71,48009
48,10,82,3,3.66,79,96.34,48010
48,11,68,5,7.35,63,92.65,48011
48,12,76,11,14.47,65,85.53,48012
48,13,103,11,10.68,92,89.32,48013
48,14,82,9,10.98,73,89.02,48014
48,15,55,7,12.73,48,87.27,48015
48,16,84,9,10.71,75,89.29,48016
48,17,87,22,25.29,65,74.71,48017
48,18,115,19,16.52,96,83.48,48018
48,19,41,3,7.32,38,92.68,48019
48,20,79,9,11.39,70,88.61,48020
48,21,123,20,16.26,103,83.74,48021
48,22,130,20,15.38,110,84.62,48022
48,23,119,14,11.76,105,88.24,48023
48,24,64,5,7.81,59,92.19,48024
48,25,79,7,8.86,72,91.14,48025
48,26,41,1,2.44,40,97.56,48026
48,27,55,5,9.09,50,90.91,48027
48,28,121,23,19.01,98,80.99,48028
48,29,116,14,12.07,102,87.93,48029
48,30,73,8,10.96,65,89.04,48030
48,31,86,11,12.79,75,87.21,48031
48,32,61,11,18.03,50,81.97,48032
