ward,precinct,total,Shelly A. Harris,Shelly A. Harris Percent,Susan Kennedy Sullivan,Susan Kennedy Sullivan Percent,Freddrenna M. Lyle,Freddrenna M. Lyle Percent,precinct_id
26,1,24,12,50.0,8,33.33,4,16.67,26001
26,2,52,25,48.08,17,32.69,10,19.23,26002
26,3,38,17,44.74,16,42.11,5,13.16,26003
26,4,43,15,34.88,20,46.51,8,18.6,26004
26,5,38,21,55.26,14,36.84,3,7.89,26005
26,6,37,16,43.24,18,48.65,3,8.11,26006
26,7,46,18,39.13,17,36.96,11,23.91,26007
26,8,22,6,27.27,12,54.55,4,18.18,26008
26,9,52,25,48.08,20,38.46,7,13.46,26009
26,10,45,15,33.33,19,42.22,11,24.44,26010
26,11,45,19,42.22,20,44.44,6,13.33,26011
26,12,48,18,37.5,25,52.08,5,10.42,26012
26,13,51,23,45.1,22,43.14,6,11.76,26013
26,14,31,13,41.94,15,48.39,3,9.68,26014
26,15,23,12,52.17,7,30.43,4,17.39,26015
26,16,20,8,40.0,8,40.0,4,20.0,26016
26,17,28,13,46.43,7,25.0,8,28.57,26017
26,18,52,25,48.08,21,40.38,6,11.54,26018
26,19,27,15,55.56,9,33.33,3,11.11,26019
26,20,28,6,21.43,14,50.0,8,28.57,26020
26,21,61,23,37.7,22,36.07,16,26.23,26021
26,22,32,15,46.88,14,43.75,3,9.38,26022
26,23,41,11,26.83,23,56.1,7,17.07,26023
26,24,55,22,40.0,25,45.45,8,14.55,26024
26,25,41,15,36.59,21,51.22,5,12.2,26025
26,26,21,6,28.57,9,42.86,6,28.57,26026
26,27,41,25,60.98,12,29.27,4,9.76,26027
26,28,49,21,42.86,17,34.69,11,22.45,26028
26,29,33,15,45.45,11,33.33,7,21.21,26029
26,30,24,13,54.17,9,37.5,2,8.33,26030
26,31,28,18,64.29,7,25.0,3,10.71,26031
26,32,30,11,36.67,11,36.67,8,26.67,26032
26,33,32,12,37.5,15,46.88,5,15.63,26033
26,34,78,28,35.9,36,46.15,14,17.95,26034
26,35,45,15,33.33,22,48.89,8,17.78,26035
26,36,28,14,50.0,9,32.14,5,17.86,26036
26,37,39,19,48.72,15,38.46,5,12.82,26037
26,38,33,17,51.52,12,36.36,4,12.12,26038
26,39,35,14,40.0,14,40.0,7,20.0,26039
26,40,20,7,35.0,9,45.0,4,20.0,26040
26,41,46,22,47.83,15,32.61,9,19.57,26041
26,42,29,8,27.59,17,58.62,4,13.79,26042
26,43,34,13,38.24,15,44.12,6,17.65,26043
26,44,22,8,36.36,9,40.91,5,22.73,26044
26,45,23,13,56.52,7,30.43,3,13.04,26045
26,46,15,6,40.0,9,60.0,0,0.0,26046
26,47,23,10,43.48,10,43.48,3,13.04,26047
26,48,20,5,25.0,10,50.0,5,25.0,26048
26,49,19,9,47.37,8,42.11,2,10.53,26049
27,1,26,16,61.54,3,11.54,7,26.92,27001
27,2,72,21,29.17,17,23.61,34,47.22,27002
27,3,49,15,30.61,7,14.29,27,55.1,27003
27,4,57,30,52.63,13,22.81,14,24.56,27004
27,5,52,23,44.23,8,15.38,21,40.38,27005
27,6,40,17,42.5,7,17.5,16,40.0,27006
27,7,47,18,38.3,13,27.66,16,34.04,27007
27,8,71,39,54.93,11,15.49,21,29.58,27008
27,9,16,7,43.75,2,12.5,7,43.75,27009
27,10,103,45,43.69,18,17.48,40,38.83,27010
27,11,28,10,35.71,9,32.14,9,32.14,27011
27,12,29,14,48.28,10,34.48,5,17.24,27012
27,13,151,82,54.3,16,10.6,53,35.1,27013
27,14,49,17,34.69,11,22.45,21,42.86,27014
27,15,62,31,50.0,11,17.74,20,32.26,27015
27,16,28,8,28.57,9,32.14,11,39.29,27016
27,17,60,23,38.33,6,10.0,31,51.67,27017
27,18,79,40,50.63,22,27.85,17,21.52,27018
27,19,56,32,57.14,8,14.29,16,28.57,27019
27,20,59,20,33.9,8,13.56,31,52.54,27020
27,21,47,21,44.68,8,17.02,18,38.3,27021
27,22,56,26,46.43,3,5.36,27,48.21,27022
27,23,94,45,47.87,8,8.51,41,43.62,27023
27,24,68,23,33.82,14,20.59,31,45.59,27024
27,25,67,32,47.76,9,13.43,26,38.81,27025
27,26,102,57,55.88,11,10.78,34,33.33,27026
27,27,72,33,45.83,8,11.11,31,43.06,27027
27,28,54,17,31.48,13,24.07,24,44.44,27028
27,29,78,35,44.87,13,16.67,30,38.46,27029
27,30,51,30,58.82,8,15.69,13,25.49,27030
27,31,77,32,41.56,11,14.29,34,44.16,27031
27,32,64,29,45.31,8,12.5,27,42.19,27032
27,33,45,19,42.22,9,20.0,17,37.78,27033
27,34,97,37,38.14,15,15.46,45,46.39,27034
27,35,27,11,40.74,8,29.63,8,29.63,27035
27,36,64,27,42.19,16,25.0,21,32.81,27036
27,37,147,52,35.37,21,14.29,74,50.34,27037
27,38,147,64,43.54,39,26.53,44,29.93,27038
27,39,89,39,43.82,7,7.87,43,48.31,27039
27,40,76,32,42.11,14,18.42,30,39.47,27040
27,41,107,60,56.07,16,14.95,31,28.97,27041
27,42,63,27,42.86,14,22.22,22,34.92,27042
27,43,49,21,42.86,12,24.49,16,32.65,27043
27,44,71,35,49.3,13,18.31,23,32.39,27044
27,45,31,11,35.48,7,22.58,13,41.94,27045
27,46,21,13,61.9,2,9.52,6,28.57,27046
27,47,103,42,40.78,18,17.48,43,41.75,27047
27,48,56,22,39.29,16,28.57,18,32.14,27048
27,49,46,18,39.13,4,8.7,24,52.17,27049
27,50,83,42,50.6,10,12.05,31,37.35,27050
28,1,73,29,39.73,7,9.59,37,50.68,28001
28,2,82,36,43.9,13,15.85,33,40.24,28002
28,3,62,26,41.94,8,12.9,28,45.16,28003
28,4,19,6,31.58,3,15.79,10,52.63,28004
28,5,62,30,48.39,12,19.35,20,32.26,28005
28,6,72,36,50.0,10,13.89,26,36.11,28006
28,7,87,43,49.43,10,11.49,34,39.08,28007
28,8,22,9,40.91,7,31.82,6,27.27,28008
28,9,90,47,52.22,16,17.78,27,30.0,28009
28,10,48,21,43.75,14,29.17,13,27.08,28010
28,11,62,30,48.39,11,17.74,21,33.87,28011
28,12,78,34,43.59,8,10.26,36,46.15,28012
28,13,90,47,52.22,9,10.0,34,37.78,28013
28,14,88,43,48.86,14,15.91,31,35.23,28014
28,15,42,23,54.76,8,19.05,11,26.19,28015
28,16,63,31,49.21,8,12.7,24,38.1,28016
28,17,66,33,50.0,10,15.15,23,34.85,28017
28,18,70,30,42.86,9,12.86,31,44.29,28018
28,19,36,12,33.33,11,30.56,13,36.11,28019
28,20,85,42,49.41,21,24.71,22,25.88,28020
28,21,83,38,45.78,10,12.05,35,42.17,28021
28,22,73,35,47.95,11,15.07,27,36.99,28022
28,23,120,40,33.33,14,11.67,66,55.0,28023
28,24,77,46,59.74,1,1.3,30,38.96,28024
28,25,137,52,37.96,18,13.14,67,48.91,28025
28,26,110,52,47.27,15,13.64,43,39.09,28026
28,27,61,22,36.07,13,21.31,26,42.62,28027
28,28,59,20,33.9,24,40.68,15,25.42,28028
28,29,31,9,29.03,9,29.03,13,41.94,28029
28,30,24,10,41.67,6,25.0,8,33.33,28030
28,31,172,95,55.23,25,14.53,52,30.23,28031
28,32,64,33,51.56,10,15.63,21,32.81,28032
28,33,108,42,38.89,19,17.59,47,43.52,28033
28,34,92,46,50.0,18,19.57,28,30.43,28034
28,35,70,34,48.57,8,11.43,28,40.0,28035
28,36,53,21,39.62,8,15.09,24,45.28,28036
28,37,122,40,32.79,23,18.85,59,48.36,28037
28,38,53,30,56.6,9,16.98,14,26.42,28038
28,39,57,25,43.86,9,15.79,23,40.35,28039
28,40,132,50,37.88,17,12.88,65,49.24,28040
28,41,68,36,52.94,8,11.76,24,35.29,28041
28,42,88,43,48.86,21,23.86,24,27.27,28042
28,43,110,56,50.91,15,13.64,39,35.45,28043
28,44,93,53,56.99,12,12.9,28,30.11,28044
28,45,21,7,33.33,6,28.57,8,38.1,28045
28,46,89,35,39.33,27,30.34,27,30.34,28046
29,1,113,45,39.82,32,28.32,36,31.86,29001
29,2,193,104,53.89,18,9.33,71,36.79,29002
29,3,138,68,49.28,26,18.84,44,31.88,29003
29,4,155,85,54.84,21,13.55,49,31.61,29004
29,5,114,59,51.75,22,19.3,33,28.95,29005
29,6,89,44,49.44,15,16.85,30,33.71,29006
29,7,109,55,50.46,16,14.68,38,34.86,29007
29,8,58,24,41.38,7,12.07,27,46.55,29008
29,9,123,44,35.77,46,37.4,33,26.83,29009
29,10,128,50,39.06,36,28.13,42,32.81,29010
29,11,66,39,59.09,6,9.09,21,31.82,29011
29,12,137,63,45.99,17,12.41,57,41.61,29012
29,13,108,49,45.37,12,11.11,47,43.52,29013
29,14,138,49,35.51,21,15.22,68,49.28,29014
29,15,156,62,39.74,19,12.18,75,48.08,29015
29,16,148,57,38.51,11,7.43,80,54.05,29016
29,17,100,31,31.0,5,5.0,64,64.0,29017
29,18,107,45,42.06,7,6.54,55,51.4,29018
29,19,145,56,38.62,16,11.03,73,50.34,29019
29,20,134,63,47.01,20,14.93,51,38.06,29020
29,21,89,45,50.56,10,11.24,34,38.2,29021
29,22,83,43,51.81,20,24.1,20,24.1,29022
29,23,82,38,46.34,30,36.59,14,17.07,29023
29,24,111,54,48.65,16,14.41,41,36.94,29024
29,25,158,75,47.47,17,10.76,66,41.77,29025
29,26,143,68,47.55,12,8.39,63,44.06,29026
29,27,101,47,46.53,13,12.87,41,40.59,29027
29,28,189,91,48.15,23,12.17,75,39.68,29028
29,29,65,27,41.54,32,49.23,6,9.23,29029
29,30,163,84,51.53,39,23.93,40,24.54,29030
29,31,40,14,35.0,22,55.0,4,10.0,29031
29,32,57,15,26.32,30,52.63,12,21.05,29032
29,33,115,66,57.39,15,13.04,34,29.57,29033
29,34,45,18,40.0,17,37.78,10,22.22,29034
29,35,65,31,47.69,10,15.38,24,36.92,29035
29,36,116,47,40.52,14,12.07,55,47.41,29036
29,37,113,62,54.87,12,10.62,39,34.51,29037
29,38,61,12,19.67,34,55.74,15,24.59,29038
29,39,61,27,44.26,29,47.54,5,8.2,29039
29,40,171,61,35.67,27,15.79,83,48.54,29040
29,41,90,36,40.0,11,12.22,43,47.78,29041
29,42,135,56,41.48,15,11.11,64,47.41,29042
29,43,118,53,44.92,24,20.34,41,34.75,29043
29,44,181,72,39.78,17,9.39,92,50.83,29044
30,1,132,55,41.67,59,44.7,18,13.64,30001
30,2,78,29,37.18,36,46.15,13,16.67,30002
30,3,66,23,34.85,30,45.45,13,19.7,30003
30,4,97,31,31.96,45,46.39,21,21.65,30004
30,5,34,18,52.94,14,41.18,2,5.88,30005
30,6,55,26,47.27,22,40.0,7,12.73,30006
30,7,100,35,35.0,47,47.0,18,18.0,30007
30,8,82,37,45.12,35,42.68,10,12.2,30008
30,9,77,30,38.96,40,51.95,7,9.09,30009
30,10,70,33,47.14,27,38.57,10,14.29,30010
30,11,53,21,39.62,20,37.74,12,22.64,30011
30,12,49,15,30.61,29,59.18,5,10.2,30012
30,13,52,16,30.77,31,59.62,5,9.62,30013
30,14,27,8,29.63,18,66.67,1,3.7,30014
30,15,88,31,35.23,26,29.55,31,35.23,30015
30,16,21,9,42.86,8,38.1,4,19.05,30016
30,17,113,37,32.74,57,50.44,19,16.81,30017
30,18,77,28,36.36,35,45.45,14,18.18,30018
30,19,48,18,37.5,26,54.17,4,8.33,30019
30,20,105,44,41.9,52,49.52,9,8.57,30020
30,21,53,18,33.96,26,49.06,9,16.98,30021
30,22,85,28,32.94,43,50.59,14,16.47,30022
30,23,65,27,41.54,35,53.85,3,4.62,30023
30,24,70,21,30.0,35,50.0,14,20.0,30024
30,25,67,19,28.36,41,61.19,7,10.45,30025
30,26,56,21,37.5,31,55.36,4,7.14,30026
30,27,52,20,38.46,27,51.92,5,9.62,30027
30,28,81,35,43.21,31,38.27,15,18.52,30028
30,29,31,8,25.81,15,48.39,8,25.81,30029
30,30,18,4,22.22,11,61.11,3,16.67,30030
30,31,51,18,35.29,27,52.94,6,11.76,30031
30,32,51,21,41.18,21,41.18,9,17.65,30032
31,1,57,25,43.86,27,47.37,5,8.77,31001
31,2,70,26,37.14,32,45.71,12,17.14,31002
31,3,45,9,20.0,25,55.56,11,24.44,31003
31,4,45,17,37.78,18,40.0,10,22.22,31004
31,5,88,34,38.64,35,39.77,19,21.59,31005
31,6,71,33,46.48,35,49.3,3,4.23,31006
31,7,79,30,37.97,31,39.24,18,22.78,31007
31,8,55,21,38.18,27,49.09,7,12.73,31008
31,9,83,30,36.14,35,42.17,18,21.69,31009
31,10,57,24,42.11,28,49.12,5,8.77,31010
31,11,66,32,48.48,30,45.45,4,6.06,31011
31,12,58,16,27.59,32,55.17,10,17.24,31012
31,13,63,21,33.33,35,55.56,7,11.11,31013
31,14,62,20,32.26,27,43.55,15,24.19,31014
31,15,38,18,47.37,15,39.47,5,13.16,31015
31,16,41,15,36.59,18,43.9,8,19.51,31016
31,17,77,21,27.27,46,59.74,10,12.99,31017
31,18,66,21,31.82,32,48.48,13,19.7,31018
31,19,40,17,42.5,14,35.0,9,22.5,31019
31,20,88,28,31.82,37,42.05,23,26.14,31020
31,21,62,23,37.1,27,43.55,12,19.35,31021
31,22,33,9,27.27,16,48.48,8,24.24,31022
31,23,69,27,39.13,32,46.38,10,14.49,31023
31,24,106,35,33.02,42,39.62,29,27.36,31024
31,25,40,18,45.0,15,37.5,7,17.5,31025
31,26,77,30,38.96,33,42.86,14,18.18,31026
31,27,78,35,44.87,32,41.03,11,14.1,31027
31,28,49,18,36.73,27,55.1,4,8.16,31028
31,29,86,31,36.05,44,51.16,11,12.79,31029
31,30,55,18,32.73,27,49.09,10,18.18,31030
31,31,46,14,30.43,25,54.35,7,15.22,31031
31,32,59,28,47.46,26,44.07,5,8.47,31032
31,33,62,26,41.94,31,50.0,5,8.06,31033
31,34,72,31,43.06,27,37.5,14,19.44,31034
31,35,83,27,32.53,44,53.01,12,14.46,31035
31,36,78,27,34.62,38,48.72,13,16.67,31036
31,37,84,28,33.33,33,39.29,23,27.38,31037
31,38,45,22,48.89,21,46.67,2,4.44,31038
31,39,27,13,48.15,10,37.04,4,14.81,31039
31,40,54,22,40.74,16,29.63,16,29.63,31040
31,41,53,19,35.85,24,45.28,10,18.87,31041
32,1,48,14,29.17,18,37.5,16,33.33,32001
32,2,33,12,36.36,10,30.3,11,33.33,32002
32,3,127,50,39.37,44,34.65,33,25.98,32003
32,4,46,22,47.83,8,17.39,16,34.78,32004
32,5,42,14,33.33,22,52.38,6,14.29,32005
32,6,35,20,57.14,7,20.0,8,22.86,32006
32,7,42,20,47.62,11,26.19,11,26.19,32007
32,8,25,13,52.0,4,16.0,8,32.0,32008
32,9,38,16,42.11,9,23.68,13,34.21,32009
32,10,53,23,43.4,18,33.96,12,22.64,32010
32,11,119,51,42.86,37,31.09,31,26.05,32011
32,12,109,50,45.87,27,24.77,32,29.36,32012
32,13,23,5,21.74,11,47.83,7,30.43,32013
32,14,102,41,40.2,35,34.31,26,25.49,32014
32,15,25,9,36.0,7,28.0,9,36.0,32015
32,16,51,21,41.18,15,29.41,15,29.41,32016
32,17,114,45,39.47,44,38.6,25,21.93,32017
32,18,32,10,31.25,9,28.13,13,40.63,32018
32,19,26,7,26.92,12,46.15,7,26.92,32019
32,20,113,55,48.67,32,28.32,26,23.01,32020
32,21,49,16,32.65,11,22.45,22,44.9,32021
32,22,126,35,27.78,50,39.68,41,32.54,32022
32,23,32,9,28.13,8,25.0,15,46.88,32023
32,24,14,3,21.43,5,35.71,6,42.86,32024
32,25,35,16,45.71,11,31.43,8,22.86,32025
32,26,132,56,42.42,48,36.36,28,21.21,32026
32,27,22,8,36.36,8,36.36,6,27.27,32027
32,28,101,41,40.59,32,31.68,28,27.72,32028
32,29,56,16,28.57,25,44.64,15,26.79,32029
32,30,25,5,20.0,9,36.0,11,44.0,32030
32,31,35,12,34.29,14,40.0,9,25.71,32031
32,32,41,19,46.34,10,24.39,12,29.27,32032
32,33,57,26,45.61,16,28.07,15,26.32,32033
32,34,28,10,35.71,9,32.14,9,32.14,32034
32,35,31,10,32.26,13,41.94,8,25.81,32035
32,36,36,15,41.67,5,13.89,16,44.44,32036
32,37,23,10,43.48,8,34.78,5,21.74,32037
32,38,29,13,44.83,8,27.59,8,27.59,32038
32,39,32,10,31.25,15,46.88,7,21.88,32039
32,40,30,13,43.33,9,30.0,8,26.67,32040
32,41,35,12,34.29,9,25.71,14,40.0,32041
32,42,29,13,44.83,9,31.03,7,24.14,32042
32,43,77,24,31.17,25,32.47,28,36.36,32043
33,1,87,35,40.23,28,32.18,24,27.59,33001
33,2,64,23,35.94,27,42.19,14,21.88,33002
33,3,87,32,36.78,33,37.93,22,25.29,33003
33,4,88,30,34.09,39,44.32,19,21.59,33004
33,5,55,18,32.73,19,34.55,18,32.73,33005
33,6,120,33,27.5,46,38.33,41,34.17,33006
33,7,93,29,31.18,43,46.24,21,22.58,33007
33,8,83,31,37.35,19,22.89,33,39.76,33008
33,9,102,33,32.35,40,39.22,29,28.43,33009
33,10,71,26,36.62,33,46.48,12,16.9,33010
33,11,92,38,41.3,27,29.35,27,29.35,33011
33,12,133,35,26.32,50,37.59,48,36.09,33012
33,13,78,32,41.03,30,38.46,16,20.51,33013
33,14,40,13,32.5,18,45.0,9,22.5,33014
33,15,108,39,36.11,38,35.19,31,28.7,33015
33,16,165,51,30.91,66,40.0,48,29.09,33016
33,17,103,32,31.07,53,51.46,18,17.48,33017
33,18,68,32,47.06,24,35.29,12,17.65,33018
33,19,80,33,41.25,34,42.5,13,16.25,33019
33,20,111,46,41.44,35,31.53,30,27.03,33020
33,21,100,29,29.0,42,42.0,29,29.0,33021
33,22,175,43,24.57,69,39.43,63,36.0,33022
33,23,77,29,37.66,25,32.47,23,29.87,33023
33,24,110,42,38.18,29,26.36,39,35.45,33024
33,25,119,42,35.29,44,36.97,33,27.73,33025
33,26,59,24,40.68,24,40.68,11,18.64,33026
33,27,58,24,41.38,20,34.48,14,24.14,33027
33,28,78,34,43.59,21,26.92,23,29.49,33028
34,1,154,50,32.47,19,12.34,85,55.19,34001
34,2,141,51,36.17,10,7.09,80,56.74,34002
34,3,106,41,38.68,15,14.15,50,47.17,34003
34,4,82,34,41.46,13,15.85,35,42.68,34004
34,5,105,47,44.76,10,9.52,48,45.71,34005
34,6,157,57,36.31,18,11.46,82,52.23,34006
34,7,137,61,44.53,10,7.3,66,48.18,34007
34,8,86,38,44.19,6,6.98,42,48.84,34008
34,9,60,23,38.33,3,5.0,34,56.67,34009
34,10,155,61,39.35,14,9.03,80,51.61,34010
34,11,68,30,44.12,8,11.76,30,44.12,34011
34,12,121,50,41.32,7,5.79,64,52.89,34012
34,13,141,56,39.72,14,9.93,71,50.35,34013
34,14,82,42,51.22,12,14.63,28,34.15,34014
34,15,55,24,43.64,7,12.73,24,43.64,34015
34,16,78,30,38.46,9,11.54,39,50.0,34016
34,17,121,53,43.8,15,12.4,53,43.8,34017
34,18,81,26,32.1,13,16.05,42,51.85,34018
34,19,90,31,34.44,13,14.44,46,51.11,34019
34,20,173,63,36.42,17,9.83,93,53.76,34020
34,21,183,63,34.43,13,7.1,107,58.47,34021
34,22,120,41,34.17,13,10.83,66,55.0,34022
34,23,97,25,25.77,13,13.4,59,60.82,34023
34,24,88,27,30.68,17,19.32,44,50.0,34024
34,25,147,55,37.41,13,8.84,79,53.74,34025
34,26,115,45,39.13,17,14.78,53,46.09,34026
34,27,93,37,39.78,16,17.2,40,43.01,34027
34,28,66,16,24.24,15,22.73,35,53.03,34028
34,29,72,25,34.72,9,12.5,38,52.78,34029
34,30,149,43,28.86,12,8.05,94,63.09,34030
34,31,110,45,40.91,17,15.45,48,43.64,34031
34,32,113,40,35.4,17,15.04,56,49.56,34032
34,33,91,36,39.56,9,9.89,46,50.55,34033
34,34,134,42,31.34,11,8.21,81,60.45,34034
34,35,95,39,41.05,7,7.37,49,51.58,34035
34,36,143,42,29.37,11,7.69,90,62.94,34036
34,37,48,14,29.17,4,8.33,30,62.5,34037
34,38,61,21,34.43,7,11.48,33,54.1,34038
34,39,64,30,46.88,4,6.25,30,46.88,34039
34,40,127,52,40.94,17,13.39,58,45.67,34040
34,41,85,32,37.65,11,12.94,42,49.41,34041
34,42,131,48,36.64,15,11.45,68,51.91,34042
34,43,139,57,41.01,10,7.19,72,51.8,34043
34,44,131,41,31.3,8,6.11,82,62.6,34044
34,45,140,43,30.71,12,8.57,85,60.71,34045
34,46,101,34,33.66,9,8.91,58,57.43,34046
34,47,75,26,34.67,8,10.67,41,54.67,34047
34,48,148,47,31.76,10,6.76,91,61.49,34048
34,49,123,38,30.89,6,4.88,79,64.23,34049
34,50,81,27,33.33,15,18.52,39,48.15,34050
34,51,127,43,33.86,7,5.51,77,60.63,34051
34,52,135,46,34.07,7,5.19,82,60.74,34052
34,53,60,26,43.33,14,23.33,20,33.33,34053
35,1,70,23,32.86,29,41.43,18,25.71,35001
35,2,96,38,39.58,23,23.96,35,36.46,35002
35,3,58,19,32.76,21,36.21,18,31.03,35003
35,4,76,30,39.47,27,35.53,19,25.0,35004
35,5,50,17,34.0,21,42.0,12,24.0,35005
35,6,52,16,30.77,23,44.23,13,25.0,35006
35,7,54,23,42.59,12,22.22,19,35.19,35007
35,8,55,17,30.91,24,43.64,14,25.45,35008
35,9,61,26,42.62,22,36.07,13,21.31,35009
35,10,113,40,35.4,46,40.71,27,23.89,35010
35,11,69,35,50.72,21,30.43,13,18.84,35011
35,12,37,14,37.84,18,48.65,5,13.51,35012
35,13,50,16,32.0,30,60.0,4,8.0,35013
35,14,40,18,45.0,19,47.5,3,7.5,35014
35,15,95,39,41.05,38,40.0,18,18.95,35015
35,16,54,24,44.44,25,46.3,5,9.26,35016
35,17,79,32,40.51,28,35.44,19,24.05,35017
35,18,48,15,31.25,26,54.17,7,14.58,35018
35,19,40,14,35.0,23,57.5,3,7.5,35019
35,20,65,15,23.08,26,40.0,24,36.92,35020
35,21,54,22,40.74,24,44.44,8,14.81,35021
35,22,63,29,46.03,23,36.51,11,17.46,35022
35,23,86,29,33.72,35,40.7,22,25.58,35023
35,24,70,24,34.29,35,50.0,11,15.71,35024
35,25,84,31,36.9,32,38.1,21,25.0,35025
35,26,54,14,25.93,29,53.7,11,20.37,35026
35,27,62,15,24.19,34,54.84,13,20.97,35027
35,28,91,36,39.56,32,35.16,23,25.27,35028
35,29,38,17,44.74,15,39.47,6,15.79,35029
35,30,60,19,31.67,33,55.0,8,13.33,35030
35,31,70,32,45.71,23,32.86,15,21.43,35031
36,1,61,20,32.79,32,52.46,9,14.75,36001
36,2,42,20,47.62,17,40.48,5,11.9,36002
36,3,62,30,48.39,19,30.65,13,20.97,36003
36,4,49,18,36.73,23,46.94,8,16.33,36004
36,5,72,31,43.06,30,41.67,11,15.28,36005
36,6,43,17,39.53,15,34.88,11,25.58,36006
36,7,59,23,38.98,28,47.46,8,13.56,36007
36,8,42,12,28.57,22,52.38,8,19.05,36008
36,9,50,23,46.0,18,36.0,9,18.0,36009
36,10,65,14,21.54,32,49.23,19,29.23,36010
36,11,33,8,24.24,19,57.58,6,18.18,36011
36,12,25,11,44.0,13,52.0,1,4.0,36012
36,13,23,7,30.43,15,65.22,1,4.35,36013
36,14,101,33,32.67,57,56.44,11,10.89,36014
36,15,40,12,30.0,18,45.0,10,25.0,36015
36,16,127,45,35.43,63,49.61,19,14.96,36016
36,17,135,46,34.07,64,47.41,25,18.52,36017
36,18,91,43,47.25,35,38.46,13,14.29,36018
36,19,59,26,44.07,24,40.68,9,15.25,36019
36,20,105,38,36.19,49,46.67,18,17.14,36020
36,21,45,16,35.56,22,48.89,7,15.56,36021
36,22,33,16,48.48,12,36.36,5,15.15,36022
36,23,40,14,35.0,21,52.5,5,12.5,36023
36,24,53,19,35.85,27,50.94,7,13.21,36024
36,25,32,19,59.38,13,40.63,0,0.0,36025
36,26,49,20,40.82,21,42.86,8,16.33,36026
36,27,59,23,38.98,23,38.98,13,22.03,36027
36,28,61,19,31.15,35,57.38,7,11.48,36028
36,29,77,35,45.45,35,45.45,7,9.09,36029
36,30,50,22,44.0,19,38.0,9,18.0,36030
37,1,48,21,43.75,10,20.83,17,35.42,37001
37,2,49,24,48.98,13,26.53,12,24.49,37002
37,3,52,25,48.08,9,17.31,18,34.62,37003
37,4,77,31,40.26,23,29.87,23,29.87,37004
37,5,121,61,50.41,12,9.92,48,39.67,37005
37,6,116,53,45.69,16,13.79,47,40.52,37006
37,7,59,28,47.46,14,23.73,17,28.81,37007
37,8,61,33,54.1,9,14.75,19,31.15,37008
37,9,85,39,45.88,12,14.12,34,40.0,37009
37,10,90,32,35.56,10,11.11,48,53.33,37010
37,11,52,21,40.38,15,28.85,16,30.77,37011
37,12,39,16,41.03,8,20.51,15,38.46,37012
37,13,80,45,56.25,9,11.25,26,32.5,37013
37,14,93,43,46.24,11,11.83,39,41.94,37014
37,15,115,41,35.65,18,15.65,56,48.7,37015
37,16,97,50,51.55,19,19.59,28,28.87,37016
37,17,80,41,51.25,15,18.75,24,30.0,37017
37,18,112,52,46.43,20,17.86,40,35.71,37018
37,19,67,36,53.73,12,17.91,19,28.36,37019
37,20,67,40,59.7,12,17.91,15,22.39,37020
37,21,68,30,44.12,9,13.24,29,42.65,37021
37,22,66,31,46.97,10,15.15,25,37.88,37022
37,23,108,68,62.96,13,12.04,27,25.0,37023
37,24,83,35,42.17,14,16.87,34,40.96,37024
37,25,98,47,47.96,12,12.24,39,39.8,37025
37,26,118,60,50.85,21,17.8,37,31.36,37026
37,27,109,63,57.8,16,14.68,30,27.52,37027
37,28,76,36,47.37,13,17.11,27,35.53,37028
37,29,91,39,42.86,13,14.29,39,42.86,37029
37,30,94,46,48.94,11,11.7,37,39.36,37030
37,31,105,51,48.57,17,16.19,37,35.24,37031
37,32,99,37,37.37,9,9.09,53,53.54,37032
37,33,136,73,53.68,19,13.97,44,32.35,37033
37,34,96,55,57.29,12,12.5,29,30.21,37034
37,35,111,64,57.66,20,18.02,27,24.32,37035
37,36,79,36,45.57,11,13.92,32,40.51,37036
37,37,96,50,52.08,15,15.63,31,32.29,37037
37,38,115,56,48.7,15,13.04,44,38.26,37038
37,39,87,46,52.87,17,19.54,24,27.59,37039
37,40,126,61,48.41,15,11.9,50,39.68,37040
37,41,90,43,47.78,11,12.22,36,40.0,37041
38,1,48,18,37.5,20,41.67,10,20.83,38001
38,2,58,15,25.86,30,51.72,13,22.41,38002
38,3,39,9,23.08,24,61.54,6,15.38,38003
38,4,80,37,46.25,29,36.25,14,17.5,38004
38,5,73,12,16.44,50,68.49,11,15.07,38005
38,6,55,10,18.18,32,58.18,13,23.64,38006
38,7,74,26,35.14,38,51.35,10,13.51,38007
38,8,52,15,28.85,31,59.62,6,11.54,38008
38,9,70,21,30.0,37,52.86,12,17.14,38009
38,10,44,12,27.27,26,59.09,6,13.64,38010
38,11,59,25,42.37,22,37.29,12,20.34,38011
38,12,75,24,32.0,35,46.67,16,21.33,38012
38,13,76,13,17.11,46,60.53,17,22.37,38013
38,14,81,34,41.98,38,46.91,9,11.11,38014
38,15,36,9,25.0,20,55.56,7,19.44,38015
38,16,47,17,36.17,23,48.94,7,14.89,38016
38,17,79,24,30.38,42,53.16,13,16.46,38017
38,18,61,16,26.23,34,55.74,11,18.03,38018
38,19,80,23,28.75,41,51.25,16,20.0,38019
38,20,60,14,23.33,35,58.33,11,18.33,38020
38,21,39,4,10.26,26,66.67,9,23.08,38021
38,22,59,17,28.81,29,49.15,13,22.03,38022
38,23,137,47,34.31,67,48.91,23,16.79,38023
38,24,60,18,30.0,35,58.33,7,11.67,38024
38,25,46,16,34.78,26,56.52,4,8.7,38025
38,26,67,17,25.37,30,44.78,20,29.85,38026
