ward,precinct,total,Stephen J. Feldman,Stephen J. Feldman Percent,Diana Rosario,Diana Rosario Percent,precinct_id
32,38,25,5,20.0,20,80.0,32038
32,39,28,8,28.57,20,71.43,32039
32,40,27,8,29.63,19,70.37,32040
32,41,34,11,32.35,23,67.65,32041
32,42,29,9,31.03,20,68.97,32042
32,43,65,13,20.0,52,80.0,32043
33,1,87,19,21.84,68,78.16,33001
33,2,52,17,32.69,35,67.31,33002
33,3,81,20,24.69,61,75.31,33003
33,4,87,16,18.39,71,81.61,33004
33,5,51,13,25.49,38,74.51,33005
33,6,112,18,16.07,94,83.93,33006
33,7,84,29,34.52,55,65.48,33007
33,8,65,14,21.54,51,78.46,33008
33,9,92,13,14.13,79,85.87,33009
33,10,66,16,24.24,50,75.76,33010
33,11,83,27,32.53,56,67.47,33011
33,12,126,22,17.46,104,82.54,33012
33,13,70,25,35.71,45,64.29,33013
33,14,38,7,18.42,31,81.58,33014
33,15,101,26,25.74,75,74.26,33015
33,16,150,33,22.0,117,78.0,33016
33,17,95,24,25.26,71,74.74,33017
33,18,65,17,26.15,48,73.85,33018
33,19,74,17,22.97,57,77.03,33019
33,20,99,21,21.21,78,78.79,33020
33,21,95,18,18.95,77,81.05,33021
33,22,162,33,20.37,129,79.63,33022
33,23,65,15,23.08,50,76.92,33023
33,24,101,23,22.77,78,77.23,33024
33,25,109,29,26.61,80,73.39,33025
33,26,57,12,21.05,45,78.95,33026
33,27,50,16,32.0,34,68.0,33027
33,28,70,12,17.14,58,82.86,33028
34,1,130,36,27.69,94,72.31,34001
34,2,119,52,43.7,67,56.3,34002
34,3,97,35,36.08,62,63.92,34003
34,4,67,24,35.82,43,64.18,34004
34,5,95,39,41.05,56,58.95,34005
34,6,147,46,31.29,101,68.71,34006
34,7,122,40,32.79,82,67.21,34007
34,8,78,28,35.9,50,64.1,34008
34,9,56,15,26.79,41,73.21,34009
34,10,139,53,38.13,86,61.87,34010
34,11,64,28,43.75,36,56.25,34011
34,12,108,35,32.41,73,67.59,34012
34,13,124,40,32.26,84,67.74,34013
34,14,81,34,41.98,47,58.02,34014
34,15,52,21,40.38,31,59.62,34015
34,16,70,24,34.29,46,65.71,34016
34,17,106,37,34.91,69,65.09,34017
34,18,68,22,32.35,46,67.65,34018
34,19,75,31,41.33,44,58.67,34019
34,20,154,61,39.61,93,60.39,34020
34,21,167,70,41.92,97,58.08,34021
34,22,111,43,38.74,68,61.26,34022
34,23,87,26,29.89,61,70.11,34023
34,24,81,33,40.74,48,59.26,34024
34,25,134,48,35.82,86,64.18,34025
34,26,107,37,34.58,70,65.42,34026
34,27,82,37,45.12,45,54.88,34027
34,28,56,14,25.0,42,75.0,34028
34,29,65,25,38.46,40,61.54,34029
34,30,127,38,29.92,89,70.08,34030
34,31,90,36,40.0,54,60.0,34031
34,32,103,32,31.07,71,68.93,34032
34,33,85,37,43.53,48,56.47,34033
34,34,125,43,34.4,82,65.6,34034
34,35,87,38,43.68,49,56.32,34035
34,36,124,55,44.35,69,55.65,34036
34,37,42,14,33.33,28,66.67,34037
34,38,53,19,35.85,34,64.15,34038
34,39,61,22,36.07,39,63.93,34039
34,40,116,44,37.93,72,62.07,34040
34,41,81,36,44.44,45,55.56,34041
34,42,127,40,31.5,87,68.5,34042
34,43,122,44,36.07,78,63.93,34043
34,44,114,39,34.21,75,65.79,34044
34,45,118,42,35.59,76,64.41,34045
34,46,89,30,33.71,59,66.29,34046
34,47,68,26,38.24,42,61.76,34047
34,48,132,47,35.61,85,64.39,34048
34,49,115,40,34.78,75,65.22,34049
34,50,79,28,35.44,51,64.56,34050
34,51,119,34,28.57,85,71.43,34051
34,52,123,34,27.64,89,72.36,34052
34,53,49,19,38.78,30,61.22,34053
35,1,59,13,22.03,46,77.97,35001
35,2,86,13,15.12,73,84.88,35002
35,3,53,14,26.42,39,73.58,35003
35,4,80,16,20.0,64,80.0,35004
35,5,48,5,10.42,43,89.58,35005
35,6,51,10,19.61,41,80.39,35006
35,7,52,7,13.46,45,86.54,35007
35,8,49,8,16.33,41,83.67,35008
35,9,45,15,33.33,30,66.67,35009
35,10,104,19,18.27,85,81.73,35010
35,11,62,15,24.19,47,75.81,35011
35,12,36,3,8.33,33,91.67,35012
35,13,48,6,12.5,42,87.5,35013
35,14,39,4,10.26,35,89.74,35014
35,15,88,15,17.05,73,82.95,35015
35,16,49,9,18.37,40,81.63,35016
35,17,76,10,13.16,66,86.84,35017
35,18,44,3,6.82,41,93.18,35018
35,19,38,3,7.89,35,92.11,35019
35,20,59,12,20.34,47,79.66,35020
35,21,54,7,12.96,47,87.04,35021
35,22,62,13,20.97,49,79.03,35022
35,23,76,16,21.05,60,78.95,35023
35,24,63,10,15.87,53,84.13,35024
35,25,75,12,16.0,63,84.0,35025
35,26,51,7,13.73,44,86.27,35026
35,27,60,14,23.33,46,76.67,35027
35,28,92,14,15.22,78,84.78,35028
35,29,35,5,14.29,30,85.71,35029
35,30,55,16,29.09,39,70.91,35030
35,31,70,21,30.0,49,70.0,35031
36,1,54,18,33.33,36,66.67,36001
36,2,40,15,37.5,25,62.5,36002
36,3,66,18,27.27,48,72.73,36003
36,4,48,14,29.17,34,70.83,36004
36,5,62,18,29.03,44,70.97,36005
36,6,47,6,12.77,41,87.23,36006
36,7,53,14,26.42,39,73.58,36007
36,8,43,9,20.93,34,79.07,36008
36,9,50,18,36.0,32,64.0,36009
36,10,66,12,18.18,54,81.82,36010
36,11,37,5,13.51,32,86.49,36011
36,12,31,9,29.03,22,70.97,36012
36,13,25,3,12.0,22,88.0,36013
36,14,87,27,31.03,60,68.97,36014
36,15,37,10,27.03,27,72.97,36015
36,16,119,40,33.61,79,66.39,36016
36,17,127,43,33.86,84,66.14,36017
36,18,80,23,28.75,57,71.25,36018
36,19,61,11,18.03,50,81.97,36019
36,20,96,25,26.04,71,73.96,36020
36,21,43,6,13.95,37,86.05,36021
36,22,31,5,16.13,26,83.87,36022
36,23,42,9,21.43,33,78.57,36023
36,24,49,19,38.78,30,61.22,36024
36,25,32,8,25.0,24,75.0,36025
36,26,39,11,28.21,28,71.79,36026
36,27,60,17,28.33,43,71.67,36027
36,28,49,18,36.73,31,63.27,36028
36,29,72,22,30.56,50,69.44,36029
36,30,41,12,29.27,29,70.73,36030
37,1,35,18,51.43,17,48.57,37001
37,2,50,22,44.0,28,56.0,37002
37,3,47,18,38.3,29,61.7,37003
37,4,66,26,39.39,40,60.61,37004
37,5,105,42,40.0,63,60.0,37005
37,6,110,35,31.82,75,68.18,37006
37,7,46,13,28.26,33,71.74,37007
37,8,57,29,50.88,28,49.12,37008
37,9,77,29,37.66,48,62.34,37009
37,10,81,21,25.93,60,74.07,37010
37,11,43,21,48.84,22,51.16,37011
37,12,39,10,25.64,29,74.36,37012
37,13,80,42,52.5,38,47.5,37013
37,14,78,28,35.9,50,64.1,37014
37,15,103,28,27.18,75,72.82,37015
37,16,87,36,41.38,51,58.62,37016
37,17,73,32,43.84,41,56.16,37017
37,18,102,45,44.12,57,55.88,37018
37,19,59,24,40.68,35,59.32,37019
37,20,57,30,52.63,27,47.37,37020
37,21,61,21,34.43,40,65.57,37021
37,22,64,21,32.81,43,67.19,37022
37,23,100,44,44.0,56,56.0,37023
37,24,72,26,36.11,46,63.89,37024
37,25,82,34,41.46,48,58.54,37025
37,26,108,46,42.59,62,57.41,37026
37,27,100,47,47.0,53,53.0,37027
37,28,70,23,32.86,47,67.14,37028
37,29,83,31,37.35,52,62.65,37029
37,30,82,29,35.37,53,64.63,37030
37,31,97,44,45.36,53,54.64,37031
37,32,91,32,35.16,59,64.84,37032
37,33,120,56,46.67,64,53.33,37033
37,34,80,35,43.75,45,56.25,37034
37,35,101,51,50.5,50,49.5,37035
37,36,67,23,34.33,44,65.67,37036
37,37,89,31,34.83,58,65.17,37037
37,38,105,44,41.9,61,58.1,37038
37,39,75,36,48.0,39,52.0,37039
37,40,113,49,43.36,64,56.64,37040
37,41,76,28,36.84,48,63.16,37041
38,1,42,11,26.19,31,73.81,38001
38,2,54,12,22.22,42,77.78,38002
38,3,31,10,32.26,21,67.74,38003
38,4,74,17,22.97,57,77.03,38004
38,5,58,20,34.48,38,65.52,38005
38,6,54,22,40.74,32,59.26,38006
38,7,65,16,24.62,49,75.38,38007
38,8,48,20,41.67,28,58.33,38008
38,9,62,19,30.65,43,69.35,38009
38,10,41,7,17.07,34,82.93,38010
38,11,46,16,34.78,30,65.22,38011
38,12,69,18,26.09,51,73.91,38012
38,13,73,21,28.77,52,71.23,38013
38,14,76,27,35.53,49,64.47,38014
38,15,28,7,25.0,21,75.0,38015
38,16,42,11,26.19,31,73.81,38016
38,17,73,22,30.14,51,69.86,38017
38,18,54,15,27.78,39,72.22,38018
38,19,67,13,19.4,54,80.6,38019
38,20,54,14,25.93,40,74.07,38020
38,21,34,6,17.65,28,82.35,38021
38,22,53,17,32.08,36,67.92,38022
38,23,129,40,31.01,89,68.99,38023
38,24,55,19,34.55,36,65.45,38024
38,25,40,10,25.0,30,75.0,38025
38,26,58,14,24.14,44,75.86,38026
38,27,42,17,40.48,25,59.52,38027
38,28,68,21,30.88,47,69.12,38028
38,29,49,14,28.57,35,71.43,38029
38,30,45,18,40.0,27,60.0,38030
38,31,58,25,43.1,33,56.9,38031
38,32,56,13,23.21,43,76.79,38032
38,33,58,18,31.03,40,68.97,38033
38,34,88,25,28.41,63,71.59,38034
38,35,91,28,30.77,63,69.23,38035
38,36,42,15,35.71,27,64.29,38036
38,37,50,13,26.0,37,74.0,38037
38,38,48,17,35.42,31,64.58,38038
38,39,76,18,23.68,58,76.32,38039
38,40,54,16,29.63,38,70.37,38040
38,41,58,19,32.76,39,67.24,38041
39,1,52,13,25.0,39,75.0,39001
39,2,79,26,32.91,53,67.09,39002
39,3,50,13,26.0,37,74.0,39003
39,4,59,17,28.81,42,71.19,39004
39,5,39,15,38.46,24,61.54,39005
39,6,44,20,45.45,24,54.55,39006
39,7,48,13,27.08,35,72.92,39007
39,8,58,15,25.86,43,74.14,39008
39,9,64,20,31.25,44,68.75,39009
39,10,21,10,47.62,11,52.38,39010
39,11,61,19,31.15,42,68.85,39011
39,12,67,19,28.36,48,71.64,39012
39,13,44,19,43.18,25,56.82,39013
39,14,30,10,33.33,20,66.67,39014
39,15,52,15,28.85,37,71.15,39015
39,16,34,18,52.94,16,47.06,39016
39,17,52,18,34.62,34,65.38,39017
39,18,42,14,33.33,28,66.67,39018
39,19,56,15,26.79,41,73.21,39019
39,20,70,23,32.86,47,67.14,39020
39,21,49,11,22.45,38,77.55,39021
39,22,25,7,28.0,18,72.0,39022
39,23,50,14,28.0,36,72.0,39023
39,24,68,21,30.88,47,69.12,39024
39,25,43,17,39.53,26,60.47,39025
39,26,44,15,34.09,29,65.91,39026
39,27,27,8,29.63,19,70.37,39027
39,28,95,19,20.0,76,80.0,39028
39,29,42,15,35.71,27,64.29,39029
39,30,48,9,18.75,39,81.25,39030
39,31,59,12,20.34,47,79.66,39031
39,32,59,18,30.51,41,69.49,39032
39,33,38,8,21.05,30,78.95,39033
39,34,66,22,33.33,44,66.67,39034
39,35,47,11,23.4,36,76.6,39035
39,36,35,10,28.57,25,71.43,39036
39,37,82,27,32.93,55,67.07,39037
39,38,36,13,36.11,23,63.89,39038
39,39,10,4,40.0,6,60.0,39039
39,40,52,17,32.69,35,67.31,39040
39,41,53,15,28.3,38,71.7,39041
39,42,86,29,33.72,57,66.28,39042
39,43,61,17,27.87,44,72.13,39043
39,44,41,11,26.83,30,73.17,39044
39,45,73,20,27.4,53,72.6,39045
40,1,39,12,30.77,27,69.23,40001
40,2,44,10,22.73,34,77.27,40002
40,3,43,6,13.95,37,86.05,40003
40,4,40,13,32.5,27,67.5,40004
40,5,67,20,29.85,47,70.15,40005
40,6,44,8,18.18,36,81.82,40006
40,7,72,21,29.17,51,70.83,40007
40,8,39,10,25.64,29,74.36,40008
40,9,69,23,33.33,46,66.67,40009
40,10,54,17,31.48,37,68.52,40010
40,11,83,15,18.07,68,81.93,40011
40,12,22,3,13.64,19,86.36,40012
40,13,45,9,20.0,36,80.0,40013
40,14,52,14,26.92,38,73.08,40014
40,15,50,16,32.0,34,68.0,40015
40,16,50,9,18.0,41,82.0,40016
40,17,53,8,15.09,45,84.91,40017
40,18,36,8,22.22,28,77.78,40018
40,19,81,25,30.86,56,69.14,40019
40,20,61,13,21.31,48,78.69,40020
40,21,47,10,21.28,37,78.72,40021
40,22,39,5,12.82,34,87.18,40022
40,23,68,15,22.06,53,77.94,40023
40,24,49,15,30.61,34,69.39,40024
40,25,55,13,23.64,42,76.36,40025
40,26,51,13,25.49,38,74.51,40026
40,27,85,27,31.76,58,68.24,40027
40,28,64,8,12.5,56,87.5,40028
40,29,88,20,22.73,68,77.27,40029
40,30,87,16,18.39,71,81.61,40030
40,31,53,7,13.21,46,86.79,40031
40,32,48,10,20.83,38,79.17,40032
40,33,45,9,20.0,36,80.0,40033
40,34,56,13,23.21,43,76.79,40034
40,35,48,11,22.92,37,77.08,40035
40,36,46,12,26.09,34,73.91,40036
40,37,67,8,11.94,59,88.06,40037
40,38,55,12,21.82,43,78.18,40038
40,39,13,1,7.69,12,92.31,40039
41,1,48,19,39.58,29,60.42,41001
41,2,71,24,33.8,47,66.2,41002
41,3,53,13,24.53,40,75.47,41003
41,4,85,30,35.29,55,64.71,41004
41,5,70,23,32.86,47,67.14,41005
41,6,72,25,34.72,47,65.28,41006
41,7,47,10,21.28,37,78.72,41007
41,8,51,13,25.49,38,74.51,41008
41,9,68,11,16.18,57,83.82,41009
41,10,68,20,29.41,48,70.59,41010
41,11,60,16,26.67,44,73.33,41011
41,12,74,17,22.97,57,77.03,41012
41,13,40,13,32.5,27,67.5,41013
41,14,62,20,32.26,42,67.74,41014
41,15,72,27,37.5,45,62.5,41015
41,16,75,21,28.0,54,72.0,41016
41,17,84,17,20.24,67,79.76,41017
41,18,39,13,33.33,26,66.67,41018
41,19,67,16,23.88,51,76.12,41019
41,20,76,26,34.21,50,65.79,41020
41,21,68,22,32.35,46,67.65,41021
41,22,71,18,25.35,53,74.65,41022
41,23,63,13,20.63,50,79.37,41023
41,24,54,17,31.48,37,68.52,41024
41,25,32,13,40.63,19,59.38,41025
41,26,64,17,26.56,47,73.44,41026
41,27,47,13,27.66,34,72.34,41027
41,28,47,16,34.04,31,65.96,41028
41,29,33,15,45.45,18,54.55,41029
41,30,53,21,39.62,32,60.38,41030
41,31,106,24,22.64,82,77.36,41031
41,32,52,22,42.31,30,57.69,41032
41,33,53,15,28.3,38,71.7,41033
41,34,49,12,24.49,37,75.51,41034
41,35,78,24,30.77,54,69.23,41035
41,36,57,11,19.3,46,80.7,41036
41,37,54,14,25.93,40,74.07,41037
41,38,55,21,38.18,34,61.82,41038
41,39,64,17,26.56,47,73.44,41039
41,40,63,21,33.33,42,66.67,41040
41,41,51,12,23.53,39,76.47,41041
41,42,52,16,30.77,36,69.23,41042
41,43,59,13,22.03,46,77.97,41043
41,44,57,14,24.56,43,75.44,41044
41,45,50,19,38.0,31,62.0,41045
41,46,83,19,22.89,64,77.11,41046
41,47,69,16,23.19,53,76.81,41047
42,1,73,27,36.99,46,63.01,42001
42,2,32,9,28.13,23,71.88,42002
42,3,24,6,25.0,18,75.0,42003
42,4,55,15,27.27,40,72.73,42004
42,5,20,5,25.0,15,75.0,42005
42,6,131,31,23.66,100,76.34,42006
42,7,49,8,16.33,41,83.67,42007
42,8,55,22,40.0,33,60.0,42008
42,9,46,9,19.57,37,80.43,42009
42,10,30,10,33.33,20,66.67,42010
42,11,58,20,34.48,38,65.52,42011
42,12,31,5,16.13,26,83.87,42012
42,13,105,27,25.71,78,74.29,42013
42,14,25,11,44.0,14,56.0,42014
42,15,12,2,16.67,10,83.33,42015
42,16,29,8,27.59,21,72.41,42016
42,17,25,6,24.0,19,76.0,42017
42,18,33,7,21.21,26,78.79,42018
42,19,56,13,23.21,43,76.79,42019
42,20,15,6,40.0,9,60.0,42020
42,21,19,3,15.79,16,84.21,42021
42,22,20,5,25.0,15,75.0,42022
42,23,22,4,18.18,18,81.82,42023
42,24,37,16,43.24,21,56.76,42024
42,25,45,13,28.89,32,71.11,42025
42,26,41,10,24.39,31,75.61,42026
42,27,42,12,28.57,30,71.43,42027
42,28,97,31,31.96,66,68.04,42028
42,29,23,7,30.43,16,69.57,42029
42,30,57,9,15.79,48,84.21,42030
42,31,32,6,18.75,26,81.25,42031
42,32,20,8,40.0,12,60.0,42032
42,33,30,7,23.33,23,76.67,42033
42,34,45,14,31.11,31,68.89,42034
42,35,77,24,31.17,53,68.83,42035
42,36,29,7,24.14,22,75.86,42036
42,37,12,6,50.0,6,50.0,42037
42,38,20,5,25.0,15,75.0,42038
42,39,21,9,42.86,12,57.14,42039
42,40,21,7,33.33,14,66.67,42040
42,41,28,6,21.43,22,78.57,42041
42,42,29,8,27.59,21,72.41,42042
43,1,29,8,27.59,21,72.41,43001
43,2,31,9,29.03,22,70.97,43002
43,3,30,14,46.67,16,53.33,43003
43,4,24,6,25.0,18,75.0,43004
43,5,23,6,26.09,17,73.91,43005
43,6,19,6,31.58,13,68.42,43006
43,7,56,27,48.21,29,51.79,43007
43,8,37,9,24.32,28,75.68,43008
43,9,64,16,25.0,48,75.0,43009
43,10,34,10,29.41,24,70.59,43010
43,11,27,5,18.52,22,81.48,43011
43,12,21,8,38.1,13,61.9,43012
43,13,57,18,31.58,39,68.42,43013
43,14,33,8,24.24,25,75.76,43014
43,15,43,16,37.21,27,62.79,43015
43,16,30,8,26.67,22,73.33,43016
43,17,25,1,4.0,24,96.0,43017
43,18,32,7,21.88,25,78.13,43018
43,19,41,15,36.59,26,63.41,43019
43,20,42,11,26.19,31,73.81,43020
43,21,40,8,20.0,32,80.0,43021
43,22,31,12,38.71,19,61.29,43022
43,23,25,7,28.0,18,72.0,43023
43,24,35,12,34.29,23,65.71,43024
43,25,54,16,29.63,38,70.37,43025
43,26,39,13,33.33,26,66.67,43026
43,27,33,7,21.21,26,78.79,43027
43,28,44,16,36.36,28,63.64,43028
43,29,29,5,17.24,24,82.76,43029
43,30,33,8,24.24,25,75.76,43030
43,31,76,22,28.95,54,71.05,43031
43,32,44,11,25.0,33,75.0,43032
43,33,69,43,62.32,26,37.68,43033
43,34,52,16,30.77,36,69.23,43034
43,35,74,29,39.19,45,60.81,43035
43,36,17,2,11.76,15,88.24,43036
43,37,30,9,30.0,21,70.0,43037
43,38,36,5,13.89,31,86.11,43038
43,39,33,14,42.42,19,57.58,43039
43,40,23,8,34.78,15,65.22,43040
43,41,59,19,32.2,40,67.8,43041
43,42,28,6,21.43,22,78.57,43042
43,43,55,28,50.91,27,49.09,43043
43,44,51,16,31.37,35,68.63,43044
43,45,32,12,37.5,20,62.5,43045
43,46,15,6,40.0,9,60.0,43046
44,1,85,13,15.29,72,84.71,44001
44,2,35,9,25.71,26,74.29,44002
44,3,61,20,32.79,41,67.21,44003
44,4,82,39,47.56,43,52.44,44004
44,5,32,7,21.88,25,78.13,44005
44,6,28,5,17.86,23,82.14,44006
44,7,45,13,28.89,32,71.11,44007
44,8,44,14,31.82,30,68.18,44008
44,9,14,5,35.71,9,64.29,44009
44,10,19,6,31.58,13,68.42,44010
44,11,35,9,25.71,26,74.29,44011
44,12,41,11,26.83,30,73.17,44012
44,13,16,6,37.5,10,62.5,44013
44,14,25,5,20.0,20,80.0,44014
44,15,48,12,25.0,36,75.0,44015
44,16,36,14,38.89,22,61.11,44016
44,17,65,8,12.31,57,87.69,44017
44,18,34,8,23.53,26,76.47,44018
44,19,45,15,33.33,30,66.67,44019
44,20,15,2,13.33,13,86.67,44020
44,21,29,6,20.69,23,79.31,44021
44,22,50,15,30.0,35,70.0,44022
44,23,28,6,21.43,22,78.57,44023
44,24,60,10,16.67,50,83.33,44024
44,25,24,9,37.5,15,62.5,44025
44,26,34,11,32.35,23,67.65,44026
44,27,36,11,30.56,25,69.44,44027
44,28,42,13,30.95,29,69.05,44028
44,29,32,7,21.88,25,78.13,44029
44,30,30,5,16.67,25,83.33,44030
44,31,26,6,23.08,20,76.92,44031
44,32,38,4,10.53,34,89.47,44032
44,33,31,6,19.35,25,80.65,44033
44,34,69,19,27.54,50,72.46,44034
44,35,96,32,33.33,64,66.67,44035
44,36,21,5,23.81,16,76.19,44036
44,37,44,15,34.09,29,65.91,44037
44,38,22,4,18.18,18,81.82,44038
44,39,21,4,19.05,17,80.95,44039
44,40,33,5,15.15,28,84.85,44040
44,41,57,19,33.33,38,66.67,44041
45,1,58,12,20.69,46,79.31,45001
45,2,77,21,27.27,56,72.73,45002
45,3,72,15,20.83,57,79.17,45003
45,4,101,28,27.72,73,72.28,45004
45,5,95,27,28.42,68,71.58,45005
45,6,107,27,25.23,80,74.77,45006
45,7,100,26,26.0,74,74.0,45007
45,8,90,33,36.67,57,63.33,45008
45,9,117,36,30.77,81,69.23,45009
45,10,103,27,26.21,76,73.79,45010
45,11,85,21,24.71,64,75.29,45011
45,12,64,16,25.0,48,75.0,45012
45,13,47,15,31.91,32,68.09,45013
45,14,77,24,31.17,53,68.83,45014
45,15,88,32,36.36,56,63.64,45015
45,16,62,20,32.26,42,67.74,45016
45,17,65,18,27.69,47,72.31,45017
45,18,69,20,28.99,49,71.01,45018
45,19,29,11,37.93,18,62.07,45019
45,20,39,11,28.21,28,71.79,45020
45,21,55,16,29.09,39,70.91,45021
45,22,59,22,37.29,37,62.71,45022
45,23,63,22,34.92,41,65.08,45023
45,24,53,15,28.3,38,71.7,45024
45,25,46,17,36.96,29,63.04,45025
45,26,33,13,39.39,20,60.61,45026
45,27,60,16,26.67,44,73.33,45027
45,28,39,11,28.21,28,71.79,45028
45,29,36,10,27.78,26,72.22,45029
45,30,50,16,32.0,34,68.0,45030
45,31,56,14,25.0,42,75.0,45031
45,32,44,10,22.73,34,77.27,45032
45,33,37,16,43.24,21,56.76,45033
45,34,56,19,33.93,37,66.07,45034
45,35,65,25,38.46,40,61.54,45035
45,36,62,15,24.19,47,75.81,45036
45,37,43,13,30.23,30,69.77,45037
45,38,39,10,25.64,29,74.36,45038
45,39,53,18,33.96,35,66.04,45039
45,40,53,18,33.96,35,66.04,45040
45,41,35,12,34.29,23,65.71,45041
45,42,87,33,37.93,54,62.07,45042
45,43,59,23,38.98,36,61.02,45043
45,44,64,18,28.13,46,71.88,45044
45,45,19,4,21.05,15,78.95,45045
45,46,33,13,39.39,20,60.61,45046
45,47,45,13,28.89,32,71.11,45047
45,48,28,7,25.0,21,75.0,45048
46,1,72,26,36.11,46,63.89,46001
46,2,47,9,19.15,38,80.85,46002
46,3,65,12,18.46,53,81.54,46003
46,4,58,9,15.52,49,84.48,46004
46,5,24,4,16.67,20,83.33,46005
46,6,29,9,31.03,20,68.97,46006
46,7,110,34,30.91,76,69.09,46007
46,8,39,15,38.46,24,61.54,46008
46,9,39,8,20.51,31,79.49,46009
46,10,25,5,20.0,20,80.0,46010
46,11,51,22,43.14,29,56.86,46011
46,12,46,15,32.61,31,67.39,46012
46,13,40,12,30.0,28,70.0,46013
46,14,84,36,42.86,48,57.14,46014
46,15,39,7,17.95,32,82.05,46015
46,16,63,13,20.63,50,79.37,46016
46,17,77,19,24.68,58,75.32,46017
46,18,51,13,25.49,38,74.51,46018
46,19,60,14,23.33,46,76.67,46019
46,20,76,24,31.58,52,68.42,46020
46,21,26,12,46.15,14,53.85,46021
46,22,35,8,22.86,27,77.14,46022
46,23,55,15,27.27,40,72.73,46023
46,24,54,16,29.63,38,70.37,46024
46,25,40,10,25.0,30,75.0,46025
46,26,34,4,11.76,30,88.24,46026
46,27,53,19,35.85,34,64.15,46027
46,28,85,24,28.24,61,71.76,46028
46,29,53,12,22.64,41,77.36,46029
46,30,61,19,31.15,42,68.85,46030
46,31,33,8,24.24,25,75.76,46031
46,32,79,23,29.11,56,70.89,46032
46,33,58,13,22.41,45,77.59,46033
46,34,47,9,19.15,38,80.85,46034
46,35,57,25,43.86,32,56.14,46035
46,36,73,24,32.88,49,67.12,46036
46,37,62,22,35.48,40,64.52,46037
46,38,41,15,36.59,26,63.41,46038
46,39,35,11,31.43,24,68.57,46039
46,40,66,13,19.7,53,80.3,46040
47,1,21,4,19.05,17,80.95,47001
47,2,56,14,25.0,42,75.0,47002
47,3,94,30,31.91,64,68.09,47003
47,4,51,13,25.49,38,74.51,47004
47,5,44,11,25.0,33,75.0,47005
47,6,35,4,11.43,31,88.57,47006
47,7,33,7,21.21,26,78.79,47007
47,8,38,12,31.58,26,68.42,47008
47,9,22,7,31.82,15,68.18,47009
47,10,32,4,12.5,28,87.5,47010
47,11,24,6,25.0,18,75.0,47011
47,12,39,8,20.51,31,79.49,47012
47,13,41,6,14.63,35,85.37,47013
47,14,30,6,20.0,24,80.0,47014
47,15,53,14,26.42,39,73.58,47015
47,16,51,14,27.45,37,72.55,47016
47,17,53,18,33.96,35,66.04,47017
47,18,23,7,30.43,16,69.57,47018
47,19,53,8,15.09,45,84.91,47019
47,20,41,5,12.2,36,87.8,47020
47,21,47,16,34.04,31,65.96,47021
47,22,53,9,16.98,44,83.02,47022
47,23,58,11,18.97,47,81.03,47023
47,24,40,7,17.5,33,82.5,47024
47,25,28,10,35.71,18,64.29,47025
47,26,27,11,40.74,16,59.26,47026
47,27,36,6,16.67,30,83.33,47027
47,28,42,8,19.05,34,80.95,47028
47,29,51,9,17.65,42,82.35,47029
47,30,59,14,23.73,45,76.27,47030
47,31,52,14,26.92,38,73.08,47031
47,32,43,14,32.56,29,67.44,47032
47,33,32,5,15.63,27,84.38,47033
47,34,43,13,30.23,30,69.77,47034
47,35,39,7,17.95,32,82.05,47035
47,36,47,8,17.02,39,82.98,47036
47,37,37,7,18.92,30,81.08,47037
47,38,29,7,24.14,22,75.86,47038
47,39,54,10,18.52,44,81.48,47039
47,40,56,14,25.0,42,75.0,47040
47,41,50,11,22.0,39,78.0,47041
47,42,30,4,13.33,26,86.67,47042
47,43,39,9,23.08,30,76.92,47043
47,44,55,17,30.91,38,69.09,47044
47,45,52,11,21.15,41,78.85,47045
47,46,50,20,40.0,30,60.0,47046
47,47,44,18,40.91,26,59.09,47047
47,48,30,8,26.67,22,73.33,47048
48,1,33,9,27.27,24,72.73,48001
48,2,22,3,13.64,19,86.36,48002
48,3,72,13,18.06,59,81.94,48003
48,4,78,23,29.49,55,70.51,48004
48,5,79,14,17.72,65,82.28,48005
48,6,71,29,40.85,42,59.15,48006
48,7,45,6,13.33,39,86.67,48007
48,8,31,7,22.58,24,77.42,48008
48,9,53,7,13.21,46,86.79,48009
48,10,68,13,19.12,55,80.88,48010
48,11,54,5,9.26,49,90.74,48011
48,12,61,10,16.39,51,83.61,48012
48,13,90,29,32.22,61,67.78,48013
48,14,64,19,29.69,45,70.31,48014
48,15,51,14,27.45,37,72.55,48015
48,16,70,25,35.71,45,64.29,48016
48,17,64,23,35.94,41,64.06,48017
48,18,94,37,39.36,57,60.64,48018
48,19,32,6,18.75,26,81.25,48019
48,20,58,8,13.79,50,86.21,48020
48,21,101,35,34.65,66,65.35,48021
48,22,105,27,25.71,78,74.29,48022
48,23,93,16,17.2,77,82.8,48023
48,24,59,9,15.25,50,84.75,48024
48,25,59,9,15.25,50,84.75,48025
48,26,36,12,33.33,24,66.67,48026
48,27,46,16,34.78,30,65.22,48027
48,28,98,35,35.71,63,64.29,48028
48,29,88,32,36.36,56,63.64,48029
48,30,59,10,16.95,49,83.05,48030
48,31,76,23,30.26,53,69.74,48031
48,32,53,14,26.42,39,73.58,48032
48,33,81,30,37.04,51,62.96,48033
48,34,46,10,21.74,36,78.26,48034
48,35,68,23,33.82,45,66.18,48035
48,36,66,19,28.79,47,71.21,48036
48,37,38,3,7.89,35,92.11,48037
