ward,precinct,total,Toni Preckwinkle,Toni Preckwinkle Percent,Bob Fioretti,Bob Fioretti Percent,Thea Tsatsos,Thea Tsatsos Percent,precinct_id
40,19,748,624,83.42,97,12.97,27,3.61,40019
40,20,850,716,84.24,105,12.35,29,3.41,40020
40,21,766,679,88.64,69,9.01,18,2.35,40021
40,22,1033,870,84.22,128,12.39,35,3.39,40022
40,23,1083,934,86.24,116,10.71,33,3.05,40023
41,1,526,210,39.92,299,56.84,17,3.23,41001
41,2,345,181,52.46,146,42.32,18,5.22,41002
41,3,367,168,45.78,181,49.32,18,4.9,41003
41,4,525,146,27.81,361,68.76,18,3.43,41004
41,5,531,201,37.85,311,58.57,19,3.58,41005
41,6,549,212,38.62,313,57.01,24,4.37,41006
41,7,434,183,42.17,234,53.92,17,3.92,41007
41,8,454,188,41.41,251,55.29,15,3.3,41008
41,9,857,369,43.06,458,53.44,30,3.5,41009
41,10,692,288,41.62,385,55.64,19,2.75,41010
41,11,506,241,47.63,244,48.22,21,4.15,41011
41,12,349,125,35.82,212,60.74,12,3.44,41012
41,13,777,362,46.59,380,48.91,35,4.5,41013
41,14,875,399,45.6,436,49.83,40,4.57,41014
41,15,1091,451,41.34,604,55.36,36,3.3,41015
41,16,383,166,43.34,201,52.48,16,4.18,41016
41,17,264,114,43.18,138,52.27,12,4.55,41017
41,18,812,378,46.55,404,49.75,30,3.69,41018
41,19,403,177,43.92,201,49.88,25,6.2,41019
41,20,462,203,43.94,243,52.6,16,3.46,41020
41,21,435,189,43.45,226,51.95,20,4.6,41021
41,22,356,155,43.54,188,52.81,13,3.65,41022
41,23,493,195,39.55,273,55.38,25,5.07,41023
41,24,794,320,40.3,443,55.79,31,3.9,41024
41,25,656,235,35.82,397,60.52,24,3.66,41025
41,26,872,387,44.38,452,51.83,33,3.78,41026
41,27,644,260,40.37,347,53.88,37,5.75,41027
41,28,1020,465,45.59,525,51.47,30,2.94,41028
41,29,1075,435,40.47,610,56.74,30,2.79,41029
41,30,841,285,33.89,531,63.14,25,2.97,41030
41,31,763,252,33.03,489,64.09,22,2.88,41031
42,1,357,219,61.34,129,36.13,9,2.52,42001
42,2,309,219,70.87,79,25.57,11,3.56,42002
42,3,898,619,68.93,258,28.73,21,2.34,42003
42,4,766,470,61.36,275,35.9,21,2.74,42004
42,5,1043,724,69.42,284,27.23,35,3.36,42005
42,6,466,297,63.73,155,33.26,14,3.0,42006
42,7,714,476,66.67,217,30.39,21,2.94,42007
42,8,481,325,67.57,137,28.48,19,3.95,42008
42,9,813,531,65.31,266,32.72,16,1.97,42009
42,10,553,341,61.66,196,35.44,16,2.89,42010
42,11,551,442,80.22,93,16.88,16,2.9,42011
42,12,471,307,65.18,145,30.79,19,4.03,42012
42,13,356,255,71.63,84,23.6,17,4.78,42013
42,14,255,195,76.47,49,19.22,11,4.31,42014
42,15,273,167,61.17,98,35.9,8,2.93,42015
42,16,826,532,64.41,272,32.93,22,2.66,42016
42,17,976,630,64.55,313,32.07,33,3.38,42017
42,18,522,359,68.77,153,29.31,10,1.92,42018
42,19,787,526,66.84,230,29.22,31,3.94,42019
42,20,829,519,62.61,283,34.14,27,3.26,42020
42,21,920,638,69.35,244,26.52,38,4.13,42021
42,22,849,595,70.08,234,27.56,20,2.36,42022
42,23,968,662,68.39,285,29.44,21,2.17,42023
42,24,938,635,67.7,285,30.38,18,1.92,42024
43,1,875,562,64.23,282,32.23,31,3.54,43001
43,2,1025,693,67.61,301,29.37,31,3.02,43002
43,3,358,246,68.72,107,29.89,5,1.4,43003
43,4,678,492,72.57,169,24.93,17,2.51,43004
43,5,1056,783,74.15,244,23.11,29,2.75,43005
43,6,1220,903,74.02,277,22.7,40,3.28,43006
43,7,1100,854,77.64,210,19.09,36,3.27,43007
43,8,916,711,77.62,179,19.54,26,2.84,43008
43,9,1226,931,75.94,252,20.55,43,3.51,43009
43,10,813,553,68.02,235,28.91,25,3.08,43010
43,11,558,383,68.64,156,27.96,19,3.41,43011
43,12,1068,740,69.29,302,28.28,26,2.43,43012
43,13,776,531,68.43,216,27.84,29,3.74,43013
43,14,478,324,67.78,135,28.24,19,3.97,43014
43,15,1008,726,72.02,250,24.8,32,3.17,43015
43,16,403,299,74.19,98,24.32,6,1.49,43016
43,17,937,700,74.71,212,22.63,25,2.67,43017
43,18,1123,812,72.31,271,24.13,40,3.56,43018
43,19,1071,738,68.91,302,28.2,31,2.89,43019
43,20,898,611,68.04,256,28.51,31,3.45,43020
43,21,468,326,69.66,125,26.71,17,3.63,43021
43,22,1114,774,69.48,308,27.65,32,2.87,43022
43,23,769,517,67.23,225,29.26,27,3.51,43023
44,1,1022,870,85.13,126,12.33,26,2.54,44001
44,2,757,555,73.32,181,23.91,21,2.77,44002
44,3,976,758,77.66,190,19.47,28,2.87,44003
44,4,1296,976,75.31,283,21.84,37,2.85,44004
44,5,899,773,85.98,99,11.01,27,3.0,44005
44,6,876,729,83.22,133,15.18,14,1.6,44006
44,7,903,773,85.6,110,12.18,20,2.21,44007
44,8,936,783,83.65,127,13.57,26,2.78,44008
44,9,1236,942,76.21,237,19.17,57,4.61,44009
44,10,1191,943,79.18,219,18.39,29,2.43,44010
44,11,945,719,76.08,184,19.47,42,4.44,44011
44,12,1081,903,83.53,144,13.32,34,3.15,44012
44,13,1033,848,82.09,151,14.62,34,3.29,44013
44,14,1031,849,82.35,151,14.65,31,3.01,44014
44,15,1168,977,83.65,173,14.81,18,1.54,44015
44,16,1171,934,79.76,199,16.99,38,3.25,44016
44,17,1185,996,84.05,162,13.67,27,2.28,44017
44,18,825,677,82.06,123,14.91,25,3.03,44018
44,19,1133,877,77.41,220,19.42,36,3.18,44019
44,20,690,561,81.3,103,14.93,26,3.77,44020
44,21,1167,996,85.35,141,12.08,30,2.57,44021
45,1,1066,461,43.25,552,51.78,53,4.97,45001
45,2,553,263,47.56,270,48.82,20,3.62,45002
45,3,329,146,44.38,171,51.98,12,3.65,45003
45,4,387,211,54.52,152,39.28,24,6.2,45004
45,5,619,343,55.41,257,41.52,19,3.07,45005
45,6,673,319,47.4,319,47.4,35,5.2,45006
45,7,662,340,51.36,283,42.75,39,5.89,45007
45,8,557,284,50.99,254,45.6,19,3.41,45008
45,9,597,330,55.28,252,42.21,15,2.51,45009
45,10,588,305,51.87,255,43.37,28,4.76,45010
45,11,807,391,48.45,389,48.2,27,3.35,45011
45,12,529,322,60.87,184,34.78,23,4.35,45012
45,13,748,460,61.5,264,35.29,24,3.21,45013
45,14,442,260,58.82,166,37.56,16,3.62,45014
45,15,500,336,67.2,136,27.2,28,5.6,45015
45,16,622,405,65.11,193,31.03,24,3.86,45016
45,17,702,392,55.84,284,40.46,26,3.7,45017
45,18,718,427,59.47,266,37.05,25,3.48,45018
45,19,466,307,65.88,145,31.12,14,3.0,45019
45,20,611,415,67.92,176,28.81,20,3.27,45020
45,21,546,329,60.26,191,34.98,26,4.76,45021
45,22,629,474,75.36,132,20.99,23,3.66,45022
45,23,652,433,66.41,187,28.68,32,4.91,45023
45,24,556,356,64.03,176,31.65,24,4.32,45024
45,25,798,547,68.55,215,26.94,36,4.51,45025
45,26,594,417,70.2,147,24.75,30,5.05,45026
45,27,704,496,70.45,176,25.0,32,4.55,45027
45,28,679,466,68.63,182,26.8,31,4.57,45028
45,29,631,503,79.71,104,16.48,24,3.8,45029
46,1,819,635,77.53,151,18.44,33,4.03,46001
46,2,806,689,85.48,97,12.03,20,2.48,46002
46,3,878,756,86.1,100,11.39,22,2.51,46003
46,4,1034,845,81.72,158,15.28,31,3.0,46004
46,5,842,670,79.57,152,18.05,20,2.38,46005
46,6,1265,1052,83.16,175,13.83,38,3.0,46006
46,7,780,679,87.05,75,9.62,26,3.33,46007
46,8,931,766,82.28,127,13.64,38,4.08,46008
46,9,998,791,79.26,175,17.54,32,3.21,46009
46,10,858,744,86.71,88,10.26,26,3.03,46010
46,11,1011,849,83.98,129,12.76,33,3.26,46011
46,12,1218,1018,83.58,158,12.97,42,3.45,46012
46,13,1059,938,88.57,90,8.5,31,2.93,46013
46,14,582,521,89.52,47,8.08,14,2.41,46014
46,15,1204,976,81.06,196,16.28,32,2.66,46015
46,16,829,740,89.26,61,7.36,28,3.38,46016
46,17,1058,961,90.83,68,6.43,29,2.74,46017
46,18,967,856,88.52,83,8.58,28,2.9,46018
46,19,782,679,86.83,65,8.31,38,4.86,46019
46,20,709,617,87.02,75,10.58,17,2.4,46020
46,21,542,446,82.29,77,14.21,19,3.51,46021
46,22,700,619,88.43,67,9.57,14,2.0,46022
46,23,604,549,90.89,38,6.29,17,2.81,46023
47,1,786,660,83.97,103,13.1,23,2.93,47001
47,2,745,644,86.44,74,9.93,27,3.62,47002
47,3,757,677,89.43,58,7.66,22,2.91,47003
47,4,928,808,87.07,97,10.45,23,2.48,47004
47,5,1080,989,91.57,63,5.83,28,2.59,47005
47,6,909,824,90.65,57,6.27,28,3.08,47006
47,7,1342,1142,85.1,154,11.48,46,3.43,47007
47,8,840,728,86.67,93,11.07,19,2.26,47008
47,9,1069,882,82.51,154,14.41,33,3.09,47009
47,10,927,817,88.13,86,9.28,24,2.59,47010
47,11,815,703,86.26,92,11.29,20,2.45,47011
47,12,618,534,86.41,65,10.52,19,3.07,47012
47,13,676,561,82.99,94,13.91,21,3.11,47013
47,14,838,649,77.45,159,18.97,30,3.58,47014
47,15,838,651,77.68,157,18.74,30,3.58,47015
47,16,867,675,77.85,156,17.99,36,4.15,47016
47,17,758,624,82.32,115,15.17,19,2.51,47017
47,18,957,807,84.33,122,12.75,28,2.93,47018
47,19,924,797,86.26,87,9.42,40,4.33,47019
47,20,914,719,78.67,158,17.29,37,4.05,47020
47,21,927,722,77.89,170,18.34,35,3.78,47021
47,22,787,621,78.91,141,17.92,25,3.18,47022
47,23,885,704,79.55,149,16.84,32,3.62,47023
47,24,1068,834,78.09,181,16.95,53,4.96,47024
47,25,827,672,81.26,133,16.08,22,2.66,47025
47,26,1064,822,77.26,209,19.64,33,3.1,47026
47,27,947,738,77.93,176,18.59,33,3.48,47027
47,28,708,520,73.45,159,22.46,29,4.1,47028
48,1,929,838,90.2,69,7.43,22,2.37,48001
48,2,322,270,83.85,38,11.8,14,4.35,48002
48,3,514,434,84.44,60,11.67,20,3.89,48003
48,4,561,511,91.09,39,6.95,11,1.96,48004
48,5,333,290,87.09,37,11.11,6,1.8,48005
48,6,757,655,86.53,75,9.91,27,3.57,48006
48,7,726,645,88.84,66,9.09,15,2.07,48007
48,8,502,396,78.88,91,18.13,15,2.99,48008
48,9,384,284,73.96,89,23.18,11,2.86,48009
48,10,878,782,89.07,69,7.86,27,3.08,48010
48,11,579,519,89.64,50,8.64,10,1.73,48011
48,12,845,685,81.07,130,15.38,30,3.55,48012
48,13,617,486,78.77,108,17.5,23,3.73,48013
48,14,698,607,86.96,64,9.17,27,3.87,48014
48,15,551,479,86.93,50,9.07,22,3.99,48015
48,16,434,381,87.79,47,10.83,6,1.38,48016
48,17,242,192,79.34,47,19.42,3,1.24,48017
48,18,743,630,84.79,82,11.04,31,4.17,48018
48,19,421,349,82.9,58,13.78,14,3.33,48019
48,20,294,233,79.25,48,16.33,13,4.42,48020
48,21,659,567,86.04,74,11.23,18,2.73,48021
48,22,399,322,80.7,70,17.54,7,1.75,48022
48,23,509,426,83.69,72,14.15,11,2.16,48023
48,24,956,737,77.09,180,18.83,39,4.08,48024
48,25,742,657,88.54,62,8.36,23,3.1,48025
48,26,416,345,82.93,62,14.9,9,2.16,48026
48,27,493,430,87.22,50,10.14,13,2.64,48027
48,28,619,568,91.76,34,5.49,17,2.75,48028
48,29,238,208,87.39,27,11.34,3,1.26,48029
48,30,671,582,86.74,77,11.48,12,1.79,48030
48,31,668,601,89.97,52,7.78,15,2.25,48031
48,32,565,485,85.84,65,11.5,15,2.65,48032
48,33,285,233,81.75,47,16.49,5,1.75,48033
48,34,524,460,87.79,47,8.97,17,3.24,48034
48,35,836,733,87.68,86,10.29,17,2.03,48035
49,1,815,719,88.22,60,7.36,36,4.42,49001
49,2,730,630,86.3,78,10.68,22,3.01,49002
49,3,992,836,84.27,118,11.9,38,3.83,49003
49,4,993,892,89.83,78,7.85,23,2.32,49004
49,5,1032,907,87.89,102,9.88,23,2.23,49005
49,6,90,73,81.11,13,14.44,4,4.44,49006
49,7,972,850,87.45,98,10.08,24,2.47,49007
49,8,1110,1022,92.07,59,5.32,29,2.61,49008
49,9,1046,913,87.28,98,9.37,35,3.35,49009
49,10,687,589,85.74,78,11.35,20,2.91,49010
49,11,770,671,87.14,81,10.52,18,2.34,49011
49,12,722,621,86.01,75,10.39,26,3.6,49012
49,13,855,759,88.77,71,8.3,25,2.92,49013
49,14,1052,950,90.3,73,6.94,29,2.76,49014
49,15,958,843,88.0,82,8.56,33,3.44,49015
49,16,933,819,87.78,84,9.0,30,3.22,49016
49,17,987,891,90.27,68,6.89,28,2.84,49017
50,1,515,224,43.5,275,53.4,16,3.11,50001
50,2,530,288,54.34,230,43.4,12,2.26,50002
50,3,427,225,52.69,191,44.73,11,2.58,50003
50,4,447,332,74.27,99,22.15,16,3.58,50004
50,5,705,459,65.11,217,30.78,29,4.11,50005
50,6,320,255,79.69,57,17.81,8,2.5,50006
50,7,809,667,82.45,107,13.23,35,4.33,50007
50,8,536,444,82.84,73,13.62,19,3.54,50008
50,9,168,108,64.29,58,34.52,2,1.19,50009
50,10,395,186,47.09,200,50.63,9,2.28,50010
50,11,570,191,33.51,365,64.04,14,2.46,50011
50,12,181,98,54.14,78,43.09,5,2.76,50012
50,13,591,433,73.27,138,23.35,20,3.38,50013
50,14,138,69,50.0,69,50.0,0,0.0,50014
50,15,566,424,74.91,124,21.91,18,3.18,50015
50,16,132,56,42.42,75,56.82,1,0.76,50016
50,17,305,215,70.49,82,26.89,8,2.62,50017
50,18,77,33,42.86,44,57.14,0,0.0,50018
50,19,238,188,78.99,43,18.07,7,2.94,50019
50,20,219,180,82.19,32,14.61,7,3.2,50020
50,21,499,426,85.37,66,13.23,7,1.4,50021
50,22,612,231,37.75,364,59.48,17,2.78,50022
50,23,458,268,58.52,173,37.77,17,3.71,50023
50,24,665,204,30.68,444,66.77,17,2.56,50024
50,25,160,101,63.13,53,33.13,6,3.75,50025
50,26,260,143,55.0,111,42.69,6,2.31,50026
50,27,130,68,52.31,55,42.31,7,5.38,50027
50,28,577,424,73.48,132,22.88,21,3.64,50028
