ward,precinct,total,JB Pritzker & Juliana Stratton,JB Pritzker & Juliana Stratton Percent,Darren Bailey & Stephanie Trussell,Darren Bailey & Stephanie Trussell Percent,Scott Schluter & John Phillips,Scott Schluter & John Phillips Percent,precinct_id
40,14,1008,946,93.85,49,4.86,13,1.29,40014
40,15,743,686,92.33,48,6.46,9,1.21,40015
40,16,718,675,94.01,31,4.32,12,1.67,40016
40,17,772,684,88.6,78,10.1,10,1.3,40017
40,18,863,761,88.18,86,9.97,16,1.85,40018
40,19,760,682,89.74,66,8.68,12,1.58,40019
40,20,872,780,89.45,71,8.14,21,2.41,40020
40,21,782,722,92.33,51,6.52,9,1.15,40021
40,22,1063,944,88.81,102,9.6,17,1.6,40022
40,23,1106,1011,91.41,77,6.96,18,1.63,40023
41,1,545,246,45.14,289,53.03,10,1.83,41001
41,2,363,206,56.75,148,40.77,9,2.48,41002
41,3,377,176,46.68,194,51.46,7,1.86,41003
41,4,542,203,37.45,335,61.81,4,0.74,41004
41,5,548,263,47.99,275,50.18,10,1.82,41005
41,6,562,273,48.58,283,50.36,6,1.07,41006
41,7,453,246,54.3,191,42.16,16,3.53,41007
41,8,467,227,48.61,229,49.04,11,2.36,41008
41,9,880,473,53.75,384,43.64,23,2.61,41009
41,10,722,370,51.25,339,46.95,13,1.8,41010
41,11,520,295,56.73,210,40.38,15,2.88,41011
41,12,358,154,43.02,199,55.59,5,1.4,41012
41,13,793,436,54.98,337,42.5,20,2.52,41013
41,14,901,480,53.27,404,44.84,17,1.89,41014
41,15,1120,573,51.16,518,46.25,29,2.59,41015
41,16,395,208,52.66,181,45.82,6,1.52,41016
41,17,279,145,51.97,128,45.88,6,2.15,41017
41,18,829,448,54.04,365,44.03,16,1.93,41018
41,19,412,240,58.25,159,38.59,13,3.16,41019
41,20,472,239,50.64,216,45.76,17,3.6,41020
41,21,444,225,50.68,207,46.62,12,2.7,41021
41,22,376,190,50.53,178,47.34,8,2.13,41022
41,23,498,237,47.59,239,47.99,22,4.42,41023
41,24,833,426,51.14,385,46.22,22,2.64,41024
41,25,682,308,45.16,353,51.76,21,3.08,41025
41,26,896,484,54.02,382,42.63,30,3.35,41026
41,27,661,340,51.44,299,45.23,22,3.33,41027
41,28,1083,584,53.92,464,42.84,35,3.23,41028
41,29,1098,577,52.55,488,44.44,33,3.01,41029
41,30,861,372,43.21,471,54.7,18,2.09,41030
41,31,784,329,41.96,435,55.48,20,2.55,41031
42,1,378,268,70.9,106,28.04,4,1.06,42001
42,2,317,252,79.5,53,16.72,12,3.79,42002
42,3,924,724,78.35,172,18.61,28,3.03,42003
42,4,783,557,71.14,200,25.54,26,3.32,42004
42,5,1067,840,78.73,205,19.21,22,2.06,42005
42,6,478,336,70.29,130,27.2,12,2.51,42006
42,7,736,560,76.09,155,21.06,21,2.85,42007
42,8,493,382,77.48,96,19.47,15,3.04,42008
42,9,842,618,73.4,211,25.06,13,1.54,42009
42,10,566,403,71.2,148,26.15,15,2.65,42010
42,11,562,477,84.88,75,13.35,10,1.78,42011
42,12,480,345,71.88,122,25.42,13,2.71,42012
42,13,365,289,79.18,67,18.36,9,2.47,42013
42,14,267,229,85.77,33,12.36,5,1.87,42014
42,15,286,205,71.68,76,26.57,5,1.75,42015
42,16,856,621,72.55,208,24.3,27,3.15,42016
42,17,1023,744,72.73,244,23.85,35,3.42,42017
42,18,543,417,76.8,106,19.52,20,3.68,42018
42,19,815,640,78.53,156,19.14,19,2.33,42019
42,20,855,622,72.75,210,24.56,23,2.69,42020
42,21,964,754,78.22,192,19.92,18,1.87,42021
42,22,880,670,76.14,188,21.36,22,2.5,42022
42,23,1005,759,75.52,228,22.69,18,1.79,42023
42,24,963,752,78.09,194,20.15,17,1.77,42024
43,1,909,686,75.47,193,21.23,30,3.3,43001
43,2,1080,829,76.76,230,21.3,21,1.94,43002
43,3,376,287,76.33,78,20.74,11,2.93,43003
43,4,711,571,80.31,124,17.44,16,2.25,43004
43,5,1100,896,81.45,180,16.36,24,2.18,43005
43,6,1261,1043,82.71,193,15.31,25,1.98,43006
43,7,1132,966,85.34,146,12.9,20,1.77,43007
43,8,959,791,82.48,146,15.22,22,2.29,43008
43,9,1266,1055,83.33,174,13.74,37,2.92,43009
43,10,850,650,76.47,170,20.0,30,3.53,43010
43,11,582,447,76.8,122,20.96,13,2.23,43011
43,12,1132,894,78.98,213,18.82,25,2.21,43012
43,13,812,634,78.08,150,18.47,28,3.45,43013
43,14,504,391,77.58,97,19.25,16,3.17,43014
43,15,1062,857,80.7,183,17.23,22,2.07,43015
43,16,421,343,81.47,68,16.15,10,2.38,43016
43,17,974,794,81.52,151,15.5,29,2.98,43017
43,18,1185,955,80.59,200,16.88,30,2.53,43018
43,19,1101,857,77.84,217,19.71,27,2.45,43019
43,20,924,739,79.98,166,17.97,19,2.06,43020
43,21,487,389,79.88,90,18.48,8,1.64,43021
43,22,1170,941,80.43,202,17.26,27,2.31,43022
43,23,813,639,78.6,147,18.08,27,3.32,43023
44,1,1053,958,90.98,78,7.41,17,1.61,44001
44,2,804,656,81.59,126,15.67,22,2.74,44002
44,3,1009,851,84.34,138,13.68,20,1.98,44003
44,4,1343,1119,83.32,201,14.97,23,1.71,44004
44,5,918,841,91.61,63,6.86,14,1.53,44005
44,6,900,785,87.22,100,11.11,15,1.67,44006
44,7,939,839,89.35,90,9.58,10,1.06,44007
44,8,963,854,88.68,89,9.24,20,2.08,44008
44,9,1284,1068,83.18,176,13.71,40,3.12,44009
44,10,1239,1077,86.92,142,11.46,20,1.61,44010
44,11,978,823,84.15,126,12.88,29,2.97,44011
44,12,1122,1005,89.57,98,8.73,19,1.69,44012
44,13,1072,944,88.06,104,9.7,24,2.24,44013
44,14,1060,933,88.02,104,9.81,23,2.17,44014
44,15,1196,1048,87.63,131,10.95,17,1.42,44015
44,16,1216,1054,86.68,129,10.61,33,2.71,44016
44,17,1222,1097,89.77,103,8.43,22,1.8,44017
44,18,856,760,88.79,79,9.23,17,1.99,44018
44,19,1168,994,85.1,145,12.41,29,2.48,44019
44,20,703,635,90.33,59,8.39,9,1.28,44020
44,21,1212,1099,90.68,94,7.76,19,1.57,44021
45,1,1096,598,54.56,462,42.15,36,3.28,45001
45,2,561,332,59.18,216,38.5,13,2.32,45002
45,3,341,178,52.2,154,45.16,9,2.64,45003
45,4,402,250,62.19,139,34.58,13,3.23,45004
45,5,644,416,64.6,207,32.14,21,3.26,45005
45,6,702,396,56.41,282,40.17,24,3.42,45006
45,7,681,405,59.47,252,37.0,24,3.52,45007
45,8,574,341,59.41,220,38.33,13,2.26,45008
45,9,636,397,62.42,221,34.75,18,2.83,45009
45,10,601,360,59.9,221,36.77,20,3.33,45010
45,11,837,466,55.68,354,42.29,17,2.03,45011
45,12,543,376,69.24,150,27.62,17,3.13,45012
45,13,771,545,70.69,210,27.24,16,2.08,45013
45,14,456,305,66.89,138,30.26,13,2.85,45014
45,15,517,387,74.85,118,22.82,12,2.32,45015
45,16,656,467,71.19,166,25.3,23,3.51,45016
45,17,727,455,62.59,257,35.35,15,2.06,45017
45,18,741,482,65.05,249,33.6,10,1.35,45018
45,19,486,346,71.19,128,26.34,12,2.47,45019
45,20,632,488,77.22,137,21.68,7,1.11,45020
45,21,563,367,65.19,177,31.44,19,3.37,45021
45,22,640,520,81.25,108,16.88,12,1.88,45022
45,23,667,486,72.86,165,24.74,16,2.4,45023
45,24,574,402,70.03,160,27.87,12,2.09,45024
45,25,811,615,75.83,171,21.09,25,3.08,45025
45,26,612,462,75.49,132,21.57,18,2.94,45026
45,27,720,580,80.56,120,16.67,20,2.78,45027
45,28,694,531,76.51,148,21.33,15,2.16,45028
45,29,656,564,85.98,81,12.35,11,1.68,45029
46,1,850,711,83.65,116,13.65,23,2.71,46001
46,2,837,758,90.56,65,7.77,14,1.67,46002
46,3,907,815,89.86,75,8.27,17,1.87,46003
46,4,1058,927,87.62,115,10.87,16,1.51,46004
46,5,861,730,84.79,119,13.82,12,1.39,46005
46,6,1284,1128,87.85,134,10.44,22,1.71,46006
46,7,800,732,91.5,52,6.5,16,2.0,46007
46,8,960,849,88.44,87,9.06,24,2.5,46008
46,9,1028,896,87.16,111,10.8,21,2.04,46009
46,10,881,818,92.85,53,6.02,10,1.14,46010
46,11,1050,928,88.38,102,9.71,20,1.9,46011
46,12,1240,1115,89.92,104,8.39,21,1.69,46012
46,13,1084,1001,92.34,67,6.18,16,1.48,46013
46,14,602,560,93.02,32,5.32,10,1.66,46014
46,15,1245,1078,86.59,156,12.53,11,0.88,46015
46,16,863,803,93.05,50,5.79,10,1.16,46016
46,17,1074,995,92.64,56,5.21,23,2.14,46017
46,18,979,908,92.75,50,5.11,21,2.15,46018
46,19,794,720,90.68,57,7.18,17,2.14,46019
46,20,739,657,88.9,73,9.88,9,1.22,46020
46,21,581,521,89.67,56,9.64,4,0.69,46021
46,22,725,653,90.07,61,8.41,11,1.52,46022
46,23,619,574,92.73,35,5.65,10,1.62,46023
47,1,812,722,88.92,72,8.87,18,2.22,47001
47,2,754,690,91.51,47,6.23,17,2.25,47002
47,3,766,706,92.17,45,5.87,15,1.96,47003
47,4,943,877,93.0,53,5.62,13,1.38,47004
47,5,1098,1035,94.26,46,4.19,17,1.55,47005
47,6,933,891,95.5,34,3.64,8,0.86,47006
47,7,1373,1239,90.24,97,7.06,37,2.69,47007
47,8,848,765,90.21,68,8.02,15,1.77,47008
47,9,1087,972,89.42,93,8.56,22,2.02,47009
47,10,943,878,93.11,46,4.88,19,2.01,47010
47,11,832,762,91.59,61,7.33,9,1.08,47011
47,12,638,576,90.28,52,8.15,10,1.57,47012
47,13,687,613,89.23,66,9.61,8,1.16,47013
47,14,859,721,83.93,113,13.15,25,2.91,47014
47,15,869,750,86.31,103,11.85,16,1.84,47015
47,16,892,774,86.77,93,10.43,25,2.8,47016
47,17,783,701,89.53,69,8.81,13,1.66,47017
47,18,981,883,90.01,76,7.75,22,2.24,47018
47,19,953,878,92.13,62,6.51,13,1.36,47019
47,20,936,806,86.11,104,11.11,26,2.78,47020
47,21,964,839,87.03,112,11.62,13,1.35,47021
47,22,811,713,87.92,76,9.37,22,2.71,47022
47,23,915,800,87.43,94,10.27,21,2.3,47023
47,24,1093,945,86.46,122,11.16,26,2.38,47024
47,25,853,746,87.46,92,10.79,15,1.76,47025
47,26,1103,938,85.04,138,12.51,27,2.45,47026
47,27,966,845,87.47,96,9.94,25,2.59,47027
47,28,737,613,83.18,106,14.38,18,2.44,47028
48,1,946,893,94.4,45,4.76,8,0.85,48001
48,2,330,291,88.18,35,10.61,4,1.21,48002
48,3,523,460,87.95,49,9.37,14,2.68,48003
48,4,571,533,93.35,29,5.08,9,1.58,48004
48,5,341,314,92.08,26,7.62,1,0.29,48005
48,6,766,696,90.86,50,6.53,20,2.61,48006
48,7,742,688,92.72,42,5.66,12,1.62,48007
48,8,508,443,87.2,61,12.01,4,0.79,48008
48,9,395,304,76.96,85,21.52,6,1.52,48009
48,10,892,840,94.17,40,4.48,12,1.35,48010
48,11,582,549,94.33,28,4.81,5,0.86,48011
48,12,870,745,85.63,110,12.64,15,1.72,48012
48,13,638,542,84.95,88,13.79,8,1.25,48013
48,14,715,640,89.51,63,8.81,12,1.68,48014
48,15,567,512,90.3,42,7.41,13,2.29,48015
48,16,436,390,89.45,41,9.4,5,1.15,48016
48,17,247,199,80.57,40,16.19,8,3.24,48017
48,18,763,675,88.47,77,10.09,11,1.44,48018
48,19,425,377,88.71,38,8.94,10,2.35,48019
48,20,301,255,84.72,39,12.96,7,2.33,48020
48,21,676,598,88.46,68,10.06,10,1.48,48021
48,22,416,355,85.34,59,14.18,2,0.48,48022
48,23,518,451,87.07,56,10.81,11,2.12,48023
48,24,998,813,81.46,166,16.63,19,1.9,48024
48,25,756,696,92.06,46,6.08,14,1.85,48025
48,26,419,366,87.35,45,10.74,8,1.91,48026
48,27,505,453,89.7,44,8.71,8,1.58,48027
48,28,629,594,94.44,29,4.61,6,0.95,48028
48,29,248,225,90.73,21,8.47,2,0.81,48029
48,30,678,617,91.0,47,6.93,14,2.06,48030
48,31,680,637,93.68,32,4.71,11,1.62,48031
48,32,578,526,91.0,39,6.75,13,2.25,48032
48,33,291,258,88.66,28,9.62,5,1.72,48033
48,34,538,502,93.31,34,6.32,2,0.37,48034
48,35,854,785,91.92,57,6.67,12,1.41,48035
49,1,832,746,89.66,60,7.21,26,3.13,49001
49,2,768,691,89.97,58,7.55,19,2.47,49002
49,3,1014,908,89.55,93,9.17,13,1.28,49003
49,4,1004,926,92.23,69,6.87,9,0.9,49004
49,5,1046,954,91.2,73,6.98,19,1.82,49005
49,6,96,79,82.29,16,16.67,1,1.04,49006
49,7,1002,909,90.72,81,8.08,12,1.2,49007
49,8,1122,1062,94.65,39,3.48,21,1.87,49008
49,9,1054,957,90.8,78,7.4,19,1.8,49009
49,10,702,639,91.03,56,7.98,7,1.0,49010
49,11,779,711,91.27,64,8.22,4,0.51,49011
49,12,740,666,90.0,65,8.78,9,1.22,49012
49,13,873,805,92.21,57,6.53,11,1.26,49013
49,14,1067,996,93.35,60,5.62,11,1.03,49014
49,15,971,887,91.35,69,7.11,15,1.54,49015
49,16,952,871,91.49,69,7.25,12,1.26,49016
49,17,999,927,92.79,58,5.81,14,1.4,49017
50,1,551,341,61.89,196,35.57,14,2.54,50001
50,2,544,334,61.4,202,37.13,8,1.47,50002
50,3,439,289,65.83,141,32.12,9,2.05,50003
50,4,460,353,76.74,99,21.52,8,1.74,50004
50,5,725,538,74.21,175,24.14,12,1.66,50005
50,6,329,286,86.93,39,11.85,4,1.22,50006
50,7,817,726,88.86,78,9.55,13,1.59,50007
50,8,553,477,86.26,69,12.48,7,1.27,50008
50,9,169,119,70.41,47,27.81,3,1.78,50009
50,10,419,253,60.38,155,36.99,11,2.63,50010
50,11,607,350,57.66,248,40.86,9,1.48,50011
50,12,197,124,62.94,69,35.03,4,2.03,50012
50,13,611,479,78.4,120,19.64,12,1.96,50013
50,14,146,88,60.27,58,39.73,0,0.0,50014
50,15,584,462,79.11,115,19.69,7,1.2,50015
50,16,137,72,52.55,62,45.26,3,2.19,50016
50,17,320,234,73.13,80,25.0,6,1.88,50017
50,18,78,51,65.38,25,32.05,2,2.56,50018
50,19,250,201,80.4,46,18.4,3,1.2,50019
50,20,226,193,85.4,31,13.72,2,0.88,50020
50,21,522,458,87.74,58,11.11,6,1.15,50021
50,22,663,365,55.05,289,43.59,9,1.36,50022
50,23,488,322,65.98,159,32.58,7,1.43,50023
50,24,730,444,60.82,271,37.12,15,2.05,50024
50,25,162,111,68.52,50,30.86,1,0.62,50025
50,26,279,171,61.29,102,36.56,6,2.15,50026
50,27,140,82,58.57,54,38.57,4,2.86,50027
50,28,598,489,81.77,103,17.22,6,1.0,50028
