ward,precinct,total,Susana A. Mendoza,Susana A. Mendoza Percent,Shannon L. Teresi,Shannon L. Teresi Percent,Deirdre McCloskey,Deirdre McCloskey Percent,precinct_id
40,18,857,759,88.56,83,9.68,15,1.75,40018
40,19,757,670,88.51,76,10.04,11,1.45,40019
40,20,871,778,89.32,80,9.18,13,1.49,40020
40,21,780,711,91.15,59,7.56,10,1.28,40021
40,22,1059,934,88.2,107,10.1,18,1.7,40022
40,23,1102,1009,91.56,76,6.9,17,1.54,40023
41,1,549,278,50.64,261,47.54,10,1.82,41001
41,2,361,206,57.06,143,39.61,12,3.32,41002
41,3,378,198,52.38,169,44.71,11,2.91,41003
41,4,541,240,44.36,298,55.08,3,0.55,41004
41,5,544,292,53.68,244,44.85,8,1.47,41005
41,6,564,311,55.14,246,43.62,7,1.24,41006
41,7,454,267,58.81,177,38.99,10,2.2,41007
41,8,471,257,54.56,208,44.16,6,1.27,41008
41,9,885,536,60.56,336,37.97,13,1.47,41009
41,10,712,400,56.18,303,42.56,9,1.26,41010
41,11,520,335,64.42,174,33.46,11,2.12,41011
41,12,358,176,49.16,174,48.6,8,2.23,41012
41,13,796,477,59.92,309,38.82,10,1.26,41013
41,14,898,528,58.8,356,39.64,14,1.56,41014
41,15,1121,625,55.75,481,42.91,15,1.34,41015
41,16,394,233,59.14,157,39.85,4,1.02,41016
41,17,282,170,60.28,107,37.94,5,1.77,41017
41,18,822,497,60.46,305,37.1,20,2.43,41018
41,19,416,259,62.26,147,35.34,10,2.4,41019
41,20,467,275,58.89,185,39.61,7,1.5,41020
41,21,441,253,57.37,179,40.59,9,2.04,41021
41,22,367,213,58.04,147,40.05,7,1.91,41022
41,23,500,271,54.2,219,43.8,10,2.0,41023
41,24,830,463,55.78,352,42.41,15,1.81,41024
41,25,681,352,51.69,318,46.7,11,1.62,41025
41,26,896,533,59.49,348,38.84,15,1.67,41026
41,27,656,375,57.16,263,40.09,18,2.74,41027
41,28,1079,626,58.02,443,41.06,10,0.93,41028
41,29,1094,655,59.87,420,38.39,19,1.74,41029
41,30,864,406,46.99,447,51.74,11,1.27,41030
41,31,780,386,49.49,385,49.36,9,1.15,41031
42,1,371,263,70.89,101,27.22,7,1.89,42001
42,2,315,240,76.19,65,20.63,10,3.17,42002
42,3,920,690,75.0,211,22.93,19,2.07,42003
42,4,780,539,69.1,226,28.97,15,1.92,42004
42,5,1065,840,78.87,206,19.34,19,1.78,42005
42,6,483,357,73.91,120,24.84,6,1.24,42006
42,7,730,529,72.47,179,24.52,22,3.01,42007
42,8,491,380,77.39,108,22.0,3,0.61,42008
42,9,838,596,71.12,228,27.21,14,1.67,42009
42,10,567,387,68.25,166,29.28,14,2.47,42010
42,11,555,466,83.96,84,15.14,5,0.9,42011
42,12,477,333,69.81,134,28.09,10,2.1,42012
42,13,363,281,77.41,71,19.56,11,3.03,42013
42,14,264,218,82.58,44,16.67,2,0.76,42014
42,15,285,185,64.91,94,32.98,6,2.11,42015
42,16,855,593,69.36,242,28.3,20,2.34,42016
42,17,1004,700,69.72,279,27.79,25,2.49,42017
42,18,543,407,74.95,122,22.47,14,2.58,42018
42,19,806,600,74.44,185,22.95,21,2.61,42019
42,20,852,599,70.31,237,27.82,16,1.88,42020
42,21,960,727,75.73,216,22.5,17,1.77,42021
42,22,876,659,75.23,202,23.06,15,1.71,42022
42,23,995,743,74.67,247,24.82,5,0.5,42023
42,24,968,741,76.55,220,22.73,7,0.72,42024
43,1,904,667,73.78,217,24.0,20,2.21,43001
43,2,1066,790,74.11,262,24.58,14,1.31,43002
43,3,376,281,74.73,91,24.2,4,1.06,43003
43,4,700,541,77.29,146,20.86,13,1.86,43004
43,5,1093,869,79.51,191,17.47,33,3.02,43005
43,6,1252,1015,81.07,219,17.49,18,1.44,43006
43,7,1125,923,82.04,182,16.18,20,1.78,43007
43,8,949,770,81.14,157,16.54,22,2.32,43008
43,9,1260,1012,80.32,221,17.54,27,2.14,43009
43,10,834,623,74.7,194,23.26,17,2.04,43010
43,11,577,432,74.87,136,23.57,9,1.56,43011
43,12,1114,841,75.49,255,22.89,18,1.62,43012
43,13,813,620,76.26,173,21.28,20,2.46,43013
43,14,496,369,74.4,116,23.39,11,2.22,43014
43,15,1052,828,78.71,199,18.92,25,2.38,43015
43,16,421,337,80.05,79,18.76,5,1.19,43016
43,17,975,766,78.56,187,19.18,22,2.26,43017
43,18,1171,913,77.97,234,19.98,24,2.05,43018
43,19,1101,814,73.93,263,23.89,24,2.18,43019
43,20,923,710,76.92,200,21.67,13,1.41,43020
43,21,481,366,76.09,101,21.0,14,2.91,43021
43,22,1158,881,76.08,253,21.85,24,2.07,43022
43,23,805,593,73.66,192,23.85,20,2.48,43023
44,1,1039,939,90.38,87,8.37,13,1.25,44001
44,2,798,625,78.32,156,19.55,17,2.13,44002
44,3,1008,838,83.13,149,14.78,21,2.08,44003
44,4,1338,1098,82.06,214,15.99,26,1.94,44004
44,5,916,824,89.96,75,8.19,17,1.86,44005
44,6,888,765,86.15,105,11.82,18,2.03,44006
44,7,924,814,88.1,93,10.06,17,1.84,44007
44,8,953,828,86.88,109,11.44,16,1.68,44008
44,9,1278,1041,81.46,196,15.34,41,3.21,44009
44,10,1229,1001,81.45,199,16.19,29,2.36,44010
44,11,978,805,82.31,153,15.64,20,2.04,44011
44,12,1116,999,89.52,99,8.87,18,1.61,44012
44,13,1063,921,86.64,121,11.38,21,1.98,44013
44,14,1056,897,84.94,141,13.35,18,1.7,44014
44,15,1194,1034,86.6,151,12.65,9,0.75,44015
44,16,1212,1017,83.91,174,14.36,21,1.73,44016
44,17,1215,1081,88.97,117,9.63,17,1.4,44017
44,18,845,726,85.92,103,12.19,16,1.89,44018
44,19,1159,969,83.61,167,14.41,23,1.98,44019
44,20,699,600,85.84,85,12.16,14,2.0,44020
44,21,1201,1062,88.43,113,9.41,26,2.16,44021
45,1,1095,643,58.72,430,39.27,22,2.01,45001
45,2,561,370,65.95,179,31.91,12,2.14,45002
45,3,343,197,57.43,136,39.65,10,2.92,45003
45,4,400,260,65.0,128,32.0,12,3.0,45004
45,5,647,443,68.47,186,28.75,18,2.78,45005
45,6,698,428,61.32,244,34.96,26,3.72,45006
45,7,677,448,66.17,212,31.31,17,2.51,45007
45,8,574,375,65.33,188,32.75,11,1.92,45008
45,9,634,416,65.62,202,31.86,16,2.52,45009
45,10,603,387,64.18,203,33.67,13,2.16,45010
45,11,832,528,63.46,289,34.74,15,1.8,45011
45,12,536,394,73.51,134,25.0,8,1.49,45012
45,13,768,569,74.09,184,23.96,15,1.95,45013
45,14,460,327,71.09,129,28.04,4,0.87,45014
45,15,511,390,76.32,109,21.33,12,2.35,45015
45,16,648,500,77.16,131,20.22,17,2.62,45016
45,17,723,491,67.91,216,29.88,16,2.21,45017
45,18,743,499,67.16,234,31.49,10,1.35,45018
45,19,484,364,75.21,104,21.49,16,3.31,45019
45,20,628,502,79.94,112,17.83,14,2.23,45020
45,21,557,386,69.3,163,29.26,8,1.44,45021
45,22,637,528,82.89,96,15.07,13,2.04,45022
45,23,665,508,76.39,143,21.5,14,2.11,45023
45,24,575,426,74.09,136,23.65,13,2.26,45024
45,25,813,632,77.74,160,19.68,21,2.58,45025
45,26,609,481,78.98,110,18.06,18,2.96,45026
45,27,718,580,80.78,121,16.85,17,2.37,45027
45,28,696,542,77.87,137,19.68,17,2.44,45028
45,29,652,555,85.12,84,12.88,13,1.99,45029
46,1,844,708,83.89,119,14.1,17,2.01,46001
46,2,830,741,89.28,71,8.55,18,2.17,46002
46,3,909,818,89.99,75,8.25,16,1.76,46003
46,4,1056,910,86.17,122,11.55,24,2.27,46004
46,5,861,723,83.97,118,13.7,20,2.32,46005
46,6,1281,1113,86.89,146,11.4,22,1.72,46006
46,7,802,728,90.77,66,8.23,8,1.0,46007
46,8,955,825,86.39,106,11.1,24,2.51,46008
46,9,1019,885,86.85,118,11.58,16,1.57,46009
46,10,873,809,92.67,52,5.96,12,1.37,46010
46,11,1045,911,87.18,117,11.2,17,1.63,46011
46,12,1238,1100,88.85,116,9.37,22,1.78,46012
46,13,1075,989,92.0,68,6.33,18,1.67,46013
46,14,596,544,91.28,38,6.38,14,2.35,46014
46,15,1240,1078,86.94,150,12.1,12,0.97,46015
46,16,851,784,92.13,53,6.23,14,1.65,46016
46,17,1067,994,93.16,58,5.44,15,1.41,46017
46,18,981,904,92.15,58,5.91,19,1.94,46018
46,19,794,715,90.05,59,7.43,20,2.52,46019
46,20,742,660,88.95,69,9.3,13,1.75,46020
46,21,565,503,89.03,50,8.85,12,2.12,46021
46,22,720,647,89.86,60,8.33,13,1.81,46022
46,23,619,567,91.6,40,6.46,12,1.94,46023
47,1,806,714,88.59,79,9.8,13,1.61,47001
47,2,755,680,90.07,63,8.34,12,1.59,47002
47,3,764,701,91.75,50,6.54,13,1.7,47003
47,4,944,872,92.37,58,6.14,14,1.48,47004
47,5,1092,1026,93.96,51,4.67,15,1.37,47005
47,6,930,879,94.52,43,4.62,8,0.86,47006
47,7,1357,1235,91.01,99,7.3,23,1.69,47007
47,8,844,753,89.22,80,9.48,11,1.3,47008
47,9,1082,961,88.82,107,9.89,14,1.29,47009
47,10,941,865,91.92,55,5.84,21,2.23,47010
47,11,836,762,91.15,58,6.94,16,1.91,47011
47,12,632,570,90.19,52,8.23,10,1.58,47012
47,13,685,608,88.76,66,9.64,11,1.61,47013
47,14,857,710,82.85,122,14.24,25,2.92,47014
47,15,866,738,85.22,115,13.28,13,1.5,47015
47,16,894,762,85.23,110,12.3,22,2.46,47016
47,17,777,690,88.8,79,10.17,8,1.03,47017
47,18,974,862,88.5,96,9.86,16,1.64,47018
47,19,949,873,91.99,60,6.32,16,1.69,47019
47,20,932,804,86.27,110,11.8,18,1.93,47020
47,21,960,817,85.1,126,13.13,17,1.77,47021
47,22,804,687,85.45,101,12.56,16,1.99,47022
47,23,914,791,86.54,109,11.93,14,1.53,47023
47,24,1083,923,85.23,134,12.37,26,2.4,47024
47,25,853,733,85.93,111,13.01,9,1.06,47025
47,26,1094,923,84.37,158,14.44,13,1.19,47026
47,27,968,831,85.85,118,12.19,19,1.96,47027
47,28,729,596,81.76,114,15.64,19,2.61,47028
48,1,939,877,93.4,47,5.01,15,1.6,48001
48,2,330,294,89.09,33,10.0,3,0.91,48002
48,3,524,462,88.17,50,9.54,12,2.29,48003
48,4,572,532,93.01,28,4.9,12,2.1,48004
48,5,343,311,90.67,30,8.75,2,0.58,48005
48,6,766,699,91.25,48,6.27,19,2.48,48006
48,7,734,671,91.42,53,7.22,10,1.36,48007
48,8,510,441,86.47,59,11.57,10,1.96,48008
48,9,390,305,78.21,77,19.74,8,2.05,48009
48,10,886,831,93.79,42,4.74,13,1.47,48010
48,11,578,541,93.6,32,5.54,5,0.87,48011
48,12,866,728,84.06,124,14.32,14,1.62,48012
48,13,638,541,84.8,86,13.48,11,1.72,48013
48,14,710,632,89.01,57,8.03,21,2.96,48014
48,15,564,510,90.43,41,7.27,13,2.3,48015
48,16,438,394,89.95,38,8.68,6,1.37,48016
48,17,248,204,82.26,43,17.34,1,0.4,48017
48,18,759,667,87.88,69,9.09,23,3.03,48018
48,19,427,377,88.29,41,9.6,9,2.11,48019
48,20,297,255,85.86,37,12.46,5,1.68,48020
48,21,679,601,88.51,60,8.84,18,2.65,48021
48,22,415,361,86.99,48,11.57,6,1.45,48022
48,23,522,450,86.21,56,10.73,16,3.07,48023
48,24,996,809,81.22,164,16.47,23,2.31,48024
48,25,754,690,91.51,45,5.97,19,2.52,48025
48,26,417,360,86.33,50,11.99,7,1.68,48026
48,27,499,448,89.78,43,8.62,8,1.6,48027
48,28,633,593,93.68,29,4.58,11,1.74,48028
48,29,252,227,90.08,23,9.13,2,0.79,48029
48,30,675,602,89.19,52,7.7,21,3.11,48030
48,31,680,632,92.94,38,5.59,10,1.47,48031
48,32,574,516,89.9,43,7.49,15,2.61,48032
48,33,291,256,87.97,31,10.65,4,1.37,48033
48,34,532,493,92.67,34,6.39,5,0.94,48034
48,35,852,778,91.31,62,7.28,12,1.41,48035
49,1,828,757,91.43,53,6.4,18,2.17,49001
49,2,764,678,88.74,65,8.51,21,2.75,49002
49,3,1001,893,89.21,88,8.79,20,2.0,49003
49,4,995,912,91.66,67,6.73,16,1.61,49004
49,5,1041,950,91.26,80,7.68,11,1.06,49005
49,6,94,78,82.98,14,14.89,2,2.13,49006
49,7,997,900,90.27,81,8.12,16,1.6,49007
49,8,1117,1050,94.0,44,3.94,23,2.06,49008
49,9,1052,957,90.97,76,7.22,19,1.81,49009
49,10,701,636,90.73,54,7.7,11,1.57,49010
49,11,772,699,90.54,65,8.42,8,1.04,49011
49,12,738,664,89.97,58,7.86,16,2.17,49012
49,13,867,802,92.5,51,5.88,14,1.61,49013
49,14,1060,989,93.3,54,5.09,17,1.6,49014
49,15,966,886,91.72,56,5.8,24,2.48,49015
49,16,943,866,91.83,65,6.89,12,1.27,49016
49,17,1002,925,92.32,60,5.99,17,1.7,49017
50,1,540,362,67.04,171,31.67,7,1.3,50001
50,2,545,347,63.67,184,33.76,14,2.57,50002
50,3,437,304,69.57,124,28.38,9,2.06,50003
50,4,464,358,77.16,96,20.69,10,2.16,50004
50,5,719,537,74.69,170,23.64,12,1.67,50005
50,6,328,285,86.89,35,10.67,8,2.44,50006
50,7,819,736,89.87,70,8.55,13,1.59,50007
50,8,544,479,88.05,53,9.74,12,2.21,50008
50,9,172,128,74.42,43,25.0,1,0.58,50009
50,10,412,262,63.59,143,34.71,7,1.7,50010
50,11,591,355,60.07,232,39.26,4,0.68,50011
50,12,193,115,59.59,77,39.9,1,0.52,50012
50,13,611,480,78.56,121,19.8,10,1.64,50013
50,14,146,90,61.64,56,38.36,0,0.0,50014
50,15,580,459,79.14,112,19.31,9,1.55,50015
50,16,134,74,55.22,58,43.28,2,1.49,50016
50,17,316,235,74.37,75,23.73,6,1.9,50017
50,18,77,49,63.64,28,36.36,0,0.0,50018
50,19,247,207,83.81,34,13.77,6,2.43,50019
50,20,221,189,85.52,27,12.22,5,2.26,50020
50,21,516,452,87.6,57,11.05,7,1.36,50021
50,22,635,366,57.64,255,40.16,14,2.2,50022
50,23,481,321,66.74,151,31.39,9,1.87,50023
50,24,709,428,60.37,269,37.94,12,1.69,50024
50,25,164,116,70.73,45,27.44,3,1.83,50025
50,26,277,173,62.45,97,35.02,7,2.53,50026
50,27,141,88,62.41,49,34.75,4,2.84,50027
50,28,598,490,81.94,96,16.05,12,2.01,50028
