ward,precinct,total,Thomas J. Dart,Thomas J. Dart Percent,Lupe Aguirre,Lupe Aguirre Percent,Brad Sandefur,Brad Sandefur Percent,precinct_id
40,20,845,746,88.28,75,8.88,24,2.84,40020
40,21,748,671,89.71,58,7.75,19,2.54,40021
40,22,1019,881,86.46,110,10.79,28,2.75,40022
40,23,1069,938,87.75,91,8.51,40,3.74,40023
41,1,521,242,46.45,249,47.79,30,5.76,41001
41,2,348,197,56.61,135,38.79,16,4.6,41002
41,3,365,184,50.41,166,45.48,15,4.11,41003
41,4,522,220,42.15,295,56.51,7,1.34,41004
41,5,532,282,53.01,239,44.92,11,2.07,41005
41,6,549,293,53.37,246,44.81,10,1.82,41006
41,7,432,237,54.86,183,42.36,12,2.78,41007
41,8,455,222,48.79,218,47.91,15,3.3,41008
41,9,855,477,55.79,351,41.05,27,3.16,41009
41,10,692,380,54.91,295,42.63,17,2.46,41010
41,11,506,295,58.3,195,38.54,16,3.16,41011
41,12,343,160,46.65,172,50.15,11,3.21,41012
41,13,770,440,57.14,311,40.39,19,2.47,41013
41,14,871,474,54.42,366,42.02,31,3.56,41014
41,15,1091,592,54.26,478,43.81,21,1.92,41015
41,16,386,223,57.77,152,39.38,11,2.85,41016
41,17,264,151,57.2,103,39.02,10,3.79,41017
41,18,812,482,59.36,304,37.44,26,3.2,41018
41,19,406,253,62.32,141,34.73,12,2.96,41019
41,20,462,283,61.26,166,35.93,13,2.81,41020
41,21,435,241,55.4,176,40.46,18,4.14,41021
41,22,357,194,54.34,151,42.3,12,3.36,41022
41,23,487,264,54.21,207,42.51,16,3.29,41023
41,24,797,433,54.33,342,42.91,22,2.76,41024
41,25,653,322,49.31,309,47.32,22,3.37,41025
41,26,867,515,59.4,325,37.49,27,3.11,41026
41,27,637,353,55.42,259,40.66,25,3.92,41027
41,28,1027,591,57.55,415,40.41,21,2.04,41028
41,29,1074,642,59.78,404,37.62,28,2.61,41029
41,30,844,400,47.39,422,50.0,22,2.61,41030
41,31,760,371,48.82,376,49.47,13,1.71,41031
42,1,354,258,72.88,86,24.29,10,2.82,42001
42,2,312,235,75.32,65,20.83,12,3.85,42002
42,3,893,667,74.69,197,22.06,29,3.25,42003
42,4,758,518,68.34,222,29.29,18,2.37,42004
42,5,1048,810,77.29,218,20.8,20,1.91,42005
42,6,462,344,74.46,105,22.73,13,2.81,42006
42,7,710,503,70.85,176,24.79,31,4.37,42007
42,8,480,350,72.92,113,23.54,17,3.54,42008
42,9,818,589,72.0,219,26.77,10,1.22,42009
42,10,548,378,68.98,159,29.01,11,2.01,42010
42,11,544,443,81.43,81,14.89,20,3.68,42011
42,12,468,317,67.74,133,28.42,18,3.85,42012
42,13,352,261,74.15,74,21.02,17,4.83,42013
42,14,257,210,81.71,38,14.79,9,3.5,42014
42,15,271,172,63.47,88,32.47,11,4.06,42015
42,16,831,557,67.03,246,29.6,28,3.37,42016
42,17,977,670,68.58,274,28.05,33,3.38,42017
42,18,524,386,73.66,121,23.09,17,3.24,42018
42,19,783,572,73.05,187,23.88,24,3.07,42019
42,20,826,565,68.4,245,29.66,16,1.94,42020
42,21,918,681,74.18,213,23.2,24,2.61,42021
42,22,847,605,71.43,211,24.91,31,3.66,42022
42,23,974,741,76.08,219,22.48,14,1.44,42023
42,24,934,709,75.91,210,22.48,15,1.61,42024
43,1,884,662,74.89,202,22.85,20,2.26,43001
43,2,1019,754,73.99,249,24.44,16,1.57,43002
43,3,355,271,76.34,80,22.54,4,1.13,43003
43,4,680,528,77.65,131,19.26,21,3.09,43004
43,5,1055,834,79.05,186,17.63,35,3.32,43005
43,6,1217,977,80.28,210,17.26,30,2.47,43006
43,7,1087,867,79.76,185,17.02,35,3.22,43007
43,8,913,739,80.94,152,16.65,22,2.41,43008
43,9,1226,971,79.2,218,17.78,37,3.02,43009
43,10,816,604,74.02,187,22.92,25,3.06,43010
43,11,558,410,73.48,137,24.55,11,1.97,43011
43,12,1079,797,73.86,251,23.26,31,2.87,43012
43,13,778,605,77.76,153,19.67,20,2.57,43013
43,14,473,359,75.9,102,21.56,12,2.54,43014
43,15,1000,790,79.0,173,17.3,37,3.7,43015
43,16,400,315,78.75,75,18.75,10,2.5,43016
43,17,940,736,78.3,178,18.94,26,2.77,43017
43,18,1121,854,76.18,229,20.43,38,3.39,43018
43,19,1069,778,72.78,261,24.42,30,2.81,43019
43,20,901,678,75.25,190,21.09,33,3.66,43020
43,21,470,350,74.47,106,22.55,14,2.98,43021
43,22,1115,838,75.16,247,22.15,30,2.69,43022
43,23,771,561,72.76,189,24.51,21,2.72,43023
44,1,1019,887,87.05,100,9.81,32,3.14,44001
44,2,752,579,76.99,149,19.81,24,3.19,44002
44,3,975,810,83.08,135,13.85,30,3.08,44003
44,4,1285,1052,81.87,198,15.41,35,2.72,44004
44,5,889,774,87.06,85,9.56,30,3.37,44005
44,6,871,716,82.2,125,14.35,30,3.44,44006
44,7,896,768,85.71,102,11.38,26,2.9,44007
44,8,928,787,84.81,107,11.53,34,3.66,44008
44,9,1225,981,80.08,205,16.73,39,3.18,44009
44,10,1184,939,79.31,201,16.98,44,3.72,44010
44,11,942,755,80.15,142,15.07,45,4.78,44011
44,12,1091,949,86.98,111,10.17,31,2.84,44012
44,13,1029,871,84.65,131,12.73,27,2.62,44013
44,14,1021,853,83.55,138,13.52,30,2.94,44014
44,15,1160,1000,86.21,137,11.81,23,1.98,44015
44,16,1166,962,82.5,164,14.07,40,3.43,44016
44,17,1177,1014,86.15,121,10.28,42,3.57,44017
44,18,820,705,85.98,101,12.32,14,1.71,44018
44,19,1124,906,80.6,179,15.93,39,3.47,44019
44,20,686,576,83.97,84,12.24,26,3.79,44020
44,21,1158,1006,86.87,115,9.93,37,3.2,44021
45,1,1065,633,59.44,406,38.12,26,2.44,45001
45,2,552,356,64.49,181,32.79,15,2.72,45002
45,3,328,186,56.71,133,40.55,9,2.74,45003
45,4,388,272,70.1,107,27.58,9,2.32,45004
45,5,621,426,68.6,180,28.99,15,2.42,45005
45,6,671,404,60.21,238,35.47,29,4.32,45006
45,7,665,423,63.61,205,30.83,37,5.56,45007
45,8,557,340,61.04,190,34.11,27,4.85,45008
45,9,603,400,66.33,190,31.51,13,2.16,45009
45,10,583,364,62.44,196,33.62,23,3.95,45010
45,11,804,496,61.69,288,35.82,20,2.49,45011
45,12,526,368,69.96,140,26.62,18,3.42,45012
45,13,747,515,68.94,200,26.77,32,4.28,45013
45,14,444,302,68.02,129,29.05,13,2.93,45014
45,15,498,362,72.69,118,23.69,18,3.61,45015
45,16,621,451,72.62,147,23.67,23,3.7,45016
45,17,699,461,65.95,216,30.9,22,3.15,45017
45,18,716,473,66.06,229,31.98,14,1.96,45018
45,19,462,321,69.48,125,27.06,16,3.46,45019
45,20,605,462,76.36,120,19.83,23,3.8,45020
45,21,543,368,67.77,153,28.18,22,4.05,45021
45,22,624,503,80.61,101,16.19,20,3.21,45022
45,23,647,480,74.19,148,22.87,19,2.94,45023
45,24,553,395,71.43,137,24.77,21,3.8,45024
45,25,797,590,74.03,171,21.46,36,4.52,45025
45,26,592,453,76.52,115,19.43,24,4.05,45026
45,27,704,547,77.7,136,19.32,21,2.98,45027
45,28,665,511,76.84,129,19.4,25,3.76,45028
45,29,625,520,83.2,84,13.44,21,3.36,45029
46,1,820,665,81.1,122,14.88,33,4.02,46001
46,2,798,700,87.72,76,9.52,22,2.76,46002
46,3,868,746,85.94,94,10.83,28,3.23,46003
46,4,1028,867,84.34,136,13.23,25,2.43,46004
46,5,842,704,83.61,112,13.3,26,3.09,46005
46,6,1259,1076,85.46,152,12.07,31,2.46,46006
46,7,768,672,87.5,69,8.98,27,3.52,46007
46,8,921,779,84.58,100,10.86,42,4.56,46008
46,9,990,823,83.13,134,13.54,33,3.33,46009
46,10,831,747,89.89,62,7.46,22,2.65,46010
46,11,988,850,86.03,114,11.54,24,2.43,46011
46,12,1208,1067,88.33,107,8.86,34,2.81,46012
46,13,1043,928,88.97,78,7.48,37,3.55,46013
46,14,570,515,90.35,35,6.14,20,3.51,46014
46,15,1193,1011,84.74,153,12.82,29,2.43,46015
46,16,810,733,90.49,52,6.42,25,3.09,46016
46,17,1032,934,90.5,64,6.2,34,3.29,46017
46,18,948,840,88.61,63,6.65,45,4.75,46018
46,19,770,673,87.4,67,8.7,30,3.9,46019
46,20,702,599,85.33,74,10.54,29,4.13,46020
46,21,535,464,86.73,53,9.91,18,3.36,46021
46,22,689,597,86.65,61,8.85,31,4.5,46022
46,23,589,532,90.32,44,7.47,13,2.21,46023
47,1,777,667,85.84,90,11.58,20,2.57,47001
47,2,732,654,89.34,58,7.92,20,2.73,47002
47,3,743,669,90.04,50,6.73,24,3.23,47003
47,4,914,821,89.82,73,7.99,20,2.19,47004
47,5,1039,953,91.72,52,5.0,34,3.27,47005
47,6,895,828,92.51,48,5.36,19,2.12,47006
47,7,1329,1194,89.84,100,7.52,35,2.63,47007
47,8,818,726,88.75,72,8.8,20,2.44,47008
47,9,1054,915,86.81,109,10.34,30,2.85,47009
47,10,913,829,90.8,58,6.35,26,2.85,47010
47,11,807,709,87.86,73,9.05,25,3.1,47011
47,12,611,545,89.2,50,8.18,16,2.62,47012
47,13,657,564,85.84,78,11.87,15,2.28,47013
47,14,825,677,82.06,126,15.27,22,2.67,47014
47,15,843,700,83.04,117,13.88,26,3.08,47015
47,16,866,736,84.99,101,11.66,29,3.35,47016
47,17,753,652,86.59,86,11.42,15,1.99,47017
47,18,931,822,88.29,81,8.7,28,3.01,47018
47,19,919,823,89.55,73,7.94,23,2.5,47019
47,20,900,754,83.78,108,12.0,38,4.22,47020
47,21,921,763,82.84,136,14.77,22,2.39,47021
47,22,767,652,85.01,98,12.78,17,2.22,47022
47,23,870,734,84.37,115,13.22,21,2.41,47023
47,24,1057,879,83.16,138,13.06,40,3.78,47024
47,25,820,698,85.12,99,12.07,23,2.8,47025
47,26,1061,882,83.13,153,14.42,26,2.45,47026
47,27,938,792,84.43,118,12.58,28,2.99,47027
47,28,698,551,78.94,129,18.48,18,2.58,47028
48,1,908,838,92.29,49,5.4,21,2.31,48001
48,2,318,274,86.16,34,10.69,10,3.14,48002
48,3,504,436,86.51,50,9.92,18,3.57,48003
48,4,551,503,91.29,33,5.99,15,2.72,48004
48,5,327,297,90.83,25,7.65,5,1.53,48005
48,6,746,662,88.74,62,8.31,22,2.95,48006
48,7,715,646,90.35,52,7.27,17,2.38,48007
48,8,495,427,86.26,56,11.31,12,2.42,48008
48,9,372,290,77.96,72,19.35,10,2.69,48009
48,10,861,794,92.22,44,5.11,23,2.67,48010
48,11,570,529,92.81,32,5.61,9,1.58,48011
48,12,831,686,82.55,122,14.68,23,2.77,48012
48,13,619,520,84.01,81,13.09,18,2.91,48013
48,14,684,600,87.72,50,7.31,34,4.97,48014
48,15,541,479,88.54,39,7.21,23,4.25,48015
48,16,426,373,87.56,42,9.86,11,2.58,48016
48,17,244,199,81.56,43,17.62,2,0.82,48017
48,18,728,633,86.95,68,9.34,27,3.71,48018
48,19,409,356,87.04,36,8.8,17,4.16,48019
48,20,296,247,83.45,37,12.5,12,4.05,48020
48,21,638,553,86.68,65,10.19,20,3.13,48021
48,22,393,329,83.72,53,13.49,11,2.8,48022
48,23,506,436,86.17,57,11.26,13,2.57,48023
48,24,939,759,80.83,147,15.65,33,3.51,48024
48,25,718,638,88.86,57,7.94,23,3.2,48025
48,26,413,353,85.47,52,12.59,8,1.94,48026
48,27,481,422,87.73,44,9.15,15,3.12,48027
48,28,599,557,92.99,27,4.51,15,2.5,48028
48,29,234,216,92.31,18,7.69,0,0.0,48029
48,30,657,584,88.89,52,7.91,21,3.2,48030
48,31,650,593,91.23,35,5.38,22,3.38,48031
48,32,557,494,88.69,46,8.26,17,3.05,48032
48,33,284,241,84.86,38,13.38,5,1.76,48033
48,34,514,471,91.63,33,6.42,10,1.95,48034
48,35,824,752,91.26,54,6.55,18,2.18,48035
49,1,792,702,88.64,59,7.45,31,3.91,49001
49,2,718,637,88.72,63,8.77,18,2.51,49002
49,3,968,841,86.88,98,10.12,29,3.0,49003
49,4,957,861,89.97,68,7.11,28,2.93,49004
49,5,1005,901,89.65,83,8.26,21,2.09,49005
49,6,90,74,82.22,12,13.33,4,4.44,49006
49,7,962,856,88.98,78,8.11,28,2.91,49007
49,8,1067,980,91.85,48,4.5,39,3.66,49008
49,9,1005,886,88.16,84,8.36,35,3.48,49009
49,10,682,606,88.86,58,8.5,18,2.64,49010
49,11,762,677,88.85,68,8.92,17,2.23,49011
49,12,708,621,87.71,63,8.9,24,3.39,49012
49,13,849,770,90.69,57,6.71,22,2.59,49013
49,14,1027,926,90.17,66,6.43,35,3.41,49014
49,15,929,825,88.81,71,7.64,33,3.55,49015
49,16,894,813,90.94,63,7.05,18,2.01,49016
49,17,969,867,89.47,67,6.91,35,3.61,49017
50,1,508,329,64.76,171,33.66,8,1.57,50001
50,2,532,336,63.16,188,35.34,8,1.5,50002
50,3,423,290,68.56,121,28.61,12,2.84,50003
50,4,451,350,77.61,88,19.51,13,2.88,50004
50,5,699,518,74.11,160,22.89,21,3.0,50005
50,6,320,273,85.31,41,12.81,6,1.88,50006
50,7,802,707,88.15,75,9.35,20,2.49,50007
50,8,533,447,83.86,69,12.95,17,3.19,50008
50,9,168,120,71.43,43,25.6,5,2.98,50009
50,10,391,244,62.4,140,35.81,7,1.79,50010
50,11,556,329,59.17,217,39.03,10,1.8,50011
50,12,178,108,60.67,69,38.76,1,0.56,50012
50,13,582,459,78.87,105,18.04,18,3.09,50013
50,14,137,81,59.12,55,40.15,1,0.73,50014
50,15,562,435,77.4,110,19.57,17,3.02,50015
50,16,129,70,54.26,57,44.19,2,1.55,50016
50,17,302,217,71.85,75,24.83,10,3.31,50017
50,18,75,46,61.33,27,36.0,2,2.67,50018
50,19,237,192,81.01,36,15.19,9,3.8,50019
50,20,219,180,82.19,34,15.53,5,2.28,50020
50,21,496,424,85.48,64,12.9,8,1.61,50021
50,22,610,347,56.89,240,39.34,23,3.77,50022
50,23,456,300,65.79,143,31.36,13,2.85,50023
50,24,664,399,60.09,247,37.2,18,2.71,50024
50,25,154,102,66.23,48,31.17,4,2.6,50025
50,26,250,156,62.4,89,35.6,5,2.0,50026
50,27,133,83,62.41,46,34.59,4,3.01,50027
50,28,571,456,79.86,101,17.69,14,2.45,50028
