ward,precinct,total,Kwame Raoul,Kwame Raoul Percent,Thomas G. DeVore,Thomas G. DeVore Percent,Daniel K. Robin,Daniel K. Robin Percent,precinct_id
40,18,861,746,86.64,92,10.69,23,2.67,40018
40,19,757,667,88.11,74,9.78,16,2.11,40019
40,20,873,770,88.2,87,9.97,16,1.83,40020
40,21,781,713,91.29,61,7.81,7,0.9,40021
40,22,1059,933,88.1,108,10.2,18,1.7,40022
40,23,1099,997,90.72,86,7.83,16,1.46,40023
41,1,544,237,43.57,293,53.86,14,2.57,41001
41,2,363,200,55.1,152,41.87,11,3.03,41002
41,3,374,180,48.13,189,50.53,5,1.34,41003
41,4,539,196,36.36,335,62.15,8,1.48,41004
41,5,546,260,47.62,276,50.55,10,1.83,41005
41,6,562,261,46.44,296,52.67,5,0.89,41006
41,7,452,228,50.44,210,46.46,14,3.1,41007
41,8,466,230,49.36,229,49.14,7,1.5,41008
41,9,879,461,52.45,399,45.39,19,2.16,41009
41,10,718,353,49.16,348,48.47,17,2.37,41010
41,11,522,293,56.13,217,41.57,12,2.3,41011
41,12,357,144,40.34,206,57.7,7,1.96,41012
41,13,793,428,53.97,350,44.14,15,1.89,41013
41,14,895,465,51.96,417,46.59,13,1.45,41014
41,15,1118,557,49.82,547,48.93,14,1.25,41015
41,16,393,202,51.4,186,47.33,5,1.27,41016
41,17,271,141,52.03,126,46.49,4,1.48,41017
41,18,824,446,54.13,361,43.81,17,2.06,41018
41,19,413,236,57.14,171,41.4,6,1.45,41019
41,20,472,245,51.91,219,46.4,8,1.69,41020
41,21,443,224,50.56,213,48.08,6,1.35,41021
41,22,369,186,50.41,174,47.15,9,2.44,41022
41,23,495,245,49.49,244,49.29,6,1.21,41023
41,24,829,412,49.7,399,48.13,18,2.17,41024
41,25,677,306,45.2,359,53.03,12,1.77,41025
41,26,894,488,54.59,392,43.85,14,1.57,41026
41,27,658,333,50.61,312,47.42,13,1.98,41027
41,28,1072,562,52.43,496,46.27,14,1.31,41028
41,29,1090,563,51.65,513,47.06,14,1.28,41029
41,30,859,354,41.21,491,57.16,14,1.63,41030
41,31,778,316,40.62,452,58.1,10,1.29,41031
42,1,370,260,70.27,102,27.57,8,2.16,42001
42,2,317,243,76.66,64,20.19,10,3.15,42002
42,3,926,694,74.95,220,23.76,12,1.3,42003
42,4,780,532,68.21,235,30.13,13,1.67,42004
42,5,1063,811,76.29,231,21.73,21,1.98,42005
42,6,480,339,70.63,131,27.29,10,2.08,42006
42,7,733,533,72.71,183,24.97,17,2.32,42007
42,8,492,375,76.22,103,20.93,14,2.85,42008
42,9,842,592,70.31,240,28.5,10,1.19,42009
42,10,563,378,67.14,175,31.08,10,1.78,42010
42,11,562,475,84.52,81,14.41,6,1.07,42011
42,12,480,339,70.63,131,27.29,10,2.08,42012
42,13,362,271,74.86,77,21.27,14,3.87,42013
42,14,265,228,86.04,36,13.58,1,0.38,42014
42,15,287,191,66.55,91,31.71,5,1.74,42015
42,16,859,599,69.73,244,28.41,16,1.86,42016
42,17,1013,706,69.69,287,28.33,20,1.97,42017
42,18,542,413,76.2,116,21.4,13,2.4,42018
42,19,813,620,76.26,177,21.77,16,1.97,42019
42,20,856,594,69.39,249,29.09,13,1.52,42020
42,21,959,731,76.23,219,22.84,9,0.94,42021
42,22,877,648,73.89,213,24.29,16,1.82,42022
42,23,997,736,73.82,252,25.28,9,0.9,42023
42,24,966,730,75.57,229,23.71,7,0.72,42024
43,1,897,654,72.91,228,25.42,15,1.67,43001
43,2,1067,791,74.13,260,24.37,16,1.5,43002
43,3,374,273,72.99,97,25.94,4,1.07,43003
43,4,708,562,79.38,134,18.93,12,1.69,43004
43,5,1092,868,79.49,203,18.59,21,1.92,43005
43,6,1257,1017,80.91,224,17.82,16,1.27,43006
43,7,1122,915,81.55,189,16.84,18,1.6,43007
43,8,957,764,79.83,170,17.76,23,2.4,43008
43,9,1268,1028,81.07,218,17.19,22,1.74,43009
43,10,837,617,73.72,195,23.3,25,2.99,43010
43,11,576,433,75.17,137,23.78,6,1.04,43011
43,12,1123,837,74.53,270,24.04,16,1.42,43012
43,13,812,608,74.88,183,22.54,21,2.59,43013
43,14,496,375,75.6,112,22.58,9,1.81,43014
43,15,1054,826,78.37,207,19.64,21,1.99,43015
43,16,419,331,79.0,81,19.33,7,1.67,43016
43,17,970,774,79.79,173,17.84,23,2.37,43017
43,18,1165,910,78.11,224,19.23,31,2.66,43018
43,19,1105,827,74.84,247,22.35,31,2.81,43019
43,20,925,709,76.65,202,21.84,14,1.51,43020
43,21,481,369,76.72,102,21.21,10,2.08,43021
43,22,1159,875,75.5,264,22.78,20,1.73,43022
43,23,813,597,73.43,201,24.72,15,1.85,43023
44,1,1040,923,88.75,97,9.33,20,1.92,44001
44,2,795,621,78.11,160,20.13,14,1.76,44002
44,3,999,825,82.58,154,15.42,20,2.0,44003
44,4,1332,1087,81.61,225,16.89,20,1.5,44004
44,5,916,831,90.72,73,7.97,12,1.31,44005
44,6,891,762,85.52,116,13.02,13,1.46,44006
44,7,922,817,88.61,92,9.98,13,1.41,44007
44,8,950,834,87.79,101,10.63,15,1.58,44008
44,9,1277,1034,80.97,203,15.9,40,3.13,44009
44,10,1233,1033,83.78,175,14.19,25,2.03,44010
44,11,980,790,80.61,162,16.53,28,2.86,44011
44,12,1113,983,88.32,111,9.97,19,1.71,44012
44,13,1063,927,87.21,115,10.82,21,1.98,44013
44,14,1061,893,84.17,142,13.38,26,2.45,44014
44,15,1190,1028,86.39,148,12.44,14,1.18,44015
44,16,1215,1037,85.35,160,13.17,18,1.48,44016
44,17,1207,1068,88.48,117,9.69,22,1.82,44017
44,18,849,733,86.34,97,11.43,19,2.24,44018
44,19,1160,972,83.79,168,14.48,20,1.72,44019
44,20,704,614,87.22,79,11.22,11,1.56,44020
44,21,1200,1071,89.25,112,9.33,17,1.42,44021
45,1,1094,570,52.1,504,46.07,20,1.83,45001
45,2,562,332,59.07,225,40.04,5,0.89,45002
45,3,342,177,51.75,157,45.91,8,2.34,45003
45,4,399,249,62.41,141,35.34,9,2.26,45004
45,5,644,408,63.35,219,34.01,17,2.64,45005
45,6,696,391,56.18,280,40.23,25,3.59,45006
45,7,679,402,59.2,253,37.26,24,3.53,45007
45,8,573,331,57.77,228,39.79,14,2.44,45008
45,9,633,393,62.09,226,35.7,14,2.21,45009
45,10,599,360,60.1,223,37.23,16,2.67,45010
45,11,827,467,56.47,345,41.72,15,1.81,45011
45,12,537,374,69.65,147,27.37,16,2.98,45012
45,13,766,529,69.06,219,28.59,18,2.35,45013
45,14,458,302,65.94,148,32.31,8,1.75,45014
45,15,516,377,73.06,126,24.42,13,2.52,45015
45,16,642,465,72.43,157,24.45,20,3.12,45016
45,17,723,447,61.83,265,36.65,11,1.52,45017
45,18,735,467,63.54,256,34.83,12,1.63,45018
45,19,477,337,70.65,125,26.21,15,3.14,45019
45,20,626,469,74.92,137,21.88,20,3.19,45020
45,21,556,360,64.75,182,32.73,14,2.52,45021
45,22,635,515,81.1,104,16.38,16,2.52,45022
45,23,666,479,71.92,173,25.98,14,2.1,45023
45,24,573,404,70.51,157,27.4,12,2.09,45024
45,25,808,607,75.12,181,22.4,20,2.48,45025
45,26,604,460,76.16,128,21.19,16,2.65,45026
45,27,716,566,79.05,135,18.85,15,2.09,45027
45,28,688,515,74.85,155,22.53,18,2.62,45028
45,29,653,558,85.45,85,13.02,10,1.53,45029
46,1,845,688,81.42,139,16.45,18,2.13,46001
46,2,829,730,88.06,82,9.89,17,2.05,46002
46,3,905,808,89.28,76,8.4,21,2.32,46003
46,4,1060,909,85.75,129,12.17,22,2.08,46004
46,5,855,711,83.16,130,15.2,14,1.64,46005
46,6,1278,1108,86.7,151,11.82,19,1.49,46006
46,7,797,711,89.21,69,8.66,17,2.13,46007
46,8,956,831,86.92,95,9.94,30,3.14,46008
46,9,1027,881,85.78,129,12.56,17,1.66,46009
46,10,877,791,90.19,71,8.1,15,1.71,46010
46,11,1044,902,86.4,123,11.78,19,1.82,46011
46,12,1238,1117,90.23,106,8.56,15,1.21,46012
46,13,1081,987,91.3,72,6.66,22,2.04,46013
46,14,600,555,92.5,34,5.67,11,1.83,46014
46,15,1237,1056,85.37,167,13.5,14,1.13,46015
46,16,856,797,93.11,53,6.19,6,0.7,46016
46,17,1071,989,92.34,61,5.7,21,1.96,46017
46,18,981,889,90.62,67,6.83,25,2.55,46018
46,19,798,720,90.23,61,7.64,17,2.13,46019
46,20,737,650,88.2,68,9.23,19,2.58,46020
46,21,568,494,86.97,64,11.27,10,1.76,46021
46,22,724,651,89.92,64,8.84,9,1.24,46022
46,23,613,561,91.52,42,6.85,10,1.63,46023
47,1,810,709,87.53,86,10.62,15,1.85,47001
47,2,760,684,90.0,59,7.76,17,2.24,47002
47,3,766,702,91.64,55,7.18,9,1.17,47003
47,4,946,872,92.18,63,6.66,11,1.16,47004
47,5,1090,1017,93.3,58,5.32,15,1.38,47005
47,6,929,874,94.08,40,4.31,15,1.61,47006
47,7,1367,1234,90.27,113,8.27,20,1.46,47007
47,8,845,748,88.52,85,10.06,12,1.42,47008
47,9,1087,964,88.68,108,9.94,15,1.38,47009
47,10,944,865,91.63,62,6.57,17,1.8,47010
47,11,831,752,90.49,71,8.54,8,0.96,47011
47,12,636,568,89.31,58,9.12,10,1.57,47012
47,13,684,605,88.45,71,10.38,8,1.17,47013
47,14,860,715,83.14,134,15.58,11,1.28,47014
47,15,866,722,83.37,131,15.13,13,1.5,47015
47,16,887,745,83.99,120,13.53,22,2.48,47016
47,17,778,691,88.82,78,10.03,9,1.16,47017
47,18,981,873,88.99,92,9.38,16,1.63,47018
47,19,946,862,91.12,67,7.08,17,1.8,47019
47,20,933,800,85.74,116,12.43,17,1.82,47020
47,21,960,809,84.27,133,13.85,18,1.88,47021
47,22,804,688,85.57,101,12.56,15,1.87,47022
47,23,914,788,86.21,113,12.36,13,1.42,47023
47,24,1084,922,85.06,138,12.73,24,2.21,47024
47,25,850,727,85.53,110,12.94,13,1.53,47025
47,26,1094,906,82.82,172,15.72,16,1.46,47026
47,27,967,826,85.42,126,13.03,15,1.55,47027
47,28,731,595,81.4,114,15.6,22,3.01,47028
48,1,939,877,93.4,52,5.54,10,1.06,48001
48,2,330,286,86.67,38,11.52,6,1.82,48002
48,3,523,452,86.42,56,10.71,15,2.87,48003
48,4,570,533,93.51,27,4.74,10,1.75,48004
48,5,339,304,89.68,31,9.14,4,1.18,48005
48,6,757,684,90.36,55,7.27,18,2.38,48006
48,7,739,674,91.2,55,7.44,10,1.35,48007
48,8,507,428,84.42,69,13.61,10,1.97,48008
48,9,395,304,76.96,84,21.27,7,1.77,48009
48,10,889,828,93.14,48,5.4,13,1.46,48010
48,11,581,537,92.43,36,6.2,8,1.38,48011
48,12,855,720,84.21,119,13.92,16,1.87,48012
48,13,637,534,83.83,88,13.81,15,2.35,48013
48,14,711,635,89.31,58,8.16,18,2.53,48014
48,15,565,505,89.38,44,7.79,16,2.83,48015
48,16,434,384,88.48,42,9.68,8,1.84,48016
48,17,247,198,80.16,44,17.81,5,2.02,48017
48,18,756,663,87.7,77,10.19,16,2.12,48018
48,19,425,367,86.35,48,11.29,10,2.35,48019
48,20,297,248,83.5,43,14.48,6,2.02,48020
48,21,681,603,88.55,67,9.84,11,1.62,48021
48,22,415,349,84.1,61,14.7,5,1.2,48022
48,23,516,447,86.63,57,11.05,12,2.33,48023
48,24,998,803,80.46,168,16.83,27,2.71,48024
48,25,757,688,90.89,51,6.74,18,2.38,48025
48,26,416,360,86.54,53,12.74,3,0.72,48026
48,27,498,441,88.55,47,9.44,10,2.01,48027
48,28,628,592,94.27,27,4.3,9,1.43,48028
48,29,248,223,89.92,25,10.08,0,0.0,48029
48,30,676,609,90.09,55,8.14,12,1.78,48030
48,31,677,628,92.76,42,6.2,7,1.03,48031
48,32,574,516,89.9,46,8.01,12,2.09,48032
48,33,290,253,87.24,34,11.72,3,1.03,48033
48,34,535,492,91.96,40,7.48,3,0.56,48034
48,35,852,783,91.9,60,7.04,9,1.06,48035
49,1,830,759,91.45,50,6.02,21,2.53,49001
49,2,760,668,87.89,69,9.08,23,3.03,49002
49,3,1002,896,89.42,91,9.08,15,1.5,49003
49,4,999,922,92.29,64,6.41,13,1.3,49004
49,5,1044,945,90.52,84,8.05,15,1.44,49005
49,6,95,78,82.11,14,14.74,3,3.16,49006
49,7,1000,898,89.8,91,9.1,11,1.1,49007
49,8,1121,1060,94.56,42,3.75,19,1.69,49008
49,9,1048,949,90.55,83,7.92,16,1.53,49009
49,10,701,629,89.73,60,8.56,12,1.71,49010
49,11,782,702,89.77,72,9.21,8,1.02,49011
49,12,735,654,88.98,64,8.71,17,2.31,49012
49,13,866,798,92.15,56,6.47,12,1.39,49013
49,14,1062,974,91.71,70,6.59,18,1.69,49014
49,15,963,877,91.07,63,6.54,23,2.39,49015
49,16,942,868,92.14,61,6.48,13,1.38,49016
49,17,1003,923,92.02,64,6.38,16,1.6,49017
50,1,512,264,51.56,241,47.07,7,1.37,50001
50,2,537,315,58.66,215,40.04,7,1.3,50002
50,3,426,263,61.74,152,35.68,11,2.58,50003
50,4,462,344,74.46,108,23.38,10,2.16,50004
50,5,706,500,70.82,185,26.2,21,2.97,50005
50,6,326,282,86.5,40,12.27,4,1.23,50006
50,7,818,719,87.9,87,10.64,12,1.47,50007
50,8,541,466,86.14,63,11.65,12,2.22,50008
50,9,168,117,69.64,48,28.57,3,1.79,50009
50,10,392,198,50.51,184,46.94,10,2.55,50010
50,11,529,226,42.72,293,55.39,10,1.89,50011
50,12,193,108,55.96,82,42.49,3,1.55,50012
50,13,606,460,75.91,132,21.78,14,2.31,50013
50,14,138,74,53.62,63,45.65,1,0.72,50014
50,15,579,455,78.58,116,20.03,8,1.38,50015
50,16,138,71,51.45,66,47.83,1,0.72,50016
50,17,315,229,72.7,80,25.4,6,1.9,50017
50,18,74,36,48.65,36,48.65,2,2.7,50018
50,19,250,199,79.6,43,17.2,8,3.2,50019
50,20,222,191,86.04,27,12.16,4,1.8,50020
50,21,513,435,84.8,70,13.65,8,1.56,50021
50,22,590,263,44.58,309,52.37,18,3.05,50022
50,23,469,288,61.41,173,36.89,8,1.71,50023
50,24,623,239,38.36,375,60.19,9,1.44,50024
50,25,163,111,68.1,50,30.67,2,1.23,50025
50,26,271,160,59.04,107,39.48,4,1.48,50026
50,27,136,76,55.88,55,40.44,5,3.68,50027
50,28,595,476,80.0,110,18.49,9,1.51,50028
