ward,precinct,total,Karen A. Yarbrough,Karen A. Yarbrough Percent,Tony Peraica,Tony Peraica Percent,Joseph Schreiner,Joseph Schreiner Percent,precinct_id
40,19,738,644,87.26,78,10.57,16,2.17,40019
40,20,846,732,86.52,98,11.58,16,1.89,40020
40,21,762,685,89.9,61,8.01,16,2.1,40021
40,22,1031,893,86.61,123,11.93,15,1.45,40022
40,23,1078,957,88.78,94,8.72,27,2.5,40023
41,1,517,216,41.78,280,54.16,21,4.06,41001
41,2,346,187,54.05,144,41.62,15,4.34,41002
41,3,363,173,47.66,182,50.14,8,2.2,41003
41,4,517,177,34.24,334,64.6,6,1.16,41004
41,5,525,234,44.57,284,54.1,7,1.33,41005
41,6,549,245,44.63,290,52.82,14,2.55,41006
41,7,428,207,48.36,205,47.9,16,3.74,41007
41,8,453,209,46.14,231,50.99,13,2.87,41008
41,9,851,425,49.94,405,47.59,21,2.47,41009
41,10,689,329,47.75,351,50.94,9,1.31,41010
41,11,507,270,53.25,219,43.2,18,3.55,41011
41,12,340,128,37.65,203,59.71,9,2.65,41012
41,13,770,403,52.34,343,44.55,24,3.12,41013
41,14,871,444,50.98,404,46.38,23,2.64,41014
41,15,1086,512,47.15,548,50.46,26,2.39,41015
41,16,384,199,51.82,182,47.4,3,0.78,41016
41,17,264,129,48.86,130,49.24,5,1.89,41017
41,18,803,416,51.81,366,45.58,21,2.62,41018
41,19,406,212,52.22,187,46.06,7,1.72,41019
41,20,456,223,48.9,222,48.68,11,2.41,41020
41,21,430,207,48.14,210,48.84,13,3.02,41021
41,22,351,169,48.15,176,50.14,6,1.71,41022
41,23,483,222,45.96,252,52.17,9,1.86,41023
41,24,786,374,47.58,392,49.87,20,2.54,41024
41,25,659,289,43.85,358,54.32,12,1.82,41025
41,26,862,434,50.35,404,46.87,24,2.78,41026
41,27,633,303,47.87,307,48.5,23,3.63,41027
41,28,1018,513,50.39,481,47.25,24,2.36,41028
41,29,1064,506,47.56,537,50.47,21,1.97,41029
41,30,842,331,39.31,496,58.91,15,1.78,41030
41,31,754,294,38.99,452,59.95,8,1.06,41031
42,1,346,230,66.47,113,32.66,3,0.87,42001
42,2,309,231,74.76,69,22.33,9,2.91,42002
42,3,885,632,71.41,239,27.01,14,1.58,42003
42,4,761,501,65.83,246,32.33,14,1.84,42004
42,5,1043,763,73.15,261,25.02,19,1.82,42005
42,6,459,300,65.36,152,33.12,7,1.53,42006
42,7,702,492,70.09,190,27.07,20,2.85,42007
42,8,477,349,73.17,115,24.11,13,2.73,42008
42,9,808,556,68.81,238,29.46,14,1.73,42009
42,10,548,361,65.88,173,31.57,14,2.55,42010
42,11,543,448,82.5,81,14.92,14,2.58,42011
42,12,467,324,69.38,133,28.48,10,2.14,42012
42,13,357,263,73.67,79,22.13,15,4.2,42013
42,14,257,210,81.71,42,16.34,5,1.95,42014
42,15,273,175,64.1,88,32.23,10,3.66,42015
42,16,824,550,66.75,251,30.46,23,2.79,42016
42,17,970,653,67.32,291,30.0,26,2.68,42017
42,18,519,378,72.83,127,24.47,14,2.7,42018
42,19,778,576,74.04,179,23.01,23,2.96,42019
42,20,821,535,65.16,268,32.64,18,2.19,42020
42,21,912,667,73.14,223,24.45,22,2.41,42021
42,22,850,612,72.0,219,25.76,19,2.24,42022
42,23,957,683,71.37,259,27.06,15,1.57,42023
42,24,930,673,72.37,249,26.77,8,0.86,42024
43,1,875,597,68.23,259,29.6,19,2.17,43001
43,2,1003,721,71.88,267,26.62,15,1.5,43002
43,3,349,246,70.49,96,27.51,7,2.01,43003
43,4,671,513,76.45,143,21.31,15,2.24,43004
43,5,1047,801,76.5,215,20.53,31,2.96,43005
43,6,1219,949,77.85,244,20.02,26,2.13,43006
43,7,1093,892,81.61,178,16.29,23,2.1,43007
43,8,910,725,79.67,163,17.91,22,2.42,43008
43,9,1214,969,79.82,219,18.04,26,2.14,43009
43,10,804,578,71.89,201,25.0,25,3.11,43010
43,11,551,394,71.51,150,27.22,7,1.27,43011
43,12,1066,779,73.08,263,24.67,24,2.25,43012
43,13,771,553,71.73,192,24.9,26,3.37,43013
43,14,475,339,71.37,125,26.32,11,2.32,43014
43,15,999,755,75.58,217,21.72,27,2.7,43015
43,16,399,306,76.69,85,21.3,8,2.01,43016
43,17,928,720,77.59,187,20.15,21,2.26,43017
43,18,1116,851,76.25,228,20.43,37,3.32,43018
43,19,1059,765,72.24,276,26.06,18,1.7,43019
43,20,892,652,73.09,220,24.66,20,2.24,43020
43,21,462,342,74.03,108,23.38,12,2.6,43021
43,22,1104,802,72.64,281,25.45,21,1.9,43022
43,23,768,546,71.09,206,26.82,16,2.08,43023
44,1,1025,908,88.59,95,9.27,22,2.15,44001
44,2,749,562,75.03,171,22.83,16,2.14,44002
44,3,971,784,80.74,168,17.3,19,1.96,44003
44,4,1284,1014,78.97,253,19.7,17,1.32,44004
44,5,900,807,89.67,80,8.89,13,1.44,44005
44,6,873,741,84.88,114,13.06,18,2.06,44006
44,7,896,790,88.17,88,9.82,18,2.01,44007
44,8,923,799,86.57,106,11.48,18,1.95,44008
44,9,1221,988,80.92,203,16.63,30,2.46,44009
44,10,1178,951,80.73,207,17.57,20,1.7,44010
44,11,943,758,80.38,153,16.22,32,3.39,44011
44,12,1077,935,86.82,126,11.7,16,1.49,44012
44,13,1031,888,86.13,122,11.83,21,2.04,44013
44,14,1024,865,84.47,136,13.28,23,2.25,44014
44,15,1162,987,84.94,160,13.77,15,1.29,44015
44,16,1164,973,83.59,164,14.09,27,2.32,44016
44,17,1185,1036,87.43,133,11.22,16,1.35,44017
44,18,817,698,85.43,104,12.73,15,1.84,44018
44,19,1124,907,80.69,183,16.28,34,3.02,44019
44,20,684,589,86.11,77,11.26,18,2.63,44020
44,21,1166,1021,87.56,116,9.95,29,2.49,44021
45,1,1051,526,50.05,499,47.48,26,2.47,45001
45,2,547,309,56.49,223,40.77,15,2.74,45002
45,3,325,165,50.77,153,47.08,7,2.15,45003
45,4,385,236,61.3,138,35.84,11,2.86,45004
45,5,615,366,59.51,236,38.37,13,2.11,45005
45,6,666,356,53.45,284,42.64,26,3.9,45006
45,7,655,380,58.02,249,38.02,26,3.97,45007
45,8,558,323,57.89,222,39.78,13,2.33,45008
45,9,601,354,58.9,234,38.94,13,2.16,45009
45,10,582,334,57.39,230,39.52,18,3.09,45010
45,11,796,434,54.52,349,43.84,13,1.63,45011
45,12,520,350,67.31,157,30.19,13,2.5,45012
45,13,735,499,67.89,218,29.66,18,2.45,45013
45,14,435,285,65.52,140,32.18,10,2.3,45014
45,15,495,350,70.71,127,25.66,18,3.64,45015
45,16,625,432,69.12,177,28.32,16,2.56,45016
45,17,702,432,61.54,247,35.19,23,3.28,45017
45,18,710,440,61.97,259,36.48,11,1.55,45018
45,19,458,321,70.09,128,27.95,9,1.97,45019
45,20,600,438,73.0,137,22.83,25,4.17,45020
45,21,539,341,63.27,186,34.51,12,2.23,45021
45,22,623,499,80.1,104,16.69,20,3.21,45022
45,23,653,457,69.98,170,26.03,26,3.98,45023
45,24,551,366,66.42,165,29.95,20,3.63,45024
45,25,792,579,73.11,191,24.12,22,2.78,45025
45,26,594,438,73.74,136,22.9,20,3.37,45026
45,27,705,540,76.6,144,20.43,21,2.98,45027
45,28,677,499,73.71,162,23.93,16,2.36,45028
45,29,625,519,83.04,90,14.4,16,2.56,45029
46,1,815,651,79.88,140,17.18,24,2.94,46001
46,2,797,693,86.95,86,10.79,18,2.26,46002
46,3,878,777,88.5,80,9.11,21,2.39,46003
46,4,1030,873,84.76,139,13.5,18,1.75,46004
46,5,839,693,82.6,127,15.14,19,2.26,46005
46,6,1261,1085,86.04,152,12.05,24,1.9,46006
46,7,774,697,90.05,68,8.79,9,1.16,46007
46,8,926,782,84.45,115,12.42,29,3.13,46008
46,9,989,839,84.83,128,12.94,22,2.22,46009
46,10,856,776,90.65,65,7.59,15,1.75,46010
46,11,996,854,85.74,116,11.65,26,2.61,46011
46,12,1207,1056,87.49,126,10.44,25,2.07,46012
46,13,1056,963,91.19,73,6.91,20,1.89,46013
46,14,575,527,91.65,35,6.09,13,2.26,46014
46,15,1196,1004,83.95,174,14.55,18,1.51,46015
46,16,819,754,92.06,46,5.62,19,2.32,46016
46,17,1049,965,91.99,58,5.53,26,2.48,46017
46,18,963,854,88.68,80,8.31,29,3.01,46018
46,19,779,692,88.83,55,7.06,32,4.11,46019
46,20,708,624,88.14,70,9.89,14,1.98,46020
46,21,536,464,86.57,58,10.82,14,2.61,46021
46,22,694,617,88.9,62,8.93,15,2.16,46022
46,23,600,548,91.33,38,6.33,14,2.33,46023
47,1,783,684,87.36,86,10.98,13,1.66,47001
47,2,738,658,89.16,68,9.21,12,1.63,47002
47,3,750,688,91.73,51,6.8,11,1.47,47003
47,4,926,849,91.68,66,7.13,11,1.19,47004
47,5,1068,998,93.45,54,5.06,16,1.5,47005
47,6,901,844,93.67,44,4.88,13,1.44,47006
47,7,1333,1177,88.3,128,9.6,28,2.1,47007
47,8,829,729,87.94,84,10.13,16,1.93,47008
47,9,1055,902,85.5,131,12.42,22,2.09,47009
47,10,923,835,90.47,66,7.15,22,2.38,47010
47,11,809,726,89.74,70,8.65,13,1.61,47011
47,12,612,542,88.56,60,9.8,10,1.63,47012
47,13,668,572,85.63,83,12.43,13,1.95,47013
47,14,833,666,79.95,146,17.53,21,2.52,47014
47,15,838,685,81.74,131,15.63,22,2.63,47015
47,16,871,703,80.71,140,16.07,28,3.21,47016
47,17,752,652,86.7,90,11.97,10,1.33,47017
47,18,948,832,87.76,95,10.02,21,2.22,47018
47,19,924,817,88.42,85,9.2,22,2.38,47019
47,20,909,762,83.83,122,13.42,25,2.75,47020
47,21,924,766,82.9,142,15.37,16,1.73,47021
47,22,771,640,83.01,115,14.92,16,2.08,47022
47,23,882,740,83.9,125,14.17,17,1.93,47023
47,24,1060,859,81.04,161,15.19,40,3.77,47024
47,25,821,681,82.95,123,14.98,17,2.07,47025
47,26,1059,847,79.98,189,17.85,23,2.17,47026
47,27,934,779,83.4,137,14.67,18,1.93,47027
47,28,698,544,77.94,133,19.05,21,3.01,47028
48,1,920,844,91.74,59,6.41,17,1.85,48001
48,2,321,281,87.54,34,10.59,6,1.87,48002
48,3,509,439,86.25,53,10.41,17,3.34,48003
48,4,561,518,92.34,32,5.7,11,1.96,48004
48,5,327,291,88.99,31,9.48,5,1.53,48005
48,6,755,677,89.67,60,7.95,18,2.38,48006
48,7,722,658,91.14,52,7.2,12,1.66,48007
48,8,497,413,83.1,72,14.49,12,2.41,48008
48,9,379,289,76.25,85,22.43,5,1.32,48009
48,10,876,804,91.78,56,6.39,16,1.83,48010
48,11,577,527,91.33,47,8.15,3,0.52,48011
48,12,840,704,83.81,120,14.29,16,1.9,48012
48,13,618,505,81.72,106,17.15,7,1.13,48013
48,14,692,607,87.72,60,8.67,25,3.61,48014
48,15,547,490,89.58,47,8.59,10,1.83,48015
48,16,427,376,88.06,42,9.84,9,2.11,48016
48,17,245,195,79.59,47,19.18,3,1.22,48017
48,18,739,644,87.14,78,10.55,17,2.3,48018
48,19,414,356,85.99,48,11.59,10,2.42,48019
48,20,295,240,81.36,44,14.92,11,3.73,48020
48,21,655,571,87.18,66,10.08,18,2.75,48021
48,22,399,330,82.71,65,16.29,4,1.0,48022
48,23,503,419,83.3,69,13.72,15,2.98,48023
48,24,947,745,78.67,170,17.95,32,3.38,48024
48,25,735,654,88.98,62,8.44,19,2.59,48025
48,26,411,345,83.94,60,14.6,6,1.46,48026
48,27,485,422,87.01,54,11.13,9,1.86,48027
48,28,618,572,92.56,31,5.02,15,2.43,48028
48,29,234,209,89.32,24,10.26,1,0.43,48029
48,30,667,590,88.46,60,9.0,17,2.55,48030
48,31,663,612,92.31,40,6.03,11,1.66,48031
48,32,567,505,89.07,50,8.82,12,2.12,48032
48,33,284,237,83.45,44,15.49,3,1.06,48033
48,34,524,471,89.89,48,9.16,5,0.95,48034
48,35,828,734,88.65,80,9.66,14,1.69,48035
49,1,810,732,90.37,49,6.05,29,3.58,49001
49,2,720,632,87.78,68,9.44,20,2.78,49002
49,3,979,861,87.95,99,10.11,19,1.94,49003
49,4,983,899,91.45,71,7.22,13,1.32,49004
49,5,1030,917,89.03,98,9.51,15,1.46,49005
49,6,89,72,80.9,14,15.73,3,3.37,49006
49,7,965,853,88.39,94,9.74,18,1.87,49007
49,8,1096,1021,93.16,51,4.65,24,2.19,49008
49,9,1040,930,89.42,87,8.37,23,2.21,49009
49,10,693,622,89.75,58,8.37,13,1.88,49010
49,11,767,680,88.66,75,9.78,12,1.56,49011
49,12,705,622,88.23,64,9.08,19,2.7,49012
49,13,853,773,90.62,63,7.39,17,1.99,49013
49,14,1040,949,91.25,70,6.73,21,2.02,49014
49,15,948,854,90.08,71,7.49,23,2.43,49015
49,16,915,829,90.6,74,8.09,12,1.31,49016
49,17,981,887,90.42,70,7.14,24,2.45,49017
50,1,453,236,52.1,209,46.14,8,1.77,50001
50,2,517,296,57.25,210,40.62,11,2.13,50002
50,3,410,247,60.24,152,37.07,11,2.68,50003
50,4,449,340,75.72,99,22.05,10,2.23,50004
50,5,681,479,70.34,182,26.73,20,2.94,50005
50,6,318,264,83.02,46,14.47,8,2.52,50006
50,7,803,700,87.17,88,10.96,15,1.87,50007
50,8,530,445,83.96,74,13.96,11,2.08,50008
50,9,163,110,67.48,48,29.45,5,3.07,50009
50,10,373,189,50.67,172,46.11,12,3.22,50010
50,11,483,207,42.86,262,54.24,14,2.9,50011
50,12,178,99,55.62,76,42.7,3,1.69,50012
50,13,581,442,76.08,122,21.0,17,2.93,50013
50,14,133,72,54.14,61,45.86,0,0.0,50014
50,15,560,435,77.68,116,20.71,9,1.61,50015
50,16,128,54,42.19,73,57.03,1,0.78,50016
50,17,301,215,71.43,76,25.25,10,3.32,50017
50,18,70,33,47.14,33,47.14,4,5.71,50018
50,19,238,189,79.41,46,19.33,3,1.26,50019
50,20,220,185,84.09,30,13.64,5,2.27,50020
50,21,495,422,85.25,63,12.73,10,2.02,50021
50,22,549,237,43.17,291,53.01,21,3.83,50022
50,23,441,272,61.68,158,35.83,11,2.49,50023
50,24,575,210,36.52,348,60.52,17,2.96,50024
50,25,154,101,65.58,49,31.82,4,2.6,50025
50,26,254,151,59.45,99,38.98,4,1.57,50026
50,27,130,76,58.46,50,38.46,4,3.08,50027
50,28,570,434,76.14,122,21.4,14,2.46,50028
