ward,precinct,total,JAMES FITZGERALD SMITH,JAMES FITZGERALD SMITH Percent,ROGER G. FEIN,ROGER G. FEIN Percent,WILLIAM D. O'NEAL,WILLIAM D. O'NEAL Percent,THOMAS H. FEGAN,THOMAS H. FEGAN Percent,precinct_id
50,6,99,32,32.32,29,29.29,17,17.17,21,21.21,50006
50,7,172,28,16.28,62,36.05,33,19.19,49,28.49,50007
50,8,144,53,36.81,32,22.22,34,23.61,25,17.36,50008
50,9,101,23,22.77,38,37.62,13,12.87,27,26.73,50009
50,10,143,28,19.58,80,55.94,16,11.19,19,13.29,50010
50,11,118,22,18.64,63,53.39,12,10.17,21,17.8,50011
50,12,160,12,7.5,133,83.13,4,2.5,11,6.88,50012
50,13,101,18,17.82,40,39.6,22,21.78,21,20.79,50013
50,14,138,9,6.52,102,73.91,8,5.8,19,13.77,50014
50,15,149,31,20.81,40,26.85,28,18.79,50,33.56,50015
50,16,107,15,14.02,73,68.22,5,4.67,14,13.08,50016
50,17,122,35,28.69,51,41.8,20,16.39,16,13.11,50017
50,18,98,27,27.55,43,43.88,13,13.27,15,15.31,50018
50,19,123,36,29.27,43,34.96,16,13.01,28,22.76,50019
50,20,106,32,30.19,21,19.81,12,11.32,41,38.68,50020
50,21,150,37,24.67,65,43.33,21,14.0,27,18.0,50021
50,22,121,27,22.31,51,42.15,22,18.18,21,17.36,50022
50,23,88,30,34.09,31,35.23,18,20.45,9,10.23,50023
50,24,111,35,31.53,42,37.84,16,14.41,18,16.22,50024
50,25,156,31,19.87,81,51.92,18,11.54,26,16.67,50025
50,26,88,18,20.45,53,60.23,8,9.09,9,10.23,50026
50,27,80,12,15.0,56,70.0,8,10.0,4,5.0,50027
50,28,181,32,17.68,110,60.77,21,11.6,18,9.94,50028
50,29,120,28,23.33,35,29.17,27,22.5,30,25.0,50029
50,30,127,19,14.96,68,53.54,22,17.32,18,14.17,50030
50,31,87,12,13.79,66,75.86,3,3.45,6,6.9,50031
50,32,91,37,40.66,27,29.67,10,10.99,17,18.68,50032
50,33,74,23,31.08,29,39.19,14,18.92,8,10.81,50033
50,34,133,21,15.79,76,57.14,22,16.54,14,10.53,50034
50,35,153,33,21.57,54,35.29,23,15.03,43,28.1,50035
50,36,125,30,24.0,39,31.2,26,20.8,30,24.0,50036
50,37,164,41,25.0,54,32.93,27,16.46,42,25.61,50037
50,38,149,14,9.4,113,75.84,9,6.04,13,8.72,50038
50,39,134,33,24.63,65,48.51,16,11.94,20,14.93,50039
50,40,125,37,29.6,52,41.6,15,12.0,21,16.8,50040
50,41,173,27,15.61,80,46.24,22,12.72,44,25.43,50041
50,42,209,30,14.35,104,49.76,29,13.88,46,22.01,50042
50,43,157,31,19.75,78,49.68,17,10.83,31,19.75,50043
50,44,170,17,10.0,119,70.0,9,5.29,25,14.71,50044
50,45,144,27,18.75,56,38.89,17,11.81,44,30.56,50045
50,46,90,29,32.22,25,27.78,12,13.33,24,26.67,50046
