ward,precinct,total,JAMES FITZGERALD SMITH,JAMES FITZGERALD SMITH Percent,ROGER G. FEIN,ROGER G. FEIN Percent,WILLIAM D. O'NEAL,WILLIAM D. O'NEAL Percent,THOMAS H. FEGAN,THOMAS H. FEGAN Percent,precinct_id
17,16,155,49,31.61,44,28.39,56,36.13,6,3.87,17016
17,17,100,33,33.0,30,30.0,26,26.0,11,11.0,17017
17,18,148,49,33.11,19,12.84,65,43.92,15,10.14,17018
17,19,97,40,41.24,11,11.34,37,38.14,9,9.28,17019
17,20,129,52,40.31,30,23.26,33,25.58,14,10.85,17020
17,21,238,81,34.03,79,33.19,63,26.47,15,6.3,17021
17,22,176,73,41.48,43,24.43,49,27.84,11,6.25,17022
17,23,99,42,42.42,8,8.08,36,36.36,13,13.13,17023
17,24,147,59,40.14,23,15.65,46,31.29,19,12.93,17024
17,25,88,38,43.18,16,18.18,29,32.95,5,5.68,17025
17,26,192,90,46.88,34,17.71,52,27.08,16,8.33,17026
17,27,169,76,44.97,32,18.93,48,28.4,13,7.69,17027
17,28,119,40,33.61,26,21.85,42,35.29,11,9.24,17028
17,29,190,65,34.21,44,23.16,62,32.63,19,10.0,17029
17,30,175,56,32.0,64,36.57,46,26.29,9,5.14,17030
17,31,108,36,33.33,19,17.59,41,37.96,12,11.11,17031
17,32,160,65,40.63,37,23.13,40,25.0,18,11.25,17032
17,33,165,81,49.09,26,15.76,49,29.7,9,5.45,17033
17,34,122,56,45.9,18,14.75,33,27.05,15,12.3,17034
17,35,105,32,30.48,38,36.19,32,30.48,3,2.86,17035
17,36,86,38,44.19,12,13.95,26,30.23,10,11.63,17036
17,37,147,60,40.82,36,24.49,38,25.85,13,8.84,17037
17,38,139,70,50.36,16,11.51,39,28.06,14,10.07,17038
17,39,110,46,41.82,23,20.91,28,25.45,13,11.82,17039
17,40,127,49,38.58,29,22.83,38,29.92,11,8.66,17040
17,41,125,53,42.4,32,25.6,29,23.2,11,8.8,17041
17,42,73,34,46.58,6,8.22,27,36.99,6,8.22,17042
17,43,119,56,47.06,19,15.97,35,29.41,9,7.56,17043
17,44,110,35,31.82,23,20.91,39,35.45,13,11.82,17044
17,45,82,32,39.02,21,25.61,16,19.51,13,15.85,17045
17,46,179,76,42.46,26,14.53,59,32.96,18,10.06,17046
17,47,86,39,45.35,20,23.26,22,25.58,5,5.81,17047
17,48,81,34,41.98,14,17.28,31,38.27,2,2.47,17048
17,49,111,49,44.14,28,25.23,24,21.62,10,9.01,17049
17,50,141,56,39.72,41,29.08,36,25.53,8,5.67,17050
17,51,152,69,45.39,19,12.5,43,28.29,21,13.82,17051
17,52,205,75,36.59,43,20.98,68,33.17,19,9.27,17052
17,53,162,66,40.74,28,17.28,48,29.63,20,12.35,17053
17,54,164,36,21.95,67,40.85,59,35.98,2,1.22,17054
17,55,128,58,45.31,13,10.16,41,32.03,16,12.5,17055
18,1,187,74,39.57,50,26.74,48,25.67,15,8.02,18001
18,2,186,89,47.85,29,15.59,52,27.96,16,8.6,18002
18,3,162,74,45.68,26,16.05,45,27.78,17,10.49,18003
18,4,276,105,38.04,53,19.2,89,32.25,29,10.51,18004
18,5,155,70,45.16,25,16.13,44,28.39,16,10.32,18005
18,6,176,77,43.75,40,22.73,47,26.7,12,6.82,18006
18,7,86,33,38.37,19,22.09,22,25.58,12,13.95,18007
18,8,161,77,47.83,17,10.56,51,31.68,16,9.94,18008
18,9,200,80,40.0,34,17.0,55,27.5,31,15.5,18009
18,10,293,125,42.66,56,19.11,92,31.4,20,6.83,18010
18,11,135,57,42.22,30,22.22,28,20.74,20,14.81,18011
18,12,165,69,41.82,30,18.18,42,25.45,24,14.55,18012
18,13,166,59,35.54,26,15.66,61,36.75,20,12.05,18013
18,14,254,96,37.8,61,24.02,67,26.38,30,11.81,18014
18,15,121,56,46.28,18,14.88,39,32.23,8,6.61,18015
18,16,166,76,45.78,24,14.46,53,31.93,13,7.83,18016
18,17,210,72,34.29,47,22.38,60,28.57,31,14.76,18017
18,18,262,99,37.79,36,13.74,95,36.26,32,12.21,18018
18,19,99,41,41.41,13,13.13,29,29.29,16,16.16,18019
18,20,161,60,37.27,36,22.36,52,32.3,13,8.07,18020
18,21,217,82,37.79,53,24.42,52,23.96,30,13.82,18021
18,22,179,68,37.99,33,18.44,55,30.73,23,12.85,18022
18,23,134,48,35.82,22,16.42,47,35.07,17,12.69,18023
18,24,222,99,44.59,31,13.96,74,33.33,18,8.11,18024
18,25,174,71,40.8,21,12.07,72,41.38,10,5.75,18025
18,26,216,114,52.78,19,8.8,64,29.63,19,8.8,18026
18,27,166,81,48.8,28,16.87,40,24.1,17,10.24,18027
18,28,151,68,45.03,17,11.26,49,32.45,17,11.26,18028
18,29,139,60,43.17,21,15.11,32,23.02,26,18.71,18029
18,30,223,97,43.5,44,19.73,63,28.25,19,8.52,18030
18,31,140,53,37.86,21,15.0,48,34.29,18,12.86,18031
18,32,204,74,36.27,38,18.63,73,35.78,19,9.31,18032
18,33,143,63,44.06,38,26.57,32,22.38,10,6.99,18033
18,34,286,110,38.46,45,15.73,107,37.41,24,8.39,18034
18,35,221,96,43.44,43,19.46,61,27.6,21,9.5,18035
18,36,97,37,38.14,18,18.56,27,27.84,15,15.46,18036
18,37,117,41,35.04,18,15.38,49,41.88,9,7.69,18037
18,38,219,94,42.92,31,14.16,69,31.51,25,11.42,18038
18,39,165,69,41.82,21,12.73,61,36.97,14,8.48,18039
18,40,219,81,36.99,39,17.81,70,31.96,29,13.24,18040
18,41,158,67,42.41,24,15.19,51,32.28,16,10.13,18041
18,42,152,72,47.37,21,13.82,49,32.24,10,6.58,18042
18,43,123,64,52.03,11,8.94,35,28.46,13,10.57,18043
18,44,193,81,41.97,36,18.65,63,32.64,13,6.74,18044
18,45,190,90,47.37,23,12.11,64,33.68,13,6.84,18045
18,46,168,74,44.05,20,11.9,60,35.71,14,8.33,18046
18,47,213,87,40.85,34,15.96,75,35.21,17,7.98,18047
18,48,108,49,45.37,16,14.81,36,33.33,7,6.48,18048
18,49,98,35,35.71,27,27.55,21,21.43,15,15.31,18049
18,50,160,64,40.0,14,8.75,65,40.63,17,10.63,18050
18,51,159,62,38.99,18,11.32,63,39.62,16,10.06,18051
18,52,152,58,38.16,30,19.74,54,35.53,10,6.58,18052
18,53,193,81,41.97,22,11.4,71,36.79,19,9.84,18053
18,54,207,82,39.61,38,18.36,67,32.37,20,9.66,18054
18,55,206,91,44.17,24,11.65,74,35.92,17,8.25,18055
18,56,177,74,41.81,18,10.17,73,41.24,12,6.78,18056
18,57,210,80,38.1,40,19.05,67,31.9,23,10.95,18057
18,58,133,49,36.84,19,14.29,48,36.09,17,12.78,18058
18,59,174,74,42.53,30,17.24,55,31.61,15,8.62,18059
18,60,137,53,38.69,25,18.25,42,30.66,17,12.41,18060
18,61,169,70,41.42,36,21.3,46,27.22,17,10.06,18061
18,62,147,57,38.78,29,19.73,49,33.33,12,8.16,18062
18,63,71,19,26.76,13,18.31,25,35.21,14,19.72,18063
19,1,300,78,26.0,148,49.33,40,13.33,34,11.33,19001
19,2,217,74,34.1,69,31.8,42,19.35,32,14.75,19002
19,3,209,74,35.41,49,23.44,45,21.53,41,19.62,19003
19,4,224,81,36.16,51,22.77,60,26.79,32,14.29,19004
19,5,230,64,27.83,76,33.04,47,20.43,43,18.7,19005
19,6,242,74,30.58,87,35.95,45,18.6,36,14.88,19006
19,7,250,73,29.2,87,34.8,51,20.4,39,15.6,19007
19,8,185,52,28.11,67,36.22,42,22.7,24,12.97,19008
19,9,197,59,29.95,58,29.44,38,19.29,42,21.32,19009
19,10,312,76,24.36,101,32.37,64,20.51,71,22.76,19010
19,11,253,87,34.39,67,26.48,51,20.16,48,18.97,19011
19,12,223,50,22.42,87,39.01,35,15.7,51,22.87,19012
19,13,192,79,41.15,43,22.4,51,26.56,19,9.9,19013
19,14,160,43,26.88,68,42.5,27,16.88,22,13.75,19014
19,15,120,35,29.17,41,34.17,22,18.33,22,18.33,19015
19,16,322,79,24.53,145,45.03,58,18.01,40,12.42,19016
19,17,245,70,28.57,95,38.78,50,20.41,30,12.24,19017
19,18,280,57,20.36,107,38.21,46,16.43,70,25.0,19018
19,19,259,70,27.03,78,30.12,64,24.71,47,18.15,19019
19,20,204,71,34.8,34,16.67,64,31.37,35,17.16,19020
19,21,198,60,30.3,81,40.91,34,17.17,23,11.62,19021
19,22,273,58,21.25,110,40.29,63,23.08,42,15.38,19022
19,23,306,98,32.03,103,33.66,57,18.63,48,15.69,19023
19,24,210,57,27.14,77,36.67,35,16.67,41,19.52,19024
19,25,254,62,24.41,80,31.5,56,22.05,56,22.05,19025
19,26,241,55,22.82,100,41.49,36,14.94,50,20.75,19026
19,27,134,43,32.09,39,29.1,26,19.4,26,19.4,19027
19,28,291,100,34.36,81,27.84,86,29.55,24,8.25,19028
19,29,211,62,29.38,59,27.96,50,23.7,40,18.96,19029
19,30,218,58,26.61,78,35.78,48,22.02,34,15.6,19030
19,31,209,52,24.88,70,33.49,33,15.79,54,25.84,19031
19,32,294,70,23.81,123,41.84,49,16.67,52,17.69,19032
19,33,248,79,31.85,76,30.65,54,21.77,39,15.73,19033
19,34,231,43,18.61,85,36.8,58,25.11,45,19.48,19034
19,35,241,47,19.5,94,39.0,49,20.33,51,21.16,19035
19,36,195,67,34.36,54,27.69,48,24.62,26,13.33,19036
19,37,214,47,21.96,95,44.39,44,20.56,28,13.08,19037
19,38,272,88,32.35,70,25.74,74,27.21,40,14.71,19038
19,39,143,58,40.56,36,25.17,28,19.58,21,14.69,19039
19,40,242,75,30.99,68,28.1,46,19.01,53,21.9,19040
19,41,238,65,27.31,90,37.82,49,20.59,34,14.29,19041
19,42,171,55,32.16,43,25.15,37,21.64,36,21.05,19042
19,43,220,79,35.91,54,24.55,64,29.09,23,10.45,19043
19,44,198,44,22.22,80,40.4,48,24.24,26,13.13,19044
19,45,309,86,27.83,133,43.04,57,18.45,33,10.68,19045
19,46,346,88,25.43,159,45.95,54,15.61,45,13.01,19046
19,47,176,54,30.68,45,25.57,52,29.55,25,14.2,19047
19,48,246,82,33.33,72,29.27,77,31.3,15,6.1,19048
19,49,269,67,24.91,90,33.46,78,29.0,34,12.64,19049
19,50,194,66,34.02,61,31.44,54,27.84,13,6.7,19050
19,51,219,70,31.96,84,38.36,37,16.89,28,12.79,19051
19,52,184,66,35.87,58,31.52,35,19.02,25,13.59,19052
19,53,245,71,28.98,87,35.51,50,20.41,37,15.1,19053
19,54,170,48,28.24,68,40.0,34,20.0,20,11.76,19054
19,55,214,57,26.64,70,32.71,50,23.36,37,17.29,19055
19,56,269,71,26.39,96,35.69,57,21.19,45,16.73,19056
19,57,255,64,25.1,84,32.94,55,21.57,52,20.39,19057
19,58,241,71,29.46,79,32.78,52,21.58,39,16.18,19058
19,59,274,79,28.83,117,42.7,42,15.33,36,13.14,19059
19,60,212,86,40.57,55,25.94,60,28.3,11,5.19,19060
19,61,333,73,21.92,171,51.35,49,14.71,40,12.01,19061
19,62,243,55,22.63,96,39.51,47,19.34,45,18.52,19062
19,63,154,54,35.06,37,24.03,35,22.73,28,18.18,19063
19,64,352,97,27.56,135,38.35,67,19.03,53,15.06,19064
19,65,194,70,36.08,26,13.4,63,32.47,35,18.04,19065
20,1,135,55,40.74,9,6.67,62,45.93,9,6.67,20001
20,2,116,44,37.93,6,5.17,57,49.14,9,7.76,20002
20,3,164,73,44.51,15,9.15,71,43.29,5,3.05,20003
20,4,139,61,43.88,13,9.35,57,41.01,8,5.76,20004
20,5,106,44,41.51,7,6.6,48,45.28,7,6.6,20005
20,6,150,62,41.33,10,6.67,66,44.0,12,8.0,20006
20,7,89,38,42.7,8,8.99,39,43.82,4,4.49,20007
20,8,91,35,38.46,9,9.89,38,41.76,9,9.89,20008
20,9,113,28,24.78,10,8.85,68,60.18,7,6.19,20009
20,10,172,57,33.14,24,13.95,71,41.28,20,11.63,20010
20,11,87,35,40.23,6,6.9,42,48.28,4,4.6,20011
20,12,129,55,42.64,29,22.48,39,30.23,6,4.65,20012
20,13,66,24,36.36,8,12.12,28,42.42,6,9.09,20013
20,14,198,75,37.88,14,7.07,94,47.47,15,7.58,20014
20,15,128,61,47.66,13,10.16,42,32.81,12,9.38,20015
20,16,78,36,46.15,11,14.1,23,29.49,8,10.26,20016
20,17,121,47,38.84,14,11.57,52,42.98,8,6.61,20017
20,18,180,67,37.22,21,11.67,76,42.22,16,8.89,20018
20,19,121,56,46.28,23,19.01,32,26.45,10,8.26,20019
20,20,117,47,40.17,26,22.22,36,30.77,8,6.84,20020
20,21,120,42,35.0,33,27.5,37,30.83,8,6.67,20021
20,22,129,44,34.11,6,4.65,74,57.36,5,3.88,20022
20,23,115,36,31.3,12,10.43,60,52.17,7,6.09,20023
20,24,168,59,35.12,17,10.12,85,50.6,7,4.17,20024
20,25,86,40,46.51,4,4.65,38,44.19,4,4.65,20025
20,26,222,84,37.84,27,12.16,89,40.09,22,9.91,20026
20,27,89,33,37.08,8,8.99,44,49.44,4,4.49,20027
20,28,153,50,32.68,18,11.76,76,49.67,9,5.88,20028
20,29,106,40,37.74,12,11.32,49,46.23,5,4.72,20029
20,30,149,44,29.53,14,9.4,84,56.38,7,4.7,20030
20,31,111,48,43.24,8,7.21,49,44.14,6,5.41,20031
20,32,185,70,37.84,23,12.43,72,38.92,20,10.81,20032
20,33,155,38,24.52,10,6.45,97,62.58,10,6.45,20033
20,34,166,48,28.92,28,16.87,72,43.37,18,10.84,20034
20,35,89,22,24.72,3,3.37,59,66.29,5,5.62,20035
20,36,137,41,29.93,13,9.49,68,49.64,15,10.95,20036
20,37,106,37,34.91,10,9.43,52,49.06,7,6.6,20037
20,38,173,70,40.46,23,13.29,61,35.26,19,10.98,20038
20,39,124,45,36.29,31,25.0,32,25.81,16,12.9,20039
20,40,120,44,36.67,8,6.67,56,46.67,12,10.0,20040
20,41,34,13,38.24,2,5.88,17,50.0,2,5.88,20041
20,42,47,26,55.32,4,8.51,14,29.79,3,6.38,20042
20,43,190,67,35.26,22,11.58,85,44.74,16,8.42,20043
20,44,160,52,32.5,16,10.0,88,55.0,4,2.5,20044
20,45,33,13,39.39,3,9.09,15,45.45,2,6.06,20045
20,46,77,31,40.26,6,7.79,40,51.95,0,0.0,20046
20,47,99,32,32.32,14,14.14,48,48.48,5,5.05,20047
20,48,90,31,34.44,24,26.67,30,33.33,5,5.56,20048
20,49,99,35,35.35,13,13.13,41,41.41,10,10.1,20049
20,50,93,32,34.41,11,11.83,43,46.24,7,7.53,20050
20,51,127,41,32.28,8,6.3,72,56.69,6,4.72,20051
20,52,36,17,47.22,4,11.11,14,38.89,1,2.78,20052
21,1,269,92,34.2,17,6.32,141,52.42,19,7.06,21001
21,2,108,42,38.89,3,2.78,50,46.3,13,12.04,21002
21,3,290,129,44.48,22,7.59,114,39.31,25,8.62,21003
21,4,256,111,43.36,24,9.38,92,35.94,29,11.33,21004
21,5,172,56,32.56,30,17.44,77,44.77,9,5.23,21005
21,6,170,75,44.12,20,11.76,63,37.06,12,7.06,21006
21,7,221,70,31.67,23,10.41,110,49.77,18,8.14,21007
21,8,190,60,31.58,4,2.11,113,59.47,13,6.84,21008
21,9,190,63,33.16,16,8.42,97,51.05,14,7.37,21009
21,10,133,42,31.58,14,10.53,70,52.63,7,5.26,21010
21,11,189,77,40.74,23,12.17,76,40.21,13,6.88,21011
21,12,191,79,41.36,15,7.85,81,42.41,16,8.38,21012
21,13,103,40,38.83,6,5.83,51,49.51,6,5.83,21013
21,14,194,71,36.6,9,4.64,102,52.58,12,6.19,21014
21,15,123,42,34.15,14,11.38,59,47.97,8,6.5,21015
21,16,82,31,37.8,14,17.07,23,28.05,14,17.07,21016
21,17,105,30,28.57,10,9.52,58,55.24,7,6.67,21017
21,18,218,66,30.28,16,7.34,123,56.42,13,5.96,21018
21,19,170,68,40.0,12,7.06,75,44.12,15,8.82,21019
21,20,55,18,32.73,2,3.64,28,50.91,7,12.73,21020
21,21,209,71,33.97,12,5.74,113,54.07,13,6.22,21021
21,22,219,66,30.14,20,9.13,118,53.88,15,6.85,21022
21,23,166,53,31.93,18,10.84,86,51.81,9,5.42,21023
21,24,216,74,34.26,20,9.26,109,50.46,13,6.02,21024
21,25,152,50,32.89,17,11.18,74,48.68,11,7.24,21025
21,26,145,54,37.24,14,9.66,69,47.59,8,5.52,21026
21,27,217,69,31.8,15,6.91,118,54.38,15,6.91,21027
21,28,163,64,39.26,14,8.59,72,44.17,13,7.98,21028
21,29,140,54,38.57,9,6.43,66,47.14,11,7.86,21029
21,30,106,39,36.79,17,16.04,35,33.02,15,14.15,21030
21,31,264,56,21.21,14,5.3,179,67.8,15,5.68,21031
21,32,100,28,28.0,14,14.0,48,48.0,10,10.0,21032
21,33,179,88,49.16,21,11.73,55,30.73,15,8.38,21033
21,34,228,56,24.56,20,8.77,138,60.53,14,6.14,21034
21,35,126,58,46.03,15,11.9,48,38.1,5,3.97,21035
21,36,231,84,36.36,30,12.99,99,42.86,18,7.79,21036
21,37,118,47,39.83,6,5.08,59,50.0,6,5.08,21037
21,38,186,76,40.86,14,7.53,85,45.7,11,5.91,21038
21,39,131,60,45.8,8,6.11,48,36.64,15,11.45,21039
21,40,186,66,35.48,12,6.45,97,52.15,11,5.91,21040
21,41,139,56,40.29,13,9.35,59,42.45,11,7.91,21041
21,42,210,71,33.81,23,10.95,103,49.05,13,6.19,21042
21,43,165,59,35.76,8,4.85,76,46.06,22,13.33,21043
21,44,176,48,27.27,17,9.66,97,55.11,14,7.95,21044
21,45,144,66,45.83,11,7.64,53,36.81,14,9.72,21045
21,46,135,42,31.11,8,5.93,75,55.56,10,7.41,21046
21,47,259,81,31.27,23,8.88,136,52.51,19,7.34,21047
21,48,235,68,28.94,20,8.51,129,54.89,18,7.66,21048
21,49,235,77,32.77,23,9.79,119,50.64,16,6.81,21049
21,50,171,58,33.92,11,6.43,87,50.88,15,8.77,21050
21,51,192,75,39.06,17,8.85,88,45.83,12,6.25,21051
21,52,195,81,41.54,21,10.77,75,38.46,18,9.23,21052
21,53,165,75,45.45,14,8.48,62,37.58,14,8.48,21053
21,54,198,66,33.33,22,11.11,90,45.45,20,10.1,21054
21,55,197,70,35.53,15,7.61,102,51.78,10,5.08,21055
21,56,113,49,43.36,13,11.5,43,38.05,8,7.08,21056
21,57,114,50,43.86,13,11.4,42,36.84,9,7.89,21057
21,58,131,55,41.98,3,2.29,62,47.33,11,8.4,21058
21,59,247,97,39.27,21,8.5,111,44.94,18,7.29,21059
21,60,89,32,35.96,9,10.11,42,47.19,6,6.74,21060
21,61,203,92,45.32,18,8.87,79,38.92,14,6.9,21061
21,62,225,80,35.56,24,10.67,99,44.0,22,9.78,21062
21,63,191,52,27.23,20,10.47,104,54.45,15,7.85,21063
21,64,114,49,42.98,20,17.54,36,31.58,9,7.89,21064
21,65,174,52,29.89,14,8.05,99,56.9,9,5.17,21065
21,66,163,61,37.42,12,7.36,82,50.31,8,4.91,21066
21,67,149,54,36.24,17,11.41,60,40.27,18,12.08,21067
21,68,91,36,39.56,7,7.69,40,43.96,8,8.79,21068
21,69,120,50,41.67,8,6.67,50,41.67,12,10.0,21069
21,70,123,37,30.08,14,11.38,60,48.78,12,9.76,21070
22,1,77,40,51.95,6,7.79,28,36.36,3,3.9,22001
22,2,78,30,38.46,17,21.79,22,28.21,9,11.54,22002
22,3,127,58,45.67,24,18.9,29,22.83,16,12.6,22003
22,4,113,52,46.02,19,16.81,30,26.55,12,10.62,22004
22,5,153,59,38.56,51,33.33,25,16.34,18,11.76,22005
22,6,127,36,28.35,57,44.88,20,15.75,14,11.02,22006
22,7,108,35,32.41,16,14.81,51,47.22,6,5.56,22007
22,8,178,66,37.08,15,8.43,88,49.44,9,5.06,22008
22,9,130,47,36.15,31,23.85,30,23.08,22,16.92,22009
22,10,161,67,41.61,45,27.95,26,16.15,23,14.29,22010
22,11,109,57,52.29,14,12.84,22,20.18,16,14.68,22011
22,12,140,37,26.43,14,10.0,80,57.14,9,6.43,22012
22,13,114,49,42.98,26,22.81,29,25.44,10,8.77,22013
22,14,77,30,38.96,16,20.78,24,31.17,7,9.09,22014
22,15,106,42,39.62,12,11.32,42,39.62,10,9.43,22015
22,16,128,49,38.28,32,25.0,31,24.22,16,12.5,22016
22,17,125,47,37.6,24,19.2,37,29.6,17,13.6,22017
22,18,96,36,37.5,17,17.71,28,29.17,15,15.63,22018
22,19,90,40,44.44,8,8.89,30,33.33,12,13.33,22019
22,20,107,33,30.84,7,6.54,59,55.14,8,7.48,22020
22,21,184,59,32.07,31,16.85,80,43.48,14,7.61,22021
22,22,42,25,59.52,4,9.52,9,21.43,4,9.52,22022
22,23,137,48,35.04,38,27.74,26,18.98,25,18.25,22023
22,24,116,55,47.41,13,11.21,28,24.14,20,17.24,22024
22,25,110,52,47.27,8,7.27,27,24.55,23,20.91,22025
22,26,79,27,34.18,26,32.91,24,30.38,2,2.53,22026
22,27,150,50,33.33,37,24.67,38,25.33,25,16.67,22027
22,28,154,50,32.47,16,10.39,70,45.45,18,11.69,22028
22,29,68,29,42.65,16,23.53,13,19.12,10,14.71,22029
23,1,206,68,33.01,68,33.01,49,23.79,21,10.19,23001
23,2,260,51,19.62,149,57.31,33,12.69,27,10.38,23002
23,3,201,74,36.82,45,22.39,44,21.89,38,18.91,23003
23,4,166,52,31.33,55,33.13,35,21.08,24,14.46,23004
23,5,166,62,37.35,29,17.47,48,28.92,27,16.27,23005
23,6,196,65,33.16,71,36.22,37,18.88,23,11.73,23006
23,7,145,64,44.14,27,18.62,38,26.21,16,11.03,23007
23,8,173,57,32.95,56,32.37,43,24.86,17,9.83,23008
23,9,141,63,44.68,29,20.57,33,23.4,16,11.35,23009
23,10,280,59,21.07,163,58.21,34,12.14,24,8.57,23010
23,11,233,74,31.76,51,21.89,66,28.33,42,18.03,23011
23,12,205,67,32.68,62,30.24,46,22.44,30,14.63,23012
23,13,237,79,33.33,71,29.96,60,25.32,27,11.39,23013
23,14,209,46,22.01,86,41.15,39,18.66,38,18.18,23014
23,15,198,68,34.34,64,32.32,44,22.22,22,11.11,23015
23,16,243,71,29.22,88,36.21,59,24.28,25,10.29,23016
23,17,247,77,31.17,55,22.27,74,29.96,41,16.6,23017
23,18,179,52,29.05,65,36.31,35,19.55,27,15.08,23018
23,19,224,58,25.89,92,41.07,45,20.09,29,12.95,23019
23,20,184,56,30.43,53,28.8,46,25.0,29,15.76,23020
23,21,147,50,34.01,47,31.97,30,20.41,20,13.61,23021
23,22,142,46,32.39,25,17.61,45,31.69,26,18.31,23022
23,23,150,49,32.67,40,26.67,38,25.33,23,15.33,23023
23,24,131,49,37.4,35,26.72,29,22.14,18,13.74,23024
23,25,177,55,31.07,51,28.81,49,27.68,22,12.43,23025
23,26,189,48,25.4,70,37.04,53,28.04,18,9.52,23026
23,27,158,48,30.38,61,38.61,33,20.89,16,10.13,23027
23,28,178,67,37.64,37,20.79,47,26.4,27,15.17,23028
23,29,140,51,36.43,18,12.86,42,30.0,29,20.71,23029
23,30,211,68,32.23,82,38.86,36,17.06,25,11.85,23030
23,31,195,59,30.26,60,30.77,49,25.13,27,13.85,23031
23,32,234,74,31.62,67,28.63,68,29.06,25,10.68,23032
23,33,247,74,29.96,95,38.46,51,20.65,27,10.93,23033
23,34,158,43,27.22,43,27.22,45,28.48,27,17.09,23034
23,35,115,45,39.13,20,17.39,39,33.91,11,9.57,23035
23,36,221,74,33.48,67,30.32,52,23.53,28,12.67,23036
23,37,137,55,40.15,33,24.09,38,27.74,11,8.03,23037
23,38,136,36,26.47,51,37.5,33,24.26,16,11.76,23038
23,39,169,51,30.18,69,40.83,28,16.57,21,12.43,23039
23,40,193,45,23.32,70,36.27,50,25.91,28,14.51,23040
23,41,166,61,36.75,44,26.51,42,25.3,19,11.45,23041
23,42,161,53,32.92,52,32.3,34,21.12,22,13.66,23042
23,43,187,48,25.67,74,39.57,42,22.46,23,12.3,23043
23,44,194,51,26.29,74,38.14,40,20.62,29,14.95,23044
23,45,195,56,28.72,64,32.82,53,27.18,22,11.28,23045
23,46,197,58,29.44,71,36.04,42,21.32,26,13.2,23046
23,47,250,76,30.4,81,32.4,56,22.4,37,14.8,23047
23,48,160,53,33.13,52,32.5,42,26.25,13,8.13,23048
23,49,146,53,36.3,45,30.82,32,21.92,16,10.96,23049
23,50,136,56,41.18,43,31.62,24,17.65,13,9.56,23050
23,51,180,56,31.11,58,32.22,37,20.56,29,16.11,23051
23,52,254,76,29.92,92,36.22,56,22.05,30,11.81,23052
23,53,129,30,23.26,53,41.09,29,22.48,17,13.18,23053
23,54,194,62,31.96,55,28.35,59,30.41,18,9.28,23054
23,55,194,53,27.32,66,34.02,49,25.26,26,13.4,23055
23,56,161,50,31.06,42,26.09,43,26.71,26,16.15,23056
23,57,162,56,34.57,50,30.86,40,24.69,16,9.88,23057
23,58,292,79,27.05,97,33.22,82,28.08,34,11.64,23058
23,59,128,38,29.69,39,30.47,32,25.0,19,14.84,23059
23,60,229,78,34.06,42,18.34,67,29.26,42,18.34,23060
23,61,231,58,25.11,72,31.17,59,25.54,42,18.18,23061
23,62,221,65,29.41,72,32.58,51,23.08,33,14.93,23062
24,1,143,46,32.17,15,10.49,66,46.15,16,11.19,24001
24,2,141,60,42.55,7,4.96,63,44.68,11,7.8,24002
24,3,117,36,30.77,8,6.84,66,56.41,7,5.98,24003
24,4,120,56,46.67,6,5.0,53,44.17,5,4.17,24004
24,5,126,49,38.89,8,6.35,65,51.59,4,3.17,24005
24,6,163,58,35.58,11,6.75,84,51.53,10,6.13,24006
24,7,108,43,39.81,5,4.63,56,51.85,4,3.7,24007
24,8,138,39,28.26,12,8.7,76,55.07,11,7.97,24008
24,9,129,37,28.68,5,3.88,77,59.69,10,7.75,24009
24,10,130,62,47.69,6,4.62,54,41.54,8,6.15,24010
24,11,37,12,32.43,1,2.7,19,51.35,5,13.51,24011
24,12,97,40,41.24,4,4.12,41,42.27,12,12.37,24012
24,13,101,30,29.7,6,5.94,61,60.4,4,3.96,24013
24,14,179,59,32.96,8,4.47,101,56.42,11,6.15,24014
24,15,113,40,35.4,9,7.96,56,49.56,8,7.08,24015
24,16,94,26,27.66,8,8.51,54,57.45,6,6.38,24016
24,17,114,51,44.74,7,6.14,45,39.47,11,9.65,24017
24,18,75,40,53.33,3,4.0,28,37.33,4,5.33,24018
24,19,107,35,32.71,6,5.61,54,50.47,12,11.21,24019
24,20,152,67,44.08,13,8.55,59,38.82,13,8.55,24020
24,21,92,39,42.39,10,10.87,33,35.87,10,10.87,24021
24,22,135,41,30.37,18,13.33,66,48.89,10,7.41,24022
24,23,137,46,33.58,8,5.84,71,51.82,12,8.76,24023
24,24,113,38,33.63,12,10.62,51,45.13,12,10.62,24024
24,25,141,47,33.33,11,7.8,76,53.9,7,4.96,24025
24,26,144,47,32.64,12,8.33,75,52.08,10,6.94,24026
24,27,71,21,29.58,5,7.04,39,54.93,6,8.45,24027
24,28,166,38,22.89,4,2.41,118,71.08,6,3.61,24028
24,29,130,50,38.46,12,9.23,56,43.08,12,9.23,24029
24,30,125,29,23.2,6,4.8,77,61.6,13,10.4,24030
24,31,118,40,33.9,7,5.93,52,44.07,19,16.1,24031
24,32,151,45,29.8,10,6.62,89,58.94,7,4.64,24032
24,33,93,40,43.01,9,9.68,40,43.01,4,4.3,24033
24,34,104,33,31.73,6,5.77,59,56.73,6,5.77,24034
24,35,131,54,41.22,11,8.4,57,43.51,9,6.87,24035
24,36,112,32,28.57,7,6.25,69,61.61,4,3.57,24036
24,37,134,57,42.54,11,8.21,62,46.27,4,2.99,24037
24,38,144,55,38.19,6,4.17,76,52.78,7,4.86,24038
24,39,136,47,34.56,10,7.35,72,52.94,7,5.15,24039
