ward,precinct,total,LAURA MARIE SULLIVAN,LAURA MARIE SULLIVAN Percent,MICHAEL R. CLANCY,MICHAEL R. CLANCY Percent,SHELDON A. HARRIS,SHELDON A. HARRIS Percent,MOIRA SUSAN JOHNSON,MOIRA SUSAN JOHNSON Percent,precinct_id
17,15,157,40,25.48,20,12.74,56,35.67,41,26.11,17015
17,16,154,38,24.68,24,15.58,50,32.47,42,27.27,17016
17,17,102,31,30.39,11,10.78,40,39.22,20,19.61,17017
17,18,151,35,23.18,31,20.53,46,30.46,39,25.83,17018
17,19,93,20,21.51,12,12.9,35,37.63,26,27.96,17019
17,20,132,41,31.06,25,18.94,40,30.3,26,19.7,17020
17,21,238,42,17.65,29,12.18,111,46.64,56,23.53,17021
17,22,176,41,23.3,25,14.2,69,39.2,41,23.3,17022
17,23,100,33,33.0,18,18.0,26,26.0,23,23.0,17023
17,24,145,46,31.72,20,13.79,50,34.48,29,20.0,17024
17,25,82,19,23.17,9,10.98,36,43.9,18,21.95,17025
17,26,195,55,28.21,34,17.44,68,34.87,38,19.49,17026
17,27,181,54,29.83,27,14.92,66,36.46,34,18.78,17027
17,28,129,36,27.91,21,16.28,49,37.98,23,17.83,17028
17,29,187,54,28.88,11,5.88,87,46.52,35,18.72,17029
17,30,183,43,23.5,16,8.74,88,48.09,36,19.67,17030
17,31,110,29,26.36,20,18.18,39,35.45,22,20.0,17031
17,32,164,54,32.93,19,11.59,66,40.24,25,15.24,17032
17,33,166,44,26.51,21,12.65,61,36.75,40,24.1,17033
17,34,128,38,29.69,16,12.5,51,39.84,23,17.97,17034
17,35,100,23,23.0,7,7.0,46,46.0,24,24.0,17035
17,36,85,26,30.59,15,17.65,27,31.76,17,20.0,17036
17,37,141,38,26.95,22,15.6,49,34.75,32,22.7,17037
17,38,147,48,32.65,22,14.97,49,33.33,28,19.05,17038
17,39,104,28,26.92,17,16.35,36,34.62,23,22.12,17039
17,40,133,30,22.56,21,15.79,53,39.85,29,21.8,17040
17,41,132,32,24.24,15,11.36,57,43.18,28,21.21,17041
17,42,77,23,29.87,12,15.58,17,22.08,25,32.47,17042
17,43,117,33,28.21,17,14.53,39,33.33,28,23.93,17043
17,44,113,35,30.97,13,11.5,36,31.86,29,25.66,17044
17,45,83,33,39.76,7,8.43,28,33.73,15,18.07,17045
17,46,170,54,31.76,27,15.88,52,30.59,37,21.76,17046
17,47,87,19,21.84,16,18.39,36,41.38,16,18.39,17047
17,48,80,30,37.5,10,12.5,27,33.75,13,16.25,17048
17,49,103,29,28.16,14,13.59,42,40.78,18,17.48,17049
17,50,136,36,26.47,17,12.5,54,39.71,29,21.32,17050
17,51,157,57,36.31,24,15.29,43,27.39,33,21.02,17051
17,52,208,56,26.92,30,14.42,75,36.06,47,22.6,17052
17,53,159,45,28.3,22,13.84,58,36.48,34,21.38,17053
17,54,169,30,17.75,14,8.28,88,52.07,37,21.89,17054
17,55,129,43,33.33,17,13.18,36,27.91,33,25.58,17055
18,1,194,61,31.44,48,24.74,54,27.84,31,15.98,18001
18,2,189,67,35.45,36,19.05,55,29.1,31,16.4,18002
18,3,163,43,26.38,25,15.34,50,30.67,45,27.61,18003
18,4,277,78,28.16,62,22.38,77,27.8,60,21.66,18004
18,5,149,46,30.87,15,10.07,55,36.91,33,22.15,18005
18,6,186,50,26.88,44,23.66,49,26.34,43,23.12,18006
18,7,85,36,42.35,21,24.71,13,15.29,15,17.65,18007
18,8,155,66,42.58,33,21.29,34,21.94,22,14.19,18008
18,9,203,54,26.6,43,21.18,56,27.59,50,24.63,18009
18,10,303,97,32.01,59,19.47,80,26.4,67,22.11,18010
18,11,135,38,28.15,41,30.37,35,25.93,21,15.56,18011
18,12,169,47,27.81,39,23.08,46,27.22,37,21.89,18012
18,13,167,47,28.14,36,21.56,51,30.54,33,19.76,18013
18,14,260,69,26.54,48,18.46,84,32.31,59,22.69,18014
18,15,117,35,29.91,19,16.24,37,31.62,26,22.22,18015
18,16,176,55,31.25,32,18.18,52,29.55,37,21.02,18016
18,17,211,87,41.23,64,30.33,36,17.06,24,11.37,18017
18,18,265,67,25.28,43,16.23,87,32.83,68,25.66,18018
18,19,94,24,25.53,14,14.89,37,39.36,19,20.21,18019
18,20,171,37,21.64,37,21.64,51,29.82,46,26.9,18020
18,21,226,60,26.55,71,31.42,49,21.68,46,20.35,18021
18,22,191,46,24.08,32,16.75,71,37.17,42,21.99,18022
18,23,138,44,31.88,29,21.01,43,31.16,22,15.94,18023
18,24,231,54,23.38,24,10.39,80,34.63,73,31.6,18024
18,25,186,51,27.42,36,19.35,54,29.03,45,24.19,18025
18,26,224,63,28.13,22,9.82,71,31.7,68,30.36,18026
18,27,165,43,26.06,24,14.55,55,33.33,43,26.06,18027
18,28,154,50,32.47,17,11.04,46,29.87,41,26.62,18028
18,29,142,52,36.62,29,20.42,32,22.54,29,20.42,18029
18,30,216,56,25.93,28,12.96,86,39.81,46,21.3,18030
18,31,137,44,32.12,32,23.36,33,24.09,28,20.44,18031
18,32,212,60,28.3,42,19.81,51,24.06,59,27.83,18032
18,33,151,25,16.56,47,31.13,46,30.46,33,21.85,18033
18,34,294,69,23.47,55,18.71,100,34.01,70,23.81,18034
18,35,230,69,30.0,51,22.17,53,23.04,57,24.78,18035
18,36,104,40,38.46,31,29.81,19,18.27,14,13.46,18036
18,37,122,37,30.33,23,18.85,37,30.33,25,20.49,18037
18,38,215,53,24.65,35,16.28,81,37.67,46,21.4,18038
18,39,178,45,25.28,23,12.92,70,39.33,40,22.47,18039
18,40,220,62,28.18,42,19.09,69,31.36,47,21.36,18040
18,41,157,42,26.75,30,19.11,42,26.75,43,27.39,18041
18,42,156,39,25.0,25,16.03,54,34.62,38,24.36,18042
18,43,126,45,35.71,21,16.67,31,24.6,29,23.02,18043
18,44,191,51,26.7,26,13.61,65,34.03,49,25.65,18044
18,45,202,47,23.27,32,15.84,75,37.13,48,23.76,18045
18,46,166,50,30.12,20,12.05,54,32.53,42,25.3,18046
18,47,219,54,24.66,31,14.16,82,37.44,52,23.74,18047
18,48,111,23,20.72,28,25.23,33,29.73,27,24.32,18048
18,49,102,35,34.31,33,32.35,18,17.65,16,15.69,18049
18,50,155,39,25.16,24,15.48,50,32.26,42,27.1,18050
18,51,161,48,29.81,24,14.91,51,31.68,38,23.6,18051
18,52,153,36,23.53,21,13.73,57,37.25,39,25.49,18052
18,53,188,49,26.06,27,14.36,62,32.98,50,26.6,18053
18,54,213,62,29.11,38,17.84,66,30.99,47,22.07,18054
18,55,216,55,25.46,33,15.28,68,31.48,60,27.78,18055
18,56,177,56,31.64,23,12.99,62,35.03,36,20.34,18056
18,57,216,57,26.39,34,15.74,58,26.85,67,31.02,18057
18,58,135,43,31.85,13,9.63,44,32.59,35,25.93,18058
18,59,177,44,24.86,38,21.47,55,31.07,40,22.6,18059
18,60,138,34,24.64,27,19.57,46,33.33,31,22.46,18060
18,61,179,58,32.4,38,21.23,45,25.14,38,21.23,18061
18,62,149,32,21.48,32,21.48,47,31.54,38,25.5,18062
18,63,78,29,37.18,16,20.51,17,21.79,16,20.51,18063
19,1,309,155,50.16,49,15.86,91,29.45,14,4.53,19001
19,2,223,97,43.5,32,14.35,61,27.35,33,14.8,19002
19,3,222,121,54.5,63,28.38,25,11.26,13,5.86,19003
19,4,229,125,54.59,51,22.27,43,18.78,10,4.37,19004
19,5,236,74,31.36,28,11.86,83,35.17,51,21.61,19005
19,6,245,96,39.18,65,26.53,67,27.35,17,6.94,19006
19,7,270,161,59.63,30,11.11,54,20.0,25,9.26,19007
19,8,186,77,41.4,43,23.12,52,27.96,14,7.53,19008
19,9,197,102,51.78,37,18.78,46,23.35,12,6.09,19009
19,10,315,149,47.3,42,13.33,85,26.98,39,12.38,19010
19,11,259,138,53.28,66,25.48,39,15.06,16,6.18,19011
19,12,226,103,45.58,46,20.35,57,25.22,20,8.85,19012
19,13,196,42,21.43,23,11.73,79,40.31,52,26.53,19013
19,14,158,64,40.51,29,18.35,51,32.28,14,8.86,19014
19,15,125,47,37.6,34,27.2,34,27.2,10,8.0,19015
19,16,334,123,36.83,81,24.25,120,35.93,10,2.99,19016
19,17,248,114,45.97,49,19.76,60,24.19,25,10.08,19017
19,18,297,162,54.55,41,13.8,66,22.22,28,9.43,19018
19,19,277,164,59.21,35,12.64,52,18.77,26,9.39,19019
19,20,202,74,36.63,25,12.38,49,24.26,54,26.73,19020
19,21,199,67,33.67,56,28.14,62,31.16,14,7.04,19021
19,22,294,147,50.0,36,12.24,64,21.77,47,15.99,19022
19,23,315,152,48.25,65,20.63,69,21.9,29,9.21,19023
19,24,218,92,42.2,50,22.94,66,30.28,10,4.59,19024
19,25,277,165,59.57,33,11.91,53,19.13,26,9.39,19025
19,26,234,108,46.15,36,15.38,51,21.79,39,16.67,19026
19,27,142,57,40.14,17,11.97,38,26.76,30,21.13,19027
19,28,300,70,23.33,25,8.33,139,46.33,66,22.0,19028
19,29,207,97,46.86,56,27.05,42,20.29,12,5.8,19029
19,30,217,92,42.4,61,28.11,53,24.42,11,5.07,19030
19,31,210,91,43.33,45,21.43,43,20.48,31,14.76,19031
19,32,306,143,46.73,57,18.63,75,24.51,31,10.13,19032
19,33,251,107,42.63,66,26.29,66,26.29,12,4.78,19033
19,34,235,100,42.55,43,18.3,54,22.98,38,16.17,19034
19,35,247,85,34.41,51,20.65,71,28.74,40,16.19,19035
19,36,202,65,32.18,24,11.88,67,33.17,46,22.77,19036
19,37,216,74,34.26,25,11.57,75,34.72,42,19.44,19037
19,38,278,101,36.33,32,11.51,93,33.45,52,18.71,19038
19,39,147,37,25.17,20,13.61,64,43.54,26,17.69,19039
19,40,250,104,41.6,44,17.6,59,23.6,43,17.2,19040
19,41,236,84,35.59,54,22.88,79,33.47,19,8.05,19041
19,42,172,62,36.05,18,10.47,52,30.23,40,23.26,19042
19,43,218,53,24.31,14,6.42,91,41.74,60,27.52,19043
19,44,195,87,44.62,34,17.44,55,28.21,19,9.74,19044
19,45,314,168,53.5,44,14.01,84,26.75,18,5.73,19045
19,46,348,142,40.8,78,22.41,93,26.72,35,10.06,19046
19,47,187,88,47.06,20,10.7,60,32.09,19,10.16,19047
19,48,260,59,22.69,18,6.92,121,46.54,62,23.85,19048
19,49,268,62,23.13,20,7.46,128,47.76,58,21.64,19049
19,50,199,43,21.61,21,10.55,95,47.74,40,20.1,19050
19,51,226,101,44.69,51,22.57,65,28.76,9,3.98,19051
19,52,188,85,45.21,43,22.87,46,24.47,14,7.45,19052
19,53,253,122,48.22,61,24.11,53,20.95,17,6.72,19053
19,54,176,78,44.32,39,22.16,49,27.84,10,5.68,19054
19,55,211,87,41.23,56,26.54,49,23.22,19,9.0,19055
19,56,269,89,33.09,32,11.9,92,34.2,56,20.82,19056
19,57,259,105,40.54,39,15.06,70,27.03,45,17.37,19057
19,58,241,96,39.83,61,25.31,69,28.63,15,6.22,19058
19,59,282,108,38.3,62,21.99,104,36.88,8,2.84,19059
19,60,203,44,21.67,18,8.87,83,40.89,58,28.57,19060
19,61,344,129,37.5,73,21.22,122,35.47,20,5.81,19061
19,62,250,114,45.6,54,21.6,58,23.2,24,9.6,19062
19,63,164,66,40.24,21,12.8,52,31.71,25,15.24,19063
19,64,357,126,35.29,37,10.36,131,36.69,63,17.65,19064
19,65,195,72,36.92,36,18.46,47,24.1,40,20.51,19065
20,1,141,50,35.46,16,11.35,43,30.5,32,22.7,20001
20,2,121,24,19.83,17,14.05,22,18.18,58,47.93,20002
20,3,154,47,30.52,19,12.34,41,26.62,47,30.52,20003
20,4,141,39,27.66,17,12.06,30,21.28,55,39.01,20004
20,5,98,23,23.47,9,9.18,32,32.65,34,34.69,20005
20,6,141,34,24.11,11,7.8,54,38.3,42,29.79,20006
20,7,85,14,16.47,6,7.06,30,35.29,35,41.18,20007
20,8,89,37,41.57,12,13.48,21,23.6,19,21.35,20008
20,9,112,16,14.29,11,9.82,31,27.68,54,48.21,20009
20,10,164,43,26.22,16,9.76,48,29.27,57,34.76,20010
20,11,85,20,23.53,15,17.65,15,17.65,35,41.18,20011
20,12,118,30,25.42,23,19.49,31,26.27,34,28.81,20012
20,13,60,20,33.33,9,15.0,12,20.0,19,31.67,20013
20,14,185,44,23.78,26,14.05,43,23.24,72,38.92,20014
20,15,131,37,28.24,19,14.5,38,29.01,37,28.24,20015
20,16,78,19,24.36,16,20.51,29,37.18,14,17.95,20016
20,17,117,26,22.22,17,14.53,33,28.21,41,35.04,20017
20,18,175,43,24.57,22,12.57,52,29.71,58,33.14,20018
20,19,116,31,26.72,18,15.52,36,31.03,31,26.72,20019
20,20,109,28,25.69,13,11.93,36,33.03,32,29.36,20020
20,21,117,25,21.37,15,12.82,45,38.46,32,27.35,20021
20,22,127,31,24.41,13,10.24,24,18.9,59,46.46,20022
20,23,111,28,25.23,15,13.51,32,28.83,36,32.43,20023
20,24,170,36,21.18,15,8.82,53,31.18,66,38.82,20024
20,25,83,28,33.73,9,10.84,25,30.12,21,25.3,20025
20,26,232,62,26.72,29,12.5,73,31.47,68,29.31,20026
20,27,93,17,18.28,12,12.9,34,36.56,30,32.26,20027
20,28,159,27,16.98,14,8.81,43,27.04,75,47.17,20028
20,29,108,29,26.85,13,12.04,28,25.93,38,35.19,20029
20,30,147,34,23.13,17,11.56,35,23.81,61,41.5,20030
20,31,117,29,24.79,17,14.53,32,27.35,39,33.33,20031
20,32,197,46,23.35,27,13.71,56,28.43,68,34.52,20032
20,33,160,22,13.75,15,9.38,24,15.0,99,61.88,20033
20,34,176,40,22.73,15,8.52,57,32.39,64,36.36,20034
20,35,91,17,18.68,10,10.99,19,20.88,45,49.45,20035
20,36,137,43,31.39,15,10.95,33,24.09,46,33.58,20036
20,37,103,23,22.33,9,8.74,37,35.92,34,33.01,20037
20,38,183,52,28.42,27,14.75,53,28.96,51,27.87,20038
20,39,120,39,32.5,18,15.0,44,36.67,19,15.83,20039
20,40,111,31,27.93,13,11.71,29,26.13,38,34.23,20040
20,41,31,3,9.68,5,16.13,9,29.03,14,45.16,20041
20,42,48,12,25.0,5,10.42,19,39.58,12,25.0,20042
20,43,192,51,26.56,23,11.98,61,31.77,57,29.69,20043
20,44,147,27,18.37,12,8.16,49,33.33,59,40.14,20044
20,45,33,9,27.27,3,9.09,10,30.3,11,33.33,20045
20,46,75,14,18.67,9,12.0,24,32.0,28,37.33,20046
20,47,92,23,25.0,15,16.3,28,30.43,26,28.26,20047
20,48,81,24,29.63,12,14.81,24,29.63,21,25.93,20048
20,49,104,26,25.0,11,10.58,36,34.62,31,29.81,20049
20,50,88,16,18.18,12,13.64,36,40.91,24,27.27,20050
20,51,127,22,17.32,13,10.24,38,29.92,54,42.52,20051
20,52,39,12,30.77,5,12.82,9,23.08,13,33.33,20052
21,1,270,50,18.52,23,8.52,74,27.41,123,45.56,21001
21,2,114,29,25.44,16,14.04,31,27.19,38,33.33,21002
21,3,297,76,25.59,30,10.1,101,34.01,90,30.3,21003
21,4,261,77,29.5,25,9.58,78,29.89,81,31.03,21004
21,5,190,38,20.0,16,8.42,54,28.42,82,43.16,21005
21,6,175,49,28.0,21,12.0,58,33.14,47,26.86,21006
21,7,218,48,22.02,25,11.47,58,26.61,87,39.91,21007
21,8,197,28,14.21,23,11.68,46,23.35,100,50.76,21008
21,9,188,32,17.02,20,10.64,56,29.79,80,42.55,21009
21,10,137,27,19.71,12,8.76,44,32.12,54,39.42,21010
21,11,195,54,27.69,22,11.28,59,30.26,60,30.77,21011
21,12,209,43,20.57,20,9.57,64,30.62,82,39.23,21012
21,13,109,27,24.77,10,9.17,28,25.69,44,40.37,21013
21,14,196,46,23.47,17,8.67,34,17.35,99,50.51,21014
21,15,123,34,27.64,15,12.2,33,26.83,41,33.33,21015
21,16,75,19,25.33,12,16.0,22,29.33,22,29.33,21016
21,17,114,26,22.81,9,7.89,34,29.82,45,39.47,21017
21,18,208,43,20.67,18,8.65,48,23.08,99,47.6,21018
21,19,167,34,20.36,21,12.57,47,28.14,65,38.92,21019
21,20,54,9,16.67,5,9.26,17,31.48,23,42.59,21020
21,21,202,40,19.8,24,11.88,49,24.26,89,44.06,21021
21,22,219,40,18.26,29,13.24,56,25.57,94,42.92,21022
21,23,163,35,21.47,21,12.88,48,29.45,59,36.2,21023
21,24,215,46,21.4,18,8.37,63,29.3,88,40.93,21024
21,25,162,36,22.22,14,8.64,51,31.48,61,37.65,21025
21,26,143,38,26.57,16,11.19,53,37.06,36,25.17,21026
21,27,227,37,16.3,17,7.49,73,32.16,100,44.05,21027
21,28,166,35,21.08,16,9.64,47,28.31,68,40.96,21028
21,29,154,32,20.78,15,9.74,45,29.22,62,40.26,21029
21,30,100,20,20.0,14,14.0,36,36.0,30,30.0,21030
21,31,271,51,18.82,9,3.32,49,18.08,162,59.78,21031
21,32,103,17,16.5,8,7.77,34,33.01,44,42.72,21032
21,33,191,46,24.08,28,14.66,69,36.13,48,25.13,21033
21,34,220,42,19.09,16,7.27,46,20.91,116,52.73,21034
21,35,129,39,30.23,11,8.53,33,25.58,46,35.66,21035
21,36,229,52,22.71,30,13.1,61,26.64,86,37.55,21036
21,37,114,31,27.19,16,14.04,32,28.07,35,30.7,21037
21,38,195,56,28.72,20,10.26,67,34.36,52,26.67,21038
21,39,132,41,31.06,12,9.09,48,36.36,31,23.48,21039
21,40,189,35,18.52,13,6.88,67,35.45,74,39.15,21040
21,41,145,32,22.07,19,13.1,38,26.21,56,38.62,21041
21,42,205,45,21.95,22,10.73,55,26.83,83,40.49,21042
21,43,164,42,25.61,14,8.54,49,29.88,59,35.98,21043
21,44,178,33,18.54,13,7.3,45,25.28,87,48.88,21044
21,45,151,36,23.84,19,12.58,49,32.45,47,31.13,21045
21,46,139,30,21.58,12,8.63,35,25.18,62,44.6,21046
21,47,257,54,21.01,12,4.67,68,26.46,123,47.86,21047
21,48,234,58,24.79,17,7.26,66,28.21,93,39.74,21048
21,49,233,41,17.6,24,10.3,53,22.75,115,49.36,21049
21,50,171,39,22.81,20,11.7,40,23.39,72,42.11,21050
21,51,208,52,25.0,18,8.65,66,31.73,72,34.62,21051
21,52,202,52,25.74,24,11.88,59,29.21,67,33.17,21052
21,53,174,39,22.41,17,9.77,64,36.78,54,31.03,21053
21,54,191,34,17.8,29,15.18,58,30.37,70,36.65,21054
21,55,202,50,24.75,22,10.89,51,25.25,79,39.11,21055
21,56,112,37,33.04,14,12.5,27,24.11,34,30.36,21056
21,57,115,19,16.52,16,13.91,32,27.83,48,41.74,21057
21,58,134,34,25.37,9,6.72,46,34.33,45,33.58,21058
21,59,247,49,19.84,20,8.1,67,27.13,111,44.94,21059
21,60,88,23,26.14,8,9.09,26,29.55,31,35.23,21060
21,61,208,64,30.77,19,9.13,67,32.21,58,27.88,21061
21,62,218,54,24.77,26,11.93,62,28.44,76,34.86,21062
21,63,194,36,18.56,22,11.34,48,24.74,88,45.36,21063
21,64,132,37,28.03,16,12.12,41,31.06,38,28.79,21064
21,65,173,36,20.81,7,4.05,41,23.7,89,51.45,21065
21,66,168,39,23.21,13,7.74,48,28.57,68,40.48,21066
21,67,151,43,28.48,17,11.26,47,31.13,44,29.14,21067
21,68,98,24,24.49,11,11.22,32,32.65,31,31.63,21068
21,69,120,38,31.67,9,7.5,37,30.83,36,30.0,21069
21,70,130,35,26.92,15,11.54,44,33.85,36,27.69,21070
22,1,77,26,33.77,18,23.38,24,31.17,9,11.69,22001
22,2,80,44,55.0,11,13.75,15,18.75,10,12.5,22002
22,3,134,77,57.46,22,16.42,22,16.42,13,9.7,22003
22,4,115,70,60.87,14,12.17,10,8.7,21,18.26,22004
22,5,161,82,50.93,21,13.04,37,22.98,21,13.04,22005
22,6,120,42,35.0,11,9.17,50,41.67,17,14.17,22006
22,7,105,17,16.19,8,7.62,36,34.29,44,41.9,22007
22,8,176,42,23.86,17,9.66,47,26.7,70,39.77,22008
22,9,127,64,50.39,14,11.02,23,18.11,26,20.47,22009
22,10,166,94,56.63,22,13.25,27,16.27,23,13.86,22010
22,11,115,67,58.26,17,14.78,13,11.3,18,15.65,22011
22,12,136,28,20.59,16,11.76,32,23.53,60,44.12,22012
22,13,115,63,54.78,11,9.57,20,17.39,21,18.26,22013
22,14,79,31,39.24,16,20.25,20,25.32,12,15.19,22014
22,15,112,32,28.57,15,13.39,37,33.04,28,25.0,22015
22,16,125,67,53.6,11,8.8,29,23.2,18,14.4,22016
22,17,129,76,58.91,12,9.3,23,17.83,18,13.95,22017
22,18,99,57,57.58,9,9.09,19,19.19,14,14.14,22018
22,19,91,23,25.27,9,9.89,39,42.86,20,21.98,22019
22,20,102,15,14.71,13,12.75,36,35.29,38,37.25,22020
22,21,186,44,23.66,16,8.6,63,33.87,63,33.87,22021
22,22,44,15,34.09,8,18.18,13,29.55,8,18.18,22022
22,23,141,75,53.19,16,11.35,28,19.86,22,15.6,22023
22,24,116,76,65.52,15,12.93,14,12.07,11,9.48,22024
22,25,116,74,63.79,11,9.48,10,8.62,21,18.1,22025
22,26,86,39,45.35,18,20.93,15,17.44,14,16.28,22026
22,27,151,74,49.01,21,13.91,28,18.54,28,18.54,22027
22,28,160,27,16.88,14,8.75,68,42.5,51,31.88,22028
22,29,76,43,56.58,13,17.11,16,21.05,4,5.26,22029
23,1,204,84,41.18,39,19.12,67,32.84,14,6.86,23001
23,2,271,65,23.99,29,10.7,157,57.93,20,7.38,23002
23,3,205,83,40.49,38,18.54,68,33.17,16,7.8,23003
23,4,171,88,51.46,24,14.04,46,26.9,13,7.6,23004
23,5,174,95,54.6,35,20.11,21,12.07,23,13.22,23005
23,6,197,84,42.64,29,14.72,69,35.03,15,7.61,23006
23,7,147,75,51.02,21,14.29,32,21.77,19,12.93,23007
23,8,184,71,38.59,29,15.76,62,33.7,22,11.96,23008
23,9,140,85,60.71,17,12.14,20,14.29,18,12.86,23009
23,10,298,69,23.15,36,12.08,181,60.74,12,4.03,23010
23,11,230,110,47.83,48,20.87,51,22.17,21,9.13,23011
23,12,210,88,41.9,32,15.24,75,35.71,15,7.14,23012
23,13,253,106,41.9,46,18.18,84,33.2,17,6.72,23013
23,14,222,77,34.68,38,17.12,97,43.69,10,4.5,23014
23,15,201,68,33.83,55,27.36,64,31.84,14,6.97,23015
23,16,239,105,43.93,46,19.25,76,31.8,12,5.02,23016
23,17,247,122,49.39,46,18.62,53,21.46,26,10.53,23017
23,18,187,78,41.71,36,19.25,65,34.76,8,4.28,23018
23,19,225,81,36.0,35,15.56,94,41.78,15,6.67,23019
23,20,206,98,47.57,35,16.99,62,30.1,11,5.34,23020
23,21,152,55,36.18,30,19.74,58,38.16,9,5.92,23021
23,22,150,75,50.0,28,18.67,28,18.67,19,12.67,23022
23,23,152,72,47.37,17,11.18,36,23.68,27,17.76,23023
23,24,137,70,51.09,23,16.79,35,25.55,9,6.57,23024
23,25,176,87,49.43,29,16.48,44,25.0,16,9.09,23025
23,26,197,78,39.59,29,14.72,71,36.04,19,9.64,23026
23,27,158,62,39.24,32,20.25,51,32.28,13,8.23,23027
23,28,182,89,48.9,35,19.23,44,24.18,14,7.69,23028
23,29,138,84,60.87,18,13.04,21,15.22,15,10.87,23029
23,30,227,98,43.17,26,11.45,91,40.09,12,5.29,23030
23,31,194,88,45.36,28,14.43,64,32.99,14,7.22,23031
23,32,240,97,40.42,36,15.0,85,35.42,22,9.17,23032
23,33,246,96,39.02,39,15.85,96,39.02,15,6.1,23033
23,34,163,72,44.17,25,15.34,48,29.45,18,11.04,23034
23,35,126,18,14.29,17,13.49,57,45.24,34,26.98,23035
23,36,227,112,49.34,37,16.3,64,28.19,14,6.17,23036
23,37,139,23,16.55,15,10.79,73,52.52,28,20.14,23037
23,38,153,74,48.37,16,10.46,51,33.33,12,7.84,23038
23,39,178,79,44.38,33,18.54,52,29.21,14,7.87,23039
23,40,193,58,30.05,40,20.73,83,43.01,12,6.22,23040
23,41,175,71,40.57,28,16.0,55,31.43,21,12.0,23041
23,42,157,59,37.58,26,16.56,57,36.31,15,9.55,23042
23,43,191,59,30.89,38,19.9,83,43.46,11,5.76,23043
23,44,209,65,31.1,30,14.35,99,47.37,15,7.18,23044
23,45,205,90,43.9,31,15.12,73,35.61,11,5.37,23045
23,46,207,70,33.82,40,19.32,79,38.16,18,8.7,23046
23,47,253,102,40.32,44,17.39,81,32.02,26,10.28,23047
23,48,175,61,34.86,30,17.14,77,44.0,7,4.0,23048
23,49,145,72,49.66,21,14.48,44,30.34,8,5.52,23049
23,50,139,49,35.25,38,27.34,39,28.06,13,9.35,23050
23,51,197,80,40.61,31,15.74,72,36.55,14,7.11,23051
23,52,261,106,40.61,44,16.86,88,33.72,23,8.81,23052
23,53,136,44,32.35,21,15.44,65,47.79,6,4.41,23053
23,54,222,87,39.19,35,15.77,82,36.94,18,8.11,23054
23,55,202,95,47.03,34,16.83,58,28.71,15,7.43,23055
23,56,177,75,42.37,33,18.64,54,30.51,15,8.47,23056
23,57,167,74,44.31,24,14.37,59,35.33,10,5.99,23057
23,58,309,126,40.78,61,19.74,96,31.07,26,8.41,23058
23,59,127,59,46.46,28,22.05,32,25.2,8,6.3,23059
23,60,233,118,50.64,56,24.03,47,20.17,12,5.15,23060
23,61,237,83,35.02,51,21.52,86,36.29,17,7.17,23061
23,62,231,95,41.13,51,22.08,69,29.87,16,6.93,23062
24,1,143,33,23.08,24,16.78,49,34.27,37,25.87,24001
24,2,128,35,27.34,29,22.66,37,28.91,27,21.09,24002
24,3,116,20,17.24,15,12.93,34,29.31,47,40.52,24003
24,4,125,35,28.0,14,11.2,32,25.6,44,35.2,24004
24,5,105,32,30.48,28,26.67,28,26.67,17,16.19,24005
24,6,154,37,24.03,26,16.88,35,22.73,56,36.36,24006
24,7,117,34,29.06,16,13.68,34,29.06,33,28.21,24007
24,8,133,34,25.56,16,12.03,46,34.59,37,27.82,24008
24,9,113,22,19.47,17,15.04,33,29.2,41,36.28,24009
24,10,116,39,33.62,17,14.66,36,31.03,24,20.69,24010
24,11,34,12,35.29,4,11.76,12,35.29,6,17.65,24011
24,12,82,22,26.83,14,17.07,30,36.59,16,19.51,24012
24,13,88,23,26.14,11,12.5,35,39.77,19,21.59,24013
24,14,155,26,16.77,25,16.13,45,29.03,59,38.06,24014
24,15,116,28,24.14,18,15.52,28,24.14,42,36.21,24015
24,16,90,14,15.56,6,6.67,23,25.56,47,52.22,24016
24,17,104,40,38.46,15,14.42,34,32.69,15,14.42,24017
24,18,73,27,36.99,6,8.22,17,23.29,23,31.51,24018
24,19,95,27,28.42,18,18.95,31,32.63,19,20.0,24019
24,20,148,37,25.0,24,16.22,47,31.76,40,27.03,24020
24,21,89,25,28.09,17,19.1,28,31.46,19,21.35,24021
24,22,121,21,17.36,25,20.66,43,35.54,32,26.45,24022
24,23,115,28,24.35,30,26.09,29,25.22,28,24.35,24023
24,24,101,22,21.78,15,14.85,28,27.72,36,35.64,24024
24,25,123,30,24.39,21,17.07,34,27.64,38,30.89,24025
24,26,146,34,23.29,23,15.75,46,31.51,43,29.45,24026
24,27,64,9,14.06,14,21.88,31,48.44,10,15.63,24027
24,28,110,34,30.91,18,16.36,34,30.91,24,21.82,24028
24,29,115,28,24.35,21,18.26,32,27.83,34,29.57,24029
24,30,108,21,19.44,18,16.67,27,25.0,42,38.89,24030
24,31,116,24,20.69,23,19.83,37,31.9,32,27.59,24031
24,32,124,28,22.58,26,20.97,43,34.68,27,21.77,24032
24,33,91,18,19.78,12,13.19,27,29.67,34,37.36,24033
24,34,96,24,25.0,12,12.5,29,30.21,31,32.29,24034
24,35,126,38,30.16,18,14.29,43,34.13,27,21.43,24035
24,36,91,23,25.27,14,15.38,35,38.46,19,20.88,24036
24,37,132,38,28.79,18,13.64,40,30.3,36,27.27,24037
