ward,precinct,total,NANCY A. DONAHOE,NANCY A. DONAHOE Percent,ROBERT BRENNAN QUINLIVAN,ROBERT BRENNAN QUINLIVAN Percent,MARGARET ANN BRENNAN,MARGARET ANN BRENNAN Percent,precinct_id
20,21,114,38,33.33,31,27.19,45,39.47,20021
20,22,95,28,29.47,18,18.95,49,51.58,20022
20,23,96,25,26.04,17,17.71,54,56.25,20023
20,24,145,41,28.28,25,17.24,79,54.48,20024
20,25,71,22,30.99,16,22.54,33,46.48,20025
20,26,201,56,27.86,42,20.9,103,51.24,20026
20,27,86,17,19.77,19,22.09,50,58.14,20027
20,28,118,31,26.27,24,20.34,63,53.39,20028
20,29,95,36,37.89,18,18.95,41,43.16,20029
20,30,129,46,35.66,35,27.13,48,37.21,20030
20,31,103,28,27.18,16,15.53,59,57.28,20031
20,32,168,48,28.57,32,19.05,88,52.38,20032
20,33,108,22,20.37,24,22.22,62,57.41,20033
20,34,154,51,33.12,34,22.08,69,44.81,20034
20,35,68,20,29.41,15,22.06,33,48.53,20035
20,36,117,33,28.21,29,24.79,55,47.01,20036
20,37,98,29,29.59,14,14.29,55,56.12,20037
20,38,168,45,26.79,36,21.43,87,51.79,20038
20,39,115,29,25.22,30,26.09,56,48.7,20039
20,40,106,31,29.25,21,19.81,54,50.94,20040
20,41,25,10,40.0,6,24.0,9,36.0,20041
20,42,43,15,34.88,7,16.28,21,48.84,20042
20,43,177,51,28.81,33,18.64,93,52.54,20043
20,44,140,32,22.86,43,30.71,65,46.43,20044
20,45,32,10,31.25,5,15.63,17,53.13,20045
20,46,65,16,24.62,11,16.92,38,58.46,20046
20,47,86,23,26.74,26,30.23,37,43.02,20047
20,48,73,14,19.18,17,23.29,42,57.53,20048
20,49,89,26,29.21,20,22.47,43,48.31,20049
20,50,84,26,30.95,18,21.43,40,47.62,20050
20,51,106,26,24.53,21,19.81,59,55.66,20051
20,52,32,12,37.5,5,15.63,15,46.88,20052
21,1,244,45,18.44,101,41.39,98,40.16,21001
21,2,101,24,23.76,36,35.64,41,40.59,21002
21,3,274,84,30.66,68,24.82,122,44.53,21003
21,4,248,87,35.08,47,18.95,114,45.97,21004
21,5,166,44,26.51,47,28.31,75,45.18,21005
21,6,168,50,29.76,42,25.0,76,45.24,21006
21,7,212,45,21.23,84,39.62,83,39.15,21007
21,8,186,33,17.74,76,40.86,77,41.4,21008
21,9,163,45,27.61,45,27.61,73,44.79,21009
21,10,130,25,19.23,50,38.46,55,42.31,21010
21,11,188,59,31.38,45,23.94,84,44.68,21011
21,12,178,44,24.72,53,29.78,81,45.51,21012
21,13,104,25,24.04,37,35.58,42,40.38,21013
21,14,178,35,19.66,75,42.13,68,38.2,21014
21,15,120,27,22.5,43,35.83,50,41.67,21015
21,16,74,23,31.08,16,21.62,35,47.3,21016
21,17,104,34,32.69,31,29.81,39,37.5,21017
21,18,195,47,24.1,76,38.97,72,36.92,21018
21,19,166,43,25.9,57,34.34,66,39.76,21019
21,20,54,17,31.48,12,22.22,25,46.3,21020
21,21,188,35,18.62,77,40.96,76,40.43,21021
21,22,206,45,21.84,91,44.17,70,33.98,21022
21,23,151,52,34.44,39,25.83,60,39.74,21023
21,24,199,57,28.64,63,31.66,79,39.7,21024
21,25,139,38,27.34,35,25.18,66,47.48,21025
21,26,123,43,34.96,27,21.95,53,43.09,21026
21,27,202,39,19.31,72,35.64,91,45.05,21027
21,28,158,43,27.22,50,31.65,65,41.14,21028
21,29,142,37,26.06,38,26.76,67,47.18,21029
21,30,96,31,32.29,21,21.88,44,45.83,21030
21,31,261,37,14.18,152,58.24,72,27.59,21031
21,32,96,29,30.21,26,27.08,41,42.71,21032
21,33,189,53,28.04,44,23.28,92,48.68,21033
21,34,207,35,16.91,99,47.83,73,35.27,21034
21,35,125,37,29.6,28,22.4,60,48.0,21035
21,36,215,63,29.3,62,28.84,90,41.86,21036
21,37,113,33,29.2,36,31.86,44,38.94,21037
21,38,168,44,26.19,56,33.33,68,40.48,21038
21,39,121,52,42.98,26,21.49,43,35.54,21039
21,40,174,43,24.71,44,25.29,87,50.0,21040
21,41,130,25,19.23,41,31.54,64,49.23,21041
21,42,194,46,23.71,70,36.08,78,40.21,21042
21,43,152,46,30.26,52,34.21,54,35.53,21043
21,44,170,53,31.18,62,36.47,55,32.35,21044
21,45,135,38,28.15,30,22.22,67,49.63,21045
21,46,136,26,19.12,62,45.59,48,35.29,21046
21,47,245,48,19.59,97,39.59,100,40.82,21047
21,48,212,60,28.3,73,34.43,79,37.26,21048
21,49,208,46,22.12,90,43.27,72,34.62,21049
21,50,156,38,24.36,55,35.26,63,40.38,21050
21,51,182,54,29.67,55,30.22,73,40.11,21051
21,52,186,50,26.88,59,31.72,77,41.4,21052
21,53,164,34,20.73,47,28.66,83,50.61,21053
21,54,171,47,27.49,38,22.22,86,50.29,21054
21,55,184,48,26.09,55,29.89,81,44.02,21055
21,56,103,29,28.16,23,22.33,51,49.51,21056
21,57,108,37,34.26,24,22.22,47,43.52,21057
21,58,126,31,24.6,25,19.84,70,55.56,21058
21,59,234,68,29.06,68,29.06,98,41.88,21059
21,60,77,21,27.27,25,32.47,31,40.26,21060
21,61,193,49,25.39,54,27.98,90,46.63,21061
21,62,205,60,29.27,50,24.39,95,46.34,21062
21,63,190,46,24.21,83,43.68,61,32.11,21063
21,64,121,34,28.1,32,26.45,55,45.45,21064
21,65,151,42,27.81,53,35.1,56,37.09,21065
21,66,155,40,25.81,53,34.19,62,40.0,21066
21,67,139,32,23.02,35,25.18,72,51.8,21067
21,68,89,23,25.84,24,26.97,42,47.19,21068
21,69,113,35,30.97,25,22.12,53,46.9,21069
21,70,130,29,22.31,37,28.46,64,49.23,21070
22,1,76,14,18.42,28,36.84,34,44.74,22001
22,2,76,31,40.79,18,23.68,27,35.53,22002
22,3,122,48,39.34,33,27.05,41,33.61,22003
22,4,103,47,45.63,25,24.27,31,30.1,22004
22,5,153,52,33.99,64,41.83,37,24.18,22005
22,6,118,33,27.97,60,50.85,25,21.19,22006
22,7,93,20,21.51,33,35.48,40,43.01,22007
22,8,151,51,33.77,34,22.52,66,43.71,22008
22,9,119,50,42.02,32,26.89,37,31.09,22009
22,10,152,47,30.92,50,32.89,55,36.18,22010
22,11,106,32,30.19,41,38.68,33,31.13,22011
22,12,113,33,29.2,21,18.58,59,52.21,22012
22,13,113,38,33.63,47,41.59,28,24.78,22013
22,14,76,26,34.21,25,32.89,25,32.89,22014
22,15,99,30,30.3,27,27.27,42,42.42,22015
22,16,124,39,31.45,48,38.71,37,29.84,22016
22,17,124,45,36.29,42,33.87,37,29.84,22017
22,18,90,35,38.89,25,27.78,30,33.33,22018
22,19,84,20,23.81,18,21.43,46,54.76,22019
22,20,75,20,26.67,21,28.0,34,45.33,22020
22,21,157,42,26.75,39,24.84,76,48.41,22021
22,22,37,7,18.92,11,29.73,19,51.35,22022
22,23,132,55,41.67,50,37.88,27,20.45,22023
22,24,113,44,38.94,37,32.74,32,28.32,22024
22,25,104,34,32.69,36,34.62,34,32.69,22025
22,26,75,25,33.33,30,40.0,20,26.67,22026
22,27,146,58,39.73,44,30.14,44,30.14,22027
22,28,144,41,28.47,34,23.61,69,47.92,22028
22,29,72,28,38.89,20,27.78,24,33.33,22029
23,1,210,66,31.43,78,37.14,66,31.43,23001
23,2,263,42,15.97,177,67.3,44,16.73,23002
23,3,200,59,29.5,84,42.0,57,28.5,23003
23,4,164,46,28.05,68,41.46,50,30.49,23004
23,5,172,69,40.12,44,25.58,59,34.3,23005
23,6,194,53,27.32,97,50.0,44,22.68,23006
23,7,146,56,38.36,48,32.88,42,28.77,23007
23,8,183,44,24.04,98,53.55,41,22.4,23008
23,9,136,56,41.18,44,32.35,36,26.47,23009
23,10,284,44,15.49,184,64.79,56,19.72,23010
23,11,228,70,30.7,89,39.04,69,30.26,23011
23,12,210,42,20.0,104,49.52,64,30.48,23012
23,13,247,82,33.2,96,38.87,69,27.94,23013
23,14,219,46,21.0,125,57.08,48,21.92,23014
23,15,200,59,29.5,86,43.0,55,27.5,23015
23,16,239,73,30.54,99,41.42,67,28.03,23016
23,17,241,75,31.12,94,39.0,72,29.88,23017
23,18,177,52,29.38,81,45.76,44,24.86,23018
23,19,224,59,26.34,109,48.66,56,25.0,23019
23,20,193,55,28.5,69,35.75,69,35.75,23020
23,21,148,41,27.7,66,44.59,41,27.7,23021
23,22,142,55,38.73,50,35.21,37,26.06,23022
23,23,151,46,30.46,52,34.44,53,35.1,23023
23,24,139,39,28.06,58,41.73,42,30.22,23024
23,25,179,59,32.96,67,37.43,53,29.61,23025
23,26,186,45,24.19,84,45.16,57,30.65,23026
23,27,158,43,27.22,82,51.9,33,20.89,23027
23,28,176,66,37.5,54,30.68,56,31.82,23028
23,29,140,49,35.0,34,24.29,57,40.71,23029
23,30,220,67,30.45,104,47.27,49,22.27,23030
23,31,197,63,31.98,78,39.59,56,28.43,23031
23,32,233,80,34.33,93,39.91,60,25.75,23032
23,33,236,66,27.97,124,52.54,46,19.49,23033
23,34,155,52,33.55,59,38.06,44,28.39,23034
23,35,113,35,30.97,42,37.17,36,31.86,23035
23,36,225,76,33.78,82,36.44,67,29.78,23036
23,37,138,34,24.64,41,29.71,63,45.65,23037
23,38,136,27,19.85,71,52.21,38,27.94,23038
23,39,168,38,22.62,92,54.76,38,22.62,23039
23,40,192,47,24.48,98,51.04,47,24.48,23040
23,41,164,53,32.32,64,39.02,47,28.66,23041
23,42,161,45,27.95,73,45.34,43,26.71,23042
23,43,191,45,23.56,94,49.21,52,27.23,23043
23,44,198,48,24.24,104,52.53,46,23.23,23044
23,45,196,62,31.63,81,41.33,53,27.04,23045
23,46,197,65,32.99,86,43.65,46,23.35,23046
23,47,253,90,35.57,92,36.36,71,28.06,23047
23,48,160,47,29.38,54,33.75,59,36.88,23048
23,49,139,48,34.53,64,46.04,27,19.42,23049
23,50,142,39,27.46,62,43.66,41,28.87,23050
23,51,187,43,22.99,93,49.73,51,27.27,23051
23,52,258,73,28.29,123,47.67,62,24.03,23052
23,53,126,33,26.19,62,49.21,31,24.6,23053
23,54,200,75,37.5,66,33.0,59,29.5,23054
23,55,196,56,28.57,95,48.47,45,22.96,23055
23,56,163,54,33.13,61,37.42,48,29.45,23056
23,57,165,48,29.09,73,44.24,44,26.67,23057
23,58,290,73,25.17,133,45.86,84,28.97,23058
23,59,125,42,33.6,57,45.6,26,20.8,23059
23,60,230,88,38.26,86,37.39,56,24.35,23060
23,61,238,58,24.37,113,47.48,67,28.15,23061
23,62,227,53,23.35,102,44.93,72,31.72,23062
24,1,126,36,28.57,27,21.43,63,50.0,24001
24,2,118,39,33.05,30,25.42,49,41.53,24002
24,3,103,22,21.36,21,20.39,60,58.25,24003
24,4,113,33,29.2,14,12.39,66,58.41,24004
24,5,99,34,34.34,27,27.27,38,38.38,24005
24,6,139,34,24.46,32,23.02,73,52.52,24006
24,7,95,33,34.74,16,16.84,46,48.42,24007
24,8,112,33,29.46,23,20.54,56,50.0,24008
24,9,96,23,23.96,11,11.46,62,64.58,24009
24,10,105,42,40.0,19,18.1,44,41.9,24010
24,11,36,12,33.33,5,13.89,19,52.78,24011
24,12,78,26,33.33,14,17.95,38,48.72,24012
24,13,79,24,30.38,17,21.52,38,48.1,24013
24,14,132,44,33.33,30,22.73,58,43.94,24014
24,15,94,25,26.6,21,22.34,48,51.06,24015
24,16,75,11,14.67,19,25.33,45,60.0,24016
24,17,102,39,38.24,21,20.59,42,41.18,24017
24,18,68,19,27.94,11,16.18,38,55.88,24018
24,19,87,32,36.78,15,17.24,40,45.98,24019
24,20,134,40,29.85,30,22.39,64,47.76,24020
24,21,85,32,37.65,22,25.88,31,36.47,24021
24,22,114,35,30.7,36,31.58,43,37.72,24022
24,23,108,25,23.15,23,21.3,60,55.56,24023
24,24,96,26,27.08,27,28.13,43,44.79,24024
24,25,101,37,36.63,22,21.78,42,41.58,24025
24,26,138,40,28.99,31,22.46,67,48.55,24026
24,27,59,13,22.03,13,22.03,33,55.93,24027
24,28,96,27,28.13,30,31.25,39,40.63,24028
24,29,111,37,33.33,29,26.13,45,40.54,24029
24,30,87,29,33.33,18,20.69,40,45.98,24030
24,31,101,29,28.71,18,17.82,54,53.47,24031
24,32,113,50,44.25,18,15.93,45,39.82,24032
24,33,82,22,26.83,17,20.73,43,52.44,24033
24,34,81,24,29.63,15,18.52,42,51.85,24034
24,35,111,32,28.83,21,18.92,58,52.25,24035
24,36,83,26,31.33,25,30.12,32,38.55,24036
24,37,119,36,30.25,19,15.97,64,53.78,24037
24,38,117,29,24.79,23,19.66,65,55.56,24038
24,39,98,28,28.57,21,21.43,49,50.0,24039
24,40,156,34,21.79,33,21.15,89,57.05,24040
24,41,95,24,25.26,23,24.21,48,50.53,24041
24,42,88,29,32.95,21,23.86,38,43.18,24042
24,43,96,29,30.21,22,22.92,45,46.88,24043
24,44,34,9,26.47,7,20.59,18,52.94,24044
24,45,85,24,28.24,24,28.24,37,43.53,24045
24,46,109,35,32.11,21,19.27,53,48.62,24046
24,47,110,34,30.91,21,19.09,55,50.0,24047
24,48,24,11,45.83,6,25.0,7,29.17,24048
24,49,154,42,27.27,27,17.53,85,55.19,24049
24,50,171,48,28.07,36,21.05,87,50.88,24050
24,51,145,51,35.17,26,17.93,68,46.9,24051
24,52,119,43,36.13,30,25.21,46,38.66,24052
24,53,84,19,22.62,28,33.33,37,44.05,24053
25,1,124,53,42.74,28,22.58,43,34.68,25001
25,2,131,47,35.88,45,34.35,39,29.77,25002
25,3,91,35,38.46,22,24.18,34,37.36,25003
25,4,215,73,33.95,69,32.09,73,33.95,25004
25,5,131,50,38.17,31,23.66,50,38.17,25005
25,6,153,59,38.56,45,29.41,49,32.03,25006
25,7,117,38,32.48,38,32.48,41,35.04,25007
25,8,151,63,41.72,46,30.46,42,27.81,25008
25,9,178,59,33.15,43,24.16,76,42.7,25009
25,10,38,8,21.05,14,36.84,16,42.11,25010
25,11,159,69,43.4,55,34.59,35,22.01,25011
25,12,128,48,37.5,28,21.88,52,40.63,25012
25,13,142,56,39.44,40,28.17,46,32.39,25013
25,14,75,28,37.33,17,22.67,30,40.0,25014
25,15,125,47,37.6,31,24.8,47,37.6,25015
25,16,51,23,45.1,11,21.57,17,33.33,25016
25,17,131,44,33.59,39,29.77,48,36.64,25017
25,18,107,38,35.51,22,20.56,47,43.93,25018
25,19,124,49,39.52,40,32.26,35,28.23,25019
25,20,184,72,39.13,47,25.54,65,35.33,25020
25,21,90,33,36.67,28,31.11,29,32.22,25021
25,22,96,40,41.67,20,20.83,36,37.5,25022
25,23,137,56,40.88,34,24.82,47,34.31,25023
25,24,115,44,38.26,29,25.22,42,36.52,25024
26,1,106,37,34.91,36,33.96,33,31.13,26001
26,2,89,26,29.21,25,28.09,38,42.7,26002
26,3,84,21,25.0,42,50.0,21,25.0,26003
26,4,124,41,33.06,43,34.68,40,32.26,26004
26,5,120,36,30.0,40,33.33,44,36.67,26005
26,6,110,37,33.64,28,25.45,45,40.91,26006
26,7,44,16,36.36,7,15.91,21,47.73,26007
26,8,67,18,26.87,20,29.85,29,43.28,26008
26,9,91,31,34.07,27,29.67,33,36.26,26009
26,10,95,33,34.74,27,28.42,35,36.84,26010
26,11,139,49,35.25,43,30.94,47,33.81,26011
26,12,96,29,30.21,32,33.33,35,36.46,26012
26,13,132,45,34.09,40,30.3,47,35.61,26013
26,14,164,58,35.37,53,32.32,53,32.32,26014
26,15,66,16,24.24,37,56.06,13,19.7,26015
26,16,105,23,21.9,44,41.9,38,36.19,26016
26,17,105,40,38.1,32,30.48,33,31.43,26017
26,18,131,53,40.46,42,32.06,36,27.48,26018
26,19,156,49,31.41,64,41.03,43,27.56,26019
26,20,70,29,41.43,19,27.14,22,31.43,26020
26,21,89,25,28.09,46,51.69,18,20.22,26021
26,22,58,20,34.48,19,32.76,19,32.76,26022
26,23,106,37,34.91,38,35.85,31,29.25,26023
26,24,151,50,33.11,53,35.1,48,31.79,26024
26,25,155,60,38.71,37,23.87,58,37.42,26025
26,26,52,16,30.77,18,34.62,18,34.62,26026
26,27,71,26,36.62,22,30.99,23,32.39,26027
26,28,151,48,31.79,58,38.41,45,29.8,26028
26,29,114,39,34.21,33,28.95,42,36.84,26029
26,30,125,48,38.4,33,26.4,44,35.2,26030
26,31,41,10,24.39,15,36.59,16,39.02,26031
26,32,137,40,29.2,52,37.96,45,32.85,26032
26,33,119,38,31.93,43,36.13,38,31.93,26033
26,34,125,46,36.8,52,41.6,27,21.6,26034
26,35,98,33,33.67,35,35.71,30,30.61,26035
26,36,123,34,27.64,44,35.77,45,36.59,26036
26,37,121,45,37.19,34,28.1,42,34.71,26037
26,38,96,39,40.63,30,31.25,27,28.13,26038
27,1,45,10,22.22,21,46.67,14,31.11,27001
27,2,103,20,19.42,39,37.86,44,42.72,27002
27,3,100,24,24.0,22,22.0,54,54.0,27003
27,4,68,24,35.29,18,26.47,26,38.24,27004
27,5,60,20,33.33,12,20.0,28,46.67,27005
27,6,80,16,20.0,26,32.5,38,47.5,27006
27,7,79,26,32.91,20,25.32,33,41.77,27007
27,8,53,18,33.96,18,33.96,17,32.08,27008
27,9,211,29,13.74,137,64.93,45,21.33,27009
27,10,205,46,22.44,58,28.29,101,49.27,27010
27,11,76,28,36.84,19,25.0,29,38.16,27011
27,12,43,7,16.28,19,44.19,17,39.53,27012
27,13,265,71,26.79,99,37.36,95,35.85,27013
27,14,55,13,23.64,27,49.09,15,27.27,27014
27,15,92,19,20.65,26,28.26,47,51.09,27015
27,16,87,26,29.89,38,43.68,23,26.44,27016
27,17,134,47,35.07,33,24.63,54,40.3,27017
27,18,53,22,41.51,15,28.3,16,30.19,27018
27,19,105,30,28.57,30,28.57,45,42.86,27019
27,20,125,39,31.2,49,39.2,37,29.6,27020
27,21,67,10,14.93,42,62.69,15,22.39,27021
27,22,117,32,27.35,49,41.88,36,30.77,27022
27,23,84,40,47.62,16,19.05,28,33.33,27023
27,24,148,31,20.95,76,51.35,41,27.7,27024
27,25,77,23,29.87,22,28.57,32,41.56,27025
27,26,207,61,29.47,59,28.5,87,42.03,27026
27,27,55,18,32.73,14,25.45,23,41.82,27027
27,28,104,27,25.96,35,33.65,42,40.38,27028
27,29,85,20,23.53,41,48.24,24,28.24,27029
27,30,56,26,46.43,16,28.57,14,25.0,27030
27,31,97,17,17.53,31,31.96,49,50.52,27031
27,32,95,34,35.79,33,34.74,28,29.47,27032
27,33,84,23,27.38,33,39.29,28,33.33,27033
27,34,115,29,25.22,50,43.48,36,31.3,27034
27,35,66,25,37.88,10,15.15,31,46.97,27035
27,36,127,27,21.26,32,25.2,68,53.54,27036
27,37,112,25,22.32,47,41.96,40,35.71,27037
27,38,89,20,22.47,34,38.2,35,39.33,27038
27,39,64,10,15.63,32,50.0,22,34.38,27039
27,40,81,18,22.22,42,51.85,21,25.93,27040
27,41,115,46,40.0,29,25.22,40,34.78,27041
27,42,71,20,28.17,29,40.85,22,30.99,27042
27,43,90,21,23.33,39,43.33,30,33.33,27043
27,44,146,33,22.6,44,30.14,69,47.26,27044
27,45,153,27,17.65,81,52.94,45,29.41,27045
27,46,142,18,12.68,80,56.34,44,30.99,27046
27,47,79,26,32.91,23,29.11,30,37.97,27047
27,48,139,41,29.5,42,30.22,56,40.29,27048
27,49,95,29,30.53,27,28.42,39,41.05,27049
27,50,142,44,30.99,50,35.21,48,33.8,27050
27,51,87,12,13.79,54,62.07,21,24.14,27051
27,52,41,4,9.76,32,78.05,5,12.2,27052
27,53,128,39,30.47,36,28.13,53,41.41,27053
27,54,86,26,30.23,27,31.4,33,38.37,27054
27,55,47,11,23.4,23,48.94,13,27.66,27055
27,56,78,25,32.05,28,35.9,25,32.05,27056
27,57,72,30,41.67,20,27.78,22,30.56,27057
27,58,108,35,32.41,30,27.78,43,39.81,27058
27,59,39,17,43.59,9,23.08,13,33.33,27059
28,1,150,46,30.67,55,36.67,49,32.67,28001
28,2,69,16,23.19,16,23.19,37,53.62,28002
28,3,74,20,27.03,15,20.27,39,52.7,28003
28,4,162,59,36.42,37,22.84,66,40.74,28004
28,5,101,32,31.68,24,23.76,45,44.55,28005
28,6,125,41,32.8,25,20.0,59,47.2,28006
28,7,154,47,30.52,25,16.23,82,53.25,28007
28,8,79,28,35.44,22,27.85,29,36.71,28008
28,9,101,30,29.7,30,29.7,41,40.59,28009
28,10,115,42,36.52,26,22.61,47,40.87,28010
28,11,92,31,33.7,20,21.74,41,44.57,28011
28,12,85,34,40.0,22,25.88,29,34.12,28012
28,13,86,22,25.58,20,23.26,44,51.16,28013
28,14,40,12,30.0,13,32.5,15,37.5,28014
28,15,55,20,36.36,9,16.36,26,47.27,28015
28,16,104,27,25.96,17,16.35,60,57.69,28016
28,17,62,19,30.65,18,29.03,25,40.32,28017
28,18,116,44,37.93,32,27.59,40,34.48,28018
28,19,97,36,37.11,24,24.74,37,38.14,28019
28,20,126,34,26.98,37,29.37,55,43.65,28020
28,21,103,39,37.86,19,18.45,45,43.69,28021
28,22,90,27,30.0,25,27.78,38,42.22,28022
28,23,105,29,27.62,24,22.86,52,49.52,28023
28,24,65,16,24.62,18,27.69,31,47.69,28024
28,25,101,41,40.59,17,16.83,43,42.57,28025
28,26,81,32,39.51,14,17.28,35,43.21,28026
28,27,55,16,29.09,12,21.82,27,49.09,28027
28,28,96,25,26.04,30,31.25,41,42.71,28028
28,29,111,33,29.73,28,25.23,50,45.05,28029
28,30,59,25,42.37,11,18.64,23,38.98,28030
28,31,96,34,35.42,14,14.58,48,50.0,28031
28,32,100,33,33.0,24,24.0,43,43.0,28032
28,33,74,27,36.49,19,25.68,28,37.84,28033
28,34,123,43,34.96,23,18.7,57,46.34,28034
28,35,96,24,25.0,22,22.92,50,52.08,28035
28,36,92,29,31.52,23,25.0,40,43.48,28036
28,37,124,55,44.35,32,25.81,37,29.84,28037
28,38,72,26,36.11,20,27.78,26,36.11,28038
28,39,52,22,42.31,14,26.92,16,30.77,28039
28,40,104,36,34.62,24,23.08,44,42.31,28040
28,41,61,15,24.59,24,39.34,22,36.07,28041
28,42,69,26,37.68,13,18.84,30,43.48,28042
28,43,60,24,40.0,13,21.67,23,38.33,28043
28,44,54,18,33.33,10,18.52,26,48.15,28044
28,45,57,17,29.82,15,26.32,25,43.86,28045
28,46,69,24,34.78,18,26.09,27,39.13,28046
28,47,99,27,27.27,26,26.26,46,46.46,28047
28,48,22,7,31.82,7,31.82,8,36.36,28048
28,49,56,22,39.29,9,16.07,25,44.64,28049
28,50,53,17,32.08,8,15.09,28,52.83,28050
28,51,81,21,25.93,24,29.63,36,44.44,28051
28,52,95,25,26.32,21,22.11,49,51.58,28052
28,53,36,16,44.44,8,22.22,12,33.33,28053
28,54,59,18,30.51,15,25.42,26,44.07,28054
28,55,67,18,26.87,14,20.9,35,52.24,28055
28,56,70,19,27.14,16,22.86,35,50.0,28056
28,57,99,27,27.27,16,16.16,56,56.57,28057
28,58,63,18,28.57,13,20.63,32,50.79,28058
28,59,68,24,35.29,12,17.65,32,47.06,28059
28,60,70,27,38.57,15,21.43,28,40.0,28060
28,61,54,12,22.22,18,33.33,24,44.44,28061
29,1,157,35,22.29,80,50.96,42,26.75,29001
29,2,73,20,27.4,19,26.03,34,46.58,29002
29,3,133,28,21.05,55,41.35,50,37.59,29003
29,4,179,42,23.46,67,37.43,70,39.11,29004
29,5,176,32,18.18,97,55.11,47,26.7,29005
29,6,56,7,12.5,30,53.57,19,33.93,29006
29,7,116,44,37.93,36,31.03,36,31.03,29007
29,8,166,35,21.08,65,39.16,66,39.76,29008
29,9,118,28,23.73,45,38.14,45,38.14,29009
29,10,170,20,11.76,121,71.18,29,17.06,29010
29,11,128,33,25.78,46,35.94,49,38.28,29011
29,12,122,25,20.49,48,39.34,49,40.16,29012
29,13,185,43,23.24,90,48.65,52,28.11,29013
29,14,141,30,21.28,73,51.77,38,26.95,29014
29,15,160,38,23.75,52,32.5,70,43.75,29015
29,16,166,22,13.25,115,69.28,29,17.47,29016
29,17,123,47,38.21,36,29.27,40,32.52,29017
29,18,182,25,13.74,97,53.3,60,32.97,29018
29,19,143,30,20.98,70,48.95,43,30.07,29019
29,20,178,38,21.35,87,48.88,53,29.78,29020
29,21,106,26,24.53,46,43.4,34,32.08,29021
29,22,98,31,31.63,32,32.65,35,35.71,29022
29,23,96,21,21.88,44,45.83,31,32.29,29023
29,24,172,55,31.98,53,30.81,64,37.21,29024
29,25,222,38,17.12,140,63.06,44,19.82,29025
29,26,150,33,22.0,71,47.33,46,30.67,29026
29,27,99,30,30.3,28,28.28,41,41.41,29027
29,28,115,24,20.87,54,46.96,37,32.17,29028
29,29,247,47,19.03,137,55.47,63,25.51,29029
29,30,140,27,19.29,68,48.57,45,32.14,29030
29,31,151,32,21.19,59,39.07,60,39.74,29031
29,32,150,29,19.33,58,38.67,63,42.0,29032
29,33,136,34,25.0,56,41.18,46,33.82,29033
29,34,100,21,21.0,48,48.0,31,31.0,29034
29,35,225,22,9.78,168,74.67,35,15.56,29035
29,36,192,35,18.23,101,52.6,56,29.17,29036
29,37,154,40,25.97,46,29.87,68,44.16,29037
29,38,146,52,35.62,41,28.08,53,36.3,29038
29,39,118,41,34.75,39,33.05,38,32.2,29039
29,40,219,37,16.89,103,47.03,79,36.07,29040
29,41,200,45,22.5,89,44.5,66,33.0,29041
29,42,115,15,13.04,64,55.65,36,31.3,29042
29,43,210,51,24.29,84,40.0,75,35.71,29043
29,44,158,26,16.46,65,41.14,67,42.41,29044
29,45,132,28,21.21,63,47.73,41,31.06,29045
29,46,121,27,22.31,47,38.84,47,38.84,29046
29,47,234,66,28.21,91,38.89,77,32.91,29047
29,48,56,16,28.57,23,41.07,17,30.36,29048
29,49,240,37,15.42,135,56.25,68,28.33,29049
29,50,179,50,27.93,78,43.58,51,28.49,29050
29,51,149,38,25.5,47,31.54,64,42.95,29051
29,52,126,38,30.16,36,28.57,52,41.27,29052
29,53,93,32,34.41,37,39.78,24,25.81,29053
29,54,118,42,35.59,43,36.44,33,27.97,29054
29,55,30,9,30.0,10,33.33,11,36.67,29055
29,56,121,32,26.45,43,35.54,46,38.02,29056
30,1,187,56,29.95,85,45.45,46,24.6,30001
30,2,120,31,25.83,41,34.17,48,40.0,30002
30,3,192,53,27.6,75,39.06,64,33.33,30003
30,4,187,60,32.09,57,30.48,70,37.43,30004
30,5,90,40,44.44,21,23.33,29,32.22,30005
30,6,128,33,25.78,43,33.59,52,40.63,30006
30,7,142,44,30.99,51,35.92,47,33.1,30007
30,8,165,56,33.94,47,28.48,62,37.58,30008
30,9,244,75,30.74,98,40.16,71,29.1,30009
30,10,124,42,33.87,48,38.71,34,27.42,30010
30,11,119,47,39.5,41,34.45,31,26.05,30011
30,12,135,62,45.93,32,23.7,41,30.37,30012
30,13,88,28,31.82,19,21.59,41,46.59,30013
30,14,101,39,38.61,30,29.7,32,31.68,30014
30,15,170,52,30.59,57,33.53,61,35.88,30015
30,16,109,44,40.37,34,31.19,31,28.44,30016
30,17,84,46,54.76,20,23.81,18,21.43,30017
30,18,158,62,39.24,52,32.91,44,27.85,30018
30,19,152,58,38.16,48,31.58,46,30.26,30019
30,20,74,30,40.54,20,27.03,24,32.43,30020
30,21,37,13,35.14,8,21.62,16,43.24,30021
30,22,111,35,31.53,39,35.14,37,33.33,30022
30,23,90,40,44.44,25,27.78,25,27.78,30023
30,24,62,22,35.48,17,27.42,23,37.1,30024
30,25,134,46,34.33,43,32.09,45,33.58,30025
30,26,136,40,29.41,41,30.15,55,40.44,30026
30,27,113,37,32.74,36,31.86,40,35.4,30027
30,28,141,51,36.17,39,27.66,51,36.17,30028
30,29,134,44,32.84,45,33.58,45,33.58,30029
30,30,156,53,33.97,60,38.46,43,27.56,30030
