ward,precinct,total,KATHLEEN THERESE MEANY,KATHLEEN THERESE MEANY Percent,CYNTHIA M. SANTOS,CYNTHIA M. SANTOS Percent,EDWARD J. SCHMIT III,EDWARD J. SCHMIT III Percent,"LEWIS W. POWELL, III","LEWIS W. POWELL, III Percent",JESSE J. EVANS,JESSE J. EVANS Percent,"TURHERAN """"TC"""" CRAWFORD","TURHERAN """"TC"""" CRAWFORD Percent",JAMES P. SHEEHAN,JAMES P. SHEEHAN Percent,FRANK AVILA,FRANK AVILA Percent,precinct_id
24,30,328,32,9.76,19,5.79,12,3.66,25,7.62,93,28.35,9,2.74,17,5.18,55,16.77,24030
24,31,297,38,12.79,28,9.43,12,4.04,31,10.44,87,29.29,17,5.72,20,6.73,34,11.45,24031
24,32,359,29,8.08,18,5.01,9,2.51,27,7.52,101,28.13,15,4.18,23,6.41,71,19.78,24032
24,33,218,36,16.51,34,15.6,7,3.21,18,8.26,52,23.85,9,4.13,6,2.75,25,11.47,24033
24,34,270,22,8.15,40,14.81,9,3.33,28,10.37,80,29.63,11,4.07,14,5.19,31,11.48,24034
24,35,331,42,12.69,30,9.06,19,5.74,31,9.37,94,28.4,16,4.83,23,6.95,50,15.11,24035
24,36,278,29,10.43,17,6.12,6,2.16,13,4.68,96,34.53,11,3.96,8,2.88,43,15.47,24036
24,37,360,50,13.89,43,11.94,9,2.5,37,10.28,97,26.94,24,6.67,14,3.89,34,9.44,24037
24,38,370,34,9.19,36,9.73,7,1.89,24,6.49,110,29.73,20,5.41,17,4.59,52,14.05,24038
24,39,331,36,10.88,36,10.88,8,2.42,17,5.14,89,26.89,11,3.32,16,4.83,55,16.62,24039
24,40,458,73,15.94,52,11.35,9,1.97,42,9.17,125,27.29,11,2.4,25,5.46,49,10.7,24040
24,41,295,55,18.64,55,18.64,9,3.05,25,8.47,79,26.78,9,3.05,10,3.39,20,6.78,24041
24,42,301,34,11.3,32,10.63,19,6.31,16,5.32,88,29.24,14,4.65,14,4.65,39,12.96,24042
24,43,292,37,12.67,41,14.04,7,2.4,30,10.27,81,27.74,11,3.77,12,4.11,27,9.25,24043
24,44,119,8,6.72,8,6.72,1,0.84,7,5.88,41,34.45,3,2.52,3,2.52,22,18.49,24044
24,45,282,28,9.93,29,10.28,9,3.19,27,9.57,83,29.43,15,5.32,14,4.96,34,12.06,24045
24,46,310,50,16.13,44,14.19,8,2.58,39,12.58,79,25.48,15,4.84,8,2.58,12,3.87,24046
24,47,281,27,9.61,34,12.1,12,4.27,30,10.68,87,30.96,20,7.12,15,5.34,24,8.54,24047
24,48,61,6,9.84,9,14.75,1,1.64,4,6.56,19,31.15,5,8.2,4,6.56,7,11.48,24048
24,49,456,70,15.35,49,10.75,22,4.82,61,13.38,106,23.25,25,5.48,28,6.14,32,7.02,24049
24,50,433,53,12.24,39,9.01,23,5.31,40,9.24,140,32.33,30,6.93,17,3.93,34,7.85,24050
24,51,448,64,14.29,39,8.71,12,2.68,26,5.8,130,29.02,25,5.58,21,4.69,58,12.95,24051
24,52,348,56,16.09,43,12.36,15,4.31,25,7.18,97,27.87,25,7.18,19,5.46,40,11.49,24052
24,53,233,32,13.73,38,16.31,11,4.72,17,7.3,53,22.75,9,3.86,14,6.01,38,16.31,24053
25,1,349,64,18.34,93,26.65,24,6.88,13,3.72,18,5.16,5,1.43,41,11.75,80,22.92,25001
25,2,364,40,10.99,114,31.32,23,6.32,9,2.47,31,8.52,9,2.47,20,5.49,100,27.47,25002
25,3,243,42,17.28,51,20.99,23,9.47,12,4.94,8,3.29,8,3.29,44,18.11,48,19.75,25003
25,4,622,98,15.76,156,25.08,32,5.14,31,4.98,46,7.4,20,3.22,65,10.45,145,23.31,25004
25,5,415,65,15.66,101,24.34,30,7.23,16,3.86,36,8.67,11,2.65,52,12.53,90,21.69,25005
25,6,461,60,13.02,123,26.68,19,4.12,10,2.17,54,11.71,5,1.08,50,10.85,122,26.46,25006
25,7,313,31,9.9,91,29.07,25,7.99,7,2.24,26,8.31,3,0.96,21,6.71,99,31.63,25007
25,8,399,48,12.03,121,30.33,20,5.01,25,6.27,38,9.52,6,1.5,21,5.26,112,28.07,25008
25,9,489,60,12.27,127,25.97,31,6.34,17,3.48,39,7.98,9,1.84,46,9.41,153,31.29,25009
25,10,110,13,11.82,18,16.36,6,5.45,8,7.27,30,27.27,5,4.55,4,3.64,12,10.91,25010
25,11,449,44,9.8,124,27.62,22,4.9,15,3.34,36,8.02,6,1.34,36,8.02,157,34.97,25011
25,12,342,58,16.96,86,25.15,19,5.56,8,2.34,22,6.43,7,2.05,31,9.06,93,27.19,25012
25,13,359,48,13.37,116,32.31,22,6.13,10,2.79,18,5.01,8,2.23,20,5.57,110,30.64,25013
25,14,223,41,18.39,44,19.73,16,7.17,7,3.14,19,8.52,2,0.9,34,15.25,51,22.87,25014
25,15,352,55,15.63,93,26.42,29,8.24,9,2.56,17,4.83,6,1.7,33,9.38,96,27.27,25015
25,16,112,25,22.32,19,16.96,8,7.14,7,6.25,17,15.18,4,3.57,9,8.04,18,16.07,25016
25,17,419,60,14.32,120,28.64,20,4.77,15,3.58,49,11.69,10,2.39,29,6.92,98,23.39,25017
25,18,319,61,19.12,61,19.12,13,4.08,26,8.15,62,19.44,10,3.13,30,9.4,35,10.97,25018
25,19,362,46,12.71,99,27.35,23,6.35,16,4.42,36,9.94,7,1.93,19,5.25,108,29.83,25019
25,20,511,84,16.44,123,24.07,39,7.63,24,4.7,34,6.65,7,1.37,50,9.78,135,26.42,25020
25,21,259,43,16.6,52,20.08,15,5.79,5,1.93,16,6.18,2,0.77,52,20.08,66,25.48,25021
25,22,252,34,13.49,76,30.16,14,5.56,7,2.78,17,6.75,10,3.97,20,7.94,70,27.78,25022
25,23,383,52,13.58,112,29.24,17,4.44,15,3.92,30,7.83,10,2.61,29,7.57,110,28.72,25023
25,24,345,48,13.91,94,27.25,19,5.51,14,4.06,21,6.09,9,2.61,24,6.96,105,30.43,25024
26,1,296,66,22.3,72,24.32,14,4.73,17,5.74,37,12.5,6,2.03,33,11.15,42,14.19,26001
26,2,299,35,11.71,101,33.78,16,5.35,15,5.02,34,11.37,9,3.01,14,4.68,57,19.06,26002
26,3,229,21,9.17,81,35.37,14,6.11,15,6.55,28,12.23,6,2.62,11,4.8,51,22.27,26003
26,4,381,53,13.91,147,38.58,21,5.51,15,3.94,21,5.51,8,2.1,25,6.56,78,20.47,26004
26,5,315,36,11.43,110,34.92,14,4.44,14,4.44,33,10.48,9,2.86,19,6.03,70,22.22,26005
26,6,354,57,16.1,100,28.25,19,5.37,11,3.11,42,11.86,12,3.39,32,9.04,59,16.67,26006
26,7,118,31,26.27,27,22.88,1,0.85,4,3.39,6,5.08,0,0.0,23,19.49,19,16.1,26007
26,8,214,39,18.22,48,22.43,11,5.14,10,4.67,13,6.07,10,4.67,29,13.55,44,20.56,26008
26,9,269,31,11.52,99,36.8,10,3.72,12,4.46,32,11.9,4,1.49,11,4.09,61,22.68,26009
26,10,276,29,10.51,93,33.7,11,3.99,18,6.52,42,15.22,14,5.07,15,5.43,45,16.3,26010
26,11,411,106,25.79,124,30.17,27,6.57,11,2.68,17,4.14,11,2.68,49,11.92,57,13.87,26011
26,12,277,36,13.0,91,32.85,8,2.89,9,3.25,31,11.19,7,2.53,21,7.58,65,23.47,26012
26,13,375,81,21.6,84,22.4,17,4.53,11,2.93,38,10.13,7,1.87,42,11.2,74,19.73,26013
26,14,454,49,10.79,167,36.78,19,4.19,19,4.19,46,10.13,6,1.32,22,4.85,115,25.33,26014
26,15,185,26,14.05,71,38.38,9,4.86,6,3.24,13,7.03,5,2.7,10,5.41,42,22.7,26015
26,16,262,39,14.89,67,25.57,17,6.49,27,10.31,48,18.32,10,3.82,16,6.11,30,11.45,26016
26,17,309,56,18.12,98,31.72,16,5.18,13,4.21,26,8.41,10,3.24,20,6.47,57,18.45,26017
26,18,343,33,9.62,113,32.94,19,5.54,17,4.96,38,11.08,7,2.04,24,7.0,85,24.78,26018
26,19,440,83,18.86,126,28.64,29,6.59,15,3.41,31,7.05,8,1.82,41,9.32,94,21.36,26019
26,20,194,25,12.89,70,36.08,8,4.12,14,7.22,12,6.19,10,5.15,19,9.79,30,15.46,26020
26,21,237,28,11.81,84,35.44,13,5.49,13,5.49,31,13.08,2,0.84,10,4.22,44,18.57,26021
26,22,152,16,10.53,47,30.92,11,7.24,7,4.61,19,12.5,6,3.95,9,5.92,30,19.74,26022
26,23,306,52,16.99,101,33.01,17,5.56,4,1.31,23,7.52,10,3.27,28,9.15,57,18.63,26023
26,24,442,87,19.68,127,28.73,27,6.11,16,3.62,25,5.66,12,2.71,48,10.86,80,18.1,26024
26,25,429,84,19.58,109,25.41,29,6.76,12,2.8,34,7.93,13,3.03,46,10.72,79,18.41,26025
26,26,158,16,10.13,59,37.34,9,5.7,9,5.7,16,10.13,3,1.9,10,6.33,35,22.15,26026
26,27,200,23,11.5,70,35.0,10,5.0,8,4.0,24,12.0,5,2.5,13,6.5,39,19.5,26027
26,28,432,94,21.76,138,31.94,27,6.25,16,3.7,24,5.56,9,2.08,26,6.02,81,18.75,26028
26,29,300,44,14.67,101,33.67,16,5.33,16,5.33,36,12.0,5,1.67,13,4.33,57,19.0,26029
26,30,351,75,21.37,71,20.23,26,7.41,14,3.99,31,8.83,10,2.85,40,11.4,59,16.81,26030
26,31,106,15,14.15,35,33.02,8,7.55,4,3.77,8,7.55,1,0.94,14,13.21,20,18.87,26031
26,32,420,64,15.24,118,28.1,21,5.0,14,3.33,37,8.81,8,1.9,46,10.95,94,22.38,26032
26,33,349,74,21.2,98,28.08,18,5.16,17,4.87,28,8.02,12,3.44,30,8.6,56,16.05,26033
26,34,365,70,19.18,104,28.49,25,6.85,15,4.11,34,9.32,9,2.47,37,10.14,55,15.07,26034
26,35,279,32,11.47,102,36.56,19,6.81,8,2.87,18,6.45,4,1.43,17,6.09,72,25.81,26035
26,36,388,67,17.27,132,34.02,21,5.41,13,3.35,23,5.93,15,3.87,27,6.96,72,18.56,26036
26,37,333,75,22.52,77,23.12,23,6.91,9,2.7,20,6.01,12,3.6,43,12.91,56,16.82,26037
26,38,251,46,18.33,69,27.49,19,7.57,9,3.59,22,8.76,7,2.79,20,7.97,42,16.73,26038
27,1,133,39,29.32,16,12.03,7,5.26,2,1.5,7,5.26,5,3.76,12,9.02,27,20.3,27001
27,2,270,38,14.07,51,18.89,10,3.7,25,9.26,59,21.85,16,5.93,18,6.67,23,8.52,27002
27,3,271,32,11.81,38,14.02,8,2.95,30,11.07,64,23.62,15,5.54,19,7.01,34,12.55,27003
27,4,199,22,11.06,43,21.61,7,3.52,13,6.53,36,18.09,7,3.52,8,4.02,36,18.09,27004
27,5,163,31,19.02,28,17.18,9,5.52,10,6.13,30,18.4,11,6.75,14,8.59,20,12.27,27005
27,6,214,51,23.83,43,20.09,10,4.67,16,7.48,30,14.02,21,9.81,11,5.14,7,3.27,27006
27,7,239,50,20.92,41,17.15,9,3.77,11,4.6,29,12.13,9,3.77,25,10.46,37,15.48,27007
27,8,133,19,14.29,23,17.29,6,4.51,8,6.02,31,23.31,7,5.26,10,7.52,13,9.77,27008
27,9,589,151,25.64,155,26.32,5,0.85,26,4.41,47,7.98,17,2.89,24,4.07,30,5.09,27009
27,10,586,130,22.18,121,20.65,26,4.44,36,6.14,97,16.55,28,4.78,38,6.48,36,6.14,27010
27,11,225,31,13.78,35,15.56,9,4.0,14,6.22,53,23.56,12,5.33,12,5.33,21,9.33,27011
27,12,361,96,26.59,115,31.86,7,1.94,9,2.49,23,6.37,3,0.83,3,0.83,13,3.6,27012
27,13,676,146,21.6,135,19.97,46,6.8,31,4.59,81,11.98,26,3.85,57,8.43,74,10.95,27013
27,14,157,38,24.2,38,24.2,8,5.1,11,7.01,11,7.01,5,3.18,8,5.1,6,3.82,27014
27,15,226,50,22.12,47,20.8,7,3.1,7,3.1,47,20.8,11,4.87,14,6.19,13,5.75,27015
27,16,244,58,23.77,46,18.85,17,6.97,11,4.51,11,4.51,7,2.87,27,11.07,37,15.16,27016
27,17,381,57,14.96,78,20.47,24,6.3,23,6.04,72,18.9,15,3.94,28,7.35,46,12.07,27017
27,18,161,38,23.6,33,20.5,13,8.07,4,2.48,13,8.07,3,1.86,18,11.18,24,14.91,27018
27,19,296,50,16.89,56,18.92,13,4.39,14,4.73,55,18.58,14,4.73,12,4.05,27,9.12,27019
27,20,403,58,14.39,191,47.39,18,4.47,16,3.97,44,10.92,13,3.23,16,3.97,18,4.47,27020
27,21,192,47,24.48,57,29.69,3,1.56,10,5.21,24,12.5,3,1.56,6,3.13,4,2.08,27021
27,22,307,61,19.87,71,23.13,16,5.21,18,5.86,53,17.26,9,2.93,16,5.21,19,6.19,27022
27,23,270,50,18.52,37,13.7,11,4.07,13,4.81,64,23.7,14,5.19,17,6.3,27,10.0,27023
27,24,356,85,23.88,92,25.84,11,3.09,20,5.62,54,15.17,8,2.25,13,3.65,11,3.09,27024
27,25,193,36,18.65,30,15.54,9,4.66,14,7.25,50,25.91,5,2.59,12,6.22,13,6.74,27025
27,26,560,87,15.54,75,13.39,18,3.21,41,7.32,136,24.29,30,5.36,31,5.54,61,10.89,27026
27,27,139,27,19.42,13,9.35,7,5.04,11,7.91,22,15.83,6,4.32,6,4.32,25,17.99,27027
27,28,278,58,20.86,54,19.42,12,4.32,16,5.76,45,16.19,10,3.6,20,7.19,30,10.79,27028
27,29,237,45,18.99,52,21.94,5,2.11,11,4.64,43,18.14,10,4.22,10,4.22,22,9.28,27029
27,30,164,39,23.78,31,18.9,7,4.27,7,4.27,10,6.1,1,0.61,16,9.76,41,25.0,27030
27,31,256,42,16.41,41,16.02,11,4.3,23,8.98,59,23.05,10,3.91,19,7.42,20,7.81,27031
27,32,278,57,20.5,71,25.54,15,5.4,9,3.24,17,6.12,4,1.44,25,8.99,63,22.66,27032
27,33,247,54,21.86,56,22.67,17,6.88,12,4.86,38,15.38,9,3.64,13,5.26,12,4.86,27033
27,34,322,67,20.81,66,20.5,13,4.04,26,8.07,50,15.53,12,3.73,16,4.97,16,4.97,27034
27,35,221,48,21.72,49,22.17,13,5.88,10,4.52,15,6.79,6,2.71,30,13.57,40,18.1,27035
27,36,379,57,15.04,71,18.73,17,4.49,27,7.12,74,19.53,19,5.01,28,7.39,35,9.23,27036
27,37,316,76,24.05,71,22.47,12,3.8,14,4.43,43,13.61,13,4.11,20,6.33,27,8.54,27037
27,38,252,58,23.02,51,20.24,15,5.95,9,3.57,21,8.33,8,3.17,25,9.92,43,17.06,27038
27,39,173,43,24.86,39,22.54,10,5.78,11,6.36,23,13.29,5,2.89,9,5.2,5,2.89,27039
27,40,227,56,24.67,46,20.26,8,3.52,15,6.61,38,16.74,6,2.64,4,1.76,8,3.52,27040
27,41,356,76,21.35,84,23.6,21,5.9,13,3.65,13,3.65,4,1.12,48,13.48,85,23.88,27041
27,42,195,50,25.64,36,18.46,7,3.59,1,0.51,13,6.67,10,5.13,16,8.21,37,18.97,27042
27,43,222,47,21.17,41,18.47,9,4.05,9,4.05,33,14.86,20,9.01,11,4.95,11,4.95,27043
27,44,432,64,14.81,59,13.66,26,6.02,29,6.71,99,22.92,24,5.56,23,5.32,37,8.56,27044
27,45,410,91,22.2,79,19.27,12,2.93,23,5.61,68,16.59,18,4.39,14,3.41,22,5.37,27045
27,46,387,111,28.68,80,20.67,9,2.33,14,3.62,32,8.27,11,2.84,17,4.39,14,3.62,27046
27,47,235,55,23.4,45,19.15,9,3.83,15,6.38,39,16.6,6,2.55,10,4.26,22,9.36,27047
27,48,374,63,16.84,58,15.51,15,4.01,30,8.02,84,22.46,18,4.81,18,4.81,33,8.82,27048
27,49,273,48,17.58,37,13.55,11,4.03,27,9.89,67,24.54,13,4.76,13,4.76,21,7.69,27049
27,50,431,101,23.43,72,16.71,23,5.34,20,4.64,34,7.89,10,2.32,49,11.37,76,17.63,27050
27,51,269,81,30.11,74,27.51,7,2.6,9,3.35,17,6.32,6,2.23,5,1.86,4,1.49,27051
27,52,91,10,10.99,12,13.19,3,3.3,5,5.49,10,10.99,5,5.49,6,6.59,2,2.2,27052
27,53,364,74,20.33,78,21.43,16,4.4,15,4.12,57,15.66,12,3.3,32,8.79,47,12.91,27053
27,54,253,57,22.53,50,19.76,11,4.35,15,5.93,14,5.53,5,1.98,38,15.02,40,15.81,27054
27,55,141,36,25.53,35,24.82,9,6.38,3,2.13,6,4.26,2,1.42,16,11.35,20,14.18,27055
27,56,204,52,25.49,33,16.18,11,5.39,8,3.92,18,8.82,6,2.94,19,9.31,32,15.69,27056
27,57,197,46,23.35,36,18.27,12,6.09,6,3.05,17,8.63,5,2.54,24,12.18,35,17.77,27057
27,58,317,63,19.87,62,19.56,10,3.15,8,2.52,32,10.09,13,4.1,51,16.09,53,16.72,27058
27,59,108,17,15.74,10,9.26,6,5.56,14,12.96,29,26.85,7,6.48,6,5.56,6,5.56,27059
28,1,399,83,20.8,79,19.8,15,3.76,33,8.27,70,17.54,20,5.01,22,5.51,21,5.26,28001
28,2,205,32,15.61,32,15.61,10,4.88,20,9.76,43,20.98,5,2.44,13,6.34,12,5.85,28002
28,3,249,46,18.47,39,15.66,8,3.21,11,4.42,51,20.48,8,3.21,11,4.42,27,10.84,28003
28,4,469,85,18.12,78,16.63,19,4.05,43,9.17,110,23.45,21,4.48,34,7.25,11,2.35,28004
28,5,301,53,17.61,56,18.6,12,3.99,16,5.32,53,17.61,13,4.32,11,3.65,32,10.63,28005
28,6,399,90,22.56,69,17.29,11,2.76,24,6.02,80,20.05,17,4.26,16,4.01,22,5.51,28006
28,7,500,104,20.8,96,19.2,15,3.0,36,7.2,91,18.2,26,5.2,28,5.6,24,4.8,28007
28,8,199,40,20.1,43,21.61,3,1.51,23,11.56,34,17.09,12,6.03,9,4.52,8,4.02,28008
28,9,341,79,23.17,78,22.87,12,3.52,22,6.45,43,12.61,10,2.93,7,2.05,17,4.99,28009
28,10,415,100,24.1,84,20.24,22,5.3,16,3.86,62,14.94,12,2.89,21,5.06,22,5.3,28010
28,11,280,64,22.86,61,21.79,10,3.57,23,8.21,49,17.5,14,5.0,10,3.57,11,3.93,28011
28,12,250,53,21.2,41,16.4,10,4.0,13,5.2,59,23.6,20,8.0,9,3.6,12,4.8,28012
28,13,264,63,23.86,59,22.35,4,1.52,21,7.95,46,17.42,8,3.03,8,3.03,10,3.79,28013
28,14,111,9,8.11,28,25.23,8,7.21,8,7.21,17,15.32,2,1.8,3,2.7,30,27.03,28014
28,15,182,37,20.33,34,18.68,5,2.75,13,7.14,38,20.88,7,3.85,9,4.95,8,4.4,28015
28,16,276,42,15.22,47,17.03,15,5.43,30,10.87,56,20.29,13,4.71,18,6.52,25,9.06,28016
28,17,179,27,15.08,27,15.08,15,8.38,14,7.82,40,22.35,10,5.59,5,2.79,19,10.61,28017
28,18,422,80,18.96,82,19.43,21,4.98,21,4.98,74,17.54,14,3.32,16,3.79,30,7.11,28018
28,19,293,71,24.23,55,18.77,12,4.1,21,7.17,50,17.06,12,4.1,11,3.75,13,4.44,28019
28,20,376,78,20.74,53,14.1,15,3.99,38,10.11,81,21.54,23,6.12,22,5.85,23,6.12,28020
28,21,329,81,24.62,76,23.1,6,1.82,22,6.69,49,14.89,15,4.56,12,3.65,10,3.04,28021
28,22,342,79,23.1,67,19.59,7,2.05,12,3.51,52,15.2,10,2.92,11,3.22,20,5.85,28022
28,23,318,63,19.81,63,19.81,13,4.09,28,8.81,55,17.3,11,3.46,8,2.52,29,9.12,28023
28,24,147,21,14.29,19,12.93,12,8.16,11,7.48,30,20.41,10,6.8,10,6.8,15,10.2,28024
28,25,336,74,22.02,63,18.75,13,3.87,20,5.95,51,15.18,11,3.27,17,5.06,19,5.65,28025
28,26,281,66,23.49,50,17.79,8,2.85,15,5.34,52,18.51,13,4.63,14,4.98,13,4.63,28026
28,27,162,38,23.46,31,19.14,7,4.32,7,4.32,27,16.67,12,7.41,7,4.32,3,1.85,28027
28,28,248,40,16.13,37,14.92,9,3.63,22,8.87,58,23.39,20,8.06,12,4.84,22,8.87,28028
28,29,327,48,14.68,58,17.74,12,3.67,32,9.79,73,22.32,21,6.42,18,5.5,21,6.42,28029
28,30,190,42,22.11,35,18.42,8,4.21,17,8.95,31,16.32,5,2.63,12,6.32,12,6.32,28030
28,31,285,53,18.6,41,14.39,16,5.61,23,8.07,50,17.54,13,4.56,25,8.77,19,6.67,28031
28,32,288,52,18.06,47,16.32,12,4.17,32,11.11,67,23.26,8,2.78,17,5.9,20,6.94,28032
28,33,216,40,18.52,39,18.06,7,3.24,17,7.87,46,21.3,15,6.94,12,5.56,11,5.09,28033
28,34,344,66,19.19,67,19.48,11,3.2,28,8.14,66,19.19,14,4.07,16,4.65,28,8.14,28034
28,35,259,49,18.92,40,15.44,15,5.79,20,7.72,65,25.1,14,5.41,11,4.25,13,5.02,28035
28,36,284,68,23.94,63,22.18,6,2.11,10,3.52,45,15.85,10,3.52,14,4.93,10,3.52,28036
28,37,404,85,21.04,77,19.06,13,3.22,26,6.44,78,19.31,30,7.43,15,3.71,23,5.69,28037
28,38,245,61,24.9,57,23.27,7,2.86,14,5.71,41,16.73,8,3.27,9,3.67,7,2.86,28038
28,39,114,24,21.05,19,16.67,5,4.39,13,11.4,17,14.91,9,7.89,4,3.51,5,4.39,28039
28,40,344,72,20.93,62,18.02,12,3.49,25,7.27,67,19.48,9,2.62,27,7.85,15,4.36,28040
28,41,173,30,17.34,29,16.76,7,4.05,14,8.09,40,23.12,7,4.05,7,4.05,10,5.78,28041
28,42,220,50,22.73,45,20.45,6,2.73,17,7.73,36,16.36,6,2.73,9,4.09,8,3.64,28042
28,43,180,39,21.67,48,26.67,7,3.89,7,3.89,25,13.89,12,6.67,6,3.33,7,3.89,28043
28,44,174,27,15.52,28,16.09,5,2.87,9,5.17,40,22.99,11,6.32,16,9.2,16,9.2,28044
28,45,204,51,25.0,40,19.61,6,2.94,7,3.43,35,17.16,15,7.35,6,2.94,12,5.88,28045
28,46,228,56,24.56,44,19.3,9,3.95,12,5.26,34,14.91,14,6.14,7,3.07,10,4.39,28046
28,47,303,53,17.49,56,18.48,9,2.97,22,7.26,64,21.12,22,7.26,20,6.6,14,4.62,28047
28,48,87,18,20.69,12,13.79,3,3.45,2,2.3,19,21.84,5,5.75,4,4.6,6,6.9,28048
28,49,209,49,23.44,43,20.57,7,3.35,9,4.31,33,15.79,10,4.78,9,4.31,12,5.74,28049
28,50,148,24,16.22,25,16.89,3,2.03,14,9.46,29,19.59,6,4.05,7,4.73,20,13.51,28050
28,51,240,48,20.0,53,22.08,11,4.58,19,7.92,43,17.92,10,4.17,5,2.08,10,4.17,28051
28,52,323,54,16.72,49,15.17,11,3.41,19,5.88,64,19.81,15,4.64,18,5.57,36,11.15,28052
28,53,95,18,18.95,26,27.37,5,5.26,3,3.16,10,10.53,2,2.11,5,5.26,19,20.0,28053
28,54,169,23,13.61,28,16.57,9,5.33,14,8.28,37,21.89,8,4.73,12,7.1,13,7.69,28054
28,55,170,31,18.24,30,17.65,10,5.88,18,10.59,37,21.76,11,6.47,11,6.47,7,4.12,28055
28,56,236,48,20.34,41,17.37,4,1.69,22,9.32,46,19.49,19,8.05,16,6.78,13,5.51,28056
28,57,295,55,18.64,46,15.59,14,4.75,25,8.47,60,20.34,14,4.75,14,4.75,26,8.81,28057
28,58,203,47,23.15,40,19.7,8,3.94,13,6.4,33,16.26,12,5.91,14,6.9,11,5.42,28058
28,59,224,34,15.18,33,14.73,6,2.68,14,6.25,53,23.66,8,3.57,5,2.23,20,8.93,28059
28,60,221,42,19.0,48,21.72,11,4.98,13,5.88,39,17.65,6,2.71,8,3.62,14,6.33,28060
28,61,147,25,17.01,20,13.61,5,3.4,13,8.84,43,29.25,6,4.08,6,4.08,9,6.12,28061
29,1,356,72,20.22,66,18.54,16,4.49,41,11.52,66,18.54,26,7.3,19,5.34,11,3.09,29001
29,2,221,39,17.65,56,25.34,14,6.33,7,3.17,14,6.33,6,2.71,29,13.12,50,22.62,29002
29,3,336,70,20.83,63,18.75,9,2.68,32,9.52,65,19.35,26,7.74,16,4.76,7,2.08,29003
29,4,432,78,18.06,64,14.81,18,4.17,39,9.03,97,22.45,31,7.18,31,7.18,14,3.24,29004
29,5,381,70,18.37,56,14.7,9,2.36,40,10.5,83,21.78,19,4.99,24,6.3,10,2.62,29005
29,6,159,31,19.5,46,28.93,6,3.77,7,4.4,15,9.43,2,1.26,8,5.03,39,24.53,29006
29,7,323,44,13.62,101,31.27,19,5.88,16,4.95,27,8.36,11,3.41,31,9.6,63,19.5,29007
29,8,393,85,21.63,65,16.54,14,3.56,25,6.36,90,22.9,23,5.85,16,4.07,21,5.34,29008
29,9,299,50,16.72,45,15.05,9,3.01,35,11.71,70,23.41,16,5.35,26,8.7,12,4.01,29009
29,10,389,91,23.39,90,23.14,11,2.83,19,4.88,72,18.51,26,6.68,11,2.83,9,2.31,29010
29,11,304,49,16.12,37,12.17,12,3.95,31,10.2,80,26.32,21,6.91,22,7.24,16,5.26,29011
29,12,349,70,20.06,70,20.06,16,4.58,22,6.3,66,18.91,15,4.3,23,6.59,23,6.59,29012
29,13,405,69,17.04,67,16.54,18,4.44,38,9.38,87,21.48,19,4.69,30,7.41,22,5.43,29013
29,14,382,89,23.3,70,18.32,18,4.71,23,6.02,71,18.59,25,6.54,17,4.45,14,3.66,29014
29,15,438,80,18.26,71,16.21,15,3.42,43,9.82,108,24.66,24,5.48,26,5.94,16,3.65,29015
29,16,450,127,28.22,122,27.11,7,1.56,15,3.33,39,8.67,13,2.89,12,2.67,9,2.0,29016
29,17,344,38,11.05,106,30.81,27,7.85,18,5.23,34,9.88,6,1.74,39,11.34,61,17.73,29017
29,18,432,79,18.29,58,13.43,18,4.17,57,13.19,91,21.06,23,5.32,19,4.4,13,3.01,29018
29,19,348,66,18.97,74,21.26,17,4.89,29,8.33,66,18.97,14,4.02,17,4.89,13,3.74,29019
29,20,466,111,23.82,84,18.03,16,3.43,32,6.87,80,17.17,27,5.79,24,5.15,20,4.29,29020
29,21,261,57,21.84,37,14.18,12,4.6,25,9.58,56,21.46,10,3.83,24,9.2,12,4.6,29021
29,22,263,51,19.39,57,21.67,15,5.7,13,4.94,25,9.51,11,4.18,30,11.41,45,17.11,29022
29,23,286,56,19.58,56,19.58,13,4.55,19,6.64,49,17.13,13,4.55,18,6.29,13,4.55,29023
29,24,402,76,18.91,64,15.92,17,4.23,28,6.97,99,24.63,24,5.97,17,4.23,16,3.98,29024
29,25,461,82,17.79,79,17.14,22,4.77,39,8.46,104,22.56,37,8.03,30,6.51,19,4.12,29025
29,26,394,93,23.6,89,22.59,8,2.03,23,5.84,73,18.53,12,3.05,17,4.31,16,4.06,29026
29,27,234,36,15.38,38,16.24,11,4.7,29,12.39,46,19.66,9,3.85,22,9.4,10,4.27,29027
29,28,206,34,16.5,45,21.84,12,5.83,17,8.25,50,24.27,13,6.31,11,5.34,8,3.88,29028
29,29,573,110,19.2,76,13.26,17,2.97,64,11.17,120,20.94,42,7.33,38,6.63,31,5.41,29029
29,30,321,53,16.51,70,21.81,13,4.05,29,9.03,74,23.05,17,5.3,18,5.61,21,6.54,29030
29,31,379,77,20.32,67,17.68,22,5.8,33,8.71,80,21.11,21,5.54,15,3.96,15,3.96,29031
29,32,371,81,21.83,47,12.67,11,2.96,40,10.78,100,26.95,12,3.23,21,5.66,13,3.5,29032
29,33,365,68,18.63,46,12.6,14,3.84,45,12.33,82,22.47,29,7.95,15,4.11,19,5.21,29033
29,34,277,56,20.22,60,21.66,9,3.25,16,5.78,35,12.64,13,4.69,19,6.86,49,17.69,29034
