ward,precinct,total,KATHLEEN THERESE MEANY,KATHLEEN THERESE MEANY Percent,CYNTHIA M. SANTOS,CYNTHIA M. SANTOS Percent,EDWARD J. SCHMIT III,EDWARD J. SCHMIT III Percent,"LEWIS W. POWELL, III","LEWIS W. POWELL, III Percent",JESSE J. EVANS,JESSE J. EVANS Percent,"TURHERAN """"TC"""" CRAWFORD","TURHERAN """"TC"""" CRAWFORD Percent",JAMES P. SHEEHAN,JAMES P. SHEEHAN Percent,FRANK AVILA,FRANK AVILA Percent,precinct_id
5,37,254,47,18.5,28,11.02,3,1.18,24,9.45,48,18.9,14,5.51,16,6.3,40,15.75,05037
5,38,495,108,21.82,80,16.16,17,3.43,31,6.26,65,13.13,23,4.65,28,5.66,79,15.96,05038
5,39,364,97,26.65,46,12.64,6,1.65,14,3.85,14,3.85,3,0.82,14,3.85,93,25.55,05039
5,40,326,42,12.88,58,17.79,12,3.68,37,11.35,90,27.61,21,6.44,23,7.06,17,5.21,05040
5,41,260,60,23.08,27,10.38,9,3.46,15,5.77,23,8.85,10,3.85,14,5.38,57,21.92,05041
5,42,380,49,12.89,50,13.16,14,3.68,60,15.79,68,17.89,13,3.42,20,5.26,51,13.42,05042
5,43,504,52,10.32,76,15.08,9,1.79,74,14.68,127,25.2,31,6.15,26,5.16,47,9.33,05043
5,44,426,56,13.15,62,14.55,23,5.4,57,13.38,100,23.47,24,5.63,29,6.81,35,8.22,05044
5,45,308,48,15.58,42,13.64,9,2.92,34,11.04,88,28.57,26,8.44,18,5.84,14,4.55,05045
5,46,428,79,18.46,70,16.36,9,2.1,34,7.94,64,14.95,24,5.61,25,5.84,63,14.72,05046
5,47,366,48,13.11,65,17.76,8,2.19,44,12.02,91,24.86,25,6.83,27,7.38,22,6.01,05047
5,48,342,63,18.42,61,17.84,10,2.92,31,9.06,54,15.79,16,4.68,20,5.85,41,11.99,05048
5,49,321,76,23.68,51,15.89,14,4.36,19,5.92,29,9.03,14,4.36,18,5.61,57,17.76,05049
5,50,281,43,15.3,34,12.1,5,1.78,31,11.03,76,27.05,14,4.98,23,8.19,21,7.47,05050
5,51,335,48,14.33,49,14.63,18,5.37,45,13.43,74,22.09,19,5.67,20,5.97,26,7.76,05051
5,52,261,30,11.49,35,13.41,10,3.83,38,14.56,74,28.35,18,6.9,17,6.51,12,4.6,05052
5,53,304,40,13.16,48,15.79,8,2.63,31,10.2,76,25.0,21,6.91,27,8.88,28,9.21,05053
5,54,294,32,10.88,39,13.27,4,1.36,42,14.29,67,22.79,15,5.1,14,4.76,32,10.88,05054
5,55,455,43,9.45,65,14.29,11,2.42,75,16.48,100,21.98,27,5.93,19,4.18,55,12.09,05055
5,56,279,35,12.54,45,16.13,7,2.51,39,13.98,79,28.32,16,5.73,21,7.53,13,4.66,05056
5,57,457,78,17.07,75,16.41,7,1.53,41,8.97,71,15.54,18,3.94,27,5.91,75,16.41,05057
5,58,279,36,12.9,32,11.47,7,2.51,44,15.77,52,18.64,21,7.53,18,6.45,31,11.11,05058
5,59,240,23,9.58,33,13.75,8,3.33,38,15.83,56,23.33,21,8.75,13,5.42,18,7.5,05059
6,1,772,121,15.67,80,10.36,19,2.46,87,11.27,170,22.02,33,4.27,36,4.66,103,13.34,06001
6,2,661,83,12.56,93,14.07,23,3.48,65,9.83,175,26.48,39,5.9,33,4.99,69,10.44,06002
6,3,561,82,14.62,88,15.69,24,4.28,55,9.8,163,29.06,26,4.63,26,4.63,44,7.84,06003
6,4,238,45,18.91,38,15.97,10,4.2,18,7.56,54,22.69,9,3.78,20,8.4,22,9.24,06004
6,5,238,42,17.65,39,16.39,12,5.04,27,11.34,63,26.47,6,2.52,10,4.2,14,5.88,06005
6,6,598,78,13.04,85,14.21,17,2.84,72,12.04,145,24.25,40,6.69,24,4.01,61,10.2,06006
6,7,446,73,16.37,67,15.02,10,2.24,51,11.43,120,26.91,30,6.73,35,7.85,25,5.61,06007
6,8,562,79,14.06,84,14.95,15,2.67,65,11.57,156,27.76,31,5.52,29,5.16,32,5.69,06008
6,9,657,96,14.61,82,12.48,10,1.52,109,16.59,151,22.98,30,4.57,26,3.96,62,9.44,06009
6,10,811,119,14.67,123,15.17,17,2.1,89,10.97,196,24.17,51,6.29,40,4.93,79,9.74,06010
6,11,554,89,16.06,85,15.34,11,1.99,66,11.91,128,23.1,34,6.14,26,4.69,50,9.03,06011
6,12,376,72,19.15,47,12.5,10,2.66,35,9.31,89,23.67,16,4.26,18,4.79,38,10.11,06012
6,13,472,73,15.47,56,11.86,11,2.33,73,15.47,115,24.36,26,5.51,20,4.24,43,9.11,06013
6,14,480,58,12.08,84,17.5,10,2.08,41,8.54,134,27.92,28,5.83,29,6.04,44,9.17,06014
6,15,281,53,18.86,34,12.1,11,3.91,22,7.83,70,24.91,16,5.69,18,6.41,24,8.54,06015
6,16,588,74,12.59,84,14.29,19,3.23,63,10.71,165,28.06,36,6.12,42,7.14,47,7.99,06016
6,17,657,85,12.94,70,10.65,15,2.28,79,12.02,175,26.64,38,5.78,17,2.59,66,10.05,06017
6,18,163,20,12.27,19,11.66,12,7.36,19,11.66,49,30.06,8,4.91,13,7.98,10,6.13,06018
6,19,504,80,15.87,62,12.3,22,4.37,35,6.94,125,24.8,37,7.34,30,5.95,47,9.33,06019
6,20,151,22,14.57,17,11.26,5,3.31,14,9.27,38,25.17,12,7.95,10,6.62,13,8.61,06020
6,21,606,86,14.19,83,13.7,18,2.97,63,10.4,149,24.59,25,4.13,31,5.12,76,12.54,06021
6,22,532,79,14.85,60,11.28,12,2.26,52,9.77,118,22.18,21,3.95,22,4.14,79,14.85,06022
6,23,428,58,13.55,66,15.42,16,3.74,36,8.41,125,29.21,17,3.97,27,6.31,34,7.94,06023
6,24,438,55,12.56,65,14.84,11,2.51,50,11.42,115,26.26,25,5.71,27,6.16,39,8.9,06024
6,25,483,93,19.25,58,12.01,12,2.48,47,9.73,120,24.84,19,3.93,24,4.97,53,10.97,06025
6,26,580,81,13.97,68,11.72,19,3.28,94,16.21,141,24.31,21,3.62,29,5.0,53,9.14,06026
6,27,764,99,12.96,91,11.91,24,3.14,71,9.29,206,26.96,35,4.58,31,4.06,93,12.17,06027
6,28,891,114,12.79,119,13.36,23,2.58,146,16.39,207,23.23,46,5.16,40,4.49,72,8.08,06028
6,29,700,105,15.0,103,14.71,19,2.71,65,9.29,181,25.86,29,4.14,30,4.29,74,10.57,06029
6,30,439,62,14.12,59,13.44,7,1.59,49,11.16,118,26.88,28,6.38,29,6.61,36,8.2,06030
6,31,688,86,12.5,113,16.42,22,3.2,87,12.65,189,27.47,42,6.1,37,5.38,46,6.69,06031
6,32,567,74,13.05,88,15.52,17,3.0,63,11.11,162,28.57,27,4.76,34,6.0,47,8.29,06032
6,33,628,77,12.26,97,15.45,25,3.98,83,13.22,161,25.64,39,6.21,36,5.73,42,6.69,06033
6,34,463,58,12.53,62,13.39,13,2.81,52,11.23,137,29.59,28,6.05,30,6.48,27,5.83,06034
6,35,694,109,15.71,102,14.7,21,3.03,57,8.21,164,23.63,37,5.33,41,5.91,73,10.52,06035
6,36,257,51,19.84,32,12.45,10,3.89,27,10.51,54,21.01,5,1.95,9,3.5,31,12.06,06036
6,37,705,92,13.05,89,12.62,21,2.98,76,10.78,183,25.96,39,5.53,31,4.4,71,10.07,06037
6,38,598,76,12.71,86,14.38,27,4.52,54,9.03,168,28.09,39,6.52,36,6.02,45,7.53,06038
6,39,281,51,18.15,49,17.44,17,6.05,24,8.54,77,27.4,11,3.91,16,5.69,15,5.34,06039
6,40,238,37,15.55,27,11.34,12,5.04,29,12.18,63,26.47,16,6.72,19,7.98,19,7.98,06040
6,41,652,129,19.79,76,11.66,12,1.84,53,8.13,133,20.4,24,3.68,21,3.22,94,14.42,06041
6,42,260,53,20.38,34,13.08,6,2.31,19,7.31,55,21.15,4,1.54,19,7.31,33,12.69,06042
6,43,583,81,13.89,98,16.81,25,4.29,74,12.69,152,26.07,27,4.63,40,6.86,36,6.17,06043
6,44,560,94,16.79,66,11.79,11,1.96,58,10.36,134,23.93,26,4.64,26,4.64,76,13.57,06044
6,45,302,40,13.25,42,13.91,12,3.97,31,10.26,83,27.48,20,6.62,18,5.96,24,7.95,06045
6,46,458,74,16.16,55,12.01,13,2.84,36,7.86,113,24.67,16,3.49,18,3.93,58,12.66,06046
6,47,585,94,16.07,79,13.5,17,2.91,63,10.77,126,21.54,32,5.47,25,4.27,67,11.45,06047
6,48,220,32,14.55,28,12.73,5,2.27,28,12.73,48,21.82,20,9.09,11,5.0,20,9.09,06048
6,49,465,69,14.84,73,15.7,19,4.09,36,7.74,117,25.16,23,4.95,28,6.02,46,9.89,06049
6,50,603,94,15.59,92,15.26,9,1.49,60,9.95,166,27.53,31,5.14,30,4.98,57,9.45,06050
6,51,410,62,15.12,57,13.9,15,3.66,45,10.98,107,26.1,15,3.66,22,5.37,36,8.78,06051
6,52,399,52,13.03,58,14.54,9,2.26,52,13.03,99,24.81,16,4.01,22,5.51,40,10.03,06052
6,53,419,75,17.9,60,14.32,12,2.86,47,11.22,114,27.21,26,6.21,30,7.16,21,5.01,06053
6,54,465,88,18.92,63,13.55,10,2.15,43,9.25,96,20.65,20,4.3,27,5.81,47,10.11,06054
6,55,373,55,14.75,41,10.99,13,3.49,35,9.38,96,25.74,22,5.9,14,3.75,44,11.8,06055
6,56,429,58,13.52,58,13.52,15,3.5,43,10.02,113,26.34,23,5.36,28,6.53,42,9.79,06056
6,57,314,56,17.83,38,12.1,10,3.18,26,8.28,72,22.93,19,6.05,14,4.46,31,9.87,06057
6,58,670,102,15.22,103,15.37,11,1.64,81,12.09,162,24.18,25,3.73,23,3.43,71,10.6,06058
6,59,496,62,12.5,62,12.5,20,4.03,61,12.3,136,27.42,31,6.25,26,5.24,34,6.85,06059
6,60,366,51,13.93,42,11.48,9,2.46,49,13.39,97,26.5,21,5.74,21,5.74,29,7.92,06060
6,61,328,47,14.33,44,13.41,13,3.96,44,13.41,93,28.35,20,6.1,25,7.62,16,4.88,06061
6,62,593,74,12.48,80,13.49,21,3.54,62,10.46,160,26.98,34,5.73,26,4.38,50,8.43,06062
6,63,468,65,13.89,59,12.61,14,2.99,46,9.83,131,27.99,25,5.34,25,5.34,43,9.19,06063
6,64,750,121,16.13,85,11.33,24,3.2,67,8.93,151,20.13,46,6.13,35,4.67,97,12.93,06064
7,1,812,149,18.35,171,21.06,17,2.09,58,7.14,161,19.83,40,4.93,33,4.06,36,4.43,07001
7,2,653,125,19.14,147,22.51,25,3.83,42,6.43,115,17.61,33,5.05,28,4.29,33,5.05,07002
7,3,401,55,13.72,73,18.2,17,4.24,42,10.47,86,21.45,24,5.99,30,7.48,24,5.99,07003
7,4,422,80,18.96,95,22.51,13,3.08,32,7.58,77,18.25,16,3.79,20,4.74,35,8.29,07004
7,5,353,67,18.98,83,23.51,10,2.83,16,4.53,52,14.73,13,3.68,17,4.82,34,9.63,07005
7,6,457,82,17.94,90,19.69,13,2.84,41,8.97,102,22.32,22,4.81,22,4.81,30,6.56,07006
7,7,422,87,20.62,93,22.04,14,3.32,24,5.69,74,17.54,11,2.61,30,7.11,16,3.79,07007
7,8,426,57,13.38,92,21.6,24,5.63,25,5.87,83,19.48,19,4.46,30,7.04,67,15.73,07008
7,9,601,95,15.81,106,17.64,10,1.66,53,8.82,133,22.13,32,5.32,32,5.32,46,7.65,07009
7,10,678,102,15.04,124,18.29,32,4.72,70,10.32,151,22.27,35,5.16,40,5.9,49,7.23,07010
7,11,484,68,14.05,90,18.6,10,2.07,55,11.36,117,24.17,36,7.44,19,3.93,30,6.2,07011
7,12,615,110,17.89,137,22.28,15,2.44,52,8.46,119,19.35,31,5.04,41,6.67,34,5.53,07012
7,13,242,43,17.77,54,22.31,4,1.65,23,9.5,51,21.07,10,4.13,8,3.31,12,4.96,07013
7,14,511,84,16.44,96,18.79,15,2.94,50,9.78,120,23.48,23,4.5,31,6.07,35,6.85,07014
7,15,603,104,17.25,104,17.25,28,4.64,51,8.46,124,20.56,33,5.47,43,7.13,41,6.8,07015
7,16,455,83,18.24,107,23.52,12,2.64,37,8.13,94,20.66,26,5.71,21,4.62,14,3.08,07016
7,17,375,59,15.73,60,16.0,16,4.27,50,13.33,93,24.8,20,5.33,21,5.6,15,4.0,07017
7,18,495,100,20.2,117,23.64,12,2.42,33,6.67,76,15.35,18,3.64,16,3.23,39,7.88,07018
7,19,571,97,16.99,114,19.96,19,3.33,58,10.16,128,22.42,25,4.38,28,4.9,38,6.65,07019
7,20,159,29,18.24,20,12.58,8,5.03,17,10.69,36,22.64,9,5.66,17,10.69,10,6.29,07020
7,21,492,80,16.26,95,19.31,13,2.64,51,10.37,107,21.75,24,4.88,32,6.5,29,5.89,07021
7,22,557,81,14.54,89,15.98,11,1.97,59,10.59,126,22.62,33,5.92,28,5.03,45,8.08,07022
7,23,467,97,20.77,104,22.27,12,2.57,31,6.64,80,17.13,17,3.64,30,6.42,17,3.64,07023
7,24,683,137,20.06,147,21.52,12,1.76,55,8.05,128,18.74,25,3.66,42,6.15,25,3.66,07024
7,25,508,89,17.52,110,21.65,14,2.76,40,7.87,112,22.05,16,3.15,19,3.74,37,7.28,07025
7,26,609,103,16.91,118,19.38,23,3.78,59,9.69,140,22.99,36,5.91,27,4.43,29,4.76,07026
7,27,533,70,13.13,88,16.51,16,3.0,55,10.32,146,27.39,41,7.69,33,6.19,27,5.07,07027
7,28,413,74,17.92,81,19.61,7,1.69,36,8.72,92,22.28,21,5.08,24,5.81,32,7.75,07028
7,29,332,71,21.39,73,21.99,5,1.51,29,8.73,59,17.77,12,3.61,16,4.82,9,2.71,07029
7,30,769,110,14.3,142,18.47,26,3.38,68,8.84,179,23.28,32,4.16,46,5.98,60,7.8,07030
7,31,737,113,15.33,127,17.23,17,2.31,89,12.08,166,22.52,35,4.75,39,5.29,48,6.51,07031
7,32,546,80,14.65,124,22.71,24,4.4,48,8.79,97,17.77,27,4.95,61,11.17,58,10.62,07032
7,33,573,90,15.71,113,19.72,18,3.14,46,8.03,132,23.04,24,4.19,40,6.98,40,6.98,07033
7,34,459,83,18.08,97,21.13,11,2.4,36,7.84,90,19.61,19,4.14,28,6.1,16,3.49,07034
7,35,686,129,18.8,139,20.26,23,3.35,62,9.04,123,17.93,34,4.96,38,5.54,34,4.96,07035
7,36,841,125,14.86,158,18.79,24,2.85,75,8.92,210,24.97,30,3.57,35,4.16,65,7.73,07036
7,37,655,103,15.73,107,16.34,16,2.44,52,7.94,146,22.29,33,5.04,27,4.12,64,9.77,07037
7,38,670,137,20.45,127,18.96,15,2.24,55,8.21,136,20.3,38,5.67,36,5.37,30,4.48,07038
7,39,474,79,16.67,92,19.41,19,4.01,43,9.07,107,22.57,29,6.12,25,5.27,16,3.38,07039
7,40,322,60,18.63,65,20.19,14,4.35,33,10.25,63,19.57,15,4.66,12,3.73,14,4.35,07040
7,41,641,120,18.72,118,18.41,21,3.28,50,7.8,137,21.37,32,4.99,30,4.68,42,6.55,07041
7,42,490,77,15.71,81,16.53,11,2.24,59,12.04,111,22.65,27,5.51,34,6.94,37,7.55,07042
7,43,580,95,16.38,110,18.97,17,2.93,51,8.79,118,20.34,27,4.66,37,6.38,32,5.52,07043
7,44,586,107,18.26,115,19.62,21,3.58,59,10.07,122,20.82,36,6.14,32,5.46,31,5.29,07044
7,45,803,169,21.05,196,24.41,12,1.49,42,5.23,113,14.07,28,3.49,33,4.11,45,5.6,07045
7,46,200,44,22.0,43,21.5,5,2.5,25,12.5,25,12.5,3,1.5,15,7.5,12,6.0,07046
8,1,654,103,15.75,131,20.03,15,2.29,64,9.79,162,24.77,34,5.2,32,4.89,40,6.12,08001
8,2,349,61,17.48,55,15.76,14,4.01,32,9.17,88,25.21,21,6.02,17,4.87,23,6.59,08002
8,3,791,117,14.79,134,16.94,15,1.9,87,11.0,197,24.91,32,4.05,47,5.94,46,5.82,08003
8,4,561,90,16.04,106,18.89,23,4.1,60,10.7,148,26.38,19,3.39,36,6.42,19,3.39,08004
8,5,725,107,14.76,117,16.14,18,2.48,91,12.55,180,24.83,39,5.38,42,5.79,42,5.79,08005
8,6,603,105,17.41,116,19.24,17,2.82,47,7.79,147,24.38,23,3.81,37,6.14,38,6.3,08006
8,7,394,63,15.99,77,19.54,13,3.3,44,11.17,82,20.81,24,6.09,21,5.33,24,6.09,08007
8,8,635,94,14.8,114,17.95,15,2.36,72,11.34,167,26.3,40,6.3,31,4.88,38,5.98,08008
8,9,733,114,15.55,124,16.92,20,2.73,73,9.96,191,26.06,42,5.73,45,6.14,44,6.0,08009
8,10,718,105,14.62,131,18.25,16,2.23,84,11.7,182,25.35,43,5.99,34,4.74,43,5.99,08010
8,11,394,66,16.75,72,18.27,8,2.03,34,8.63,105,26.65,21,5.33,38,9.64,17,4.31,08011
8,12,460,87,18.91,86,18.7,12,2.61,41,8.91,123,26.74,20,4.35,27,5.87,24,5.22,08012
8,13,422,75,17.77,91,21.56,10,2.37,36,8.53,99,23.46,26,6.16,21,4.98,29,6.87,08013
8,14,393,73,18.58,65,16.54,15,3.82,39,9.92,102,25.95,23,5.85,27,6.87,19,4.83,08014
8,15,434,64,14.75,89,20.51,13,3.0,43,9.91,106,24.42,31,7.14,29,6.68,19,4.38,08015
8,16,640,72,11.25,117,18.28,22,3.44,66,10.31,182,28.44,31,4.84,26,4.06,58,9.06,08016
8,17,479,71,14.82,87,18.16,8,1.67,48,10.02,117,24.43,23,4.8,36,7.52,32,6.68,08017
8,18,336,71,21.13,68,20.24,12,3.57,32,9.52,79,23.51,15,4.46,24,7.14,12,3.57,08018
8,19,664,80,12.05,105,15.81,24,3.61,80,12.05,176,26.51,32,4.82,46,6.93,47,7.08,08019
8,20,379,68,17.94,66,17.41,9,2.37,35,9.23,92,24.27,18,4.75,27,7.12,22,5.8,08020
8,21,403,75,18.61,80,19.85,12,2.98,40,9.93,98,24.32,20,4.96,23,5.71,17,4.22,08021
8,22,496,79,15.93,98,19.76,17,3.43,56,11.29,119,23.99,34,6.85,24,4.84,21,4.23,08022
8,23,450,77,17.11,73,16.22,14,3.11,53,11.78,121,26.89,23,5.11,28,6.22,25,5.56,08023
8,24,543,90,16.57,106,19.52,17,3.13,57,10.5,137,25.23,24,4.42,25,4.6,31,5.71,08024
8,25,519,80,15.41,111,21.39,15,2.89,53,10.21,133,25.63,27,5.2,29,5.59,25,4.82,08025
8,26,302,52,17.22,60,19.87,6,1.99,30,9.93,87,28.81,20,6.62,11,3.64,16,5.3,08026
8,27,601,118,19.63,122,20.3,19,3.16,59,9.82,142,23.63,32,5.32,36,5.99,29,4.83,08027
8,28,425,81,19.06,95,22.35,12,2.82,42,9.88,88,20.71,31,7.29,23,5.41,20,4.71,08028
8,29,536,108,20.15,105,19.59,12,2.24,48,8.96,128,23.88,24,4.48,22,4.1,32,5.97,08029
8,30,528,84,15.91,82,15.53,18,3.41,56,10.61,130,24.62,28,5.3,35,6.63,30,5.68,08030
8,31,429,92,21.45,88,20.51,19,4.43,35,8.16,93,21.68,22,5.13,20,4.66,25,5.83,08031
8,32,864,115,13.31,144,16.67,14,1.62,79,9.14,232,26.85,45,5.21,46,5.32,85,9.84,08032
8,33,542,122,22.51,128,23.62,17,3.14,33,6.09,132,24.35,19,3.51,34,6.27,27,4.98,08033
8,34,601,103,17.14,84,13.98,24,3.99,88,14.64,156,25.96,26,4.33,39,6.49,33,5.49,08034
8,35,662,105,15.86,135,20.39,15,2.27,78,11.78,165,24.92,29,4.38,36,5.44,37,5.59,08035
8,36,499,77,15.43,99,19.84,22,4.41,39,7.82,132,26.45,30,6.01,28,5.61,25,5.01,08036
8,37,488,69,14.14,71,14.55,16,3.28,54,11.07,127,26.02,36,7.38,34,6.97,32,6.56,08037
8,38,473,93,19.66,93,19.66,13,2.75,47,9.94,105,22.2,22,4.65,34,7.19,17,3.59,08038
8,39,605,85,14.05,102,16.86,20,3.31,46,7.6,160,26.45,29,4.79,32,5.29,61,10.08,08039
8,40,520,80,15.38,85,16.35,18,3.46,53,10.19,136,26.15,35,6.73,30,5.77,24,4.62,08040
8,41,501,94,18.76,109,21.76,12,2.4,43,8.58,116,23.15,22,4.39,25,4.99,28,5.59,08041
8,42,508,77,15.16,92,18.11,16,3.15,55,10.83,115,22.64,39,7.68,34,6.69,30,5.91,08042
8,43,396,69,17.42,66,16.67,26,6.57,31,7.83,109,27.53,18,4.55,22,5.56,19,4.8,08043
8,44,651,126,19.35,127,19.51,16,2.46,59,9.06,150,23.04,37,5.68,37,5.68,31,4.76,08044
8,45,454,100,22.03,100,22.03,17,3.74,43,9.47,89,19.6,24,5.29,32,7.05,23,5.07,08045
8,46,364,65,17.86,68,18.68,12,3.3,37,10.16,85,23.35,22,6.04,19,5.22,22,6.04,08046
8,47,519,94,18.11,101,19.46,18,3.47,48,9.25,138,26.59,26,5.01,28,5.39,25,4.82,08047
8,48,533,117,21.95,117,21.95,13,2.44,50,9.38,116,21.76,22,4.13,21,3.94,29,5.44,08048
8,49,592,75,12.67,102,17.23,26,4.39,63,10.64,166,28.04,43,7.26,32,5.41,34,5.74,08049
8,50,524,60,11.45,88,16.79,19,3.63,72,13.74,144,27.48,34,6.49,28,5.34,30,5.73,08050
8,51,531,82,15.44,86,16.2,12,2.26,53,9.98,145,27.31,25,4.71,33,6.21,30,5.65,08051
8,52,649,110,16.95,133,20.49,18,2.77,59,9.09,160,24.65,36,5.55,19,2.93,22,3.39,08052
8,53,613,98,15.99,125,20.39,14,2.28,62,10.11,159,25.94,35,5.71,39,6.36,19,3.1,08053
8,54,529,91,17.2,105,19.85,13,2.46,58,10.96,125,23.63,29,5.48,42,7.94,23,4.35,08054
8,55,456,63,13.82,85,18.64,23,5.04,46,10.09,121,26.54,31,6.8,29,6.36,24,5.26,08055
8,56,407,92,22.6,85,20.88,8,1.97,32,7.86,93,22.85,11,2.7,19,4.67,25,6.14,08056
8,57,619,110,17.77,119,19.22,20,3.23,65,10.5,133,21.49,31,5.01,39,6.3,33,5.33,08057
8,58,623,107,17.17,124,19.9,17,2.73,58,9.31,155,24.88,34,5.46,36,5.78,35,5.62,08058
8,59,487,94,19.3,111,22.79,19,3.9,54,11.09,104,21.36,31,6.37,25,5.13,16,3.29,08059
8,60,631,108,17.12,129,20.44,12,1.9,74,11.73,142,22.5,40,6.34,23,3.65,37,5.86,08060
8,61,433,54,12.47,67,15.47,14,3.23,45,10.39,115,26.56,25,5.77,28,6.47,32,7.39,08061
8,62,743,113,15.21,125,16.82,19,2.56,91,12.25,166,22.34,42,5.65,42,5.65,51,6.86,08062
8,63,665,103,15.49,143,21.5,15,2.26,68,10.23,152,22.86,37,5.56,38,5.71,40,6.02,08063
8,64,284,55,19.37,54,19.01,9,3.17,30,10.56,64,22.54,21,7.39,14,4.93,11,3.87,08064
8,65,590,78,13.22,103,17.46,12,2.03,69,11.69,149,25.25,43,7.29,31,5.25,32,5.42,08065
8,66,639,102,15.96,112,17.53,22,3.44,73,11.42,178,27.86,27,4.23,35,5.48,29,4.54,08066
9,1,603,65,10.78,53,8.79,19,3.15,101,16.75,155,25.7,29,4.81,26,4.31,71,11.77,09001
9,2,691,51,7.38,44,6.37,19,2.75,160,23.15,104,15.05,20,2.89,25,3.62,126,18.23,09002
9,3,339,40,11.8,42,12.39,18,5.31,48,14.16,69,20.35,14,4.13,31,9.14,30,8.85,09003
9,4,541,30,5.55,51,9.43,18,3.33,81,14.97,123,22.74,31,5.73,21,3.88,49,9.06,09004
9,5,569,57,10.02,50,8.79,16,2.81,87,15.29,125,21.97,24,4.22,41,7.21,79,13.88,09005
9,6,487,39,8.01,55,11.29,10,2.05,65,13.35,134,27.52,22,4.52,17,3.49,55,11.29,09006
9,7,494,57,11.54,70,14.17,20,4.05,72,14.57,116,23.48,25,5.06,30,6.07,47,9.51,09007
9,8,378,50,13.23,48,12.7,16,4.23,52,13.76,93,24.6,19,5.03,25,6.61,29,7.67,09008
9,9,692,71,10.26,77,11.13,14,2.02,119,17.2,134,19.36,21,3.03,31,4.48,97,14.02,09009
9,10,480,52,10.83,68,14.17,14,2.92,61,12.71,131,27.29,17,3.54,31,6.46,45,9.38,09010
9,11,285,36,12.63,24,8.42,18,6.32,47,16.49,51,17.89,12,4.21,18,6.32,30,10.53,09011
9,12,491,34,6.92,52,10.59,17,3.46,83,16.9,126,25.66,23,4.68,40,8.15,49,9.98,09012
9,13,742,64,8.63,74,9.97,19,2.56,113,15.23,163,21.97,36,4.85,54,7.28,100,13.48,09013
9,14,757,90,11.89,106,14.0,20,2.64,107,14.13,202,26.68,27,3.57,33,4.36,72,9.51,09014
9,15,213,30,14.08,31,14.55,8,3.76,31,14.55,45,21.13,14,6.57,10,4.69,17,7.98,09015
9,16,531,58,10.92,61,11.49,22,4.14,79,14.88,128,24.11,28,5.27,33,6.21,53,9.98,09016
9,17,410,50,12.2,55,13.41,12,2.93,50,12.2,110,26.83,18,4.39,23,5.61,39,9.51,09017
9,18,411,52,12.65,47,11.44,18,4.38,51,12.41,113,27.49,19,4.62,29,7.06,26,6.33,09018
9,19,565,50,8.85,76,13.45,21,3.72,81,14.34,128,22.65,18,3.19,32,5.66,64,11.33,09019
9,20,650,74,11.38,78,12.0,20,3.08,97,14.92,178,27.38,25,3.85,37,5.69,66,10.15,09020
9,21,394,42,10.66,56,14.21,21,5.33,44,11.17,112,28.43,20,5.08,26,6.6,28,7.11,09021
9,22,684,59,8.63,73,10.67,18,2.63,116,16.96,144,21.05,25,3.65,38,5.56,91,13.3,09022
9,23,368,28,7.61,28,7.61,13,3.53,61,16.58,85,23.1,14,3.8,21,5.71,51,13.86,09023
9,24,223,32,14.35,21,9.42,8,3.59,36,16.14,41,18.39,12,5.38,15,6.73,18,8.07,09024
9,25,229,21,9.17,28,12.23,13,5.68,28,12.23,52,22.71,8,3.49,15,6.55,35,15.28,09025
9,26,295,28,9.49,43,14.58,10,3.39,46,15.59,71,24.07,19,6.44,16,5.42,22,7.46,09026
9,27,312,37,11.86,41,13.14,8,2.56,38,12.18,82,26.28,13,4.17,19,6.09,31,9.94,09027
9,28,301,31,10.3,54,17.94,18,5.98,26,8.64,55,18.27,13,4.32,17,5.65,52,17.28,09028
9,29,441,45,10.2,51,11.56,14,3.17,74,16.78,99,22.45,12,2.72,23,5.22,60,13.61,09029
9,30,556,60,10.79,64,11.51,13,2.34,83,14.93,129,23.2,19,3.42,28,5.04,63,11.33,09030
9,31,394,43,10.91,53,13.45,19,4.82,60,15.23,85,21.57,9,2.28,29,7.36,38,9.64,09031
9,32,537,46,8.57,60,11.17,16,2.98,90,16.76,117,21.79,17,3.17,26,4.84,74,13.78,09032
9,33,342,36,10.53,41,11.99,14,4.09,50,14.62,83,24.27,13,3.8,23,6.73,39,11.4,09033
9,34,398,48,12.06,42,10.55,18,4.52,57,14.32,93,23.37,24,6.03,16,4.02,39,9.8,09034
9,35,539,62,11.5,62,11.5,18,3.34,81,15.03,128,23.75,24,4.45,27,5.01,58,10.76,09035
9,36,277,32,11.55,35,12.64,14,5.05,43,15.52,56,20.22,16,5.78,18,6.5,29,10.47,09036
9,37,545,87,15.96,101,18.53,34,6.24,30,5.5,49,8.99,18,3.3,67,12.29,128,23.49,09037
9,38,505,51,10.1,57,11.29,27,5.35,78,15.45,103,20.4,21,4.16,22,4.36,64,12.67,09038
9,39,436,44,10.09,46,10.55,7,1.61,60,13.76,113,25.92,14,3.21,20,4.59,42,9.63,09039
9,40,655,57,8.7,67,10.23,13,1.98,113,17.25,136,20.76,32,4.89,23,3.51,100,15.27,09040
9,41,601,63,10.48,69,11.48,20,3.33,83,13.81,130,21.63,21,3.49,45,7.49,50,8.32,09041
