ward,precinct,total,PAUL G. VALLAS,PAUL G. VALLAS Percent,ROD R. BLAGOJEVICH,ROD R. BLAGOJEVICH Percent,ROLAND W. BURRIS,ROLAND W. BURRIS Percent,precinct_id
20,22,162,12,7.41,12,7.41,138,85.19,20022
20,23,172,16,9.3,9,5.23,147,85.47,20023
20,24,228,30,13.16,12,5.26,186,81.58,20024
20,25,132,12,9.09,7,5.3,113,85.61,20025
20,26,342,30,8.77,15,4.39,297,86.84,20026
20,27,138,5,3.62,8,5.8,125,90.58,20027
20,28,214,17,7.94,12,5.61,185,86.45,20028
20,29,157,11,7.01,5,3.18,141,89.81,20029
20,30,185,23,12.43,2,1.08,160,86.49,20030
20,31,151,13,8.61,5,3.31,133,88.08,20031
20,32,280,24,8.57,16,5.71,240,85.71,20032
20,33,210,19,9.05,10,4.76,181,86.19,20033
20,34,230,45,19.57,26,11.3,159,69.13,20034
20,35,103,9,8.74,2,1.94,92,89.32,20035
20,36,190,12,6.32,7,3.68,171,90.0,20036
20,37,134,12,8.96,3,2.24,119,88.81,20037
20,38,252,32,12.7,8,3.17,212,84.13,20038
20,39,179,17,9.5,13,7.26,149,83.24,20039
20,40,147,13,8.84,7,4.76,127,86.39,20040
20,41,42,1,2.38,3,7.14,38,90.48,20041
20,42,63,3,4.76,3,4.76,57,90.48,20042
20,43,259,28,10.81,15,5.79,216,83.4,20043
20,44,241,14,5.81,12,4.98,215,89.21,20044
20,45,44,1,2.27,1,2.27,42,95.45,20045
20,46,92,6,6.52,6,6.52,80,86.96,20046
20,47,130,11,8.46,6,4.62,113,86.92,20047
20,48,114,12,10.53,3,2.63,99,86.84,20048
20,49,145,15,10.34,9,6.21,121,83.45,20049
20,50,132,8,6.06,11,8.33,113,85.61,20050
20,51,174,18,10.34,4,2.3,152,87.36,20051
20,52,48,6,12.5,3,6.25,39,81.25,20052
21,1,337,45,13.35,14,4.15,278,82.49,21001
21,2,139,20,14.39,9,6.47,110,79.14,21002
21,3,374,33,8.82,29,7.75,312,83.42,21003
21,4,329,41,12.46,11,3.34,277,84.19,21004
21,5,247,21,8.5,6,2.43,220,89.07,21005
21,6,225,23,10.22,10,4.44,192,85.33,21006
21,7,271,24,8.86,9,3.32,238,87.82,21007
21,8,252,24,9.52,11,4.37,217,86.11,21008
21,9,244,20,8.2,13,5.33,211,86.48,21009
21,10,171,14,8.19,8,4.68,149,87.13,21010
21,11,265,32,12.08,11,4.15,222,83.77,21011
21,12,272,21,7.72,26,9.56,225,82.72,21012
21,13,146,14,9.59,7,4.79,125,85.62,21013
21,14,235,21,8.94,8,3.4,206,87.66,21014
21,15,167,26,15.57,9,5.39,132,79.04,21015
21,16,108,11,10.19,5,4.63,92,85.19,21016
21,17,134,18,13.43,4,2.99,112,83.58,21017
21,18,263,25,9.51,8,3.04,230,87.45,21018
21,19,209,21,10.05,5,2.39,183,87.56,21019
21,20,65,16,24.62,5,7.69,44,67.69,21020
21,21,260,28,10.77,8,3.08,224,86.15,21021
21,22,271,32,11.81,16,5.9,223,82.29,21022
21,23,208,15,7.21,10,4.81,183,87.98,21023
21,24,271,18,6.64,9,3.32,244,90.04,21024
21,25,218,17,7.8,2,0.92,199,91.28,21025
21,26,195,15,7.69,10,5.13,170,87.18,21026
21,27,272,30,11.03,12,4.41,230,84.56,21027
21,28,214,27,12.62,11,5.14,176,82.24,21028
21,29,196,22,11.22,11,5.61,163,83.16,21029
21,30,131,21,16.03,2,1.53,108,82.44,21030
21,31,337,36,10.68,13,3.86,288,85.46,21031
21,32,128,14,10.94,7,5.47,107,83.59,21032
21,33,251,28,11.16,11,4.38,212,84.46,21033
21,34,289,28,9.69,7,2.42,254,87.89,21034
21,35,176,15,8.52,8,4.55,153,86.93,21035
21,36,297,39,13.13,12,4.04,246,82.83,21036
21,37,151,17,11.26,6,3.97,128,84.77,21037
21,38,250,22,8.8,12,4.8,216,86.4,21038
21,39,189,19,10.05,12,6.35,158,83.6,21039
21,40,242,32,13.22,6,2.48,204,84.3,21040
21,41,201,22,10.95,9,4.48,170,84.58,21041
21,42,266,26,9.77,6,2.26,234,87.97,21042
21,43,212,24,11.32,12,5.66,176,83.02,21043
21,44,231,26,11.26,7,3.03,198,85.71,21044
21,45,198,15,7.58,9,4.55,174,87.88,21045
21,46,172,19,11.05,8,4.65,145,84.3,21046
21,47,329,30,9.12,11,3.34,288,87.54,21047
21,48,293,36,12.29,16,5.46,241,82.25,21048
21,49,297,25,8.42,12,4.04,260,87.54,21049
21,50,236,22,9.32,8,3.39,206,87.29,21050
21,51,259,31,11.97,9,3.47,219,84.56,21051
21,52,243,32,13.17,11,4.53,200,82.3,21052
21,53,219,24,10.96,8,3.65,187,85.39,21053
21,54,243,29,11.93,7,2.88,207,85.19,21054
21,55,259,27,10.42,11,4.25,221,85.33,21055
21,56,150,18,12.0,9,6.0,123,82.0,21056
21,57,151,19,12.58,4,2.65,128,84.77,21057
21,58,166,21,12.65,2,1.2,143,86.14,21058
21,59,320,33,10.31,6,1.88,281,87.81,21059
21,60,110,6,5.45,13,11.82,91,82.73,21060
21,61,274,21,7.66,6,2.19,247,90.15,21061
21,62,293,25,8.53,11,3.75,257,87.71,21062
21,63,239,20,8.37,13,5.44,206,86.19,21063
21,64,168,16,9.52,8,4.76,144,85.71,21064
21,65,232,20,8.62,4,1.72,208,89.66,21065
21,66,213,16,7.51,16,7.51,181,84.98,21066
21,67,197,26,13.2,9,4.57,162,82.23,21067
21,68,126,13,10.32,2,1.59,111,88.1,21068
21,69,151,15,9.93,10,6.62,126,83.44,21069
21,70,173,23,13.29,8,4.62,142,82.08,21070
22,1,117,13,11.11,11,9.4,93,79.49,22001
22,2,123,19,15.45,97,78.86,7,5.69,22002
22,3,178,55,30.9,119,66.85,4,2.25,22003
22,4,153,45,29.41,100,65.36,8,5.23,22004
22,5,202,40,19.8,153,75.74,9,4.46,22005
22,6,179,25,13.97,147,82.12,7,3.91,22006
22,7,148,5,3.38,10,6.76,133,89.86,22007
22,8,233,12,5.15,9,3.86,212,90.99,22008
22,9,170,36,21.18,122,71.76,12,7.06,22009
22,10,218,58,26.61,150,68.81,10,4.59,22010
22,11,152,47,30.92,98,64.47,7,4.61,22011
22,12,167,8,4.79,8,4.79,151,90.42,22012
22,13,160,51,31.88,100,62.5,9,5.63,22013
22,14,104,18,17.31,50,48.08,36,34.62,22014
22,15,157,17,10.83,7,4.46,133,84.71,22015
22,16,179,54,30.17,114,63.69,11,6.15,22016
22,17,186,39,20.97,137,73.66,10,5.38,22017
22,18,142,44,30.99,89,62.68,9,6.34,22018
22,19,128,24,18.75,13,10.16,91,71.09,22019
22,20,148,18,12.16,7,4.73,123,83.11,22020
22,21,217,19,8.76,7,3.23,191,88.02,22021
22,22,77,3,3.9,7,9.09,67,87.01,22022
22,23,187,57,30.48,123,65.78,7,3.74,22023
22,24,163,49,30.06,105,64.42,9,5.52,22024
22,25,150,51,34.0,91,60.67,8,5.33,22025
22,26,111,37,33.33,72,64.86,2,1.8,22026
22,27,218,59,27.06,149,68.35,10,4.59,22027
22,28,224,13,5.8,7,3.13,204,91.07,22028
22,29,94,27,28.72,62,65.96,5,5.32,22029
23,1,250,112,44.8,131,52.4,7,2.8,23001
23,2,312,105,33.65,194,62.18,13,4.17,23002
23,3,264,125,47.35,130,49.24,9,3.41,23003
23,4,193,77,39.9,103,53.37,13,6.74,23004
23,5,201,72,35.82,120,59.7,9,4.48,23005
23,6,242,82,33.88,150,61.98,10,4.13,23006
23,7,175,75,42.86,92,52.57,8,4.57,23007
23,8,213,77,36.15,129,60.56,7,3.29,23008
23,9,168,65,38.69,98,58.33,5,2.98,23009
23,10,352,80,22.73,260,73.86,12,3.41,23010
23,11,277,132,47.65,138,49.82,7,2.53,23011
23,12,247,129,52.23,113,45.75,5,2.02,23012
23,13,291,140,48.11,138,47.42,13,4.47,23013
23,14,236,95,40.25,130,55.08,11,4.66,23014
23,15,267,130,48.69,124,46.44,13,4.87,23015
23,16,282,123,43.62,154,54.61,5,1.77,23016
23,17,315,173,54.92,132,41.9,10,3.17,23017
23,18,232,113,48.71,114,49.14,5,2.16,23018
23,19,273,110,40.29,159,58.24,4,1.47,23019
23,20,240,103,42.92,132,55.0,5,2.08,23020
23,21,191,88,46.07,100,52.36,3,1.57,23021
23,22,175,53,30.29,118,67.43,4,2.29,23022
23,23,188,58,30.85,100,53.19,30,15.96,23023
23,24,155,55,35.48,89,57.42,11,7.1,23024
23,25,211,59,27.96,143,67.77,9,4.27,23025
23,26,240,126,52.5,106,44.17,8,3.33,23026
23,27,187,75,40.11,105,56.15,7,3.74,23027
23,28,214,97,45.33,105,49.07,12,5.61,23028
23,29,186,89,47.85,87,46.77,10,5.38,23029
23,30,284,106,37.32,169,59.51,9,3.17,23030
23,31,248,111,44.76,129,52.02,8,3.23,23031
23,32,289,103,35.64,148,51.21,38,13.15,23032
23,33,318,125,39.31,185,58.18,8,2.52,23033
23,34,195,61,31.28,127,65.13,7,3.59,23034
23,35,175,4,2.29,24,13.71,147,84.0,23035
23,36,293,139,47.44,145,49.49,9,3.07,23036
23,37,178,15,8.43,19,10.67,144,80.9,23037
23,38,188,92,48.94,93,49.47,3,1.6,23038
23,39,215,88,40.93,119,55.35,8,3.72,23039
23,40,241,101,41.91,133,55.19,7,2.9,23040
23,41,226,68,30.09,152,67.26,6,2.65,23041
23,42,193,75,38.86,110,56.99,8,4.15,23042
23,43,235,116,49.36,116,49.36,3,1.28,23043
23,44,252,98,38.89,144,57.14,10,3.97,23044
23,45,240,103,42.92,128,53.33,9,3.75,23045
23,46,258,118,45.74,135,52.33,5,1.94,23046
23,47,307,166,54.07,128,41.69,13,4.23,23047
23,48,213,72,33.8,135,63.38,6,2.82,23048
23,49,173,55,31.79,109,63.01,9,5.2,23049
23,50,175,62,35.43,109,62.29,4,2.29,23050
23,51,223,72,32.29,135,60.54,16,7.17,23051
23,52,305,128,41.97,166,54.43,11,3.61,23052
23,53,178,47,26.4,123,69.1,8,4.49,23053
23,54,275,101,36.73,168,61.09,6,2.18,23054
23,55,247,124,50.2,111,44.94,12,4.86,23055
23,56,227,105,46.26,112,49.34,10,4.41,23056
23,57,192,79,41.15,106,55.21,7,3.65,23057
23,58,390,174,44.62,199,51.03,17,4.36,23058
23,59,166,76,45.78,83,50.0,7,4.22,23059
23,60,278,144,51.8,125,44.96,9,3.24,23060
23,61,275,126,45.82,129,46.91,20,7.27,23061
23,62,272,114,41.91,149,54.78,9,3.31,23062
24,1,185,19,10.27,13,7.03,153,82.7,24001
24,2,179,15,8.38,10,5.59,154,86.03,24002
24,3,172,22,12.79,4,2.33,146,84.88,24003
24,4,151,12,7.95,10,6.62,129,85.43,24004
24,5,173,14,8.09,8,4.62,151,87.28,24005
24,6,203,25,12.32,6,2.96,172,84.73,24006
24,7,159,11,6.92,5,3.14,143,89.94,24007
24,8,180,13,7.22,9,5.0,158,87.78,24008
24,9,176,12,6.82,4,2.27,160,90.91,24009
24,10,168,16,9.52,8,4.76,144,85.71,24010
24,11,48,3,6.25,4,8.33,41,85.42,24011
24,12,135,11,8.15,6,4.44,118,87.41,24012
24,13,142,12,8.45,5,3.52,125,88.03,24013
24,14,223,30,13.45,9,4.04,184,82.51,24014
24,15,158,11,6.96,8,5.06,139,87.97,24015
24,16,143,14,9.79,6,4.2,123,86.01,24016
24,17,167,15,8.98,3,1.8,149,89.22,24017
24,18,116,11,9.48,5,4.31,100,86.21,24018
24,19,151,18,11.92,2,1.32,131,86.75,24019
24,20,205,18,8.78,9,4.39,178,86.83,24020
24,21,132,10,7.58,7,5.3,115,87.12,24021
24,22,202,19,9.41,15,7.43,168,83.17,24022
24,23,181,10,5.52,13,7.18,158,87.29,24023
24,24,131,6,4.58,7,5.34,118,90.08,24024
24,25,199,24,12.06,11,5.53,164,82.41,24025
24,26,200,14,7.0,7,3.5,179,89.5,24026
24,27,83,13,15.66,1,1.2,69,83.13,24027
24,28,192,8,4.17,2,1.04,182,94.79,24028
24,29,184,20,10.87,12,6.52,152,82.61,24029
24,30,162,10,6.17,6,3.7,146,90.12,24030
24,31,158,14,8.86,6,3.8,138,87.34,24031
24,32,207,17,8.21,11,5.31,179,86.47,24032
24,33,137,8,5.84,8,5.84,121,88.32,24033
24,34,132,7,5.3,8,6.06,117,88.64,24034
24,35,187,19,10.16,9,4.81,159,85.03,24035
24,36,145,11,7.59,3,2.07,131,90.34,24036
24,37,184,19,10.33,0,0.0,165,89.67,24037
24,38,185,13,7.03,15,8.11,157,84.86,24038
24,39,174,12,6.9,8,4.6,154,88.51,24039
24,40,233,19,8.15,9,3.86,205,87.98,24040
24,41,151,10,6.62,11,7.28,130,86.09,24041
24,42,183,22,12.02,8,4.37,153,83.61,24042
24,43,188,11,5.85,9,4.79,168,89.36,24043
24,44,61,2,3.28,1,1.64,58,95.08,24044
24,45,138,7,5.07,9,6.52,122,88.41,24045
24,46,167,16,9.58,4,2.4,147,88.02,24046
24,47,161,11,6.83,8,4.97,142,88.2,24047
24,48,34,3,8.82,1,2.94,30,88.24,24048
24,49,208,29,13.94,7,3.37,172,82.69,24049
24,50,258,23,8.91,8,3.1,227,87.98,24050
24,51,255,22,8.63,9,3.53,224,87.84,24051
24,52,197,20,10.15,13,6.6,164,83.25,24052
24,53,150,20,13.33,24,16.0,106,70.67,24053
25,1,188,67,35.64,108,57.45,13,6.91,25001
25,2,197,45,22.84,134,68.02,18,9.14,25002
25,3,212,56,26.42,149,70.28,7,3.3,25003
25,4,363,126,34.71,186,51.24,51,14.05,25004
25,5,214,75,35.05,124,57.94,15,7.01,25005
25,6,241,99,41.08,106,43.98,36,14.94,25006
25,7,176,52,29.55,111,63.07,13,7.39,25007
25,8,200,54,27.0,130,65.0,16,8.0,25008
25,9,253,89,35.18,148,58.5,16,6.32,25009
25,10,66,7,10.61,7,10.61,52,78.79,25010
25,11,225,77,34.22,136,60.44,12,5.33,25011
25,12,168,63,37.5,92,54.76,13,7.74,25012
25,13,207,52,25.12,146,70.53,9,4.35,25013
25,14,189,59,31.22,116,61.38,14,7.41,25014
25,15,203,64,31.53,136,67.0,3,1.48,25015
25,16,139,45,32.37,75,53.96,19,13.67,25016
25,17,311,74,23.79,187,60.13,50,16.08,25017
25,18,308,49,15.91,193,62.66,66,21.43,25018
25,19,216,61,28.24,145,67.13,10,4.63,25019
25,20,263,68,25.86,183,69.58,12,4.56,25020
25,21,193,48,24.87,121,62.69,24,12.44,25021
25,22,156,39,25.0,107,68.59,10,6.41,25022
25,23,204,88,43.14,95,46.57,21,10.29,25023
25,24,189,77,40.74,106,56.08,6,3.17,25024
26,1,156,32,20.51,83,53.21,41,26.28,26001
26,2,166,36,21.69,89,53.61,41,24.7,26002
26,3,122,25,20.49,78,63.93,19,15.57,26003
26,4,213,64,30.05,135,63.38,14,6.57,26004
26,5,192,47,24.48,115,59.9,30,15.63,26005
26,6,216,69,31.94,103,47.69,44,20.37,26006
26,7,67,30,44.78,30,44.78,7,10.45,26007
26,8,127,73,57.48,42,33.07,12,9.45,26008
26,9,159,40,25.16,102,64.15,17,10.69,26009
26,10,162,41,25.31,81,50.0,40,24.69,26010
26,11,207,51,24.64,149,71.98,7,3.38,26011
26,12,176,37,21.02,101,57.39,38,21.59,26012
26,13,202,67,33.17,108,53.47,27,13.37,26013
26,14,273,63,23.08,183,67.03,27,9.89,26014
26,15,122,19,15.57,93,76.23,10,8.2,26015
26,16,177,18,10.17,106,59.89,53,29.94,26016
26,17,206,50,24.27,140,67.96,16,7.77,26017
26,18,190,46,24.21,121,63.68,23,12.11,26018
26,19,214,65,30.37,127,59.35,22,10.28,26019
26,20,126,28,22.22,72,57.14,26,20.63,26020
26,21,176,36,20.45,120,68.18,20,11.36,26021
26,22,97,21,21.65,54,55.67,22,22.68,26022
26,23,168,51,30.36,99,58.93,18,10.71,26023
26,24,236,82,34.75,139,58.9,15,6.36,26024
26,25,205,68,33.17,114,55.61,23,11.22,26025
26,26,106,23,21.7,76,71.7,7,6.6,26026
26,27,125,26,20.8,80,64.0,19,15.2,26027
26,28,229,69,30.13,141,61.57,19,8.3,26028
26,29,182,42,23.08,104,57.14,36,19.78,26029
26,30,176,57,32.39,93,52.84,26,14.77,26030
26,31,53,14,26.42,37,69.81,2,3.77,26031
26,32,197,56,28.43,128,64.97,13,6.6,26032
26,33,170,63,37.06,93,54.71,14,8.24,26033
26,34,189,79,41.8,94,49.74,16,8.47,26034
26,35,168,47,27.98,109,64.88,12,7.14,26035
26,36,221,72,32.58,136,61.54,13,5.88,26036
26,37,161,70,43.48,83,51.55,8,4.97,26037
26,38,153,53,34.64,67,43.79,33,21.57,26038
27,1,65,38,58.46,19,29.23,8,12.31,27001
27,2,132,18,13.64,16,12.12,98,74.24,27002
27,3,156,21,13.46,16,10.26,119,76.28,27003
27,4,106,14,13.21,32,30.19,60,56.6,27004
27,5,87,17,19.54,30,34.48,40,45.98,27005
27,6,110,25,22.73,7,6.36,78,70.91,27006
27,7,116,59,50.86,20,17.24,37,31.9,27007
27,8,79,8,10.13,4,5.06,67,84.81,27008
27,9,278,45,16.19,28,10.07,205,73.74,27009
27,10,295,40,13.56,27,9.15,228,77.29,27010
27,11,113,20,17.7,9,7.96,84,74.34,27011
27,12,149,10,6.71,7,4.7,132,88.59,27012
27,13,312,88,28.21,113,36.22,111,35.58,27013
27,14,78,23,29.49,7,8.97,48,61.54,27014
27,15,128,22,17.19,21,16.41,85,66.41,27015
27,16,114,69,60.53,30,26.32,15,13.16,27016
27,17,218,40,18.35,43,19.72,135,61.93,27017
27,18,73,32,43.84,32,43.84,9,12.33,27018
27,19,131,16,12.21,14,10.69,101,77.1,27019
27,20,285,38,13.33,21,7.37,226,79.3,27020
27,21,101,13,12.87,8,7.92,80,79.21,27021
27,22,156,25,16.03,13,8.33,118,75.64,27022
27,23,140,11,7.86,12,8.57,117,83.57,27023
27,24,160,20,12.5,17,10.63,123,76.88,27024
27,25,108,11,10.19,10,9.26,87,80.56,27025
27,26,299,33,11.04,16,5.35,250,83.61,27026
27,27,86,10,11.63,6,6.98,70,81.4,27027
27,28,164,47,28.66,35,21.34,82,50.0,27028
27,29,114,17,14.91,14,12.28,83,72.81,27029
27,30,88,40,45.45,43,48.86,5,5.68,27030
27,31,135,22,16.3,15,11.11,98,72.59,27031
27,32,134,52,38.81,67,50.0,15,11.19,27032
27,33,117,21,17.95,8,6.84,88,75.21,27033
27,34,160,37,23.13,8,5.0,115,71.88,27034
27,35,117,41,35.04,58,49.57,18,15.38,27035
27,36,188,12,6.38,15,7.98,161,85.64,27036
27,37,216,81,37.5,29,13.43,106,49.07,27037
27,38,135,77,57.04,34,25.19,24,17.78,27038
27,39,92,28,30.43,10,10.87,54,58.7,27039
27,40,112,10,8.93,8,7.14,94,83.93,27040
27,41,186,72,38.71,97,52.15,17,9.14,27041
27,42,105,54,51.43,31,29.52,20,19.05,27042
27,43,129,21,16.28,17,13.18,91,70.54,27043
27,44,197,17,8.63,10,5.08,170,86.29,27044
27,45,209,25,11.96,10,4.78,174,83.25,27045
27,46,151,43,28.48,11,7.28,97,64.24,27046
27,47,122,14,11.48,9,7.38,99,81.15,27047
27,48,206,21,10.19,9,4.37,176,85.44,27048
27,49,136,22,16.18,9,6.62,105,77.21,27049
27,50,205,120,58.54,44,21.46,41,20.0,27050
27,51,101,20,19.8,7,6.93,74,73.27,27051
27,52,46,4,8.7,2,4.35,40,86.96,27052
27,53,169,63,37.28,32,18.93,74,43.79,27053
27,54,123,53,43.09,48,39.02,22,17.89,27054
27,55,58,31,53.45,21,36.21,6,10.34,27055
27,56,107,69,64.49,23,21.5,15,14.02,27056
27,57,118,78,66.1,23,19.49,17,14.41,27057
27,58,170,99,58.24,28,16.47,43,25.29,27058
27,59,57,7,12.28,2,3.51,48,84.21,27059
28,1,208,18,8.65,9,4.33,181,87.02,28001
28,2,106,7,6.6,9,8.49,90,84.91,28002
28,3,157,7,4.46,6,3.82,144,91.72,28003
28,4,243,27,11.11,12,4.94,204,83.95,28004
28,5,158,12,7.59,6,3.8,140,88.61,28005
28,6,203,12,5.91,9,4.43,182,89.66,28006
28,7,231,24,10.39,14,6.06,193,83.55,28007
28,8,104,4,3.85,3,2.88,97,93.27,28008
28,9,166,10,6.02,10,6.02,146,87.95,28009
28,10,212,15,7.08,8,3.77,189,89.15,28010
28,11,140,10,7.14,7,5.0,123,87.86,28011
28,12,136,9,6.62,6,4.41,121,88.97,28012
28,13,141,11,7.8,8,5.67,122,86.52,28013
28,14,61,13,21.31,27,44.26,21,34.43,28014
28,15,98,6,6.12,7,7.14,85,86.73,28015
28,16,151,14,9.27,8,5.3,129,85.43,28016
28,17,101,15,14.85,2,1.98,84,83.17,28017
28,18,219,22,10.05,9,4.11,188,85.84,28018
28,19,165,12,7.27,6,3.64,147,89.09,28019
28,20,216,22,10.19,9,4.17,185,85.65,28020
28,21,170,13,7.65,7,4.12,150,88.24,28021
28,22,159,7,4.4,6,3.77,146,91.82,28022
28,23,185,17,9.19,10,5.41,158,85.41,28023
28,24,95,12,12.63,13,13.68,70,73.68,28024
28,25,168,15,8.93,6,3.57,147,87.5,28025
28,26,164,15,9.15,11,6.71,138,84.15,28026
28,27,82,3,3.66,3,3.66,76,92.68,28027
28,28,136,18,13.24,12,8.82,106,77.94,28028
28,29,165,17,10.3,5,3.03,143,86.67,28029
28,30,99,8,8.08,8,8.08,83,83.84,28030
28,31,142,8,5.63,13,9.15,121,85.21,28031
28,32,150,24,16.0,9,6.0,117,78.0,28032
28,33,109,11,10.09,6,5.5,92,84.4,28033
28,34,166,19,11.45,14,8.43,133,80.12,28034
28,35,127,5,3.94,2,1.57,120,94.49,28035
28,36,159,8,5.03,5,3.14,146,91.82,28036
28,37,206,14,6.8,8,3.88,184,89.32,28037
28,38,127,11,8.66,5,3.94,111,87.4,28038
28,39,67,7,10.45,5,7.46,55,82.09,28039
28,40,175,12,6.86,4,2.29,159,90.86,28040
28,41,91,12,13.19,2,2.2,77,84.62,28041
28,42,113,9,7.96,3,2.65,101,89.38,28042
28,43,90,15,16.67,6,6.67,69,76.67,28043
28,44,103,13,12.62,1,0.97,89,86.41,28044
28,45,109,8,7.34,6,5.5,95,87.16,28045
28,46,128,12,9.38,8,6.25,108,84.38,28046
28,47,156,24,15.38,4,2.56,128,82.05,28047
28,48,43,3,6.98,3,6.98,37,86.05,28048
28,49,124,16,12.9,4,3.23,104,83.87,28049
28,50,92,7,7.61,3,3.26,82,89.13,28050
28,51,145,12,8.28,12,8.28,121,83.45,28051
28,52,160,23,14.38,7,4.38,130,81.25,28052
28,53,47,12,25.53,20,42.55,15,31.91,28053
28,54,103,3,2.91,5,4.85,95,92.23,28054
28,55,84,8,9.52,5,5.95,71,84.52,28055
28,56,142,12,8.45,4,2.82,126,88.73,28056
28,57,155,22,14.19,9,5.81,124,80.0,28057
28,58,116,8,6.9,7,6.03,101,87.07,28058
28,59,111,5,4.5,3,2.7,103,92.79,28059
28,60,123,15,12.2,10,8.13,98,79.67,28060
28,61,86,7,8.14,4,4.65,75,87.21,28061
29,1,203,21,10.34,8,3.94,174,85.71,29001
29,2,105,30,28.57,67,63.81,8,7.62,29002
29,3,201,19,9.45,19,9.45,163,81.09,29003
29,4,221,28,12.67,5,2.26,188,85.07,29004
29,5,227,19,8.37,14,6.17,194,85.46,29005
29,6,84,18,21.43,54,64.29,12,14.29,29006
29,7,164,42,25.61,108,65.85,14,8.54,29007
29,8,241,21,8.71,18,7.47,202,83.82,29008
29,9,157,13,8.28,12,7.64,132,84.08,29009
29,10,204,10,4.9,7,3.43,187,91.67,29010
29,11,203,19,9.36,18,8.87,166,81.77,29011
29,12,193,12,6.22,12,6.22,169,87.56,29012
29,13,246,30,12.2,14,5.69,202,82.11,29013
29,14,203,18,8.87,7,3.45,178,87.68,29014
29,15,240,19,7.92,13,5.42,208,86.67,29015
29,16,177,12,6.78,4,2.26,161,90.96,29016
29,17,178,36,20.22,126,70.79,16,8.99,29017
29,18,232,17,7.33,5,2.16,210,90.52,29018
29,19,181,13,7.18,15,8.29,153,84.53,29019
29,20,253,21,8.3,23,9.09,209,82.61,29020
29,21,157,18,11.46,9,5.73,130,82.8,29021
29,22,136,49,36.03,34,25.0,53,38.97,29022
29,23,149,11,7.38,16,10.74,122,81.88,29023
29,24,230,28,12.17,12,5.22,190,82.61,29024
29,25,281,23,8.19,11,3.91,247,87.9,29025
29,26,199,15,7.54,8,4.02,176,88.44,29026
29,27,134,16,11.94,8,5.97,110,82.09,29027
29,28,147,8,5.44,6,4.08,133,90.48,29028
29,29,283,31,10.95,16,5.65,236,83.39,29029
29,30,187,24,12.83,33,17.65,130,69.52,29030
29,31,210,26,12.38,8,3.81,176,83.81,29031
29,32,205,27,13.17,12,5.85,166,80.98,29032
29,33,207,15,7.25,13,6.28,179,86.47,29033
29,34,142,35,24.65,48,33.8,59,41.55,29034
29,35,282,21,7.45,97,34.4,164,58.16,29035
29,36,248,27,10.89,17,6.85,204,82.26,29036
29,37,212,27,12.74,17,8.02,168,79.25,29037
29,38,200,30,15.0,9,4.5,161,80.5,29038
29,39,186,47,25.27,104,55.91,35,18.82,29039
29,40,299,26,8.7,16,5.35,257,85.95,29040
29,41,293,31,10.58,15,5.12,247,84.3,29041
29,42,151,14,9.27,6,3.97,131,86.75,29042
29,43,283,24,8.48,22,7.77,237,83.75,29043
29,44,221,25,11.31,20,9.05,176,79.64,29044
29,45,194,14,7.22,4,2.06,176,90.72,29045
29,46,182,8,4.4,14,7.69,160,87.91,29046
29,47,333,54,16.22,22,6.61,257,77.18,29047
29,48,73,22,30.14,45,61.64,6,8.22,29048
29,49,299,34,11.37,28,9.36,237,79.26,29049
29,50,261,40,15.33,14,5.36,207,79.31,29050
29,51,200,27,13.5,21,10.5,152,76.0,29051
29,52,197,43,21.83,116,58.88,38,19.29,29052
29,53,125,30,24.0,81,64.8,14,11.2,29053
29,54,158,48,30.38,105,66.46,5,3.16,29054
29,55,36,3,8.33,5,13.89,28,77.78,29055
29,56,166,22,13.25,7,4.22,137,82.53,29056
30,1,257,124,48.25,108,42.02,25,9.73,30001
30,2,160,57,35.63,82,51.25,21,13.13,30002
30,3,249,107,42.97,121,48.59,21,8.43,30003
30,4,281,87,30.96,179,63.7,15,5.34,30004
30,5,130,46,35.38,77,59.23,7,5.38,30005
30,6,196,105,53.57,78,39.8,13,6.63,30006
30,7,181,59,32.6,117,64.64,5,2.76,30007
30,8,218,83,38.07,124,56.88,11,5.05,30008
30,9,319,89,27.9,212,66.46,18,5.64,30009
30,10,161,51,31.68,99,61.49,11,6.83,30010
30,11,195,59,30.26,127,65.13,9,4.62,30011
30,12,196,92,46.94,89,45.41,15,7.65,30012
30,13,127,59,46.46,56,44.09,12,9.45,30013
30,14,140,44,31.43,87,62.14,9,6.43,30014
30,15,241,140,58.09,86,35.68,15,6.22,30015
30,16,158,54,34.18,94,59.49,10,6.33,30016
30,17,118,47,39.83,63,53.39,8,6.78,30017
30,18,239,51,21.34,177,74.06,11,4.6,30018
30,19,202,61,30.2,132,65.35,9,4.46,30019
30,20,109,23,21.1,81,74.31,5,4.59,30020
30,21,58,13,22.41,38,65.52,7,12.07,30021
30,22,171,81,47.37,73,42.69,17,9.94,30022
30,23,121,32,26.45,80,66.12,9,7.44,30023
30,24,121,34,28.1,81,66.94,6,4.96,30024
30,25,203,52,25.62,139,68.47,12,5.91,30025
30,26,186,57,30.65,120,64.52,9,4.84,30026
30,27,152,41,26.97,106,69.74,5,3.29,30027
30,28,192,72,37.5,100,52.08,20,10.42,30028
30,29,195,88,45.13,89,45.64,18,9.23,30029
30,30,205,71,34.63,120,58.54,14,6.83,30030
30,31,173,59,34.1,110,63.58,4,2.31,30031
