ward,precinct,total,Kristyna Colleen Ryan,Kristyna Colleen Ryan Percent,Paula M. Lingo,Paula M. Lingo Percent,Frank James Ryan,Frank James Ryan Percent,precinct_id
50,28,145,62,42.76,48,33.1,35,24.14,50028
50,29,169,81,47.93,56,33.14,32,18.93,50029
50,30,134,34,25.37,70,52.24,30,22.39,50030
50,31,36,14,38.89,19,52.78,3,8.33,50031
50,32,185,79,42.7,74,40.0,32,17.3,50032
50,33,123,47,38.21,49,39.84,27,21.95,50033
50,34,127,53,41.73,40,31.5,34,26.77,50034
50,35,213,77,36.15,97,45.54,39,18.31,50035
50,36,156,53,33.97,78,50.0,25,16.03,50036
50,37,166,69,41.57,74,44.58,23,13.86,50037
50,38,129,41,31.78,54,41.86,34,26.36,50038
50,39,135,50,37.04,52,38.52,33,24.44,50039
50,40,132,41,31.06,52,39.39,39,29.55,50040
50,41,198,59,29.8,88,44.44,51,25.76,50041
50,42,165,59,35.76,81,49.09,25,15.15,50042
50,43,130,50,38.46,60,46.15,20,15.38,50043
50,44,114,39,34.21,39,34.21,36,31.58,50044
50,45,86,33,38.37,28,32.56,25,29.07,50045
