ward,precinct,total,Marilyn F. Johnson,Marilyn F. Johnson Percent,Joseph Robert Papavero,Joseph Robert Papavero Percent,precinct_id
26,21,120,89,74.17,31,25.83,26021
26,22,80,59,73.75,21,26.25,26022
26,23,96,52,54.17,44,45.83,26023
26,24,79,61,77.22,18,22.78,26024
26,25,38,33,86.84,5,13.16,26025
26,26,75,49,65.33,26,34.67,26026
26,27,101,70,69.31,31,30.69,26027
26,28,98,65,66.33,33,33.67,26028
26,29,125,83,66.4,42,33.6,26029
26,30,106,71,66.98,35,33.02,26030
26,31,82,55,67.07,27,32.93,26031
26,32,124,86,69.35,38,30.65,26032
26,33,47,33,70.21,14,29.79,26033
26,34,112,89,79.46,23,20.54,26034
26,35,125,94,75.2,31,24.8,26035
26,36,117,81,69.23,36,30.77,26036
26,37,74,50,67.57,24,32.43,26037
26,38,69,53,76.81,16,23.19,26038
26,39,98,73,74.49,25,25.51,26039
26,40,53,41,77.36,12,22.64,26040
26,41,112,77,68.75,35,31.25,26041
26,42,86,51,59.3,35,40.7,26042
26,43,86,55,63.95,31,36.05,26043
26,44,59,45,76.27,14,23.73,26044
26,45,139,100,71.94,39,28.06,26045
26,46,133,94,70.68,39,29.32,26046
26,47,62,38,61.29,24,38.71,26047
26,48,113,85,75.22,28,24.78,26048
26,49,80,58,72.5,22,27.5,26049
26,50,89,57,64.04,32,35.96,26050
26,51,99,62,62.63,37,37.37,26051
26,52,47,32,68.09,15,31.91,26052
26,53,64,44,68.75,20,31.25,26053
26,54,108,73,67.59,35,32.41,26054
26,55,77,52,67.53,25,32.47,26055
26,56,72,48,66.67,24,33.33,26056
26,57,110,78,70.91,32,29.09,26057
26,58,86,57,66.28,29,33.72,26058
26,59,91,73,80.22,18,19.78,26059
26,60,109,78,71.56,31,28.44,26060
26,61,61,38,62.3,23,37.7,26061
26,62,129,100,77.52,29,22.48,26062
26,63,50,28,56.0,22,44.0,26063
27,1,166,137,82.53,29,17.47,27001
27,2,148,120,81.08,28,18.92,27002
27,3,170,143,84.12,27,15.88,27003
27,4,112,96,85.71,16,14.29,27004
27,5,49,40,81.63,9,18.37,27005
27,6,81,65,80.25,16,19.75,27006
27,7,145,114,78.62,31,21.38,27007
27,8,176,156,88.64,20,11.36,27008
27,9,200,181,90.5,19,9.5,27009
27,10,290,260,89.66,30,10.34,27010
27,11,181,138,76.24,43,23.76,27011
27,12,140,116,82.86,24,17.14,27012
27,13,109,83,76.15,26,23.85,27013
27,14,211,192,91.0,19,9.0,27014
27,15,110,93,84.55,17,15.45,27015
27,16,49,46,93.88,3,6.12,27016
27,17,129,109,84.5,20,15.5,27017
27,18,131,87,66.41,44,33.59,27018
27,19,167,147,88.02,20,11.98,27019
27,20,275,252,91.64,23,8.36,27020
27,21,108,96,88.89,12,11.11,27021
27,22,170,153,90.0,17,10.0,27022
27,23,37,34,91.89,3,8.11,27023
27,24,162,141,87.04,21,12.96,27024
27,25,108,98,90.74,10,9.26,27025
27,26,148,134,90.54,14,9.46,27026
27,27,147,127,86.39,20,13.61,27027
27,28,153,137,89.54,16,10.46,27028
27,29,143,119,83.22,24,16.78,27029
27,30,108,91,84.26,17,15.74,27030
27,31,126,116,92.06,10,7.94,27031
27,32,119,100,84.03,19,15.97,27032
27,33,154,137,88.96,17,11.04,27033
27,34,142,132,92.96,10,7.04,27034
27,35,135,101,74.81,34,25.19,27035
27,36,157,133,84.71,24,15.29,27036
27,37,96,81,84.38,15,15.63,27037
27,38,119,97,81.51,22,18.49,27038
27,39,101,93,92.08,8,7.92,27039
27,40,137,113,82.48,24,17.52,27040
27,41,160,117,73.13,43,26.88,27041
27,42,111,94,84.68,17,15.32,27042
27,43,99,87,87.88,12,12.12,27043
27,44,131,113,86.26,18,13.74,27044
27,45,141,128,90.78,13,9.22,27045
27,46,202,185,91.58,17,8.42,27046
27,47,147,132,89.8,15,10.2,27047
27,48,174,159,91.38,15,8.62,27048
27,49,217,191,88.02,26,11.98,27049
27,50,181,152,83.98,29,16.02,27050
27,51,91,87,95.6,4,4.4,27051
27,52,162,147,90.74,15,9.26,27052
27,53,132,111,84.09,21,15.91,27053
27,54,143,110,76.92,33,23.08,27054
27,55,162,138,85.19,24,14.81,27055
27,56,118,95,80.51,23,19.49,27056
27,57,107,83,77.57,24,22.43,27057
27,58,52,43,82.69,9,17.31,27058
27,59,173,129,74.57,44,25.43,27059
28,1,189,170,89.95,19,10.05,28001
28,2,198,177,89.39,21,10.61,28002
28,3,127,117,92.13,10,7.87,28003
28,4,223,199,89.24,24,10.76,28004
28,5,157,135,85.99,22,14.01,28005
28,6,141,133,94.33,8,5.67,28006
28,7,162,143,88.27,19,11.73,28007
28,8,114,97,85.09,17,14.91,28008
28,9,147,133,90.48,14,9.52,28009
28,10,55,51,92.73,4,7.27,28010
28,11,140,125,89.29,15,10.71,28011
28,12,145,130,89.66,15,10.34,28012
28,13,93,83,89.25,10,10.75,28013
28,14,106,92,86.79,14,13.21,28014
28,15,175,155,88.57,20,11.43,28015
28,16,148,137,92.57,11,7.43,28016
28,17,145,133,91.72,12,8.28,28017
28,18,240,217,90.42,23,9.58,28018
28,19,172,159,92.44,13,7.56,28019
28,20,193,173,89.64,20,10.36,28020
28,21,236,214,90.68,22,9.32,28021
28,22,165,154,93.33,11,6.67,28022
28,23,162,145,89.51,17,10.49,28023
28,24,127,113,88.98,14,11.02,28024
28,25,97,84,86.6,13,13.4,28025
28,26,167,152,91.02,15,8.98,28026
28,27,224,204,91.07,20,8.93,28027
28,28,127,120,94.49,7,5.51,28028
28,29,168,94,55.95,74,44.05,28029
28,30,95,83,87.37,12,12.63,28030
28,31,152,134,88.16,18,11.84,28031
28,32,168,140,83.33,28,16.67,28032
28,33,169,148,87.57,21,12.43,28033
28,34,45,26,57.78,19,42.22,28034
28,35,150,135,90.0,15,10.0,28035
28,36,130,119,91.54,11,8.46,28036
28,37,188,165,87.77,23,12.23,28037
28,38,60,30,50.0,30,50.0,28038
28,39,160,147,91.88,13,8.13,28039
28,40,221,196,88.69,25,11.31,28040
28,41,177,158,89.27,19,10.73,28041
28,42,150,136,90.67,14,9.33,28042
28,43,235,213,90.64,22,9.36,28043
28,44,174,150,86.21,24,13.79,28044
28,45,171,149,87.13,22,12.87,28045
28,46,160,140,87.5,20,12.5,28046
28,47,173,140,80.92,33,19.08,28047
28,48,83,77,92.77,6,7.23,28048
28,49,71,65,91.55,6,8.45,28049
28,50,112,104,92.86,8,7.14,28050
28,51,141,116,82.27,25,17.73,28051
28,52,143,115,80.42,28,19.58,28052
28,53,95,59,62.11,36,37.89,28053
28,54,139,122,87.77,17,12.23,28054
28,55,153,136,88.89,17,11.11,28055
28,56,165,147,89.09,18,10.91,28056
28,57,165,156,94.55,9,5.45,28057
28,58,170,155,91.18,15,8.82,28058
28,59,123,108,87.8,15,12.2,28059
28,60,106,98,92.45,8,7.55,28060
28,61,95,73,76.84,22,23.16,28061
29,1,402,374,93.03,28,6.97,29001
29,2,150,99,66.0,51,34.0,29002
29,3,301,272,90.37,29,9.63,29003
29,4,245,221,90.2,24,9.8,29004
29,5,192,179,93.23,13,6.77,29005
29,6,100,68,68.0,32,32.0,29006
29,7,137,90,65.69,47,34.31,29007
29,8,161,148,91.93,13,8.07,29008
29,9,128,91,71.09,37,28.91,29009
29,10,106,61,57.55,45,42.45,29010
29,11,207,186,89.86,21,10.14,29011
29,12,294,270,91.84,24,8.16,29012
29,13,215,201,93.49,14,6.51,29013
29,14,302,289,95.7,13,4.3,29014
29,15,265,242,91.32,23,8.68,29015
29,16,360,338,93.89,22,6.11,29016
29,17,190,183,96.32,7,3.68,29017
29,18,258,233,90.31,25,9.69,29018
29,19,341,316,92.67,25,7.33,29019
29,20,242,217,89.67,25,10.33,29020
29,21,185,160,86.49,25,13.51,29021
29,22,160,126,78.75,34,21.25,29022
29,23,252,242,96.03,10,3.97,29023
29,24,155,100,64.52,55,35.48,29024
29,25,270,251,92.96,19,7.04,29025
29,26,200,172,86.0,28,14.0,29026
29,27,205,181,88.29,24,11.71,29027
29,28,288,268,93.06,20,6.94,29028
29,29,333,322,96.7,11,3.3,29029
29,30,126,82,65.08,44,34.92,29030
29,31,226,206,91.15,20,8.85,29031
29,32,147,95,64.63,52,35.37,29032
29,33,176,156,88.64,20,11.36,29033
29,34,153,123,80.39,30,19.61,29034
29,35,181,168,92.82,13,7.18,29035
29,36,365,347,95.07,18,4.93,29036
29,37,224,203,90.63,21,9.38,29037
29,38,211,197,93.36,14,6.64,29038
29,39,160,105,65.63,55,34.38,29039
29,40,333,313,93.99,20,6.01,29040
29,41,292,274,93.84,18,6.16,29041
29,42,257,239,93.0,18,7.0,29042
29,43,281,263,93.59,18,6.41,29043
29,44,193,172,89.12,21,10.88,29044
29,45,204,189,92.65,15,7.35,29045
29,46,237,212,89.45,25,10.55,29046
29,47,277,258,93.14,19,6.86,29047
29,48,241,213,88.38,28,11.62,29048
29,49,339,314,92.63,25,7.37,29049
30,1,139,112,80.58,27,19.42,30001
30,2,124,89,71.77,35,28.23,30002
30,3,190,156,82.11,34,17.89,30003
30,4,142,95,66.9,47,33.1,30004
30,5,77,45,58.44,32,41.56,30005
30,6,110,69,62.73,41,37.27,30006
30,7,121,88,72.73,33,27.27,30007
30,8,160,116,72.5,44,27.5,30008
30,9,141,100,70.92,41,29.08,30009
30,10,136,84,61.76,52,38.24,30010
30,11,100,74,74.0,26,26.0,30011
30,12,149,82,55.03,67,44.97,30012
30,13,130,90,69.23,40,30.77,30013
30,14,55,37,67.27,18,32.73,30014
30,15,143,115,80.42,28,19.58,30015
30,16,128,94,73.44,34,26.56,30016
30,17,105,72,68.57,33,31.43,30017
30,18,87,68,78.16,19,21.84,30018
30,19,92,64,69.57,28,30.43,30019
30,20,112,70,62.5,42,37.5,30020
30,21,153,105,68.63,48,31.37,30021
30,22,130,73,56.15,57,43.85,30022
30,23,139,83,59.71,56,40.29,30023
30,24,125,81,64.8,44,35.2,30024
30,25,65,43,66.15,22,33.85,30025
30,26,91,62,68.13,29,31.87,30026
30,27,188,118,62.77,70,37.23,30027
30,28,102,64,62.75,38,37.25,30028
30,29,100,64,64.0,36,36.0,30029
30,30,173,130,75.14,43,24.86,30030
30,31,117,78,66.67,39,33.33,30031
30,32,59,39,66.1,20,33.9,30032
30,33,134,87,64.93,47,35.07,30033
30,34,149,103,69.13,46,30.87,30034
30,35,132,77,58.33,55,41.67,30035
30,36,130,95,73.08,35,26.92,30036
30,37,112,71,63.39,41,36.61,30037
30,38,188,131,69.68,57,30.32,30038
30,39,145,102,70.34,43,29.66,30039
30,40,150,84,56.0,66,44.0,30040
30,41,162,86,53.09,76,46.91,30041
31,1,64,47,73.44,17,26.56,31001
31,2,94,53,56.38,41,43.62,31002
31,3,127,102,80.31,25,19.69,31003
31,4,123,72,58.54,51,41.46,31004
31,5,130,88,67.69,42,32.31,31005
31,6,129,78,60.47,51,39.53,31006
31,7,118,76,64.41,42,35.59,31007
31,8,110,66,60.0,44,40.0,31008
31,9,113,81,71.68,32,28.32,31009
31,10,55,28,50.91,27,49.09,31010
31,11,89,53,59.55,36,40.45,31011
31,12,114,73,64.04,41,35.96,31012
31,13,106,63,59.43,43,40.57,31013
31,14,99,65,65.66,34,34.34,31014
31,15,66,46,69.7,20,30.3,31015
31,16,74,48,64.86,26,35.14,31016
31,17,111,69,62.16,42,37.84,31017
31,18,103,73,70.87,30,29.13,31018
31,19,104,77,74.04,27,25.96,31019
31,20,113,71,62.83,42,37.17,31020
31,21,134,88,65.67,46,34.33,31021
31,22,97,55,56.7,42,43.3,31022
31,23,64,45,70.31,19,29.69,31023
31,24,92,50,54.35,42,45.65,31024
31,25,132,74,56.06,58,43.94,31025
31,26,74,55,74.32,19,25.68,31026
31,27,105,74,70.48,31,29.52,31027
31,28,120,74,61.67,46,38.33,31028
31,29,117,72,61.54,45,38.46,31029
31,30,149,100,67.11,49,32.89,31030
31,31,165,122,73.94,43,26.06,31031
31,32,131,92,70.23,39,29.77,31032
31,33,112,65,58.04,47,41.96,31033
31,34,100,61,61.0,39,39.0,31034
31,35,95,64,67.37,31,32.63,31035
31,36,137,97,70.8,40,29.2,31036
31,37,97,65,67.01,32,32.99,31037
31,38,76,42,55.26,34,44.74,31038
31,39,56,34,60.71,22,39.29,31039
31,40,63,41,65.08,22,34.92,31040
31,41,111,75,67.57,36,32.43,31041
31,42,155,96,61.94,59,38.06,31042
31,43,121,87,71.9,34,28.1,31043
31,44,111,69,62.16,42,37.84,31044
31,45,105,71,67.62,34,32.38,31045
31,46,110,80,72.73,30,27.27,31046
31,47,139,100,71.94,39,28.06,31047
31,48,110,65,59.09,45,40.91,31048
31,49,57,39,68.42,18,31.58,31049
31,50,123,81,65.85,42,34.15,31050
31,51,83,52,62.65,31,37.35,31051
32,1,185,147,79.46,38,20.54,32001
32,2,184,162,88.04,22,11.96,32002
32,3,151,133,88.08,18,11.92,32003
32,4,193,158,81.87,35,18.13,32004
32,5,118,90,76.27,28,23.73,32005
32,6,176,128,72.73,48,27.27,32006
32,7,130,104,80.0,26,20.0,32007
32,8,215,176,81.86,39,18.14,32008
32,9,245,208,84.9,37,15.1,32009
32,10,170,133,78.24,37,21.76,32010
32,11,140,110,78.57,30,21.43,32011
32,12,118,99,83.9,19,16.1,32012
32,13,77,63,81.82,14,18.18,32013
32,14,142,98,69.01,44,30.99,32014
32,15,131,107,81.68,24,18.32,32015
32,16,150,130,86.67,20,13.33,32016
32,17,185,153,82.7,32,17.3,32017
32,18,129,108,83.72,21,16.28,32018
32,19,170,142,83.53,28,16.47,32019
32,20,144,113,78.47,31,21.53,32020
32,21,150,126,84.0,24,16.0,32021
32,22,217,184,84.79,33,15.21,32022
32,23,160,127,79.38,33,20.63,32023
32,24,145,120,82.76,25,17.24,32024
32,25,143,117,81.82,26,18.18,32025
32,26,132,101,76.52,31,23.48,32026
32,27,143,113,79.02,30,20.98,32027
32,28,146,120,82.19,26,17.81,32028
32,29,163,127,77.91,36,22.09,32029
32,30,157,135,85.99,22,14.01,32030
32,31,195,157,80.51,38,19.49,32031
32,32,145,125,86.21,20,13.79,32032
32,33,108,80,74.07,28,25.93,32033
32,34,184,147,79.89,37,20.11,32034
32,35,190,159,83.68,31,16.32,32035
32,36,172,148,86.05,24,13.95,32036
32,37,151,112,74.17,39,25.83,32037
32,38,183,147,80.33,36,19.67,32038
32,39,164,141,85.98,23,14.02,32039
32,40,201,164,81.59,37,18.41,32040
32,41,178,153,85.96,25,14.04,32041
32,42,218,185,84.86,33,15.14,32042
32,43,161,141,87.58,20,12.42,32043
32,44,135,101,74.81,34,25.19,32044
32,45,151,119,78.81,32,21.19,32045
32,46,74,48,64.86,26,35.14,32046
32,47,203,167,82.27,36,17.73,32047
32,48,186,149,80.11,37,19.89,32048
32,49,108,85,78.7,23,21.3,32049
32,50,190,169,88.95,21,11.05,32050
32,51,202,185,91.58,17,8.42,32051
32,52,91,79,86.81,12,13.19,32052
33,1,243,196,80.66,47,19.34,33001
33,2,266,228,85.71,38,14.29,33002
33,3,224,171,76.34,53,23.66,33003
33,4,256,192,75.0,64,25.0,33004
33,5,215,162,75.35,53,24.65,33005
33,6,259,191,73.75,68,26.25,33006
33,7,277,244,88.09,33,11.91,33007
33,8,185,162,87.57,23,12.43,33008
33,9,226,173,76.55,53,23.45,33009
33,10,267,202,75.66,65,24.34,33010
33,11,239,193,80.75,46,19.25,33011
33,12,259,190,73.36,69,26.64,33012
33,13,269,199,73.98,70,26.02,33013
33,14,190,147,77.37,43,22.63,33014
33,15,218,163,74.77,55,25.23,33015
33,16,235,174,74.04,61,25.96,33016
33,17,275,216,78.55,59,21.45,33017
33,18,81,62,76.54,19,23.46,33018
33,19,254,193,75.98,61,24.02,33019
33,20,250,200,80.0,50,20.0,33020
33,21,242,168,69.42,74,30.58,33021
33,22,304,252,82.89,52,17.11,33022
33,23,222,188,84.68,34,15.32,33023
33,24,266,235,88.35,31,11.65,33024
33,25,298,232,77.85,66,22.15,33025
33,26,238,178,74.79,60,25.21,33026
33,27,194,154,79.38,40,20.62,33027
34,1,381,353,92.65,28,7.35,34001
34,2,246,225,91.46,21,8.54,34002
34,3,321,285,88.79,36,11.21,34003
34,4,327,295,90.21,32,9.79,34004
34,5,273,243,89.01,30,10.99,34005
34,6,179,162,90.5,17,9.5,34006
34,7,331,307,92.75,24,7.25,34007
34,8,292,267,91.44,25,8.56,34008
34,9,217,187,86.18,30,13.82,34009
34,10,280,265,94.64,15,5.36,34010
34,11,214,197,92.06,17,7.94,34011
34,12,349,322,92.26,27,7.74,34012
34,13,329,304,92.4,25,7.6,34013
34,14,243,216,88.89,27,11.11,34014
34,15,233,218,93.56,15,6.44,34015
34,16,215,194,90.23,21,9.77,34016
34,17,234,215,91.88,19,8.12,34017
34,18,190,177,93.16,13,6.84,34018
34,19,52,48,92.31,4,7.69,34019
34,20,402,374,93.03,28,6.97,34020
34,21,260,244,93.85,16,6.15,34021
34,22,310,295,95.16,15,4.84,34022
34,23,244,221,90.57,23,9.43,34023
34,24,289,257,88.93,32,11.07,34024
34,25,321,302,94.08,19,5.92,34025
34,26,172,153,88.95,19,11.05,34026
34,27,231,211,91.34,20,8.66,34027
34,28,159,142,89.31,17,10.69,34028
34,29,295,268,90.85,27,9.15,34029
34,30,303,282,93.07,21,6.93,34030
34,31,156,142,91.03,14,8.97,34031
34,32,167,155,92.81,12,7.19,34032
34,33,147,136,92.52,11,7.48,34033
34,34,339,318,93.81,21,6.19,34034
34,35,347,325,93.66,22,6.34,34035
34,36,288,257,89.24,31,10.76,34036
34,37,275,255,92.73,20,7.27,34037
34,38,228,212,92.98,16,7.02,34038
34,39,225,207,92.0,18,8.0,34039
34,40,325,298,91.69,27,8.31,34040
34,41,173,157,90.75,16,9.25,34041
34,42,348,324,93.1,24,6.9,34042
34,43,391,369,94.37,22,5.63,34043
34,44,326,310,95.09,16,4.91,34044
34,45,290,268,92.41,22,7.59,34045
34,46,267,250,93.63,17,6.37,34046
34,47,157,147,93.63,10,6.37,34047
34,48,351,334,95.16,17,4.84,34048
34,49,414,388,93.72,26,6.28,34049
34,50,267,248,92.88,19,7.12,34050
34,51,423,395,93.38,28,6.62,34051
34,52,214,200,93.46,14,6.54,34052
34,53,208,192,92.31,16,7.69,34053
34,54,220,206,93.64,14,6.36,34054
34,55,293,275,93.86,18,6.14,34055
34,56,151,139,92.05,12,7.95,34056
34,57,276,256,92.75,20,7.25,34057
34,58,296,279,94.26,17,5.74,34058
34,59,293,274,93.52,19,6.48,34059
34,60,285,253,88.77,32,11.23,34060
34,61,233,214,91.85,19,8.15,34061
35,1,220,155,70.45,65,29.55,35001
35,2,159,106,66.67,53,33.33,35002
35,3,126,93,73.81,33,26.19,35003
35,4,210,156,74.29,54,25.71,35004
35,5,182,125,68.68,57,31.32,35005
35,6,212,139,65.57,73,34.43,35006
35,7,218,170,77.98,48,22.02,35007
35,8,156,121,77.56,35,22.44,35008
35,9,179,128,71.51,51,28.49,35009
35,10,187,138,73.8,49,26.2,35010
35,11,206,144,69.9,62,30.1,35011
35,12,214,165,77.1,49,22.9,35012
35,13,61,32,52.46,29,47.54,35013
35,14,197,137,69.54,60,30.46,35014
35,15,196,145,73.98,51,26.02,35015
35,16,169,131,77.51,38,22.49,35016
35,17,182,140,76.92,42,23.08,35017
35,18,215,166,77.21,49,22.79,35018
35,19,198,157,79.29,41,20.71,35019
35,20,166,121,72.89,45,27.11,35020
35,21,203,143,70.44,60,29.56,35021
35,22,73,61,83.56,12,16.44,35022
35,23,124,85,68.55,39,31.45,35023
35,24,115,66,57.39,49,42.61,35024
35,25,171,127,74.27,44,25.73,35025
35,26,262,205,78.24,57,21.76,35026
35,27,212,171,80.66,41,19.34,35027
35,28,182,144,79.12,38,20.88,35028
35,29,227,171,75.33,56,24.67,35029
35,30,226,187,82.74,39,17.26,35030
35,31,99,68,68.69,31,31.31,35031
35,32,106,75,70.75,31,29.25,35032
35,33,180,122,67.78,58,32.22,35033
35,34,181,148,81.77,33,18.23,35034
35,35,175,110,62.86,65,37.14,35035
35,36,132,102,77.27,30,22.73,35036
36,1,173,128,73.99,45,26.01,36001
36,2,138,97,70.29,41,29.71,36002
36,3,310,269,86.77,41,13.23,36003
36,4,154,108,70.13,46,29.87,36004
36,5,132,78,59.09,54,40.91,36005
36,6,173,118,68.21,55,31.79,36006
36,7,130,95,73.08,35,26.92,36007
36,8,165,128,77.58,37,22.42,36008
36,9,150,98,65.33,52,34.67,36009
36,10,112,77,68.75,35,31.25,36010
36,11,194,129,66.49,65,33.51,36011
36,12,135,92,68.15,43,31.85,36012
36,13,287,228,79.44,59,20.56,36013
36,14,222,175,78.83,47,21.17,36014
36,15,205,167,81.46,38,18.54,36015
36,16,287,225,78.4,62,21.6,36016
36,17,122,82,67.21,40,32.79,36017
36,18,202,120,59.41,82,40.59,36018
36,19,207,150,72.46,57,27.54,36019
36,20,199,135,67.84,64,32.16,36020
36,21,266,206,77.44,60,22.56,36021
36,22,225,161,71.56,64,28.44,36022
36,23,112,96,85.71,16,14.29,36023
36,24,237,219,92.41,18,7.59,36024
36,25,122,99,81.15,23,18.85,36025
36,26,149,100,67.11,49,32.89,36026
36,27,99,65,65.66,34,34.34,36027
36,28,151,108,71.52,43,28.48,36028
36,29,143,103,72.03,40,27.97,36029
36,30,176,123,69.89,53,30.11,36030
36,31,182,127,69.78,55,30.22,36031
36,32,154,98,63.64,56,36.36,36032
36,33,160,130,81.25,30,18.75,36033
36,34,118,84,71.19,34,28.81,36034
36,35,184,140,76.09,44,23.91,36035
36,36,160,119,74.38,41,25.63,36036
36,37,142,91,64.08,51,35.92,36037
36,38,120,85,70.83,35,29.17,36038
36,39,162,104,64.2,58,35.8,36039
36,40,183,119,65.03,64,34.97,36040
36,41,151,113,74.83,38,25.17,36041
36,42,145,101,69.66,44,30.34,36042
36,43,134,90,67.16,44,32.84,36043
36,44,195,159,81.54,36,18.46,36044
36,45,183,145,79.23,38,20.77,36045
36,46,140,102,72.86,38,27.14,36046
36,47,117,76,64.96,41,35.04,36047
36,48,118,72,61.02,46,38.98,36048
36,49,171,131,76.61,40,23.39,36049
36,50,154,105,68.18,49,31.82,36050
36,51,195,127,65.13,68,34.87,36051
36,52,178,136,76.4,42,23.6,36052
36,53,128,101,78.91,27,21.09,36053
36,54,278,252,90.65,26,9.35,36054
36,55,280,216,77.14,64,22.86,36055
37,1,138,79,57.25,59,42.75,37001
37,2,246,193,78.46,53,21.54,37002
37,3,140,108,77.14,32,22.86,37003
37,4,279,246,88.17,33,11.83,37004
37,5,247,224,90.69,23,9.31,37005
37,6,251,234,93.23,17,6.77,37006
37,7,259,228,88.03,31,11.97,37007
37,8,201,171,85.07,30,14.93,37008
37,9,205,182,88.78,23,11.22,37009
37,10,219,195,89.04,24,10.96,37010
37,11,79,58,73.42,21,26.58,37011
37,12,150,123,82.0,27,18.0,37012
37,13,202,160,79.21,42,20.79,37013
37,14,249,220,88.35,29,11.65,37014
37,15,236,207,87.71,29,12.29,37015
37,16,226,195,86.28,31,13.72,37016
37,17,192,178,92.71,14,7.29,37017
37,18,255,230,90.2,25,9.8,37018
37,19,175,105,60.0,70,40.0,37019
37,20,227,199,87.67,28,12.33,37020
37,21,219,202,92.24,17,7.76,37021
37,22,151,136,90.07,15,9.93,37022
37,23,198,184,92.93,14,7.07,37023
37,24,220,202,91.82,18,8.18,37024
37,25,251,235,93.63,16,6.37,37025
37,26,270,242,89.63,28,10.37,37026
37,27,218,192,88.07,26,11.93,37027
37,28,211,178,84.36,33,15.64,37028
37,29,241,225,93.36,16,6.64,37029
37,30,162,137,84.57,25,15.43,37030
37,31,255,238,93.33,17,6.67,37031
37,32,229,204,89.08,25,10.92,37032
37,33,203,181,89.16,22,10.84,37033
37,34,232,215,92.67,17,7.33,37034
37,35,240,220,91.67,20,8.33,37035
37,36,245,217,88.57,28,11.43,37036
37,37,240,211,87.92,29,12.08,37037
37,38,251,225,89.64,26,10.36,37038
37,39,187,128,68.45,59,31.55,37039
37,40,240,224,93.33,16,6.67,37040
37,41,277,246,88.81,31,11.19,37041
37,42,130,84,64.62,46,35.38,37042
37,43,212,187,88.21,25,11.79,37043
38,1,189,135,71.43,54,28.57,38001
38,2,147,99,67.35,48,32.65,38002
38,3,113,78,69.03,35,30.97,38003
38,4,82,69,84.15,13,15.85,38004
38,5,272,212,77.94,60,22.06,38005
38,6,157,106,67.52,51,32.48,38006
38,7,190,150,78.95,40,21.05,38007
38,8,103,76,73.79,27,26.21,38008
38,9,154,126,81.82,28,18.18,38009
38,10,187,153,81.82,34,18.18,38010
38,11,121,86,71.07,35,28.93,38011
38,12,145,100,68.97,45,31.03,38012
38,13,130,93,71.54,37,28.46,38013
38,14,133,91,68.42,42,31.58,38014
38,15,111,74,66.67,37,33.33,38015
38,16,164,109,66.46,55,33.54,38016
38,17,146,100,68.49,46,31.51,38017
38,18,172,120,69.77,52,30.23,38018
38,19,193,123,63.73,70,36.27,38019
38,20,189,154,81.48,35,18.52,38020
38,21,152,109,71.71,43,28.29,38021
38,22,170,123,72.35,47,27.65,38022
38,23,125,88,70.4,37,29.6,38023
38,24,121,81,66.94,40,33.06,38024
38,25,166,122,73.49,44,26.51,38025
38,26,123,82,66.67,41,33.33,38026
38,27,106,69,65.09,37,34.91,38027
38,28,131,85,64.89,46,35.11,38028
38,29,146,117,80.14,29,19.86,38029
38,30,169,115,68.05,54,31.95,38030
38,31,211,148,70.14,63,29.86,38031
38,32,168,136,80.95,32,19.05,38032
38,33,130,92,70.77,38,29.23,38033
38,34,112,76,67.86,36,32.14,38034
38,35,182,131,71.98,51,28.02,38035
38,36,171,119,69.59,52,30.41,38036
38,37,184,122,66.3,62,33.7,38037
38,38,185,124,67.03,61,32.97,38038
38,39,165,105,63.64,60,36.36,38039
38,40,119,83,69.75,36,30.25,38040
38,41,214,165,77.1,49,22.9,38041
38,42,198,144,72.73,54,27.27,38042
38,43,173,131,75.72,42,24.28,38043
38,44,172,125,72.67,47,27.33,38044
38,45,177,138,77.97,39,22.03,38045
38,46,130,90,69.23,40,30.77,38046
38,47,161,108,67.08,53,32.92,38047
38,48,154,106,68.83,48,31.17,38048
38,49,143,97,67.83,46,32.17,38049
38,50,167,113,67.66,54,32.34,38050
38,51,118,91,77.12,27,22.88,38051
38,52,169,129,76.33,40,23.67,38052
38,53,46,26,56.52,20,43.48,38053
39,1,158,127,80.38,31,19.62,39001
39,2,218,174,79.82,44,20.18,39002
39,3,163,131,80.37,32,19.63,39003
39,4,117,96,82.05,21,17.95,39004
39,5,132,112,84.85,20,15.15,39005
39,6,143,117,81.82,26,18.18,39006
39,7,131,107,81.68,24,18.32,39007
39,8,191,147,76.96,44,23.04,39008
39,9,204,167,81.86,37,18.14,39009
39,10,149,119,79.87,30,20.13,39010
39,11,207,154,74.4,53,25.6,39011
39,12,177,128,72.32,49,27.68,39012
39,13,105,86,81.9,19,18.1,39013
39,14,166,129,77.71,37,22.29,39014
39,15,137,99,72.26,38,27.74,39015
39,16,125,85,68.0,40,32.0,39016
39,17,144,109,75.69,35,24.31,39017
39,18,171,124,72.51,47,27.49,39018
39,19,134,91,67.91,43,32.09,39019
39,20,133,107,80.45,26,19.55,39020
39,21,134,105,78.36,29,21.64,39021
39,22,171,122,71.35,49,28.65,39022
39,23,116,98,84.48,18,15.52,39023
39,24,187,149,79.68,38,20.32,39024
39,25,164,125,76.22,39,23.78,39025
39,26,154,119,77.27,35,22.73,39026
39,27,189,150,79.37,39,20.63,39027
39,28,191,135,70.68,56,29.32,39028
39,29,180,134,74.44,46,25.56,39029
39,30,112,85,75.89,27,24.11,39030
39,31,114,79,69.3,35,30.7,39031
39,32,118,92,77.97,26,22.03,39032
