ward,precinct,total,E. Madeline O'Neill,E. Madeline O'Neill Percent,Joan Powell,Joan Powell Percent,Patrick Dennis Riley,Patrick Dennis Riley Percent,precinct_id
20,21,91,33,36.26,25,27.47,24,26.37,20021
20,22,237,62,26.16,135,56.96,30,12.66,20022
20,23,191,69,36.13,80,41.88,37,19.37,20023
20,24,192,62,32.29,91,47.4,29,15.1,20024
20,25,143,49,34.27,63,44.06,25,17.48,20025
20,26,182,58,31.87,85,46.7,32,17.58,20026
20,27,101,41,40.59,42,41.58,18,17.82,20027
20,28,176,54,30.68,91,51.7,26,14.77,20028
20,29,208,57,27.4,104,50.0,36,17.31,20029
20,30,169,38,22.49,86,50.89,35,20.71,20030
20,31,169,47,27.81,80,47.34,29,17.16,20031
20,32,156,45,28.85,71,45.51,33,21.15,20032
20,33,179,60,33.52,87,48.6,23,12.85,20033
20,34,239,72,30.13,127,53.14,26,10.88,20034
20,35,85,30,35.29,38,44.71,11,12.94,20035
20,36,148,42,28.38,60,40.54,35,23.65,20036
20,37,178,55,30.9,79,44.38,39,21.91,20037
20,38,21,7,33.33,6,28.57,8,38.1,20038
20,39,149,46,30.87,65,43.62,34,22.82,20039
20,40,133,48,36.09,52,39.1,29,21.8,20040
20,41,69,20,28.99,27,39.13,16,23.19,20041
20,42,149,39,26.17,71,47.65,31,20.81,20042
20,43,36,15,41.67,17,47.22,4,11.11,20043
20,44,155,53,34.19,67,43.23,30,19.35,20044
20,45,120,23,19.17,54,45.0,34,28.33,20045
20,46,151,55,36.42,66,43.71,27,17.88,20046
20,47,144,55,38.19,55,38.19,25,17.36,20047
20,48,74,17,22.97,33,44.59,20,27.03,20048
20,49,134,48,35.82,52,38.81,28,20.9,20049
20,50,106,28,26.42,59,55.66,16,15.09,20050
21,1,335,81,24.18,190,56.72,55,16.42,21001
21,2,262,53,20.23,148,56.49,48,18.32,21002
21,3,204,51,25.0,110,53.92,31,15.2,21003
21,4,236,56,23.73,128,54.24,41,17.37,21004
21,5,248,78,31.45,124,50.0,39,15.73,21005
21,6,208,63,30.29,94,45.19,43,20.67,21006
21,7,233,58,24.89,122,52.36,45,19.31,21007
21,8,264,79,29.92,133,50.38,43,16.29,21008
21,9,261,60,22.99,137,52.49,52,19.92,21009
21,10,178,52,29.21,94,52.81,28,15.73,21010
21,11,236,67,28.39,121,51.27,37,15.68,21011
21,12,269,69,25.65,150,55.76,46,17.1,21012
21,13,132,35,26.52,68,51.52,22,16.67,21013
21,14,253,72,28.46,125,49.41,46,18.18,21014
21,15,194,50,25.77,94,48.45,38,19.59,21015
21,16,217,51,23.5,119,54.84,37,17.05,21016
21,17,218,53,24.31,119,54.59,36,16.51,21017
21,18,217,68,31.34,120,55.3,24,11.06,21018
21,19,200,44,22.0,111,55.5,40,20.0,21019
21,20,128,24,18.75,72,56.25,21,16.41,21020
21,21,245,81,33.06,117,47.76,41,16.73,21021
21,22,237,65,27.43,126,53.16,33,13.92,21022
21,23,196,46,23.47,104,53.06,36,18.37,21023
21,24,269,65,24.16,157,58.36,42,15.61,21024
21,25,198,39,19.7,117,59.09,33,16.67,21025
21,26,181,47,25.97,85,46.96,37,20.44,21026
21,27,243,61,25.1,130,53.5,39,16.05,21027
21,28,179,50,27.93,100,55.87,21,11.73,21028
21,29,134,32,23.88,66,49.25,26,19.4,21029
21,30,161,37,22.98,84,52.17,32,19.88,21030
21,31,306,93,30.39,161,52.61,47,15.36,21031
21,32,207,45,21.74,119,57.49,38,18.36,21032
21,33,243,59,24.28,131,53.91,41,16.87,21033
21,34,269,63,23.42,155,57.62,41,15.24,21034
21,35,115,34,29.57,51,44.35,26,22.61,21035
21,36,189,48,25.4,91,48.15,35,18.52,21036
21,37,220,48,21.82,138,62.73,28,12.73,21037
21,38,250,54,21.6,129,51.6,54,21.6,21038
21,39,200,47,23.5,113,56.5,33,16.5,21039
21,40,225,53,23.56,130,57.78,32,14.22,21040
21,41,183,45,24.59,99,54.1,34,18.58,21041
21,42,251,54,21.51,141,56.18,45,17.93,21042
21,43,209,52,24.88,115,55.02,34,16.27,21043
21,44,238,58,24.37,128,53.78,39,16.39,21044
21,45,182,41,22.53,99,54.4,32,17.58,21045
21,46,172,39,22.67,88,51.16,36,20.93,21046
21,47,259,67,25.87,152,58.69,29,11.2,21047
21,48,304,94,30.92,149,49.01,46,15.13,21048
21,49,291,68,23.37,153,52.58,55,18.9,21049
21,50,197,61,30.96,99,50.25,28,14.21,21050
21,51,262,76,29.01,130,49.62,46,17.56,21051
21,52,240,72,30.0,116,48.33,45,18.75,21052
21,53,184,50,27.17,94,51.09,33,17.93,21053
21,54,212,63,29.72,107,50.47,38,17.92,21054
21,55,257,67,26.07,136,52.92,44,17.12,21055
21,56,150,35,23.33,75,50.0,30,20.0,21056
21,57,209,65,31.1,101,48.33,36,17.22,21057
21,58,174,51,29.31,84,48.28,30,17.24,21058
21,59,261,66,25.29,145,55.56,40,15.33,21059
21,60,234,56,23.93,121,51.71,41,17.52,21060
21,61,263,77,29.28,126,47.91,48,18.25,21061
21,62,237,58,24.47,130,54.85,38,16.03,21062
21,63,251,48,19.12,149,59.36,43,17.13,21063
21,64,119,29,24.37,63,52.94,21,17.65,21064
21,65,317,74,23.34,204,64.35,33,10.41,21065
21,66,192,45,23.44,101,52.6,35,18.23,21066
21,67,212,62,29.25,114,53.77,31,14.62,21067
21,68,231,72,31.17,117,50.65,34,14.72,21068
21,69,182,47,25.82,86,47.25,45,24.73,21069
21,70,232,57,24.57,120,51.72,47,20.26,21070
21,71,172,47,27.33,78,45.35,35,20.35,21071
21,72,227,54,23.79,116,51.1,44,19.38,21072
21,73,285,64,22.46,158,55.44,51,17.89,21073
21,74,90,19,21.11,55,61.11,14,15.56,21074
22,1,122,42,34.43,48,39.34,19,15.57,22001
22,2,92,36,39.13,38,41.3,14,15.22,22002
22,3,177,62,35.03,62,35.03,35,19.77,22003
22,4,123,45,36.59,42,34.15,23,18.7,22004
22,5,141,43,30.5,54,38.3,29,20.57,22005
22,6,136,32,23.53,65,47.79,24,17.65,22006
22,7,199,42,21.11,122,61.31,30,15.08,22007
22,8,127,42,33.07,45,35.43,33,25.98,22008
22,9,172,45,26.16,77,44.77,34,19.77,22009
22,10,137,43,31.39,43,31.39,41,29.93,22010
22,11,134,46,34.33,41,30.6,31,23.13,22011
22,12,89,36,40.45,24,26.97,21,23.6,22012
22,13,135,43,31.85,48,35.56,28,20.74,22013
22,14,96,29,30.21,44,45.83,18,18.75,22014
22,15,101,39,38.61,32,31.68,22,21.78,22015
22,16,136,45,33.09,50,36.76,33,24.26,22016
22,17,130,37,28.46,51,39.23,29,22.31,22017
22,18,131,43,32.82,51,38.93,28,21.37,22018
22,19,149,39,26.17,87,58.39,23,15.44,22019
22,20,161,52,32.3,61,37.89,38,23.6,22020
22,21,182,39,21.43,112,61.54,23,12.64,22021
22,22,114,46,40.35,33,28.95,26,22.81,22022
22,23,144,45,31.25,52,36.11,34,23.61,22023
22,24,101,34,33.66,41,40.59,18,17.82,22024
22,25,119,40,33.61,42,35.29,28,23.53,22025
22,26,110,43,39.09,34,30.91,21,19.09,22026
22,27,156,46,29.49,53,33.97,40,25.64,22027
22,28,87,34,39.08,33,37.93,14,16.09,22028
22,29,93,30,32.26,33,35.48,19,20.43,22029
23,1,203,49,24.14,76,37.44,60,29.56,23001
23,2,246,44,17.89,129,52.44,49,19.92,23002
23,3,166,42,25.3,58,34.94,45,27.11,23003
23,4,220,63,28.64,84,38.18,57,25.91,23004
23,5,177,50,28.25,65,36.72,42,23.73,23005
23,6,179,52,29.05,61,34.08,45,25.14,23006
23,7,72,19,26.39,34,47.22,13,18.06,23007
23,8,210,61,29.05,83,39.52,47,22.38,23008
23,9,202,76,37.62,63,31.19,44,21.78,23009
23,10,253,42,16.6,140,55.34,33,13.04,23010
23,11,210,57,27.14,68,32.38,65,30.95,23011
23,12,213,49,23.0,86,40.38,58,27.23,23012
23,13,256,76,29.69,88,34.38,72,28.13,23013
23,14,87,28,32.18,33,37.93,16,18.39,23014
23,15,185,43,23.24,60,32.43,52,28.11,23015
23,16,230,59,25.65,76,33.04,75,32.61,23016
23,17,237,66,27.85,91,38.4,62,26.16,23017
23,18,165,42,25.45,68,41.21,35,21.21,23018
23,19,171,42,24.56,73,42.69,34,19.88,23019
23,20,182,47,25.82,58,31.87,47,25.82,23020
23,21,189,57,30.16,92,48.68,29,15.34,23021
23,22,202,43,21.29,73,36.14,59,29.21,23022
23,23,174,41,23.56,57,32.76,54,31.03,23023
23,24,175,64,36.57,59,33.71,40,22.86,23024
23,25,146,50,34.25,56,38.36,27,18.49,23025
23,26,205,52,25.37,74,36.1,59,28.78,23026
23,27,168,48,28.57,58,34.52,48,28.57,23027
23,28,216,61,28.24,84,38.89,48,22.22,23028
23,29,171,60,35.09,52,30.41,36,21.05,23029
23,30,179,35,19.55,72,40.22,51,28.49,23030
23,31,210,74,35.24,64,30.48,53,25.24,23031
23,32,229,66,28.82,85,37.12,47,20.52,23032
23,33,205,47,22.93,96,46.83,53,25.85,23033
23,34,163,45,27.61,53,32.52,42,25.77,23034
23,35,167,40,23.95,78,46.71,38,22.75,23035
23,36,278,61,21.94,117,42.09,67,24.1,23036
23,37,167,31,18.56,87,52.1,33,19.76,23037
23,38,194,55,28.35,79,40.72,41,21.13,23038
23,39,189,48,25.4,75,39.68,42,22.22,23039
23,40,191,34,17.8,75,39.27,56,29.32,23040
23,41,186,58,31.18,60,32.26,46,24.73,23041
23,42,149,29,19.46,68,45.64,41,27.52,23042
23,43,216,48,22.22,86,39.81,54,25.0,23043
23,44,222,57,25.68,101,45.5,54,24.32,23044
23,45,242,68,28.1,89,36.78,63,26.03,23045
23,46,216,67,31.02,72,33.33,57,26.39,23046
23,47,210,53,25.24,79,37.62,46,21.9,23047
23,48,176,43,24.43,81,46.02,34,19.32,23048
23,49,230,48,20.87,104,45.22,51,22.17,23049
23,50,122,35,28.69,49,40.16,23,18.85,23050
23,51,192,46,23.96,88,45.83,37,19.27,23051
23,52,233,54,23.18,98,42.06,61,26.18,23052
23,53,131,30,22.9,66,50.38,21,16.03,23053
23,54,237,55,23.21,74,31.22,65,27.43,23054
23,55,207,56,27.05,78,37.68,52,25.12,23055
23,56,155,38,24.52,54,34.84,47,30.32,23056
24,1,256,58,22.66,130,50.78,53,20.7,24001
24,2,125,32,25.6,58,46.4,31,24.8,24002
24,3,154,41,26.62,78,50.65,32,20.78,24003
24,4,184,56,30.43,82,44.57,36,19.57,24004
24,5,124,37,29.84,50,40.32,30,24.19,24005
24,6,196,53,27.04,101,51.53,34,17.35,24006
24,7,137,32,23.36,61,44.53,34,24.82,24007
24,8,128,28,21.88,65,50.78,30,23.44,24008
24,9,171,44,25.73,86,50.29,38,22.22,24009
24,10,124,38,30.65,63,50.81,20,16.13,24010
24,11,103,22,21.36,54,52.43,19,18.45,24011
24,12,126,33,26.19,54,42.86,31,24.6,24012
24,13,157,44,28.03,69,43.95,30,19.11,24013
24,14,241,76,31.54,107,44.4,48,19.92,24014
24,15,121,26,21.49,57,47.11,30,24.79,24015
24,16,127,45,35.43,50,39.37,25,19.69,24016
24,17,135,35,25.93,63,46.67,26,19.26,24017
24,18,116,32,27.59,49,42.24,25,21.55,24018
24,19,121,34,28.1,53,43.8,27,22.31,24019
24,20,162,47,29.01,69,42.59,35,21.6,24020
24,21,93,29,31.18,38,40.86,21,22.58,24021
24,22,159,42,26.42,78,49.06,29,18.24,24022
24,23,125,30,24.0,64,51.2,25,20.0,24023
24,24,75,16,21.33,43,57.33,11,14.67,24024
24,25,147,45,30.61,62,42.18,33,22.45,24025
24,26,209,48,22.97,110,52.63,42,20.1,24026
24,27,78,22,28.21,30,38.46,20,25.64,24027
24,28,192,54,28.13,98,51.04,28,14.58,24028
24,29,195,67,34.36,84,43.08,31,15.9,24029
24,30,127,35,27.56,55,43.31,30,23.62,24030
24,31,174,56,32.18,68,39.08,40,22.99,24031
24,32,143,39,27.27,74,51.75,22,15.38,24032
24,33,118,33,27.97,54,45.76,25,21.19,24033
24,34,171,47,27.49,83,48.54,30,17.54,24034
24,35,216,69,31.94,96,44.44,37,17.13,24035
24,36,121,30,24.79,60,49.59,26,21.49,24036
24,37,205,57,27.8,101,49.27,45,21.95,24037
24,38,170,43,25.29,83,48.82,26,15.29,24038
24,39,144,44,30.56,67,46.53,29,20.14,24039
24,40,204,49,24.02,94,46.08,53,25.98,24040
24,41,130,46,35.38,48,36.92,30,23.08,24041
24,42,116,32,27.59,55,47.41,21,18.1,24042
24,43,212,53,25.0,112,52.83,34,16.04,24043
24,44,208,64,30.77,93,44.71,40,19.23,24044
24,45,138,36,26.09,63,45.65,32,23.19,24045
24,46,213,62,29.11,101,47.42,40,18.78,24046
24,47,156,41,26.28,67,42.95,39,25.0,24047
24,48,95,31,32.63,42,44.21,14,14.74,24048
24,49,253,81,32.02,119,47.04,43,17.0,24049
24,50,283,90,31.8,122,43.11,54,19.08,24050
24,51,243,73,30.04,121,49.79,33,13.58,24051
24,52,146,63,43.15,54,36.99,25,17.12,24052
24,53,161,54,33.54,57,35.4,37,22.98,24053
24,54,196,67,34.18,83,42.35,36,18.37,24054
24,55,175,46,26.29,92,52.57,24,13.71,24055
24,56,196,55,28.06,103,52.55,34,17.35,24056
25,1,174,65,37.36,66,37.93,33,18.97,25001
25,2,197,73,37.06,52,26.4,49,24.87,25002
25,3,155,46,29.68,75,48.39,22,14.19,25003
25,4,179,51,28.49,77,43.02,38,21.23,25004
25,5,174,58,33.33,63,36.21,33,18.97,25005
25,6,105,44,41.9,39,37.14,13,12.38,25006
25,7,152,49,32.24,56,36.84,29,19.08,25007
25,8,203,84,41.38,72,35.47,33,16.26,25008
25,9,244,97,39.75,78,31.97,47,19.26,25009
25,10,110,38,34.55,53,48.18,16,14.55,25010
25,11,205,70,34.15,66,32.2,42,20.49,25011
25,12,161,49,30.43,70,43.48,34,21.12,25012
25,13,208,80,38.46,73,35.1,39,18.75,25013
25,14,71,22,30.99,27,38.03,15,21.13,25014
25,15,176,65,36.93,67,38.07,32,18.18,25015
25,16,73,24,32.88,31,42.47,13,17.81,25016
25,17,272,92,33.82,101,37.13,54,19.85,25017
25,18,131,50,38.17,46,35.11,20,15.27,25018
25,19,203,88,43.35,64,31.53,41,20.2,25019
25,20,207,73,35.27,78,37.68,40,19.32,25020
25,21,133,46,34.59,71,53.38,11,8.27,25021
25,22,109,56,51.38,31,28.44,17,15.6,25022
25,23,196,74,37.76,69,35.2,39,19.9,25023
25,24,215,78,36.28,84,39.07,40,18.6,25024
25,25,122,39,31.97,60,49.18,17,13.93,25025
25,26,114,24,21.05,55,48.25,24,21.05,25026
25,27,129,45,34.88,48,37.21,27,20.93,25027
25,28,202,53,26.24,96,47.52,36,17.82,25028
25,29,259,71,27.41,121,46.72,43,16.6,25029
25,30,190,64,33.68,64,33.68,47,24.74,25030
25,31,92,23,25.0,36,39.13,21,22.83,25031
26,1,91,34,37.36,39,42.86,12,13.19,26001
26,2,138,48,34.78,46,33.33,32,23.19,26002
26,3,121,46,38.02,44,36.36,24,19.83,26003
26,4,95,27,28.42,47,49.47,15,15.79,26004
26,5,139,60,43.17,41,29.5,31,22.3,26005
26,6,64,32,50.0,17,26.56,10,15.63,26006
26,7,75,24,32.0,33,44.0,15,20.0,26007
26,8,78,30,38.46,30,38.46,12,15.38,26008
26,9,73,30,41.1,23,31.51,17,23.29,26009
26,10,80,29,36.25,23,28.75,22,27.5,26010
26,11,101,33,32.67,40,39.6,22,21.78,26011
26,12,79,31,39.24,30,37.97,14,17.72,26012
26,13,97,27,27.84,50,51.55,14,14.43,26013
26,14,104,46,44.23,28,26.92,24,23.08,26014
26,15,91,43,47.25,28,30.77,12,13.19,26015
26,16,85,37,43.53,22,25.88,15,17.65,26016
26,17,53,19,35.85,19,35.85,8,15.09,26017
26,18,70,29,41.43,25,35.71,12,17.14,26018
26,19,178,61,34.27,61,34.27,45,25.28,26019
26,20,133,40,30.08,68,51.13,20,15.04,26020
26,21,110,27,24.55,41,37.27,33,30.0,26021
26,22,74,20,27.03,35,47.3,15,20.27,26022
26,23,88,33,37.5,33,37.5,18,20.45,26023
26,24,78,22,28.21,37,47.44,13,16.67,26024
26,25,37,15,40.54,12,32.43,4,10.81,26025
26,26,71,24,33.8,29,40.85,12,16.9,26026
26,27,90,36,40.0,30,33.33,14,15.56,26027
26,28,89,34,38.2,32,35.96,17,19.1,26028
26,29,113,42,37.17,34,30.09,32,28.32,26029
26,30,96,26,27.08,40,41.67,20,20.83,26030
26,31,74,28,37.84,25,33.78,16,21.62,26031
26,32,114,41,35.96,43,37.72,21,18.42,26032
26,33,43,17,39.53,16,37.21,8,18.6,26033
26,34,99,29,29.29,42,42.42,21,21.21,26034
26,35,114,31,27.19,59,51.75,19,16.67,26035
26,36,105,36,34.29,45,42.86,18,17.14,26036
26,37,67,24,35.82,20,29.85,14,20.9,26037
26,38,63,26,41.27,20,31.75,10,15.87,26038
26,39,93,35,37.63,38,40.86,15,16.13,26039
26,40,51,19,37.25,17,33.33,7,13.73,26040
26,41,107,35,32.71,43,40.19,18,16.82,26041
26,42,75,29,38.67,26,34.67,12,16.0,26042
26,43,88,33,37.5,25,28.41,18,20.45,26043
26,44,54,24,44.44,16,29.63,9,16.67,26044
26,45,125,37,29.6,46,36.8,30,24.0,26045
26,46,128,37,28.91,59,46.09,19,14.84,26046
26,47,57,25,43.86,15,26.32,15,26.32,26047
26,48,104,35,33.65,40,38.46,18,17.31,26048
26,49,76,26,34.21,34,44.74,12,15.79,26049
26,50,78,32,41.03,21,26.92,21,26.92,26050
26,51,90,37,41.11,29,32.22,18,20.0,26051
26,52,44,17,38.64,18,40.91,6,13.64,26052
26,53,60,16,26.67,22,36.67,16,26.67,26053
26,54,95,39,41.05,26,27.37,23,24.21,26054
26,55,70,32,45.71,17,24.29,13,18.57,26055
26,56,69,22,31.88,28,40.58,10,14.49,26056
26,57,95,35,36.84,37,38.95,17,17.89,26057
26,58,78,25,32.05,27,34.62,20,25.64,26058
26,59,83,26,31.33,37,44.58,11,13.25,26059
26,60,101,35,34.65,37,36.63,18,17.82,26060
26,61,59,17,28.81,25,42.37,12,20.34,26061
26,62,117,31,26.5,53,45.3,24,20.51,26062
26,63,42,18,42.86,8,19.05,11,26.19,26063
27,1,157,44,28.03,83,52.87,23,14.65,27001
27,2,139,39,28.06,75,53.96,16,11.51,27002
27,3,154,39,25.32,72,46.75,29,18.83,27003
27,4,99,29,29.29,46,46.46,19,19.19,27004
27,5,48,18,37.5,15,31.25,11,22.92,27005
27,6,77,22,28.57,32,41.56,18,23.38,27006
27,7,127,34,26.77,61,48.03,21,16.54,27007
27,8,168,39,23.21,93,55.36,29,17.26,27008
27,9,200,61,30.5,98,49.0,33,16.5,27009
27,10,274,62,22.63,172,62.77,32,11.68,27010
27,11,167,36,21.56,80,47.9,39,23.35,27011
27,12,126,44,34.92,51,40.48,21,16.67,27012
27,13,96,35,36.46,39,40.63,12,12.5,27013
27,14,185,46,24.86,91,49.19,40,21.62,27014
27,15,110,31,28.18,50,45.45,23,20.91,27015
27,16,42,8,19.05,24,57.14,9,21.43,27016
27,17,126,36,28.57,67,53.17,18,14.29,27017
27,18,126,37,29.37,52,41.27,24,19.05,27018
27,19,161,54,33.54,76,47.2,27,16.77,27019
27,20,260,46,17.69,178,68.46,29,11.15,27020
27,21,106,26,24.53,56,52.83,19,17.92,27021
27,22,157,34,21.66,97,61.78,19,12.1,27022
27,23,36,9,25.0,20,55.56,6,16.67,27023
27,24,157,47,29.94,83,52.87,18,11.46,27024
27,25,102,36,35.29,46,45.1,15,14.71,27025
27,26,142,37,26.06,73,51.41,27,19.01,27026
27,27,142,30,21.13,84,59.15,20,14.08,27027
27,28,134,35,26.12,70,52.24,17,12.69,27028
27,29,140,31,22.14,75,53.57,22,15.71,27029
27,30,102,33,32.35,50,49.02,12,11.76,27030
27,31,120,28,23.33,64,53.33,20,16.67,27031
27,32,106,34,32.08,45,42.45,20,18.87,27032
27,33,149,31,20.81,88,59.06,22,14.77,27033
27,34,139,24,17.27,90,64.75,19,13.67,27034
27,35,131,34,25.95,69,52.67,21,16.03,27035
27,36,138,36,26.09,74,53.62,21,15.22,27036
27,37,82,27,32.93,44,53.66,9,10.98,27037
27,38,105,43,40.95,44,41.9,14,13.33,27038
27,39,100,9,9.0,75,75.0,12,12.0,27039
27,40,116,28,24.14,67,57.76,19,16.38,27040
27,41,147,46,31.29,61,41.5,29,19.73,27041
27,42,102,32,31.37,51,50.0,10,9.8,27042
27,43,91,18,19.78,60,65.93,9,9.89,27043
27,44,124,27,21.77,66,53.23,20,16.13,27044
27,45,127,24,18.9,81,63.78,16,12.6,27045
27,46,197,41,20.81,125,63.45,23,11.68,27046
27,47,130,31,23.85,66,50.77,24,18.46,27047
27,48,164,48,29.27,85,51.83,25,15.24,27048
27,49,209,56,26.79,104,49.76,39,18.66,27049
27,50,171,36,21.05,93,54.39,31,18.13,27050
27,51,81,3,3.7,71,87.65,6,7.41,27051
27,52,149,43,28.86,79,53.02,24,16.11,27052
27,53,114,24,21.05,66,57.89,16,14.04,27053
27,54,137,55,40.15,49,35.77,23,16.79,27054
27,55,152,42,27.63,81,53.29,19,12.5,27055
27,56,112,30,26.79,57,50.89,23,20.54,27056
27,57,101,34,33.66,40,39.6,22,21.78,27057
27,58,50,12,24.0,28,56.0,7,14.0,27058
27,59,169,38,22.49,91,53.85,30,17.75,27059
28,1,181,42,23.2,98,54.14,34,18.78,28001
28,2,185,46,24.86,102,55.14,31,16.76,28002
28,3,123,41,33.33,54,43.9,21,17.07,28003
28,4,205,53,25.85,116,56.59,28,13.66,28004
28,5,144,34,23.61,82,56.94,24,16.67,28005
28,6,136,20,14.71,87,63.97,25,18.38,28006
28,7,150,36,24.0,74,49.33,36,24.0,28007
28,8,96,26,27.08,55,57.29,14,14.58,28008
28,9,138,32,23.19,80,57.97,19,13.77,28009
28,10,54,16,29.63,27,50.0,11,20.37,28010
28,11,133,29,21.8,71,53.38,22,16.54,28011
28,12,137,33,24.09,74,54.01,24,17.52,28012
28,13,86,31,36.05,39,45.35,10,11.63,28013
28,14,98,33,33.67,36,36.73,22,22.45,28014
28,15,172,44,25.58,94,54.65,30,17.44,28015
28,16,139,36,25.9,71,51.08,28,20.14,28016
28,17,145,34,23.45,81,55.86,25,17.24,28017
28,18,228,40,17.54,137,60.09,41,17.98,28018
28,19,158,29,18.35,93,58.86,27,17.09,28019
28,20,169,55,32.54,84,49.7,23,13.61,28020
28,21,217,61,28.11,118,54.38,31,14.29,28021
28,22,163,39,23.93,95,58.28,22,13.5,28022
28,23,151,28,18.54,93,61.59,27,17.88,28023
28,24,127,31,24.41,64,50.39,22,17.32,28024
28,25,83,22,26.51,40,48.19,17,20.48,28025
28,26,157,26,16.56,104,66.24,23,14.65,28026
28,27,214,51,23.83,110,51.4,48,22.43,28027
28,28,116,31,26.72,68,58.62,15,12.93,28028
28,29,151,49,32.45,59,39.07,29,19.21,28029
28,30,95,19,20.0,52,54.74,18,18.95,28030
28,31,138,33,23.91,67,48.55,33,23.91,28031
28,32,169,45,26.63,81,47.93,34,20.12,28032
28,33,163,32,19.63,97,59.51,30,18.4,28033
28,34,45,14,31.11,15,33.33,11,24.44,28034
28,35,142,31,21.83,89,62.68,17,11.97,28035
28,36,123,25,20.33,61,49.59,24,19.51,28036
28,37,182,60,32.97,88,48.35,29,15.93,28037
28,38,50,20,40.0,12,24.0,13,26.0,28038
28,39,152,52,34.21,75,49.34,21,13.82,28039
28,40,217,48,22.12,119,54.84,38,17.51,28040
28,41,162,41,25.31,80,49.38,31,19.14,28041
28,42,141,31,21.99,78,55.32,30,21.28,28042
28,43,212,51,24.06,121,57.08,30,14.15,28043
28,44,165,41,24.85,84,50.91,33,20.0,28044
28,45,154,43,27.92,79,51.3,24,15.58,28045
28,46,161,37,22.98,94,58.39,23,14.29,28046
28,47,159,48,30.19,78,49.06,27,16.98,28047
28,48,87,25,28.74,42,48.28,16,18.39,28048
28,49,65,20,30.77,35,53.85,9,13.85,28049
28,50,98,29,29.59,51,52.04,14,14.29,28050
28,51,137,29,21.17,74,54.01,25,18.25,28051
28,52,131,49,37.4,50,38.17,23,17.56,28052
28,53,94,22,23.4,45,47.87,19,20.21,28053
28,54,140,26,18.57,78,55.71,30,21.43,28054
28,55,147,29,19.73,94,63.95,19,12.93,28055
28,56,156,55,35.26,76,48.72,17,10.9,28056
28,57,161,41,25.47,90,55.9,26,16.15,28057
28,58,162,47,29.01,78,48.15,28,17.28,28058
28,59,118,39,33.05,56,47.46,16,13.56,28059
28,60,95,24,25.26,50,52.63,19,20.0,28060
28,61,89,29,32.58,39,43.82,14,15.73,28061
29,1,396,107,27.02,218,55.05,56,14.14,29001
29,2,138,51,36.96,43,31.16,28,20.29,29002
29,3,288,55,19.1,173,60.07,46,15.97,29003
29,4,235,35,14.89,148,62.98,40,17.02,29004
29,5,188,38,20.21,115,61.17,26,13.83,29005
29,6,89,35,39.33,28,31.46,18,20.22,29006
29,7,121,43,35.54,47,38.84,25,20.66,29007
29,8,160,37,23.13,98,61.25,18,11.25,29008
29,9,117,33,28.21,51,43.59,22,18.8,29009
29,10,99,26,26.26,34,34.34,25,25.25,29010
29,11,205,42,20.49,115,56.1,40,19.51,29011
29,12,285,75,26.32,168,58.95,36,12.63,29012
29,13,195,38,19.49,117,60.0,33,16.92,29013
29,14,292,69,23.63,179,61.3,36,12.33,29014
29,15,256,59,23.05,154,60.16,36,14.06,29015
29,16,350,42,12.0,272,77.71,24,6.86,29016
29,17,176,33,18.75,118,67.05,19,10.8,29017
29,18,250,51,20.4,158,63.2,33,13.2,29018
29,19,334,76,22.75,190,56.89,53,15.87,29019
29,20,223,43,19.28,155,69.51,19,8.52,29020
29,21,174,63,36.21,70,40.23,32,18.39,29021
29,22,157,44,28.03,65,41.4,42,26.75,29022
29,23,251,39,15.54,172,68.53,36,14.34,29023
29,24,140,42,30.0,52,37.14,31,22.14,29024
29,25,256,34,13.28,206,80.47,14,5.47,29025
29,26,194,45,23.2,104,53.61,32,16.49,29026
29,27,206,60,29.13,117,56.8,17,8.25,29027
29,28,269,49,18.22,165,61.34,43,15.99,29028
29,29,323,43,13.31,222,68.73,52,16.1,29029
29,30,113,36,31.86,47,41.59,23,20.35,29030
29,31,215,51,23.72,118,54.88,40,18.6,29031
29,32,135,41,30.37,51,37.78,25,18.52,29032
29,33,161,42,26.09,90,55.9,23,14.29,29033
29,34,142,37,26.06,79,55.63,17,11.97,29034
29,35,166,45,27.11,84,50.6,34,20.48,29035
29,36,344,57,16.57,248,72.09,28,8.14,29036
29,37,212,53,25.0,124,58.49,27,12.74,29037
29,38,203,39,19.21,132,65.02,25,12.32,29038
29,39,158,47,29.75,59,37.34,40,25.32,29039
29,40,318,41,12.89,233,73.27,38,11.95,29040
29,41,283,50,17.67,190,67.14,36,12.72,29041
29,42,246,69,28.05,136,55.28,31,12.6,29042
29,43,276,42,15.22,192,69.57,35,12.68,29043
29,44,190,43,22.63,119,62.63,18,9.47,29044
29,45,193,44,22.8,114,59.07,24,12.44,29045
29,46,237,62,26.16,125,52.74,37,15.61,29046
29,47,269,54,20.07,179,66.54,30,11.15,29047
29,48,229,52,22.71,124,54.15,35,15.28,29048
29,49,328,84,25.61,184,56.1,44,13.41,29049
30,1,132,44,33.33,54,40.91,27,20.45,30001
30,2,119,40,33.61,50,42.02,20,16.81,30002
30,3,179,59,32.96,81,45.25,30,16.76,30003
30,4,130,45,34.62,46,35.38,22,16.92,30004
30,5,78,29,37.18,25,32.05,14,17.95,30005
30,6,100,36,36.0,34,34.0,21,21.0,30006
30,7,111,38,34.23,45,40.54,23,20.72,30007
