ward,precinct,total,Margaret Laurino (Obama),Margaret Laurino (Obama) Percent,Sylvia Martinez (Obama),Sylvia Martinez (Obama) Percent,Renae Ogletree (Obama),Renae Ogletree (Obama) Percent,Mike Quigley (Obama),Mike Quigley (Obama) Percent,Henry Tamarin (Obama),Henry Tamarin (Obama) Percent,Stella Black (Clinton),Stella Black (Clinton) Percent,Darryl L. DePriest (Clinton),Darryl L. DePriest (Clinton) Percent,Aimee A. Pine (Clinton),Aimee A. Pine (Clinton) Percent,Matthew W. Beaudet (Clinton),Matthew W. Beaudet (Clinton) Percent,Linda Murphy (Clinton),Linda Murphy (Clinton) Percent,Aaron G. Harkin (Clinton),Aaron G. Harkin (Clinton) Percent,Michael Fourcher (Richardson),Michael Fourcher (Richardson) Percent,William L. ''Bill'' Phillips (Richards,William L. ''Bill'' Phillips (Richards Percent,Angel Del Rivero (Richardson),Angel Del Rivero (Richardson) Percent,Betsy Schonitzer (Richardson),Betsy Schonitzer (Richardson) Percent,precinct_id
40,40,797,89,11.17,99,12.42,84,10.54,94,11.79,82,10.29,41,5.14,44,5.52,46,5.77,39,4.89,43,5.4,37,4.64,0,0.0,4,0.5,4,0.5,4,0.5,40040
40,41,218,23,10.55,22,10.09,22,10.09,21,9.63,21,9.63,16,7.34,14,6.42,14,6.42,14,6.42,14,6.42,14,6.42,0,0.0,1,0.46,0,0.0,0,0.0,40041
40,44,830,64,7.71,65,7.83,60,7.23,59,7.11,53,6.39,81,9.76,72,8.67,74,8.92,70,8.43,75,9.04,60,7.23,9,1.08,10,1.2,13,1.57,8,0.96,40044
40,45,1780,189,10.62,195,10.96,172,9.66,189,10.62,175,9.83,112,6.29,101,5.67,112,6.29,112,6.29,113,6.35,105,5.9,7,0.39,8,0.45,6,0.34,3,0.17,40045
40,48,778,99,12.72,87,11.18,83,10.67,88,11.31,82,10.54,46,5.91,39,5.01,42,5.4,34,4.37,43,5.53,39,5.01,1,0.13,5,0.64,4,0.51,1,0.13,40048
40,49,704,80,11.36,74,10.51,65,9.23,67,9.52,61,8.66,41,5.82,36,5.11,48,6.82,40,5.68,54,7.67,37,5.26,8,1.14,8,1.14,8,1.14,9,1.28,40049
41,3,1227,90,7.33,80,6.52,76,6.19,91,7.42,74,6.03,113,9.21,108,8.8,120,9.78,111,9.05,123,10.02,113,9.21,11,0.9,10,0.81,15,1.22,12,0.98,41003
41,6,1390,134,9.64,122,8.78,119,8.56,133,9.57,121,8.71,94,6.76,94,6.76,103,7.41,103,7.41,109,7.84,97,6.98,10,0.72,13,0.94,11,0.79,12,0.86,41006
41,9,1413,112,7.93,107,7.57,99,7.01,107,7.57,99,7.01,127,8.99,125,8.85,131,9.27,120,8.49,135,9.55,115,8.14,9,0.64,13,0.92,10,0.71,7,0.5,41009
41,10,1127,114,10.12,91,8.07,88,7.81,101,8.96,86,7.63,84,7.45,85,7.54,87,7.72,86,7.63,95,8.43,80,7.1,9,0.8,14,1.24,10,0.89,11,0.98,41010
41,12,1315,104,7.91,93,7.07,82,6.24,87,6.62,83,6.31,123,9.35,122,9.28,127,9.66,125,9.51,134,10.19,115,8.75,6,0.46,8,0.61,11,0.84,10,0.76,41012
41,14,1687,174,10.31,165,9.78,159,9.43,171,10.14,157,9.31,113,6.7,108,6.4,109,6.46,110,6.52,116,6.88,103,6.11,12,0.71,13,0.77,7,0.41,9,0.53,41014
41,16,1344,132,9.82,120,8.93,112,8.33,126,9.38,113,8.41,100,7.44,88,6.55,101,7.51,93,6.92,106,7.89,90,6.7,14,1.04,10,0.74,10,0.74,15,1.12,41016
41,19,1638,197,12.03,152,9.28,150,9.16,169,10.32,144,8.79,102,6.23,101,6.17,113,6.9,105,6.41,128,7.81,97,5.92,9,0.55,11,0.67,6,0.37,9,0.55,41019
41,21,1347,108,8.02,100,7.42,95,7.05,111,8.24,96,7.13,110,8.17,109,8.09,117,8.69,111,8.24,127,9.43,102,7.57,21,1.56,12,0.89,14,1.04,20,1.48,41021
41,22,1256,118,9.39,99,7.88,94,7.48,109,8.68,92,7.32,97,7.72,94,7.48,97,7.72,99,7.88,110,8.76,85,6.77,16,1.27,16,1.27,12,0.96,21,1.67,41022
41,23,1207,106,8.78,96,7.95,89,7.37,96,7.95,83,6.88,104,8.62,100,8.29,106,8.78,96,7.95,109,9.03,90,7.46,12,0.99,13,1.08,12,0.99,9,0.75,41023
41,24,1211,77,6.36,75,6.19,64,5.28,67,5.53,61,5.04,129,10.65,120,9.91,127,10.49,119,9.83,131,10.82,119,9.83,13,1.07,16,1.32,15,1.24,16,1.32,41024
41,30,1539,122,7.93,114,7.41,107,6.95,118,7.67,99,6.43,139,9.03,133,8.64,136,8.84,142,9.23,154,10.01,130,8.45,10,0.65,10,0.65,9,0.58,13,0.84,41030
41,35,1380,122,8.84,111,8.04,108,7.83,117,8.48,101,7.32,115,8.33,112,8.12,116,8.41,112,8.12,125,9.06,111,8.04,10,0.72,6,0.43,6,0.43,9,0.65,41035
41,38,1438,115,8.0,104,7.23,97,6.75,106,7.37,88,6.12,132,9.18,140,9.74,138,9.6,131,9.11,141,9.81,128,8.9,3,0.21,5,0.35,8,0.56,8,0.56,41038
41,39,910,77,8.46,70,7.69,64,7.03,68,7.47,63,6.92,73,8.02,72,7.91,79,8.68,74,8.13,86,9.45,77,8.46,12,1.32,10,1.1,11,1.21,9,0.99,41039
41,44,1368,141,10.31,135,9.87,127,9.28,134,9.8,124,9.06,88,6.43,85,6.21,92,6.73,84,6.14,95,6.94,87,6.36,10,0.73,15,1.1,11,0.8,13,0.95,41044
41,46,1122,89,7.93,83,7.4,76,6.77,85,7.58,75,6.68,95,8.47,95,8.47,95,8.47,92,8.2,109,9.71,91,8.11,17,1.52,14,1.25,13,1.16,17,1.52,41046
41,47,1215,131,10.78,119,9.79,108,8.89,126,10.37,109,8.97,77,6.34,70,5.76,78,6.42,70,5.76,91,7.49,76,6.26,15,1.23,14,1.15,10,0.82,10,0.82,41047
41,50,1336,125,9.36,111,8.31,100,7.49,114,8.53,99,7.41,104,7.78,109,8.16,111,8.31,109,8.16,114,8.53,96,7.19,11,0.82,9,0.67,8,0.6,15,1.12,41050
41,51,982,86,8.76,79,8.04,69,7.03,75,7.64,69,7.03,86,8.76,84,8.55,85,8.66,82,8.35,95,9.67,76,7.74,7,0.71,6,0.61,5,0.51,8,0.81,41051
41,53,1348,103,7.64,100,7.42,89,6.6,98,7.27,87,6.45,122,9.05,122,9.05,117,8.68,121,8.98,142,10.53,118,8.75,7,0.52,14,1.04,10,0.74,9,0.67,41053
41,54,1180,134,11.36,114,9.66,107,9.07,112,9.49,101,8.56,80,6.78,76,6.44,81,6.86,75,6.36,84,7.12,69,5.85,9,0.76,9,0.76,11,0.93,8,0.68,41054
41,57,1150,109,9.48,93,8.09,85,7.39,90,7.83,82,7.13,89,7.74,90,7.83,104,9.04,94,8.17,107,9.3,97,8.43,7,0.61,7,0.61,6,0.52,7,0.61,41057
43,2,1446,185,12.79,188,13.0,177,12.24,188,13.0,175,12.1,59,4.08,51,3.53,56,3.87,52,3.6,56,3.87,54,3.73,7,0.48,7,0.48,6,0.41,4,0.28,43002
43,6,944,106,11.23,103,10.91,96,10.17,102,10.81,97,10.28,62,6.57,51,5.4,56,5.93,50,5.3,56,5.93,50,5.3,3,0.32,5,0.53,4,0.42,8,0.85,43006
43,7,1364,163,11.95,161,11.8,154,11.29,162,11.88,146,10.7,73,5.35,60,4.4,75,5.5,65,4.77,75,5.5,63,4.62,1,0.07,8,0.59,3,0.22,6,0.44,43007
43,8,1737,206,11.86,205,11.8,196,11.28,198,11.4,194,11.17,86,4.95,82,4.72,81,4.66,86,4.95,86,4.95,85,4.89,10,0.58,10,0.58,7,0.4,9,0.52,43008
43,12,1571,165,10.5,166,10.57,160,10.18,161,10.25,155,9.87,98,6.24,96,6.11,101,6.43,93,5.92,101,6.43,93,5.92,5,0.32,6,0.38,8,0.51,3,0.19,43012
43,14,1216,155,12.75,158,12.99,153,12.58,152,12.5,150,12.34,46,3.78,43,3.54,53,4.36,45,3.7,49,4.03,46,3.78,3,0.25,3,0.25,5,0.41,5,0.41,43014
43,17,1556,176,11.31,181,11.63,176,11.31,181,11.63,173,11.12,84,5.4,78,5.01,80,5.14,77,4.95,80,5.14,77,4.95,4,0.26,6,0.39,5,0.32,5,0.32,43017
43,20,1512,187,12.37,195,12.9,188,12.43,195,12.9,181,11.97,62,4.1,56,3.7,66,4.37,62,4.1,63,4.17,59,3.9,3,0.2,6,0.4,2,0.13,4,0.26,43020
43,21,1640,219,13.35,224,13.66,221,13.48,225,13.72,219,13.35,55,3.35,50,3.05,51,3.11,49,2.99,56,3.41,48,2.93,0,0.0,1,0.06,1,0.06,2,0.12,43021
43,22,1121,131,11.69,129,11.51,124,11.06,131,11.69,116,10.35,61,5.44,55,4.91,58,5.17,58,5.17,61,5.44,53,4.73,5,0.45,3,0.27,7,0.62,4,0.36,43022
43,27,1214,142,11.7,141,11.61,137,11.29,143,11.78,130,10.71,70,5.77,61,5.02,66,5.44,58,4.78,66,5.44,60,4.94,1,0.08,3,0.25,4,0.33,2,0.16,43027
43,29,1234,156,12.64,153,12.4,151,12.24,158,12.8,141,11.43,57,4.62,49,3.97,55,4.46,51,4.13,59,4.78,49,3.97,1,0.08,3,0.24,3,0.24,3,0.24,43029
43,31,1554,185,11.9,189,12.16,180,11.58,187,12.03,177,11.39,75,4.83,72,4.63,75,4.83,70,4.5,80,5.15,70,4.5,6,0.39,4,0.26,4,0.26,3,0.19,43031
43,32,1369,160,11.69,161,11.76,157,11.47,161,11.76,153,11.18,70,5.11,67,4.89,71,5.19,67,4.89,70,5.11,63,4.6,3,0.22,3,0.22,1,0.07,2,0.15,43032
43,33,804,104,12.94,108,13.43,103,12.81,105,13.06,98,12.19,34,4.23,26,3.23,29,3.61,27,3.36,31,3.86,27,3.36,3,0.37,2,0.25,3,0.37,2,0.25,43033
43,34,797,98,12.3,97,12.17,91,11.42,96,12.05,89,11.17,40,5.02,35,4.39,38,4.77,36,4.52,36,4.52,35,4.39,2,0.25,6,0.75,3,0.38,3,0.38,43034
43,38,1159,144,12.42,143,12.34,135,11.65,140,12.08,129,11.13,60,5.18,48,4.14,57,4.92,52,4.49,58,5.0,49,4.23,4,0.35,3,0.26,4,0.35,2,0.17,43038
43,43,985,115,11.68,109,11.07,105,10.66,110,11.17,99,10.05,54,5.48,53,5.38,58,5.89,52,5.28,55,5.58,50,5.08,7,0.71,7,0.71,2,0.2,4,0.41,43043
43,44,1383,160,11.57,164,11.86,157,11.35,157,11.35,148,10.7,75,5.42,68,4.92,75,5.42,69,4.99,77,5.57,64,4.63,2,0.14,4,0.29,5,0.36,5,0.36,43044
43,45,362,41,11.33,43,11.88,42,11.6,44,12.15,41,11.33,16,4.42,19,5.25,19,5.25,17,4.7,18,4.97,17,4.7,0,0.0,1,0.28,1,0.28,3,0.83,43045
43,48,1326,138,10.41,146,11.01,140,10.56,151,11.39,135,10.18,83,6.26,77,5.81,82,6.18,77,5.81,76,5.73,79,5.96,1,0.08,2,0.15,3,0.23,1,0.08,43048
43,50,1043,121,11.6,124,11.89,119,11.41,126,12.08,116,11.12,50,4.79,48,4.6,51,4.89,50,4.79,54,5.18,49,4.7,3,0.29,5,0.48,3,0.29,4,0.38,43050
43,53,1478,149,10.08,152,10.28,140,9.47,154,10.42,134,9.07,92,6.22,96,6.5,104,7.04,98,6.63,98,6.63,91,6.16,4,0.27,7,0.47,9,0.61,7,0.47,43053
43,56,827,108,13.06,109,13.18,105,12.7,113,13.66,102,12.33,29,3.51,24,2.9,31,3.75,29,3.51,31,3.75,25,3.02,2,0.24,4,0.48,6,0.73,3,0.36,43056
43,57,1140,131,11.49,135,11.84,127,11.14,133,11.67,129,11.32,62,5.44,56,4.91,57,5.0,57,5.0,60,5.26,54,4.74,3,0.26,2,0.18,3,0.26,3,0.26,43057
43,58,1132,139,12.28,146,12.9,137,12.1,145,12.81,134,11.84,50,4.42,43,3.8,50,4.42,41,3.62,51,4.51,42,3.71,2,0.18,2,0.18,6,0.53,3,0.27,43058
43,59,1287,126,9.79,127,9.87,118,9.17,124,9.63,122,9.48,91,7.07,86,6.68,91,7.07,91,7.07,90,6.99,86,6.68,2,0.16,4,0.31,1,0.08,5,0.39,43059
44,1,1224,122,9.97,125,10.21,117,9.56,126,10.29,112,9.15,83,6.78,76,6.21,82,6.7,76,6.21,87,7.11,78,6.37,6,0.49,3,0.25,6,0.49,3,0.25,44001
44,2,1202,133,11.06,134,11.15,130,10.82,132,10.98,126,10.48,70,5.82,66,5.49,70,5.82,69,5.74,75,6.24,65,5.41,2,0.17,1,0.08,0,0.0,2,0.17,44002
44,5,1817,206,11.34,212,11.67,204,11.23,213,11.72,198,10.9,99,5.45,94,5.17,101,5.56,93,5.12,101,5.56,89,4.9,3,0.17,1,0.06,1,0.06,2,0.11,44005
44,6,1637,190,11.61,203,12.4,192,11.73,202,12.34,182,11.12,81,4.95,74,4.52,84,5.13,74,4.52,77,4.7,73,4.46,2,0.12,6,0.37,5,0.31,3,0.18,44006
44,8,680,87,12.79,88,12.94,83,12.21,88,12.94,77,11.32,33,4.85,27,3.97,35,5.15,24,3.53,28,4.12,23,3.38,1,0.15,2,0.29,2,0.29,1,0.15,44008
44,9,1102,134,12.16,134,12.16,122,11.07,135,12.25,123,11.16,58,5.26,50,4.54,57,5.17,51,4.63,56,5.08,50,4.54,1,0.09,2,0.18,3,0.27,1,0.09,44009
44,10,1097,141,12.85,145,13.22,138,12.58,152,13.86,129,11.76,45,4.1,35,3.19,45,4.1,38,3.46,42,3.83,36,3.28,3,0.27,5,0.46,4,0.36,5,0.46,44010
44,11,1372,167,12.17,163,11.88,157,11.44,174,12.68,148,10.79,68,4.96,58,4.23,68,4.96,63,4.59,66,4.81,63,4.59,7,0.51,6,0.44,4,0.29,7,0.51,44011
44,12,1181,135,11.43,128,10.84,127,10.75,131,11.09,125,10.58,69,5.84,63,5.33,69,5.84,63,5.33,69,5.84,62,5.25,1,0.08,3,0.25,2,0.17,3,0.25,44012
44,13,1093,133,12.17,131,11.99,133,12.17,141,12.9,126,11.53,54,4.94,48,4.39,53,4.85,47,4.3,53,4.85,44,4.03,1,0.09,1,0.09,1,0.09,2,0.18,44013
44,14,1472,173,11.75,173,11.75,167,11.35,173,11.75,162,11.01,75,5.1,67,4.55,82,5.57,71,4.82,75,5.1,66,4.48,8,0.54,9,0.61,6,0.41,4,0.27,44014
44,15,1697,184,10.84,183,10.78,171,10.08,174,10.25,165,9.72,105,6.19,96,5.66,108,6.36,97,5.72,107,6.31,96,5.66,11,0.65,12,0.71,5,0.29,9,0.53,44015
44,16,1507,197,13.07,195,12.94,188,12.48,201,13.34,181,12.01,59,3.92,53,3.52,60,3.98,54,3.58,58,3.85,54,3.58,4,0.27,4,0.27,6,0.4,6,0.4,44016
44,17,1689,200,11.84,199,11.78,191,11.31,194,11.49,184,10.89,87,5.15,83,4.91,90,5.33,83,4.91,90,5.33,82,4.85,4,0.24,4,0.24,5,0.3,2,0.12,44017
44,18,1027,117,11.39,120,11.68,118,11.49,125,12.17,116,11.3,53,5.16,46,4.48,52,5.06,45,4.38,54,5.26,45,4.38,6,0.58,5,0.49,7,0.68,5,0.49,44018
44,19,845,89,10.53,90,10.65,88,10.41,87,10.3,82,9.7,58,6.86,47,5.56,54,6.39,48,5.68,54,6.39,44,5.21,4,0.47,6,0.71,7,0.83,6,0.71,44019
44,20,1270,161,12.68,168,13.23,154,12.13,167,13.15,149,11.73,61,4.8,44,3.46,58,4.57,46,3.62,57,4.49,47,3.7,0,0.0,1,0.08,2,0.16,1,0.08,44020
44,21,1870,210,11.23,220,11.76,206,11.02,218,11.66,200,10.7,102,5.45,93,4.97,106,5.67,95,5.08,104,5.56,91,4.87,6,0.32,11,0.59,5,0.27,6,0.32,44021
44,22,1723,168,9.75,167,9.69,158,9.17,166,9.63,147,8.53,133,7.72,123,7.14,130,7.54,119,6.91,132,7.66,116,6.73,4,0.23,5,0.29,2,0.12,3,0.17,44022
44,23,1387,170,12.26,165,11.9,163,11.75,164,11.82,153,11.03,73,5.26,63,4.54,71,5.12,64,4.61,74,5.34,62,4.47,2,0.14,1,0.07,2,0.14,1,0.07,44023
44,24,989,131,13.25,135,13.65,128,12.94,126,12.74,117,11.83,41,4.15,33,3.34,39,3.94,33,3.34,39,3.94,34,3.44,2,0.2,3,0.3,2,0.2,2,0.2,44024
44,25,1419,180,12.68,182,12.83,168,11.84,189,13.32,165,11.63,64,4.51,56,3.95,68,4.79,55,3.88,57,4.02,53,3.74,2,0.14,4,0.28,2,0.14,2,0.14,44025
44,26,1267,130,10.26,137,10.81,131,10.34,136,10.73,124,9.79,84,6.63,75,5.92,80,6.31,76,6.0,82,6.47,77,6.08,2,0.16,3,0.24,0,0.0,1,0.08,44026
44,27,1782,215,12.07,219,12.29,210,11.78,218,12.23,197,11.05,95,5.33,80,4.49,85,4.77,75,4.21,95,5.33,76,4.26,3,0.17,4,0.22,2,0.11,5,0.28,44027
44,28,1095,138,12.6,134,12.24,131,11.96,143,13.06,128,11.69,48,4.38,45,4.11,49,4.47,42,3.84,50,4.57,43,3.93,4,0.37,4,0.37,4,0.37,3,0.27,44028
44,29,1605,206,12.83,210,13.08,204,12.71,210,13.08,198,12.34,62,3.86,59,3.68,65,4.05,55,3.43,63,3.93,53,3.3,7,0.44,6,0.37,6,0.37,5,0.31,44029
44,30,1432,170,11.87,172,12.01,169,11.8,174,12.15,162,11.31,71,4.96,66,4.61,72,5.03,64,4.47,69,4.82,65,4.54,1,0.07,3,0.21,4,0.28,3,0.21,44030
44,31,1562,200,12.8,199,12.74,192,12.29,201,12.87,184,11.78,73,4.67,61,3.91,65,4.16,56,3.59,69,4.42,56,3.59,5,0.32,4,0.26,5,0.32,4,0.26,44031
44,32,1150,124,10.78,131,11.39,126,10.96,124,10.78,117,10.17,70,6.09,63,5.48,65,5.65,63,5.48,68,5.91,61,5.3,4,0.35,4,0.35,5,0.43,6,0.52,44032
44,33,2070,225,10.87,228,11.01,229,11.06,227,10.97,208,10.05,131,6.33,112,5.41,127,6.14,119,5.75,117,5.65,114,5.51,5,0.24,6,0.29,4,0.19,2,0.1,44033
44,34,1060,127,11.98,121,11.42,119,11.23,128,12.08,113,10.66,56,5.28,51,4.81,57,5.38,51,4.81,58,5.47,54,5.09,2,0.19,4,0.38,1,0.09,2,0.19,44034
44,36,1365,155,11.36,154,11.28,144,10.55,156,11.43,141,10.33,74,5.42,72,5.27,78,5.71,71,5.2,76,5.57,71,5.2,5,0.37,3,0.22,9,0.66,6,0.44,44036
44,37,2052,232,11.31,235,11.45,223,10.87,228,11.11,213,10.38,121,5.9,111,5.41,119,5.8,113,5.51,116,5.65,108,5.26,2,0.1,5,0.24,3,0.15,4,0.19,44037
44,38,1314,158,12.02,164,12.48,155,11.8,172,13.09,147,11.19,58,4.41,52,3.96,62,4.72,59,4.49,58,4.41,54,4.11,7,0.53,9,0.68,2,0.15,4,0.3,44038
44,39,1389,162,11.66,167,12.02,157,11.3,174,12.53,153,11.02,67,4.82,67,4.82,69,4.97,64,4.61,68,4.9,64,4.61,4,0.29,5,0.36,6,0.43,5,0.36,44039
44,40,1387,169,12.18,177,12.76,167,12.04,181,13.05,167,12.04,59,4.25,52,3.75,55,3.97,56,4.04,56,4.04,56,4.04,6,0.43,8,0.58,6,0.43,7,0.5,44040
44,41,1322,151,11.42,150,11.35,144,10.89,153,11.57,141,10.67,71,5.37,70,5.3,70,5.3,64,4.84,70,5.3,72,5.45,6,0.45,6,0.45,5,0.38,5,0.38,44041
44,42,1799,191,10.62,195,10.84,185,10.28,196,10.89,177,9.84,111,6.17,108,6.0,111,6.17,107,5.95,111,6.17,103,5.73,4,0.22,7,0.39,5,0.28,4,0.22,44042
44,43,1580,180,11.39,179,11.33,177,11.2,184,11.65,171,10.82,88,5.57,77,4.87,87,5.51,79,5.0,88,5.57,80,5.06,3,0.19,3,0.19,4,0.25,5,0.32,44043
44,44,1744,180,10.32,193,11.07,177,10.15,191,10.95,167,9.58,118,6.77,94,5.39,111,6.36,98,5.62,117,6.71,92,5.28,5,0.29,8,0.46,12,0.69,7,0.4,44044
44,45,1696,204,12.03,206,12.15,192,11.32,199,11.73,185,10.91,87,5.13,71,4.19,92,5.42,80,4.72,94,5.54,73,4.3,5,0.29,7,0.41,5,0.29,5,0.29,44045
44,46,1124,131,11.65,127,11.3,121,10.77,124,11.03,118,10.5,66,5.87,60,5.34,65,5.78,61,5.43,63,5.6,56,4.98,1,0.09,3,0.27,2,0.18,2,0.18,44046
44,47,1650,200,12.12,209,12.67,190,11.52,207,12.55,190,11.52,78,4.73,66,4.0,81,4.91,70,4.24,75,4.55,66,4.0,6,0.36,8,0.48,6,0.36,3,0.18,44047
44,50,1231,143,11.62,146,11.86,141,11.45,145,11.78,133,10.8,68,5.52,58,4.71,62,5.04,59,4.79,64,5.2,58,4.71,3,0.24,4,0.32,4,0.32,4,0.32,44050
44,51,1104,125,11.32,126,11.41,122,11.05,130,11.78,115,10.42,59,5.34,58,5.25,64,5.8,56,5.07,63,5.71,51,4.62,4,0.36,6,0.54,4,0.36,2,0.18,44051
45,1,1074,102,9.5,110,10.24,92,8.57,94,8.75,85,7.91,78,7.26,82,7.64,79,7.36,72,6.7,82,7.64,72,6.7,5,0.47,11,1.02,9,0.84,5,0.47,45001
45,2,1358,124,9.13,120,8.84,110,8.1,118,8.69,106,7.81,104,7.66,101,7.44,103,7.58,102,7.51,114,8.39,96,7.07,14,1.03,12,0.88,14,1.03,11,0.81,45002
45,3,1469,130,8.85,111,7.56,113,7.69,119,8.1,109,7.42,115,7.83,114,7.76,119,8.1,113,7.69,125,8.51,111,7.56,20,1.36,24,1.63,15,1.02,22,1.5,45003
45,4,1495,160,10.7,128,8.56,117,7.83,135,9.03,115,7.69,112,7.49,110,7.36,113,7.56,100,6.69,125,8.36,108,7.22,15,1.0,21,1.4,13,0.87,12,0.8,45004
45,5,1355,143,10.55,115,8.49,106,7.82,132,9.74,97,7.16,98,7.23,95,7.01,99,7.31,99,7.31,113,8.34,93,6.86,12,0.89,19,1.4,12,0.89,16,1.18,45005
45,6,1203,114,9.48,104,8.65,96,7.98,101,8.4,94,7.81,92,7.65,88,7.32,91,7.56,88,7.32,104,8.65,89,7.4,10,0.83,12,1.0,9,0.75,12,1.0,45006
45,7,1187,124,10.45,122,10.28,108,9.1,114,9.6,100,8.42,85,7.16,75,6.32,89,7.5,80,6.74,91,7.67,73,6.15,5,0.42,6,0.51,3,0.25,3,0.25,45007
45,8,966,83,8.59,76,7.87,66,6.83,76,7.87,62,6.42,86,8.9,77,7.97,90,9.32,81,8.39,90,9.32,76,7.87,8,0.83,8,0.83,10,1.04,6,0.62,45008
45,9,1254,115,9.17,106,8.45,95,7.58,100,7.97,91,7.26,96,7.66,99,7.89,103,8.21,100,7.97,110,8.77,101,8.05,11,0.88,13,1.04,9,0.72,12,0.96,45009
45,10,1425,167,11.72,135,9.47,124,8.7,132,9.26,116,8.14,98,6.88,87,6.11,96,6.74,85,5.96,115,8.07,87,6.11,14,0.98,14,0.98,19,1.33,18,1.26,45010
45,11,1026,90,8.77,79,7.7,72,7.02,87,8.48,73,7.12,84,8.19,83,8.09,88,8.58,87,8.48,92,8.97,73,7.12,8,0.78,13,1.27,9,0.88,15,1.46,45011
45,12,1409,172,12.21,147,10.43,129,9.16,142,10.08,126,8.94,81,5.75,76,5.39,88,6.25,84,5.96,110,7.81,70,4.97,13,0.92,13,0.92,12,0.85,13,0.92,45012
45,13,1452,126,8.68,116,7.99,110,7.58,116,7.99,111,7.64,125,8.61,120,8.26,120,8.26,112,7.71,125,8.61,110,7.58,11,0.76,11,0.76,12,0.83,11,0.76,45013
45,14,1491,163,10.93,149,9.99,128,8.58,137,9.19,127,8.52,102,6.84,99,6.64,108,7.24,98,6.57,116,7.78,91,6.1,9,0.6,10,0.67,9,0.6,11,0.74,45014
45,15,1330,98,7.37,97,7.29,90,6.77,98,7.37,86,6.47,127,9.55,110,8.27,121,9.1,113,8.5,131,9.85,111,8.35,12,0.9,17,1.28,14,1.05,19,1.43,45015
45,16,1238,122,9.85,123,9.94,102,8.24,111,8.97,94,7.59,98,7.92,82,6.62,94,7.59,85,6.87,102,8.24,84,6.79,8,0.65,5,0.4,10,0.81,9,0.73,45016
45,17,1047,92,8.79,85,8.12,81,7.74,82,7.83,79,7.55,86,8.21,85,8.12,90,8.6,80,7.64,91,8.69,84,8.02,9,0.86,12,1.15,7,0.67,8,0.76,45017
45,18,1199,119,9.92,103,8.59,96,8.01,108,9.01,94,7.84,93,7.76,89,7.42,95,7.92,84,7.01,102,8.51,89,7.42,8,0.67,8,0.67,5,0.42,6,0.5,45018
45,19,1288,123,9.55,109,8.46,99,7.69,113,8.77,95,7.38,102,7.92,96,7.45,111,8.62,97,7.53,115,8.93,90,6.99,9,0.7,10,0.78,10,0.78,14,1.09,45019
45,20,1100,100,9.09,99,9.0,84,7.64,98,8.91,80,7.27,94,8.55,81,7.36,90,8.18,82,7.45,105,9.55,76,6.91,8,0.73,7,0.64,7,0.64,7,0.64,45020
45,21,1097,95,8.66,87,7.93,83,7.57,87,7.93,83,7.57,90,8.2,84,7.66,93,8.48,93,8.48,96,8.75,85,7.75,11,1.0,8,0.73,9,0.82,8,0.73,45021
45,22,972,72,7.41,64,6.58,56,5.76,60,6.17,54,5.56,99,10.19,90,9.26,101,10.39,99,10.19,97,9.98,84,8.64,9,0.93,8,0.82,10,1.03,10,1.03,45022
45,23,1257,122,9.71,113,8.99,103,8.19,109,8.67,100,7.96,97,7.72,93,7.4,97,7.72,94,7.48,109,8.67,91,7.24,6,0.48,5,0.4,6,0.48,8,0.64,45023
45,24,1506,150,9.96,131,8.7,123,8.17,133,8.83,119,7.9,118,7.84,110,7.3,121,8.03,109,7.24,124,8.23,104,6.91,10,0.66,10,0.66,12,0.8,12,0.8,45024
45,25,1255,107,8.53,103,8.21,92,7.33,105,8.37,96,7.65,101,8.05,98,7.81,111,8.84,91,7.25,108,8.61,95,7.57,15,1.2,17,1.35,10,0.8,14,1.12,45025
45,26,1454,139,9.56,131,9.01,121,8.32,127,8.73,116,7.98,110,7.57,106,7.29,117,8.05,105,7.22,120,8.25,97,6.67,15,1.03,10,0.69,10,0.69,12,0.83,45026
45,27,1087,99,9.11,98,9.02,89,8.19,91,8.37,87,8.0,78,7.18,78,7.18,86,7.91,76,6.99,99,9.11,76,6.99,10,0.92,14,1.29,10,0.92,6,0.55,45027
45,28,1259,98,7.78,107,8.5,89,7.07,92,7.31,88,6.99,121,9.61,105,8.34,113,8.98,105,8.34,123,9.77,98,7.78,6,0.48,8,0.64,12,0.95,3,0.24,45028
45,29,1176,101,8.59,92,7.82,86,7.31,89,7.57,80,6.8,103,8.76,98,8.33,103,8.76,100,8.5,110,9.35,92,7.82,11,0.94,9,0.77,9,0.77,7,0.6,45029
45,30,1192,106,8.89,90,7.55,86,7.21,96,8.05,82,6.88,96,8.05,96,8.05,105,8.81,102,8.56,110,9.23,95,7.97,13,1.09,12,1.01,8,0.67,11,0.92,45030
45,31,1364,149,10.92,149,10.92,138,10.12,141,10.34,130,9.53,85,6.23,77,5.65,87,6.38,83,6.09,89,6.52,72,5.28,6,0.44,6,0.44,11,0.81,5,0.37,45031
45,32,792,59,7.45,59,7.45,53,6.69,59,7.45,54,6.82,64,8.08,66,8.33,70,8.84,69,8.71,75,9.47,64,8.08,10,1.26,15,1.89,8,1.01,9,1.14,45032
45,33,1140,100,8.77,91,7.98,87,7.63,93,8.16,85,7.46,98,8.6,87,7.63,90,7.89,90,7.89,93,8.16,89,7.81,11,0.96,13,1.14,8,0.7,12,1.05,45033
