ward,precinct,total,Maureen Patricia O'Leary,Maureen Patricia O'Leary Percent,Carolyn J. Gallagher,Carolyn J. Gallagher Percent,Sandra Gisela Ramos,Sandra Gisela Ramos Percent,Michael B. Hyman,Michael B. Hyman Percent,precinct_id
21,3,245,49,20.0,53,21.63,46,18.78,97,39.59,21003
21,4,191,40,20.94,42,21.99,49,25.65,60,31.41,21004
21,5,268,42,15.67,61,22.76,66,24.63,99,36.94,21005
21,6,197,49,24.87,51,25.89,44,22.34,53,26.9,21006
21,7,232,44,18.97,39,16.81,47,20.26,102,43.97,21007
21,8,225,49,21.78,42,18.67,44,19.56,90,40.0,21008
21,9,254,37,14.57,58,22.83,64,25.2,95,37.4,21009
21,10,195,28,14.36,41,21.03,49,25.13,77,39.49,21010
21,11,215,51,23.72,37,17.21,36,16.74,91,42.33,21011
21,12,196,41,20.92,39,19.9,41,20.92,75,38.27,21012
21,13,197,49,24.87,52,26.4,32,16.24,64,32.49,21013
21,14,245,46,18.78,49,20.0,68,27.76,82,33.47,21014
21,15,190,40,21.05,41,21.58,38,20.0,71,37.37,21015
21,16,193,29,15.03,28,14.51,43,22.28,93,48.19,21016
21,17,170,24,14.12,40,23.53,33,19.41,73,42.94,21017
21,18,241,53,21.99,56,23.24,52,21.58,80,33.2,21018
21,19,232,43,18.53,47,20.26,50,21.55,92,39.66,21019
21,20,185,49,26.49,30,16.22,27,14.59,79,42.7,21020
21,21,176,45,25.57,33,18.75,37,21.02,61,34.66,21021
21,22,186,25,13.44,42,22.58,46,24.73,73,39.25,21022
21,23,180,43,23.89,37,20.56,36,20.0,64,35.56,21023
21,24,248,53,21.37,52,20.97,50,20.16,93,37.5,21024
21,25,194,31,15.98,33,17.01,49,25.26,81,41.75,21025
21,26,182,42,23.08,39,21.43,33,18.13,68,37.36,21026
21,27,217,42,19.35,44,20.28,52,23.96,79,36.41,21027
21,28,256,56,21.88,67,26.17,60,23.44,73,28.52,21028
21,29,273,50,18.32,71,26.01,48,17.58,104,38.1,21029
21,30,161,26,16.15,35,21.74,38,23.6,62,38.51,21030
21,31,180,25,13.89,27,15.0,38,21.11,90,50.0,21031
21,32,199,43,21.61,36,18.09,43,21.61,77,38.69,21032
21,33,200,40,20.0,46,23.0,37,18.5,77,38.5,21033
21,34,181,40,22.1,39,21.55,38,20.99,64,35.36,21034
21,35,274,62,22.63,60,21.9,62,22.63,90,32.85,21035
21,36,221,45,20.36,47,21.27,52,23.53,77,34.84,21036
21,37,154,25,16.23,30,19.48,41,26.62,58,37.66,21037
21,38,195,37,18.97,43,22.05,52,26.67,63,32.31,21038
21,39,174,41,23.56,36,20.69,43,24.71,54,31.03,21039
21,40,207,45,21.74,45,21.74,41,19.81,76,36.71,21040
21,41,224,47,20.98,40,17.86,53,23.66,84,37.5,21041
21,42,261,54,20.69,47,18.01,66,25.29,94,36.02,21042
21,43,179,29,16.2,27,15.08,38,21.23,85,47.49,21043
21,44,242,34,14.05,44,18.18,51,21.07,113,46.69,21044
21,45,192,44,22.92,39,20.31,43,22.4,66,34.38,21045
21,46,244,55,22.54,63,25.82,52,21.31,74,30.33,21046
21,47,178,47,26.4,45,25.28,40,22.47,46,25.84,21047
21,48,204,41,20.1,42,20.59,42,20.59,79,38.73,21048
21,49,245,38,15.51,51,20.82,49,20.0,107,43.67,21049
21,50,164,31,18.9,44,26.83,42,25.61,47,28.66,21050
21,51,225,37,16.44,49,21.78,58,25.78,81,36.0,21051
21,52,201,45,22.39,50,24.88,39,19.4,67,33.33,21052
21,53,188,34,18.09,35,18.62,32,17.02,87,46.28,21053
21,54,192,42,21.88,41,21.35,39,20.31,70,36.46,21054
22,1,116,29,25.0,24,20.69,22,18.97,41,35.34,22001
22,2,236,53,22.46,28,11.86,111,47.03,44,18.64,22002
22,3,280,35,12.5,18,6.43,164,58.57,63,22.5,22003
22,4,162,17,10.49,8,4.94,111,68.52,26,16.05,22004
22,5,169,15,8.88,17,10.06,103,60.95,34,20.12,22005
22,6,203,19,9.36,16,7.88,143,70.44,25,12.32,22006
22,7,144,10,6.94,5,3.47,100,69.44,29,20.14,22007
22,8,256,51,19.92,30,11.72,122,47.66,53,20.7,22008
22,9,136,15,11.03,9,6.62,92,67.65,20,14.71,22009
22,10,252,19,7.54,20,7.94,167,66.27,46,18.25,22010
22,11,175,14,8.0,13,7.43,127,72.57,21,12.0,22011
22,12,165,32,19.39,19,11.52,78,47.27,36,21.82,22012
22,13,183,19,10.38,10,5.46,129,70.49,25,13.66,22013
22,14,173,25,14.45,18,10.4,92,53.18,38,21.97,22014
22,15,154,11,7.14,5,3.25,118,76.62,20,12.99,22015
22,16,148,12,8.11,11,7.43,100,67.57,25,16.89,22016
22,17,210,14,6.67,11,5.24,134,63.81,51,24.29,22017
22,18,151,18,11.92,6,3.97,104,68.87,23,15.23,22018
22,19,83,20,24.1,12,14.46,21,25.3,30,36.14,22019
22,20,212,17,8.02,9,4.25,149,70.28,37,17.45,22020
22,21,191,42,21.99,45,23.56,41,21.47,63,32.98,22021
22,22,163,12,7.36,9,5.52,111,68.1,31,19.02,22022
22,23,251,52,20.72,52,20.72,58,23.11,89,35.46,22023
22,24,227,20,8.81,14,6.17,157,69.16,36,15.86,22024
22,25,201,14,6.97,15,7.46,149,74.13,23,11.44,22025
23,1,166,64,38.55,26,15.66,39,23.49,37,22.29,23001
23,2,170,60,35.29,24,14.12,55,32.35,31,18.24,23002
23,3,156,43,27.56,25,16.03,51,32.69,37,23.72,23003
23,4,206,62,30.1,31,15.05,73,35.44,40,19.42,23004
23,5,213,36,16.9,27,12.68,130,61.03,20,9.39,23005
23,6,90,16,17.78,10,11.11,45,50.0,19,21.11,23006
23,7,174,24,13.79,18,10.34,117,67.24,15,8.62,23007
23,8,215,45,20.93,26,12.09,111,51.63,33,15.35,23008
23,9,180,21,11.67,16,8.89,112,62.22,31,17.22,23009
23,10,213,33,15.49,22,10.33,133,62.44,25,11.74,23010
23,11,204,24,11.76,20,9.8,136,66.67,24,11.76,23011
23,12,196,72,36.73,29,14.8,45,22.96,50,25.51,23012
23,13,180,15,8.33,10,5.56,128,71.11,27,15.0,23013
23,14,183,57,31.15,23,12.57,60,32.79,43,23.5,23014
23,15,69,9,13.04,6,8.7,44,63.77,10,14.49,23015
23,16,191,73,38.22,32,16.75,50,26.18,36,18.85,23016
23,17,122,17,13.93,12,9.84,80,65.57,13,10.66,23017
23,18,150,45,30.0,26,17.33,49,32.67,30,20.0,23018
23,19,165,18,10.91,20,12.12,112,67.88,15,9.09,23019
23,20,111,20,18.02,9,8.11,74,66.67,8,7.21,23020
23,21,213,64,30.05,39,18.31,70,32.86,40,18.78,23021
23,22,169,57,33.73,23,13.61,62,36.69,27,15.98,23022
23,23,177,44,24.86,31,17.51,74,41.81,28,15.82,23023
23,24,132,18,13.64,15,11.36,75,56.82,24,18.18,23024
23,25,169,25,14.79,19,11.24,91,53.85,34,20.12,23025
23,26,175,28,16.0,23,13.14,92,52.57,32,18.29,23026
23,27,179,60,33.52,22,12.29,52,29.05,45,25.14,23027
23,28,190,56,29.47,21,11.05,78,41.05,35,18.42,23028
23,29,163,51,31.29,32,19.63,66,40.49,14,8.59,23029
23,30,241,35,14.52,21,8.71,153,63.49,32,13.28,23030
23,31,172,18,10.47,24,13.95,106,61.63,24,13.95,23031
23,32,175,29,16.57,24,13.71,96,54.86,26,14.86,23032
23,33,192,29,15.1,23,11.98,125,65.1,15,7.81,23033
23,34,211,37,17.54,23,10.9,133,63.03,18,8.53,23034
23,35,139,37,26.62,22,15.83,50,35.97,30,21.58,23035
23,36,152,48,31.58,27,17.76,53,34.87,24,15.79,23036
23,37,190,64,33.68,24,12.63,64,33.68,38,20.0,23037
23,38,167,55,32.93,21,12.57,60,35.93,31,18.56,23038
23,39,209,25,11.96,15,7.18,130,62.2,39,18.66,23039
24,1,154,30,19.48,28,18.18,36,23.38,60,38.96,24001
24,2,133,37,27.82,30,22.56,28,21.05,38,28.57,24002
24,3,168,36,21.43,44,26.19,42,25.0,46,27.38,24003
24,4,118,33,27.97,18,15.25,28,23.73,39,33.05,24004
24,5,84,19,22.62,21,25.0,23,27.38,21,25.0,24005
24,6,190,48,25.26,37,19.47,45,23.68,60,31.58,24006
24,7,106,10,9.43,14,13.21,52,49.06,30,28.3,24007
24,8,73,15,20.55,19,26.03,18,24.66,21,28.77,24008
24,9,144,39,27.08,32,22.22,39,27.08,34,23.61,24009
24,10,77,12,15.58,15,19.48,22,28.57,28,36.36,24010
24,11,156,27,17.31,40,25.64,35,22.44,54,34.62,24011
24,12,80,25,31.25,17,21.25,17,21.25,21,26.25,24012
24,13,79,16,20.25,25,31.65,20,25.32,18,22.78,24013
24,14,126,31,24.6,28,22.22,29,23.02,38,30.16,24014
24,15,62,18,29.03,17,27.42,15,24.19,12,19.35,24015
24,16,405,76,18.77,44,10.86,173,42.72,112,27.65,24016
24,17,120,34,28.33,20,16.67,29,24.17,37,30.83,24017
24,18,194,45,23.2,53,27.32,38,19.59,58,29.9,24018
24,19,202,50,24.75,39,19.31,52,25.74,61,30.2,24019
24,20,125,29,23.2,25,20.0,26,20.8,45,36.0,24020
24,21,85,24,28.24,20,23.53,23,27.06,18,21.18,24021
24,22,209,53,25.36,50,23.92,53,25.36,53,25.36,24022
24,23,108,31,28.7,24,22.22,26,24.07,27,25.0,24023
24,24,185,37,20.0,50,27.03,37,20.0,61,32.97,24024
24,25,116,31,26.72,30,25.86,26,22.41,29,25.0,24025
24,26,247,70,28.34,53,21.46,53,21.46,71,28.74,24026
24,27,181,37,20.44,46,25.41,36,19.89,62,34.25,24027
24,28,128,38,29.69,23,17.97,26,20.31,41,32.03,24028
24,29,123,27,21.95,26,21.14,25,20.33,45,36.59,24029
24,30,103,34,33.01,15,14.56,17,16.5,37,35.92,24030
24,31,185,38,20.54,29,15.68,41,22.16,77,41.62,24031
24,32,92,21,22.83,27,29.35,17,18.48,27,29.35,24032
24,33,112,32,28.57,25,22.32,23,20.54,32,28.57,24033
24,34,156,39,25.0,32,20.51,38,24.36,47,30.13,24034
24,35,142,36,25.35,31,21.83,27,19.01,48,33.8,24035
24,36,206,49,23.79,40,19.42,54,26.21,63,30.58,24036
24,37,92,20,21.74,26,28.26,19,20.65,27,29.35,24037
24,38,158,21,13.29,33,20.89,41,25.95,63,39.87,24038
24,39,156,30,19.23,26,16.67,59,37.82,41,26.28,24039
24,40,175,37,21.14,45,25.71,37,21.14,56,32.0,24040
24,41,126,28,22.22,22,17.46,23,18.25,53,42.06,24041
25,1,225,23,10.22,14,6.22,143,63.56,45,20.0,25001
25,2,319,38,11.91,29,9.09,157,49.22,95,29.78,25002
25,3,257,50,19.46,42,16.34,51,19.84,114,44.36,25003
25,4,166,24,14.46,27,16.27,52,31.33,63,37.95,25004
25,5,287,40,13.94,27,9.41,157,54.7,63,21.95,25005
25,6,68,23,33.82,8,11.76,12,17.65,25,36.76,25006
25,7,283,32,11.31,14,4.95,138,48.76,99,34.98,25007
25,8,315,34,10.79,25,7.94,162,51.43,94,29.84,25008
25,9,243,29,11.93,22,9.05,130,53.5,62,25.51,25009
25,10,222,37,16.67,46,20.72,35,15.77,104,46.85,25010
25,11,308,35,11.36,24,7.79,179,58.12,70,22.73,25011
25,12,265,22,8.3,16,6.04,143,53.96,84,31.7,25012
25,13,280,29,10.36,13,4.64,184,65.71,54,19.29,25013
25,14,142,20,14.08,21,14.79,48,33.8,53,37.32,25014
25,15,239,24,10.04,20,8.37,150,62.76,45,18.83,25015
25,16,263,65,24.71,45,17.11,57,21.67,96,36.5,25016
25,17,259,34,13.13,22,8.49,140,54.05,63,24.32,25017
25,18,119,37,31.09,22,18.49,24,20.17,36,30.25,25018
25,19,288,31,10.76,22,7.64,169,58.68,66,22.92,25019
25,20,124,41,33.06,25,20.16,27,21.77,31,25.0,25020
25,21,299,42,14.05,49,16.39,85,28.43,123,41.14,25021
25,22,245,17,6.94,15,6.12,133,54.29,80,32.65,25022
25,23,312,38,12.18,31,9.94,170,54.49,73,23.4,25023
25,24,289,40,13.84,14,4.84,152,52.6,83,28.72,25024
25,25,204,45,22.06,33,16.18,59,28.92,67,32.84,25025
25,26,275,20,7.27,17,6.18,178,64.73,60,21.82,25026
25,27,241,42,17.43,30,12.45,80,33.2,89,36.93,25027
25,28,299,29,9.7,23,7.69,150,50.17,97,32.44,25028
25,29,185,59,31.89,30,16.22,49,26.49,47,25.41,25029
25,30,279,25,8.96,22,7.89,164,58.78,68,24.37,25030
25,31,290,45,15.52,42,14.48,54,18.62,149,51.38,25031
25,32,207,35,16.91,22,10.63,118,57.0,32,15.46,25032
26,1,207,27,13.04,27,13.04,70,33.82,83,40.1,26001
26,2,170,19,11.18,18,10.59,81,47.65,52,30.59,26002
26,3,210,35,16.67,36,17.14,50,23.81,89,42.38,26003
26,4,116,15,12.93,11,9.48,64,55.17,26,22.41,26004
26,5,214,33,15.42,20,9.35,80,37.38,81,37.85,26005
26,6,171,18,10.53,17,9.94,89,52.05,47,27.49,26006
26,7,214,22,10.28,26,12.15,72,33.64,94,43.93,26007
26,8,107,9,8.41,14,13.08,58,54.21,26,24.3,26008
26,9,155,17,10.97,14,9.03,87,56.13,37,23.87,26009
26,10,172,29,16.86,15,8.72,72,41.86,56,32.56,26010
26,11,195,18,9.23,14,7.18,112,57.44,51,26.15,26011
26,12,223,29,13.0,22,9.87,109,48.88,63,28.25,26012
26,13,103,17,16.5,13,12.62,60,58.25,13,12.62,26013
26,14,149,19,12.75,16,10.74,69,46.31,45,30.2,26014
26,15,97,9,9.28,8,8.25,63,64.95,17,17.53,26015
26,16,76,16,21.05,5,6.58,48,63.16,7,9.21,26016
26,17,153,28,18.3,36,23.53,41,26.8,48,31.37,26017
26,18,89,11,12.36,10,11.24,37,41.57,31,34.83,26018
26,19,111,19,17.12,14,12.61,53,47.75,25,22.52,26019
26,20,180,27,15.0,11,6.11,82,45.56,60,33.33,26020
26,21,229,40,17.47,23,10.04,76,33.19,90,39.3,26021
26,22,88,7,7.95,4,4.55,62,70.45,15,17.05,26022
26,23,160,26,16.25,13,8.13,88,55.0,33,20.63,26023
26,24,111,11,9.91,12,10.81,57,51.35,31,27.93,26024
26,25,140,13,9.29,24,17.14,51,36.43,52,37.14,26025
26,26,114,19,16.67,16,14.04,36,31.58,43,37.72,26026
26,27,181,22,12.15,14,7.73,76,41.99,69,38.12,26027
26,28,241,40,16.6,33,13.69,67,27.8,101,41.91,26028
26,29,81,12,14.81,16,19.75,35,43.21,18,22.22,26029
26,30,149,29,19.46,7,4.7,55,36.91,58,38.93,26030
26,31,88,6,6.82,7,7.95,58,65.91,17,19.32,26031
26,32,198,40,20.2,31,15.66,64,32.32,63,31.82,26032
26,33,224,26,11.61,22,9.82,79,35.27,97,43.3,26033
26,34,175,13,7.43,19,10.86,62,35.43,81,46.29,26034
26,35,165,21,12.73,12,7.27,87,52.73,45,27.27,26035
26,36,166,32,19.28,18,10.84,49,29.52,67,40.36,26036
26,37,197,16,8.12,12,6.09,94,47.72,75,38.07,26037
26,38,71,6,8.45,10,14.08,40,56.34,15,21.13,26038
26,39,198,28,14.14,17,8.59,68,34.34,85,42.93,26039
26,40,154,13,8.44,15,9.74,74,48.05,52,33.77,26040
26,41,197,19,9.64,19,9.64,86,43.65,73,37.06,26041
26,42,147,15,10.2,29,19.73,56,38.1,47,31.97,26042
26,43,110,16,14.55,14,12.73,64,58.18,16,14.55,26043
26,44,62,6,9.68,4,6.45,45,72.58,7,11.29,26044
26,45,81,14,17.28,7,8.64,44,54.32,16,19.75,26045
26,46,127,24,18.9,15,11.81,41,32.28,47,37.01,26046
26,47,104,10,9.62,10,9.62,70,67.31,14,13.46,26047
26,48,188,13,6.91,23,12.23,81,43.09,71,37.77,26048
26,49,84,9,10.71,8,9.52,51,60.71,16,19.05,26049
27,1,285,56,19.65,48,16.84,53,18.6,128,44.91,27001
27,2,180,32,17.78,26,14.44,40,22.22,82,45.56,27002
27,3,117,29,24.79,16,13.68,30,25.64,42,35.9,27003
27,4,109,22,20.18,20,18.35,32,29.36,35,32.11,27004
27,5,166,35,21.08,35,21.08,39,23.49,57,34.34,27005
27,6,221,38,17.19,36,16.29,54,24.43,93,42.08,27006
27,7,280,49,17.5,36,12.86,82,29.29,113,40.36,27007
27,8,154,43,27.92,28,18.18,36,23.38,47,30.52,27008
27,9,96,16,16.67,17,17.71,19,19.79,44,45.83,27009
27,10,226,62,27.43,45,19.91,44,19.47,75,33.19,27010
27,11,161,32,19.88,41,25.47,38,23.6,50,31.06,27011
27,12,140,24,17.14,23,16.43,32,22.86,61,43.57,27012
27,13,326,52,15.95,58,17.79,70,21.47,146,44.79,27013
27,14,82,15,18.29,21,25.61,18,21.95,28,34.15,27014
27,15,111,21,18.92,32,28.83,18,16.22,40,36.04,27015
27,16,164,31,18.9,19,11.59,44,26.83,70,42.68,27016
27,17,209,39,18.66,41,19.62,62,29.67,67,32.06,27017
27,18,155,30,19.35,37,23.87,36,23.23,52,33.55,27018
27,19,98,22,22.45,13,13.27,30,30.61,33,33.67,27019
27,20,137,28,20.44,32,23.36,36,26.28,41,29.93,27020
27,21,182,41,22.53,35,19.23,33,18.13,73,40.11,27021
27,22,104,31,29.81,16,15.38,24,23.08,33,31.73,27022
27,23,161,37,22.98,21,13.04,33,20.5,70,43.48,27023
27,24,123,27,21.95,16,13.01,39,31.71,41,33.33,27024
27,25,214,44,20.56,32,14.95,56,26.17,82,38.32,27025
27,26,155,26,16.77,19,12.26,43,27.74,67,43.23,27026
27,27,235,46,19.57,44,18.72,55,23.4,90,38.3,27027
27,28,169,42,24.85,33,19.53,38,22.49,56,33.14,27028
27,29,126,17,13.49,21,16.67,38,30.16,50,39.68,27029
27,30,105,30,28.57,16,15.24,27,25.71,32,30.48,27030
27,31,163,40,24.54,25,15.34,28,17.18,70,42.94,27031
27,32,208,38,18.27,23,11.06,71,34.13,76,36.54,27032
27,33,219,39,17.81,43,19.63,54,24.66,83,37.9,27033
27,34,132,23,17.42,30,22.73,20,15.15,59,44.7,27034
27,35,238,41,17.23,35,14.71,46,19.33,116,48.74,27035
27,36,165,25,15.15,29,17.58,32,19.39,79,47.88,27036
27,37,190,37,19.47,32,16.84,50,26.32,71,37.37,27037
27,38,272,57,20.96,57,20.96,56,20.59,102,37.5,27038
27,39,179,23,12.85,31,17.32,55,30.73,70,39.11,27039
27,40,238,28,11.76,30,12.61,69,28.99,111,46.64,27040
27,41,205,41,20.0,46,22.44,39,19.02,79,38.54,27041
27,42,140,50,35.71,20,14.29,35,25.0,35,25.0,27042
27,43,142,38,26.76,30,21.13,29,20.42,45,31.69,27043
27,44,138,28,20.29,29,21.01,25,18.12,56,40.58,27044
27,45,367,71,19.35,55,14.99,93,25.34,148,40.33,27045
27,46,149,34,22.82,34,22.82,22,14.77,59,39.6,27046
27,47,155,34,21.94,33,21.29,30,19.35,58,37.42,27047
27,48,303,44,14.52,55,18.15,73,24.09,131,43.23,27048
27,49,164,39,23.78,30,18.29,40,24.39,55,33.54,27049
27,50,208,55,26.44,38,18.27,43,20.67,72,34.62,27050
28,1,103,26,25.24,22,21.36,16,15.53,39,37.86,28001
28,2,160,33,20.63,29,18.13,47,29.38,51,31.88,28002
28,3,131,24,18.32,23,17.56,29,22.14,55,41.98,28003
28,4,122,28,22.95,19,15.57,40,32.79,35,28.69,28004
28,5,132,31,23.48,18,13.64,37,28.03,46,34.85,28005
28,6,85,12,14.12,9,10.59,23,27.06,41,48.24,28006
28,7,146,28,19.18,23,15.75,31,21.23,64,43.84,28007
28,8,138,30,21.74,24,17.39,25,18.12,59,42.75,28008
28,9,151,34,22.52,31,20.53,35,23.18,51,33.77,28009
28,10,199,43,21.61,26,13.07,51,25.63,79,39.7,28010
28,11,372,62,16.67,59,15.86,134,36.02,117,31.45,28011
28,12,144,37,25.69,30,20.83,28,19.44,49,34.03,28012
28,13,193,44,22.8,36,18.65,43,22.28,70,36.27,28013
28,14,143,38,26.57,28,19.58,26,18.18,51,35.66,28014
28,15,39,12,30.77,4,10.26,11,28.21,12,30.77,28015
28,16,92,29,31.52,21,22.83,11,11.96,31,33.7,28016
28,17,133,32,24.06,25,18.8,28,21.05,48,36.09,28017
28,18,146,41,28.08,31,21.23,36,24.66,38,26.03,28018
28,19,145,30,20.69,14,9.66,50,34.48,51,35.17,28019
28,20,136,33,24.26,27,19.85,25,18.38,51,37.5,28020
28,21,148,35,23.65,27,18.24,22,14.86,64,43.24,28021
28,22,184,40,21.74,33,17.93,45,24.46,66,35.87,28022
28,23,203,35,17.24,35,17.24,35,17.24,98,48.28,28023
28,24,136,37,27.21,34,25.0,27,19.85,38,27.94,28024
28,25,247,29,11.74,44,17.81,44,17.81,130,52.63,28025
28,26,146,28,19.18,26,17.81,34,23.29,58,39.73,28026
28,27,181,34,18.78,32,17.68,41,22.65,74,40.88,28027
28,28,227,51,22.47,26,11.45,50,22.03,100,44.05,28028
28,29,70,13,18.57,14,20.0,13,18.57,30,42.86,28029
28,30,32,6,18.75,9,28.13,8,25.0,9,28.13,28030
28,31,211,48,22.75,50,23.7,39,18.48,74,35.07,28031
28,32,150,43,28.67,44,29.33,29,19.33,34,22.67,28032
28,33,178,42,23.6,40,22.47,24,13.48,72,40.45,28033
28,34,253,57,22.53,48,18.97,52,20.55,96,37.94,28034
28,35,156,29,18.59,31,19.87,38,24.36,58,37.18,28035
28,36,87,17,19.54,8,9.2,21,24.14,41,47.13,28036
28,37,199,29,14.57,26,13.07,44,22.11,100,50.25,28037
28,38,58,10,17.24,21,36.21,12,20.69,15,25.86,28038
28,39,102,23,22.55,24,23.53,13,12.75,42,41.18,28039
28,40,216,55,25.46,38,17.59,38,17.59,85,39.35,28040
28,41,115,27,23.48,28,24.35,22,19.13,38,33.04,28041
28,42,146,35,23.97,25,17.12,25,17.12,61,41.78,28042
28,43,175,46,26.29,29,16.57,25,14.29,75,42.86,28043
28,44,121,26,21.49,23,19.01,30,24.79,42,34.71,28044
28,45,166,30,18.07,26,15.66,34,20.48,76,45.78,28045
28,46,314,44,14.01,41,13.06,104,33.12,125,39.81,28046
29,1,289,51,17.65,51,17.65,76,26.3,111,38.41,29001
29,2,272,62,22.79,69,25.37,45,16.54,96,35.29,29002
29,3,220,65,29.55,52,23.64,41,18.64,62,28.18,29003
29,4,255,56,21.96,54,21.18,64,25.1,81,31.76,29004
29,5,137,38,27.74,26,18.98,37,27.01,36,26.28,29005
29,6,141,29,20.57,37,26.24,31,21.99,44,31.21,29006
29,7,229,34,14.85,40,17.47,52,22.71,103,44.98,29007
29,8,162,34,20.99,28,17.28,47,29.01,53,32.72,29008
29,9,240,45,18.75,50,20.83,59,24.58,86,35.83,29009
29,10,306,57,18.63,48,15.69,85,27.78,116,37.91,29010
29,11,112,34,30.36,28,25.0,22,19.64,28,25.0,29011
29,12,277,59,21.3,70,25.27,58,20.94,90,32.49,29012
29,13,206,54,26.21,40,19.42,39,18.93,73,35.44,29013
29,14,199,52,26.13,39,19.6,43,21.61,65,32.66,29014
29,15,253,53,20.95,54,21.34,37,14.62,109,43.08,29015
29,16,199,41,20.6,34,17.09,32,16.08,92,46.23,29016
29,17,200,34,17.0,26,13.0,36,18.0,104,52.0,29017
29,18,193,57,29.53,38,19.69,41,21.24,57,29.53,29018
29,19,227,48,21.15,51,22.47,49,21.59,79,34.8,29019
29,20,214,37,17.29,59,27.57,38,17.76,80,37.38,29020
29,21,239,68,28.45,46,19.25,64,26.78,61,25.52,29021
29,22,187,35,18.72,43,22.99,57,30.48,52,27.81,29022
29,23,230,42,18.26,34,14.78,77,33.48,77,33.48,29023
29,24,195,47,24.1,36,18.46,52,26.67,60,30.77,29024
29,25,259,61,23.55,67,25.87,46,17.76,85,32.82,29025
29,26,195,39,20.0,39,20.0,35,17.95,82,42.05,29026
29,27,179,53,29.61,39,21.79,35,19.55,52,29.05,29027
29,28,262,50,19.08,52,19.85,64,24.43,96,36.64,29028
29,29,188,45,23.94,29,15.43,78,41.49,36,19.15,29029
29,30,219,34,15.53,37,16.89,75,34.25,73,33.33,29030
29,31,127,26,20.47,16,12.6,50,39.37,35,27.56,29031
29,32,157,40,25.48,23,14.65,61,38.85,33,21.02,29032
29,33,147,33,22.45,36,24.49,29,19.73,49,33.33,29033
29,34,166,44,26.51,34,20.48,41,24.7,47,28.31,29034
29,35,150,42,28.0,34,22.67,24,16.0,50,33.33,29035
29,36,199,29,14.57,38,19.1,45,22.61,87,43.72,29036
29,37,216,43,19.91,47,21.76,40,18.52,86,39.81,29037
29,38,211,40,18.96,30,14.22,99,46.92,42,19.91,29038
29,39,141,31,21.99,25,17.73,54,38.3,31,21.99,29039
29,40,275,61,22.18,67,24.36,64,23.27,83,30.18,29040
29,41,175,28,16.0,45,25.71,40,22.86,62,35.43,29041
29,42,242,70,28.93,46,19.01,49,20.25,77,31.82,29042
29,43,292,69,23.63,52,17.81,72,24.66,99,33.9,29043
29,44,254,77,30.31,64,25.2,42,16.54,71,27.95,29044
30,1,247,55,22.27,48,19.43,88,35.63,56,22.67,30001
30,2,194,28,14.43,27,13.92,114,58.76,25,12.89,30002
30,3,191,25,13.09,25,13.09,66,34.55,75,39.27,30003
30,4,196,40,20.41,25,12.76,92,46.94,39,19.9,30004
30,5,160,25,15.63,15,9.38,108,67.5,12,7.5,30005
30,6,204,32,15.69,26,12.75,122,59.8,24,11.76,30006
30,7,242,45,18.6,27,11.16,110,45.45,60,24.79,30007
30,8,289,36,12.46,34,11.76,121,41.87,98,33.91,30008
30,9,163,31,19.02,23,14.11,67,41.1,42,25.77,30009
30,10,211,35,16.59,14,6.64,135,63.98,27,12.8,30010
30,11,195,26,13.33,16,8.21,134,68.72,19,9.74,30011
30,12,172,16,9.3,21,12.21,108,62.79,27,15.7,30012
30,13,191,30,15.71,15,7.85,120,62.83,26,13.61,30013
30,14,155,28,18.06,13,8.39,102,65.81,12,7.74,30014
30,15,261,41,15.71,35,13.41,56,21.46,129,49.43,30015
30,16,101,11,10.89,16,15.84,63,62.38,11,10.89,30016
30,17,178,32,17.98,25,14.04,78,43.82,43,24.16,30017
30,18,287,31,10.8,31,10.8,133,46.34,92,32.06,30018
30,19,210,31,14.76,22,10.48,129,61.43,28,13.33,30019
30,20,235,43,18.3,30,12.77,97,41.28,65,27.66,30020
30,21,154,33,21.43,22,14.29,74,48.05,25,16.23,30021
30,22,330,47,14.24,23,6.97,145,43.94,115,34.85,30022
30,23,246,41,16.67,33,13.41,102,41.46,70,28.46,30023
30,24,330,38,11.52,34,10.3,129,39.09,129,39.09,30024
30,25,307,53,17.26,33,10.75,120,39.09,101,32.9,30025
30,26,120,24,20.0,12,10.0,59,49.17,25,20.83,30026
30,27,150,26,17.33,14,9.33,77,51.33,33,22.0,30027
30,28,249,39,15.66,31,12.45,85,34.14,94,37.75,30028
30,29,112,7,6.25,16,14.29,72,64.29,17,15.18,30029
30,30,90,14,15.56,9,10.0,60,66.67,7,7.78,30030
30,31,130,26,20.0,13,10.0,60,46.15,31,23.85,30031
30,32,201,43,21.39,28,13.93,74,36.82,56,27.86,30032
31,1,117,15,12.82,16,13.68,69,58.97,17,14.53,31001
31,2,104,14,13.46,14,13.46,53,50.96,23,22.12,31002
31,3,140,24,17.14,5,3.57,94,67.14,17,12.14,31003
31,4,158,19,12.03,18,11.39,56,35.44,65,41.14,31004
31,5,158,27,17.09,12,7.59,82,51.9,37,23.42,31005
31,6,86,11,12.79,3,3.49,51,59.3,21,24.42,31006
31,7,256,33,12.89,22,8.59,104,40.63,97,37.89,31007
31,8,118,21,17.8,17,14.41,69,58.47,11,9.32,31008
31,9,139,22,15.83,12,8.63,77,55.4,28,20.14,31009
31,10,166,23,13.86,16,9.64,83,50.0,44,26.51,31010
