ward,precinct,total,Abigail Schultz (Bernie Sanders),Abigail Schultz (Bernie Sanders) Percent,Mary Colleran (Bernie Sanders),Mary Colleran (Bernie Sanders) Percent,William Bianchi (Bernie Sanders),William Bianchi (Bernie Sanders) Percent,Santos Moreno (Bernie Sanders),Santos Moreno (Bernie Sanders) Percent,Patrick Mulchrone (Bernie Sanders),Patrick Mulchrone (Bernie Sanders) Percent,Dave Temkin (Bernie Sanders),Dave Temkin (Bernie Sanders) Percent,Jared Zingsheim (Andrew Yang),Jared Zingsheim (Andrew Yang) Percent,Amber Fudacz (Andrew Yang),Amber Fudacz (Andrew Yang) Percent,Patrick Maloney (Andrew Yang),Patrick Maloney (Andrew Yang) Percent,William Rudnick (Andrew Yang),William Rudnick (Andrew Yang) Percent,Noah Brant (Andrew Yang),Noah Brant (Andrew Yang) Percent,Rio Diaz (Pete Buttigieg),Rio Diaz (Pete Buttigieg) Percent,Diana Helt (Pete Buttigieg),Diana Helt (Pete Buttigieg) Percent,Kevin Johnson (Pete Buttigieg),Kevin Johnson (Pete Buttigieg) Percent,Brad Lippitz (Pete Buttigieg),Brad Lippitz (Pete Buttigieg) Percent,Jonathan Pizer (Pete Buttigieg),Jonathan Pizer (Pete Buttigieg) Percent,Amanda Penabad (Pete Buttigieg),Amanda Penabad (Pete Buttigieg) Percent,Lee Greenhouse (Pete Buttigieg),Lee Greenhouse (Pete Buttigieg) Percent,Matthew Martin (Elizabeth Warren),Matthew Martin (Elizabeth Warren) Percent,Andrea McPike (Elizabeth Warren),Andrea McPike (Elizabeth Warren) Percent,Zach Koutsky (Elizabeth Warren),Zach Koutsky (Elizabeth Warren) Percent,Kaitlin ''Kady'' McFadden (Elizabeth W,Kaitlin ''Kady'' McFadden (Elizabeth W Percent,Michael Negron (Elizabeth Warren),Michael Negron (Elizabeth Warren) Percent,Eileen Dordek (Elizabeth Warren),Eileen Dordek (Elizabeth Warren) Percent,Carter Harms (Elizabeth Warren),Carter Harms (Elizabeth Warren) Percent,Eduardo Fernandez de Garayalde Gonzale,Eduardo Fernandez de Garayalde Gonzale Percent,Ross D. Secler (Amy J. Klobuchar),Ross D. Secler (Amy J. Klobuchar) Percent,Colette Holt (Amy J. Klobuchar),Colette Holt (Amy J. Klobuchar) Percent,Denise K. Marx (Amy J. Klobuchar),Denise K. Marx (Amy J. Klobuchar) Percent,Ryan O'Donnell (Amy J. Klobuchar),Ryan O'Donnell (Amy J. Klobuchar) Percent,precinct_id
38,9,1244,68,5.47,64,5.14,56,4.5,65,5.23,57,4.58,54,4.34,2,0.16,7,0.56,10,0.8,5,0.4,6,0.48,10,0.8,8,0.64,5,0.4,5,0.4,3,0.24,9,0.72,4,0.32,5,0.4,9,0.72,6,0.48,10,0.8,9,0.72,6,0.48,4,0.32,8,0.64,4,0.32,5,0.4,5,0.4,10,0.8,38009
38,10,1155,71,6.15,68,5.89,66,5.71,74,6.41,60,5.19,59,5.11,6,0.52,3,0.26,7,0.61,7,0.61,5,0.43,9,0.78,8,0.69,6,0.52,4,0.35,8,0.69,12,1.04,3,0.26,10,0.87,16,1.39,8,0.69,11,0.95,12,1.04,9,0.78,9,0.78,7,0.61,5,0.43,7,0.61,7,0.61,5,0.43,38010
38,11,1142,81,7.09,86,7.53,80,7.01,85,7.44,75,6.57,67,5.87,2,0.18,3,0.26,5,0.44,2,0.18,2,0.18,5,0.44,2,0.18,3,0.26,1,0.09,2,0.18,4,0.35,1,0.09,11,0.96,10,0.88,7,0.61,10,0.88,8,0.7,8,0.7,7,0.61,4,0.35,2,0.18,2,0.18,2,0.18,6,0.53,38011
38,12,1146,48,4.19,46,4.01,44,3.84,46,4.01,43,3.75,34,2.97,4,0.35,2,0.17,10,0.87,3,0.26,2,0.17,6,0.52,6,0.52,6,0.52,9,0.79,5,0.44,8,0.7,4,0.35,4,0.35,2,0.17,3,0.26,4,0.35,6,0.52,3,0.26,3,0.26,2,0.17,4,0.35,7,0.61,3,0.26,5,0.44,38012
38,13,1366,75,5.49,69,5.05,69,5.05,78,5.71,60,4.39,57,4.17,1,0.07,2,0.15,4,0.29,2,0.15,3,0.22,6,0.44,9,0.66,4,0.29,5,0.37,5,0.37,7,0.51,3,0.22,5,0.37,5,0.37,2,0.15,6,0.44,1,0.07,5,0.37,1,0.07,4,0.29,3,0.22,3,0.22,2,0.15,2,0.15,38013
38,14,1396,97,6.95,92,6.59,86,6.16,90,6.45,89,6.38,76,5.44,1,0.07,6,0.43,9,0.64,3,0.21,4,0.29,3,0.21,4,0.29,3,0.21,1,0.07,2,0.14,4,0.29,3,0.21,10,0.72,11,0.79,7,0.5,17,1.22,11,0.79,13,0.93,5,0.36,5,0.36,4,0.29,4,0.29,3,0.21,12,0.86,38014
38,15,1282,65,5.07,66,5.15,57,4.45,64,4.99,55,4.29,53,4.13,1,0.08,4,0.31,6,0.47,2,0.16,3,0.23,12,0.94,8,0.62,5,0.39,8,0.62,6,0.47,12,0.94,8,0.62,7,0.55,12,0.94,6,0.47,16,1.25,9,0.7,7,0.55,6,0.47,9,0.7,6,0.47,6,0.47,9,0.7,9,0.7,38015
38,16,1217,58,4.77,51,4.19,51,4.19,55,4.52,48,3.94,41,3.37,6,0.49,6,0.49,5,0.41,4,0.33,6,0.49,5,0.41,5,0.41,4,0.33,4,0.33,3,0.25,2,0.16,1,0.08,4,0.33,7,0.58,1,0.08,6,0.49,7,0.58,3,0.25,3,0.25,5,0.41,4,0.33,6,0.49,3,0.25,7,0.58,38016
38,17,1391,77,5.54,74,5.32,67,4.82,76,5.46,61,4.39,55,3.95,5,0.36,6,0.43,4,0.29,3,0.22,4,0.29,6,0.43,10,0.72,5,0.36,3,0.22,6,0.43,7,0.5,4,0.29,8,0.58,8,0.58,5,0.36,8,0.58,6,0.43,5,0.36,1,0.07,2,0.14,0,0.0,3,0.22,6,0.43,2,0.14,38017
38,18,1481,97,6.55,96,6.48,91,6.14,92,6.21,88,5.94,84,5.67,2,0.14,2,0.14,6,0.41,5,0.34,3,0.2,8,0.54,6,0.41,6,0.41,4,0.27,6,0.41,6,0.41,6,0.41,11,0.74,11,0.74,10,0.68,11,0.74,10,0.68,7,0.47,4,0.27,6,0.41,5,0.34,4,0.27,5,0.34,8,0.54,38018
38,19,1520,77,5.07,78,5.13,70,4.61,70,4.61,68,4.47,63,4.14,1,0.07,6,0.39,1,0.07,1,0.07,3,0.2,4,0.26,12,0.79,8,0.53,6,0.39,6,0.39,10,0.66,6,0.39,9,0.59,12,0.79,9,0.59,13,0.86,7,0.46,6,0.39,6,0.39,0,0.0,1,0.07,2,0.13,4,0.26,2,0.13,38019
38,20,1167,57,4.88,61,5.23,59,5.06,60,5.14,60,5.14,46,3.94,6,0.51,6,0.51,11,0.94,4,0.34,3,0.26,7,0.6,5,0.43,5,0.43,0,0.0,2,0.17,3,0.26,3,0.26,8,0.69,10,0.86,8,0.69,11,0.94,10,0.86,10,0.86,6,0.51,2,0.17,2,0.17,2,0.17,4,0.34,3,0.26,38020
38,21,1186,70,5.9,67,5.65,62,5.23,66,5.56,57,4.81,52,4.38,0,0.0,1,0.08,6,0.51,1,0.08,1,0.08,6,0.51,6,0.51,7,0.59,4,0.34,6,0.51,6,0.51,4,0.34,12,1.01,13,1.1,14,1.18,18,1.52,12,1.01,10,0.84,8,0.67,9,0.76,5,0.42,5,0.42,5,0.42,10,0.84,38021
38,22,1340,83,6.19,79,5.9,68,5.07,77,5.75,70,5.22,65,4.85,0,0.0,1,0.07,5,0.37,1,0.07,1,0.07,9,0.67,5,0.37,4,0.3,5,0.37,1,0.07,10,0.75,4,0.3,17,1.27,22,1.64,16,1.19,20,1.49,14,1.04,16,1.19,11,0.82,5,0.37,1,0.07,3,0.22,2,0.15,5,0.37,38022
38,23,1541,103,6.68,95,6.16,87,5.65,94,6.1,77,5.0,71,4.61,3,0.19,5,0.32,6,0.39,2,0.13,3,0.19,8,0.52,11,0.71,9,0.58,7,0.45,8,0.52,10,0.65,8,0.52,8,0.52,13,0.84,5,0.32,13,0.84,6,0.39,6,0.39,1,0.06,7,0.45,3,0.19,5,0.32,4,0.26,6,0.39,38023
38,24,1286,68,5.29,72,5.6,66,5.13,76,5.91,59,4.59,54,4.2,3,0.23,5,0.39,6,0.47,4,0.31,2,0.16,6,0.47,9,0.7,6,0.47,8,0.62,9,0.7,12,0.93,5,0.39,4,0.31,12,0.93,5,0.39,10,0.78,7,0.54,5,0.39,4,0.31,1,0.08,3,0.23,5,0.39,5,0.39,3,0.23,38024
38,25,1123,74,6.59,70,6.23,65,5.79,74,6.59,65,5.79,59,5.25,3,0.27,2,0.18,7,0.62,4,0.36,2,0.18,6,0.53,6,0.53,5,0.45,4,0.36,2,0.18,3,0.27,1,0.09,4,0.36,3,0.27,3,0.27,5,0.45,2,0.18,2,0.18,1,0.09,4,0.36,2,0.18,1,0.09,3,0.27,5,0.45,38025
38,26,1185,64,5.4,64,5.4,57,4.81,66,5.57,52,4.39,45,3.8,0,0.0,1,0.08,3,0.25,2,0.17,1,0.08,6,0.51,8,0.68,6,0.51,9,0.76,8,0.68,9,0.76,2,0.17,7,0.59,11,0.93,7,0.59,8,0.68,7,0.59,6,0.51,4,0.34,5,0.42,4,0.34,7,0.59,8,0.68,7,0.59,38026
38,27,1136,58,5.11,50,4.4,52,4.58,56,4.93,46,4.05,41,3.61,2,0.18,0,0.0,5,0.44,2,0.18,3,0.26,10,0.88,5,0.44,6,0.53,6,0.53,5,0.44,7,0.62,5,0.44,4,0.35,7,0.62,8,0.7,12,1.06,8,0.7,6,0.53,4,0.35,8,0.7,2,0.18,4,0.35,3,0.26,4,0.35,38027
38,28,1370,75,5.47,79,5.77,68,4.96,73,5.33,67,4.89,59,4.31,5,0.36,6,0.44,6,0.44,7,0.51,5,0.36,1,0.07,10,0.73,6,0.44,5,0.36,4,0.29,8,0.58,5,0.36,7,0.51,8,0.58,5,0.36,13,0.95,7,0.51,3,0.22,2,0.15,3,0.22,2,0.15,6,0.44,7,0.51,6,0.44,38028
38,29,1277,92,7.2,82,6.42,80,6.26,81,6.34,77,6.03,70,5.48,1,0.08,2,0.16,5,0.39,3,0.23,1,0.08,8,0.63,7,0.55,5,0.39,9,0.7,5,0.39,4,0.31,4,0.31,10,0.78,9,0.7,5,0.39,9,0.7,6,0.47,6,0.47,4,0.31,3,0.23,2,0.16,3,0.23,4,0.31,6,0.47,38029
38,30,1104,82,7.43,83,7.52,80,7.25,81,7.34,68,6.16,62,5.62,0,0.0,4,0.36,7,0.63,4,0.36,3,0.27,1,0.09,9,0.82,7,0.63,3,0.27,5,0.45,10,0.91,4,0.36,6,0.54,8,0.72,8,0.72,8,0.72,7,0.63,5,0.45,3,0.27,3,0.27,2,0.18,3,0.27,2,0.18,6,0.54,38030
38,31,1726,99,5.74,96,5.56,93,5.39,93,5.39,86,4.98,73,4.23,4,0.23,7,0.41,9,0.52,5,0.29,3,0.17,5,0.29,13,0.75,11,0.64,6,0.35,10,0.58,15,0.87,7,0.41,12,0.7,19,1.1,11,0.64,19,1.1,12,0.7,13,0.75,9,0.52,3,0.17,3,0.17,7,0.41,4,0.23,8,0.46,38031
38,32,1329,93,7.0,99,7.45,85,6.4,93,7.0,85,6.4,82,6.17,5,0.38,8,0.6,3,0.23,0,0.0,2,0.15,3,0.23,8,0.6,3,0.23,4,0.3,4,0.3,4,0.3,3,0.23,12,0.9,10,0.75,8,0.6,15,1.13,10,0.75,18,1.35,7,0.53,1,0.08,1,0.08,5,0.38,5,0.38,5,0.38,38032
38,33,1099,78,7.1,74,6.73,74,6.73,82,7.46,66,6.01,63,5.73,3,0.27,2,0.18,8,0.73,2,0.18,1,0.09,7,0.64,4,0.36,3,0.27,4,0.36,1,0.09,3,0.27,7,0.64,9,0.82,11,1.0,9,0.82,11,1.0,6,0.55,7,0.64,3,0.27,6,0.55,1,0.09,1,0.09,2,0.18,3,0.27,38033
38,34,1380,111,8.04,108,7.83,98,7.1,114,8.26,96,6.96,93,6.74,3,0.22,3,0.22,6,0.43,1,0.07,0,0.0,10,0.72,4,0.29,2,0.14,1,0.07,1,0.07,5,0.36,4,0.29,9,0.65,11,0.8,8,0.58,10,0.72,11,0.8,9,0.65,5,0.36,9,0.65,5,0.36,5,0.36,7,0.51,6,0.43,38034
38,35,264,16,6.06,17,6.44,15,5.68,17,6.44,14,5.3,13,4.92,0,0.0,1,0.38,0,0.0,0,0.0,0,0.0,3,1.14,2,0.76,0,0.0,0,0.0,0,0.0,2,0.76,0,0.0,1,0.38,2,0.76,1,0.38,1,0.38,2,0.76,0,0.0,0,0.0,1,0.38,1,0.38,1,0.38,0,0.0,0,0.0,38035
38,36,1255,70,5.58,79,6.29,61,4.86,77,6.14,66,5.26,58,4.62,1,0.08,3,0.24,7,0.56,3,0.24,5,0.4,3,0.24,6,0.48,4,0.32,2,0.16,3,0.24,7,0.56,4,0.32,6,0.48,8,0.64,5,0.4,8,0.64,7,0.56,6,0.48,5,0.4,3,0.24,1,0.08,3,0.24,0,0.0,2,0.16,38036
38,37,1235,80,6.48,68,5.51,64,5.18,76,6.15,62,5.02,58,4.7,3,0.24,2,0.16,8,0.65,3,0.24,2,0.16,9,0.73,6,0.49,1,0.08,1,0.08,0,0.0,2,0.16,1,0.08,7,0.57,7,0.57,7,0.57,8,0.65,7,0.57,7,0.57,6,0.49,6,0.49,1,0.08,1,0.08,4,0.32,4,0.32,38037
38,38,1079,68,6.3,66,6.12,60,5.56,68,6.3,59,5.47,51,4.73,2,0.19,8,0.74,7,0.65,2,0.19,1,0.09,5,0.46,10,0.93,2,0.19,2,0.19,2,0.19,7,0.65,1,0.09,6,0.56,7,0.65,6,0.56,5,0.46,8,0.74,4,0.37,2,0.19,5,0.46,0,0.0,1,0.09,4,0.37,4,0.37,38038
38,39,1745,117,6.7,120,6.88,106,6.07,118,6.76,101,5.79,96,5.5,5,0.29,5,0.29,6,0.34,2,0.11,3,0.17,11,0.63,8,0.46,3,0.17,6,0.34,5,0.29,7,0.4,3,0.17,10,0.57,13,0.74,6,0.34,14,0.8,7,0.4,11,0.63,4,0.23,6,0.34,2,0.11,5,0.29,3,0.17,5,0.29,38039
38,40,1464,87,5.94,80,5.46,80,5.46,79,5.4,73,4.99,70,4.78,3,0.2,5,0.34,14,0.96,2,0.14,2,0.14,13,0.89,12,0.82,14,0.96,10,0.68,7,0.48,10,0.68,6,0.41,9,0.61,10,0.68,6,0.41,12,0.82,8,0.55,8,0.55,2,0.14,4,0.27,1,0.07,3,0.2,3,0.2,5,0.34,38040
39,1,1539,67,4.35,65,4.22,63,4.09,69,4.48,61,3.96,63,4.09,2,0.13,1,0.06,6,0.39,1,0.06,3,0.19,6,0.39,8,0.52,8,0.52,6,0.39,5,0.32,8,0.52,1,0.06,9,0.58,12,0.78,6,0.39,10,0.65,6,0.39,10,0.65,7,0.45,3,0.19,4,0.26,6,0.39,5,0.32,7,0.45,39001
39,2,1098,23,2.09,26,2.37,35,3.19,29,2.64,28,2.55,23,2.09,2,0.18,1,0.09,3,0.27,3,0.27,4,0.36,8,0.73,5,0.46,9,0.82,3,0.27,5,0.46,9,0.82,10,0.91,3,0.27,10,0.91,6,0.55,2,0.18,7,0.64,3,0.27,3,0.27,4,0.36,5,0.46,1,0.09,5,0.46,5,0.46,39002
39,3,2160,128,5.93,127,5.88,117,5.42,122,5.65,113,5.23,104,4.81,0,0.0,5,0.23,5,0.23,1,0.05,0,0.0,4,0.19,11,0.51,11,0.51,7,0.32,5,0.23,12,0.56,5,0.23,11,0.51,19,0.88,11,0.51,19,0.88,11,0.51,15,0.69,9,0.42,3,0.14,1,0.05,2,0.09,3,0.14,1,0.05,39003
39,4,1523,70,4.6,66,4.33,64,4.2,64,4.2,59,3.87,54,3.55,4,0.26,3,0.2,4,0.26,5,0.33,2,0.13,8,0.53,11,0.72,5,0.33,6,0.39,4,0.26,8,0.53,3,0.2,7,0.46,10,0.66,12,0.79,11,0.72,10,0.66,10,0.66,7,0.46,8,0.53,9,0.59,8,0.53,7,0.46,7,0.46,39004
39,5,1630,105,6.44,106,6.5,95,5.83,108,6.63,96,5.89,90,5.52,3,0.18,5,0.31,12,0.74,3,0.18,5,0.31,6,0.37,3,0.18,3,0.18,4,0.25,2,0.12,4,0.25,2,0.12,15,0.92,17,1.04,11,0.67,16,0.98,17,1.04,16,0.98,12,0.74,10,0.61,4,0.25,8,0.49,5,0.31,8,0.49,39005
39,6,1468,111,7.56,102,6.95,99,6.74,113,7.7,92,6.27,87,5.93,6,0.41,5,0.34,6,0.41,3,0.2,3,0.2,10,0.68,4,0.27,7,0.48,5,0.34,3,0.2,4,0.27,3,0.2,8,0.54,10,0.68,5,0.34,10,0.68,9,0.61,6,0.41,6,0.41,10,0.68,2,0.14,3,0.2,2,0.14,5,0.34,39006
39,7,1448,85,5.87,90,6.22,81,5.59,89,6.15,81,5.59,74,5.11,3,0.21,7,0.48,8,0.55,5,0.35,2,0.14,10,0.69,6,0.41,6,0.41,7,0.48,6,0.41,5,0.35,3,0.21,11,0.76,13,0.9,10,0.69,14,0.97,15,1.04,12,0.83,10,0.69,6,0.41,2,0.14,4,0.28,3,0.21,2,0.14,39007
39,8,1490,98,6.58,100,6.71,87,5.84,98,6.58,83,5.57,79,5.3,2,0.13,3,0.2,6,0.4,7,0.47,4,0.27,8,0.54,9,0.6,3,0.2,8,0.54,9,0.6,7,0.47,7,0.47,8,0.54,12,0.81,9,0.6,12,0.81,8,0.54,10,0.67,6,0.4,7,0.47,4,0.27,7,0.47,8,0.54,8,0.54,39008
39,9,1199,82,6.84,81,6.76,71,5.92,74,6.17,67,5.59,62,5.17,1,0.08,4,0.33,4,0.33,2,0.17,3,0.25,7,0.58,10,0.83,3,0.25,4,0.33,5,0.42,8,0.67,6,0.5,5,0.42,8,0.67,5,0.42,7,0.58,6,0.5,5,0.42,5,0.42,6,0.5,4,0.33,3,0.25,4,0.33,6,0.5,39009
39,10,901,75,8.32,72,7.99,68,7.55,84,9.32,65,7.21,64,7.1,3,0.33,0,0.0,8,0.89,1,0.11,0,0.0,5,0.55,1,0.11,0,0.0,1,0.11,2,0.22,3,0.33,1,0.11,1,0.11,7,0.78,2,0.22,8,0.89,4,0.44,7,0.78,2,0.22,2,0.22,1,0.11,2,0.22,2,0.22,3,0.33,39010
39,11,1287,84,6.53,81,6.29,71,5.52,79,6.14,71,5.52,65,5.05,2,0.16,1,0.08,6,0.47,2,0.16,0,0.0,5,0.39,3,0.23,4,0.31,3,0.23,1,0.08,4,0.31,2,0.16,8,0.62,5,0.39,8,0.62,13,1.01,5,0.39,7,0.54,5,0.39,5,0.39,7,0.54,6,0.47,5,0.39,7,0.54,39011
39,12,1186,97,8.18,104,8.77,92,7.76,98,8.26,90,7.59,84,7.08,2,0.17,4,0.34,3,0.25,2,0.17,1,0.08,5,0.42,3,0.25,2,0.17,1,0.08,0,0.0,3,0.25,0,0.0,13,1.1,15,1.26,8,0.67,12,1.01,7,0.59,10,0.84,5,0.42,2,0.17,3,0.25,4,0.34,2,0.17,2,0.17,39012
39,13,1303,86,6.6,84,6.45,77,5.91,83,6.37,77,5.91,76,5.83,3,0.23,4,0.31,4,0.31,1,0.08,1,0.08,4,0.31,3,0.23,0,0.0,1,0.08,0,0.0,1,0.08,3,0.23,8,0.61,10,0.77,7,0.54,8,0.61,4,0.31,9,0.69,6,0.46,2,0.15,3,0.23,3,0.23,3,0.23,2,0.15,39013
39,14,1526,120,7.86,120,7.86,111,7.27,119,7.8,109,7.14,103,6.75,3,0.2,5,0.33,6,0.39,3,0.2,5,0.33,5,0.33,5,0.33,3,0.2,4,0.26,1,0.07,4,0.26,2,0.13,7,0.46,6,0.39,7,0.46,6,0.39,7,0.46,6,0.39,5,0.33,5,0.33,2,0.13,4,0.26,2,0.13,5,0.33,39014
39,15,1558,69,4.43,66,4.24,63,4.04,68,4.36,62,3.98,52,3.34,9,0.58,10,0.64,9,0.58,5,0.32,3,0.19,5,0.32,7,0.45,9,0.58,7,0.45,9,0.58,11,0.71,5,0.32,8,0.51,5,0.32,5,0.32,10,0.64,7,0.45,5,0.32,3,0.19,2,0.13,6,0.39,6,0.39,3,0.19,6,0.39,39015
39,16,1022,73,7.14,72,7.05,64,6.26,78,7.63,57,5.58,52,5.09,3,0.29,9,0.88,6,0.59,4,0.39,3,0.29,10,0.98,5,0.49,4,0.39,3,0.29,4,0.39,5,0.49,2,0.2,4,0.39,8,0.78,3,0.29,7,0.68,4,0.39,4,0.39,3,0.29,4,0.39,0,0.0,0,0.0,0,0.0,3,0.29,39016
39,17,1664,121,7.27,119,7.15,107,6.43,115,6.91,110,6.61,96,5.77,1,0.06,3,0.18,8,0.48,3,0.18,2,0.12,4,0.24,5,0.3,8,0.48,10,0.6,6,0.36,7,0.42,7,0.42,16,0.96,16,0.96,10,0.6,16,0.96,14,0.84,14,0.84,8,0.48,7,0.42,6,0.36,6,0.36,5,0.3,6,0.36,39017
39,18,1717,114,6.64,111,6.46,102,5.94,105,6.12,96,5.59,89,5.18,2,0.12,7,0.41,3,0.17,2,0.12,4,0.23,2,0.12,7,0.41,3,0.17,2,0.12,3,0.17,5,0.29,3,0.17,10,0.58,11,0.64,5,0.29,9,0.52,8,0.47,5,0.29,3,0.17,4,0.23,2,0.12,5,0.29,5,0.29,3,0.17,39018
39,19,1704,124,7.28,119,6.98,110,6.46,123,7.22,112,6.57,105,6.16,0,0.0,4,0.23,5,0.29,1,0.06,3,0.18,2,0.12,7,0.41,6,0.35,3,0.18,2,0.12,6,0.35,5,0.29,3,0.18,17,1.0,4,0.23,13,0.76,7,0.41,12,0.7,5,0.29,2,0.12,2,0.12,5,0.29,2,0.12,4,0.23,39019
39,20,1771,83,4.69,90,5.08,78,4.4,78,4.4,71,4.01,67,3.78,7,0.4,8,0.45,13,0.73,3,0.17,4,0.23,7,0.4,12,0.68,10,0.56,7,0.4,5,0.28,7,0.4,4,0.23,9,0.51,13,0.73,9,0.51,14,0.79,5,0.28,10,0.56,5,0.28,8,0.45,11,0.62,12,0.68,15,0.85,16,0.9,39020
39,21,1303,57,4.37,60,4.6,53,4.07,60,4.6,49,3.76,49,3.76,4,0.31,5,0.38,8,0.61,2,0.15,4,0.31,2,0.15,7,0.54,4,0.31,4,0.31,1,0.08,5,0.38,4,0.31,2,0.15,8,0.61,4,0.31,9,0.69,6,0.46,7,0.54,3,0.23,6,0.46,6,0.46,6,0.46,7,0.54,8,0.61,39021
39,22,1036,74,7.14,81,7.82,71,6.85,81,7.82,66,6.37,68,6.56,2,0.19,2,0.19,7,0.68,3,0.29,3,0.29,5,0.48,4,0.39,2,0.19,1,0.1,5,0.48,5,0.48,0,0.0,7,0.68,11,1.06,9,0.87,9,0.87,7,0.68,8,0.77,5,0.48,0,0.0,1,0.1,4,0.39,0,0.0,1,0.1,39022
39,23,1686,72,4.27,71,4.21,68,4.03,68,4.03,67,3.97,63,3.74,6,0.36,7,0.42,15,0.89,3,0.18,4,0.24,4,0.24,9,0.53,5,0.3,6,0.36,5,0.3,7,0.42,3,0.18,8,0.47,10,0.59,5,0.3,13,0.77,6,0.36,14,0.83,5,0.3,3,0.18,6,0.36,8,0.47,7,0.42,13,0.77,39023
39,24,1692,91,5.38,89,5.26,80,4.73,78,4.61,79,4.67,64,3.78,4,0.24,6,0.35,12,0.71,6,0.35,3,0.18,11,0.65,11,0.65,7,0.41,9,0.53,8,0.47,9,0.53,6,0.35,5,0.3,10,0.59,7,0.41,7,0.41,8,0.47,9,0.53,7,0.41,8,0.47,7,0.41,7,0.41,7,0.41,12,0.71,39024
39,25,1199,102,8.51,99,8.26,98,8.17,106,8.84,91,7.59,88,7.34,3,0.25,1,0.08,3,0.25,2,0.17,0,0.0,2,0.17,6,0.5,5,0.42,5,0.42,4,0.33,2,0.17,1,0.08,4,0.33,8,0.67,6,0.5,7,0.58,6,0.5,7,0.58,3,0.25,0,0.0,0,0.0,0,0.0,1,0.08,2,0.17,39025
39,26,1299,72,5.54,70,5.39,60,4.62,67,5.16,58,4.46,55,4.23,6,0.46,8,0.62,8,0.62,6,0.46,6,0.46,3,0.23,8,0.62,2,0.15,3,0.23,3,0.23,7,0.54,3,0.23,5,0.38,10,0.77,5,0.38,11,0.85,5,0.38,9,0.69,2,0.15,2,0.15,5,0.38,5,0.38,1,0.08,5,0.38,39026
39,27,333,12,3.6,12,3.6,15,4.5,13,3.9,12,3.6,8,2.4,0,0.0,1,0.3,0,0.0,1,0.3,0,0.0,0,0.0,1,0.3,1,0.3,1,0.3,2,0.6,1,0.3,2,0.6,2,0.6,2,0.6,3,0.9,1,0.3,1,0.3,1,0.3,0,0.0,1,0.3,0,0.0,0,0.0,1,0.3,0,0.0,39027
39,28,1273,91,7.15,83,6.52,79,6.21,79,6.21,72,5.66,73,5.73,3,0.24,4,0.31,3,0.24,3,0.24,2,0.16,7,0.55,4,0.31,3,0.24,4,0.31,4,0.31,5,0.39,2,0.16,11,0.86,12,0.94,9,0.71,12,0.94,13,1.02,13,1.02,4,0.31,4,0.31,1,0.08,3,0.24,7,0.55,3,0.24,39028
39,29,1001,76,7.59,84,8.39,79,7.89,79,7.89,71,7.09,66,6.59,5,0.5,5,0.5,6,0.6,5,0.5,2,0.2,5,0.5,4,0.4,0,0.0,0,0.0,0,0.0,4,0.4,1,0.1,7,0.7,9,0.9,6,0.6,8,0.8,9,0.9,9,0.9,6,0.6,0,0.0,2,0.2,2,0.2,1,0.1,1,0.1,39029
39,30,1874,149,7.95,136,7.26,133,7.1,142,7.58,127,6.78,123,6.56,1,0.05,4,0.21,1,0.05,2,0.11,4,0.21,4,0.21,3,0.16,2,0.11,2,0.11,0,0.0,5,0.27,1,0.05,17,0.91,23,1.23,17,0.91,20,1.07,16,0.85,18,0.96,14,0.75,9,0.48,4,0.21,3,0.16,2,0.11,8,0.43,39030
39,32,1116,72,6.45,73,6.54,70,6.27,71,6.36,65,5.82,61,5.47,4,0.36,4,0.36,5,0.45,6,0.54,5,0.45,3,0.27,6,0.54,5,0.45,5,0.45,6,0.54,6,0.54,2,0.18,6,0.54,6,0.54,4,0.36,7,0.63,3,0.27,3,0.27,2,0.18,6,0.54,6,0.54,4,0.36,5,0.45,8,0.72,39032
39,33,1595,134,8.4,123,7.71,118,7.4,126,7.9,109,6.83,100,6.27,2,0.13,6,0.38,6,0.38,3,0.19,2,0.13,1,0.06,9,0.56,4,0.25,3,0.19,3,0.19,7,0.44,0,0.0,17,1.07,15,0.94,16,1.0,27,1.69,16,1.0,19,1.19,10,0.63,2,0.13,2,0.13,2,0.13,2,0.13,3,0.19,39033
39,34,1812,159,8.77,160,8.83,149,8.22,161,8.89,144,7.95,139,7.67,4,0.22,8,0.44,7,0.39,5,0.28,7,0.39,8,0.44,7,0.39,5,0.28,5,0.28,3,0.17,6,0.33,2,0.11,12,0.66,17,0.94,9,0.5,16,0.88,9,0.5,13,0.72,9,0.5,3,0.17,4,0.22,3,0.17,6,0.33,3,0.17,39034
39,35,1725,118,6.84,119,6.9,111,6.43,115,6.67,107,6.2,98,5.68,1,0.06,6,0.35,3,0.17,2,0.12,2,0.12,2,0.12,8,0.46,3,0.17,1,0.06,1,0.06,9,0.52,0,0.0,15,0.87,21,1.22,11,0.64,22,1.28,15,0.87,17,0.99,10,0.58,3,0.17,1,0.06,6,0.35,5,0.29,7,0.41,39035
39,36,408,12,2.94,13,3.19,8,1.96,10,2.45,6,1.47,7,1.72,0,0.0,0,0.0,1,0.25,0,0.0,0,0.0,0,0.0,1,0.25,1,0.25,4,0.98,2,0.49,5,1.23,2,0.49,2,0.49,1,0.25,1,0.25,0,0.0,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,0,0.0,0,0.0,39036
