ward,precinct,total,Jesse G Reyes,Jesse G Reyes Percent,"P. Scott Neville, Jr.","P. Scott Neville, Jr. Percent",Shelly A. Harris,Shelly A. Harris Percent,Cynthia Y. Cobbs,Cynthia Y. Cobbs Percent,Daniel Epstein,Daniel Epstein Percent,Nathaniel Roosevelt Howse,Nathaniel Roosevelt Howse Percent,precinct_id
15,24,104,19,18.27,39,37.5,13,12.5,19,18.27,2,1.92,6,5.77,15024
16,1,195,120,61.54,16,8.21,16,8.21,7,3.59,18,9.23,6,3.08,16001
16,2,164,32,19.51,31,18.9,44,26.83,31,18.9,8,4.88,14,8.54,16002
16,3,123,28,22.76,31,25.2,24,19.51,25,20.33,1,0.81,9,7.32,16003
16,4,141,26,18.44,45,31.91,29,20.57,22,15.6,3,2.13,13,9.22,16004
16,5,97,16,16.49,20,20.62,26,26.8,19,19.59,2,2.06,11,11.34,16005
16,6,154,38,24.68,45,29.22,31,20.13,19,12.34,4,2.6,8,5.19,16006
16,7,147,45,30.61,30,20.41,24,16.33,20,13.61,3,2.04,16,10.88,16007
16,8,80,25,31.25,13,16.25,18,22.5,17,21.25,4,5.0,3,3.75,16008
16,9,146,18,12.33,46,31.51,36,24.66,19,13.01,3,2.05,19,13.01,16009
16,10,129,23,17.83,38,29.46,20,15.5,32,24.81,1,0.78,8,6.2,16010
16,11,139,44,31.65,29,20.86,18,12.95,30,21.58,2,1.44,13,9.35,16011
16,12,125,25,20.0,40,32.0,26,20.8,20,16.0,2,1.6,4,3.2,16012
16,13,141,70,49.65,13,9.22,16,11.35,18,12.77,10,7.09,9,6.38,16013
16,14,113,16,14.16,33,29.2,21,18.58,20,17.7,3,2.65,14,12.39,16014
16,15,153,23,15.03,39,25.49,32,20.92,37,24.18,6,3.92,10,6.54,16015
16,16,139,25,17.99,50,35.97,25,17.99,23,16.55,2,1.44,10,7.19,16016
16,17,155,64,41.29,26,16.77,27,17.42,13,8.39,8,5.16,7,4.52,16017
16,18,103,30,29.13,20,19.42,17,16.5,18,17.48,7,6.8,8,7.77,16018
16,19,159,38,23.9,39,24.53,23,14.47,29,18.24,5,3.14,13,8.18,16019
16,20,109,16,14.68,30,27.52,20,18.35,27,24.77,4,3.67,10,9.17,16020
16,21,124,17,13.71,25,20.16,30,24.19,24,19.35,3,2.42,18,14.52,16021
16,22,119,31,26.05,28,23.53,25,21.01,19,15.97,3,2.52,8,6.72,16022
16,23,155,75,48.39,16,10.32,14,9.03,21,13.55,15,9.68,8,5.16,16023
16,24,84,14,16.67,28,33.33,16,19.05,13,15.48,2,2.38,8,9.52,16024
16,25,163,22,13.5,37,22.7,37,22.7,40,24.54,1,0.61,17,10.43,16025
16,26,128,19,14.84,36,28.13,23,17.97,31,24.22,2,1.56,12,9.38,16026
16,27,119,19,15.97,31,26.05,29,24.37,19,15.97,2,1.68,14,11.76,16027
16,28,151,22,14.57,44,29.14,34,22.52,28,18.54,6,3.97,15,9.93,16028
16,29,109,14,12.84,34,31.19,20,18.35,22,20.18,1,0.92,15,13.76,16029
16,30,99,15,15.15,33,33.33,25,25.25,16,16.16,0,0.0,6,6.06,16030
16,31,168,31,18.45,44,26.19,35,20.83,32,19.05,4,2.38,16,9.52,16031
16,32,175,102,58.29,13,7.43,14,8.0,18,10.29,15,8.57,6,3.43,16032
16,33,100,13,13.0,33,33.0,12,12.0,29,29.0,0,0.0,10,10.0,16033
16,34,146,24,16.44,39,26.71,31,21.23,28,19.18,4,2.74,13,8.9,16034
16,35,201,86,42.79,28,13.93,24,11.94,32,15.92,16,7.96,11,5.47,16035
16,36,105,19,18.1,18,17.14,25,23.81,26,24.76,2,1.9,9,8.57,16036
17,1,219,90,41.1,41,18.72,25,11.42,39,17.81,11,5.02,3,1.37,17001
17,2,191,25,13.09,73,38.22,37,19.37,34,17.8,4,2.09,8,4.19,17002
17,3,197,38,19.29,68,34.52,42,21.32,23,11.68,8,4.06,13,6.6,17003
17,4,262,27,10.31,97,37.02,51,19.47,47,17.94,8,3.05,21,8.02,17004
17,5,137,20,14.6,48,35.04,22,16.06,25,18.25,5,3.65,8,5.84,17005
17,6,171,46,26.9,61,35.67,27,15.79,18,10.53,7,4.09,5,2.92,17006
17,7,165,61,36.97,22,13.33,25,15.15,22,13.33,11,6.67,8,4.85,17007
17,8,167,32,19.16,41,24.55,25,14.97,46,27.54,2,1.2,10,5.99,17008
17,9,154,24,15.58,58,37.66,32,20.78,24,15.58,6,3.9,6,3.9,17009
17,10,265,28,10.57,107,40.38,50,18.87,38,14.34,3,1.13,29,10.94,17010
17,11,147,31,21.09,39,26.53,28,19.05,28,19.05,8,5.44,9,6.12,17011
17,12,241,89,36.93,36,14.94,32,13.28,37,15.35,20,8.3,13,5.39,17012
17,13,134,23,17.16,33,24.63,26,19.4,26,19.4,5,3.73,15,11.19,17013
17,14,153,68,44.44,23,15.03,19,12.42,15,9.8,10,6.54,6,3.92,17014
17,15,214,33,15.42,68,31.78,34,15.89,52,24.3,5,2.34,11,5.14,17015
17,16,189,58,30.69,43,22.75,26,13.76,30,15.87,8,4.23,13,6.88,17016
17,17,186,37,19.89,50,26.88,41,22.04,29,15.59,6,3.23,16,8.6,17017
17,18,256,25,9.77,102,39.84,52,20.31,43,16.8,5,1.95,22,8.59,17018
17,19,109,21,19.27,21,19.27,26,23.85,23,21.1,1,0.92,13,11.93,17019
17,20,281,32,11.39,124,44.13,41,14.59,47,16.73,4,1.42,23,8.19,17020
17,21,305,29,9.51,143,46.89,58,19.02,42,13.77,3,0.98,18,5.9,17021
17,22,159,17,10.69,53,33.33,33,20.75,30,18.87,4,2.52,18,11.32,17022
17,23,126,15,11.9,40,31.75,30,23.81,26,20.63,2,1.59,9,7.14,17023
17,24,241,16,6.64,86,35.68,55,22.82,49,20.33,4,1.66,16,6.64,17024
17,25,150,22,14.67,49,32.67,33,22.0,25,16.67,7,4.67,7,4.67,17025
17,26,221,30,13.57,76,34.39,50,22.62,36,16.29,2,0.9,15,6.79,17026
17,27,201,25,12.44,80,39.8,35,17.41,42,20.9,4,1.99,5,2.49,17027
17,28,154,18,11.69,63,40.91,22,14.29,23,14.94,5,3.25,16,10.39,17028
17,29,142,17,11.97,41,28.87,39,27.46,25,17.61,0,0.0,12,8.45,17029
17,30,147,69,46.94,12,8.16,19,12.93,29,19.73,7,4.76,8,5.44,17030
17,31,117,16,13.68,32,27.35,31,26.5,25,21.37,1,0.85,8,6.84,17031
17,32,156,27,17.31,43,27.56,39,25.0,31,19.87,2,1.28,4,2.56,17032
17,33,89,16,17.98,27,30.34,23,25.84,13,14.61,1,1.12,4,4.49,17033
17,34,123,15,12.2,43,34.96,33,26.83,20,16.26,0,0.0,8,6.5,17034
17,35,101,9,8.91,42,41.58,10,9.9,27,26.73,1,0.99,8,7.92,17035
17,36,186,34,18.28,63,33.87,35,18.82,27,14.52,4,2.15,12,6.45,17036
17,37,203,23,11.33,65,32.02,37,18.23,43,21.18,4,1.97,20,9.85,17037
17,38,204,28,13.73,66,32.35,51,25.0,35,17.16,3,1.47,11,5.39,17038
17,39,215,28,13.02,71,33.02,51,23.72,36,16.74,4,1.86,11,5.12,17039
17,40,237,26,10.97,96,40.51,53,22.36,37,15.61,4,1.69,14,5.91,17040
17,41,270,38,14.07,87,32.22,49,18.15,52,19.26,4,1.48,27,10.0,17041
18,1,201,47,23.38,41,20.4,25,12.44,37,18.41,7,3.48,36,17.91,18001
18,2,190,69,36.32,19,10.0,31,16.32,23,12.11,19,10.0,15,7.89,18002
18,3,171,50,29.24,37,21.64,23,13.45,19,11.11,2,1.17,18,10.53,18003
18,4,277,30,10.83,111,40.07,32,11.55,43,15.52,3,1.08,52,18.77,18004
18,5,145,22,15.17,36,24.83,34,23.45,26,17.93,1,0.69,21,14.48,18005
18,6,197,54,27.41,44,22.34,34,17.26,13,6.6,14,7.11,16,8.12,18006
18,7,196,39,19.9,40,20.41,28,14.29,34,17.35,1,0.51,40,20.41,18007
18,8,248,41,16.53,72,29.03,46,18.55,43,17.34,4,1.61,34,13.71,18008
18,9,245,20,8.16,83,33.88,48,19.59,48,19.59,5,2.04,29,11.84,18009
18,10,348,24,6.9,123,35.34,56,16.09,56,16.09,8,2.3,72,20.69,18010
18,11,182,59,32.42,41,22.53,28,15.38,30,16.48,3,1.65,17,9.34,18011
18,12,198,28,14.14,68,34.34,38,19.19,28,14.14,0,0.0,28,14.14,18012
18,13,256,32,12.5,70,27.34,50,19.53,51,19.92,4,1.56,39,15.23,18013
18,14,261,31,11.88,108,41.38,46,17.62,36,13.79,1,0.38,34,13.03,18014
18,15,235,80,34.04,45,19.15,38,16.17,29,12.34,11,4.68,19,8.09,18015
18,16,222,26,11.71,64,28.83,45,20.27,36,16.22,4,1.8,39,17.57,18016
18,17,236,50,21.19,51,21.61,39,16.53,41,17.37,3,1.27,43,18.22,18017
18,18,210,21,10.0,85,40.48,43,20.48,30,14.29,4,1.9,22,10.48,18018
18,19,205,22,10.73,79,38.54,35,17.07,30,14.63,1,0.49,31,15.12,18019
18,20,176,21,11.93,67,38.07,35,19.89,26,14.77,4,2.27,18,10.23,18020
18,21,293,34,11.6,100,34.13,46,15.7,59,20.14,7,2.39,36,12.29,18021
18,22,308,45,14.61,105,34.09,53,17.21,51,16.56,4,1.3,41,13.31,18022
18,23,208,44,21.15,54,25.96,39,18.75,28,13.46,7,3.37,25,12.02,18023
18,24,179,85,47.49,17,9.5,22,12.29,15,8.38,12,6.7,7,3.91,18024
18,25,193,78,40.41,22,11.4,20,10.36,24,12.44,13,6.74,12,6.22,18025
18,26,318,31,9.75,126,39.62,50,15.72,43,13.52,3,0.94,52,16.35,18026
18,27,199,32,16.08,53,26.63,47,23.62,36,18.09,3,1.51,22,11.06,18027
18,28,198,61,30.81,38,19.19,22,11.11,26,13.13,16,8.08,10,5.05,18028
18,29,253,61,24.11,68,26.88,43,17.0,46,18.18,5,1.98,21,8.3,18029
18,30,241,112,46.47,30,12.45,21,8.71,19,7.88,19,7.88,9,3.73,18030
18,31,253,51,20.16,61,24.11,46,18.18,27,10.67,9,3.56,46,18.18,18031
18,32,258,34,13.18,89,34.5,48,18.6,48,18.6,5,1.94,25,9.69,18032
18,33,179,23,12.85,59,32.96,45,25.14,34,18.99,1,0.56,13,7.26,18033
18,34,311,22,7.07,150,48.23,35,11.25,33,10.61,1,0.32,61,19.61,18034
18,35,299,37,12.37,118,39.46,49,16.39,30,10.03,8,2.68,47,15.72,18035
18,36,222,52,23.42,41,18.47,40,18.02,33,14.86,14,6.31,34,15.32,18036
18,37,303,40,13.2,105,34.65,41,13.53,51,16.83,2,0.66,56,18.48,18037
18,38,225,27,12.0,91,40.44,36,16.0,32,14.22,2,0.89,27,12.0,18038
18,39,164,42,25.61,33,20.12,43,26.22,25,15.24,4,2.44,13,7.93,18039
18,40,234,84,35.9,35,14.96,43,18.38,28,11.97,18,7.69,15,6.41,18040
18,41,311,29,9.32,109,35.05,62,19.94,46,14.79,0,0.0,56,18.01,18041
18,42,179,39,21.79,39,21.79,40,22.35,26,14.53,5,2.79,17,9.5,18042
18,43,149,76,51.01,13,8.72,19,12.75,10,6.71,10,6.71,2,1.34,18043
18,44,193,60,31.09,40,20.73,19,9.84,19,9.84,17,8.81,11,5.7,18044
18,45,191,76,39.79,28,14.66,21,10.99,32,16.75,5,2.62,23,12.04,18045
18,46,235,103,43.83,37,15.74,22,9.36,22,9.36,18,7.66,17,7.23,18046
18,47,155,28,18.06,36,23.23,33,21.29,30,19.35,5,3.23,14,9.03,18047
18,48,151,14,9.27,48,31.79,32,21.19,29,19.21,3,1.99,16,10.6,18048
18,49,129,21,16.28,38,29.46,36,27.91,16,12.4,3,2.33,12,9.3,18049
18,50,147,35,23.81,35,23.81,32,21.77,21,14.29,4,2.72,15,10.2,18050
19,1,239,31,12.97,77,32.22,27,11.3,7,2.93,10,4.18,1,0.42,19001
19,2,428,32,7.48,246,57.48,38,8.88,52,12.15,8,1.87,9,2.1,19002
19,3,175,31,17.71,51,29.14,20,11.43,2,1.14,11,6.29,5,2.86,19003
19,4,257,40,15.56,71,27.63,39,15.18,12,4.67,14,5.45,5,1.95,19004
19,5,365,37,10.14,177,48.49,33,9.04,23,6.3,16,4.38,19,5.21,19005
19,6,231,48,20.78,58,25.11,31,13.42,8,3.46,16,6.93,9,3.9,19006
19,7,239,37,15.48,102,42.68,25,10.46,10,4.18,9,3.77,4,1.67,19007
19,8,225,35,15.56,70,31.11,39,17.33,4,1.78,17,7.56,7,3.11,19008
19,9,208,88,42.31,42,20.19,20,9.62,9,4.33,8,3.85,2,0.96,19009
19,10,382,35,9.16,178,46.6,23,6.02,25,6.54,28,7.33,20,5.24,19010
19,11,213,36,16.9,56,26.29,31,14.55,9,4.23,22,10.33,6,2.82,19011
19,12,200,35,17.5,52,26.0,28,14.0,5,2.5,15,7.5,4,2.0,19012
19,13,351,35,9.97,191,54.42,41,11.68,51,14.53,5,1.42,17,4.84,19013
19,14,285,46,16.14,98,34.39,33,11.58,24,8.42,9,3.16,12,4.21,19014
19,15,257,45,17.51,60,23.35,40,15.56,16,6.23,18,7.0,5,1.95,19015
19,16,244,36,14.75,71,29.1,46,18.85,7,2.87,23,9.43,5,2.05,19016
19,17,220,34,15.45,60,27.27,35,15.91,16,7.27,12,5.45,1,0.45,19017
19,18,328,34,10.37,166,50.61,19,5.79,15,4.57,13,3.96,20,6.1,19018
19,19,415,49,11.81,206,49.64,38,9.16,19,4.58,18,4.34,13,3.13,19019
19,20,318,41,12.89,135,42.45,41,12.89,37,11.64,11,3.46,14,4.4,19020
19,21,200,27,13.5,58,29.0,20,10.0,8,4.0,22,11.0,4,2.0,19021
19,22,347,30,8.65,150,43.23,43,12.39,26,7.49,13,3.75,9,2.59,19022
19,23,292,48,16.44,79,27.05,28,9.59,8,2.74,22,7.53,6,2.05,19023
19,24,184,24,13.04,49,26.63,24,13.04,9,4.89,19,10.33,4,2.17,19024
19,25,304,36,11.84,136,44.74,20,6.58,9,2.96,11,3.62,6,1.97,19025
19,26,299,18,6.02,137,45.82,15,5.02,13,4.35,15,5.02,11,3.68,19026
19,27,304,36,11.84,144,47.37,38,12.5,39,12.83,11,3.62,10,3.29,19027
19,28,333,32,9.61,159,47.75,37,11.11,54,16.22,12,3.6,22,6.61,19028
19,29,214,39,18.22,58,27.1,19,8.88,15,7.01,20,9.35,4,1.87,19029
19,30,211,47,22.27,46,21.8,29,13.74,6,2.84,17,8.06,2,0.95,19030
19,31,269,19,7.06,115,42.75,15,5.58,19,7.06,9,3.35,14,5.2,19031
19,32,226,29,12.83,68,30.09,32,14.16,12,5.31,11,4.87,4,1.77,19032
19,33,238,41,17.23,73,30.67,29,12.18,11,4.62,16,6.72,1,0.42,19033
19,34,285,30,10.53,111,38.95,30,10.53,14,4.91,11,3.86,4,1.4,19034
19,35,283,34,12.01,122,43.11,20,7.07,16,5.65,15,5.3,6,2.12,19035
19,36,368,39,10.6,148,40.22,54,14.67,59,16.03,12,3.26,25,6.79,19036
19,37,320,41,12.81,143,44.69,22,6.88,41,12.81,16,5.0,16,5.0,19037
19,38,273,36,13.19,123,45.05,36,13.19,38,13.92,10,3.66,9,3.3,19038
19,39,92,16,17.39,21,22.83,26,28.26,15,16.3,1,1.09,4,4.35,19039
19,40,307,44,14.33,140,45.6,20,6.51,20,6.51,16,5.21,11,3.58,19040
19,41,199,42,21.11,40,20.1,24,12.06,4,2.01,17,8.54,4,2.01,19041
19,42,243,24,9.88,100,41.15,38,15.64,24,9.88,10,4.12,9,3.7,19042
19,43,400,41,10.25,208,52.0,49,12.25,59,14.75,10,2.5,20,5.0,19043
19,44,251,43,17.13,64,25.5,35,13.94,9,3.59,24,9.56,6,2.39,19044
19,45,261,46,17.62,87,33.33,31,11.88,7,2.68,15,5.75,9,3.45,19045
19,46,275,45,16.36,84,30.55,26,9.45,13,4.73,13,4.73,5,1.82,19046
19,47,439,43,9.79,213,48.52,65,14.81,56,12.76,18,4.1,17,3.87,19047
19,48,330,52,15.76,145,43.94,48,14.55,45,13.64,8,2.42,25,7.58,19048
19,49,363,32,8.82,217,59.78,33,9.09,37,10.19,8,2.2,12,3.31,19049
19,50,230,27,11.74,90,39.13,16,6.96,20,8.7,8,3.48,1,0.43,19050
19,51,311,51,16.4,93,29.9,27,8.68,20,6.43,15,4.82,10,3.22,19051
19,52,242,56,23.14,68,28.1,33,13.64,8,3.31,15,6.2,3,1.24,19052
19,53,244,36,14.75,101,41.39,23,9.43,14,5.74,10,4.1,8,3.28,19053
19,54,171,25,14.62,35,20.47,23,13.45,10,5.85,29,16.96,5,2.92,19054
19,55,184,26,14.13,45,24.46,31,16.85,9,4.89,10,5.43,2,1.09,19055
19,56,344,35,10.17,158,45.93,26,7.56,28,8.14,13,3.78,23,6.69,19056
19,57,296,29,9.8,136,45.95,29,9.8,32,10.81,11,3.72,4,1.35,19057
20,1,235,38,16.17,73,31.06,41,17.45,45,19.15,8,3.4,18,7.66,20001
20,2,59,8,13.56,17,28.81,16,27.12,7,11.86,5,8.47,4,6.78,20002
20,3,190,21,11.05,62,32.63,36,18.95,37,19.47,5,2.63,19,10.0,20003
20,4,95,27,28.42,24,25.26,14,14.74,17,17.89,3,3.16,7,7.37,20004
20,5,256,28,10.94,94,36.72,46,17.97,50,19.53,8,3.13,22,8.59,20005
20,6,85,15,17.65,31,36.47,8,9.41,14,16.47,5,5.88,7,8.24,20006
20,7,206,21,10.19,69,33.5,45,21.84,36,17.48,8,3.88,13,6.31,20007
20,8,207,34,16.43,80,38.65,38,18.36,32,15.46,4,1.93,15,7.25,20008
20,9,359,53,14.76,156,43.45,56,15.6,51,14.21,10,2.79,20,5.57,20009
20,10,141,12,8.51,48,34.04,36,25.53,19,13.48,3,2.13,13,9.22,20010
20,11,279,42,15.05,80,28.67,44,15.77,67,24.01,13,4.66,19,6.81,20011
20,12,161,18,11.18,48,29.81,36,22.36,30,18.63,6,3.73,10,6.21,20012
20,13,234,36,15.38,59,25.21,67,28.63,39,16.67,5,2.14,17,7.26,20013
20,14,130,11,8.46,56,43.08,25,19.23,23,17.69,5,3.85,9,6.92,20014
20,15,185,110,59.46,13,7.03,10,5.41,29,15.68,8,4.32,5,2.7,20015
20,16,289,42,14.53,105,36.33,36,12.46,46,15.92,25,8.65,23,7.96,20016
20,17,130,50,38.46,14,10.77,28,21.54,21,16.15,6,4.62,6,4.62,20017
20,18,138,24,17.39,52,37.68,24,17.39,19,13.77,3,2.17,8,5.8,20018
20,19,215,27,12.56,63,29.3,50,23.26,39,18.14,6,2.79,18,8.37,20019
20,20,134,80,59.7,10,7.46,13,9.7,13,9.7,5,3.73,4,2.99,20020
20,21,138,37,26.81,25,18.12,29,21.01,22,15.94,1,0.72,17,12.32,20021
20,22,288,30,10.42,122,42.36,31,10.76,48,16.67,13,4.51,37,12.85,20022
20,23,191,37,19.37,65,34.03,42,21.99,25,13.09,2,1.05,7,3.66,20023
20,24,260,36,13.85,107,41.15,28,10.77,41,15.77,20,7.69,13,5.0,20024
20,25,132,19,14.39,38,28.79,34,25.76,21,15.91,5,3.79,14,10.61,20025
20,26,231,32,13.85,84,36.36,36,15.58,30,12.99,12,5.19,22,9.52,20026
20,27,119,15,12.61,38,31.93,26,21.85,18,15.13,0,0.0,17,14.29,20027
20,28,126,16,12.7,39,30.95,33,26.19,22,17.46,3,2.38,9,7.14,20028
20,29,249,36,14.46,79,31.73,73,29.32,35,14.06,5,2.01,10,4.02,20029
20,30,100,10,10.0,39,39.0,24,24.0,17,17.0,2,2.0,4,4.0,20030
20,31,258,40,15.5,86,33.33,43,16.67,53,20.54,4,1.55,20,7.75,20031
20,32,169,30,17.75,51,30.18,42,24.85,27,15.98,6,3.55,8,4.73,20032
20,33,139,18,12.95,45,32.37,32,23.02,28,20.14,4,2.88,7,5.04,20033
20,34,326,32,9.82,117,35.89,40,12.27,62,19.02,40,12.27,16,4.91,20034
20,35,136,33,24.26,18,13.24,36,26.47,19,13.97,5,3.68,17,12.5,20035
20,36,54,3,5.56,15,27.78,17,31.48,11,20.37,0,0.0,6,11.11,20036
20,37,55,8,14.55,22,40.0,11,20.0,4,7.27,1,1.82,8,14.55,20037
20,38,61,11,18.03,16,26.23,11,18.03,10,16.39,3,4.92,3,4.92,20038
20,39,14,1,7.14,5,35.71,2,14.29,4,28.57,0,0.0,0,0.0,20039
21,1,255,21,8.24,125,49.02,33,12.94,44,17.25,7,2.75,14,5.49,21001
21,2,187,31,16.58,53,28.34,43,22.99,39,20.86,1,0.53,9,4.81,21002
21,3,264,25,9.47,110,41.67,51,19.32,41,15.53,2,0.76,22,8.33,21003
21,4,206,19,9.22,81,39.32,32,15.53,39,18.93,2,0.97,17,8.25,21004
21,5,289,41,14.19,133,46.02,52,17.99,39,13.49,3,1.04,13,4.5,21005
21,6,217,29,13.36,81,37.33,34,15.67,35,16.13,8,3.69,14,6.45,21006
21,7,255,22,8.63,133,52.16,42,16.47,41,16.08,2,0.78,12,4.71,21007
21,8,237,27,11.39,98,41.35,49,20.68,41,17.3,2,0.84,8,3.38,21008
21,9,275,31,11.27,112,40.73,45,16.36,47,17.09,3,1.09,30,10.91,21009
21,10,214,29,13.55,87,40.65,36,16.82,39,18.22,2,0.93,14,6.54,21010
21,11,227,28,12.33,93,40.97,39,17.18,41,18.06,3,1.32,11,4.85,21011
21,12,209,23,11.0,83,39.71,34,16.27,38,18.18,6,2.87,16,7.66,21012
21,13,211,26,12.32,67,31.75,39,18.48,52,24.64,8,3.79,13,6.16,21013
21,14,263,32,12.17,122,46.39,46,17.49,41,15.59,2,0.76,12,4.56,21014
21,15,207,38,18.36,73,35.27,33,15.94,34,16.43,6,2.9,14,6.76,21015
21,16,210,28,13.33,92,43.81,24,11.43,41,19.52,5,2.38,9,4.29,21016
21,17,194,26,13.4,80,41.24,31,15.98,27,13.92,6,3.09,15,7.73,21017
21,18,269,24,8.92,111,41.26,49,18.22,50,18.59,3,1.12,18,6.69,21018
21,19,247,27,10.93,102,41.3,47,19.03,38,15.38,3,1.21,16,6.48,21019
21,20,207,20,9.66,87,42.03,36,17.39,41,19.81,3,1.45,9,4.35,21020
21,21,193,22,11.4,79,40.93,39,20.21,34,17.62,7,3.63,7,3.63,21021
21,22,205,16,7.8,107,52.2,29,14.15,36,17.56,1,0.49,9,4.39,21022
21,23,210,19,9.05,83,39.52,39,18.57,43,20.48,6,2.86,17,8.1,21023
21,24,259,27,10.42,98,37.84,48,18.53,54,20.85,6,2.32,10,3.86,21024
21,25,224,22,9.82,106,47.32,37,16.52,37,16.52,7,3.13,9,4.02,21025
21,26,202,29,14.36,65,32.18,45,22.28,37,18.32,6,2.97,14,6.93,21026
21,27,235,29,12.34,98,41.7,37,15.74,46,19.57,5,2.13,14,5.96,21027
21,28,275,40,14.55,65,23.64,56,20.36,70,25.45,9,3.27,19,6.91,21028
21,29,295,38,12.88,117,39.66,57,19.32,45,15.25,2,0.68,24,8.14,21029
21,30,173,16,9.25,64,36.99,37,21.39,33,19.08,3,1.73,12,6.94,21030
21,31,195,16,8.21,97,49.74,21,10.77,33,16.92,8,4.1,14,7.18,21031
21,32,208,23,11.06,89,42.79,35,16.83,45,21.63,4,1.92,10,4.81,21032
21,33,218,28,12.84,88,40.37,38,17.43,37,16.97,1,0.46,17,7.8,21033
21,34,204,28,13.73,85,41.67,28,13.73,37,18.14,5,2.45,12,5.88,21034
21,35,287,29,10.1,120,41.81,58,20.21,45,15.68,3,1.05,22,7.67,21035
21,36,242,36,14.88,92,38.02,43,17.77,52,21.49,5,2.07,8,3.31,21036
21,37,164,18,10.98,67,40.85,22,13.41,35,21.34,3,1.83,11,6.71,21037
21,38,207,28,13.53,60,28.99,47,22.71,46,22.22,5,2.42,8,3.86,21038
21,39,182,27,14.84,49,26.92,44,24.18,36,19.78,3,1.65,12,6.59,21039
21,40,230,24,10.43,83,36.09,39,16.96,56,24.35,4,1.74,12,5.22,21040
21,41,244,21,8.61,103,42.21,51,20.9,46,18.85,2,0.82,10,4.1,21041
21,42,281,27,9.61,113,40.21,47,16.73,59,21.0,3,1.07,21,7.47,21042
21,43,201,26,12.94,79,39.3,26,12.94,38,18.91,4,1.99,21,10.45,21043
21,44,263,27,10.27,139,52.85,35,13.31,28,10.65,7,2.66,18,6.84,21044
21,45,199,22,11.06,79,39.7,42,21.11,36,18.09,2,1.01,12,6.03,21045
21,46,264,27,10.23,105,39.77,51,19.32,49,18.56,4,1.52,17,6.44,21046
21,47,202,35,17.33,75,37.13,39,19.31,36,17.82,4,1.98,5,2.48,21047
21,48,220,30,13.64,81,36.82,46,20.91,37,16.82,1,0.45,16,7.27,21048
21,49,278,26,9.35,122,43.88,58,20.86,40,14.39,3,1.08,22,7.91,21049
21,50,178,17,9.55,66,37.08,42,23.6,30,16.85,3,1.69,12,6.74,21050
21,51,244,29,11.89,94,38.52,51,20.9,43,17.62,1,0.41,15,6.15,21051
21,52,219,21,9.59,92,42.01,39,17.81,46,21.0,4,1.83,13,5.94,21052
21,53,202,18,8.91,100,49.5,22,10.89,34,16.83,0,0.0,18,8.91,21053
21,54,201,21,10.45,73,36.32,47,23.38,29,14.43,4,1.99,20,9.95,21054
22,1,122,17,13.93,36,29.51,25,20.49,23,18.85,5,4.1,13,10.66,22001
22,2,242,116,47.93,31,12.81,36,14.88,14,5.79,16,6.61,4,1.65,22002
22,3,283,184,65.02,47,16.61,14,4.95,12,4.24,18,6.36,2,0.71,22003
22,4,169,108,63.91,23,13.61,7,4.14,13,7.69,10,5.92,3,1.78,22004
22,5,177,110,62.15,25,14.12,11,6.21,11,6.21,9,5.08,4,2.26,22005
22,6,213,147,69.01,14,6.57,12,5.63,19,8.92,7,3.29,3,1.41,22006
22,7,143,94,65.73,17,11.89,6,4.2,12,8.39,8,5.59,2,1.4,22007
22,8,262,111,42.37,38,14.5,40,15.27,29,11.07,14,5.34,7,2.67,22008
22,9,142,101,71.13,11,7.75,7,4.93,12,8.45,10,7.04,0,0.0,22009
22,10,255,164,64.31,38,14.9,13,5.1,18,7.06,13,5.1,4,1.57,22010
22,11,181,140,77.35,14,7.73,6,3.31,13,7.18,4,2.21,0,0.0,22011
22,12,167,77,46.11,23,13.77,27,16.17,8,4.79,11,6.59,6,3.59,22012
22,13,190,130,68.42,11,5.79,8,4.21,15,7.89,20,10.53,2,1.05,22013
22,14,178,87,48.88,22,12.36,18,10.11,25,14.04,12,6.74,13,7.3,22014
22,15,154,107,69.48,15,9.74,5,3.25,11,7.14,12,7.79,1,0.65,22015
22,16,153,100,65.36,17,11.11,11,7.19,14,9.15,8,5.23,0,0.0,22016
22,17,219,137,62.56,33,15.07,10,4.57,15,6.85,17,7.76,2,0.91,22017
22,18,150,100,66.67,13,8.67,10,6.67,15,10.0,7,4.67,0,0.0,22018
22,19,86,22,25.58,24,27.91,10,11.63,16,18.6,5,5.81,4,4.65,22019
22,20,212,144,67.92,21,9.91,3,1.42,17,8.02,18,8.49,1,0.47,22020
22,21,198,36,18.18,63,31.82,50,25.25,25,12.63,7,3.54,9,4.55,22021
22,22,166,113,68.07,19,11.45,11,6.63,7,4.22,12,7.23,3,1.81,22022
22,23,274,49,17.88,93,33.94,53,19.34,38,13.87,6,2.19,23,8.39,22023
22,24,234,157,67.09,26,11.11,10,4.27,18,7.69,11,4.7,5,2.14,22024
22,25,204,151,74.02,13,6.37,10,4.9,15,7.35,8,3.92,3,1.47,22025
23,1,171,41,23.98,25,14.62,24,14.04,19,11.11,22,12.87,5,2.92,23001
23,2,175,69,39.43,26,14.86,34,19.43,10,5.71,18,10.29,1,0.57,23002
23,3,158,46,29.11,27,17.09,24,15.19,13,8.23,18,11.39,6,3.8,23003
23,4,214,88,41.12,24,11.21,34,15.89,15,7.01,22,10.28,3,1.4,23004
