ward,precinct,total,Jacob Meister,Jacob Meister Percent,Iris Y. Martinez,Iris Y. Martinez Percent,Richard R. Boykin,Richard R. Boykin Percent,Michael M. Cabonargi,Michael M. Cabonargi Percent,precinct_id
21,4,202,13,6.44,32,15.84,119,58.91,38,18.81,21004
21,5,272,12,4.41,42,15.44,170,62.5,48,17.65,21005
21,6,207,24,11.59,41,19.81,115,55.56,27,13.04,21006
21,7,241,17,7.05,50,20.75,127,52.7,47,19.5,21007
21,8,234,13,5.56,50,21.37,120,51.28,51,21.79,21008
21,9,258,16,6.2,45,17.44,143,55.43,54,20.93,21009
21,10,195,17,8.72,38,19.49,103,52.82,37,18.97,21010
21,11,222,19,8.56,49,22.07,108,48.65,46,20.72,21011
21,12,202,14,6.93,32,15.84,111,54.95,45,22.28,21012
21,13,203,18,8.87,42,20.69,101,49.75,42,20.69,21013
21,14,250,19,7.6,41,16.4,143,57.2,47,18.8,21014
21,15,205,10,4.88,43,20.98,113,55.12,39,19.02,21015
21,16,200,8,4.0,48,24.0,113,56.5,31,15.5,21016
21,17,173,11,6.36,31,17.92,90,52.02,41,23.7,21017
21,18,260,16,6.15,64,24.62,118,45.38,62,23.85,21018
21,19,238,18,7.56,39,16.39,133,55.88,48,20.17,21019
21,20,199,11,5.53,30,15.08,123,61.81,35,17.59,21020
21,21,184,11,5.98,32,17.39,114,61.96,27,14.67,21021
21,22,196,15,7.65,42,21.43,100,51.02,39,19.9,21022
21,23,201,14,6.97,35,17.41,120,59.7,32,15.92,21023
21,24,254,17,6.69,57,22.44,129,50.79,51,20.08,21024
21,25,211,14,6.64,34,16.11,118,55.92,45,21.33,21025
21,26,194,24,12.37,33,17.01,109,56.19,28,14.43,21026
21,27,221,18,8.14,40,18.1,128,57.92,35,15.84,21027
21,28,266,16,6.02,50,18.8,156,58.65,44,16.54,21028
21,29,272,17,6.25,47,17.28,146,53.68,62,22.79,21029
21,30,170,12,7.06,33,19.41,103,60.59,22,12.94,21030
21,31,186,10,5.38,28,15.05,92,49.46,56,30.11,21031
21,32,207,8,3.86,44,21.26,123,59.42,32,15.46,21032
21,33,213,12,5.63,43,20.19,112,52.58,46,21.6,21033
21,34,191,13,6.81,39,20.42,112,58.64,27,14.14,21034
21,35,272,21,7.72,51,18.75,159,58.46,41,15.07,21035
21,36,232,20,8.62,54,23.28,111,47.84,47,20.26,21036
21,37,157,10,6.37,27,17.2,88,56.05,32,20.38,21037
21,38,196,12,6.12,50,25.51,92,46.94,42,21.43,21038
21,39,180,18,10.0,46,25.56,78,43.33,38,21.11,21039
21,40,213,7,3.29,43,20.19,118,55.4,45,21.13,21040
21,41,240,11,4.58,39,16.25,148,61.67,42,17.5,21041
21,42,272,19,6.99,62,22.79,136,50.0,55,20.22,21042
21,43,203,12,5.91,37,18.23,104,51.23,50,24.63,21043
21,44,250,13,5.2,45,18.0,126,50.4,66,26.4,21044
21,45,185,12,6.49,36,19.46,110,59.46,27,14.59,21045
21,46,252,16,6.35,43,17.06,143,56.75,50,19.84,21046
21,47,187,14,7.49,42,22.46,96,51.34,35,18.72,21047
21,48,209,16,7.66,45,21.53,95,45.45,53,25.36,21048
21,49,253,18,7.11,53,20.95,130,51.38,52,20.55,21049
21,50,169,15,8.88,36,21.3,90,53.25,28,16.57,21050
21,51,238,9,3.78,50,21.01,144,60.5,35,14.71,21051
21,52,206,14,6.8,32,15.53,118,57.28,42,20.39,21052
21,53,194,16,8.25,36,18.56,101,52.06,41,21.13,21053
21,54,197,12,6.09,33,16.75,114,57.87,38,19.29,21054
22,1,120,6,5.0,34,28.33,54,45.0,26,21.67,22001
22,2,244,21,8.61,132,54.1,19,7.79,72,29.51,22002
22,3,272,26,9.56,173,63.6,22,8.09,51,18.75,22003
22,4,166,9,5.42,121,72.89,6,3.61,30,18.07,22004
22,5,172,15,8.72,118,68.6,8,4.65,31,18.02,22005
22,6,199,19,9.55,142,71.36,19,9.55,19,9.55,22006
22,7,142,12,8.45,98,69.01,9,6.34,23,16.2,22007
22,8,267,24,8.99,129,48.31,45,16.85,69,25.84,22008
22,9,144,13,9.03,101,70.14,12,8.33,18,12.5,22009
22,10,251,19,7.57,163,64.94,25,9.96,44,17.53,22010
22,11,178,12,6.74,129,72.47,16,8.99,21,11.8,22011
22,12,168,14,8.33,88,52.38,22,13.1,44,26.19,22012
22,13,184,22,11.96,133,72.28,10,5.43,19,10.33,22013
22,14,174,19,10.92,103,59.2,24,13.79,28,16.09,22014
22,15,153,23,15.03,104,67.97,10,6.54,16,10.46,22015
22,16,148,7,4.73,99,66.89,16,10.81,26,17.57,22016
22,17,208,15,7.21,138,66.35,20,9.62,35,16.83,22017
22,18,140,15,10.71,96,68.57,12,8.57,17,12.14,22018
22,19,87,20,22.99,23,26.44,27,31.03,17,19.54,22019
22,20,204,15,7.35,142,69.61,15,7.35,32,15.69,22020
22,21,196,16,8.16,38,19.39,92,46.94,50,25.51,22021
22,22,160,15,9.38,101,63.13,17,10.63,27,16.88,22022
22,23,266,21,7.89,86,32.33,91,34.21,68,25.56,22023
22,24,227,16,7.05,162,71.37,12,5.29,37,16.3,22024
22,25,187,14,7.49,147,78.61,10,5.35,16,8.56,22025
23,1,176,18,10.23,47,26.7,25,14.2,86,48.86,23001
23,2,176,16,9.09,67,38.07,36,20.45,57,32.39,23002
23,3,169,21,12.43,55,32.54,22,13.02,71,42.01,23003
23,4,214,31,14.49,90,42.06,20,9.35,73,34.11,23004
23,5,211,21,9.95,149,70.62,17,8.06,24,11.37,23005
23,6,93,8,8.6,49,52.69,12,12.9,24,25.81,23006
23,7,176,11,6.25,116,65.91,18,10.23,31,17.61,23007
23,8,220,23,10.45,113,51.36,19,8.64,65,29.55,23008
23,9,173,12,6.94,125,72.25,10,5.78,26,15.03,23009
23,10,218,27,12.39,133,61.01,16,7.34,42,19.27,23010
23,11,204,9,4.41,148,72.55,17,8.33,30,14.71,23011
23,12,204,21,10.29,64,31.37,18,8.82,101,49.51,23012
23,13,180,19,10.56,118,65.56,19,10.56,24,13.33,23013
23,14,184,21,11.41,72,39.13,25,13.59,66,35.87,23014
23,15,80,9,11.25,56,70.0,6,7.5,9,11.25,23015
23,16,199,19,9.55,65,32.66,30,15.08,85,42.71,23016
23,17,125,5,4.0,89,71.2,14,11.2,17,13.6,23017
23,18,162,21,12.96,48,29.63,21,12.96,72,44.44,23018
23,19,169,18,10.65,116,68.64,17,10.06,18,10.65,23019
23,20,105,9,8.57,81,77.14,6,5.71,9,8.57,23020
23,21,220,29,13.18,79,35.91,27,12.27,85,38.64,23021
23,22,187,21,11.23,81,43.32,20,10.7,65,34.76,23022
23,23,187,15,8.02,74,39.57,22,11.76,76,40.64,23023
23,24,134,11,8.21,87,64.93,7,5.22,29,21.64,23024
23,25,169,19,11.24,104,61.54,13,7.69,33,19.53,23025
23,26,180,21,11.67,104,57.78,12,6.67,43,23.89,23026
23,27,189,14,7.41,76,40.21,18,9.52,81,42.86,23027
23,28,200,17,8.5,90,45.0,22,11.0,71,35.5,23028
23,29,173,16,9.25,72,41.62,19,10.98,66,38.15,23029
23,30,242,21,8.68,150,61.98,19,7.85,52,21.49,23030
23,31,172,16,9.3,124,72.09,14,8.14,18,10.47,23031
23,32,174,14,8.05,112,64.37,18,10.34,30,17.24,23032
23,33,195,16,8.21,139,71.28,20,10.26,20,10.26,23033
23,34,208,19,9.13,145,69.71,23,11.06,21,10.1,23034
23,35,152,17,11.18,62,40.79,23,15.13,50,32.89,23035
23,36,154,16,10.39,59,38.31,22,14.29,57,37.01,23036
23,37,200,24,12.0,72,36.0,25,12.5,79,39.5,23037
23,38,176,17,9.66,74,42.05,18,10.23,67,38.07,23038
23,39,215,22,10.23,148,68.84,14,6.51,31,14.42,23039
24,1,172,11,6.4,28,16.28,109,63.37,24,13.95,24001
24,2,146,22,15.07,27,18.49,83,56.85,14,9.59,24002
24,3,167,20,11.98,40,23.95,86,51.5,21,12.57,24003
24,4,129,9,6.98,26,20.16,72,55.81,22,17.05,24004
24,5,87,7,8.05,23,26.44,43,49.43,14,16.09,24005
24,6,199,16,8.04,38,19.1,116,58.29,29,14.57,24006
24,7,114,24,21.05,56,49.12,12,10.53,22,19.3,24007
24,8,81,7,8.64,15,18.52,47,58.02,12,14.81,24008
24,9,154,26,16.88,38,24.68,71,46.1,19,12.34,24009
24,10,80,9,11.25,20,25.0,40,50.0,11,13.75,24010
24,11,179,11,6.15,43,24.02,102,56.98,23,12.85,24011
24,12,78,4,5.13,17,21.79,41,52.56,16,20.51,24012
24,13,78,5,6.41,11,14.1,51,65.38,11,14.1,24013
24,14,129,16,12.4,28,21.71,63,48.84,22,17.05,24014
24,15,65,4,6.15,10,15.38,38,58.46,13,20.0,24015
24,16,398,68,17.09,189,47.49,104,26.13,37,9.3,24016
24,17,124,15,12.1,17,13.71,70,56.45,22,17.74,24017
24,18,195,18,9.23,36,18.46,116,59.49,25,12.82,24018
24,19,205,17,8.29,46,22.44,113,55.12,29,14.15,24019
24,20,136,13,9.56,29,21.32,67,49.26,27,19.85,24020
24,21,87,3,3.45,21,24.14,53,60.92,10,11.49,24021
24,22,221,18,8.14,53,23.98,122,55.2,28,12.67,24022
24,23,115,11,9.57,18,15.65,67,58.26,19,16.52,24023
24,24,208,14,6.73,47,22.6,113,54.33,34,16.35,24024
24,25,126,10,7.94,31,24.6,63,50.0,22,17.46,24025
24,26,270,27,10.0,46,17.04,158,58.52,39,14.44,24026
24,27,194,17,8.76,54,27.84,98,50.52,25,12.89,24027
24,28,139,8,5.76,30,21.58,80,57.55,21,15.11,24028
24,29,140,15,10.71,24,17.14,78,55.71,23,16.43,24029
24,30,108,16,14.81,19,17.59,53,49.07,20,18.52,24030
24,31,188,14,7.45,37,19.68,120,63.83,17,9.04,24031
24,32,94,11,11.7,14,14.89,57,60.64,12,12.77,24032
24,33,117,13,11.11,28,23.93,54,46.15,22,18.8,24033
24,34,167,23,13.77,25,14.97,94,56.29,25,14.97,24034
24,35,156,16,10.26,33,21.15,73,46.79,34,21.79,24035
24,36,218,15,6.88,41,18.81,129,59.17,33,15.14,24036
24,37,98,6,6.12,27,27.55,56,57.14,9,9.18,24037
24,38,155,16,10.32,39,25.16,75,48.39,25,16.13,24038
24,39,162,23,14.2,56,34.57,61,37.65,22,13.58,24039
24,40,182,23,12.64,51,28.02,82,45.05,26,14.29,24040
24,41,132,11,8.33,18,13.64,87,65.91,16,12.12,24041
25,1,232,34,14.66,157,67.67,8,3.45,33,14.22,25001
25,2,320,73,22.81,173,54.06,24,7.5,50,15.63,25002
25,3,270,53,19.63,98,36.3,36,13.33,83,30.74,25003
25,4,163,19,11.66,54,33.13,54,33.13,36,22.09,25004
25,5,303,39,12.87,201,66.34,17,5.61,46,15.18,25005
25,6,81,17,20.99,16,19.75,19,23.46,29,35.8,25006
25,7,272,72,26.47,150,55.15,26,9.56,24,8.82,25007
25,8,308,70,22.73,169,54.87,26,8.44,43,13.96,25008
25,9,244,53,21.72,159,65.16,13,5.33,19,7.79,25009
25,10,234,42,17.95,67,28.63,47,20.09,78,33.33,25010
25,11,304,47,15.46,204,67.11,26,8.55,27,8.88,25011
25,12,262,60,22.9,156,59.54,18,6.87,28,10.69,25012
25,13,290,41,14.14,195,67.24,24,8.28,30,10.34,25013
25,14,158,33,20.89,68,43.04,19,12.03,38,24.05,25014
25,15,236,40,16.95,146,61.86,19,8.05,31,13.14,25015
25,16,277,52,18.77,83,29.96,53,19.13,89,32.13,25016
25,17,263,42,15.97,153,58.17,33,12.55,35,13.31,25017
25,18,184,32,17.39,42,22.83,19,10.33,91,49.46,25018
25,19,299,56,18.73,182,60.87,18,6.02,43,14.38,25019
25,20,118,24,20.34,35,29.66,44,37.29,15,12.71,25020
25,21,308,70,22.73,113,36.69,55,17.86,70,22.73,25021
25,22,258,62,24.03,155,60.08,18,6.98,23,8.91,25022
25,23,303,64,21.12,182,60.07,32,10.56,25,8.25,25023
25,24,284,67,23.59,176,61.97,16,5.63,25,8.8,25024
25,25,210,32,15.24,67,31.9,48,22.86,63,30.0,25025
25,26,277,36,13.0,199,71.84,14,5.05,28,10.11,25026
25,27,263,53,20.15,125,47.53,37,14.07,48,18.25,25027
25,28,305,75,24.59,168,55.08,16,5.25,46,15.08,25028
25,29,193,30,15.54,61,31.61,59,30.57,43,22.28,25029
25,30,285,55,19.3,186,65.26,11,3.86,33,11.58,25030
25,31,302,69,22.85,94,31.13,48,15.89,91,30.13,25031
25,32,206,27,13.11,131,63.59,8,3.88,40,19.42,25032
26,1,214,59,27.57,108,50.47,13,6.07,34,15.89,26001
26,2,173,37,21.39,100,57.8,22,12.72,14,8.09,26002
26,3,221,58,26.24,94,42.53,33,14.93,36,16.29,26003
26,4,122,18,14.75,65,53.28,27,22.13,12,9.84,26004
26,5,206,48,23.3,109,52.91,29,14.08,20,9.71,26005
26,6,181,36,19.89,106,58.56,15,8.29,24,13.26,26006
26,7,220,66,30.0,118,53.64,11,5.0,25,11.36,26007
26,8,109,14,12.84,76,69.72,6,5.5,13,11.93,26008
26,9,156,23,14.74,110,70.51,11,7.05,12,7.69,26009
26,10,167,43,25.75,92,55.09,15,8.98,17,10.18,26010
26,11,194,33,17.01,123,63.4,23,11.86,15,7.73,26011
26,12,212,48,22.64,122,57.55,14,6.6,28,13.21,26012
26,13,105,4,3.81,74,70.48,16,15.24,11,10.48,26013
26,14,143,29,20.28,91,63.64,9,6.29,14,9.79,26014
26,15,103,6,5.83,75,72.82,10,9.71,12,11.65,26015
26,16,74,7,9.46,61,82.43,3,4.05,3,4.05,26016
26,17,147,27,18.37,59,40.14,25,17.01,36,24.49,26017
26,18,87,24,27.59,44,50.57,5,5.75,14,16.09,26018
26,19,118,9,7.63,63,53.39,37,31.36,9,7.63,26019
26,20,194,39,20.1,112,57.73,20,10.31,23,11.86,26020
26,21,222,50,22.52,107,48.2,29,13.06,36,16.22,26021
26,22,96,16,16.67,72,75.0,4,4.17,4,4.17,26022
26,23,162,24,14.81,107,66.05,17,10.49,14,8.64,26023
26,24,120,26,21.67,73,60.83,12,10.0,9,7.5,26024
26,25,148,51,34.46,71,47.97,8,5.41,18,12.16,26025
26,26,118,36,30.51,58,49.15,12,10.17,12,10.17,26026
26,27,185,53,28.65,101,54.59,12,6.49,19,10.27,26027
26,28,257,58,22.57,112,43.58,50,19.46,37,14.4,26028
26,29,84,15,17.86,51,60.71,7,8.33,11,13.1,26029
26,30,160,36,22.5,88,55.0,13,8.13,23,14.38,26030
26,31,89,6,6.74,69,77.53,4,4.49,10,11.24,26031
26,32,200,37,18.5,87,43.5,26,13.0,50,25.0,26032
26,33,236,65,27.54,106,44.92,23,9.75,42,17.8,26033
26,34,174,45,25.86,97,55.75,18,10.34,14,8.05,26034
26,35,173,32,18.5,118,68.21,5,2.89,18,10.4,26035
26,36,173,47,27.17,84,48.55,18,10.4,24,13.87,26036
26,37,206,57,27.67,122,59.22,13,6.31,14,6.8,26037
26,38,75,6,8.0,48,64.0,12,16.0,9,12.0,26038
26,39,212,52,24.53,112,52.83,18,8.49,30,14.15,26039
26,40,148,29,19.59,93,62.84,14,9.46,12,8.11,26040
26,41,200,55,27.5,115,57.5,14,7.0,16,8.0,26041
26,42,153,40,26.14,79,51.63,13,8.5,21,13.73,26042
26,43,113,10,8.85,84,74.34,9,7.96,10,8.85,26043
26,44,63,8,12.7,33,52.38,12,19.05,10,15.87,26044
26,45,85,11,12.94,51,60.0,14,16.47,9,10.59,26045
26,46,136,37,27.21,53,38.97,11,8.09,35,25.74,26046
26,47,101,3,2.97,79,78.22,9,8.91,10,9.9,26047
26,48,178,51,28.65,89,50.0,16,8.99,22,12.36,26048
26,49,95,7,7.37,70,73.68,7,7.37,11,11.58,26049
27,1,288,66,22.92,96,33.33,53,18.4,73,25.35,27001
27,2,184,33,17.93,37,20.11,59,32.07,55,29.89,27002
27,3,120,14,11.67,28,23.33,53,44.17,25,20.83,27003
27,4,118,23,19.49,37,31.36,47,39.83,11,9.32,27004
27,5,172,15,8.72,40,23.26,79,45.93,38,22.09,27005
27,6,224,37,16.52,62,27.68,68,30.36,57,25.45,27006
27,7,299,76,25.42,132,44.15,27,9.03,64,21.4,27007
27,8,159,14,8.81,39,24.53,59,37.11,47,29.56,27008
27,9,106,21,19.81,36,33.96,21,19.81,28,26.42,27009
27,10,243,34,13.99,52,21.4,96,39.51,61,25.1,27010
27,11,169,29,17.16,63,37.28,24,14.2,53,31.36,27011
27,12,138,30,21.74,47,34.06,25,18.12,36,26.09,27012
27,13,337,41,12.17,90,26.71,78,23.15,128,37.98,27013
27,14,89,9,10.11,16,17.98,49,55.06,15,16.85,27014
27,15,120,13,10.83,24,20.0,52,43.33,31,25.83,27015
27,16,174,44,25.29,51,29.31,33,18.97,46,26.44,27016
27,17,216,25,11.57,65,30.09,81,37.5,45,20.83,27017
27,18,156,18,11.54,37,23.72,60,38.46,41,26.28,27018
27,19,104,15,14.42,29,27.88,38,36.54,22,21.15,27019
27,20,134,14,10.45,27,20.15,55,41.04,38,28.36,27020
27,21,192,23,11.98,60,31.25,45,23.44,64,33.33,27021
27,22,112,14,12.5,31,27.68,48,42.86,19,16.96,27022
27,23,168,22,13.1,29,17.26,71,42.26,46,27.38,27023
27,24,128,18,14.06,41,32.03,45,35.16,24,18.75,27024
27,25,223,27,12.11,74,33.18,79,35.43,43,19.28,27025
27,26,171,22,12.87,43,25.15,70,40.94,36,21.05,27026
27,27,253,31,12.25,62,24.51,82,32.41,78,30.83,27027
27,28,172,27,15.7,67,38.95,30,17.44,48,27.91,27028
27,29,133,10,7.52,47,35.34,35,26.32,41,30.83,27029
27,30,111,8,7.21,24,21.62,58,52.25,21,18.92,27030
27,31,174,28,16.09,32,18.39,70,40.23,44,25.29,27031
27,32,215,28,13.02,68,31.63,74,34.42,45,20.93,27032
27,33,227,36,15.86,79,34.8,54,23.79,58,25.55,27033
27,34,137,16,11.68,23,16.79,56,40.88,42,30.66,27034
27,35,250,64,25.6,85,34.0,31,12.4,70,28.0,27035
27,36,175,26,14.86,51,29.14,47,26.86,51,29.14,27036
27,37,212,27,12.74,56,26.42,53,25.0,76,35.85,27037
27,38,276,31,11.23,80,28.99,76,27.54,89,32.25,27038
27,39,188,13,6.91,47,25.0,78,41.49,50,26.6,27039
27,40,242,49,20.25,70,28.93,43,17.77,80,33.06,27040
27,41,206,20,9.71,53,25.73,85,41.26,48,23.3,27041
27,42,153,25,16.34,53,34.64,43,28.1,32,20.92,27042
27,43,152,18,11.84,43,28.29,64,42.11,27,17.76,27043
27,44,146,19,13.01,34,23.29,67,45.89,26,17.81,27044
27,45,377,84,22.28,120,31.83,77,20.42,96,25.46,27045
27,46,148,24,16.22,45,30.41,29,19.59,50,33.78,27046
27,47,166,14,8.43,42,25.3,61,36.75,49,29.52,27047
27,48,324,46,14.2,108,33.33,81,25.0,89,27.47,27048
27,49,176,18,10.23,34,19.32,90,51.14,34,19.32,27049
27,50,218,21,9.63,55,25.23,91,41.74,51,23.39,27050
28,1,105,8,7.62,12,11.43,71,67.62,14,13.33,28001
28,2,165,33,20.0,43,26.06,74,44.85,15,9.09,28002
28,3,133,18,13.53,28,21.05,72,54.14,15,11.28,28003
28,4,128,20,15.63,54,42.19,19,14.84,35,27.34,28004
28,5,138,22,15.94,38,27.54,51,36.96,27,19.57,28005
28,6,82,16,19.51,20,24.39,27,32.93,19,23.17,28006
28,7,164,8,4.88,25,15.24,119,72.56,12,7.32,28007
28,8,137,20,14.6,47,34.31,30,21.9,40,29.2,28008
28,9,156,17,10.9,24,15.38,103,66.03,12,7.69,28009
28,10,204,38,18.63,69,33.82,50,24.51,47,23.04,28010
28,11,391,53,13.55,178,45.52,101,25.83,59,15.09,28011
28,12,150,7,4.67,30,20.0,96,64.0,17,11.33,28012
28,13,216,13,6.02,31,14.35,152,70.37,20,9.26,28013
28,14,155,10,6.45,18,11.61,102,65.81,25,16.13,28014
28,15,45,4,8.89,8,17.78,28,62.22,5,11.11,28015
28,16,92,10,10.87,16,17.39,55,59.78,11,11.96,28016
28,17,139,12,8.63,25,17.99,85,61.15,17,12.23,28017
28,18,155,19,12.26,36,23.23,73,47.1,27,17.42,28018
28,19,153,25,16.34,65,42.48,34,22.22,29,18.95,28019
28,20,146,23,15.75,21,14.38,88,60.27,14,9.59,28020
28,21,146,8,5.48,26,17.81,99,67.81,13,8.9,28021
28,22,193,32,16.58,50,25.91,87,45.08,24,12.44,28022
28,23,216,15,6.94,36,16.67,149,68.98,16,7.41,28023
28,24,146,12,8.22,22,15.07,96,65.75,16,10.96,28024
28,25,263,12,4.56,49,18.63,174,66.16,28,10.65,28025
28,26,163,10,6.13,27,16.56,96,58.9,30,18.4,28026
28,27,186,33,17.74,63,33.87,31,16.67,59,31.72,28027
28,28,233,37,15.88,68,29.18,51,21.89,77,33.05,28028
28,29,78,7,8.97,16,20.51,46,58.97,9,11.54,28029
28,30,32,1,3.13,8,25.0,17,53.13,6,18.75,28030
28,31,237,20,8.44,29,12.24,158,66.67,30,12.66,28031
28,32,160,19,11.88,34,21.25,91,56.88,16,10.0,28032
28,33,185,15,8.11,22,11.89,128,69.19,20,10.81,28033
28,34,267,19,7.12,72,26.97,141,52.81,35,13.11,28034
28,35,169,15,8.88,48,28.4,89,52.66,17,10.06,28035
28,36,99,7,7.07,15,15.15,68,68.69,9,9.09,28036
28,37,207,10,4.83,35,16.91,140,67.63,22,10.63,28037
28,38,57,3,5.26,18,31.58,29,50.88,7,12.28,28038
28,39,107,7,6.54,14,13.08,75,70.09,11,10.28,28039
28,40,227,25,11.01,32,14.1,141,62.11,29,12.78,28040
28,41,122,8,6.56,25,20.49,73,59.84,16,13.11,28041
28,42,158,14,8.86,21,13.29,104,65.82,19,12.03,28042
28,43,200,16,8.0,24,12.0,134,67.0,26,13.0,28043
28,44,132,11,8.33,21,15.91,80,60.61,20,15.15,28044
28,45,173,35,20.23,59,34.1,29,16.76,50,28.9,28045
28,46,320,58,18.13,125,39.06,70,21.88,67,20.94,28046
29,1,296,33,11.15,76,25.68,107,36.15,80,27.03,29001
29,2,293,21,7.17,50,17.06,191,65.19,31,10.58,29002
29,3,246,10,4.07,34,13.82,169,68.7,33,13.41,29003
29,4,280,14,5.0,48,17.14,193,68.93,25,8.93,29004
29,5,153,9,5.88,39,25.49,91,59.48,14,9.15,29005
29,6,156,11,7.05,32,20.51,88,56.41,25,16.03,29006
29,7,244,15,6.15,56,22.95,111,45.49,62,25.41,29007
29,8,177,9,5.08,32,18.08,107,60.45,29,16.38,29008
29,9,265,27,10.19,84,31.7,80,30.19,74,27.92,29009
29,10,327,28,8.56,75,22.94,141,43.12,83,25.38,29010
29,11,122,8,6.56,21,17.21,76,62.3,17,13.93,29011
29,12,287,18,6.27,62,21.6,154,53.66,53,18.47,29012
29,13,230,9,3.91,36,15.65,159,69.13,26,11.3,29013
29,14,221,8,3.62,19,8.6,175,79.19,19,8.6,29014
29,15,262,9,3.44,42,16.03,161,61.45,50,19.08,29015
29,16,210,10,4.76,29,13.81,125,59.52,46,21.9,29016
29,17,213,11,5.16,34,15.96,92,43.19,76,35.68,29017
29,18,208,22,10.58,36,17.31,129,62.02,21,10.1,29018
29,19,241,16,6.64,32,13.28,175,72.61,18,7.47,29019
29,20,233,19,8.15,28,12.02,159,68.24,27,11.59,29020
29,21,256,22,8.59,48,18.75,152,59.38,34,13.28,29021
29,22,198,23,11.62,56,28.28,90,45.45,29,14.65,29022
29,23,245,26,10.61,95,38.78,67,27.35,57,23.27,29023
29,24,208,23,11.06,47,22.6,101,48.56,37,17.79,29024
29,25,278,22,7.91,44,15.83,167,60.07,45,16.19,29025
29,26,196,11,5.61,41,20.92,113,57.65,31,15.82,29026
29,27,203,10,4.93,31,15.27,126,62.07,36,17.73,29027
29,28,292,17,5.82,35,11.99,213,72.95,27,9.25,29028
29,29,196,15,7.65,94,47.96,32,16.33,55,28.06,29029
29,30,224,18,8.04,77,34.38,82,36.61,47,20.98,29030
29,31,143,15,10.49,66,46.15,26,18.18,36,25.17,29031
29,32,168,16,9.52,70,41.67,21,12.5,61,36.31,29032
29,33,173,8,4.62,31,17.92,108,62.43,26,15.03,29033
29,34,179,14,7.82,44,24.58,98,54.75,23,12.85,29034
29,35,152,7,4.61,24,15.79,101,66.45,20,13.16,29035
29,36,207,10,4.83,51,24.64,110,53.14,36,17.39,29036
29,37,233,19,8.15,37,15.88,158,67.81,19,8.15,29037
29,38,215,26,12.09,116,53.95,35,16.28,38,17.67,29038
29,39,156,23,14.74,74,47.44,25,16.03,34,21.79,29039
29,40,278,11,3.96,46,16.55,187,67.27,34,12.23,29040
29,41,185,11,5.95,31,16.76,115,62.16,28,15.14,29041
29,42,257,9,3.5,45,17.51,185,71.98,18,7.0,29042
29,43,316,28,8.86,84,26.58,144,45.57,60,18.99,29043
29,44,265,19,7.17,35,13.21,177,66.79,34,12.83,29044
30,1,250,41,16.4,143,57.2,26,10.4,40,16.0,30001
30,2,206,21,10.19,131,63.59,20,9.71,34,16.5,30002
30,3,199,44,22.11,106,53.27,27,13.57,22,11.06,30003
30,4,199,20,10.05,120,60.3,19,9.55,40,20.1,30004
30,5,158,13,8.23,117,74.05,18,11.39,10,6.33,30005
30,6,210,16,7.62,138,65.71,26,12.38,30,14.29,30006
30,7,237,46,19.41,143,60.34,16,6.75,32,13.5,30007
30,8,293,64,21.84,163,55.63,25,8.53,41,13.99,30008
30,9,182,20,10.99,102,56.04,29,15.93,31,17.03,30009
30,10,232,19,8.19,162,69.83,25,10.78,26,11.21,30010
30,11,190,12,6.32,145,76.32,20,10.53,13,6.84,30011
30,12,177,22,12.43,119,67.23,20,11.3,16,9.04,30012
30,13,196,16,8.16,138,70.41,9,4.59,33,16.84,30013
30,14,159,12,7.55,122,76.73,7,4.4,18,11.32,30014
30,15,271,58,21.4,126,46.49,32,11.81,55,20.3,30015
30,16,106,6,5.66,74,69.81,10,9.43,16,15.09,30016
30,17,184,28,15.22,105,57.07,21,11.41,30,16.3,30017
30,18,291,78,26.8,171,58.76,16,5.5,26,8.93,30018
30,19,212,22,10.38,159,75.0,16,7.55,15,7.08,30019
30,20,244,32,13.11,146,59.84,19,7.79,47,19.26,30020
30,21,156,14,8.97,88,56.41,21,13.46,33,21.15,30021
30,22,325,66,20.31,189,58.15,31,9.54,39,12.0,30022
30,23,249,40,16.06,153,61.45,28,11.24,28,11.24,30023
30,24,335,82,24.48,197,58.81,19,5.67,37,11.04,30024
30,25,313,69,22.04,190,60.7,26,8.31,28,8.95,30025
30,26,124,7,5.65,90,72.58,10,8.06,17,13.71,30026
30,27,156,19,12.18,101,64.74,11,7.05,25,16.03,30027
30,28,260,44,16.92,127,48.85,39,15.0,50,19.23,30028
30,29,120,10,8.33,86,71.67,15,12.5,9,7.5,30029
30,30,95,13,13.68,65,68.42,8,8.42,9,9.47,30030
30,31,130,23,17.69,77,59.23,5,3.85,25,19.23,30031
30,32,210,40,19.05,112,53.33,16,7.62,42,20.0,30032
31,1,122,8,6.56,97,79.51,6,4.92,11,9.02,31001
31,2,104,13,12.5,60,57.69,13,12.5,18,17.31,31002
31,3,138,9,6.52,104,75.36,12,8.7,13,9.42,31003
31,4,167,42,25.15,80,47.9,17,10.18,28,16.77,31004
31,5,160,16,10.0,103,64.38,15,9.38,26,16.25,31005
31,6,86,8,9.3,51,59.3,10,11.63,17,19.77,31006
31,7,272,73,26.84,140,51.47,21,7.72,38,13.97,31007
31,8,118,10,8.47,88,74.58,5,4.24,15,12.71,31008
31,9,139,21,15.11,80,57.55,9,6.47,29,20.86,31009
31,10,168,30,17.86,109,64.88,16,9.52,13,7.74,31010
31,11,110,13,11.82,68,61.82,13,11.82,16,14.55,31011
