ward,precinct,total,Andr̩ J. Washington (Elizabeth Warren,Andr̩ J. Washington (Elizabeth Warren Percent,Hope Zawaski (Elizabeth Warren),Hope Zawaski (Elizabeth Warren) Percent,Al Riley (Elizabeth Warren),Al Riley (Elizabeth Warren) Percent,Cleopatra Watson (Elizabeth Warren),Cleopatra Watson (Elizabeth Warren) Percent,Jaylin McClinton (Elizabeth Warren),Jaylin McClinton (Elizabeth Warren) Percent,Amanda Jo Greep (Elizabeth Warren),Amanda Jo Greep (Elizabeth Warren) Percent,Aisha El-Amin (Bernie Sanders),Aisha El-Amin (Bernie Sanders) Percent,Maureen Forte (Bernie Sanders),Maureen Forte (Bernie Sanders) Percent,Sukari Campbell (Bernie Sanders),Sukari Campbell (Bernie Sanders) Percent,John Willard (Bernie Sanders),John Willard (Bernie Sanders) Percent,Kenneth Franklin (Bernie Sanders),Kenneth Franklin (Bernie Sanders) Percent,"Lyle C. Evans, Jr. (Bernie Sanders)","Lyle C. Evans, Jr. (Bernie Sanders) Percent",Kenneth Henderson (Andrew Yang),Kenneth Henderson (Andrew Yang) Percent,Sanovia Reynolds-Parks (Andrew Yang),Sanovia Reynolds-Parks (Andrew Yang) Percent,Juan Juarez (Andrew Yang),Juan Juarez (Andrew Yang) Percent,Paula Wilson (Andrew Yang),Paula Wilson (Andrew Yang) Percent,Reggie Greenwood (Andrew Yang),Reggie Greenwood (Andrew Yang) Percent,Monique Williams (Andrew Yang),Monique Williams (Andrew Yang) Percent,Kyle Summers (Andrew Yang),Kyle Summers (Andrew Yang) Percent,Emily Higgs (Pete Buttigieg),Emily Higgs (Pete Buttigieg) Percent,Randall Krause-Vinson (Pete Buttigieg),Randall Krause-Vinson (Pete Buttigieg) Percent,Sherry Newquist (Pete Buttigieg),Sherry Newquist (Pete Buttigieg) Percent,Alfred Saucedo (Pete Buttigieg),Alfred Saucedo (Pete Buttigieg) Percent,Micaela G. Smith (Amy J. Klobuchar),Micaela G. Smith (Amy J. Klobuchar) Percent,Kristal Hudson-Davis (Amy J. Klobuchar,Kristal Hudson-Davis (Amy J. Klobuchar Percent,precinct_id
10,36,224,0,0.0,1,0.45,1,0.45,0,0.0,2,0.89,0,0.0,10,4.46,8,3.57,9,4.02,9,4.02,12,5.36,10,4.46,1,0.45,1,0.45,2,0.89,1,0.45,0,0.0,0,0.0,0,0.0,1,0.45,0,0.0,0,0.0,0,0.0,1,0.45,1,0.45,10036
34,2,201,1,0.5,1,0.5,0,0.0,3,1.49,1,0.5,1,0.5,3,1.49,5,2.49,5,2.49,5,2.49,3,1.49,4,1.99,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,34002
34,4,950,11,1.16,8,0.84,4,0.42,13,1.37,5,0.53,2,0.21,27,2.84,34,3.58,35,3.68,34,3.58,34,3.58,31,3.26,1,0.11,2,0.21,3,0.32,2,0.21,5,0.53,5,0.53,1,0.11,4,0.42,1,0.11,1,0.11,3,0.32,1,0.11,1,0.11,34004
34,18,901,6,0.67,9,1.0,7,0.78,10,1.11,4,0.44,1,0.11,29,3.22,24,2.66,23,2.55,34,3.77,29,3.22,31,3.44,6,0.67,4,0.44,5,0.55,5,0.55,2,0.22,6,0.67,4,0.44,1,0.11,1,0.11,1,0.11,1,0.11,1,0.11,3,0.33,34018
34,22,578,2,0.35,2,0.35,4,0.69,6,1.04,1,0.17,1,0.17,13,2.25,9,1.56,9,1.56,9,1.56,13,2.25,11,1.9,3,0.52,2,0.35,1,0.17,1,0.17,1,0.17,3,0.52,1,0.17,0,0.0,0,0.0,0,0.0,1,0.17,1,0.17,0,0.0,34022
34,23,1184,9,0.76,4,0.34,4,0.34,7,0.59,8,0.68,3,0.25,38,3.21,46,3.89,34,2.87,39,3.29,43,3.63,39,3.29,6,0.51,5,0.42,5,0.42,8,0.68,4,0.34,9,0.76,3,0.25,2,0.17,3,0.25,2,0.17,5,0.42,2,0.17,1,0.08,34023
34,24,1158,14,1.21,2,0.17,7,0.6,8,0.69,4,0.35,4,0.35,31,2.68,31,2.68,24,2.07,31,2.68,29,2.5,29,2.5,6,0.52,3,0.26,4,0.35,7,0.6,6,0.52,10,0.86,2,0.17,4,0.35,1,0.09,2,0.17,0,0.0,7,0.6,6,0.52,34024
34,27,918,6,0.65,7,0.76,6,0.65,10,1.09,7,0.76,1,0.11,30,3.27,25,2.72,27,2.94,29,3.16,36,3.92,32,3.49,2,0.22,2,0.22,0,0.0,3,0.33,4,0.44,6,0.65,0,0.0,4,0.44,0,0.0,3,0.33,2,0.22,0,0.0,3,0.33,34027
34,28,646,5,0.77,4,0.62,2,0.31,2,0.31,2,0.31,2,0.31,20,3.1,25,3.87,20,3.1,21,3.25,24,3.72,22,3.41,3,0.46,1,0.15,2,0.31,1,0.15,1,0.15,4,0.62,1,0.15,1,0.15,0,0.0,1,0.15,0,0.0,2,0.31,4,0.62,34028
34,30,843,9,1.07,3,0.36,4,0.47,6,0.71,5,0.59,2,0.24,20,2.37,19,2.25,16,1.9,21,2.49,20,2.37,24,2.85,0,0.0,0,0.0,0,0.0,2,0.24,1,0.12,2,0.24,0,0.0,2,0.24,0,0.0,1,0.12,1,0.12,0,0.0,2,0.24,34030
34,36,1310,11,0.84,4,0.31,9,0.69,5,0.38,2,0.15,4,0.31,25,1.91,32,2.44,28,2.14,31,2.37,30,2.29,28,2.14,1,0.08,1,0.08,7,0.53,5,0.38,6,0.46,2,0.15,1,0.08,2,0.15,1,0.08,1,0.08,1,0.08,3,0.23,2,0.15,34036
34,37,680,3,0.44,5,0.74,4,0.59,4,0.59,3,0.44,0,0.0,19,2.79,20,2.94,20,2.94,27,3.97,25,3.68,27,3.97,2,0.29,2,0.29,2,0.29,1,0.15,3,0.44,4,0.59,2,0.29,1,0.15,1,0.15,2,0.29,0,0.0,1,0.15,1,0.15,34037
34,38,532,3,0.56,3,0.56,8,1.5,5,0.94,4,0.75,3,0.56,16,3.01,23,4.32,15,2.82,18,3.38,15,2.82,17,3.2,1,0.19,1,0.19,3,0.56,3,0.56,0,0.0,1,0.19,1,0.19,2,0.38,1,0.19,0,0.0,1,0.19,2,0.38,3,0.56,34038
34,39,757,10,1.32,6,0.79,7,0.92,6,0.79,4,0.53,5,0.66,19,2.51,26,3.43,16,2.11,18,2.38,17,2.25,14,1.85,2,0.26,1,0.13,2,0.26,4,0.53,3,0.4,6,0.79,2,0.26,1,0.13,1,0.13,2,0.26,0,0.0,1,0.13,4,0.53,34039
34,41,652,10,1.53,3,0.46,9,1.38,4,0.61,8,1.23,3,0.46,20,3.07,22,3.37,23,3.53,24,3.68,30,4.6,22,3.37,6,0.92,1,0.15,4,0.61,0,0.0,4,0.61,5,0.77,0,0.0,1,0.15,1,0.15,0,0.0,0,0.0,0,0.0,1,0.15,34041
34,53,784,12,1.53,1,0.13,8,1.02,9,1.15,4,0.51,4,0.51,16,2.04,18,2.3,14,1.79,26,3.32,20,2.55,17,2.17,3,0.38,4,0.51,2,0.26,4,0.51,1,0.13,6,0.77,3,0.38,1,0.13,0,0.0,0,0.0,3,0.38,1,0.13,3,0.38,34053
