ward,precinct,total,Kelly Marie McCarthy,Kelly Marie McCarthy Percent,Aileen Bhandari,Aileen Bhandari Percent,Elizabeth ''Beth'' Ryan,Elizabeth ''Beth'' Ryan Percent,"James T. Derico, Jr.","James T. Derico, Jr. Percent",precinct_id
21,3,238,65,27.31,33,13.87,71,29.83,69,28.99,21003
21,4,184,58,31.52,19,10.33,51,27.72,56,30.43,21004
21,5,264,67,25.38,41,15.53,63,23.86,93,35.23,21005
21,6,198,74,37.37,14,7.07,51,25.76,59,29.8,21006
21,7,226,73,32.3,22,9.73,46,20.35,85,37.61,21007
21,8,217,79,36.41,20,9.22,52,23.96,66,30.41,21008
21,9,253,82,32.41,26,10.28,56,22.13,89,35.18,21009
21,10,192,59,30.73,30,15.63,39,20.31,64,33.33,21010
21,11,213,78,36.62,22,10.33,39,18.31,74,34.74,21011
21,12,190,58,30.53,23,12.11,38,20.0,71,37.37,21012
21,13,199,82,41.21,19,9.55,39,19.6,59,29.65,21013
21,14,237,73,30.8,26,10.97,54,22.78,84,35.44,21014
21,15,193,79,40.93,21,10.88,44,22.8,49,25.39,21015
21,16,187,57,30.48,22,11.76,34,18.18,74,39.57,21016
21,17,168,46,27.38,23,13.69,31,18.45,68,40.48,21017
21,18,251,84,33.47,26,10.36,63,25.1,78,31.08,21018
21,19,223,76,34.08,26,11.66,49,21.97,72,32.29,21019
21,20,179,62,34.64,19,10.61,45,25.14,53,29.61,21020
21,21,171,51,29.82,23,13.45,45,26.32,52,30.41,21021
21,22,190,48,25.26,23,12.11,44,23.16,75,39.47,21022
21,23,182,52,28.57,22,12.09,42,23.08,66,36.26,21023
21,24,241,82,34.02,17,7.05,63,26.14,79,32.78,21024
21,25,192,51,26.56,18,9.38,46,23.96,77,40.1,21025
21,26,178,60,33.71,26,14.61,41,23.03,51,28.65,21026
21,27,213,68,31.92,29,13.62,49,23.0,67,31.46,21027
21,28,258,110,42.64,20,7.75,70,27.13,58,22.48,21028
21,29,257,76,29.57,17,6.61,67,26.07,97,37.74,21029
21,30,156,52,33.33,19,12.18,42,26.92,43,27.56,21030
21,31,178,43,24.16,24,13.48,35,19.66,76,42.7,21031
21,32,195,73,37.44,17,8.72,38,19.49,67,34.36,21032
21,33,196,65,33.16,6,3.06,51,26.02,74,37.76,21033
21,34,180,60,33.33,19,10.56,49,27.22,52,28.89,21034
21,35,265,88,33.21,30,11.32,56,21.13,91,34.34,21035
21,36,215,66,30.7,27,12.56,55,25.58,67,31.16,21036
21,37,151,56,37.09,16,10.6,32,21.19,47,31.13,21037
21,38,189,68,35.98,26,13.76,50,26.46,45,23.81,21038
21,39,170,74,43.53,18,10.59,35,20.59,43,25.29,21039
21,40,197,72,36.55,29,14.72,46,23.35,50,25.38,21040
21,41,220,77,35.0,26,11.82,43,19.55,74,33.64,21041
21,42,247,75,30.36,24,9.72,75,30.36,73,29.55,21042
21,43,175,53,30.29,23,13.14,31,17.71,68,38.86,21043
21,44,240,58,24.17,28,11.67,55,22.92,99,41.25,21044
21,45,186,68,36.56,25,13.44,37,19.89,56,30.11,21045
21,46,235,78,33.19,24,10.21,68,28.94,65,27.66,21046
21,47,178,64,35.96,15,8.43,45,25.28,54,30.34,21047
21,48,193,62,32.12,22,11.4,41,21.24,68,35.23,21048
21,49,244,77,31.56,16,6.56,48,19.67,103,42.21,21049
21,50,160,52,32.5,26,16.25,39,24.38,43,26.88,21050
21,51,221,71,32.13,26,11.76,59,26.7,65,29.41,21051
21,52,199,57,28.64,14,7.04,56,28.14,72,36.18,21052
21,53,184,46,25.0,21,11.41,36,19.57,81,44.02,21053
21,54,184,63,34.24,14,7.61,62,33.7,45,24.46,21054
22,1,112,53,47.32,11,9.82,22,19.64,26,23.21,22001
22,2,229,79,34.5,38,16.59,65,28.38,47,20.52,22002
22,3,263,66,25.1,46,17.49,86,32.7,65,24.71,22003
22,4,155,45,29.03,22,14.19,48,30.97,40,25.81,22004
22,5,161,50,31.06,23,14.29,51,31.68,37,22.98,22005
22,6,197,64,32.49,27,13.71,62,31.47,44,22.34,22006
22,7,145,36,24.83,35,24.14,40,27.59,34,23.45,22007
22,8,245,102,41.63,44,17.96,54,22.04,45,18.37,22008
22,9,138,29,21.01,29,21.01,52,37.68,28,20.29,22009
22,10,239,69,28.87,40,16.74,67,28.03,63,26.36,22010
22,11,172,50,29.07,29,16.86,59,34.3,34,19.77,22011
22,12,153,64,41.83,21,13.73,34,22.22,34,22.22,22012
22,13,187,62,33.16,29,15.51,60,32.09,36,19.25,22013
22,14,165,50,30.3,26,15.76,56,33.94,33,20.0,22014
22,15,150,36,24.0,27,18.0,58,38.67,29,19.33,22015
22,16,140,31,22.14,19,13.57,43,30.71,47,33.57,22016
22,17,202,56,27.72,34,16.83,60,29.7,52,25.74,22017
22,18,148,47,31.76,40,27.03,45,30.41,16,10.81,22018
22,19,84,33,39.29,6,7.14,26,30.95,19,22.62,22019
22,20,199,58,29.15,34,17.09,56,28.14,51,25.63,22020
22,21,187,72,38.5,14,7.49,46,24.6,55,29.41,22021
22,22,153,43,28.1,32,20.92,49,32.03,29,18.95,22022
22,23,247,100,40.49,31,12.55,46,18.62,70,28.34,22023
22,24,223,51,22.87,40,17.94,87,39.01,45,20.18,22024
22,25,191,53,27.75,36,18.85,76,39.79,26,13.61,22025
23,1,152,64,42.11,20,13.16,44,28.95,24,15.79,23001
23,2,157,70,44.59,18,11.46,42,26.75,27,17.2,23002
23,3,144,64,44.44,19,13.19,43,29.86,18,12.5,23003
23,4,200,78,39.0,37,18.5,60,30.0,25,12.5,23004
23,5,205,81,39.51,37,18.05,62,30.24,25,12.2,23005
23,6,86,34,39.53,7,8.14,26,30.23,19,22.09,23006
23,7,157,67,42.68,21,13.38,40,25.48,29,18.47,23007
23,8,205,66,32.2,51,24.88,56,27.32,32,15.61,23008
23,9,170,83,48.82,31,18.24,29,17.06,27,15.88,23009
23,10,203,83,40.89,29,14.29,59,29.06,32,15.76,23010
23,11,191,70,36.65,32,16.75,59,30.89,30,15.71,23011
23,12,180,61,33.89,27,15.0,59,32.78,33,18.33,23012
23,13,177,60,33.9,39,22.03,40,22.6,38,21.47,23013
23,14,169,71,42.01,24,14.2,46,27.22,28,16.57,23014
23,15,68,33,48.53,10,14.71,14,20.59,11,16.18,23015
23,16,168,71,42.26,22,13.1,48,28.57,27,16.07,23016
23,17,113,41,36.28,19,16.81,38,33.63,15,13.27,23017
23,18,136,57,41.91,19,13.97,34,25.0,26,19.12,23018
23,19,153,54,35.29,24,15.69,52,33.99,23,15.03,23019
23,20,102,40,39.22,17,16.67,31,30.39,14,13.73,23020
23,21,196,82,41.84,28,14.29,55,28.06,31,15.82,23021
23,22,164,58,35.37,26,15.85,49,29.88,31,18.9,23022
23,23,168,64,38.1,21,12.5,53,31.55,30,17.86,23023
23,24,125,33,26.4,24,19.2,39,31.2,29,23.2,23024
23,25,163,56,34.36,35,21.47,47,28.83,25,15.34,23025
23,26,165,59,35.76,35,21.21,46,27.88,25,15.15,23026
23,27,161,65,40.37,16,9.94,41,25.47,39,24.22,23027
23,28,171,73,42.69,27,15.79,38,22.22,33,19.3,23028
23,29,150,66,44.0,15,10.0,52,34.67,17,11.33,23029
23,30,228,89,39.04,31,13.6,68,29.82,40,17.54,23030
23,31,160,51,31.88,31,19.38,48,30.0,30,18.75,23031
23,32,163,67,41.1,25,15.34,47,28.83,24,14.72,23032
23,33,179,72,40.22,28,15.64,52,29.05,27,15.08,23033
23,34,197,75,38.07,38,19.29,48,24.37,36,18.27,23034
23,35,133,52,39.1,19,14.29,41,30.83,21,15.79,23035
23,36,144,59,40.97,16,11.11,39,27.08,30,20.83,23036
23,37,174,68,39.08,27,15.52,51,29.31,28,16.09,23037
23,38,148,66,44.59,19,12.84,38,25.68,25,16.89,23038
23,39,205,75,36.59,37,18.05,53,25.85,40,19.51,23039
24,1,157,60,38.22,13,8.28,37,23.57,47,29.94,24001
24,2,132,65,49.24,11,8.33,27,20.45,29,21.97,24002
24,3,160,59,36.88,21,13.13,51,31.88,29,18.13,24003
24,4,116,61,52.59,6,5.17,30,25.86,19,16.38,24004
24,5,78,33,42.31,10,12.82,14,17.95,21,26.92,24005
24,6,182,73,40.11,16,8.79,45,24.73,48,26.37,24006
24,7,99,37,37.37,21,21.21,27,27.27,14,14.14,24007
24,8,74,31,41.89,7,9.46,22,29.73,14,18.92,24008
24,9,143,66,46.15,12,8.39,37,25.87,28,19.58,24009
24,10,75,30,40.0,8,10.67,14,18.67,23,30.67,24010
24,11,158,58,36.71,17,10.76,44,27.85,39,24.68,24011
24,12,76,29,38.16,7,9.21,24,31.58,16,21.05,24012
24,13,72,25,34.72,7,9.72,20,27.78,20,27.78,24013
24,14,126,56,44.44,11,8.73,37,29.37,22,17.46,24014
24,15,63,33,52.38,2,3.17,17,26.98,11,17.46,24015
24,16,401,169,42.14,71,17.71,90,22.44,71,17.71,24016
24,17,113,48,42.48,11,9.73,26,23.01,28,24.78,24017
24,18,190,68,35.79,10,5.26,58,30.53,54,28.42,24018
24,19,205,89,43.41,21,10.24,50,24.39,45,21.95,24019
24,20,118,40,33.9,13,11.02,29,24.58,36,30.51,24020
24,21,85,29,34.12,8,9.41,26,30.59,22,25.88,24021
24,22,211,88,41.71,18,8.53,60,28.44,45,21.33,24022
24,23,113,52,46.02,10,8.85,27,23.89,24,21.24,24023
24,24,178,72,40.45,13,7.3,50,28.09,43,24.16,24024
24,25,115,48,41.74,14,12.17,32,27.83,21,18.26,24025
24,26,248,84,33.87,29,11.69,65,26.21,70,28.23,24026
24,27,167,63,37.72,27,16.17,36,21.56,41,24.55,24027
24,28,127,61,48.03,9,7.09,25,19.69,32,25.2,24028
24,29,125,46,36.8,14,11.2,31,24.8,34,27.2,24029
24,30,98,50,51.02,11,11.22,18,18.37,19,19.39,24030
24,31,173,52,30.06,20,11.56,35,20.23,66,38.15,24031
24,32,88,36,40.91,14,15.91,20,22.73,18,20.45,24032
24,33,112,46,41.07,14,12.5,27,24.11,25,22.32,24033
24,34,163,73,44.79,16,9.82,37,22.7,37,22.7,24034
24,35,143,61,42.66,17,11.89,29,20.28,36,25.17,24035
24,36,199,70,35.18,21,10.55,50,25.13,58,29.15,24036
24,37,89,33,37.08,10,11.24,23,25.84,23,25.84,24037
24,38,148,48,32.43,23,15.54,34,22.97,43,29.05,24038
24,39,148,59,39.86,31,20.95,32,21.62,26,17.57,24039
24,40,170,63,37.06,16,9.41,45,26.47,46,27.06,24040
24,41,125,54,43.2,10,8.0,27,21.6,34,27.2,24041
25,1,211,63,29.86,53,25.12,65,30.81,30,14.22,25001
25,2,300,79,26.33,117,39.0,56,18.67,48,16.0,25002
25,3,245,65,26.53,80,32.65,53,21.63,47,19.18,25003
25,4,158,46,29.11,38,24.05,31,19.62,43,27.22,25004
25,5,274,84,30.66,87,31.75,54,19.71,49,17.88,25005
25,6,72,20,27.78,27,37.5,11,15.28,14,19.44,25006
25,7,260,80,30.77,74,28.46,65,25.0,41,15.77,25007
25,8,293,79,26.96,97,33.11,74,25.26,43,14.68,25008
25,9,225,63,28.0,61,27.11,58,25.78,43,19.11,25009
25,10,215,49,22.79,64,29.77,55,25.58,47,21.86,25010
25,11,285,70,24.56,94,32.98,81,28.42,40,14.04,25011
25,12,247,51,20.65,93,37.65,65,26.32,38,15.38,25012
25,13,261,75,28.74,83,31.8,63,24.14,40,15.33,25013
25,14,134,36,26.87,51,38.06,25,18.66,22,16.42,25014
25,15,218,68,31.19,59,27.06,55,25.23,36,16.51,25015
25,16,256,66,25.78,77,30.08,57,22.27,56,21.88,25016
25,17,248,66,26.61,69,27.82,66,26.61,47,18.95,25017
25,18,116,40,34.48,29,25.0,24,20.69,23,19.83,25018
25,19,270,73,27.04,87,32.22,66,24.44,44,16.3,25019
25,20,115,55,47.83,13,11.3,28,24.35,19,16.52,25020
25,21,287,55,19.16,105,36.59,49,17.07,78,27.18,25021
25,22,232,54,23.28,79,34.05,60,25.86,39,16.81,25022
25,23,288,72,25.0,79,27.43,89,30.9,48,16.67,25023
25,24,270,69,25.56,92,34.07,53,19.63,56,20.74,25024
25,25,197,44,22.34,67,34.01,44,22.34,42,21.32,25025
25,26,263,68,25.86,82,31.18,63,23.95,50,19.01,25026
25,27,227,58,25.55,71,31.28,55,24.23,43,18.94,25027
25,28,275,67,24.36,93,33.82,53,19.27,62,22.55,25028
25,29,180,63,35.0,32,17.78,55,30.56,30,16.67,25029
25,30,255,70,27.45,79,30.98,61,23.92,45,17.65,25030
25,31,281,63,22.42,96,34.16,59,21.0,63,22.42,25031
25,32,187,64,34.22,34,18.18,59,31.55,30,16.04,25032
26,1,197,48,24.37,69,35.03,43,21.83,37,18.78,26001
26,2,161,49,30.43,52,32.3,42,26.09,18,11.18,26002
26,3,187,47,25.13,62,33.16,41,21.93,37,19.79,26003
26,4,109,47,43.12,20,18.35,29,26.61,13,11.93,26004
26,5,200,51,25.5,69,34.5,45,22.5,35,17.5,26005
26,6,165,48,29.09,48,29.09,36,21.82,33,20.0,26006
26,7,204,55,26.96,71,34.8,39,19.12,39,19.12,26007
26,8,99,37,37.37,23,23.23,26,26.26,13,13.13,26008
26,9,152,52,34.21,37,24.34,36,23.68,27,17.76,26009
26,10,156,37,23.72,57,36.54,35,22.44,27,17.31,26010
26,11,181,53,29.28,49,27.07,50,27.62,29,16.02,26011
26,12,197,55,27.92,68,34.52,40,20.3,34,17.26,26012
26,13,105,39,37.14,15,14.29,41,39.05,10,9.52,26013
26,14,143,43,30.07,39,27.27,29,20.28,32,22.38,26014
26,15,94,37,39.36,17,18.09,24,25.53,16,17.02,26015
26,16,69,21,30.43,18,26.09,19,27.54,11,15.94,26016
26,17,147,40,27.21,42,28.57,34,23.13,31,21.09,26017
26,18,74,17,22.97,14,18.92,21,28.38,22,29.73,26018
26,19,108,33,30.56,20,18.52,33,30.56,22,20.37,26019
26,20,162,45,27.78,48,29.63,36,22.22,33,20.37,26020
26,21,211,68,32.23,56,26.54,46,21.8,41,19.43,26021
26,22,87,20,22.99,30,34.48,28,32.18,9,10.34,26022
26,23,152,52,34.21,36,23.68,40,26.32,24,15.79,26023
26,24,99,26,26.26,28,28.28,32,32.32,13,13.13,26024
26,25,119,28,23.53,41,34.45,22,18.49,28,23.53,26025
26,26,105,28,26.67,32,30.48,21,20.0,24,22.86,26026
26,27,167,49,29.34,55,32.93,29,17.37,34,20.36,26027
26,28,226,60,26.55,71,31.42,46,20.35,49,21.68,26028
26,29,79,21,26.58,32,40.51,15,18.99,11,13.92,26029
26,30,139,37,26.62,50,35.97,25,17.99,27,19.42,26030
26,31,84,24,28.57,32,38.1,18,21.43,10,11.9,26031
26,32,182,63,34.62,43,23.63,47,25.82,29,15.93,26032
26,33,201,54,26.87,73,36.32,43,21.39,31,15.42,26033
26,34,150,32,21.33,59,39.33,28,18.67,31,20.67,26034
26,35,154,54,35.06,46,29.87,29,18.83,25,16.23,26035
26,36,155,55,35.48,47,30.32,20,12.9,33,21.29,26036
26,37,177,43,24.29,69,38.98,40,22.6,25,14.12,26037
26,38,75,33,44.0,9,12.0,23,30.67,10,13.33,26038
26,39,189,55,29.1,69,36.51,33,17.46,32,16.93,26039
26,40,136,42,30.88,34,25.0,39,28.68,21,15.44,26040
26,41,183,47,25.68,74,40.44,34,18.58,28,15.3,26041
26,42,122,31,25.41,45,36.89,30,24.59,16,13.11,26042
26,43,103,40,38.83,25,24.27,32,31.07,6,5.83,26043
26,44,61,18,29.51,18,29.51,16,26.23,9,14.75,26044
26,45,74,16,21.62,19,25.68,23,31.08,16,21.62,26045
26,46,118,40,33.9,39,33.05,17,14.41,22,18.64,26046
26,47,103,29,28.16,28,27.18,31,30.1,15,14.56,26047
26,48,181,48,26.52,70,38.67,35,19.34,28,15.47,26048
26,49,82,24,29.27,17,20.73,28,34.15,13,15.85,26049
27,1,267,72,26.97,82,30.71,44,16.48,69,25.84,27001
27,2,174,55,31.61,35,20.11,43,24.71,41,23.56,27002
27,3,104,33,31.73,17,16.35,21,20.19,33,31.73,27003
27,4,112,39,34.82,22,19.64,26,23.21,25,22.32,27004
27,5,162,58,35.8,17,10.49,41,25.31,46,28.4,27005
27,6,207,55,26.57,26,12.56,61,29.47,65,31.4,27006
27,7,262,65,24.81,87,33.21,50,19.08,60,22.9,27007
27,8,153,40,26.14,20,13.07,42,27.45,51,33.33,27008
27,9,92,29,31.52,28,30.43,19,20.65,16,17.39,27009
27,10,223,75,33.63,22,9.87,59,26.46,67,30.04,27010
27,11,152,41,26.97,44,28.95,39,25.66,28,18.42,27011
27,12,132,22,16.67,45,34.09,31,23.48,34,25.76,27012
27,13,316,78,24.68,55,17.41,62,19.62,121,38.29,27013
27,14,86,29,33.72,13,15.12,28,32.56,16,18.6,27014
27,15,111,41,36.94,15,13.51,25,22.52,30,27.03,27015
27,16,164,40,24.39,56,34.15,36,21.95,32,19.51,27016
27,17,198,64,32.32,44,22.22,45,22.73,45,22.73,27017
27,18,148,49,33.11,19,12.84,38,25.68,42,28.38,27018
27,19,102,38,37.25,17,16.67,21,20.59,26,25.49,27019
27,20,129,58,44.96,12,9.3,29,22.48,30,23.26,27020
27,21,176,46,26.14,40,22.73,51,28.98,39,22.16,27021
27,22,106,43,40.57,18,16.98,19,17.92,26,24.53,27022
27,23,158,54,34.18,20,12.66,42,26.58,42,26.58,27023
27,24,120,45,37.5,19,15.83,27,22.5,29,24.17,27024
27,25,199,55,27.64,43,21.61,44,22.11,57,28.64,27025
27,26,149,40,26.85,31,20.81,35,23.49,43,28.86,27026
27,27,230,63,27.39,45,19.57,53,23.04,69,30.0,27027
27,28,162,47,29.01,41,25.31,36,22.22,38,23.46,27028
27,29,125,38,30.4,24,19.2,21,16.8,42,33.6,27029
27,30,107,36,33.64,27,25.23,23,21.5,21,19.63,27030
27,31,157,61,38.85,22,14.01,32,20.38,42,26.75,27031
27,32,205,71,34.63,45,21.95,41,20.0,48,23.41,27032
27,33,209,67,32.06,48,22.97,38,18.18,56,26.79,27033
27,34,130,42,32.31,11,8.46,31,23.85,46,35.38,27034
27,35,227,66,29.07,78,34.36,48,21.15,35,15.42,27035
27,36,161,37,22.98,22,13.66,30,18.63,72,44.72,27036
27,37,186,61,32.8,41,22.04,47,25.27,37,19.89,27037
27,38,258,85,32.95,45,17.44,68,26.36,60,23.26,27038
27,39,172,51,29.65,36,20.93,29,16.86,56,32.56,27039
27,40,229,48,20.96,71,31.0,44,19.21,66,28.82,27040
27,41,197,70,35.53,14,7.11,56,28.43,57,28.93,27041
27,42,135,51,37.78,27,20.0,31,22.96,26,19.26,27042
27,43,135,53,39.26,26,19.26,29,21.48,27,20.0,27043
27,44,140,53,37.86,13,9.29,26,18.57,48,34.29,27044
27,45,347,77,22.19,120,34.58,66,19.02,84,24.21,27045
27,46,140,32,22.86,25,17.86,44,31.43,39,27.86,27046
27,47,150,56,37.33,21,14.0,30,20.0,43,28.67,27047
27,48,293,95,32.42,60,20.48,55,18.77,83,28.33,27048
27,49,156,55,35.26,26,16.67,28,17.95,47,30.13,27049
27,50,191,60,31.41,25,13.09,47,24.61,59,30.89,27050
28,1,105,36,34.29,10,9.52,26,24.76,33,31.43,28001
28,2,154,52,33.77,29,18.83,29,18.83,44,28.57,28002
28,3,131,45,34.35,20,15.27,25,19.08,41,31.3,28003
28,4,118,33,27.97,46,38.98,17,14.41,22,18.64,28004
28,5,139,42,30.22,21,15.11,33,23.74,43,30.94,28005
28,6,80,21,26.25,17,21.25,18,22.5,24,30.0,28006
28,7,152,57,37.5,15,9.87,30,19.74,50,32.89,28007
28,8,133,38,28.57,33,24.81,26,19.55,36,27.07,28008
28,9,148,59,39.86,10,6.76,34,22.97,45,30.41,28009
28,10,192,53,27.6,54,28.13,38,19.79,47,24.48,28010
28,11,355,111,31.27,112,31.55,61,17.18,71,20.0,28011
28,12,141,54,38.3,13,9.22,31,21.99,43,30.5,28012
28,13,196,72,36.73,22,11.22,49,25.0,53,27.04,28013
28,14,143,52,36.36,9,6.29,31,21.68,51,35.66,28014
28,15,35,11,31.43,5,14.29,8,22.86,11,31.43,28015
28,16,87,40,45.98,10,11.49,13,14.94,24,27.59,28016
28,17,129,45,34.88,11,8.53,27,20.93,46,35.66,28017
28,18,144,63,43.75,14,9.72,37,25.69,30,20.83,28018
28,19,141,44,31.21,37,26.24,22,15.6,38,26.95,28019
28,20,131,43,32.82,15,11.45,32,24.43,41,31.3,28020
28,21,144,50,34.72,24,16.67,24,16.67,46,31.94,28021
28,22,180,66,36.67,38,21.11,30,16.67,46,25.56,28022
28,23,205,53,25.85,26,12.68,46,22.44,80,39.02,28023
28,24,135,47,34.81,16,11.85,39,28.89,33,24.44,28024
28,25,237,63,26.58,31,13.08,43,18.14,100,42.19,28025
28,26,140,41,29.29,15,10.71,30,21.43,54,38.57,28026
28,27,173,40,23.12,51,29.48,35,20.23,47,27.17,28027
28,28,219,61,27.85,54,24.66,49,22.37,55,25.11,28028
28,29,73,24,32.88,9,12.33,16,21.92,24,32.88,28029
28,30,28,6,21.43,5,17.86,8,28.57,9,32.14,28030
28,31,214,70,32.71,25,11.68,45,21.03,74,34.58,28031
28,32,145,60,41.38,15,10.34,34,23.45,36,24.83,28032
28,33,176,60,34.09,17,9.66,40,22.73,59,33.52,28033
28,34,245,92,37.55,40,16.33,51,20.82,62,25.31,28034
28,35,154,58,37.66,15,9.74,37,24.03,44,28.57,28035
28,36,90,27,30.0,11,12.22,17,18.89,35,38.89,28036
28,37,192,60,31.25,21,10.94,32,16.67,79,41.15,28037
28,38,55,22,40.0,3,5.45,14,25.45,16,29.09,28038
28,39,103,33,32.04,7,6.8,20,19.42,43,41.75,28039
28,40,217,72,33.18,10,4.61,57,26.27,78,35.94,28040
28,41,113,41,36.28,20,17.7,22,19.47,30,26.55,28041
28,42,149,50,33.56,17,11.41,31,20.81,51,34.23,28042
28,43,174,55,31.61,22,12.64,41,23.56,56,32.18,28043
28,44,124,47,37.9,14,11.29,23,18.55,40,32.26,28044
28,45,157,22,14.01,63,40.13,37,23.57,35,22.29,28045
28,46,306,69,22.55,94,30.72,70,22.88,73,23.86,28046
29,1,273,70,25.64,54,19.78,78,28.57,71,26.01,29001
29,2,266,102,38.35,28,10.53,61,22.93,75,28.2,29002
29,3,220,95,43.18,13,5.91,65,29.55,47,21.36,29003
29,4,260,92,35.38,22,8.46,80,30.77,66,25.38,29004
29,5,133,55,41.35,14,10.53,38,28.57,26,19.55,29005
29,6,135,46,34.07,18,13.33,30,22.22,41,30.37,29006
29,7,217,75,34.56,25,11.52,40,18.43,77,35.48,29007
29,8,162,56,34.57,20,12.35,48,29.63,38,23.46,29008
29,9,232,65,28.02,42,18.1,62,26.72,63,27.16,29009
29,10,285,68,23.86,46,16.14,91,31.93,80,28.07,29010
29,11,116,54,46.55,16,13.79,19,16.38,27,23.28,29011
29,12,274,92,33.58,29,10.58,65,23.72,88,32.12,29012
29,13,204,83,40.69,16,7.84,64,31.37,41,20.1,29013
29,14,202,81,40.1,12,5.94,53,26.24,56,27.72,29014
29,15,252,74,29.37,30,11.9,64,25.4,84,33.33,29015
29,16,193,60,31.09,13,6.74,50,25.91,70,36.27,29016
29,17,212,51,24.06,21,9.91,46,21.7,94,44.34,29017
29,18,193,79,40.93,25,12.95,44,22.8,45,23.32,29018
29,19,218,74,33.94,27,12.39,60,27.52,57,26.15,29019
29,20,208,75,36.06,22,10.58,36,17.31,75,36.06,29020
29,21,234,103,44.02,21,8.97,66,28.21,44,18.8,29021
29,22,183,66,36.07,25,13.66,50,27.32,42,22.95,29022
29,23,232,64,27.59,40,17.24,64,27.59,64,27.59,29023
29,24,187,74,39.57,24,12.83,47,25.13,42,22.46,29024
29,25,265,89,33.58,27,10.19,78,29.43,71,26.79,29025
29,26,183,49,26.78,35,19.13,40,21.86,59,32.24,29026
29,27,182,78,42.86,10,5.49,50,27.47,44,24.18,29027
29,28,261,85,32.57,32,12.26,69,26.44,75,28.74,29028
29,29,174,59,33.91,25,14.37,55,31.61,35,20.11,29029
29,30,218,63,28.9,50,22.94,46,21.1,59,27.06,29030
29,31,125,38,30.4,21,16.8,32,25.6,34,27.2,29031
29,32,150,57,38.0,33,22.0,26,17.33,34,22.67,29032
29,33,143,43,30.07,25,17.48,45,31.47,30,20.98,29033
29,34,159,68,42.77,23,14.47,38,23.9,30,18.87,29034
29,35,143,61,42.66,12,8.39,37,25.87,33,23.08,29035
29,36,201,58,28.86,20,9.95,56,27.86,67,33.33,29036
29,37,217,80,36.87,20,9.22,72,33.18,45,20.74,29037
29,38,206,64,31.07,51,24.76,47,22.82,44,21.36,29038
29,39,140,40,28.57,27,19.29,34,24.29,39,27.86,29039
29,40,273,80,29.3,28,10.26,106,38.83,59,21.61,29040
29,41,173,55,31.79,12,6.94,55,31.79,51,29.48,29041
29,42,235,103,43.83,23,9.79,58,24.68,51,21.7,29042
29,43,281,91,32.38,36,12.81,68,24.2,86,30.6,29043
29,44,253,90,35.57,22,8.7,63,24.9,78,30.83,29044
30,1,238,71,29.83,64,26.89,67,28.15,36,15.13,30001
30,2,188,67,35.64,49,26.06,52,27.66,20,10.64,30002
30,3,191,53,27.75,47,24.61,47,24.61,44,23.04,30003
30,4,183,54,29.51,42,22.95,54,29.51,33,18.03,30004
30,5,148,44,29.73,35,23.65,47,31.76,22,14.86,30005
30,6,196,65,33.16,32,16.33,74,37.76,25,12.76,30006
30,7,235,69,29.36,67,28.51,60,25.53,39,16.6,30007
30,8,281,63,22.42,104,37.01,76,27.05,38,13.52,30008
30,9,159,51,32.08,30,18.87,49,30.82,29,18.24,30009
30,10,208,55,26.44,37,17.79,86,41.35,30,14.42,30010
30,11,188,61,32.45,32,17.02,60,31.91,35,18.62,30011
30,12,163,57,34.97,36,22.09,47,28.83,23,14.11,30012
30,13,179,54,30.17,42,23.46,58,32.4,25,13.97,30013
30,14,149,49,32.89,26,17.45,63,42.28,11,7.38,30014
30,15,255,60,23.53,85,33.33,67,26.27,43,16.86,30015
30,16,97,29,29.9,10,10.31,39,40.21,19,19.59,30016
30,17,169,51,30.18,48,28.4,44,26.04,26,15.38,30017
30,18,277,72,25.99,80,28.88,73,26.35,52,18.77,30018
30,19,208,66,31.73,47,22.6,72,34.62,23,11.06,30019
30,20,215,57,26.51,52,24.19,74,34.42,32,14.88,30020
30,21,142,52,36.62,21,14.79,46,32.39,23,16.2,30021
30,22,296,71,23.99,91,30.74,76,25.68,58,19.59,30022
30,23,238,65,27.31,89,37.39,58,24.37,26,10.92,30023
30,24,319,68,21.32,126,39.5,77,24.14,48,15.05,30024
30,25,291,78,26.8,112,38.49,57,19.59,44,15.12,30025
30,26,121,30,24.79,22,18.18,46,38.02,23,19.01,30026
30,27,140,43,30.71,34,24.29,42,30.0,21,15.0,30027
30,28,241,68,28.22,67,27.8,59,24.48,47,19.5,30028
30,29,110,28,25.45,27,24.55,35,31.82,20,18.18,30029
30,30,85,30,35.29,17,20.0,25,29.41,13,15.29,30030
30,31,118,29,24.58,27,22.88,44,37.29,18,15.25,30031
30,32,189,38,20.11,72,38.1,51,26.98,28,14.81,30032
31,1,109,36,33.03,24,22.02,31,28.44,18,16.51,31001
31,2,99,29,29.29,19,19.19,26,26.26,25,25.25,31002
31,3,131,51,38.93,25,19.08,36,27.48,19,14.5,31003
31,4,150,36,24.0,40,26.67,30,20.0,44,29.33,31004
31,5,154,47,30.52,42,27.27,31,20.13,34,22.08,31005
31,6,82,18,21.95,24,29.27,27,32.93,13,15.85,31006
31,7,250,67,26.8,88,35.2,47,18.8,48,19.2,31007
31,8,115,40,34.78,22,19.13,36,31.3,17,14.78,31008
31,9,128,38,29.69,31,24.22,37,28.91,22,17.19,31009
31,10,168,52,30.95,46,27.38,39,23.21,31,18.45,31010
