ward,precinct,total,Sheree Desiree Henry,Sheree Desiree Henry Percent,Dan Walsh,Dan Walsh Percent,Amanda ''Mandy'' Pillsbury,Amanda ''Mandy'' Pillsbury Percent,Keely Patricia Hillison,Keely Patricia Hillison Percent,precinct_id
21,3,246,176,71.54,22,8.94,19,7.72,29,11.79,21003
21,4,182,126,69.23,21,11.54,23,12.64,12,6.59,21004
21,5,270,187,69.26,33,12.22,23,8.52,27,10.0,21005
21,6,199,124,62.31,20,10.05,24,12.06,31,15.58,21006
21,7,227,160,70.48,22,9.69,17,7.49,28,12.33,21007
21,8,223,155,69.51,31,13.9,21,9.42,16,7.17,21008
21,9,260,180,69.23,29,11.15,22,8.46,29,11.15,21009
21,10,195,131,67.18,29,14.87,18,9.23,17,8.72,21010
21,11,219,141,64.38,36,16.44,26,11.87,16,7.31,21011
21,12,192,132,68.75,22,11.46,13,6.77,25,13.02,21012
21,13,195,125,64.1,29,14.87,19,9.74,22,11.28,21013
21,14,249,182,73.09,27,10.84,18,7.23,22,8.84,21014
21,15,195,129,66.15,24,12.31,18,9.23,24,12.31,21015
21,16,192,134,69.79,26,13.54,11,5.73,21,10.94,21016
21,17,173,111,64.16,22,12.72,17,9.83,23,13.29,21017
21,18,245,156,63.67,36,14.69,30,12.24,23,9.39,21018
21,19,224,147,65.63,31,13.84,26,11.61,20,8.93,21019
21,20,178,128,71.91,16,8.99,18,10.11,16,8.99,21020
21,21,172,106,61.63,36,20.93,11,6.4,19,11.05,21021
21,22,188,129,68.62,22,11.7,15,7.98,22,11.7,21022
21,23,189,132,69.84,29,15.34,16,8.47,12,6.35,21023
21,24,242,175,72.31,27,11.16,22,9.09,18,7.44,21024
21,25,194,152,78.35,12,6.19,18,9.28,12,6.19,21025
21,26,177,109,61.58,29,16.38,20,11.3,19,10.73,21026
21,27,215,145,67.44,31,14.42,19,8.84,20,9.3,21027
21,28,254,167,65.75,31,12.2,34,13.39,22,8.66,21028
21,29,262,191,72.9,34,12.98,22,8.4,15,5.73,21029
21,30,156,98,62.82,19,12.18,23,14.74,16,10.26,21030
21,31,179,140,78.21,19,10.61,9,5.03,11,6.15,21031
21,32,196,128,65.31,23,11.73,27,13.78,18,9.18,21032
21,33,198,129,65.15,28,14.14,20,10.1,21,10.61,21033
21,34,181,108,59.67,28,15.47,21,11.6,24,13.26,21034
21,35,269,174,64.68,41,15.24,22,8.18,32,11.9,21035
21,36,219,141,64.38,36,16.44,22,10.05,20,9.13,21036
21,37,144,97,67.36,14,9.72,16,11.11,17,11.81,21037
21,38,190,114,60.0,28,14.74,24,12.63,24,12.63,21038
21,39,173,103,59.54,29,16.76,19,10.98,22,12.72,21039
21,40,202,132,65.35,25,12.38,21,10.4,24,11.88,21040
21,41,224,153,68.3,27,12.05,28,12.5,16,7.14,21041
21,42,251,176,70.12,28,11.16,25,9.96,22,8.76,21042
21,43,179,129,72.07,19,10.61,9,5.03,22,12.29,21043
21,44,250,187,74.8,22,8.8,20,8.0,21,8.4,21044
21,45,184,128,69.57,23,12.5,15,8.15,18,9.78,21045
21,46,238,155,65.13,32,13.45,27,11.34,24,10.08,21046
21,47,181,124,68.51,27,14.92,15,8.29,15,8.29,21047
21,48,198,139,70.2,27,13.64,19,9.6,13,6.57,21048
21,49,252,185,73.41,34,13.49,11,4.37,22,8.73,21049
21,50,163,105,64.42,22,13.5,19,11.66,17,10.43,21050
21,51,226,161,71.24,19,8.41,18,7.96,28,12.39,21051
21,52,198,134,67.68,16,8.08,29,14.65,19,9.6,21052
21,53,186,142,76.34,18,9.68,15,8.06,11,5.91,21053
21,54,179,120,67.04,25,13.97,17,9.5,17,9.5,21054
22,1,111,58,52.25,26,23.42,12,10.81,15,13.51,22001
22,2,221,64,28.96,69,31.22,67,30.32,21,9.5,22002
22,3,254,102,40.16,45,17.72,73,28.74,34,13.39,22003
22,4,152,52,34.21,23,15.13,55,36.18,22,14.47,22004
22,5,157,61,38.85,18,11.46,58,36.94,20,12.74,22005
22,6,185,54,29.19,45,24.32,59,31.89,27,14.59,22006
22,7,130,47,36.15,21,16.15,50,38.46,12,9.23,22007
22,8,242,107,44.21,53,21.9,55,22.73,27,11.16,22008
22,9,119,42,35.29,17,14.29,36,30.25,24,20.17,22009
22,10,235,81,34.47,40,17.02,76,32.34,38,16.17,22010
22,11,163,51,31.29,31,19.02,52,31.9,29,17.79,22011
22,12,151,47,31.13,51,33.77,42,27.81,11,7.28,22012
22,13,181,49,27.07,53,29.28,50,27.62,29,16.02,22013
22,14,159,62,38.99,31,19.5,44,27.67,22,13.84,22014
22,15,144,43,29.86,18,12.5,54,37.5,29,20.14,22015
22,16,136,40,29.41,31,22.79,50,36.76,15,11.03,22016
22,17,188,69,36.7,39,20.74,57,30.32,23,12.23,22017
22,18,144,45,31.25,21,14.58,50,34.72,28,19.44,22018
22,19,81,51,62.96,13,16.05,12,14.81,5,6.17,22019
22,20,197,69,35.03,43,21.83,59,29.95,26,13.2,22020
22,21,188,116,61.7,25,13.3,26,13.83,21,11.17,22021
22,22,140,52,37.14,25,17.86,49,35.0,14,10.0,22022
22,23,243,153,62.96,37,15.23,28,11.52,25,10.29,22023
22,24,213,71,33.33,41,19.25,78,36.62,23,10.8,22024
22,25,179,52,29.05,29,16.2,73,40.78,25,13.97,22025
23,1,150,37,24.67,61,40.67,32,21.33,20,13.33,23001
23,2,154,39,25.32,64,41.56,36,23.38,15,9.74,23002
23,3,142,31,21.83,64,45.07,26,18.31,21,14.79,23003
23,4,194,49,25.26,82,42.27,41,21.13,22,11.34,23004
23,5,202,54,26.73,44,21.78,69,34.16,35,17.33,23005
23,6,83,24,28.92,22,26.51,25,30.12,12,14.46,23006
23,7,157,36,22.93,30,19.11,60,38.22,31,19.75,23007
23,8,198,60,30.3,52,26.26,57,28.79,29,14.65,23008
23,9,163,51,31.29,44,26.99,48,29.45,20,12.27,23009
23,10,198,58,29.29,49,24.75,65,32.83,26,13.13,23010
23,11,185,58,31.35,37,20.0,58,31.35,32,17.3,23011
23,12,170,44,25.88,63,37.06,42,24.71,21,12.35,23012
23,13,164,49,29.88,30,18.29,61,37.2,24,14.63,23013
23,14,164,36,21.95,69,42.07,41,25.0,18,10.98,23014
23,15,64,18,28.13,23,35.94,15,23.44,8,12.5,23015
23,16,158,35,22.15,70,44.3,38,24.05,15,9.49,23016
23,17,110,23,20.91,21,19.09,44,40.0,22,20.0,23017
23,18,136,24,17.65,58,42.65,33,24.26,21,15.44,23018
23,19,149,47,31.54,28,18.79,54,36.24,20,13.42,23019
23,20,101,28,27.72,28,27.72,35,34.65,10,9.9,23020
23,21,194,41,21.13,79,40.72,56,28.87,18,9.28,23021
23,22,157,36,22.93,58,36.94,41,26.11,22,14.01,23022
23,23,163,35,21.47,69,42.33,41,25.15,18,11.04,23023
23,24,120,36,30.0,26,21.67,34,28.33,24,20.0,23024
23,25,160,47,29.38,44,27.5,50,31.25,19,11.88,23025
23,26,161,47,29.19,44,27.33,46,28.57,24,14.91,23026
23,27,158,37,23.42,69,43.67,35,22.15,17,10.76,23027
23,28,168,45,26.79,53,31.55,44,26.19,26,15.48,23028
23,29,145,29,20.0,52,35.86,38,26.21,26,17.93,23029
23,30,218,60,27.52,63,28.9,57,26.15,38,17.43,23030
23,31,151,48,31.79,40,26.49,46,30.46,17,11.26,23031
23,32,161,51,31.68,37,22.98,48,29.81,25,15.53,23032
23,33,178,45,25.28,37,20.79,59,33.15,37,20.79,23033
23,34,192,43,22.4,50,26.04,62,32.29,37,19.27,23034
23,35,128,29,22.66,49,38.28,28,21.88,22,17.19,23035
23,36,142,30,21.13,58,40.85,42,29.58,12,8.45,23036
23,37,170,39,22.94,65,38.24,51,30.0,15,8.82,23037
23,38,142,32,22.54,50,35.21,45,31.69,15,10.56,23038
23,39,201,77,38.31,39,19.4,51,25.37,34,16.92,23039
24,1,158,102,64.56,22,13.92,13,8.23,21,13.29,24001
24,2,132,79,59.85,20,15.15,9,6.82,24,18.18,24002
24,3,158,98,62.03,24,15.19,13,8.23,23,14.56,24003
24,4,121,66,54.55,25,20.66,13,10.74,17,14.05,24004
24,5,82,44,53.66,17,20.73,11,13.41,10,12.2,24005
24,6,189,113,59.79,31,16.4,25,13.23,20,10.58,24006
24,7,100,55,55.0,13,13.0,20,20.0,12,12.0,24007
24,8,72,43,59.72,13,18.06,10,13.89,6,8.33,24008
24,9,140,76,54.29,18,12.86,19,13.57,27,19.29,24009
24,10,76,40,52.63,11,14.47,15,19.74,10,13.16,24010
24,11,159,99,62.26,22,13.84,16,10.06,22,13.84,24011
24,12,75,38,50.67,19,25.33,9,12.0,9,12.0,24012
24,13,73,42,57.53,17,23.29,9,12.33,5,6.85,24013
24,14,129,67,51.94,25,19.38,20,15.5,17,13.18,24014
24,15,58,38,65.52,8,13.79,10,17.24,2,3.45,24015
24,16,377,163,43.24,64,16.98,89,23.61,61,16.18,24016
24,17,116,75,64.66,19,16.38,6,5.17,16,13.79,24017
24,18,188,117,62.23,27,14.36,21,11.17,23,12.23,24018
24,19,195,127,65.13,26,13.33,17,8.72,25,12.82,24019
24,20,124,69,55.65,17,13.71,16,12.9,22,17.74,24020
24,21,85,44,51.76,13,15.29,15,17.65,13,15.29,24021
24,22,216,123,56.94,34,15.74,29,13.43,30,13.89,24022
24,23,114,59,51.75,25,21.93,13,11.4,17,14.91,24023
24,24,181,124,68.51,22,12.15,19,10.5,16,8.84,24024
24,25,112,67,59.82,14,12.5,15,13.39,16,14.29,24025
24,26,247,163,65.99,37,14.98,22,8.91,25,10.12,24026
24,27,175,107,61.14,25,14.29,18,10.29,25,14.29,24027
24,28,125,75,60.0,16,12.8,17,13.6,17,13.6,24028
24,29,124,78,62.9,18,14.52,12,9.68,16,12.9,24029
24,30,102,73,71.57,13,12.75,8,7.84,8,7.84,24030
24,31,172,108,62.79,25,14.53,21,12.21,18,10.47,24031
24,32,90,56,62.22,13,14.44,12,13.33,9,10.0,24032
24,33,110,75,68.18,11,10.0,12,10.91,12,10.91,24033
24,34,159,100,62.89,21,13.21,21,13.21,17,10.69,24034
24,35,143,85,59.44,18,12.59,17,11.89,23,16.08,24035
24,36,205,145,70.73,23,11.22,19,9.27,18,8.78,24036
24,37,90,64,71.11,9,10.0,8,8.89,9,10.0,24037
24,38,152,98,64.47,14,9.21,23,15.13,17,11.18,24038
24,39,146,78,53.42,18,12.33,25,17.12,25,17.12,24039
24,40,173,106,61.27,30,17.34,15,8.67,22,12.72,24040
24,41,126,78,61.9,14,11.11,12,9.52,22,17.46,24041
25,1,197,77,39.09,40,20.3,53,26.9,27,13.71,25001
25,2,277,144,51.99,25,9.03,68,24.55,40,14.44,25002
25,3,237,136,57.38,31,13.08,47,19.83,23,9.7,25003
25,4,162,93,57.41,33,20.37,19,11.73,17,10.49,25004
25,5,253,113,44.66,57,22.53,63,24.9,20,7.91,25005
25,6,65,26,40.0,13,20.0,20,30.77,6,9.23,25006
25,7,246,137,55.69,34,13.82,51,20.73,24,9.76,25007
25,8,286,116,40.56,55,19.23,82,28.67,33,11.54,25008
25,9,208,97,46.63,29,13.94,56,26.92,26,12.5,25009
25,10,211,136,64.45,25,11.85,35,16.59,15,7.11,25010
25,11,274,122,44.53,36,13.14,85,31.02,31,11.31,25011
25,12,233,109,46.78,33,14.16,61,26.18,30,12.88,25012
25,13,246,105,42.68,39,15.85,68,27.64,34,13.82,25013
25,14,131,65,49.62,27,20.61,21,16.03,18,13.74,25014
25,15,207,86,41.55,42,20.29,57,27.54,22,10.63,25015
25,16,252,131,51.98,32,12.7,63,25.0,26,10.32,25016
25,17,229,106,46.29,34,14.85,62,27.07,27,11.79,25017
25,18,115,59,51.3,24,20.87,24,20.87,8,6.96,25018
25,19,251,119,47.41,32,12.75,67,26.69,33,13.15,25019
25,20,113,51,45.13,22,19.47,26,23.01,14,12.39,25020
25,21,276,180,65.22,26,9.42,54,19.57,16,5.8,25021
25,22,226,105,46.46,40,17.7,55,24.34,26,11.5,25022
25,23,281,119,42.35,44,15.66,78,27.76,40,14.23,25023
25,24,257,139,54.09,39,15.18,53,20.62,26,10.12,25024
25,25,192,105,54.69,40,20.83,29,15.1,18,9.38,25025
25,26,245,103,42.04,42,17.14,71,28.98,29,11.84,25026
25,27,221,119,53.85,37,16.74,45,20.36,20,9.05,25027
25,28,277,133,48.01,46,16.61,70,25.27,28,10.11,25028
25,29,179,95,53.07,30,16.76,35,19.55,19,10.61,25029
25,30,238,99,41.6,41,17.23,65,27.31,33,13.87,25030
25,31,275,166,60.36,38,13.82,45,16.36,26,9.45,25031
25,32,179,53,29.61,44,24.58,54,30.17,28,15.64,25032
26,1,188,109,57.98,16,8.51,40,21.28,23,12.23,26001
26,2,144,69,47.92,29,20.14,35,24.31,11,7.64,26002
26,3,193,117,60.62,13,6.74,47,24.35,16,8.29,26003
26,4,113,48,42.48,19,16.81,34,30.09,12,10.62,26004
26,5,189,113,59.79,20,10.58,31,16.4,25,13.23,26005
26,6,167,90,53.89,17,10.18,47,28.14,13,7.78,26006
26,7,193,115,59.59,19,9.84,35,18.13,24,12.44,26007
26,8,95,46,48.42,16,16.84,22,23.16,11,11.58,26008
26,9,147,67,45.58,17,11.56,45,30.61,18,12.24,26009
26,10,152,83,54.61,16,10.53,32,21.05,21,13.82,26010
26,11,171,68,39.77,26,15.2,54,31.58,23,13.45,26011
26,12,192,89,46.35,24,12.5,55,28.65,24,12.5,26012
26,13,93,30,32.26,21,22.58,29,31.18,13,13.98,26013
26,14,136,67,49.26,15,11.03,36,26.47,18,13.24,26014
26,15,90,41,45.56,12,13.33,23,25.56,14,15.56,26015
26,16,70,27,38.57,13,18.57,19,27.14,11,15.71,26016
26,17,141,68,48.23,27,19.15,27,19.15,19,13.48,26017
26,18,75,35,46.67,9,12.0,19,25.33,12,16.0,26018
26,19,109,53,48.62,15,13.76,24,22.02,17,15.6,26019
26,20,162,85,52.47,21,12.96,29,17.9,27,16.67,26020
26,21,202,114,56.44,26,12.87,45,22.28,17,8.42,26021
26,22,86,40,46.51,16,18.6,19,22.09,11,12.79,26022
26,23,136,64,47.06,20,14.71,36,26.47,16,11.76,26023
26,24,99,51,51.52,7,7.07,28,28.28,13,13.13,26024
26,25,124,70,56.45,15,12.1,23,18.55,16,12.9,26025
26,26,105,74,70.48,10,9.52,15,14.29,6,5.71,26026
26,27,161,91,56.52,17,10.56,34,21.12,19,11.8,26027
26,28,225,142,63.11,23,10.22,37,16.44,23,10.22,26028
26,29,76,44,57.89,9,11.84,14,18.42,9,11.84,26029
26,30,129,72,55.81,16,12.4,18,13.95,23,17.83,26030
26,31,78,35,44.87,11,14.1,23,29.49,9,11.54,26031
26,32,186,97,52.15,27,14.52,41,22.04,21,11.29,26032
26,33,199,123,61.81,25,12.56,32,16.08,19,9.55,26033
26,34,154,95,61.69,14,9.09,26,16.88,19,12.34,26034
26,35,147,77,52.38,26,17.69,31,21.09,13,8.84,26035
26,36,155,90,58.06,24,15.48,25,16.13,16,10.32,26036
26,37,166,86,51.81,17,10.24,47,28.31,16,9.64,26037
26,38,67,27,40.3,12,17.91,19,28.36,9,13.43,26038
26,39,183,112,61.2,19,10.38,31,16.94,21,11.48,26039
26,40,137,71,51.82,23,16.79,30,21.9,13,9.49,26040
26,41,184,101,54.89,26,14.13,37,20.11,20,10.87,26041
26,42,123,69,56.1,15,12.2,27,21.95,12,9.76,26042
26,43,92,32,34.78,11,11.96,31,33.7,18,19.57,26043
26,44,61,28,45.9,9,14.75,16,26.23,8,13.11,26044
26,45,75,31,41.33,17,22.67,18,24.0,9,12.0,26045
26,46,117,66,56.41,18,15.38,21,17.95,12,10.26,26046
26,47,98,43,43.88,17,17.35,22,22.45,16,16.33,26047
26,48,175,97,55.43,16,9.14,34,19.43,28,16.0,26048
26,49,79,26,32.91,10,12.66,32,40.51,11,13.92,26049
27,1,265,160,60.38,26,9.81,51,19.25,28,10.57,27001
27,2,170,96,56.47,28,16.47,30,17.65,16,9.41,27002
27,3,104,70,67.31,15,14.42,8,7.69,11,10.58,27003
27,4,111,70,63.06,19,17.12,19,17.12,3,2.7,27004
27,5,162,87,53.7,35,21.6,28,17.28,12,7.41,27005
27,6,205,124,60.49,39,19.02,27,13.17,15,7.32,27006
27,7,258,164,63.57,33,12.79,39,15.12,22,8.53,27007
27,8,152,90,59.21,26,17.11,14,9.21,22,14.47,27008
27,9,88,47,53.41,16,18.18,20,22.73,5,5.68,27009
27,10,223,118,52.91,43,19.28,37,16.59,25,11.21,27010
27,11,150,75,50.0,24,16.0,34,22.67,17,11.33,27011
27,12,133,76,57.14,20,15.04,18,13.53,19,14.29,27012
27,13,313,219,69.97,28,8.95,35,11.18,31,9.9,27013
27,14,87,50,57.47,16,18.39,15,17.24,6,6.9,27014
27,15,108,68,62.96,20,18.52,12,11.11,8,7.41,27015
27,16,160,102,63.75,14,8.75,23,14.38,21,13.13,27016
27,17,196,114,58.16,23,11.73,35,17.86,24,12.24,27017
27,18,149,88,59.06,23,15.44,23,15.44,15,10.07,27018
27,19,99,56,56.57,16,16.16,23,23.23,4,4.04,27019
27,20,126,75,59.52,18,14.29,22,17.46,11,8.73,27020
27,21,173,91,52.6,24,13.87,38,21.97,20,11.56,27021
27,22,104,62,59.62,14,13.46,14,13.46,14,13.46,27022
27,23,157,96,61.15,26,16.56,22,14.01,13,8.28,27023
27,24,115,63,54.78,12,10.43,25,21.74,15,13.04,27024
27,25,198,136,68.69,26,13.13,22,11.11,14,7.07,27025
27,26,149,99,66.44,16,10.74,10,6.71,24,16.11,27026
27,27,225,138,61.33,30,13.33,34,15.11,23,10.22,27027
27,28,164,94,57.32,21,12.8,26,15.85,23,14.02,27028
27,29,127,71,55.91,17,13.39,27,21.26,12,9.45,27029
27,30,106,69,65.09,12,11.32,14,13.21,11,10.38,27030
27,31,161,108,67.08,23,14.29,15,9.32,15,9.32,27031
27,32,202,136,67.33,26,12.87,21,10.4,19,9.41,27032
27,33,208,120,57.69,31,14.9,27,12.98,30,14.42,27033
27,34,126,77,61.11,23,18.25,15,11.9,11,8.73,27034
27,35,223,144,64.57,26,11.66,36,16.14,17,7.62,27035
27,36,160,104,65.0,20,12.5,22,13.75,14,8.75,27036
27,37,175,94,53.71,28,16.0,32,18.29,21,12.0,27037
27,38,263,150,57.03,35,13.31,39,14.83,39,14.83,27038
27,39,170,108,63.53,19,11.18,25,14.71,18,10.59,27039
27,40,221,131,59.28,28,12.67,40,18.1,22,9.95,27040
27,41,203,127,62.56,26,12.81,27,13.3,23,11.33,27041
27,42,134,80,59.7,21,15.67,22,16.42,11,8.21,27042
27,43,138,79,57.25,22,15.94,23,16.67,14,10.14,27043
27,44,140,93,66.43,16,11.43,21,15.0,10,7.14,27044
27,45,343,203,59.18,56,16.33,63,18.37,21,6.12,27045
27,46,136,67,49.26,22,16.18,27,19.85,20,14.71,27046
27,47,152,88,57.89,34,22.37,19,12.5,11,7.24,27047
27,48,288,183,63.54,30,10.42,48,16.67,27,9.38,27048
27,49,155,107,69.03,15,9.68,14,9.03,19,12.26,27049
27,50,192,123,64.06,22,11.46,25,13.02,22,11.46,27050
28,1,102,63,61.76,21,20.59,13,12.75,5,4.9,28001
28,2,152,92,60.53,27,17.76,22,14.47,11,7.24,28002
28,3,135,84,62.22,17,12.59,14,10.37,20,14.81,28003
28,4,113,65,57.52,17,15.04,19,16.81,12,10.62,28004
28,5,137,82,59.85,25,18.25,18,13.14,12,8.76,28005
28,6,75,51,68.0,9,12.0,11,14.67,4,5.33,28006
28,7,148,106,71.62,15,10.14,9,6.08,18,12.16,28007
28,8,128,75,58.59,18,14.06,22,17.19,13,10.16,28008
28,9,144,83,57.64,24,16.67,15,10.42,22,15.28,28009
28,10,191,117,61.26,24,12.57,30,15.71,20,10.47,28010
28,11,357,213,59.66,44,12.32,53,14.85,47,13.17,28011
28,12,140,93,66.43,22,15.71,11,7.86,14,10.0,28012
28,13,188,107,56.91,30,15.96,29,15.43,22,11.7,28013
28,14,145,90,62.07,18,12.41,27,18.62,10,6.9,28014
28,15,36,14,38.89,5,13.89,8,22.22,9,25.0,28015
28,16,84,55,65.48,8,9.52,10,11.9,11,13.1,28016
28,17,133,92,69.17,15,11.28,18,13.53,8,6.02,28017
28,18,141,87,61.7,29,20.57,10,7.09,15,10.64,28018
28,19,139,73,52.52,24,17.27,29,20.86,13,9.35,28019
28,20,136,90,66.18,18,13.24,13,9.56,15,11.03,28020
28,21,146,90,61.64,28,19.18,12,8.22,16,10.96,28021
28,22,172,118,68.6,26,15.12,14,8.14,14,8.14,28022
28,23,209,147,70.33,28,13.4,12,5.74,22,10.53,28023
28,24,138,74,53.62,28,20.29,19,13.77,17,12.32,28024
28,25,246,179,72.76,28,11.38,16,6.5,23,9.35,28025
28,26,142,91,64.08,22,15.49,16,11.27,13,9.15,28026
28,27,167,94,56.29,31,18.56,25,14.97,17,10.18,28027
28,28,209,120,57.42,35,16.75,36,17.22,18,8.61,28028
28,29,76,49,64.47,9,11.84,10,13.16,8,10.53,28029
28,30,32,21,65.63,2,6.25,4,12.5,5,15.63,28030
28,31,216,132,61.11,41,18.98,30,13.89,13,6.02,28031
28,32,149,80,53.69,33,22.15,23,15.44,13,8.72,28032
28,33,180,114,63.33,31,17.22,23,12.78,12,6.67,28033
28,34,248,147,59.27,41,16.53,34,13.71,26,10.48,28034
28,35,156,100,64.1,26,16.67,16,10.26,14,8.97,28035
28,36,91,62,68.13,12,13.19,6,6.59,11,12.09,28036
28,37,194,141,72.68,21,10.82,14,7.22,18,9.28,28037
28,38,56,35,62.5,4,7.14,10,17.86,7,12.5,28038
28,39,104,65,62.5,14,13.46,13,12.5,12,11.54,28039
28,40,214,153,71.5,18,8.41,23,10.75,20,9.35,28040
28,41,113,75,66.37,15,13.27,11,9.73,12,10.62,28041
28,42,148,100,67.57,17,11.49,16,10.81,15,10.14,28042
28,43,174,106,60.92,31,17.82,12,6.9,25,14.37,28043
28,44,124,80,64.52,17,13.71,11,8.87,16,12.9,28044
28,45,151,89,58.94,15,9.93,38,25.17,9,5.96,28045
28,46,296,169,57.09,48,16.22,50,16.89,29,9.8,28046
29,1,274,162,59.12,42,15.33,42,15.33,28,10.22,29001
29,2,263,166,63.12,42,15.97,20,7.6,35,13.31,29002
29,3,218,132,60.55,35,16.06,30,13.76,21,9.63,29003
29,4,258,170,65.89,37,14.34,32,12.4,19,7.36,29004
29,5,135,76,56.3,25,18.52,15,11.11,19,14.07,29005
29,6,139,101,72.66,15,10.79,10,7.19,13,9.35,29006
29,7,223,143,64.13,29,13.0,29,13.0,22,9.87,29007
29,8,165,91,55.15,25,15.15,25,15.15,24,14.55,29008
29,9,232,120,51.72,54,23.28,32,13.79,26,11.21,29009
29,10,288,163,56.6,40,13.89,49,17.01,36,12.5,29010
29,11,111,62,55.86,15,13.51,14,12.61,20,18.02,29011
29,12,279,184,65.95,33,11.83,35,12.54,27,9.68,29012
29,13,197,132,67.01,25,12.69,21,10.66,19,9.64,29013
29,14,201,128,63.68,32,15.92,17,8.46,24,11.94,29014
29,15,254,179,70.47,24,9.45,26,10.24,25,9.84,29015
29,16,198,141,71.21,29,14.65,17,8.59,11,5.56,29016
29,17,208,155,74.52,15,7.21,21,10.1,17,8.17,29017
29,18,185,108,58.38,31,16.76,29,15.68,17,9.19,29018
29,19,222,144,64.86,27,12.16,24,10.81,27,12.16,29019
29,20,207,133,64.25,29,14.01,24,11.59,21,10.14,29020
29,21,231,137,59.31,36,15.58,31,13.42,27,11.69,29021
29,22,181,91,50.28,35,19.34,36,19.89,19,10.5,29022
29,23,228,100,43.86,54,23.68,55,24.12,19,8.33,29023
29,24,186,109,58.6,27,14.52,32,17.2,18,9.68,29024
29,25,260,170,65.38,34,13.08,31,11.92,25,9.62,29025
29,26,185,129,69.73,22,11.89,17,9.19,17,9.19,29026
29,27,181,111,61.33,27,14.92,24,13.26,19,10.5,29027
29,28,260,167,64.23,30,11.54,22,8.46,41,15.77,29028
29,29,174,59,33.91,44,25.29,50,28.74,21,12.07,29029
29,30,215,125,58.14,26,12.09,35,16.28,29,13.49,29030
29,31,121,50,41.32,27,22.31,30,24.79,14,11.57,29031
29,32,150,52,34.67,39,26.0,43,28.67,16,10.67,29032
29,33,149,89,59.73,29,19.46,11,7.38,20,13.42,29033
29,34,156,78,50.0,32,20.51,26,16.67,20,12.82,29034
29,35,147,86,58.5,22,14.97,19,12.93,20,13.61,29035
29,36,196,125,63.78,26,13.27,28,14.29,17,8.67,29036
29,37,212,141,66.51,27,12.74,29,13.68,15,7.08,29037
29,38,205,74,36.1,54,26.34,55,26.83,22,10.73,29038
29,39,130,56,43.08,21,16.15,36,27.69,17,13.08,29039
29,40,263,166,63.12,35,13.31,30,11.41,32,12.17,29040
29,41,178,129,72.47,15,8.43,20,11.24,14,7.87,29041
29,42,237,155,65.4,32,13.5,23,9.7,27,11.39,29042
29,43,280,166,59.29,48,17.14,39,13.93,27,9.64,29043
29,44,252,179,71.03,33,13.1,20,7.94,20,7.94,29044
30,1,232,92,39.66,47,20.26,71,30.6,22,9.48,30001
30,2,175,57,32.57,54,30.86,46,26.29,18,10.29,30002
30,3,184,98,53.26,23,12.5,45,24.46,18,9.78,30003
30,4,178,75,42.13,37,20.79,50,28.09,16,8.99,30004
30,5,144,52,36.11,28,19.44,48,33.33,16,11.11,30005
30,6,181,47,25.97,39,21.55,72,39.78,23,12.71,30006
30,7,225,102,45.33,34,15.11,57,25.33,32,14.22,30007
30,8,269,133,49.44,50,18.59,57,21.19,29,10.78,30008
30,9,156,56,35.9,41,26.28,38,24.36,21,13.46,30009
30,10,190,61,32.11,41,21.58,65,34.21,23,12.11,30010
30,11,181,63,34.81,39,21.55,62,34.25,17,9.39,30011
30,12,154,49,31.82,37,24.03,48,31.17,20,12.99,30012
30,13,169,67,39.64,37,21.89,42,24.85,23,13.61,30013
30,14,137,41,29.93,26,18.98,49,35.77,21,15.33,30014
30,15,252,150,59.52,33,13.1,45,17.86,24,9.52,30015
30,16,93,32,34.41,21,22.58,27,29.03,13,13.98,30016
30,17,158,81,51.27,25,15.82,36,22.78,16,10.13,30017
30,18,263,136,51.71,30,11.41,63,23.95,34,12.93,30018
30,19,190,59,31.05,35,18.42,69,36.32,27,14.21,30019
30,20,210,91,43.33,38,18.1,54,25.71,27,12.86,30020
30,21,136,38,27.94,48,35.29,34,25.0,16,11.76,30021
30,22,286,140,48.95,44,15.38,65,22.73,37,12.94,30022
30,23,222,120,54.05,30,13.51,46,20.72,26,11.71,30023
30,24,295,181,61.36,29,9.83,55,18.64,30,10.17,30024
30,25,283,156,55.12,42,14.84,61,21.55,24,8.48,30025
30,26,115,48,41.74,18,15.65,33,28.7,16,13.91,30026
30,27,137,57,41.61,22,16.06,33,24.09,25,18.25,30027
30,28,231,125,54.11,31,13.42,49,21.21,26,11.26,30028
30,29,106,46,43.4,17,16.04,34,32.08,9,8.49,30029
30,30,80,29,36.25,16,20.0,20,25.0,15,18.75,30030
30,31,115,44,38.26,26,22.61,31,26.96,14,12.17,30031
30,32,174,90,51.72,31,17.82,40,22.99,13,7.47,30032
31,1,100,40,40.0,14,14.0,33,33.0,13,13.0,31001
31,2,96,29,30.21,16,16.67,36,37.5,15,15.63,31002
31,3,127,29,22.83,23,18.11,52,40.94,23,18.11,31003
31,4,147,89,60.54,16,10.88,27,18.37,15,10.2,31004
31,5,144,62,43.06,27,18.75,39,27.08,16,11.11,31005
31,6,76,26,34.21,12,15.79,25,32.89,13,17.11,31006
31,7,237,130,54.85,31,13.08,52,21.94,24,10.13,31007
31,8,108,42,38.89,25,23.15,35,32.41,6,5.56,31008
31,9,124,50,40.32,17,13.71,38,30.65,19,15.32,31009
31,10,165,84,50.91,22,13.33,45,27.27,14,8.48,31010
