ward,precinct,total,Michael G. Grace,Michael G. Grace Percent,Mike Cashman,Mike Cashman Percent,Frank Avila,Frank Avila Percent,Heather Boyle,Heather Boyle Percent,M Cameron ''Cam'' Davis,M Cameron ''Cam'' Davis Percent,Kimberly Neely Dubuclet,Kimberly Neely Dubuclet Percent,Eira L. Corral Sep̼lveda,Eira L. Corral Sep̼lveda Percent,Patricia Theresa Flynn,Patricia Theresa Flynn Percent,Shundar Lin,Shundar Lin Percent,Deyon Dean,Deyon Dean Percent,precinct_id
5,27,757,17,2.25,19,2.51,64,8.45,40,5.28,176,23.25,208,27.48,149,19.68,39,5.15,34,4.49,11,1.45,05027
5,28,748,64,8.56,25,3.34,55,7.35,78,10.43,145,19.39,172,22.99,83,11.1,80,10.7,15,2.01,31,4.14,05028
5,29,726,73,10.06,41,5.65,77,10.61,67,9.23,131,18.04,136,18.73,71,9.78,69,9.5,19,2.62,42,5.79,05029
5,30,427,44,10.3,16,3.75,34,7.96,42,9.84,90,21.08,76,17.8,35,8.2,45,10.54,6,1.41,39,9.13,05030
5,31,463,50,10.8,21,4.54,40,8.64,41,8.86,90,19.44,92,19.87,54,11.66,40,8.64,10,2.16,25,5.4,05031
5,32,820,71,8.66,29,3.54,64,7.8,67,8.17,178,21.71,179,21.83,106,12.93,58,7.07,15,1.83,53,6.46,05032
5,33,673,71,10.55,44,6.54,62,9.21,75,11.14,121,17.98,118,17.53,46,6.84,90,13.37,18,2.67,28,4.16,05033
5,34,840,23,2.74,15,1.79,50,5.95,59,7.02,184,21.9,236,28.1,175,20.83,51,6.07,33,3.93,14,1.67,05034
5,35,949,29,3.06,23,2.42,74,7.8,78,8.22,217,22.87,237,24.97,163,17.18,66,6.95,32,3.37,30,3.16,05035
5,36,242,41,16.94,13,5.37,22,9.09,19,7.85,41,16.94,48,19.83,17,7.02,24,9.92,4,1.65,13,5.37,05036
5,37,876,44,5.02,27,3.08,74,8.45,57,6.51,195,22.26,205,23.4,139,15.87,71,8.11,33,3.77,31,3.54,05037
5,38,516,57,11.05,28,5.43,52,10.08,59,11.43,91,17.64,93,18.02,33,6.4,62,12.02,12,2.33,29,5.62,05038
5,39,620,24,3.87,17,2.74,51,8.23,38,6.13,144,23.23,163,26.29,91,14.68,52,8.39,26,4.19,14,2.26,05039
5,40,486,51,10.49,27,5.56,37,7.61,55,11.32,90,18.52,102,20.99,40,8.23,45,9.26,10,2.06,29,5.97,05040
5,41,449,23,5.12,15,3.34,39,8.69,27,6.01,108,24.05,127,28.29,70,15.59,25,5.57,4,0.89,11,2.45,05041
6,1,676,61,9.02,26,3.85,67,9.91,69,10.21,124,18.34,153,22.63,53,7.84,74,10.95,12,1.78,37,5.47,06001
6,2,763,63,8.26,22,2.88,56,7.34,72,9.44,154,20.18,158,20.71,80,10.48,79,10.35,21,2.75,58,7.6,06002
6,3,646,51,7.89,22,3.41,57,8.82,56,8.67,127,19.66,135,20.9,78,12.07,86,13.31,11,1.7,23,3.56,06003
6,4,367,37,10.08,16,4.36,32,8.72,50,13.62,55,14.99,74,20.16,20,5.45,47,12.81,7,1.91,29,7.9,06004
6,5,303,36,11.88,18,5.94,28,9.24,34,11.22,49,16.17,50,16.5,22,7.26,44,14.52,8,2.64,14,4.62,06005
6,6,643,47,7.31,29,4.51,52,8.09,72,11.2,128,19.91,121,18.82,63,9.8,83,12.91,9,1.4,39,6.07,06006
6,7,483,44,9.11,26,5.38,37,7.66,61,12.63,82,16.98,93,19.25,36,7.45,61,12.63,6,1.24,37,7.66,06007
6,8,658,52,7.9,13,1.98,62,9.42,54,8.21,143,21.73,140,21.28,84,12.77,57,8.66,12,1.82,41,6.23,06008
6,9,427,48,11.24,25,5.85,46,10.77,47,11.01,75,17.56,72,16.86,23,5.39,53,12.41,13,3.04,25,5.85,06009
6,10,301,25,8.31,14,4.65,23,7.64,28,9.3,58,19.27,63,20.93,23,7.64,40,13.29,7,2.33,20,6.64,06010
6,11,460,52,11.3,23,5.0,43,9.35,61,13.26,72,15.65,86,18.7,33,7.17,59,12.83,9,1.96,22,4.78,06011
6,12,345,39,11.3,11,3.19,27,7.83,35,10.14,47,13.62,69,20.0,34,9.86,44,12.75,11,3.19,28,8.12,06012
6,13,431,44,10.21,21,4.87,48,11.14,42,9.74,78,18.1,84,19.49,41,9.51,42,9.74,10,2.32,21,4.87,06013
6,14,528,49,9.28,21,3.98,52,9.85,57,10.8,98,18.56,106,20.08,38,7.2,64,12.12,13,2.46,30,5.68,06014
6,15,354,50,14.12,20,5.65,36,10.17,42,11.86,63,17.8,48,13.56,15,4.24,51,14.41,7,1.98,22,6.21,06015
6,16,698,62,8.88,29,4.15,72,10.32,74,10.6,132,18.91,140,20.06,48,6.88,87,12.46,9,1.29,45,6.45,06016
6,17,303,45,14.85,18,5.94,32,10.56,27,8.91,49,16.17,53,17.49,23,7.59,31,10.23,5,1.65,20,6.6,06017
6,18,437,59,13.5,30,6.86,44,10.07,59,13.5,59,13.5,67,15.33,30,6.86,54,12.36,15,3.43,20,4.58,06018
6,19,397,50,12.59,16,4.03,45,11.34,38,9.57,66,16.62,71,17.88,26,6.55,52,13.1,3,0.76,30,7.56,06019
6,20,275,32,11.64,12,4.36,26,9.45,34,12.36,43,15.64,45,16.36,13,4.73,44,16.0,6,2.18,20,7.27,06020
6,21,202,33,16.34,17,8.42,24,11.88,23,11.39,25,12.38,27,13.37,11,5.45,24,11.88,5,2.48,13,6.44,06021
6,22,334,37,11.08,17,5.09,32,9.58,35,10.48,44,13.17,63,18.86,27,8.08,45,13.47,16,4.79,18,5.39,06022
6,23,194,25,12.89,17,8.76,17,8.76,23,11.86,27,13.92,36,18.56,11,5.67,27,13.92,5,2.58,6,3.09,06023
6,24,248,46,18.55,16,6.45,35,14.11,23,9.27,33,13.31,37,14.92,10,4.03,28,11.29,5,2.02,15,6.05,06024
6,25,236,28,11.86,14,5.93,14,5.93,26,11.02,46,19.49,45,19.07,19,8.05,30,12.71,2,0.85,12,5.08,06025
6,26,312,37,11.86,18,5.77,24,7.69,25,8.01,63,20.19,61,19.55,24,7.69,39,12.5,3,0.96,18,5.77,06026
6,27,267,27,10.11,17,6.37,34,12.73,32,11.99,37,13.86,53,19.85,17,6.37,33,12.36,3,1.12,14,5.24,06027
6,28,227,27,11.89,17,7.49,16,7.05,30,13.22,31,13.66,47,20.7,15,6.61,30,13.22,5,2.2,9,3.96,06028
6,29,611,33,5.4,19,3.11,53,8.67,44,7.2,145,23.73,143,23.4,77,12.6,68,11.13,7,1.15,22,3.6,06029
6,30,404,39,9.65,19,4.7,28,6.93,46,11.39,70,17.33,77,19.06,35,8.66,45,11.14,13,3.22,32,7.92,06030
6,31,665,55,8.27,17,2.56,61,9.17,53,7.97,135,20.3,151,22.71,86,12.93,64,9.62,9,1.35,34,5.11,06031
6,32,512,55,10.74,25,4.88,41,8.01,51,9.96,94,18.36,105,20.51,49,9.57,55,10.74,6,1.17,31,6.05,06032
6,33,534,48,8.99,17,3.18,50,9.36,45,8.43,96,17.98,117,21.91,47,8.8,72,13.48,11,2.06,31,5.81,06033
6,34,593,55,9.27,23,3.88,49,8.26,55,9.27,120,20.24,131,22.09,63,10.62,59,9.95,11,1.85,27,4.55,06034
6,35,612,58,9.48,26,4.25,54,8.82,60,9.8,108,17.65,120,19.61,58,9.48,67,10.95,19,3.1,42,6.86,06035
6,36,698,61,8.74,33,4.73,65,9.31,60,8.6,134,19.2,144,20.63,72,10.32,73,10.46,16,2.29,40,5.73,06036
6,37,723,50,6.92,19,2.63,52,7.19,59,8.16,147,20.33,162,22.41,103,14.25,65,8.99,22,3.04,44,6.09,06037
6,38,667,54,8.1,21,3.15,64,9.6,59,8.85,121,18.14,155,23.24,70,10.49,69,10.34,11,1.65,43,6.45,06038
6,39,386,43,11.14,14,3.63,27,6.99,35,9.07,73,18.91,84,21.76,42,10.88,45,11.66,9,2.33,14,3.63,06039
6,40,454,44,9.69,19,4.19,42,9.25,41,9.03,82,18.06,99,21.81,45,9.91,44,9.69,11,2.42,27,5.95,06040
6,41,618,55,8.9,24,3.88,53,8.58,64,10.36,112,18.12,126,20.39,57,9.22,63,10.19,16,2.59,48,7.77,06041
6,42,494,58,11.74,22,4.45,41,8.3,45,9.11,84,17.0,93,18.83,43,8.7,70,14.17,9,1.82,29,5.87,06042
6,43,481,31,6.44,20,4.16,48,9.98,43,8.94,93,19.33,99,20.58,50,10.4,51,10.6,4,0.83,42,8.73,06043
6,44,593,68,11.47,32,5.4,61,10.29,58,9.78,110,18.55,99,16.69,45,7.59,71,11.97,11,1.85,38,6.41,06044
6,45,667,57,8.55,26,3.9,46,6.9,59,8.85,130,19.49,151,22.64,71,10.64,73,10.94,14,2.1,40,6.0,06045
6,46,408,50,12.25,15,3.68,36,8.82,53,12.99,68,16.67,72,17.65,28,6.86,56,13.73,9,2.21,21,5.15,06046
6,47,394,50,12.69,21,5.33,38,9.64,54,13.71,56,14.21,73,18.53,25,6.35,50,12.69,9,2.28,18,4.57,06047
6,48,498,55,11.04,20,4.02,54,10.84,47,9.44,90,18.07,84,16.87,31,6.22,65,13.05,9,1.81,43,8.63,06048
7,1,468,53,11.32,18,3.85,40,8.55,50,10.68,91,19.44,72,15.38,34,7.26,66,14.1,13,2.78,31,6.62,07001
7,2,438,53,12.1,27,6.16,42,9.59,60,13.7,69,15.75,79,18.04,31,7.08,45,10.27,8,1.83,24,5.48,07002
7,3,611,61,9.98,31,5.07,61,9.98,54,8.84,114,18.66,124,20.29,51,8.35,66,10.8,14,2.29,35,5.73,07003
7,4,545,52,9.54,28,5.14,56,10.28,46,8.44,102,18.72,114,20.92,52,9.54,54,9.91,12,2.2,29,5.32,07004
7,5,425,40,9.41,23,5.41,44,10.35,45,10.59,75,17.65,85,20.0,38,8.94,40,9.41,9,2.12,26,6.12,07005
7,6,683,67,9.81,39,5.71,62,9.08,72,10.54,117,17.13,132,19.33,60,8.78,69,10.1,21,3.07,44,6.44,07006
7,7,442,48,10.86,35,7.92,49,11.09,44,9.95,73,16.52,74,16.74,32,7.24,55,12.44,9,2.04,23,5.2,07007
7,8,292,31,10.62,16,5.48,31,10.62,27,9.25,47,16.1,59,20.21,19,6.51,29,9.93,13,4.45,20,6.85,07008
7,9,848,84,9.91,44,5.19,99,11.67,75,8.84,142,16.75,174,20.52,77,9.08,81,9.55,16,1.89,56,6.6,07009
7,10,594,58,9.76,31,5.22,57,9.6,43,7.24,125,21.04,111,18.69,49,8.25,62,10.44,20,3.37,38,6.4,07010
7,11,468,71,15.17,28,5.98,36,7.69,53,11.32,75,16.03,85,18.16,26,5.56,58,12.39,11,2.35,25,5.34,07011
7,12,364,35,9.62,18,4.95,33,9.07,39,10.71,59,16.21,68,18.68,35,9.62,50,13.74,8,2.2,19,5.22,07012
7,13,298,45,15.1,16,5.37,33,11.07,30,10.07,49,16.44,49,16.44,19,6.38,29,9.73,5,1.68,23,7.72,07013
7,14,497,55,11.07,25,5.03,54,10.87,51,10.26,90,18.11,94,18.91,30,6.04,60,12.07,9,1.81,29,5.84,07014
7,15,515,42,8.16,22,4.27,46,8.93,35,6.8,101,19.61,121,23.5,52,10.1,61,11.84,6,1.17,29,5.63,07015
7,16,354,42,11.86,18,5.08,36,10.17,37,10.45,55,15.54,66,18.64,26,7.34,34,9.6,11,3.11,29,8.19,07016
7,17,420,45,10.71,23,5.48,46,10.95,48,11.43,68,16.19,75,17.86,35,8.33,49,11.67,10,2.38,21,5.0,07017
7,18,355,36,10.14,24,6.76,38,10.7,37,10.42,54,15.21,56,15.77,24,6.76,54,15.21,6,1.69,26,7.32,07018
7,19,467,54,11.56,31,6.64,46,9.85,39,8.35,86,18.42,90,19.27,40,8.57,45,9.64,8,1.71,28,6.0,07019
7,20,353,46,13.03,25,7.08,33,9.35,45,12.75,61,17.28,57,16.15,21,5.95,46,13.03,4,1.13,15,4.25,07020
7,21,318,42,13.21,19,5.97,44,13.84,34,10.69,58,18.24,45,14.15,23,7.23,32,10.06,4,1.26,17,5.35,07021
7,22,397,52,13.1,24,6.05,43,10.83,46,11.59,52,13.1,66,16.62,30,7.56,56,14.11,9,2.27,19,4.79,07022
7,23,568,61,10.74,31,5.46,38,6.69,56,9.86,115,20.25,121,21.3,61,10.74,52,9.15,6,1.06,27,4.75,07023
7,24,368,44,11.96,25,6.79,26,7.07,46,12.5,71,19.29,61,16.58,32,8.7,31,8.42,12,3.26,20,5.43,07024
7,25,378,52,13.76,27,7.14,62,16.4,40,10.58,46,12.17,49,12.96,38,10.05,44,11.64,7,1.85,13,3.44,07025
7,26,440,40,9.09,24,5.45,48,10.91,39,8.86,89,20.23,91,20.68,45,10.23,34,7.73,3,0.68,27,6.14,07026
7,27,418,46,11.0,17,4.07,54,12.92,34,8.13,76,18.18,92,22.01,36,8.61,40,9.57,6,1.44,17,4.07,07027
7,28,285,28,9.82,18,6.32,28,9.82,31,10.88,55,19.3,40,14.04,22,7.72,36,12.63,10,3.51,17,5.96,07028
7,29,407,26,6.39,15,3.69,29,7.13,36,8.85,93,22.85,90,22.11,50,12.29,37,9.09,7,1.72,24,5.9,07029
7,30,322,41,12.73,15,4.66,41,12.73,35,10.87,50,15.53,55,17.08,31,9.63,33,10.25,9,2.8,12,3.73,07030
7,31,299,43,14.38,25,8.36,30,10.03,37,12.37,41,13.71,50,16.72,25,8.36,30,10.03,8,2.68,10,3.34,07031
7,32,830,68,8.19,30,3.61,76,9.16,63,7.59,170,20.48,186,22.41,106,12.77,65,7.83,12,1.45,54,6.51,07032
7,33,799,79,9.89,29,3.63,74,9.26,77,9.64,148,18.52,171,21.4,77,9.64,95,11.89,13,1.63,36,4.51,07033
7,34,738,86,11.65,45,6.1,56,7.59,75,10.16,149,20.19,138,18.7,59,7.99,78,10.57,11,1.49,41,5.56,07034
7,35,569,55,9.67,29,5.1,56,9.84,47,8.26,110,19.33,106,18.63,62,10.9,59,10.37,12,2.11,33,5.8,07035
7,36,704,67,9.52,30,4.26,57,8.1,68,9.66,133,18.89,148,21.02,74,10.51,72,10.23,18,2.56,37,5.26,07036
7,37,531,54,10.17,22,4.14,46,8.66,60,11.3,82,15.44,107,20.15,58,10.92,57,10.73,18,3.39,27,5.08,07037
7,38,455,56,12.31,19,4.18,48,10.55,35,7.69,86,18.9,94,20.66,39,8.57,39,8.57,12,2.64,27,5.93,07038
7,39,523,57,10.9,37,7.07,54,10.33,58,11.09,88,16.83,96,18.36,46,8.8,53,10.13,10,1.91,24,4.59,07039
7,40,515,57,11.07,27,5.24,35,6.8,55,10.68,100,19.42,104,20.19,62,12.04,36,6.99,15,2.91,24,4.66,07040
7,41,513,66,12.87,27,5.26,44,8.58,44,8.58,98,19.1,103,20.08,58,11.31,42,8.19,5,0.97,26,5.07,07041
7,42,483,57,11.8,25,5.18,37,7.66,48,9.94,91,18.84,95,19.67,50,10.35,43,8.9,11,2.28,26,5.38,07042
7,43,518,61,11.78,27,5.21,41,7.92,49,9.46,89,17.18,110,21.24,51,9.85,52,10.04,9,1.74,29,5.6,07043
7,44,451,46,10.2,15,3.33,51,11.31,48,10.64,84,18.63,93,20.62,46,10.2,47,10.42,8,1.77,13,2.88,07044
7,45,412,46,11.17,25,6.07,44,10.68,40,9.71,68,16.5,79,19.17,49,11.89,42,10.19,6,1.46,13,3.16,07045
7,46,230,37,16.09,20,8.7,36,15.65,22,9.57,31,13.48,31,13.48,15,6.52,21,9.13,7,3.04,10,4.35,07046
8,1,364,33,9.07,21,5.77,38,10.44,36,9.89,68,18.68,72,19.78,24,6.59,36,9.89,12,3.3,24,6.59,08001
8,2,397,46,11.59,20,5.04,44,11.08,33,8.31,67,16.88,76,19.14,40,10.08,40,10.08,7,1.76,24,6.05,08002
8,3,772,54,6.99,29,3.76,58,7.51,54,6.99,152,19.69,196,25.39,83,10.75,86,11.14,11,1.42,49,6.35,08003
8,4,708,74,10.45,21,2.97,60,8.47,59,8.33,120,16.95,168,23.73,62,8.76,99,13.98,15,2.12,30,4.24,08004
8,5,697,57,8.18,21,3.01,56,8.03,55,7.89,136,19.51,185,26.54,64,9.18,79,11.33,12,1.72,32,4.59,08005
8,6,591,46,7.78,26,4.4,44,7.45,43,7.28,101,17.09,140,23.69,48,8.12,100,16.92,14,2.37,29,4.91,08006
8,7,725,67,9.24,24,3.31,73,10.07,72,9.93,127,17.52,153,21.1,68,9.38,83,11.45,18,2.48,40,5.52,08007
8,8,650,43,6.62,29,4.46,47,7.23,49,7.54,121,18.62,167,25.69,70,10.77,83,12.77,9,1.38,32,4.92,08008
8,9,387,36,9.3,15,3.88,42,10.85,31,8.01,73,18.86,80,20.67,25,6.46,57,14.73,7,1.81,21,5.43,08009
8,10,839,56,6.67,28,3.34,74,8.82,60,7.15,177,21.1,188,22.41,103,12.28,80,9.54,18,2.15,55,6.56,08010
8,11,384,40,10.42,15,3.91,28,7.29,35,9.11,79,20.57,76,19.79,33,8.59,43,11.2,9,2.34,26,6.77,08011
8,12,533,47,8.82,25,4.69,54,10.13,58,10.88,97,18.2,105,19.7,54,10.13,51,9.57,14,2.63,28,5.25,08012
8,13,535,57,10.65,19,3.55,35,6.54,56,10.47,94,17.57,118,22.06,46,8.6,77,14.39,7,1.31,26,4.86,08013
8,14,377,38,10.08,20,5.31,26,6.9,45,11.94,64,16.98,67,17.77,24,6.37,57,15.12,15,3.98,21,5.57,08014
8,15,479,53,11.06,27,5.64,38,7.93,55,11.48,88,18.37,90,18.79,42,8.77,49,10.23,9,1.88,28,5.85,08015
8,16,159,14,8.81,7,4.4,15,9.43,11,6.92,28,17.61,34,21.38,5,3.14,29,18.24,7,4.4,9,5.66,08016
8,17,533,68,12.76,20,3.75,52,9.76,45,8.44,100,18.76,105,19.7,46,8.63,65,12.2,5,0.94,27,5.07,08017
8,18,362,51,14.09,23,6.35,28,7.73,41,11.33,70,19.34,63,17.4,28,7.73,36,9.94,8,2.21,14,3.87,08018
8,19,727,67,9.22,28,3.85,73,10.04,55,7.57,144,19.81,164,22.56,65,8.94,83,11.42,9,1.24,39,5.36,08019
8,20,638,47,7.37,24,3.76,49,7.68,45,7.05,113,17.71,155,24.29,55,8.62,97,15.2,16,2.51,37,5.8,08020
8,21,651,38,5.84,23,3.53,53,8.14,65,9.98,119,18.28,153,23.5,63,9.68,91,13.98,15,2.3,31,4.76,08021
8,22,536,48,8.96,17,3.17,42,7.84,45,8.4,104,19.4,116,21.64,48,8.96,75,13.99,15,2.8,26,4.85,08022
8,23,415,41,9.88,22,5.3,29,6.99,40,9.64,59,14.22,93,22.41,24,5.78,70,16.87,10,2.41,27,6.51,08023
8,24,364,34,9.34,16,4.4,35,9.62,44,12.09,67,18.41,66,18.13,34,9.34,36,9.89,12,3.3,20,5.49,08024
8,25,491,46,9.37,22,4.48,48,9.78,51,10.39,97,19.76,96,19.55,35,7.13,56,11.41,13,2.65,27,5.5,08025
8,26,366,26,7.1,13,3.55,32,8.74,39,10.66,60,16.39,89,24.32,25,6.83,50,13.66,12,3.28,20,5.46,08026
8,27,669,67,10.01,14,2.09,49,7.32,55,8.22,133,19.88,158,23.62,65,9.72,75,11.21,12,1.79,41,6.13,08027
8,28,582,54,9.28,26,4.47,47,8.08,56,9.62,107,18.38,123,21.13,52,8.93,61,10.48,15,2.58,41,7.04,08028
8,29,600,50,8.33,20,3.33,52,8.67,55,9.17,105,17.5,139,23.17,46,7.67,83,13.83,11,1.83,39,6.5,08029
8,30,608,65,10.69,23,3.78,54,8.88,55,9.05,112,18.42,128,21.05,57,9.38,61,10.03,10,1.64,43,7.07,08030
8,31,415,38,9.16,16,3.86,33,7.95,42,10.12,79,19.04,93,22.41,34,8.19,46,11.08,8,1.93,26,6.27,08031
8,32,476,51,10.71,23,4.83,44,9.24,37,7.77,71,14.92,112,23.53,30,6.3,74,15.55,4,0.84,30,6.3,08032
8,33,388,36,9.28,17,4.38,38,9.79,40,10.31,59,15.21,77,19.85,32,8.25,61,15.72,7,1.8,21,5.41,08033
8,34,565,41,7.26,23,4.07,56,9.91,45,7.96,115,20.35,122,21.59,57,10.09,64,11.33,15,2.65,27,4.78,08034
8,35,666,57,8.56,27,4.05,59,8.86,56,8.41,132,19.82,146,21.92,57,8.56,78,11.71,19,2.85,35,5.26,08035
8,36,547,58,10.6,21,3.84,54,9.87,58,10.6,101,18.46,107,19.56,41,7.5,61,11.15,8,1.46,38,6.95,08036
8,37,516,45,8.72,21,4.07,36,6.98,42,8.14,101,19.57,126,24.42,61,11.82,47,9.11,7,1.36,30,5.81,08037
8,38,378,33,8.73,17,4.5,27,7.14,43,11.38,58,15.34,87,23.02,33,8.73,58,15.34,8,2.12,14,3.7,08038
8,39,572,52,9.09,25,4.37,58,10.14,58,10.14,94,16.43,128,22.38,40,6.99,77,13.46,7,1.22,33,5.77,08039
8,40,474,40,8.44,22,4.64,48,10.13,46,9.7,96,20.25,96,20.25,43,9.07,45,9.49,8,1.69,30,6.33,08040
8,41,556,62,11.15,30,5.4,54,9.71,47,8.45,94,16.91,116,20.86,49,8.81,59,10.61,8,1.44,37,6.65,08041
8,42,686,64,9.33,17,2.48,71,10.35,63,9.18,135,19.68,136,19.83,59,8.6,85,12.39,15,2.19,41,5.98,08042
8,43,273,25,9.16,15,5.49,21,7.69,36,13.19,47,17.22,53,19.41,16,5.86,45,16.48,3,1.1,12,4.4,08043
8,44,355,45,12.68,14,3.94,33,9.3,37,10.42,55,15.49,62,17.46,21,5.92,52,14.65,7,1.97,29,8.17,08044
8,45,365,45,12.33,15,4.11,26,7.12,33,9.04,54,14.79,72,19.73,26,7.12,59,16.16,10,2.74,25,6.85,08045
8,46,402,37,9.2,19,4.73,32,7.96,35,8.71,77,19.15,86,21.39,41,10.2,37,9.2,9,2.24,29,7.21,08046
8,47,446,42,9.42,19,4.26,37,8.3,38,8.52,89,19.96,96,21.52,51,11.43,50,11.21,4,0.9,20,4.48,08047
8,48,471,45,9.55,21,4.46,33,7.01,44,9.34,83,17.62,106,22.51,50,10.62,54,11.46,7,1.49,28,5.94,08048
8,49,576,43,7.47,22,3.82,36,6.25,50,8.68,87,15.1,155,26.91,46,7.99,87,15.1,13,2.26,37,6.42,08049
8,50,578,50,8.65,19,3.29,44,7.61,45,7.79,107,18.51,146,25.26,64,11.07,62,10.73,11,1.9,30,5.19,08050
8,51,654,60,9.17,28,4.28,37,5.66,41,6.27,124,18.96,159,24.31,58,8.87,108,16.51,13,1.99,26,3.98,08051
8,52,843,71,8.42,38,4.51,79,9.37,80,9.49,168,19.93,173,20.52,83,9.85,89,10.56,15,1.78,47,5.58,08052
8,53,261,32,12.26,12,4.6,23,8.81,27,10.34,48,18.39,51,19.54,22,8.43,25,9.58,5,1.92,16,6.13,08053
8,54,380,46,12.11,18,4.74,31,8.16,40,10.53,68,17.89,71,18.68,34,8.95,48,12.63,6,1.58,18,4.74,08054
8,55,567,43,7.58,25,4.41,44,7.76,50,8.82,86,15.17,141,24.87,44,7.76,92,16.23,12,2.12,30,5.29,08055
8,56,656,61,9.3,25,3.81,65,9.91,56,8.54,121,18.45,137,20.88,75,11.43,66,10.06,12,1.83,38,5.79,08056
9,1,485,43,8.87,20,4.12,35,7.22,45,9.28,84,17.32,107,22.06,46,9.48,58,11.96,8,1.65,39,8.04,09001
9,2,469,71,15.14,24,5.12,55,11.73,58,12.37,69,14.71,79,16.84,28,5.97,50,10.66,10,2.13,25,5.33,09002
9,3,264,33,12.5,19,7.2,30,11.36,41,15.53,26,9.85,47,17.8,17,6.44,30,11.36,4,1.52,17,6.44,09003
9,4,449,50,11.14,29,6.46,52,11.58,51,11.36,75,16.7,75,16.7,37,8.24,44,9.8,8,1.78,28,6.24,09004
9,5,491,54,11.0,27,5.5,57,11.61,46,9.37,92,18.74,91,18.53,46,9.37,38,7.74,4,0.81,36,7.33,09005
9,6,475,60,12.63,18,3.79,62,13.05,38,8.0,88,18.53,85,17.89,41,8.63,41,8.63,10,2.11,32,6.74,09006
9,7,332,40,12.05,24,7.23,35,10.54,39,11.75,60,18.07,49,14.76,27,8.13,29,8.73,8,2.41,21,6.33,09007
9,8,410,45,10.98,15,3.66,39,9.51,41,10.0,74,18.05,82,20.0,39,9.51,46,11.22,4,0.98,25,6.1,09008
9,9,593,61,10.29,21,3.54,45,7.59,56,9.44,104,17.54,122,20.57,65,10.96,58,9.78,10,1.69,51,8.6,09009
9,10,442,51,11.54,27,6.11,54,12.22,43,9.73,71,16.06,80,18.1,33,7.47,43,9.73,4,0.9,36,8.14,09010
9,11,361,53,14.68,22,6.09,41,11.36,35,9.7,51,14.13,66,18.28,32,8.86,33,9.14,4,1.11,24,6.65,09011
9,12,570,45,7.89,21,3.68,45,7.89,57,10.0,122,21.4,130,22.81,58,10.18,57,10.0,8,1.4,27,4.74,09012
9,13,710,89,12.54,40,5.63,82,11.55,59,8.31,122,17.18,132,18.59,55,7.75,69,9.72,14,1.97,48,6.76,09013
9,14,687,73,10.63,31,4.51,74,10.77,71,10.33,128,18.63,133,19.36,79,11.5,54,7.86,8,1.16,36,5.24,09014
9,15,331,42,12.69,26,7.85,34,10.27,30,9.06,45,13.6,54,16.31,22,6.65,48,14.5,5,1.51,25,7.55,09015
9,16,579,67,11.57,28,4.84,56,9.67,58,10.02,104,17.96,114,19.69,53,9.15,54,9.33,13,2.25,32,5.53,09016
9,17,314,51,16.24,20,6.37,34,10.83,38,12.1,49,15.61,51,16.24,16,5.1,41,13.06,1,0.32,13,4.14,09017
9,18,375,50,13.33,24,6.4,31,8.27,36,9.6,71,18.93,66,17.6,28,7.47,41,10.93,7,1.87,21,5.6,09018
9,19,499,59,11.82,29,5.81,61,12.22,45,9.02,85,17.03,102,20.44,38,7.62,33,6.61,9,1.8,38,7.62,09019
9,20,421,54,12.83,15,3.56,45,10.69,42,9.98,79,18.76,81,19.24,36,8.55,38,9.03,9,2.14,22,5.23,09020
9,21,464,51,10.99,31,6.68,37,7.97,53,11.42,82,17.67,75,16.16,39,8.41,55,11.85,12,2.59,29,6.25,09021
9,22,574,53,9.23,24,4.18,53,9.23,55,9.58,121,21.08,120,20.91,67,11.67,39,6.79,11,1.92,31,5.4,09022
9,23,577,41,7.11,14,2.43,39,6.76,54,9.36,119,20.62,138,23.92,73,12.65,56,9.71,12,2.08,31,5.37,09023
9,24,604,57,9.44,24,3.97,48,7.95,51,8.44,124,20.53,117,19.37,69,11.42,57,9.44,10,1.66,47,7.78,09024
9,25,544,39,7.17,23,4.23,43,7.9,70,12.87,88,16.18,111,20.4,52,9.56,63,11.58,8,1.47,47,8.64,09025
9,26,365,45,12.33,15,4.11,28,7.67,55,15.07,60,16.44,54,14.79,22,6.03,50,13.7,9,2.47,27,7.4,09026
9,27,425,49,11.53,29,6.82,47,11.06,42,9.88,73,17.18,74,17.41,36,8.47,37,8.71,7,1.65,31,7.29,09027
9,28,212,30,14.15,13,6.13,25,11.79,26,12.26,28,13.21,34,16.04,22,10.38,24,11.32,4,1.89,6,2.83,09028
9,29,296,39,13.18,21,7.09,30,10.14,31,10.47,44,14.86,54,18.24,19,6.42,24,8.11,6,2.03,28,9.46,09029
9,30,352,37,10.51,19,5.4,39,11.08,31,8.81,61,17.33,69,19.6,31,8.81,31,8.81,4,1.14,30,8.52,09030
9,31,365,39,10.68,17,4.66,44,12.05,35,9.59,57,15.62,67,18.36,40,10.96,40,10.96,7,1.92,19,5.21,09031
9,32,527,49,9.3,27,5.12,60,11.39,52,9.87,109,20.68,96,18.22,39,7.4,51,9.68,2,0.38,42,7.97,09032
9,33,353,50,14.16,27,7.65,33,9.35,33,9.35,61,17.28,58,16.43,30,8.5,34,9.63,4,1.13,23,6.52,09033
9,34,381,50,13.12,23,6.04,38,9.97,40,10.5,58,15.22,68,17.85,26,6.82,48,12.6,8,2.1,22,5.77,09034
