ward,precinct,total,Michael G. Grace,Michael G. Grace Percent,Mike Cashman,Mike Cashman Percent,Frank Avila,Frank Avila Percent,Heather Boyle,Heather Boyle Percent,M Cameron ''Cam'' Davis,M Cameron ''Cam'' Davis Percent,Kimberly Neely Dubuclet,Kimberly Neely Dubuclet Percent,Eira L. Corral Sep̼lveda,Eira L. Corral Sep̼lveda Percent,Patricia Theresa Flynn,Patricia Theresa Flynn Percent,Shundar Lin,Shundar Lin Percent,Deyon Dean,Deyon Dean Percent,precinct_id
26,24,272,16,5.88,9,3.31,47,17.28,27,9.93,36,13.24,46,16.91,50,18.38,27,9.93,9,3.31,5,1.84,26024
26,25,331,15,4.53,9,2.72,61,18.43,30,9.06,49,14.8,62,18.73,54,16.31,22,6.65,21,6.34,8,2.42,26025
26,26,292,22,7.53,9,3.08,36,12.33,39,13.36,45,15.41,58,19.86,38,13.01,22,7.53,19,6.51,4,1.37,26026
26,27,460,26,5.65,20,4.35,68,14.78,36,7.83,69,15.0,80,17.39,77,16.74,45,9.78,27,5.87,12,2.61,26027
26,28,567,29,5.11,16,2.82,63,11.11,69,12.17,80,14.11,125,22.05,100,17.64,52,9.17,26,4.59,7,1.23,26028
26,29,201,14,6.97,7,3.48,30,14.93,23,11.44,25,12.44,39,19.4,27,13.43,21,10.45,7,3.48,8,3.98,26029
26,30,376,21,5.59,17,4.52,45,11.97,27,7.18,64,17.02,66,17.55,78,20.74,29,7.71,25,6.65,4,1.06,26030
26,31,167,9,5.39,3,1.8,43,25.75,19,11.38,20,11.98,24,14.37,24,14.37,20,11.98,5,2.99,0,0.0,26031
26,32,486,36,7.41,24,4.94,58,11.93,61,12.55,59,12.14,78,16.05,79,16.26,51,10.49,31,6.38,9,1.85,26032
26,33,529,19,3.59,20,3.78,55,10.4,50,9.45,89,16.82,109,20.6,103,19.47,44,8.32,33,6.24,7,1.32,26033
26,34,426,23,5.4,16,3.76,46,10.8,35,8.22,76,17.84,88,20.66,73,17.14,33,7.75,20,4.69,16,3.76,26034
26,35,364,24,6.59,11,3.02,70,19.23,38,10.44,41,11.26,59,16.21,63,17.31,29,7.97,19,5.22,10,2.75,26035
26,36,373,19,5.09,8,2.14,40,10.72,45,12.06,65,17.43,75,20.11,65,17.43,26,6.97,23,6.17,7,1.88,26036
26,37,455,24,5.27,21,4.62,73,16.04,34,7.47,72,15.82,79,17.36,88,19.34,38,8.35,20,4.4,6,1.32,26037
26,38,147,29,19.73,8,5.44,35,23.81,11,7.48,12,8.16,15,10.2,12,8.16,17,11.56,3,2.04,5,3.4,26038
26,39,456,28,6.14,14,3.07,65,14.25,44,9.65,62,13.6,82,17.98,80,17.54,41,8.99,26,5.7,14,3.07,26039
26,40,298,15,5.03,11,3.69,50,16.78,21,7.05,42,14.09,56,18.79,57,19.13,31,10.4,11,3.69,4,1.34,26040
26,41,443,28,6.32,17,3.84,64,14.45,41,9.26,58,13.09,84,18.96,82,18.51,39,8.8,21,4.74,9,2.03,26041
26,42,370,21,5.68,9,2.43,65,17.57,39,10.54,51,13.78,71,19.19,63,17.03,33,8.92,14,3.78,4,1.08,26042
26,43,233,20,8.58,5,2.15,55,23.61,17,7.3,23,9.87,37,15.88,41,17.6,22,9.44,7,3.0,6,2.58,26043
26,44,161,18,11.18,4,2.48,41,25.47,12,7.45,13,8.07,20,12.42,25,15.53,13,8.07,13,8.07,2,1.24,26044
26,45,164,16,9.76,7,4.27,40,24.39,14,8.54,16,9.76,21,12.8,20,12.2,17,10.37,5,3.05,8,4.88,26045
26,46,308,17,5.52,8,2.6,36,11.69,26,8.44,50,16.23,71,23.05,48,15.58,33,10.71,11,3.57,8,2.6,26046
26,47,217,23,10.6,12,5.53,50,23.04,19,8.76,15,6.91,23,10.6,32,14.75,23,10.6,10,4.61,10,4.61,26047
26,48,414,16,3.86,19,4.59,53,12.8,34,8.21,67,16.18,80,19.32,78,18.84,35,8.45,20,4.83,12,2.9,26048
26,49,178,10,5.62,8,4.49,47,26.4,17,9.55,20,11.24,18,10.11,27,15.17,17,9.55,10,5.62,4,2.25,26049
27,1,697,40,5.74,32,4.59,71,10.19,88,12.63,102,14.63,140,20.09,104,14.92,73,10.47,27,3.87,20,2.87,27001
27,2,388,32,8.25,17,4.38,34,8.76,40,10.31,59,15.21,86,22.16,49,12.63,41,10.57,22,5.67,8,2.06,27002
27,3,238,26,10.92,10,4.2,26,10.92,18,7.56,31,13.03,48,20.17,18,7.56,44,18.49,2,0.84,15,6.3,27003
27,4,281,25,8.9,8,2.85,23,8.19,31,11.03,38,13.52,60,21.35,31,11.03,38,13.52,12,4.27,15,5.34,27004
27,5,370,47,12.7,12,3.24,43,11.62,41,11.08,47,12.7,57,15.41,40,10.81,60,16.22,12,3.24,11,2.97,27005
27,6,518,43,8.3,27,5.21,38,7.34,41,7.92,81,15.64,113,21.81,63,12.16,65,12.55,29,5.6,18,3.47,27006
27,7,700,31,4.43,17,2.43,77,11.0,77,11.0,110,15.71,130,18.57,126,18.0,71,10.14,44,6.29,17,2.43,27007
27,8,332,34,10.24,15,4.52,26,7.83,31,9.34,47,14.16,66,19.88,38,11.45,46,13.86,11,3.31,18,5.42,27008
27,9,261,23,8.81,16,6.13,28,10.73,32,12.26,35,13.41,46,17.62,27,10.34,35,13.41,13,4.98,6,2.3,27009
27,10,530,63,11.89,20,3.77,62,11.7,40,7.55,59,11.13,112,21.13,54,10.19,84,15.85,11,2.08,25,4.72,27010
27,11,417,23,5.52,25,6.0,40,9.59,56,13.43,60,14.39,84,20.14,60,14.39,42,10.07,18,4.32,9,2.16,27011
27,12,316,15,4.75,15,4.75,25,7.91,40,12.66,52,16.46,69,21.84,38,12.03,36,11.39,19,6.01,7,2.22,27012
27,13,807,58,7.19,24,2.97,62,7.68,64,7.93,97,12.02,189,23.42,124,15.37,153,18.96,23,2.85,13,1.61,27013
27,14,191,24,12.57,7,3.66,20,10.47,20,10.47,29,15.18,35,18.32,12,6.28,32,16.75,2,1.05,10,5.24,27014
27,15,240,18,7.5,10,4.17,30,12.5,23,9.58,38,15.83,43,17.92,25,10.42,42,17.5,3,1.25,8,3.33,27015
27,16,419,20,4.77,20,4.77,37,8.83,42,10.02,70,16.71,82,19.57,74,17.66,39,9.31,26,6.21,9,2.15,27016
27,17,445,23,5.17,19,4.27,44,9.89,40,8.99,82,18.43,86,19.33,47,10.56,61,13.71,19,4.27,24,5.39,27017
27,18,329,33,10.03,16,4.86,26,7.9,36,10.94,50,15.2,56,17.02,31,9.42,53,16.11,12,3.65,16,4.86,27018
27,19,219,28,12.79,9,4.11,33,15.07,19,8.68,30,13.7,31,14.16,25,11.42,30,13.7,5,2.28,9,4.11,27019
27,20,265,28,10.57,9,3.4,21,7.92,24,9.06,33,12.45,55,20.75,26,9.81,49,18.49,5,1.89,15,5.66,27020
27,21,449,32,7.13,21,4.68,32,7.13,62,13.81,70,15.59,95,21.16,55,12.25,64,14.25,12,2.67,6,1.34,27021
27,22,249,27,10.84,12,4.82,33,13.25,24,9.64,35,14.06,46,18.47,29,11.65,33,13.25,3,1.2,7,2.81,27022
27,23,357,28,7.84,18,5.04,37,10.36,29,8.12,54,15.13,65,18.21,35,9.8,64,17.93,7,1.96,20,5.6,27023
27,24,249,23,9.24,10,4.02,44,17.67,19,7.63,33,13.25,44,17.67,32,12.85,42,16.87,1,0.4,1,0.4,27024
27,25,454,34,7.49,12,2.64,39,8.59,36,7.93,74,16.3,104,22.91,67,14.76,55,12.11,13,2.86,20,4.41,27025
27,26,349,32,9.17,12,3.44,30,8.6,32,9.17,48,13.75,73,20.92,40,11.46,53,15.19,18,5.16,11,3.15,27026
27,27,570,47,8.25,14,2.46,59,10.35,57,10.0,84,14.74,118,20.7,66,11.58,86,15.09,17,2.98,22,3.86,27027
27,28,418,30,7.18,19,4.55,44,10.53,48,11.48,62,14.83,82,19.62,59,14.11,44,10.53,11,2.63,19,4.55,27028
27,29,303,25,8.25,11,3.63,34,11.22,24,7.92,43,14.19,56,18.48,46,15.18,48,15.84,9,2.97,7,2.31,27029
27,30,250,25,10.0,10,4.0,22,8.8,34,13.6,36,14.4,39,15.6,22,8.8,39,15.6,9,3.6,14,5.6,27030
27,31,372,44,11.83,11,2.96,35,9.41,38,10.22,45,12.1,77,20.7,42,11.29,55,14.78,8,2.15,17,4.57,27031
27,32,460,37,8.04,14,3.04,52,11.3,44,9.57,75,16.3,84,18.26,49,10.65,66,14.35,20,4.35,19,4.13,27032
27,33,498,29,5.82,19,3.82,46,9.24,58,11.65,70,14.06,109,21.89,57,11.45,72,14.46,22,4.42,16,3.21,27033
27,34,317,32,10.09,19,5.99,35,11.04,24,7.57,35,11.04,62,19.56,37,11.67,59,18.61,6,1.89,8,2.52,27034
27,35,630,25,3.97,19,3.02,59,9.37,78,12.38,105,16.67,134,21.27,100,15.87,67,10.63,32,5.08,11,1.75,27035
27,36,442,17,3.85,11,2.49,34,7.69,40,9.05,78,17.65,106,23.98,86,19.46,43,9.73,11,2.49,16,3.62,27036
27,37,450,32,7.11,24,5.33,46,10.22,42,9.33,76,16.89,88,19.56,50,11.11,61,13.56,18,4.0,13,2.89,27037
27,38,663,52,7.84,41,6.18,59,8.9,80,12.07,89,13.42,125,18.85,72,10.86,97,14.63,28,4.22,20,3.02,27038
27,39,409,35,8.56,12,2.93,43,10.51,40,9.78,56,13.69,91,22.25,50,12.22,64,15.65,3,0.73,15,3.67,27039
27,40,527,30,5.69,14,2.66,42,7.97,51,9.68,80,15.18,124,23.53,99,18.79,58,11.01,17,3.23,12,2.28,27040
27,41,506,53,10.47,20,3.95,49,9.68,32,6.32,77,15.22,103,20.36,60,11.86,80,15.81,12,2.37,20,3.95,27041
27,42,336,28,8.33,21,6.25,40,11.9,35,10.42,52,15.48,60,17.86,29,8.63,37,11.01,14,4.17,20,5.95,27042
27,43,320,33,10.31,19,5.94,31,9.69,37,11.56,49,15.31,58,18.13,30,9.38,47,14.69,5,1.56,11,3.44,27043
27,44,335,28,8.36,9,2.69,30,8.96,29,8.66,43,12.84,75,22.39,38,11.34,65,19.4,4,1.19,14,4.18,27044
27,45,887,50,5.64,41,4.62,80,9.02,96,10.82,148,16.69,194,21.87,137,15.45,86,9.7,40,4.51,15,1.69,27045
27,46,370,21,5.68,15,4.05,32,8.65,50,13.51,58,15.68,76,20.54,49,13.24,51,13.78,13,3.51,5,1.35,27046
27,47,354,36,10.17,17,4.8,34,9.6,37,10.45,55,15.54,64,18.08,36,10.17,50,14.12,13,3.67,12,3.39,27047
27,48,692,48,6.94,32,4.62,67,9.68,66,9.54,125,18.06,141,20.38,88,12.72,84,12.14,21,3.03,20,2.89,27048
27,49,371,45,12.13,12,3.23,29,7.82,35,9.43,61,16.44,69,18.6,32,8.63,55,14.82,14,3.77,19,5.12,27049
27,50,421,37,8.79,15,3.56,44,10.45,42,9.98,64,15.2,87,20.67,35,8.31,70,16.63,9,2.14,18,4.28,27050
28,1,243,19,7.82,7,2.88,19,7.82,27,11.11,39,16.05,51,20.99,26,10.7,41,16.87,2,0.82,12,4.94,28001
28,2,333,38,11.41,16,4.8,27,8.11,33,9.91,52,15.62,55,16.52,28,8.41,45,13.51,13,3.9,26,7.81,28002
28,3,299,32,10.7,14,4.68,25,8.36,20,6.69,40,13.38,67,22.41,31,10.37,51,17.06,8,2.68,11,3.68,28003
28,4,317,21,6.62,14,4.42,28,8.83,33,10.41,41,12.93,67,21.14,36,11.36,39,12.3,27,8.52,11,3.47,28004
28,5,317,33,10.41,20,6.31,28,8.83,28,8.83,35,11.04,65,20.5,42,13.25,45,14.2,10,3.15,11,3.47,28005
28,6,217,8,3.69,9,4.15,19,8.76,23,10.6,36,16.59,49,22.58,34,15.67,28,12.9,6,2.76,5,2.3,28006
28,7,356,28,7.87,18,5.06,26,7.3,25,7.02,42,11.8,73,20.51,48,13.48,67,18.82,11,3.09,18,5.06,28007
28,8,324,18,5.56,21,6.48,23,7.1,35,10.8,47,14.51,72,22.22,51,15.74,36,11.11,17,5.25,4,1.23,28008
28,9,323,38,11.76,20,6.19,30,9.29,30,9.29,31,9.6,66,20.43,31,9.6,58,17.96,5,1.55,14,4.33,28009
28,10,482,28,5.81,25,5.19,63,13.07,50,10.37,66,13.69,102,21.16,60,12.45,47,9.75,30,6.22,11,2.28,28010
28,11,886,56,6.32,31,3.5,109,12.3,82,9.26,118,13.32,168,18.96,148,16.7,103,11.63,40,4.51,31,3.5,28011
28,12,333,30,9.01,21,6.31,36,10.81,24,7.21,52,15.62,68,20.42,28,8.41,47,14.11,3,0.9,24,7.21,28012
28,13,417,34,8.15,19,4.56,47,11.27,41,9.83,54,12.95,92,22.06,30,7.19,79,18.94,7,1.68,14,3.36,28013
28,14,348,34,9.77,14,4.02,32,9.2,36,10.34,47,13.51,67,19.25,38,10.92,63,18.1,7,2.01,10,2.87,28014
28,15,91,14,15.38,1,1.1,7,7.69,11,12.09,17,18.68,16,17.58,5,5.49,14,15.38,4,4.4,2,2.2,28015
28,16,208,21,10.1,14,6.73,12,5.77,10,4.81,38,18.27,41,19.71,19,9.13,38,18.27,4,1.92,11,5.29,28016
28,17,316,31,9.81,11,3.48,29,9.18,26,8.23,30,9.49,68,21.52,39,12.34,66,20.89,6,1.9,10,3.16,28017
28,18,316,41,12.97,21,6.65,35,11.08,25,7.91,49,15.51,63,19.94,22,6.96,45,14.24,5,1.58,10,3.16,28018
28,19,347,28,8.07,20,5.76,30,8.65,28,8.07,58,16.71,63,18.16,69,19.88,32,9.22,11,3.17,8,2.31,28019
28,20,314,34,10.83,15,4.78,40,12.74,24,7.64,41,13.06,54,17.2,26,8.28,56,17.83,13,4.14,11,3.5,28020
28,21,350,35,10.0,17,4.86,31,8.86,29,8.29,38,10.86,73,20.86,31,8.86,66,18.86,16,4.57,14,4.0,28021
28,22,422,42,9.95,11,2.61,31,7.35,48,11.37,72,17.06,86,20.38,40,9.48,68,16.11,8,1.9,16,3.79,28022
28,23,517,40,7.74,15,2.9,50,9.67,38,7.35,54,10.44,112,21.66,70,13.54,109,21.08,7,1.35,22,4.26,28023
28,24,327,35,10.7,16,4.89,29,8.87,39,11.93,37,11.31,57,17.43,23,7.03,66,20.18,10,3.06,15,4.59,28024
28,25,610,43,7.05,17,2.79,40,6.56,51,8.36,80,13.11,137,22.46,91,14.92,115,18.85,7,1.15,29,4.75,28025
28,26,349,31,8.88,13,3.72,35,10.03,18,5.16,54,15.47,69,19.77,37,10.6,64,18.34,10,2.87,18,5.16,28026
28,27,477,26,5.45,23,4.82,56,11.74,45,9.43,79,16.56,92,19.29,72,15.09,47,9.85,25,5.24,12,2.52,28027
28,28,603,29,4.81,35,5.8,67,11.11,59,9.78,102,16.92,114,18.91,83,13.76,76,12.6,24,3.98,14,2.32,28028
28,29,168,13,7.74,11,6.55,15,8.93,14,8.33,16,9.52,30,17.86,18,10.71,35,20.83,4,2.38,12,7.14,28029
28,30,80,4,5.0,5,6.25,9,11.25,6,7.5,14,17.5,18,22.5,8,10.0,15,18.75,0,0.0,1,1.25,28030
28,31,517,68,13.15,40,7.74,55,10.64,41,7.93,56,10.83,106,20.5,47,9.09,68,13.15,11,2.13,25,4.84,28031
28,32,356,36,10.11,19,5.34,30,8.43,42,11.8,49,13.76,73,20.51,27,7.58,56,15.73,7,1.97,17,4.78,28032
28,33,418,37,8.85,19,4.55,46,11.0,34,8.13,42,10.05,88,21.05,38,9.09,83,19.86,9,2.15,22,5.26,28033
28,34,593,57,9.61,39,6.58,67,11.3,52,8.77,70,11.8,104,17.54,77,12.98,96,16.19,20,3.37,11,1.85,28034
28,35,348,30,8.62,18,5.17,40,11.49,23,6.61,43,12.36,74,21.26,33,9.48,65,18.68,9,2.59,13,3.74,28035
28,36,196,14,7.14,6,3.06,11,5.61,20,10.2,18,9.18,46,23.47,29,14.8,40,20.41,6,3.06,6,3.06,28036
28,37,489,36,7.36,20,4.09,30,6.13,36,7.36,56,11.45,107,21.88,72,14.72,101,20.65,12,2.45,19,3.89,28037
28,38,110,20,18.18,3,2.73,20,18.18,6,5.45,12,10.91,18,16.36,9,8.18,18,16.36,1,0.91,3,2.73,28038
28,39,271,22,8.12,14,5.17,25,9.23,20,7.38,31,11.44,54,19.93,35,12.92,53,19.56,5,1.85,12,4.43,28039
28,40,587,50,8.52,26,4.43,59,10.05,45,7.67,77,13.12,119,20.27,73,12.44,108,18.4,9,1.53,21,3.58,28040
28,41,292,29,9.93,14,4.79,27,9.25,29,9.93,51,17.47,57,19.52,24,8.22,38,13.01,5,1.71,18,6.16,28041
28,42,336,34,10.12,17,5.06,39,11.61,23,6.85,40,11.9,62,18.45,32,9.52,63,18.75,8,2.38,18,5.36,28042
28,43,429,49,11.42,17,3.96,40,9.32,46,10.72,63,14.69,83,19.35,42,9.79,69,16.08,5,1.17,15,3.5,28043
28,44,291,32,11.0,11,3.78,31,10.65,18,6.19,41,14.09,62,21.31,25,8.59,56,19.24,5,1.72,10,3.44,28044
28,45,417,19,4.56,21,5.04,42,10.07,47,11.27,68,16.31,83,19.9,62,14.87,31,7.43,28,6.71,16,3.84,28045
28,46,785,48,6.11,25,3.18,102,12.99,71,9.04,118,15.03,146,18.6,125,15.92,75,9.55,48,6.11,27,3.44,28046
29,1,724,55,7.6,37,5.11,95,13.12,62,8.56,120,16.57,135,18.65,93,12.85,76,10.5,27,3.73,24,3.31,29001
29,2,635,59,9.29,25,3.94,94,14.8,57,8.98,88,13.86,125,19.69,31,4.88,111,17.48,12,1.89,33,5.2,29002
29,3,502,64,12.75,38,7.57,65,12.95,46,9.16,74,14.74,88,17.53,18,3.59,81,16.14,9,1.79,19,3.78,29003
29,4,610,69,11.31,19,3.11,92,15.08,51,8.36,87,14.26,123,20.16,40,6.56,91,14.92,12,1.97,26,4.26,29004
29,5,302,25,8.28,14,4.64,37,12.25,44,14.57,49,16.23,41,13.58,13,4.3,50,16.56,6,1.99,23,7.62,29005
29,6,314,26,8.28,15,4.78,38,12.1,31,9.87,53,16.88,65,20.7,23,7.32,37,11.78,9,2.87,17,5.41,29006
29,7,583,44,7.55,22,3.77,68,11.66,41,7.03,107,18.35,116,19.9,86,14.75,62,10.63,17,2.92,20,3.43,29007
29,8,377,34,9.02,16,4.24,40,10.61,39,10.34,58,15.38,69,18.3,25,6.63,67,17.77,11,2.92,18,4.77,29008
29,9,604,61,10.1,38,6.29,98,16.23,40,6.62,92,15.23,112,18.54,62,10.26,69,11.42,13,2.15,19,3.15,29009
29,10,766,59,7.7,29,3.79,75,9.79,82,10.7,132,17.23,150,19.58,101,13.19,90,11.75,21,2.74,27,3.52,29010
29,11,233,34,14.59,15,6.44,33,14.16,23,9.87,33,14.16,39,16.74,7,3.0,34,14.59,2,0.86,13,5.58,29011
29,12,677,52,7.68,20,2.95,82,12.11,68,10.04,130,19.2,146,21.57,63,9.31,69,10.19,16,2.36,31,4.58,29012
29,13,493,52,10.55,26,5.27,67,13.59,44,8.92,75,15.21,91,18.46,26,5.27,79,16.02,9,1.83,24,4.87,29013
29,14,509,52,10.22,22,4.32,64,12.57,38,7.47,73,14.34,108,21.22,37,7.27,79,15.52,11,2.16,25,4.91,29014
29,15,696,62,8.91,27,3.88,94,13.51,55,7.9,121,17.39,153,21.98,61,8.76,83,11.93,7,1.01,33,4.74,29015
29,16,483,35,7.25,17,3.52,53,10.97,46,9.52,78,16.15,102,21.12,53,10.97,69,14.29,6,1.24,24,4.97,29016
29,17,581,32,5.51,26,4.48,66,11.36,34,5.85,112,19.28,144,24.78,89,15.32,54,9.29,11,1.89,13,2.24,29017
29,18,456,53,11.62,21,4.61,59,12.94,47,10.31,65,14.25,81,17.76,35,7.68,65,14.25,10,2.19,20,4.39,29018
29,19,540,43,7.96,27,5.0,74,13.7,58,10.74,76,14.07,112,20.74,29,5.37,79,14.63,11,2.04,31,5.74,29019
29,20,477,50,10.48,10,2.1,63,13.21,41,8.6,76,15.93,97,20.34,39,8.18,75,15.72,9,1.89,17,3.56,29020
29,21,497,60,12.07,31,6.24,66,13.28,52,10.46,69,13.88,78,15.69,25,5.03,77,15.49,14,2.82,25,5.03,29021
29,22,402,45,11.19,15,3.73,60,14.93,26,6.47,62,15.42,68,16.92,36,8.96,59,14.68,15,3.73,16,3.98,29022
29,23,561,31,5.53,30,5.35,87,15.51,59,10.52,64,11.41,99,17.65,68,12.12,81,14.44,23,4.1,19,3.39,29023
29,24,463,55,11.88,21,4.54,57,12.31,42,9.07,86,18.57,86,18.57,37,7.99,54,11.66,10,2.16,15,3.24,29024
29,25,635,69,10.87,31,4.88,79,12.44,56,8.82,105,16.54,124,19.53,46,7.24,78,12.28,13,2.05,34,5.35,29025
29,26,496,43,8.67,20,4.03,66,13.31,37,7.46,84,16.94,107,21.57,53,10.69,58,11.69,10,2.02,18,3.63,29026
29,27,431,49,11.37,32,7.42,34,7.89,47,10.9,73,16.94,76,17.63,26,6.03,62,14.39,13,3.02,19,4.41,29027
29,28,638,62,9.72,27,4.23,76,11.91,62,9.72,95,14.89,125,19.59,45,7.05,104,16.3,11,1.72,31,4.86,29028
29,29,469,41,8.74,23,4.9,88,18.76,56,11.94,46,9.81,53,11.3,55,11.73,76,16.2,21,4.48,10,2.13,29029
29,30,621,43,6.92,25,4.03,86,13.85,67,10.79,88,14.17,120,19.32,74,11.92,79,12.72,12,1.93,27,4.35,29030
29,31,348,30,8.62,18,5.17,66,18.97,34,9.77,42,12.07,50,14.37,54,15.52,32,9.2,19,5.46,3,0.86,29031
29,32,399,36,9.02,23,5.76,70,17.54,58,14.54,40,10.03,56,14.04,38,9.52,50,12.53,13,3.26,15,3.76,29032
29,33,356,30,8.43,16,4.49,43,12.08,35,9.83,49,13.76,74,20.79,28,7.87,56,15.73,10,2.81,15,4.21,29033
29,34,350,34,9.71,17,4.86,59,16.86,32,9.14,41,11.71,62,17.71,24,6.86,51,14.57,14,4.0,16,4.57,29034
29,35,321,40,12.46,9,2.8,31,9.66,26,8.1,60,18.69,60,18.69,21,6.54,49,15.26,9,2.8,16,4.98,29035
29,36,521,52,9.98,17,3.26,66,12.67,40,7.68,89,17.08,104,19.96,58,11.13,68,13.05,6,1.15,21,4.03,29036
29,37,522,48,9.2,21,4.02,78,14.94,29,5.56,88,16.86,107,20.5,30,5.75,90,17.24,7,1.34,24,4.6,29037
29,38,482,40,8.3,16,3.32,76,15.77,50,10.37,55,11.41,66,13.69,85,17.63,60,12.45,23,4.77,11,2.28,29038
29,39,358,33,9.22,26,7.26,74,20.67,30,8.38,38,10.61,54,15.08,56,15.64,29,8.1,11,3.07,7,1.96,29039
29,40,636,50,7.86,27,4.25,103,16.19,59,9.28,85,13.36,135,21.23,31,4.87,108,16.98,12,1.89,26,4.09,29040
29,41,433,37,8.55,16,3.7,58,13.39,34,7.85,71,16.4,94,21.71,34,7.85,69,15.94,6,1.39,14,3.23,29041
29,42,547,62,11.33,25,4.57,64,11.7,61,11.15,82,14.99,100,18.28,14,2.56,98,17.92,8,1.46,33,6.03,29042
29,43,694,63,9.08,26,3.75,92,13.26,71,10.23,122,17.58,133,19.16,79,11.38,74,10.66,12,1.73,22,3.17,29043
29,44,585,59,10.09,31,5.3,80,13.68,51,8.72,104,17.78,104,17.78,37,6.32,85,14.53,13,2.22,21,3.59,29044
30,1,579,46,7.94,31,5.35,87,15.03,78,13.47,64,11.05,96,16.58,76,13.13,66,11.4,18,3.11,17,2.94,30001
30,2,441,39,8.84,25,5.67,112,25.4,58,13.15,35,7.94,39,8.84,58,13.15,52,11.79,13,2.95,10,2.27,30002
30,3,494,28,5.67,12,2.43,68,13.77,44,8.91,79,15.99,105,21.26,71,14.37,48,9.72,28,5.67,11,2.23,30003
30,4,450,39,8.67,23,5.11,93,20.67,54,12.0,51,11.33,56,12.44,53,11.78,52,11.56,19,4.22,10,2.22,30004
30,5,352,34,9.66,15,4.26,92,26.14,40,11.36,23,6.53,26,7.39,53,15.06,53,15.06,12,3.41,4,1.14,30005
30,6,428,49,11.45,14,3.27,98,22.9,50,11.68,31,7.24,40,9.35,53,12.38,68,15.89,17,3.97,8,1.87,30006
30,7,543,37,6.81,18,3.31,99,18.23,51,9.39,71,13.08,81,14.92,89,16.39,57,10.5,30,5.52,10,1.84,30007
30,8,665,26,3.91,19,2.86,99,14.89,76,11.43,91,13.68,117,17.59,113,16.99,66,9.92,43,6.47,15,2.26,30008
30,9,378,38,10.05,28,7.41,69,18.25,31,8.2,46,12.17,51,13.49,45,11.9,43,11.38,16,4.23,11,2.91,30009
30,10,429,37,8.62,22,5.13,115,26.81,50,11.66,37,8.62,41,9.56,55,12.82,57,13.29,12,2.8,3,0.7,30010
30,11,415,46,11.08,14,3.37,115,27.71,34,8.19,39,9.4,34,8.19,62,14.94,53,12.77,9,2.17,9,2.17,30011
30,12,365,35,9.59,23,6.3,86,23.56,38,10.41,39,10.68,31,8.49,57,15.62,36,9.86,14,3.84,6,1.64,30012
30,13,427,40,9.37,24,5.62,96,22.48,34,7.96,34,7.96,53,12.41,63,14.75,47,11.01,15,3.51,21,4.92,30013
30,14,329,38,11.55,7,2.13,82,24.92,35,10.64,24,7.29,27,8.21,46,13.98,45,13.68,11,3.34,14,4.26,30014
30,15,685,28,4.09,24,3.5,80,11.68,72,10.51,115,16.79,135,19.71,103,15.04,72,10.51,40,5.84,16,2.34,30015
30,16,196,16,8.16,6,3.06,51,26.02,15,7.65,23,11.73,23,11.73,29,14.8,17,8.67,8,4.08,8,4.08,30016
30,17,427,39,9.13,21,4.92,71,16.63,55,12.88,56,13.11,56,13.11,63,14.75,41,9.6,15,3.51,10,2.34,30017
30,18,658,31,4.71,20,3.04,100,15.2,69,10.49,100,15.2,122,18.54,118,17.93,58,8.81,27,4.1,13,1.98,30018
30,19,446,39,8.74,24,5.38,112,25.11,45,10.09,40,8.97,50,11.21,53,11.88,50,11.21,18,4.04,15,3.36,30019
30,20,535,44,8.22,19,3.55,77,14.39,64,11.96,65,12.15,90,16.82,78,14.58,60,11.21,23,4.3,15,2.8,30020
30,21,331,34,10.27,22,6.65,75,22.66,37,11.18,29,8.76,32,9.67,37,11.18,44,13.29,12,3.63,9,2.72,30021
30,22,724,44,6.08,20,2.76,109,15.06,81,11.19,105,14.5,139,19.2,106,14.64,85,11.74,21,2.9,14,1.93,30022
30,23,536,30,5.6,25,4.66,83,15.49,74,13.81,63,11.75,87,16.23,79,14.74,54,10.07,30,5.6,11,2.05,30023
30,24,721,36,4.99,24,3.33,99,13.73,80,11.1,97,13.45,137,19.0,116,16.09,68,9.43,35,4.85,29,4.02,30024
30,25,725,48,6.62,25,3.45,96,13.24,90,12.41,101,13.93,125,17.24,116,16.0,67,9.24,42,5.79,15,2.07,30025
30,26,298,23,7.72,14,4.7,59,19.8,41,13.76,28,9.4,34,11.41,48,16.11,36,12.08,5,1.68,10,3.36,30026
30,27,356,32,8.99,21,5.9,71,19.94,41,11.52,33,9.27,44,12.36,46,12.92,48,13.48,14,3.93,6,1.69,30027
30,28,633,40,6.32,19,3.0,85,13.43,69,10.9,93,14.69,117,18.48,99,15.64,70,11.06,20,3.16,21,3.32,30028
30,29,256,17,6.64,8,3.13,60,23.44,29,11.33,27,10.55,27,10.55,47,18.36,23,8.98,11,4.3,7,2.73,30029
30,30,175,14,8.0,8,4.57,52,29.71,17,9.71,17,9.71,16,9.14,22,12.57,17,9.71,6,3.43,6,3.43,30030
30,31,344,35,10.17,17,4.94,71,20.64,44,12.79,33,9.59,38,11.05,46,13.37,44,12.79,13,3.78,3,0.87,30031
30,32,459,20,4.36,12,2.61,66,14.38,63,13.73,62,13.51,81,17.65,72,15.69,48,10.46,28,6.1,7,1.53,30032
31,1,233,21,9.01,8,3.43,54,23.18,17,7.3,26,11.16,25,10.73,42,18.03,21,9.01,13,5.58,6,2.58,31001
