ward,precinct,total,Maura McMahon Zeller,Maura McMahon Zeller Percent,Russell W. Hartigan,Russell W. Hartigan Percent,precinct_id
32,37,226,86,38.05,77,34.07,32037
32,38,200,68,34.0,76,38.0,32038
32,39,221,83,37.56,90,40.72,32039
32,40,242,79,32.64,102,42.15,32040
32,41,240,77,32.08,105,43.75,32041
32,42,178,62,34.83,65,36.52,32042
32,43,264,79,29.92,112,42.42,32043
33,1,316,96,30.38,113,35.76,33001
33,2,353,111,31.44,141,39.94,33002
33,3,414,145,35.02,142,34.3,33003
33,4,388,132,34.02,133,34.28,33004
33,5,220,67,30.45,77,35.0,33005
33,6,251,103,41.04,67,26.69,33006
33,7,294,108,36.73,107,36.39,33007
33,8,458,117,25.55,241,52.62,33008
33,9,274,90,32.85,102,37.23,33009
33,10,236,99,41.95,76,32.2,33010
33,11,288,107,37.15,90,31.25,33011
33,12,264,104,39.39,95,35.98,33012
33,13,266,104,39.1,89,33.46,33013
33,14,113,47,41.59,24,21.24,33014
33,15,280,98,35.0,93,33.21,33015
33,16,388,131,33.76,134,34.54,33016
33,17,264,92,34.85,90,34.09,33017
33,18,347,115,33.14,132,38.04,33018
33,19,319,115,36.05,97,30.41,33019
33,20,365,122,33.42,135,36.99,33020
33,21,292,96,32.88,94,32.19,33021
33,22,250,77,30.8,88,35.2,33022
33,23,310,104,33.55,113,36.45,33023
33,24,434,104,23.96,212,48.85,33024
33,25,349,113,32.38,137,39.26,33025
33,26,213,70,32.86,70,32.86,33026
33,27,310,105,33.87,97,31.29,33027
33,28,265,77,29.06,99,37.36,33028
34,1,247,80,32.39,54,21.86,34001
34,2,187,58,31.02,30,16.04,34002
34,3,221,74,33.48,49,22.17,34003
34,4,140,48,34.29,21,15.0,34004
34,5,199,53,26.63,35,17.59,34005
34,6,245,59,24.08,56,22.86,34006
34,7,259,62,23.94,55,21.24,34007
34,8,156,39,25.0,24,15.38,34008
34,9,118,33,27.97,28,23.73,34009
34,10,222,76,34.23,45,20.27,34010
34,11,155,29,18.71,39,25.16,34011
34,12,237,68,28.69,55,23.21,34012
34,13,227,62,27.31,50,22.03,34013
34,14,166,56,33.73,34,20.48,34014
34,15,175,54,30.86,45,25.71,34015
34,16,169,61,36.09,36,21.3,34016
34,17,276,91,32.97,55,19.93,34017
34,18,141,40,28.37,29,20.57,34018
34,19,206,62,30.1,42,20.39,34019
34,20,274,76,27.74,68,24.82,34020
34,21,270,83,30.74,51,18.89,34021
34,22,196,64,32.65,40,20.41,34022
34,23,180,49,27.22,48,26.67,34023
34,24,180,51,28.33,39,21.67,34024
34,25,328,111,33.84,62,18.9,34025
34,26,245,80,32.65,53,21.63,34026
34,27,159,41,25.79,34,21.38,34027
34,28,105,18,17.14,25,23.81,34028
34,29,171,48,28.07,29,16.96,34029
34,30,210,64,30.48,39,18.57,34030
34,31,134,43,32.09,28,20.9,34031
34,32,192,61,31.77,35,18.23,34032
34,33,141,43,30.5,29,20.57,34033
34,34,259,89,34.36,66,25.48,34034
34,35,238,73,30.67,58,24.37,34035
34,36,184,55,29.89,47,25.54,34036
34,37,104,37,35.58,17,16.35,34037
34,38,80,27,33.75,8,10.0,34038
34,39,130,30,23.08,22,16.92,34039
34,40,227,66,29.07,42,18.5,34040
34,41,134,40,29.85,33,24.63,34041
34,42,226,67,29.65,42,18.58,34042
34,43,210,56,26.67,46,21.9,34043
34,44,209,76,36.36,48,22.97,34044
34,45,182,54,29.67,46,25.27,34045
34,46,154,63,40.91,28,18.18,34046
34,47,222,66,29.73,45,20.27,34047
34,48,251,82,32.67,53,21.12,34048
34,49,205,91,44.39,34,16.59,34049
34,50,154,39,25.32,32,20.78,34050
34,51,249,81,32.53,52,20.88,34051
34,52,173,59,34.1,33,19.08,34052
34,53,121,37,30.58,32,26.45,34053
35,1,253,80,31.62,66,26.09,35001
35,2,258,82,31.78,108,41.86,35002
35,3,207,68,32.85,54,26.09,35003
35,4,236,85,36.02,77,32.63,35004
35,5,189,66,34.92,65,34.39,35005
35,6,239,69,28.87,84,35.15,35006
35,7,253,88,34.78,75,29.64,35007
35,8,232,81,34.91,73,31.47,35008
35,9,187,81,43.32,49,26.2,35009
35,10,327,111,33.94,98,29.97,35010
35,11,250,104,41.6,67,26.8,35011
35,12,140,55,39.29,36,25.71,35012
35,13,137,62,45.26,27,19.71,35013
35,14,180,68,37.78,39,21.67,35014
35,15,282,106,37.59,89,31.56,35015
35,16,129,53,41.09,33,25.58,35016
35,17,216,79,36.57,69,31.94,35017
35,18,165,71,43.03,37,22.42,35018
35,19,140,50,35.71,34,24.29,35019
35,20,210,81,38.57,55,26.19,35020
35,21,223,86,38.57,58,26.01,35021
35,22,281,98,34.88,79,28.11,35022
35,23,245,87,35.51,68,27.76,35023
35,24,202,67,33.17,60,29.7,35024
35,25,193,53,27.46,77,39.9,35025
35,26,203,86,42.36,59,29.06,35026
35,27,225,89,39.56,69,30.67,35027
35,28,223,80,35.87,71,31.84,35028
35,29,193,85,44.04,63,32.64,35029
35,30,194,70,36.08,59,30.41,35030
35,31,207,70,33.82,69,33.33,35031
36,1,163,80,49.08,42,25.77,36001
36,2,201,82,40.8,41,20.4,36002
36,3,149,52,34.9,39,26.17,36003
36,4,152,65,42.76,36,23.68,36004
36,5,109,44,40.37,28,25.69,36005
36,6,133,53,39.85,30,22.56,36006
36,7,195,79,40.51,61,31.28,36007
36,8,131,46,35.11,39,29.77,36008
36,9,156,66,42.31,35,22.44,36009
36,10,204,72,35.29,59,28.92,36010
36,11,109,42,38.53,34,31.19,36011
36,12,92,34,36.96,25,27.17,36012
36,13,109,47,43.12,32,29.36,36013
36,14,168,65,38.69,54,32.14,36014
36,15,186,67,36.02,63,33.87,36015
36,16,156,58,37.18,49,31.41,36016
36,17,206,82,39.81,64,31.07,36017
36,18,171,67,39.18,60,35.09,36018
36,19,220,90,40.91,53,24.09,36019
36,20,171,61,35.67,46,26.9,36020
36,21,151,65,43.05,34,22.52,36021
36,22,124,40,32.26,37,29.84,36022
36,23,121,55,45.45,28,23.14,36023
36,24,191,100,52.36,36,18.85,36024
36,25,165,75,45.45,35,21.21,36025
36,26,150,49,32.67,43,28.67,36026
36,27,146,56,38.36,39,26.71,36027
36,28,148,63,42.57,43,29.05,36028
36,29,196,70,35.71,52,26.53,36029
36,30,159,57,35.85,46,28.93,36030
37,1,161,41,25.47,39,24.22,37001
37,2,118,48,40.68,21,17.8,37002
37,3,112,34,30.36,30,26.79,37003
37,4,118,37,31.36,36,30.51,37004
37,5,198,58,29.29,38,19.19,37005
37,6,178,52,29.21,38,21.35,37006
37,7,110,43,39.09,25,22.73,37007
37,8,97,31,31.96,26,26.8,37008
37,9,180,58,32.22,37,20.56,37009
37,10,200,81,40.5,48,24.0,37010
37,11,94,32,34.04,17,18.09,37011
37,12,136,49,36.03,33,24.26,37012
37,13,132,37,28.03,37,28.03,37013
37,14,174,56,32.18,46,26.44,37014
37,15,186,56,30.11,39,20.97,37015
37,16,179,62,34.64,29,16.2,37016
37,17,119,31,26.05,31,26.05,37017
37,18,171,49,28.65,47,27.49,37018
37,19,125,32,25.6,44,35.2,37019
37,20,124,36,29.03,34,27.42,37020
37,21,121,46,38.02,32,26.45,37021
37,22,139,52,37.41,29,20.86,37022
37,23,175,58,33.14,37,21.14,37023
37,24,167,58,34.73,39,23.35,37024
37,25,153,50,32.68,40,26.14,37025
37,26,211,54,25.59,42,19.91,37026
37,27,144,42,29.17,36,25.0,37027
37,28,157,48,30.57,36,22.93,37028
37,29,148,42,28.38,37,25.0,37029
37,30,165,45,27.27,39,23.64,37030
37,31,179,56,31.28,41,22.91,37031
37,32,151,45,29.8,39,25.83,37032
37,33,184,45,24.46,47,25.54,37033
37,34,166,41,24.7,45,27.11,37034
37,35,220,52,23.64,56,25.45,37035
37,36,141,43,30.5,31,21.99,37036
37,37,193,60,31.09,43,22.28,37037
37,38,199,53,26.63,45,22.61,37038
37,39,142,30,21.13,33,23.24,37039
37,40,203,59,29.06,45,22.17,37040
37,41,163,62,38.04,36,22.09,37041
38,1,169,63,37.28,56,33.14,38001
38,2,136,71,52.21,43,31.62,38002
38,3,143,55,38.46,42,29.37,38003
38,4,180,73,40.56,60,33.33,38004
38,5,147,60,40.82,54,36.73,38005
38,6,116,58,50.0,25,21.55,38006
38,7,138,49,35.51,47,34.06,38007
38,8,159,61,38.36,51,32.08,38008
38,9,179,80,44.69,51,28.49,38009
38,10,142,54,38.03,47,33.1,38010
38,11,145,43,29.66,49,33.79,38011
38,12,149,63,42.28,47,31.54,38012
38,13,184,76,41.3,55,29.89,38013
38,14,181,64,35.36,67,37.02,38014
38,15,170,68,40.0,40,23.53,38015
38,16,159,69,43.4,46,28.93,38016
38,17,187,72,38.5,64,34.22,38017
38,18,191,78,40.84,62,32.46,38018
38,19,207,74,35.75,82,39.61,38019
38,20,146,49,33.56,57,39.04,38020
38,21,167,65,38.92,51,30.54,38021
38,22,188,75,39.89,71,37.77,38022
38,23,211,87,41.23,73,34.6,38023
38,24,184,88,47.83,54,29.35,38024
38,25,157,58,36.94,58,36.94,38025
38,26,151,70,46.36,43,28.48,38026
38,27,155,64,41.29,45,29.03,38027
38,28,185,66,35.68,66,35.68,38028
38,29,179,83,46.37,56,31.28,38029
38,30,149,55,36.91,49,32.89,38030
38,31,231,78,33.77,82,35.5,38031
38,32,172,69,40.12,55,31.98,38032
38,33,153,61,39.87,42,27.45,38033
38,34,178,69,38.76,50,28.09,38034
38,35,195,85,43.59,53,27.18,38035
38,36,155,61,39.35,52,33.55,38036
38,37,165,60,36.36,45,27.27,38037
38,38,152,55,36.18,42,27.63,38038
38,39,242,101,41.74,75,30.99,38039
38,40,196,77,39.29,60,30.61,38040
38,41,217,89,41.01,65,29.95,38041
39,1,206,75,36.41,94,45.63,39001
39,2,144,41,28.47,62,43.06,39002
39,3,264,79,29.92,118,44.7,39003
39,4,196,58,29.59,95,48.47,39004
39,5,207,70,33.82,77,37.2,39005
39,6,209,79,37.8,78,37.32,39006
39,7,178,68,38.2,67,37.64,39007
39,8,190,73,38.42,61,32.11,39008
39,9,157,60,38.22,60,38.22,39009
39,10,124,54,43.55,31,25.0,39010
39,11,175,73,41.71,53,30.29,39011
39,12,260,90,34.62,79,30.38,39012
39,13,153,58,37.91,53,34.64,39013
39,14,198,76,38.38,68,34.34,39014
39,15,197,62,31.47,83,42.13,39015
39,16,129,49,37.98,36,27.91,39016
39,17,226,77,34.07,94,41.59,39017
39,18,207,80,38.65,67,32.37,39018
39,19,219,70,31.96,76,34.7,39019
39,20,235,88,37.45,92,39.15,39020
39,21,168,55,32.74,62,36.9,39021
39,22,141,61,43.26,37,26.24,39022
39,23,219,71,32.42,93,42.47,39023
39,24,213,80,37.56,85,39.91,39024
39,25,143,52,36.36,58,40.56,39025
39,26,146,62,42.47,47,32.19,39026
39,27,41,12,29.27,21,51.22,39027
39,28,312,102,32.69,117,37.5,39028
39,29,128,49,38.28,39,30.47,39029
39,30,237,85,35.86,88,37.13,39030
39,31,199,74,37.19,67,33.67,39031
39,32,152,57,37.5,48,31.58,39032
39,33,192,74,38.54,72,37.5,39033
39,34,229,78,34.06,91,39.74,39034
39,35,208,77,37.02,96,46.15,39035
39,36,57,17,29.82,29,50.88,39036
39,37,190,47,24.74,105,55.26,39037
39,38,137,52,37.96,61,44.53,39038
39,39,164,55,33.54,60,36.59,39039
39,40,193,75,38.86,75,38.86,39040
39,41,236,65,27.54,109,46.19,39041
39,42,234,81,34.62,111,47.44,39042
39,43,187,64,34.22,79,42.25,39043
39,44,152,52,34.21,67,44.08,39044
39,45,197,61,30.96,86,43.65,39045
40,1,195,70,35.9,64,32.82,40001
40,2,199,59,29.65,80,40.2,40002
40,3,324,96,29.63,133,41.05,40003
40,4,104,28,26.92,36,34.62,40004
40,5,267,70,26.22,138,51.69,40005
40,6,353,135,38.24,124,35.13,40006
40,7,270,85,31.48,123,45.56,40007
40,8,360,127,35.28,139,38.61,40008
40,9,172,63,36.63,48,27.91,40009
40,10,215,71,33.02,50,23.26,40010
40,11,289,105,36.33,96,33.22,40011
40,12,224,79,35.27,97,43.3,40012
40,13,456,145,31.8,161,35.31,40013
40,14,175,60,34.29,63,36.0,40014
40,15,200,81,40.5,59,29.5,40015
40,16,388,108,27.84,181,46.65,40016
40,17,211,58,27.49,98,46.45,40017
40,18,172,55,31.98,69,40.12,40018
40,19,273,102,37.36,87,31.87,40019
40,20,194,61,31.44,67,34.54,40020
40,21,319,107,33.54,110,34.48,40021
40,22,293,82,27.99,122,41.64,40022
40,23,375,112,29.87,137,36.53,40023
40,24,182,63,34.62,54,29.67,40024
40,25,340,92,27.06,132,38.82,40025
40,26,321,103,32.09,113,35.2,40026
40,27,348,137,39.37,113,32.47,40027
40,28,305,98,32.13,114,37.38,40028
40,29,250,77,30.8,120,48.0,40029
40,30,206,67,32.52,93,45.15,40030
40,31,324,104,32.1,129,39.81,40031
40,32,311,109,35.05,111,35.69,40032
40,33,293,85,29.01,115,39.25,40033
40,34,203,61,30.05,80,39.41,40034
40,35,108,36,33.33,28,25.93,40035
40,36,241,64,26.56,101,41.91,40036
40,37,253,91,35.97,87,34.39,40037
40,38,370,121,32.7,154,41.62,40038
40,39,66,17,25.76,15,22.73,40039
41,1,185,64,34.59,82,44.32,41001
41,2,167,72,43.11,68,40.72,41002
41,3,185,59,31.89,83,44.86,41003
41,4,209,72,34.45,96,45.93,41004
41,5,219,86,39.27,92,42.01,41005
41,6,281,89,31.67,135,48.04,41006
41,7,190,56,29.47,85,44.74,41007
41,8,199,63,31.66,85,42.71,41008
41,9,167,53,31.74,79,47.31,41009
41,10,237,78,32.91,122,51.48,41010
41,11,213,71,33.33,94,44.13,41011
41,12,165,60,36.36,58,35.15,41012
41,13,188,57,30.32,72,38.3,41013
41,14,260,73,28.08,136,52.31,41014
41,15,229,72,31.44,115,50.22,41015
41,16,173,67,38.73,60,34.68,41016
41,17,178,74,41.57,63,35.39,41017
41,18,168,60,35.71,66,39.29,41018
41,19,221,68,30.77,104,47.06,41019
41,20,130,49,37.69,54,41.54,41020
41,21,199,69,34.67,85,42.71,41021
41,22,235,93,39.57,76,32.34,41022
41,23,164,49,29.88,75,45.73,41023
41,24,161,60,37.27,53,32.92,41024
41,25,102,37,36.27,30,29.41,41025
41,26,200,83,41.5,72,36.0,41026
41,27,109,47,43.12,33,30.28,41027
41,28,138,53,38.41,36,26.09,41028
41,29,93,37,39.78,33,35.48,41029
41,30,169,55,32.54,61,36.09,41030
41,31,203,78,38.42,84,41.38,41031
41,32,174,51,29.31,78,44.83,41032
41,33,171,74,43.27,56,32.75,41033
41,34,167,58,34.73,68,40.72,41034
41,35,226,91,40.27,83,36.73,41035
41,36,189,62,32.8,72,38.1,41036
41,37,228,77,33.77,97,42.54,41037
41,38,176,67,38.07,64,36.36,41038
41,39,243,80,32.92,114,46.91,41039
41,40,183,63,34.43,83,45.36,41040
41,41,162,66,40.74,51,31.48,41041
41,42,178,65,36.52,79,44.38,41042
41,43,181,77,42.54,66,36.46,41043
41,44,187,68,36.36,83,44.39,41044
41,45,198,75,37.88,74,37.37,41045
41,46,232,67,28.88,100,43.1,41046
41,47,221,75,33.94,91,41.18,41047
42,1,193,54,27.98,94,48.7,42001
42,2,191,59,30.89,65,34.03,42002
42,3,212,54,25.47,92,43.4,42003
42,4,395,155,39.24,135,34.18,42004
42,5,169,68,40.24,61,36.09,42005
42,6,238,79,33.19,86,36.13,42006
42,7,240,79,32.92,109,45.42,42007
42,8,215,74,34.42,88,40.93,42008
42,9,271,103,38.01,90,33.21,42009
42,10,314,104,33.12,133,42.36,42010
42,11,80,30,37.5,31,38.75,42011
42,12,198,74,37.37,77,38.89,42012
42,13,263,114,43.35,92,34.98,42013
42,14,205,66,32.2,91,44.39,42014
42,15,216,85,39.35,71,32.87,42015
42,16,209,58,27.75,95,45.45,42016
42,17,183,65,35.52,70,38.25,42017
42,18,171,60,35.09,61,35.67,42018
42,19,256,75,29.3,126,49.22,42019
42,20,175,72,41.14,62,35.43,42020
42,21,162,51,31.48,78,48.15,42021
42,22,75,21,28.0,37,49.33,42022
42,23,193,58,30.05,93,48.19,42023
42,24,148,47,31.76,68,45.95,42024
42,25,216,78,36.11,90,41.67,42025
42,26,240,84,35.0,82,34.17,42026
42,27,188,69,36.7,67,35.64,42027
42,28,205,80,39.02,73,35.61,42028
42,29,173,67,38.73,61,35.26,42029
42,30,165,54,32.73,83,50.3,42030
42,31,224,71,31.7,85,37.95,42031
42,32,180,70,38.89,58,32.22,42032
42,33,264,97,36.74,95,35.98,42033
42,34,170,71,41.76,64,37.65,42034
42,35,249,97,38.96,90,36.14,42035
42,36,228,80,35.09,86,37.72,42036
42,37,143,55,38.46,56,39.16,42037
42,38,178,75,42.13,54,30.34,42038
42,39,231,87,37.66,86,37.23,42039
42,40,220,83,37.73,80,36.36,42040
42,41,196,69,35.2,75,38.27,42041
42,42,387,122,31.52,181,46.77,42042
43,1,113,43,38.05,39,34.51,43001
43,2,234,61,26.07,121,51.71,43002
43,3,241,69,28.63,121,50.21,43003
43,4,217,57,26.27,103,47.47,43004
43,5,208,45,21.63,127,61.06,43005
43,6,169,63,37.28,64,37.87,43006
43,7,157,32,20.38,90,57.32,43007
43,8,165,42,25.45,91,55.15,43008
43,9,248,69,27.82,117,47.18,43009
43,10,290,76,26.21,146,50.34,43010
43,11,166,48,28.92,89,53.61,43011
43,12,128,34,26.56,62,48.44,43012
43,13,196,57,29.08,74,37.76,43013
43,14,265,68,25.66,137,51.7,43014
43,15,231,87,37.66,85,36.8,43015
43,16,240,77,32.08,85,35.42,43016
43,17,173,52,30.06,89,51.45,43017
43,18,238,66,27.73,108,45.38,43018
43,19,235,50,21.28,128,54.47,43019
43,20,251,74,29.48,115,45.82,43020
43,21,230,53,23.04,114,49.57,43021
43,22,173,45,26.01,87,50.29,43022
43,23,154,45,29.22,84,54.55,43023
43,24,145,52,35.86,58,40.0,43024
43,25,205,65,31.71,101,49.27,43025
43,26,187,48,25.67,92,49.2,43026
43,27,235,77,32.77,115,48.94,43027
43,28,196,57,29.08,93,47.45,43028
43,29,273,79,28.94,144,52.75,43029
43,30,278,84,30.22,124,44.6,43030
43,31,231,66,28.57,103,44.59,43031
43,32,251,64,25.5,130,51.79,43032
43,33,257,54,21.01,139,54.09,43033
43,34,143,50,34.97,62,43.36,43034
43,35,214,49,22.9,123,57.48,43035
43,36,127,44,34.65,46,36.22,43036
43,37,203,65,32.02,75,36.95,43037
43,38,174,42,24.14,101,58.05,43038
43,39,160,55,34.38,61,38.13,43039
43,40,175,53,30.29,61,34.86,43040
43,41,309,93,30.1,149,48.22,43041
43,42,208,77,37.02,86,41.35,43042
43,43,235,56,23.83,130,55.32,43043
43,44,211,58,27.49,106,50.24,43044
43,45,163,42,25.77,91,55.83,43045
43,46,116,39,33.62,44,37.93,43046
44,1,308,104,33.77,116,37.66,44001
44,2,228,76,33.33,112,49.12,44002
44,3,194,63,32.47,90,46.39,44003
44,4,168,38,22.62,88,52.38,44004
44,5,198,56,28.28,80,40.4,44005
44,6,335,105,31.34,133,39.7,44006
44,7,199,60,30.15,99,49.75,44007
44,8,234,77,32.91,96,41.03,44008
44,9,219,68,31.05,88,40.18,44009
44,10,216,69,31.94,89,41.2,44010
44,11,273,86,31.5,111,40.66,44011
44,12,275,78,28.36,126,45.82,44012
44,13,201,56,27.86,80,39.8,44013
44,14,155,53,34.19,62,40.0,44014
44,15,244,76,31.15,100,40.98,44015
44,16,278,79,28.42,124,44.6,44016
44,17,318,103,32.39,144,45.28,44017
44,18,242,70,28.93,106,43.8,44018
44,19,319,93,29.15,136,42.63,44019
44,20,234,76,32.48,98,41.88,44020
44,21,265,85,32.08,99,37.36,44021
44,22,281,73,25.98,113,40.21,44022
44,23,259,74,28.57,102,39.38,44023
44,24,178,53,29.78,72,40.45,44024
44,25,264,78,29.55,110,41.67,44025
44,26,310,98,31.61,125,40.32,44026
44,27,318,96,30.19,136,42.77,44027
44,28,233,86,36.91,86,36.91,44028
44,29,263,96,36.5,98,37.26,44029
44,30,276,90,32.61,114,41.3,44030
44,31,185,62,33.51,73,39.46,44031
44,32,263,89,33.84,103,39.16,44032
44,33,223,82,36.77,79,35.43,44033
44,34,285,95,33.33,105,36.84,44034
44,35,218,71,32.57,93,42.66,44035
44,36,217,73,33.64,89,41.01,44036
44,37,335,92,27.46,138,41.19,44037
44,38,220,69,31.36,79,35.91,44038
44,39,239,58,24.27,118,49.37,44039
44,40,243,74,30.45,102,41.98,44040
44,41,337,106,31.45,132,39.17,44041
45,1,217,78,35.94,81,37.33,45001
45,2,221,78,35.29,80,36.2,45002
45,3,238,85,35.71,85,35.71,45003
45,4,316,111,35.13,111,35.13,45004
45,5,265,81,30.57,102,38.49,45005
45,6,341,101,29.62,148,43.4,45006
45,7,351,122,34.76,138,39.32,45007
45,8,202,93,46.04,57,28.22,45008
45,9,206,80,38.83,56,27.18,45009
45,10,203,76,37.44,73,35.96,45010
45,11,154,64,41.56,47,30.52,45011
45,12,184,59,32.07,74,40.22,45012
45,13,211,63,29.86,77,36.49,45013
45,14,305,107,35.08,107,35.08,45014
45,15,321,122,38.01,114,35.51,45015
45,16,193,54,27.98,82,42.49,45016
45,17,230,73,31.74,85,36.96,45017
45,18,203,70,34.48,76,37.44,45018
45,19,104,36,34.62,31,29.81,45019
45,20,129,54,41.86,43,33.33,45020
45,21,168,68,40.48,50,29.76,45021
45,22,131,56,42.75,44,33.59,45022
45,23,146,57,39.04,43,29.45,45023
45,24,128,47,36.72,47,36.72,45024
45,25,121,43,35.54,46,38.02,45025
45,26,85,23,27.06,44,51.76,45026
45,27,181,72,39.78,62,34.25,45027
45,28,125,37,29.6,53,42.4,45028
45,29,95,30,31.58,45,47.37,45029
45,30,180,63,35.0,54,30.0,45030
45,31,182,68,37.36,53,29.12,45031
45,32,176,56,31.82,71,40.34,45032
45,33,158,54,34.18,54,34.18,45033
45,34,233,93,39.91,73,31.33,45034
45,35,239,87,36.4,91,38.08,45035
45,36,219,78,35.62,80,36.53,45036
45,37,188,59,31.38,73,38.83,45037
45,38,192,64,33.33,91,47.4,45038
45,39,179,68,37.99,61,34.08,45039
45,40,152,50,32.89,56,36.84,45040
45,41,179,76,42.46,55,30.73,45041
45,42,202,93,46.04,66,32.67,45042
45,43,177,67,37.85,60,33.9,45043
45,44,214,82,38.32,84,39.25,45044
45,45,121,31,25.62,48,39.67,45045
45,46,118,44,37.29,47,39.83,45046
45,47,124,47,37.9,44,35.48,45047
45,48,123,48,39.02,49,39.84,45048
46,1,223,66,29.6,81,36.32,46001
46,2,251,82,32.67,84,33.47,46002
46,3,344,111,32.27,144,41.86,46003
46,4,274,92,33.58,91,33.21,46004
46,5,303,96,31.68,124,40.92,46005
46,6,238,87,36.55,76,31.93,46006
46,7,297,105,35.35,112,37.71,46007
46,8,183,83,45.36,42,22.95,46008
46,9,332,132,39.76,105,31.63,46009
46,10,417,146,35.01,148,35.49,46010
46,11,223,85,38.12,66,29.6,46011
46,12,341,124,36.36,118,34.6,46012
46,13,263,87,33.08,109,41.44,46013
46,14,201,89,44.28,54,26.87,46014
46,15,280,102,36.43,98,35.0,46015
46,16,372,145,38.98,133,35.75,46016
46,17,337,113,33.53,116,34.42,46017
46,18,312,118,37.82,99,31.73,46018
46,19,217,81,37.33,77,35.48,46019
46,20,208,58,27.88,86,41.35,46020
46,21,155,45,29.03,53,34.19,46021
46,22,204,79,38.73,63,30.88,46022
46,23,235,82,34.89,73,31.06,46023
46,24,326,118,36.2,109,33.44,46024
46,25,256,86,33.59,90,35.16,46025
46,26,342,100,29.24,121,35.38,46026
46,27,344,119,34.59,100,29.07,46027
46,28,184,57,30.98,87,47.28,46028
46,29,181,77,42.54,67,37.02,46029
46,30,306,114,37.25,94,30.72,46030
46,31,292,109,37.33,103,35.27,46031
46,32,233,85,36.48,72,30.9,46032
46,33,292,110,37.67,103,35.27,46033
46,34,302,106,35.1,115,38.08,46034
46,35,211,83,39.34,79,37.44,46035
46,36,270,83,30.74,109,40.37,46036
46,37,183,72,39.34,50,27.32,46037
46,38,271,89,32.84,75,27.68,46038
46,39,220,72,32.73,69,31.36,46039
46,40,259,65,25.1,125,48.26,46040
47,1,188,52,27.66,93,49.47,47001
47,2,293,103,35.15,130,44.37,47002
47,3,231,81,35.06,98,42.42,47003
47,4,334,120,35.93,125,37.43,47004
47,5,290,95,32.76,114,39.31,47005
47,6,295,123,41.69,96,32.54,47006
47,7,269,93,34.57,89,33.09,47007
47,8,290,106,36.55,117,40.34,47008
47,9,245,71,28.98,98,40.0,47009
47,10,406,146,35.96,153,37.68,47010
47,11,245,91,37.14,100,40.82,47011
47,12,301,122,40.53,117,38.87,47012
47,13,324,82,25.31,152,46.91,47013
47,14,257,102,39.69,104,40.47,47014
47,15,405,146,36.05,141,34.81,47015
47,16,308,122,39.61,124,40.26,47016
47,17,289,104,35.99,113,39.1,47017
47,18,267,88,32.96,111,41.57,47018
47,19,433,168,38.8,145,33.49,47019
47,20,287,87,30.31,126,43.9,47020
47,21,289,95,32.87,108,37.37,47021
47,22,344,122,35.47,136,39.53,47022
47,23,391,115,29.41,161,41.18,47023
47,24,306,113,36.93,123,40.2,47024
47,25,287,104,36.24,124,43.21,47025
47,26,369,121,32.79,159,43.09,47026
47,27,241,73,30.29,100,41.49,47027
47,28,277,100,36.1,111,40.07,47028
47,29,299,95,31.77,117,39.13,47029
47,30,370,98,26.49,165,44.59,47030
47,31,319,98,30.72,141,44.2,47031
47,32,374,87,23.26,184,49.2,47032
47,33,247,83,33.6,108,43.72,47033
47,34,351,115,32.76,149,42.45,47034
47,35,285,72,25.26,146,51.23,47035
47,36,365,127,34.79,144,39.45,47036
47,37,280,105,37.5,98,35.0,47037
47,38,283,85,30.04,121,42.76,47038
47,39,311,110,35.37,121,38.91,47039
47,40,353,125,35.41,154,43.63,47040
47,41,364,116,31.87,154,42.31,47041
47,42,291,87,29.9,120,41.24,47042
47,43,231,88,38.1,89,38.53,47043
47,44,209,58,27.75,96,45.93,47044
47,45,304,103,33.88,131,43.09,47045
47,46,267,94,35.21,104,38.95,47046
47,47,307,111,36.16,125,40.72,47047
47,48,30,9,30.0,9,30.0,47048
48,1,326,130,39.88,96,29.45,48001
48,2,147,40,27.21,74,50.34,48002
48,3,328,110,33.54,107,32.62,48003
48,4,273,103,37.73,97,35.53,48004
48,5,172,58,33.72,66,38.37,48005
48,6,359,141,39.28,101,28.13,48006
48,7,324,106,32.72,133,41.05,48007
48,8,144,58,40.28,59,40.97,48008
48,9,197,81,41.12,50,25.38,48009
48,10,461,155,33.62,187,40.56,48010
48,11,270,82,30.37,115,42.59,48011
48,12,390,134,34.36,134,34.36,48012
48,13,353,141,39.94,106,30.03,48013
48,14,129,38,29.46,45,34.88,48014
48,15,173,78,45.09,44,25.43,48015
48,16,292,102,34.93,92,31.51,48016
48,17,248,97,39.11,78,31.45,48017
48,18,173,71,41.04,46,26.59,48018
48,19,252,80,31.75,98,38.89,48019
48,20,356,124,34.83,139,39.04,48020
48,21,352,135,38.35,82,23.3,48021
48,22,261,102,39.08,79,30.27,48022
48,23,296,104,35.14,128,43.24,48023
48,24,285,115,40.35,87,30.53,48024
48,25,268,88,32.84,120,44.78,48025
48,26,115,38,33.04,46,40.0,48026
48,27,267,107,40.07,66,24.72,48027
48,28,260,99,38.08,67,25.77,48028
48,29,71,32,45.07,26,36.62,48029
48,30,289,86,29.76,123,42.56,48030
48,31,313,105,33.55,96,30.67,48031
48,32,298,101,33.89,92,30.87,48032
48,33,172,58,33.72,77,44.77,48033
48,34,244,98,40.16,94,38.52,48034
48,35,170,70,41.18,48,28.24,48035
48,36,174,75,43.1,52,29.89,48036
