ward,precinct,total,Arthur D. Sutton,Arthur D. Sutton Percent,Bonnie Carol McGrath,Bonnie Carol McGrath Percent,Jennifer Patricia Callahan,Jennifer Patricia Callahan Percent,Chris Stacey,Chris Stacey Percent,Joy E. Tolbert Nelson,Joy E. Tolbert Nelson Percent,Joseph Chico,Joseph Chico Percent,precinct_id
15,24,93,23,24.73,16,17.2,14,15.05,23,24.73,11,11.83,6,6.45,15024
16,1,174,18,10.34,10,5.75,40,22.99,23,13.22,5,2.87,78,44.83,16001
16,2,145,37,25.52,16,11.03,34,23.45,24,16.55,12,8.28,22,15.17,16002
16,3,112,40,35.71,15,13.39,19,16.96,17,15.18,14,12.5,7,6.25,16003
16,4,135,33,24.44,14,10.37,29,21.48,28,20.74,13,9.63,18,13.33,16004
16,5,89,23,25.84,7,7.87,21,23.6,18,20.22,12,13.48,8,8.99,16005
16,6,145,44,30.34,20,13.79,32,22.07,27,18.62,14,9.66,8,5.52,16006
16,7,133,31,23.31,9,6.77,27,20.3,28,21.05,17,12.78,21,15.79,16007
16,8,78,11,14.1,9,11.54,20,25.64,13,16.67,8,10.26,17,21.79,16008
16,9,130,40,30.77,12,9.23,14,10.77,37,28.46,16,12.31,11,8.46,16009
16,10,121,30,24.79,15,12.4,24,19.83,24,19.83,22,18.18,6,4.96,16010
16,11,132,28,21.21,8,6.06,32,24.24,28,21.21,13,9.85,23,17.42,16011
16,12,112,24,21.43,10,8.93,28,25.0,21,18.75,16,14.29,13,11.61,16012
16,13,132,12,9.09,17,12.88,26,19.7,18,13.64,9,6.82,50,37.88,16013
16,14,103,30,29.13,11,10.68,25,24.27,22,21.36,12,11.65,3,2.91,16014
16,15,145,40,27.59,13,8.97,32,22.07,34,23.45,15,10.34,11,7.59,16015
16,16,122,30,24.59,18,14.75,21,17.21,31,25.41,15,12.3,7,5.74,16016
16,17,146,21,14.38,20,13.7,36,24.66,21,14.38,6,4.11,42,28.77,16017
16,18,98,18,18.37,10,10.2,21,21.43,18,18.37,7,7.14,24,24.49,16018
16,19,144,37,25.69,17,11.81,24,16.67,22,15.28,19,13.19,25,17.36,16019
16,20,106,31,29.25,9,8.49,23,21.7,22,20.75,13,12.26,8,7.55,16020
16,21,113,33,29.2,12,10.62,28,24.78,18,15.93,14,12.39,8,7.08,16021
16,22,114,34,29.82,14,12.28,23,20.18,20,17.54,8,7.02,15,13.16,16022
16,23,141,19,13.48,10,7.09,40,28.37,19,13.48,5,3.55,48,34.04,16023
16,24,73,19,26.03,7,9.59,20,27.4,13,17.81,7,9.59,7,9.59,16024
16,25,155,38,24.52,13,8.39,34,21.94,28,18.06,27,17.42,15,9.68,16025
16,26,115,37,32.17,12,10.43,20,17.39,25,21.74,19,16.52,2,1.74,16026
16,27,104,35,33.65,7,6.73,17,16.35,26,25.0,11,10.58,8,7.69,16027
16,28,132,35,26.52,27,20.45,31,23.48,23,17.42,8,6.06,8,6.06,16028
16,29,101,29,28.71,16,15.84,17,16.83,19,18.81,14,13.86,6,5.94,16029
16,30,84,16,19.05,15,17.86,17,20.24,25,29.76,8,9.52,3,3.57,16030
16,31,160,43,26.88,17,10.63,19,11.88,48,30.0,22,13.75,11,6.88,16031
16,32,165,19,11.52,14,8.48,36,21.82,15,9.09,16,9.7,65,39.39,16032
16,33,90,33,36.67,4,4.44,20,22.22,17,18.89,7,7.78,9,10.0,16033
16,34,137,44,32.12,16,11.68,24,17.52,25,18.25,22,16.06,6,4.38,16034
16,35,196,24,12.24,17,8.67,46,23.47,34,17.35,16,8.16,59,30.1,16035
16,36,93,28,30.11,10,10.75,20,21.51,14,15.05,14,15.05,7,7.53,16036
17,1,200,25,12.5,22,11.0,41,20.5,32,16.0,20,10.0,60,30.0,17001
17,2,169,53,31.36,12,7.1,33,19.53,43,25.44,18,10.65,10,5.92,17002
17,3,172,48,27.91,25,14.53,27,15.7,43,25.0,20,11.63,9,5.23,17003
17,4,230,72,31.3,28,12.17,33,14.35,67,29.13,16,6.96,14,6.09,17004
17,5,125,32,25.6,9,7.2,32,25.6,31,24.8,14,11.2,7,5.6,17005
17,6,154,31,20.13,15,9.74,35,22.73,36,23.38,11,7.14,26,16.88,17006
17,7,162,28,17.28,27,16.67,39,24.07,21,12.96,9,5.56,38,23.46,17007
17,8,136,27,19.85,24,17.65,28,20.59,31,22.79,9,6.62,17,12.5,17008
17,9,142,37,26.06,16,11.27,27,19.01,35,24.65,17,11.97,10,7.04,17009
17,10,227,60,26.43,19,8.37,40,17.62,51,22.47,32,14.1,25,11.01,17010
17,11,135,44,32.59,18,13.33,16,11.85,32,23.7,15,11.11,10,7.41,17011
17,12,226,36,15.93,21,9.29,53,23.45,41,18.14,13,5.75,62,27.43,17012
17,13,123,30,24.39,16,13.01,28,22.76,30,24.39,11,8.94,8,6.5,17013
17,14,144,23,15.97,19,13.19,30,20.83,27,18.75,7,4.86,38,26.39,17014
17,15,184,42,22.83,21,11.41,35,19.02,50,27.17,24,13.04,12,6.52,17015
17,16,177,30,16.95,21,11.86,36,20.34,47,26.55,14,7.91,29,16.38,17016
17,17,176,40,22.73,15,8.52,40,22.73,47,26.7,13,7.39,21,11.93,17017
17,18,232,66,28.45,22,9.48,40,17.24,67,28.88,24,10.34,13,5.6,17018
17,19,107,26,24.3,12,11.21,21,19.63,23,21.5,14,13.08,11,10.28,17019
17,20,260,84,32.31,24,9.23,40,15.38,70,26.92,30,11.54,12,4.62,17020
17,21,271,68,25.09,25,9.23,48,17.71,77,28.41,36,13.28,17,6.27,17021
17,22,147,45,30.61,13,8.84,30,20.41,35,23.81,17,11.56,7,4.76,17022
17,23,119,29,24.37,15,12.61,32,26.89,26,21.85,13,10.92,4,3.36,17023
17,24,201,56,27.86,24,11.94,33,16.42,51,25.37,21,10.45,16,7.96,17024
17,25,136,31,22.79,20,14.71,30,22.06,24,17.65,19,13.97,12,8.82,17025
17,26,198,62,31.31,17,8.59,32,16.16,50,25.25,26,13.13,11,5.56,17026
17,27,182,36,19.78,24,13.19,33,18.13,59,32.42,17,9.34,13,7.14,17027
17,28,136,30,22.06,9,6.62,31,22.79,53,38.97,8,5.88,5,3.68,17028
17,29,135,34,25.19,17,12.59,26,19.26,32,23.7,16,11.85,10,7.41,17029
17,30,132,21,15.91,10,7.58,28,21.21,18,13.64,11,8.33,44,33.33,17030
17,31,109,27,24.77,14,12.84,16,14.68,31,28.44,13,11.93,8,7.34,17031
17,32,144,28,19.44,16,11.11,33,22.92,35,24.31,16,11.11,16,11.11,17032
17,33,83,30,36.14,10,12.05,13,15.66,19,22.89,8,9.64,3,3.61,17033
17,34,108,27,25.0,5,4.63,26,24.07,31,28.7,14,12.96,5,4.63,17034
17,35,93,30,32.26,6,6.45,13,13.98,26,27.96,12,12.9,6,6.45,17035
17,36,162,46,28.4,17,10.49,30,18.52,47,29.01,12,7.41,10,6.17,17036
17,37,176,39,22.16,15,8.52,30,17.05,62,35.23,18,10.23,12,6.82,17037
17,38,186,61,32.8,18,9.68,28,15.05,47,25.27,20,10.75,12,6.45,17038
17,39,192,54,28.13,27,14.06,38,19.79,42,21.88,22,11.46,9,4.69,17039
17,40,217,54,24.88,18,8.29,33,15.21,76,35.02,22,10.14,14,6.45,17040
17,41,255,66,25.88,26,10.2,33,12.94,84,32.94,32,12.55,14,5.49,17041
18,1,184,59,32.07,9,4.89,40,21.74,39,21.2,11,5.98,26,14.13,18001
18,2,178,40,22.47,17,9.55,45,25.28,22,12.36,8,4.49,46,25.84,18002
18,3,151,28,18.54,18,11.92,39,25.83,16,10.6,13,8.61,37,24.5,18003
18,4,243,104,42.8,10,4.12,37,15.23,52,21.4,22,9.05,18,7.41,18004
18,5,127,34,26.77,9,7.09,23,18.11,38,29.92,14,11.02,9,7.09,18005
18,6,177,28,15.82,24,13.56,40,22.6,32,18.08,19,10.73,34,19.21,18006
18,7,178,61,34.27,20,11.24,23,12.92,23,12.92,22,12.36,29,16.29,18007
18,8,230,71,30.87,19,8.26,29,12.61,57,24.78,38,16.52,16,6.96,18008
18,9,225,79,35.11,24,10.67,35,15.56,51,22.67,27,12.0,9,4.0,18009
18,10,329,126,38.3,32,9.73,51,15.5,62,18.84,33,10.03,25,7.6,18010
18,11,165,44,26.67,15,9.09,33,20.0,30,18.18,8,4.85,35,21.21,18011
18,12,184,62,33.7,18,9.78,31,16.85,41,22.28,18,9.78,14,7.61,18012
18,13,234,74,31.62,27,11.54,35,14.96,47,20.09,33,14.1,18,7.69,18013
18,14,230,85,36.96,17,7.39,32,13.91,49,21.3,27,11.74,20,8.7,18014
18,15,226,36,15.93,18,7.96,53,23.45,38,16.81,26,11.5,55,24.34,18015
18,16,197,59,29.95,16,8.12,45,22.84,29,14.72,33,16.75,15,7.61,18016
18,17,214,70,32.71,20,9.35,29,13.55,39,18.22,23,10.75,33,15.42,18017
18,18,201,96,47.76,13,6.47,25,12.44,36,17.91,21,10.45,10,4.98,18018
18,19,192,78,40.63,17,8.85,29,15.1,45,23.44,14,7.29,9,4.69,18019
18,20,162,52,32.1,14,8.64,26,16.05,43,26.54,14,8.64,13,8.02,18020
18,21,254,79,31.1,20,7.87,40,15.75,52,20.47,43,16.93,20,7.87,18021
18,22,282,115,40.78,18,6.38,51,18.09,52,18.44,28,9.93,18,6.38,18022
18,23,179,46,25.7,20,11.17,26,14.53,45,25.14,19,10.61,23,12.85,18023
18,24,161,13,8.07,21,13.04,50,31.06,13,8.07,9,5.59,55,34.16,18024
18,25,183,19,10.38,24,13.11,49,26.78,26,14.21,13,7.1,52,28.42,18025
18,26,287,116,40.42,19,6.62,40,13.94,62,21.6,34,11.85,16,5.57,18026
18,27,176,42,23.86,19,10.8,32,18.18,35,19.89,28,15.91,20,11.36,18027
18,28,180,23,12.78,18,10.0,48,26.67,35,19.44,15,8.33,41,22.78,18028
18,29,228,52,22.81,27,11.84,51,22.37,43,18.86,20,8.77,35,15.35,18029
18,30,217,15,6.91,22,10.14,50,23.04,36,16.59,10,4.61,84,38.71,18030
18,31,241,77,31.95,20,8.3,37,15.35,46,19.09,26,10.79,35,14.52,18031
18,32,239,78,32.64,33,13.81,28,11.72,49,20.5,29,12.13,22,9.21,18032
18,33,160,50,31.25,11,6.88,39,24.38,37,23.13,9,5.63,14,8.75,18033
18,34,282,113,40.07,16,5.67,33,11.7,68,24.11,34,12.06,18,6.38,18034
18,35,270,86,31.85,17,6.3,37,13.7,63,23.33,40,14.81,27,10.0,18035
18,36,199,47,23.62,21,10.55,43,21.61,37,18.59,16,8.04,35,17.59,18036
18,37,270,105,38.89,21,7.78,29,10.74,54,20.0,38,14.07,23,8.52,18037
18,38,200,67,33.5,14,7.0,31,15.5,59,29.5,21,10.5,8,4.0,18038
18,39,149,40,26.85,14,9.4,35,23.49,28,18.79,13,8.72,19,12.75,18039
18,40,221,39,17.65,25,11.31,62,28.05,43,19.46,17,7.69,35,15.84,18040
18,41,276,89,32.25,27,9.78,47,17.03,57,20.65,37,13.41,19,6.88,18041
18,42,164,37,22.56,22,13.41,28,17.07,31,18.9,23,14.02,23,14.02,18042
18,43,137,13,9.49,17,12.41,32,23.36,18,13.14,3,2.19,54,39.42,18043
18,44,172,31,18.02,21,12.21,40,23.26,27,15.7,8,4.65,45,26.16,18044
18,45,174,37,21.26,15,8.62,37,21.26,22,12.64,12,6.9,51,29.31,18045
18,46,211,29,13.74,14,6.64,63,29.86,22,10.43,11,5.21,72,34.12,18046
18,47,145,34,23.45,11,7.59,36,24.83,33,22.76,12,8.28,19,13.1,18047
18,48,139,35,25.18,22,15.83,23,16.55,37,26.62,16,11.51,6,4.32,18048
18,49,118,36,30.51,7,5.93,19,16.1,29,24.58,12,10.17,15,12.71,18049
18,50,137,34,24.82,14,10.22,43,31.39,18,13.14,14,10.22,14,10.22,18050
19,1,208,17,8.17,33,15.87,86,41.35,55,26.44,8,3.85,9,4.33,19001
19,2,363,60,16.53,35,9.64,72,19.83,117,32.23,47,12.95,32,8.82,19002
19,3,160,7,4.38,24,15.0,61,38.13,48,30.0,7,4.38,13,8.13,19003
19,4,242,13,5.37,49,20.25,90,37.19,46,19.01,19,7.85,25,10.33,19004
19,5,327,39,11.93,33,10.09,83,25.38,106,32.42,34,10.4,32,9.79,19005
19,6,194,6,3.09,37,19.07,71,36.6,53,27.32,6,3.09,21,10.82,19006
19,7,212,30,14.15,26,12.26,78,36.79,54,25.47,11,5.19,13,6.13,19007
19,8,212,9,4.25,42,19.81,88,41.51,41,19.34,11,5.19,21,9.91,19008
19,9,181,8,4.42,30,16.57,93,51.38,31,17.13,7,3.87,12,6.63,19009
19,10,343,27,7.87,30,8.75,105,30.61,116,33.82,33,9.62,32,9.33,19010
19,11,199,10,5.03,30,15.08,89,44.72,46,23.12,9,4.52,15,7.54,19011
19,12,182,6,3.3,39,21.43,72,39.56,35,19.23,12,6.59,18,9.89,19012
19,13,320,81,25.31,27,8.44,43,13.44,87,27.19,54,16.88,28,8.75,19013
19,14,257,34,13.23,42,16.34,56,21.79,73,28.4,28,10.89,24,9.34,19014
19,15,229,22,9.61,32,13.97,84,36.68,41,17.9,21,9.17,29,12.66,19015
19,16,232,12,5.17,36,15.52,113,48.71,53,22.84,5,2.16,13,5.6,19016
19,17,204,14,6.86,38,18.63,79,38.73,48,23.53,9,4.41,16,7.84,19017
19,18,299,21,7.02,27,9.03,101,33.78,115,38.46,16,5.35,19,6.35,19018
19,19,379,29,7.65,30,7.92,113,29.82,133,35.09,42,11.08,32,8.44,19019
19,20,280,51,18.21,28,10.0,66,23.57,76,27.14,34,12.14,25,8.93,19020
19,21,181,12,6.63,23,12.71,86,47.51,36,19.89,4,2.21,20,11.05,19021
19,22,315,31,9.84,33,10.48,90,28.57,103,32.7,31,9.84,27,8.57,19022
19,23,269,10,3.72,41,15.24,120,44.61,55,20.45,11,4.09,32,11.9,19023
19,24,168,10,5.95,28,16.67,75,44.64,32,19.05,12,7.14,11,6.55,19024
19,25,266,10,3.76,33,12.41,101,37.97,81,30.45,22,8.27,19,7.14,19025
19,26,261,16,6.13,27,10.34,106,40.61,88,33.72,12,4.6,12,4.6,19026
19,27,276,39,14.13,34,12.32,59,21.38,72,26.09,39,14.13,33,11.96,19027
19,28,289,54,18.69,28,9.69,53,18.34,87,30.1,39,13.49,28,9.69,19028
19,29,201,14,6.97,47,23.38,74,36.82,35,17.41,9,4.48,22,10.95,19029
19,30,193,6,3.11,35,18.13,76,39.38,55,28.5,9,4.66,12,6.22,19030
19,31,243,19,7.82,21,8.64,94,38.68,72,29.63,21,8.64,16,6.58,19031
19,32,213,14,6.57,35,16.43,93,43.66,44,20.66,13,6.1,14,6.57,19032
19,33,224,13,5.8,35,15.63,94,41.96,49,21.88,14,6.25,19,8.48,19033
19,34,266,19,7.14,31,11.65,98,36.84,92,34.59,13,4.89,13,4.89,19034
19,35,256,25,9.77,13,5.08,92,35.94,93,36.33,21,8.2,12,4.69,19035
19,36,318,63,19.81,33,10.38,70,22.01,69,21.7,53,16.67,30,9.43,19036
19,37,291,52,17.87,30,10.31,53,18.21,95,32.65,27,9.28,34,11.68,19037
19,38,242,46,19.01,28,11.57,45,18.6,84,34.71,16,6.61,23,9.5,19038
19,39,84,20,23.81,8,9.52,19,22.62,12,14.29,13,15.48,12,14.29,19039
19,40,268,31,11.57,30,11.19,49,18.28,96,35.82,27,10.07,35,13.06,19040
19,41,179,6,3.35,31,17.32,78,43.58,34,18.99,12,6.7,18,10.06,19041
19,42,211,35,16.59,22,10.43,35,16.59,62,29.38,31,14.69,26,12.32,19042
19,43,354,93,26.27,29,8.19,39,11.02,102,28.81,56,15.82,35,9.89,19043
19,44,234,10,4.27,45,19.23,102,43.59,44,18.8,15,6.41,18,7.69,19044
19,45,221,16,7.24,35,15.84,77,34.84,59,26.7,10,4.52,24,10.86,19045
19,46,253,7,2.77,34,13.44,136,53.75,53,20.95,8,3.16,15,5.93,19046
19,47,395,82,20.76,39,9.87,65,16.46,102,25.82,71,17.97,36,9.11,19047
19,48,272,59,21.69,18,6.62,53,19.49,81,29.78,41,15.07,20,7.35,19048
19,49,325,68,20.92,25,7.69,47,14.46,96,29.54,57,17.54,32,9.85,19049
19,50,208,20,9.62,24,11.54,77,37.02,50,24.04,20,9.62,17,8.17,19050
19,51,292,10,3.42,37,12.67,139,47.6,64,21.92,18,6.16,24,8.22,19051
19,52,222,14,6.31,38,17.12,83,37.39,55,24.77,9,4.05,23,10.36,19052
19,53,225,21,9.33,25,11.11,87,38.67,53,23.56,13,5.78,26,11.56,19053
19,54,153,14,9.15,25,16.34,59,38.56,25,16.34,12,7.84,18,11.76,19054
19,55,168,4,2.38,22,13.1,76,45.24,40,23.81,10,5.95,16,9.52,19055
19,56,308,28,9.09,29,9.42,74,24.03,122,39.61,26,8.44,29,9.42,19056
19,57,271,31,11.44,29,10.7,72,26.57,78,28.78,32,11.81,29,10.7,19057
20,1,225,61,27.11,25,11.11,48,21.33,43,19.11,35,15.56,13,5.78,20001
20,2,56,10,17.86,6,10.71,16,28.57,19,33.93,4,7.14,1,1.79,20002
20,3,166,48,28.92,10,6.02,27,16.27,39,23.49,28,16.87,14,8.43,20003
20,4,82,18,21.95,9,10.98,16,19.51,16,19.51,9,10.98,14,17.07,20004
20,5,235,69,29.36,21,8.94,38,16.17,51,21.7,42,17.87,14,5.96,20005
20,6,79,20,25.32,11,13.92,20,25.32,12,15.19,9,11.39,7,8.86,20006
20,7,185,49,26.49,22,11.89,38,20.54,40,21.62,24,12.97,12,6.49,20007
20,8,180,49,27.22,27,15.0,28,15.56,44,24.44,17,9.44,15,8.33,20008
20,9,309,98,31.72,38,12.3,49,15.86,71,22.98,38,12.3,15,4.85,20009
20,10,122,31,25.41,12,9.84,27,22.13,27,22.13,19,15.57,6,4.92,20010
20,11,251,70,27.89,28,11.16,44,17.53,51,20.32,37,14.74,21,8.37,20011
20,12,144,30,20.83,17,11.81,33,22.92,31,21.53,22,15.28,11,7.64,20012
20,13,217,68,31.34,28,12.9,53,24.42,43,19.82,14,6.45,11,5.07,20013
20,14,113,27,23.89,8,7.08,27,23.89,25,22.12,15,13.27,11,9.73,20014
20,15,170,13,7.65,14,8.24,37,21.76,20,11.76,8,4.71,78,45.88,20015
20,16,268,57,21.27,18,6.72,50,18.66,74,27.61,47,17.54,22,8.21,20016
20,17,119,17,14.29,18,15.13,24,20.17,22,18.49,13,10.92,25,21.01,20017
20,18,128,32,25.0,12,9.38,30,23.44,26,20.31,20,15.63,8,6.25,20018
20,19,191,52,27.23,30,15.71,36,18.85,37,19.37,27,14.14,9,4.71,20019
20,20,125,8,6.4,8,6.4,25,20.0,18,14.4,8,6.4,58,46.4,20020
20,21,132,44,33.33,15,11.36,27,20.45,15,11.36,13,9.85,18,13.64,20021
20,22,261,73,27.97,17,6.51,28,10.73,80,30.65,44,16.86,19,7.28,20022
20,23,172,53,30.81,22,12.79,42,24.42,29,16.86,15,8.72,11,6.4,20023
20,24,227,43,18.94,20,8.81,42,18.5,65,28.63,33,14.54,24,10.57,20024
20,25,124,33,26.61,10,8.06,25,20.16,34,27.42,11,8.87,11,8.87,20025
20,26,204,45,22.06,21,10.29,33,16.18,59,28.92,26,12.75,20,9.8,20026
20,27,109,33,30.28,17,15.6,19,17.43,18,16.51,15,13.76,7,6.42,20027
20,28,109,31,28.44,11,10.09,23,21.1,26,23.85,12,11.01,6,5.5,20028
20,29,206,70,33.98,26,12.62,41,19.9,43,20.87,10,4.85,16,7.77,20029
20,30,96,33,34.38,9,9.38,11,11.46,24,25.0,11,11.46,8,8.33,20030
20,31,232,75,32.33,30,12.93,44,18.97,42,18.1,25,10.78,16,6.9,20031
20,32,156,50,32.05,27,17.31,31,19.87,30,19.23,11,7.05,7,4.49,20032
20,33,126,33,26.19,13,10.32,26,20.63,31,24.6,16,12.7,7,5.56,20033
20,34,283,50,17.67,33,11.66,68,24.03,77,27.21,36,12.72,19,6.71,20034
20,35,127,33,25.98,20,15.75,36,28.35,22,17.32,10,7.87,6,4.72,20035
20,36,55,21,38.18,7,12.73,11,20.0,10,18.18,4,7.27,2,3.64,20036
20,37,48,12,25.0,11,22.92,12,25.0,7,14.58,6,12.5,0,0.0,20037
20,38,58,14,24.14,9,15.52,18,31.03,11,18.97,1,1.72,5,8.62,20038
20,39,11,4,36.36,2,18.18,1,9.09,3,27.27,0,0.0,1,9.09,20039
21,1,234,84,35.9,20,8.55,24,10.26,71,30.34,24,10.26,11,4.7,21001
21,2,162,43,26.54,22,13.58,30,18.52,43,26.54,18,11.11,6,3.7,21002
21,3,245,86,35.1,26,10.61,29,11.84,63,25.71,32,13.06,9,3.67,21003
21,4,188,63,33.51,18,9.57,37,19.68,36,19.15,29,15.43,5,2.66,21004
21,5,267,78,29.21,26,9.74,37,13.86,74,27.72,31,11.61,21,7.87,21005
21,6,200,72,36.0,20,10.0,33,16.5,43,21.5,21,10.5,11,5.5,21006
21,7,223,78,34.98,24,10.76,31,13.9,47,21.08,33,14.8,10,4.48,21007
21,8,216,60,27.78,21,9.72,26,12.04,75,34.72,23,10.65,11,5.09,21008
21,9,258,72,27.91,19,7.36,43,16.67,70,27.13,34,13.18,20,7.75,21009
21,10,191,67,35.08,13,6.81,25,13.09,50,26.18,25,13.09,11,5.76,21010
21,11,215,55,25.58,23,10.7,39,18.14,58,26.98,28,13.02,12,5.58,21011
21,12,188,49,26.06,24,12.77,30,15.96,46,24.47,26,13.83,13,6.91,21012
21,13,197,61,30.96,18,9.14,36,18.27,44,22.34,18,9.14,20,10.15,21013
21,14,246,75,30.49,20,8.13,45,18.29,64,26.02,30,12.2,12,4.88,21014
21,15,199,66,33.17,18,9.05,30,15.08,51,25.63,22,11.06,12,6.03,21015
21,16,195,88,45.13,14,7.18,23,11.79,41,21.03,17,8.72,12,6.15,21016
21,17,169,55,32.54,8,4.73,31,18.34,48,28.4,20,11.83,7,4.14,21017
21,18,239,69,28.87,23,9.62,43,17.99,50,20.92,41,17.15,13,5.44,21018
21,19,224,70,31.25,17,7.59,40,17.86,53,23.66,33,14.73,11,4.91,21019
21,20,178,41,23.03,18,10.11,32,17.98,51,28.65,26,14.61,10,5.62,21020
21,21,172,65,37.79,15,8.72,22,12.79,31,18.02,26,15.12,13,7.56,21021
21,22,186,53,28.49,12,6.45,36,19.35,49,26.34,22,11.83,14,7.53,21022
21,23,179,71,39.66,14,7.82,30,16.76,36,20.11,17,9.5,11,6.15,21023
21,24,241,65,26.97,19,7.88,44,18.26,70,29.05,21,8.71,22,9.13,21024
21,25,191,61,31.94,15,7.85,27,14.14,58,30.37,21,10.99,9,4.71,21025
21,26,178,61,34.27,23,12.92,36,20.22,31,17.42,16,8.99,11,6.18,21026
21,27,211,65,30.81,26,12.32,31,14.69,46,21.8,26,12.32,17,8.06,21027
21,28,260,86,33.08,33,12.69,48,18.46,48,18.46,28,10.77,17,6.54,21028
21,29,263,68,25.86,24,9.13,42,15.97,78,29.66,41,15.59,10,3.8,21029
21,30,155,48,30.97,19,12.26,31,20.0,29,18.71,22,14.19,6,3.87,21030
21,31,168,42,25.0,14,8.33,24,14.29,61,36.31,16,9.52,11,6.55,21031
21,32,196,61,31.12,21,10.71,34,17.35,45,22.96,24,12.24,11,5.61,21032
21,33,201,67,33.33,24,11.94,26,12.94,53,26.37,21,10.45,10,4.98,21033
21,34,180,47,26.11,25,13.89,22,12.22,56,31.11,21,11.67,9,5.0,21034
21,35,266,78,29.32,23,8.65,46,17.29,73,27.44,30,11.28,16,6.02,21035
21,36,217,62,28.57,17,7.83,31,14.29,63,29.03,31,14.29,13,5.99,21036
21,37,146,44,30.14,15,10.27,14,9.59,40,27.4,18,12.33,15,10.27,21037
21,38,188,48,25.53,19,10.11,42,22.34,36,19.15,28,14.89,15,7.98,21038
21,39,170,49,28.82,22,12.94,32,18.82,36,21.18,24,14.12,7,4.12,21039
21,40,205,60,29.27,22,10.73,31,15.12,45,21.95,27,13.17,20,9.76,21040
21,41,219,71,32.42,25,11.42,34,15.53,47,21.46,30,13.7,12,5.48,21041
21,42,251,93,37.05,23,9.16,39,15.54,50,19.92,32,12.75,14,5.58,21042
21,43,181,54,29.83,12,6.63,31,17.13,46,25.41,22,12.15,16,8.84,21043
21,44,238,64,26.89,24,10.08,26,10.92,82,34.45,29,12.18,13,5.46,21044
21,45,184,58,31.52,18,9.78,25,13.59,44,23.91,23,12.5,16,8.7,21045
21,46,235,64,27.23,24,10.21,41,17.45,68,28.94,27,11.49,11,4.68,21046
21,47,180,48,26.67,16,8.89,41,22.78,42,23.33,21,11.67,12,6.67,21047
21,48,201,54,26.87,29,14.43,34,16.92,45,22.39,26,12.94,13,6.47,21048
21,49,243,75,30.86,16,6.58,46,18.93,59,24.28,38,15.64,9,3.7,21049
21,50,162,51,31.48,13,8.02,32,19.75,40,24.69,16,9.88,10,6.17,21050
21,51,224,67,29.91,17,7.59,38,16.96,56,25.0,33,14.73,13,5.8,21051
21,52,196,51,26.02,20,10.2,38,19.39,48,24.49,30,15.31,9,4.59,21052
21,53,183,64,34.97,16,8.74,21,11.48,50,27.32,24,13.11,8,4.37,21053
21,54,184,55,29.89,24,13.04,38,20.65,39,21.2,22,11.96,6,3.26,21054
22,1,109,28,25.69,11,10.09,18,16.51,26,23.85,16,14.68,10,9.17,22001
22,2,227,18,7.93,25,11.01,56,24.67,44,19.38,11,4.85,73,32.16,22002
22,3,264,18,6.82,23,8.71,57,21.59,58,21.97,6,2.27,102,38.64,22003
22,4,155,16,10.32,13,8.39,30,19.35,31,20.0,5,3.23,60,38.71,22004
22,5,158,7,4.43,11,6.96,36,22.78,31,19.62,2,1.27,71,44.94,22005
22,6,191,13,6.81,15,7.85,35,18.32,40,20.94,9,4.71,79,41.36,22006
22,7,133,10,7.52,7,5.26,25,18.8,20,15.04,11,8.27,60,45.11,22007
22,8,245,27,11.02,27,11.02,56,22.86,49,20.0,21,8.57,65,26.53,22008
22,9,124,8,6.45,5,4.03,25,20.16,24,19.35,2,1.61,60,48.39,22009
22,10,242,19,7.85,12,4.96,48,19.83,49,20.25,8,3.31,106,43.8,22010
22,11,170,10,5.88,13,7.65,40,23.53,30,17.65,3,1.76,74,43.53,22011
22,12,154,17,11.04,16,10.39,43,27.92,23,14.94,7,4.55,48,31.17,22012
22,13,181,11,6.08,17,9.39,39,21.55,23,12.71,9,4.97,82,45.3,22013
22,14,164,26,15.85,11,6.71,34,20.73,25,15.24,13,7.93,55,33.54,22014
22,15,145,8,5.52,9,6.21,31,21.38,20,13.79,6,4.14,71,48.97,22015
22,16,142,8,5.63,8,5.63,36,25.35,26,18.31,5,3.52,59,41.55,22016
22,17,198,14,7.07,17,8.59,35,17.68,39,19.7,11,5.56,82,41.41,22017
22,18,145,7,4.83,8,5.52,43,29.66,15,10.34,4,2.76,68,46.9,22018
22,19,83,20,24.1,8,9.64,18,21.69,20,24.1,7,8.43,10,12.05,22019
22,20,206,17,8.25,14,6.8,46,22.33,38,18.45,4,1.94,87,42.23,22020
22,21,187,52,27.81,19,10.16,31,16.58,58,31.02,16,8.56,11,5.88,22021
22,22,148,8,5.41,16,10.81,33,22.3,20,13.51,5,3.38,66,44.59,22022
22,23,234,59,25.21,20,8.55,36,15.38,61,26.07,29,12.39,29,12.39,22023
22,24,219,15,6.85,17,7.76,47,21.46,36,16.44,8,3.65,96,43.84,22024
22,25,183,9,4.92,10,5.46,40,21.86,25,13.66,4,2.19,95,51.91,22025
23,1,152,19,12.5,23,15.13,60,39.47,22,14.47,4,2.63,24,15.79,23001
23,2,160,23,14.38,22,13.75,49,30.63,19,11.88,8,5.0,39,24.38,23002
23,3,143,11,7.69,20,13.99,49,34.27,23,16.08,9,6.29,31,21.68,23003
23,4,189,19,10.05,23,12.17,71,37.57,19,10.05,5,2.65,52,27.51,23004
