ward,precinct,total,Jacqueline Marie Griffin,Jacqueline Marie Griffin Percent,Daniel L. Collins,Daniel L. Collins Percent,Mary Therese Quinn,Mary Therese Quinn Percent,Celestia L. Mays,Celestia L. Mays Percent,precinct_id
21,4,187,74,39.57,32,17.11,26,13.9,55,29.41,21004
21,5,272,89,32.72,42,15.44,35,12.87,106,38.97,21005
21,6,203,65,32.02,39,19.21,39,19.21,60,29.56,21006
21,7,224,80,35.71,40,17.86,27,12.05,77,34.38,21007
21,8,219,65,29.68,35,15.98,36,16.44,83,37.9,21008
21,9,256,81,31.64,44,17.19,36,14.06,95,37.11,21009
21,10,191,59,30.89,30,15.71,28,14.66,74,38.74,21010
21,11,214,66,30.84,34,15.89,29,13.55,85,39.72,21011
21,12,191,63,32.98,33,17.28,24,12.57,71,37.17,21012
21,13,198,75,37.88,43,21.72,30,15.15,50,25.25,21013
21,14,246,78,31.71,42,17.07,36,14.63,90,36.59,21014
21,15,195,72,36.92,38,19.49,27,13.85,58,29.74,21015
21,16,189,61,32.28,23,12.17,24,12.7,81,42.86,21016
21,17,171,47,27.49,34,19.88,26,15.2,64,37.43,21017
21,18,247,85,34.41,44,17.81,36,14.57,82,33.2,21018
21,19,229,72,31.44,42,18.34,29,12.66,86,37.55,21019
21,20,183,59,32.24,30,16.39,28,15.3,66,36.07,21020
21,21,175,52,29.71,27,15.43,35,20.0,61,34.86,21021
21,22,188,60,31.91,33,17.55,17,9.04,78,41.49,21022
21,23,178,61,34.27,36,20.22,27,15.17,54,30.34,21023
21,24,245,79,32.24,44,17.96,36,14.69,86,35.1,21024
21,25,194,56,28.87,23,11.86,28,14.43,87,44.85,21025
21,26,174,67,38.51,26,14.94,33,18.97,48,27.59,21026
21,27,213,70,32.86,43,20.19,28,13.15,72,33.8,21027
21,28,265,101,38.11,52,19.62,45,16.98,67,25.28,21028
21,29,265,75,28.3,45,16.98,37,13.96,108,40.75,21029
21,30,158,52,32.91,32,20.25,18,11.39,56,35.44,21030
21,31,177,53,29.94,23,12.99,17,9.6,84,47.46,21031
21,32,197,66,33.5,33,16.75,33,16.75,65,32.99,21032
21,33,205,63,30.73,44,21.46,22,10.73,76,37.07,21033
21,34,176,53,30.11,36,20.45,33,18.75,54,30.68,21034
21,35,268,96,35.82,48,17.91,36,13.43,88,32.84,21035
21,36,215,65,30.23,46,21.4,39,18.14,65,30.23,21036
21,37,153,57,37.25,23,15.03,22,14.38,51,33.33,21037
21,38,188,72,38.3,31,16.49,29,15.43,56,29.79,21038
21,39,168,61,36.31,35,20.83,22,13.1,50,29.76,21039
21,40,206,75,36.41,40,19.42,21,10.19,70,33.98,21040
21,41,212,67,31.6,39,18.4,22,10.38,84,39.62,21041
21,42,255,92,36.08,46,18.04,33,12.94,84,32.94,21042
21,43,179,50,27.93,32,17.88,25,13.97,72,40.22,21043
21,44,240,81,33.75,40,16.67,13,5.42,106,44.17,21044
21,45,183,60,32.79,34,18.58,23,12.57,66,36.07,21045
21,46,241,88,36.51,43,17.84,33,13.69,77,31.95,21046
21,47,175,65,37.14,30,17.14,31,17.71,49,28.0,21047
21,48,202,64,31.68,41,20.3,32,15.84,65,32.18,21048
21,49,248,83,33.47,38,15.32,26,10.48,101,40.73,21049
21,50,161,65,40.37,25,15.53,28,17.39,43,26.71,21050
21,51,228,80,35.09,39,17.11,24,10.53,85,37.28,21051
21,52,198,66,33.33,25,12.63,33,16.67,74,37.37,21052
21,53,184,48,26.09,24,13.04,21,11.41,91,49.46,21053
21,54,180,67,37.22,36,20.0,27,15.0,50,27.78,21054
22,1,111,36,32.43,34,30.63,17,15.32,24,21.62,22001
22,2,216,61,28.24,41,18.98,62,28.7,52,24.07,22002
22,3,260,77,29.62,51,19.62,48,18.46,84,32.31,22003
22,4,152,34,22.37,32,21.05,32,21.05,54,35.53,22004
22,5,159,42,26.42,37,23.27,20,12.58,60,37.74,22005
22,6,187,53,28.34,41,21.93,28,14.97,65,34.76,22006
22,7,134,35,26.12,32,23.88,21,15.67,46,34.33,22007
22,8,241,67,27.8,44,18.26,69,28.63,61,25.31,22008
22,9,121,37,30.58,22,18.18,22,18.18,40,33.06,22009
22,10,234,68,29.06,55,23.5,37,15.81,74,31.62,22010
22,11,166,42,25.3,32,19.28,37,22.29,55,33.13,22011
22,12,151,43,28.48,39,25.83,31,20.53,38,25.17,22012
22,13,181,58,32.04,44,24.31,46,25.41,33,18.23,22013
22,14,163,51,31.29,33,20.25,32,19.63,47,28.83,22014
22,15,143,57,39.86,26,18.18,23,16.08,37,25.87,22015
22,16,141,44,31.21,31,21.99,21,14.89,45,31.91,22016
22,17,192,47,24.48,45,23.44,40,20.83,60,31.25,22017
22,18,143,48,33.57,25,17.48,32,22.38,38,26.57,22018
22,19,83,29,34.94,22,26.51,13,15.66,19,22.89,22019
22,20,199,56,28.14,50,25.13,29,14.57,64,32.16,22020
22,21,189,48,25.4,60,31.75,18,9.52,63,33.33,22021
22,22,145,45,31.03,35,24.14,21,14.48,44,30.34,22022
22,23,238,92,38.66,39,16.39,32,13.45,75,31.51,22023
22,24,217,69,31.8,50,23.04,46,21.2,52,23.96,22024
22,25,181,62,34.25,42,23.2,38,20.99,39,21.55,22025
23,1,154,41,26.62,35,22.73,48,31.17,30,19.48,23001
23,2,158,48,30.38,23,14.56,62,39.24,25,15.82,23002
23,3,145,48,33.1,30,20.69,40,27.59,27,18.62,23003
23,4,201,58,28.86,45,22.39,67,33.33,31,15.42,23004
23,5,207,60,28.99,45,21.74,59,28.5,43,20.77,23005
23,6,87,22,25.29,24,27.59,18,20.69,23,26.44,23006
23,7,160,60,37.5,40,25.0,38,23.75,22,13.75,23007
23,8,205,50,24.39,39,19.02,63,30.73,53,25.85,23008
23,9,165,53,32.12,32,19.39,43,26.06,37,22.42,23009
23,10,203,65,32.02,45,22.17,49,24.14,44,21.67,23010
23,11,188,62,32.98,53,28.19,36,19.15,37,19.68,23011
23,12,175,49,28.0,40,22.86,53,30.29,33,18.86,23012
23,13,160,46,28.75,38,23.75,34,21.25,42,26.25,23013
23,14,171,50,29.24,45,26.32,53,30.99,23,13.45,23014
23,15,66,25,37.88,17,25.76,14,21.21,10,15.15,23015
23,16,170,55,32.35,43,25.29,52,30.59,20,11.76,23016
23,17,111,41,36.94,22,19.82,22,19.82,26,23.42,23017
23,18,135,43,31.85,22,16.3,45,33.33,25,18.52,23018
23,19,148,38,25.68,35,23.65,33,22.3,42,28.38,23019
23,20,105,35,33.33,28,26.67,23,21.9,19,18.1,23020
23,21,198,72,36.36,39,19.7,67,33.84,20,10.1,23021
23,22,163,43,26.38,38,23.31,45,27.61,37,22.7,23022
23,23,169,55,32.54,31,18.34,58,34.32,25,14.79,23023
23,24,126,35,27.78,22,17.46,34,26.98,35,27.78,23024
23,25,164,39,23.78,39,23.78,48,29.27,38,23.17,23025
23,26,162,52,32.1,38,23.46,37,22.84,35,21.6,23026
23,27,166,50,30.12,36,21.69,50,30.12,30,18.07,23027
23,28,168,47,27.98,36,21.43,56,33.33,29,17.26,23028
23,29,147,51,34.69,29,19.73,52,35.37,15,10.2,23029
23,30,225,70,31.11,56,24.89,63,28.0,36,16.0,23030
23,31,156,42,26.92,36,23.08,39,25.0,39,25.0,23031
23,32,161,54,33.54,34,21.12,42,26.09,31,19.25,23032
23,33,177,55,31.07,41,23.16,50,28.25,31,17.51,23033
23,34,192,62,32.29,48,25.0,56,29.17,26,13.54,23034
23,35,129,35,27.13,25,19.38,47,36.43,22,17.05,23035
23,36,140,44,31.43,27,19.29,49,35.0,20,14.29,23036
23,37,170,68,40.0,22,12.94,56,32.94,24,14.12,23037
23,38,148,44,29.73,28,18.92,48,32.43,28,18.92,23038
23,39,200,64,32.0,54,27.0,41,20.5,41,20.5,23039
24,1,156,50,32.05,30,19.23,28,17.95,48,30.77,24001
24,2,133,38,28.57,46,34.59,25,18.8,24,18.05,24002
24,3,159,47,29.56,47,29.56,33,20.75,32,20.13,24003
24,4,118,37,31.36,43,36.44,18,15.25,20,16.95,24004
24,5,83,21,25.3,27,32.53,13,15.66,22,26.51,24005
24,6,192,65,33.85,52,27.08,23,11.98,52,27.08,24006
24,7,103,23,22.33,17,16.5,24,23.3,39,37.86,24007
24,8,73,22,30.14,32,43.84,6,8.22,13,17.81,24008
24,9,140,45,32.14,50,35.71,18,12.86,27,19.29,24009
24,10,78,23,29.49,23,29.49,11,14.1,21,26.92,24010
24,11,158,46,29.11,47,29.75,23,14.56,42,26.58,24011
24,12,80,31,38.75,20,25.0,17,21.25,12,15.0,24012
24,13,74,25,33.78,24,32.43,7,9.46,18,24.32,24013
24,14,131,36,27.48,53,40.46,26,19.85,16,12.21,24014
24,15,61,21,34.43,17,27.87,8,13.11,15,24.59,24015
24,16,389,131,33.68,90,23.14,88,22.62,80,20.57,24016
24,17,113,35,30.97,38,33.63,16,14.16,24,21.24,24017
24,18,182,57,31.32,50,27.47,26,14.29,49,26.92,24018
24,19,197,53,26.9,54,27.41,39,19.8,51,25.89,24019
24,20,118,42,35.59,29,24.58,12,10.17,35,29.66,24020
24,21,85,24,28.24,28,32.94,12,14.12,21,24.71,24021
24,22,212,70,33.02,73,34.43,28,13.21,41,19.34,24022
24,23,115,37,32.17,42,36.52,24,20.87,12,10.43,24023
24,24,175,46,26.29,45,25.71,39,22.29,45,25.71,24024
24,25,113,43,38.05,35,30.97,15,13.27,20,17.7,24025
24,26,247,63,25.51,73,29.55,40,16.19,71,28.74,24026
24,27,174,52,29.89,61,35.06,21,12.07,40,22.99,24027
24,28,125,43,34.4,34,27.2,15,12.0,33,26.4,24028
24,29,132,30,22.73,46,34.85,20,15.15,36,27.27,24029
24,30,100,38,38.0,32,32.0,9,9.0,21,21.0,24030
24,31,175,48,27.43,56,32.0,19,10.86,52,29.71,24031
24,32,89,36,40.45,24,26.97,12,13.48,17,19.1,24032
24,33,109,33,30.28,28,25.69,19,17.43,29,26.61,24033
24,34,157,46,29.3,56,35.67,23,14.65,32,20.38,24034
24,35,144,44,30.56,54,37.5,15,10.42,31,21.53,24035
24,36,203,58,28.57,52,25.62,22,10.84,71,34.98,24036
24,37,84,23,27.38,31,36.9,14,16.67,16,19.05,24037
24,38,152,29,19.08,35,23.03,26,17.11,62,40.79,24038
24,39,146,42,28.77,48,32.88,21,14.38,35,23.97,24039
24,40,166,46,27.71,52,31.33,27,16.27,41,24.7,24040
24,41,127,30,23.62,36,28.35,16,12.6,45,35.43,24041
25,1,202,51,25.25,39,19.31,55,27.23,57,28.22,25001
25,2,287,59,20.56,27,9.41,63,21.95,138,48.08,25002
25,3,241,57,23.65,28,11.62,46,19.09,110,45.64,25003
25,4,160,41,25.63,39,24.38,23,14.38,57,35.63,25004
25,5,264,64,24.24,43,16.29,54,20.45,103,39.02,25005
25,6,68,17,25.0,11,16.18,16,23.53,24,35.29,25006
25,7,248,60,24.19,29,11.69,48,19.35,111,44.76,25007
25,8,284,73,25.7,41,14.44,62,21.83,108,38.03,25008
25,9,212,55,25.94,21,9.91,47,22.17,89,41.98,25009
25,10,212,48,22.64,20,9.43,38,17.92,106,50.0,25010
25,11,279,64,22.94,43,15.41,75,26.88,97,34.77,25011
25,12,237,46,19.41,32,13.5,64,27.0,95,40.08,25012
25,13,258,70,27.13,46,17.83,53,20.54,89,34.5,25013
25,14,132,33,25.0,25,18.94,31,23.48,43,32.58,25014
25,15,208,59,28.37,28,13.46,52,25.0,69,33.17,25015
25,16,255,71,27.84,26,10.2,71,27.84,87,34.12,25016
25,17,232,51,21.98,30,12.93,62,26.72,89,38.36,25017
25,18,116,39,33.62,15,12.93,28,24.14,34,29.31,25018
25,19,260,69,26.54,30,11.54,67,25.77,94,36.15,25019
25,20,118,39,33.05,36,30.51,27,22.88,16,13.56,25020
25,21,278,54,19.42,25,8.99,51,18.35,148,53.24,25021
25,22,231,40,17.32,33,14.29,57,24.68,101,43.72,25022
25,23,285,62,21.75,41,14.39,74,25.96,108,37.89,25023
25,24,257,70,27.24,20,7.78,67,26.07,100,38.91,25024
25,25,195,34,17.44,28,14.36,53,27.18,80,41.03,25025
25,26,248,66,26.61,39,15.73,58,23.39,85,34.27,25026
25,27,219,46,21.0,26,11.87,48,21.92,99,45.21,25027
25,28,281,54,19.22,36,12.81,65,23.13,126,44.84,25028
25,29,182,50,27.47,48,26.37,37,20.33,47,25.82,25029
25,30,244,49,20.08,34,13.93,72,29.51,89,36.48,25030
25,31,283,57,20.14,32,11.31,62,21.91,132,46.64,25031
25,32,189,53,28.04,34,17.99,59,31.22,43,22.75,25032
26,1,193,58,30.05,16,8.29,33,17.1,86,44.56,26001
26,2,149,47,31.54,20,13.42,29,19.46,53,35.57,26002
26,3,187,41,21.93,11,5.88,48,25.67,87,46.52,26003
26,4,109,35,32.11,30,27.52,21,19.27,23,21.1,26004
26,5,197,56,28.43,19,9.64,47,23.86,75,38.07,26005
26,6,166,52,31.33,22,13.25,30,18.07,62,37.35,26006
26,7,195,46,23.59,18,9.23,39,20.0,92,47.18,26007
26,8,94,23,24.47,15,15.96,22,23.4,34,36.17,26008
26,9,147,43,29.25,29,19.73,32,21.77,43,29.25,26009
26,10,152,30,19.74,23,15.13,35,23.03,64,42.11,26010
26,11,175,46,26.29,37,21.14,30,17.14,62,35.43,26011
26,12,189,56,29.63,24,12.7,34,17.99,75,39.68,26012
26,13,92,29,31.52,25,27.17,22,23.91,16,17.39,26013
26,14,139,40,28.78,14,10.07,30,21.58,55,39.57,26014
26,15,92,26,28.26,24,26.09,19,20.65,23,25.0,26015
26,16,69,22,31.88,13,18.84,20,28.99,14,20.29,26016
26,17,143,38,26.57,11,7.69,41,28.67,53,37.06,26017
26,18,74,17,22.97,14,18.92,15,20.27,28,37.84,26018
26,19,104,29,27.88,24,23.08,20,19.23,31,29.81,26019
26,20,156,39,25.0,19,12.18,38,24.36,60,38.46,26020
26,21,205,57,27.8,34,16.59,36,17.56,78,38.05,26021
26,22,85,22,25.88,24,28.24,17,20.0,22,25.88,26022
26,23,140,44,31.43,22,15.71,30,21.43,44,31.43,26023
26,24,100,31,31.0,9,9.0,24,24.0,36,36.0,26024
26,25,121,27,22.31,8,6.61,28,23.14,58,47.93,26025
26,26,103,22,21.36,11,10.68,29,28.16,41,39.81,26026
26,27,162,33,20.37,18,11.11,37,22.84,74,45.68,26027
26,28,221,42,19.0,22,9.95,52,23.53,105,47.51,26028
26,29,78,23,29.49,6,7.69,18,23.08,31,39.74,26029
26,30,138,42,30.43,18,13.04,17,12.32,61,44.2,26030
26,31,79,26,32.91,10,12.66,14,17.72,29,36.71,26031
26,32,183,53,28.96,15,8.2,44,24.04,71,38.8,26032
26,33,199,43,21.61,19,9.55,42,21.11,95,47.74,26033
26,34,154,32,20.78,15,9.74,30,19.48,77,50.0,26034
26,35,144,35,24.31,27,18.75,27,18.75,55,38.19,26035
26,36,157,32,20.38,21,13.38,35,22.29,69,43.95,26036
26,37,172,40,23.26,18,10.47,37,21.51,77,44.77,26037
26,38,66,20,30.3,16,24.24,17,25.76,13,19.7,26038
26,39,176,45,25.57,15,8.52,34,19.32,82,46.59,26039
26,40,138,34,24.64,17,12.32,30,21.74,57,41.3,26040
26,41,183,35,19.13,17,9.29,43,23.5,88,48.09,26041
26,42,123,26,21.14,20,16.26,24,19.51,53,43.09,26042
26,43,98,35,35.71,10,10.2,29,29.59,24,24.49,26043
26,44,62,14,22.58,11,17.74,14,22.58,23,37.1,26044
26,45,74,25,33.78,18,24.32,12,16.22,19,25.68,26045
26,46,116,29,25.0,11,9.48,24,20.69,52,44.83,26046
26,47,98,30,30.61,20,20.41,22,22.45,26,26.53,26047
26,48,174,35,20.11,23,13.22,38,21.84,78,44.83,26048
26,49,80,31,38.75,13,16.25,17,21.25,19,23.75,26049
27,1,258,55,21.32,20,7.75,55,21.32,128,49.61,27001
27,2,170,34,20.0,31,18.24,32,18.82,73,42.94,27002
27,3,107,28,26.17,29,27.1,13,12.15,37,34.58,27003
27,4,110,33,30.0,17,15.45,18,16.36,42,38.18,27004
27,5,162,49,30.25,35,21.6,33,20.37,45,27.78,27005
27,6,207,38,18.36,43,20.77,43,20.77,83,40.1,27006
27,7,258,57,22.09,28,10.85,47,18.22,126,48.84,27007
27,8,153,50,32.68,45,29.41,15,9.8,43,28.1,27008
27,9,91,19,20.88,14,15.38,15,16.48,43,47.25,27009
27,10,216,55,25.46,61,28.24,27,12.5,73,33.8,27010
27,11,149,37,24.83,24,16.11,39,26.17,49,32.89,27011
27,12,132,27,20.45,11,8.33,28,21.21,66,50.0,27012
27,13,315,80,25.4,46,14.6,40,12.7,149,47.3,27013
27,14,87,29,33.33,23,26.44,16,18.39,19,21.84,27014
27,15,109,28,25.69,34,31.19,15,13.76,32,29.36,27015
27,16,157,35,22.29,19,12.1,22,14.01,81,51.59,27016
27,17,195,65,33.33,38,19.49,30,15.38,62,31.79,27017
27,18,146,42,28.77,32,21.92,25,17.12,47,32.19,27018
27,19,101,33,32.67,22,21.78,18,17.82,28,27.72,27019
27,20,132,41,31.06,45,34.09,14,10.61,32,24.24,27020
27,21,168,39,23.21,19,11.31,46,27.38,64,38.1,27021
27,22,105,33,31.43,31,29.52,13,12.38,28,26.67,27022
27,23,158,39,24.68,42,26.58,25,15.82,52,32.91,27023
27,24,113,27,23.89,28,24.78,24,21.24,34,30.09,27024
27,25,203,58,28.57,33,16.26,31,15.27,81,39.9,27025
27,26,146,39,26.71,33,22.6,24,16.44,50,34.25,27026
27,27,225,50,22.22,51,22.67,35,15.56,89,39.56,27027
27,28,165,48,29.09,25,15.15,29,17.58,63,38.18,27028
27,29,122,22,18.03,28,22.95,21,17.21,51,41.8,27029
27,30,106,47,44.34,22,20.75,15,14.15,22,20.75,27030
27,31,163,50,30.67,28,17.18,21,12.88,64,39.26,27031
27,32,202,59,29.21,32,15.84,34,16.83,77,38.12,27032
27,33,209,63,30.14,31,14.83,35,16.75,80,38.28,27033
27,34,130,33,25.38,35,26.92,23,17.69,39,30.0,27034
27,35,223,64,28.7,20,8.97,43,19.28,96,43.05,27035
27,36,160,31,19.38,18,11.25,32,20.0,79,49.38,27036
27,37,183,52,28.42,49,26.78,32,17.49,50,27.32,27037
27,38,258,78,30.23,38,14.73,53,20.54,89,34.5,27038
27,39,172,46,26.74,28,16.28,26,15.12,72,41.86,27039
27,40,221,49,22.17,29,13.12,26,11.76,117,52.94,27040
27,41,207,51,24.64,61,29.47,24,11.59,71,34.3,27041
27,42,132,30,22.73,27,20.45,30,22.73,45,34.09,27042
27,43,137,43,31.39,29,21.17,20,14.6,45,32.85,27043
27,44,139,36,25.9,32,23.02,16,11.51,55,39.57,27044
27,45,345,75,21.74,39,11.3,70,20.29,161,46.67,27045
27,46,134,24,17.91,15,11.19,37,27.61,58,43.28,27046
27,47,146,40,27.4,42,28.77,18,12.33,46,31.51,27047
27,48,293,78,26.62,56,19.11,38,12.97,121,41.3,27048
27,49,159,53,33.33,39,24.53,22,13.84,45,28.3,27049
27,50,189,47,24.87,41,21.69,41,21.69,60,31.75,27050
28,1,104,27,25.96,26,25.0,20,19.23,31,29.81,28001
28,2,153,37,24.18,46,30.07,25,16.34,45,29.41,28002
28,3,133,33,24.81,25,18.8,25,18.8,50,37.59,28003
28,4,116,23,19.83,15,12.93,29,25.0,49,42.24,28004
28,5,136,30,22.06,29,21.32,23,16.91,54,39.71,28005
28,6,76,8,10.53,11,14.47,17,22.37,40,52.63,28006
28,7,147,37,25.17,38,25.85,19,12.93,53,36.05,28007
28,8,131,24,18.32,16,12.21,30,22.9,61,46.56,28008
28,9,143,51,35.66,25,17.48,27,18.88,40,27.97,28009
28,10,190,43,22.63,33,17.37,30,15.79,84,44.21,28010
28,11,355,112,31.55,58,16.34,50,14.08,135,38.03,28011
28,12,140,39,27.86,42,30.0,17,12.14,42,30.0,28012
28,13,194,62,31.96,45,23.2,30,15.46,57,29.38,28013
28,14,144,55,38.19,26,18.06,22,15.28,41,28.47,28014
28,15,36,8,22.22,16,44.44,6,16.67,6,16.67,28015
28,16,86,29,33.72,19,22.09,13,15.12,25,29.07,28016
28,17,130,39,30.0,25,19.23,22,16.92,44,33.85,28017
28,18,143,49,34.27,49,34.27,20,13.99,25,17.48,28018
28,19,141,26,18.44,24,17.02,34,24.11,57,40.43,28019
28,20,135,36,26.67,34,25.19,18,13.33,47,34.81,28020
28,21,145,34,23.45,36,24.83,24,16.55,51,35.17,28021
28,22,178,45,25.28,35,19.66,26,14.61,72,40.45,28022
28,23,202,60,29.7,33,16.34,32,15.84,77,38.12,28023
28,24,135,31,22.96,40,29.63,34,25.19,30,22.22,28024
28,25,238,63,26.47,42,17.65,28,11.76,105,44.12,28025
28,26,144,26,18.06,42,29.17,20,13.89,56,38.89,28026
28,27,166,23,13.86,22,13.25,39,23.49,82,49.4,28027
28,28,215,47,21.86,22,10.23,47,21.86,99,46.05,28028
28,29,72,21,29.17,16,22.22,8,11.11,27,37.5,28029
28,30,31,10,32.26,6,19.35,5,16.13,10,32.26,28030
28,31,219,54,24.66,62,28.31,41,18.72,62,28.31,28031
28,32,147,42,28.57,52,35.37,20,13.61,33,22.45,28032
28,33,174,52,29.89,53,30.46,14,8.05,55,31.61,28033
28,34,247,52,21.05,86,34.82,41,16.6,68,27.53,28034
28,35,155,41,26.45,44,28.39,30,19.35,40,25.81,28035
28,36,90,25,27.78,20,22.22,10,11.11,35,38.89,28036
28,37,190,48,25.26,40,21.05,25,13.16,77,40.53,28037
28,38,58,22,37.93,19,32.76,7,12.07,10,17.24,28038
28,39,103,18,17.48,21,20.39,20,19.42,44,42.72,28039
28,40,219,66,30.14,51,23.29,24,10.96,78,35.62,28040
28,41,115,37,32.17,23,20.0,13,11.3,42,36.52,28041
28,42,149,41,27.52,32,21.48,20,13.42,56,37.58,28042
28,43,165,49,29.7,45,27.27,22,13.33,49,29.7,28043
28,44,123,32,26.02,33,26.83,22,17.89,36,29.27,28044
28,45,157,34,21.66,19,12.1,24,15.29,80,50.96,28045
28,46,300,71,23.67,46,15.33,65,21.67,118,39.33,28046
29,1,271,60,22.14,41,15.13,53,19.56,117,43.17,29001
29,2,263,88,33.46,61,23.19,45,17.11,69,26.24,29002
29,3,217,76,35.02,61,28.11,37,17.05,43,19.82,29003
29,4,247,96,38.87,54,21.86,40,16.19,57,23.08,29004
29,5,134,46,34.33,45,33.58,19,14.18,24,17.91,29005
29,6,135,46,34.07,31,22.96,18,13.33,40,29.63,29006
29,7,214,63,29.44,31,14.49,22,10.28,98,45.79,29007
29,8,158,54,34.18,35,22.15,32,20.25,37,23.42,29008
29,9,228,60,26.32,34,14.91,58,25.44,76,33.33,29009
29,10,289,75,25.95,41,14.19,57,19.72,116,40.14,29010
29,11,111,49,44.14,23,20.72,14,12.61,25,22.52,29011
29,12,273,103,37.73,49,17.95,33,12.09,88,32.23,29012
29,13,196,70,35.71,52,26.53,30,15.31,44,22.45,29013
29,14,201,60,29.85,56,27.86,23,11.44,62,30.85,29014
29,15,248,79,31.85,40,16.13,41,16.53,88,35.48,29015
29,16,194,59,30.41,40,20.62,23,11.86,72,37.11,29016
29,17,204,55,26.96,29,14.22,18,8.82,102,50.0,29017
29,18,189,64,33.86,51,26.98,25,13.23,49,25.93,29018
29,19,220,75,34.09,53,24.09,35,15.91,57,25.91,29019
29,20,214,52,24.3,54,25.23,31,14.49,77,35.98,29020
29,21,237,77,32.49,66,27.85,41,17.3,53,22.36,29021
29,22,183,61,33.33,45,24.59,35,19.13,42,22.95,29022
29,23,224,61,27.23,43,19.2,45,20.09,75,33.48,29023
29,24,187,54,28.88,58,31.02,24,12.83,51,27.27,29024
29,25,261,85,32.57,67,25.67,45,17.24,64,24.52,29025
29,26,184,60,32.61,28,15.22,10,5.43,86,46.74,29026
29,27,177,64,36.16,53,29.94,17,9.6,43,24.29,29027
29,28,262,75,28.63,56,21.37,46,17.56,85,32.44,29028
29,29,173,58,33.53,20,11.56,55,31.79,40,23.12,29029
29,30,213,70,32.86,34,15.96,34,15.96,75,35.21,29030
29,31,121,33,27.27,26,21.49,32,26.45,30,24.79,29031
29,32,149,37,24.83,26,17.45,44,29.53,42,28.19,29032
29,33,142,38,26.76,38,26.76,22,15.49,44,30.99,29033
29,34,158,61,38.61,35,22.15,35,22.15,27,17.09,29034
29,35,148,53,35.81,31,20.95,28,18.92,36,24.32,29035
29,36,208,64,30.77,43,20.67,29,13.94,72,34.62,29036
29,37,208,63,30.29,55,26.44,36,17.31,54,25.96,29037
29,38,204,63,30.88,42,20.59,45,22.06,54,26.47,29038
29,39,129,44,34.11,22,17.05,25,19.38,38,29.46,29039
29,40,262,96,36.64,51,19.47,53,20.23,62,23.66,29040
29,41,172,57,33.14,41,23.84,26,15.12,48,27.91,29041
29,42,236,83,35.17,54,22.88,33,13.98,66,27.97,29042
29,43,277,82,29.6,36,13.0,68,24.55,91,32.85,29043
29,44,251,77,30.68,59,23.51,33,13.15,82,32.67,29044
30,1,232,63,27.16,35,15.09,57,24.57,77,33.19,30001
30,2,183,57,31.15,34,18.58,55,30.05,37,20.22,30002
30,3,185,40,21.62,20,10.81,40,21.62,85,45.95,30003
30,4,182,44,24.18,35,19.23,56,30.77,47,25.82,30004
30,5,149,54,36.24,41,27.52,27,18.12,27,18.12,30005
30,6,185,64,34.59,42,22.7,48,25.95,31,16.76,30006
30,7,229,59,25.76,27,11.79,69,30.13,74,32.31,30007
30,8,274,68,24.82,38,13.87,65,23.72,103,37.59,30008
30,9,154,40,25.97,34,22.08,38,24.68,42,27.27,30009
30,10,194,78,40.21,39,20.1,30,15.46,47,24.23,30010
30,11,183,59,32.24,47,25.68,42,22.95,35,19.13,30011
30,12,158,51,32.28,40,25.32,36,22.78,31,19.62,30012
30,13,172,55,31.98,29,16.86,43,25.0,45,26.16,30013
30,14,137,46,33.58,24,17.52,41,29.93,26,18.98,30014
30,15,252,49,19.44,27,10.71,60,23.81,116,46.03,30015
30,16,92,22,23.91,26,28.26,19,20.65,25,27.17,30016
30,17,158,46,29.11,23,14.56,38,24.05,51,32.28,30017
30,18,261,61,23.37,38,14.56,59,22.61,103,39.46,30018
30,19,196,68,34.69,50,25.51,38,19.39,40,20.41,30019
30,20,204,53,25.98,32,15.69,47,23.04,72,35.29,30020
30,21,141,47,33.33,32,22.7,32,22.7,30,21.28,30021
30,22,296,89,30.07,39,13.18,54,18.24,114,38.51,30022
30,23,223,69,30.94,25,11.21,49,21.97,80,35.87,30023
30,24,297,69,23.23,42,14.14,51,17.17,135,45.45,30024
30,25,285,78,27.37,38,13.33,57,20.0,112,39.3,30025
30,26,118,36,30.51,29,24.58,22,18.64,31,26.27,30026
30,27,141,41,29.08,25,17.73,30,21.28,45,31.91,30027
30,28,233,54,23.18,26,11.16,55,23.61,98,42.06,30028
30,29,107,31,28.97,18,16.82,25,23.36,33,30.84,30029
30,30,81,26,32.1,16,19.75,22,27.16,17,20.99,30030
30,31,111,26,23.42,16,14.41,31,27.93,38,34.23,30031
30,32,180,45,25.0,23,12.78,41,22.78,71,39.44,30032
31,1,104,32,30.77,23,22.12,18,17.31,31,29.81,31001
31,2,98,39,39.8,13,13.27,20,20.41,26,26.53,31002
31,3,128,43,33.59,27,21.09,30,23.44,28,21.88,31003
31,4,148,44,29.73,13,8.78,25,16.89,66,44.59,31004
31,5,149,44,29.53,25,16.78,32,21.48,48,32.21,31005
31,6,80,27,33.75,17,21.25,10,12.5,26,32.5,31006
31,7,241,60,24.9,29,12.03,44,18.26,108,44.81,31007
31,8,111,44,39.64,21,18.92,22,19.82,24,21.62,31008
31,9,125,46,36.8,21,16.8,26,20.8,32,25.6,31009
31,10,167,52,31.14,28,16.77,30,17.96,57,34.13,31010
31,11,103,29,28.16,18,17.48,25,24.27,31,30.1,31011
