ward,precinct,total,Eileen Mary Brewer,Eileen Mary Brewer Percent,Joy Virginia Cunningham,Joy Virginia Cunningham Percent,James Michael Bailey,James Michael Bailey Percent,Barbara Ann Riley,Barbara Ann Riley Percent,precinct_id
24,29,127,18,14.17,58,45.67,13,10.24,13,10.24,24029
24,30,85,11,12.94,35,41.18,12,14.12,11,12.94,24030
24,31,92,13,14.13,34,36.96,10,10.87,17,18.48,24031
24,32,112,15,13.39,46,41.07,7,6.25,18,16.07,24032
24,33,91,11,12.09,26,28.57,14,15.38,18,19.78,24033
24,34,112,18,16.07,27,24.11,24,21.43,24,21.43,24034
24,35,106,14,13.21,43,40.57,12,11.32,14,13.21,24035
24,36,88,15,17.05,32,36.36,18,20.45,7,7.95,24036
24,37,119,13,10.92,39,32.77,9,7.56,30,25.21,24037
24,38,114,6,5.26,48,42.11,21,18.42,15,13.16,24038
24,39,104,14,13.46,39,37.5,14,13.46,17,16.35,24039
24,40,147,22,14.97,57,38.78,20,13.61,26,17.69,24040
24,41,111,10,9.01,42,37.84,21,18.92,21,18.92,24041
24,42,91,15,16.48,34,37.36,15,16.48,12,13.19,24042
24,43,134,11,8.21,62,46.27,20,14.93,18,13.43,24043
24,44,44,7,15.91,11,25.0,9,20.45,8,18.18,24044
24,45,99,13,13.13,37,37.37,16,16.16,14,14.14,24045
24,46,125,14,11.2,50,40.0,15,12.0,22,17.6,24046
24,47,109,18,16.51,34,31.19,15,13.76,20,18.35,24047
24,48,55,6,10.91,21,38.18,9,16.36,8,14.55,24048
24,49,147,23,15.65,49,33.33,24,16.33,15,10.2,24049
24,50,149,25,16.78,42,28.19,17,11.41,32,21.48,24050
24,51,191,22,11.52,85,44.5,28,14.66,29,15.18,24051
24,52,94,8,8.51,45,47.87,8,8.51,21,22.34,24052
24,53,131,13,9.92,39,29.77,22,16.79,34,25.95,24053
24,54,56,6,10.71,17,30.36,10,17.86,12,21.43,24054
24,55,54,5,9.26,14,25.93,11,20.37,8,14.81,24055
24,56,149,15,10.07,65,43.62,20,13.42,29,19.46,24056
24,57,86,10,11.63,22,25.58,17,19.77,16,18.6,24057
24,58,126,12,9.52,55,43.65,15,11.9,18,14.29,24058
24,59,63,4,6.35,18,28.57,19,30.16,9,14.29,24059
25,1,125,17,13.6,35,28.0,21,16.8,30,24.0,25001
25,2,174,23,13.22,63,36.21,11,6.32,31,17.82,25002
25,3,62,19,30.65,13,20.97,7,11.29,10,16.13,25003
25,4,119,23,19.33,23,19.33,19,15.97,22,18.49,25004
25,5,136,22,16.18,35,25.74,25,18.38,24,17.65,25005
25,6,62,6,9.68,14,22.58,12,19.35,10,16.13,25006
25,7,93,10,10.75,27,29.03,21,22.58,16,17.2,25007
25,8,131,17,12.98,32,24.43,11,8.4,25,19.08,25008
25,9,170,23,13.53,52,30.59,24,14.12,34,20.0,25009
25,10,64,14,21.88,14,21.88,7,10.94,8,12.5,25010
25,11,136,24,17.65,28,20.59,21,15.44,29,21.32,25011
25,12,104,13,12.5,32,30.77,11,10.58,25,24.04,25012
25,13,143,10,6.99,43,30.07,23,16.08,24,16.78,25013
25,14,52,10,19.23,9,17.31,5,9.62,10,19.23,25014
25,15,138,22,15.94,40,28.99,16,11.59,32,23.19,25015
25,16,48,7,14.58,5,10.42,7,14.58,5,10.42,25016
25,17,174,28,16.09,50,28.74,30,17.24,26,14.94,25017
25,18,107,24,22.43,25,23.36,18,16.82,20,18.69,25018
25,19,119,15,12.61,35,29.41,19,15.97,26,21.85,25019
25,20,142,29,20.42,31,21.83,14,9.86,30,21.13,25020
25,21,86,11,12.79,26,30.23,16,18.6,11,12.79,25021
25,22,61,10,16.39,16,26.23,5,8.2,16,26.23,25022
25,23,154,16,10.39,48,31.17,18,11.69,28,18.18,25023
25,24,128,21,16.41,39,30.47,12,9.38,20,15.63,25024
25,25,90,15,16.67,25,27.78,7,7.78,16,17.78,25025
25,26,72,9,12.5,21,29.17,9,12.5,11,15.28,25026
25,27,76,15,19.74,20,26.32,11,14.47,13,17.11,25027
25,28,121,19,15.7,32,26.45,23,19.01,17,14.05,25028
25,29,95,20,21.05,22,23.16,13,13.68,18,18.95,25029
25,30,126,18,14.29,32,25.4,16,12.7,30,23.81,25030
25,31,44,6,13.64,12,27.27,6,13.64,9,20.45,25031
26,1,38,10,26.32,8,21.05,2,5.26,5,13.16,26001
26,2,73,12,16.44,18,24.66,10,13.7,19,26.03,26002
26,3,47,7,14.89,12,25.53,8,17.02,10,21.28,26003
26,4,50,4,8.0,17,34.0,9,18.0,11,22.0,26004
26,5,71,8,11.27,27,38.03,9,12.68,10,14.08,26005
26,6,61,11,18.03,13,21.31,5,8.2,5,8.2,26006
26,7,39,7,17.95,6,15.38,7,17.95,11,28.21,26007
26,8,52,11,21.15,14,26.92,15,28.85,6,11.54,26008
26,9,38,3,7.89,9,23.68,2,5.26,9,23.68,26009
26,10,41,10,24.39,14,34.15,3,7.32,6,14.63,26010
26,11,53,5,9.43,19,35.85,10,18.87,10,18.87,26011
26,12,39,7,17.95,5,12.82,9,23.08,8,20.51,26012
26,13,63,9,14.29,23,36.51,6,9.52,6,9.52,26013
26,14,49,7,14.29,10,20.41,5,10.2,16,32.65,26014
26,15,41,4,9.76,11,26.83,5,12.2,9,21.95,26015
26,16,53,7,13.21,17,32.08,3,5.66,11,20.75,26016
26,17,33,5,15.15,7,21.21,4,12.12,5,15.15,26017
26,18,37,10,27.03,7,18.92,7,18.92,6,16.22,26018
26,19,87,17,19.54,36,41.38,8,9.2,12,13.79,26019
26,20,73,9,12.33,26,35.62,7,9.59,14,19.18,26020
26,21,58,4,6.9,19,32.76,14,24.14,13,22.41,26021
26,22,39,12,30.77,10,25.64,2,5.13,7,17.95,26022
26,23,53,6,11.32,17,32.08,4,7.55,12,22.64,26023
26,24,45,3,6.67,17,37.78,4,8.89,8,17.78,26024
26,25,31,3,9.68,10,32.26,5,16.13,4,12.9,26025
26,26,50,5,10.0,22,44.0,5,10.0,8,16.0,26026
26,27,62,4,6.45,22,35.48,10,16.13,14,22.58,26027
26,28,49,7,14.29,5,10.2,6,12.24,15,30.61,26028
26,29,50,8,16.0,15,30.0,3,6.0,14,28.0,26029
26,30,35,6,17.14,9,25.71,5,14.29,2,5.71,26030
26,31,69,9,13.04,20,28.99,14,20.29,14,20.29,26031
26,32,73,9,12.33,19,26.03,9,12.33,15,20.55,26032
26,33,22,6,27.27,9,40.91,3,13.64,1,4.55,26033
26,34,54,8,14.81,24,44.44,4,7.41,11,20.37,26034
26,35,58,10,17.24,18,31.03,10,17.24,10,17.24,26035
26,36,52,11,21.15,6,11.54,10,19.23,14,26.92,26036
26,37,36,10,27.78,4,11.11,6,16.67,8,22.22,26037
26,38,30,8,26.67,5,16.67,8,26.67,3,10.0,26038
26,39,32,4,12.5,5,15.63,6,18.75,9,28.13,26039
26,40,28,3,10.71,14,50.0,3,10.71,4,14.29,26040
26,41,45,9,20.0,14,31.11,2,4.44,11,24.44,26041
26,42,32,1,3.13,14,43.75,1,3.13,9,28.13,26042
26,43,53,9,16.98,12,22.64,6,11.32,8,15.09,26043
26,44,30,3,10.0,5,16.67,6,20.0,7,23.33,26044
26,45,65,8,12.31,14,21.54,15,23.08,14,21.54,26045
26,46,63,13,20.63,14,22.22,13,20.63,11,17.46,26046
26,47,43,3,6.98,15,34.88,5,11.63,12,27.91,26047
26,48,60,6,10.0,18,30.0,10,16.67,12,20.0,26048
26,49,43,6,13.95,13,30.23,10,23.26,8,18.6,26049
26,50,27,2,7.41,10,37.04,5,18.52,6,22.22,26050
26,51,52,7,13.46,20,38.46,5,9.62,10,19.23,26051
26,52,22,3,13.64,4,18.18,3,13.64,2,9.09,26052
26,53,29,3,10.34,9,31.03,3,10.34,5,17.24,26053
26,54,56,2,3.57,13,23.21,11,19.64,16,28.57,26054
26,55,31,7,22.58,11,35.48,3,9.68,7,22.58,26055
26,56,60,5,8.33,22,36.67,8,13.33,12,20.0,26056
26,57,46,3,6.52,15,32.61,2,4.35,13,28.26,26057
26,58,43,7,16.28,11,25.58,6,13.95,8,18.6,26058
26,59,60,6,10.0,21,35.0,9,15.0,10,16.67,26059
26,60,53,12,22.64,14,26.42,11,20.75,7,13.21,26060
26,61,29,3,10.34,10,34.48,3,10.34,7,24.14,26061
26,62,66,7,10.61,20,30.3,4,6.06,14,21.21,26062
26,63,21,3,14.29,3,14.29,5,23.81,2,9.52,26063
27,1,51,12,23.53,15,29.41,6,11.76,4,7.84,27001
27,2,112,11,9.82,28,25.0,23,20.54,13,11.61,27002
27,3,94,9,9.57,29,30.85,15,15.96,15,15.96,27003
27,4,75,6,8.0,16,21.33,12,16.0,13,17.33,27004
27,5,16,0,,3,,2,,3,,27005
27,6,62,9,14.52,9,14.52,7,11.29,9,14.52,27006
27,7,61,9,14.75,21,34.43,6,9.84,8,13.11,27007
27,8,129,13,10.08,34,26.36,12,9.3,25,19.38,27008
27,9,120,16,13.33,37,30.83,12,10.0,15,12.5,27009
27,10,172,16,9.3,49,28.49,11,6.4,19,11.05,27010
27,11,117,15,12.82,19,16.24,12,10.26,21,17.95,27011
27,12,59,5,8.47,20,33.9,8,13.56,8,13.56,27012
27,13,55,4,7.27,17,30.91,5,9.09,11,20.0,27013
27,14,139,26,18.71,32,23.02,17,12.23,21,15.11,27014
27,15,75,8,10.67,19,25.33,12,16.0,12,16.0,27015
27,16,17,3,17.65,2,11.76,3,17.65,2,11.76,27016
27,17,52,13,25.0,19,36.54,5,9.62,8,15.38,27017
27,18,65,10,15.38,15,23.08,15,23.08,9,13.85,27018
27,19,94,17,18.09,20,21.28,6,6.38,8,8.51,27019
27,20,137,8,5.84,22,16.06,21,15.33,19,13.87,27020
27,21,107,6,5.61,11,10.28,10,9.35,10,9.35,27021
27,22,107,7,6.54,27,25.23,18,16.82,11,10.28,27022
27,23,22,3,13.64,11,50.0,4,18.18,2,9.09,27023
27,24,101,7,6.93,19,18.81,9,8.91,7,6.93,27024
27,25,88,5,5.68,10,11.36,11,12.5,7,7.95,27025
27,26,117,12,10.26,36,30.77,16,13.68,23,19.66,27026
27,27,66,8,12.12,13,19.7,7,10.61,5,7.58,27027
27,28,109,18,16.51,21,19.27,9,8.26,12,11.01,27028
27,29,87,6,6.9,12,13.79,13,14.94,8,9.2,27029
27,30,68,8,11.76,15,22.06,8,11.76,9,13.24,27030
27,31,94,13,13.83,13,13.83,8,8.51,7,7.45,27031
27,32,78,16,20.51,13,16.67,9,11.54,15,19.23,27032
27,33,80,6,7.5,28,35.0,7,8.75,9,11.25,27033
27,34,115,10,8.7,12,10.43,6,5.22,12,10.43,27034
27,35,72,15,20.83,19,26.39,9,12.5,13,18.06,27035
27,36,103,12,11.65,23,22.33,10,9.71,10,9.71,27036
27,37,67,8,11.94,16,23.88,7,10.45,13,19.4,27037
27,38,47,10,21.28,16,34.04,1,2.13,8,17.02,27038
27,39,75,6,8.0,19,25.33,5,6.67,4,5.33,27039
27,40,63,5,7.94,24,38.1,4,6.35,6,9.52,27040
27,41,72,8,11.11,20,27.78,5,6.94,16,22.22,27041
27,42,53,5,9.43,15,28.3,5,9.43,10,18.87,27042
27,43,74,3,4.05,3,4.05,4,5.41,5,6.76,27043
27,44,100,10,10.0,53,53.0,10,10.0,9,9.0,27044
27,45,114,5,4.39,28,24.56,7,6.14,11,9.65,27045
27,46,125,9,7.2,22,17.6,11,8.8,10,8.0,27046
27,47,78,9,11.54,14,17.95,9,11.54,7,8.97,27047
27,48,112,12,10.71,45,40.18,10,8.93,15,13.39,27048
27,49,106,9,8.49,43,40.57,10,9.43,24,22.64,27049
27,50,74,12,16.22,30,40.54,7,9.46,14,18.92,27050
27,51,79,3,3.8,8,10.13,6,7.59,6,7.59,27051
27,52,73,5,6.85,23,31.51,13,17.81,9,12.33,27052
27,53,68,9,13.24,16,23.53,3,4.41,10,14.71,27053
27,54,45,12,26.67,14,31.11,1,2.22,7,15.56,27054
27,55,112,12,10.71,25,22.32,12,10.71,9,8.04,27055
27,56,50,10,20.0,13,26.0,7,14.0,7,14.0,27056
27,57,56,12,21.43,18,32.14,3,5.36,7,12.5,27057
27,58,60,8,13.33,12,20.0,5,8.33,10,16.67,27058
27,59,112,11,9.82,17,15.18,17,15.18,14,12.5,27059
28,1,128,10,7.81,56,43.75,15,11.72,25,19.53,28001
28,2,115,19,16.52,44,38.26,18,15.65,18,15.65,28002
28,3,76,9,11.84,29,38.16,17,22.37,14,18.42,28003
28,4,156,19,12.18,66,42.31,14,8.97,24,15.38,28004
28,5,96,9,9.38,45,46.88,13,13.54,13,13.54,28005
28,6,86,5,5.81,48,55.81,7,8.14,10,11.63,28006
28,7,101,13,12.87,45,44.55,16,15.84,6,5.94,28007
28,8,93,19,20.43,37,39.78,10,10.75,11,11.83,28008
28,9,85,12,14.12,38,44.71,10,11.76,13,15.29,28009
28,10,36,4,11.11,17,47.22,5,13.89,5,13.89,28010
28,11,102,12,11.76,48,47.06,15,14.71,11,10.78,28011
28,12,93,12,12.9,39,41.94,13,13.98,13,13.98,28012
28,13,65,3,4.62,33,50.77,12,18.46,3,4.62,28013
28,14,62,9,14.52,22,35.48,13,20.97,8,12.9,28014
28,15,108,11,10.19,38,35.19,15,13.89,23,21.3,28015
28,16,93,15,16.13,41,44.09,8,8.6,14,15.05,28016
28,17,112,14,12.5,54,48.21,13,11.61,17,15.18,28017
28,18,148,12,8.11,82,55.41,14,9.46,17,11.49,28018
28,19,129,19,14.73,47,36.43,19,14.73,19,14.73,28019
28,20,133,20,15.04,56,42.11,12,9.02,16,12.03,28020
28,21,148,21,14.19,68,45.95,16,10.81,16,10.81,28021
28,22,107,6,5.61,68,63.55,8,7.48,13,12.15,28022
28,23,109,12,11.01,47,43.12,8,7.34,16,14.68,28023
28,24,69,9,13.04,29,42.03,8,11.59,8,11.59,28024
28,25,67,13,19.4,17,25.37,8,11.94,11,16.42,28025
28,26,127,21,16.54,63,49.61,9,7.09,16,12.6,28026
28,27,145,17,11.72,61,42.07,24,16.55,20,13.79,28027
28,28,85,17,20.0,24,28.24,13,15.29,14,16.47,28028
28,29,83,18,21.69,18,21.69,15,18.07,16,19.28,28029
28,30,69,12,17.39,23,33.33,10,14.49,8,11.59,28030
28,31,95,8,8.42,48,50.53,12,12.63,10,10.53,28031
28,32,102,15,14.71,29,28.43,17,16.67,24,23.53,28032
28,33,126,19,15.08,60,47.62,14,11.11,11,8.73,28033
28,34,19,1,5.26,5,26.32,4,21.05,4,21.05,28034
28,35,77,11,14.29,30,38.96,14,18.18,10,12.99,28035
28,36,88,9,10.23,57,64.77,6,6.82,8,9.09,28036
28,37,207,14,6.76,48,23.19,28,13.53,34,16.43,28037
28,38,53,10,18.87,15,28.3,9,16.98,9,16.98,28038
28,39,107,20,18.69,37,34.58,21,19.63,11,10.28,28039
28,40,161,19,11.8,64,39.75,25,15.53,23,14.29,28040
28,41,126,19,15.08,40,31.75,18,14.29,19,15.08,28041
28,42,99,6,6.06,53,53.54,7,7.07,20,20.2,28042
28,43,156,16,10.26,92,58.97,13,8.33,19,12.18,28043
28,44,137,16,11.68,58,42.34,27,19.71,18,13.14,28044
28,45,108,11,10.19,52,48.15,17,15.74,16,14.81,28045
28,46,124,18,14.52,38,30.65,12,9.68,23,18.55,28046
28,47,91,11,12.09,33,36.26,7,7.69,15,16.48,28047
28,48,42,7,16.67,18,42.86,5,11.9,6,14.29,28048
28,49,55,3,5.45,28,50.91,7,12.73,9,16.36,28049
28,50,69,6,8.7,44,63.77,7,10.14,7,10.14,28050
28,51,93,8,8.6,43,46.24,15,16.13,13,13.98,28051
28,52,70,10,14.29,30,42.86,6,8.57,8,11.43,28052
28,53,46,10,21.74,8,17.39,6,13.04,11,23.91,28053
28,54,85,11,12.94,31,36.47,12,14.12,15,17.65,28054
28,55,96,9,9.38,44,45.83,10,10.42,15,15.63,28055
28,56,117,18,15.38,49,41.88,16,13.68,15,12.82,28056
28,57,131,20,15.27,53,40.46,13,9.92,24,18.32,28057
28,58,115,19,16.52,44,38.26,16,13.91,17,14.78,28058
28,59,72,7,9.72,32,44.44,6,8.33,14,19.44,28059
28,60,62,11,17.74,24,38.71,4,6.45,11,17.74,28060
28,61,32,6,18.75,9,28.13,5,15.63,5,15.63,28061
29,1,175,14,8.0,38,21.71,21,12.0,14,8.0,29001
29,2,90,4,4.44,9,10.0,8,8.89,21,23.33,29002
29,3,219,28,12.79,58,26.48,25,11.42,26,11.87,29003
29,4,182,19,10.44,42,23.08,16,8.79,21,11.54,29004
29,5,156,10,6.41,32,20.51,17,10.9,8,5.13,29005
29,6,62,8,12.9,9,14.52,12,19.35,12,19.35,29006
29,7,70,9,12.86,12,17.14,11,15.71,19,27.14,29007
29,8,117,11,9.4,21,17.95,10,8.55,13,11.11,29008
29,9,82,6,7.32,12,14.63,3,3.66,13,15.85,29009
29,10,114,13,11.4,18,15.79,8,7.02,9,7.89,29010
29,11,167,14,8.38,38,22.75,19,11.38,20,11.98,29011
29,12,193,31,16.06,44,22.8,17,8.81,24,12.44,29012
29,13,153,5,3.27,23,15.03,8,5.23,13,8.5,29013
29,14,251,37,14.74,89,35.46,31,12.35,32,12.75,29014
29,15,181,23,12.71,45,24.86,27,14.92,13,7.18,29015
29,16,193,8,4.15,20,10.36,7,3.63,5,2.59,29016
29,17,127,12,9.45,44,34.65,10,7.87,11,8.66,29017
29,18,203,9,4.43,44,21.67,11,5.42,16,7.88,29018
29,19,144,16,11.11,47,32.64,9,6.25,10,6.94,29019
29,20,135,6,4.44,15,11.11,10,7.41,9,6.67,29020
29,21,124,13,10.48,43,34.68,13,10.48,17,13.71,29021
29,22,111,17,15.32,22,19.82,16,14.41,18,16.22,29022
29,23,172,17,9.88,32,18.6,10,5.81,24,13.95,29023
29,24,78,7,8.97,18,23.08,12,15.38,15,19.23,29024
29,25,174,11,6.32,21,12.07,8,4.6,9,5.17,29025
29,26,189,16,8.47,53,28.04,14,7.41,15,7.94,29026
29,27,108,6,5.56,34,31.48,15,13.89,10,9.26,29027
29,28,185,29,15.68,47,25.41,30,16.22,28,15.14,29028
29,29,197,16,8.12,45,22.84,8,4.06,11,5.58,29029
29,30,79,7,8.86,15,18.99,6,7.59,8,10.13,29030
29,31,120,11,9.17,26,21.67,16,13.33,12,10.0,29031
29,32,77,9,11.69,9,11.69,5,6.49,11,14.29,29032
29,33,200,16,8.0,62,31.0,14,7.0,9,4.5,29033
29,34,97,5,5.15,17,17.53,16,16.49,12,12.37,29034
29,35,115,16,13.91,33,28.7,17,14.78,23,20.0,29035
29,36,174,13,7.47,24,13.79,7,4.02,13,7.47,29036
29,37,155,18,11.61,33,21.29,13,8.39,25,16.13,29037
29,38,173,27,15.61,42,24.28,16,9.25,25,14.45,29038
29,39,82,10,12.2,12,14.63,13,15.85,17,20.73,29039
29,40,292,13,4.45,56,19.18,12,4.11,20,6.85,29040
29,41,194,14,7.22,38,19.59,15,7.73,14,7.22,29041
29,42,196,31,15.82,47,23.98,19,9.69,29,14.8,29042
29,43,262,15,5.73,39,14.89,11,4.2,20,7.63,29043
29,44,202,23,11.39,63,31.19,21,10.4,20,9.9,29044
29,45,148,10,6.76,39,26.35,15,10.14,11,7.43,29045
29,46,126,9,7.14,28,22.22,13,10.32,10,7.94,29046
29,47,220,29,13.18,75,34.09,12,5.45,14,6.36,29047
29,48,137,19,13.87,21,15.33,18,13.14,15,10.95,29048
29,49,202,17,8.42,30,14.85,19,9.41,20,9.9,29049
29,50,114,9,7.89,34,29.82,18,15.79,8,7.02,29050
29,51,150,11,7.33,40,26.67,12,8.0,17,11.33,29051
29,52,68,15,22.06,11,16.18,7,10.29,9,13.24,29052
30,1,101,17,16.83,12,11.88,29,28.71,18,17.82,30001
30,2,79,15,18.99,16,20.25,10,12.66,15,18.99,30002
30,3,107,20,18.69,20,18.69,12,11.21,29,27.1,30003
30,4,55,11,20.0,10,18.18,7,12.73,9,16.36,30004
30,5,41,10,24.39,5,12.2,5,12.2,11,26.83,30005
30,6,58,7,12.07,12,20.69,15,25.86,13,22.41,30006
30,7,56,6,10.71,12,21.43,6,10.71,16,28.57,30007
30,8,93,19,20.43,18,19.35,16,17.2,21,22.58,30008
30,9,129,12,9.3,16,12.4,32,24.81,23,17.83,30009
30,10,61,8,13.11,11,18.03,8,13.11,18,29.51,30010
30,11,54,10,18.52,14,25.93,9,16.67,9,16.67,30011
30,12,61,11,18.03,11,18.03,8,13.11,13,21.31,30012
30,13,64,6,9.38,15,23.44,16,25.0,13,20.31,30013
30,14,25,4,16.0,4,16.0,5,20.0,3,12.0,30014
30,15,111,14,12.61,29,26.13,16,14.41,21,18.92,30015
30,16,76,13,17.11,8,10.53,19,25.0,22,28.95,30016
30,17,58,13,22.41,11,18.97,6,10.34,14,24.14,30017
30,18,62,11,17.74,11,17.74,8,12.9,18,29.03,30018
30,19,41,9,21.95,10,24.39,2,4.88,9,21.95,30019
30,20,61,8,13.11,12,19.67,7,11.48,18,29.51,30020
30,21,80,12,15.0,19,23.75,13,16.25,17,21.25,30021
30,22,76,14,18.42,15,19.74,8,10.53,16,21.05,30022
30,23,68,10,14.71,12,17.65,12,17.65,15,22.06,30023
30,24,67,7,10.45,19,28.36,9,13.43,18,26.87,30024
30,25,55,3,5.45,16,29.09,11,20.0,14,25.45,30025
30,26,53,8,15.09,7,13.21,10,18.87,17,32.08,30026
30,27,100,14,14.0,14,14.0,12,12.0,20,20.0,30027
30,28,68,3,4.41,12,17.65,12,17.65,19,27.94,30028
30,29,31,8,25.81,3,9.68,2,6.45,8,25.81,30029
30,30,93,15,16.13,26,27.96,14,15.05,21,22.58,30030
30,31,52,6,11.54,6,11.54,8,15.38,9,17.31,30031
30,32,30,6,20.0,4,13.33,3,10.0,6,20.0,30032
30,33,72,7,9.72,12,16.67,17,23.61,12,16.67,30033
30,34,110,20,18.18,22,20.0,14,12.73,14,12.73,30034
30,35,87,10,11.49,16,18.39,9,10.34,23,26.44,30035
30,36,50,12,24.0,12,24.0,10,20.0,8,16.0,30036
30,37,70,11,15.71,7,10.0,15,21.43,17,24.29,30037
30,38,110,17,15.45,24,21.82,19,17.27,24,21.82,30038
30,39,78,10,12.82,15,19.23,20,25.64,16,20.51,30039
30,40,68,5,7.35,13,19.12,8,11.76,13,19.12,30040
30,41,71,9,12.68,13,18.31,10,14.08,10,14.08,30041
31,1,47,5,10.64,6,12.77,5,10.64,2,4.26,31001
31,2,58,6,10.34,13,22.41,16,27.59,11,18.97,31002
31,3,83,9,10.84,14,16.87,8,9.64,14,16.87,31003
31,4,64,8,12.5,13,20.31,10,15.63,5,7.81,31004
31,5,78,15,19.23,11,14.1,5,6.41,11,14.1,31005
31,6,74,13,17.57,12,16.22,7,9.46,10,13.51,31006
31,7,61,3,4.92,14,22.95,10,16.39,11,18.03,31007
31,8,61,7,11.48,15,24.59,12,19.67,11,18.03,31008
31,9,65,7,10.77,12,18.46,10,15.38,13,20.0,31009
31,10,33,3,9.09,2,6.06,5,15.15,2,6.06,31010
31,11,35,8,22.86,7,20.0,3,8.57,10,28.57,31011
31,12,77,14,18.18,15,19.48,9,11.69,13,16.88,31012
31,13,47,3,6.38,7,14.89,12,25.53,5,10.64,31013
31,14,42,6,14.29,5,11.9,4,9.52,7,16.67,31014
31,15,36,5,13.89,4,11.11,4,11.11,4,11.11,31015
31,16,39,7,17.95,11,28.21,4,10.26,7,17.95,31016
31,17,63,8,12.7,8,12.7,4,6.35,15,23.81,31017
31,18,47,5,10.64,9,19.15,12,25.53,3,6.38,31018
31,19,70,4,5.71,12,17.14,4,5.71,15,21.43,31019
31,20,53,5,9.43,20,37.74,7,13.21,6,11.32,31020
31,21,71,10,14.08,16,22.54,6,8.45,15,21.13,31021
31,22,43,7,16.28,11,25.58,3,6.98,10,23.26,31022
31,23,38,5,13.16,8,21.05,2,5.26,7,18.42,31023
31,24,62,10,16.13,6,9.68,12,19.35,14,22.58,31024
31,25,71,11,15.49,9,12.68,13,18.31,13,18.31,31025
31,26,41,6,14.63,9,21.95,4,9.76,9,21.95,31026
31,27,67,14,20.9,4,5.97,6,8.96,15,22.39,31027
31,28,53,7,13.21,12,22.64,2,3.77,15,28.3,31028
31,29,54,9,16.67,2,3.7,3,5.56,9,16.67,31029
31,30,81,8,9.88,13,16.05,11,13.58,7,8.64,31030
31,31,85,9,10.59,16,18.82,13,15.29,24,28.24,31031
31,32,82,11,13.41,15,18.29,15,18.29,19,23.17,31032
31,33,57,4,7.02,10,17.54,11,19.3,10,17.54,31033
31,34,45,7,15.56,10,22.22,6,13.33,13,28.89,31034
31,35,63,1,1.59,7,11.11,4,6.35,11,17.46,31035
31,36,97,8,8.25,10,10.31,15,15.46,18,18.56,31036
31,37,63,6,9.52,6,9.52,6,9.52,16,25.4,31037
31,38,49,5,10.2,6,12.24,13,26.53,13,26.53,31038
31,39,44,9,20.45,1,2.27,5,11.36,9,20.45,31039
31,40,51,5,9.8,3,5.88,12,23.53,6,11.76,31040
31,41,56,1,1.79,11,19.64,5,8.93,12,21.43,31041
31,42,80,8,10.0,13,16.25,10,12.5,12,15.0,31042
31,43,76,8,10.53,12,15.79,8,10.53,13,17.11,31043
31,44,58,8,13.79,7,12.07,6,10.34,5,8.62,31044
31,45,61,10,16.39,6,9.84,7,11.48,11,18.03,31045
31,46,66,6,9.09,7,10.61,5,7.58,18,27.27,31046
31,47,88,12,13.64,12,13.64,11,12.5,19,21.59,31047
31,48,64,8,12.5,10,15.63,8,12.5,15,23.44,31048
31,49,44,4,9.09,11,25.0,5,11.36,9,20.45,31049
31,50,63,12,19.05,13,20.63,8,12.7,17,26.98,31050
31,51,53,8,15.09,13,24.53,7,13.21,7,13.21,31051
32,1,88,22,25.0,17,19.32,10,11.36,16,18.18,32001
32,2,82,21,25.61,24,29.27,8,9.76,8,9.76,32002
32,3,62,14,22.58,12,19.35,8,12.9,5,8.06,32003
32,4,105,15,14.29,26,24.76,12,11.43,11,10.48,32004
32,5,59,9,15.25,15,25.42,11,18.64,6,10.17,32005
32,6,88,15,17.05,24,27.27,15,17.05,12,13.64,32006
32,7,33,9,27.27,6,18.18,2,6.06,5,15.15,32007
32,8,89,20,22.47,26,29.21,7,7.87,8,8.99,32008
32,9,128,27,21.09,33,25.78,8,6.25,20,15.63,32009
32,10,68,19,27.94,16,23.53,4,5.88,10,14.71,32010
32,11,60,9,15.0,14,23.33,2,3.33,7,11.67,32011
32,12,66,10,15.15,15,22.73,4,6.06,15,22.73,32012
32,13,28,6,21.43,9,32.14,1,3.57,7,25.0,32013
32,14,75,6,8.0,16,21.33,6,8.0,9,12.0,32014
32,15,53,8,15.09,15,28.3,6,11.32,9,16.98,32015
32,16,93,10,10.75,16,17.2,15,16.13,12,12.9,32016
32,17,67,16,23.88,13,19.4,8,11.94,14,20.9,32017
32,18,53,10,18.87,17,32.08,8,15.09,8,15.09,32018
32,19,86,14,16.28,22,25.58,9,10.47,14,16.28,32019
32,20,80,12,15.0,19,23.75,5,6.25,9,11.25,32020
32,21,70,18,25.71,17,24.29,7,10.0,11,15.71,32021
32,22,109,24,22.02,38,34.86,7,6.42,15,13.76,32022
32,23,97,18,18.56,26,26.8,11,11.34,16,16.49,32023
32,24,61,12,19.67,14,22.95,8,13.11,10,16.39,32024
