ward,precinct,total,Marguerite Anne Quinn,Marguerite Anne Quinn Percent,Martha A. Mills,Martha A. Mills Percent,Patrick W. ''Pat'' O'Brien,Patrick W. ''Pat'' O'Brien Percent,Thomas ''TJ'' Loftus,Thomas ''TJ'' Loftus Percent,Susan Mary Matyus,Susan Mary Matyus Percent,John Martin Stalmack,John Martin Stalmack Percent,Phyllis F. Ringer-Taylor,Phyllis F. Ringer-Taylor Percent,precinct_id
24,55,54,16,,3,,16,,4,,0,,2,,13,,24055
24,56,149,21,14.09,20,13.42,37,24.83,9,6.04,5,3.36,11,7.38,46,30.87,24056
24,57,87,13,14.94,25,28.74,24,27.59,3,3.45,8,9.2,5,5.75,9,10.34,24057
24,58,137,20,14.6,17,12.41,23,16.79,4,2.92,2,1.46,17,12.41,54,39.42,24058
24,59,63,13,,12,,16,,3,,0,,7,,12,,24059
25,1,125,28,22.4,17,13.6,41,32.8,6,4.8,11,8.8,17,13.6,5,4.0,25001
25,2,174,41,23.56,31,17.82,43,24.71,8,4.6,17,9.77,29,16.67,5,2.87,25002
25,3,64,14,21.88,8,12.5,14,21.88,6,9.38,3,4.69,9,14.06,10,15.63,25003
25,4,113,28,24.78,14,12.39,24,21.24,9,7.96,13,11.5,13,11.5,12,10.62,25004
25,5,137,31,22.63,18,13.14,38,27.74,11,8.03,10,7.3,25,18.25,4,2.92,25005
25,6,64,21,32.81,6,9.38,12,18.75,3,4.69,5,7.81,12,18.75,5,7.81,25006
25,7,93,23,24.73,12,12.9,18,19.35,5,5.38,11,11.83,16,17.2,8,8.6,25007
25,8,130,36,27.69,20,15.38,30,23.08,10,7.69,11,8.46,17,13.08,6,4.62,25008
25,9,169,38,22.49,25,14.79,53,31.36,8,4.73,17,10.06,16,9.47,12,7.1,25009
25,10,68,16,23.53,6,8.82,26,38.24,3,4.41,2,2.94,5,7.35,10,14.71,25010
25,11,135,29,21.48,23,17.04,37,27.41,6,4.44,14,10.37,17,12.59,9,6.67,25011
25,12,102,32,31.37,12,11.76,27,26.47,6,5.88,13,12.75,7,6.86,5,4.9,25012
25,13,143,36,25.17,24,16.78,33,23.08,6,4.2,9,6.29,27,18.88,8,5.59,25013
25,14,81,16,,2,,14,,5,,3,,41,,0,,25014
25,15,136,32,23.53,20,14.71,44,32.35,6,4.41,10,7.35,20,14.71,4,2.94,25015
25,16,78,8,10.26,6,7.69,7,8.97,3,3.85,3,3.85,45,57.69,6,7.69,25016
25,17,173,47,27.17,23,13.29,48,27.75,6,3.47,14,8.09,21,12.14,14,8.09,25017
25,18,212,33,15.57,18,8.49,15,7.08,3,1.42,15,7.08,120,56.6,8,3.77,25018
25,19,120,23,19.17,30,25.0,32,26.67,7,5.83,10,8.33,14,11.67,4,3.33,25019
25,20,145,36,24.83,21,14.48,38,26.21,11,7.59,20,13.79,11,7.59,8,5.52,25020
25,21,79,16,20.25,17,21.52,17,21.52,5,6.33,3,3.8,12,15.19,9,11.39,25021
25,22,62,24,38.71,6,9.68,13,20.97,1,1.61,7,11.29,9,14.52,2,3.23,25022
25,23,144,40,27.78,29,20.14,33,22.92,12,8.33,11,7.64,12,8.33,7,4.86,25023
25,24,134,33,24.63,23,17.16,29,21.64,10,7.46,11,8.21,21,15.67,7,5.22,25024
25,25,94,26,27.66,22,23.4,12,12.77,4,4.26,5,5.32,18,19.15,7,7.45,25025
25,26,68,14,20.59,5,7.35,18,26.47,5,7.35,5,7.35,11,16.18,10,14.71,25026
25,27,80,15,18.75,13,16.25,14,17.5,4,5.0,9,11.25,18,22.5,7,8.75,25027
25,28,134,25,18.66,23,17.16,40,29.85,6,4.48,7,5.22,20,14.93,13,9.7,25028
25,29,108,23,21.3,15,13.89,27,25.0,7,6.48,4,3.7,20,18.52,12,11.11,25029
25,30,124,34,27.42,24,19.35,43,34.68,4,3.23,8,6.45,7,5.65,4,3.23,25030
25,31,47,6,12.77,9,19.15,14,29.79,4,8.51,5,10.64,7,14.89,2,4.26,25031
26,1,38,12,31.58,6,15.79,5,13.16,4,10.53,7,18.42,3,7.89,1,2.63,26001
26,2,74,11,14.86,12,16.22,23,31.08,4,5.41,10,13.51,3,4.05,11,14.86,26002
26,3,47,10,21.28,5,10.64,17,36.17,1,2.13,5,10.64,7,14.89,2,4.26,26003
26,4,52,5,9.62,16,30.77,14,26.92,3,5.77,3,5.77,8,15.38,3,5.77,26004
26,5,75,20,26.67,9,12.0,14,18.67,3,4.0,9,12.0,14,18.67,6,8.0,26005
26,6,60,20,33.33,8,13.33,13,21.67,1,1.67,8,13.33,8,13.33,2,3.33,26006
26,7,39,10,,6,,15,,2,,2,,4,,0,,26007
26,8,50,12,24.0,6,12.0,13,26.0,4,8.0,2,4.0,9,18.0,4,8.0,26008
26,9,37,12,32.43,2,5.41,9,24.32,2,5.41,5,13.51,5,13.51,2,5.41,26009
26,10,40,3,7.5,11,27.5,13,32.5,1,2.5,2,5.0,3,7.5,7,17.5,26010
26,11,50,11,22.0,8,16.0,14,28.0,3,6.0,7,14.0,5,10.0,2,4.0,26011
26,12,40,5,12.5,6,15.0,14,35.0,1,2.5,5,12.5,3,7.5,6,15.0,26012
26,13,68,8,11.76,26,38.24,14,20.59,5,7.35,3,4.41,8,11.76,4,5.88,26013
26,14,48,20,,11,,9,,1,,3,,4,,0,,26014
26,15,41,8,,9,,11,,1,,4,,8,,0,,26015
26,16,53,10,18.87,11,20.75,15,28.3,2,3.77,4,7.55,9,16.98,2,3.77,26016
26,17,32,5,,8,,11,,2,,3,,3,,0,,26017
26,18,43,11,25.58,8,18.6,8,18.6,3,6.98,4,9.3,6,13.95,3,6.98,26018
26,19,86,16,18.6,22,25.58,14,16.28,6,6.98,12,13.95,13,15.12,3,3.49,26019
26,20,69,13,18.84,13,18.84,17,24.64,3,4.35,8,11.59,9,13.04,6,8.7,26020
26,21,57,8,14.04,10,17.54,18,31.58,6,10.53,5,8.77,2,3.51,8,14.04,26021
26,22,39,12,,10,,11,,0,,3,,2,,1,,26022
26,23,48,16,33.33,7,14.58,12,25.0,7,14.58,1,2.08,4,8.33,1,2.08,26023
26,24,42,9,,6,,12,,7,,0,,7,,1,,26024
26,25,30,11,,6,,5,,0,,6,,1,,1,,26025
26,26,52,6,11.54,17,32.69,11,21.15,3,5.77,1,1.92,8,15.38,6,11.54,26026
26,27,60,10,16.67,14,23.33,13,21.67,2,3.33,3,5.0,13,21.67,5,8.33,26027
26,28,49,12,24.49,7,14.29,14,28.57,1,2.04,6,12.24,3,6.12,6,12.24,26028
26,29,50,14,28.0,6,12.0,9,18.0,3,6.0,7,14.0,7,14.0,4,8.0,26029
26,30,39,4,10.26,13,33.33,10,25.64,2,5.13,1,2.56,6,15.38,3,7.69,26030
26,31,61,17,,13,,19,,1,,0,,9,,2,,26031
26,32,72,14,19.44,18,25.0,23,31.94,3,4.17,4,5.56,5,6.94,5,6.94,26032
26,33,23,5,21.74,5,21.74,5,21.74,2,8.7,1,4.35,4,17.39,1,4.35,26033
26,34,55,9,16.36,17,30.91,15,27.27,4,7.27,1,1.82,7,12.73,2,3.64,26034
26,35,57,16,,7,,16,,0,,7,,5,,6,,26035
26,36,49,6,12.24,8,16.33,16,32.65,4,8.16,5,10.2,4,8.16,6,12.24,26036
26,37,38,2,5.26,10,26.32,8,21.05,3,7.89,4,10.53,4,10.53,7,18.42,26037
26,38,34,9,,5,,7,,2,,0,,8,,3,,26038
26,39,31,13,,4,,9,,0,,1,,1,,3,,26039
26,40,27,1,,7,,8,,2,,2,,7,,0,,26040
26,41,47,14,29.79,7,14.89,13,27.66,5,10.64,3,6.38,1,2.13,4,8.51,26041
26,42,35,8,22.86,10,28.57,7,20.0,4,11.43,2,5.71,3,8.57,1,2.86,26042
26,43,53,16,30.19,4,7.55,15,28.3,2,3.77,5,9.43,6,11.32,5,9.43,26043
26,44,31,7,22.58,4,12.9,6,19.35,2,6.45,4,12.9,3,9.68,5,16.13,26044
26,45,62,17,27.42,11,17.74,17,27.42,1,1.61,5,8.06,3,4.84,8,12.9,26045
26,46,64,22,34.38,16,25.0,12,18.75,2,3.13,5,7.81,3,4.69,4,6.25,26046
26,47,44,13,29.55,5,11.36,12,27.27,3,6.82,3,6.82,6,13.64,2,4.55,26047
26,48,60,12,20.0,12,20.0,13,21.67,2,3.33,8,13.33,6,10.0,7,11.67,26048
26,49,41,9,21.95,6,14.63,11,26.83,3,7.32,4,9.76,7,17.07,1,2.44,26049
26,50,26,5,19.23,5,19.23,5,19.23,3,11.54,1,3.85,4,15.38,3,11.54,26050
26,51,55,6,10.91,8,14.55,15,27.27,5,9.09,5,9.09,10,18.18,6,10.91,26051
26,52,19,5,,2,,3,,1,,0,,7,,1,,26052
26,53,28,5,,4,,7,,4,,0,,5,,3,,26053
26,54,59,12,20.34,15,25.42,15,25.42,1,1.69,4,6.78,5,8.47,7,11.86,26054
26,55,30,7,,4,,9,,1,,2,,7,,0,,26055
26,56,59,12,20.34,13,22.03,8,13.56,2,3.39,9,15.25,5,8.47,10,16.95,26056
26,57,48,9,18.75,9,18.75,16,33.33,3,6.25,5,10.42,4,8.33,2,4.17,26057
26,58,42,11,26.19,5,11.9,10,23.81,3,7.14,1,2.38,5,11.9,7,16.67,26058
26,59,57,14,24.56,7,12.28,16,28.07,1,1.75,5,8.77,7,12.28,7,12.28,26059
26,60,53,12,22.64,14,26.42,12,22.64,4,7.55,5,9.43,3,5.66,3,5.66,26060
26,61,28,3,10.71,7,25.0,6,21.43,3,10.71,3,10.71,4,14.29,2,7.14,26061
26,62,69,11,15.94,19,27.54,26,37.68,2,2.9,3,4.35,6,8.7,2,2.9,26062
26,63,21,1,,6,,9,,1,,1,,3,,0,,26063
27,1,53,10,18.87,14,26.42,14,26.42,4,7.55,1,1.89,3,5.66,7,13.21,27001
27,2,109,23,21.1,8,7.34,22,20.18,9,8.26,3,2.75,32,29.36,12,11.01,27002
27,3,90,20,22.22,8,8.89,16,17.78,5,5.56,5,5.56,12,13.33,24,26.67,27003
27,4,70,14,20.0,6,8.57,17,24.29,4,5.71,5,7.14,12,17.14,12,17.14,27004
27,5,17,4,,2,,3,,2,,0,,5,,1,,27005
27,6,60,20,33.33,4,6.67,17,28.33,1,1.67,3,5.0,11,18.33,4,6.67,27006
27,7,67,10,14.93,15,22.39,12,17.91,8,11.94,7,10.45,9,13.43,6,8.96,27007
27,8,123,27,21.95,16,13.01,26,21.14,7,5.69,4,3.25,27,21.95,16,13.01,27008
27,9,114,23,20.18,15,13.16,27,23.68,5,4.39,6,5.26,22,19.3,16,14.04,27009
27,10,165,26,15.76,22,13.33,22,13.33,6,3.64,8,4.85,52,31.52,29,17.58,27010
27,11,121,25,20.66,14,11.57,19,15.7,9,7.44,10,8.26,30,24.79,14,11.57,27011
27,12,59,8,13.56,12,20.34,14,23.73,1,1.69,8,13.56,11,18.64,5,8.47,27012
27,13,51,12,,7,,13,,0,,4,,8,,7,,27013
27,14,137,21,15.33,25,18.25,32,23.36,8,5.84,5,3.65,26,18.98,20,14.6,27014
27,15,70,14,20.0,8,11.43,14,20.0,4,5.71,5,7.14,8,11.43,17,24.29,27015
27,16,17,2,11.76,1,5.88,6,35.29,3,17.65,1,5.88,2,11.76,2,11.76,27016
27,17,52,8,15.38,20,38.46,6,11.54,3,5.77,8,15.38,3,5.77,4,7.69,27017
27,18,65,14,21.54,17,26.15,13,20.0,2,3.08,9,13.85,6,9.23,4,6.15,27018
27,19,89,14,15.73,12,13.48,12,13.48,4,4.49,2,2.25,35,39.33,10,11.24,27019
27,20,153,25,16.34,6,3.92,24,15.69,9,5.88,4,2.61,77,50.33,8,5.23,27020
27,21,105,9,8.57,5,4.76,11,10.48,8,7.62,3,2.86,62,59.05,7,6.67,27021
27,22,106,26,24.53,7,6.6,18,16.98,4,3.77,5,4.72,37,34.91,9,8.49,27022
27,23,18,4,,2,,3,,1,,0,,0,,8,,27023
27,24,102,19,18.63,9,8.82,16,15.69,5,4.9,1,0.98,44,43.14,8,7.84,27024
27,25,83,8,9.64,10,12.05,10,12.05,2,2.41,5,6.02,40,48.19,8,9.64,27025
27,26,110,23,20.91,14,12.73,18,16.36,10,9.09,8,7.27,20,18.18,17,15.45,27026
27,27,63,12,19.05,8,12.7,5,7.94,1,1.59,2,3.17,27,42.86,8,12.7,27027
27,28,107,24,22.43,11,10.28,19,17.76,3,2.8,7,6.54,27,25.23,16,14.95,27028
27,29,85,13,15.29,4,4.71,9,10.59,6,7.06,3,3.53,36,42.35,14,16.47,27029
27,30,68,7,,7,,18,,2,,0,,22,,12,,27030
27,31,93,13,13.98,6,6.45,17,18.28,2,2.15,4,4.3,42,45.16,9,9.68,27031
27,32,77,24,31.17,10,12.99,17,22.08,2,2.6,3,3.9,11,14.29,10,12.99,27032
27,33,77,16,20.78,9,11.69,6,7.79,4,5.19,2,2.6,27,35.06,13,16.88,27033
27,34,101,7,6.93,9,8.91,8,7.92,2,1.98,5,4.95,60,59.41,10,9.9,27034
27,35,79,14,17.72,20,25.32,11,13.92,6,7.59,10,12.66,13,16.46,5,6.33,27035
27,36,100,14,14.0,12,12.0,14,14.0,2,2.0,3,3.0,35,35.0,20,20.0,27036
27,37,67,14,20.9,8,11.94,18,26.87,2,2.99,2,2.99,13,19.4,10,14.93,27037
27,38,52,11,21.15,10,19.23,12,23.08,2,3.85,3,5.77,11,21.15,3,5.77,27038
27,39,74,10,13.51,7,9.46,10,13.51,5,6.76,2,2.7,34,45.95,6,8.11,27039
27,40,60,4,6.67,9,15.0,7,11.67,5,8.33,1,1.67,24,40.0,10,16.67,27040
27,41,67,17,25.37,17,25.37,17,25.37,2,2.99,5,7.46,5,7.46,4,5.97,27041
27,42,52,7,13.46,13,25.0,10,19.23,2,3.85,3,5.77,12,23.08,5,9.62,27042
27,43,73,7,,2,,11,,0,,1,,50,,2,,27043
27,44,101,13,12.87,13,12.87,12,11.88,6,5.94,5,4.95,10,9.9,42,41.58,27044
27,45,114,9,7.89,9,7.89,16,14.04,4,3.51,4,3.51,60,52.63,12,10.53,27045
27,46,121,23,19.01,8,6.61,13,10.74,5,4.13,6,4.96,54,44.63,12,9.92,27046
27,47,76,12,15.79,6,7.89,19,25.0,5,6.58,6,7.89,24,31.58,4,5.26,27047
27,48,109,20,18.35,14,12.84,18,16.51,2,1.83,2,1.83,12,11.01,41,37.61,27048
27,49,107,25,23.36,17,15.89,24,22.43,4,3.74,4,3.74,10,9.35,23,21.5,27049
27,50,75,18,24.0,21,28.0,11,14.67,2,2.67,9,12.0,9,12.0,5,6.67,27050
27,51,81,9,11.11,5,6.17,8,9.88,5,6.17,1,1.23,52,64.2,1,1.23,27051
27,52,74,12,16.22,11,14.86,19,25.68,5,6.76,4,5.41,12,16.22,11,14.86,27052
27,53,68,7,10.29,9,13.24,20,29.41,4,5.88,4,5.88,16,23.53,8,11.76,27053
27,54,46,7,15.22,9,19.57,13,28.26,1,2.17,3,6.52,10,21.74,3,6.52,27054
27,55,111,16,14.41,10,9.01,17,15.32,6,5.41,3,2.7,41,36.94,18,16.22,27055
27,56,50,10,20.0,9,18.0,13,26.0,5,10.0,3,6.0,7,14.0,3,6.0,27056
27,57,57,8,14.04,15,26.32,7,12.28,5,8.77,8,14.04,7,12.28,7,12.28,27057
27,58,56,11,19.64,14,25.0,10,17.86,2,3.57,1,1.79,11,19.64,7,12.5,27058
27,59,109,13,,15,,18,,8,,9,,46,,0,,27059
28,1,133,26,19.55,14,10.53,38,28.57,3,2.26,8,6.02,8,6.02,36,27.07,28001
28,2,110,22,20.0,11,10.0,31,28.18,3,2.73,2,1.82,5,4.55,36,32.73,28002
28,3,71,13,18.31,12,16.9,20,28.17,8,11.27,5,7.04,2,2.82,11,15.49,28003
28,4,152,31,20.39,18,11.84,34,22.37,5,3.29,6,3.95,7,4.61,51,33.55,28004
28,5,92,19,20.65,11,11.96,15,16.3,2,2.17,1,1.09,13,14.13,31,33.7,28005
28,6,86,20,23.26,11,12.79,8,9.3,4,4.65,1,1.16,4,4.65,38,44.19,28006
28,7,103,28,27.18,12,11.65,32,31.07,5,4.85,2,1.94,6,5.83,18,17.48,28007
28,8,93,19,20.43,15,16.13,22,23.66,9,9.68,2,2.15,5,5.38,21,22.58,28008
28,9,88,13,14.77,12,13.64,12,13.64,6,6.82,2,2.27,9,10.23,34,38.64,28009
28,10,35,5,14.29,6,17.14,5,14.29,1,2.86,2,5.71,5,14.29,11,31.43,28010
28,11,99,25,25.25,14,14.14,20,20.2,9,9.09,2,2.02,4,4.04,25,25.25,28011
28,12,87,20,22.99,9,10.34,13,14.94,7,8.05,3,3.45,2,2.3,33,37.93,28012
28,13,60,10,16.67,7,11.67,16,26.67,3,5.0,1,1.67,2,3.33,21,35.0,28013
28,14,66,11,16.67,10,15.15,22,33.33,3,4.55,1,1.52,2,3.03,17,25.76,28014
28,15,109,28,25.69,11,10.09,30,27.52,7,6.42,6,5.5,6,5.5,21,19.27,28015
28,16,90,16,17.78,15,16.67,22,24.44,6,6.67,4,4.44,1,1.11,26,28.89,28016
28,17,114,27,23.68,15,13.16,29,25.44,2,1.75,6,5.26,2,1.75,33,28.95,28017
28,18,148,20,13.51,9,6.08,37,25.0,8,5.41,1,0.68,17,11.49,56,37.84,28018
28,19,127,29,22.83,19,14.96,28,22.05,9,7.09,5,3.94,8,6.3,29,22.83,28019
28,20,122,19,15.57,12,9.84,16,13.11,9,7.38,4,3.28,11,9.02,51,41.8,28020
28,21,146,27,18.49,14,9.59,27,18.49,6,4.11,8,5.48,8,5.48,56,38.36,28021
28,22,103,16,15.53,13,12.62,14,13.59,6,5.83,2,1.94,5,4.85,47,45.63,28022
28,23,105,24,22.86,7,6.67,23,21.9,9,8.57,1,0.95,7,6.67,34,32.38,28023
28,24,60,12,20.0,10,16.67,9,15.0,6,10.0,2,3.33,5,8.33,16,26.67,28024
28,25,63,26,41.27,8,12.7,10,15.87,2,3.17,4,6.35,3,4.76,10,15.87,28025
28,26,127,26,20.47,10,7.87,34,26.77,2,1.57,1,0.79,3,2.36,51,40.16,28026
28,27,142,24,16.9,18,12.68,26,18.31,5,3.52,4,2.82,6,4.23,59,41.55,28027
28,28,83,19,22.89,11,13.25,17,20.48,5,6.02,4,4.82,6,7.23,21,25.3,28028
28,29,76,17,22.37,11,14.47,21,27.63,3,3.95,10,13.16,8,10.53,6,7.89,28029
28,30,68,15,22.06,3,4.41,13,19.12,5,7.35,3,4.41,4,5.88,25,36.76,28030
28,31,89,12,13.48,14,15.73,18,20.22,3,3.37,3,3.37,6,6.74,33,37.08,28031
28,32,94,19,20.21,11,11.7,27,28.72,6,6.38,5,5.32,7,7.45,19,20.21,28032
28,33,130,26,,18,,26,,9,,0,,4,,47,,28033
28,34,19,4,,4,,5,,2,,1,,0,,3,,28034
28,35,77,11,14.29,10,12.99,18,23.38,3,3.9,1,1.3,6,7.79,28,36.36,28035
28,36,87,13,14.94,4,4.6,17,19.54,3,3.45,5,5.75,1,1.15,44,50.57,28036
28,37,209,71,33.97,25,11.96,39,18.66,12,5.74,8,3.83,11,5.26,43,20.57,28037
28,38,51,10,19.61,8,15.69,14,27.45,2,3.92,8,15.69,5,9.8,4,7.84,28038
28,39,111,15,13.51,18,16.22,23,20.72,12,10.81,5,4.5,6,5.41,32,28.83,28039
28,40,153,30,19.61,15,9.8,38,24.84,12,7.84,4,2.61,9,5.88,45,29.41,28040
28,41,126,26,20.63,18,14.29,41,32.54,7,5.56,5,3.97,5,3.97,24,19.05,28041
28,42,99,18,18.18,16,16.16,13,13.13,2,2.02,4,4.04,3,3.03,43,43.43,28042
28,43,153,14,9.15,11,7.19,26,16.99,6,3.92,4,2.61,6,3.92,86,56.21,28043
28,44,133,29,21.8,20,15.04,22,16.54,10,7.52,7,5.26,6,4.51,39,29.32,28044
28,45,109,17,15.6,14,12.84,27,24.77,4,3.67,2,1.83,4,3.67,41,37.61,28045
28,46,123,26,21.14,8,6.5,37,30.08,2,1.63,1,0.81,11,8.94,38,30.89,28046
28,47,89,15,16.85,10,11.24,16,17.98,11,12.36,5,5.62,16,17.98,16,17.98,28047
28,48,42,5,,5,,15,,6,,1,,0,,10,,28048
28,49,57,14,24.56,6,10.53,9,15.79,1,1.75,2,3.51,3,5.26,22,38.6,28049
28,50,70,11,15.71,4,5.71,10,14.29,2,2.86,3,4.29,1,1.43,39,55.71,28050
28,51,91,20,21.98,12,13.19,14,15.38,7,7.69,6,6.59,4,4.4,28,30.77,28051
28,52,72,19,26.39,11,15.28,17,23.61,5,6.94,2,2.78,1,1.39,17,23.61,28052
28,53,46,10,21.74,6,13.04,17,36.96,2,4.35,3,6.52,3,6.52,5,10.87,28053
28,54,81,17,20.99,6,7.41,22,27.16,6,7.41,3,3.7,6,7.41,21,25.93,28054
28,55,94,20,,11,,21,,12,,3,,0,,27,,28055
28,56,111,24,21.62,17,15.32,21,18.92,6,5.41,4,3.6,8,7.21,31,27.93,28056
28,57,123,31,25.2,15,12.2,28,22.76,6,4.88,4,3.25,4,3.25,35,28.46,28057
28,58,110,21,19.09,18,16.36,26,23.64,7,6.36,6,5.45,3,2.73,29,26.36,28058
28,59,69,16,23.19,6,8.7,13,18.84,4,5.8,2,2.9,1,1.45,27,39.13,28059
28,60,64,12,18.75,7,10.94,17,26.56,1,1.56,1,1.56,3,4.69,23,35.94,28060
28,61,37,5,13.51,5,13.51,8,21.62,3,8.11,5,13.51,8,21.62,3,8.11,28061
29,1,176,26,14.77,14,7.95,28,15.91,2,1.14,4,2.27,74,42.05,28,15.91,29001
29,2,89,13,14.61,16,17.98,26,29.21,2,2.25,9,10.11,22,24.72,1,1.12,29002
29,3,218,37,16.97,22,10.09,54,24.77,12,5.5,4,1.83,48,22.02,41,18.81,29003
29,4,178,29,16.29,14,7.87,34,19.1,5,2.81,3,1.69,72,40.45,21,11.8,29004
29,5,153,19,12.42,15,9.8,19,12.42,3,1.96,2,1.31,75,49.02,20,13.07,29005
29,6,60,13,21.67,9,15.0,18,30.0,4,6.67,4,6.67,7,11.67,5,8.33,29006
29,7,68,15,22.06,9,13.24,21,30.88,4,5.88,6,8.82,12,17.65,1,1.47,29007
29,8,115,15,13.04,12,10.43,21,18.26,6,5.22,4,3.48,47,40.87,10,8.7,29008
29,9,80,20,25.0,9,11.25,10,12.5,5,6.25,3,3.75,32,40.0,1,1.25,29009
29,10,115,26,22.61,11,9.57,16,13.91,3,2.61,1,0.87,46,40.0,12,10.43,29010
29,11,163,18,11.04,18,11.04,25,15.34,6,3.68,1,0.61,65,39.88,30,18.4,29011
29,12,193,39,20.21,30,15.54,24,12.44,11,5.7,3,1.55,60,31.09,26,13.47,29012
29,13,153,21,13.73,7,4.58,10,6.54,3,1.96,2,1.31,94,61.44,16,10.46,29013
29,14,246,40,16.26,26,10.57,60,24.39,18,7.32,6,2.44,31,12.6,65,26.42,29014
29,15,186,27,14.52,18,9.68,38,20.43,7,3.76,1,0.54,54,29.03,41,22.04,29015
29,16,195,16,8.21,8,4.1,8,4.1,3,1.54,1,0.51,144,73.85,15,7.69,29016
29,17,125,17,13.6,17,13.6,17,13.6,5,4.0,1,0.8,42,33.6,26,20.8,29017
29,18,198,16,8.08,10,5.05,29,14.65,6,3.03,3,1.52,98,49.49,36,18.18,29018
29,19,141,12,8.51,13,9.22,11,7.8,5,3.55,2,1.42,59,41.84,39,27.66,29019
29,20,133,13,9.77,8,6.02,11,8.27,3,2.26,3,2.26,84,63.16,11,8.27,29020
29,21,119,23,19.33,6,5.04,28,23.53,7,5.88,2,1.68,26,21.85,27,22.69,29021
29,22,117,27,23.08,13,11.11,28,23.93,7,5.98,5,4.27,21,17.95,16,13.68,29022
29,23,176,20,11.36,10,5.68,33,18.75,3,1.7,1,0.57,81,46.02,28,15.91,29023
29,24,79,14,17.72,12,15.19,20,25.32,5,6.33,9,11.39,12,15.19,7,8.86,29024
29,25,172,16,,10,,11,,4,,0,,124,,7,,29025
29,26,190,25,13.16,17,8.95,21,11.05,6,3.16,3,1.58,67,35.26,51,26.84,29026
29,27,105,20,19.05,4,3.81,18,17.14,5,4.76,4,3.81,37,35.24,17,16.19,29027
29,28,176,45,25.57,21,11.93,59,33.52,9,5.11,3,1.7,17,9.66,22,12.5,29028
29,29,201,22,10.95,19,9.45,18,8.96,3,1.49,4,1.99,106,52.74,29,14.43,29029
29,30,83,16,19.28,9,10.84,16,19.28,3,3.61,7,8.43,31,37.35,1,1.2,29030
29,31,122,19,15.57,17,13.93,21,17.21,3,2.46,1,0.82,38,31.15,23,18.85,29031
29,32,75,22,29.33,7,9.33,14,18.67,3,4.0,7,9.33,16,21.33,6,8.0,29032
29,33,196,27,13.78,13,6.63,18,9.18,6,3.06,6,3.06,96,48.98,30,15.31,29033
29,34,92,7,7.61,11,11.96,10,10.87,9,9.78,4,4.35,41,44.57,10,10.87,29034
29,35,121,23,19.01,20,16.53,32,26.45,8,6.61,2,1.65,7,5.79,29,23.97,29035
29,36,173,17,9.83,11,6.36,19,10.98,9,5.2,5,2.89,99,57.23,13,7.51,29036
29,37,155,24,15.48,19,12.26,18,11.61,8,5.16,3,1.94,60,38.71,23,14.84,29037
29,38,164,38,23.17,17,10.37,32,19.51,8,4.88,1,0.61,35,21.34,33,20.12,29038
29,39,78,13,16.67,17,21.79,14,17.95,5,6.41,6,7.69,18,23.08,5,6.41,29039
29,40,292,36,12.33,16,5.48,31,10.62,6,2.05,5,1.71,168,57.53,30,10.27,29040
29,41,190,22,11.58,14,7.37,28,14.74,3,1.58,4,2.11,97,51.05,22,11.58,29041
29,42,199,43,21.61,21,10.55,34,17.09,14,7.04,3,1.51,49,24.62,35,17.59,29042
29,43,261,28,10.73,19,7.28,27,10.34,5,1.92,5,1.92,153,58.62,24,9.2,29043
29,44,201,22,10.95,24,11.94,41,20.4,11,5.47,2,1.0,64,31.84,37,18.41,29044
29,45,146,19,13.01,17,11.64,16,10.96,9,6.16,4,2.74,62,42.47,19,13.01,29045
29,46,123,20,16.26,10,8.13,24,19.51,5,4.07,4,3.25,46,37.4,14,11.38,29046
29,47,214,50,23.36,39,18.22,25,11.68,10,4.67,4,1.87,50,23.36,36,16.82,29047
29,48,129,22,17.05,13,10.08,30,23.26,5,3.88,2,1.55,44,34.11,13,10.08,29048
29,49,202,26,12.87,17,8.42,31,15.35,9,4.46,4,1.98,97,48.02,18,8.91,29049
29,50,114,22,19.3,9,7.89,19,16.67,8,7.02,3,2.63,31,27.19,22,19.3,29050
29,51,150,30,20.0,8,5.33,29,19.33,5,3.33,3,2.0,54,36.0,21,14.0,29051
29,52,70,13,18.57,14,20.0,20,28.57,3,4.29,3,4.29,10,14.29,7,10.0,29052
30,1,111,21,18.92,21,18.92,30,27.03,10,9.01,10,9.01,17,15.32,2,1.8,30001
30,2,94,18,19.15,39,41.49,25,26.6,4,4.26,4,4.26,2,2.13,2,2.13,30002
30,3,119,22,18.49,33,27.73,29,24.37,4,3.36,9,7.56,17,14.29,5,4.2,30003
30,4,57,15,,22,,9,,0,,3,,5,,3,,30004
30,5,41,9,,15,,7,,3,,7,,0,,0,,30005
30,6,64,12,18.75,18,28.13,26,40.63,2,3.13,4,6.25,1,1.56,1,1.56,30006
30,7,68,9,13.24,15,22.06,13,19.12,2,2.94,4,5.88,23,33.82,2,2.94,30007
30,8,95,12,12.63,23,24.21,28,29.47,3,3.16,8,8.42,14,14.74,7,7.37,30008
30,9,127,29,22.83,12,9.45,51,40.16,6,4.72,7,5.51,14,11.02,8,6.3,30009
30,10,68,11,16.18,20,29.41,14,20.59,2,2.94,7,10.29,7,10.29,7,10.29,30010
30,11,55,16,29.09,11,20.0,12,21.82,3,5.45,5,9.09,6,10.91,2,3.64,30011
30,12,67,14,20.9,20,29.85,16,23.88,3,4.48,4,5.97,6,8.96,4,5.97,30012
