ward,precinct,total,Sharon Finegan Patterson,Sharon Finegan Patterson Percent,Pamela E. Hill Veal,Pamela E. Hill Veal Percent,Thomas J. Byrne,Thomas J. Byrne Percent,Siobhán Maura Murphy,Siobhán Maura Murphy Percent,precinct_id
17,6,97,47,48.45,26,26.8,18,18.56,6,6.19,17006
17,7,163,52,31.9,83,50.92,21,12.88,7,4.29,17007
17,8,116,42,36.21,37,31.9,25,21.55,12,10.34,17008
17,9,92,31,33.7,34,36.96,19,20.65,8,8.7,17009
17,10,128,39,30.47,62,48.44,24,18.75,3,2.34,17010
17,11,129,50,38.76,38,29.46,35,27.13,6,4.65,17011
17,12,160,45,28.13,86,53.75,22,13.75,7,4.38,17012
17,13,76,30,39.47,29,38.16,13,17.11,4,5.26,17013
17,14,115,62,53.91,29,25.22,20,17.39,4,3.48,17014
17,15,102,38,37.25,37,36.27,23,22.55,4,3.92,17015
17,16,97,36,37.11,32,32.99,24,24.74,5,5.15,17016
17,17,75,25,33.33,30,40.0,15,20.0,5,6.67,17017
17,18,152,47,30.92,78,51.32,22,14.47,5,3.29,17018
17,19,43,13,30.23,15,34.88,13,30.23,2,4.65,17019
17,20,99,26,26.26,47,47.47,23,23.23,3,3.03,17020
17,21,197,56,28.43,88,44.67,41,20.81,12,6.09,17021
17,22,134,46,34.33,58,43.28,24,17.91,6,4.48,17022
17,23,104,37,35.58,45,43.27,18,17.31,4,3.85,17023
17,24,122,45,36.89,48,39.34,24,19.67,5,4.1,17024
17,25,72,26,36.11,34,47.22,8,11.11,4,5.56,17025
17,26,160,57,35.63,59,36.88,35,21.88,9,5.63,17026
17,27,172,70,40.7,51,29.65,41,23.84,10,5.81,17027
17,28,101,28,27.72,31,30.69,33,32.67,9,8.91,17028
17,29,146,45,30.82,63,43.15,29,19.86,9,6.16,17029
17,30,139,39,28.06,69,49.64,27,19.42,4,2.88,17030
17,31,116,55,47.41,37,31.9,21,18.1,3,2.59,17031
17,32,128,44,34.38,43,33.59,34,26.56,7,5.47,17032
17,33,109,28,25.69,49,44.95,25,22.94,7,6.42,17033
17,34,96,33,34.38,50,52.08,11,11.46,2,2.08,17034
17,35,79,27,34.18,32,40.51,17,21.52,3,3.8,17035
17,36,74,20,27.03,39,52.7,13,17.57,2,2.7,17036
17,37,88,29,32.95,33,37.5,19,21.59,7,7.95,17037
17,38,129,31,24.03,73,56.59,22,17.05,3,2.33,17038
17,39,74,29,39.19,28,37.84,15,20.27,2,2.7,17039
17,40,96,38,39.58,32,33.33,22,22.92,4,4.17,17040
17,41,110,52,47.27,30,27.27,21,19.09,7,6.36,17041
17,42,100,33,,50,,17,,0,,17042
17,43,95,33,34.74,46,48.42,12,12.63,4,4.21,17043
17,44,85,21,24.71,46,54.12,15,17.65,3,3.53,17044
17,45,72,27,37.5,27,37.5,14,19.44,4,5.56,17045
17,46,123,46,37.4,46,37.4,28,22.76,3,2.44,17046
17,47,70,25,35.71,25,35.71,18,25.71,2,2.86,17047
17,48,144,40,27.78,73,50.69,25,17.36,6,4.17,17048
17,49,94,44,46.81,29,30.85,18,19.15,3,3.19,17049
17,50,98,34,34.69,31,31.63,25,25.51,8,8.16,17050
17,51,141,45,31.91,59,41.84,30,21.28,7,4.96,17051
17,52,160,50,31.25,70,43.75,31,19.38,9,5.63,17052
17,53,113,41,36.28,41,36.28,21,18.58,10,8.85,17053
17,54,147,40,27.21,82,55.78,21,14.29,4,2.72,17054
17,55,110,37,33.64,49,44.55,21,19.09,3,2.73,17055
17,56,127,47,37.01,39,30.71,29,22.83,12,9.45,17056
17,57,139,51,36.69,48,34.53,35,25.18,5,3.6,17057
17,58,100,37,37.0,38,38.0,21,21.0,4,4.0,17058
17,59,42,16,38.1,19,45.24,6,14.29,1,2.38,17059
17,60,183,57,31.15,81,44.26,42,22.95,3,1.64,17060
17,61,109,31,28.44,41,37.61,30,27.52,7,6.42,17061
17,62,107,33,30.84,42,39.25,28,26.17,4,3.74,17062
17,63,68,22,,32,,14,,0,,17063
17,64,78,31,39.74,19,24.36,23,29.49,5,6.41,17064
18,1,86,31,36.05,26,30.23,22,25.58,7,8.14,18001
18,2,162,69,42.59,50,30.86,29,17.9,14,8.64,18002
18,3,126,22,17.46,23,18.25,58,46.03,23,18.25,18003
18,4,203,52,25.62,96,47.29,37,18.23,18,8.87,18004
18,5,154,43,27.92,76,49.35,27,17.53,8,5.19,18005
18,6,137,26,18.98,47,34.31,50,36.5,14,10.22,18006
18,7,110,24,21.82,43,39.09,30,27.27,13,11.82,18007
18,8,67,15,22.39,26,38.81,23,34.33,3,4.48,18008
18,9,197,35,17.77,91,46.19,51,25.89,20,10.15,18009
18,10,260,56,21.54,135,51.92,60,23.08,9,3.46,18010
18,11,154,25,16.23,74,48.05,44,28.57,11,7.14,18011
18,12,215,44,20.47,108,50.23,51,23.72,12,5.58,18012
18,13,188,50,26.6,85,45.21,45,23.94,8,4.26,18013
18,14,210,52,24.76,106,50.48,46,21.9,6,2.86,18014
18,15,84,22,26.19,29,34.52,26,30.95,7,8.33,18015
18,16,186,46,24.73,98,52.69,34,18.28,8,4.3,18016
18,17,138,26,18.84,71,51.45,33,23.91,8,5.8,18017
18,18,207,56,27.05,99,47.83,40,19.32,12,5.8,18018
18,19,220,46,20.91,120,54.55,44,20.0,10,4.55,18019
18,20,182,45,24.73,87,47.8,41,22.53,9,4.95,18020
18,21,236,58,24.58,103,43.64,57,24.15,18,7.63,18021
18,22,196,57,29.08,91,46.43,31,15.82,17,8.67,18022
18,23,149,38,25.5,66,44.3,33,22.15,12,8.05,18023
18,24,210,77,36.67,77,36.67,42,20.0,14,6.67,18024
18,25,65,24,36.92,28,43.08,10,15.38,3,4.62,18025
18,26,148,31,20.95,91,61.49,22,14.86,4,2.7,18026
18,27,125,38,30.4,59,47.2,21,16.8,7,5.6,18027
18,28,190,35,18.42,56,29.47,72,37.89,27,14.21,18028
18,29,175,51,29.14,67,38.29,45,25.71,12,6.86,18029
18,30,115,30,26.09,63,54.78,16,13.91,6,5.22,18030
18,31,132,40,30.3,51,38.64,25,18.94,16,12.12,18031
18,32,225,81,36.0,93,41.33,37,16.44,14,6.22,18032
18,33,141,39,27.66,61,43.26,30,21.28,11,7.8,18033
18,34,245,58,23.67,131,53.47,44,17.96,12,4.9,18034
18,35,205,45,21.95,105,51.22,39,19.02,16,7.8,18035
18,36,122,32,26.23,52,42.62,26,21.31,12,9.84,18036
18,37,112,30,26.79,45,40.18,30,26.79,7,6.25,18037
18,38,215,65,30.23,84,39.07,55,25.58,11,5.12,18038
18,39,125,42,33.6,49,39.2,27,21.6,7,5.6,18039
18,40,214,56,26.17,109,50.93,32,14.95,17,7.94,18040
18,41,165,26,15.76,61,36.97,55,33.33,23,13.94,18041
18,42,88,27,30.68,33,37.5,22,25.0,6,6.82,18042
18,43,103,23,22.33,33,32.04,34,33.01,13,12.62,18043
18,44,81,25,30.86,31,38.27,21,25.93,4,4.94,18044
18,45,196,51,26.02,101,51.53,38,19.39,6,3.06,18045
18,46,199,56,28.14,96,48.24,39,19.6,8,4.02,18046
18,47,113,33,29.2,52,46.02,22,19.47,6,5.31,18047
18,48,86,19,22.09,26,30.23,29,33.72,12,13.95,18048
18,49,118,31,26.27,54,45.76,24,20.34,9,7.63,18049
18,50,154,43,27.92,71,46.1,31,20.13,9,5.84,18050
18,51,219,68,31.05,115,52.51,26,11.87,10,4.57,18051
18,52,184,53,28.8,85,46.2,38,20.65,8,4.35,18052
18,53,131,37,28.24,62,47.33,23,17.56,9,6.87,18053
18,54,176,44,25.0,89,50.57,33,18.75,10,5.68,18054
18,55,158,20,12.66,50,31.65,61,38.61,27,17.09,18055
18,56,127,44,34.65,48,37.8,22,17.32,13,10.24,18056
18,57,136,29,21.32,77,56.62,20,14.71,10,7.35,18057
18,58,145,39,26.9,58,40.0,37,25.52,11,7.59,18058
18,59,108,25,23.15,57,52.78,22,20.37,4,3.7,18059
18,60,203,64,31.53,96,47.29,31,15.27,12,5.91,18060
18,61,164,46,28.05,65,39.63,39,23.78,14,8.54,18061
18,62,112,27,24.11,44,39.29,27,24.11,14,12.5,18062
19,1,258,25,9.69,72,27.91,128,49.61,33,12.79,19001
19,2,208,23,11.06,77,37.02,89,42.79,19,9.13,19002
19,3,204,16,7.84,28,13.73,141,69.12,19,9.31,19003
19,4,197,30,15.23,40,20.3,97,49.24,30,15.23,19004
19,5,240,34,14.17,98,40.83,87,36.25,21,8.75,19005
19,6,179,27,15.08,32,17.88,85,47.49,35,19.55,19006
19,7,212,21,9.91,38,17.92,102,48.11,51,24.06,19007
19,8,163,20,12.27,54,33.13,65,39.88,24,14.72,19008
19,9,149,11,7.38,33,22.15,90,60.4,15,10.07,19009
19,10,311,33,10.61,92,29.58,142,45.66,44,14.15,19010
19,11,243,28,11.52,57,23.46,127,52.26,31,12.76,19011
19,12,221,26,11.76,77,34.84,87,39.37,31,14.03,19012
19,13,172,37,21.51,98,56.98,27,15.7,10,5.81,19013
19,14,148,17,11.49,33,22.3,69,46.62,29,19.59,19014
19,15,137,13,9.49,38,27.74,54,39.42,32,23.36,19015
19,16,292,18,6.16,127,43.49,115,39.38,32,10.96,19016
19,17,239,18,7.53,65,27.2,117,48.95,39,16.32,19017
19,18,294,20,6.8,95,32.31,134,45.58,45,15.31,19018
19,19,241,16,6.64,58,24.07,125,51.87,42,17.43,19019
19,20,180,24,13.33,69,38.33,61,33.89,26,14.44,19020
19,21,179,25,13.97,50,27.93,72,40.22,32,17.88,19021
19,22,256,23,8.98,60,23.44,145,56.64,28,10.94,19022
19,23,256,23,8.98,58,22.66,137,53.52,38,14.84,19023
19,24,192,14,7.29,49,25.52,107,55.73,22,11.46,19024
19,25,278,18,6.47,50,17.99,178,64.03,32,11.51,19025
19,26,276,19,6.88,64,23.19,151,54.71,42,15.22,19026
19,27,125,16,12.8,41,32.8,52,41.6,16,12.8,19027
19,28,232,56,24.14,106,45.69,55,23.71,15,6.47,19028
19,29,177,30,16.95,31,17.51,84,47.46,32,18.08,19029
19,30,185,24,12.97,41,22.16,92,49.73,28,15.14,19030
19,31,221,13,5.88,54,24.43,112,50.68,42,19.0,19031
19,32,287,25,8.71,118,41.11,105,36.59,39,13.59,19032
19,33,234,14,5.98,38,16.24,170,72.65,12,5.13,19033
19,34,244,17,6.97,60,24.59,133,54.51,34,13.93,19034
19,35,239,18,7.53,61,25.52,126,52.72,34,14.23,19035
19,36,139,24,17.27,50,35.97,48,34.53,17,12.23,19036
19,37,229,23,10.04,96,41.92,80,34.93,30,13.1,19037
19,38,95,12,12.63,29,30.53,42,44.21,12,12.63,19038
19,39,120,30,25.0,56,46.67,29,24.17,5,4.17,19039
19,40,200,19,9.5,59,29.5,89,44.5,33,16.5,19040
19,41,158,19,12.03,36,22.78,72,45.57,31,19.62,19041
19,42,160,23,14.38,66,41.25,58,36.25,13,8.13,19042
19,43,231,53,22.94,111,48.05,53,22.94,14,6.06,19043
19,44,180,21,11.67,25,13.89,114,63.33,20,11.11,19044
19,45,249,22,8.84,71,28.51,124,49.8,32,12.85,19045
19,46,312,20,6.41,68,21.79,170,54.49,54,17.31,19046
19,47,153,22,14.38,74,48.37,49,32.03,8,5.23,19047
19,48,168,26,15.48,105,62.5,31,18.45,6,3.57,19048
19,49,297,44,14.81,158,53.2,70,23.57,25,8.42,19049
19,50,215,44,20.47,115,53.49,45,20.93,11,5.12,19050
19,51,190,18,9.47,34,17.89,112,58.95,26,13.68,19051
19,52,134,26,19.4,27,20.15,59,44.03,22,16.42,19052
19,53,228,34,14.91,39,17.11,118,51.75,37,16.23,19053
19,54,152,23,15.13,14,9.21,86,56.58,29,19.08,19054
19,55,201,27,13.43,50,24.88,99,49.25,25,12.44,19055
19,56,263,32,12.17,79,30.04,108,41.06,44,16.73,19056
19,57,273,30,10.99,76,27.84,127,46.52,40,14.65,19057
19,58,225,27,12.0,84,37.33,84,37.33,30,13.33,19058
19,59,227,32,14.1,53,23.35,114,50.22,28,12.33,19059
19,60,200,42,21.0,108,54.0,40,20.0,10,5.0,19060
19,61,291,38,13.06,52,17.87,163,56.01,38,13.06,19061
19,62,228,21,9.21,71,31.14,99,43.42,37,16.23,19062
19,63,168,24,14.29,87,51.79,40,23.81,17,10.12,19063
19,64,278,40,14.39,135,48.56,75,26.98,28,10.07,19064
19,65,181,38,20.99,55,30.39,63,34.81,25,13.81,19065
19,66,305,51,16.72,172,56.39,59,19.34,23,7.54,19066
19,67,45,4,8.89,7,15.56,24,53.33,10,22.22,19067
20,1,123,30,24.39,51,41.46,35,28.46,7,5.69,20001
20,2,113,33,29.2,45,39.82,30,26.55,5,4.42,20002
20,3,109,29,26.61,49,44.95,27,24.77,4,3.67,20003
20,4,83,10,12.05,34,40.96,26,31.33,13,15.66,20004
20,5,81,23,28.4,35,43.21,17,20.99,6,7.41,20005
20,6,130,33,25.38,72,55.38,22,16.92,3,2.31,20006
20,7,61,27,44.26,15,24.59,18,29.51,1,1.64,20007
20,8,45,11,24.44,14,31.11,14,31.11,6,13.33,20008
20,9,113,29,25.66,60,53.1,19,16.81,5,4.42,20009
20,10,108,38,35.19,45,41.67,16,14.81,9,8.33,20010
20,11,80,26,32.5,30,37.5,20,25.0,4,5.0,20011
20,12,80,26,32.5,34,42.5,16,20.0,4,5.0,20012
20,13,113,38,33.63,46,40.71,25,22.12,4,3.54,20013
20,14,190,66,34.74,81,42.63,36,18.95,7,3.68,20014
20,15,78,19,24.36,24,30.77,25,32.05,10,12.82,20015
20,16,157,40,25.48,65,41.4,36,22.93,16,10.19,20016
20,17,91,36,39.56,28,30.77,23,25.27,4,4.4,20017
20,18,121,34,28.1,47,38.84,35,28.93,5,4.13,20018
20,19,87,26,29.89,36,41.38,21,24.14,4,4.6,20019
20,20,76,23,30.26,43,56.58,8,10.53,2,2.63,20020
20,21,42,14,33.33,14,33.33,10,23.81,4,9.52,20021
20,22,141,39,27.66,73,51.77,22,15.6,7,4.96,20022
20,23,144,38,26.39,55,38.19,41,28.47,10,6.94,20023
20,24,119,39,32.77,45,37.82,26,21.85,9,7.56,20024
20,25,87,33,37.93,35,40.23,15,17.24,4,4.6,20025
20,26,158,59,37.34,48,30.38,36,22.78,15,9.49,20026
20,27,73,19,26.03,29,39.73,21,28.77,4,5.48,20027
20,28,145,25,17.24,96,66.21,19,13.1,5,3.45,20028
20,29,115,30,26.09,60,52.17,20,17.39,5,4.35,20029
20,30,132,45,34.09,65,49.24,18,13.64,4,3.03,20030
20,31,121,42,34.71,44,36.36,28,23.14,7,5.79,20031
20,32,117,45,38.46,33,28.21,29,24.79,10,8.55,20032
20,33,133,36,27.07,69,51.88,17,12.78,11,8.27,20033
20,34,142,36,25.35,63,44.37,32,22.54,11,7.75,20034
20,35,71,24,33.8,30,42.25,14,19.72,3,4.23,20035
20,36,98,25,25.51,42,42.86,26,26.53,5,5.1,20036
20,37,150,31,20.67,87,58.0,25,16.67,7,4.67,20037
20,38,22,8,36.36,8,36.36,5,22.73,1,4.55,20038
20,39,97,19,19.59,47,48.45,23,23.71,8,8.25,20039
20,40,81,29,35.8,36,44.44,15,18.52,1,1.23,20040
20,41,37,9,24.32,12,32.43,12,32.43,4,10.81,20041
20,42,94,26,27.66,39,41.49,25,26.6,4,4.26,20042
20,43,34,10,29.41,17,50.0,6,17.65,1,2.94,20043
20,44,168,50,29.76,79,47.02,23,13.69,16,9.52,20044
20,45,90,28,31.11,37,41.11,20,22.22,5,5.56,20045
20,46,76,14,18.42,40,52.63,14,18.42,8,10.53,20046
20,47,84,28,33.33,32,38.1,17,20.24,7,8.33,20047
20,48,57,12,21.05,33,57.89,10,17.54,2,3.51,20048
20,49,102,28,27.45,56,54.9,13,12.75,5,4.9,20049
20,50,76,16,21.05,36,47.37,17,22.37,7,9.21,20050
21,1,268,56,20.9,151,56.34,45,16.79,16,5.97,21001
21,2,164,51,31.1,70,42.68,35,21.34,8,4.88,21002
21,3,171,54,31.58,82,47.95,28,16.37,7,4.09,21003
21,4,179,34,18.99,105,58.66,27,15.08,13,7.26,21004
21,5,160,33,20.63,94,58.75,24,15.0,9,5.63,21005
21,6,130,38,29.23,60,46.15,26,20.0,6,4.62,21006
21,7,158,53,33.54,72,45.57,24,15.19,9,5.7,21007
21,8,210,62,29.52,93,44.29,45,21.43,10,4.76,21008
21,9,190,56,29.47,79,41.58,42,22.11,13,6.84,21009
21,10,121,35,28.93,59,48.76,15,12.4,12,9.92,21010
21,11,200,52,26.0,93,46.5,37,18.5,18,9.0,21011
21,12,173,44,25.43,81,46.82,38,21.97,10,5.78,21012
21,13,94,25,26.6,44,46.81,22,23.4,3,3.19,21013
21,14,147,29,19.73,87,59.18,23,15.65,8,5.44,21014
21,15,134,38,28.36,68,50.75,20,14.93,8,5.97,21015
21,16,161,39,24.22,82,50.93,27,16.77,13,8.07,21016
21,17,159,46,28.93,71,44.65,26,16.35,16,10.06,21017
21,18,168,30,17.86,107,63.69,24,14.29,7,4.17,21018
21,19,132,37,28.03,53,40.15,32,24.24,10,7.58,21019
21,20,94,25,26.6,40,42.55,23,24.47,6,6.38,21020
21,21,196,46,23.47,106,54.08,34,17.35,10,5.1,21021
21,22,165,29,17.58,88,53.33,36,21.82,12,7.27,21022
21,23,142,41,28.87,76,53.52,18,12.68,7,4.93,21023
21,24,173,54,31.21,86,49.71,28,16.18,5,2.89,21024
21,25,153,51,33.33,76,49.67,20,13.07,6,3.92,21025
21,26,132,27,20.45,75,56.82,24,18.18,6,4.55,21026
21,27,205,50,24.39,99,48.29,45,21.95,11,5.37,21027
21,28,138,47,34.06,55,39.86,28,20.29,8,5.8,21028
21,29,91,35,38.46,32,35.16,18,19.78,6,6.59,21029
21,30,139,47,33.81,57,41.01,26,18.71,9,6.47,21030
21,31,217,53,24.42,113,52.07,42,19.35,9,4.15,21031
21,32,148,41,27.7,72,48.65,25,16.89,10,6.76,21032
21,33,165,39,23.64,97,58.79,23,13.94,6,3.64,21033
21,34,211,74,35.07,92,43.6,40,18.96,5,2.37,21034
21,35,103,30,29.13,50,48.54,18,17.48,5,4.85,21035
21,36,141,46,32.62,54,38.3,33,23.4,8,5.67,21036
21,37,107,42,39.25,35,32.71,27,25.23,3,2.8,21037
21,38,160,39,24.38,77,48.13,34,21.25,10,6.25,21038
21,39,140,33,23.57,67,47.86,34,24.29,6,4.29,21039
21,40,186,48,25.81,104,55.91,24,12.9,10,5.38,21040
21,41,133,49,36.84,54,40.6,22,16.54,8,6.02,21041
21,42,171,50,29.24,80,46.78,34,19.88,7,4.09,21042
21,43,128,37,28.91,63,49.22,20,15.63,8,6.25,21043
21,44,145,45,31.03,55,37.93,39,26.9,6,4.14,21044
21,45,130,35,26.92,55,42.31,33,25.38,7,5.38,21045
21,46,102,30,29.41,47,46.08,20,19.61,5,4.9,21046
21,47,228,58,25.44,118,51.75,38,16.67,14,6.14,21047
21,48,210,54,25.71,103,49.05,39,18.57,14,6.67,21048
21,49,224,63,28.13,108,48.21,42,18.75,11,4.91,21049
21,50,142,38,26.76,70,49.3,26,18.31,8,5.63,21050
21,51,182,47,25.82,85,46.7,42,23.08,8,4.4,21051
21,52,177,55,31.07,68,38.42,34,19.21,20,11.3,21052
21,53,108,35,32.41,44,40.74,26,24.07,3,2.78,21053
21,54,179,39,21.79,98,54.75,34,18.99,8,4.47,21054
21,55,175,60,34.29,72,41.14,32,18.29,11,6.29,21055
21,56,130,49,37.69,42,32.31,30,23.08,9,6.92,21056
21,57,139,55,39.57,55,39.57,23,16.55,6,4.32,21057
21,58,138,37,26.81,66,47.83,25,18.12,10,7.25,21058
21,59,214,48,22.43,123,57.48,29,13.55,14,6.54,21059
21,60,178,45,25.28,75,42.13,48,26.97,10,5.62,21060
21,61,153,50,32.68,63,41.18,37,24.18,3,1.96,21061
21,62,177,57,32.2,84,47.46,24,13.56,12,6.78,21062
21,63,166,32,19.28,103,62.05,26,15.66,5,3.01,21063
21,64,100,30,30.0,43,43.0,19,19.0,8,8.0,21064
21,65,255,57,22.35,146,57.25,43,16.86,9,3.53,21065
21,66,125,36,28.8,62,49.6,18,14.4,9,7.2,21066
21,67,152,63,41.45,57,37.5,25,16.45,7,4.61,21067
21,68,164,60,36.59,74,45.12,22,13.41,8,4.88,21068
21,69,132,34,25.76,57,43.18,26,19.7,15,11.36,21069
21,70,167,56,33.53,83,49.7,16,9.58,12,7.19,21070
21,71,130,39,30.0,54,41.54,29,22.31,8,6.15,21071
21,72,140,37,26.43,59,42.14,38,27.14,6,4.29,21072
21,73,206,66,32.04,98,47.57,36,17.48,6,2.91,21073
21,74,60,18,30.0,24,40.0,17,28.33,1,1.67,21074
22,1,72,15,20.83,34,47.22,13,18.06,10,13.89,22001
22,2,57,13,22.81,17,29.82,19,33.33,8,14.04,22002
22,3,108,19,17.59,37,34.26,33,30.56,19,17.59,22003
22,4,90,15,16.67,38,42.22,25,27.78,12,13.33,22004
22,5,94,18,19.15,46,48.94,22,23.4,8,8.51,22005
22,6,101,12,11.88,62,61.39,21,20.79,6,5.94,22006
22,7,116,29,25.0,50,43.1,31,26.72,6,5.17,22007
22,8,71,20,28.17,21,29.58,19,26.76,11,15.49,22008
22,9,101,19,18.81,39,38.61,27,26.73,16,15.84,22009
22,10,82,22,26.83,29,35.37,25,30.49,6,7.32,22010
22,11,69,14,20.29,21,30.43,20,28.99,14,20.29,22011
22,12,75,16,21.33,20,26.67,28,37.33,11,14.67,22012
22,13,98,25,25.51,24,24.49,30,30.61,19,19.39,22013
22,14,66,14,21.21,22,33.33,25,37.88,5,7.58,22014
22,15,79,10,12.66,31,39.24,27,34.18,11,13.92,22015
22,16,103,19,18.45,45,43.69,26,25.24,13,12.62,22016
22,17,92,15,16.3,39,42.39,23,25.0,15,16.3,22017
22,18,94,18,19.15,34,36.17,31,32.98,11,11.7,22018
22,19,90,34,37.78,25,27.78,27,30.0,4,4.44,22019
22,20,122,18,14.75,50,40.98,40,32.79,14,11.48,22020
22,21,139,47,33.81,69,49.64,18,12.95,5,3.6,22021
22,22,66,12,18.18,39,59.09,12,18.18,3,4.55,22022
22,23,92,22,23.91,37,40.22,21,22.83,12,13.04,22023
22,24,69,20,28.99,20,28.99,20,28.99,9,13.04,22024
22,25,71,17,23.94,26,36.62,20,28.17,8,11.27,22025
22,26,78,11,14.1,31,39.74,32,41.03,4,5.13,22026
22,27,98,21,21.43,38,38.78,25,25.51,14,14.29,22027
22,28,56,12,21.43,25,44.64,13,23.21,6,10.71,22028
22,29,61,15,24.59,27,44.26,15,24.59,4,6.56,22029
23,1,184,25,13.59,26,14.13,114,61.96,19,10.33,23001
23,2,234,26,11.11,26,11.11,172,73.5,10,4.27,23002
23,3,176,26,14.77,8,4.55,122,69.32,20,11.36,23003
23,4,181,39,21.55,23,12.71,107,59.12,12,6.63,23004
23,5,148,31,20.95,32,21.62,75,50.68,10,6.76,23005
23,6,191,31,16.23,19,9.95,124,64.92,17,8.9,23006
23,7,62,9,14.52,37,59.68,13,20.97,3,4.84,23007
23,8,195,32,16.41,20,10.26,130,66.67,13,6.67,23008
23,9,167,32,19.16,42,25.15,74,44.31,19,11.38,23009
23,10,222,29,13.06,13,5.86,167,75.23,13,5.86,23010
23,11,213,34,15.96,16,7.51,145,68.08,18,8.45,23011
23,12,197,40,20.3,20,10.15,119,60.41,18,9.14,23012
23,13,225,34,15.11,18,8.0,150,66.67,23,10.22,23013
23,14,79,17,21.52,40,50.63,17,21.52,5,6.33,23014
23,15,151,28,18.54,18,11.92,91,60.26,14,9.27,23015
23,16,193,35,18.13,18,9.33,121,62.69,19,9.84,23016
23,17,223,43,19.28,17,7.62,144,64.57,19,8.52,23017
23,18,150,29,19.33,9,6.0,98,65.33,14,9.33,23018
23,19,166,40,24.1,10,6.02,104,62.65,12,7.23,23019
23,20,179,23,12.85,9,5.03,122,68.16,25,13.97,23020
23,21,151,53,35.1,57,37.75,37,24.5,4,2.65,23021
23,22,182,34,18.68,9,4.95,121,66.48,18,9.89,23022
23,23,159,36,22.64,13,8.18,100,62.89,10,6.29,23023
23,24,95,24,25.26,18,18.95,45,47.37,8,8.42,23024
23,25,116,24,20.69,16,13.79,67,57.76,9,7.76,23025
23,26,183,27,14.75,17,9.29,124,67.76,15,8.2,23026
23,27,119,18,15.13,13,10.92,76,63.87,12,10.08,23027
23,28,179,24,13.41,22,12.29,121,67.6,12,6.7,23028
23,29,141,28,19.86,36,25.53,67,47.52,10,7.09,23029
23,30,194,28,14.43,12,6.19,128,65.98,26,13.4,23030
23,31,157,23,14.65,27,17.2,82,52.23,25,15.92,23031
23,32,211,39,18.48,38,18.01,115,54.5,19,9.0,23032
23,33,187,31,16.58,27,14.44,113,60.43,16,8.56,23033
23,34,116,17,14.66,28,24.14,57,49.14,14,12.07,23034
23,35,138,38,27.54,51,36.96,45,32.61,4,2.9,23035
23,36,251,46,18.33,25,9.96,163,64.94,17,6.77,23036
23,37,129,26,20.16,42,32.56,52,40.31,9,6.98,23037
23,38,131,20,15.27,15,11.45,82,62.6,14,10.69,23038
23,39,142,17,11.97,12,8.45,92,64.79,21,14.79,23039
23,40,174,17,9.77,16,9.2,122,70.11,19,10.92,23040
23,41,140,32,22.86,27,19.29,61,43.57,20,14.29,23041
23,42,172,30,17.44,21,12.21,114,66.28,7,4.07,23042
23,43,179,28,15.64,35,19.55,93,51.96,23,12.85,23043
23,44,199,29,14.57,8,4.02,149,74.87,13,6.53,23044
23,45,192,41,21.35,15,7.81,118,61.46,18,9.38,23045
23,46,235,33,14.04,17,7.23,164,69.79,21,8.94,23046
23,47,207,33,15.94,31,14.98,128,61.84,15,7.25,23047
23,48,145,15,10.34,21,14.48,99,68.28,10,6.9,23048
23,49,231,27,11.69,27,11.69,154,66.67,23,9.96,23049
23,50,107,30,28.04,18,16.82,53,49.53,6,5.61,23050
23,51,183,31,16.94,30,16.39,100,54.64,22,12.02,23051
23,52,211,32,15.17,18,8.53,146,69.19,15,7.11,23052
23,53,124,22,17.74,12,9.68,82,66.13,8,6.45,23053
23,54,216,38,17.59,23,10.65,132,61.11,23,10.65,23054
23,55,205,26,12.68,19,9.27,132,64.39,28,13.66,23055
23,56,133,17,12.78,11,8.27,84,63.16,21,15.79,23056
24,1,87,32,36.78,32,36.78,18,20.69,5,5.75,24001
24,2,76,28,36.84,28,36.84,18,23.68,2,2.63,24002
24,3,92,29,31.52,38,41.3,19,20.65,6,6.52,24003
24,4,118,42,35.59,37,31.36,32,27.12,7,5.93,24004
24,5,116,43,37.07,33,28.45,33,28.45,7,6.03,24005
24,6,127,45,35.43,55,43.31,23,18.11,4,3.15,24006
24,7,115,34,29.57,43,37.39,32,27.83,6,5.22,24007
24,8,87,37,42.53,26,29.89,23,26.44,1,1.15,24008
24,9,89,38,42.7,27,30.34,22,24.72,2,2.25,24009
24,10,104,38,36.54,33,31.73,24,23.08,9,8.65,24010
24,11,52,25,48.08,8,15.38,12,23.08,7,13.46,24011
24,12,71,26,36.62,25,35.21,18,25.35,2,2.82,24012
24,13,95,35,36.84,30,31.58,22,23.16,8,8.42,24013
24,14,165,56,33.94,58,35.15,39,23.64,12,7.27,24014
24,15,92,29,31.52,31,33.7,25,27.17,7,7.61,24015
24,16,75,29,38.67,28,37.33,14,18.67,4,5.33,24016
24,17,88,36,40.91,25,28.41,22,25.0,5,5.68,24017
24,18,57,21,36.84,12,21.05,20,35.09,4,7.02,24018
24,19,91,33,36.26,35,38.46,19,20.88,4,4.4,24019
24,20,121,52,42.98,30,24.79,33,27.27,6,4.96,24020
24,21,70,21,30.0,24,34.29,17,24.29,8,11.43,24021
24,22,95,30,31.58,40,42.11,18,18.95,7,7.37,24022
24,23,90,28,31.11,26,28.89,33,36.67,3,3.33,24023
24,24,83,32,38.55,21,25.3,25,30.12,5,6.02,24024
