ward,precinct,total,Thomas J. Dart,Thomas J. Dart Percent,"Sylvester E. Baker, Jr.","Sylvester E. Baker, Jr. Percent",Richard L. Remus,Richard L. Remus Percent,precinct_id
20,2,119,33,27.73,76,63.87,10,8.4,20002
20,3,114,48,42.11,58,50.88,8,7.02,20003
20,4,87,64,73.56,14,16.09,9,10.34,20004
20,5,92,31,33.7,43,46.74,18,19.57,20005
20,6,135,44,32.59,80,59.26,11,8.15,20006
20,7,67,31,46.27,23,34.33,13,19.4,20007
20,8,47,31,65.96,7,14.89,9,19.15,20008
20,9,130,55,42.31,61,46.92,14,10.77,20009
20,10,112,42,37.5,53,47.32,17,15.18,20010
20,11,81,31,38.27,33,40.74,17,20.99,20011
20,12,92,31,33.7,56,60.87,5,5.43,20012
20,13,118,41,34.75,59,50.0,18,15.25,20013
20,14,209,82,39.23,114,54.55,13,6.22,20014
20,15,94,54,57.45,18,19.15,22,23.4,20015
20,16,175,64,36.57,91,52.0,20,11.43,20016
20,17,103,34,33.01,57,55.34,12,11.65,20017
20,18,136,43,31.62,79,58.09,14,10.29,20018
20,19,104,29,27.88,66,63.46,9,8.65,20019
20,20,84,23,27.38,51,60.71,10,11.9,20020
20,21,48,28,58.33,11,22.92,9,18.75,20021
20,22,154,63,40.91,79,51.3,12,7.79,20022
20,23,161,60,37.27,85,52.8,16,9.94,20023
20,24,141,60,42.55,63,44.68,18,12.77,20024
20,25,100,32,32.0,57,57.0,11,11.0,20025
20,26,176,79,44.89,71,40.34,26,14.77,20026
20,27,78,27,34.62,45,57.69,6,7.69,20027
20,28,158,37,23.42,110,69.62,11,6.96,20028
20,29,133,45,33.83,74,55.64,14,10.53,20029
20,30,140,51,36.43,74,52.86,15,10.71,20030
20,31,140,46,32.86,80,57.14,14,10.0,20031
20,32,120,49,40.83,53,44.17,18,15.0,20032
20,33,149,47,31.54,82,55.03,20,13.42,20033
20,34,154,73,47.4,59,38.31,22,14.29,20034
20,35,73,30,41.1,31,42.47,12,16.44,20035
20,36,121,39,32.23,60,49.59,22,18.18,20036
20,37,153,40,26.14,103,67.32,10,6.54,20037
20,38,28,8,28.57,16,57.14,4,14.29,20038
20,39,114,28,24.56,74,64.91,12,10.53,20039
20,40,97,39,40.21,50,51.55,8,8.25,20040
20,41,38,22,57.89,11,28.95,5,13.16,20041
20,42,101,33,32.67,53,52.48,15,14.85,20042
20,43,38,12,31.58,21,55.26,5,13.16,20043
20,44,184,57,30.98,116,63.04,11,5.98,20044
20,45,93,26,27.96,61,65.59,6,6.45,20045
20,46,82,31,37.8,44,53.66,7,8.54,20046
20,47,94,33,35.11,50,53.19,11,11.7,20047
20,48,62,9,14.52,51,82.26,2,3.23,20048
20,49,120,38,31.67,75,62.5,7,5.83,20049
20,50,86,23,26.74,58,67.44,5,5.81,20050
21,1,293,140,47.78,118,40.27,35,11.95,21001
21,2,171,69,40.35,90,52.63,12,7.02,21002
21,3,180,76,42.22,89,49.44,15,8.33,21003
21,4,194,91,46.91,82,42.27,21,10.82,21004
21,5,178,71,39.89,101,56.74,6,3.37,21005
21,6,140,57,40.71,72,51.43,11,7.86,21006
21,7,176,75,42.61,94,53.41,7,3.98,21007
21,8,217,68,31.34,132,60.83,17,7.83,21008
21,9,209,72,34.45,106,50.72,31,14.83,21009
21,10,135,62,45.93,60,44.44,13,9.63,21010
21,11,207,72,34.78,109,52.66,26,12.56,21011
21,12,198,53,26.77,111,56.06,34,17.17,21012
21,13,104,41,39.42,45,43.27,18,17.31,21013
21,14,172,53,30.81,108,62.79,11,6.4,21014
21,15,162,75,46.3,81,50.0,6,3.7,21015
21,16,184,83,45.11,90,48.91,11,5.98,21016
21,17,174,76,43.68,88,50.57,10,5.75,21017
21,18,198,51,25.76,139,70.2,8,4.04,21018
21,19,150,55,36.67,76,50.67,19,12.67,21019
21,20,105,33,31.43,62,59.05,10,9.52,21020
21,21,217,110,50.69,83,38.25,24,11.06,21021
21,22,197,114,57.87,62,31.47,21,10.66,21022
21,23,159,43,27.04,96,60.38,20,12.58,21023
21,24,193,89,46.11,91,47.15,13,6.74,21024
21,25,168,57,33.93,92,54.76,19,11.31,21025
21,26,146,48,32.88,75,51.37,23,15.75,21026
21,27,227,84,37.0,122,53.74,21,9.25,21027
21,28,158,72,45.57,78,49.37,8,5.06,21028
21,29,97,48,49.48,43,44.33,6,6.19,21029
21,30,144,54,37.5,74,51.39,16,11.11,21030
21,31,240,80,33.33,131,54.58,29,12.08,21031
21,32,173,57,32.95,96,55.49,20,11.56,21032
21,33,183,72,39.34,84,45.9,27,14.75,21033
21,34,240,93,38.75,139,57.92,8,3.33,21034
21,35,116,49,42.24,51,43.97,16,13.79,21035
21,36,151,56,37.09,84,55.63,11,7.28,21036
21,37,128,49,38.28,69,53.91,10,7.81,21037
21,38,183,77,42.08,96,52.46,10,5.46,21038
21,39,154,53,34.42,76,49.35,25,16.23,21039
21,40,201,63,31.34,122,60.7,16,7.96,21040
21,41,138,56,40.58,73,52.9,9,6.52,21041
21,42,193,66,34.2,118,61.14,9,4.66,21042
21,43,146,45,30.82,85,58.22,16,10.96,21043
21,44,164,69,42.07,75,45.73,20,12.2,21044
21,45,148,52,35.14,82,55.41,14,9.46,21045
21,46,109,36,33.03,57,52.29,16,14.68,21046
21,47,251,97,38.65,137,54.58,17,6.77,21047
21,48,228,88,38.6,116,50.88,24,10.53,21048
21,49,254,107,42.13,126,49.61,21,8.27,21049
21,50,178,65,36.52,99,55.62,14,7.87,21050
21,51,215,76,35.35,108,50.23,31,14.42,21051
21,52,203,69,33.99,123,60.59,11,5.42,21052
21,53,125,52,41.6,58,46.4,15,12.0,21053
21,54,191,71,37.17,110,57.59,10,5.24,21054
21,55,206,60,29.13,125,60.68,21,10.19,21055
21,56,149,47,31.54,92,61.74,10,6.71,21056
21,57,153,43,28.1,87,56.86,23,15.03,21057
21,58,149,58,38.93,73,48.99,18,12.08,21058
21,59,241,81,33.61,140,58.09,20,8.3,21059
21,60,202,77,38.12,93,46.04,32,15.84,21060
21,61,180,58,32.22,105,58.33,17,9.44,21061
21,62,199,66,33.17,120,60.3,13,6.53,21062
21,63,187,56,29.95,122,65.24,9,4.81,21063
21,64,102,35,34.31,57,55.88,10,9.8,21064
21,65,283,86,30.39,185,65.37,12,4.24,21065
21,66,136,50,36.76,69,50.74,17,12.5,21066
21,67,190,74,38.95,95,50.0,21,11.05,21067
21,68,194,69,35.57,100,51.55,25,12.89,21068
21,69,148,49,33.11,81,54.73,18,12.16,21069
21,70,187,57,30.48,102,54.55,28,14.97,21070
21,71,149,52,34.9,78,52.35,19,12.75,21071
21,72,162,61,37.65,83,51.23,18,11.11,21072
21,73,226,72,31.86,120,53.1,34,15.04,21073
21,74,69,29,42.03,33,47.83,7,10.14,21074
22,1,65,36,55.38,11,16.92,18,27.69,22001
22,2,62,34,54.84,18,29.03,10,16.13,22002
22,3,127,72,56.69,23,18.11,32,25.2,22003
22,4,109,66,60.55,22,20.18,21,19.27,22004
22,5,109,63,57.8,19,17.43,27,24.77,22005
22,6,105,76,72.38,18,17.14,11,10.48,22006
22,7,142,38,26.76,84,59.15,20,14.08,22007
22,8,77,40,51.95,14,18.18,23,29.87,22008
22,9,103,58,56.31,19,18.45,26,25.24,22009
22,10,89,50,56.18,16,17.98,23,25.84,22010
22,11,78,42,53.85,17,21.79,19,24.36,22011
22,12,95,60,63.16,7,7.37,28,29.47,22012
22,13,118,69,58.47,23,19.49,26,22.03,22013
22,14,74,31,41.89,26,35.14,17,22.97,22014
22,15,81,41,50.62,18,22.22,22,27.16,22015
22,16,114,71,62.28,20,17.54,23,20.18,22016
22,17,97,57,58.76,21,21.65,19,19.59,22017
22,18,113,62,54.87,19,16.81,32,28.32,22018
22,19,98,45,45.92,42,42.86,11,11.22,22019
22,20,120,78,65.0,26,21.67,16,13.33,22020
22,21,150,63,42.0,77,51.33,10,6.67,22021
22,22,76,41,53.95,18,23.68,17,22.37,22022
22,23,100,50,50.0,26,26.0,24,24.0,22023
22,24,84,39,46.43,18,21.43,27,32.14,22024
22,25,81,49,60.49,11,13.58,21,25.93,22025
22,26,85,43,50.59,26,30.59,16,18.82,22026
22,27,110,64,58.18,18,16.36,28,25.45,22027
22,28,68,38,55.88,14,20.59,16,23.53,22028
22,29,68,35,51.47,16,23.53,17,25.0,22029
23,1,209,172,82.3,12,5.74,25,11.96,23001
23,2,290,241,83.1,8,2.76,41,14.14,23002
23,3,203,166,81.77,5,2.46,32,15.76,23003
23,4,212,170,80.19,11,5.19,31,14.62,23004
23,5,167,108,64.67,28,16.77,31,18.56,23005
23,6,202,153,75.74,22,10.89,27,13.37,23006
23,7,80,39,48.75,38,47.5,3,3.75,23007
23,8,212,170,80.19,15,7.08,27,12.74,23008
23,9,178,115,64.61,34,19.1,29,16.29,23009
23,10,239,205,85.77,15,6.28,19,7.95,23010
23,11,246,210,85.37,15,6.1,21,8.54,23011
23,12,201,158,78.61,11,5.47,32,15.92,23012
23,13,248,196,79.03,11,4.44,41,16.53,23013
23,14,87,42,48.28,40,45.98,5,5.75,23014
23,15,176,139,78.98,6,3.41,31,17.61,23015
23,16,225,193,85.78,9,4.0,23,10.22,23016
23,17,247,181,73.28,14,5.67,52,21.05,23017
23,18,164,134,81.71,6,3.66,24,14.63,23018
23,19,192,164,85.42,9,4.69,19,9.9,23019
23,20,208,174,83.65,4,1.92,30,14.42,23020
23,21,174,61,35.06,98,56.32,15,8.62,23021
23,22,200,166,83.0,9,4.5,25,12.5,23022
23,23,176,145,82.39,14,7.95,17,9.66,23023
23,24,108,71,65.74,17,15.74,20,18.52,23024
23,25,130,79,60.77,22,16.92,29,22.31,23025
23,26,213,160,75.12,13,6.1,40,18.78,23026
23,27,136,101,74.26,6,4.41,29,21.32,23027
23,28,200,161,80.5,12,6.0,27,13.5,23028
23,29,158,108,68.35,21,13.29,29,18.35,23029
23,30,210,178,84.76,3,1.43,29,13.81,23030
23,31,166,112,67.47,23,13.86,31,18.67,23031
23,32,232,190,81.9,26,11.21,16,6.9,23032
23,33,220,156,70.91,15,6.82,49,22.27,23033
23,34,131,99,75.57,11,8.4,21,16.03,23034
23,35,148,52,35.14,91,61.49,5,3.38,23035
23,36,287,237,82.58,17,5.92,33,11.5,23036
23,37,139,66,47.48,66,47.48,7,5.04,23037
23,38,155,122,78.71,5,3.23,28,18.06,23038
23,39,162,123,75.93,7,4.32,32,19.75,23039
23,40,190,152,80.0,9,4.74,29,15.26,23040
23,41,157,112,71.34,20,12.74,25,15.92,23041
23,42,178,146,82.02,11,6.18,21,11.8,23042
23,43,207,170,82.13,10,4.83,27,13.04,23043
23,44,218,185,84.86,10,4.59,23,10.55,23044
23,45,221,193,87.33,8,3.62,20,9.05,23045
23,46,253,213,84.19,16,6.32,24,9.49,23046
23,47,244,183,75.0,14,5.74,47,19.26,23047
23,48,158,138,87.34,9,5.7,11,6.96,23048
23,49,250,199,79.6,16,6.4,35,14.0,23049
23,50,127,80,62.99,21,16.54,26,20.47,23050
23,51,193,132,68.39,24,12.44,37,19.17,23051
23,52,244,199,81.56,17,6.97,28,11.48,23052
23,53,134,101,75.37,12,8.96,21,15.67,23053
23,54,241,197,81.74,11,4.56,33,13.69,23054
23,55,226,181,80.09,15,6.64,30,13.27,23055
23,56,170,138,81.18,17,10.0,15,8.82,23056
24,1,105,33,31.43,67,63.81,5,4.76,24001
24,2,94,40,42.55,49,52.13,5,5.32,24002
24,3,114,33,28.95,72,63.16,9,7.89,24003
24,4,124,40,32.26,68,54.84,16,12.9,24004
24,5,119,43,36.13,62,52.1,14,11.76,24005
24,6,150,54,36.0,81,54.0,15,10.0,24006
24,7,131,61,46.56,55,41.98,15,11.45,24007
24,8,109,43,39.45,61,55.96,5,4.59,24008
24,9,109,33,30.28,69,63.3,7,6.42,24009
24,10,115,26,22.61,78,67.83,11,9.57,24010
24,11,63,23,36.51,30,47.62,10,15.87,24011
24,12,102,29,28.43,55,53.92,18,17.65,24012
24,13,115,38,33.04,64,55.65,13,11.3,24013
24,14,186,63,33.87,109,58.6,14,7.53,24014
24,15,115,46,40.0,58,50.43,11,9.57,24015
24,16,92,35,38.04,49,53.26,8,8.7,24016
24,17,106,43,40.57,51,48.11,12,11.32,24017
24,18,73,29,39.73,40,54.79,4,5.48,24018
24,19,110,46,41.82,50,45.45,14,12.73,24019
24,20,133,44,33.08,70,52.63,19,14.29,24020
24,21,86,28,32.56,48,55.81,10,11.63,24021
24,22,121,35,28.93,78,64.46,8,6.61,24022
24,23,115,34,29.57,64,55.65,17,14.78,24023
24,24,90,30,33.33,50,55.56,10,11.11,24024
24,25,113,33,29.2,73,64.6,7,6.19,24025
24,26,144,35,24.31,94,65.28,15,10.42,24026
24,27,78,27,34.62,40,51.28,11,14.1,24027
24,28,143,47,32.87,83,58.04,13,9.09,24028
24,29,150,64,42.67,77,51.33,9,6.0,24029
24,30,90,37,41.11,46,51.11,7,7.78,24030
24,31,107,41,38.32,61,57.01,5,4.67,24031
24,32,129,50,38.76,70,54.26,9,6.98,24032
24,33,102,31,30.39,61,59.8,10,9.8,24033
24,34,133,53,39.85,58,43.61,22,16.54,24034
24,35,141,41,29.08,88,62.41,12,8.51,24035
24,36,90,32,35.56,53,58.89,5,5.56,24036
24,37,141,51,36.17,82,58.16,8,5.67,24037
24,38,130,60,46.15,59,45.38,11,8.46,24038
24,39,114,39,34.21,64,56.14,11,9.65,24039
24,40,167,67,40.12,84,50.3,16,9.58,24040
24,41,136,54,39.71,73,53.68,9,6.62,24041
24,42,117,44,37.61,62,52.99,11,9.4,24042
24,43,154,37,24.03,109,70.78,8,5.19,24043
24,44,52,15,28.85,32,61.54,5,9.62,24044
24,45,109,40,36.7,61,55.96,8,7.34,24045
24,46,153,69,45.1,72,47.06,12,7.84,24046
24,47,120,32,26.67,77,64.17,11,9.17,24047
24,48,54,18,33.33,30,55.56,6,11.11,24048
24,49,166,60,36.14,95,57.23,11,6.63,24049
24,50,173,71,41.04,89,51.45,13,7.51,24050
24,51,210,70,33.33,127,60.48,13,6.19,24051
24,52,103,32,31.07,62,60.19,9,8.74,24052
24,53,150,77,51.33,50,33.33,23,15.33,24053
24,54,68,24,35.29,38,55.88,6,8.82,24054
24,55,64,23,35.94,32,50.0,9,14.06,24055
24,56,167,60,35.93,94,56.29,13,7.78,24056
24,57,98,51,52.04,21,21.43,26,26.53,24057
24,58,158,32,20.25,115,72.78,11,6.96,24058
24,59,69,27,39.13,34,49.28,8,11.59,24059
25,1,158,112,70.89,18,11.39,28,17.72,25001
25,2,181,104,57.46,29,16.02,48,26.52,25002
25,3,68,32,47.06,28,41.18,8,11.76,25003
25,4,133,78,58.65,28,21.05,27,20.3,25004
25,5,165,108,65.45,17,10.3,40,24.24,25005
25,6,75,40,53.33,13,17.33,22,29.33,25006
25,7,115,70,60.87,13,11.3,32,27.83,25007
25,8,142,90,63.38,21,14.79,31,21.83,25008
25,9,195,99,50.77,27,13.85,69,35.38,25009
25,10,68,39,57.35,23,33.82,6,8.82,25010
25,11,147,76,51.7,29,19.73,42,28.57,25011
25,12,112,62,55.36,14,12.5,36,32.14,25012
25,13,162,96,59.26,12,7.41,54,33.33,25013
25,14,109,74,67.89,4,3.67,31,28.44,25014
25,15,145,89,61.38,19,13.1,37,25.52,25015
25,16,95,78,82.11,6,6.32,11,11.58,25016
25,17,207,113,54.59,38,18.36,56,27.05,25017
25,18,239,183,76.57,34,14.23,22,9.21,25018
25,19,143,70,48.95,20,13.99,53,37.06,25019
25,20,170,104,61.18,22,12.94,44,25.88,25020
25,21,88,58,65.91,14,15.91,16,18.18,25021
25,22,68,37,54.41,13,19.12,18,26.47,25022
25,23,168,95,56.55,16,9.52,57,33.93,25023
25,24,150,97,64.67,20,13.33,33,22.0,25024
25,25,104,83,79.81,10,9.62,11,10.58,25025
25,26,82,54,65.85,15,18.29,13,15.85,25026
25,27,94,66,70.21,12,12.77,16,17.02,25027
25,28,152,112,73.68,15,9.87,25,16.45,25028
25,29,149,102,68.46,34,22.82,13,8.72,25029
25,30,147,80,54.42,25,17.01,42,28.57,25030
25,31,54,34,62.96,3,5.56,17,31.48,25031
26,1,46,34,73.91,2,4.35,10,21.74,26001
26,2,77,37,48.05,27,35.06,13,16.88,26002
26,3,50,28,56.0,12,24.0,10,20.0,26003
26,4,57,32,56.14,5,8.77,20,35.09,26004
26,5,98,59,60.2,15,15.31,24,24.49,26005
26,6,65,37,56.92,14,21.54,14,21.54,26006
26,7,40,26,65.0,5,12.5,9,22.5,26007
26,8,57,31,54.39,11,19.3,15,26.32,26008
26,9,41,25,60.98,9,21.95,7,17.07,26009
26,10,45,20,44.44,16,35.56,9,20.0,26010
26,11,58,36,62.07,10,17.24,12,20.69,26011
26,12,47,24,51.06,9,19.15,14,29.79,26012
26,13,82,59,71.95,11,13.41,12,14.63,26013
26,14,52,25,48.08,15,28.85,12,23.08,26014
26,15,45,21,46.67,12,26.67,12,26.67,26015
26,16,59,33,55.93,10,16.95,16,27.12,26016
26,17,37,29,78.38,4,10.81,4,10.81,26017
26,18,43,24,55.81,8,18.6,11,25.58,26018
26,19,98,58,59.18,17,17.35,23,23.47,26019
26,20,76,37,48.68,22,28.95,17,22.37,26020
26,21,66,36,54.55,20,30.3,10,15.15,26021
26,22,39,22,56.41,4,10.26,13,33.33,26022
26,23,51,29,56.86,6,11.76,16,31.37,26023
26,24,53,35,66.04,7,13.21,11,20.75,26024
26,25,39,23,58.97,11,28.21,5,12.82,26025
26,26,57,28,49.12,12,21.05,17,29.82,26026
26,27,83,44,53.01,18,21.69,21,25.3,26027
26,28,59,29,49.15,17,28.81,13,22.03,26028
26,29,57,29,50.88,16,28.07,12,21.05,26029
26,30,44,29,65.91,7,15.91,8,18.18,26030
26,31,86,28,32.56,16,18.6,42,48.84,26031
26,32,78,48,61.54,18,23.08,12,15.38,26032
26,33,28,19,67.86,3,10.71,6,21.43,26033
26,34,60,41,68.33,8,13.33,11,18.33,26034
26,35,69,51,73.91,7,10.14,11,15.94,26035
26,36,52,21,40.38,18,34.62,13,25.0,26036
26,37,45,21,46.67,13,28.89,11,24.44,26037
26,38,42,21,50.0,8,19.05,13,30.95,26038
26,39,33,21,63.64,6,18.18,6,18.18,26039
26,40,31,10,32.26,11,35.48,10,32.26,26040
26,41,53,18,33.96,19,35.85,16,30.19,26041
26,42,41,19,46.34,12,29.27,10,24.39,26042
26,43,56,29,51.79,18,32.14,9,16.07,26043
26,44,40,24,60.0,9,22.5,7,17.5,26044
26,45,72,25,34.72,25,34.72,22,30.56,26045
26,46,68,46,67.65,10,14.71,12,17.65,26046
26,47,47,27,57.45,14,29.79,6,12.77,26047
26,48,74,34,45.95,19,25.68,21,28.38,26048
26,49,45,22,48.89,12,26.67,11,24.44,26049
26,50,32,11,34.38,11,34.38,10,31.25,26050
26,51,68,30,44.12,23,33.82,15,22.06,26051
26,52,24,18,75.0,5,20.83,1,4.17,26052
26,53,36,18,50.0,7,19.44,11,30.56,26053
26,54,63,29,46.03,22,34.92,12,19.05,26054
26,55,42,26,61.9,10,23.81,6,14.29,26055
26,56,60,23,38.33,22,36.67,15,25.0,26056
26,57,53,20,37.74,14,26.42,19,35.85,26057
26,58,49,25,51.02,13,26.53,11,22.45,26058
26,59,74,26,35.14,13,17.57,35,47.3,26059
26,60,58,32,55.17,12,20.69,14,24.14,26060
26,61,34,19,55.88,4,11.76,11,32.35,26061
26,62,75,48,64.0,10,13.33,17,22.67,26062
26,63,24,16,66.67,3,12.5,5,20.83,26063
27,1,62,50,80.65,6,9.68,6,9.68,27001
27,2,113,59,52.21,47,41.59,7,6.19,27002
27,3,100,46,46.0,47,47.0,7,7.0,27003
27,4,77,41,53.25,23,29.87,13,16.88,27004
27,5,20,13,65.0,5,25.0,2,10.0,27005
27,6,77,30,38.96,38,49.35,9,11.69,27006
27,7,77,55,71.43,18,23.38,4,5.19,27007
27,8,146,77,52.74,48,32.88,21,14.38,27008
27,9,150,72,48.0,54,36.0,24,16.0,27009
27,10,185,101,54.59,71,38.38,13,7.03,27010
27,11,143,93,65.03,27,18.88,23,16.08,27011
27,12,60,32,53.33,12,20.0,16,26.67,27012
27,13,72,54,75.0,7,9.72,11,15.28,27013
27,14,158,76,48.1,68,43.04,14,8.86,27014
27,15,89,39,43.82,44,49.44,6,6.74,27015
27,16,17,13,76.47,2,11.76,2,11.76,27016
27,17,54,39,72.22,7,12.96,8,14.81,27017
27,18,72,52,72.22,12,16.67,8,11.11,27018
27,19,107,65,60.75,37,34.58,5,4.67,27019
27,20,187,128,68.45,45,24.06,14,7.49,27020
27,21,123,89,72.36,25,20.33,9,7.32,27021
27,22,120,76,63.33,36,30.0,8,6.67,27022
27,23,23,2,8.7,19,82.61,2,8.7,27023
27,24,117,83,70.94,21,17.95,13,11.11,27024
27,25,91,58,63.74,26,28.57,7,7.69,27025
27,26,124,57,45.97,56,45.16,11,8.87,27026
27,27,66,44,66.67,19,28.79,3,4.55,27027
27,28,111,71,63.96,32,28.83,8,7.21,27028
27,29,88,60,68.18,22,25.0,6,6.82,27029
27,30,72,42,58.33,24,33.33,6,8.33,27030
27,31,102,69,67.65,28,27.45,5,4.9,27031
27,32,113,62,54.87,31,27.43,20,17.7,27032
27,33,84,53,63.1,28,33.33,3,3.57,27033
27,34,133,103,77.44,27,20.3,3,2.26,27034
27,35,81,50,61.73,17,20.99,14,17.28,27035
27,36,109,63,57.8,41,37.61,5,4.59,27036
27,37,107,68,63.55,30,28.04,9,8.41,27037
27,38,55,33,60.0,14,25.45,8,14.55,27038
27,39,85,54,63.53,26,30.59,5,5.88,27039
27,40,91,68,74.73,21,23.08,2,2.2,27040
27,41,71,47,66.2,12,16.9,12,16.9,27041
27,42,58,43,74.14,6,10.34,9,15.52,27042
27,43,91,68,74.73,19,20.88,4,4.4,27043
27,44,101,30,29.7,64,63.37,7,6.93,27044
27,45,141,94,66.67,40,28.37,7,4.96,27045
27,46,129,94,72.87,29,22.48,6,4.65,27046
27,47,86,48,55.81,33,38.37,5,5.81,27047
27,48,124,39,31.45,78,62.9,7,5.65,27048
27,49,114,47,41.23,48,42.11,19,16.67,27049
27,50,78,47,60.26,13,16.67,18,23.08,27050
27,51,89,62,69.66,21,23.6,6,6.74,27051
27,52,81,36,44.44,40,49.38,5,6.17,27052
27,53,80,54,67.5,20,25.0,6,7.5,27053
27,54,50,37,74.0,4,8.0,9,18.0,27054
27,55,112,64,57.14,39,34.82,9,8.04,27055
27,56,57,35,61.4,8,14.04,14,24.56,27056
27,57,64,41,64.06,14,21.88,9,14.06,27057
27,58,63,42,66.67,14,22.22,7,11.11,27058
27,59,123,92,74.8,11,8.94,20,16.26,27059
28,1,142,53,37.32,76,53.52,13,9.15,28001
28,2,126,42,33.33,73,57.94,11,8.73,28002
28,3,81,27,33.33,44,54.32,10,12.35,28003
28,4,173,56,32.37,105,60.69,12,6.94,28004
28,5,102,29,28.43,62,60.78,11,10.78,28005
28,6,98,31,31.63,59,60.2,8,8.16,28006
28,7,110,34,30.91,64,58.18,12,10.91,28007
28,8,107,48,44.86,47,43.93,12,11.21,28008
28,9,97,22,22.68,67,69.07,8,8.25,28009
28,10,40,15,37.5,22,55.0,3,7.5,28010
28,11,115,34,29.57,68,59.13,13,11.3,28011
28,12,94,42,44.68,45,47.87,7,7.45,28012
28,13,68,22,32.35,38,55.88,8,11.76,28013
28,14,78,34,43.59,31,39.74,13,16.67,28014
28,15,110,37,33.64,61,55.45,12,10.91,28015
28,16,95,32,33.68,55,57.89,8,8.42,28016
28,17,119,36,30.25,70,58.82,13,10.92,28017
28,18,161,36,22.36,118,73.29,7,4.35,28018
28,19,136,62,45.59,61,44.85,13,9.56,28019
28,20,141,33,23.4,103,73.05,5,3.55,28020
28,21,158,55,34.81,94,59.49,9,5.7,28021
28,22,115,16,13.91,92,80.0,7,6.09,28022
28,23,119,46,38.66,60,50.42,13,10.92,28023
28,24,69,24,34.78,35,50.72,10,14.49,28024
28,25,81,30,37.04,46,56.79,5,6.17,28025
28,26,134,40,29.85,89,66.42,5,3.73,28026
28,27,154,53,34.42,84,54.55,17,11.04,28027
28,28,86,31,36.05,50,58.14,5,5.81,28028
28,29,92,56,60.87,13,14.13,23,25.0,28029
28,30,81,28,34.57,43,53.09,10,12.35,28030
28,31,99,33,33.33,64,64.65,2,2.02,28031
28,32,105,36,34.29,59,56.19,10,9.52,28032
28,33,143,39,27.27,99,69.23,5,3.5,28033
28,34,19,7,36.84,8,42.11,4,21.05,28034
28,35,80,21,26.25,50,62.5,9,11.25,28035
28,36,104,25,24.04,73,70.19,6,5.77,28036
28,37,216,98,45.37,106,49.07,12,5.56,28037
28,38,55,33,60.0,6,10.91,16,29.09,28038
28,39,123,36,29.27,74,60.16,13,10.57,28039
28,40,160,59,36.88,82,51.25,19,11.88,28040
28,41,131,57,43.51,60,45.8,14,10.69,28041
28,42,105,34,32.38,66,62.86,5,4.76,28042
28,43,167,24,14.37,135,80.84,8,4.79,28043
28,44,144,44,30.56,82,56.94,18,12.5,28044
28,45,132,46,34.85,68,51.52,18,13.64,28045
28,46,148,71,47.97,59,39.86,18,12.16,28046
28,47,127,50,39.37,69,54.33,8,6.3,28047
28,48,51,15,29.41,29,56.86,7,13.73,28048
28,49,59,18,30.51,32,54.24,9,15.25,28049
28,50,75,14,18.67,57,76.0,4,5.33,28050
28,51,113,38,33.63,68,60.18,7,6.19,28051
28,52,73,26,35.62,36,49.32,11,15.07,28052
28,53,50,30,60.0,15,30.0,5,10.0,28053
28,54,92,31,33.7,51,55.43,10,10.87,28054
28,55,100,25,25.0,69,69.0,6,6.0,28055
28,56,128,50,39.06,71,55.47,7,5.47,28056
28,57,145,61,42.07,64,44.14,20,13.79,28057
28,58,129,46,35.66,74,57.36,9,6.98,28058
28,59,74,18,24.32,53,71.62,3,4.05,28059
28,60,80,32,40.0,44,55.0,4,5.0,28060
28,61,43,20,46.51,15,34.88,8,18.6,28061
29,1,181,113,62.43,51,28.18,17,9.39,29001
29,2,90,62,68.89,15,16.67,13,14.44,29002
29,3,239,135,56.49,87,36.4,17,7.11,29003
29,4,189,115,60.85,56,29.63,18,9.52,29004
29,5,167,103,61.68,53,31.74,11,6.59,29005
29,6,64,36,56.25,16,25.0,12,18.75,29006
29,7,81,45,55.56,16,19.75,20,24.69,29007
29,8,122,75,61.48,32,26.23,15,12.3,29008
29,9,86,58,67.44,13,15.12,15,17.44,29009
29,10,120,79,65.83,35,29.17,6,5.0,29010
29,11,181,107,59.12,66,36.46,8,4.42,29011
29,12,207,133,64.25,62,29.95,12,5.8,29012
29,13,167,108,64.67,55,32.93,4,2.4,29013
29,14,263,109,41.44,132,50.19,22,8.37,29014
29,15,204,118,57.84,70,34.31,16,7.84,29015
29,16,205,163,79.51,38,18.54,4,1.95,29016
29,17,147,96,65.31,46,31.29,5,3.4,29017
29,18,217,135,62.21,74,34.1,8,3.69,29018
29,19,145,82,56.55,56,38.62,7,4.83,29019
29,20,156,108,69.23,33,21.15,15,9.62,29020
29,21,132,63,47.73,55,41.67,14,10.61,29021
29,22,128,70,54.69,40,31.25,18,14.06,29022
29,23,182,106,58.24,69,37.91,7,3.85,29023
29,24,85,47,55.29,17,20.0,21,24.71,29024
29,25,180,138,76.67,39,21.67,3,1.67,29025
29,26,195,102,52.31,85,43.59,8,4.1,29026
29,27,111,67,60.36,34,30.63,10,9.01,29027
29,28,209,112,53.59,76,36.36,21,10.05,29028
29,29,221,163,73.76,50,22.62,8,3.62,29029
29,30,86,63,73.26,12,13.95,11,12.79,29030
29,31,144,81,56.25,49,34.03,14,9.72,29031
29,32,89,48,53.93,20,22.47,21,23.6,29032
29,33,197,121,61.42,68,34.52,8,4.06,29033
29,34,110,73,66.36,27,24.55,10,9.09,29034
