ward,precinct,total,Daniel W. Hynes,Daniel W. Hynes Percent,Carole Pankau,Carole Pankau Percent,Alicia Snyder,Alicia Snyder Percent,precinct_id
50,13,302,251,83.11,29,9.6,22,7.28,50013
50,14,149,121,81.21,22,14.77,6,4.03,50014
50,15,312,250,80.13,35,11.22,27,8.65,50015
50,16,163,135,82.82,22,13.5,6,3.68,50016
50,17,220,180,81.82,28,12.73,12,5.45,50017
50,18,264,227,85.98,28,10.61,9,3.41,50018
50,19,229,188,82.1,29,12.66,12,5.24,50019
50,20,255,200,78.43,43,16.86,12,4.71,50020
50,21,314,254,80.89,31,9.87,29,9.24,50021
50,22,263,202,76.81,31,11.79,30,11.41,50022
50,23,188,151,80.32,31,16.49,6,3.19,50023
50,24,267,216,80.9,38,14.23,13,4.87,50024
50,25,259,221,85.33,35,13.51,3,1.16,50025
50,26,194,160,82.47,25,12.89,9,4.64,50026
50,27,112,95,84.82,11,9.82,6,5.36,50027
50,28,302,231,76.49,59,19.54,12,3.97,50028
50,29,293,249,84.98,30,10.24,14,4.78,50029
50,30,259,208,80.31,36,13.9,15,5.79,50030
50,31,106,89,83.96,17,16.04,0,0.0,50031
50,32,244,194,79.51,28,11.48,22,9.02,50032
50,33,208,156,75.0,38,18.27,14,6.73,50033
50,34,228,184,80.7,25,10.96,19,8.33,50034
50,35,356,293,82.3,34,9.55,29,8.15,50035
50,36,304,232,76.32,44,14.47,28,9.21,50036
50,37,311,253,81.35,37,11.9,21,6.75,50037
50,38,195,177,90.77,16,8.21,2,1.03,50038
50,39,235,194,82.55,32,13.62,9,3.83,50039
50,40,300,242,80.67,45,15.0,13,4.33,50040
50,41,337,258,76.56,59,17.51,20,5.93,50041
50,42,263,213,80.99,37,14.07,13,4.94,50042
50,43,244,205,84.02,26,10.66,13,5.33,50043
50,44,214,178,83.18,31,14.49,5,2.34,50044
50,45,139,115,82.73,17,12.23,7,5.04,50045
