ward,precinct,total,Michael W. Frerichs,Michael W. Frerichs Percent,Tom Cross,Tom Cross Percent,Matthew Skopek,Matthew Skopek Percent,precinct_id
26,3,222,167,75.23,45,20.27,10,4.5,26003
26,4,157,140,89.17,12,7.64,5,3.18,26004
26,5,197,168,85.28,23,11.68,6,3.05,26005
26,6,191,153,80.1,27,14.14,11,5.76,26006
26,7,156,117,75.0,26,16.67,13,8.33,26007
26,8,96,75,78.13,16,16.67,5,5.21,26008
26,9,180,161,89.44,13,7.22,6,3.33,26009
26,10,220,172,78.18,41,18.64,7,3.18,26010
26,11,199,148,74.37,41,20.6,10,5.03,26011
26,12,183,145,79.23,23,12.57,15,8.2,26012
26,13,130,108,83.08,16,12.31,6,4.62,26013
26,14,109,88,80.73,12,11.01,9,8.26,26014
26,15,111,93,83.78,13,11.71,5,4.5,26015
26,16,105,85,80.95,15,14.29,5,4.76,26016
26,17,182,99,54.4,74,40.66,9,4.95,26017
26,18,164,142,86.59,14,8.54,8,4.88,26018
26,19,140,128,91.43,7,5.0,5,3.57,26019
26,20,191,155,81.15,29,15.18,7,3.66,26020
26,21,249,218,87.55,21,8.43,10,4.02,26021
26,22,115,94,81.74,13,11.3,8,6.96,26022
26,23,136,107,78.68,22,16.18,7,5.15,26023
26,24,168,143,85.12,18,10.71,7,4.17,26024
26,25,172,142,82.56,19,11.05,11,6.4,26025
26,26,136,111,81.62,22,16.18,3,2.21,26026
26,27,203,161,79.31,27,13.3,15,7.39,26027
26,28,258,173,67.05,73,28.29,12,4.65,26028
26,29,110,90,81.82,14,12.73,6,5.45,26029
26,30,148,125,84.46,18,12.16,5,3.38,26030
26,31,113,87,76.99,20,17.7,6,5.31,26031
26,32,234,158,67.52,62,26.5,14,5.98,26032
26,33,200,155,77.5,35,17.5,10,5.0,26033
26,34,219,184,84.02,26,11.87,9,4.11,26034
26,35,173,142,82.08,17,9.83,14,8.09,26035
26,36,166,123,74.1,31,18.67,12,7.23,26036
26,37,194,169,87.11,14,7.22,11,5.67,26037
26,38,103,86,83.5,13,12.62,4,3.88,26038
26,39,202,143,70.79,48,23.76,11,5.45,26039
26,40,101,82,81.19,13,12.87,6,5.94,26040
26,41,198,169,85.35,18,9.09,11,5.56,26041
26,42,145,115,79.31,26,17.93,4,2.76,26042
26,43,104,89,85.58,10,9.62,5,4.81,26043
26,44,110,94,85.45,14,12.73,2,1.82,26044
26,45,81,64,79.01,16,19.75,1,1.23,26045
26,46,154,83,53.9,60,38.96,11,7.14,26046
26,47,136,112,82.35,20,14.71,4,2.94,26047
26,48,180,148,82.22,21,11.67,11,6.11,26048
26,49,106,92,86.79,9,8.49,5,4.72,26049
27,1,308,176,57.14,112,36.36,20,6.49,27001
27,2,368,274,74.46,78,21.2,16,4.35,27002
27,3,191,183,95.81,7,3.66,1,0.52,27003
27,4,200,167,83.5,19,9.5,14,7.0,27004
27,5,208,191,91.83,11,5.29,6,2.88,27005
27,6,226,176,77.88,43,19.03,7,3.1,27006
27,7,309,233,75.4,61,19.74,15,4.85,27007
27,8,256,242,94.53,6,2.34,8,3.13,27008
27,9,141,87,61.7,50,35.46,4,2.84,27009
27,10,313,275,87.86,30,9.58,8,2.56,27010
27,11,271,165,60.89,99,36.53,7,2.58,27011
27,12,217,123,56.68,86,39.63,8,3.69,27012
27,13,407,362,88.94,32,7.86,13,3.19,27013
27,14,209,202,96.65,4,1.91,3,1.44,27014
27,15,256,245,95.7,6,2.34,5,1.95,27015
27,16,263,143,54.37,109,41.44,11,4.18,27016
27,17,282,264,93.62,15,5.32,3,1.06,27017
27,18,282,264,93.62,13,4.61,5,1.77,27018
27,19,197,176,89.34,18,9.14,3,1.52,27019
27,20,283,272,96.11,9,3.18,2,0.71,27020
27,21,267,161,60.3,102,38.2,4,1.5,27021
27,22,215,202,93.95,7,3.26,6,2.79,27022
27,23,246,237,96.34,7,2.85,2,0.81,27023
27,24,226,214,94.69,10,4.42,2,0.88,27024
27,25,256,222,86.72,22,8.59,12,4.69,27025
27,26,268,245,91.42,17,6.34,6,2.24,27026
27,27,335,297,88.66,29,8.66,9,2.69,27027
27,28,144,114,79.17,23,15.97,7,4.86,27028
27,29,245,223,91.02,14,5.71,8,3.27,27029
27,30,190,180,94.74,7,3.68,3,1.58,27030
27,31,272,259,95.22,9,3.31,4,1.47,27031
27,32,235,208,88.51,20,8.51,7,2.98,27032
27,33,297,215,72.39,70,23.57,12,4.04,27033
27,34,320,308,96.25,9,2.81,3,0.94,27034
27,35,310,184,59.35,98,31.61,28,9.03,27035
27,36,219,190,86.76,18,8.22,11,5.02,27036
27,37,349,280,80.23,59,16.91,10,2.87,27037
27,38,454,339,74.67,95,20.93,20,4.41,27038
27,39,233,220,94.42,6,2.58,7,3.0,27039
27,40,303,215,70.96,77,25.41,11,3.63,27040
27,41,301,289,96.01,6,1.99,6,1.99,27041
27,42,214,158,73.83,52,24.3,4,1.87,27042
27,43,265,239,90.19,18,6.79,8,3.02,27043
27,44,286,278,97.2,5,1.75,3,1.05,27044
27,45,314,185,58.92,118,37.58,11,3.5,27045
27,46,207,100,48.31,104,50.24,3,1.45,27046
27,47,243,207,85.19,28,11.52,8,3.29,27047
27,48,412,342,83.01,58,14.08,12,2.91,27048
27,49,207,199,96.14,4,1.93,4,1.93,27049
27,50,275,263,95.64,5,1.82,7,2.55,27050
28,1,268,255,95.15,9,3.36,4,1.49,28001
28,2,239,230,96.23,7,2.93,2,0.84,28002
28,3,238,226,94.96,7,2.94,5,2.1,28003
28,4,214,146,68.22,60,28.04,8,3.74,28004
28,5,181,162,89.5,16,8.84,3,1.66,28005
28,6,159,133,83.65,22,13.84,4,2.52,28006
28,7,313,303,96.81,6,1.92,4,1.28,28007
28,8,191,122,63.87,55,28.8,14,7.33,28008
28,9,301,289,96.01,10,3.32,2,0.66,28009
28,10,270,193,71.48,66,24.44,11,4.07,28010
28,11,419,346,82.58,60,14.32,13,3.1,28011
28,12,323,312,96.59,5,1.55,6,1.86,28012
28,13,294,285,96.94,8,2.72,1,0.34,28013
28,14,208,198,95.19,6,2.88,4,1.92,28014
28,15,115,106,92.17,4,3.48,5,4.35,28015
28,16,164,156,95.12,3,1.83,5,3.05,28016
28,17,261,250,95.79,9,3.45,2,0.77,28017
28,18,218,213,97.71,3,1.38,2,0.92,28018
28,19,206,164,79.61,29,14.08,13,6.31,28019
28,20,247,230,93.12,6,2.43,11,4.45,28020
28,21,267,257,96.25,9,3.37,1,0.37,28021
28,22,249,230,92.37,12,4.82,7,2.81,28022
28,23,345,328,95.07,11,3.19,6,1.74,28023
28,24,274,262,95.62,7,2.55,5,1.82,28024
28,25,378,357,94.44,16,4.23,5,1.32,28025
28,26,345,331,95.94,8,2.32,6,1.74,28026
28,27,245,140,57.14,90,36.73,15,6.12,28027
28,28,290,181,62.41,91,31.38,18,6.21,28028
28,29,142,129,90.85,10,7.04,3,2.11,28029
28,30,51,51,100.0,0,0.0,0,0.0,28030
28,31,407,373,91.65,23,5.65,11,2.7,28031
28,32,295,280,94.92,11,3.73,4,1.36,28032
28,33,325,307,94.46,9,2.77,9,2.77,28033
28,34,404,379,93.81,15,3.71,10,2.48,28034
28,35,361,346,95.84,8,2.22,7,1.94,28035
28,36,174,172,98.85,1,0.57,1,0.57,28036
28,37,423,409,96.69,7,1.65,7,1.65,28037
28,38,165,160,96.97,1,0.61,4,2.42,28038
28,39,234,222,94.87,8,3.42,4,1.71,28039
28,40,396,377,95.2,13,3.28,6,1.52,28040
28,41,235,226,96.17,4,1.7,5,2.13,28041
28,42,328,309,94.21,10,3.05,9,2.74,28042
28,43,387,376,97.16,5,1.29,6,1.55,28043
28,44,245,237,96.73,5,2.04,3,1.22,28044
28,45,227,157,69.16,57,25.11,13,5.73,28045
28,46,393,279,70.99,91,23.16,23,5.85,28046
29,1,409,296,72.37,90,22.0,23,5.62,29001
29,2,529,517,97.73,7,1.32,5,0.95,29002
29,3,411,395,96.11,10,2.43,6,1.46,29003
29,4,421,403,95.72,11,2.61,7,1.66,29004
29,5,328,314,95.73,10,3.05,4,1.22,29005
29,6,317,294,92.74,14,4.42,9,2.84,29006
29,7,323,281,87.0,34,10.53,8,2.48,29007
29,8,292,278,95.21,8,2.74,6,2.05,29008
29,9,410,294,71.71,106,25.85,10,2.44,29009
29,10,427,322,75.41,92,21.55,13,3.04,29010
29,11,246,232,94.31,9,3.66,5,2.03,29011
29,12,411,383,93.19,21,5.11,7,1.7,29012
29,13,394,373,94.67,16,4.06,5,1.27,29013
29,14,366,355,96.99,10,2.73,1,0.27,29014
29,15,407,381,93.61,15,3.69,11,2.7,29015
29,16,385,377,97.92,4,1.04,4,1.04,29016
29,17,309,301,97.41,6,1.94,2,0.65,29017
29,18,341,324,95.01,13,3.81,4,1.17,29018
29,19,390,367,94.1,17,4.36,6,1.54,29019
29,20,435,405,93.1,18,4.14,12,2.76,29020
29,21,400,386,96.5,8,2.0,6,1.5,29021
29,22,319,274,85.89,26,8.15,19,5.96,29022
29,23,334,224,67.07,89,26.65,21,6.29,29023
29,24,320,305,95.31,13,4.06,2,0.63,29024
29,25,411,396,96.35,12,2.92,3,0.73,29025
29,26,358,317,88.55,36,10.06,5,1.4,29026
29,27,286,270,94.41,9,3.15,7,2.45,29027
29,28,464,444,95.69,13,2.8,7,1.51,29028
29,29,288,167,57.99,108,37.5,13,4.51,29029
29,30,403,327,81.14,65,16.13,11,2.73,29030
29,31,278,148,53.24,114,41.01,16,5.76,29031
29,32,269,147,54.65,92,34.2,30,11.15,29032
29,33,287,272,94.77,10,3.48,5,1.74,29033
29,34,221,185,83.71,30,13.57,6,2.71,29034
29,35,269,256,95.17,10,3.72,3,1.12,29035
29,36,328,322,98.17,3,0.91,3,0.91,29036
29,37,345,319,92.46,16,4.64,10,2.9,29037
29,38,276,193,69.93,60,21.74,23,8.33,29038
29,39,264,173,65.53,69,26.14,22,8.33,29039
29,40,402,385,95.77,15,3.73,2,0.5,29040
29,41,319,303,94.98,8,2.51,8,2.51,29041
29,42,373,361,96.78,9,2.41,3,0.8,29042
29,43,425,361,84.94,50,11.76,14,3.29,29043
29,44,449,414,92.2,26,5.79,9,2.0,29044
30,1,272,189,69.49,64,23.53,19,6.99,30001
30,2,264,182,68.94,59,22.35,23,8.71,30002
30,3,208,148,71.15,48,23.08,12,5.77,30003
30,4,262,163,62.21,84,32.06,15,5.73,30004
30,5,161,134,83.23,20,12.42,7,4.35,30005
30,6,202,151,74.75,45,22.28,6,2.97,30006
30,7,262,166,63.36,68,25.95,28,10.69,30007
30,8,304,217,71.38,65,21.38,22,7.24,30008
30,9,220,128,58.18,73,33.18,19,8.64,30009
30,10,272,178,65.44,78,28.68,16,5.88,30010
30,11,211,166,78.67,33,15.64,12,5.69,30011
30,12,219,140,63.93,58,26.48,21,9.59,30012
30,13,220,147,66.82,60,27.27,13,5.91,30013
30,14,161,106,65.84,36,22.36,19,11.8,30014
30,15,303,191,63.04,93,30.69,19,6.27,30015
30,16,126,82,65.08,39,30.95,5,3.97,30016
30,17,282,192,68.09,65,23.05,25,8.87,30017
30,18,208,161,77.4,28,13.46,19,9.13,30018
30,19,198,153,77.27,32,16.16,13,6.57,30019
30,20,285,201,70.53,75,26.32,9,3.16,30020
30,21,222,149,67.12,57,25.68,16,7.21,30021
30,22,244,174,71.31,53,21.72,17,6.97,30022
30,23,198,144,72.73,32,16.16,22,11.11,30023
30,24,220,138,62.73,54,24.55,28,12.73,30024
30,25,287,186,64.81,76,26.48,25,8.71,30025
30,26,156,101,64.74,46,29.49,9,5.77,30026
30,27,149,104,69.8,38,25.5,7,4.7,30027
30,28,271,193,71.22,56,20.66,22,8.12,30028
30,29,141,104,73.76,33,23.4,4,2.84,30029
30,30,75,59,78.67,11,14.67,5,6.67,30030
30,31,192,127,66.15,54,28.13,11,5.73,30031
30,32,196,145,73.98,35,17.86,16,8.16,30032
31,1,159,129,81.13,25,15.72,5,3.14,31001
31,2,145,118,81.38,20,13.79,7,4.83,31002
31,3,175,122,69.71,43,24.57,10,5.71,31003
31,4,234,183,78.21,29,12.39,22,9.4,31004
31,5,185,131,70.81,48,25.95,6,3.24,31005
31,6,160,130,81.25,21,13.13,9,5.63,31006
31,7,208,169,81.25,28,13.46,11,5.29,31007
31,8,118,90,76.27,20,16.95,8,6.78,31008
31,9,159,119,74.84,30,18.87,10,6.29,31009
31,10,147,105,71.43,22,14.97,20,13.61,31010
31,11,139,97,69.78,36,25.9,6,4.32,31011
31,12,163,113,69.33,37,22.7,13,7.98,31012
31,13,155,127,81.94,21,13.55,7,4.52,31013
31,14,143,102,71.33,29,20.28,12,8.39,31014
31,15,132,87,65.91,33,25.0,12,9.09,31015
31,16,195,151,77.44,28,14.36,16,8.21,31016
31,17,178,113,63.48,55,30.9,10,5.62,31017
31,18,164,111,67.68,42,25.61,11,6.71,31018
31,19,135,99,73.33,30,22.22,6,4.44,31019
31,20,140,111,79.29,22,15.71,7,5.0,31020
31,21,146,117,80.14,24,16.44,5,3.42,31021
31,22,138,109,78.99,21,15.22,8,5.8,31022
31,23,159,113,71.07,32,20.13,14,8.81,31023
31,24,179,133,74.3,37,20.67,9,5.03,31024
31,25,155,105,67.74,41,26.45,9,5.81,31025
31,26,182,145,79.67,32,17.58,5,2.75,31026
31,27,149,108,72.48,38,25.5,3,2.01,31027
31,28,116,87,75.0,26,22.41,3,2.59,31028
31,29,189,149,78.84,31,16.4,9,4.76,31029
31,30,121,82,67.77,32,26.45,7,5.79,31030
31,31,180,125,69.44,37,20.56,18,10.0,31031
31,32,141,112,79.43,23,16.31,6,4.26,31032
31,33,159,104,65.41,38,23.9,17,10.69,31033
31,34,150,109,72.67,36,24.0,5,3.33,31034
31,35,189,138,73.02,37,19.58,14,7.41,31035
31,36,187,139,74.33,32,17.11,16,8.56,31036
31,37,154,105,68.18,41,26.62,8,5.19,31037
31,38,149,116,77.85,23,15.44,10,6.71,31038
31,39,142,114,80.28,18,12.68,10,7.04,31039
31,40,162,129,79.63,23,14.2,10,6.17,31040
31,41,151,120,79.47,29,19.21,2,1.32,31041
32,1,320,200,62.5,101,31.56,19,5.94,32001
32,2,272,148,54.41,104,38.24,20,7.35,32002
32,3,384,285,74.22,67,17.45,32,8.33,32003
32,4,318,203,63.84,99,31.13,16,5.03,32004
32,5,313,209,66.77,81,25.88,23,7.35,32005
32,6,287,179,62.37,93,32.4,15,5.23,32006
32,7,349,179,51.29,154,44.13,16,4.58,32007
32,8,341,165,48.39,162,47.51,14,4.11,32008
32,9,312,200,64.1,93,29.81,19,6.09,32009
32,10,361,216,59.83,128,35.46,17,4.71,32010
32,11,313,256,81.79,44,14.06,13,4.15,32011
32,12,263,213,80.99,34,12.93,16,6.08,32012
32,13,334,156,46.71,158,47.31,20,5.99,32013
32,14,293,224,76.45,46,15.7,23,7.85,32014
32,15,309,175,56.63,120,38.83,14,4.53,32015
32,16,312,208,66.67,87,27.88,17,5.45,32016
32,17,304,235,77.3,54,17.76,15,4.93,32017
32,18,355,171,48.17,176,49.58,8,2.25,32018
32,19,301,178,59.14,106,35.22,17,5.65,32019
32,20,305,240,78.69,52,17.05,13,4.26,32020
32,21,355,224,63.1,120,33.8,11,3.1,32021
32,22,353,264,74.79,63,17.85,26,7.37,32022
32,23,316,141,44.62,157,49.68,18,5.7,32023
32,24,246,123,50.0,110,44.72,13,5.28,32024
32,25,307,191,62.21,100,32.57,16,5.21,32025
32,26,373,285,76.41,67,17.96,21,5.63,32026
32,27,316,165,52.22,144,45.57,7,2.22,32027
32,28,342,276,80.7,46,13.45,20,5.85,32028
32,29,311,205,65.92,89,28.62,17,5.47,32029
32,30,340,157,46.18,165,48.53,18,5.29,32030
32,31,325,191,58.77,117,36.0,17,5.23,32031
32,32,325,215,66.15,98,30.15,12,3.69,32032
32,33,337,175,51.93,147,43.62,15,4.45,32033
32,34,286,169,59.09,96,33.57,21,7.34,32034
32,35,296,164,55.41,111,37.5,21,7.09,32035
32,36,331,198,59.82,115,34.74,18,5.44,32036
32,37,255,148,58.04,84,32.94,23,9.02,32037
32,38,295,177,60.0,109,36.95,9,3.05,32038
32,39,385,166,43.12,206,53.51,13,3.38,32039
32,40,357,206,57.7,131,36.69,20,5.6,32040
32,41,363,177,48.76,173,47.66,13,3.58,32041
32,42,320,183,57.19,122,38.13,15,4.69,32042
32,43,312,240,76.92,52,16.67,20,6.41,32043
33,1,342,265,77.49,55,16.08,22,6.43,33001
33,2,384,294,76.56,73,19.01,17,4.43,33002
33,3,388,288,74.23,75,19.33,25,6.44,33003
33,4,379,270,71.24,92,24.27,17,4.49,33004
33,5,276,200,72.46,62,22.46,14,5.07,33005
33,6,292,233,79.79,46,15.75,13,4.45,33006
33,7,336,252,75.0,60,17.86,24,7.14,33007
33,8,525,365,69.52,134,25.52,26,4.95,33008
33,9,375,245,65.33,107,28.53,23,6.13,33009
33,10,368,261,70.92,85,23.1,22,5.98,33010
33,11,332,229,68.98,82,24.7,21,6.33,33011
33,12,354,268,75.71,66,18.64,20,5.65,33012
33,13,287,217,75.61,48,16.72,22,7.67,33013
33,14,141,111,78.72,24,17.02,6,4.26,33014
33,15,363,283,77.96,66,18.18,14,3.86,33015
33,16,472,350,74.15,98,20.76,24,5.08,33016
33,17,339,246,72.57,71,20.94,22,6.49,33017
33,18,396,301,76.01,76,19.19,19,4.8,33018
33,19,290,188,64.83,82,28.28,20,6.9,33019
33,20,398,299,75.13,71,17.84,28,7.04,33020
33,21,336,243,72.32,72,21.43,21,6.25,33021
33,22,350,257,73.43,73,20.86,20,5.71,33022
33,23,362,277,76.52,74,20.44,11,3.04,33023
33,24,520,388,74.62,120,23.08,12,2.31,33024
33,25,429,319,74.36,76,17.72,34,7.93,33025
33,26,227,181,79.74,34,14.98,12,5.29,33026
33,27,290,217,74.83,60,20.69,13,4.48,33027
33,28,254,202,79.53,33,12.99,19,7.48,33028
34,1,395,386,97.72,7,1.77,2,0.51,34001
34,2,325,313,96.31,7,2.15,5,1.54,34002
34,3,372,359,96.51,8,2.15,5,1.34,34003
34,4,312,298,95.51,9,2.88,5,1.6,34004
34,5,328,318,96.95,6,1.83,4,1.22,34005
34,6,437,409,93.59,19,4.35,9,2.06,34006
34,7,397,385,96.98,5,1.26,7,1.76,34007
34,8,294,287,97.62,2,0.68,5,1.7,34008
34,9,312,292,93.59,10,3.21,10,3.21,34009
34,10,364,350,96.15,9,2.47,5,1.37,34010
34,11,298,282,94.63,10,3.36,6,2.01,34011
34,12,402,381,94.78,14,3.48,7,1.74,34012
34,13,363,345,95.04,9,2.48,9,2.48,34013
34,14,295,280,94.92,14,4.75,1,0.34,34014
34,15,286,273,95.45,8,2.8,5,1.75,34015
34,16,294,283,96.26,4,1.36,7,2.38,34016
34,17,438,423,96.58,9,2.05,6,1.37,34017
34,18,325,308,94.77,13,4.0,4,1.23,34018
34,19,375,356,94.93,9,2.4,10,2.67,34019
34,20,416,399,95.91,11,2.64,6,1.44,34020
34,21,435,420,96.55,8,1.84,7,1.61,34021
34,22,352,335,95.17,12,3.41,5,1.42,34022
34,23,290,276,95.17,10,3.45,4,1.38,34023
34,24,332,319,96.08,9,2.71,4,1.2,34024
34,25,401,390,97.26,5,1.25,6,1.5,34025
34,26,383,372,97.13,5,1.31,6,1.57,34026
34,27,306,291,95.1,7,2.29,8,2.61,34027
34,28,241,236,97.93,3,1.24,2,0.83,34028
34,29,278,269,96.76,6,2.16,3,1.08,34029
34,30,349,332,95.13,13,3.72,4,1.15,34030
34,31,303,291,96.04,10,3.3,2,0.66,34031
34,32,350,331,94.57,12,3.43,7,2.0,34032
34,33,328,320,97.56,3,0.91,5,1.52,34033
34,34,371,359,96.77,8,2.16,4,1.08,34034
34,35,379,357,94.2,14,3.69,8,2.11,34035
34,36,337,318,94.36,12,3.56,7,2.08,34036
34,37,227,210,92.51,13,5.73,4,1.76,34037
34,38,234,225,96.15,8,3.42,1,0.43,34038
34,39,280,263,93.93,9,3.21,8,2.86,34039
34,40,414,397,95.89,8,1.93,9,2.17,34040
34,41,253,243,96.05,4,1.58,6,2.37,34041
34,42,339,330,97.35,8,2.36,1,0.29,34042
34,43,331,309,93.35,12,3.63,10,3.02,34043
34,44,351,339,96.58,10,2.85,2,0.57,34044
34,45,372,356,95.7,12,3.23,4,1.08,34045
34,46,231,219,94.81,7,3.03,5,2.16,34046
34,47,331,321,96.98,6,1.81,4,1.21,34047
34,48,376,361,96.01,8,2.13,7,1.86,34048
34,49,426,407,95.54,15,3.52,4,0.94,34049
34,50,341,326,95.6,9,2.64,6,1.76,34050
34,51,370,343,92.7,15,4.05,12,3.24,34051
34,52,287,278,96.86,6,2.09,3,1.05,34052
34,53,275,263,95.64,9,3.27,3,1.09,34053
35,1,257,185,71.98,56,21.79,16,6.23,35001
35,2,303,223,73.6,63,20.79,17,5.61,35002
35,3,244,205,84.02,21,8.61,18,7.38,35003
35,4,307,209,68.08,73,23.78,25,8.14,35004
35,5,233,181,77.68,37,15.88,15,6.44,35005
35,6,230,157,68.26,57,24.78,16,6.96,35006
35,7,269,217,80.67,35,13.01,17,6.32,35007
35,8,239,189,79.08,34,14.23,16,6.69,35008
35,9,323,261,80.8,47,14.55,15,4.64,35009
35,10,354,297,83.9,35,9.89,22,6.21,35010
35,11,259,199,76.83,46,17.76,14,5.41,35011
35,12,166,134,80.72,26,15.66,6,3.61,35012
35,13,153,117,76.47,30,19.61,6,3.92,35013
35,14,194,155,79.9,29,14.95,10,5.15,35014
35,15,258,201,77.91,46,17.83,11,4.26,35015
35,16,138,110,79.71,23,16.67,5,3.62,35016
35,17,260,214,82.31,35,13.46,11,4.23,35017
35,18,193,159,82.38,25,12.95,9,4.66,35018
35,19,148,130,87.84,18,12.16,0,0.0,35019
35,20,233,178,76.39,45,19.31,10,4.29,35020
35,21,225,175,77.78,39,17.33,11,4.89,35021
35,22,302,227,75.17,51,16.89,24,7.95,35022
35,23,308,240,77.92,51,16.56,17,5.52,35023
35,24,242,182,75.21,47,19.42,13,5.37,35024
35,25,295,228,77.29,48,16.27,19,6.44,35025
35,26,219,158,72.15,44,20.09,17,7.76,35026
35,27,234,168,71.79,54,23.08,12,5.13,35027
35,28,249,194,77.91,43,17.27,12,4.82,35028
35,29,235,192,81.7,34,14.47,9,3.83,35029
35,30,272,215,79.04,48,17.65,9,3.31,35030
35,31,293,213,72.7,64,21.84,16,5.46,35031
36,1,258,183,70.93,59,22.87,16,6.2,36001
36,2,202,152,75.25,46,22.77,4,1.98,36002
36,3,232,175,75.43,43,18.53,14,6.03,36003
36,4,220,186,84.55,25,11.36,9,4.09,36004
36,5,252,201,79.76,42,16.67,9,3.57,36005
36,6,192,149,77.6,33,17.19,10,5.21,36006
36,7,354,202,57.06,130,36.72,22,6.21,36007
36,8,153,129,84.31,18,11.76,6,3.92,36008
36,9,172,129,75.0,34,19.77,9,5.23,36009
36,10,275,200,72.73,61,22.18,14,5.09,36010
36,11,171,132,77.19,30,17.54,9,5.26,36011
36,12,126,108,85.71,13,10.32,5,3.97,36012
36,13,163,135,82.82,18,11.04,10,6.13,36013
36,14,273,176,64.47,76,27.84,21,7.69,36014
36,15,286,164,57.34,106,37.06,16,5.59,36015
36,16,264,172,65.15,78,29.55,14,5.3,36016
36,17,276,191,69.2,66,23.91,19,6.88,36017
36,18,265,147,55.47,95,35.85,23,8.68,36018
36,19,278,208,74.82,57,20.5,13,4.68,36019
36,20,252,154,61.11,79,31.35,19,7.54,36020
36,21,190,136,71.58,42,22.11,12,6.32,36021
36,22,155,124,80.0,22,14.19,9,5.81,36022
36,23,177,136,76.84,35,19.77,6,3.39,36023
36,24,265,143,53.96,98,36.98,24,9.06,36024
36,25,187,143,76.47,32,17.11,12,6.42,36025
36,26,251,133,52.99,95,37.85,23,9.16,36026
36,27,229,152,66.38,67,29.26,10,4.37,36027
36,28,242,141,58.26,75,30.99,26,10.74,36028
36,29,304,182,59.87,94,30.92,28,9.21,36029
36,30,254,156,61.42,82,32.28,16,6.3,36030
37,1,323,291,90.09,24,7.43,8,2.48,37001
37,2,210,193,91.9,11,5.24,6,2.86,37002
37,3,228,211,92.54,12,5.26,5,2.19,37003
37,4,256,235,91.8,13,5.08,8,3.13,37004
37,5,369,346,93.77,13,3.52,10,2.71,37005
37,6,301,284,94.35,10,3.32,7,2.33,37006
37,7,221,210,95.02,10,4.52,1,0.45,37007
37,8,239,226,94.56,12,5.02,1,0.42,37008
37,9,329,312,94.83,11,3.34,6,1.82,37009
37,10,315,296,93.97,15,4.76,4,1.27,37010
37,11,241,228,94.61,9,3.73,4,1.66,37011
37,12,216,195,90.28,18,8.33,3,1.39,37012
37,13,239,223,93.31,9,3.77,7,2.93,37013
37,14,303,286,94.39,10,3.3,7,2.31,37014
37,15,346,331,95.66,12,3.47,3,0.87,37015
37,16,387,357,92.25,19,4.91,11,2.84,37016
37,17,301,287,95.35,9,2.99,5,1.66,37017
37,18,324,307,94.75,11,3.4,6,1.85,37018
37,19,220,211,95.91,3,1.36,6,2.73,37019
37,20,285,270,94.74,12,4.21,3,1.05,37020
37,21,259,230,88.8,19,7.34,10,3.86,37021
37,22,273,250,91.58,17,6.23,6,2.2,37022
37,23,345,332,96.23,7,2.03,6,1.74,37023
37,24,305,292,95.74,8,2.62,5,1.64,37024
37,25,318,304,95.6,7,2.2,7,2.2,37025
37,26,374,345,92.25,21,5.61,8,2.14,37026
37,27,321,302,94.08,11,3.43,8,2.49,37027
37,28,238,216,90.76,18,7.56,4,1.68,37028
37,29,317,291,91.8,17,5.36,9,2.84,37029
37,30,339,327,96.46,7,2.06,5,1.47,37030
37,31,335,310,92.54,20,5.97,5,1.49,37031
37,32,302,288,95.36,7,2.32,7,2.32,37032
37,33,347,329,94.81,10,2.88,8,2.31,37033
37,34,318,304,95.6,13,4.09,1,0.31,37034
37,35,328,316,96.34,9,2.74,3,0.91,37035
37,36,322,313,97.2,8,2.48,1,0.31,37036
37,37,379,353,93.14,12,3.17,14,3.69,37037
37,38,343,327,95.34,10,2.92,6,1.75,37038
37,39,312,302,96.79,5,1.6,5,1.6,37039
37,40,346,330,95.38,6,1.73,10,2.89,37040
37,41,303,283,93.4,14,4.62,6,1.98,37041
38,1,264,161,60.98,87,32.95,16,6.06,38001
38,2,393,168,42.75,209,53.18,16,4.07,38002
38,3,304,181,59.54,108,35.53,15,4.93,38003
38,4,326,183,56.13,117,35.89,26,7.98,38004
38,5,305,171,56.07,119,39.02,15,4.92,38005
38,6,286,154,53.85,107,37.41,25,8.74,38006
38,7,329,177,53.8,131,39.82,21,6.38,38007
38,8,280,155,55.36,97,34.64,28,10.0,38008
38,9,356,182,51.12,146,41.01,28,7.87,38009
38,10,246,138,56.1,88,35.77,20,8.13,38010
38,11,293,181,61.77,90,30.72,22,7.51,38011
38,12,341,176,51.61,148,43.4,17,4.99,38012
38,13,335,168,50.15,151,45.07,16,4.78,38013
38,14,336,206,61.31,106,31.55,24,7.14,38014
38,15,271,170,62.73,79,29.15,22,8.12,38015
38,16,324,185,57.1,115,35.49,24,7.41,38016
38,17,364,184,50.55,155,42.58,25,6.87,38017
38,18,332,168,50.6,144,43.37,20,6.02,38018
38,19,370,202,54.59,147,39.73,21,5.68,38019
38,20,324,148,45.68,152,46.91,24,7.41,38020
38,21,263,149,56.65,93,35.36,21,7.98,38021
38,22,286,174,60.84,94,32.87,18,6.29,38022
38,23,350,214,61.14,113,32.29,23,6.57,38023
38,24,362,217,59.94,126,34.81,19,5.25,38024
38,25,263,155,58.94,92,34.98,16,6.08,38025
38,26,342,207,60.53,116,33.92,19,5.56,38026
38,27,311,178,57.23,109,35.05,24,7.72,38027
38,28,406,219,53.94,171,42.12,16,3.94,38028
38,29,278,167,60.07,93,33.45,18,6.47,38029
