ward,precinct,total,Pat Quinn & Paul Vallas,Pat Quinn & Paul Vallas Percent,Bruce Rauner & Evelyn Sanguinetti,Bruce Rauner & Evelyn Sanguinetti Percent,Chad Grimm & Alexander Cummings,Chad Grimm & Alexander Cummings Percent,precinct_id
25,29,330,301,91.21,24,7.27,5,1.52,25029
25,30,251,206,82.07,30,11.95,15,5.98,25030
25,31,397,199,50.13,191,48.11,7,1.76,25031
25,32,238,170,71.43,61,25.63,7,2.94,25032
26,1,205,168,81.95,30,14.63,7,3.41,26001
26,2,219,187,85.39,23,10.5,9,4.11,26002
26,3,231,173,74.89,47,20.35,11,4.76,26003
26,4,167,150,89.82,15,8.98,2,1.2,26004
26,5,209,183,87.56,22,10.53,4,1.91,26005
26,6,196,160,81.63,28,14.29,8,4.08,26006
26,7,164,132,80.49,28,17.07,4,2.44,26007
26,8,104,82,78.85,17,16.35,5,4.81,26008
26,9,194,167,86.08,18,9.28,9,4.64,26009
26,10,228,173,75.88,45,19.74,10,4.39,26010
26,11,212,166,78.3,43,20.28,3,1.42,26011
26,12,198,173,87.37,22,11.11,3,1.52,26012
26,13,136,120,88.24,9,6.62,7,5.15,26013
26,14,121,101,83.47,15,12.4,5,4.13,26014
26,15,121,102,84.3,16,13.22,3,2.48,26015
26,16,111,95,85.59,14,12.61,2,1.8,26016
26,17,191,105,54.97,83,43.46,3,1.57,26017
26,18,167,143,85.63,20,11.98,4,2.4,26018
26,19,154,140,90.91,11,7.14,3,1.95,26019
26,20,202,171,84.65,27,13.37,4,1.98,26020
26,21,258,223,86.43,30,11.63,5,1.94,26021
26,22,123,101,82.11,18,14.63,4,3.25,26022
26,23,144,115,79.86,24,16.67,5,3.47,26023
26,24,191,162,84.82,26,13.61,3,1.57,26024
26,25,188,159,84.57,22,11.7,7,3.72,26025
26,26,139,112,80.58,21,15.11,6,4.32,26026
26,27,215,177,82.33,34,15.81,4,1.86,26027
26,28,261,175,67.05,78,29.89,8,3.07,26028
26,29,114,93,81.58,14,12.28,7,6.14,26029
26,30,153,133,86.93,15,9.8,5,3.27,26030
26,31,117,86,73.5,26,22.22,5,4.27,26031
26,32,249,157,63.05,78,31.33,14,5.62,26032
26,33,207,167,80.68,34,16.43,6,2.9,26033
26,34,246,210,85.37,28,11.38,8,3.25,26034
26,35,191,164,85.86,23,12.04,4,2.09,26035
26,36,172,140,81.4,29,16.86,3,1.74,26036
26,37,211,177,83.89,26,12.32,8,3.79,26037
26,38,122,105,86.07,17,13.93,0,0.0,26038
26,39,221,162,73.3,53,23.98,6,2.71,26039
26,40,110,89,80.91,17,15.45,4,3.64,26040
26,41,211,178,84.36,24,11.37,9,4.27,26041
26,42,158,127,80.38,26,16.46,5,3.16,26042
26,43,115,96,83.48,16,13.91,3,2.61,26043
26,44,118,100,84.75,13,11.02,5,4.24,26044
26,45,85,69,81.18,14,16.47,2,2.35,26045
26,46,160,96,60.0,63,39.38,1,0.63,26046
26,47,152,121,79.61,30,19.74,1,0.66,26047
26,48,184,155,84.24,27,14.67,2,1.09,26048
26,49,118,96,81.36,18,15.25,4,3.39,26049
27,1,325,184,56.62,133,40.92,8,2.46,27001
27,2,373,275,73.73,94,25.2,4,1.07,27002
27,3,201,193,96.02,6,2.99,2,1.0,27003
27,4,203,187,92.12,11,5.42,5,2.46,27004
27,5,216,205,94.91,8,3.7,3,1.39,27005
27,6,233,189,81.12,42,18.03,2,0.86,27006
27,7,328,239,72.87,78,23.78,11,3.35,27007
27,8,263,254,96.58,8,3.04,1,0.38,27008
27,9,153,83,54.25,67,43.79,3,1.96,27009
27,10,322,300,93.17,18,5.59,4,1.24,27010
27,11,289,173,59.86,113,39.1,3,1.04,27011
27,12,225,115,51.11,107,47.56,3,1.33,27012
27,13,426,387,90.85,34,7.98,5,1.17,27013
27,14,211,206,97.63,4,1.9,1,0.47,27014
27,15,273,264,96.7,6,2.2,3,1.1,27015
27,16,271,146,53.87,119,43.91,6,2.21,27016
27,17,289,270,93.43,17,5.88,2,0.69,27017
27,18,292,280,95.89,11,3.77,1,0.34,27018
27,19,203,186,91.63,17,8.37,0,0.0,27019
27,20,289,283,97.92,4,1.38,2,0.69,27020
27,21,278,159,57.19,114,41.01,5,1.8,27021
27,22,224,218,97.32,6,2.68,0,0.0,27022
27,23,249,238,95.58,6,2.41,5,2.01,27023
27,24,241,225,93.36,14,5.81,2,0.83,27024
27,25,266,231,86.84,29,10.9,6,2.26,27025
27,26,273,253,92.67,14,5.13,6,2.2,27026
27,27,341,302,88.56,34,9.97,5,1.47,27027
27,28,147,117,79.59,26,17.69,4,2.72,27028
27,29,254,245,96.46,6,2.36,3,1.18,27029
27,30,191,185,96.86,2,1.05,4,2.09,27030
27,31,286,274,95.8,5,1.75,7,2.45,27031
27,32,240,214,89.17,24,10.0,2,0.83,27032
27,33,312,223,71.47,84,26.92,5,1.6,27033
27,34,335,324,96.72,7,2.09,4,1.19,27034
27,35,321,190,59.19,116,36.14,15,4.67,27035
27,36,228,203,89.04,20,8.77,5,2.19,27036
27,37,368,298,80.98,63,17.12,7,1.9,27037
27,38,475,360,75.79,106,22.32,9,1.89,27038
27,39,241,229,95.02,10,4.15,2,0.83,27039
27,40,320,232,72.5,80,25.0,8,2.5,27040
27,41,322,305,94.72,13,4.04,4,1.24,27041
27,42,223,162,72.65,59,26.46,2,0.9,27042
27,43,273,255,93.41,14,5.13,4,1.47,27043
27,44,295,285,96.61,10,3.39,0,0.0,27044
27,45,329,191,58.05,135,41.03,3,0.91,27045
27,46,226,105,46.46,121,53.54,0,0.0,27046
27,47,254,223,87.8,30,11.81,1,0.39,27047
27,48,439,369,84.05,63,14.35,7,1.59,27048
27,49,213,209,98.12,3,1.41,1,0.47,27049
27,50,289,282,97.58,4,1.38,3,1.04,27050
28,1,285,271,95.09,7,2.46,7,2.46,28001
28,2,249,236,94.78,7,2.81,6,2.41,28002
28,3,248,238,95.97,9,3.63,1,0.4,28003
28,4,222,157,70.72,61,27.48,4,1.8,28004
28,5,188,177,94.15,10,5.32,1,0.53,28005
28,6,170,138,81.18,30,17.65,2,1.18,28006
28,7,315,304,96.51,6,1.9,5,1.59,28007
28,8,200,127,63.5,66,33.0,7,3.5,28008
28,9,313,306,97.76,5,1.6,2,0.64,28009
28,10,286,207,72.38,66,23.08,13,4.55,28010
28,11,436,354,81.19,72,16.51,10,2.29,28011
28,12,330,323,97.88,3,0.91,4,1.21,28012
28,13,301,286,95.02,9,2.99,6,1.99,28013
28,14,219,214,97.72,4,1.83,1,0.46,28014
28,15,120,112,93.33,5,4.17,3,2.5,28015
28,16,170,166,97.65,2,1.18,2,1.18,28016
28,17,263,253,96.2,9,3.42,1,0.38,28017
28,18,222,214,96.4,7,3.15,1,0.45,28018
28,19,206,171,83.01,28,13.59,7,3.4,28019
28,20,258,247,95.74,8,3.1,3,1.16,28020
28,21,269,262,97.4,4,1.49,3,1.12,28021
28,22,257,248,96.5,5,1.95,4,1.56,28022
28,23,355,334,94.08,17,4.79,4,1.13,28023
28,24,281,271,96.44,5,1.78,5,1.78,28024
28,25,383,362,94.52,18,4.7,3,0.78,28025
28,26,351,342,97.44,5,1.42,4,1.14,28026
28,27,255,149,58.43,99,38.82,7,2.75,28027
28,28,305,198,64.92,102,33.44,5,1.64,28028
28,29,151,142,94.04,9,5.96,0,0.0,28029
28,30,52,50,96.15,0,0.0,2,3.85,28030
28,31,422,405,95.97,14,3.32,3,0.71,28031
28,32,298,285,95.64,10,3.36,3,1.01,28032
28,33,346,336,97.11,5,1.45,5,1.45,28033
28,34,418,395,94.5,15,3.59,8,1.91,28034
28,35,367,356,97.0,5,1.36,6,1.63,28035
28,36,182,177,97.25,5,2.75,0,0.0,28036
28,37,428,420,98.13,4,0.93,4,0.93,28037
28,38,178,171,96.07,5,2.81,2,1.12,28038
28,39,243,236,97.12,4,1.65,3,1.23,28039
28,40,413,405,98.06,6,1.45,2,0.48,28040
28,41,235,227,96.6,4,1.7,4,1.7,28041
28,42,340,329,96.76,8,2.35,3,0.88,28042
28,43,408,396,97.06,7,1.72,5,1.23,28043
28,44,256,247,96.48,5,1.95,4,1.56,28044
28,45,234,167,71.37,63,26.92,4,1.71,28045
28,46,407,303,74.45,96,23.59,8,1.97,28046
29,1,422,314,74.41,96,22.75,12,2.84,29001
29,2,545,530,97.25,13,2.39,2,0.37,29002
29,3,422,411,97.39,8,1.9,3,0.71,29003
29,4,439,425,96.81,9,2.05,5,1.14,29004
29,5,335,321,95.82,11,3.28,3,0.9,29005
29,6,331,317,95.77,11,3.32,3,0.91,29006
29,7,328,293,89.33,33,10.06,2,0.61,29007
29,8,295,281,95.25,8,2.71,6,2.03,29008
29,9,424,307,72.41,108,25.47,9,2.12,29009
29,10,446,355,79.6,88,19.73,3,0.67,29010
29,11,262,250,95.42,7,2.67,5,1.91,29011
29,12,422,397,94.08,22,5.21,3,0.71,29012
29,13,407,380,93.37,22,5.41,5,1.23,29013
29,14,381,371,97.38,6,1.57,4,1.05,29014
29,15,419,399,95.23,14,3.34,6,1.43,29015
29,16,391,383,97.95,5,1.28,3,0.77,29016
29,17,320,312,97.5,6,1.88,2,0.63,29017
29,18,352,334,94.89,13,3.69,5,1.42,29018
29,19,396,380,95.96,14,3.54,2,0.51,29019
29,20,456,435,95.39,13,2.85,8,1.75,29020
29,21,409,397,97.07,9,2.2,3,0.73,29021
29,22,320,285,89.06,27,8.44,8,2.5,29022
29,23,343,227,66.18,107,31.2,9,2.62,29023
29,24,335,321,95.82,13,3.88,1,0.3,29024
29,25,427,412,96.49,12,2.81,3,0.7,29025
29,26,373,335,89.81,33,8.85,5,1.34,29026
29,27,290,279,96.21,6,2.07,5,1.72,29027
29,28,490,471,96.12,8,1.63,11,2.24,29028
29,29,295,169,57.29,117,39.66,9,3.05,29029
29,30,418,355,84.93,58,13.88,5,1.2,29030
29,31,284,149,52.46,129,45.42,6,2.11,29031
29,32,285,158,55.44,117,41.05,10,3.51,29032
29,33,298,277,92.95,17,5.7,4,1.34,29033
29,34,231,196,84.85,33,14.29,2,0.87,29034
29,35,276,269,97.46,5,1.81,2,0.72,29035
29,36,335,323,96.42,9,2.69,3,0.9,29036
29,37,356,329,92.42,23,6.46,4,1.12,29037
29,38,293,210,71.67,74,25.26,9,3.07,29038
29,39,278,194,69.78,78,28.06,6,2.16,29039
29,40,418,402,96.17,13,3.11,3,0.72,29040
29,41,337,322,95.55,10,2.97,5,1.48,29041
29,42,381,372,97.64,4,1.05,5,1.31,29042
29,43,441,380,86.17,54,12.24,7,1.59,29043
29,44,451,420,93.13,21,4.66,10,2.22,29044
30,1,284,205,72.18,71,25.0,8,2.82,30001
30,2,286,201,70.28,80,27.97,5,1.75,30002
30,3,218,157,72.02,59,27.06,2,0.92,30003
30,4,271,186,68.63,81,29.89,4,1.48,30004
30,5,175,147,84.0,28,16.0,0,0.0,30005
30,6,213,154,72.3,56,26.29,3,1.41,30006
30,7,279,179,64.16,84,30.11,16,5.73,30007
30,8,318,225,70.75,80,25.16,13,4.09,30008
30,9,227,135,59.47,89,39.21,3,1.32,30009
30,10,288,173,60.07,108,37.5,7,2.43,30010
30,11,227,177,77.97,41,18.06,9,3.96,30011
30,12,232,148,63.79,81,34.91,3,1.29,30012
30,13,229,158,69.0,66,28.82,5,2.18,30013
30,14,172,120,69.77,42,24.42,10,5.81,30014
30,15,317,212,66.88,103,32.49,2,0.63,30015
30,16,133,93,69.92,39,29.32,1,0.75,30016
30,17,291,210,72.16,73,25.09,8,2.75,30017
30,18,224,178,79.46,40,17.86,6,2.68,30018
30,19,209,175,83.73,28,13.4,6,2.87,30019
30,20,298,207,69.46,83,27.85,8,2.68,30020
30,21,224,150,66.96,70,31.25,4,1.79,30021
30,22,265,199,75.09,62,23.4,4,1.51,30022
30,23,211,153,72.51,52,24.64,6,2.84,30023
30,24,230,156,67.83,62,26.96,12,5.22,30024
30,25,295,196,66.44,84,28.47,15,5.08,30025
30,26,171,119,69.59,51,29.82,1,0.58,30026
30,27,160,108,67.5,49,30.63,3,1.88,30027
30,28,283,223,78.8,52,18.37,8,2.83,30028
30,29,150,116,77.33,31,20.67,3,2.0,30029
30,30,84,67,79.76,14,16.67,3,3.57,30030
30,31,201,139,69.15,58,28.86,4,1.99,30031
30,32,204,152,74.51,47,23.04,5,2.45,30032
31,1,173,138,79.77,33,19.08,2,1.16,31001
31,2,156,130,83.33,24,15.38,2,1.28,31002
31,3,189,126,66.67,59,31.22,4,2.12,31003
31,4,236,193,81.78,35,14.83,8,3.39,31004
31,5,188,139,73.94,47,25.0,2,1.06,31005
31,6,166,133,80.12,29,17.47,4,2.41,31006
31,7,218,176,80.73,36,16.51,6,2.75,31007
31,8,117,93,79.49,21,17.95,3,2.56,31008
31,9,163,121,74.23,40,24.54,2,1.23,31009
31,10,162,114,70.37,41,25.31,7,4.32,31010
31,11,142,98,69.01,42,29.58,2,1.41,31011
31,12,168,111,66.07,49,29.17,8,4.76,31012
31,13,163,129,79.14,27,16.56,7,4.29,31013
31,14,147,108,73.47,34,23.13,5,3.4,31014
31,15,145,100,68.97,43,29.66,2,1.38,31015
31,16,200,162,81.0,32,16.0,6,3.0,31016
31,17,187,127,67.91,58,31.02,2,1.07,31017
31,18,175,132,75.43,39,22.29,4,2.29,31018
31,19,141,99,70.21,38,26.95,4,2.84,31019
31,20,150,119,79.33,29,19.33,2,1.33,31020
31,21,153,116,75.82,35,22.88,2,1.31,31021
31,22,143,113,79.02,27,18.88,3,2.1,31022
31,23,171,127,74.27,40,23.39,4,2.34,31023
31,24,191,144,75.39,44,23.04,3,1.57,31024
31,25,166,113,68.07,49,29.52,4,2.41,31025
31,26,193,154,79.79,38,19.69,1,0.52,31026
31,27,168,126,75.0,41,24.4,1,0.6,31027
31,28,118,92,77.97,22,18.64,4,3.39,31028
31,29,201,163,81.09,35,17.41,3,1.49,31029
31,30,129,94,72.87,33,25.58,2,1.55,31030
31,31,189,135,71.43,49,25.93,5,2.65,31031
31,32,145,113,77.93,27,18.62,5,3.45,31032
31,33,164,109,66.46,47,28.66,8,4.88,31033
31,34,154,104,67.53,48,31.17,2,1.3,31034
31,35,199,145,72.86,50,25.13,4,2.01,31035
31,36,192,137,71.35,46,23.96,9,4.69,31036
31,37,165,121,73.33,39,23.64,5,3.03,31037
31,38,162,131,80.86,29,17.9,2,1.23,31038
31,39,146,123,84.25,20,13.7,3,2.05,31039
31,40,178,143,80.34,30,16.85,5,2.81,31040
31,41,156,123,78.85,29,18.59,4,2.56,31041
32,1,336,213,63.39,115,34.23,8,2.38,32001
32,2,295,151,51.19,136,46.1,8,2.71,32002
32,3,394,293,74.37,87,22.08,14,3.55,32003
32,4,333,187,56.16,135,40.54,11,3.3,32004
32,5,336,213,63.39,112,33.33,11,3.27,32005
32,6,304,189,62.17,110,36.18,5,1.64,32006
32,7,376,194,51.6,169,44.95,13,3.46,32007
32,8,355,154,43.38,196,55.21,5,1.41,32008
32,9,328,207,63.11,114,34.76,7,2.13,32009
32,10,379,219,57.78,155,40.9,5,1.32,32010
32,11,323,270,83.59,51,15.79,2,0.62,32011
32,12,281,236,83.99,35,12.46,10,3.56,32012
32,13,347,173,49.86,168,48.41,6,1.73,32013
32,14,306,245,80.07,52,16.99,9,2.94,32014
32,15,325,179,55.08,143,44.0,3,0.92,32015
32,16,324,217,66.98,99,30.56,8,2.47,32016
32,17,325,248,76.31,66,20.31,11,3.38,32017
32,18,366,163,44.54,195,53.28,8,2.19,32018
32,19,320,186,58.13,126,39.38,8,2.5,32019
32,20,332,272,81.93,50,15.06,10,3.01,32020
32,21,378,231,61.11,145,38.36,2,0.53,32021
32,22,377,297,78.78,64,16.98,16,4.24,32022
32,23,329,147,44.68,180,54.71,2,0.61,32023
32,24,262,110,41.98,142,54.2,10,3.82,32024
32,25,322,193,59.94,119,36.96,10,3.11,32025
32,26,389,302,77.63,77,19.79,10,2.57,32026
32,27,334,148,44.31,182,54.49,4,1.2,32027
32,28,361,291,80.61,63,17.45,7,1.94,32028
32,29,332,224,67.47,100,30.12,8,2.41,32029
32,30,353,150,42.49,199,56.37,4,1.13,32030
32,31,343,183,53.35,150,43.73,10,2.92,32031
32,32,336,196,58.33,136,40.48,4,1.19,32032
32,33,353,188,53.26,160,45.33,5,1.42,32033
32,34,302,194,64.24,104,34.44,4,1.32,32034
32,35,319,174,54.55,137,42.95,8,2.51,32035
32,36,347,203,58.5,139,40.06,5,1.44,32036
32,37,272,160,58.82,97,35.66,15,5.51,32037
32,38,309,168,54.37,133,43.04,8,2.59,32038
32,39,410,175,42.68,225,54.88,10,2.44,32039
32,40,380,213,56.05,159,41.84,8,2.11,32040
32,41,373,162,43.43,199,53.35,12,3.22,32041
32,42,338,184,54.44,147,43.49,7,2.07,32042
32,43,326,262,80.37,57,17.48,7,2.15,32043
33,1,355,272,76.62,68,19.15,15,4.23,33001
33,2,410,315,76.83,82,20.0,13,3.17,33002
33,3,405,310,76.54,80,19.75,15,3.7,33003
33,4,387,269,69.51,113,29.2,5,1.29,33004
33,5,286,203,70.98,71,24.83,12,4.2,33005
33,6,302,244,80.79,54,17.88,4,1.32,33006
33,7,343,270,78.72,57,16.62,16,4.66,33007
33,8,550,402,73.09,131,23.82,17,3.09,33008
33,9,395,256,64.81,130,32.91,9,2.28,33009
33,10,381,261,68.5,112,29.4,8,2.1,33010
33,11,351,258,73.5,85,24.22,8,2.28,33011
33,12,368,269,73.1,85,23.1,14,3.8,33012
33,13,303,222,73.27,68,22.44,13,4.29,33013
33,14,151,125,82.78,24,15.89,2,1.32,33014
33,15,376,300,79.79,70,18.62,6,1.6,33015
33,16,488,358,73.36,110,22.54,20,4.1,33016
33,17,345,245,71.01,86,24.93,14,4.06,33017
33,18,414,330,79.71,76,18.36,8,1.93,33018
33,19,308,188,61.04,104,33.77,16,5.19,33019
33,20,409,316,77.26,79,19.32,14,3.42,33020
33,21,352,250,71.02,89,25.28,13,3.69,33021
33,22,361,255,70.64,91,25.21,15,4.16,33022
33,23,378,275,72.75,91,24.07,12,3.17,33023
33,24,535,398,74.39,126,23.55,11,2.06,33024
33,25,447,340,76.06,99,22.15,8,1.79,33025
33,26,228,194,85.09,30,13.16,4,1.75,33026
33,27,299,230,76.92,61,20.4,8,2.68,33027
33,28,273,224,82.05,38,13.92,11,4.03,33028
34,1,404,398,98.51,5,1.24,1,0.25,34001
34,2,333,321,96.4,7,2.1,5,1.5,34002
34,3,382,370,96.86,9,2.36,3,0.79,34003
34,4,321,309,96.26,8,2.49,4,1.25,34004
34,5,333,323,97.0,6,1.8,4,1.2,34005
34,6,438,417,95.21,19,4.34,2,0.46,34006
34,7,405,397,98.02,7,1.73,1,0.25,34007
34,8,300,291,97.0,5,1.67,4,1.33,34008
34,9,319,297,93.1,14,4.39,8,2.51,34009
34,10,370,358,96.76,7,1.89,5,1.35,34010
34,11,305,292,95.74,4,1.31,9,2.95,34011
34,12,413,392,94.92,14,3.39,7,1.69,34012
34,13,377,365,96.82,8,2.12,4,1.06,34013
34,14,300,287,95.67,8,2.67,5,1.67,34014
34,15,294,283,96.26,7,2.38,4,1.36,34015
34,16,303,296,97.69,7,2.31,0,0.0,34016
34,17,449,438,97.55,5,1.11,6,1.34,34017
34,18,336,325,96.73,5,1.49,6,1.79,34018
34,19,384,373,97.14,9,2.34,2,0.52,34019
34,20,425,410,96.47,10,2.35,5,1.18,34020
34,21,448,434,96.88,8,1.79,6,1.34,34021
34,22,360,342,95.0,13,3.61,5,1.39,34022
34,23,296,280,94.59,11,3.72,5,1.69,34023
34,24,343,332,96.79,10,2.92,1,0.29,34024
34,25,405,392,96.79,8,1.98,5,1.23,34025
34,26,385,375,97.4,5,1.3,5,1.3,34026
34,27,312,307,98.4,4,1.28,1,0.32,34027
34,28,247,241,97.57,4,1.62,2,0.81,34028
34,29,283,272,96.11,9,3.18,2,0.71,34029
34,30,360,347,96.39,8,2.22,5,1.39,34030
34,31,309,298,96.44,6,1.94,5,1.62,34031
34,32,348,332,95.4,8,2.3,8,2.3,34032
34,33,332,320,96.39,7,2.11,5,1.51,34033
34,34,388,378,97.42,8,2.06,2,0.52,34034
34,35,389,366,94.09,16,4.11,7,1.8,34035
34,36,338,324,95.86,8,2.37,6,1.78,34036
34,37,229,217,94.76,6,2.62,6,2.62,34037
34,38,240,233,97.08,6,2.5,1,0.42,34038
34,39,286,267,93.36,15,5.24,4,1.4,34039
34,40,424,406,95.75,12,2.83,6,1.42,34040
34,41,258,249,96.51,6,2.33,3,1.16,34041
34,42,345,331,95.94,12,3.48,2,0.58,34042
34,43,342,333,97.37,6,1.75,3,0.88,34043
34,44,365,350,95.89,13,3.56,2,0.55,34044
34,45,376,365,97.07,6,1.6,5,1.33,34045
34,46,238,228,95.8,7,2.94,3,1.26,34046
34,47,339,327,96.46,6,1.77,6,1.77,34047
34,48,383,368,96.08,14,3.66,1,0.26,34048
34,49,438,420,95.89,15,3.42,3,0.68,34049
34,50,352,342,97.16,7,1.99,3,0.85,34050
34,51,385,367,95.32,12,3.12,6,1.56,34051
34,52,296,289,97.64,7,2.36,0,0.0,34052
34,53,278,266,95.68,10,3.6,2,0.72,34053
35,1,277,210,75.81,55,19.86,12,4.33,35001
35,2,319,242,75.86,65,20.38,12,3.76,35002
35,3,249,216,86.75,24,9.64,9,3.61,35003
35,4,322,230,71.43,79,24.53,13,4.04,35004
35,5,250,197,78.8,40,16.0,13,5.2,35005
35,6,236,172,72.88,53,22.46,11,4.66,35006
35,7,274,233,85.04,37,13.5,4,1.46,35007
35,8,254,197,77.56,43,16.93,14,5.51,35008
35,9,333,266,79.88,58,17.42,9,2.7,35009
35,10,373,317,84.99,45,12.06,11,2.95,35010
35,11,281,220,78.29,50,17.79,11,3.91,35011
35,12,180,144,80.0,28,15.56,8,4.44,35012
35,13,161,123,76.4,31,19.25,7,4.35,35013
35,14,205,160,78.05,40,19.51,5,2.44,35014
35,15,280,227,81.07,44,15.71,9,3.21,35015
35,16,151,114,75.5,30,19.87,7,4.64,35016
35,17,290,249,85.86,38,13.1,3,1.03,35017
35,18,207,176,85.02,23,11.11,8,3.86,35018
35,19,158,130,82.28,26,16.46,2,1.27,35019
35,20,242,188,77.69,44,18.18,10,4.13,35020
35,21,235,193,82.13,37,15.74,5,2.13,35021
35,22,313,255,81.47,48,15.34,10,3.19,35022
35,23,315,245,77.78,60,19.05,10,3.17,35023
35,24,246,193,78.46,44,17.89,9,3.66,35024
35,25,314,244,77.71,59,18.79,11,3.5,35025
35,26,228,171,75.0,52,22.81,5,2.19,35026
35,27,247,190,76.92,55,22.27,2,0.81,35027
35,28,266,208,78.2,49,18.42,9,3.38,35028
35,29,249,199,79.92,45,18.07,5,2.01,35029
35,30,286,223,77.97,59,20.63,4,1.4,35030
35,31,305,231,75.74,58,19.02,16,5.25,35031
36,1,265,180,67.92,75,28.3,10,3.77,36001
36,2,215,160,74.42,52,24.19,3,1.4,36002
36,3,242,180,74.38,60,24.79,2,0.83,36003
36,4,225,185,82.22,37,16.44,3,1.33,36004
36,5,263,208,79.09,53,20.15,2,0.76,36005
36,6,206,161,78.16,42,20.39,3,1.46,36006
36,7,368,202,54.89,156,42.39,10,2.72,36007
36,8,164,139,84.76,23,14.02,2,1.22,36008
36,9,184,150,81.52,29,15.76,5,2.72,36009
36,10,285,206,72.28,77,27.02,2,0.7,36010
36,11,176,136,77.27,37,21.02,3,1.7,36011
36,12,134,119,88.81,14,10.45,1,0.75,36012
36,13,171,148,86.55,20,11.7,3,1.75,36013
36,14,284,190,66.9,85,29.93,9,3.17,36014
36,15,295,181,61.36,103,34.92,11,3.73,36015
36,16,276,177,64.13,92,33.33,7,2.54,36016
36,17,292,199,68.15,79,27.05,14,4.79,36017
36,18,269,159,59.11,102,37.92,8,2.97,36018
36,19,288,204,70.83,74,25.69,10,3.47,36019
36,20,256,157,61.33,91,35.55,8,3.13,36020
36,21,195,147,75.38,45,23.08,3,1.54,36021
36,22,166,136,81.93,28,16.87,2,1.2,36022
36,23,191,143,74.87,44,23.04,4,2.09,36023
36,24,274,164,59.85,106,38.69,4,1.46,36024
36,25,189,153,80.95,31,16.4,5,2.65,36025
36,26,256,138,53.91,111,43.36,7,2.73,36026
36,27,241,166,68.88,69,28.63,6,2.49,36027
36,28,258,149,57.75,103,39.92,6,2.33,36028
36,29,319,182,57.05,121,37.93,16,5.02,36029
36,30,262,169,64.5,85,32.44,8,3.05,36030
37,1,335,308,91.94,20,5.97,7,2.09,37001
37,2,218,198,90.83,17,7.8,3,1.38,37002
37,3,237,221,93.25,13,5.49,3,1.27,37003
37,4,269,250,92.94,15,5.58,4,1.49,37004
37,5,379,362,95.51,11,2.9,6,1.58,37005
37,6,317,298,94.01,11,3.47,8,2.52,37006
37,7,234,226,96.58,7,2.99,1,0.43,37007
37,8,249,230,92.37,14,5.62,5,2.01,37008
37,9,343,324,94.46,9,2.62,10,2.92,37009
37,10,321,300,93.46,16,4.98,5,1.56,37010
37,11,251,238,94.82,12,4.78,1,0.4,37011
37,12,219,200,91.32,13,5.94,6,2.74,37012
37,13,250,237,94.8,11,4.4,2,0.8,37013
37,14,310,293,94.52,14,4.52,3,0.97,37014
37,15,359,344,95.82,14,3.9,1,0.28,37015
37,16,401,377,94.01,18,4.49,6,1.5,37016
37,17,314,306,97.45,8,2.55,0,0.0,37017
37,18,331,313,94.56,13,3.93,5,1.51,37018
37,19,231,223,96.54,6,2.6,2,0.87,37019
37,20,287,276,96.17,8,2.79,3,1.05,37020
37,21,269,249,92.57,17,6.32,3,1.12,37021
37,22,286,266,93.01,18,6.29,2,0.7,37022
37,23,351,338,96.3,9,2.56,4,1.14,37023
37,24,315,301,95.56,10,3.17,4,1.27,37024
37,25,327,311,95.11,12,3.67,4,1.22,37025
37,26,379,351,92.61,24,6.33,4,1.06,37026
37,27,328,309,94.21,13,3.96,6,1.83,37027
37,28,245,231,94.29,13,5.31,1,0.41,37028
37,29,333,310,93.09,17,5.11,6,1.8,37029
37,30,340,333,97.94,7,2.06,0,0.0,37030
37,31,350,336,96.0,10,2.86,4,1.14,37031
37,32,314,300,95.54,13,4.14,1,0.32,37032
37,33,360,348,96.67,8,2.22,4,1.11,37033
37,34,329,313,95.14,10,3.04,6,1.82,37034
37,35,340,331,97.35,7,2.06,2,0.59,37035
37,36,334,327,97.9,4,1.2,3,0.9,37036
37,37,389,364,93.57,20,5.14,5,1.29,37037
37,38,357,344,96.36,8,2.24,5,1.4,37038
37,39,341,329,96.48,6,1.76,6,1.76,37039
37,40,358,352,98.32,6,1.68,0,0.0,37040
37,41,311,289,92.93,19,6.11,3,0.96,37041
38,1,283,169,59.72,109,38.52,5,1.77,38001
38,2,407,185,45.45,217,53.32,5,1.23,38002
38,3,313,174,55.59,133,42.49,6,1.92,38003
38,4,328,183,55.79,139,42.38,6,1.83,38004
38,5,325,171,52.62,148,45.54,6,1.85,38005
38,6,291,150,51.55,131,45.02,10,3.44,38006
38,7,340,184,54.12,151,44.41,5,1.47,38007
38,8,284,168,59.15,107,37.68,9,3.17,38008
38,9,366,185,50.55,163,44.54,18,4.92,38009
38,10,261,150,57.47,101,38.7,10,3.83,38010
38,11,305,187,61.31,107,35.08,11,3.61,38011
38,12,359,184,51.25,164,45.68,11,3.06,38012
38,13,348,171,49.14,166,47.7,11,3.16,38013
38,14,347,221,63.69,115,33.14,11,3.17,38014
38,15,280,186,66.43,84,30.0,10,3.57,38015
38,16,339,197,58.11,133,39.23,9,2.65,38016
38,17,373,211,56.57,151,40.48,11,2.95,38017
38,18,347,175,50.43,166,47.84,6,1.73,38018
38,19,385,217,56.36,161,41.82,7,1.82,38019
38,20,339,174,51.33,153,45.13,12,3.54,38020
38,21,264,163,61.74,92,34.85,9,3.41,38021
