ward,precinct,total,Mitt Romney & Paul Ryan,Mitt Romney & Paul Ryan Percent,Gary Johnson & James P. Gray,Gary Johnson & James P. Gray Percent,Jill Stein & Howie Hawkins,Jill Stein & Howie Hawkins Percent,precinct_id
26,10,512,39,7.62,2,0.39,4,0.78,26010
26,11,329,40,12.16,0,0.0,6,1.82,26011
26,12,455,30,6.59,3,0.66,7,1.54,26012
26,13,358,16,4.47,1,0.28,1,0.28,26013
26,14,306,21,6.86,2,0.65,2,0.65,26014
26,15,309,31,10.03,1,0.32,1,0.32,26015
26,16,343,22,6.41,2,0.58,2,0.58,26016
26,17,455,155,34.07,7,1.54,5,1.1,26017
26,18,426,42,9.86,3,0.7,1,0.23,26018
26,19,332,11,3.31,2,0.6,1,0.3,26019
26,20,458,31,6.77,2,0.44,15,3.28,26020
26,21,605,31,5.12,5,0.83,10,1.65,26021
26,22,379,26,6.86,2,0.53,0,0.0,26022
26,23,296,19,6.42,4,1.35,5,1.69,26023
26,24,353,20,5.67,3,0.85,1,0.28,26024
26,25,396,25,6.31,3,0.76,3,0.76,26025
26,26,325,27,8.31,3,0.92,6,1.85,26026
26,27,404,31,7.67,5,1.24,9,2.23,26027
26,28,455,68,14.95,6,1.32,11,2.42,26028
26,29,407,40,9.83,0,0.0,3,0.74,26029
26,30,455,30,6.59,3,0.66,9,1.98,26030
26,31,373,30,8.04,1,0.27,1,0.27,26031
26,32,407,84,20.64,6,1.47,7,1.72,26032
26,33,516,43,8.33,5,0.97,9,1.74,26033
26,34,492,31,6.3,4,0.81,7,1.42,26034
26,35,402,19,4.73,4,1.0,5,1.24,26035
26,36,434,37,8.53,6,1.38,9,2.07,26036
27,1,568,163,28.7,11,1.94,5,0.88,27001
27,2,569,94,16.52,9,1.58,6,1.05,27002
27,3,388,0,0.0,0,0.0,0,0.0,27003
27,4,492,13,2.64,1,0.2,2,0.41,27004
27,5,382,8,2.09,0,0.0,0,0.0,27005
27,6,752,90,11.97,6,0.8,4,0.53,27006
27,7,605,77,12.73,17,2.81,14,2.31,27007
27,8,468,5,1.07,0,0.0,0,0.0,27008
27,9,590,46,7.8,1,0.17,1,0.17,27009
27,10,512,7,1.37,4,0.78,3,0.59,27010
27,11,524,137,26.15,6,1.15,5,0.95,27011
27,12,530,159,30.0,2,0.38,4,0.75,27012
27,13,626,29,4.63,5,0.8,5,0.8,27013
27,14,522,5,0.96,0,0.0,1,0.19,27014
27,15,535,1,0.19,0,0.0,0,0.0,27015
27,16,462,123,26.62,7,1.52,5,1.08,27016
27,17,573,19,3.32,1,0.17,0,0.0,27017
27,18,410,7,1.71,0,0.0,0,0.0,27018
27,19,433,4,0.92,0,0.0,2,0.46,27019
27,20,698,53,7.59,3,0.43,1,0.14,27020
27,21,686,179,26.09,6,0.87,0,0.0,27021
27,22,379,0,0.0,0,0.0,1,0.26,27022
27,23,478,2,0.42,0,0.0,0,0.0,27023
27,24,476,11,2.31,1,0.21,3,0.63,27024
27,25,484,30,6.2,3,0.62,1,0.21,27025
27,26,416,7,1.68,5,1.2,2,0.48,27026
27,27,575,32,5.57,7,1.22,2,0.35,27027
27,28,496,83,16.73,2,0.4,3,0.6,27028
27,29,458,1,0.22,3,0.66,0,0.0,27029
27,30,564,2,0.35,0,0.0,0,0.0,27030
27,31,461,5,1.08,1,0.22,2,0.43,27031
27,32,410,19,4.63,2,0.49,1,0.24,27032
27,33,509,78,15.32,3,0.59,2,0.39,27033
27,34,509,2,0.39,0,0.0,0,0.0,27034
27,35,537,138,25.7,4,0.74,5,0.93,27035
27,36,420,18,4.29,3,0.71,3,0.71,27036
27,37,609,77,12.64,2,0.33,4,0.66,27037
27,38,501,80,15.97,3,0.6,3,0.6,27038
27,39,535,7,1.31,2,0.37,0,0.0,27039
27,40,568,93,16.37,11,1.94,9,1.58,27040
27,41,528,11,2.08,1,0.19,0,0.0,27041
27,42,555,157,28.29,4,0.72,2,0.36,27042
27,43,471,10,2.12,2,0.42,5,1.06,27043
27,44,531,3,0.56,0,0.0,0,0.0,27044
27,45,558,154,27.6,4,0.72,5,0.9,27045
28,1,493,3,0.61,0,0.0,0,0.0,28001
28,2,458,4,0.87,5,1.09,3,0.66,28002
28,3,460,6,1.3,0,0.0,0,0.0,28003
28,4,378,91,24.07,7,1.85,3,0.79,28004
28,5,287,7,2.44,0,0.0,0,0.0,28005
28,6,215,27,12.56,3,1.4,0,0.0,28006
28,7,612,3,0.49,0,0.0,0,0.0,28007
28,8,376,96,25.53,14,3.72,6,1.6,28008
28,9,618,2,0.32,1,0.16,1,0.16,28009
28,10,499,65,13.03,5,1.0,1,0.2,28010
28,11,828,58,7.0,14,1.69,2,0.24,28011
28,12,498,2,0.4,0,0.0,0,0.0,28012
28,13,463,4,0.86,0,0.0,0,0.0,28013
28,14,490,2,0.41,1,0.2,0,0.0,28014
28,15,169,0,0.0,1,0.59,0,0.0,28015
28,16,399,1,0.25,0,0.0,0,0.0,28016
28,17,491,2,0.41,0,0.0,2,0.41,28017
28,18,379,5,1.32,0,0.0,1,0.26,28018
28,19,390,47,12.05,8,2.05,7,1.79,28019
28,20,498,5,1.0,0,0.0,1,0.2,28020
28,21,447,3,0.67,0,0.0,0,0.0,28021
28,22,444,5,1.13,1,0.23,0,0.0,28022
28,23,639,5,0.78,0,0.0,0,0.0,28023
28,24,561,9,1.6,0,0.0,0,0.0,28024
28,25,711,6,0.84,1,0.14,2,0.28,28025
28,26,617,2,0.32,0,0.0,1,0.16,28026
28,27,429,114,26.57,6,1.4,4,0.93,28027
28,28,451,117,25.94,9,2.0,3,0.67,28028
28,29,285,7,2.46,0,0.0,0,0.0,28029
28,30,77,1,1.3,0,0.0,0,0.0,28030
28,31,615,8,1.3,0,0.0,0,0.0,28031
28,32,555,5,0.9,1,0.18,0,0.0,28032
28,33,567,2,0.35,0,0.0,0,0.0,28033
28,34,830,12,1.45,1,0.12,1,0.12,28034
28,35,704,3,0.43,0,0.0,0,0.0,28035
28,36,293,0,0.0,0,0.0,0,0.0,28036
28,37,746,5,0.67,0,0.0,0,0.0,28037
28,38,287,2,0.7,0,0.0,1,0.35,28038
28,39,433,2,0.46,0,0.0,0,0.0,28039
28,40,670,3,0.45,0,0.0,0,0.0,28040
28,41,452,0,0.0,0,0.0,0,0.0,28041
28,42,635,2,0.31,1,0.16,0,0.0,28042
28,43,674,3,0.45,0,0.0,1,0.15,28043
28,44,410,2,0.49,1,0.24,0,0.0,28044
28,45,402,68,16.92,7,1.74,2,0.5,28045
28,46,722,117,16.2,7,0.97,4,0.55,28046
29,1,578,111,19.2,8,1.38,6,1.04,29001
29,2,619,1,0.16,0,0.0,0,0.0,29002
29,3,553,0,0.0,0,0.0,0,0.0,29003
29,4,503,2,0.4,0,0.0,0,0.0,29004
29,5,582,5,0.86,1,0.17,0,0.0,29005
29,6,537,4,0.74,0,0.0,0,0.0,29006
29,7,574,40,6.97,2,0.35,3,0.52,29007
29,8,613,5,0.82,0,0.0,0,0.0,29008
29,9,563,137,24.33,6,1.07,5,0.89,29009
29,10,598,112,18.73,3,0.5,3,0.5,29010
29,11,624,4,0.64,0,0.0,0,0.0,29011
29,12,625,11,1.76,1,0.16,1,0.16,29012
29,13,644,8,1.24,0,0.0,0,0.0,29013
29,14,665,3,0.45,0,0.0,0,0.0,29014
29,15,606,6,0.99,0,0.0,1,0.17,29015
29,16,552,3,0.54,1,0.18,0,0.0,29016
29,17,593,4,0.67,0,0.0,0,0.0,29017
29,18,692,1,0.14,0,0.0,2,0.29,29018
29,19,650,6,0.92,1,0.15,0,0.0,29019
29,20,588,1,0.17,0,0.0,0,0.0,29020
29,21,575,3,0.52,0,0.0,1,0.17,29021
29,22,732,53,7.24,5,0.68,1,0.14,29022
29,23,509,131,25.74,2,0.39,7,1.38,29023
29,24,580,5,0.86,0,0.0,0,0.0,29024
29,25,626,10,1.6,1,0.16,1,0.16,29025
29,26,611,11,1.8,2,0.33,2,0.33,29026
29,27,498,0,0.0,0,0.0,0,0.0,29027
29,28,579,1,0.17,0,0.0,0,0.0,29028
29,29,454,159,35.02,0,0.0,6,1.32,29029
29,30,544,66,12.13,1,0.18,4,0.74,29030
29,31,463,170,36.72,2,0.43,3,0.65,29031
29,32,458,156,34.06,5,1.09,6,1.31,29032
29,33,604,9,1.49,2,0.33,0,0.0,29033
29,34,430,2,0.47,1,0.23,0,0.0,29034
29,35,674,6,0.89,1,0.15,1,0.15,29035
29,36,583,5,0.86,0,0.0,0,0.0,29036
29,37,660,13,1.97,2,0.3,0,0.0,29037
29,38,476,91,19.12,6,1.26,6,1.26,29038
29,39,437,108,24.71,9,2.06,3,0.69,29039
29,40,667,4,0.6,2,0.3,0,0.0,29040
29,41,551,4,0.73,0,0.0,1,0.18,29041
29,42,490,1,0.2,0,0.0,0,0.0,29042
29,43,583,43,7.38,2,0.34,6,1.03,29043
29,44,573,9,1.57,0,0.0,3,0.52,29044
30,1,487,103,21.15,3,0.62,4,0.82,30001
30,2,427,77,18.03,1,0.23,3,0.7,30002
30,3,308,53,17.21,5,1.62,8,2.6,30003
30,4,443,110,24.83,1,0.23,3,0.68,30004
30,5,380,50,13.16,3,0.79,2,0.53,30005
30,6,344,53,15.41,0,0.0,0,0.0,30006
30,7,454,70,15.42,6,1.32,13,2.86,30007
30,8,436,67,15.37,6,1.38,4,0.92,30008
30,9,374,97,25.94,1,0.27,3,0.8,30009
30,10,416,69,16.59,5,1.2,1,0.24,30010
30,11,370,33,8.92,1,0.27,0,0.0,30011
30,12,406,83,20.44,5,1.23,2,0.49,30012
30,13,269,58,21.56,4,1.49,1,0.37,30013
30,14,388,65,16.75,3,0.77,0,0.0,30014
30,15,389,91,23.39,5,1.29,4,1.03,30015
30,16,210,39,18.57,1,0.48,0,0.0,30016
30,17,417,76,18.23,2,0.48,5,1.2,30017
30,18,368,49,13.32,5,1.36,5,1.36,30018
30,19,382,43,11.26,1,0.26,10,2.62,30019
30,20,425,81,19.06,4,0.94,3,0.71,30020
30,21,465,117,25.16,3,0.65,6,1.29,30021
30,22,463,55,11.88,6,1.3,9,1.94,30022
30,23,391,58,14.83,4,1.02,4,1.02,30023
30,24,441,94,21.32,4,0.91,8,1.81,30024
30,25,448,80,17.86,6,1.34,8,1.79,30025
30,26,297,50,16.84,2,0.67,1,0.34,30026
30,27,275,48,17.45,1,0.36,2,0.73,30027
30,28,442,62,14.03,2,0.45,4,0.9,30028
30,29,290,53,18.28,0,0.0,0,0.0,30029
30,30,191,17,8.9,3,1.57,1,0.52,30030
30,31,279,67,24.01,4,1.43,4,1.43,30031
30,32,322,48,14.91,6,1.86,5,1.55,30032
31,1,286,24,8.39,0,0.0,2,0.7,31001
31,2,263,14,5.32,0,0.0,0,0.0,31002
31,3,314,63,20.06,4,1.27,0,0.0,31003
31,4,361,29,8.03,3,0.83,6,1.66,31004
31,5,277,51,18.41,2,0.72,5,1.81,31005
31,6,268,30,11.19,2,0.75,2,0.75,31006
31,7,331,26,7.85,2,0.6,8,2.42,31007
31,8,219,28,12.79,1,0.46,1,0.46,31008
31,9,315,44,13.97,1,0.32,1,0.32,31009
31,10,277,37,13.36,2,0.72,0,0.0,31010
31,11,263,57,21.67,1,0.38,0,0.0,31011
31,12,270,57,21.11,1,0.37,4,1.48,31012
31,13,299,26,8.7,1,0.33,3,1.0,31013
31,14,286,59,20.63,0,0.0,1,0.35,31014
31,15,271,49,18.08,3,1.11,1,0.37,31015
31,16,338,28,8.28,2,0.59,7,2.07,31016
31,17,303,61,20.13,1,0.33,3,0.99,31017
31,18,298,42,14.09,3,1.01,2,0.67,31018
31,19,246,41,16.67,1,0.41,0,0.0,31019
31,20,253,31,12.25,3,1.19,1,0.4,31020
31,21,275,35,12.73,2,0.73,1,0.36,31021
31,22,277,37,13.36,3,1.08,1,0.36,31022
31,23,276,39,14.13,1,0.36,1,0.36,31023
31,24,315,44,13.97,3,0.95,2,0.63,31024
31,25,259,58,22.39,1,0.39,2,0.77,31025
31,26,307,42,13.68,1,0.33,4,1.3,31026
31,27,326,51,15.64,1,0.31,0,0.0,31027
31,28,261,33,12.64,5,1.92,1,0.38,31028
31,29,324,47,14.51,1,0.31,3,0.93,31029
31,30,212,33,15.57,2,0.94,0,0.0,31030
31,31,268,48,17.91,2,0.75,1,0.37,31031
31,32,252,30,11.9,2,0.79,0,0.0,31032
31,33,256,52,20.31,2,0.78,0,0.0,31033
31,34,271,60,22.14,1,0.37,2,0.74,31034
31,35,340,59,17.35,0,0.0,1,0.29,31035
31,36,284,41,14.44,5,1.76,1,0.35,31036
31,37,251,35,13.94,1,0.4,2,0.8,31037
31,38,314,25,7.96,1,0.32,5,1.59,31038
31,39,284,26,9.15,2,0.7,2,0.7,31039
31,40,312,40,12.82,1,0.32,4,1.28,31040
31,41,257,21,8.17,1,0.39,1,0.39,31041
32,1,616,139,22.56,8,1.3,5,0.81,32001
32,2,606,154,25.41,20,3.3,9,1.49,32002
32,3,569,74,13.01,14,2.46,15,2.64,32003
32,4,555,125,22.52,9,1.62,12,2.16,32004
32,5,577,93,16.12,13,2.25,8,1.39,32005
32,6,551,152,27.59,16,2.9,3,0.54,32006
32,7,645,184,28.53,13,2.02,8,1.24,32007
32,8,658,232,35.26,13,1.98,6,0.91,32008
32,9,544,115,21.14,9,1.65,1,0.18,32009
32,10,615,182,29.59,13,2.11,5,0.81,32010
32,11,535,33,6.17,4,0.75,21,3.93,32011
32,12,446,54,12.11,11,2.47,18,4.04,32012
32,13,589,197,33.45,4,0.68,7,1.19,32013
32,14,517,44,8.51,13,2.51,14,2.71,32014
32,15,576,132,22.92,6,1.04,1,0.17,32015
32,16,533,100,18.76,13,2.44,6,1.13,32016
32,17,534,61,11.42,8,1.5,16,3.0,32017
32,18,576,173,30.03,9,1.56,4,0.69,32018
32,19,539,125,23.19,11,2.04,2,0.37,32019
32,20,553,38,6.87,11,1.99,18,3.25,32020
32,21,602,148,24.58,4,0.66,4,0.66,32021
32,22,661,67,10.14,10,1.51,19,2.87,32022
32,23,582,174,29.9,15,2.58,6,1.03,32023
32,24,476,190,39.92,15,3.15,2,0.42,32024
32,25,556,146,26.26,8,1.44,3,0.54,32025
32,26,552,71,12.86,8,1.45,9,1.63,32026
32,27,578,237,41.0,5,0.87,5,0.87,32027
32,28,559,58,10.38,7,1.25,11,1.97,32028
32,29,566,88,15.55,11,1.94,8,1.41,32029
32,30,582,221,37.97,2,0.34,1,0.17,32030
32,31,546,141,25.82,12,2.2,7,1.28,32031
32,32,589,131,22.24,7,1.19,7,1.19,32032
32,33,609,154,25.29,11,1.81,7,1.15,32033
32,34,577,129,22.36,9,1.56,5,0.87,32034
32,35,582,136,23.37,11,1.89,5,0.86,32035
32,36,591,144,24.37,11,1.86,1,0.17,32036
32,37,537,119,22.16,11,2.05,11,2.05,32037
32,38,542,146,26.94,10,1.85,5,0.92,32038
32,39,657,268,40.79,3,0.46,2,0.3,32039
32,40,613,150,24.47,11,1.79,6,0.98,32040
32,41,595,187,31.43,7,1.18,5,0.84,32041
32,42,553,155,28.03,8,1.45,10,1.81,32042
32,43,486,62,12.76,3,0.62,6,1.23,32043
33,1,568,68,11.97,2,0.35,4,0.7,33001
33,2,602,83,13.79,6,1.0,9,1.5,33002
33,3,629,77,12.24,5,0.79,9,1.43,33003
33,4,563,84,14.92,6,1.07,11,1.95,33004
33,5,477,72,15.09,9,1.89,6,1.26,33005
33,6,505,72,14.26,12,2.38,6,1.19,33006
33,7,552,62,11.23,4,0.72,9,1.63,33007
33,8,711,105,14.77,11,1.55,11,1.55,33008
33,9,584,126,21.58,11,1.88,2,0.34,33009
33,10,551,129,23.41,6,1.09,4,0.73,33010
33,11,556,77,13.85,7,1.26,5,0.9,33011
33,12,573,76,13.26,9,1.57,4,0.7,33012
33,13,490,50,10.2,7,1.43,11,2.24,33013
33,14,269,38,14.13,2,0.74,0,0.0,33014
33,15,566,59,10.42,8,1.41,13,2.3,33015
33,16,727,112,15.41,12,1.65,9,1.24,33016
33,17,570,92,16.14,6,1.05,5,0.88,33017
33,18,644,89,13.82,8,1.24,10,1.55,33018
33,19,553,95,17.18,6,1.08,2,0.36,33019
33,20,598,69,11.54,8,1.34,14,2.34,33020
33,21,576,75,13.02,5,0.87,5,0.87,33021
33,22,541,105,19.41,3,0.55,5,0.92,33022
33,23,601,91,15.14,3,0.5,9,1.5,33023
33,24,740,134,18.11,7,0.95,11,1.49,33024
33,25,641,103,16.07,13,2.03,13,2.03,33025
33,26,441,40,9.07,6,1.36,12,2.72,33026
33,27,525,74,14.1,4,0.76,9,1.71,33027
33,28,454,58,12.78,6,1.32,13,2.86,33028
34,1,605,1,0.17,0,0.0,0,0.0,34001
34,2,406,3,0.74,0,0.0,1,0.25,34002
34,3,575,6,1.04,2,0.35,2,0.35,34003
34,4,524,2,0.38,1,0.19,0,0.0,34004
34,5,538,3,0.56,0,0.0,0,0.0,34005
34,6,620,8,1.29,1,0.16,0,0.0,34006
34,7,580,4,0.69,1,0.17,1,0.17,34007
34,8,493,3,0.61,0,0.0,0,0.0,34008
34,9,598,2,0.33,1,0.17,0,0.0,34009
34,10,543,2,0.37,0,0.0,0,0.0,34010
34,11,571,2,0.35,0,0.0,0,0.0,34011
34,12,614,5,0.81,1,0.16,0,0.0,34012
34,13,575,2,0.35,2,0.35,1,0.17,34013
34,14,541,3,0.55,0,0.0,1,0.18,34014
34,15,529,1,0.19,0,0.0,0,0.0,34015
34,16,546,3,0.55,0,0.0,0,0.0,34016
34,17,692,4,0.58,1,0.14,0,0.0,34017
34,18,589,3,0.51,2,0.34,2,0.34,34018
34,19,643,2,0.31,0,0.0,1,0.16,34019
34,20,594,4,0.67,0,0.0,0,0.0,34020
34,21,586,3,0.51,1,0.17,0,0.0,34021
34,22,532,2,0.38,0,0.0,0,0.0,34022
34,23,484,2,0.41,1,0.21,1,0.21,34023
34,24,577,5,0.87,0,0.0,1,0.17,34024
34,25,572,2,0.35,1,0.17,0,0.0,34025
34,26,587,1,0.17,0,0.0,0,0.0,34026
34,27,586,2,0.34,1,0.17,0,0.0,34027
34,28,482,0,0.0,0,0.0,0,0.0,34028
34,29,469,2,0.43,0,0.0,0,0.0,34029
34,30,470,2,0.43,2,0.43,0,0.0,34030
34,31,585,7,1.2,0,0.0,0,0.0,34031
34,32,523,5,0.96,1,0.19,0,0.0,34032
34,33,566,2,0.35,1,0.18,1,0.18,34033
34,34,588,1,0.17,3,0.51,0,0.0,34034
34,35,628,5,0.8,0,0.0,1,0.16,34035
34,36,477,3,0.63,0,0.0,0,0.0,34036
34,37,417,4,0.96,1,0.24,0,0.0,34037
34,38,400,3,0.75,0,0.0,1,0.25,34038
34,39,493,2,0.41,0,0.0,0,0.0,34039
34,40,609,2,0.33,1,0.16,0,0.0,34040
34,41,430,1,0.23,0,0.0,0,0.0,34041
34,42,464,3,0.65,0,0.0,0,0.0,34042
34,43,448,2,0.45,0,0.0,1,0.22,34043
34,44,532,1,0.19,1,0.19,0,0.0,34044
34,45,559,2,0.36,0,0.0,2,0.36,34045
34,46,358,3,0.84,0,0.0,1,0.28,34046
34,47,555,2,0.36,1,0.18,0,0.0,34047
34,48,560,3,0.54,1,0.18,0,0.0,34048
34,49,687,7,1.02,0,0.0,1,0.15,34049
34,50,565,2,0.35,0,0.0,0,0.0,34050
34,51,514,7,1.36,0,0.0,2,0.39,34051
34,52,380,0,0.0,0,0.0,1,0.26,34052
34,53,473,1,0.21,0,0.0,0,0.0,34053
35,1,416,53,12.74,2,0.48,10,2.4,35001
35,2,486,64,13.17,5,1.03,12,2.47,35002
35,3,415,29,6.99,3,0.72,8,1.93,35003
35,4,453,92,20.31,9,1.99,9,1.99,35004
35,5,442,42,9.5,7,1.58,14,3.17,35005
35,6,361,54,14.96,2,0.55,4,1.11,35006
35,7,444,38,8.56,11,2.48,21,4.73,35007
35,8,461,40,8.68,10,2.17,1,0.22,35008
35,9,448,66,14.73,2,0.45,7,1.56,35009
35,10,598,51,8.53,7,1.17,25,4.18,35010
35,11,411,42,10.22,9,2.19,8,1.95,35011
35,12,293,24,8.19,3,1.02,1,0.34,35012
35,13,319,27,8.46,0,0.0,2,0.63,35013
35,14,338,36,10.65,3,0.89,3,0.89,35014
35,15,471,43,9.13,4,0.85,16,3.4,35015
35,16,311,28,9.0,3,0.96,6,1.93,35016
35,17,462,33,7.14,6,1.3,14,3.03,35017
35,18,352,32,9.09,4,1.14,0,0.0,35018
35,19,338,25,7.4,0,0.0,0,0.0,35019
35,20,472,38,8.05,4,0.85,5,1.06,35020
35,21,366,44,12.02,1,0.27,3,0.82,35021
35,22,504,53,10.52,11,2.18,8,1.59,35022
35,23,482,62,12.86,7,1.45,6,1.24,35023
35,24,379,47,12.4,1,0.26,3,0.79,35024
35,25,538,53,9.85,8,1.49,16,2.97,35025
35,26,407,66,16.22,4,0.98,7,1.72,35026
35,27,415,53,12.77,4,0.96,8,1.93,35027
35,28,465,36,7.74,6,1.29,11,2.37,35028
35,29,409,57,13.94,3,0.73,10,2.44,35029
35,30,444,58,13.06,5,1.13,5,1.13,35030
35,31,498,77,15.46,7,1.41,7,1.41,35031
36,1,421,88,20.9,3,0.71,0,0.0,36001
36,2,370,44,11.89,4,1.08,1,0.27,36002
36,3,384,69,17.97,5,1.3,2,0.52,36003
36,4,421,38,9.03,0,0.0,0,0.0,36004
36,5,441,44,9.98,2,0.45,1,0.23,36005
36,6,386,48,12.44,3,0.78,2,0.52,36006
36,7,485,181,37.32,3,0.62,3,0.62,36007
36,8,321,23,7.17,2,0.62,1,0.31,36008
36,9,383,35,9.14,3,0.78,0,0.0,36009
36,10,468,94,20.09,4,0.85,2,0.43,36010
36,11,257,29,11.28,1,0.39,0,0.0,36011
36,12,275,9,3.27,3,1.09,2,0.73,36012
36,13,395,38,9.62,1,0.25,3,0.76,36013
36,14,438,117,26.71,7,1.6,6,1.37,36014
36,15,436,114,26.15,6,1.38,2,0.46,36015
36,16,412,95,23.06,5,1.21,4,0.97,36016
36,17,466,97,20.82,6,1.29,3,0.64,36017
36,18,421,123,29.22,2,0.48,3,0.71,36018
36,19,415,89,21.45,2,0.48,0,0.0,36019
36,20,408,88,21.57,2,0.49,5,1.23,36020
36,21,350,40,11.43,0,0.0,2,0.57,36021
36,22,337,26,7.72,0,0.0,1,0.3,36022
36,23,344,37,10.76,5,1.45,5,1.45,36023
36,24,436,121,27.75,0,0.0,4,0.92,36024
36,25,332,35,10.54,1,0.3,0,0.0,36025
36,26,420,127,30.24,4,0.95,3,0.71,36026
36,27,388,84,21.65,2,0.52,4,1.03,36027
36,28,350,122,34.86,2,0.57,5,1.43,36028
36,29,507,166,32.74,7,1.38,5,0.99,36029
36,30,444,96,21.62,3,0.68,6,1.35,36030
37,1,549,11,2.0,0,0.0,1,0.18,37001
37,2,435,12,2.76,2,0.46,2,0.46,37002
37,3,485,4,0.82,1,0.21,0,0.0,37003
37,4,490,8,1.63,0,0.0,0,0.0,37004
37,5,601,6,1.0,0,0.0,1,0.17,37005
37,6,580,5,0.86,0,0.0,0,0.0,37006
37,7,406,8,1.97,0,0.0,1,0.25,37007
37,8,458,7,1.53,0,0.0,0,0.0,37008
37,9,604,6,0.99,1,0.17,1,0.17,37009
37,10,542,19,3.51,0,0.0,0,0.0,37010
37,11,462,3,0.65,0,0.0,1,0.22,37011
37,12,445,8,1.8,0,0.0,3,0.67,37012
37,13,460,3,0.65,1,0.22,0,0.0,37013
37,14,552,9,1.63,1,0.18,2,0.36,37014
37,15,618,3,0.49,0,0.0,0,0.0,37015
37,16,552,10,1.81,0,0.0,2,0.36,37016
37,17,524,1,0.19,0,0.0,1,0.19,37017
37,18,538,7,1.3,2,0.37,1,0.19,37018
37,19,478,6,1.26,1,0.21,0,0.0,37019
37,20,533,2,0.38,1,0.19,1,0.19,37020
37,21,445,14,3.15,1,0.22,0,0.0,37021
37,22,500,10,2.0,1,0.2,1,0.2,37022
37,23,556,4,0.72,0,0.0,0,0.0,37023
37,24,565,3,0.53,2,0.35,1,0.18,37024
37,25,545,2,0.37,2,0.37,1,0.18,37025
37,26,621,11,1.77,0,0.0,0,0.0,37026
37,27,563,5,0.89,0,0.0,0,0.0,37027
37,28,434,7,1.61,0,0.0,1,0.23,37028
37,29,570,7,1.23,2,0.35,1,0.18,37029
37,30,593,2,0.34,0,0.0,0,0.0,37030
37,31,574,8,1.39,0,0.0,0,0.0,37031
37,32,546,5,0.92,1,0.18,0,0.0,37032
37,33,546,1,0.18,0,0.0,1,0.18,37033
37,34,541,3,0.55,0,0.0,1,0.18,37034
37,35,515,1,0.19,1,0.19,0,0.0,37035
37,36,582,1,0.17,0,0.0,0,0.0,37036
37,37,543,3,0.55,1,0.18,0,0.0,37037
37,38,531,4,0.75,0,0.0,0,0.0,37038
37,39,586,1,0.17,0,0.0,0,0.0,37039
37,40,589,1,0.17,3,0.51,0,0.0,37040
37,41,541,6,1.11,1,0.18,0,0.0,37041
38,1,419,111,26.49,14,3.34,0,0.0,38001
38,2,506,290,57.31,3,0.59,2,0.4,38002
38,3,441,130,29.48,6,1.36,3,0.68,38003
38,4,416,158,37.98,8,1.92,0,0.0,38004
38,5,481,176,36.59,3,0.62,8,1.66,38005
38,6,467,155,33.19,10,2.14,2,0.43,38006
38,7,499,208,41.68,3,0.6,1,0.2,38007
38,8,444,155,34.91,3,0.68,3,0.68,38008
38,9,515,196,38.06,11,2.14,6,1.17,38009
38,10,412,119,28.88,5,1.21,2,0.49,38010
38,11,423,115,27.19,6,1.42,1,0.24,38011
38,12,475,233,49.05,3,0.63,1,0.21,38012
38,13,503,214,42.54,6,1.19,0,0.0,38013
38,14,490,159,32.45,2,0.41,3,0.61,38014
38,15,430,131,30.47,5,1.16,1,0.23,38015
38,16,468,152,32.48,9,1.92,4,0.85,38016
38,17,552,220,39.86,8,1.45,4,0.72,38017
38,18,502,185,36.85,5,1.0,5,1.0,38018
38,19,511,187,36.59,4,0.78,6,1.17,38019
38,20,483,201,41.61,7,1.45,3,0.62,38020
38,21,403,118,29.28,4,0.99,5,1.24,38021
38,22,443,129,29.12,7,1.58,9,2.03,38022
38,23,465,124,26.67,5,1.08,4,0.86,38023
38,24,505,191,37.82,3,0.59,4,0.79,38024
38,25,400,126,31.5,8,2.0,5,1.25,38025
38,26,474,148,31.22,3,0.63,2,0.42,38026
38,27,472,170,36.02,4,0.85,1,0.21,38027
38,28,581,243,41.82,6,1.03,0,0.0,38028
38,29,449,137,30.51,5,1.11,3,0.67,38029
38,30,470,186,39.57,2,0.43,3,0.64,38030
38,31,471,156,33.12,2,0.42,1,0.21,38031
38,32,471,122,25.9,5,1.06,8,1.7,38032
38,33,409,110,26.89,3,0.73,3,0.73,38033
38,34,416,96,23.08,8,1.92,3,0.72,38034
38,35,475,129,27.16,5,1.05,2,0.42,38035
38,36,408,118,28.92,4,0.98,1,0.25,38036
38,37,449,124,27.62,11,2.45,0,0.0,38037
38,38,419,147,35.08,3,0.72,4,0.95,38038
38,39,500,149,29.8,6,1.2,2,0.4,38039
38,40,432,138,31.94,7,1.62,1,0.23,38040
38,41,454,123,27.09,6,1.32,2,0.44,38041
39,1,492,112,22.76,11,2.24,6,1.22,39001
39,2,500,206,41.2,7,1.4,1,0.2,39002
39,3,366,176,48.09,2,0.55,0,0.0,39003
39,4,462,195,42.21,2,0.43,3,0.65,39004
39,5,503,152,30.22,5,0.99,4,0.8,39005
39,6,460,106,23.04,5,1.09,3,0.65,39006
39,7,416,90,21.63,7,1.68,3,0.72,39007
39,8,433,97,22.4,2,0.46,5,1.15,39008
39,9,453,103,22.74,6,1.32,4,0.88,39009
39,10,205,24,11.71,3,1.46,0,0.0,39010
39,11,443,109,24.6,7,1.58,2,0.45,39011
39,12,533,223,41.84,10,1.88,1,0.19,39012
