ward,precinct,total,RICHARD A. DEVINE,RICHARD A. DEVINE Percent,precinct_id
37,34,449,435,96.88,37034
37,35,55,53,96.36,37035
37,36,322,309,95.96,37036
37,37,376,361,96.01,37037
37,38,378,364,96.3,37038
37,39,322,313,97.2,37039
37,40,316,309,97.78,37040
37,41,398,384,96.48,37041
37,42,95,88,92.63,37042
37,43,430,422,98.14,37043
37,44,383,372,97.13,37044
37,45,359,354,98.61,37045
37,46,288,277,96.18,37046
37,47,63,57,90.48,37047
37,48,344,336,97.67,37048
37,49,316,305,96.52,37049
37,50,99,97,97.98,37050
38,1,240,188,78.33,38001
38,2,304,232,76.32,38002
38,3,345,264,76.52,38003
38,4,139,115,82.73,38004
38,5,501,408,81.44,38005
38,6,327,244,74.62,38006
38,7,382,290,75.92,38007
38,8,388,287,73.97,38008
38,9,392,295,75.26,38009
38,10,328,237,72.26,38010
38,11,255,186,72.94,38011
38,12,270,211,78.15,38012
38,13,284,235,82.75,38013
38,14,410,310,75.61,38014
38,15,226,176,77.88,38015
38,16,299,244,81.61,38016
38,17,299,247,82.61,38017
38,18,318,229,72.01,38018
38,19,286,221,77.27,38019
38,20,343,273,79.59,38020
38,21,328,234,71.34,38021
38,22,356,262,73.6,38022
38,23,270,201,74.44,38023
38,24,209,169,80.86,38024
38,25,306,247,80.72,38025
38,26,252,192,76.19,38026
38,27,240,180,75.0,38027
38,28,259,202,77.99,38028
38,29,286,241,84.27,38029
38,30,288,230,79.86,38030
38,31,331,283,85.5,38031
38,32,392,288,73.47,38032
38,33,271,221,81.55,38033
38,34,292,230,78.77,38034
38,35,344,254,73.84,38035
38,36,301,255,84.72,38036
38,37,377,296,78.51,38037
38,38,261,199,76.25,38038
38,39,314,256,81.53,38039
38,40,235,178,75.74,38040
38,41,398,306,76.88,38041
38,42,397,293,73.8,38042
38,43,313,253,80.83,38043
38,44,281,198,70.46,38044
38,45,380,300,78.95,38045
38,46,328,242,73.78,38046
38,47,316,242,76.58,38047
38,48,300,239,79.67,38048
38,49,315,224,71.11,38049
38,50,332,252,75.9,38050
38,51,273,199,72.89,38051
38,52,335,261,77.91,38052
38,53,305,231,75.74,38053
38,54,349,280,80.23,38054
38,55,734,571,77.79,38055
38,56,291,224,76.98,38056
39,1,339,245,72.27,39001
39,2,408,337,82.6,39002
39,3,370,278,75.14,39003
39,4,261,189,72.41,39004
39,5,323,242,74.92,39005
39,6,691,519,75.11,39006
39,7,337,285,84.57,39007
39,8,306,251,82.03,39008
39,9,389,317,81.49,39009
39,10,253,215,84.98,39010
39,11,328,263,80.18,39011
39,12,227,195,85.9,39012
39,13,153,143,93.46,39013
39,14,323,253,78.33,39014
39,15,215,149,69.3,39015
39,16,295,239,81.02,39016
39,17,315,273,86.67,39017
39,18,348,295,84.77,39018
39,19,259,209,80.69,39019
39,20,320,235,73.44,39020
39,21,219,179,81.74,39021
39,22,224,185,82.59,39022
39,23,175,137,78.29,39023
39,24,296,246,83.11,39024
39,25,170,144,84.71,39025
39,26,376,276,73.4,39026
39,27,225,195,86.67,39027
39,28,201,154,76.62,39028
39,29,217,189,87.1,39029
39,30,332,279,84.04,39030
39,31,243,209,86.01,39031
39,32,401,350,87.28,39032
39,33,412,328,79.61,39033
39,34,346,298,86.13,39034
39,35,358,277,77.37,39035
39,36,414,354,85.51,39036
39,37,458,346,75.55,39037
39,38,512,384,75.0,39038
39,39,158,123,77.85,39039
39,40,257,186,72.37,39040
39,41,93,80,86.02,39041
39,42,306,223,72.88,39042
39,43,401,286,71.32,39043
39,44,392,328,83.67,39044
39,45,383,289,75.46,39045
39,46,300,254,84.67,39046
39,47,235,173,73.62,39047
39,48,230,196,85.22,39048
39,49,225,184,81.78,39049
40,1,279,227,81.36,40001
40,2,257,212,82.49,40002
40,3,331,295,89.12,40003
40,4,381,344,90.29,40004
40,5,316,272,86.08,40005
40,6,281,237,84.34,40006
40,7,328,290,88.41,40007
40,8,416,374,89.9,40008
40,9,223,184,82.51,40009
40,10,351,280,79.77,40010
40,11,300,284,94.67,40011
40,12,247,225,91.09,40012
40,13,314,277,88.22,40013
40,14,282,254,90.07,40014
40,15,378,307,81.22,40015
40,16,383,350,91.38,40016
40,17,174,136,78.16,40017
40,18,322,266,82.61,40018
40,19,276,209,75.72,40019
40,20,241,191,79.25,40020
40,21,307,269,87.62,40021
40,22,226,202,89.38,40022
40,23,373,317,84.99,40023
40,24,213,173,81.22,40024
40,25,249,199,79.92,40025
40,26,322,284,88.2,40026
40,27,449,391,87.08,40027
40,28,322,276,85.71,40028
40,29,309,255,82.52,40029
40,30,308,257,83.44,40030
40,31,287,222,77.35,40031
40,32,243,194,79.84,40032
40,33,329,272,82.67,40033
40,34,221,187,84.62,40034
40,35,401,336,83.79,40035
40,36,340,280,82.35,40036
40,37,479,408,85.18,40037
40,38,208,184,88.46,40038
40,39,283,246,86.93,40039
40,40,196,159,81.12,40040
40,41,435,384,88.28,40041
40,42,460,397,86.3,40042
40,43,376,322,85.64,40043
40,44,238,193,81.09,40044
40,45,442,368,83.26,40045
40,46,352,306,86.93,40046
40,47,363,315,86.78,40047
41,1,314,214,68.15,41001
41,2,453,310,68.43,41002
41,3,375,276,73.6,41003
41,4,414,290,70.05,41004
41,5,352,246,69.89,41005
41,6,363,253,69.7,41006
41,7,547,388,70.93,41007
41,8,381,249,65.35,41008
41,9,341,248,72.73,41009
41,10,379,263,69.39,41010
41,11,337,232,68.84,41011
41,12,391,304,77.75,41012
41,13,317,242,76.34,41013
41,14,423,312,73.76,41014
41,15,279,203,72.76,41015
41,16,396,287,72.47,41016
41,17,383,192,50.13,41017
41,18,277,191,68.95,41018
41,19,477,358,75.05,41019
41,20,367,276,75.2,41020
41,21,290,205,70.69,41021
41,22,327,220,67.28,41022
41,23,362,269,74.31,41023
41,24,348,244,70.11,41024
41,25,257,167,64.98,41025
41,26,260,164,63.08,41026
41,27,204,152,74.51,41027
41,28,277,201,72.56,41028
41,29,206,152,73.79,41029
41,30,345,264,76.52,41030
41,31,394,284,72.08,41031
41,32,341,231,67.74,41032
41,33,366,256,69.95,41033
41,34,349,234,67.05,41034
41,35,354,257,72.6,41035
41,36,349,241,69.05,41036
41,37,437,298,68.19,41037
41,38,385,276,71.69,41038
41,39,431,313,72.62,41039
41,40,282,199,70.57,41040
41,41,393,265,67.43,41041
41,42,347,234,67.44,41042
41,43,301,203,67.44,41043
41,44,316,227,71.84,41044
41,45,346,277,80.06,41045
41,46,325,184,56.62,41046
41,47,355,252,70.99,41047
41,48,322,234,72.67,41048
41,49,282,185,65.6,41049
41,50,352,264,75.0,41050
41,51,229,164,71.62,41051
41,52,373,245,65.68,41052
41,53,436,279,63.99,41053
41,54,319,234,73.35,41054
41,55,386,238,61.66,41055
41,56,412,275,66.75,41056
41,57,362,248,68.51,41057
41,58,267,172,64.42,41058
41,59,326,232,71.17,41059
41,60,334,228,68.26,41060
41,61,417,286,68.59,41061
41,62,359,258,71.87,41062
41,63,320,232,72.5,41063
41,64,400,202,50.5,41064
41,65,295,207,70.17,41065
41,66,385,292,75.84,41066
42,1,534,411,76.97,42001
42,2,360,218,60.56,42002
42,3,369,274,74.25,42003
42,4,390,248,63.59,42004
42,5,357,260,72.83,42005
42,6,633,466,73.62,42006
42,7,459,327,71.24,42007
42,8,558,399,71.51,42008
42,9,553,380,68.72,42009
42,10,641,443,69.11,42010
42,11,453,287,63.36,42011
42,12,327,266,81.35,42012
42,13,605,431,71.24,42013
42,14,1008,684,67.86,42014
42,15,499,363,72.75,42015
42,16,753,532,70.65,42016
42,17,376,269,71.54,42017
42,18,256,213,83.2,42018
42,19,629,391,62.16,42019
42,20,292,195,66.78,42020
42,21,345,266,77.1,42021
42,22,232,179,77.16,42022
42,23,506,355,70.16,42023
42,24,521,366,70.25,42024
42,25,399,272,68.17,42025
42,26,528,384,72.73,42026
42,27,504,349,69.25,42027
42,28,408,297,72.79,42028
42,29,432,280,64.81,42029
42,30,653,465,71.21,42030
42,31,244,166,68.03,42031
42,32,335,253,75.52,42032
42,33,450,349,77.56,42033
42,34,400,275,68.75,42034
42,35,283,213,75.27,42035
42,36,703,480,68.28,42036
42,37,410,294,71.71,42037
42,38,509,331,65.03,42038
42,39,443,358,80.81,42039
42,40,262,208,79.39,42040
42,41,353,252,71.39,42041
42,42,433,298,68.82,42042
42,43,443,288,65.01,42043
42,44,505,347,68.71,42044
42,45,399,288,72.18,42045
42,46,276,217,78.62,42046
42,47,243,169,69.55,42047
42,48,231,182,78.79,42048
42,49,314,258,82.17,42049
42,50,429,271,63.17,42050
42,51,372,225,60.48,42051
42,52,248,164,66.13,42052
42,53,249,174,69.88,42053
42,54,355,225,63.38,42054
42,55,452,302,66.81,42055
42,56,349,226,64.76,42056
42,57,159,116,72.96,42057
42,58,514,398,77.43,42058
42,59,284,231,81.34,42059
42,60,328,224,68.29,42060
42,61,249,164,65.86,42061
42,62,287,213,74.22,42062
42,63,356,250,70.22,42063
42,64,195,136,69.74,42064
42,65,415,273,65.78,42065
42,66,338,241,71.3,42066
42,67,341,307,90.03,42067
43,1,462,310,67.1,43001
43,2,362,268,74.03,43002
43,3,490,351,71.63,43003
43,4,374,272,72.73,43004
43,5,502,338,67.33,43005
43,6,382,271,70.94,43006
43,7,403,299,74.19,43007
43,8,424,323,76.18,43008
43,9,428,280,65.42,43009
43,10,380,276,72.63,43010
43,11,372,251,67.47,43011
43,12,532,380,71.43,43012
43,13,300,209,69.67,43013
43,14,304,224,73.68,43014
43,15,408,290,71.08,43015
43,16,445,308,69.21,43016
43,17,591,400,67.68,43017
43,18,117,78,66.67,43018
43,19,511,359,70.25,43019
43,20,570,401,70.35,43020
43,21,355,246,69.3,43021
43,22,321,220,68.54,43022
43,23,386,274,70.98,43023
43,24,371,249,67.12,43024
43,25,411,332,80.78,43025
43,26,347,241,69.45,43026
43,27,384,277,72.14,43027
43,28,444,270,60.81,43028
43,29,302,203,67.22,43029
43,30,313,204,65.18,43030
43,31,428,288,67.29,43031
43,32,337,245,72.7,43032
43,33,423,272,64.3,43033
43,34,369,247,66.94,43034
43,35,556,366,65.83,43035
43,36,429,293,68.3,43036
43,37,362,253,69.89,43037
43,38,396,268,67.68,43038
43,39,410,279,68.05,43039
43,40,446,351,78.7,43040
43,41,431,298,69.14,43041
43,42,352,244,69.32,43042
43,43,459,306,66.67,43043
43,44,562,399,71.0,43044
43,45,421,286,67.93,43045
43,46,527,339,64.33,43046
43,47,456,334,73.25,43047
43,48,534,370,69.29,43048
43,49,330,229,69.39,43049
43,50,330,223,67.58,43050
43,51,364,275,75.55,43051
43,52,732,482,65.85,43052
43,53,419,314,74.94,43053
43,54,274,179,65.33,43054
43,55,279,245,87.81,43055
43,56,395,299,75.7,43056
43,57,303,197,65.02,43057
43,58,412,289,70.15,43058
43,59,375,285,76.0,43059
43,60,291,215,73.88,43060
44,1,382,305,79.84,44001
44,2,391,305,78.01,44002
44,3,406,337,83.0,44003
44,4,427,348,81.5,44004
44,5,618,483,78.16,44005
44,6,558,422,75.63,44006
44,7,502,377,75.1,44007
44,8,619,482,77.87,44008
44,9,687,487,70.89,44009
44,10,563,477,84.72,44010
44,11,493,360,73.02,44011
44,12,380,298,78.42,44012
44,13,566,428,75.62,44013
44,14,603,448,74.3,44014
44,15,612,488,79.74,44015
44,16,557,439,78.82,44016
44,17,547,430,78.61,44017
44,18,207,165,79.71,44018
44,19,384,305,79.43,44019
44,20,739,549,74.29,44020
44,21,617,485,78.61,44021
44,22,311,247,79.42,44022
44,23,511,408,79.84,44023
44,24,482,367,76.14,44024
44,25,506,359,70.95,44025
44,26,453,369,81.46,44026
44,27,682,479,70.23,44027
44,28,394,287,72.84,44028
44,29,651,455,69.89,44029
44,30,520,423,81.35,44030
44,31,635,468,73.7,44031
44,32,343,289,84.26,44032
44,33,715,594,83.08,44033
44,34,380,287,75.53,44034
44,35,389,309,79.43,44035
44,36,404,299,74.01,44036
44,37,645,527,81.71,44037
44,38,658,469,71.28,44038
44,39,723,498,68.88,44039
44,40,532,361,67.86,44040
44,41,602,476,79.07,44041
44,42,495,399,80.61,44042
44,43,593,450,75.89,44043
44,44,615,510,82.93,44044
44,45,613,448,73.08,44045
44,46,353,275,77.9,44046
44,47,488,320,65.57,44047
44,48,341,266,78.01,44048
44,49,389,308,79.18,44049
44,50,495,361,72.93,44050
45,1,259,195,75.29,45001
45,2,354,253,71.47,45002
45,3,444,378,85.14,45003
45,4,378,242,64.02,45004
45,5,233,181,77.68,45005
45,6,333,257,77.18,45006
45,7,353,268,75.92,45007
45,8,351,270,76.92,45008
45,9,381,282,74.02,45009
45,10,464,374,80.6,45010
45,11,381,284,74.54,45011
45,12,417,315,75.54,45012
45,13,396,311,78.54,45013
45,14,414,325,78.5,45014
45,15,373,292,78.28,45015
45,16,381,313,82.15,45016
45,17,331,253,76.44,45017
45,18,340,270,79.41,45018
45,19,443,345,77.88,45019
45,20,326,238,73.01,45020
45,21,390,288,73.85,45021
45,22,314,242,77.07,45022
45,23,302,231,76.49,45023
45,24,490,369,75.31,45024
45,25,304,241,79.28,45025
45,26,349,277,79.37,45026
45,27,391,291,74.42,45027
45,28,418,356,85.17,45028
45,29,357,271,75.91,45029
45,30,381,282,74.02,45030
45,31,335,268,80.0,45031
45,32,364,272,74.73,45032
45,33,421,314,74.58,45033
45,34,318,243,76.42,45034
45,35,387,282,72.87,45035
45,36,460,335,72.83,45036
45,37,340,270,79.41,45037
45,38,411,339,82.48,45038
45,39,413,331,80.15,45039
45,40,336,276,82.14,45040
45,41,332,256,77.11,45041
45,42,325,259,79.69,45042
45,43,317,253,79.81,45043
45,44,384,292,76.04,45044
45,45,311,238,76.53,45045
45,46,386,305,79.02,45046
45,47,376,282,75.0,45047
45,48,374,292,78.07,45048
45,49,354,267,75.42,45049
45,50,378,295,78.04,45050
45,51,389,287,73.78,45051
45,52,368,286,77.72,45052
45,53,344,254,73.84,45053
45,54,396,288,72.73,45054
45,55,322,248,77.02,45055
45,56,361,255,70.64,45056
45,57,382,286,74.87,45057
45,58,243,179,73.66,45058
46,1,611,514,84.12,46001
46,2,377,329,87.27,46002
46,3,561,480,85.56,46003
46,4,328,286,87.2,46004
46,5,535,398,74.39,46005
46,6,342,313,91.52,46006
46,7,638,508,79.62,46007
46,8,478,438,91.63,46008
46,9,434,341,78.57,46009
46,10,634,512,80.76,46010
46,11,503,448,89.07,46011
46,12,416,358,86.06,46012
46,13,742,578,77.9,46013
46,14,329,301,91.49,46014
46,15,516,428,82.95,46015
46,16,633,555,87.68,46016
46,17,606,484,79.87,46017
46,18,459,382,83.22,46018
46,19,436,388,88.99,46019
46,20,443,414,93.45,46020
46,21,176,147,83.52,46021
46,22,318,237,74.53,46022
46,23,307,282,91.86,46023
46,24,540,438,81.11,46024
46,25,326,281,86.2,46025
46,26,414,376,90.82,46026
46,27,644,522,81.06,46027
46,28,613,468,76.35,46028
46,29,381,323,84.78,46029
46,30,489,398,81.39,46030
46,31,508,421,82.87,46031
46,32,540,474,87.78,46032
46,33,480,396,82.5,46033
46,34,570,506,88.77,46034
46,35,382,330,86.39,46035
46,36,456,355,77.85,46036
46,37,622,545,87.62,46037
46,38,249,226,90.76,46038
46,39,515,413,80.19,46039
47,1,210,183,87.14,47001
47,2,488,402,82.38,47002
47,3,380,322,84.74,47003
47,4,456,365,80.04,47004
47,5,375,308,82.13,47005
47,6,498,427,85.74,47006
47,7,462,376,81.39,47007
47,8,546,462,84.62,47008
47,9,441,369,83.67,47009
47,10,516,438,84.88,47010
47,11,613,525,85.64,47011
47,12,471,398,84.5,47012
47,13,542,481,88.75,47013
47,14,470,407,86.6,47014
47,15,465,353,75.91,47015
47,16,283,232,81.98,47016
47,17,391,335,85.68,47017
47,18,446,372,83.41,47018
47,19,404,354,87.62,47019
47,20,477,410,85.95,47020
47,21,310,269,86.77,47021
47,22,315,261,82.86,47022
47,23,199,177,88.94,47023
47,24,324,257,79.32,47024
47,25,405,330,81.48,47025
47,26,645,549,85.12,47026
47,27,433,362,83.6,47027
47,28,506,438,86.56,47028
47,29,531,423,79.66,47029
47,30,300,258,86.0,47030
47,31,484,390,80.58,47031
47,32,647,583,90.11,47032
47,33,385,340,88.31,47033
47,34,490,431,87.96,47034
47,35,492,405,82.32,47035
47,36,500,428,85.6,47036
47,37,559,477,85.33,47037
47,38,433,363,83.83,47038
47,39,417,354,84.89,47039
47,40,345,287,83.19,47040
47,41,291,241,82.82,47041
47,42,395,344,87.09,47042
47,43,603,496,82.26,47043
47,44,437,331,75.74,47044
47,45,386,319,82.64,47045
48,1,448,394,87.95,48001
48,2,326,282,86.5,48002
48,3,450,391,86.89,48003
48,4,461,362,78.52,48004
48,5,313,244,77.96,48005
48,6,475,428,90.11,48006
48,7,464,408,87.93,48007
48,8,319,247,77.43,48008
48,9,355,282,79.44,48009
48,10,319,281,88.09,48010
48,11,503,449,89.26,48011
48,12,334,293,87.72,48012
48,13,306,266,86.93,48013
48,14,433,372,85.91,48014
48,15,294,268,91.16,48015
48,16,377,340,90.19,48016
48,17,361,311,86.15,48017
48,18,296,257,86.82,48018
48,19,328,290,88.41,48019
48,20,387,314,81.14,48020
48,21,484,450,92.98,48021
48,22,465,372,80.0,48022
48,23,343,284,82.8,48023
48,24,282,239,84.75,48024
48,25,409,369,90.22,48025
48,26,420,341,81.19,48026
48,27,225,187,83.11,48027
48,28,314,275,87.58,48028
48,29,286,254,88.81,48029
48,30,268,225,83.96,48030
48,31,414,390,94.2,48031
48,32,451,389,86.25,48032
48,33,284,231,81.34,48033
48,34,425,377,88.71,48034
48,35,448,403,89.96,48035
48,36,279,247,88.53,48036
48,37,408,354,86.76,48037
48,38,381,346,90.81,48038
48,39,279,233,83.51,48039
48,40,379,308,81.27,48040
48,41,285,247,86.67,48041
48,42,443,395,89.16,48042
48,43,377,334,88.59,48043
48,44,390,352,90.26,48044
48,45,293,254,86.69,48045
48,46,307,275,89.58,48046
48,47,288,265,92.01,48047
48,48,275,242,88.0,48048
49,1,352,339,96.31,49001
49,2,357,313,87.68,49002
49,3,403,380,94.29,49003
49,4,304,278,91.45,49004
49,5,414,375,90.58,49005
49,6,411,349,84.91,49006
49,7,323,286,88.54,49007
49,8,302,268,88.74,49008
49,9,362,321,88.67,49009
49,10,459,405,88.24,49010
49,11,396,359,90.66,49011
49,12,305,235,77.05,49012
49,13,370,338,91.35,49013
49,14,378,322,85.19,49014
49,15,384,334,86.98,49015
49,16,355,300,84.51,49016
49,17,174,135,77.59,49017
49,18,359,325,90.53,49018
49,19,347,316,91.07,49019
49,20,431,373,86.54,49020
49,21,421,330,78.38,49021
49,22,354,320,90.4,49022
49,23,431,383,88.86,49023
49,24,465,431,92.69,49024
49,25,313,274,87.54,49025
49,26,507,463,91.32,49026
49,27,431,398,92.34,49027
49,28,413,373,90.31,49028
49,29,259,233,89.96,49029
49,30,347,321,92.51,49030
49,31,377,331,87.8,49031
49,32,353,304,86.12,49032
49,33,296,267,90.2,49033
49,34,339,315,92.92,49034
49,35,338,292,86.39,49035
49,36,258,229,88.76,49036
49,37,236,206,87.29,49037
50,1,339,304,89.68,50001
50,2,374,342,91.44,50002
50,3,319,282,88.4,50003
50,4,348,316,90.8,50004
50,5,415,372,89.64,50005
50,6,282,250,88.65,50006
50,7,413,356,86.2,50007
50,8,406,331,81.53,50008
50,9,293,250,85.32,50009
50,10,326,290,88.96,50010
50,11,335,301,89.85,50011
50,12,233,217,93.13,50012
50,13,270,225,83.33,50013
50,14,186,159,85.48,50014
50,15,395,355,89.87,50015
50,16,204,191,93.63,50016
50,17,319,259,81.19,50017
50,18,277,247,89.17,50018
50,19,347,293,84.44,50019
50,20,398,327,82.16,50020
50,21,381,334,87.66,50021
50,22,366,304,83.06,50022
50,23,231,189,81.82,50023
50,24,323,287,88.85,50024
50,25,387,319,82.43,50025
50,26,280,238,85.0,50026
50,27,176,169,96.02,50027
50,28,345,300,86.96,50028
50,29,388,334,86.08,50029
50,30,308,279,90.58,50030
50,31,166,160,96.39,50031
50,32,318,269,84.59,50032
50,33,254,197,77.56,50033
50,34,377,338,89.66,50034
50,35,438,387,88.36,50035
50,36,376,309,82.18,50036
50,37,407,370,90.91,50037
50,38,212,202,95.28,50038
50,39,298,253,84.9,50039
50,40,324,282,87.04,50040
50,41,415,363,87.47,50041
50,42,444,387,87.16,50042
50,43,387,336,86.82,50043
50,44,348,307,88.22,50044
50,45,365,321,87.95,50045
50,46,330,278,84.24,50046
