ward,precinct,total,JOHN JOSEPH COYNE,JOHN JOSEPH COYNE Percent,SHELVIN LOUISE MARIE HALL,SHELVIN LOUISE MARIE HALL Percent,precinct_id
26,34,294,44,14.97,250,85.03,26034
26,35,232,24,10.34,208,89.66,26035
26,36,312,52,16.67,260,83.33,26036
26,37,272,57,20.96,215,79.04,26037
27,1,1391,482,34.65,909,65.35,27001
27,2,115,4,3.48,111,96.52,27002
27,3,301,7,2.33,294,97.67,27003
27,4,266,24,9.02,242,90.98,27004
27,5,236,161,68.22,75,31.78,27005
27,6,279,3,1.08,276,98.92,27006
27,7,89,9,10.11,80,89.89,27007
27,8,182,6,3.3,176,96.7,27008
27,9,279,25,8.96,254,91.04,27009
27,10,390,6,1.54,384,98.46,27010
27,11,141,3,2.13,138,97.87,27011
27,12,97,2,2.06,95,97.94,27012
27,13,608,147,24.18,461,75.82,27013
27,14,166,5,3.01,161,96.99,27014
27,15,217,7,3.23,210,96.77,27015
27,16,281,73,25.98,208,74.02,27016
27,17,469,65,13.86,404,86.14,27017
27,18,158,47,29.75,111,70.25,27018
27,19,293,16,5.46,277,94.54,27019
27,20,530,83,15.66,447,84.34,27020
27,21,127,1,0.79,126,99.21,27021
27,22,246,7,2.85,239,97.15,27022
27,23,145,4,2.76,141,97.24,27023
27,24,291,8,2.75,283,97.25,27024
27,25,210,6,2.86,204,97.14,27025
27,26,364,5,1.37,359,98.63,27026
27,27,210,6,2.86,204,97.14,27027
27,28,293,71,24.23,222,75.77,27028
27,29,219,2,0.91,217,99.09,27029
27,30,187,35,18.72,152,81.28,27030
27,31,259,7,2.7,252,97.3,27031
27,32,178,30,16.85,148,83.15,27032
27,33,285,43,15.09,242,84.91,27033
27,34,271,5,1.85,266,98.15,27034
27,35,237,36,15.19,201,84.81,27035
27,36,317,8,2.52,309,97.48,27036
27,37,399,127,31.83,272,68.17,27037
27,38,551,201,36.48,350,63.52,27038
27,39,149,3,2.01,146,97.99,27039
27,40,233,10,4.29,223,95.71,27040
27,41,389,118,30.33,271,69.67,27041
27,42,385,134,34.81,251,65.19,27042
27,43,239,3,1.26,236,98.74,27043
27,44,342,5,1.46,337,98.54,27044
27,45,356,7,1.97,349,98.03,27045
27,46,275,6,2.18,269,97.82,27046
27,47,130,2,1.54,128,98.46,27047
27,48,371,9,2.43,362,97.57,27048
27,49,250,7,2.8,243,97.2,27049
27,50,447,135,30.2,312,69.8,27050
27,51,169,5,2.96,164,97.04,27051
27,52,49,4,8.16,45,91.84,27052
27,53,633,215,33.97,418,66.03,27053
27,54,363,125,34.44,238,65.56,27054
27,55,120,31,25.83,89,74.17,27055
28,1,363,6,1.65,357,98.35,28001
28,2,180,2,1.11,178,98.89,28002
28,3,292,5,1.71,287,98.29,28003
28,4,361,11,3.05,350,96.95,28004
28,5,253,5,1.98,248,98.02,28005
28,6,380,5,1.32,375,98.68,28006
28,7,387,8,2.07,379,97.93,28007
28,8,179,2,1.12,177,98.88,28008
28,9,346,3,0.87,343,99.13,28009
28,10,328,1,0.3,327,99.7,28010
28,11,246,3,1.22,243,98.78,28011
28,12,258,2,0.78,256,99.22,28012
28,13,289,7,2.42,282,97.58,28013
28,14,142,14,9.86,128,90.14,28014
28,15,200,5,2.5,195,97.5,28015
28,16,232,5,2.16,227,97.84,28016
28,17,202,3,1.49,199,98.51,28017
28,18,364,10,2.75,354,97.25,28018
28,19,351,4,1.14,347,98.86,28019
28,20,335,3,0.9,332,99.1,28020
28,21,298,4,1.34,294,98.66,28021
28,22,256,3,1.17,253,98.83,28022
28,23,334,5,1.5,329,98.5,28023
28,24,168,3,1.79,165,98.21,28024
28,25,202,6,2.97,196,97.03,28025
28,26,259,4,1.54,255,98.46,28026
28,27,230,6,2.61,224,97.39,28027
28,28,254,4,1.57,250,98.43,28028
28,29,250,6,2.4,244,97.6,28029
28,30,198,5,2.53,193,97.47,28030
28,31,274,3,1.09,271,98.91,28031
28,32,267,8,3.0,259,97.0,28032
28,33,195,6,3.08,189,96.92,28033
28,34,270,4,1.48,266,98.52,28034
28,35,246,5,2.03,241,97.97,28035
28,36,288,0,0.0,288,100.0,28036
28,37,235,8,3.4,227,96.6,28037
28,38,270,8,2.96,262,97.04,28038
28,39,165,7,4.24,158,95.76,28039
28,40,316,3,0.95,313,99.05,28040
28,41,158,2,1.27,156,98.73,28041
28,42,240,2,0.83,238,99.17,28042
28,43,187,4,2.14,183,97.86,28043
28,44,156,4,2.56,152,97.44,28044
28,45,216,4,1.85,212,98.15,28045
28,46,182,6,3.3,176,96.7,28046
28,47,341,2,0.59,339,99.41,28047
28,48,111,2,1.8,109,98.2,28048
28,49,202,2,0.99,200,99.01,28049
28,50,166,4,2.41,162,97.59,28050
28,51,266,7,2.63,259,97.37,28051
28,52,270,4,1.48,266,98.52,28052
28,53,76,8,10.53,68,89.47,28053
28,54,221,3,1.36,218,98.64,28054
28,55,175,4,2.29,171,97.71,28055
28,56,257,7,2.72,250,97.28,28056
28,57,275,11,4.0,264,96.0,28057
28,58,189,3,1.59,186,98.41,28058
28,59,211,4,1.9,207,98.1,28059
28,60,247,5,2.02,242,97.98,28060
28,61,143,3,2.1,140,97.9,28061
29,1,303,1,0.33,302,99.67,29001
29,2,167,34,20.36,133,79.64,29002
29,3,314,8,2.55,306,97.45,29003
29,4,344,11,3.2,333,96.8,29004
29,5,377,7,1.86,370,98.14,29005
29,6,138,33,23.91,105,76.09,29006
29,7,239,41,17.15,198,82.85,29007
29,8,417,7,1.68,410,98.32,29008
29,9,327,14,4.28,313,95.72,29009
29,10,305,3,0.98,302,99.02,29010
29,11,321,9,2.8,312,97.2,29011
29,12,241,10,4.15,231,95.85,29012
29,13,353,9,2.55,344,97.45,29013
29,14,319,5,1.57,314,98.43,29014
29,15,398,8,2.01,390,97.99,29015
29,16,242,2,0.83,240,99.17,29016
29,17,224,33,14.73,191,85.27,29017
29,18,325,6,1.85,319,98.15,29018
29,19,266,4,1.5,262,98.5,29019
29,20,357,10,2.8,347,97.2,29020
29,21,381,8,2.1,373,97.9,29021
29,22,233,45,19.31,188,80.69,29022
29,23,291,5,1.72,286,98.28,29023
29,24,455,11,2.42,444,97.58,29024
29,25,538,10,1.86,528,98.14,29025
29,26,301,6,1.99,295,98.01,29026
29,27,300,4,1.33,296,98.67,29027
29,28,251,2,0.8,249,99.2,29028
29,29,409,14,3.42,395,96.58,29029
29,30,295,7,2.37,288,97.63,29030
29,31,336,4,1.19,332,98.81,29031
29,32,323,6,1.86,317,98.14,29032
29,33,261,3,1.15,258,98.85,29033
29,34,220,35,15.91,185,84.09,29034
29,35,287,5,1.74,282,98.26,29035
29,36,377,8,2.12,369,97.88,29036
29,37,319,8,2.51,311,97.49,29037
29,38,268,3,1.12,265,98.88,29038
29,39,223,37,16.59,186,83.41,29039
29,40,161,5,3.11,156,96.89,29040
29,41,330,8,2.42,322,97.58,29041
29,42,226,4,1.77,222,98.23,29042
29,43,281,4,1.42,277,98.58,29043
29,44,235,9,3.83,226,96.17,29044
29,45,267,4,1.5,263,98.5,29045
29,46,197,5,2.54,192,97.46,29046
29,47,365,19,5.21,346,94.79,29047
29,48,76,10,13.16,66,86.84,29048
29,49,414,8,1.93,406,98.07,29049
29,50,308,7,2.27,301,97.73,29050
29,51,343,9,2.62,334,97.38,29051
29,52,258,38,14.73,220,85.27,29052
29,53,192,34,17.71,158,82.29,29053
29,54,225,50,22.22,175,77.78,29054
29,55,77,0,0.0,77,100.0,29055
29,56,302,4,1.32,298,98.68,29056
30,1,335,105,31.34,230,68.66,30001
30,2,298,97,32.55,201,67.45,30002
30,3,394,89,22.59,305,77.41,30003
30,4,416,89,21.39,327,78.61,30004
30,5,186,51,27.42,135,72.58,30005
30,6,244,62,25.41,182,74.59,30006
30,7,258,68,26.36,190,73.64,30007
30,8,264,67,25.38,197,74.62,30008
30,9,378,77,20.37,301,79.63,30009
30,10,259,49,18.92,210,81.08,30010
30,11,257,58,22.57,199,77.43,30011
30,12,365,122,33.42,243,66.58,30012
30,13,212,45,21.23,167,78.77,30013
30,14,228,57,25.0,171,75.0,30014
30,15,337,104,30.86,233,69.14,30015
30,16,204,50,24.51,154,75.49,30016
30,17,217,25,11.52,192,88.48,30017
30,18,296,49,16.55,247,83.45,30018
30,19,235,34,14.47,201,85.53,30019
30,20,132,19,14.39,113,85.61,30020
30,21,84,11,13.1,73,86.9,30021
30,22,252,58,23.02,194,76.98,30022
30,23,143,36,25.17,107,74.83,30023
30,24,165,33,20.0,132,80.0,30024
30,25,273,60,21.98,213,78.02,30025
30,26,281,48,17.08,233,82.92,30026
30,27,244,60,24.59,184,75.41,30027
30,28,327,74,22.63,253,77.37,30028
30,29,290,74,25.52,216,74.48,30029
30,30,288,48,16.67,240,83.33,30030
30,31,244,58,23.77,186,76.23,30031
30,32,295,80,27.12,215,72.88,30032
30,33,185,32,17.3,153,82.7,30033
30,34,441,89,20.18,352,79.82,30034
30,35,249,74,29.72,175,70.28,30035
30,36,246,68,27.64,178,72.36,30036
30,37,228,52,22.81,176,77.19,30037
30,38,271,61,22.51,210,77.49,30038
30,39,251,68,27.09,183,72.91,30039
30,40,253,58,22.92,195,77.08,30040
30,41,115,18,15.65,97,84.35,30041
30,42,243,52,21.4,191,78.6,30042
30,43,230,50,21.74,180,78.26,30043
30,44,348,105,30.17,243,69.83,30044
30,45,229,41,17.9,188,82.1,30045
31,1,190,18,9.47,172,90.53,31001
31,2,217,47,21.66,170,78.34,31002
31,3,239,22,9.21,217,90.79,31003
31,4,291,47,16.15,244,83.85,31004
31,5,183,33,18.03,150,81.97,31005
31,6,76,12,15.79,64,84.21,31006
31,7,219,38,17.35,181,82.65,31007
31,8,93,12,12.9,81,87.1,31008
31,9,218,36,16.51,182,83.49,31009
31,10,200,20,10.0,180,90.0,31010
31,11,147,32,21.77,115,78.23,31011
31,12,239,41,17.15,198,82.85,31012
31,13,188,35,18.62,153,81.38,31013
31,14,294,57,19.39,237,80.61,31014
31,15,241,34,14.11,207,85.89,31015
31,16,168,13,7.74,155,92.26,31016
31,17,208,22,10.58,186,89.42,31017
31,18,72,17,23.61,55,76.39,31018
31,19,70,0,0.0,70,100.0,31019
31,20,155,17,10.97,138,89.03,31020
31,21,192,30,15.63,162,84.38,31021
31,22,187,20,10.7,167,89.3,31022
31,23,210,41,19.52,169,80.48,31023
31,24,267,37,13.86,230,86.14,31024
31,25,231,25,10.82,206,89.18,31025
31,26,165,23,13.94,142,86.06,31026
31,27,180,30,16.67,150,83.33,31027
31,28,170,20,11.76,150,88.24,31028
31,29,125,16,12.8,109,87.2,31029
31,30,196,42,21.43,154,78.57,31030
31,31,267,57,21.35,210,78.65,31031
31,32,150,36,24.0,114,76.0,31032
31,33,289,56,19.38,233,80.62,31033
31,34,195,27,13.85,168,86.15,31034
31,35,191,22,11.52,169,88.48,31035
31,36,268,41,15.3,227,84.7,31036
31,37,258,38,14.73,220,85.27,31037
31,38,192,30,15.63,162,84.38,31038
31,39,173,22,12.72,151,87.28,31039
31,40,203,21,10.34,182,89.66,31040
31,41,197,19,9.64,178,90.36,31041
31,42,160,19,11.88,141,88.13,31042
31,43,146,17,11.64,129,88.36,31043
31,44,201,30,14.93,171,85.07,31044
31,45,192,26,13.54,166,86.46,31045
32,1,358,63,17.6,295,82.4,32001
32,2,288,57,19.79,231,80.21,32002
32,3,349,75,21.49,274,78.51,32003
32,4,554,134,24.19,420,75.81,32004
32,5,297,59,19.87,238,80.13,32005
32,6,318,91,28.62,227,71.38,32006
32,7,431,164,38.05,267,61.95,32007
32,8,554,239,43.14,315,56.86,32008
32,9,563,139,24.69,424,75.31,32009
32,10,368,121,32.88,247,67.12,32010
32,11,411,77,18.73,334,81.27,32011
32,12,233,37,15.88,196,84.12,32012
32,13,321,114,35.51,207,64.49,32013
32,14,199,30,15.08,169,84.92,32014
32,15,401,121,30.17,280,69.83,32015
32,16,357,63,17.65,294,82.35,32016
32,17,322,64,19.88,258,80.12,32017
32,18,380,146,38.42,234,61.58,32018
32,19,540,134,24.81,406,75.19,32019
32,20,362,131,36.19,231,63.81,32020
32,21,481,131,27.23,350,72.77,32021
32,22,394,90,22.84,304,77.16,32022
32,23,411,145,35.28,266,64.72,32023
32,24,335,94,28.06,241,71.94,32024
32,25,442,114,25.79,328,74.21,32025
32,26,340,66,19.41,274,80.59,32026
32,27,357,135,37.82,222,62.18,32027
32,28,272,63,23.16,209,76.84,32028
32,29,376,63,16.76,313,83.24,32029
32,30,317,93,29.34,224,70.66,32030
32,31,375,91,24.27,284,75.73,32031
32,32,508,196,38.58,312,61.42,32032
32,33,263,80,30.42,183,69.58,32033
32,34,480,132,27.5,348,72.5,32034
32,35,474,84,17.72,390,82.28,32035
32,36,580,163,28.1,417,71.9,32036
32,37,412,125,30.34,287,69.66,32037
32,38,522,137,26.25,385,73.75,32038
32,39,457,165,36.11,292,63.89,32039
32,40,486,152,31.28,334,68.72,32040
32,41,567,193,34.04,374,65.96,32041
32,42,485,126,25.98,359,74.02,32042
32,43,558,217,38.89,341,61.11,32043
32,44,317,72,22.71,245,77.29,32044
32,45,459,122,26.58,337,73.42,32045
32,46,98,26,26.53,72,73.47,32046
32,47,231,79,34.2,152,65.8,32047
32,48,442,180,40.72,262,59.28,32048
33,1,303,56,18.48,247,81.52,33001
33,2,380,63,16.58,317,83.42,33002
33,3,290,55,18.97,235,81.03,33003
33,4,347,69,19.88,278,80.12,33004
33,5,200,29,14.5,171,85.5,33005
33,6,314,65,20.7,249,79.3,33006
33,7,394,87,22.08,307,77.92,33007
33,8,403,68,16.87,335,83.13,33008
33,9,424,69,16.27,355,83.73,33009
33,10,369,80,21.68,289,78.32,33010
33,11,338,98,28.99,240,71.01,33011
33,12,403,84,20.84,319,79.16,33012
33,13,357,67,18.77,290,81.23,33013
33,14,308,53,17.21,255,82.79,33014
33,15,101,20,19.8,81,80.2,33015
33,16,344,80,23.26,264,76.74,33016
33,17,335,59,17.61,276,82.39,33017
33,18,153,34,22.22,119,77.78,33018
33,19,256,66,25.78,190,74.22,33019
33,20,384,76,19.79,308,80.21,33020
33,21,309,63,20.39,246,79.61,33021
33,22,386,69,17.88,317,82.12,33022
33,23,340,63,18.53,277,81.47,33023
33,24,391,84,21.48,307,78.52,33024
33,25,506,91,17.98,415,82.02,33025
33,26,285,48,16.84,237,83.16,33026
33,27,382,54,14.14,328,85.86,33027
33,28,327,74,22.63,253,77.37,33028
33,29,361,70,19.39,291,80.61,33029
33,30,279,57,20.43,222,79.57,33030
33,31,342,64,18.71,278,81.29,33031
33,32,106,26,24.53,80,75.47,33032
33,33,333,63,18.92,270,81.08,33033
33,34,330,61,18.48,269,81.52,33034
33,35,407,69,16.95,338,83.05,33035
33,36,345,62,17.97,283,82.03,33036
33,37,318,64,20.13,254,79.87,33037
33,38,86,32,37.21,54,62.79,33038
34,1,427,3,0.7,424,99.3,34001
34,2,308,2,0.65,306,99.35,34002
34,3,314,6,1.91,308,98.09,34003
34,4,309,5,1.62,304,98.38,34004
34,5,231,4,1.73,227,98.27,34005
34,6,379,6,1.58,373,98.42,34006
34,7,416,5,1.2,411,98.8,34007
34,8,372,3,0.81,369,99.19,34008
34,9,318,5,1.57,313,98.43,34009
34,10,466,9,1.93,457,98.07,34010
34,11,361,3,0.83,358,99.17,34011
34,12,366,5,1.37,361,98.63,34012
34,13,243,6,2.47,237,97.53,34013
34,14,294,6,2.04,288,97.96,34014
34,15,276,1,0.36,275,99.64,34015
34,16,339,12,3.54,327,96.46,34016
34,17,428,9,2.1,419,97.9,34017
34,18,322,2,0.62,320,99.38,34018
34,19,349,6,1.72,343,98.28,34019
34,20,373,6,1.61,367,98.39,34020
34,21,457,9,1.97,448,98.03,34021
34,22,397,3,0.76,394,99.24,34022
34,23,329,11,3.34,318,96.66,34023
34,24,351,4,1.14,347,98.86,34024
34,25,235,4,1.7,231,98.3,34025
34,26,308,5,1.62,303,98.38,34026
34,27,293,6,2.05,287,97.95,34027
34,28,296,8,2.7,288,97.3,34028
34,29,476,5,1.05,471,98.95,34029
34,30,421,9,2.14,412,97.86,34030
34,31,410,4,0.98,406,99.02,34031
34,32,371,8,2.16,363,97.84,34032
34,33,302,9,2.98,293,97.02,34033
34,34,350,2,0.57,348,99.43,34034
34,35,450,5,1.11,445,98.89,34035
34,36,454,5,1.1,449,98.9,34036
34,37,252,7,2.78,245,97.22,34037
34,38,277,5,1.81,272,98.19,34038
34,39,289,5,1.73,284,98.27,34039
34,40,460,5,1.09,455,98.91,34040
34,41,383,4,1.04,379,98.96,34041
34,42,425,6,1.41,419,98.59,34042
34,43,351,3,0.85,348,99.15,34043
34,44,388,10,2.58,378,97.42,34044
34,45,381,7,1.84,374,98.16,34045
34,46,246,1,0.41,245,99.59,34046
34,47,205,2,0.98,203,99.02,34047
34,48,357,5,1.4,352,98.6,34048
34,49,377,4,1.06,373,98.94,34049
34,50,354,5,1.41,349,98.59,34050
34,51,515,10,1.94,505,98.06,34051
34,52,367,5,1.36,362,98.64,34052
34,53,342,2,0.58,340,99.42,34053
34,54,343,6,1.75,337,98.25,34054
34,55,308,5,1.62,303,98.38,34055
34,56,322,4,1.24,318,98.76,34056
34,57,277,2,0.72,275,99.28,34057
34,58,295,8,2.71,287,97.29,34058
34,59,345,3,0.87,342,99.13,34059
34,60,428,7,1.64,421,98.36,34060
34,61,333,7,2.1,326,97.9,34061
35,1,257,54,21.01,203,78.99,35001
35,2,305,69,22.62,236,77.38,35002
35,3,213,26,12.21,187,87.79,35003
35,4,154,29,18.83,125,81.17,35004
35,5,242,42,17.36,200,82.64,35005
35,6,241,60,24.9,181,75.1,35006
35,7,348,57,16.38,291,83.62,35007
35,8,94,18,19.15,76,80.85,35008
35,9,276,39,14.13,237,85.87,35009
35,10,271,39,14.39,232,85.61,35010
35,11,172,36,20.93,136,79.07,35011
35,12,298,33,11.07,265,88.93,35012
35,13,408,72,17.65,336,82.35,35013
35,14,343,55,16.03,288,83.97,35014
35,15,289,48,16.61,241,83.39,35015
35,16,291,42,14.43,249,85.57,35016
35,17,285,50,17.54,235,82.46,35017
35,18,307,50,16.29,257,83.71,35018
35,19,324,50,15.43,274,84.57,35019
35,20,124,16,12.9,108,87.1,35020
35,21,394,74,18.78,320,81.22,35021
35,22,209,22,10.53,187,89.47,35022
35,23,264,35,13.26,229,86.74,35023
35,24,263,28,10.65,235,89.35,35024
35,25,331,55,16.62,276,83.38,35025
35,26,199,22,11.06,177,88.94,35026
35,27,379,82,21.64,297,78.36,35027
35,28,292,37,12.67,255,87.33,35028
35,29,252,45,17.86,207,82.14,35029
35,30,493,78,15.82,415,84.18,35030
35,31,346,54,15.61,292,84.39,35031
35,32,180,32,17.78,148,82.22,35032
35,33,253,68,26.88,185,73.12,35033
35,34,366,44,12.02,322,87.98,35034
35,35,181,30,16.57,151,83.43,35035
36,1,298,65,21.81,233,78.19,36001
36,2,242,60,24.79,182,75.21,36002
36,3,287,27,9.41,260,90.59,36003
36,4,148,28,18.92,120,81.08,36004
36,5,237,83,35.02,154,64.98,36005
36,6,300,55,18.33,245,81.67,36006
36,7,330,124,37.58,206,62.42,36007
36,8,347,124,35.73,223,64.27,36008
36,9,323,107,33.13,216,66.87,36009
36,10,287,92,32.06,195,67.94,36010
36,11,385,121,31.43,264,68.57,36011
36,12,313,106,33.87,207,66.13,36012
36,13,403,76,18.86,327,81.14,36013
36,14,346,64,18.5,282,81.5,36014
36,15,332,111,33.43,221,66.57,36015
36,16,304,66,21.71,238,78.29,36016
36,17,259,118,45.56,141,54.44,36017
36,18,333,141,42.34,192,57.66,36018
36,19,415,9,2.17,406,97.83,36019
36,20,304,87,28.62,217,71.38,36020
36,21,307,58,18.89,249,81.11,36021
36,22,458,118,25.76,340,74.24,36022
36,23,170,20,11.76,150,88.24,36023
36,24,333,31,9.31,302,90.69,36024
36,25,238,73,30.67,165,69.33,36025
36,26,526,15,2.85,511,97.15,36026
36,27,293,113,38.57,180,61.43,36027
36,28,303,114,37.62,189,62.38,36028
36,29,311,90,28.94,221,71.06,36029
36,30,330,129,39.09,201,60.91,36030
36,31,331,108,32.63,223,67.37,36031
36,32,351,100,28.49,251,71.51,36032
36,33,279,63,22.58,216,77.42,36033
36,34,242,95,39.26,147,60.74,36034
36,35,302,77,25.5,225,74.5,36035
36,36,264,69,26.14,195,73.86,36036
36,37,284,99,34.86,185,65.14,36037
36,38,194,48,24.74,146,75.26,36038
36,39,335,107,31.94,228,68.06,36039
36,40,299,100,33.44,199,66.56,36040
36,41,225,52,23.11,173,76.89,36041
36,42,267,84,31.46,183,68.54,36042
36,43,417,9,2.16,408,97.84,36043
36,44,280,66,23.57,214,76.43,36044
36,45,279,67,24.01,212,75.99,36045
36,46,291,120,41.24,171,58.76,36046
36,47,226,79,34.96,147,65.04,36047
36,48,315,123,39.05,192,60.95,36048
36,49,315,112,35.56,203,64.44,36049
36,50,331,84,25.38,247,74.62,36050
36,51,347,68,19.6,279,80.4,36051
36,52,299,83,27.76,216,72.24,36052
36,53,300,93,31.0,207,69.0,36053
36,54,412,51,12.38,361,87.62,36054
36,55,350,90,25.71,260,74.29,36055
36,56,292,89,30.48,203,69.52,36056
37,1,265,3,1.13,262,98.87,37001
37,2,182,13,7.14,169,92.86,37002
37,3,200,8,4.0,192,96.0,37003
37,4,317,4,1.26,313,98.74,37004
37,5,271,1,0.37,270,99.63,37005
37,6,490,7,1.43,483,98.57,37006
37,7,346,6,1.73,340,98.27,37007
37,8,396,14,3.54,382,96.46,37008
37,9,346,9,2.6,337,97.4,37009
37,10,482,21,4.36,461,95.64,37010
37,11,71,1,1.41,70,98.59,37011
37,12,360,14,3.89,346,96.11,37012
37,13,392,10,2.55,382,97.45,37013
37,14,362,2,0.55,360,99.45,37014
37,15,440,4,0.91,436,99.09,37015
37,16,491,10,2.04,481,97.96,37016
37,17,294,9,3.06,285,96.94,37017
37,18,304,7,2.3,297,97.7,37018
37,19,261,11,4.21,250,95.79,37019
37,20,301,5,1.66,296,98.34,37020
37,21,353,6,1.7,347,98.3,37021
37,22,238,8,3.36,230,96.64,37022
37,23,293,8,2.73,285,97.27,37023
37,24,300,6,2.0,294,98.0,37024
37,25,359,5,1.39,354,98.61,37025
37,26,246,6,2.44,240,97.56,37026
37,27,241,5,2.07,236,97.93,37027
37,28,327,11,3.36,316,96.64,37028
37,29,347,6,1.73,341,98.27,37029
37,30,360,8,2.22,352,97.78,37030
37,31,451,10,2.22,441,97.78,37031
37,32,322,4,1.24,318,98.76,37032
37,33,313,4,1.28,309,98.72,37033
37,34,404,9,2.23,395,97.77,37034
37,35,55,4,7.27,51,92.73,37035
37,36,304,9,2.96,295,97.04,37036
37,37,353,4,1.13,349,98.87,37037
37,38,377,12,3.18,365,96.82,37038
37,39,324,4,1.23,320,98.77,37039
37,40,295,4,1.36,291,98.64,37040
37,41,387,7,1.81,380,98.19,37041
37,42,84,5,5.95,79,94.05,37042
37,43,441,7,1.59,434,98.41,37043
37,44,394,7,1.78,387,98.22,37044
37,45,321,3,0.93,318,99.07,37045
37,46,276,3,1.09,273,98.91,37046
37,47,63,4,6.35,59,93.65,37047
37,48,324,7,2.16,317,97.84,37048
37,49,306,10,3.27,296,96.73,37049
37,50,99,1,1.01,98,98.99,37050
38,1,219,65,29.68,154,70.32,38001
38,2,273,92,33.7,181,66.3,38002
38,3,309,114,36.89,195,63.11,38003
38,4,125,38,30.4,87,69.6,38004
38,5,452,118,26.11,334,73.89,38005
38,6,286,93,32.52,193,67.48,38006
38,7,340,122,35.88,218,64.12,38007
38,8,331,126,38.07,205,61.93,38008
38,9,341,114,33.43,227,66.57,38009
38,10,275,103,37.45,172,62.55,38010
38,11,224,86,38.39,138,61.61,38011
38,12,225,65,28.89,160,71.11,38012
38,13,242,64,26.45,178,73.55,38013
38,14,358,127,35.47,231,64.53,38014
38,15,206,71,34.47,135,65.53,38015
38,16,280,79,28.21,201,71.79,38016
38,17,279,63,22.58,216,77.42,38017
38,18,276,126,45.65,150,54.35,38018
38,19,243,78,32.1,165,67.9,38019
38,20,301,81,26.91,220,73.09,38020
38,21,290,118,40.69,172,59.31,38021
38,22,316,128,40.51,188,59.49,38022
38,23,231,70,30.3,161,69.7,38023
38,24,181,40,22.1,141,77.9,38024
38,25,274,63,22.99,211,77.01,38025
38,26,210,70,33.33,140,66.67,38026
38,27,201,68,33.83,133,66.17,38027
38,28,224,72,32.14,152,67.86,38028
38,29,250,63,25.2,187,74.8,38029
38,30,264,84,31.82,180,68.18,38030
38,31,287,58,20.21,229,79.79,38031
38,32,324,125,38.58,199,61.42,38032
38,33,239,66,27.62,173,72.38,38033
38,34,273,80,29.3,193,70.7,38034
38,35,300,110,36.67,190,63.33,38035
38,36,271,78,28.78,193,71.22,38036
38,37,329,97,29.48,232,70.52,38037
38,38,230,75,32.61,155,67.39,38038
38,39,285,75,26.32,210,73.68,38039
38,40,191,72,37.7,119,62.3,38040
38,41,353,113,32.01,240,67.99,38041
38,42,354,141,39.83,213,60.17,38042
38,43,291,97,33.33,194,66.67,38043
38,44,244,107,43.85,137,56.15,38044
38,45,338,105,31.07,233,68.93,38045
38,46,273,93,34.07,180,65.93,38046
38,47,277,90,32.49,187,67.51,38047
38,48,262,85,32.44,177,67.56,38048
38,49,271,102,37.64,169,62.36,38049
38,50,293,99,33.79,194,66.21,38050
38,51,248,90,36.29,158,63.71,38051
38,52,308,92,29.87,216,70.13,38052
38,53,259,77,29.73,182,70.27,38053
38,54,304,94,30.92,210,69.08,38054
38,55,642,221,34.42,421,65.58,38055
38,56,253,95,37.55,158,62.45,38056
39,1,304,142,46.71,162,53.29,39001
39,2,339,86,25.37,253,74.63,39002
39,3,328,134,40.85,194,59.15,39003
39,4,223,93,41.7,130,58.3,39004
39,5,289,96,33.22,193,66.78,39005
39,6,594,208,35.02,386,64.98,39006
39,7,300,76,25.33,224,74.67,39007
39,8,262,79,30.15,183,69.85,39008
39,9,345,102,29.57,243,70.43,39009
39,10,227,50,22.03,177,77.97,39010
39,11,269,81,30.11,188,69.89,39011
39,12,201,41,20.4,160,79.6,39012
39,13,124,21,16.94,103,83.06,39013
39,14,291,60,20.62,231,79.38,39014
39,15,187,95,50.8,92,49.2,39015
39,16,245,74,30.2,171,69.8,39016
39,17,245,56,22.86,189,77.14,39017
39,18,267,62,23.22,205,76.78,39018
39,19,227,67,29.52,160,70.48,39019
39,20,275,129,46.91,146,53.09,39020
39,21,186,40,21.51,146,78.49,39021
39,22,158,34,21.52,124,78.48,39022
39,23,142,61,42.96,81,57.04,39023
39,24,268,46,17.16,222,82.84,39024
39,25,158,37,23.42,121,76.58,39025
39,26,316,139,43.99,177,56.01,39026
39,27,200,34,17.0,166,83.0,39027
39,28,175,85,48.57,90,51.43,39028
39,29,193,41,21.24,152,78.76,39029
39,30,304,70,23.03,234,76.97,39030
39,31,223,35,15.7,188,84.3,39031
39,32,212,60,28.3,152,71.7,39032
39,33,350,105,30.0,245,70.0,39033
39,34,278,70,25.18,208,74.82,39034
39,35,311,92,29.58,219,70.42,39035
39,36,308,87,28.25,221,71.75,39036
39,37,389,167,42.93,222,57.07,39037
39,38,428,182,42.52,246,57.48,39038
39,39,136,40,29.41,96,70.59,39039
39,40,211,93,44.08,118,55.92,39040
39,41,76,20,26.32,56,73.68,39041
39,42,247,109,44.13,138,55.87,39042
39,43,366,118,32.24,248,67.76,39043
39,44,343,77,22.45,266,77.55,39044
39,45,334,107,32.04,227,67.96,39045
39,46,271,58,21.4,213,78.6,39046
39,47,198,86,43.43,112,56.57,39047
39,48,213,41,19.25,172,80.75,39048
39,49,204,57,27.94,147,72.06,39049
40,1,249,50,20.08,199,79.92,40001
40,2,218,56,25.69,162,74.31,40002
40,3,312,43,13.78,269,86.22,40003
