ward,precinct,total,John Kerry and John Edwards,John Kerry and John Edwards Percent,George Bush and Dick Cheney,George Bush and Dick Cheney Percent,M. Badnarik and R. Campagna,M. Badnarik and R. Campagna Percent,precinct_id
19,46,575,267,46.43,306,53.22,2,0.35,19046
19,47,335,257,76.72,77,22.99,1,0.3,19047
19,48,402,384,95.52,18,4.48,0,0.0,19048
19,49,535,451,84.3,83,15.51,1,0.19,19049
19,50,542,522,96.31,19,3.51,1,0.18,19050
19,51,430,201,46.74,227,52.79,2,0.47,19051
19,52,402,199,49.5,201,50.0,2,0.5,19052
19,53,460,235,51.09,220,47.83,5,1.09,19053
19,54,419,193,46.06,223,53.22,3,0.72,19054
19,55,409,202,49.39,206,50.37,1,0.24,19055
19,56,560,378,67.5,177,31.61,5,0.89,19056
19,57,530,383,72.26,140,26.42,7,1.32,19057
19,58,457,206,45.08,248,54.27,3,0.66,19058
19,59,535,259,48.41,274,51.21,2,0.37,19059
19,60,442,415,93.89,24,5.43,3,0.68,19060
19,61,556,324,58.27,228,41.01,4,0.72,19061
19,62,454,295,64.98,157,34.58,2,0.44,19062
19,63,322,250,77.64,72,22.36,0,0.0,19063
19,64,560,462,82.5,94,16.79,4,0.71,19064
19,65,308,244,79.22,63,20.45,1,0.32,19065
19,66,501,483,96.41,17,3.39,1,0.2,19066
19,67,124,79,63.71,44,35.48,1,0.81,19067
20,1,456,447,98.03,8,1.75,1,0.22,20001
20,2,314,308,98.09,6,1.91,0,0.0,20002
20,3,431,418,96.98,13,3.02,0,0.0,20003
20,4,237,200,84.39,37,15.61,0,0.0,20004
20,5,250,238,95.2,8,3.2,4,1.6,20005
20,6,402,391,97.26,7,1.74,4,1.0,20006
20,7,251,250,99.6,1,0.4,0,0.0,20007
20,8,135,112,82.96,22,16.3,1,0.74,20008
20,9,375,363,96.8,10,2.67,2,0.53,20009
20,10,368,355,96.47,12,3.26,1,0.27,20010
20,11,350,344,98.29,5,1.43,1,0.29,20011
20,12,136,134,98.53,2,1.47,0,0.0,20012
20,13,144,138,95.83,5,3.47,1,0.69,20013
20,14,553,537,97.11,16,2.89,0,0.0,20014
20,15,158,114,72.15,42,26.58,2,1.27,20015
20,16,156,149,95.51,5,3.21,2,1.28,20016
20,17,425,413,97.18,12,2.82,0,0.0,20017
20,18,513,502,97.86,11,2.14,0,0.0,20018
20,19,194,190,97.94,4,2.06,0,0.0,20019
20,20,248,243,97.98,3,1.21,2,0.81,20020
20,21,161,134,83.23,27,16.77,0,0.0,20021
20,22,417,407,97.6,8,1.92,2,0.48,20022
20,23,492,482,97.97,10,2.03,0,0.0,20023
20,24,677,656,96.9,20,2.95,1,0.15,20024
20,25,339,332,97.94,5,1.47,2,0.59,20025
20,26,306,293,95.75,13,4.25,0,0.0,20026
20,27,310,301,97.1,7,2.26,2,0.65,20027
20,28,434,424,97.7,9,2.07,1,0.23,20028
20,29,439,428,97.49,9,2.05,2,0.46,20029
20,30,349,340,97.42,9,2.58,0,0.0,20030
20,31,400,388,97.0,11,2.75,1,0.25,20031
20,32,698,673,96.42,23,3.3,2,0.29,20032
20,33,517,503,97.29,10,1.93,4,0.77,20033
20,34,548,515,93.98,29,5.29,4,0.73,20034
20,35,280,276,98.57,4,1.43,0,0.0,20035
20,36,403,395,98.01,8,1.99,0,0.0,20036
20,37,279,271,97.13,7,2.51,1,0.36,20037
20,38,74,71,95.95,3,4.05,0,0.0,20038
20,39,403,387,96.03,14,3.47,2,0.5,20039
20,40,301,290,96.35,10,3.32,1,0.33,20040
20,41,23,18,78.26,5,21.74,0,0.0,20041
20,42,399,389,97.49,9,2.26,1,0.25,20042
20,43,166,146,87.95,19,11.45,1,0.6,20043
20,44,413,400,96.85,12,2.91,1,0.24,20044
20,45,80,79,98.75,1,1.25,0,0.0,20045
20,46,338,334,98.82,3,0.89,1,0.3,20046
20,47,238,229,96.22,9,3.78,0,0.0,20047
20,48,204,200,98.04,4,1.96,0,0.0,20048
20,49,334,316,94.61,17,5.09,1,0.3,20049
20,50,273,270,98.9,3,1.1,0,0.0,20050
20,51,123,109,88.62,11,8.94,3,2.44,20051
20,52,205,200,97.56,5,2.44,0,0.0,20052
20,53,84,82,97.62,2,2.38,0,0.0,20053
20,54,260,253,97.31,6,2.31,1,0.38,20054
20,55,206,200,97.09,5,2.43,1,0.49,20055
21,1,565,549,97.17,16,2.83,0,0.0,21001
21,2,196,192,97.96,3,1.53,1,0.51,21002
21,3,565,550,97.35,15,2.65,0,0.0,21003
21,4,595,573,96.3,20,3.36,2,0.34,21004
21,5,406,395,97.29,10,2.46,1,0.25,21005
21,6,455,444,97.58,9,1.98,2,0.44,21006
21,7,490,475,96.94,15,3.06,0,0.0,21007
21,8,486,469,96.5,16,3.29,1,0.21,21008
21,9,499,482,96.59,16,3.21,1,0.2,21009
21,10,330,323,97.88,4,1.21,3,0.91,21010
21,11,443,431,97.29,12,2.71,0,0.0,21011
21,12,474,460,97.05,13,2.74,1,0.21,21012
21,13,245,238,97.14,7,2.86,0,0.0,21013
21,14,422,410,97.16,12,2.84,0,0.0,21014
21,15,417,405,97.12,11,2.64,1,0.24,21015
21,16,394,384,97.46,10,2.54,0,0.0,21016
21,17,185,175,94.59,8,4.32,2,1.08,21017
21,18,384,371,96.61,11,2.86,2,0.52,21018
21,19,354,342,96.61,10,2.82,2,0.56,21019
21,20,215,211,98.14,4,1.86,0,0.0,21020
21,21,448,425,94.87,23,5.13,0,0.0,21021
21,22,454,432,95.15,19,4.19,3,0.66,21022
21,23,361,344,95.29,16,4.43,1,0.28,21023
21,24,426,416,97.65,6,1.41,4,0.94,21024
21,25,341,333,97.65,7,2.05,1,0.29,21025
21,26,296,295,99.66,0,0.0,1,0.34,21026
21,27,434,425,97.93,8,1.84,1,0.23,21027
21,28,330,323,97.88,7,2.12,0,0.0,21028
21,29,195,189,96.92,5,2.56,1,0.51,21029
21,30,314,307,97.77,7,2.23,0,0.0,21030
21,31,553,536,96.93,17,3.07,0,0.0,21031
21,32,286,280,97.9,6,2.1,0,0.0,21032
21,33,421,406,96.44,15,3.56,0,0.0,21033
21,34,499,488,97.8,9,1.8,2,0.4,21034
21,35,293,283,96.59,10,3.41,0,0.0,21035
21,36,447,444,99.33,3,0.67,0,0.0,21036
21,37,383,371,96.87,12,3.13,0,0.0,21037
21,38,433,423,97.69,10,2.31,0,0.0,21038
21,39,390,373,95.64,14,3.59,3,0.77,21039
21,40,349,341,97.71,5,1.43,3,0.86,21040
21,41,377,359,95.23,16,4.24,2,0.53,21041
21,42,408,390,95.59,15,3.68,3,0.74,21042
21,43,379,371,97.89,7,1.85,1,0.26,21043
21,44,425,409,96.24,14,3.29,2,0.47,21044
21,45,329,307,93.31,21,6.38,1,0.3,21045
21,46,324,316,97.53,7,2.16,1,0.31,21046
21,47,467,449,96.15,18,3.85,0,0.0,21047
21,48,558,547,98.03,11,1.97,0,0.0,21048
21,49,386,376,97.41,10,2.59,0,0.0,21049
21,50,399,382,95.74,14,3.51,3,0.75,21050
21,51,466,455,97.64,10,2.15,1,0.21,21051
21,52,503,488,97.02,13,2.58,2,0.4,21052
21,53,382,364,95.29,17,4.45,1,0.26,21053
21,54,343,337,98.25,4,1.17,2,0.58,21054
21,55,460,441,95.87,19,4.13,0,0.0,21055
21,56,320,318,99.38,2,0.63,0,0.0,21056
21,57,443,435,98.19,8,1.81,0,0.0,21057
21,58,316,312,98.73,4,1.27,0,0.0,21058
21,59,516,499,96.71,14,2.71,3,0.58,21059
21,60,415,386,93.01,27,6.51,2,0.48,21060
21,61,499,487,97.6,11,2.2,1,0.2,21061
21,62,413,408,98.79,5,1.21,0,0.0,21062
21,63,400,389,97.25,10,2.5,1,0.25,21063
21,64,252,249,98.81,3,1.19,0,0.0,21064
21,65,355,338,95.21,17,4.79,0,0.0,21065
21,66,323,318,98.45,5,1.55,0,0.0,21066
21,67,385,379,98.44,6,1.56,0,0.0,21067
21,68,437,428,97.94,9,2.06,0,0.0,21068
21,69,353,344,97.45,8,2.27,1,0.28,21069
21,70,297,287,96.63,7,2.36,3,1.01,21070
21,71,319,305,95.61,13,4.08,1,0.31,21071
21,72,385,375,97.4,9,2.34,1,0.26,21072
21,73,594,579,97.47,14,2.36,1,0.17,21073
21,74,203,193,95.07,9,4.43,1,0.49,21074
21,75,324,314,96.91,10,3.09,0,0.0,21075
21,76,458,451,98.47,7,1.53,0,0.0,21076
22,1,228,201,88.16,25,10.96,2,0.88,22001
22,2,194,158,81.44,35,18.04,1,0.52,22002
22,3,239,207,86.61,32,13.39,0,0.0,22003
22,4,277,236,85.2,40,14.44,1,0.36,22004
22,5,308,263,85.39,45,14.61,0,0.0,22005
22,6,254,220,86.61,34,13.39,0,0.0,22006
22,7,337,326,96.74,10,2.97,1,0.3,22007
22,8,241,208,86.31,32,13.28,1,0.41,22008
22,9,304,265,87.17,39,12.83,0,0.0,22009
22,10,274,236,86.13,36,13.14,2,0.73,22010
22,11,277,237,85.56,37,13.36,3,1.08,22011
22,12,214,182,85.05,32,14.95,0,0.0,22012
22,13,308,262,85.06,46,14.94,0,0.0,22013
22,14,213,184,86.38,27,12.68,2,0.94,22014
22,15,254,218,85.83,35,13.78,1,0.39,22015
22,16,308,266,86.36,42,13.64,0,0.0,22016
22,17,266,224,84.21,40,15.04,2,0.75,22017
22,18,268,226,84.33,41,15.3,1,0.37,22018
22,19,283,273,96.47,10,3.53,0,0.0,22019
22,20,314,259,82.48,53,16.88,2,0.64,22020
22,21,379,367,96.83,12,3.17,0,0.0,22021
22,22,243,210,86.42,33,13.58,0,0.0,22022
22,23,190,173,91.05,17,8.95,0,0.0,22023
22,24,217,190,87.56,25,11.52,2,0.92,22024
22,25,226,194,85.84,32,14.16,0,0.0,22025
22,26,219,195,89.04,21,9.59,3,1.37,22026
22,27,256,222,86.72,31,12.11,3,1.17,22027
22,28,203,170,83.74,32,15.76,1,0.49,22028
22,29,207,180,86.96,26,12.56,1,0.48,22029
22,30,309,259,83.82,46,14.89,4,1.29,22030
23,1,392,210,53.57,179,45.66,3,0.77,23001
23,2,476,305,64.08,169,35.5,2,0.42,23002
23,3,390,190,48.72,199,51.03,1,0.26,23003
23,4,420,237,56.43,180,42.86,3,0.71,23004
23,5,382,280,73.3,100,26.18,2,0.52,23005
23,6,444,291,65.54,149,33.56,4,0.9,23006
23,7,322,319,99.07,2,0.62,1,0.31,23007
23,8,459,285,62.09,172,37.47,2,0.44,23008
23,9,413,307,74.33,104,25.18,2,0.48,23009
23,10,408,305,74.75,101,24.75,2,0.49,23010
23,11,457,221,48.36,234,51.2,2,0.44,23011
23,12,393,183,46.56,208,52.93,2,0.51,23012
23,13,476,261,54.83,215,45.17,0,0.0,23013
23,14,264,258,97.73,4,1.52,2,0.76,23014
23,15,418,217,51.91,198,47.37,3,0.72,23015
23,16,437,260,59.5,176,40.27,1,0.23,23016
23,17,470,263,55.96,207,44.04,0,0.0,23017
23,18,337,183,54.3,153,45.4,1,0.3,23018
23,19,365,204,55.89,160,43.84,1,0.27,23019
23,20,352,174,49.43,175,49.72,3,0.85,23020
23,21,391,367,93.86,23,5.88,1,0.26,23021
23,22,460,260,56.52,191,41.52,9,1.96,23022
23,23,399,209,52.38,186,46.62,4,1.0,23023
23,24,295,222,75.25,72,24.41,1,0.34,23024
23,25,344,233,67.73,109,31.69,2,0.58,23025
23,26,428,205,47.9,220,51.4,3,0.7,23026
23,27,361,213,59.0,147,40.72,1,0.28,23027
23,28,428,253,59.11,169,39.49,6,1.4,23028
23,29,349,271,77.65,77,22.06,1,0.29,23029
23,30,396,236,59.6,156,39.39,4,1.01,23030
23,31,420,305,72.62,113,26.9,2,0.48,23031
23,32,441,317,71.88,117,26.53,7,1.59,23032
23,33,398,253,63.57,144,36.18,1,0.25,23033
23,34,382,236,61.78,140,36.65,6,1.57,23034
23,35,311,303,97.43,8,2.57,0,0.0,23035
23,36,543,271,49.91,266,48.99,6,1.1,23036
23,37,282,277,98.23,4,1.42,1,0.35,23037
23,38,327,197,60.24,130,39.76,0,0.0,23038
23,39,401,234,58.35,165,41.15,2,0.5,23039
23,40,409,216,52.81,193,47.19,0,0.0,23040
23,41,411,226,54.99,184,44.77,1,0.24,23041
23,42,350,197,56.29,152,43.43,1,0.29,23042
23,43,492,268,54.47,224,45.53,0,0.0,23043
23,44,389,232,59.64,156,40.1,1,0.26,23044
23,45,474,260,54.85,212,44.73,2,0.42,23045
23,46,439,263,59.91,173,39.41,3,0.68,23046
23,47,475,251,52.84,223,46.95,1,0.21,23047
23,48,311,174,55.95,137,44.05,0,0.0,23048
23,49,465,223,47.96,240,51.61,2,0.43,23049
23,50,304,210,69.08,92,30.26,2,0.66,23050
23,51,335,221,65.97,110,32.84,4,1.19,23051
23,52,465,273,58.71,187,40.22,5,1.08,23052
23,53,295,205,69.49,87,29.49,3,1.02,23053
23,54,543,294,54.14,248,45.67,1,0.18,23054
23,55,406,229,56.4,174,42.86,3,0.74,23055
23,56,366,180,49.18,183,50.0,3,0.82,23056
24,1,291,282,96.91,9,3.09,0,0.0,24001
24,2,419,398,94.99,19,4.53,2,0.48,24002
24,3,367,352,95.91,15,4.09,0,0.0,24003
24,4,359,349,97.21,7,1.95,3,0.84,24004
24,5,353,341,96.6,11,3.12,1,0.28,24005
24,6,366,357,97.54,9,2.46,0,0.0,24006
24,7,341,336,98.53,5,1.47,0,0.0,24007
24,8,347,334,96.25,12,3.46,1,0.29,24008
24,9,362,342,94.48,19,5.25,1,0.28,24009
24,10,314,308,98.09,6,1.91,0,0.0,24010
24,11,247,245,99.19,2,0.81,0,0.0,24011
24,12,333,326,97.9,7,2.1,0,0.0,24012
24,13,311,307,98.71,4,1.29,0,0.0,24013
24,14,536,514,95.9,17,3.17,5,0.93,24014
24,15,343,333,97.08,9,2.62,1,0.29,24015
24,16,308,297,96.43,10,3.25,1,0.32,24016
24,17,362,346,95.58,16,4.42,0,0.0,24017
24,18,290,286,98.62,3,1.03,1,0.34,24018
24,19,281,268,95.37,12,4.27,1,0.36,24019
24,20,396,384,96.97,10,2.53,2,0.51,24020
24,21,302,297,98.34,4,1.32,1,0.33,24021
24,22,362,352,97.24,9,2.49,1,0.28,24022
24,23,407,401,98.53,5,1.23,1,0.25,24023
24,24,314,312,99.36,2,0.64,0,0.0,24024
24,25,362,348,96.13,14,3.87,0,0.0,24025
24,26,463,449,96.98,12,2.59,2,0.43,24026
24,27,254,234,92.13,17,6.69,3,1.18,24027
24,28,394,389,98.73,5,1.27,0,0.0,24028
24,29,412,403,97.82,7,1.7,2,0.49,24029
24,30,349,343,98.28,5,1.43,1,0.29,24030
24,31,370,357,96.49,13,3.51,0,0.0,24031
24,32,378,357,94.44,19,5.03,2,0.53,24032
24,33,284,279,98.24,4,1.41,1,0.35,24033
24,34,327,321,98.17,4,1.22,2,0.61,24034
24,35,484,476,98.35,7,1.45,1,0.21,24035
24,36,317,312,98.42,5,1.58,0,0.0,24036
24,37,366,352,96.17,12,3.28,2,0.55,24037
24,38,355,340,95.77,14,3.94,1,0.28,24038
24,39,356,345,96.91,10,2.81,1,0.28,24039
24,40,420,402,95.71,17,4.05,1,0.24,24040
24,41,303,295,97.36,8,2.64,0,0.0,24041
24,42,285,283,99.3,2,0.7,0,0.0,24042
24,43,486,472,97.12,13,2.67,1,0.21,24043
24,44,116,111,95.69,5,4.31,0,0.0,24044
24,45,346,342,98.84,3,0.87,1,0.29,24045
24,46,425,414,97.41,10,2.35,1,0.24,24046
24,47,335,330,98.51,4,1.19,1,0.3,24047
24,48,177,174,98.31,3,1.69,0,0.0,24048
24,49,506,489,96.64,14,2.77,3,0.59,24049
24,50,517,504,97.49,12,2.32,1,0.19,24050
24,51,518,508,98.07,10,1.93,0,0.0,24051
24,52,315,309,98.1,3,0.95,3,0.95,24052
24,53,338,324,95.86,14,4.14,0,0.0,24053
24,54,360,356,98.89,4,1.11,0,0.0,24054
24,55,199,193,96.98,6,3.02,0,0.0,24055
24,56,400,385,96.25,15,3.75,0,0.0,24056
24,57,322,283,87.89,39,12.11,0,0.0,24057
24,58,336,323,96.13,10,2.98,3,0.89,24058
24,59,217,214,98.62,3,1.38,0,0.0,24059
25,1,335,255,76.12,78,23.28,2,0.6,25001
25,2,508,433,85.24,72,14.17,3,0.59,25002
25,3,308,255,82.79,49,15.91,4,1.3,25003
25,4,511,375,73.39,133,26.03,3,0.59,25004
25,5,410,301,73.41,103,25.12,6,1.46,25005
25,6,317,267,84.23,47,14.83,3,0.95,25006
25,7,366,316,86.34,48,13.11,2,0.55,25007
25,8,417,353,84.65,62,14.87,2,0.48,25008
25,9,502,417,83.07,82,16.33,3,0.6,25009
25,10,243,212,87.24,28,11.52,3,1.23,25010
25,11,403,343,85.11,57,14.14,3,0.74,25011
25,12,423,360,85.11,61,14.42,2,0.47,25012
25,13,477,404,84.7,71,14.88,2,0.42,25013
25,14,375,247,65.87,127,33.87,1,0.27,25014
25,15,384,315,82.03,68,17.71,1,0.26,25015
25,16,277,222,80.14,55,19.86,0,0.0,25016
25,17,563,471,83.66,86,15.28,6,1.07,25017
25,18,605,487,80.5,113,18.68,5,0.83,25018
25,19,460,391,85.0,69,15.0,0,0.0,25019
25,20,436,367,84.17,68,15.6,1,0.23,25020
25,21,345,226,65.51,118,34.2,1,0.29,25021
25,22,228,184,80.7,43,18.86,1,0.44,25022
25,23,456,401,87.94,51,11.18,4,0.88,25023
25,24,467,412,88.22,54,11.56,1,0.21,25024
25,25,554,384,69.31,161,29.06,9,1.62,25025
25,26,388,264,68.04,120,30.93,4,1.03,25026
25,27,383,270,70.5,108,28.2,5,1.31,25027
25,28,529,354,66.92,170,32.14,5,0.95,25028
25,29,379,288,75.99,90,23.75,1,0.26,25029
25,30,404,344,85.15,53,13.12,7,1.73,25030
25,31,297,252,84.85,43,14.48,2,0.67,25031
26,1,247,194,78.54,51,20.65,2,0.81,26001
26,2,288,242,84.03,44,15.28,2,0.69,26002
26,3,248,204,82.26,43,17.34,1,0.4,26003
26,4,194,151,77.84,42,21.65,1,0.52,26004
26,5,352,300,85.23,49,13.92,3,0.85,26005
26,6,154,127,82.47,24,15.58,3,1.95,26006
26,7,165,125,75.76,39,23.64,1,0.61,26007
26,8,221,181,81.9,37,16.74,3,1.36,26008
26,9,200,165,82.5,34,17.0,1,0.5,26009
26,10,174,153,87.93,21,12.07,0,0.0,26010
26,11,268,199,74.25,67,25.0,2,0.75,26011
26,12,173,149,86.13,21,12.14,3,1.73,26012
26,13,255,191,74.9,61,23.92,3,1.18,26013
26,14,236,190,80.51,45,19.07,1,0.42,26014
26,15,241,199,82.57,41,17.01,1,0.41,26015
26,16,199,169,84.92,29,14.57,1,0.5,26016
26,17,221,136,61.54,81,36.65,4,1.81,26017
26,18,166,136,81.93,30,18.07,0,0.0,26018
26,19,387,325,83.98,58,14.99,4,1.03,26019
26,20,376,317,84.31,55,14.63,4,1.06,26020
26,21,341,283,82.99,55,16.13,3,0.88,26021
26,22,220,182,82.73,38,17.27,0,0.0,26022
26,23,234,197,84.19,36,15.38,1,0.43,26023
26,24,225,179,79.56,45,20.0,1,0.44,26024
26,25,135,120,88.89,14,10.37,1,0.74,26025
26,26,208,167,80.29,41,19.71,0,0.0,26026
26,27,217,172,79.26,43,19.82,2,0.92,26027
26,28,244,206,84.43,38,15.57,0,0.0,26028
26,29,265,227,85.66,36,13.58,2,0.75,26029
26,30,275,225,81.82,49,17.82,1,0.36,26030
26,31,281,236,83.99,44,15.66,1,0.36,26031
26,32,313,233,74.44,79,25.24,1,0.32,26032
26,33,162,106,65.43,55,33.95,1,0.62,26033
26,34,281,237,84.34,40,14.23,4,1.42,26034
26,35,282,221,78.37,61,21.63,0,0.0,26035
26,36,233,204,87.55,27,11.59,2,0.86,26036
26,37,153,113,73.86,40,26.14,0,0.0,26037
26,38,214,206,96.26,8,3.74,0,0.0,26038
26,39,237,210,88.61,26,10.97,1,0.42,26039
26,40,142,126,88.73,16,11.27,0,0.0,26040
26,41,213,192,90.14,20,9.39,1,0.47,26041
26,42,221,168,76.02,51,23.08,2,0.9,26042
26,43,212,165,77.83,47,22.17,0,0.0,26043
26,44,182,153,84.07,28,15.38,1,0.55,26044
26,45,282,236,83.69,43,15.25,3,1.06,26045
26,46,375,261,69.6,111,29.6,3,0.8,26046
26,47,165,128,77.58,35,21.21,2,1.21,26047
26,48,351,309,88.03,40,11.4,2,0.57,26048
26,49,188,164,87.23,23,12.23,1,0.53,26049
26,50,166,126,75.9,35,21.08,5,3.01,26050
26,51,229,190,82.97,38,16.59,1,0.44,26051
26,52,153,139,90.85,14,9.15,0,0.0,26052
26,53,199,165,82.91,34,17.09,0,0.0,26053
26,54,203,163,80.3,39,19.21,1,0.49,26054
26,55,155,133,85.81,22,14.19,0,0.0,26055
26,56,290,251,86.55,37,12.76,2,0.69,26056
26,57,187,148,79.14,39,20.86,0,0.0,26057
26,58,197,173,87.82,23,11.68,1,0.51,26058
26,59,238,202,84.87,35,14.71,1,0.42,26059
26,60,219,179,81.74,37,16.89,3,1.37,26060
26,61,153,123,80.39,30,19.61,0,0.0,26061
26,62,284,236,83.1,47,16.55,1,0.35,26062
26,63,108,76,70.37,32,29.63,0,0.0,26063
27,1,452,290,64.16,158,34.96,4,0.88,27001
27,2,337,325,96.44,12,3.56,0,0.0,27002
27,3,348,342,98.28,6,1.72,0,0.0,27003
27,4,351,306,87.18,41,11.68,4,1.14,27004
27,5,144,91,63.19,52,36.11,1,0.69,27005
27,6,314,305,97.13,9,2.87,0,0.0,27006
27,7,484,333,68.8,150,30.99,1,0.21,27007
27,8,143,132,92.31,11,7.69,0,0.0,27008
27,9,456,421,92.32,34,7.46,1,0.22,27009
27,10,495,475,95.96,18,3.64,2,0.4,27010
27,11,214,207,96.73,7,3.27,0,0.0,27011
27,12,329,200,60.79,129,39.21,0,0.0,27012
27,13,137,111,81.02,25,18.25,1,0.73,27013
27,14,209,203,97.13,6,2.87,0,0.0,27014
27,15,277,249,89.89,27,9.75,1,0.36,27015
27,16,275,169,61.45,104,37.82,2,0.73,27016
27,17,456,302,66.23,151,33.11,3,0.66,27017
27,18,218,142,65.14,73,33.49,3,1.38,27018
27,19,433,407,94.0,24,5.54,2,0.46,27019
27,20,549,536,97.63,11,2.0,2,0.36,27020
27,21,174,170,97.7,3,1.72,1,0.57,27021
27,22,356,344,96.63,11,3.09,1,0.28,27022
27,23,144,133,92.36,10,6.94,1,0.69,27023
27,24,395,386,97.72,9,2.28,0,0.0,27024
27,25,290,277,95.52,13,4.48,0,0.0,27025
27,26,269,256,95.17,13,4.83,0,0.0,27026
27,27,195,188,96.41,7,3.59,0,0.0,27027
27,28,322,213,66.15,107,33.23,2,0.62,27028
27,29,313,300,95.85,13,4.15,0,0.0,27029
27,30,229,218,95.2,10,4.37,1,0.44,27030
27,31,314,303,96.5,10,3.18,1,0.32,27031
27,32,274,242,88.32,30,10.95,2,0.73,27032
27,33,335,301,89.85,33,9.85,1,0.3,27033
27,34,260,248,95.38,11,4.23,1,0.38,27034
27,35,747,605,80.99,137,18.34,5,0.67,27035
27,36,319,288,90.28,27,8.46,4,1.25,27036
27,37,159,140,88.05,19,11.95,0,0.0,27037
27,38,425,350,82.35,68,16.0,7,1.65,27038
27,39,219,214,97.72,3,1.37,2,0.91,27039
27,40,289,281,97.23,7,2.42,1,0.35,27040
27,41,577,437,75.74,136,23.57,4,0.69,27041
27,42,313,212,67.73,101,32.27,0,0.0,27042
27,43,386,385,99.74,1,0.26,0,0.0,27043
27,44,317,311,98.11,5,1.58,1,0.32,27044
27,45,323,317,98.14,5,1.55,1,0.31,27045
27,46,301,286,95.02,13,4.32,2,0.66,27046
27,47,303,290,95.71,12,3.96,1,0.33,27047
27,48,321,313,97.51,8,2.49,0,0.0,27048
27,49,357,343,96.08,14,3.92,0,0.0,27049
27,50,646,468,72.45,171,26.47,7,1.08,27050
27,51,244,240,98.36,3,1.23,1,0.41,27051
27,52,83,79,95.18,4,4.82,0,0.0,27052
27,53,198,177,89.39,21,10.61,0,0.0,27053
27,54,650,444,68.31,200,30.77,6,0.92,27054
27,55,176,131,74.43,45,25.57,0,0.0,27055
27,56,307,248,80.78,55,17.92,4,1.3,27056
27,57,359,259,72.14,99,27.58,1,0.28,27057
27,58,320,259,80.94,60,18.75,1,0.31,27058
27,59,450,387,86.0,55,12.22,8,1.78,27059
27,60,392,389,99.23,3,0.77,0,0.0,27060
27,61,89,87,97.75,1,1.12,1,1.12,27061
27,62,309,298,96.44,10,3.24,1,0.32,27062
27,63,386,374,96.89,11,2.85,1,0.26,27063
27,64,336,332,98.81,3,0.89,1,0.3,27064
27,65,77,75,97.4,2,2.6,0,0.0,27065
27,66,136,136,100.0,0,0.0,0,0.0,27066
28,1,364,353,96.98,11,3.02,0,0.0,28001
28,2,177,172,97.18,3,1.69,2,1.13,28002
28,3,227,220,96.92,6,2.64,1,0.44,28003
28,4,415,405,97.59,10,2.41,0,0.0,28004
28,5,438,417,95.21,20,4.57,1,0.23,28005
28,6,301,295,98.01,6,1.99,0,0.0,28006
28,7,354,344,97.18,8,2.26,2,0.56,28007
28,8,212,202,95.28,10,4.72,0,0.0,28008
28,9,228,222,97.37,6,2.63,0,0.0,28009
28,10,82,82,100.0,0,0.0,0,0.0,28010
28,11,289,283,97.92,5,1.73,1,0.35,28011
28,12,345,337,97.68,8,2.32,0,0.0,28012
28,13,340,333,97.94,7,2.06,0,0.0,28013
28,14,254,244,96.06,8,3.15,2,0.79,28014
28,15,229,223,97.38,6,2.62,0,0.0,28015
28,16,340,328,96.47,12,3.53,0,0.0,28016
28,17,296,275,92.91,19,6.42,2,0.68,28017
28,18,440,432,98.18,7,1.59,1,0.23,28018
28,19,437,422,96.57,15,3.43,0,0.0,28019
28,20,348,336,96.55,10,2.87,2,0.57,28020
28,21,396,389,98.23,5,1.26,2,0.51,28021
28,22,310,297,95.81,13,4.19,0,0.0,28022
28,23,404,389,96.29,14,3.47,1,0.25,28023
28,24,263,248,94.3,12,4.56,3,1.14,28024
28,25,264,253,95.83,11,4.17,0,0.0,28025
28,26,345,330,95.65,14,4.06,1,0.29,28026
28,27,300,296,98.67,4,1.33,0,0.0,28027
28,28,262,251,95.8,11,4.2,0,0.0,28028
28,29,279,245,87.81,33,11.83,1,0.36,28029
28,30,233,223,95.71,8,3.43,2,0.86,28030
28,31,302,295,97.68,7,2.32,0,0.0,28031
28,32,362,342,94.48,19,5.25,1,0.28,28032
28,33,218,212,97.25,5,2.29,1,0.46,28033
28,34,60,50,83.33,10,16.67,0,0.0,28034
28,35,244,237,97.13,7,2.87,0,0.0,28035
28,36,290,275,94.83,15,5.17,0,0.0,28036
28,37,375,363,96.8,12,3.2,0,0.0,28037
28,38,149,120,80.54,26,17.45,3,2.01,28038
28,39,85,77,90.59,7,8.24,1,1.18,28039
28,40,356,350,98.31,6,1.69,0,0.0,28040
28,41,136,133,97.79,1,0.74,2,1.47,28041
28,42,282,269,95.39,12,4.26,1,0.35,28042
28,43,224,218,97.32,6,2.68,0,0.0,28043
28,44,234,232,99.15,2,0.85,0,0.0,28044
28,45,249,245,98.39,3,1.2,1,0.4,28045
28,46,227,224,98.68,1,0.44,2,0.88,28046
28,47,263,257,97.72,6,2.28,0,0.0,28047
28,48,278,270,97.12,7,2.52,1,0.36,28048
28,49,248,242,97.58,6,2.42,0,0.0,28049
28,50,247,243,98.38,3,1.21,1,0.4,28050
28,51,308,297,96.43,11,3.57,0,0.0,28051
28,52,303,292,96.37,10,3.3,1,0.33,28052
28,53,166,160,96.39,6,3.61,0,0.0,28053
28,54,287,276,96.17,10,3.48,1,0.35,28054
28,55,336,321,95.54,14,4.17,1,0.3,28055
28,56,301,291,96.68,7,2.33,3,1.0,28056
