ward,precinct,total,Barack Obama,Barack Obama Percent,Alan Keyes,Alan Keyes Percent,Jerry Kohn,Jerry Kohn Percent,Albert J. Franzen,Albert J. Franzen Percent,precinct_id
23,54,533,371,69.61,141,26.45,14,2.63,7,1.31,23054
23,55,399,280,70.18,105,26.32,7,1.75,7,1.75,23055
23,56,359,221,61.56,128,35.65,5,1.39,5,1.39,23056
24,1,287,275,95.82,11,3.83,0,0.0,1,0.35,24001
24,2,421,397,94.3,16,3.8,7,1.66,1,0.24,24002
24,3,362,344,95.03,15,4.14,2,0.55,1,0.28,24003
24,4,361,345,95.57,10,2.77,5,1.39,1,0.28,24004
24,5,348,333,95.69,12,3.45,3,0.86,0,0.0,24005
24,6,365,350,95.89,15,4.11,0,0.0,0,0.0,24006
24,7,339,332,97.94,6,1.77,1,0.29,0,0.0,24007
24,8,347,331,95.39,12,3.46,2,0.58,2,0.58,24008
24,9,361,342,94.74,15,4.16,4,1.11,0,0.0,24009
24,10,313,302,96.49,9,2.88,2,0.64,0,0.0,24010
24,11,243,234,96.3,6,2.47,3,1.23,0,0.0,24011
24,12,324,308,95.06,10,3.09,5,1.54,1,0.31,24012
24,13,307,296,96.42,7,2.28,4,1.3,0,0.0,24013
24,14,526,489,92.97,33,6.27,3,0.57,1,0.19,24014
24,15,334,317,94.91,15,4.49,2,0.6,0,0.0,24015
24,16,305,288,94.43,15,4.92,2,0.66,0,0.0,24016
24,17,363,346,95.32,17,4.68,0,0.0,0,0.0,24017
24,18,288,280,97.22,5,1.74,2,0.69,1,0.35,24018
24,19,277,262,94.58,12,4.33,3,1.08,0,0.0,24019
24,20,392,376,95.92,14,3.57,1,0.26,1,0.26,24020
24,21,298,288,96.64,7,2.35,3,1.01,0,0.0,24021
24,22,361,351,97.23,7,1.94,1,0.28,2,0.55,24022
24,23,387,372,96.12,9,2.33,4,1.03,2,0.52,24023
24,24,314,308,98.09,5,1.59,1,0.32,0,0.0,24024
24,25,358,339,94.69,13,3.63,1,0.28,5,1.4,24025
24,26,452,433,95.8,18,3.98,0,0.0,1,0.22,24026
24,27,239,218,91.21,15,6.28,3,1.26,3,1.26,24027
24,28,386,374,96.89,9,2.33,3,0.78,0,0.0,24028
24,29,410,394,96.1,10,2.44,3,0.73,3,0.73,24029
24,30,338,327,96.75,8,2.37,2,0.59,1,0.3,24030
24,31,370,349,94.32,17,4.59,3,0.81,1,0.27,24031
24,32,375,348,92.8,23,6.13,2,0.53,2,0.53,24032
24,33,281,271,96.44,7,2.49,2,0.71,1,0.36,24033
24,34,329,316,96.05,12,3.65,1,0.3,0,0.0,24034
24,35,478,458,95.82,16,3.35,3,0.63,1,0.21,24035
24,36,318,309,97.17,4,1.26,4,1.26,1,0.31,24036
24,37,363,340,93.66,20,5.51,1,0.28,2,0.55,24037
24,38,351,333,94.87,17,4.84,1,0.28,0,0.0,24038
24,39,351,338,96.3,10,2.85,3,0.85,0,0.0,24039
24,40,418,393,94.02,21,5.02,3,0.72,1,0.24,24040
24,41,296,285,96.28,9,3.04,0,0.0,2,0.68,24041
24,42,278,269,96.76,6,2.16,3,1.08,0,0.0,24042
24,43,480,461,96.04,9,1.88,3,0.63,7,1.46,24043
24,44,119,111,93.28,6,5.04,1,0.84,1,0.84,24044
24,45,345,333,96.52,11,3.19,0,0.0,1,0.29,24045
24,46,422,403,95.5,19,4.5,0,0.0,0,0.0,24046
24,47,327,302,92.35,18,5.5,7,2.14,0,0.0,24047
24,48,174,167,95.98,7,4.02,0,0.0,0,0.0,24048
24,49,506,476,94.07,24,4.74,4,0.79,2,0.4,24049
24,50,516,490,94.96,20,3.88,5,0.97,1,0.19,24050
24,51,509,488,95.87,17,3.34,3,0.59,1,0.2,24051
24,52,312,299,95.83,8,2.56,2,0.64,3,0.96,24052
24,53,333,313,93.99,13,3.9,5,1.5,2,0.6,24053
24,54,354,333,94.07,19,5.37,1,0.28,1,0.28,24054
24,55,199,193,96.98,6,3.02,0,0.0,0,0.0,24055
24,56,392,370,94.39,19,4.85,1,0.26,2,0.51,24056
24,57,309,277,89.64,21,6.8,8,2.59,3,0.97,24057
24,58,334,319,95.51,13,3.89,2,0.6,0,0.0,24058
24,59,214,210,98.13,2,0.93,2,0.93,0,0.0,24059
25,1,328,271,82.62,49,14.94,6,1.83,2,0.61,25001
25,2,497,445,89.54,44,8.85,6,1.21,2,0.4,25002
25,3,302,274,90.73,21,6.95,5,1.66,2,0.66,25003
25,4,503,421,83.7,72,14.31,7,1.39,3,0.6,25004
25,5,393,326,82.95,48,12.21,11,2.8,8,2.04,25005
25,6,311,277,89.07,24,7.72,5,1.61,5,1.61,25006
25,7,349,304,87.11,38,10.89,4,1.15,3,0.86,25007
25,8,409,369,90.22,29,7.09,6,1.47,5,1.22,25008
25,9,489,419,85.69,54,11.04,13,2.66,3,0.61,25009
25,10,243,229,94.24,13,5.35,0,0.0,1,0.41,25010
25,11,390,340,87.18,36,9.23,7,1.79,7,1.79,25011
25,12,421,385,91.45,20,4.75,10,2.38,6,1.43,25012
25,13,459,409,89.11,35,7.63,7,1.53,8,1.74,25013
25,14,353,296,83.85,51,14.45,3,0.85,3,0.85,25014
25,15,374,333,89.04,37,9.89,4,1.07,0,0.0,25015
25,16,269,245,91.08,20,7.43,4,1.49,0,0.0,25016
25,17,540,487,90.19,38,7.04,11,2.04,4,0.74,25017
25,18,549,483,87.98,57,10.38,6,1.09,3,0.55,25018
25,19,446,392,87.89,45,10.09,7,1.57,2,0.45,25019
25,20,421,367,87.17,42,9.98,6,1.43,6,1.43,25020
25,21,345,286,82.9,53,15.36,3,0.87,3,0.87,25021
25,22,222,189,85.14,23,10.36,6,2.7,4,1.8,25022
25,23,453,407,89.85,35,7.73,2,0.44,9,1.99,25023
25,24,455,407,89.45,38,8.35,6,1.32,4,0.88,25024
25,25,543,438,80.66,93,17.13,6,1.1,6,1.1,25025
25,26,379,309,81.53,62,16.36,3,0.79,5,1.32,25026
25,27,381,308,80.84,55,14.44,7,1.84,11,2.89,25027
25,28,517,431,83.37,72,13.93,10,1.93,4,0.77,25028
25,29,373,332,89.01,33,8.85,6,1.61,2,0.54,25029
25,30,394,345,87.56,30,7.61,12,3.05,7,1.78,25030
25,31,300,263,87.67,29,9.67,3,1.0,5,1.67,25031
26,1,240,210,87.5,25,10.42,2,0.83,3,1.25,26001
26,2,282,257,91.13,21,7.45,4,1.42,0,0.0,26002
26,3,244,208,85.25,25,10.25,9,3.69,2,0.82,26003
26,4,189,161,85.19,22,11.64,5,2.65,1,0.53,26004
26,5,345,312,90.43,23,6.67,7,2.03,3,0.87,26005
26,6,141,117,82.98,20,14.18,4,2.84,0,0.0,26006
26,7,156,138,88.46,16,10.26,1,0.64,1,0.64,26007
26,8,218,192,88.07,21,9.63,4,1.83,1,0.46,26008
26,9,191,164,85.86,20,10.47,4,2.09,3,1.57,26009
26,10,158,143,90.51,11,6.96,3,1.9,1,0.63,26010
26,11,258,209,81.01,38,14.73,7,2.71,4,1.55,26011
26,12,158,143,90.51,11,6.96,2,1.27,2,1.27,26012
26,13,252,209,82.94,37,14.68,4,1.59,2,0.79,26013
26,14,220,183,83.18,28,12.73,7,3.18,2,0.91,26014
26,15,232,204,87.93,24,10.34,1,0.43,3,1.29,26015
26,16,193,175,90.67,12,6.22,5,2.59,1,0.52,26016
26,17,213,155,72.77,57,26.76,1,0.47,0,0.0,26017
26,18,152,133,87.5,15,9.87,2,1.32,2,1.32,26018
26,19,381,337,88.45,37,9.71,5,1.31,2,0.52,26019
26,20,369,322,87.26,31,8.4,7,1.9,9,2.44,26020
26,21,327,291,88.99,23,7.03,7,2.14,6,1.83,26021
26,22,214,189,88.32,18,8.41,5,2.34,2,0.93,26022
26,23,224,191,85.27,26,11.61,5,2.23,2,0.89,26023
26,24,221,188,85.07,29,13.12,3,1.36,1,0.45,26024
26,25,126,115,91.27,5,3.97,2,1.59,4,3.17,26025
26,26,200,169,84.5,20,10.0,10,5.0,1,0.5,26026
26,27,214,190,88.79,15,7.01,5,2.34,4,1.87,26027
26,28,229,203,88.65,21,9.17,4,1.75,1,0.44,26028
26,29,258,233,90.31,18,6.98,4,1.55,3,1.16,26029
26,30,274,230,83.94,32,11.68,7,2.55,5,1.82,26030
26,31,257,220,85.6,22,8.56,13,5.06,2,0.78,26031
26,32,306,260,84.97,36,11.76,4,1.31,6,1.96,26032
26,33,150,120,80.0,26,17.33,2,1.33,2,1.33,26033
26,34,277,250,90.25,25,9.03,2,0.72,0,0.0,26034
26,35,280,250,89.29,23,8.21,4,1.43,3,1.07,26035
26,36,224,199,88.84,14,6.25,5,2.23,6,2.68,26036
26,37,146,127,86.99,17,11.64,1,0.68,1,0.68,26037
26,38,211,200,94.79,8,3.79,2,0.95,1,0.47,26038
26,39,227,205,90.31,20,8.81,1,0.44,1,0.44,26039
26,40,134,117,87.31,13,9.7,3,2.24,1,0.75,26040
26,41,206,189,91.75,15,7.28,1,0.49,1,0.49,26041
26,42,214,193,90.19,16,7.48,4,1.87,1,0.47,26042
26,43,200,166,83.0,22,11.0,8,4.0,4,2.0,26043
26,44,171,158,92.4,9,5.26,2,1.17,2,1.17,26044
26,45,263,227,86.31,26,9.89,7,2.66,3,1.14,26045
26,46,370,319,86.22,47,12.7,2,0.54,2,0.54,26046
26,47,162,134,82.72,24,14.81,3,1.85,1,0.62,26047
26,48,327,295,90.21,19,5.81,12,3.67,1,0.31,26048
26,49,184,174,94.57,8,4.35,2,1.09,0,0.0,26049
26,50,154,132,85.71,17,11.04,3,1.95,2,1.3,26050
26,51,208,177,85.1,23,11.06,4,1.92,4,1.92,26051
26,52,155,145,93.55,8,5.16,1,0.65,1,0.65,26052
26,53,191,170,89.01,17,8.9,2,1.05,2,1.05,26053
26,54,200,167,83.5,24,12.0,6,3.0,3,1.5,26054
26,55,151,129,85.43,18,11.92,4,2.65,0,0.0,26055
26,56,275,247,89.82,22,8.0,6,2.18,0,0.0,26056
26,57,180,150,83.33,24,13.33,5,2.78,1,0.56,26057
26,58,185,158,85.41,17,9.19,8,4.32,2,1.08,26058
26,59,233,205,87.98,20,8.58,7,3.0,1,0.43,26059
26,60,210,183,87.14,23,10.95,2,0.95,2,0.95,26060
26,61,143,118,82.52,21,14.69,3,2.1,1,0.7,26061
26,62,277,247,89.17,26,9.39,3,1.08,1,0.36,26062
26,63,106,79,74.53,24,22.64,1,0.94,2,1.89,26063
27,1,439,358,81.55,73,16.63,5,1.14,3,0.68,27001
27,2,335,316,94.33,12,3.58,6,1.79,1,0.3,27002
27,3,345,337,97.68,5,1.45,2,0.58,1,0.29,27003
27,4,333,294,88.29,33,9.91,4,1.2,2,0.6,27004
27,5,140,116,82.86,21,15.0,2,1.43,1,0.71,27005
27,6,297,282,94.95,13,4.38,2,0.67,0,0.0,27006
27,7,468,396,84.62,65,13.89,3,0.64,4,0.85,27007
27,8,137,130,94.89,6,4.38,1,0.73,0,0.0,27008
27,9,449,431,95.99,16,3.56,1,0.22,1,0.22,27009
27,10,497,474,95.37,15,3.02,3,0.6,5,1.01,27010
27,11,218,206,94.5,10,4.59,2,0.92,0,0.0,27011
27,12,326,265,81.29,55,16.87,2,0.61,4,1.23,27012
27,13,135,120,88.89,14,10.37,1,0.74,0,0.0,27013
27,14,200,191,95.5,8,4.0,1,0.5,0,0.0,27014
27,15,276,260,94.2,12,4.35,3,1.09,1,0.36,27015
27,16,269,216,80.3,46,17.1,2,0.74,5,1.86,27016
27,17,451,383,84.92,58,12.86,4,0.89,6,1.33,27017
27,18,213,172,80.75,37,17.37,3,1.41,1,0.47,27018
27,19,431,396,91.88,30,6.96,4,0.93,1,0.23,27019
27,20,542,521,96.13,15,2.77,5,0.92,1,0.18,27020
27,21,166,164,98.8,1,0.6,1,0.6,0,0.0,27021
27,22,348,329,94.54,14,4.02,5,1.44,0,0.0,27022
27,23,139,129,92.81,9,6.47,1,0.72,0,0.0,27023
27,24,389,380,97.69,8,2.06,1,0.26,0,0.0,27024
27,25,279,268,96.06,9,3.23,2,0.72,0,0.0,27025
27,26,264,254,96.21,9,3.41,1,0.38,0,0.0,27026
27,27,191,181,94.76,5,2.62,2,1.05,3,1.57,27027
27,28,311,225,72.35,79,25.4,6,1.93,1,0.32,27028
27,29,314,303,96.5,7,2.23,4,1.27,0,0.0,27029
27,30,227,214,94.27,11,4.85,1,0.44,1,0.44,27030
27,31,302,292,96.69,9,2.98,1,0.33,0,0.0,27031
27,32,253,224,88.54,23,9.09,4,1.58,2,0.79,27032
27,33,330,309,93.64,18,5.45,2,0.61,1,0.3,27033
27,34,261,243,93.1,14,5.36,4,1.53,0,0.0,27034
27,35,725,636,87.72,70,9.66,12,1.66,7,0.97,27035
27,36,307,289,94.14,13,4.23,3,0.98,2,0.65,27036
27,37,161,154,95.65,6,3.73,1,0.62,0,0.0,27037
27,38,421,364,86.46,40,9.5,12,2.85,5,1.19,27038
27,39,220,212,96.36,5,2.27,3,1.36,0,0.0,27039
27,40,279,264,94.62,8,2.87,5,1.79,2,0.72,27040
27,41,563,476,84.55,73,12.97,7,1.24,7,1.24,27041
27,42,308,267,86.69,36,11.69,2,0.65,3,0.97,27042
27,43,370,362,97.84,3,0.81,4,1.08,1,0.27,27043
27,44,313,300,95.85,9,2.88,3,0.96,1,0.32,27044
27,45,311,304,97.75,5,1.61,1,0.32,1,0.32,27045
27,46,303,289,95.38,10,3.3,3,0.99,1,0.33,27046
27,47,307,291,94.79,10,3.26,5,1.63,1,0.33,27047
27,48,315,309,98.1,5,1.59,1,0.32,0,0.0,27048
27,49,352,335,95.17,13,3.69,2,0.57,2,0.57,27049
27,50,642,542,84.42,84,13.08,11,1.71,5,0.78,27050
27,51,243,235,96.71,5,2.06,3,1.23,0,0.0,27051
27,52,82,80,97.56,2,2.44,0,0.0,0,0.0,27052
27,53,199,186,93.47,10,5.03,2,1.01,1,0.5,27053
27,54,635,540,85.04,80,12.6,9,1.42,6,0.94,27054
27,55,171,147,85.96,21,12.28,2,1.17,1,0.58,27055
27,56,303,263,86.8,25,8.25,12,3.96,3,0.99,27056
27,57,352,311,88.35,39,11.08,1,0.28,1,0.28,27057
27,58,311,280,90.03,24,7.72,6,1.93,1,0.32,27058
27,59,443,404,91.2,25,5.64,11,2.48,3,0.68,27059
27,60,383,367,95.82,8,2.09,4,1.04,4,1.04,27060
27,61,91,88,96.7,2,2.2,1,1.1,0,0.0,27061
27,62,310,300,96.77,7,2.26,0,0.0,3,0.97,27062
27,63,383,368,96.08,9,2.35,2,0.52,4,1.04,27063
27,64,333,331,99.4,2,0.6,0,0.0,0,0.0,27064
27,65,70,65,92.86,5,7.14,0,0.0,0,0.0,27065
27,66,135,124,91.85,4,2.96,6,4.44,1,0.74,27066
28,1,358,338,94.41,16,4.47,4,1.12,0,0.0,28001
28,2,182,176,96.7,5,2.75,1,0.55,0,0.0,28002
28,3,225,211,93.78,10,4.44,3,1.33,1,0.44,28003
28,4,407,397,97.54,6,1.47,2,0.49,2,0.49,28004
28,5,439,418,95.22,20,4.56,1,0.23,0,0.0,28005
28,6,300,288,96.0,9,3.0,3,1.0,0,0.0,28006
28,7,349,335,95.99,12,3.44,1,0.29,1,0.29,28007
28,8,207,195,94.2,11,5.31,1,0.48,0,0.0,28008
28,9,224,217,96.88,5,2.23,2,0.89,0,0.0,28009
28,10,83,82,98.8,1,1.2,0,0.0,0,0.0,28010
28,11,286,278,97.2,4,1.4,4,1.4,0,0.0,28011
28,12,341,326,95.6,14,4.11,1,0.29,0,0.0,28012
28,13,336,324,96.43,9,2.68,2,0.6,1,0.3,28013
28,14,250,235,94.0,11,4.4,3,1.2,1,0.4,28014
28,15,227,217,95.59,8,3.52,2,0.88,0,0.0,28015
28,16,337,322,95.55,15,4.45,0,0.0,0,0.0,28016
28,17,296,270,91.22,15,5.07,8,2.7,3,1.01,28017
28,18,429,414,96.5,11,2.56,3,0.7,1,0.23,28018
28,19,433,406,93.76,21,4.85,5,1.15,1,0.23,28019
28,20,343,326,95.04,15,4.37,2,0.58,0,0.0,28020
28,21,393,382,97.2,9,2.29,2,0.51,0,0.0,28021
28,22,313,297,94.89,14,4.47,0,0.0,2,0.64,28022
28,23,399,388,97.24,8,2.01,2,0.5,1,0.25,28023
28,24,255,235,92.16,15,5.88,5,1.96,0,0.0,28024
28,25,262,251,95.8,9,3.44,0,0.0,2,0.76,28025
28,26,341,325,95.31,14,4.11,2,0.59,0,0.0,28026
28,27,293,285,97.27,7,2.39,1,0.34,0,0.0,28027
28,28,259,247,95.37,11,4.25,1,0.39,0,0.0,28028
28,29,270,240,88.89,22,8.15,6,2.22,2,0.74,28029
28,30,229,217,94.76,9,3.93,1,0.44,2,0.87,28030
28,31,298,280,93.96,15,5.03,3,1.01,0,0.0,28031
28,32,359,335,93.31,21,5.85,3,0.84,0,0.0,28032
28,33,215,206,95.81,7,3.26,2,0.93,0,0.0,28033
28,34,60,44,73.33,6,10.0,5,8.33,5,8.33,28034
28,35,243,236,97.12,6,2.47,1,0.41,0,0.0,28035
28,36,290,276,95.17,12,4.14,1,0.34,1,0.34,28036
28,37,370,356,96.22,12,3.24,2,0.54,0,0.0,28037
28,38,147,125,85.03,12,8.16,6,4.08,4,2.72,28038
28,39,87,81,93.1,5,5.75,1,1.15,0,0.0,28039
28,40,348,340,97.7,5,1.44,2,0.57,1,0.29,28040
28,41,135,134,99.26,1,0.74,0,0.0,0,0.0,28041
28,42,273,256,93.77,15,5.49,1,0.37,1,0.37,28042
28,43,220,209,95.0,10,4.55,1,0.45,0,0.0,28043
28,44,232,226,97.41,5,2.16,1,0.43,0,0.0,28044
28,45,249,237,95.18,9,3.61,3,1.2,0,0.0,28045
28,46,227,224,98.68,3,1.32,0,0.0,0,0.0,28046
28,47,258,248,96.12,8,3.1,1,0.39,1,0.39,28047
28,48,275,258,93.82,11,4.0,6,2.18,0,0.0,28048
28,49,247,236,95.55,8,3.24,3,1.21,0,0.0,28049
28,50,246,236,95.93,7,2.85,3,1.22,0,0.0,28050
28,51,297,282,94.95,9,3.03,5,1.68,1,0.34,28051
28,52,292,271,92.81,20,6.85,1,0.34,0,0.0,28052
28,53,161,152,94.41,5,3.11,4,2.48,0,0.0,28053
28,54,284,265,93.31,13,4.58,6,2.11,0,0.0,28054
28,55,327,312,95.41,13,3.98,2,0.61,0,0.0,28055
28,56,295,284,96.27,10,3.39,1,0.34,0,0.0,28056
28,57,215,205,95.35,6,2.79,3,1.4,1,0.47,28057
28,58,227,212,93.39,12,5.29,3,1.32,0,0.0,28058
28,59,217,209,96.31,6,2.76,2,0.92,0,0.0,28059
28,60,281,272,96.8,8,2.85,0,0.0,1,0.36,28060
28,61,159,150,94.34,6,3.77,2,1.26,1,0.63,28061
28,62,324,316,97.53,6,1.85,2,0.62,0,0.0,28062
28,63,353,337,95.47,11,3.12,2,0.57,3,0.85,28063
28,64,244,233,95.49,5,2.05,4,1.64,2,0.82,28064
28,65,308,292,94.81,13,4.22,3,0.97,0,0.0,28065
28,66,298,286,95.97,8,2.68,4,1.34,0,0.0,28066
28,67,152,143,94.08,9,5.92,0,0.0,0,0.0,28067
28,68,327,314,96.02,10,3.06,2,0.61,1,0.31,28068
28,69,170,157,92.35,9,5.29,3,1.76,1,0.59,28069
28,70,208,197,94.71,8,3.85,2,0.96,1,0.48,28070
28,71,280,244,87.14,28,10.0,4,1.43,4,1.43,28071
28,72,163,158,96.93,3,1.84,1,0.61,1,0.61,28072
28,73,164,148,90.24,14,8.54,1,0.61,1,0.61,28073
29,1,403,386,95.78,16,3.97,1,0.25,0,0.0,29001
29,2,316,255,80.7,47,14.87,9,2.85,5,1.58,29002
29,3,499,482,96.59,15,3.01,2,0.4,0,0.0,29003
29,4,387,375,96.9,10,2.58,2,0.52,0,0.0,29004
29,5,434,419,96.54,12,2.76,2,0.46,1,0.23,29005
29,6,177,148,83.62,25,14.12,2,1.13,2,1.13,29006
29,7,202,164,81.19,31,15.35,6,2.97,1,0.5,29007
29,8,333,327,98.2,4,1.2,2,0.6,0,0.0,29008
29,9,168,121,72.02,43,25.6,2,1.19,2,1.19,29009
29,10,347,342,98.56,3,0.86,1,0.29,1,0.29,29010
29,11,564,541,95.92,22,3.9,1,0.18,0,0.0,29011
29,12,489,469,95.91,20,4.09,0,0.0,0,0.0,29012
29,13,459,451,98.26,5,1.09,3,0.65,0,0.0,29013
29,14,473,453,95.77,15,3.17,4,0.85,1,0.21,29014
29,15,442,413,93.44,29,6.56,0,0.0,0,0.0,29015
29,16,442,432,97.74,8,1.81,1,0.23,1,0.23,29016
29,17,355,343,96.62,10,2.82,2,0.56,0,0.0,29017
29,18,440,428,97.27,8,1.82,2,0.45,2,0.45,29018
29,19,338,332,98.22,3,0.89,2,0.59,1,0.3,29019
29,20,403,384,95.29,15,3.72,3,0.74,1,0.25,29020
29,21,463,444,95.9,15,3.24,4,0.86,0,0.0,29021
29,22,319,262,82.13,39,12.23,8,2.51,10,3.13,29022
29,23,499,481,96.39,17,3.41,0,0.0,1,0.2,29023
29,24,161,132,81.99,20,12.42,5,3.11,4,2.48,29024
29,25,442,430,97.29,10,2.26,1,0.23,1,0.23,29025
29,26,375,364,97.07,10,2.67,1,0.27,0,0.0,29026
29,27,446,436,97.76,6,1.35,1,0.22,3,0.67,29027
29,28,571,545,95.45,13,2.28,12,2.1,1,0.18,29028
29,29,540,515,95.37,22,4.07,1,0.19,2,0.37,29029
29,30,64,52,81.25,10,15.63,1,1.56,1,1.56,29030
29,31,416,402,96.63,13,3.13,0,0.0,1,0.24,29031
29,32,304,238,78.29,57,18.75,4,1.32,5,1.64,29032
29,33,386,378,97.93,7,1.81,1,0.26,0,0.0,29033
29,34,314,283,90.13,25,7.96,2,0.64,4,1.27,29034
29,35,382,371,97.12,11,2.88,0,0.0,0,0.0,29035
29,36,427,414,96.96,11,2.58,2,0.47,0,0.0,29036
29,37,422,406,96.21,13,3.08,3,0.71,0,0.0,29037
29,38,377,367,97.35,8,2.12,2,0.53,0,0.0,29038
29,39,346,287,82.95,49,14.16,6,1.73,4,1.16,29039
29,40,550,538,97.82,12,2.18,0,0.0,0,0.0,29040
29,41,439,424,96.58,12,2.73,3,0.68,0,0.0,29041
29,42,496,465,93.75,25,5.04,4,0.81,2,0.4,29042
29,43,525,508,96.76,15,2.86,2,0.38,0,0.0,29043
29,44,417,400,95.92,13,3.12,2,0.48,2,0.48,29044
29,45,408,397,97.3,10,2.45,1,0.25,0,0.0,29045
29,46,449,441,98.22,8,1.78,0,0.0,0,0.0,29046
29,47,536,493,91.98,40,7.46,3,0.56,0,0.0,29047
29,48,344,329,95.64,13,3.78,1,0.29,1,0.29,29048
29,49,480,471,98.13,6,1.25,2,0.42,1,0.21,29049
29,50,385,372,96.62,11,2.86,1,0.26,1,0.26,29050
29,51,384,365,95.05,16,4.17,3,0.78,0,0.0,29051
29,52,318,260,81.76,47,14.78,7,2.2,4,1.26,29052
29,53,315,272,86.35,35,11.11,5,1.59,3,0.95,29053
29,54,270,212,78.52,54,20.0,2,0.74,2,0.74,29054
30,1,288,226,78.47,50,17.36,5,1.74,7,2.43,30001
30,2,208,165,79.33,36,17.31,3,1.44,4,1.92,30002
30,3,418,343,82.06,67,16.03,7,1.67,1,0.24,30003
30,4,314,271,86.31,36,11.46,5,1.59,2,0.64,30004
30,5,198,173,87.37,20,10.1,4,2.02,1,0.51,30005
30,6,197,168,85.28,25,12.69,1,0.51,3,1.52,30006
30,7,277,235,84.84,34,12.27,5,1.81,3,1.08,30007
30,8,347,272,78.39,62,17.87,7,2.02,6,1.73,30008
30,9,290,230,79.31,53,18.28,3,1.03,4,1.38,30009
30,10,279,230,82.44,38,13.62,5,1.79,6,2.15,30010
30,11,224,185,82.59,36,16.07,2,0.89,1,0.45,30011
30,12,219,177,80.82,34,15.53,4,1.83,4,1.83,30012
30,13,318,244,76.73,66,20.75,4,1.26,4,1.26,30013
30,14,136,114,83.82,18,13.24,3,2.21,1,0.74,30014
30,15,279,213,76.34,60,21.51,4,1.43,2,0.72,30015
30,16,336,269,80.06,59,17.56,6,1.79,2,0.6,30016
30,17,190,147,77.37,33,17.37,4,2.11,6,3.16,30017
30,18,77,64,83.12,13,16.88,0,0.0,0,0.0,30018
30,19,203,179,88.18,18,8.87,3,1.48,3,1.48,30019
30,20,253,215,84.98,24,9.49,10,3.95,4,1.58,30020
30,21,149,130,87.25,13,8.72,4,2.68,2,1.34,30021
30,22,305,252,82.62,40,13.11,9,2.95,4,1.31,30022
30,23,278,233,83.81,37,13.31,2,0.72,6,2.16,30023
30,24,268,229,85.45,33,12.31,3,1.12,3,1.12,30024
30,25,212,157,74.06,42,19.81,9,4.25,4,1.89,30025
30,26,210,185,88.1,17,8.1,7,3.33,1,0.48,30026
30,27,376,335,89.1,32,8.51,5,1.33,4,1.06,30027
30,28,241,183,75.93,52,21.58,1,0.41,5,2.07,30028
30,29,189,162,85.71,19,10.05,5,2.65,3,1.59,30029
30,30,320,273,85.31,42,13.13,5,1.56,0,0.0,30030
30,31,237,205,86.5,25,10.55,5,2.11,2,0.84,30031
30,32,146,122,83.56,21,14.38,2,1.37,1,0.68,30032
30,33,287,253,88.15,24,8.36,8,2.79,2,0.7,30033
30,34,313,238,76.04,61,19.49,5,1.6,9,2.88,30034
30,35,312,250,80.13,45,14.42,13,4.17,4,1.28,30035
30,36,275,227,82.55,41,14.91,6,2.18,1,0.36,30036
30,37,261,193,73.95,57,21.84,8,3.07,3,1.15,30037
30,38,391,338,86.45,49,12.53,4,1.02,0,0.0,30038
30,39,320,271,84.69,37,11.56,7,2.19,5,1.56,30039
30,40,288,232,80.56,45,15.63,6,2.08,5,1.74,30040
30,41,291,252,86.6,30,10.31,7,2.41,2,0.69,30041
30,42,222,174,78.38,40,18.02,6,2.7,2,0.9,30042
30,43,235,176,74.89,52,22.13,4,1.7,3,1.28,30043
31,1,146,120,82.19,22,15.07,1,0.68,3,2.05,31001
31,2,192,160,83.33,28,14.58,2,1.04,2,1.04,31002
31,3,233,181,77.68,43,18.45,4,1.72,5,2.15,31003
31,4,254,215,84.65,32,12.6,6,2.36,1,0.39,31004
31,5,288,220,76.39,63,21.88,3,1.04,2,0.69,31005
31,6,271,212,78.23,47,17.34,4,1.48,8,2.95,31006
31,7,270,220,81.48,41,15.19,6,2.22,3,1.11,31007
31,8,203,170,83.74,27,13.3,4,1.97,2,0.99,31008
31,9,239,200,83.68,29,12.13,6,2.51,4,1.67,31009
31,10,137,111,81.02,22,16.06,3,2.19,1,0.73,31010
31,11,184,153,83.15,23,12.5,5,2.72,3,1.63,31011
31,12,259,219,84.56,36,13.9,3,1.16,1,0.39,31012
31,13,288,231,80.21,42,14.58,12,4.17,3,1.04,31013
31,14,244,215,88.11,19,7.79,6,2.46,4,1.64,31014
31,15,158,125,79.11,25,15.82,4,2.53,4,2.53,31015
31,16,154,119,77.27,29,18.83,5,3.25,1,0.65,31016
31,17,232,191,82.33,29,12.5,7,3.02,5,2.16,31017
31,18,230,184,80.0,38,16.52,5,2.17,3,1.3,31018
31,19,197,166,84.26,29,14.72,1,0.51,1,0.51,31019
31,20,197,165,83.76,22,11.17,8,4.06,2,1.02,31020
31,21,278,241,86.69,32,11.51,1,0.36,4,1.44,31021
31,22,172,141,81.98,26,15.12,5,2.91,0,0.0,31022
31,23,156,125,80.13,25,16.03,3,1.92,3,1.92,31023
31,24,213,176,82.63,27,12.68,7,3.29,3,1.41,31024
31,25,243,199,81.89,34,13.99,7,2.88,3,1.23,31025
31,26,178,142,79.78,34,19.1,2,1.12,0,0.0,31026
31,27,212,183,86.32,24,11.32,4,1.89,1,0.47,31027
31,28,242,201,83.06,37,15.29,3,1.24,1,0.41,31028
31,29,198,163,82.32,28,14.14,3,1.52,4,2.02,31029
